MANDURIA,,,,
,NO2,CO,O3,PM10
08/07/2011 13.00,"15,614689","0,364288","133,471729",
08/07/2011 14.00,"11,339506","0,345132","144,154352","8,791209"
08/07/2011 15.00,"9,872914","0,325978","144,419693",
08/07/2011 16.00,"14,177948","0,399607","144,022982","13,43101"
08/07/2011 17.00,"16,999525","0,419036","139,674201",
08/07/2011 18.00,"20,514154","0,459783","125,065353","10,74481"
08/07/2011 19.00,"34,577886","0,579666","113,012324",
08/07/2011 20.00,"37,058135","0,538367","100,957416","5,860806"
08/07/2011 21.00,"42,851821","0,444248","85,270672",
08/07/2011 22.00,"21,016416","0,309222","94,768429","54,700851"
08/07/2011 23.00,"26,393515","0,371721","71,843265",
09/07/2011 0.00,"32,882881","0,337895","83,653167","37,362621"
09/07/2011 1.00,"31,634327","0,354652","40,351269",
09/07/2011 2.00,,"0,333883","63,108534","31,746031"
09/07/2011 3.00,"16,31024",,"65,047537",
09/07/2011 4.00,"31,325443","0,521617",,"17,3382"
09/07/2011 5.00,"39,845962","0,613745","35,577334",
09/07/2011 6.00,"61,829316","0,784667","32,371467","9,523809"
09/07/2011 7.00,"56,491165","0,909485","52,690644",
09/07/2011 8.00,"21,448625","0,517447","109,570906","21,97802"
09/07/2011 9.00,"18,345421","0,525865","125,71672",
09/07/2011 10.00,"31,867934","0,609654","112,033332","18,31501"
09/07/2011 11.00,"22,566093","0,497345","123,250824",
09/07/2011 12.00,"22,381795","0,518273","136,200927","10,01221"
09/07/2011 13.00,"12,736019","0,436451","139,742587",
09/07/2011 14.00,"11,554955","0,391292","130,48591","6,593407"
09/07/2011 15.00,"8,329743","0,370915","128,219755",
09/07/2011 16.00,"9,630213","0,427127","132,498125","10,50061"
09/07/2011 17.00,"13,207137","0,414422","141,981681",
09/07/2011 18.00,"19,588764","0,459464","126,752584","6,837607"
09/07/2011 19.00,"27,481137","0,529955","99,78204",
09/07/2011 20.00,"46,716888","0,56064","86,187388","8,791209"
09/07/2011 21.00,"39,322916","0,483578","78,720803",
09/07/2011 22.00,"36,628529","0,403604","82,798048","16,36141"
09/07/2011 23.00,"23,368177","0,362418","88,850278",
10/07/2011 0.00,"19,531672","0,367413","86,705354","39,56044"
10/07/2011 1.00,"29,259221","0,372134","68,676656",
10/07/2011 2.00,,"0,423705","50,444853","22,46641"
10/07/2011 3.00,"23,841894",,"50,192305",
10/07/2011 4.00,"17,906741","0,418605",,"16,84981"
10/07/2011 5.00,"51,160816","0,84272","16,644781",
10/07/2011 6.00,"34,354663","0,509048","39,119037","19,2918"
10/07/2011 7.00,"26,466189","0,517785","65,801188",
10/07/2011 8.00,"22,468753","0,460402","88,948451","18,31501"
10/07/2011 9.00,"26,821803","0,433128","111,184279",
10/07/2011 10.00,"21,710797","0,402271","117,426143","17,3382"
10/07/2011 11.00,"25,838021","0,381924","106,198461",
10/07/2011 12.00,"20,961905","0,418053","115,170855","9,035409"
10/07/2011 13.00,"13,455034","0,303799","114,946716",
10/07/2011 14.00,"7,870296","0,298171","125,996323","6,837607"
10/07/2011 15.00,"5,367999","0,302934","143,704125",
10/07/2011 16.00,"7,65355","0,287427","148,901852","10,25641"
10/07/2011 17.00,"11,212316","0,314269","150,968907",
10/07/2011 18.00,"17,709458","0,366023","139,925403","8,791209"
10/07/2011 19.00,"49,494336","0,537385","97,226821",
10/07/2011 20.00,"52,997293","0,467566","78,30509","11,96581"
10/07/2011 21.00,"64,256331","0,534905","59,269614",
10/07/2011 22.00,"45,553991","0,464377","63,853965","20,51281"
10/07/2011 23.00,"40,969914","0,424037","63,981948",
11/07/2011 0.00,"48,042018","0,446904","51,463818","29,79241"
11/07/2011 1.00,"46,027728","0,458552","21,145184",
11/07/2011 2.00,,"0,400027","24,575827","27,10622"
11/07/2011 3.00,"25,566402",,"40,907694",
11/07/2011 4.00,"22,297418","0,384593",,"24,664221"
11/07/2011 5.00,"60,453574","0,767647","20,688848",
11/07/2011 6.00,"56,003166","0,585751","30,257687","26,12941"
11/07/2011 7.00,"46,219807","0,48833","69,106601",
11/07/2011 8.00,"52,439219","0,66841","89,030368","28,08301"
11/07/2011 9.00,"58,105717","0,654791","98,304701",
11/07/2011 10.00,"48,53652","0,658502","110,073226","21,73382"
11/07/2011 11.00,"44,156186","0,501554","118,013804",
11/07/2011 12.00,"44,677933","0,457541","118,745674","18,31501"
11/07/2011 13.00,"17,508288","0,342278","145,232856",
11/07/2011 14.00,"17,011201","0,309791","141,421059","20,26862"
11/07/2011 15.00,"20,897031","0,323764","126,85148",
11/07/2011 16.00,"34,463685","0,376976","113,404362","17,3382"
11/07/2011 17.00,"47,844738","0,509172","96,17805",
11/07/2011 18.00,"58,737786","0,562659","85,97277","11,96581"
11/07/2011 19.00,"82,670534","0,633752","67,343541",
11/07/2011 20.00,"77,650389","0,674883","58,932439","8,791209"
11/07/2011 21.00,"63,198577","0,517067","56,416505",
11/07/2011 22.00,"41,299582","0,421778","61,343438","24,17581"
11/07/2011 23.00,"36,441627","0,43433","70,502684",
12/07/2011 0.00,"19,211087","0,306001","82,39859","33,211231"
12/07/2011 1.00,"20,499889","0,41104","72,724776",
12/07/2011 2.00,,"0,356645","76,217716","28,08301"
12/07/2011 3.00,"10,590634",,"80,394488",
12/07/2011 4.00,"9,14221","0,268638",,"24,17581"
12/07/2011 5.00,"26,399997","0,343794","72,533848",
12/07/2011 6.00,"39,971852","0,414624","65,006997","16,84981"
12/07/2011 7.00,"49,339885","0,578473","67,223701",
12/07/2011 8.00,"48,060201","0,660635","86,263902","10,50061"
12/07/2011 9.00,"52,319814","0,654654","86,114953",
12/07/2011 10.00,"45,69806","0,5104","86,494784","20,02442"
12/07/2011 11.00,"45,438488","0,489386","83,613905",
12/07/2011 12.00,"39,710978","0,416551","83,305832","11,47741"
12/07/2011 13.00,"29,638198","0,317589","85,5144",
12/07/2011 14.00,"12,302524","0,256912","99,220086","12,21001"
12/07/2011 15.00,"17,521268","0,301967","99,805061",
12/07/2011 16.00,"26,821803","0,331912","97,530823","12,94261"
12/07/2011 17.00,"47,836956","0,372008","89,014128",
12/07/2011 18.00,"57,33738","0,554864","78,242122","9,035409"
12/07/2011 19.00,"47,277565","0,522283","80,219831",
12/07/2011 20.00,"49,369749","0,49163","72,14455","10,25641"
12/07/2011 21.00,"41,037407","0,377596","73,617832",
12/07/2011 22.00,"25,209853","0,241191","78,858261","24,908421"
12/07/2011 23.00,"22,139085","0,271589","87,798113",
13/07/2011 0.00,"19,170858","0,231178","87,344492","49,08424"
13/07/2011 1.00,"12,645162","0,224606","86,765605",
13/07/2011 2.00,,"0,178371","88,124459","31,50182"
13/07/2011 3.00,"3,527158",,"95,180413",
13/07/2011 4.00,"5,626276","0,317334",,"32,96703"
13/07/2011 5.00,"19,791246","0,370832","89,811012",
13/07/2011 6.00,"41,903085","0,49214","70,44241","17,826611"
13/07/2011 7.00,"43,762946","0,581249","79,634156",
13/07/2011 8.00,"46,562436","0,615057","86,686382","16,84981"
13/07/2011 9.00,"42,816793","0,563836","92,628924",
13/07/2011 10.00,"53,604698","0,686792","84,487311","11,72161"
13/07/2011 11.00,"38,873847","0,477197","98,609381",
13/07/2011 12.00,"36,989341","0,414954","98,647965","20,26862"
13/07/2011 13.00,"27,767956","0,36334","92,496223",
13/07/2011 14.00,"16,506333","0,290311","102,200402","16,84981"
13/07/2011 15.00,"15,613398","0,288468","110,48693",
13/07/2011 16.00,"24,85814","0,310763","109,525541","18,55921"
13/07/2011 17.00,"36,55585","0,409111","121,700328",
13/07/2011 18.00,"20,554401","0,365065","143,397368","16,84981"
13/07/2011 19.00,"28,575242","0,368046","116,526291",
13/07/2011 20.00,"27,414943","0,359065","101,594514","36,141621"
13/07/2011 21.00,"23,573238","0,253365","85,810951",
13/07/2011 22.00,"14,451804","0,168569","87,305207","82,53968"
13/07/2011 23.00,"9,683423","0,141548","87,690465",
14/07/2011 0.00,"8,088339","0,151824","81,107446","111,599503"
14/07/2011 1.00,"14,288273","0,178807","66,292731",
14/07/2011 2.00,,"0,15547","64,466033","55,67765"
14/07/2011 3.00,"5,586042",,"85,746637",
14/07/2011 4.00,"3,797574","0,392543",,"29,05983"
14/07/2011 5.00,"27,79262","0,501202","54,756348",
14/07/2011 6.00,"30,808877","0,544587","43,273446","110,866798"
14/07/2011 7.00,"20,788009","0,498193","53,349412",
14/07/2011 8.00,"21,749725","0,477203","73,726842","56,654442"
14/07/2011 9.00,"15,80289","0,434952","88,573353",
14/07/2011 10.00,"16,876222","0,370146","98,644593","28,08301"
14/07/2011 11.00,"19,42135","0,393872","102,511223",
14/07/2011 12.00,"14,816504","0,383083","107,212658",
14/07/2011 13.00,"17,373308","0,442378","109,969048",
14/07/2011 14.00,"11,169483","0,436827","113,64274",
14/07/2011 15.00,"14,193521","0,478141","115,019874",
14/07/2011 16.00,"17,303226","0,499952","118,769372",
14/07/2011 17.00,"13,81584","0,500499","120,54604",
14/07/2011 18.00,"16,694523","0,575622","132,722888",
14/07/2011 19.00,"19,536854","0,547206","116,742911",
14/07/2011 20.00,"18,240295","0,51199","89,145459",
14/07/2011 21.00,"22,824366","0,429792","75,357856",
14/07/2011 22.00,"22,646549","0,390159","69,116738",
14/07/2011 23.00,"12,289546","0,336416","74,679457",
15/07/2011 0.00,"12,061116","0,273408","68,426147","43,956032"
15/07/2011 1.00,"6,925446","0,258554","69,097103",
15/07/2011 2.00,,"0,270906","65,734156","72,527473"
15/07/2011 3.00,"3,664168",,"64,843961",
15/07/2011 4.00,"10,192183","0,285681",,"54,945042"
15/07/2011 5.00,"23,949616","0,354924","38,213127",
15/07/2011 6.00,"45,383975","0,546908","29,936092","60,561661"
15/07/2011 7.00,"37,322889","0,672241","31,978775",
15/07/2011 8.00,"30,476629","0,494427","52,424572","30,036631"
15/07/2011 9.00,"37,943276","0,549538","65,59131",
15/07/2011 10.00,"53,894115","0,594796","76,019337","14,65201"
15/07/2011 11.00,"44,855747","0,650417","81,847466",
15/07/2011 12.00,"36,641511","0,615562","88,471809",
15/07/2011 13.00,"21,352565","0,532149","103,012941",
15/07/2011 14.00,"17,853521","0,484182","101,150368",
15/07/2011 15.00,"15,133185","0,534583","110,389457",
15/07/2011 16.00,"27,20338","0,536584","108,648695",
15/07/2011 17.00,"44,267809","0,641703","99,120558",
15/07/2011 18.00,"58,668991","0,746116","92,969493",
15/07/2011 19.00,"76,216236","0,858613","74,724822",
15/07/2011 20.00,"73,402442","0,788705","66,40445",
15/07/2011 21.00,"48,790892","0,563356","70,88995",
15/07/2011 22.00,"18,59461","0,443281","85,511006",
15/07/2011 23.00,"15,845713","0,337533","87,412186",
16/07/2011 0.00,"9,762593","0,201837","90,80492",
16/07/2011 1.00,"8,890425","0,210041","78,678155",
16/07/2011 2.00,,"0,16074","74,412684",
16/07/2011 3.00,"8,36738",,"77,4073",
16/07/2011 4.00,"9,6977","0,33961",,
16/07/2011 5.00,"17,913229","0,430748","64,45859",
16/07/2011 6.00,"21,100794","0,453376","68,539883",
16/07/2011 7.00,"33,163218","0,52833","63,992777",
16/07/2011 8.00,"21,086511","0,546754","85,180611",
16/07/2011 9.00,"17,269484","0,509513","102,73193",
16/07/2011 10.00,"17,654947","0,522633","105,840319",
16/07/2011 11.00,"15,643253","0,541765","110,446329",
16/07/2011 12.00,"16,680251","0,500752","120,787074",
16/07/2011 13.00,"12,704861","0,471682","119,443122",
16/07/2011 14.00,"9,079914","0,376144","116,303575",
16/07/2011 15.00,"13,897613","0,403171","118,220965",
16/07/2011 16.00,"14,438825","0,32967","120,720027",
16/07/2011 17.00,"18,288306","0,375633","111,025863",
16/07/2011 18.00,"31,256648","0,391229","103,613441",
16/07/2011 19.00,"35,222941","0,333717","94,905186",
16/07/2011 20.00,"37,216466","0,419474","78,967926","22,46641"
16/07/2011 21.00,"40,26647","0,364751","77,644963",
16/07/2011 22.00,"22,377895","0,225883","72,296208","19,53602"
16/07/2011 23.00,"21,205914","0,207419","69,29074",
17/07/2011 0.00,"18,072866","0,127869","66,583863","40,04884"
17/07/2011 1.00,"17,697781","0,173046","56,596595",
17/07/2011 2.00,,"0,210287","52,786781","20,757021"
17/07/2011 3.00,"12,54969",,"57,012054",
17/07/2011 4.00,"11,839187","0,218741",,"19,2918"
17/07/2011 5.00,"10,660719","0,25527","77,239401",
17/07/2011 6.00,"8,567255","0,223656","77,193374","10,98901"
17/07/2011 7.00,"7,414744","0,285782","81,486592",
17/07/2011 8.00,"13,252565","0,338905","89,835388","14,89621"
17/07/2011 9.00,"21,736744","0,442278","90,410211",
17/07/2011 10.00,"13,213627","0,337883","101,469933","10,98901"
17/07/2011 11.00,"15,015081","0,369221","101,607383",
17/07/2011 12.00,"15,17082","0,368985","116,477554","6,837607"
17/07/2011 13.00,"6,854063","0,331316","125,916438",
17/07/2011 14.00,"3,281021","0,31657","126,576565","3,907204"
17/07/2011 15.00,"4,554233","0,32353","119,778881",
17/07/2011 16.00,"5,284934","0,332495","129,561043","5,372406"
17/07/2011 17.00,"8,4167","0,325732","129,126996",
17/07/2011 18.00,"16,507635","0,342286","120,428833","11,72161"
17/07/2011 19.00,"28,965901","0,377832","103,045383",
17/07/2011 20.00,"47,534555","0,512072","81,473046","17,582411"
17/07/2011 21.00,"34,785549","0,386875","78,263788",
17/07/2011 22.00,"27,917226","0,320345","83,472399","16,60561"
17/07/2011 23.00,"19,168258","0,238047","86,312654",
18/07/2011 0.00,"13,660098","0,256134","92,058157","42,97924"
18/07/2011 1.00,"13,187678","0,176432","87,284903",
18/07/2011 2.00,,"0,258258","85,573989","22,710621"
18/07/2011 3.00,"11,9547",,"74,492585",
18/07/2011 4.00,"21,107274","0,214285",,"15,14041"
18/07/2011 5.00,"37,818671","0,341444","18,070666",
18/07/2011 6.00,"63,524343","0,560983","14,912194","8,547009"
18/07/2011 7.00,"46,757116","0,442646","53,643936",
18/07/2011 8.00,"29,30853","0,316311","88,943025","14,40781"
18/07/2011 9.00,"24,021009","0,349287","103,096875",
18/07/2011 10.00,"19,701687","0,285412","104,277616","28,81562"
18/07/2011 11.00,"22,16505","0,292274","96,822614",
18/07/2011 12.00,"18,383058","0,267258","101,896484","17,3382"
18/07/2011 13.00,"13,207147","0,2582","102,63852",
18/07/2011 14.00,"7,18502","0,255221","109,22224","10,25641"
18/07/2011 15.00,"5,488702","0,269925","109,826187",
18/07/2011 16.00,"7,037062","0,29298","112,094999","6,593407"
18/07/2011 17.00,"11,160399","0,305448","105,962214",
18/07/2011 18.00,"13,477099","0,259495","98,408285","5,860806"
18/07/2011 19.00,"18,497267","0,260083","93,916682",
18/07/2011 20.00,"23,508346","0,295843","73,818912","23,44322"
18/07/2011 21.00,"25,469427","0,254632","56,604035",
18/07/2011 22.00,"9,949488","0,074856","69,835776","44,688641"
18/07/2011 23.00,"10,098742","0,058121","71,701759",
19/07/2011 0.00,"8,216827","0,0417","79,635511","44,688641"
19/07/2011 1.00,"5,410828","0,063193","81,294972",
19/07/2011 2.00,,"0,047023","76,083675","36,874222"
19/07/2011 3.00,"1,711882",,"61,201452",
19/07/2011 4.00,"2,873489","0,159955",,"64,468849"
19/07/2011 5.00,"19,471961","0,273597","39,063515",
19/07/2011 6.00,"38,3547","0,370465","21,056487","68,37606"
19/07/2011 7.00,"30,769929","0,374354","26,07078",
19/07/2011 8.00,"16,433656","0,222295","61,258808","43,956032"
19/07/2011 9.00,"17,213672","0,230348","69,424127",
19/07/2011 10.00,"13,438161","0,252543","73,217697","26,37361"
19/07/2011 11.00,"21,844485","0,187218","76,888679",
19/07/2011 12.00,"20,022254","0,24551","91,060855","12,94261"
19/07/2011 13.00,"19,657558","0,280276","96,51658",
19/07/2011 14.00,"6,046786","0,316179","97,48749",
19/07/2011 15.00,"6,375147","0,290449","100,898504",
19/07/2011 16.00,"7,565296","0,310129","106,686656",
19/07/2011 17.00,"11,025419","0,291981","106,061719",
19/07/2011 18.00,"10,315487","0,330752","85,503586",
19/07/2011 19.00,"9,817106","0,300191","69,626561",
19/07/2011 20.00,"10,218142","0,241229","56,133473",
19/07/2011 21.00,"7,70287","0,219978","53,440824",
19/07/2011 22.00,"4,847553","0,125269","58,065133",
19/07/2011 23.00,"6,92804","0,133793","62,42335",
20/07/2011 0.00,"8,118189","0,141925","72,940095",
20/07/2011 1.00,"7,313509","0,151549","76,551504",
20/07/2011 2.00,,"0,234865","70,658414",
20/07/2011 3.00,"1,281",,"69,055132",
20/07/2011 4.00,"2,369914","0,244445",,
20/07/2011 5.00,"23,843194","0,356839","45,327635",
20/07/2011 6.00,"34,964668","0,359174","36,97613","9,27961"
20/07/2011 7.00,"28,275419","0,39603","49,79486",
20/07/2011 8.00,"23,417486","0,3331","69,708494","7,326007"
20/07/2011 9.00,"13,622464","0,277952","83,638958",
20/07/2011 10.00,"9,933912","0,25215","91,22606","18,80341"
20/07/2011 11.00,"8,137657","0,202452","91,605214",
20/07/2011 12.00,"6,44004","0,212181","86,349207","13,91941"
20/07/2011 13.00,"5,303106","0,266978","86,34719",
20/07/2011 14.00,"2,123318","0,263008","93,34593","8,302809"
20/07/2011 15.00,"2,645065","0,283363","93,061563",
20/07/2011 16.00,"4,859233","0,360537","99,645282","5,860806"
20/07/2011 17.00,"6,822914","0,380774","92,918702",
20/07/2011 18.00,"9,364147","0,359563","88,792721","4,151404"
20/07/2011 19.00,"9,979337","0,366063","86,460926",
20/07/2011 20.00,"10,939762","0,327145","81,938181","8,791209"
20/07/2011 21.00,"9,292765","0,224634","77,314553",
20/07/2011 22.00,"6,878722","0,203035","76,963831","23,68742"
20/07/2011 23.00,"8,608785","0,193656","68,334732",
21/07/2011 0.00,"7,820976","0,210157","72,514221","13,43101"
21/07/2011 1.00,"4,650276","0,179529","68,327297",
21/07/2011 2.00,,"0,145359","63,150509","8,302809"
21/07/2011 3.00,"5,408428",,"64,264496",
21/07/2011 4.00,"4,199914","0,183619",,"8,058608"
21/07/2011 5.00,"10,982587","0,204468","62,581774",
21/07/2011 6.00,"15,821057","0,210364","59,947355","9,76801"
21/07/2011 7.00,"18,449245","0,25702","61,684681",
21/07/2011 8.00,"21,893796","0,374109","68,238598","6,349206"
21/07/2011 9.00,"26,647887","0,459379","71,628623",
21/07/2011 10.00,"20,506371","0,273612","82,062769","10,74481"
21/07/2011 11.00,"17,111139","0,169992","51,595846",
21/07/2011 12.00,"14,516691","0,171281","69,891971",
21/07/2011 13.00,"12,131212","0,177059","72,797911",
21/07/2011 14.00,"9,99751","0,155156","76,420173",
21/07/2011 15.00,"8,089637","0,171399","81,020102",
21/07/2011 16.00,"11,098098","0,179614","84,66333",
21/07/2011 17.00,"11,172077","0,147035","83,181943",
21/07/2011 18.00,"13,693839","0,139617","80,807493",
21/07/2011 19.00,"15,718524","0,146755","74,150661",
21/07/2011 20.00,"17,856116","0,109867","68,860141",
21/07/2011 21.00,"13,526421","0,055137","72,451938",
21/07/2011 22.00,"10,652928","0,021395","70,237266",
21/07/2011 23.00,"3,571744","0,007379","76,521055",
22/07/2011 0.00,"2,870893","0,009808","76,468909",
22/07/2011 1.00,"2,538637","0,008738","73,355809",
22/07/2011 2.00,,"0,016219","72,342251",
22/07/2011 3.00,"3,549679",,"66,219618",
22/07/2011 4.00,"4,495829","0,206611",,"16,11721"
22/07/2011 5.00,"9,526381","0,244611","65,768029",
22/07/2011 6.00,"15,590032","0,273741","57,406345","12,21001"
22/07/2011 7.00,"16,495946","0,307854","61,893896",
22/07/2011 8.00,"14,176655","0,339299","68,803939","13,91941"
22/07/2011 9.00,"16,040402","0,41491","70,883185",
22/07/2011 10.00,"17,527757","0,395634","75,449263","7,814408"
22/07/2011 11.00,"18,906104","0,381345","78,192708",
22/07/2011 12.00,"14,847651","0,309582","84,081072","3,907204"
22/07/2011 13.00,"12,466058","0,270835","83,024859",
22/07/2011 14.00,"6,267425","0,245004","89,364827","8,058608"
22/07/2011 15.00,"7,037062","0,245239","92,654647",
22/07/2011 16.00,"10,159742","0,264358","93,90519","9,035409"
22/07/2011 17.00,"11,351182","0,216699","90,272076",
22/07/2011 18.00,"13,172095","0,243315","89,553738","12,21001"
22/07/2011 19.00,"20,874966","0,311035","82,336284",
22/07/2011 20.00,"28,473999","0,329172","66,627874","7,326007"
22/07/2011 21.00,"27,498","0,259961","59,027222",
22/07/2011 22.00,"14,919037","0,153574","62,554701","27,83882"
22/07/2011 23.00,"13,965102","0,15063","59,71037",
