"NetC","Comune Bari","","","","","","","",""
"Stat","Piazza Kennedy","","","","","","","",""
,NO2,NOx,O3,PM10,
30/07/2011 9.00,"6,25898936","7,93910582","57,0831345","12,80000019","0,37876946"
30/07/2011 10.00,"6,11297757","7,83859007","58,62716475","12,80000019","0,3553751"
30/07/2011 11.00,"6,05132895","8,24713667","59,37808275","12,80000019","0,35890971"
30/07/2011 12.00,"7,17317774","9,6729992","60,61805505","12,80000019","0,36568535"
30/07/2011 13.00,"5,15822993","6,88693605","62,70099465","12,80000019","0,36730586"
30/07/2011 14.00,"6,61265965","8,88022282","62,02947765","12,80000019","0,35505705"
30/07/2011 15.00,"4,41682134","5,92717514","67,0264938","12,80000019","0,3488942"
30/07/2011 16.00,"7,56010536","9,42171078","66,4006224","12,80000019","0,35179156"
30/07/2011 17.00,"8,05248742","9,89105324","65,48753085","12,80000019","0,35814896"
30/07/2011 18.00,"11,73519062","13,69280903","66,60417225","12,80000019","0,4241334"
30/07/2011 19.00,"13,16123288","14,68904898","64,41649515","12,80000019","0,42543354"
30/07/2011 20.00,"22,4985996","23,76055784","57,202236","12,80000019","0,45314889"
30/07/2011 21.00,"32,00470032","33,73672376","49,18722375","12,80000019","0,48474136"
30/07/2011 22.00,"59,71671208","63,82250264","25,85342445","12,80000019","0,56614107"
30/07/2011 23.00,"31,98036056","33,48707392","31,20604935","12,80000019","0,47249138"
31/07/2011 0.00,"27,53190136","28,85525392","24,41917905","12,80000019","0,48096093"
31/07/2011 1.00,"36,36474864","41,3580896","15,76224962",15,"0,50609814"
31/07/2011 2.00,"25,93228392","27,28104696","16,75810374",15,"0,46223123"
31/07/2011 3.00,,,"23,32280685",15,"0,42801168"
31/07/2011 4.00,"20,61667536","21,76970696","23,3692704",15,
31/07/2011 5.00,"17,5942718","18,77695087","28,009002",15,"0,4066549"
31/07/2011 6.00,"25,13977904","27,90521936",,15,"0,44234701"
31/07/2011 7.00,"21,35889464","26,64633944","27,80289855",15,"0,47470022"
31/07/2011 8.00,"14,32931574","17,52050684","44,07447765",15,"0,47826046"
31/07/2011 9.00,"7,57876266","9,21824721","59,2665822",15,"0,38274561"
31/07/2011 10.00,"16,40266178","20,2344092","61,1991786",15,"0,42104032"
31/07/2011 11.00,"25,66703216","32,93421912","52,0692207",15,"0,39717996"
31/07/2011 12.00,"7,07989318","8,44411474","66,866016",15,"0,36971159"
31/07/2011 13.00,"4,14264627","5,40919522","69,0334239",15,"0,33112213"
31/07/2011 14.00,"2,71417578","3,91037842","70,75484955",15,"0,30934828"
31/07/2011 15.00,"2,85775168","4,03764497","72,20090535",15,"0,31398847"
31/07/2011 16.00,"5,9653444","7,1819978","67,86525165",15,"0,34251233"
31/07/2011 17.00,"7,51711213","8,71485967","64,05667695",15,"0,34663643"
31/07/2011 18.00,"9,34549081","11,15884499","58,3095807",15,"0,39224618"
31/07/2011 19.00,"13,9464473","15,26944423","55,9715604",15,"0,37413043"
31/07/2011 20.00,"21,15693008","22,38171904","48,25388295",15,"0,4126197"
31/07/2011 21.00,"42,18489576","43,53052312","30,0370392",15,"0,48967513"
31/07/2011 22.00,"47,37880552","48,78083688","30,82340835",15,"0,48481475"
31/07/2011 23.00,"34,19973368","35,34983992","34,71984285",15,"0,45896573"
01/08/2011 0.00,"26,41410792","27,75849248","36,03498675",15,"0,41318473"
01/08/2011 1.00,"35,09525712","36,26421568","23,76709335","18,7999897","0,43490965"
01/08/2011 2.00,"28,77462488","29,93012296","24,7646532","18,7999897","0,4259007"
01/08/2011 3.00,"14,09894269","15,26782286","35,32293135","18,7999897","0,40768709"
01/08/2011 4.00,"17,6348387","18,76398178","28,51156245","18,7999897","0,41109821"
01/08/2011 5.00,"30,68337448","33,18956672","23,26706655","18,7999897","0,41922409"
01/08/2011 6.00,"47,21009064","52,394536","19,46440503","18,7999897","0,4553088"
01/08/2011 7.00,"34,95979192","42,20355688","32,6031279","18,7999897","0,49726045"
01/08/2011 8.00,"19,48914984","23,42173232","48,123789","18,7999897","0,46983984"
01/08/2011 9.00,"10,93376244","14,76767807","57,28668435","18,7999897","0,44401645"
01/08/2011 10.00,"10,29373956","14,15728928","59,68722795","18,7999897","0,4158852"
01/08/2011 11.00,"9,03724582","12,63172169","61,36641945","18,7999897","0,3984067"
01/08/2011 12.00,"14,08677663","19,07201262","62,4163281","18,7999897","0,42820857"
01/08/2011 13.00,"11,76682466","15,73068173","64,5085644","18,7999897","0,40837328"
01/08/2011 14.00,"22,12952624","30,30623248","54,9351579","18,7999897","0,37373666"
01/08/2011 15.00,"30,43995776","40,87657152","49,70416815","18,7999897","0,3865505"
01/08/2011 16.00,"13,22044178","17,09574839","59,81055885","18,7999897","0,40365969"
01/08/2011 17.00,"22,34852672","28,39725344","54,09640005","18,7999897","0,4191006"
01/08/2011 18.00,"12,91220444","15,84092574","58,1752773","18,7999897","0,46031713"
01/08/2011 19.00,"9,33332284","10,93106461","60,53358675","18,7999897","0,44556357"
01/08/2011 20.00,"12,05154632","13,36937702","66,6962415","18,7999897","0,4631143"
01/08/2011 21.00,"11,18765118","16,47482066","63,59886435","18,7999897","0,4483852"
01/08/2011 22.00,"11,24687156","16,22758376","58,29691245","18,7999897","0,47104329"
01/08/2011 23.00,"21,6322724","25,79439048","45,95384745","18,7999897","0,49816915"
02/08/2011 0.00,"23,77375064","26,69010512","36,34329405","18,7999897","0,48471689"
02/08/2011 1.00,"20,20136984","23,196384","35,5357779","17,10000038","0,47912023"
02/08/2011 2.00,"10,21019854","12,95272354","34,60497075","17,10000038","0,45724852"
02/08/2011 3.00,,,"34,15054965","17,10000038","0,42764354"
02/08/2011 4.00,"15,16400699","17,15492097","36,4108647","17,10000038",
02/08/2011 5.00,"24,49082712","25,74817744","35,33306595","17,10000038","0,43071099"
02/08/2011 6.00,"53,22086416","59,824568",,"17,10000038","0,48655759"
02/08/2011 7.00,"33,65787288","38,24694056","39,9956004","17,10000038","0,50624493"
02/08/2011 8.00,"13,96915995","17,08602014","54,13442475","17,10000038","0,47475032"
02/08/2011 9.00,"15,15995738","18,85801202","54,4765074","17,10000038","0,43856658"
02/08/2011 10.00,"15,48360544","19,70346592","57,61781445","17,10000038","0,44094784"
02/08/2011 11.00,"11,34664737","14,73120094","59,39751405","17,10000038","0,36060362"
02/08/2011 12.00,"9,05103707","12,12995553","58,0663104","17,10000038","0,33431423"
02/08/2011 13.00,"11,059486","14,9865428","58,16516265","17,10000038","0,37714895"
02/08/2011 14.00,"6,98985327","9,7054229","60,3122814","17,10000038","0,35385361"
02/08/2011 15.00,"5,8306918","8,47816172","53,30749725","17,10000038","0,36713344"
02/08/2011 16.00,"6,2727787","8,90940567","52,41130335","17,10000038","0,35481007"
02/08/2011 17.00,"10,1923462","13,5590589","51,0826533","17,10000038","0,40324262"
02/08/2011 18.00,"12,81485878","16,1213951","51,3825018","17,10000038","0,42646573"
02/08/2011 19.00,"14,37474295","17,56103742","48,8046027","17,10000038","0,47533981"
02/08/2011 20.00,"13,3307661","15,09273146","48,5773722","17,10000038","0,48233563"
02/08/2011 21.00,"10,13394798","11,42391511","49,39079355","17,10000038","0,48562443"
02/08/2011 22.00,"6,44717987","7,61648259","50,7794133","17,10000038","0,44094784"
02/08/2011 23.00,"8,00787282","9,17447388","48,61202535","17,10000038","0,46095439"
03/08/2011 0.00,"17,11000235","18,31084925","40,64938185","17,10000038","0,46156834"
03/08/2011 1.00,"22,1757584","23,32932536","31,4172201","16,60000038","0,44946632"
03/08/2011 2.00,"10,3667531","12,09104633","39,19993455","16,60000038","0,42447707"
03/08/2011 3.00,"15,14616612","16,29972926","35,7638463","16,60000038","0,42717754"
03/08/2011 4.00,"16,46837339","17,62102259","34,22065395","16,60000038","0,42447707"
03/08/2011 5.00,"12,16025117","13,31587735","40,48551255","16,60000038","0,41740785"
03/08/2011 6.00,"42,2708784","51,75657808","20,5937067","16,60000038","0,4488279"
03/08/2011 7.00,"33,20199472","44,26654752","26,9582355","16,60000038","0,4639496"
03/08/2011 8.00,"15,83809406","20,35681544","41,5641492","16,60000038","0,45425331"
03/08/2011 9.00,"11,16250647","15,07246808","48,18038715","16,60000038","0,46453793"
03/08/2011 10.00,"11,34826492","15,56531858","49,6830411","16,60000038","0,4521167"
03/08/2011 11.00,"13,92373466","18,8855735","52,1705667","16,60000038","0,4479926"
03/08/2011 12.00,"8,18308467","11,45796018","55,2823278","16,60000038","0,38114956"
03/08/2011 13.00,"8,29015858","11,26098212","54,9748584","16,60000038","0,37663285"
03/08/2011 14.00,"8,8944806","12,85788261","53,8877829","16,60000038","0,37570085"
03/08/2011 15.00,"12,62828774","16,97901888","50,0166849","16,60000038","0,37012866"
03/08/2011 16.00,"16,21204111","21,49896776","47,03501775","16,60000038","0,40879151"
03/08/2011 17.00,"12,67695961","16,19516006","52,1832549","16,60000038","0,41480524"
03/08/2011 18.00,"17,12460812","19,96043872","48,15337485","16,60000038","0,43115369"
03/08/2011 19.00,"25,75869344","27,86631016","43,49165835","16,60000038","0,47776883"
03/08/2011 20.00,"41,18147816","43,09602112","32,26188315","16,60000038","0,55401342"
03/08/2011 21.00,"75,00726288","92,20922096","14,29337301","16,60000038","0,66865175"
03/08/2011 22.00,"64,3176724","76,57011256","11,0684595","16,60000038","0,6790354"
03/08/2011 23.00,"33,02677904","34,60163608","21,01941975","16,60000038","0,50602358"
04/08/2011 0.00,"26,18537536","27,4561288","21,6208125","16,60000038","0,49227774"
04/08/2011 1.00,"21,77584448","22,96212576","28,3071747","24,39999962","0,46610951"
04/08/2011 2.00,"15,40411213","16,56074594","34,33045875","24,39999962","0,43228257"
04/08/2011 3.00,,,"38,20913775","24,39999962","0,4313995"
04/08/2011 4.00,"13,70065588","14,85846557","38,6390802","24,39999962",
04/08/2011 5.00,"34,12023272","37,37069008","24,05006415","24,39999962","0,47985651"
04/08/2011 6.00,"62,31164024","102,16431664",,"24,39999962","0,60468044"
04/08/2011 7.00,"64,34199304","101,95678816","10,82856873","24,39999962","0,65424187"
04/08/2011 8.00,"70,10049728","103,34533992","17,23617956","24,39999962","0,81534739"
04/08/2011 9.00,"58,9428492","75,35098312","34,2772521","24,39999962","0,78137482"
04/08/2011 10.00,"22,23009744","26,43638272","59,7438261","24,39999962","0,58256291"
04/08/2011 11.00,"23,59692888","28,5269444","66,74861025","24,39999962","0,52303607"
04/08/2011 12.00,"14,75599384","18,12116738","72,7246128","24,39999962","0,47995437"
04/08/2011 13.00,"10,76341471","13,30128497","74,93253915","24,39999962","0,4474532"
04/08/2011 14.00,"6,61022567","8,10203882","67,8669474","24,39999962","0,37192043"
04/08/2011 15.00,"6,7976055","8,79997235","60,27172305","24,39999962","0,33313525"
04/08/2011 16.00,"11,81712556","14,25942641","54,8354877","24,39999962","0,37609346"
04/08/2011 17.00,"24,5857388","28,0446424","47,79100305","24,39999962","0,4424204"
04/08/2011 18.00,"16,81960588","18,70156454","56,0256249","24,39999962","0,44863218"
04/08/2011 19.00,"13,01116765","14,26347985","52,4991432","24,39999962","0,46635533"
04/08/2011 20.00,"26,19348224","27,43505856","39,6070542","24,39999962","0,50783981"
04/08/2011 21.00,"21,58684328","22,78297136","47,2968615","24,39999962","0,4383464"
04/08/2011 22.00,"19,3058464","20,46463312","42,0878367","24,39999962","0,46286965"
04/08/2011 23.00,"37,02178832","38,51687672","28,77510195","24,39999962","0,52850924"
05/08/2011 0.00,"43,72124512","45,76698952","23,0263299","24,39999962","0,52615245"
05/08/2011 1.00,"20,28085168","21,80213448","31,7626743","20,2999897","0,48282726"
05/08/2011 2.00,"13,02739097","14,18728091","30,17555205","20,2999897","0,46321332"
05/08/2011 3.00,"17,46773373","18,75911765","27,65846055","20,2999897","0,4745546"
05/08/2011 4.00,"19,07303363","20,23198096","25,28157765","20,2999897","0,47352241"
05/08/2011 5.00,"42,4882728","47,33874912","13,12605462","20,2999897","0,49853729"
05/08/2011 6.00,"44,60135784","54,3991724","16,32056633","20,2999897","0,54215838"
05/08/2011 7.00,"32,16450528","38,7665648","25,04169885","20,2999897","0,54203489"
05/08/2011 8.00,"17,00454982","21,53544872","38,0418969","20,2999897","0,53238753"
05/08/2011 9.00,"13,71444905","18,03362072","45,56446335","20,2999897","0,48709699"
05/08/2011 10.00,"13,93508429","18,14872886","49,6974051","20,2999897","0,47516739"
05/08/2011 11.00,"15,46090235","20,23117792","53,59214385","20,2999897","0,48957727"
05/08/2011 12.00,"12,14402785","16,21947879","56,0517993","20,2999897","0,42118828"
05/08/2011 13.00,"9,19055762","12,23290334","59,59094925","20,2999897","0,41868353"
05/08/2011 14.00,"14,91092129","19,31842736","57,14057055","20,2999897","0,41630227"
05/08/2011 15.00,"7,96731356","10,47874468","58,4244528","20,2999897","0,38304035"
05/08/2011 16.00,"7,60553066","9,86187038","61,319118","20,2999897","0,40329155"
05/08/2011 17.00,"9,36576948","11,68736386","59,7742299","20,2999897","0,42842875"
05/08/2011 18.00,"9,44607539","11,0875121","61,24057485","20,2999897","0,48530522"
05/08/2011 19.00,"7,92999897","9,20446742","61,95514395","20,2999897","0,47700809"
05/08/2011 20.00,"11,8836383","13,14970161","61,54632855","20,2999897","0,52895078"
05/08/2011 21.00,"38,59628208","40,36832368","40,7862189","20,2999897","0,56459395"
05/08/2011 22.00,"61,36418688","63,14481336","24,9639936","20,2999897","0,58973116"
05/08/2011 23.00,"52,05115992","53,55613336","24,41917905","20,2999897","0,60178308"
06/08/2011 0.00,"51,60581688","54,32378224","14,55184521","20,2999897","0,65065833"
06/08/2011 1.00,"40,80670704","45,11362088","12,22311164","18,70000076","0,5877926"
06/08/2011 2.00,"25,90631896","27,23726216","15,59668856","18,70000076","0,53656172"
06/08/2011 3.00,,,"16,8746696","18,70000076","0,52617691"
06/08/2011 4.00,"21,16018048","22,3371312","15,10256895","18,70000076",
06/08/2011 5.00,"23,44930336","25,00727744","16,83496511","18,70000076","0,47340008"
06/08/2011 6.00,"25,22230096","29,73718304",,"18,70000076","0,48427536"
06/08/2011 7.00,"29,56145112","38,87356032","20,1316647","18,70000076","0,54898295"
06/08/2011 8.00,"22,18386528","28,02194696","35,95474785","18,70000076","0,5368553"
06/08/2011 9.00,"14,87361052","18,1260315","49,44737175","18,70000076","0,46642872"
06/08/2011 10.00,"11,74006431","15,06517189","56,58224985","18,70000076","0,44072766"
06/08/2011 11.00,"7,50656936","9,87889292","60,3629544","18,70000076","0,36381902"
06/08/2011 12.00,"6,75623555","8,92804958","61,5387276","18,70000076","0,34921341"
06/08/2011 13.00,"6,20464076","8,21552366","62,3859243","18,70000076","0,34415731"
06/08/2011 14.00,"3,5334563","4,75665448","63,65376675","18,70000076","0,32915794"
06/08/2011 15.00,"3,0994801","4,33675825","66,2409825","18,70000076","0,32415077"
06/08/2011 16.00,"4,43628932","5,6442718","69,15845055","18,70000076","0,35431961"
06/08/2011 17.00,"7,33297697","8,71485967","66,4318641","18,70000076","0,37489118"
06/08/2011 18.00,"10,01713817","11,50821902","64,4832279","18,70000076","0,40353853"
06/08/2011 19.00,"13,4443236","14,92655762","62,6258031","18,70000076","0,44001584"
06/08/2011 20.00,"29,77236384","31,8001928","46,65493035","18,70000076","0,52855817"
06/08/2011 21.00,"43,99785416","45,75563224","35,36769915","18,70000076","0,65217982"
06/08/2011 22.00,"26,96571992","28,12894248","48,31301475","18,70000076","0,55389226"
06/08/2011 23.00,"22,582154","23,7970388","44,3363214","18,70000076","0,54566853"
07/08/2011 0.00,"20,76026656","22,06882024","41,2744353","18,70000076","0,52607905"
07/08/2011 1.00,"36,5983568","38,11319616","26,68964865","26,2999897","0,59714522"
07/08/2011 2.00,"41,4864804","43,77288824","20,0244135","26,2999897","0,63160941"
07/08/2011 3.00,"51,3584232","54,11625376","13,53993533","26,2999897","0,64820367"
07/08/2011 4.00,"57,45030376","75,03238656","12,36417011","26,2999897","0,65851276"
07/08/2011 5.00,"47,21576928","58,1733648","14,19877211","26,2999897","0,60198113"
07/08/2011 6.00,"32,07607528","34,55869256","23,6640516","26,2999897","0,54026759"
07/08/2011 7.00,"37,67397152","48,07963","20,89357515","26,2999897","0,58771804"
07/08/2011 8.00,"19,30177384","23,94944432","37,29945765","26,2999897","0,50111427"
07/08/2011 9.00,"11,54943218","14,70688221","48,9591753","26,2999897","0,43110476"
07/08/2011 10.00,"9,29114412","11,36230856","59,65682415","26,2999897","0,40724439"
07/08/2011 11.00,"10,13394798","12,62442741","63,17061765","26,2999897","0,49738277"
07/08/2011 12.00,"9,06320313","11,36798338","67,32636225","26,2999897","0,46880998"
07/08/2011 13.00,"5,70090333","6,98826058","66,8457468","26,2999897","0,35436854"
07/08/2011 14.00,"4,35436012","5,57212822","64,7678745","26,2999897","0,37651053"
07/08/2011 15.00,"3,0013295","4,46483548","59,92203945","26,2999897","0,30063408"
07/08/2011 16.00,"3,6794681","4,89283668","62,48222295","26,2999897","0,30186199"
07/08/2011 17.00,"4,91244615","6,16711394","60,2016387","26,2999897","0,32702249"
07/08/2011 18.00,"4,56607588","5,79828722","59,70242985","26,2999897","0,34334764"
07/08/2011 19.00,"5,75606262","6,98258767","56,62195035","26,2999897","0,3585905"
07/08/2011 20.00,"8,71683286","10,14234166","51,79217505","26,2999897","0,40380764"
07/08/2011 21.00,"8,05248742","9,21419377","45,99693945","26,2999897","0,43321574"
07/08/2011 22.00,"5,72361598","6,88693605","42,7111944","26,2999897","0,46721393"
07/08/2011 23.00,"5,02438802","6,18981129","40,65105765","26,2999897","0,47870316"
08/08/2011 0.00,"5,24826983","6,44758522","38,73705465","26,2999897","0,47754865"
08/08/2011 1.00,"3,90578389","5,07036014","34,8372486","21,39999962","0,47558446"
08/08/2011 2.00,"5,02925406","6,19305404","31,432422","21,39999962","0,47730283"
08/08/2011 3.00,,,"29,97537375","21,39999962","0,478236"
08/08/2011 4.00,"5,67656739","6,83991997","26,0865402","21,39999962",
08/08/2011 5.00,"9,13912291","13,22589863","21,7247121","21,39999962","0,47337562"
08/08/2011 6.00,"12,57069638","14,5326015",,"21,39999962","0,48967513"
08/08/2011 7.00,"25,3969048","37,89111736","14,55184521","21,39999962","0,5690128"
08/08/2011 8.00,"23,14510416","33,53732128","21,15372315","21,39999962","0,50263576"
08/08/2011 9.00,"18,49304564","24,30530576","35,0323596","21,39999962","0,45935834"
08/08/2011 10.00,"19,54270496","25,67603768","44,1108066","21,39999962","0,44089891"
08/08/2011 11.00,"11,8382111","15,35131798","48,860343","21,39999962","0,34668536"
08/08/2011 12.00,"8,66086288","11,99134126","53,65043775","21,39999962","0,33043478"
08/08/2011 13.00,"8,1173807","10,75273046","56,74528125","21,39999962","0,32515733"
08/08/2011 14.00,"4,97733943","6,36084925","58,5131505","21,39999962","0,30299087"
08/08/2011 15.00,"7,48223342","9,21095102","63,4180974","21,39999962","0,36789419"
08/08/2011 16.00,"10,34809772","12,50364637","61,4888925","21,39999962","0,42393651"
08/08/2011 17.00,"14,6740589","17,06494416","62,10381135","21,39999962","0,45602061"
