
Stat, San Pietro In Lama,,,,,
Parm,NO2,NOX,CO,O3,PM10,BENZENE



28/03/2011 17.00,"6,8",12,"0,3","84,2",,"0,5"
28/03/2011 18.00,7,"11,9","0,3","84,2","36,1","0,7"
28/03/2011 19.00,"12,9","18,5","0,3","75,2",,"0,7"
28/03/2011 20.00,"13,2","17,7","0,3","66,3",41,"0,8"
28/03/2011 21.00,"10,3","14,4","0,3","66,1",,"0,8"
28/03/2011 22.00,"3,9","7,4","0,3","69,7","39,1","0,8"
28/03/2011 23.00,2,4,"0,2","71,1",,"0,6"
29/03/2011 0.00,"2,4","4,2","0,2","68,5","36,1","0,4"
29/03/2011 1.00,"3,4","5,6","0,2","61,9",,"0,4"
29/03/2011 2.00,,,"0,2",,"32,2","0,4"
29/03/2011 3.00,"1,4","2,8",,"62,8",,"0,3"
29/03/2011 4.00,"1,3","3,1","0,2","61,6","29,3","0,4"
29/03/2011 5.00,"2,6","4,3","0,2","60,5",,"0,3"
29/03/2011 6.00,"15,2","18,4","0,3","45,8","31,7","0,3"
29/03/2011 7.00,"26,2","33,1","0,3","38,5",,"0,5"
29/03/2011 8.00,"32,5","47,3","0,4","34,8","36,1","0,8"
29/03/2011 9.00,"12,2","15,8","0,3","69,4",,"1,1"
29/03/2011 10.00,"6,3","9,7","0,2","80,4",20,"0,6"
29/03/2011 11.00,"7,9","12,2","0,2","81,5",,"0,4"
29/03/2011 12.00,"5,8","10,3","0,2","88,2","12,2","0,6"
29/03/2011 13.00,"9,8","13,9","0,3","80,5",,"0,4"
29/03/2011 14.00,"15,1","21,1","0,3","82,2","5,9","0,5"
29/03/2011 15.00,"18,2","26,2","0,3","82,1",,"0,7"
29/03/2011 16.00,"16,6","23,4","0,3","75,8","16,6","0,9"
29/03/2011 17.00,"25,4","34,6","0,3","68,9",,"0,7"
29/03/2011 18.00,"38,3","48,3","0,4","42,6","13,7","0,7"
29/03/2011 19.00,"52,6","67,1","0,5","27,7",,"0,9"
29/03/2011 20.00,"71,7",115,"0,8","9,2","15,6","1,3"
29/03/2011 21.00,"70,8","113,4","0,8","2,6",,3
29/03/2011 22.00,"52,3","61,7","0,8","4,7","34,7","2,9"
29/03/2011 23.00,"44,9","59,3","0,6","5,2",,"2,9"
30/03/2011 0.00,"34,1",41,"0,7",13,"50,3","2,8"
30/03/2011 1.00,"26,5","29,6","0,6","16,8",,"2,9"
30/03/2011 2.00,"21,7","24,4","0,5","17,5","48,8","2,2"
30/03/2011 3.00,"12,1","15,2","0,7","28,3",,"2,5"
30/03/2011 4.00,"10,4","12,4","0,5","24,7","55,7","3,5"
30/03/2011 5.00,"8,4","10,3","0,5","30,3",,2
30/03/2011 6.00,19,"22,4","0,8","14,8","79,1","2,1"
30/03/2011 7.00,"34,4","55,9","0,6","6,2",,"3,6"
30/03/2011 8.00,"46,2","78,6","0,7","10,1","50,8","2,2"
30/03/2011 9.00,"33,2","51,7","0,4","45,2",,"3,4"
30/03/2011 10.00,"16,7","25,5","0,3","70,7","32,2","1,4"
30/03/2011 11.00,"14,6","22,2","0,3","77,5",,"0,8"
30/03/2011 12.00,"8,3","14,3","0,3","89,2","14,7","0,9"
30/03/2011 13.00,"10,3","16,9","0,3","90,2",,"0,9"
30/03/2011 14.00,"13,6","20,6","0,3","89,5","6,3","0,9"
30/03/2011 15.00,"14,8","21,9","0,3","87,1",,"0,6"
30/03/2011 16.00,"9,9","16,7","0,3","91,8","3,9","0,7"
30/03/2011 17.00,"10,1","15,7","0,3","89,7",,"0,7"
30/03/2011 18.00,"16,6","23,7","0,3","85,4","7,3","0,7"
30/03/2011 19.00,"22,9","31,8","0,4",76,,1
30/03/2011 20.00,"25,4","30,2","0,4","65,1","16,6","1,6"
30/03/2011 21.00,"37,5","43,3","0,4","45,4",,"1,4"
30/03/2011 22.00,"34,3","37,6","0,5","41,9","21,5","1,6"
30/03/2011 23.00,"27,2","30,7","0,4","43,5",,"1,7"
31/03/2011 0.00,"17,9","20,6","0,3","52,5","22,5","1,1"
31/03/2011 1.00,"11,9","13,8","0,3","58,9",,"0,8"
31/03/2011 2.00,,,"0,3",,19,"0,6"
31/03/2011 3.00,"5,9","7,7",,59,,"0,6"
31/03/2011 4.00,"6,7","8,6","0,3","60,7","16,6","0,6"
31/03/2011 5.00,"7,6","9,4","0,3","58,6",,"0,6"
31/03/2011 6.00,"15,5","18,3","0,3","44,7","28,3","0,6"
31/03/2011 7.00,"24,2",30,"0,3","42,2",,"0,7"
31/03/2011 8.00,"31,7","44,3","0,5","43,1","25,9","1,1"
31/03/2011 9.00,"24,3","34,7","0,4","73,7",,"1,4"
31/03/2011 10.00,"17,1","25,7","0,3","89,5","13,2",1
31/03/2011 11.00,"10,9","16,9","0,3","100,2",,"0,8"
31/03/2011 12.00,"9,9","16,4","0,3","101,7","20,5","0,9"
31/03/2011 13.00,"11,2","17,1","0,3",100,,"0,8"
31/03/2011 14.00,"11,4","17,8","0,3","99,5","17,1","0,9"
31/03/2011 15.00,"14,9","22,2","0,3","97,7",,"0,8"
31/03/2011 16.00,"22,6",31,"0,3","90,1","25,4","0,9"
31/03/2011 17.00,"22,4","30,9","0,3","93,1",,"0,8"
31/03/2011 18.00,"27,8","35,5","0,3","83,2","32,2",1
31/03/2011 19.00,"29,8","36,4","0,4","83,6",,1
31/03/2011 20.00,"31,7","37,1","0,4","82,2","36,6","0,9"
31/03/2011 21.00,"25,6","30,8","0,4","85,6",,"0,6"
31/03/2011 22.00,"15,8","20,3","0,3",94,"39,1","0,1"
31/03/2011 23.00,"9,6",12,"0,3","104,4",,"0,1"
01/04/2011 0.00,"9,7","12,1","0,3","101,1","38,6","0,1"
01/04/2011 1.00,"7,3","9,5","0,3","103,6",,0
01/04/2011 2.00,"7,5","9,4","0,2","98,9",43,"0,3"
01/04/2011 3.00,"8,2",10,"0,3","90,9",,"0,6"
01/04/2011 4.00,"9,6","11,4","0,3","88,5","30,8","0,6"
01/04/2011 5.00,"8,3","10,3","0,3","90,9",,"0,5"
01/04/2011 6.00,"11,3","14,1","0,3","85,9","30,3","0,6"
01/04/2011 7.00,"22,3","28,8","0,3","73,6",,"0,6"
01/04/2011 8.00,"28,5","37,6","0,4","70,1","32,7","0,9"
01/04/2011 9.00,"19,2","28,9","0,3","83,4",,"1,1"
01/04/2011 10.00,"11,4","17,6","0,4","92,9","26,9","0,7"
01/04/2011 11.00,"9,4","15,7","0,3",96,,"0,5"
01/04/2011 12.00,"8,5",14,"0,3","97,9","29,3","0,7"
01/04/2011 13.00,"12,1","20,5","0,3","101,7",,"0,6"
01/04/2011 14.00,"11,4","19,9","0,3","105,3","25,9","0,9"
01/04/2011 15.00,"5,9",11,"0,3","108,2",,"0,6"
01/04/2011 16.00,"10,9","17,3","0,3","109,1","27,4","0,8"
01/04/2011 17.00,"24,2","30,2","0,3","110,5",,"0,9"
01/04/2011 18.00,"16,7",21,"0,3","119,3","41,5","0,8"
01/04/2011 19.00,"22,3","27,1","0,4","110,2",,1
01/04/2011 20.00,"28,7","33,7","0,4","102,8","45,4","1,1"
01/04/2011 21.00,"24,9","29,2","0,4","104,8",,"1,3"
01/04/2011 22.00,"15,9","18,6","0,3","109,6","50,8","1,2"
01/04/2011 23.00,"11,9","14,2","0,3","112,2",,"0,8"
02/04/2011 0.00,"8,5","10,7","0,3","113,2","39,6","0,7"
02/04/2011 1.00,"9,4","11,6","0,3","104,9",,"0,7"
02/04/2011 2.00,,,"0,3",,"35,7","0,7"
02/04/2011 3.00,"8,4","10,3",,"98,3",,"0,7"
02/04/2011 4.00,"9,1","10,9","0,3","91,9","30,8","0,7"
02/04/2011 5.00,"8,6","10,4","0,3","90,8",,"0,7"
02/04/2011 6.00,"15,4","17,3","0,3","79,9",40,"0,8"
02/04/2011 7.00,"23,6","28,3","0,5","74,3",,"0,6"
02/04/2011 8.00,"23,9","32,2","0,4","79,2","30,8","0,8"
02/04/2011 9.00,16,"23,5","0,3","96,9",,"1,4"
02/04/2011 10.00,"9,4","14,5","0,3",107,"37,6","0,8"
02/04/2011 11.00,"9,1","13,7","0,3","110,5",,"1,2"
02/04/2011 12.00,"9,3","14,4","0,3","114,1","35,2","0,9"
02/04/2011 13.00,"9,4","15,1","0,3","117,9",,"0,9"
02/04/2011 14.00,9,13,"0,3","123,5","30,8","0,9"
02/04/2011 15.00,"5,5","8,7","0,3","129,6",,"0,8"
02/04/2011 16.00,10,"14,6","0,3","120,6","34,7","0,8"
02/04/2011 17.00,"17,7","23,3","0,3","106,5",,"0,8"
02/04/2011 18.00,"18,8","26,1","0,3","93,8","37,1","0,9"
02/04/2011 19.00,"15,5","19,9","0,3","94,5",,"0,9"
02/04/2011 20.00,"12,6",17,"0,3","91,4","28,8","0,8"
02/04/2011 21.00,"14,1","18,4","0,3","89,3",,"0,9"
02/04/2011 22.00,"13,5","16,8","0,2","88,2","27,4","0,6"
02/04/2011 23.00,"12,4","16,2","0,3","86,5",,"0,6"
03/04/2011 0.00,"14,4","18,3","0,2","83,1","25,9","0,5"
03/04/2011 1.00,"12,2","15,3","0,2",88,,"0,5"
03/04/2011 2.00,"8,8","11,6","0,2","84,3","23,9","0,5"
03/04/2011 3.00,"7,9","10,4","0,2","82,6",,"0,4"
03/04/2011 4.00,"5,5","7,4","0,2","84,5","15,1","0,5"
03/04/2011 5.00,7,"9,3","0,2","80,5",,"0,4"
03/04/2011 6.00,"8,4","10,4","0,2",77,"17,1","0,4"
03/04/2011 7.00,"9,3","11,5","0,2","76,2",,"0,4"
03/04/2011 8.00,"12,1","15,5","0,3","73,4","11,7","0,5"
03/04/2011 9.00,"12,7","18,4","0,3","77,4",,"0,7"
03/04/2011 10.00,"12,6","19,4","0,3",84,"16,1",1
03/04/2011 11.00,"10,9","17,4","0,3","101,4",,"0,8"
03/04/2011 12.00,"8,3","14,3","0,3","107,2","13,7","0,8"
03/04/2011 13.00,"6,2","10,8","0,2","113,1",,"0,9"
03/04/2011 14.00,"3,7","6,6","0,2","114,4","15,6","0,7"
03/04/2011 15.00,"3,5","6,7","0,2","115,7",,"0,5"
03/04/2011 16.00,"7,2",11,"0,2","115,5","12,2","0,5"
03/04/2011 17.00,"8,7","14,2","0,3",114,,"0,7"
03/04/2011 18.00,"13,3","17,6","0,3","109,6","15,6",1
03/04/2011 19.00,30,36,"0,3","91,4",,1
03/04/2011 20.00,38,"46,6","0,4",80,"29,8","1,2"
03/04/2011 21.00,"38,8","45,4","0,4","76,7",,"1,6"
03/04/2011 22.00,"40,2","43,9","0,4","64,6","32,7","1,5"
03/04/2011 23.00,"44,2","48,2","0,5","52,9",,"1,5"
04/04/2011 0.00,53,"63,1","0,5","24,4","33,7","1,4"
04/04/2011 1.00,51,"56,2","0,4","22,8",,"1,4"
04/04/2011 2.00,,,"0,4",,"35,2","1,3"
04/04/2011 3.00,"18,1","20,3",,"34,7",,"1,3"
04/04/2011 4.00,"14,4","17,3","0,3","44,7",40,"1,2"
04/04/2011 5.00,"19,7","22,5","0,3","35,1",,"1,1"
04/04/2011 6.00,"27,2","33,4","0,4","27,2","33,7","1,3"
04/04/2011 7.00,"62,2","97,2","0,6",8,,"2,4"
04/04/2011 8.00,"53,6","90,7","0,6","18,1","41,5","2,4"
04/04/2011 9.00,54,"81,5","0,6","35,4",,"2,3"
04/04/2011 10.00,"29,2","42,2","0,4","89,2","39,1","2,9"
04/04/2011 11.00,"18,2",26,"0,3","105,9",,"1,2"
04/04/2011 12.00,"19,5","27,7","0,3","113,4","29,3",1
04/04/2011 13.00,"20,3","29,3","0,3","112,2",,"0,9"
04/04/2011 14.00,"23,4",33,"0,3","109,8","19,5","0,8"
04/04/2011 15.00,"28,3",38,"0,3","97,3",,"0,7"
04/04/2011 16.00,"14,6","21,1","0,3","113,7","16,6","0,6"
04/04/2011 17.00,"19,4","29,1","0,4","110,8",,"0,7"
04/04/2011 18.00,"19,9","25,9","0,3","108,4","20,5","0,8"
04/04/2011 19.00,38,"50,9","0,4","74,3",,1
04/04/2011 20.00,"23,3","26,8","0,4","92,7","25,9","1,4"
04/04/2011 21.00,"25,5","27,9","0,4","84,5",,"1,2"
04/04/2011 22.00,"27,5",30,"0,4","73,1","34,7","1,3"
04/04/2011 23.00,"22,8","25,6","0,4","71,8",,"1,6"
05/04/2011 0.00,"16,6","18,4","0,4","75,4","38,1","1,3"
05/04/2011 1.00,"15,4","18,3","0,4","69,2",,"1,3"
05/04/2011 2.00,"13,4","15,5","0,4","69,4","44,9","2,6"
05/04/2011 3.00,12,"14,2","0,4","64,3",,"2,8"
05/04/2011 4.00,"9,9","11,7","0,3","54,5","34,2","1,2"
05/04/2011 5.00,"7,8","9,5","0,3","56,3",,"1,2"
05/04/2011 6.00,"12,6","15,2","0,3","59,5","30,8",1
05/04/2011 7.00,"38,2","49,9","0,4","38,2",,1
05/04/2011 8.00,"54,6","78,6","0,5","26,4","38,1","1,6"
05/04/2011 9.00,"41,8","62,7","0,5","34,3",,"2,1"
05/04/2011 10.00,21,"29,2","0,4","70,9","40,5","2,1"
05/04/2011 11.00,"13,6","18,9","0,3","94,1",,"1,5"
05/04/2011 12.00,"17,7","24,2","0,4","104,9",40,1
05/04/2011 13.00,"18,2","25,5","0,3","117,5",,"1,3"
05/04/2011 14.00,"12,9","20,8","0,3","117,6",44,"0,9"
05/04/2011 15.00,"12,7","17,7","0,3","122,4",,"0,7"
05/04/2011 16.00,,,"0,3","117,2",43,"0,8"
05/04/2011 17.00,"18,7","24,6","0,3","107,7",,1
05/04/2011 18.00,"19,9","26,6","0,3","103,8","40,5","0,9"
05/04/2011 19.00,"16,4","21,4","0,3",94,,"0,9"
05/04/2011 20.00,"22,6","30,7","0,3","91,1",40,"0,9"
05/04/2011 21.00,"16,7","22,4","0,3","96,5",,1
05/04/2011 22.00,"10,7","14,3","0,3","97,5","34,7","0,9"
05/04/2011 23.00,"8,1","10,4","0,2","90,7",,"0,9"
06/04/2011 0.00,12,"14,1","0,2","68,6","26,9","0,8"
06/04/2011 1.00,7,"8,9","0,2","73,7",,"0,6"
06/04/2011 2.00,,,"0,2",,"25,9","0,7"
06/04/2011 3.00,,,,"73,8",,"0,6"
06/04/2011 4.00,"2,7","4,6","0,2","77,5",20,"0,6"
06/04/2011 5.00,"1,4","3,2","0,2","79,5",,"0,5"
06/04/2011 6.00,"3,3","5,3","0,3",75,20,"0,6"
06/04/2011 7.00,"11,6","15,3","0,3","67,4",,"0,6"
06/04/2011 8.00,19,"26,7","0,4","68,4","24,4","0,7"
06/04/2011 9.00,"13,8","22,1","0,3","79,3",,1
06/04/2011 10.00,"7,3","13,1","0,3","91,4","26,9","0,9"
06/04/2011 11.00,"7,9","13,2","0,3","95,1",,"0,7"
06/04/2011 12.00,8,"14,3","0,3","97,4","33,2","0,6"
06/04/2011 13.00,"7,8","14,7","0,3","99,3",,"0,6"
06/04/2011 14.00,"23,6",39,"0,3","98,4","34,7","0,6"
06/04/2011 15.00,"8,1","13,3","0,3","102,3",,"0,5"
06/04/2011 16.00,"8,8","14,4","0,3","104,8","27,8","0,6"
06/04/2011 17.00,"9,5","15,5","0,3","106,7",,"0,5"
06/04/2011 18.00,"11,1","16,9","0,3","105,4","25,9","0,7"
06/04/2011 19.00,22,"29,6","0,3","94,5",,"0,7"
06/04/2011 20.00,"22,6","28,3","0,3","93,7","38,6","0,8"
06/04/2011 21.00,"14,9","20,3","0,3","97,3",,"0,9"
06/04/2011 22.00,7,"9,8","0,2","104,4","38,1","0,8"
06/04/2011 23.00,8,"10,8","0,3","99,9",,"0,5"
07/04/2011 0.00,"5,3","7,9","0,2","100,8","32,7","0,5"
07/04/2011 1.00,"4,3","6,5","0,3","97,1",,"0,5"
07/04/2011 2.00,4,"5,6","0,2","103,6","26,4","0,6"
07/04/2011 3.00,"1,7","3,6","0,2","105,9",,"0,5"
07/04/2011 4.00,"3,3",5,"0,2",105,"23,9","0,5"
07/04/2011 5.00,"2,1","3,9","0,2","106,4",,"0,4"
07/04/2011 6.00,"7,6","9,9","0,3","99,2","23,9","0,5"
07/04/2011 7.00,"16,3","20,7","0,3","89,8",,"0,5"
07/04/2011 8.00,"27,7","39,8","0,4",83,"29,3","0,8"
07/04/2011 9.00,"19,4","29,1","0,4","90,2",,"1,1"
07/04/2011 10.00,"16,9","26,6","0,3","94,7","29,8","1,1"
07/04/2011 11.00,"11,5",19,"0,3","105,4",,1
07/04/2011 12.00,11,"19,4","0,3","107,5","22,5","0,9"
07/04/2011 13.00,14,"21,6","0,3","107,2",,"0,9"
07/04/2011 14.00,"9,9","16,1","0,3","108,4","16,1",1
07/04/2011 15.00,"9,3","15,8","0,3","106,4",,"0,6"
07/04/2011 16.00,"19,7","36,2","0,3","100,7","15,1","1,2"
07/04/2011 17.00,"20,5","29,7","0,4",91,,"0,7"
07/04/2011 18.00,"27,6","36,2","0,3","82,3","14,2","0,9"
07/04/2011 19.00,"29,5","36,7","0,4","82,5",,"0,8"
07/04/2011 20.00,"34,7","41,4","0,4","77,2",23,"0,8"
07/04/2011 21.00,"30,3","35,2","0,4","79,5",,1
07/04/2011 22.00,"14,5",18,"0,3","87,6","25,4",1
07/04/2011 23.00,"10,2","13,1","0,3","91,4",,"0,8"
08/04/2011 0.00,"9,8","13,2","0,2","88,4","15,1","0,4"
08/04/2011 1.00,"9,6","11,7","0,2","73,9",,"0,5"
08/04/2011 2.00,,,"0,3",,"15,1","0,5"
08/04/2011 3.00,"9,8","11,8",,47,,"0,7"
08/04/2011 4.00,"13,8","15,8","0,2","34,6","12,7","0,7"
08/04/2011 5.00,"13,4","15,4","0,2","31,3",,"0,8"
08/04/2011 6.00,"23,4","29,2","0,2","22,6","12,7","0,5"
08/04/2011 7.00,"51,4","85,3","0,4","10,1",,"0,6"
08/04/2011 8.00,"39,5","65,1","0,4","22,9","18,1","1,2"
08/04/2011 9.00,"31,7","49,1","0,4",36,,"1,2"
08/04/2011 10.00,"23,6",34,"0,4","57,4","18,6","1,3"
08/04/2011 11.00,"21,5","30,9","0,3","72,3",,"1,3"
08/04/2011 12.00,"12,8","17,8","0,3","98,5","21,5","1,3"
08/04/2011 13.00,"12,6","18,2","0,3",99,,"0,9"
08/04/2011 14.00,"21,3","29,9","0,2",105,"18,6","0,8"
08/04/2011 15.00,"15,4","21,6","0,2","104,7",,"0,5"
08/04/2011 16.00,"24,8","34,4","0,2","88,4","17,6","0,7"
08/04/2011 17.00,"24,9","30,7","0,2",86,,"0,7"
08/04/2011 18.00,"22,6","27,2","0,3",84,"22,5","0,6"
08/04/2011 19.00,30,"35,6","0,4","74,4",,"0,9"
08/04/2011 20.00,"38,8","43,4","0,4","71,2",40,"1,9"
08/04/2011 21.00,"66,9","82,3","0,6","33,6",,"1,7"
08/04/2011 22.00,"90,3","106,8","0,6","12,3","48,4","2,5"
08/04/2011 23.00,"43,1","46,3","0,4","65,8",,"2,4"
09/04/2011 0.00,"26,4","29,1","0,3","87,2","42,5","1,1"
09/04/2011 1.00,"15,2","17,4","0,2","115,6",,"0,8"
09/04/2011 2.00,"12,2","14,6","0,2","102,5","35,2","0,7"
09/04/2011 3.00,"15,3","17,6","0,3","76,9",,"0,7"
09/04/2011 4.00,"12,1","14,1","0,3","77,9","35,7","0,8"
09/04/2011 5.00,"12,3","14,6","0,3","83,6",,"0,8"
09/04/2011 6.00,"22,8","26,8","0,4","80,4","28,8","0,8"
09/04/2011 7.00,"46,2","58,6","0,4","33,1",,"1,7"
09/04/2011 8.00,"40,4","51,6","0,5","50,5","25,4","1,3"
09/04/2011 9.00,"33,8","44,5","0,5","71,2",,2
09/04/2011 10.00,"26,4","35,8","0,4","109,7",44,"1,7"
09/04/2011 11.00,"16,9","24,3","0,3","121,2",,"1,1"
09/04/2011 12.00,"19,9","28,9","0,3","128,6","36,6","0,8"
09/04/2011 13.00,"27,8","35,7","0,3","140,4",,"0,7"
09/04/2011 14.00,"24,3","29,6","0,3","166,4","27,4","0,8"
09/04/2011 15.00,"14,1","18,2","0,2","161,3",,"0,8"
09/04/2011 16.00,"17,1","22,1","0,2","156,1","35,7","0,7"
09/04/2011 17.00,"18,7","22,9","0,3",166,,"0,9"
09/04/2011 18.00,"26,3","30,2","0,3","168,1","34,2",1
09/04/2011 19.00,35,"39,8","0,4","135,2",,"1,3"
09/04/2011 20.00,"39,3","42,5","0,4","112,2","44,4","1,6"
09/04/2011 21.00,"51,1",63,"0,5","60,4",,"1,6"
09/04/2011 22.00,"53,2","64,8","0,4","83,1","50,8",2
09/04/2011 23.00,"22,3","25,5","0,3",142,,"1,5"
10/04/2011 0.00,"18,9","22,2","0,3","138,9","47,4","0,8"
10/04/2011 1.00,"20,4","23,3","0,3","133,6",,1
10/04/2011 2.00,,,"0,2",,"49,3","0,5"
10/04/2011 3.00,"12,2","14,6",,"131,3",,0
10/04/2011 4.00,"12,4","14,4","0,3","120,7","50,8","0,4"
10/04/2011 5.00,"10,2","12,1","0,3","119,5",,"0,7"
10/04/2011 6.00,10,"12,3","0,3","115,9","45,9",2
10/04/2011 7.00,"9,2","11,7","0,3","110,8",,"0,4"
10/04/2011 8.00,"9,3","12,3","0,3","112,1","27,4",0
10/04/2011 9.00,"6,7","10,2","0,3","109,6",,"0,3"
10/04/2011 10.00,"4,7",9,"0,3","107,7","15,1","0,4"
10/04/2011 11.00,"6,6","11,8","0,3","108,9",,0
10/04/2011 12.00,"6,6","12,3","0,3","109,5","9,3","0,2"
10/04/2011 13.00,"5,3","9,6","0,3","112,1",,"0,5"
10/04/2011 14.00,"1,6","4,5","0,2","115,7","7,3","0,5"
10/04/2011 15.00,3,"5,4","0,2","119,7",,"0,3"
10/04/2011 16.00,"8,5","12,8","0,2","122,2","11,2","0,4"
10/04/2011 17.00,"11,9","16,2","0,2",118,,"0,6"
10/04/2011 18.00,"12,6","16,5","0,2","107,8","9,8","0,8"
10/04/2011 19.00,"19,3","23,5","0,3",102,,"0,5"
10/04/2011 20.00,"23,6","29,2","0,3","96,4","14,7","0,8"
10/04/2011 21.00,"26,9","33,1","0,3","91,4",,"0,8"
10/04/2011 22.00,"11,3","14,5","0,3","103,4","25,9","1,1"
10/04/2011 23.00,"7,6","9,7","0,2","103,9",,"0,7"
11/04/2011 0.00,"7,5","10,4","0,2","101,9","22,5","0,6"
11/04/2011 1.00,"4,3","6,1","0,2","104,7",,"0,6"
11/04/2011 2.00,3,"4,8","0,2","102,8","25,9","0,5"
11/04/2011 3.00,3,"5,2","0,2","94,2",,"0,5"
11/04/2011 4.00,"6,2","8,3","0,2","83,2","34,7","0,5"
11/04/2011 5.00,"5,6","8,3","0,2","85,1",,"0,7"
11/04/2011 6.00,"8,3","10,7","0,2","87,4","27,8","0,6"
11/04/2011 7.00,"10,7","15,9","0,2","88,2",,"0,5"
11/04/2011 8.00,"18,4","27,3","0,3","83,2","28,3","0,6"
11/04/2011 9.00,"20,2","31,9","0,3","87,4",,"0,8"
11/04/2011 10.00,"9,8","17,1","0,3",93,"32,7","0,9"
11/04/2011 11.00,"7,1","12,6","0,2","96,5",,"0,6"
11/04/2011 12.00,"7,8","14,2","0,2","97,6","32,7","0,6"
11/04/2011 13.00,"11,7","19,9","0,3","97,4",,"0,6"
11/04/2011 14.00,"9,8","17,4","0,2","100,2","25,9","0,7"
11/04/2011 15.00,"6,2","11,4","0,2","101,1",,"0,5"
11/04/2011 16.00,9,"14,3","0,2","100,9","15,1","0,4"
11/04/2011 17.00,"11,3","17,1","0,3","99,3",,"0,5"
11/04/2011 18.00,"25,5","32,9","0,3","85,9","22,5","0,7"
11/04/2011 19.00,"30,9","37,3","0,3","80,6",,"0,7"
11/04/2011 20.00,"30,3","35,4","0,3","80,3","32,7","0,8"
11/04/2011 21.00,"24,3","28,5","0,3","78,8",,"0,8"
11/04/2011 22.00,"12,2",15,"0,3",88,"36,1","0,8"
11/04/2011 23.00,"7,4","9,5","0,2","88,9",,"0,7"
12/04/2011 0.00,"5,9","8,7","0,2","91,3",19,"0,5"
12/04/2011 1.00,"2,8","4,9","0,2",96,,"0,4"
12/04/2011 2.00,,,"0,2",,"12,2","0,3"
12/04/2011 3.00,"2,7","4,4",,"85,2",,"0,3"
12/04/2011 4.00,"2,9","4,7","0,2","85,5","17,6","0,4"
12/04/2011 5.00,"4,7","6,7","0,2",83,,"0,4"
12/04/2011 6.00,14,"16,9","0,3","62,9","15,6","0,4"
12/04/2011 7.00,"32,3","39,8","0,3","47,5",,"0,7"
12/04/2011 8.00,"43,4","59,7","0,5","44,2","24,9","1,1"
12/04/2011 9.00,"35,3","47,9","0,4",59,,"1,9"
12/04/2011 10.00,"37,9","55,4","0,3","63,5","36,1",1
12/04/2011 11.00,"21,6","31,1","0,3",101,,"0,9"
12/04/2011 12.00,"15,4","22,3","0,3","108,4","33,2","0,9"
12/04/2011 13.00,"19,3","28,2","0,3","101,9",,"0,7"
12/04/2011 14.00,"13,7","21,5","0,3","110,1","30,3","0,7"
12/04/2011 15.00,"10,8","16,4","0,3","116,6",,"0,6"
12/04/2011 16.00,"13,3","20,7","0,3","126,3",21,"0,5"
12/04/2011 17.00,"12,7","17,8","0,3","113,1",,"0,7"
12/04/2011 18.00,"16,9","22,9","0,3","103,7","37,6","0,6"
12/04/2011 19.00,"23,7","31,8","0,3","90,8",,"0,7"
12/04/2011 20.00,"31,3","40,3","0,4",72,"37,6",1
12/04/2011 21.00,"38,8","46,5","0,4","58,1",,1
12/04/2011 22.00,"17,6","22,2","0,3","75,7","47,9","1,4"
12/04/2011 23.00,"10,5","13,2","0,3","84,5",,"0,9"
13/04/2011 0.00,"7,4","9,5","0,2","88,5","28,3","0,7"
13/04/2011 1.00,"8,1","10,4","0,2","84,2",,"0,6"
13/04/2011 2.00,"4,1","6,2","0,2","90,1","21,5","0,6"
13/04/2011 3.00,"2,1",4,"0,2","94,6",,"0,5"
13/04/2011 4.00,2,"3,9","0,2","93,7",20,"0,5"
13/04/2011 5.00,"2,5","4,5","0,2","88,8",,"0,5"
13/04/2011 6.00,"8,8","13,4","0,2","80,3","27,8","0,5"
13/04/2011 7.00,"19,7","24,9","0,2","77,3",,"0,6"
13/04/2011 8.00,"16,7","23,9","0,3","93,4","29,3","0,7"
13/04/2011 9.00,"12,7","19,8","0,2","99,5",,"0,9"
13/04/2011 10.00,"10,9",17,"0,2","109,2","23,4","0,5"
13/04/2011 11.00,"13,6","20,5","0,2","104,4",,"0,5"
13/04/2011 12.00,"5,7","9,4","0,2","114,8","30,3","0,5"
13/04/2011 13.00,10,"15,2","0,3","114,1",,"0,4"
13/04/2011 14.00,"12,1","19,3","0,2","105,4","30,8","0,7"
13/04/2011 15.00,10,"15,9","0,2","85,8",,"0,6"
13/04/2011 16.00,"10,1","15,5","0,2","85,7","40,5","0,6"
13/04/2011 17.00,"11,3","17,4","0,2","86,9",,"0,6"
13/04/2011 18.00,14,"19,4","0,2","84,7","27,8","0,7"
13/04/2011 19.00,"13,7","18,4","0,2","82,2",,"0,7"
13/04/2011 20.00,"14,8","21,7","0,3","83,4","25,4","0,7"
13/04/2011 21.00,"11,1","15,5","0,2","89,5",,"0,8"
13/04/2011 22.00,"3,9","6,9","0,2","96,5","15,6","0,7"
13/04/2011 23.00,4,"6,5","0,2","93,8",,"0,5"
14/04/2011 0.00,"3,6","5,9","0,2","92,1","12,7","0,6"
14/04/2011 1.00,"2,8","4,9","0,2","83,9",,"0,5"
14/04/2011 2.00,,,"0,2",,"7,3","0,5"
14/04/2011 3.00,"2,7","4,8",,"68,7",,"0,5"
14/04/2011 4.00,,,"0,2","88,9","10,7","0,5"
14/04/2011 5.00,"4,6","6,6","0,2",62,,"0,4"
14/04/2011 6.00,"7,1","9,2","0,2","54,3","17,6","0,6"
14/04/2011 7.00,"14,2","18,6","0,3","41,2",,"0,5"
