BARI - JAPIGIA,,,,,,,
,Japigia,,,,,,
,SO2,NO2,NOX,CO,PM10,BENZENE,CH4



11/01/2011 19.00,"7,52585492","79,03521592","105,42198224","0,3969889","15,73408985","1,35284391","587,46835"
11/01/2011 20.00,"6,16802262","68,00070064","84,1269484","0,53247374","15,73355007","1,17360071","585,13448"
11/01/2011 21.00,"6,5038706","77,05725192","96,9553212","0,64174608","15,7329998","1,50045638","602,51478"
11/01/2011 22.00,"4,91672413","74,15001768","90,247356","0,61734748","15,73666954","1,7236594","602,66815"
11/01/2011 23.00,"1,44359896","41,72917056","46,48486904","0,35617895","15,73735046","1,20620471","599,73648"
12/01/2011 0.00,"6,00551619","52,57548768","59,46235872","0,46385407","15,73828983","1,01041594","587,11604"
12/01/2011 1.00,"5,70849117","54,47167544","61,02522752","0,40158482",,"1,28130915","581,25907"
12/01/2011 2.00,,"50,4534736","57,0033164","0,35381283",,"1,06605398","655,97574"
12/01/2011 3.00,"6,66095947",,,"0,31531191",,"0,93271613","616,99379"
12/01/2011 4.00,"6,52192642","40,59741952","44,32277944","0,27603976",,"0,95785942","640,11395"
12/01/2011 5.00,"5,47014807","36,67785776","40,3410968","0,31191827",,"1,15851453","564,84603"
12/01/2011 6.00,"6,13010581","52,06154208","72,16366",,"10,32450962","1,20377205","620,53649"
12/01/2011 7.00,"6,60859618","63,26087176","120,93377056","0,45622099","10,32207012","1,26768338","626,02792"
12/01/2011 8.00,"7,13403431","72,6341076","181,35983464","0,42517491","10,32423973","1,52413925","606,23143"
12/01/2011 9.00,"6,89930258","103,39755664","371,040808","1,3086212","10,32355976","1,57961559","626,03821"
12/01/2011 10.00,"8,2535235","91,0093836","231,3164368","1,02928682","10,32166004","4,37484416","647,91524"
12/01/2011 11.00,"7,43918516","70,06950376","112,2025652","0,67934063","10,32573032","3,84603467","642,17783"
12/01/2011 12.00,"7,21167616","47,70587224","70,22988232","0,48123121","10,32546043","2,48799999","500,19396"
12/01/2011 13.00,"7,24237125","30,57266968","41,26065408","0,33801427","10,32112026","1,34814029","493,65295"
12/01/2011 14.00,"6,84332791","34,31961608","48,152764","0,37347687","10,32600021","1,10498474","608,57804"
12/01/2011 15.00,"6,2546934","34,68172976","47,26175288","0,31854595","10,32219982","1,08341112","608,46828"
12/01/2011 16.00,"5,46021707","34,14830088","41,98954672","0,30533019","10,32207012","1,0381536","607,9724"
12/01/2011 17.00,"5,91704126","39,7291612","46,32015024","0,40629841","10,32343006","0,87140018","604,42627"
12/01/2011 18.00,"7,26223326","55,47363992","62,65295136","0,43034285","10,32166004","1,18414395","598,99805"
12/01/2011 19.00,"5,74370073","63,92798768","74,25437464","0,43596397","10,32518959","1,36971391","589,50234"
12/01/2011 20.00,"6,26733267","45,5488112","52,10205736","0,43894288","10,32789993","1,18641491","624,35212"
12/01/2011 21.00,"5,89898443","51,14263488","59,05124048","0,40872511","10,32573032","1,19922911","644,61754"
12/01/2011 22.00,"6,00009965","47,09976824","54,02677216","0,44562881","10,32586956","1,10628243","639,85131"
12/01/2011 23.00,"6,05246295","39,43454112","45,48099256","0,38294482","10,32789993","1,14651088","637,41846"
13/01/2011 0.00,"6,67359875","27,1553712","31,3906424","0,35608109","10,32789993","1,02079748","649,7204"
13/01/2011 1.00,"5,87731724","21,610858","25,10553512","0,33661394",,"1,00197993","654,70272"
13/01/2011 2.00,"6,0885756","21,06444664","24,47908744","0,35114964",,"1,13402111","643,92664"
13/01/2011 3.00,"6,55442771","19,43303264","22,83451888","0,35712609",,"0,95899439","647,94807"
13/01/2011 4.00,"6,10302107","18,63873813","21,87477136","0,32939443",,"1,10547188","663,36494"
13/01/2011 5.00,"5,08193883","18,3596932","21,5232884","0,33448315",,"1,1510528","658,87703"
13/01/2011 6.00,"4,88873629","20,47002496","23,62308504","0,34251","19,34011078","1,06118763","645,17271"
13/01/2011 7.00,"4,27211495","39,34368288","53,2589512","0,37905955","19,3422699","1,11066265","653,97507"
13/01/2011 8.00,"5,41959097","55,03755096","88,91279912","0,51105405","19,34025002","1,20263606","668,29336"
13/01/2011 9.00,"6,73679615","59,3010624","116,98191512","0,69630303","19,33971024","2,03932298","667,66567"
13/01/2011 10.00,"7,53849419","62,7482072","132,02681216","0,73168874","19,34037971","3,14495656","657,76375"
13/01/2011 11.00,"7,81475513","44,8570496","71,80829568","0,525768","19,34011078","2,7011459","644,46858"
13/01/2011 12.00,"6,50567578","45,31778424","67,82525552","0,49639951","19,34132957","1,93631817","642,09894"
13/01/2011 13.00,"6,74763025","48,05758464","69,83949016","0,52379565","19,3386097","1,9577311","639,10014"
13/01/2011 14.00,"3,72952308","46,26783792","65,64117792","0,48718786","19,33955956","1,75204692","641,58346"
13/01/2011 15.00,"3,80626285","39,69021376","50,94384424","0,42164496","19,34078979","1,5614479","628,96596"
13/01/2011 16.00,"4,99255979","52,26140344","71,83032192","0,44927759","19,34119987","1,59194366","629,062"
13/01/2011 17.00,"6,44608975","49,99922064","60,11477136","0,48793695","19,34106064","1,31813065","627,45725"
13/01/2011 18.00,"6,06690842","76,978076","123,21906944","0,99652469","19,34119987","1,3539799","640,95185"
13/01/2011 19.00,"7,35251439","131,72613104","456,9253624","1,30215196","19,34037971","3,05217158","669,33118"
13/01/2011 20.00,"7,5077991","120,01803728","417,2221088","1,36597881","19,34025002","4,09746249","675,71539"
13/01/2011 21.00,"7,48071436","102,93942232","301,3246992","1,05942654","19,34093094","3,87847697","678,92979"
13/01/2011 22.00,"6,4298391","71,8930164","150,27782728","0,73890708","19,34078979","2,73910339","664,0088"
13/01/2011 23.00,"6,18788565","61,86694728","116,24780272","0,80309042","19,34025002","2,82604875","681,39596"
14/01/2011 0.00,"5,44757779","57,36204584","101,409134","0,78391802","19,34025002","2,86887259","683,93269"
14/01/2011 1.00,"6,23663758","57,01161448","89,1968076","0,59578916",,"2,75272916","650,74744"
14/01/2011 2.00,,"55,72283088","76,66934536","0,44933701",,"1,68602633","633,51316"
14/01/2011 3.00,"5,62091832",,,"0,4822168",,"1,38139313","647,0548"
14/01/2011 4.00,"5,29771064","51,794168","57,16285368","0,35132672",,"1,74815384","634,97875"
14/01/2011 5.00,"5,06207682","44,17437","54,35879096","0,36146572",,"1,56339444","631,38558"
14/01/2011 6.00,"5,16048377","46,27561976","60,843664",,"27,26930046","1,4796933","624,71129"
14/01/2011 7.00,"6,24927584","60,4925252","128,8142124","0,55381537","27,26753044","1,53143928","636,02294"
14/01/2011 8.00,"7,22612061","81,63614776","327,6779864","0,93899","27,26740074","2,59505958","640,01791"
14/01/2011 9.00,"8,14879691","105,97246616","443,964488","1,29599843","27,26861954","3,32014498","644,12558"
14/01/2011 10.00,"7,66488899","101,46374072","285,192964","1,15496935","27,26740074","3,87198851","653,18323"
14/01/2011 11.00,"7,75697529","85,1988156","144,63991288","0,92826035","27,26671982","5,73904287","655,18831"
14/01/2011 12.00,"7,29473455","57,95776768","83,30207336","0,57194277","27,27173996","4,23680268","645,94054"
14/01/2011 13.00,"6,92277494","44,39629584","59,01623176","0,52523559","27,2720108","1,91944919","633,22014"
14/01/2011 14.00,"6,76749124","30,82056048","39,6225672","0,43744352","27,26794052","1,60264962","629,01937"
14/01/2011 15.00,"6,21677557","34,3832092","44,05951616","0,41219564","27,2687397","1,17700664","629,59414"
14/01/2011 16.00,"6,45150731","31,61484352","37,83662536","0,39428726","27,27281952","1,3301343","629,98957"
14/01/2011 17.00,"6,31789079","46,7363544","53,12665992","0,47578717","27,27227974","1,36549641","628,57004"
14/01/2011 18.00,"6,18427428","86,78220016","221,9575792","1,15761274","27,27255058","2,30015907","668,66919"
14/01/2011 19.00,"5,30312819","126,93448696","372,2289248","0,96494737","27,2721405","4,05853173","685,00236"
14/01/2011 20.00,"5,61098732","139,41483752","451,5841904","1,35485539","27,26968956","3,59622896","684,58096"
14/01/2011 21.00,"6,01454512","113,28865768","312,6485192","1,53864463","27,26902008","7,41306555","689,55642"
14/01/2011 22.00,"7,11597748","105,11852872","288,1265456","1,28349215","27,27119064","7,69206933","675,92903"
14/01/2011 23.00,"6,08676941","83,95156064","223,5556288","1,29611609","27,27227974","3,72437604","697,00491"
15/01/2011 0.00,"5,58841703","58,98177752","81,56800408","0,75977689","27,27281952","3,42460919","678,66078"
15/01/2011 1.00,"5,77078547","67,84756856","100,81771416","0,78253749",,"2,77300508","672,93072"
15/01/2011 2.00,"24,71542893","55,90452824","90,79728544","0,6710167",,"1,41756579",
15/01/2011 3.00,"9,9833144","54,30556088","71,2959944","0,47843055",,"1,60978693",
15/01/2011 4.00,"5,05214582","42,14579536","51,11376368","0,47464314",,"2,15546641","674,10721"
15/01/2011 5.00,"5,78884129","28,83351448","32,8095376","0,37831045",,"1,87224513","694,16634"
15/01/2011 6.00,"5,42410441","35,9263844","54,758246","0,41791579","22,36860085","1,65342233","672,05264"
15/01/2011 7.00,"4,3488537","44,6701516","73,00279856","0,4543267","22,36668968","1,56436771","670,28766"
15/01/2011 8.00,"4,6079609","53,01027648","131,17339096","0,57608435","22,3682003","1,84288536","670,15144"
15/01/2011 9.00,"5,48549663","69,22719128","231,651228","1,11954636","22,36709976","2,76927473","672,66759"
15/01/2011 10.00,"6,31247324","73,45045512","183,78256808","1,02920877","22,3682003","4,69764504","679,54131"
15/01/2011 11.00,"7,74975255","80,12021856","188,00942648","1,33422324","22,36833","6,16079277","699,7004"
15/01/2011 12.00,"7,71725228","55,72803152","85,52377912","0,71819804","22,36968994","5,46166121","657,94701"
15/01/2011 13.00,"5,96579319","38,57016416","49,37451288","0,47740419","22,36763954","2,01953318","628,84591"
15/01/2011 14.00,"6,83249483","41,92255024","55,05915656","0,51324308","22,36738014","1,44400677","628,05505"
15/01/2011 15.00,"5,61550178","31,21510168","40,16599584","0,48665545","22,36668968","1,51100063","633,89193"
15/01/2011 16.00,"5,72925628","25,32017624","29,85505784","0,44923798","22,36804962","1,3470043","633,39017"
15/01/2011 17.00,"5,81231467","30,41821832","35,08575448","0,39742228","22,3684597","1,13223627","627,28134"
15/01/2011 18.00,"5,59563977","35,59801752","40,95196168","0,42799537","22,36725044","1,1186105","624,11006"
15/01/2011 19.00,"5,49994109","32,21446584","37,98059896","0,38905991","22,36833","1,06686453","511,8736"
15/01/2011 20.00,"6,08315906","32,7271304","38,98573736","0,37280699","22,36738014","0,8803213","572,46455"
15/01/2011 21.00,"5,60466768","36,71418576","43,21515784","0,46501791","22,36684036","1,07140747","626,44687"
15/01/2011 22.00,"5,44577261","36,08731744","42,87149496","0,44044107","22,3661499","1,18998356","631,12686"
15/01/2011 23.00,"5,55591575","36,90108376","43,02453144","0,41172265","22,36779022","1,1680845","643,11226"
16/01/2011 0.00,"5,56313848","34,50781424","39,66665792","0,38416807","22,36779022","1,05826783","657,87302"
16/01/2011 1.00,"4,76866215","31,62004416","35,69011856","0,37367492",,"1,02452783","651,2296"
16/01/2011 2.00,,"30,13009904","33,58515952","0,34860528",,"0,95315477","656,70976"
16/01/2011 3.00,"4,86797118",,,"0,35044016",,"0,956399","660,51216"
16/01/2011 4.00,"5,54869301","44,04716464","46,89470624","0,33513322",,"1,19046969","648,17102"
16/01/2011 5.00,"4,78852416","29,15538056","32,22203736","0,33416744",,"1,03182786","643,41508"
16/01/2011 6.00,"5,42771578","25,21633552","27,63721432",,"17,26143074","0,90254479","642,04896"
16/01/2011 7.00,"4,76143942","26,51161992","28,88360888","0,34744145","17,26048088","0,93190558","643,25485"
16/01/2011 8.00,"4,44003792","30,8569076","34,65903432","0,37712681","17,26317978","1,08065301","650,00558"
16/01/2011 9.00,"4,67838103","32,20278352","39,95330496","0,43128883","17,26522064","1,39274794","659,58214"
16/01/2011 10.00,"5,71842218","30,3299604","41,1996804","0,52657651","17,26061058","2,72547762","660,6719"
16/01/2011 11.00,"6,19330219","28,838696","40,90397048","0,52466358","17,26048088","2,72758688","656,49759"
16/01/2011 12.00,"5,47646771","26,41297984","37,72379824","0,44988922","17,26412964","1,97022088","645,2467"
16/01/2011 13.00,"5,67869816","29,20989168","41,48240784","0,4809353","17,2612896","1,48050487","659,27589"
16/01/2011 14.00,"5,77078547","28,81405032","39,95848648","0,45395157","17,26021004","1,54279307","648,44689"
16/01/2011 15.00,"5,46473153","25,94056288","34,24531576","0,40190054","17,25992966","1,27206258","637,53802"
16/01/2011 16.00,"5,27243208","27,81078568","34,41907832","0,38775744","17,2627697","1,3429485","634,46033"
16/01/2011 17.00,"4,90227866","20,1442584","24,31826912","0,33442374","17,26358986","1,06280975","630,25613"
16/01/2011 18.00,"7,7461422","46,57152088","54,57798264","0,35913805","17,25736046","0,85842326","632,69584"
16/01/2011 19.00,"8,33297053","48,7753112","60,67764504","0,44627888","17,2589798","0,99127499","634,41035"
16/01/2011 20.00,"8,01879177","45,68767976","53,36399648","0,42158438","17,26074982","1,21123378","635,30754"
16/01/2011 21.00,"6,38108717","38,85568312","44,29295224","0,42002677","17,26210022","1,1156907","636,65406"
16/01/2011 22.00,"5,66425371","52,12123472","60,51034504","0,45476125","17,25736046","1,44838699","669,90546"
16/01/2011 23.00,"4,37684154","57,76308784","75,19597728","0,50655598","17,25871086","1,29542104","670,75659"
17/01/2011 0.00,"3,72139826","60,41204912","104,5465348","0,66900475","17,26576996","2,14411161","660,08096"
17/01/2011 1.00,"4,40392527","59,93571256","89,06969784","0,56081819",,"1,84856225","654,89186"
17/01/2011 2.00,"3,93265662","57,7760512","83,021908","0,49918037",,"1,58302254","659,56548"
17/01/2011 3.00,"4,36600643","43,70323408","51,98014824","0,41513494",,"1,4076714","660,1574"
17/01/2011 4.00,"4,32267206","41,7097064","48,83626576","0,37166296",,"1,05583415","668,86225"
17/01/2011 5.00,"4,9708926","34,76998768","38,75360144","0,32258967",,"1,02160803","691,95252"
17/01/2011 6.00,"5,08645228","43,41639584","58,17187344","0,32369409","20,03120041","1,32056433","704,86255"
17/01/2011 7.00,"4,74699497","49,87591576","96,2069644","0,32690832","20,03079033","1,13758976","692,15538"
17/01/2011 8.00,"5,19298404","53,02974064","105,22743624","0,57563116","20,03215027","1,21918163","667,52945"
17/01/2011 9.00,"7,91406518","79,23377712","267,2779064","0,88439344","20,03227997","1,73258052","659,58557"
17/01/2011 10.00,"7,4337676","83,21565096","273,0118032","1,00127906","20,03227997","2,79263318","663,60357"
17/01/2011 11.00,"6,48039722","70,45756328","185,18721888","0,84159134","20,03322983","3,35128959","662,82937"
17/01/2011 12.00,"8,15782482","37,37091952","62,25865872","0,45247319","20,03296089","2,23868142","645,0801"
17/01/2011 13.00,"6,46414556","26,3714512","38,73413728","0,39653571","20,03281975","1,3187795","636,87064"
17/01/2011 14.00,"6,83791137","21,3629672","28,86416384","0,41002641","20,03335953","1,16500299","634,90917"
17/01/2011 15.00,"4,90318074","21,03720064","27,58924224","0,38140702","20,03240967","1,1834951","641,01163"
17/01/2011 16.00,"4,14933152","17,898949","22,40523664","0,32178116","20,03376961","1,14926899","636,83389"
17/01/2011 17.00,"5,8195374","28,39484432","33,2440396","0,47152676","20,03335953","1,0185255","639,05065"
17/01/2011 18.00,"5,3121561","53,76693136","83,510902","0,64584921","20,03527069","1,57588523","666,18293"
17/01/2011 19.00,"6,26011096","96,95103832","248,1848656","0,9225402","20,03663063","1,88149068","764,76848"
17/01/2011 20.00,"5,45480052","121,22248256","409,8503928","1,12522574","20,03635025","2,60527839","711,89895"
17/01/2011 21.00,"6,13191099","96,137272","288,4898256","1,11141816","20,03432083","3,24504157","688,40933"
17/01/2011 22.00,"5,75272966","87,5310732","250,2926544","1,16250457","20,03240967","3,73735296","686,04606"
17/01/2011 23.00,"5,72203355","74,24995792","228,2272184","1,20491174","20,03376961","4,41701915","739,94851"
18/01/2011 0.00,"5,29229409","59,0869184","121,99211992","0,83236105","20,03228951","3,5362107","704,9091"
18/01/2011 1.00,"3,59410139","54,15240968","110,8938968","0,80766654",,"2,62474479","711,60642"
18/01/2011 2.00,,"43,13217704","66,89663536","0,63113409",,"2,52579578","719,48709"
18/01/2011 3.00,"5,53244237",,,"0,66667824",,"2,22667675","715,7087"
18/01/2011 4.00,"5,2507649","51,8460788","69,91730856","0,52125129",,"1,98871299","698,98255"
18/01/2011 5.00,"5,28868273","45,95245352","65,363632","0,54101552",,"2,19164009","670,97562"
18/01/2011 6.00,"5,11714839","47,88758872","86,55100112",,"22,76066971","1,86689165","665,05593"
18/01/2011 7.00,"5,32118401","52,57288736","115,39702008","0,6428505","22,76161957","2,23024642","665,45185"
18/01/2011 8.00,"4,70546475","59,86303744","94,20833168","0,58827374","22,76271057","2,09804354","665,12894"
18/01/2011 9.00,"6,58331762","65,38938664","153,56568336","0,69456718","22,76284981","1,86770321","660,47247"
18/01/2011 10.00,"5,70397671","69,27782104","182,99534032","0,95701838","22,76066971","2,27047487","669,43996"
18/01/2011 11.00,"3,91911425","73,96702016","182,27811088","0,86792384","22,76148987","3,35047904","669,85891"
18/01/2011 12.00,"6,10843761","53,71892104","79,34759848","0,59693319","22,76148987","2,46058675","673,17621"
18/01/2011 13.00,"6,04524123","55,84353544","89,17736256","0,63220007","22,76202965","1,91214916","677,91598"
18/01/2011 14.00,"6,09218697","46,86095944","62,0589312","0,51265126","22,76189995","1,92350397","658,31206"
18/01/2011 15.00,"5,3121561","30,33774224","37,20889664","0,36655444","22,76189995","1,38285355","642,99956"
18/01/2011 16.00,"5,2399308","28,05479512","33,57477736","0,36170221","22,76202965","1,10092894","642,25819"
18/01/2011 17.00,"2,83483462","36,24566928","42,44089344","0,40328106","22,76122093","1,0775715","641,82258"
18/01/2011 18.00,"3,84508377","61,55806368","69,76943448","0,55282978","22,76297951","1,24156682","649,10888"
18/01/2011 19.00,"4,86074947","68,33164872","78,04933136","0,55860935","22,76136017","1,60021696","657,56138"
18/01/2011 20.00,"5,04853445","60,1459752","67,69170232","0,53488179","22,76189995","1,75220862","659,24306"
18/01/2011 21.00,"5,17312203","66,18366968","74,84579448","0,55665564","22,76243973","2,26658078","659,00982"
