NetC,Provincia di TARANTO,,,,,,
Stat,Massafra (TA) Via Frappietro,,,,,,
Parm,CO,SO2,NOX,NO,NO2,O3,BENZENE
PtId,1,2,3,4,5,6,7
Unit,mg/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K
Arch,2,2,2,2,2,2,2
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver
27/03/2013 12.00,,"0,86309","2,304923","0,356118","3,863766","107,45491","0,435734"
27/03/2013 13.00,,"0,940732","9,115911","2,686959","13,319405","103,435085","0,400596"
27/03/2013 14.00,,"1,635898","22,064632","7,107986","31,311811","82,185402","0,251809"
27/03/2013 15.00,,"0,886563","11,866826","2,777469","18,444057","83,338389","0,227605"
27/03/2013 16.00,,"0,952468","12,331815","3,097638","18,842498","81,476699","0,229232"
27/03/2013 17.00,,"1,032818","16,852796","4,766573","24,932096","70,828588","0,255013"
27/03/2013 18.00,,"1,127614","13,773239","3,526502","20,942442","68,451642","0,177924"
27/03/2013 19.00,,"1,486031","17,674587","5,316397","25,660876","63,05409","0,132464"
27/03/2013 20.00,,"1,200742","17,334064","4,795332","25,808825","65,219866","0,947946"
27/03/2013 21.00,,"1,354221","16,567563","4,607547","24,630365","67,991293","0,225316"
27/03/2013 22.00,,"0,731279","11,168161","2,640012","17,318147","74,703155","0,949827"
27/03/2013 23.00,,"0,922675","7,397394","1,539936","11,791166","79,750168","0,69034"
28/03/2013 0.00,,"0,870312","6,482005","1,155057","10,630213","75,54784","0,209909"
28/03/2013 1.00,,"0,769197","4,360905","0,569704","7,469903","77,838638","1,223502"
28/03/2013 2.00,,"0,915454","2,62034","0,295215","4,560722","81,421798","0,530976"
28/03/2013 3.00,,"0,886563","2,278131","0,167062","4,102575","80,741823","0,150007"
28/03/2013 4.00,,"0,886563","1,405134","0,060058","2,596395","84,081711","0,442242"
28/03/2013 5.00,,"0,832394","1,421415","0,019456","2,68984","82,687965","0,386104"
28/03/2013 6.00,,"0,835349","3,743243","0,125977","7,026586","75,876317","0,586199"
28/03/2013 7.00,,"0,81524","4,667165","0,421674","8,283021","65,769764","0,709713"
28/03/2013 8.00,,"0,874826","14,796815","2,614636","24,300048","45,394249","1,023356"
28/03/2013 9.00,,"1,025597","27,826616","10,90855","36,505239","34,311985","0,103378"
28/03/2013 10.00,,"0,874826","17,674587","5,939395","24,704989","59,78263","0,153109"
28/03/2013 11.00,,"1,064418","9,176621","2,294468","14,03778","87,204523","0,135007"
28/03/2013 12.00,,"2,584755","21,195725","7,761434","28,646616","73,094889","0,183772"
28/03/2013 13.00,,"1,592563","23,378215","7,926805","32,568796","67,415222","1,395934"
28/03/2013 14.00,,"1,308177","14,388474","4,782644","20,192287","85,405329","1,369543"
28/03/2013 15.00,,"1,676525","14,857863","5,496149","19,995657","90,359412","0,537332"
28/03/2013 16.00,,"1,586243","16,529583","4,417222","24,84969","84,643422","1,123226"
28/03/2013 17.00,,"1,531172","18,558764","5,166253","27,583008","81,047591","1,474396"
28/03/2013 18.00,,"1,570896","21,631201","5,170483","33,45524","73,632101","1,508669"
28/03/2013 19.00,,"1,134837","19,695626","3,397928","32,471436","64,502737","0,826363"
28/03/2013 20.00,,"1,617842","31,892791","10,100735","45,524794","29,232876","1,055646"
28/03/2013 21.00,,"1,486934","27,512206","8,786648","39,159384","34,492734","0,313083"
28/03/2013 22.00,,"1,220604","20,395648","4,916716","31,480525","47,874254","0,838516"
28/03/2013 23.00,,"1,310885","16,436984","3,803107","25,614796","48,293206","1,331761"
29/03/2013 0.00,,"1,403875","13,880406","2,242869","23,117035","53,32246","1,238859"
29/03/2013 1.00,,"1,148379","13,034888","1,699809","22,332464","57,288282","0,855297"
29/03/2013 2.00,,,"7,569348","0,580279","13,59261","65,235086","0,728274"
29/03/2013 3.00,,"0,838714",,,,"67,785175","0,3709"
29/03/2013 4.00,,"0,823366","1,57302","0,108697","2,842989",,"0,353153"
29/03/2013 5.00,,"0,822463","1,188073","0,163679","2,022085","81,638874","0,285268"
29/03/2013 6.00,,"0,852256","3,390911","0,354426","5,944255","77,189066","0,370137"
29/03/2013 7.00,,"1,215187","13,088137","2,799461","20,747111","67,051152","0,427648"
29/03/2013 8.00,,"1,074349","18,951174","9,369043","21,890545","67,077324","0,788378"
29/03/2013 9.00,,"1,111363","22,750428","6,859295","33,005518","58,542638",
29/03/2013 10.00,,"1,528463","27,062486","9,898143","36,593479","58,737748","1,196195"
29/03/2013 11.00,,"1,690067","23,194376","9,636765","29,593418","73,757946","0,136634"
29/03/2013 12.00,,"1,702707","15,968616","6,686312","20,294809","88,419176","0,166635"
29/03/2013 13.00,,"2,19474","18,71715","7,741556","23,934703","85,957747","0,191959"
29/03/2013 14.00,,"1,79028","12,150699","4,426103","16,45766","96,15904","0,165415"
29/03/2013 15.00,,"1,468877","10,096077","3,51043","13,931352","102,686739","0,374307"
29/03/2013 16.00,,"2,342802","15,844479","4,791525","22,964535","92,490553","0,765445"
29/03/2013 17.00,,"4,038286","23,658685","6,989562","34,543493","77,613958","0,211078"
29/03/2013 18.00,,"2,491766","22,340725","6,16017","33,294304","75,753943","1,355051"
29/03/2013 19.00,,"1,712637","19,517218","5,475003","28,943185","66,914319","0,68261"
29/03/2013 20.00,,"1,774931","22,250516","6,082771","33,240444","61,297152","0,868264"
29/03/2013 21.00,,"1,873338","23,480985","5,873415","35,916","65,984307","0,659677"
29/03/2013 22.00,,"1,569091","18,014418","3,897422","28,488282","74,836617","0,127837"
29/03/2013 23.00,,"1,504088","13,415427","2,422198","21,952187","82,107678","0,443005"
30/03/2013 0.00,,"1,479712","13,516155","1,545434","23,490181","77,708539","0,474125"
30/03/2013 1.00,,"1,431863","8,634645","1,134335","14,780811","72,441923","0,330169"
30/03/2013 2.00,,"1,505893","6,55594","0,936397","11,107182","78,239009","0,31405"
30/03/2013 3.00,,"1,153796","3,524198","0,411524","6,111679","93,228807","0,088733"
30/03/2013 4.00,,"2,107167","13,183104","0,576472","24,339625","72,490941","0,184941"
30/03/2013 5.00,,"2,326551","12,658424","0,730001","23,100172","73,801895","0,684238"
30/03/2013 6.00,,"1,6684","4,924926","0,53164","8,607487","83,108648","0,41575"
30/03/2013 7.00,,"1,173658","12,050649","3,022354","18,420043","67,623837","0,551621"
30/03/2013 8.00,,"1,496865","18,608282","7,548693","24,022291","61,481291","0,925114"
30/03/2013 9.00,,"2,577533","16,910453","5,375187","24,108617","69,352087","0,389664"
30/03/2013 10.00,,"3,629311","25,159127","9,054795","34,24564","60,693208","1,151549"
30/03/2013 11.00,,"2,591075","24,817932","10,893326","30,77188","70,695119","1,404477"
30/03/2013 12.00,,"2,241687","23,298502","8,267697","31,89325","70,637684","1,219739"
30/03/2013 13.00,,"2,390651","19,41548","7,545309","25,571947","77,74064","1,325202"
30/03/2013 14.00,,"2,395165","11,541912","5,145529","14,188984","86,944357","1,027526"
30/03/2013 15.00,,"2,579339","11,430666","4,454863","15,035841","88,088051","0,755885"
30/03/2013 16.00,,"2,689482","12,157488","4,491235","16,370701","87,050772","0,131498"
30/03/2013 17.00,,"2,241687","12,680126","4,285262","17,686745","82,902523","0,139532"
30/03/2013 18.00,,"2,221825","21,166891","5,777407","31,635626","66,575583","0,13938"
30/03/2013 19.00,,"1,996121","23,333091","6,496832","34,676526","51,037587","0,147007"
30/03/2013 20.00,,"1,917576","21,775003","6,932466","31,026922","54,989022","0,112582"
30/03/2013 21.00,,"2,238978","30,173596","10,963532","40,911503","46,993242","0,988931"
30/03/2013 22.00,,"2,066541","23,899159","7,530084","34,174264","46,210223","1,401629"
30/03/2013 23.00,,"2,0855","16,782598","3,967632","26,023619","52,425409","1,268301"
31/03/2013 0.00,,"2,052999","11,892946","2,43573","19,01836","64,229047","0,12204"
31/03/2013 1.00,,"1,792988","10,017389","1,631293","16,664026","74,451444","0,16572"
31/03/2013 2.00,,,"6,203216","1,195661","10,034499","85,058184","0,150923"
31/03/2013 3.00,,"1,525755",,,,"85,097864","0,121481"
31/03/2013 4.00,,"1,488739","2,087524","0,264763","3,587967",,"0,108514"
31/03/2013 5.00,,"1,324428","0,983221","0,077399","1,76251","93,781241","0,166025"
31/03/2013 6.00,,"1,439085","2,576252","0,321859","4,435479","90,481885","0,254352"
31/03/2013 7.00,,"1,458044","5,168442","1,293784","7,904041","91,074006","0,088428"
31/03/2013 8.00,,"1,560062","3,359369","0,888605","5,064297","95,386136","0,117463"
31/03/2013 9.00,,"1,74243","4,748563","1,652862","6,549712","99,1602","0,130837"
31/03/2013 10.00,,"1,556451","5,281382","1,881252","7,218765","104,145463","0,117565"
31/03/2013 11.00,,"1,732499","13,706082","5,76641","17,377204","97,189561","0,109429"
31/03/2013 12.00,,"2,036748","24,291903","12,679833","27,024283","89,064523","1,210383"
31/03/2013 13.00,,"1,549229","8,884267","3,328987","11,891104","99,363769","0,597284"
31/03/2013 14.00,,"1,29644","1,975262","0,559977","2,920213","110,259321","0,137956"
31/03/2013 15.00,,"1,092404","2,113637","0,654716","3,039617","111,093831","0,325999"
31/03/2013 16.00,,"1,048167","2,338162","0,518105","3,678818","111,593098","0,11726"
31/03/2013 17.00,,"0,94976","3,501815","0,881837","5,347233","107,403441","0,276319"
31/03/2013 18.00,,"1,309982","10,321622","2,712336","15,587439","96,586428","0,113548"
31/03/2013 19.00,,"1,330748","12,91381","2,527932","20,830188","85,205132","0,122243"
31/03/2013 20.00,,"1,307274","14,627237","2,072","24,808162","80,539929","0,157889"
31/03/2013 21.00,,"1,280189","9,406909","0,922862","16,582906","84,669593","0,19501"
31/03/2013 22.00,,"0,966914","8,335167","0,838696","14,661405","90,201452","0,156923"
31/03/2013 23.00,,"0,899203","8,657031","1,082312","14,903464","87,109059","0,157533"
01/04/2013 0.00,,"0,902813","6,652601","0,574357","11,847622","91,63067","0,137753"
01/04/2013 1.00,,"0,952468","9,88716","1,528095","16,573172","70,800712","0,141414"
01/04/2013 2.00,,"0,993095","4,299516","0,649641","7,229798","79,250938","0,103683"
01/04/2013 3.00,,"0,761975","3,381414","0,341739","5,945553","74,662615","0,105056"
01/04/2013 4.00,,"0,906425","4,553208","0,45678","8,011116","74,568011","0,251962"
01/04/2013 5.00,,"0,901911","4,517595","0,474542","7,915721","73,001122","0,093462"
01/04/2013 6.00,,"0,888369","8,219516","1,50441","13,418691","71,825305","0,207061"
01/04/2013 7.00,,"1,068931","14,397283","4,531839","20,59398","67,546972","0,085479"
01/04/2013 8.00,,"0,993997","11,119653","3,742202","15,53423","84,976229","0,442141"
01/04/2013 9.00,,"1,384916","15,613514","6,689695","19,610198","82,523255","0,50972"
01/04/2013 10.00,,"1,523047","13,338439","6,872406","14,982632","92,282753","0,481346"
01/04/2013 11.00,,"1,592563","10,394869","4,300489","13,290853","97,426067","0,732342"
01/04/2013 12.00,,"1,422835","8,87884","3,279927","11,95599","101,869946","0,711747"
01/04/2013 13.00,,"1,562771","5,008698","1,619028","7,099361","108,18474","0,340949"
01/04/2013 14.00,,"1,53388","3,368525","1,003645","4,905308","110,151155","0,348882"
01/04/2013 15.00,,"1,561868","3,723964","1,137295","5,380328","112,180988","0,138566"
01/04/2013 16.00,,"1,583535","6,022784","1,542474","9,157138","110,141894","0,159618"
01/04/2013 17.00,,"2,088208","9,192901","1,704462","14,974199","102,749205","0,177263"
01/04/2013 18.00,,"1,925702","11,313317","1,986566","18,598496","96,726656","0,159008"
01/04/2013 19.00,,"1,910354","15,730863","2,779161","25,834772","86,783855","0,521619"
01/04/2013 20.00,,"1,618745","16,68458","3,032927","27,270223","82,888177","0,641676"
01/04/2013 21.00,,"1,611523","13,453066","2,557116","21,817219","80,403088","1,024882"
01/04/2013 22.00,,"1,561868","13,284851","2,528355","21,539464","74,842523","0,856212"
01/04/2013 23.00,,"1,024694","5,502853","0,914403","9,125987","92,16958","0,4068"
02/04/2013 0.00,,"1,461656","3,27017","0,508378","5,47702","98,006354","0,087716"
02/04/2013 1.00,,"1,15831","3,08058","0,158181","5,651583","95,341372","0,087665"
02/04/2013 2.00,,,"2,655615","0,251651","4,695053","92,551382","0,1615"
02/04/2013 3.00,,"0,868507",,,,"91,687246","0,264013"
02/04/2013 4.00,,"1,230535","5,488947","0,382341","9,915744",,"0,162161"
02/04/2013 5.00,,"1,412001","6,335148","0,687707","11,0663","78,099641","0,632625"
02/04/2013 6.00,,"1,484226","8,777091","1,747603","14,112411","77,177232","0,558587"
02/04/2013 7.00,,"1,407486","13,2896","3,578523","19,937246","68,279314","0,92247"
02/04/2013 8.00,,"1,558257","19,21841","5,311322","28,62262","59,126316","1,014864"
02/04/2013 9.00,,"1,656663","18,646274","6,844915","25,174825","63,194318","1,10492"
02/04/2013 10.00,,"1,837226","22,431602","8,946944","29,192376","53,770157","1,22518"
02/04/2013 11.00,,"1,672914","19,980514","7,58718","26,588844","67,017378","1,069528"
02/04/2013 12.00,,"1,691873","19,671534","8,352709","24,823094","79,291494","1,289708"
02/04/2013 13.00,,"1,607008","12,114069","5,52364","14,703588","90,100943","0,59764"
02/04/2013 14.00,,"1,571799","8,034673","3,210986","10,446571","101,212795","0,592301"
02/04/2013 15.00,,"1,585341","8,300914","3,320952","10,787255","101,678204","0,39602"
02/04/2013 16.00,,"1,65576","10,653654","3,901652","14,397944","97,918508","0,106734"
02/04/2013 17.00,,"1,827295","17,673905","6,75652","23,449934","88,086369","0,115989"
02/04/2013 18.00,,"1,919382","26,40078","8,333254","37,761579","70,222107","0,674525"
02/04/2013 19.00,,"1,936536","27,840861","8,352709","40,453998","62,38004","1,951674"
02/04/2013 20.00,,"1,663885","26,688058","6,947268","40,404689","63,671561","0,797684"
02/04/2013 21.00,,"1,618745","17,686794","3,531155","28,42339","72,929319","0,89435"
02/04/2013 22.00,,"1,55284","13,211252","2,060157","22,117039","77,28536","1,031848"
02/04/2013 23.00,,"1,076154","11,437446","1,586038","19,450546","74,651641","0,405529"
03/04/2013 0.00,,"1,066223","6,843887","0,856884","11,78013","77,846241","0,12921"
03/04/2013 1.00,,"1,518533","3,738887","0,435632","6,485467","73,483434","0,118887"
03/04/2013 2.00,,"1,195325","2,695973","0,182712","4,878053","72,053378","0,097632"
03/04/2013 3.00,,"1,356026","1,914212","0,201321","3,353701","73,830601","0,392715"
03/04/2013 4.00,,"1,307274","1,589298","0,053291","2,959149","80,550081","0,572927"
03/04/2013 5.00,,"1,196228","2,091933","0,17256","3,737872","81,279873","0,600894"
03/04/2013 6.00,,"1,043652","3,791458","0,359501","6,70286","82,060372","0,566927"
03/04/2013 7.00,,"1,054487","7,344485","1,393176","11,915109","72,461375","0,151228"
03/04/2013 8.00,,"1,2513","5,962751","1,766635","8,698337","77,439933","0,625811"
03/04/2013 9.00,,"1,074349","7,706368","2,962717","10,199325","83,318122","0,593928"
03/04/2013 10.00,,"1,211576","7,817611","2,880245","10,538718","92,279382","0,153923"
03/04/2013 11.00,,"1,024694","4,652242","1,108534","7,200594","99,262399","0,462837"
03/04/2013 12.00,,"1,212479","5,368546","1,56193","7,875488","99,941522","0,471278"
03/04/2013 13.00,,"1,332553","4,95511","1,372028","7,375808","101,488144","0,164042"
03/04/2013 14.00,,"1,143865","4,570506","1,204543","6,896892","97,377064","0,185857"
03/04/2013 15.00,,"0,888369","4,010554","0,690667","6,613956","98,195577","0,789802"
03/04/2013 16.00,,"0,86309","10,609565","2,927614","15,808078","91,588433","0,182094"
03/04/2013 17.00,,"0,981358","14,856853","3,426263","23,169595","82,764015","0,189264"
03/04/2013 18.00,,"1,295538","24,083647","7,0382","35,282002","68,389138","0,183009"
03/04/2013 19.00,,"0,954274","17,276746","2,655238","28,982764","60,646744","0,234317"
03/04/2013 20.00,,"1,003026","19,036302","4,613889","29,344227","53,841937","0,204112"
03/04/2013 21.00,,"0,896494","12,567868","1,825001","21,246793","54,570911",
03/04/2013 22.00,,"0,831491","14,552962","1,864757","24,984027","39,519454","0,228774"
03/04/2013 23.00,,"0,693361","5,357015","0,613691","9,308339","60,852009","1,377679"
04/04/2013 0.00,,"0,940283","6,066285","0,645418","10,704336","58,112792","1,047713"
04/04/2013 1.00,,"0,938926","5,867448","0,813744","9,978041","49,002747","1,085546"
04/04/2013 2.00,,,"3,304764","0,272799","5,904669","53,885868","1,009576"
04/04/2013 3.00,,"0,931704",,,,"51,434591","0,126413"
04/04/2013 4.00,,"0,873021","8,489825","1,63806","13,730834",,"0,866077"
04/04/2013 5.00,,"1,444502","19,141089","6,537013","26,594026","36,458305","2,02261"
04/04/2013 6.00,,"1,458044","27,618361","9,554713","38,184034","36,731161","2,372712"
04/04/2013 7.00,,"1,71354","29,49086","8,669917","43,124375","43,770758","0,247487"
04/04/2013 8.00,,"2,05029","21,84284","6,933311","31,155408","64,327875","0,554977"
04/04/2013 9.00,,"2,146891","28,495089","11,341223","37,120427","64,806815","0,890892"
04/04/2013 10.00,,"1,867922","15,096637","6,086156","19,547235","82,666017","0,214078"
04/04/2013 11.00,,"1,786669","10,819159","4,233663","14,205207","97,774909","0,517348"
04/04/2013 12.00,,"1,616939","13,964184","5,941084","17,603041","95,534788","0,228367"
04/04/2013 13.00,,"1,432766","11,505625","4,702708","14,798979","99,42797","0,566469"
04/04/2013 14.00,,"0,626552","9,575133","3,609822","12,782087","103,367513","0,539569"
04/04/2013 15.00,,"1,426445","10,946006","3,960019","14,867771","99,873112","0,222113"
04/04/2013 16.00,,"5,264307","13,977744","5,002575","19,068985","97,783349","0,106887"
04/04/2013 17.00,,,,,,,"2,45458"
04/04/2013 18.00,,"3,540835","13,057185","4,714659","17,742465","93,777869","1,031543"
04/04/2013 19.00,,"4,478859","17,441921","6,517135","23,373358","85,871583","0,536722"
04/04/2013 20.00,,"4,760537","15,170907","5,740611","20,219534","86,376718","0,546383"
04/04/2013 21.00,,"4,109608","9,954652","3,625471","13,484238","92,41792","0,057511"
04/04/2013 22.00,,"4,375938","5,263407","2,126982","6,807339","103,903112","0,022984"
04/04/2013 23.00,,"5,333823","10,531898","1,960765","17,142938","96,863497","0,03529"
05/04/2013 0.00,,"5,064785","6,925623","1,325928","11,216855","103,307582","0,108921"
05/04/2013 1.00,,"5,236319","6,486414","1,103882","10,717173","104,014512","0,285879"
05/04/2013 2.00,,"5,266112","6,567812","0,979537","11,063707","102,211193","0,278556"
05/04/2013 3.00,,"5,058465","4,092292","1,009143","6,2817","105,660031","0,283336"
05/04/2013 4.00,,"5,685921","6,69703","1,155057","11,041645","102,309968","0,296506"
05/04/2013 5.00,,"4,871583","6,542375","1,618181","10,035147","100,839433","0,329508"
05/04/2013 6.00,,"4,665741","7,272584","2,684422","9,796338","105,028192","0,304897"
05/04/2013 7.00,,"4,63956","14,802244","5,28637","20,211101","94,685895","0,211841"
05/04/2013 8.00,,"4,295587","15,511426","6,237991","20,10856","93,970448","0,212909"
05/04/2013 9.00,,"4,421079","13,035226","5,485575","16,524499","97,745343","0,238792"
05/04/2013 10.00,,,,,,,
05/04/2013 11.00,,,,,,,
05/04/2013 12.00,,,,,,,
05/04/2013 13.00,,,,,,,
05/04/2013 14.00,,,,,,,
05/04/2013 15.00,,,,,,,
05/04/2013 16.00,,,,,,,
05/04/2013 17.00,,,,,,,
05/04/2013 18.00,,,,,,,
05/04/2013 19.00,,,,,,,
05/04/2013 20.00,,,,,,,
05/04/2013 21.00,,,,,,,
05/04/2013 22.00,,,,,,,
05/04/2013 23.00,,,,,,,
06/04/2013 0.00,,,,,,,
06/04/2013 1.00,,,,,,,
06/04/2013 2.00,,,,,,,
06/04/2013 3.00,,,,,,,
