"NetC","","","","","","",""
"Stat","GROTTAGLIE","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10
18/03/2012 22.00,"4,934179","3,20185","11,13712","0,193262","97,515823","22,29999"
18/03/2012 23.00,"5,923905","3,558765","11,493789","0,191087","91,377308","22,29999"
19/03/2012 0.00,"5,719818","5,235616","13,169481","0,207822","83,385154","22,29999"
19/03/2012 1.00,"4,993779","3,724893","11,693524","0,181987","90,406916","24,5"
19/03/2012 2.00,"4,979331","2,375106","10,310949","0,18175","93,238777","24,5"
19/03/2012 3.00,"5,564497","1,868936","9,805127","0,18171","98,606846","24,5"
19/03/2012 4.00,"5,506703","2,028574","9,964655","0,202521","99,021708","24,5"
19/03/2012 5.00,"5,54463","2,289446","10,225347","0,20434","98,631123","24,5"
19/03/2012 6.00,"6,413349","4,016915","11,951621","0,235318","91,3723","24,5"
19/03/2012 7.00,"5,600618","10,072787","18,070748","0,270489","80,124885","24,5"
19/03/2012 8.00,"6,438634","9,558827","17,830807","0,242993","84,850346","24,5"
19/03/2012 9.00,"3,780101","8,629551","17,174538","0,241054","85,574369","24,5"
19/03/2012 10.00,"6,760113","5,425107","13,633797","0,236149","89,813562","24,5"
19/03/2012 11.00,"7,043667","5,329063","14,057907","0,23884","87,504392","24,5"
19/03/2012 12.00,"6,635496","5,001998","13,766088","0,226694","87,183077","24,5"
19/03/2012 13.00,"7,37779","4,625615","13,300476","0,21977","89,1538","24,5"
19/03/2012 14.00,"8,260956","5,003297","13,654548","0,234922","90,510454","24,5"
19/03/2012 15.00,"6,825132","4,900766","13,330305","0,219927","91,573654","24,5"
19/03/2012 16.00,,"5,239509","13,798512","0,229859","82,507615","24,5"
19/03/2012 17.00,,"5,419914","13,550791","0,238879","78,873185","24,5"
19/03/2012 18.00,"2,069249","8,905998","17,091532","0,238641","73,724331","24,5"
19/03/2012 19.00,"0,657248","14,164967","22,237916","0,303247","66,882492","24,5"
19/03/2012 20.00,"1,49867","8,00268","16,040982","0,251104","83,2966","24,5"
19/03/2012 21.00,"2,186615","7,467956","15,400276","0,241213","91,702885","24,5"
19/03/2012 22.00,"1,067126","7,133106","15,065657","0,289478","88,846769","24,5"
19/03/2012 23.00,"0,624747","6,610063","14,542976","0,298064","78,434085","24,5"
20/03/2012 0.00,"0,189591","10,979992","19,112217","0,303088","50,7604","24,5"
20/03/2012 1.00,,"6,793062","14,725851","0,262932","66,152746","42,799992"
20/03/2012 2.00,,,,"0,223093","87,193792","42,799992"
20/03/2012 3.00,,"3,288808","11,224019",,"89,458692","42,799992"
20/03/2012 4.00,,"3,587319","11,522323","0,162104",,"42,799992"
20/03/2012 5.00,,"3,53151","11,466552","0,164005","90,055479","42,799992"
20/03/2012 6.00,,"4,299851","12,234362","0,176088","85,409066","42,799992"
20/03/2012 7.00,,"5,131787","13,065723","0,171849","83,66529","42,799992"
20/03/2012 8.00,,"7,168147","15,751757","0,207185","80,647394","42,799992"
20/03/2012 9.00,,"6,31285","15,17979","0,225686","82,720225","42,799992"
20/03/2012 10.00,,"23,692643","39,551209","1,06215","60,162857","42,799992"
20/03/2012 11.00,,"43,263262","71,360812","1,824574","41,177099","42,799992"
20/03/2012 12.00,,"37,525369","60,660799","1,305464","52,160071","42,799992"
20/03/2012 13.00,,"23,708226","38,265906","0,826877","74,669601","42,799992"
20/03/2012 14.00,,"17,240934","28,517862","0,590655","94,443164","42,799992"
20/03/2012 15.00,,"15,155248","24,87208","0,487618","106,585705","42,799992"
20/03/2012 16.00,,"13,421295","22,793027","0,479893","105,752215","42,799992"
20/03/2012 17.00,,"12,402463","20,956513","0,385215","106,494335","42,799992"
20/03/2012 18.00,,"13,627651","21,739879","0,35471","97,23638","42,799992"
20/03/2012 19.00,,"30,71802","39,317774","0,353166","64,662859","42,799992"
20/03/2012 20.00,,"41,380039","49,955568","0,355146","50,543864","42,799992"
20/03/2012 21.00,,"39,88099","48,726018","0,347659","42,084486","42,799992"
20/03/2012 22.00,,"39,343682","48,18779","0,406764","35,351501","42,799992"
20/03/2012 23.00,,"24,111869","32,413984","0,49043","35,739966","42,799992"
21/03/2012 0.00,,"23,366877","31,912024","0,578137","29,04754","42,799992"
21/03/2012 1.00,,"34,510412","43,708032","0,572631","16,525923","36,5"
21/03/2012 2.00,,"21,007334","28,940681","0,361088","38,109189","36,5"
21/03/2012 3.00,,"8,915084","16,846403","0,254366","59,809163","36,5"
21/03/2012 4.00,,"6,222","14,15518","0,255714","55,507003","36,5"
21/03/2012 5.00,,"10,07019","18,000712","0,266805","44,44792","36,5"
21/03/2012 6.00,,"12,039055","20,272993","0,320246","47,281719","36,5"
21/03/2012 7.00,,"11,739249","20,34953","0,302854","40,455968","36,5"
21/03/2012 8.00,,"11,069545","20,734721","0,285265","42,227986","36,5"
21/03/2012 9.00,,"21,281209","35,498191","0,435168","41,450333","36,5"
21/03/2012 10.00,,"29,790049","50,103422","0,525885","38,321555","36,5"
21/03/2012 11.00,,"33,067178","53,900961","0,506673","44,571851","36,5"
21/03/2012 12.00,,"29,525275","45,395371","0,480012","65,665206","36,5"
21/03/2012 13.00,,"15,626375","26,261129","0,370516","103,367833","36,5"
21/03/2012 14.00,,"8,834616","17,209557","0,334903","118,050653","36,5"
21/03/2012 15.00,,"8,556871","16,682984","0,293902","111,568357","36,5"
21/03/2012 16.00,,"8,097423","16,462499","0,269142","105,731248","36,5"
21/03/2012 17.00,,"8,730784","16,760803","0,306142","103,037263","36,5"
21/03/2012 18.00,,"19,326592","27,720232","0,408825","91,44338","36,5"
21/03/2012 19.00,,"32,023687","39,945521","0,431325","78,175988","36,5"
21/03/2012 20.00,,"28,830913","36,800339","0,407596","77,317141","36,5"
21/03/2012 21.00,,"26,466189","34,839296","0,426413","60,000502","36,5"
21/03/2012 22.00,,"14,778869","22,706128","0,433465","64,128736","36,5"
21/03/2012 23.00,,"9,965063","17,895657","0,36806","86,117868","36,5"
22/03/2012 0.00,,"7,120127","15,052688","0,374478","95,728882","36,5"
22/03/2012 1.00,,"10,119509","18,140784","0,355899","68,067069","39,400002"
22/03/2012 2.00,,,,"0,366991","71,038557","39,400002"
22/03/2012 3.00,,"21,189051","29,176737",,"58,842344","39,400002"
22/03/2012 4.00,,"18,192264","26,117173","0,295131",,"39,400002"
22/03/2012 5.00,,"15,670502","23,597139","0,256659","56,022633","39,400002"
22/03/2012 6.00,,"32,484419","41,15819","0,348292","42,716641","39,400002"
22/03/2012 7.00,,"63,306297","93,906137","0,560931","10,725967","39,400002"
22/03/2012 8.00,,"37,0737","51,642907","0,356074","45,796222","39,400002"
22/03/2012 9.00,,"52,247118","77,898856","0,421844","37,192145","39,400002"
22/03/2012 10.00,,"46,017345","66,124933","0,7776","69,433677","39,400002"
22/03/2012 11.00,,"32,607726","46,868761","0,823136","87,457292","39,400002"
22/03/2012 12.00,,"16,386926","23,759276","0,671399","95,385397","39,400002"
22/03/2012 13.00,,"17,658841","27,705969","0,505176",,"39,400002"
22/03/2012 14.00,"9,405513","7,430317","16,194026","0,353401","108,606884","39,400002"
22/03/2012 15.00,"19,459247","5,826149","14,638952","0,35332","105,873911","39,400002"
22/03/2012 16.00,"15,885906","7,088979","16,649264","0,378543","100,268004","39,400002"
22/03/2012 17.00,"19,229923","13,038417","23,846157","0,719211","93,736492","39,400002"
22/03/2012 18.00,"17,276236","12,207785","21,049896","0,52122","93,407757","39,400002"
22/03/2012 19.00,"17,427901","19,100782","27,645014","0,651166","75,808646","39,400002"
22/03/2012 20.00,"17,182347","43,319055","52,467803","0,871267","52,47636","39,400002"
22/03/2012 21.00,"18,50586","55,62549","64,54522","0,602635","33,660895","39,400002"
22/03/2012 22.00,"12,67189","81,647825","113,483948","0,80346","5,571724","39,400002"
22/03/2012 23.00,"15,92563","82,558918","134,121445","1,107571","1,521563","39,400002"
23/03/2012 0.00,"16,806779","74,871642","101,182158","0,795478","4,743166","39,400002"
23/03/2012 1.00,"16,572045","60,906527","72,214233","0,633884","11,222444","30,5"
23/03/2012 2.00,"20,634705","39,456603","48,936127","0,573222","32,092869","30,5"
23/03/2012 3.00,"19,554936","9,898871","18,228977","0,497274","71,967952","30,5"
23/03/2012 4.00,"17,501928","6,372553","14,321193","0,418612","68,294458","30,5"
23/03/2012 5.00,"16,785106","6,916361","14,908724","0,395744","67,971423","30,5"
23/03/2012 6.00,"17,341243","8,869656","16,938488","0,381935","62,389755","30,5"
23/03/2012 7.00,"19,188389","42,889467","67,148254","0,450939","22,479979","30,5"
23/03/2012 8.00,"19,354517","53,654025","95,314653","0,475643","9,565805","30,5"
23/03/2012 9.00,"21,586261","41,232086","74,926213","0,607504","29,065135","30,5"
23/03/2012 10.00,"13,827487","23,490181","37,581104","0,381297","68,860499","30,5"
23/03/2012 11.00,"20,179679","14,266208","25,172971","0,387364","88,914539","30,5"
23/03/2012 12.00,"16,877185","8,668488","18,484483","0,381855","101,250702","30,5"
23/03/2012 13.00,"24,321788","17,601739","29,468547","0,383572","97,239173","30,5"
23/03/2012 14.00,"21,3714","12,022189","21,828079","0,341786","106,833048","30,5"
23/03/2012 15.00,"17,552504","5,888445","14,542978","0,32722","105,622383","30,5"
23/03/2012 16.00,"17,299709","5,830042","14,583183","0,330372","100,580317","30,5"
23/03/2012 17.00,"14,273483","8,930657","17,621994","0,321432","93,192636","30,5"
23/03/2012 18.00,"18,186278","18,441463","27,300013","0,278529","90,834167","30,5"
23/03/2012 19.00,"1,715346","22,384396","31,180531","0,304152","84,240508","30,5"
23/03/2012 20.00,"20,687071","30,858186","39,469531","0,303713","67,202453","30,5"
23/03/2012 21.00,"16,420359","51,650099","61,3326","0,317481","33,572258","30,5"
23/03/2012 22.00,"18,063497","57,447701","70,442571","0,451218","11,79366","30,5"
23/03/2012 23.00,"18,525733","64,898782","78,269821","0,446748","9,900946","30,5"
24/03/2012 0.00,"17,240123","42,601348","51,980146","0,42835","30,55917","30,5"
24/03/2012 1.00,,"61,722893","74,560449","0,514714","5,658393","34,900002"
24/03/2012 2.00,"25,040441",,,"0,452097","26,831374","34,900002"
24/03/2012 3.00,"12,101313","28,666079","37,350269",,"36,862671","34,900002"
24/03/2012 4.00,"24,365132","26,938626","35,4515","0,405888",,"34,900002"
24/03/2012 5.00,"11,144326","19,199404","27,294812","0,382868","41,784239","34,900002"
24/03/2012 6.00,"12,601474","28,253356","39,84694","0,375631","26,353252","34,900002"
24/03/2012 7.00,"11,550597","56,732576","80,889704","0,513829","17,962388","34,900002"
24/03/2012 8.00,"13,74985","75,519279","196,52759","0,761162","1,965911","34,900002"
24/03/2012 9.00,"22,570341","37,91083","60,522007","0,439403","44,184223","34,900002"
24/03/2012 10.00,"27,479838","31,533087","47,366796","0,452445","63,351144","34,900002"
24/03/2012 11.00,"29,58881","18,724393","30,485385","0,434553","83,873409","34,900002"
24/03/2012 12.00,"30,538566","22,881478","36,622657","0,62368","83,399157","34,900002"
24/03/2012 13.00,"32,432667","30,411735","46,464102","0,660934","75,917214","34,900002"
24/03/2012 14.00,"8,908965","9,981934","19,274336","0,380124","106,563125","34,900002"
24/03/2012 15.00,"11,917134","4,219382","12,444472","0,346331","109,534993","34,900002"
24/03/2012 16.00,"8,943272","6,268723","14,801075","0,349073","116,20907","34,900002"
24/03/2012 17.00,"12,047138","9,904062","19,149827","0,763946","98,255425","34,900002"
24/03/2012 18.00,"24,094285","9,025402","17,055216","0,272819","93,809148","34,900002"
24/03/2012 19.00,"12,406464","9,105871","17,042246","0,316512","100,251467","34,900002"
24/03/2012 20.00,"19,665088","5,844319","13,777761","0,294844","97,03568","34,900002"
24/03/2012 21.00,"16,962064","7,358934","15,291331","0,331819","82,062473","34,900002"
24/03/2012 22.00,"19,39423","8,094828","16,037091","0,309355","83,670358","34,900002"
24/03/2012 23.00,"19,468257","17,181224","25,320825","0,358178","67,470245","34,900002"
25/03/2012 0.00,"14,434178","7,538041","15,470314","0,322277","88,448826","34,900002"
25/03/2012 1.00,"11,043216","6,327127","14,260235","0,316353","89,50354","28,4"
25/03/2012 2.00,"4,815609","4,917637","12,851722","0,299973","89,44112","28,4"
25/03/2012 3.00,"18,197098","9,089","17,136926","0,311065","77,399538","28,4"
25/03/2012 4.00,"19,591051","10,075381","18,083716","0,307209","66,226117","28,4"
25/03/2012 5.00,"12,491323","16,070246","24,333832","0,296316","61,710975","28,4"
25/03/2012 6.00,"21,403903","16,739948","24,984906","0,260891","46,198933","28,4"
25/03/2012 7.00,"14,695995","15,856097","24,394786","0,267451","46,066187","28,4"
25/03/2012 8.00,"6,933609","12,429713","21,467515","0,256358","71,045483","28,4"
25/03/2012 9.00,"22,386152","7,670423","16,149928","0,367084","98,161422","28,4"
25/03/2012 10.00,"16,189246","10,111721","18,947502","0,409903","100,184732","28,4"
25/03/2012 11.00,"23,798165","3,591212","11,779125","0,356945","116,01025","28,4"
25/03/2012 12.00,"19,062007","4,05066","12,112445","0,355355","115,698904","28,4"
25/03/2012 13.00,"10,006787","6,29468","14,261533","0,368316","116,307342","28,4"
25/03/2012 14.00,"15,414638","4,074021","12,138385","0,334522","119,891917","28,4"
25/03/2012 15.00,"16,889837","3,714509","11,649425","0,345178","120,624487","28,4"
25/03/2012 16.00,"14,293345","3,579532","11,514542","0,330825","124,024603","28,4"
25/03/2012 17.00,"17,007199","3,527617","11,462662","0,309792","122,64129","28,4"
25/03/2012 18.00,"13,784153","5,791106","13,724586","0,326412","116,869075","28,4"
25/03/2012 19.00,"14,105556","7,650956","15,642811","0,328957","106,25891","28,4"
25/03/2012 20.00,"13,572892","8,85538","16,833433","0,343468","101,324111","28,4"
25/03/2012 21.00,"17,267206","12,286951","20,371575","0,412329","87,303716","28,4"
25/03/2012 22.00,"13,818466","37,678501","46,103557","0,512717","55,435843","28,4"
25/03/2012 23.00,"11,436836","5,281042","13,271941","0,337744","105,684247","28,4"
26/03/2012 0.00,"16,32106","4,743723","12,677926","0,328002","112,36187","28,4"
26/03/2012 1.00,,"3,270638","11,205861","0,294247","111,609278","22,700001"
26/03/2012 2.00,"16,499818",,,"0,277788","101,572352","22,700001"
26/03/2012 3.00,"22,25435","5,758659","13,69216",,"93,296159","22,700001"
26/03/2012 4.00,"20,528175","5,400446","13,334195","0,222344",,"22,700001"
26/03/2012 5.00,"11,321274","7,125318","15,057875","0,232049","91,649803","22,700001"
26/03/2012 6.00,"13,023986","19,697786","27,75396","0,246509","75,187803","22,700001"
26/03/2012 7.00,"17,863066","42,430011","54,689526","0,272731","52,150737","22,700001"
26/03/2012 8.00,"17,743894","15,478417","24,310487","0,316819","83,05514","22,700001"
26/03/2012 9.00,,"6,767105","15,247234","0,230664","96,404107","22,700001"
26/03/2012 10.00,,"5,815765","14,589667","0,234268","103,591257","22,700001"
26/03/2012 11.00,"15,459773","5,092851","13,428874","0,244329","105,311958","22,700001"
26/03/2012 12.00,"20,687071","5,278445","13,406827","0,238545","107,807763","22,700001"
26/03/2012 13.00,"14,389045","4,018213","12,155247","0,267027","109,654338","22,700001"
26/03/2012 14.00,"13,181072","3,844298","11,779125","0,288259","109,508441","22,700001"
26/03/2012 15.00,"12,511184","3,197958","11,382249","0,312581","107,735525","22,700001"
26/03/2012 16.00,"12,224096","3,649616","11,856943","0,314047","108,248324","22,700001"
26/03/2012 17.00,"15,981606","3,114893","11,120261","0,307986","109,124348","22,700001"
26/03/2012 18.00,"12,372151","3,518531","11,463957","0,318761","105,423479","22,700001"
26/03/2012 19.00,"15,822709","3,990958","11,925681","0,29131","102,731009","22,700001"
26/03/2012 20.00,"11,525314","3,730084","11,664989","0,283863","100,870909","22,700001"
26/03/2012 21.00,"14,416127","4,999404","13,102037","0,253004","97,371684","22,700001"
26/03/2012 22.00,"15,188936","4,058445","11,993125","0,233238","101,450176","22,700001"
26/03/2012 23.00,"16,953023","3,270638","11,205861","0,223334","101,446607","22,700001"
27/03/2012 0.00,"16,275925","3,865064","11,799875","0,218383","93,755183","22,700001"
27/03/2012 1.00,"12,585222","4,541254","12,475599","0,227295","84,860179",22
27/03/2012 2.00,"13,238858","4,327106","12,261598","0,199686","77,170193",22
27/03/2012 3.00,"11,808793","4,282977","12,2175","0,192754","75,907237",22
27/03/2012 4.00,"15,030039","3,883234","11,818034","0,200478","72,855704",22
27/03/2012 5.00,"12,16992","4,64768","12,794654","0,181068","65,47682",22
27/03/2012 6.00,"14,34209","7,840447","15,946304","0,194458","62,633365",22
27/03/2012 7.00,"14,667103","7,698977","15,773804","0,22484","61,974714",22
27/03/2012 8.00,"15,277404","12,260992","22,405235","0,216997","60,379933",22
27/03/2012 9.00,"15,83354","4,468573","12,884146","0,239021","83,828227",22
27/03/2012 10.00,"17,02345","5,262872","15,041015","0,296222","88,376543",22
27/03/2012 11.00,"17,704169","4,233659","13,249892","0,31571","91,797831",22
27/03/2012 12.00,"17,380956","2,842339","11,146201","0,328862","95,239127",22
27/03/2012 13.00,"3,396385","2,110339","10,368015","0,331001","95,583821",22
27/03/2012 14.00,"16,736352","2,215467","10,16439","0,325456","98,08611",22
27/03/2012 15.00,"16,088136","3,194063","11,588469","0,292299","99,212468",22
27/03/2012 16.00,"14,271672","4,028595","13,020327","0,311235","98,869927",22
27/03/2012 17.00,"15,768544","3,666489","12,351089","0,326129","103,962419",22
27/03/2012 18.00,"18,002099","3,574341","11,615706","0,321612","100,919547",22
27/03/2012 19.00,"15,739651","3,810553","11,745402","0,308659","99,585077",22
27/03/2012 20.00,"14,455851","3,587319","11,522323","0,320108","97,802922",22
27/03/2012 21.00,"13,446499","3,624957","11,559934","0,316503","96,744509",22
27/03/2012 22.00,"14,410706","2,905936","10,841411","0,303312","98,342129",22
27/03/2012 23.00,"14,331258","5,879362","13,812779","0,27495","89,269051",22
28/03/2012 0.00,"25,390715","5,309595","13,243408","0,265284","83,457772",22
28/03/2012 1.00,,"1,902681","9,888133","0,304659","93,41835","18,29999"
28/03/2012 2.00,"8,941466",,,"0,341222","99,211768","18,29999"
28/03/2012 3.00,"12,854259","4,202511","12,354981",,"97,330207","18,29999"
28/03/2012 4.00,"6,57429","3,395234","11,345933","0,230333",,"18,29999"
28/03/2012 5.00,"15,176294","4,899467","13,220061","0,209211","93,79363","18,29999"
28/03/2012 6.00,"10,472638","7,050041","15,005997","0,190532","87,857945","18,29999"
28/03/2012 7.00,"10,492501","17,397966","26,711174","0,183163","72,284656","18,29999"
28/03/2012 8.00,"9,483155","6,99553","15,862","0,173783","88,820057","18,29999"
28/03/2012 9.00,"14,204865","8,076659","16,942379","0,187221","88,100258","18,29999"
28/03/2012 10.00,"16,492587","7,761276","16,627215","0,175005","93,727154","18,29999"
28/03/2012 11.00,"12,224096","4,632107","13,072206","0,189468","101,220375","18,29999"
28/03/2012 12.00,"16,92233","4,255722","12,314775","0,18068","105,011616","18,29999"
28/03/2012 13.00,"20,887491","4,440019","12,514508","0,178907","108,318225","18,29999"
28/03/2012 14.00,"12,117565","4,608744","12,629939","0,153805","108,749327","18,29999"
28/03/2012 15.00,"7,085282","3,772915","11,73373","0,194118","108,179656","18,29999"
28/03/2012 16.00,"6,399144","4,016915","11,959403","0,196522","109,228944","18,29999"
28/03/2012 17.00,"10,344436","3,937745","11,991826","0,230569","108,825833","18,29999"
