Stat,Torchiarolo_Via Fanin,,,,,,  ,
,,,,,,,,
Parm,SO2,NO2,NOX,PM10,PM2.5,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,
,,,,,,
,,,,,,,
12/04/2014 5.00,"1,1","14,3","27,7",,"9,6",,,
12/04/2014 6.00,"1,4","17,9","41,9","21,0","11,3",,,
12/04/2014 7.00,"1,2","18,4","50,2",,"14,6",,,
12/04/2014 8.00,"1,3","23,6","50,4","18,6","26,4",,,
12/04/2014 9.00,"2,0","28,2","49,3",,"19,1",,,
12/04/2014 10.00,"2,8","4,8","7,0","27,8","15,3",,,
12/04/2014 11.00,"3,5","5,4","7,9",,"1,4",,,
12/04/2014 12.00,"3,1","6,5","8,9","21,2","3,6",,,
12/04/2014 13.00,"2,9","5,9","7,9",,"5,2",,,
12/04/2014 14.00,"2,5","3,2","4,7","16,6","3,4",,,
12/04/2014 15.00,"2,7","2,6","3,6",,"2,2",,,
12/04/2014 16.00,"1,9","2,9","4,1","11,0","1,4",,,
12/04/2014 17.00,"2,7","3,6","4,7",,"2,4",,,
12/04/2014 18.00,"2,1","5,2","6,4","7,1","4,7",,,
12/04/2014 19.00,"2,0","5,2","6,7",,"5,8",,,
12/04/2014 20.00,"1,7","9,6","11,6","15,6","4,9",,,
12/04/2014 21.00,"1,5","22,0","26,5",,"6,4",,,
12/04/2014 22.00,"1,3","32,2","39,1","11,7","5,5",,,
12/04/2014 23.00,"1,2","25,2","32,6",,"9,7",,,
13/04/2014 0.00,"1,3","23,8","31,4","16,6","20,7",,,
13/04/2014 1.00,"1,0","15,5","25,0",,"17,8",,,
13/04/2014 2.00,"1,1","28,0","38,2","18,1","15,6",,,
13/04/2014 3.00,"1,4","31,8","45,3",,"21,1",,,
13/04/2014 4.00,"1,4","13,4","17,2","22,0","11,4",,,
13/04/2014 5.00,"1,3","10,7","13,2",,"9,5",,,
13/04/2014 6.00,"1,5","11,1","14,5","22,7","9,2",,,
13/04/2014 7.00,"1,5","11,0","17,8",,"9,8",,,
13/04/2014 8.00,"1,6","12,7","15,9","19,5","6,2",,,
13/04/2014 9.00,"1,8","8,0","9,9",,"7,5",,,
13/04/2014 10.00,"1,7","5,6","7,1","16,8","4,6",,,
13/04/2014 11.00,"2,0","5,1","6,5",,"9,1",,,
13/04/2014 12.00,"1,7","4,9","6,5","12,7","6,8",,,
13/04/2014 13.00,"1,7","7,2","11,0",,"9,1",,,
13/04/2014 14.00,"1,8","5,8","8,7","13,4","9,2",,,
13/04/2014 15.00,"1,9","4,4","7,0",,"6,8",,,
13/04/2014 16.00,"1,7","5,6","9,1","12,7","1,6",,,
13/04/2014 17.00,"1,5","4,6","7,1",,"1,2",,,
13/04/2014 18.00,"1,8","5,5","8,0","10,7","1,8",,,
13/04/2014 19.00,"0,9","4,7","7,3",,"1,8",,,
13/04/2014 20.00,"1,6","4,6","6,7","8,8","3,3",,,
13/04/2014 21.00,"1,2","2,5","4,5",,"14,2",,,
13/04/2014 22.00,"0,2","2,0","3,8","13,4","8,9",,,
13/04/2014 23.00,"1,3","2,5","4,0",,"8,0",,,
14/04/2014 0.00,"1,7","2,1","3,8","7,6","5,8",,,
14/04/2014 1.00,"1,8",,,,"4,9",,,
14/04/2014 2.00,,"2,8","4,8","7,8","3,4",,,
14/04/2014 3.00,"1,0","2,9","5,0",,"7,9",,,
14/04/2014 4.00,"1,4","5,5","9,1","8,5","5,8",,,
14/04/2014 5.00,"1,1","5,5","9,9",,"2,8",,,
14/04/2014 6.00,"1,5","5,4","8,8","10,3","4,8",,,
14/04/2014 7.00,"1,7","11,1","15,8",,"6,1",,,
14/04/2014 8.00,"1,6","22,0","29,9","5,9","4,0",,,
14/04/2014 9.00,"1,7","15,4","22,5",,"3,7",,,
14/04/2014 10.00,"1,7","9,8","13,7","6,6","8,5",,,
14/04/2014 11.00,"1,6","3,5","5,8",,"8,0",,,
14/04/2014 12.00,"1,2","1,7","3,1","9,8","6,1",,,
14/04/2014 13.00,"1,8","1,8","2,9",,"4,9",,,
14/04/2014 14.00,"3,3","5,8","7,9","12,9","6,4",,,
14/04/2014 15.00,"4,5","8,0","10,7",,"7,0",,,
14/04/2014 16.00,"3,6","5,3","7,4","9,5","7,0",,,
14/04/2014 17.00,"3,7","4,4","6,4",,"4,9",,,
14/04/2014 18.00,"3,6","4,3","7,0","11,2","6,7",,,
14/04/2014 19.00,"4,0","9,7","13,6",,"7,6",,,
14/04/2014 20.00,"3,1","12,2","18,4","12,2","8,9",,,
14/04/2014 21.00,"2,4","13,9","19,0",,"15,0",,,
14/04/2014 22.00,"2,3","28,0","34,7","12,7","24,3",,,
14/04/2014 23.00,"2,1","29,4","38,6",,"21,4",,,
15/04/2014 0.00,"1,7","18,5","27,3","22,0","31,6",,,
15/04/2014 1.00,"1,6","9,9","16,2",,"19,2",,,
15/04/2014 2.00,"1,5","6,4","11,4","20,8","14,5",,,
15/04/2014 3.00,"1,6","4,5","7,8",,"7,7",,,
15/04/2014 4.00,"1,5","4,8","7,7","18,8","2,6",,,
15/04/2014 5.00,"1,3","5,5","8,1",,"5,8",,,
15/04/2014 6.00,"1,4","7,4","10,4","12,9","3,4",,,
15/04/2014 7.00,"1,5","12,0","15,6",,"1,6",,,
15/04/2014 8.00,"1,7","12,2","16,9","9,5","5,1",,,
15/04/2014 9.00,"1,9","7,8","11,1",,"10,6",,,
15/04/2014 10.00,"1,8","6,1","8,2","15,1","8,9",,,
15/04/2014 11.00,"2,6","5,7","7,8",,"6,2",,,
15/04/2014 12.00,"1,9","3,5","5,1","9,0","6,4",,,
15/04/2014 13.00,"2,4","3,0","4,5",,"7,6",,,
15/04/2014 14.00,"2,3","3,0","4,4","8,3","3,7",,,
15/04/2014 15.00,"1,8","3,1","4,5",,"3,7",,,
15/04/2014 16.00,"2,3","4,9","6,2","5,6","0,9",,,
15/04/2014 17.00,"2,4","5,3","6,7",,"3,0",,,
15/04/2014 18.00,"2,0","6,8","8,2","6,8","3,8",,,
15/04/2014 19.00,"2,0","2,8","3,9",,"5,8",,,
15/04/2014 20.00,"1,7","2,7","3,7","8,5","5,2",,,
15/04/2014 21.00,"1,7","2,8","3,7",,"4,6",,,
15/04/2014 22.00,"1,9","2,1","2,8","20,3","4,3",,,
15/04/2014 23.00,"2,3","2,1","3,2",,"4,9",,,
16/04/2014 0.00,"1,6","2,9","4,9","11,5","3,8",,,
16/04/2014 1.00,"1,7",,,,"1,3",,,
16/04/2014 2.00,,"5,5","8,2","7,1","1,2",,,
16/04/2014 3.00,"1,8","4,0","5,7",,,,,
16/04/2014 4.00,"1,7","3,8","5,2","8,3","1,5",,,
16/04/2014 5.00,"1,9","5,4","7,7",,,,,
16/04/2014 6.00,"1,8","4,3","6,0","5,4","3,6",,,
16/04/2014 7.00,"1,8","6,9","8,7",,"4,0",,,
16/04/2014 8.00,"1,6","10,8","13,1","3,4","3,1",,,
16/04/2014 9.00,"2,3","2,7","4,4",,"2,5",,,
16/04/2014 10.00,"2,2","2,7","4,1","1,7","10,3",,,
16/04/2014 11.00,"2,1","5,9","7,8",,"6,2",,,
16/04/2014 12.00,"2,1","3,5","4,8","4,4","3,4",,,
16/04/2014 13.00,"2,4","4,9","6,5",,"4,9",,,
16/04/2014 14.00,"3,4","3,5","5,2","4,2","3,7",,,
16/04/2014 15.00,"2,6","2,9","4,2",,"1,6",,,
16/04/2014 16.00,"2,6","2,1","3,4","3,7","2,4",,,
16/04/2014 17.00,"2,3","1,9","3,1",,"3,0",,,
16/04/2014 18.00,"2,3","3,1","4,6","4,6","2,5",,,
16/04/2014 19.00,"1,5","6,2","8,0",,"1,2",,,
16/04/2014 20.00,"1,6","9,4","11,3","3,2","3,9",,,
16/04/2014 21.00,"1,8","6,2","7,7",,"8,5",,,
16/04/2014 22.00,"1,3","8,7","10,7","3,9","5,3",,,
16/04/2014 23.00,"1,8","7,4","9,1",,"8,8",,,
17/04/2014 0.00,"1,6","5,8","7,6","7,1","5,9",,,
17/04/2014 1.00,"1,5","5,9","7,5",,"2,8",,,
17/04/2014 2.00,"1,8","4,6","6,1","4,6","7,5",,,
17/04/2014 3.00,"1,8","6,9","9,1",,"4,3",,,
17/04/2014 4.00,"1,6","5,2","6,9","3,7",,,,
17/04/2014 5.00,"1,7","7,4","9,2",,,,,
17/04/2014 6.00,"1,8","8,2","10,4","4,6","3,7",,,
17/04/2014 7.00,"1,8","10,0","12,7",,"2,2",,,
17/04/2014 8.00,"2,3","14,7","18,8","3,4","2,4",,,
17/04/2014 9.00,"2,3","11,4","16,0",,"3,7",,,
17/04/2014 10.00,"2,3","6,2","9,0","2,7","3,1",,,
17/04/2014 11.00,"3,1","4,7","7,6",,"5,2",,,
17/04/2014 12.00,"3,9","5,7","8,7","5,4","4,3",,,
17/04/2014 13.00,"1,9","4,4","6,5",,"4,3",,,
17/04/2014 14.00,"2,3","3,7","5,9","4,9","4,9",,,
17/04/2014 15.00,"4,4","4,2","6,4",,"1,6",,,
17/04/2014 16.00,"3,0","3,3","5,0","10,3","1,5",,,
17/04/2014 17.00,"1,9","4,2","6,1",,,,,
17/04/2014 18.00,"2,3","4,3","5,8","6,3","1,5",,,
17/04/2014 19.00,"1,9","5,3","6,9",,"4,2",,,
17/04/2014 20.00,"1,7","6,9","8,5","3,7","4,3",,,
17/04/2014 21.00,"2,3","5,8","7,3",,"3,1",,,
17/04/2014 22.00,"1,9","7,0","8,8","3,2","3,4",,,
17/04/2014 23.00,"1,8","8,8","11,1",,"4,8",,,
18/04/2014 0.00,"1,6","8,3","10,5","3,2","4,9",,,
18/04/2014 1.00,"1,6",,,,"7,0",,,
18/04/2014 2.00,,"5,1","7,0","5,1","7,0",,,
18/04/2014 3.00,"1,3","5,0","6,9",,"5,8",,,
18/04/2014 4.00,"1,5","6,0","8,3","7,1","7,5",,,
18/04/2014 5.00,"1,7","5,1","7,0",,"5,2",,,
18/04/2014 6.00,"1,7","6,9","8,9","4,4","3,4",,,
18/04/2014 7.00,"1,9","10,3","13,1",,"3,7",,,
18/04/2014 8.00,"2,2","10,6","14,4","7,8","3,4",,,
18/04/2014 9.00,"2,8","6,5","9,7",,"1,5",,,
18/04/2014 10.00,"2,9","6,4","9,5","4,9",,,,
18/04/2014 11.00,"3,1","4,3","6,8",,"2,4",,,
18/04/2014 12.00,"2,7","4,2","6,2","5,1","2,5",,,
18/04/2014 13.00,"2,6","3,4","5,3",,"2,5",,,
18/04/2014 14.00,"2,4","4,5","6,5","12,0","5,2",,,
18/04/2014 15.00,"2,2","6,1","8,1",,"3,4",,,
18/04/2014 16.00,"2,2","6,1","8,0","6,6","1,5",,,
18/04/2014 17.00,"2,0","8,5","10,9",,"6,0",,,
18/04/2014 18.00,"2,0","9,4","12,0","7,8","7,0",,,
18/04/2014 19.00,"2,1","10,6","13,5",,"8,8",,,
18/04/2014 20.00,"2,2","11,1","13,6","4,9","8,3",,,
18/04/2014 21.00,"2,1","12,4","15,0",,"9,8",,,
18/04/2014 22.00,"2,3","13,3","16,8","12,2","12,2",,,
18/04/2014 23.00,"2,2","14,6","17,1",,"8,9",,,
19/04/2014 0.00,"2,2","10,7","13,3","16,1","8,9",,,
19/04/2014 1.00,"2,0","8,6","11,3",,"13,4",,,
19/04/2014 2.00,"2,0","10,8","14,6","14,4","10,8",,,
19/04/2014 3.00,"2,2","10,7","14,8",,"12,5",,,
19/04/2014 4.00,"1,9","12,0","16,4","14,2","11,9",,,
19/04/2014 5.00,"1,9","14,1","18,4",,"8,6",,,
19/04/2014 6.00,"2,2","14,6","20,7","10,0","10,4",,,
19/04/2014 7.00,"2,4","17,3","26,1",,"14,3",,,
19/04/2014 8.00,"3,3","16,0","24,9","18,8","14,4",,,
19/04/2014 9.00,"4,9","14,7","22,0",,"12,3",,,
19/04/2014 10.00,"7,0","11,8","16,1","20,0","7,7",,,
19/04/2014 11.00,"6,7","8,6","11,5",,"4,9",,,
19/04/2014 12.00,"4,0","4,5","6,1","20,8","6,4",,,
19/04/2014 13.00,"3,7","4,7","6,3",,"8,5",,,
19/04/2014 14.00,"2,7","3,0","4,2","13,2","7,6",,,
19/04/2014 15.00,"2,0","2,4","3,6",,"5,2",,,
19/04/2014 16.00,"2,1","2,5","3,5","8,8","6,4",,,
19/04/2014 17.00,"2,2","2,8","4,0",,"5,8",,,
19/04/2014 18.00,"1,9","3,5","5,0","11,5","2,5",,,
19/04/2014 19.00,"2,0","4,4","5,5",,"6,3",,,
19/04/2014 20.00,"1,9","6,0","7,0","8,1","7,0",,,
19/04/2014 21.00,"1,7","8,1","9,3",,"11,9",,,
19/04/2014 22.00,"1,9","9,7","11,3","14,2","11,0",,,
19/04/2014 23.00,"2,0","7,2","8,6",,"14,6",,,
20/04/2014 0.00,"2,2","7,6","9,3","15,4","15,6",,,
20/04/2014 1.00,"2,1",,,,"5,0",,,
20/04/2014 2.00,,"5,5","6,7","18,1","12,2",,,
20/04/2014 3.00,"2,3","5,1","6,6",,"8,3",,,
20/04/2014 4.00,"1,9","3,2","4,2","18,1","7,7",,,
20/04/2014 5.00,"2,3","4,3","5,2",,"9,2",,,
20/04/2014 6.00,"2,3","2,5","3,3","23,0","9,8",,,
20/04/2014 7.00,"2,2","2,8","3,8",,"7,7",,,
20/04/2014 8.00,"2,3","3,3","4,4","25,4","9,8",,,
20/04/2014 9.00,"2,6","2,5","3,6",,"14,9",,,
20/04/2014 10.00,"2,5","2,4","3,6","22,0","9,6",,,
20/04/2014 11.00,"2,5","2,1","3,2",,"7,6",,,
20/04/2014 12.00,"2,1","2,2","3,2","20,0","7,0",,,
20/04/2014 13.00,"2,0","2,6","3,7",,"11,0",,,
20/04/2014 14.00,"1,7","2,4","3,4","18,3","11,9",,,
20/04/2014 15.00,"1,9","1,2","2,1",,"11,9",,,
20/04/2014 16.00,"2,0","1,7","2,8","21,7","12,4",,,
20/04/2014 17.00,"1,9","1,5","2,6",,"14,1",,,
20/04/2014 18.00,"2,0","2,6","3,7","18,8","11,7",,,
20/04/2014 19.00,"1,5","3,7","4,8",,"13,1",,,
20/04/2014 20.00,"1,9","6,5","7,6","25,9","16,2",,,
20/04/2014 21.00,"2,0","10,9","12,2",,"20,4",,,
20/04/2014 22.00,"1,5","9,4","10,8","26,1","17,2",,,
20/04/2014 23.00,"1,6","5,4","6,2",,"14,7",,,
21/04/2014 0.00,"1,7","5,9","7,0","39,8","17,9",,,
21/04/2014 1.00,"1,8","4,5","5,3",,"12,6",,,
21/04/2014 2.00,"1,5","3,1","4,0","40,0","9,2",,,
21/04/2014 3.00,"1,7","1,5","2,5",,"11,3",,,
21/04/2014 4.00,"2,0","0,9","1,7","37,4","10,4",,,
21/04/2014 5.00,"1,9","0,9","1,7",,"11,3",,,
21/04/2014 6.00,"2,2","1,2","1,9","33,0","9,5",,,
21/04/2014 7.00,"2,2","1,9","2,8",,"9,9",,,
21/04/2014 8.00,"2,2","3,8","5,1","26,4","8,9",,,
21/04/2014 9.00,"2,3","3,9","5,4",,"11,9",,,
21/04/2014 10.00,"2,3","3,2","4,6","25,4","12,2",,,
21/04/2014 11.00,"2,4","3,2","4,6",,"8,6",,,
21/04/2014 12.00,"2,1","2,7","4,0","21,7","12,8",,,
21/04/2014 13.00,"2,3","2,9","4,4",,"11,9",,,
21/04/2014 14.00,"2,0","2,5","3,8","15,4","8,9",,,
21/04/2014 15.00,"1,9","1,3","2,4",,"8,9",,,
21/04/2014 16.00,"2,0","1,4","2,6","16,1","9,8",,,
21/04/2014 17.00,"2,1","1,8","3,0",,"8,0",,,
21/04/2014 18.00,"2,1","2,0","2,5","20,8","13,1",,,
21/04/2014 19.00,"2,3","3,1","4,3",,"16,2",,,
21/04/2014 20.00,"2,4","5,6","6,9","24,7","14,0",,,
21/04/2014 21.00,"2,3","11,9","13,7",,"22,2",,,
21/04/2014 22.00,"1,9","11,0","12,4","36,6","23,2",,,
21/04/2014 23.00,"1,6","7,4","8,9",,"24,5",,,
22/04/2014 0.00,"1,3","4,4","5,5","57,6","25,1",,,
22/04/2014 1.00,"1,5",,,,"27,8",,,
22/04/2014 2.00,,"5,1","9,4","58,6","21,2",,,
22/04/2014 3.00,"1,2","5,3","10,1",,"12,7",,,
22/04/2014 4.00,"1,1","5,9","13,2","59,3","11,6",,,
22/04/2014 5.00,"1,5","6,6","12,8",,"6,5",,,
22/04/2014 6.00,"1,6","7,8","15,1","43,5","3,4",,,
22/04/2014 7.00,"1,4","10,6","18,4",,"5,8",,,
22/04/2014 8.00,"1,7","13,4","23,1","28,3","17,3",,,
22/04/2014 9.00,"2,1","15,2","20,8",,"14,7",,,
22/04/2014 10.00,"1,9","5,9","8,9","54,2","19,2",,,
22/04/2014 11.00,"1,8","4,8","7,0",,"15,4",,,
22/04/2014 12.00,"1,8","4,3","6,5","27,1","9,3",,,
22/04/2014 13.00,"1,8","3,1","4,9",,"11,3",,,
22/04/2014 14.00,"1,8","3,0","4,9","13,7","10,0",,,
22/04/2014 15.00,"1,7","2,3","3,9",,"10,1",,,
22/04/2014 16.00,"1,7","2,4","4,0","6,8","13,1",,,
22/04/2014 17.00,"0,7","2,2","3,7",,"8,3",,,
22/04/2014 18.00,"1,7","2,2","3,6","5,9","12,8",,,
22/04/2014 19.00,"1,4","3,2","5,4",,"21,3",,,
22/04/2014 20.00,"1,6","5,4","8,3","18,1","24,4",,,
22/04/2014 21.00,"1,8","4,7","8,0",,"17,2",,,
22/04/2014 22.00,"1,6","4,3","9,5","26,9","21,4",,,
22/04/2014 23.00,"1,3","4,0","12,2",,"18,2",,,
23/04/2014 0.00,"1,4","3,7","12,4","49,3","12,0",,,
23/04/2014 1.00,"2,1","5,4","11,5",,"11,9",,,
23/04/2014 2.00,"2,0","6,1","14,2","48,1","14,0",,,
23/04/2014 3.00,"2,0","7,2","17,4",,"11,7",,,
23/04/2014 4.00,"1,3","6,1","18,0","50,5","11,1",,,
23/04/2014 5.00,"1,9","4,4","12,2",,"9,0",,,
23/04/2014 6.00,"1,6","3,1","6,8","43,5","9,5",,,
23/04/2014 7.00,"2,2","4,1","7,0",,"9,2",,,
23/04/2014 8.00,"2,0","3,6","6,9","35,4","10,4",,,
23/04/2014 9.00,"2,7","7,2","9,9",,"9,5",,,
23/04/2014 10.00,"3,5","9,5","12,1","40,5","21,2",,,
23/04/2014 11.00,"3,5","7,6","9,6",,"22,3",,,
23/04/2014 12.00,"3,4","5,7","7,3","40,5","18,7",,,
23/04/2014 13.00,"2,7","2,4","4,0",,"14,2",,,
23/04/2014 14.00,"2,2","2,8","4,2","21,2","14,1",,,
23/04/2014 15.00,"2,5","1,9","3,0",,"14,4",,,
23/04/2014 16.00,"3,1","4,9","6,4","11,5","13,2",,,
23/04/2014 17.00,"2,5","2,1","3,3",,"12,9",,,
23/04/2014 18.00,"3,0","2,1","3,4","16,4","18,8",,,
23/04/2014 19.00,"2,4","3,3","4,4",,"22,3",,,
23/04/2014 20.00,"2,3","4,0","5,1","21,2","17,2",,,
23/04/2014 21.00,"2,1","3,0","4,3",,"14,4",,,
23/04/2014 22.00,"2,3","2,5","3,5","26,4","21,0",,,
23/04/2014 23.00,"2,4","2,5","3,5",,"13,9",,,
24/04/2014 0.00,"2,7","2,9","4,1","29,1","13,8",,,
24/04/2014 1.00,"2,2",,,,"19,2",,,
24/04/2014 2.00,,"2,2","3,4","36,4","13,0",,,
24/04/2014 3.00,"2,3","1,8","3,0",,"14,1",,,
24/04/2014 4.00,"2,2","1,3","2,2","36,4","13,2",,,
24/04/2014 5.00,"1,9","0,9","1,8",,"18,0",,,
24/04/2014 6.00,"2,0","2,0","3,1","27,1","6,9",,,
24/04/2014 7.00,"1,8","2,7","3,8",,"11,5",,,
24/04/2014 8.00,"1,9","3,9","5,6","24,7","8,3",,,
24/04/2014 9.00,"1,8","4,0","6,0",,"7,7",,,
24/04/2014 10.00,"2,2","4,2","6,2","13,9","8,2",,,
24/04/2014 11.00,"2,3","4,9","6,9",,"5,9",,,
24/04/2014 12.00,"1,8","3,6","5,4","11,2","6,7",,,
24/04/2014 13.00,"1,9","4,2","6,3",,"4,9",,,
24/04/2014 14.00,"2,6","3,6","5,2","6,8","4,6",,,
24/04/2014 15.00,"2,3","2,6","3,9",,"6,1",,,
24/04/2014 16.00,"2,1","2,5","3,8","6,8","6,1",,,
24/04/2014 17.00,"1,4","4,3","5,9",,"7,3",,,
24/04/2014 18.00,"2,2","7,1","9,3","5,9","6,7",,,
24/04/2014 19.00,"1,8","6,0","8,3",,"4,6",,,
24/04/2014 20.00,"1,8","5,7","7,9","6,1","4,9",,,
24/04/2014 21.00,"2,0","5,0","7,2",,"5,2",,,
24/04/2014 22.00,"2,0","5,1","7,4","12,2","9,7",,,
24/04/2014 23.00,"1,7","9,9","15,3",,"7,7",,,
25/04/2014 0.00,"1,8","14,2","21,9","16,4","7,9",,,
25/04/2014 1.00,"1,7","13,8","22,5",,"6,7",,,
25/04/2014 2.00,"1,5","10,0","17,1","18,6","10,9",,,
25/04/2014 3.00,"1,8","6,3","11,5",,"11,9",,,
25/04/2014 4.00,"1,5","6,1","10,1","16,8","7,1",,,
25/04/2014 5.00,"0,7","5,9","11,1",,"6,1",,,
25/04/2014 6.00,"2,5","10,4","17,9","12,2","5,2",,,
25/04/2014 7.00,"2,8","10,9","18,9",,"4,9",,,
25/04/2014 8.00,"2,6","10,9","19,4","8,8","8,2",,,
25/04/2014 9.00,"2,4","4,6","8,6",,"6,5",,,
25/04/2014 10.00,"2,2","2,8","5,5","12,0","3,7",,,
25/04/2014 11.00,"1,8","3,2","5,6",,"7,3",,,
25/04/2014 12.00,"1,9","4,5","7,0","7,3","8,2",,,
25/04/2014 13.00,"3,1","4,9","7,3",,"8,0",,,
25/04/2014 14.00,"2,7","3,4","5,3","11,7","7,4",,,
25/04/2014 15.00,"2,9","3,2","5,2",,"7,9",,,
25/04/2014 16.00,"2,6","3,4","5,6","8,5","6,7",,,
25/04/2014 17.00,"2,6","4,1","7,1",,"6,4",,,
25/04/2014 18.00,"2,9","4,8","7,0","13,2","8,8",,,
25/04/2014 19.00,"2,6","6,4","9,4",,"11,2",,,
25/04/2014 20.00,"2,3","7,4","13,1","17,3","8,9",,,
25/04/2014 21.00,"2,7","15,5","22,8",,"10,0",,,
25/04/2014 22.00,"2,8","24,9","35,9","18,8","16,4",,,
25/04/2014 23.00,"2,2","37,9","61,8",,"12,9",,,
26/04/2014 0.00,"2,1","22,7","53,9","22,7","13,7",,,
26/04/2014 1.00,"2,2",,,,"12,0",,,
26/04/2014 2.00,,"17,6","35,7","19,8","14,0",,,
26/04/2014 3.00,"2,1","16,5","27,6",,"9,3",,,
26/04/2014 4.00,"2,1","10,6","20,5","20,0","10,4",,,
26/04/2014 5.00,"1,9","11,8","21,6",,"9,2",,,
26/04/2014 6.00,"2,6","7,9","15,7","19,3","11,2",,,
26/04/2014 7.00,"2,2","9,3","13,6",,"8,0",,,
26/04/2014 8.00,"1,9","9,2","12,9","19,8","8,3",,,
26/04/2014 9.00,"2,4","8,1","10,6",,"8,9",,,
26/04/2014 10.00,"1,7","7,5","9,7","27,4","9,8",,,
26/04/2014 11.00,"1,3","8,0","9,9",,"10,1",,,
26/04/2014 12.00,"2,3","10,6","13,6","20,0","15,8",,,
26/04/2014 13.00,"2,4","6,2","9,6",,"20,4",,,
26/04/2014 14.00,"2,6","3,9","7,0","25,6","13,0",,,
26/04/2014 15.00,"2,1","3,3","5,8",,"11,5",,,
26/04/2014 16.00,"2,3","3,8","6,4","13,4","9,2",,,
26/04/2014 17.00,"2,3","3,6","5,0",,"9,0",,,
26/04/2014 18.00,"2,2","8,7","10,2","9,5","10,4",,,
26/04/2014 19.00,"1,8","4,7","6,6",,"8,0",,,
26/04/2014 20.00,"1,9","11,3","14,8","14,4","8,9",,,
26/04/2014 21.00,"2,1","16,4","22,5",,"10,4",,,
26/04/2014 22.00,"1,6","14,9","23,3","16,1","10,1",,,
26/04/2014 23.00,"1,7","10,2","20,3",,"8,9",,,
27/04/2014 0.00,"1,9","26,3","55,3","12,9","7,7",,,
27/04/2014 1.00,"2,4","21,8","40,7",,"6,2",,,
27/04/2014 2.00,"2,0","21,1","35,7","12,2","7,3",,,
27/04/2014 3.00,"2,1","21,7","36,6",,"11,8",,,
27/04/2014 4.00,"2,2","19,1","43,0","7,8","11,5",,,
27/04/2014 5.00,"2,1","13,7","26,2",,"9,8",,,
27/04/2014 6.00,"2,1","11,6","22,2","15,1","10,7",,,
27/04/2014 7.00,"2,0","10,2","21,5",,"11,2",,,
27/04/2014 8.00,"2,2","15,0","28,1","19,8","14,6",,,
27/04/2014 9.00,"1,9","7,4","13,4",,"8,7",,,
27/04/2014 10.00,"1,5","4,2","7,4","21,0","5,9",,,
27/04/2014 11.00,"2,3","3,9","6,4",,"9,1",,,
27/04/2014 12.00,"2,2","3,3","5,7","20,0","9,8",,,
27/04/2014 13.00,"2,2","2,4","4,3",,"5,3",,,
27/04/2014 14.00,"2,3","1,9","3,2","11,5","1,3",,,
27/04/2014 15.00,"2,8","2,2","3,7",,"2,4",,,
27/04/2014 16.00,"2,2","2,4","3,6","6,8","2,4",,,
27/04/2014 17.00,"2,2","2,2","3,3",,"3,3",,,
27/04/2014 18.00,"2,2","2,8","4,1","5,9","2,8",,,
27/04/2014 19.00,"2,3","3,5","4,7",,"1,6",,,
27/04/2014 20.00,"2,6","5,0","6,4","4,9","3,9",,,
27/04/2014 21.00,"2,5","6,0","7,3",,"6,6",,,
27/04/2014 22.00,"1,8","5,9","7,3","6,3","9,4",,,
27/04/2014 23.00,"2,1","5,4","6,8",,"6,8",,,
28/04/2014 0.00,"2,4","3,9","5,2","12,7","5,2",,,
28/04/2014 1.00,"1,9",,,,"4,9",,,
28/04/2014 2.00,,"5,9","8,7","12,2","4,0",,,
28/04/2014 3.00,"2,2","6,0","9,7",,"3,1",,,
28/04/2014 4.00,"2,3","6,2","10,8","15,9","2,2",,,
28/04/2014 5.00,"2,2","5,1","10,9",,"4,5",,,
28/04/2014 6.00,"2,4","4,3","10,9","8,1","2,8",,,
28/04/2014 7.00,"2,6","7,3","15,1",,"2,8",,,
28/04/2014 8.00,"2,2","7,0","14,8","8,1",,,,
28/04/2014 9.00,"2,3","5,3","10,7",,"0,8",,,
28/04/2014 10.00,"2,7","9,3","15,0","7,6","2,7",,,
28/04/2014 11.00,"3,3","6,8","11,4",,"2,8",,,
28/04/2014 12.00,"3,1","3,9","6,9","6,1","1,8",,,
28/04/2014 13.00,"2,7","2,3","4,4",,,,,
28/04/2014 14.00,"2,2","2,8","4,8","4,4","1,8",,,
28/04/2014 15.00,"2,1","2,3","4,8",,"1,2",,,
28/04/2014 16.00,"2,1","3,3","5,9","2,9","4,0",,,
28/04/2014 17.00,"2,6","3,1","4,9",,"4,3",,,
28/04/2014 18.00,"2,6","4,6","6,0","4,6","4,0",,,
28/04/2014 19.00,"2,4","8,0","10,1",,"4,6",,,
28/04/2014 20.00,"2,3","10,7","13,2","6,3","7,3",,,
28/04/2014 21.00,"1,9","23,2","29,4",,"11,8",,,
28/04/2014 22.00,"2,3","21,0","29,2","7,3","9,5",,,
28/04/2014 23.00,"1,9","14,7","22,1",,"16,4",,,
29/04/2014 0.00,"2,0","6,9","13,2","17,3","8,1",,,
29/04/2014 1.00,"1,6","5,5","11,1",,"7,4",,,
29/04/2014 2.00,"1,6","5,4","10,2","24,9","4,3",,,
29/04/2014 3.00,"1,9","5,3","10,1",,"1,3",,,
29/04/2014 4.00,"2,0","3,7","6,9","13,2","1,8",,,
29/04/2014 5.00,"2,6","5,3","8,5",,"6,0",,,
29/04/2014 6.00,"2,0","8,5","12,2","9,5","4,6",,,
