Stat,MONOPOLI,,,,,
,,,,,,,
Parm,NO2,NOX,CO,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3,ug/m3 293K
Field,Aver,Aver,Aver,Aver,,Aver
,,,,,,
,,,,,,,
,,,,,,,
21/04/2014 9.00,,,,,,
21/04/2014 10.00,,,,,,
21/04/2014 11.00,,,,,,
21/04/2014 12.00,,,,,,
21/04/2014 13.00,,,,,,
21/04/2014 14.00,,,,,,
21/04/2014 15.00,,,,,,
21/04/2014 16.00,,,,,,
21/04/2014 17.00,,,,,,
21/04/2014 18.00,,,,,,
21/04/2014 19.00,,,,,,
21/04/2014 20.00,,,,,,
21/04/2014 21.00,,,,,,
21/04/2014 22.00,,,,,,
21/04/2014 23.00,,,,,,
22/04/2014 0.00,,,,,,
22/04/2014 1.00,,,,,,
22/04/2014 2.00,,,,,,
22/04/2014 3.00,,,,,,
22/04/2014 4.00,,,,,,
22/04/2014 5.00,,,,,,
22/04/2014 6.00,,,,,,
22/04/2014 7.00,,,,,,
22/04/2014 8.00,,,,,,
22/04/2014 9.00,,,,,,
22/04/2014 10.00,,,,,,
22/04/2014 11.00,,,,,,
22/04/2014 12.00,,,,,,
22/04/2014 13.00,,,,,,
22/04/2014 14.00,,,,,,
22/04/2014 15.00,,,,,,
22/04/2014 16.00,,,,,,
22/04/2014 17.00,,,,,,
22/04/2014 18.00,,,,,,
22/04/2014 19.00,,,,,,
22/04/2014 20.00,,,,,,
22/04/2014 21.00,,,,,,
22/04/2014 22.00,,,,,,
22/04/2014 23.00,,,,,,
23/04/2014 0.00,,,,,,
23/04/2014 1.00,,,,,,
23/04/2014 2.00,,,,,,
23/04/2014 3.00,,,,,,
23/04/2014 4.00,,,,,,
23/04/2014 5.00,,,,,,
23/04/2014 6.00,,,,,,
23/04/2014 7.00,,,,,,
23/04/2014 8.00,,,,,,
23/04/2014 9.00,,,,,,
23/04/2014 10.00,"27,4","108,4","0,4","51,5","1,4",
23/04/2014 11.00,"16,2","19,5","0,8",,"0,7",
23/04/2014 12.00,"14,6","17,1","0,7","27,8","3,0",
23/04/2014 13.00,"10,6","12,6","0,7",,"2,7",
23/04/2014 14.00,"11,5","16,2","0,9","16,8","3,3",
23/04/2014 15.00,"13,4","18,0","0,9",,"2,9",
23/04/2014 16.00,"15,8","19,4","0,8","14,9","4,1",
23/04/2014 17.00,"15,6","18,4","0,8",,"5,0",
23/04/2014 18.00,"17,7","22,2","0,9","19,0","3,2",
23/04/2014 19.00,"16,5","20,0","0,9",,"2,9",
23/04/2014 20.00,"13,2","15,5","0,9","11,7","3,1",
23/04/2014 21.00,"9,2","10,6","0,8",,"2,9",
23/04/2014 22.00,"7,0","7,4","1,0","12,7","2,6",
23/04/2014 23.00,"6,9","7,2","1,0",,"2,6",
24/04/2014 0.00,"6,3","6,0","1,0","21,5","2,6",
24/04/2014 1.00,"7,0","7,9","1,0",,"2,6",
24/04/2014 2.00,"14,3","15,1","1,0","14,4","2,8",
24/04/2014 3.00,"18,4","20,5","1,0",,"2,9",
24/04/2014 4.00,"19,9","21,8",,"9,3","3,1",
24/04/2014 5.00,"12,9","14,8","1,1",,"3,2",
24/04/2014 6.00,"18,2","21,9","1,1","14,9","3,1",
24/04/2014 7.00,"19,7","26,7","1,2",,"3,6",
24/04/2014 8.00,"27,7","39,3","1,3","19,0","3,5",
24/04/2014 9.00,"21,1","30,1","1,2",,"3,5",
24/04/2014 10.00,"26,9","38,7","1,2","16,4","3,4",
24/04/2014 11.00,"25,8","34,2","1,2",,"3,4",
24/04/2014 12.00,"16,2","19,6","1,2","13,7",,
24/04/2014 13.00,"10,1","12,8","1,2",,,
24/04/2014 14.00,"5,9","7,3","1,1","13,7",,
24/04/2014 15.00,,,"1,1",,,
24/04/2014 16.00,,,,,,
24/04/2014 17.00,,,"0,8",,,
24/04/2014 18.00,"27,9","34,6","0,9",,,
24/04/2014 19.00,"28,5","37,0","0,9",,,
24/04/2014 20.00,"29,2","39,5","0,9","5,1",,
24/04/2014 21.00,"17,6","25,4","0,8",,,
24/04/2014 22.00,"10,3","17,0","0,8","4,2",,
24/04/2014 23.00,"7,0","12,8","0,8",,,
25/04/2014 0.00,"5,2","11,1","0,7","3,7",,
25/04/2014 1.00,"5,6","11,0","0,6",,,"14,2"
25/04/2014 2.00,"4,2","10,1","0,4","5,4",,"14,2"
25/04/2014 3.00,"2,8","8,2","0,4",,,"14,2"
25/04/2014 4.00,"2,8","8,9","0,4","4,6",,"14,2"
25/04/2014 5.00,"4,2","10,0","0,4",,,"14,2"
25/04/2014 6.00,"6,9","13,7","0,4","5,1",,"14,2"
25/04/2014 7.00,"7,3","15,1","0,4",,,"14,2"
25/04/2014 8.00,"14,6","28,1","0,4","8,8",,"14,2"
25/04/2014 9.00,"11,5","20,8","0,5",,,"14,2"
25/04/2014 10.00,"8,8","17,1","0,4","8,8",,"14,2"
25/04/2014 11.00,"7,6","15,5","0,4",,,"14,2"
25/04/2014 12.00,"4,6","12,0","0,6","7,6",,"14,2"
25/04/2014 13.00,"4,5","11,2","0,5",,,"14,2"
25/04/2014 14.00,"3,7","10,6","0,6","15,1",,"14,2"
25/04/2014 15.00,"3,1","9,2","0,6",,,"14,2"
25/04/2014 16.00,"4,3","10,8","0,6","10,5",,"14,2"
25/04/2014 17.00,"9,7","15,6","0,6",,,"14,2"
25/04/2014 18.00,"21,3","29,9","0,6","10,7",,"14,2"
25/04/2014 19.00,"37,4","51,2","0,7",,,"14,2"
25/04/2014 20.00,"60,6","80,3","0,8","16,4",,"14,2"
25/04/2014 21.00,"49,3","67,7","0,8",,,"14,2"
25/04/2014 22.00,"41,1","53,3","0,6","16,6",,"14,2"
25/04/2014 23.00,"34,1","42,2","0,6",,,"14,2"
26/04/2014 0.00,"26,6","33,4","0,5","19,5",,"14,2"
26/04/2014 1.00,"18,0","24,4","0,5",,,"14,3"
26/04/2014 2.00,"14,2","20,6","0,6","14,9",,"14,3"
26/04/2014 3.00,"16,4","25,7","0,5",,,"14,3"
26/04/2014 4.00,"15,8","22,9",,"12,7",,"14,3"
26/04/2014 5.00,"29,8","41,6","0,7",,,"14,3"
26/04/2014 6.00,"35,7","54,9","0,7","13,9",,"14,3"
26/04/2014 7.00,"48,7","82,7","0,8",,,"14,3"
26/04/2014 8.00,"31,4","47,5","0,7","18,6",,"14,3"
26/04/2014 9.00,"17,0","27,0","0,6",,,"14,3"
26/04/2014 10.00,"29,0","46,5","0,7","19,8",,"14,3"
26/04/2014 11.00,"37,4","58,7","0,7",,,"14,3"
26/04/2014 12.00,"29,4","44,6","0,6","14,2",,"14,3"
26/04/2014 13.00,"19,6","28,7","0,6",,,"14,3"
26/04/2014 14.00,"11,0","18,8","0,6","17,3",,"14,3"
26/04/2014 15.00,"4,0","10,1","0,6",,,"14,3"
26/04/2014 16.00,"5,1","10,9","0,6","10,5",,"14,3"
26/04/2014 17.00,"9,9","17,2","0,7",,,"14,3"
26/04/2014 18.00,"27,4","39,9","0,7","7,6",,"14,3"
26/04/2014 19.00,"44,2","62,3","0,7",,,"14,3"
26/04/2014 20.00,"36,8","47,1","0,7","9,3",,"14,3"
26/04/2014 21.00,"51,4","64,2","0,8",,,"14,3"
26/04/2014 22.00,"48,4","71,7","0,9","12,9",,"14,3"
26/04/2014 23.00,"40,9","64,5","1,0",,,"14,3"
27/04/2014 0.00,"46,6","74,0","1,0","17,1",,"14,3"
27/04/2014 1.00,"25,6","39,2","0,9",,,"13,7"
27/04/2014 2.00,"23,0","34,1","0,9","17,3",,"13,7"
27/04/2014 3.00,"16,2","28,3","0,9",,,"13,7"
27/04/2014 4.00,"6,6","12,1","0,8","13,7",,"13,7"
27/04/2014 5.00,"5,6","12,1","0,8",,,"13,7"
27/04/2014 6.00,"10,5","18,2","0,8","24,2",,"13,7"
27/04/2014 7.00,"17,8","29,2","0,9",,,"13,7"
27/04/2014 8.00,"14,8","24,0","0,8","30,5",,"13,7"
27/04/2014 9.00,"10,4","19,4","0,8",,,"13,7"
27/04/2014 10.00,"9,3","18,0","0,8","17,3",,"13,7"
27/04/2014 11.00,"8,4","16,4","0,8",,,"13,7"
27/04/2014 12.00,"8,3","16,7","0,8","11,2",,"13,7"
27/04/2014 13.00,"4,7","11,4","0,7",,,"13,7"
27/04/2014 14.00,"5,0","11,5","0,7","7,8",,"13,7"
27/04/2014 15.00,"7,1","13,5","0,8",,,"13,7"
27/04/2014 16.00,"10,1","18,3","0,8","6,1",,"13,7"
27/04/2014 17.00,"11,1","19,2","0,8",,,"13,7"
27/04/2014 18.00,"16,0","26,8","0,9","5,4",,"13,7"
27/04/2014 19.00,"27,0","39,6","1,0",,,"13,7"
27/04/2014 20.00,"32,6","44,8","1,2","10,0",,"13,7"
27/04/2014 21.00,"17,2","24,2","1,0",,,"13,7"
27/04/2014 22.00,"11,6","18,9","1,0","7,8",,"13,7"
27/04/2014 23.00,"16,8","24,8","0,9",,,"13,7"
28/04/2014 0.00,"7,4","13,2","0,8","10,7",,"13,7"
28/04/2014 1.00,"11,0","19,1","0,9",,,"8,3"
28/04/2014 2.00,"5,2","10,8","0,8","12,5",,"8,3"
28/04/2014 3.00,"6,8","13,4","0,5",,,"8,3"
28/04/2014 4.00,"12,2","21,5",,"12,0",,"8,3"
28/04/2014 5.00,"28,5","45,4","0,6",,,"8,3"
28/04/2014 6.00,"33,8","50,9","0,7","9,5",,"8,3"
28/04/2014 7.00,"52,8","97,9","1,0",,,"8,3"
28/04/2014 8.00,"35,9","63,9","0,9","25,9",,"8,3"
28/04/2014 9.00,"10,6","19,9","0,7",,,"8,3"
28/04/2014 10.00,"5,5","12,2","0,6","14,9",,"8,3"
28/04/2014 11.00,"5,6","13,3","0,6",,,"8,3"
28/04/2014 12.00,"3,5","10,3","0,6","8,3",,"8,3"
28/04/2014 13.00,"2,9","9,8","0,6",,,"8,3"
28/04/2014 14.00,"3,8","9,9","0,6","5,1",,"8,3"
28/04/2014 15.00,"6,1","13,8","0,6",,,"8,3"
28/04/2014 16.00,"11,6","20,5","0,7","9,0",,"8,3"
28/04/2014 17.00,"15,2","25,6","0,7",,,"8,3"
28/04/2014 18.00,"20,8","34,1","0,7","6,3",,"8,3"
28/04/2014 19.00,"38,3","61,8","0,8",,,"8,3"
28/04/2014 20.00,"61,4","89,8","0,8","4,2",,"8,3"
28/04/2014 21.00,"58,2","81,7","0,7",,,"8,3"
28/04/2014 22.00,"18,4","25,0","0,6","3,2",,"8,3"
28/04/2014 23.00,"9,2","16,2","0,6",,,"8,3"
29/04/2014 0.00,"6,3","12,5","0,6","2,7",,"8,3"
29/04/2014 1.00,"5,7","11,6","0,6",,,"10,1"
29/04/2014 2.00,"4,0","10,7","0,6","2,4",,"10,1"
29/04/2014 3.00,"1,5","7,6","0,6",,,"10,1"
29/04/2014 4.00,"2,7","8,7","0,6","2,4",,"10,1"
29/04/2014 5.00,"23,7","36,9","0,7",,,"10,1"
29/04/2014 6.00,"23,0","34,5","0,7","10,0",,"10,1"
29/04/2014 7.00,"27,5","44,1","0,7",,,"10,1"
29/04/2014 8.00,"53,4","116,2","0,8","10,0",,"10,1"
29/04/2014 9.00,"25,0","37,6","0,7",,,"10,1"
29/04/2014 10.00,"15,9","27,7","0,7","15,4",,"10,1"
29/04/2014 11.00,"23,5","37,7","0,7",,,"10,1"
29/04/2014 12.00,"16,8","27,3","0,7","13,9",,"10,1"
29/04/2014 13.00,"38,6","62,5","0,8",,,"10,1"
29/04/2014 14.00,"18,1","29,2","0,7","16,1",,"10,1"
29/04/2014 15.00,"20,5","32,9","0,6",,,"10,1"
29/04/2014 16.00,,,"0,6","10,5",,"10,1"
29/04/2014 17.00,,,"0,7",,"0,2","10,1"
29/04/2014 18.00,"30,7","36,7","0,8","12,7","0,3","10,1"
29/04/2014 19.00,"21,9","27,9","0,8",,"0,6","10,1"
29/04/2014 20.00,"17,2","20,8","1,0","8,8","1,0","10,1"
29/04/2014 21.00,"14,6","18,0","0,8",,"1,0","10,1"
29/04/2014 22.00,"12,5","18,5","0,7","6,6","0,1","10,1"
29/04/2014 23.00,"11,1","17,3","0,7",,"0,2","10,1"
30/04/2014 0.00,"9,9","16,4","0,7","12,7",,"10,1"
30/04/2014 1.00,"8,9","15,5","0,6",,"0,1","9,4"
30/04/2014 2.00,"8,4","14,8","0,7","8,1",,"9,4"
30/04/2014 3.00,"7,8","14,0","0,7",,,"9,4"
30/04/2014 4.00,"7,1","13,4",,"5,9",,"9,4"
30/04/2014 5.00,"6,8","13,5","0,7",,,"9,4"
30/04/2014 6.00,"6,5","12,8","0,7","16,6","0,1","9,4"
30/04/2014 7.00,"5,9","11,7","0,7",,"0,1","9,4"
30/04/2014 8.00,"5,6","10,7","0,7","19,0","0,3","9,4"
30/04/2014 9.00,"5,1","6,9","0,6",,"0,2","9,4"
30/04/2014 10.00,"5,0","11,0","0,6","11,7",,"9,4"
30/04/2014 11.00,"4,8","11,3","0,6",,,"9,4"
30/04/2014 12.00,"5,0","12,2","0,6","7,1",,"9,4"
30/04/2014 13.00,"5,6","12,6","0,7",,,"9,4"
30/04/2014 14.00,"5,8","12,4","0,7","4,6",,"9,4"
30/04/2014 15.00,"5,7","12,3","0,7",,,"9,4"
30/04/2014 16.00,"5,2","10,5","0,7","3,2","0,1","9,4"
30/04/2014 17.00,"4,0","9,8","0,9",,"0,4","9,4"
30/04/2014 18.00,"3,8","8,6","0,9","2,9","1,0","9,4"
30/04/2014 19.00,"3,6","8,8","0,8",,"0,5","9,4"
30/04/2014 20.00,"3,4","8,9","0,9","8,3","0,5","9,4"
30/04/2014 21.00,"3,5","9,0","0,8",,"0,8","9,4"
30/04/2014 22.00,"3,2","9,2","0,7","12,7","0,4","9,4"
30/04/2014 23.00,"3,2","9,2","0,6",,"0,2","9,4"
01/05/2014 0.00,"3,0","9,3","0,6","14,9",,"9,4"
01/05/2014 1.00,,,"0,6",,"0,1","12,9"
01/05/2014 2.00,,,"0,6","10,5","0,1","12,9"
01/05/2014 3.00,,,"0,6",,,"12,9"
01/05/2014 4.00,,,"0,7","10,5","0,1","12,9"
01/05/2014 5.00,,,"0,7",,,"12,9"
01/05/2014 6.00,,,"0,7","7,3",,"12,9"
01/05/2014 7.00,,,"0,6",,"0,3","12,9"
01/05/2014 8.00,,,"0,7","6,1","0,4","12,9"
01/05/2014 9.00,,,"0,7",,"0,1","12,9"
01/05/2014 10.00,,,"0,7","15,4",,"12,9"
01/05/2014 11.00,,,"0,7",,"0,2","12,9"
01/05/2014 12.00,,,"0,7","11,7","0,1","12,9"
01/05/2014 13.00,,,"0,8",,"0,2","12,9"
01/05/2014 14.00,,,"0,7","7,8",,"12,9"
01/05/2014 15.00,,,"0,7",,,"12,9"
01/05/2014 16.00,,,"0,7","7,3","0,1","12,9"
01/05/2014 17.00,,,"0,7",,"0,1","12,9"
01/05/2014 18.00,,,"0,7","13,9",,"12,9"
01/05/2014 19.00,,,"0,8",,,"12,9"
01/05/2014 20.00,,,"0,9","8,1","0,3","12,9"
01/05/2014 21.00,,,"0,9",,"1,0","12,9"
01/05/2014 22.00,,,"0,9","5,4","1,3","12,9"
01/05/2014 23.00,,,"0,9",,"1,0","12,9"
02/05/2014 0.00,,,"0,8","4,9","0,5","12,9"
02/05/2014 1.00,,,"0,8",,"0,4","12,4"
02/05/2014 2.00,,,"0,7","11,5","0,2","12,4"
02/05/2014 3.00,,,"0,7",,,"12,4"
02/05/2014 4.00,,,,"7,6",,"12,4"
02/05/2014 5.00,,,"0,8",,"0,3","12,4"
02/05/2014 6.00,,,"0,8","17,3","0,2","12,4"
02/05/2014 7.00,,,"1,0",,"0,5","12,4"
02/05/2014 8.00,,,"1,3","10,3","2,6","12,4"
02/05/2014 9.00,,,"0,9",,"1,7","12,4"
02/05/2014 10.00,,,"0,7","7,3","0,4","12,4"
02/05/2014 11.00,,,"0,7",,"0,2","12,4"
02/05/2014 12.00,,,"0,7","9,8","0,2","12,4"
02/05/2014 13.00,,,"0,8",,"0,4","12,4"
02/05/2014 14.00,,,"0,7","6,1","0,2","12,4"
02/05/2014 15.00,,,"0,8",,"0,1","12,4"
02/05/2014 16.00,,,"0,7","25,6","0,2","12,4"
02/05/2014 17.00,,,"0,8",,"0,2","12,4"
02/05/2014 18.00,,,"1,0","15,1","0,5","12,4"
02/05/2014 19.00,,,"1,1",,"0,7","12,4"
02/05/2014 20.00,,,"1,1","9,3","0,9","12,4"
02/05/2014 21.00,,,"1,0",,"0,4","12,4"
02/05/2014 22.00,,,"1,0","6,3","0,2","12,4"
02/05/2014 23.00,,,"1,0",,"0,2","12,4"
03/05/2014 0.00,,,"0,9","11,5","0,2","12,4"
03/05/2014 1.00,,,"0,6",,"0,1","5,4"
03/05/2014 2.00,,,"0,3","8,1","0,1","5,4"
03/05/2014 3.00,,,"0,3",,,"5,4"
03/05/2014 4.00,,,"0,3","12,0",,"5,4"
03/05/2014 5.00,,,"0,3",,,"5,4"
03/05/2014 6.00,,,"0,3","12,0","0,1","5,4"
03/05/2014 7.00,,,"0,4",,"0,1","5,4"
03/05/2014 8.00,,,"0,6","12,0","1,6","5,4"
03/05/2014 9.00,,,"0,4",,"0,3","5,4"
03/05/2014 10.00,,,"0,6","16,4","0,6","5,4"
03/05/2014 11.00,,,"0,5",,"0,7","5,4"
03/05/2014 12.00,,,"0,6","13,7","0,9","5,4"
03/05/2014 13.00,,,"0,4",,"0,3","5,4"
03/05/2014 14.00,,,"0,4","10,0",,"5,4"
03/05/2014 15.00,,,"0,4",,,"5,4"
03/05/2014 16.00,,,"0,4","22,7",,"5,4"
03/05/2014 17.00,,,"0,5",,,"5,4"
03/05/2014 18.00,,,"0,7","12,2","0,2","5,4"
03/05/2014 19.00,,,"0,7",,"0,4","5,4"
03/05/2014 20.00,,,"0,7","8,8","1,0","5,4"
03/05/2014 21.00,,,"0,6",,"0,5","5,4"
03/05/2014 22.00,,,"0,5","14,4","0,2","5,4"
03/05/2014 23.00,,,"0,5",,"0,2","5,4"
04/05/2014 0.00,,,"0,5","10,3",,"5,4"
04/05/2014 1.00,,,"0,5",,,"3,1"
04/05/2014 2.00,,,"0,5","8,1",,"3,1"
04/05/2014 3.00,,,"0,5",,,"3,1"
04/05/2014 4.00,,,,"6,1",,"3,1"
04/05/2014 5.00,,,"0,5",,,"3,1"
04/05/2014 6.00,,,"0,3","5,4",,"3,1"
04/05/2014 7.00,,,"0,3",,,"3,1"
04/05/2014 8.00,,,"0,3","8,3",,"3,1"
04/05/2014 9.00,,,"0,3",,,"3,1"
04/05/2014 10.00,,,"0,3","9,8","0,1","3,1"
04/05/2014 11.00,,,"0,3",,,"3,1"
04/05/2014 12.00,,,"0,4","6,6",,"3,1"
04/05/2014 13.00,,,"0,5",,,"3,1"
04/05/2014 14.00,,,"0,5","6,8",,"3,1"
04/05/2014 15.00,,,"0,5",,,"3,1"
04/05/2014 16.00,,,"0,4","8,5",,"3,1"
04/05/2014 17.00,,,"0,4",,,"3,1"
04/05/2014 18.00,,,"0,4","6,3",,"3,1"
04/05/2014 19.00,,,"0,6",,"0,2","3,1"
04/05/2014 20.00,,,"0,9","8,5","0,2","3,1"
04/05/2014 21.00,,,"0,8",,"0,3","3,1"
04/05/2014 22.00,,,"0,8","7,6","0,1","3,1"
04/05/2014 23.00,,,"0,8",,,"3,1"
05/05/2014 0.00,,,"0,8","11,5","0,1","3,1"
05/05/2014 1.00,,,"0,8",,,"5,4"
05/05/2014 2.00,,,"0,8","7,3",,"5,4"
05/05/2014 3.00,,,"0,8",,"0,1","5,4"
05/05/2014 4.00,,,"0,8","9,3",,"5,4"
05/05/2014 5.00,,,"0,8",,"0,2","5,4"
05/05/2014 6.00,,,"0,9","8,8","0,1","5,4"
05/05/2014 7.00,,,"0,8",,"0,3","5,4"
05/05/2014 8.00,,,"0,8","19,5","0,2","5,4"
05/05/2014 9.00,,,"0,7",,"0,1","5,4"
05/05/2014 10.00,,,"0,7","16,8",,"5,4"
05/05/2014 11.00,,,"0,6",,,"5,4"
05/05/2014 12.00,,,"0,6","11,5",,"5,4"
05/05/2014 13.00,,,"0,5",,"0,1","5,4"
05/05/2014 14.00,,,"0,5","15,1",,"5,4"
05/05/2014 15.00,,,"0,6",,"0,1","5,4"
05/05/2014 16.00,,,"0,6","18,3",,"5,4"
05/05/2014 17.00,,,"0,7",,"0,1","5,4"
05/05/2014 18.00,,,"0,7","11,5","0,1","5,4"
05/05/2014 19.00,,,"0,6",,"1,4","5,4"
05/05/2014 20.00,,,"0,6","7,3","0,1","5,4"
05/05/2014 21.00,,,"0,5",,,"5,4"
05/05/2014 22.00,,,"0,4","9,3",,"5,4"
05/05/2014 23.00,,,"0,5",,,"5,4"
06/05/2014 0.00,,,"0,5","15,1",,"5,4"
06/05/2014 1.00,,,"0,5",,,"15,1"
06/05/2014 2.00,,,"0,5","14,4",,"15,1"
06/05/2014 3.00,,,"0,5",,,"15,1"
06/05/2014 4.00,,,,"13,7","0,1","15,1"
06/05/2014 5.00,,,"0,5",,,"15,1"
06/05/2014 6.00,,,"0,4","22,2",,"15,1"
06/05/2014 7.00,,,"0,5",,"0,1","15,1"
06/05/2014 8.00,,,"0,5","26,4","0,4","15,1"
06/05/2014 9.00,,,"0,5",,"0,3","15,1"
06/05/2014 10.00,,,"0,6","15,6","0,1","15,1"
06/05/2014 11.00,,,"0,8",,"0,2","15,1"
06/05/2014 12.00,,,"0,7","10,0",,"15,1"
06/05/2014 13.00,,,"0,7",,"0,1","15,1"
06/05/2014 14.00,,,"0,6","8,8",,"15,1"
06/05/2014 15.00,,,"0,5",,,"15,1"
06/05/2014 16.00,,,"0,5","15,1",,"15,1"
06/05/2014 17.00,,,"0,6",,,"15,1"
06/05/2014 18.00,,,"0,7","21,0","0,1","15,1"
06/05/2014 19.00,,,"0,6",,"0,2","15,1"
06/05/2014 20.00,,,"0,8","11,7","0,7","15,1"
06/05/2014 21.00,,,"0,7",,"1,0","15,1"
06/05/2014 22.00,,,"0,6","6,8","0,9","15,1"
06/05/2014 23.00,,,"0,6",,"0,7","15,1"
07/05/2014 0.00,,,"0,5","12,7","0,8","15,1"
07/05/2014 1.00,,,"0,5",,"0,7","17,5"
07/05/2014 2.00,,,"0,6","15,4","0,5","17,5"
07/05/2014 3.00,,,"0,6",,"0,5","17,5"
07/05/2014 4.00,,,"0,5","14,2",,"17,5"
07/05/2014 5.00,,,"0,5",,"0,2","17,5"
07/05/2014 6.00,,,"0,7","24,2","0,4","17,5"
07/05/2014 7.00,,,"0,9",,"1,4","17,5"
07/05/2014 8.00,,,"0,9","38,3","1,8","17,5"
07/05/2014 9.00,,,"0,7",,"0,6","17,5"
07/05/2014 10.00,,,"0,8","33,2","0,2","17,5"
07/05/2014 11.00,,,"1,1",,"0,2","17,5"
07/05/2014 12.00,,,"0,8","18,8","0,4","17,5"
07/05/2014 13.00,,,"0,7",,"0,3","17,5"
07/05/2014 14.00,,,"0,7","11,2","0,1","17,5"
07/05/2014 15.00,,,"0,8",,"0,1","17,5"
07/05/2014 16.00,,,"0,8","19,0","0,1","17,5"
07/05/2014 17.00,,,"0,8",,"0,2","17,5"
07/05/2014 18.00,,,"1,1","11,5","0,7","17,5"
07/05/2014 19.00,,,"1,0",,"0,9","17,5"
07/05/2014 20.00,,,"1,0","10,7","1,3","17,5"
07/05/2014 21.00,,,"0,7",,"0,5","17,5"
07/05/2014 22.00,,,"1,1","13,2","0,4","17,5"
07/05/2014 23.00,,,"0,8",,"0,2","17,5"
08/05/2014 0.00,,,"0,8","8,3","0,3","17,5"
08/05/2014 1.00,,,"0,7",,"0,1","12,3"
08/05/2014 2.00,,,"0,9","17,1","0,1","12,3"
08/05/2014 3.00,,,"0,9",,"0,1","12,3"
08/05/2014 4.00,,,,"10,3",,"12,3"
08/05/2014 5.00,,,"0,7",,"0,1","12,3"
08/05/2014 6.00,,,"0,8","22,0","0,3","12,3"
08/05/2014 7.00,,,"0,9",,"0,8","12,3"
08/05/2014 8.00,,,"0,8","24,7","0,5","12,3"
08/05/2014 9.00,,,"0,7",,"0,3","12,3"
08/05/2014 10.00,,,"0,6","19,8",,"12,3"
08/05/2014 11.00,,,"0,7",,"0,1","12,3"
08/05/2014 12.00,,,"0,7","16,4","0,1","12,3"
08/05/2014 13.00,,,"0,7",,"0,2","12,3"
08/05/2014 14.00,,,"0,8","19,0","0,2","12,3"
08/05/2014 15.00,,,"0,8",,,"12,3"
08/05/2014 16.00,,,"0,8","25,2","0,1","12,3"
08/05/2014 17.00,,,"0,7",,,"12,3"
08/05/2014 18.00,,,"0,7","18,3",,"12,3"
08/05/2014 19.00,,,"0,8",,,"12,3"
08/05/2014 20.00,,,"0,9","10,7","0,1","12,3"
08/05/2014 21.00,,,"0,8",,"0,2","12,3"
08/05/2014 22.00,,,"0,8","14,7","0,2","12,3"
08/05/2014 23.00,,,"0,7",,"0,2","12,3"
09/05/2014 0.00,,,"0,7","10,5",,"12,3"
09/05/2014 1.00,,,"0,8",,,"5,8"
09/05/2014 2.00,,,"0,7","7,6",,"5,8"
09/05/2014 3.00,,,"0,7",,,"5,8"
09/05/2014 4.00,,,"0,6","6,3",,"5,8"
09/05/2014 5.00,,,"0,6",,,"5,8"
09/05/2014 6.00,,,"0,6","16,4","0,1","5,8"
09/05/2014 7.00,,,"0,7",,"0,1","5,8"
09/05/2014 8.00,,,"0,8","23,0","0,2","5,8"
09/05/2014 9.00,,,"0,8",,"0,2","5,8"
09/05/2014 10.00,,,"0,7","13,9","0,1","5,8"
09/05/2014 11.00,,,"0,7",,"0,1","5,8"
09/05/2014 12.00,,,"0,7","13,9",,"5,8"
09/05/2014 13.00,,,"0,8",,"0,1","5,8"
09/05/2014 14.00,,,"0,8","10,7",,"5,8"
09/05/2014 15.00,,,"0,9",,,"5,8"
09/05/2014 16.00,,,"0,9","12,0","0,1","5,8"
09/05/2014 17.00,,,"0,8",,,"5,8"
09/05/2014 18.00,,,"0,8","8,1",,"5,8"
09/05/2014 19.00,,,"0,8",,"0,2","5,8"
09/05/2014 20.00,,,"0,8","5,9","0,2","5,8"
09/05/2014 21.00,,,"0,7",,"0,2","5,8"
09/05/2014 22.00,,,"0,7","8,3","0,2","5,8"
09/05/2014 23.00,,,"0,7",,"0,1","5,8"
10/05/2014 0.00,,,"0,7","12,0",,"5,8"
10/05/2014 1.00,,,"0,7",,,"4,3"
10/05/2014 2.00,,,"0,7","8,3",,"4,3"
10/05/2014 3.00,,,"0,7",,,"4,3"
10/05/2014 4.00,,,,"6,1",,"4,3"
10/05/2014 5.00,,,"0,8",,,"4,3"
10/05/2014 6.00,,,"0,8","7,3",,"4,3"
10/05/2014 7.00,,,"0,7",,"0,2","4,3"
10/05/2014 8.00,,,"0,7","17,1","0,2","4,3"
10/05/2014 9.00,,,"0,8",,"0,2","4,3"
10/05/2014 10.00,,,"0,8","10,3",,"4,3"
10/05/2014 11.00,,,"0,8",,"0,2","4,3"
10/05/2014 12.00,,,"0,8","12,0","0,1","4,3"
10/05/2014 13.00,,,"0,8",,,"4,3"
10/05/2014 14.00,,,"0,8","8,3",,"4,3"
10/05/2014 15.00,,,"0,8",,,"4,3"
10/05/2014 16.00,,,"0,8","6,1",,"4,3"
10/05/2014 17.00,,,"0,8",,,"4,3"
10/05/2014 18.00,,,"0,9","8,5",,"4,3"
10/05/2014 19.00,,,"0,9",,,"4,3"
10/05/2014 20.00,,,"1,1","6,8","0,5","4,3"
10/05/2014 21.00,,,"1,0",,"0,7","4,3"
10/05/2014 22.00,,,"0,9","9,3","0,9","4,3"
10/05/2014 23.00,,,"0,9",,"1,0","4,3"
11/05/2014 0.00,,,"0,8","18,6","0,6","4,3"
