, Bari,,,
,Corso Cavour,,,
Parm,CO,,PM10,BENZENE



06/10/2009 23.00,"0,88510526",,,"5,17477974"
07/10/2009 0.00,"0,66514743",,"24,90842056","3,28890681"
07/10/2009 1.00,"0,53819272",,,"2,70418673"
07/10/2009 2.00,"0,47449868",,"31,25761986","2,24410203"
07/10/2009 3.00,,,,"2,09640515"
07/10/2009 4.00,"0,30973622",,"28,81562042","1,60883196"
07/10/2009 5.00,"0,28139527",,,
07/10/2009 6.00,"0,34906546",,"21,0012207","1,536029"
07/10/2009 7.00,"0,68398898",,,"4,03766492"
07/10/2009 8.00,"1,02348163",,"28,81562042","4,76098583"
07/10/2009 9.00,"1,42355544",,,"6,5783567"
07/10/2009 10.00,"1,19419374",,"24,90842056","7,03111493"
07/10/2009 11.00,"0,75213099",,,"5,0108546"
07/10/2009 12.00,"0,47885112",,"26,37360954","3,69839474"
07/10/2009 13.00,"0,5602287",,,"2,97970118"
07/10/2009 14.00,"0,56641252",,"24,42000961","2,97042716"
07/10/2009 15.00,"0,47826046",,,"2,68061775"
07/10/2009 16.00,"0,57917509",,"23,44322014","2,47363791"
07/10/2009 17.00,"0,68883305",,,"2,91318836"
07/10/2009 18.00,"0,91914073",,"17,09399986","3,60070274"
07/10/2009 19.00,"1,27561093",,,"4,95354258"
07/10/2009 20.00,"1,73772099",,"34,18803024","7,36188909"
07/10/2009 21.00,"1,9706674",,,"9,2913598"
07/10/2009 22.00,"1,46613503",,"37,6068306","7,28039078"
07/10/2009 23.00,"0,93788908",,,"5,01433579"
08/10/2009 0.00,"0,80782731",,"27,8388195","3,52368838"
08/10/2009 1.00,"0,69773598",,,
08/10/2009 2.00,"0,48416818",,"28,81562042",
08/10/2009 3.00,"0,34524426",,,
08/10/2009 4.00,"0,24992279",,"16,60560989",
08/10/2009 5.00,"0,19926859",,,
08/10/2009 6.00,"0,27682497",,"17,09399986",
08/10/2009 7.00,"0,47495186",,,"1,83841361"
08/10/2009 8.00,"0,88853502",,"30,76922989","3,07577412"
08/10/2009 9.00,"1,39791263",,,"5,64676029"
08/10/2009 10.00,"1,45246608",,"30,76922989","7,28430216"
08/10/2009 11.00,"1,03817461",,,"6,15722717"
08/10/2009 12.00,"0,79955581",,"32,72283173","5,01675727"
08/10/2009 13.00,"0,79707436",,,"4,53126282"
08/10/2009 14.00,"0,61127667",,"21,97801971","4,04061728"
08/10/2009 15.00,"0,65653459",,,"3,23272265"
08/10/2009 16.00,"0,69600246",,"30,28083038","3,11326481"
08/10/2009 17.00,"0,92953952",,,"4,0891119"
08/10/2009 18.00,"1,3486774",,"33,21123123","6,11761807"
08/10/2009 19.00,"1,44013805",,,"6,79961217"
08/10/2009 20.00,"1,19498128",,"32,72283173","6,21899771"
08/10/2009 21.00,"1,27836732",,,"5,7131114"
08/10/2009 22.00,"1,17898932",,"34,67642975","5,95497943"
08/10/2009 23.00,"0,91610707",,,"3,97345358"
09/10/2009 0.00,"0,79301783",,"20,51280975","3,70595715"
09/10/2009 1.00,"0,64432422",,,"3,05498969"
09/10/2009 2.00,"0,59343353",,"31,74603081","2,62833073"
09/10/2009 3.00,,,,"2,47743234"
09/10/2009 4.00,"0,37664567",,"18,07081032","1,93232136"
09/10/2009 5.00,"0,29393766",,,
09/10/2009 6.00,"0,30645325",,"21,97801971","1,39627286"
09/10/2009 7.00,"0,38308579",,,"1,39854891"
09/10/2009 8.00,"0,75369559",,"33,69963074","2,13413484"
09/10/2009 9.00,"1,60244352",,,"5,97688358"
09/10/2009 10.00,"1,62487909",,"37,6068306","7,99997117"
09/10/2009 11.00,"1,3560134",,,"7,54771127"
09/10/2009 12.00,"1,33661033",,"28,32722092","6,69054604"
09/10/2009 13.00,"1,27206001",,,"7,33833842"
09/10/2009 14.00,"0,91404619",,"26,37360954","6,32158454"
09/10/2009 15.00,"0,63002734",,,"3,96026207"
09/10/2009 16.00,"0,78144356",,"16,11721039","2,81540381"
09/10/2009 17.00,"0,86413875",,,"3,87207088"
09/10/2009 18.00,"1,35915075",,"18,07081032","3,90276903"
09/10/2009 19.00,"1,31702202",,,"10,21941603"
09/10/2009 20.00,"1,11293033",,"43,9560318","5,45314892"
09/10/2009 21.00,"1,3239759",,,"5,83515649"
09/10/2009 22.00,"0,98481528",,"43,9560318","5,28851594"
09/10/2009 23.00,"0,84630843",,,"3,97853044"
10/10/2009 0.00,"0,97694337",,"40,04883957","3,76887793"
10/10/2009 1.00,"1,00480901",,,"4,40894315"
10/10/2009 2.00,"0,82473962",,"42,97924042","3,23757272"
10/10/2009 3.00,"0,86705125",,,"3,39994185"
10/10/2009 4.00,"0,71032147",,"23,93161964","3,20037594"
10/10/2009 5.00,"0,5329677",,,"2,44756508"
10/10/2009 6.00,"0,50352698",,"31,25761986","2,24663945"
10/10/2009 7.00,"0,59232095",,,"2,56536318"
10/10/2009 8.00,"0,85547931",,"29,30401993","3,18728003"
10/10/2009 9.00,"0,95958487",,,"4,38878112"
10/10/2009 10.00,"0,86189496",,"28,32722092","3,87610634"
10/10/2009 11.00,"0,79919466",,,"3,56766651"
10/10/2009 12.00,"0,74015596",,"37,6068306","3,42647945"
10/10/2009 13.00,"0,85107095",,,"3,56473145"
10/10/2009 14.00,"0,76105606",,"22,95482063","3,42969724"
10/10/2009 15.00,"0,48400391",,,"2,10052706"
10/10/2009 16.00,"0,45578412",,"22,95482063","1,3338555"
10/10/2009 17.00,"0,57909587",,,"1,77651594"
10/10/2009 18.00,"0,80765839",,"26,86202049","2,41759613"
10/10/2009 19.00,"1,05019042",,,"4,24378642"
10/10/2009 20.00,"0,93116819",,"26,37360954","4,2174451"
10/10/2009 21.00,"0,98725479",,,"4,06027589"
10/10/2009 22.00,"0,69375051",,"32,72283173","3,1252532"
10/10/2009 23.00,"0,58378034",,,"2,32438604"
11/10/2009 0.00,"0,55744901",,"31,25761986","2,38553927"
11/10/2009 1.00,"0,53056547",,,"1,89002128"
11/10/2009 2.00,"0,45649127",,"26,86202049","1,93933764"
11/10/2009 3.00,,,,"1,57597269"
11/10/2009 4.00,"0,33525089",,"20,02441978","1,08116456"
11/10/2009 5.00,"0,2723805",,,
11/10/2009 6.00,"0,26645298",,"12,21000957","0,94278137"
11/10/2009 7.00,"0,30642413",,,"1,16731158"
11/10/2009 8.00,"0,35307073",,"21,48962021","1,31966835"
11/10/2009 9.00,"0,50911083",,,"1,55689174"
11/10/2009 10.00,"0,6266302",,"18,55920982","2,47381487"
11/10/2009 11.00,"0,66785839",,,"2,50743384"
11/10/2009 12.00,"0,83497065",,"23,93161964","3,34670597"
11/10/2009 13.00,"0,90847399",,,"3,67391657"
11/10/2009 14.00,"0,59427582",,"21,0012207","3,32783249"
11/10/2009 15.00,"0,41232146",,,"2,04160818"
11/10/2009 16.00,"0,36532187",,"20,51280975","1,48932836"
11/10/2009 17.00,"0,45221456",,,"1,62267537"
11/10/2009 18.00,"0,53113748",,"13,67521","2,0957258"
11/10/2009 19.00,"1,25487043",,,"2,21323303"
11/10/2009 20.00,"2,09156877",,"22,46640968","7,09250308"
11/10/2009 21.00,"1,33218216",,,"5,67846933"
11/10/2009 22.00,"0,98449141",,"25,88521957","3,80689034"
11/10/2009 23.00,"0,73519772",,,"3,4548446"
12/10/2009 0.00,"0,59910591",,"19,53602028","2,51724281"
12/10/2009 1.00,"0,48244864",,,"1,95576626"
12/10/2009 2.00,"0,3344983",,"12,69841003","1,32206746"
12/10/2009 3.00,"0,25793217",,,"1,16230388"
12/10/2009 4.00,"0,19997691",,"12,69841003","0,85498783"
12/10/2009 5.00,"0,18352478",,,"0,643701"
12/10/2009 6.00,"0,23861297",,"17,09399986","0,68114084"
12/10/2009 7.00,"0,34231195",,,"0,94294003"
12/10/2009 8.00,"0,70492403",,"16,60560989","1,71107911"
12/10/2009 9.00,"0,93132663",,,"3,40045849"
12/10/2009 10.00,"0,92602588",,"20,51280975","4,16844807"
12/10/2009 11.00,"0,86500784",,,"4,32110994"
12/10/2009 12.00,"0,80988004",,"12,69841003","4,23572059"
12/10/2009 13.00,"0,74795913",,,"3,703615"
12/10/2009 14.00,"0,54755117",,"8,30280876","2,9751674"
12/10/2009 15.00,"0,40870996",,,"1,94417246"
12/10/2009 16.00,"0,51421353",,"6,83760691","1,6822197"
12/10/2009 17.00,"0,53738072",,,"1,98011222"
12/10/2009 18.00,"0,53447521",,"4,88400507","2,02492226"
12/10/2009 19.00,"0,5732301",,,"2,2714278"
12/10/2009 20.00,"0,56855728",,"5,37240601","2,2765545"
12/10/2009 21.00,"0,43682258",,,"2,12667616"
12/10/2009 22.00,"0,31545521",,"7,81440783","1,15110671"
12/10/2009 23.00,"0,2458383",,,"0,72338193"
13/10/2009 0.00,"0,19133844",,"24,42000961","0,47322739"
13/10/2009 1.00,"0,1759849",,,"0,40335542"
13/10/2009 2.00,"0,15172028",,"25,88521957","0,31362856"
13/10/2009 3.00,,,,"0,1803497"
13/10/2009 4.00,"0,09809533",,"20,51280975","0,15699938"
13/10/2009 5.00,"0,10208662",,,
13/10/2009 6.00,"0,12721451",,"12,21000957","0,36263881"
13/10/2009 7.00,"0,14286628",,,"0,40946149"
13/10/2009 8.00,"0,21628458",,"18,55920982","0,59039698"
13/10/2009 9.00,"0,2527386",,,"0,86459136"
13/10/2009 10.00,"0,25033986",,"17,09399986","0,90457777"
13/10/2009 11.00,"0,29564205",,,"0,94562694"
13/10/2009 12.00,"0,26748517",,"9,76801014","0,95136791"
13/10/2009 13.00,"0,30712429",,,"0,98647169"
13/10/2009 14.00,"0,22989062",,"11,72161007","1,01072714"
13/10/2009 15.00,"0,20661042",,,"0,54213829"
13/10/2009 16.00,"0,26882259",,"14,16361046","0,77795924"
13/10/2009 17.00,"0,2664623",,,"1,27617228"
13/10/2009 18.00,"0,3765315",,"17,58241081","1,8463218"
13/10/2009 19.00,"0,45785432",,,"1,50943445"
13/10/2009 20.00,"0,46092177",,"15,14041042","1,72389738"
13/10/2009 21.00,"0,47008449",,,"1,86871614"
13/10/2009 22.00,"0,26052429",,"17,09399986","1,17415701"
13/10/2009 23.00,"0,25234483",,,"0,66435017"
14/10/2009 0.00,"0,22403183",,"10,7448101","0,62088257"
14/10/2009 1.00,"0,19890395",,,"0,49633465"
14/10/2009 2.00,"0,15623699",,"13,67521","0,40306456"
14/10/2009 3.00,"0,14896156",,,"0,31496185"
14/10/2009 4.00,"0,15029782",,"18,07081032","0,29534392"
14/10/2009 5.00,"0,15104575",,,"0,40010712"
14/10/2009 6.00,"0,20676886",,"11,23320961","0,51285988"
14/10/2009 7.00,"0,18521869",,,"0,55542845"
14/10/2009 8.00,"0,28868118",,"9,27960968","0,61316354"
14/10/2009 9.00,"0,38380692",,,"1,1221639"
14/10/2009 10.00,"0,27633334",,"13,67521","1,22511786"
14/10/2009 11.00,"0,32419154",,,"0,87557801"
14/10/2009 12.00,"0,45950629",,"8,30280876","1,54746212"
14/10/2009 13.00,"0,62325287",,,"1,89607446"
14/10/2009 14.00,"0,60335467",,"9,76801014","2,81676354"
14/10/2009 15.00,"0,30939371",,,"1,62983098"
14/10/2009 16.00,"0,28120887",,"14,16361046",
14/10/2009 17.00,"0,39996897",,,"1,24523412"
14/10/2009 18.00,"0,47570911",,"13,18680954","1,71446165"
14/10/2009 19.00,"0,72561443",,,"2,5285671"
14/10/2009 20.00,"1,02872762",,"12,69841003","3,8853824"
14/10/2009 21.00,"1,05515332",,,"6,53195201"
14/10/2009 22.00,"0,66423058",,"14,16361046","4,52190134"
14/10/2009 23.00,"0,48066269",,,"2,53193337"
15/10/2009 0.00,"0,39127807",,"10,7448101","1,72634631"
15/10/2009 1.00,"0,33409987",,,"1,16597423"
15/10/2009 2.00,"0,27759154",,"18,07081032","0,97613491"
15/10/2009 3.00,,,,"0,74440129"
15/10/2009 4.00,"0,17510999",,"11,23320961","0,46666367"
15/10/2009 5.00,"0,18673203",,,
15/10/2009 6.00,"0,28045162",,"7,81440783","0,64291384"
15/10/2009 7.00,"0,40598736",,,"1,09670127"
15/10/2009 8.00,"1,08003655",,"9,27960968","2,55617357"
15/10/2009 9.00,"1,44162226",,,"6,0928592"
15/10/2009 10.00,"0,96299483",,"18,55920982","5,69836796"
15/10/2009 11.00,"0,6804998",,,"4,19336661"
15/10/2009 12.00,"0,58748853",,"20,51280975","2,80712442"
15/10/2009 13.00,"0,75632499",,,"3,2516663"
15/10/2009 14.00,"0,5447773",,"16,60560989","3,25552785"
15/10/2009 15.00,"0,41153159",,,"1,98837636"
15/10/2009 16.00,"0,39930142",,"16,60560989","1,81184144"
15/10/2009 17.00,"0,42734181",,,"1,52605325"
15/10/2009 18.00,"0,55122674",,"14,65200996","2,17767871"
15/10/2009 19.00,"0,69155099",,,"2,9472782"
15/10/2009 20.00,"0,59873544",,"11,23320961","2,63133088"
15/10/2009 21.00,"0,64648064",,,"2,64558719"
15/10/2009 22.00,"0,42620244",,"13,18680954","2,13311174"
15/10/2009 23.00,"0,33334728",,,"1,30120268"
16/10/2009 0.00,"0,33456703",,"8,79120922","1,2406505"
16/10/2009 1.00,"0,28045162",,,"0,93310869"
16/10/2009 2.00,"0,21532229",,"8,30280876","0,64225482"
16/10/2009 3.00,"0,15955491",,,"0,4064054"
16/10/2009 4.00,"0,15393145",,"9,76801014","0,33883694"
16/10/2009 5.00,"0,16152143",,,"0,41399528"
16/10/2009 6.00,"0,20490137",,"11,72161007","0,54500115"
16/10/2009 7.00,"0,38734619",,,"0,77959457"
16/10/2009 8.00,"0,68124657",,"7,81440783","1,76461907"
16/10/2009 9.00,"1,14186077",,,"3,68475372"
16/10/2009 10.00,"0,78081329",,"11,72161007","4,40509889"
16/10/2009 11.00,"0,36185017",,,"2,73637783"
16/10/2009 12.00,"0,95436567",,"11,72161007","2,58969592"
16/10/2009 13.00,,,,"3,1504504"
16/10/2009 14.00,,,"11,72161007","2,21335202"
16/10/2009 15.00,"0,25441037",,,"1,09540358"
16/10/2009 16.00,"0,24092899",,"4,88400507","1,08550919"
16/10/2009 17.00,"0,39961364",,,"1,31480811"
16/10/2009 18.00,"0,91070147",,"4,88400507","2,0973713"
16/10/2009 19.00,"0,3984999",,,"1,86415897"
16/10/2009 20.00,"0,69327752",,"7,32600689","2,12524626"
16/10/2009 21.00,"0,92466167",,,"4,33243322"
16/10/2009 22.00,"0,62173138",,"9,27960968","3,2552136"
16/10/2009 23.00,"0,53280343",,,"2,36659053"
17/10/2009 0.00,"0,47470022",,"10,7448101","2,00107361"
17/10/2009 1.00,"0,37539213",,,"1,4685602"
17/10/2009 2.00,"0,32623612",,"12,69841003","1,27234836"
17/10/2009 3.00,,,,"0,98073785"
17/10/2009 4.00,"0,22937569",,"7,32600689","0,75505029"
17/10/2009 5.00,"0,22457123",,,
17/10/2009 6.00,"0,2788812",,"4,39560509","0,75009038"
17/10/2009 7.00,"0,38076627",,,"1,01681999"
17/10/2009 8.00,"0,54839696",,"2,93040299","1,47316721"
17/10/2009 9.00,"0,76372391",,,"2,78558944"
17/10/2009 10.00,"0,73395816",,"2,44200301","3,53896982"
17/10/2009 11.00,"0,7006077",,,"3,24449544"
17/10/2009 12.00,"0,75300474",,"2,44200301","3,33747161"
17/10/2009 13.00,"0,88441674",,,"3,79281404"
17/10/2009 14.00,"0,73567187",,"1,46520102","3,82050491"
17/10/2009 15.00,"0,43061313",,,"2,22547262"
17/10/2009 16.00,"0,40112814",,,"1,22591519"
17/10/2009 17.00,"0,51636062",,,"1,83492225"
17/10/2009 18.00,"0,56178514",,,"2,14994105"
17/10/2009 19.00,"0,6149802",,,"2,61936486"
17/10/2009 20.00,"0,78890538",,,"2,87915243"
17/10/2009 21.00,"0,55230204",,,"2,58345968"
17/10/2009 22.00,"0,45862439",,,"1,3428051"
17/10/2009 23.00,"0,65717534",,,"2,26122119"
18/10/2009 0.00,"0,56186436",,,"2,29517069"
18/10/2009 1.00,"0,54449188",,,"2,19364968"
18/10/2009 2.00,"0,36626202",,,"1,56712073"
18/10/2009 3.00,"0,33123746",,,"1,12683193"
18/10/2009 4.00,"0,2909937",,,"1,02792055"
18/10/2009 5.00,"0,2622648",,,"0,98550148"
18/10/2009 6.00,"0,18560198",,,"0,69041893"
18/10/2009 7.00,"0,18835021",,,"0,36174792"
18/10/2009 8.00,"0,20409053",,,"0,4032466"
18/10/2009 9.00,"0,2131752",,,"0,48681044"
18/10/2009 10.00,"0,28043531",,,"0,61600097"
18/10/2009 11.00,"0,31346655",,,"1,02602588"
18/10/2009 12.00,"0,32462376",,,"1,06824765"
18/10/2009 13.00,"0,3043015",,,"1,00046155"
18/10/2009 14.00,"0,28234707",,,"0,92462284"
18/10/2009 15.00,"0,35016405",,,"0,93617494"
18/10/2009 16.00,"0,33163589",,,"1,01978963"
18/10/2009 17.00,"0,35056365",,,"0,91907002"
18/10/2009 18.00,"0,43411978",,,"1,28563343"
18/10/2009 19.00,"0,39184309",,,"1,24770442"
18/10/2009 20.00,"0,43224762",,,"1,26513478"
18/10/2009 21.00,"0,46511926",,,"1,54820859"
18/10/2009 22.00,"0,4112485",,,"1,37880487"
18/10/2009 23.00,"0,3660232",,,"1,13022668"
19/10/2009 0.00,"0,3701671",,,"1,03538228"
19/10/2009 1.00,"0,32016064",,,"0,97484738"
19/10/2009 2.00,"0,24807976",,,"0,70132727"
19/10/2009 3.00,,,,"0,5788825"
19/10/2009 4.00,"0,18514996",,,"0,5927015"
19/10/2009 5.00,"0,17698564",,,
19/10/2009 6.00,"0,24687865",,,"0,75820198"
19/10/2009 7.00,"0,44835608",,,"1,07795288"
19/10/2009 8.00,"0,64123115",,,"1,73342972"
19/10/2009 9.00,"0,80383835",,,"2,96756227"
19/10/2009 10.00,"0,68571667",,,"3,04115341"
19/10/2009 11.00,"0,70347943",,,"2,97737123"
19/10/2009 12.00,"0,79778501",,,"3,2938535"
19/10/2009 13.00,"0,80121128",,,"3,60833736"
19/10/2009 14.00,"0,61622093",,,"3,3785218"
19/10/2009 15.00,"0,4293992",,,"2,13480301"
19/10/2009 16.00,"0,48881886",,,"1,66295162"
19/10/2009 17.00,"0,86584664",,,"2,88669958"
19/10/2009 18.00,"0,88177802",,,"3,82727508"
19/10/2009 19.00,"0,97206202",,,"4,09472879"
19/10/2009 20.00,"1,02682285",,,"4,33677988"
19/10/2009 21.00,"0,98078438",,,"4,99324219"
19/10/2009 22.00,"0,60208249",,,"3,40866975"
19/10/2009 23.00,"0,50761613",,,"2,40060816"
20/10/2009 0.00,"0,45166118",,,"1,90590071"
20/10/2009 1.00,"0,37109444",,,"1,66005622"
20/10/2009 2.00,"0,30510302",,,"1,26231057"
20/10/2009 3.00,"0,26280886",,,"0,93243747"
20/10/2009 4.00,"0,23321902",,,"0,81312303"
20/10/2009 5.00,"0,23978962",,,"0,74669767"
20/10/2009 6.00,"0,30634607",,,"0,86466154"
20/10/2009 7.00,"0,45620119",,,"1,20569723"
20/10/2009 8.00,"0,88213567",,,"2,75452009"
20/10/2009 9.00,"1,31081839",,,"5,06980094"
20/10/2009 10.00,"1,26943992",,,"7,55722123"
20/10/2009 11.00,"1,03064638",,,"6,18125379"
20/10/2009 12.00,"0,93418787",,,"5,69713535"
20/10/2009 13.00,"0,92295727",,,"5,38316508"
20/10/2009 14.00,"0,818296",,,"5,45408354"
20/10/2009 15.00,"0,5388393",,,"2,99526128"
20/10/2009 16.00,"0,66070645",,,"2,71075757"
20/10/2009 17.00,"0,91439452",,,"3,78647304"
20/10/2009 18.00,"1,08787467",,,"4,97022036"
20/10/2009 19.00,"1,16676964",,,"5,701242"
20/10/2009 20.00,"1,0860829",,,"5,32732161"
20/10/2009 21.00,"1,11041626",,,"5,64266788"
20/10/2009 22.00,"0,82482816",,,"4,59458226"
20/10/2009 23.00,"0,6002115",,,"2,90510423"
21/10/2009 0.00,"0,47428315",,,"2,09976024"
21/10/2009 1.00,"0,40096388",,,"1,60224485"
21/10/2009 2.00,"0,35345168",,,"1,31324091"
21/10/2009 3.00,,,,"0,99318186"
21/10/2009 4.00,"0,20893809",,,"0,7710772"
21/10/2009 5.00,"0,21595372",,,
21/10/2009 6.00,"0,28723541",,,"1,04810393"
21/10/2009 7.00,"0,51279456",,,"1,30899087"
21/10/2009 8.00,"1,11961277",,,"3,5020456"
21/10/2009 9.00,"1,65407749",,,"7,8648078"
21/10/2009 10.00,"1,4077627",,,"9,0204188"
21/10/2009 11.00,"1,16660537",,,"7,22122782"
21/10/2009 12.00,"0,81701683",,,"5,17637033"
21/10/2009 13.00,"0,81439791",,,"4,30154998"
21/10/2009 14.00,"0,69580441",,,"4,25768982"
21/10/2009 15.00,"0,51080823",,,"2,69237326"
21/10/2009 16.00,"0,48072444",,,"2,40619251"
21/10/2009 17.00,"0,55593684",,,"2,29635346"
21/10/2009 18.00,"0,7510522",,,"3,03662165"
21/10/2009 19.00,"0,90929648",,,"4,11321074"
21/10/2009 20.00,"1,02415849",,,"5,09260411"
21/10/2009 21.00,"1,22776787",,,"6,07879511"
21/10/2009 22.00,"0,95882995",,,"5,4292006"
21/10/2009 23.00,"0,96430662",,,"4,88417301"
22/10/2009 0.00,"0,75791871",,,"4,1043008"
22/10/2009 1.00,"0,64150842",,,"3,22827734"
22/10/2009 2.00,"0,6132094",,,"3,47918853"
22/10/2009 3.00,"0,38161905",,,"2,24354065"
22/10/2009 4.00,"0,25818264",,,"1,18649017"
22/10/2009 5.00,"0,22178688",,,"0,99463312"
22/10/2009 6.00,"0,23687013",,,"0,787457"
22/10/2009 7.00,"0,28945823",,,"0,86195632"
22/10/2009 8.00,"0,51362753",,,"1,39755021"
22/10/2009 9.00,"0,61499535",,,"2,35981629"
22/10/2009 10.00,"0,55414973",,,"2,61271775"
22/10/2009 11.00,"0,47115979",,,"2,04908211"
22/10/2009 12.00,"0,60388125",,,"2,53647529"
22/10/2009 13.00,"0,75367229",,,"2,81220738"
22/10/2009 14.00,"0,76339654",,,"3,89971904"
22/10/2009 15.00,"0,33970585",,,"2,20168499"
22/10/2009 16.00,"0,36558399",,,"1,45432831"
22/10/2009 17.00,"0,49378292",,,"1,81423444"
22/10/2009 18.00,"0,59610371",,,"2,02757459"
22/10/2009 19.00,"0,85357104",,,"2,77080226"
22/10/2009 20.00,"1,07166719",,,"3,90180491"
22/10/2009 21.00,"1,44026853",,,"5,77830416"
22/10/2009 22.00,"0,9515254",,,"5,16685731"
22/10/2009 23.00,"0,68552445",,,"3,39635591"
23/10/2009 0.00,"0,52430359",,,"2,80432563"
23/10/2009 1.00,"0,37506942",,,"2,03935857"
23/10/2009 2.00,"0,27870295",,,"1,34811791"
23/10/2009 3.00,,,,"0,71923257"
23/10/2009 4.00,"0,13151569",,,"0,59208316"
23/10/2009 5.00,"0,1015647",,,
23/10/2009 6.00,"0,1067175",,,"0,37590863"
23/10/2009 7.00,"0,22421241",,,"0,46840986"
23/10/2009 8.00,"0,39152039",,,"0,77137925"
23/10/2009 9.00,"0,44165034",,,"1,75237033"
23/10/2009 10.00,"0,41811035",,,"1,452874"
23/10/2009 11.00,"0,5087788",,,"1,78969016"
23/10/2009 12.00,"0,57685907",,,"2,62153921"
23/10/2009 13.00,"0,75593588",,,"2,61746307"
23/10/2009 14.00,"0,83312995",,,"3,99530687"
23/10/2009 15.00,"0,57713634",,,"2,94324275"
23/10/2009 16.00,"0,46641707",,,"2,16538826"
23/10/2009 17.00,"0,43229655",,,"2,20018085"
23/10/2009 18.00,"0,52034958",,,"2,16243286"
23/10/2009 19.00,"0,63523023",,,"2,7874831"
23/10/2009 20.00,"1,16283077",,,"5,5153405"
23/10/2009 21.00,"0,90473667",,,"5,44560786"
23/10/2009 22.00,"0,50441937",,,"2,79998304"
23/10/2009 23.00,"0,40388337",,,"1,97075786"
24/10/2009 0.00,"0,42694687",,,"1,58081056"
24/10/2009 1.00,"0,64969487",,,"2,2134944"
24/10/2009 2.00,"0,60420162",,"20,02441978","2,63609553"
24/10/2009 3.00,"0,44989155",,,"2,1673409"
24/10/2009 4.00,"0,35228901",,"17,58241081","1,68381232"
24/10/2009 5.00,"0,23237673",,,"1,39342831"
24/10/2009 6.00,"0,20713351",,"9,76801014","0,83445359"
24/10/2009 7.00,"0,26221587",,,"1,08959346"
24/10/2009 8.00,"0,49510636",,"5,37240601","1,27832324"
24/10/2009 9.00,"0,62413361",,,"2,82294487"
24/10/2009 10.00,"0,51575249",,"3,90720391","2,55868149"
24/10/2009 11.00,"0,36833805",,,"1,91911561"
24/10/2009 12.00,"0,26847658",,"34,67642975","1,22887975"
24/10/2009 13.00,"0,25222949",,,"0,98819856"
24/10/2009 14.00,"0,31242388",,"25,88521957","0,9154017"
24/10/2009 15.00,"0,33620036",,,"1,1058858"
24/10/2009 16.00,"0,24739474",,"14,65200996","0,88104541"
24/10/2009 17.00,"0,34416547",,,"0,91128997"
24/10/2009 18.00,"0,38137557",,"11,23320961","1,20875942"
24/10/2009 19.00,"0,74761312",,,"2,45661435"
24/10/2009 20.00,"0,90263618",,"11,23320961","4,17801092"
24/10/2009 21.00,"0,76992404",,,"3,79606234"
24/10/2009 22.00,"0,60063556",,"32,23442078","3,36034496"
24/10/2009 23.00,"0,78173364",,,"3,68365638"
25/10/2009 0.00,"0,78688527",,"29,30401993","4,02170514"
25/10/2009 1.00,"0,48753736",,,"2,56918303"
25/10/2009 2.00,"0,59060957",,"15,62880993","2,41324947"
25/10/2009 3.00,,,,"3,12705533"
25/10/2009 4.00,"0,53550623",,"29,30401993","2,70863305"
25/10/2009 5.00,"0,25520723",,,
25/10/2009 6.00,"0,17583811",,"17,58241081","0,80701696"
25/10/2009 7.00,"0,19986624",,,"0,76453585"
25/10/2009 8.00,"0,22468656",,"18,55920982","0,81570926"
25/10/2009 9.00,"0,2532279",,,"0,87283618"
25/10/2009 10.00,"0,34668886",,"27,35042","1,02729509"
25/10/2009 11.00,"0,34617509",,,"1,25620654"
25/10/2009 12.00,"0,36438404",,"20,51280975","1,37949846"
25/10/2009 13.00,"0,51421353",,,"1,65989655"
25/10/2009 14.00,"0,38730309",,"17,58241081","1,74760873"
25/10/2009 15.00,"0,30975486",,,"1,67884021"
25/10/2009 16.00,"0,2591659",,"24,42000961","1,18180892"
25/10/2009 17.00,"0,25453386",,,"0,9152105"
25/10/2009 18.00,"0,30080883",,"21,48962021","1,02045983"
25/10/2009 19.00,"0,35452698",,,"1,28558868"
25/10/2009 20.00,"0,44965039",,"21,0012207","1,56496469"
25/10/2009 21.00,"0,89419459",,,"2,53953545"
25/10/2009 22.00,"0,97316761",,"22,95482063","4,63101934"
25/10/2009 23.00,"0,80532489",,,"3,71553831"
26/10/2009 0.00,"0,72876692",,"22,95482063","3,38919827"
26/10/2009 1.00,"0,68478817",,,"3,49285294"
26/10/2009 2.00,"0,51785648",,"21,48962021","2,38430565"
26/10/2009 3.00,"0,48314065",,,"2,10882476"
26/10/2009 4.00,"0,35029104",,"21,48962021","1,6300415"
26/10/2009 5.00,"0,2724271",,,"1,15404482"
26/10/2009 6.00,"0,26498508",,"18,07081032","1,00513873"
26/10/2009 7.00,"0,30651034",,,"1,49146304"
26/10/2009 8.00,"0,53024626",,"20,02441978","1,63906025"
26/10/2009 9.00,"1,0279529",,,"3,97981288"
26/10/2009 10.00,"1,02458838",,"32,23442078","5,48309143"
26/10/2009 11.00,"0,64445004",,,"4,29847661"
26/10/2009 12.00,"0,44818482",,"22,95482063","2,48160001"
26/10/2009 13.00,"0,46999712",,,"2,10909325"
26/10/2009 14.00,"0,46627611",,"16,11721039","1,95032938"
26/10/2009 15.00,"0,43159988",,,"1,93942205"
26/10/2009 16.00,"0,40567048",,"28,32722092","1,52876457"
26/10/2009 17.00,"0,52795004",,,"2,03765103"
26/10/2009 18.00,"0,58677439",,"25,88521957","2,400718"
26/10/2009 19.00,"0,80809643",,,"3,08080115"
