MARTINA FRANCA,,,,
,NO2,CO,O3,PM10
26/07/2011 16.00,"38,678784","0,278348","82,348217","18,55468"
26/07/2011 17.00,"37,493248","0,616453","85,323937",
26/07/2011 18.00,"72,834963","0,496643","49,818261","14,16015"
26/07/2011 19.00,"45,098496","0,41677","40,888524",
26/07/2011 20.00,"48,998095","0,430708","23,80861","36,62109"
26/07/2011 21.00,"40,736899","0,32515","26,259029",
26/07/2011 22.00,"26,139525","0,238754","14,903556","25,39061"
26/07/2011 23.00,"22,370437","0,221215","23,84853",
27/07/2011 0.00,"27,106595","0,242912","19,2901","18,066401"
27/07/2011 1.00,"16,625466","0,137828","33,054718",
27/07/2011 2.00,,"0,152162","20,231414","14,64843"
27/07/2011 3.00,"39,033076",,"2,442985",
27/07/2011 4.00,"20,276281","0,181723",,"16,11327"
27/07/2011 5.00,"45,052549","0,271931",,
27/07/2011 6.00,"80,396846","0,473526",,"13,18359"
27/07/2011 7.00,"89,182561","0,843186","0,540029",
27/07/2011 8.00,"88,876948","0,869706","22,907886","19,53125"
27/07/2011 9.00,"59,4479","0,603593","62,209485",
27/07/2011 10.00,"42,207761","0,426423","87,504195","41,99218"
27/07/2011 11.00,"37,105132","0,326832","99,129675",
27/07/2011 12.00,"50,956366","0,322201","84,841282","33,203121"
27/07/2011 13.00,"25,363214","0,243946","102,564031",
27/07/2011 14.00,"13,005785","0,188927","111,550967","32,226551"
27/07/2011 15.00,"15,822023","0,220633","106,855848",
27/07/2011 16.00,"17,378659","0,258949","103,50335","23,92577"
27/07/2011 17.00,"22,011441","0,2673","97,968409",
27/07/2011 18.00,"18,999564","0,207056","86,975658","14,16015"
27/07/2011 19.00,"15,373597","0,194548","83,943934",
27/07/2011 20.00,"30,094534","0,260374","64,624716","15,625"
27/07/2011 21.00,"11,550541","0,120291","71,931339",
27/07/2011 22.00,"5,809549","0,061736","66,251574","24,90234"
27/07/2011 23.00,"5,011235","0,068675","65,27574",
28/07/2011 0.00,"1,19114","0,026164","79,009242","25,39061"
28/07/2011 1.00,"1,85578","0,036825","70,890529",
28/07/2011 2.00,"2,286022","0,04139","79,815898","19,04295"
28/07/2011 3.00,,"0,052329","96,774677",
28/07/2011 4.00,,"0,06638","94,628094","14,64843"
28/07/2011 5.00,"5,092732","0,065127","89,365869",
28/07/2011 6.00,"32,503769","0,141982","65,21348","9,765625"
28/07/2011 7.00,"51,164871","0,721074","48,091609",
28/07/2011 8.00,"49,105531","0,75935","53,132537","8,300781"
28/07/2011 9.00,"26,562822","0,281747","73,390382",
28/07/2011 10.00,"25,04045","0,22364","81,94624","14,64843"
28/07/2011 11.00,"27,493947","0,287883","80,427646",
28/07/2011 12.00,"31,566908","0,276445","82,3455","19,53125"
28/07/2011 13.00,"24,486353","0,214774","94,679525",
28/07/2011 14.00,"35,756979","0,253407","102,381307","13,67187"
28/07/2011 15.00,"44,46417","0,290021","111,383799",
28/07/2011 16.00,"59,487881","0,322716","83,013428","18,55468"
28/07/2011 17.00,"50,387968","0,295324","66,057343",
28/07/2011 18.00,"53,232774","0,357786","61,887355","17,57811"
28/07/2011 19.00,"54,767977","0,371561","52,138428",
28/07/2011 20.00,"71,842458","0,463353","21,737141","21,48436"
28/07/2011 21.00,"51,433352","0,288635","35,116708",
28/07/2011 22.00,"32,372377","0,240859","32,409812","23,4375"
28/07/2011 23.00,"39,587175","0,224275","15,685853",
29/07/2011 0.00,"19,950783","0,128603","39,462658","17,08984"
29/07/2011 1.00,"9,74399","0,089298","63,129162",
29/07/2011 2.00,,"0,107349","44,716089","20,99609"
29/07/2011 3.00,"27,89388",,"49,409865",
29/07/2011 4.00,"10,25947","0,206565",,"16,601561"
29/07/2011 5.00,"15,349743","0,205615","45,652684",
29/07/2011 6.00,"45,369004","0,499423","22,606063","15,625"
29/07/2011 7.00,"35,607502","0,37329","33,591371",
29/07/2011 8.00,"28,952975","0,333173","44,207187","14,64843"
29/07/2011 9.00,"27,618343","0,338282","53,832961",
29/07/2011 10.00,"27,812085","0,331233","65,795457","17,08984"
29/07/2011 11.00,"27,01847","0,309492","76,427532",
29/07/2011 12.00,"35,479778","0,357806","81,069881","17,08984"
29/07/2011 13.00,"39,602798","0,341252","92,907172",
29/07/2011 14.00,"23,356112","0,25785","108,816259","13,18359"
29/07/2011 15.00,"21,588086","0,248663","104,11646",
29/07/2011 16.00,"19,76551","0,27777","105,193838","16,601561"
29/07/2011 17.00,"26,67693","0,292383","98,143028",
29/07/2011 18.00,"41,022112","0,398399","84,21869","10,2539"
29/07/2011 19.00,"44,947086","0,418754","78,637714",
29/07/2011 20.00,"43,105867","0,364776","76,921533","8,789063"
29/07/2011 21.00,"35,006194","0,264821","81,514484",
29/07/2011 22.00,"10,395804","0,192745","94,096194","15,625"
29/07/2011 23.00,"6,869789","0,195635","87,542079",
30/07/2011 0.00,"7,066396","0,212387","84,475165","10,2539"
30/07/2011 1.00,"2,742462","0,181734","91,800069",
30/07/2011 2.00,"0,041619","0,180191","98,134885","11,23046"
30/07/2011 3.00,"0,114808","0,169101","96,183218",
30/07/2011 4.00,,"0,173656","98,237769","6,347656"
30/07/2011 5.00,"3,4801","0,187873","88,203256",
30/07/2011 6.00,"11,549616","0,241138","82,386779","9,765625"
30/07/2011 7.00,"9,824643","0,250919","92,308948",
30/07/2011 8.00,"11,79502","0,271156","100,87632","5,371094"
30/07/2011 9.00,"16,964218","0,32462","99,891682",
30/07/2011 10.00,"21,827735","0,331351","99,55806","11,23046"
30/07/2011 11.00,"22,486458","0,325253","103,571721",
30/07/2011 12.00,"24,868714","0,32157","106,003827","7,324219"
30/07/2011 13.00,"20,414175","0,330441","114,297783",
30/07/2011 14.00,"7,637562","0,265613","126,970216","10,74218"
30/07/2011 15.00,"5,375857","0,253415","129,671028",
30/07/2011 16.00,"11,274081","0,289295","126,110075","11,23046"
30/07/2011 17.00,"23,054743","0,301016","118,661306",
30/07/2011 18.00,"37,846241","0,361648","110,75043","8,789063"
30/07/2011 19.00,"46,037746","0,424061","93,488494",
30/07/2011 20.00,"70,016714","0,496295","64,328316","11,71875"
30/07/2011 21.00,"49,593913","0,367706","74,965795",
30/07/2011 22.00,"29,670529","0,291116","79,047126","21,48436"
30/07/2011 23.00,"21,453194","0,312224","74,188903",
31/07/2011 0.00,"24,789767","0,289374","75,888843","24,414061"
31/07/2011 1.00,"48,282243","0,427823","31,799403",
31/07/2011 2.00,,"0,375588","11,512477","17,08984"
31/07/2011 3.00,"52,702846",,"10,728827",
31/07/2011 4.00,"27,55775","0,294285",,"20,99609"
31/07/2011 5.00,"25,270425","0,213369","17,73634",
31/07/2011 6.00,"28,361976","0,249605","37,698418","23,92577"
31/07/2011 7.00,"14,033812","0,215154","55,531542",
31/07/2011 8.00,"13,116902","0,21888","103,712428","22,9492"
31/07/2011 9.00,"20,760572","0,301263","108,851472",
31/07/2011 10.00,"19,552111","0,332859","123,877572","16,601561"
31/07/2011 11.00,"24,771834","0,397362","129,156722",
31/07/2011 12.00,"25,005633","0,375419","117,457482","14,16015"
31/07/2011 13.00,"18,438037","0,266137","96,847751",
31/07/2011 14.00,"12,076059","0,16857","93,083131","18,066401"
31/07/2011 15.00,"10,045078","0,181733","101,992222",
31/07/2011 16.00,"13,56902","0,23557","99,078945","17,08984"
31/07/2011 17.00,"7,685922","0,16631","112,044329",
31/07/2011 18.00,"5,901413","0,169403","105,831979","10,74218"
31/07/2011 19.00,"11,838027","0,182764","94,414252",
31/07/2011 20.00,"31,045087","0,306536","78,301399","13,18359"
31/07/2011 21.00,"47,170435","0,345468","55,974113",
31/07/2011 22.00,"43,261982","0,340194","35,882767","14,16015"
31/07/2011 23.00,"43,880283","0,375874","16,844413",
01/08/2011 0.00,"37,101423","0,291708","0,002707","14,64843"
01/08/2011 1.00,"35,395784","0,256225","2,72112",
01/08/2011 2.00,"28,492967","0,223082","33,367373","20,507811"
01/08/2011 3.00,"23,938029","0,211269","32,002412",
01/08/2011 4.00,"23,936614","0,187521","11,434652","16,601561"
01/08/2011 5.00,"35,802831","0,181772","28,696599",
01/08/2011 6.00,"54,252138","0,422022","29,352356","13,67187"
01/08/2011 7.00,"68,359198","0,502699","21,336524",
01/08/2011 8.00,"33,281704","0,313275","73,475633","18,55468"
01/08/2011 9.00,"40,363388","0,34737","80,481794",
01/08/2011 10.00,"40,322547","0,350938","98,242502","29,29686"
01/08/2011 11.00,"48,829592","0,363465","105,99904",
01/08/2011 12.00,"51,65918","0,3708","101,695845","18,066401"
01/08/2011 13.00,"38,076066","0,344873","120,254351",
01/08/2011 14.00,"25,729573","0,237433","128,532098","20,01952"
01/08/2011 15.00,"30,697196","0,230576","127,085908",
01/08/2011 16.00,"36,597191","0,265066","120,751047","13,18359"
01/08/2011 17.00,"45,246485","0,365012","114,875688",
01/08/2011 18.00,"56,246505","0,424123","95,004356","12,20703"
01/08/2011 19.00,"63,850721","0,448941","78,065205",
01/08/2011 20.00,"67,790166","0,471379","62,711629","14,64843"
01/08/2011 21.00,"57,050731","0,420078","55,803581",
01/08/2011 22.00,"26,092967","0,23557","76,269846","14,64843"
01/08/2011 23.00,"15,876064","0,160404","72,352266",
02/08/2011 0.00,"13,480292","0,116874","82,637851","21,972651"
02/08/2011 1.00,"10,222537","0,115287","92,905156",
02/08/2011 2.00,,"0,108053","99,949878","30,27343"
02/08/2011 3.00,"28,077833",,"93,901978",
02/08/2011 4.00,"6,262723","0,121921",,"20,99609"
02/08/2011 5.00,"12,090555","0,12593","93,41472",
02/08/2011 6.00,"23,181717","0,230463","69,089105","20,01952"
02/08/2011 7.00,"45,292049","0,335551","57,055544",
02/08/2011 8.00,"39,742162","0,34361","77,98331","22,46093"
02/08/2011 9.00,"37,682899","0,367869","87,356684",
02/08/2011 10.00,"34,781209","0,332375","101,60583","16,601561"
02/08/2011 11.00,"32,43251","0,328207","101,886628",
02/08/2011 12.00,"28,265057","0,305141","106,445721","11,23046"
02/08/2011 13.00,"27,100056","0,321538","103,068184",
02/08/2011 14.00,"16,420747","0,261708","105,518601","13,18359"
02/08/2011 15.00,"20,481649","0,261311","99,742124",
02/08/2011 16.00,"23,119788","0,257698","93,470222","7,324219"
02/08/2011 17.00,"25,989778","0,307523","86,388948",
02/08/2011 18.00,"28,959151","0,354132","82,033546","11,71875"
02/08/2011 19.00,"32,729174","0,347422","73,697596",
02/08/2011 20.00,"42,573259","0,421028","61,488095","8,300781"
02/08/2011 21.00,"30,25086","0,361317","69,665001",
02/08/2011 22.00,"11,802548","0,193343","78,98285","13,18359"
02/08/2011 23.00,"13,372186","0,198583","70,966343",
03/08/2011 0.00,"7,197307","0,137959","79,179774","19,04295"
03/08/2011 1.00,"0,872662","0,111321","85,360321",
03/08/2011 2.00,"0,442091","0,135222","84,233568","20,01952"
03/08/2011 3.00,"1,167871","0,163171","68,754784",
03/08/2011 4.00,"6,271366","0,173413","61,656591","11,23046"
03/08/2011 5.00,"34,576723","0,231058","37,826317",
03/08/2011 6.00,"21,144062","0,27751","58,72841","6,347656"
03/08/2011 7.00,"41,861883","0,373664","49,870731",
03/08/2011 8.00,"32,284196","0,331185","64,239679","9,277344"
03/08/2011 9.00,"27,517657","0,288188","73,944612",
03/08/2011 10.00,"32,421","0,306411","77,956917","16,601561"
03/08/2011 11.00,"39,288541","0,317568","80,027031",
03/08/2011 12.00,"43,597116","0,361953","78,87524","13,67187"
03/08/2011 13.00,"25,7781","0,266432","89,267734",
03/08/2011 14.00,"16,466826","0,223357","96,207578","17,08984"
03/08/2011 15.00,"22,314817","0,280368","91,165299",
03/08/2011 16.00,"21,067735","0,281201","96,413978","13,67187"
03/08/2011 17.00,"31,516662","0,341467","88,787257",
03/08/2011 18.00,"45,826298","0,471805","75,378602","9,277344"
03/08/2011 19.00,"70,32135","0,620801","48,836005",
03/08/2011 20.00,"76,137675","0,585865","34,527962","5,371094"
03/08/2011 21.00,"72,026354","0,49098","28,213429",
03/08/2011 22.00,"40,875461","0,338449","46,723258","14,16015"
03/08/2011 23.00,"23,844131","0,297279","70,787691",
04/08/2011 0.00,"37,711694","0,331462","24,867675","20,99609"
04/08/2011 1.00,"34,918032","0,27751","36,309778",
04/08/2011 2.00,,"0,23221","26,977028","13,18359"
04/08/2011 3.00,"44,017678",,"29,775315",
04/08/2011 4.00,"44,212285","0,247817",,"10,2539"
04/08/2011 5.00,"62,061263","0,272097","5,683155",
04/08/2011 6.00,"106,277713","0,378838","0,856737","11,71875"
04/08/2011 7.00,"130,795926","0,797019","0,892603",
04/08/2011 8.00,"124,165908","0,785932","3,740948","16,601561"
04/08/2011 9.00,"57,456917","0,51296","97,999566",
04/08/2011 10.00,"57,150348","0,498216","116,068857","37,109371"
04/08/2011 11.00,"56,1606","0,475883","130,110889",
04/08/2011 12.00,"77,195809","0,534539","125,092308","33,691391"
04/08/2011 13.00,"57,350535","0,46567","140,188035",
04/08/2011 14.00,"30,820635","0,28851","130,154222","29,785151"
04/08/2011 15.00,"43,576716","0,354636","127,826316",
04/08/2011 16.00,"28,912537","0,414008","179,070779","26,36718"
04/08/2011 17.00,"28,34278","0,425771","146,04783",
04/08/2011 18.00,"63,318383","0,558422","101,600419","27,34375"
04/08/2011 19.00,"70,234008","0,576821","79,809795",
04/08/2011 20.00,"57,871305","0,433441","29,966138","27,83202"
04/08/2011 21.00,"48,463827","0,302657","28,111904",
04/08/2011 22.00,"48,235648","0,311758","8,501046","31,73827"
04/08/2011 23.00,"43,505322","0,36187","9,935709",
05/08/2011 0.00,"46,974319","0,421242","8,880013","40,52734"
05/08/2011 1.00,"26,335295","0,225325","49,125638",
05/08/2011 2.00,"18,075766","0,234503","30,923718","34,17968"
05/08/2011 3.00,"16,470059","0,175769","19,850429",
05/08/2011 4.00,"27,977397","0,202911","4,240372","29,785151"
05/08/2011 5.00,"37,995226","0,2045","0,119103",
05/08/2011 6.00,"65,19568","0,523451","16,66982","24,414061"
05/08/2011 7.00,"59,815791","0,510019","32,423339",
05/08/2011 8.00,"47,038715","0,37093","53,468194","30,7617"
05/08/2011 9.00,"47,720479","0,394059","63,091255",
05/08/2011 10.00,"41,119855","0,365327","79,212255","34,17968"
05/08/2011 11.00,"38,488003","0,36036","91,889383",
05/08/2011 12.00,"47,674284","0,384363","101,26746","23,92577"
05/08/2011 13.00,"41,83521","0,36036","99,104637",
05/08/2011 14.00,"28,075386","0,235417","101,033998","15,625"
05/08/2011 15.00,"28,012387","0,227629","97,015597",
05/08/2011 16.00,"32,172956","0,304724","93,916857","19,53125"
05/08/2011 17.00,"40,303697","0,371764","88,282441",
05/08/2011 18.00,"49,12599","0,415558","84,033926","19,53125"
05/08/2011 19.00,"60,764928","0,439878","74,281627",
05/08/2011 20.00,"60,25117","0,433878","59,6501","16,11327"
05/08/2011 21.00,"72,756665","0,438566","43,085178",
05/08/2011 22.00,"36,295724","0,279966","48,596443","27,34375"
05/08/2011 23.00,"39,143171","0,284934","23,964239",
06/08/2011 0.00,"39,742333","0,305082","11,57744","33,691391"
06/08/2011 1.00,"45,237021","0,361749","4,950259",
06/08/2011 2.00,,"0,243804","28,289898","27,34375"
06/08/2011 3.00,"34,671271",,"66,412631",
06/08/2011 4.00,"41,986255","0,20866",,"23,4375"
06/08/2011 5.00,"74,890649","0,223845","21,588932",
06/08/2011 6.00,"108,314625","0,433219","1,262097","20,01952"
06/08/2011 7.00,"63,110396","0,313326","26,558139",
06/08/2011 8.00,"56,336812","0,544884","73,854604","26,85545"
06/08/2011 9.00,"56,035535","0,574578","94,005517",
06/08/2011 10.00,"47,693022","0,446099","116,201429","28,320311"
06/08/2011 11.00,"46,020729","0,459098","132,340028",
06/08/2011 12.00,"43,045829","0,314281","137,54946","22,46093"
06/08/2011 13.00,"54,404007","0,355703","106,269085",
06/08/2011 14.00,"21,333694","0,261529","146,713002","22,46093"
06/08/2011 15.00,"32,464821","0,265186","131,87108",
06/08/2011 16.00,"48,030662","0,377844","109,187849","22,46093"
06/08/2011 17.00,"41,805802","0,346002","112,795506",
06/08/2011 18.00,"60,720567","0,422406","98,463103","21,972651"
06/08/2011 19.00,"45,812589","0,407141","105,34402",
06/08/2011 20.00,"50,366648","0,36723","91,156494","25,878901"
06/08/2011 21.00,"48,826798","0,341391","88,504404",
06/08/2011 22.00,"45,038304","0,361267","84,232213","27,83202"
06/08/2011 23.00,"28,896113","0,329387","99,074873",
07/08/2011 0.00,"49,985319","0,490263","57,15366","33,203121"
07/08/2011 1.00,"43,946725","0,428926","62,831389",
07/08/2011 2.00,"27,829275","0,28069","74,85954","33,203121"
07/08/2011 3.00,"23,000174","0,272421","85,076776",
07/08/2011 4.00,"71,282645","0,437632","32,560036","32,226551"
07/08/2011 5.00,"98,408976","0,35129","12,141832",
07/08/2011 6.00,"31,047246","0,286812","77,958957","24,414061"
07/08/2011 7.00,"25,474397","0,257553","89,554674",
07/08/2011 8.00,"6,58146","0,228296","122,803565","33,203121"
07/08/2011 9.00,"3,070959","0,190612","126,247433",
07/08/2011 10.00,"8,215907","0,184729","120,467494","25,878901"
07/08/2011 11.00,"6,954049","0,179084","130,146795",
07/08/2011 12.00,"6,987524","0,18938","136,761046","25,39061"
07/08/2011 13.00,"2,04197","0,182661","133,930996",
07/08/2011 14.00,"0,116433","0,2052","140,504761","24,414061"
07/08/2011 15.00,"0,707339","0,242766","150,880292",
07/08/2011 16.00,"1,071198","0,201384","132,457105","20,507811"
07/08/2011 17.00,,"0,182105","132,299404",
07/08/2011 18.00,"0,721893","0,176222","124,104983","21,972651"
07/08/2011 19.00,"2,710011","0,169464","117,881758",
07/08/2011 20.00,"6,756111","0,152847","103,582497","23,4375"
07/08/2011 21.00,"11,331978","0,122198","88,265501",
07/08/2011 22.00,"5,842099","0,086159","85,758227","22,9492"
07/08/2011 23.00,"3,925298","0,050003","72,07143",
08/08/2011 0.00,"3,309651","0,033307","63,247586","26,36718"
08/08/2011 1.00,"2,114741","0,01447","56,516855",
08/08/2011 2.00,,"0,120682","44,232221","36,132801"
08/08/2011 3.00,"59,821947",,"15,954512",
08/08/2011 4.00,"48,18496","0,682402",,"24,414061"
08/08/2011 5.00,"65,681557","0,484111","4,561819",
08/08/2011 6.00,"71,400197","0,329451","9,550649","24,90234"
08/08/2011 7.00,"44,046091","0,276415","28,216801",
08/08/2011 8.00,"26,724233","0,247951","49,076921","33,691391"
08/08/2011 9.00,"28,765025","0,279432","69,973569",
08/08/2011 10.00,"26,508407","0,344178","83,525024","27,83202"
08/08/2011 11.00,"31,244833","0,504874","88,893512",
08/08/2011 12.00,"53,897748","0,674581","90,67263","19,04295"
08/08/2011 13.00,"46,594904","0,697208","96,408575",
08/08/2011 14.00,"19,662166","0,489352","113,619042","21,972651"
08/08/2011 15.00,"13,830467","0,368156","111,562474",
08/08/2011 16.00,"37,406883","0,744726","89,693402","21,48436"
08/08/2011 17.00,"43,840551","0,74437","85,563334",
08/08/2011 18.00,"29,493269","0,491813","102,561291","18,066401"
08/08/2011 19.00,"25,709707","0,417262","105,562573",
08/08/2011 20.00,"22,807062","0,364939","87,517056","13,18359"
08/08/2011 21.00,"20,002789","0,243306","72,128949",
08/08/2011 22.00,"15,703896","0,343185","75,114006","27,83202"
08/08/2011 23.00,"36,028235","0,6406","61,687733",
09/08/2011 0.00,"18,03981","0,387846","102,107213","26,36718"
09/08/2011 1.00,"13,865713","0,330681","103,18864",
09/08/2011 2.00,"24,372168","0,30583","60,552859","24,414061"
09/08/2011 3.00,"16,076827","0,265141","53,903345",
09/08/2011 4.00,"3,241792","0,254065","72,535667","18,066401"
09/08/2011 5.00,"22,191876","0,341916","54,38719",
09/08/2011 6.00,"113,58161","0,756557","0,65101","12,20703"
09/08/2011 7.00,"95,610879","0,820946","0,719361",
09/08/2011 8.00,"45,016565","0,465652","46,441745","24,414061"
09/08/2011 9.00,"47,246782","0,473314","61,626827",
09/08/2011 10.00,"41,092073","0,464105","78,548399","27,83202"
09/08/2011 11.00,"41,021594","0,433379","86,906632",
09/08/2011 12.00,"64,59214","0,504397","95,42867","22,46093"
09/08/2011 13.00,"48,063108","0,370736","110,78696",
09/08/2011 14.00,"23,110974","0,286736","127,175946","22,46093"
09/08/2011 15.00,"26,192736","0,303765","121,835867",
09/08/2011 16.00,"31,920208","0,295548","111,233617","28,80859"
09/08/2011 17.00,"38,575556","0,317977","107,57112",
09/08/2011 18.00,"56,147027","0,458071","85,882755","28,320311"
09/08/2011 19.00,"54,901988","0,462437","62,73529",
09/08/2011 20.00,"40,72648","0,341717","63,717227","36,132801"
