Stat,Casardi,,,,,
,,,,,,,,,,
Parm,NO2,NOX,O3,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,ug/m3 293K
Field,Aver,Aver,Aver,Aver,,Aver
,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,
25/07/2014 6.00,"11,1","14,9","57,4","17,5","0,5","11,0"
25/07/2014 7.00,"14,2","18,3","57,7","17,5","0,6","11,0"
25/07/2014 8.00,"15,4","19,6","72,8","17,5","0,7","11,0"
25/07/2014 9.00,"11,8","16,3","78,6","17,5","0,7","11,0"
25/07/2014 10.00,"8,5","12,1","89,1","17,5","0,5","11,0"
25/07/2014 11.00,"7,3","11,4","93,3","17,5","0,4","11,0"
25/07/2014 12.00,"8,9","13,1","99,9","17,5","0,5","11,0"
25/07/2014 13.00,"9,2","13,7","102,3","17,5","0,6","11,0"
25/07/2014 14.00,"7,0","11,2","100,8","17,5","0,6","11,0"
25/07/2014 15.00,"7,1","11,1","97,7","17,5","0,5","11,0"
25/07/2014 16.00,"8,5","12,6","100,0","17,5","0,4","11,0"
25/07/2014 17.00,"8,7","12,6","101,2","17,5","0,5","11,0"
25/07/2014 18.00,"9,5","13,9","103,8","17,5","0,6","11,0"
25/07/2014 19.00,"9,3","13,2","104,4","17,5","0,6","11,0"
25/07/2014 20.00,"9,9","13,7","97,6","17,5","0,7","11,0"
25/07/2014 21.00,"10,1","13,8","92,7","17,5","0,7","11,0"
25/07/2014 22.00,"12,5","16,5","80,8","17,5","0,6","11,0"
25/07/2014 23.00,"12,0","15,8","73,7","17,5","0,5","11,0"
26/07/2014 0.00,"12,1","16,2","63,1","17,5","0,7","11,0"
26/07/2014 1.00,"15,1","19,3","46,6","18,1","0,8","12,0"
26/07/2014 2.00,"12,9","17,2","48,1","18,1","0,9","12,0"
26/07/2014 3.00,"8,0","11,9","50,8","18,1","0,5","12,0"
26/07/2014 4.00,"8,3","12,2","47,9","18,1","0,5","12,0"
26/07/2014 5.00,"11,3","15,4","39,6","18,1","0,5","12,0"
26/07/2014 6.00,"22,9","27,8","19,6","18,1","0,7","12,0"
26/07/2014 7.00,"32,4","41,2","25,3","18,1","1,1","12,0"
26/07/2014 8.00,"25,1","29,8","55,8","18,1","1,1","12,0"
26/07/2014 9.00,"17,6","21,7","69,1","18,1","1,0","12,0"
26/07/2014 10.00,"13,3","17,2","86,0","18,1","0,9","12,0"
26/07/2014 11.00,"11,3","15,3","93,9","18,1","0,6","12,0"
26/07/2014 12.00,"10,5","14,4","98,0","18,1","0,6","12,0"
26/07/2014 13.00,"8,8","13,0","98,2","18,1","0,6","12,0"
26/07/2014 14.00,"5,7","9,7","99,4","18,1","0,5","12,0"
26/07/2014 15.00,"3,9","7,7","96,5","18,1","0,3","12,0"
26/07/2014 16.00,"3,9","7,7","92,3","18,1","0,4","12,0"
26/07/2014 17.00,"6,5","10,1","82,5","18,1","0,6","12,0"
26/07/2014 18.00,"9,4","13,2","81,4","18,1","0,5","12,0"
26/07/2014 19.00,"8,5","12,4","84,8","18,1","0,5","12,0"
26/07/2014 20.00,"7,4","11,2","85,7","18,1","0,5","12,0"
26/07/2014 21.00,"9,1","12,8","70,2","18,1","0,5","12,0"
26/07/2014 22.00,"10,7","14,8","70,6","18,1","0,6","12,0"
26/07/2014 23.00,"8,5","12,5","75,2","18,1","0,5","12,0"
27/07/2014 0.00,"7,7","11,5","74,6","18,1","0,5","12,0"
27/07/2014 1.00,"7,2","10,7","73,3","14,6","0,5","7,7"
27/07/2014 2.00,"14,0","17,6","62,0","14,6","0,6","7,7"
27/07/2014 3.00,,,"58,5","14,6","0,6","7,7"
27/07/2014 4.00,"9,5","13,7","53,6","14,6","0,5","7,7"
27/07/2014 5.00,"7,5","11,6",,"14,6","0,5","7,7"
27/07/2014 6.00,"7,1","10,8","54,8","14,6","0,5","7,7"
27/07/2014 7.00,"6,2","10,2","70,9","14,6","0,4","7,7"
27/07/2014 8.00,"6,6","10,0","79,4","14,6","0,3","7,7"
27/07/2014 9.00,"6,8","10,5","78,8","14,6","0,3","7,7"
27/07/2014 10.00,"6,9","10,5","84,1","14,6","0,5","7,7"
27/07/2014 11.00,"5,6","9,4","91,8","14,6","0,4","7,7"
27/07/2014 12.00,"5,8","9,8","95,2","14,6","0,4","7,7"
27/07/2014 13.00,"9,8","13,8","97,7","14,6","0,5","7,7"
27/07/2014 14.00,"5,4","9,2","101,0","14,6","0,4","7,7"
27/07/2014 15.00,"3,1","6,7","101,4","14,6","0,3","7,7"
27/07/2014 16.00,"3,1","6,9","91,4","14,6","0,2","7,7"
27/07/2014 17.00,"3,4","6,7","92,0","14,6","0,3","7,7"
27/07/2014 18.00,"6,9","10,5","83,2","14,6","0,4","7,7"
27/07/2014 19.00,"7,7","11,4","89,2","14,6","0,4","7,7"
27/07/2014 20.00,"8,0","12,0","87,7","14,6","0,4","7,7"
27/07/2014 21.00,"9,7","13,6","81,4","14,6","0,5","7,7"
27/07/2014 22.00,"9,5","13,3","78,3","14,6","0,4","7,7"
27/07/2014 23.00,"9,0","12,8","75,7","14,6","0,4","7,7"
28/07/2014 0.00,"10,1","13,5","69,0","14,6","0,4","7,7"
28/07/2014 1.00,"9,1","12,4","70,9","11,4","0,4","6,9"
28/07/2014 2.00,"5,8","9,4","62,5","11,4","0,4","6,9"
28/07/2014 3.00,"4,6","7,8","60,7","11,4","0,3","6,9"
28/07/2014 4.00,"5,6","9,2","62,2","11,4","0,4","6,9"
28/07/2014 5.00,"7,6","11,1","56,7","11,4","0,3","6,9"
28/07/2014 6.00,"14,2","18,3","41,0","11,4","0,5","6,9"
28/07/2014 7.00,"21,2","25,0","50,4","11,4","0,6","6,9"
28/07/2014 8.00,"20,3","24,2","55,9","11,4","0,7","6,9"
28/07/2014 9.00,"13,1","16,8","75,1","11,4","0,6","6,9"
28/07/2014 10.00,"10,1","13,6","79,3","11,4","0,5","6,9"
28/07/2014 11.00,"9,2","13,0","97,0","11,4","0,5","6,9"
28/07/2014 12.00,"6,7","10,3","100,7","11,4","0,5","6,9"
28/07/2014 13.00,"3,5","49,1","99,7","11,4","0,5","6,9"
28/07/2014 14.00,"3,5","5,8","104,7","11,4","0,4","6,9"
28/07/2014 15.00,"5,9","8,9","106,2","11,4","0,4","6,9"
28/07/2014 16.00,"5,9","8,7","108,4","11,4","0,5","6,9"
28/07/2014 17.00,"7,3","10,4","101,6","11,4","0,6","6,9"
28/07/2014 18.00,"8,1","11,2","103,6","11,4","0,5","6,9"
28/07/2014 19.00,"8,8","11,9","98,5","11,4","0,5","6,9"
28/07/2014 20.00,"11,4","14,4","91,1","11,4","0,6","6,9"
28/07/2014 21.00,"11,7","14,7","95,5","11,4","0,7","6,9"
28/07/2014 22.00,"8,4","11,4","87,8","11,4","0,6","6,9"
28/07/2014 23.00,"12,4","15,0","63,7","11,4","0,5","6,9"
29/07/2014 0.00,"15,0","18,0","56,1","11,4","0,6","6,9"
29/07/2014 1.00,"10,5","13,5","58,2","17,1","0,6","10,6"
29/07/2014 2.00,"6,1","9,0","66,7","17,1","0,5","10,6"
29/07/2014 3.00,,,"73,5","17,1","0,4","10,6"
29/07/2014 4.00,"4,5","7,7","70,1","17,1","0,3","10,6"
29/07/2014 5.00,"7,0","10,0",,"17,1","0,3","10,6"
29/07/2014 6.00,"13,0","16,2","50,3","17,1","0,4","10,6"
29/07/2014 7.00,"31,0","35,5","43,8","17,1","0,8","10,6"
29/07/2014 8.00,"18,0","20,9","70,0","17,1","0,7","10,6"
29/07/2014 9.00,"0,5","1,0","93,6","17,1","0,6","10,6"
29/07/2014 10.00,"0,5","1,0","95,7","17,1","0,6","10,6"
29/07/2014 11.00,"7,0","25,9","97,7","17,1","0,6","10,6"
29/07/2014 12.00,"22,9","23,0","106,7","17,1","0,6","10,6"
29/07/2014 13.00,"19,0","19,0","105,5","17,1","0,5","10,6"
29/07/2014 14.00,"15,9","15,9","106,4","17,1","0,4","10,6"
29/07/2014 15.00,"16,5","16,7","105,9","17,1","0,4","10,6"
29/07/2014 16.00,"16,3","16,3","106,0","17,1","0,4","10,6"
29/07/2014 17.00,"14,0","14,4","105,8","17,1","0,5","10,6"
29/07/2014 18.00,"11,7","11,8","102,5","17,1","0,6","10,6"
29/07/2014 19.00,"14,1","14,2","87,3","17,1","0,7","10,6"
29/07/2014 20.00,"24,8","25,1","63,5","17,1","1,0","10,6"
29/07/2014 21.00,"18,9","19,1","78,5","17,1","0,8","10,6"
29/07/2014 22.00,"15,6","15,7","71,4","17,1","0,7","10,6"
29/07/2014 23.00,"12,7","12,8","74,7","17,1","0,7","10,6"
30/07/2014 0.00,"8,3","8,3","84,0","17,1","0,6","10,6"
30/07/2014 1.00,"5,8","5,8","88,2","17,8","0,5","10,2"
30/07/2014 2.00,"4,5","4,6","84,7","17,8","0,4","10,2"
30/07/2014 3.00,"6,7","6,8","73,7","17,8","0,3","10,2"
30/07/2014 4.00,"9,2","9,2","61,0","17,8","0,2","10,2"
30/07/2014 5.00,"12,2","12,3","50,6","17,8","0,3","10,2"
30/07/2014 6.00,"19,2","19,4","42,6","17,8","0,4","10,2"
30/07/2014 7.00,"17,9","18,2","53,7","17,8","0,6","10,2"
30/07/2014 8.00,"28,8","29,3","42,4","17,8","0,7","10,2"
30/07/2014 9.00,"28,2","28,7","57,9","17,8","0,8","10,2"
30/07/2014 10.00,"18,8","19,0","73,5","17,8","0,7","10,2"
30/07/2014 11.00,"11,6","11,8","87,3","17,8","0,6","10,2"
30/07/2014 12.00,"10,1","10,4","88,1","17,8","0,5","10,2"
30/07/2014 13.00,"12,1","12,5","88,5","17,8","0,5","10,2"
30/07/2014 14.00,"7,2","7,5","89,0","17,8","0,4","10,2"
30/07/2014 15.00,"6,0","6,2","90,1","17,8","0,3","10,2"
30/07/2014 16.00,"6,6","6,7","88,1","17,8","0,3","10,2"
30/07/2014 17.00,"10,0","10,3","81,9","17,8","0,4","10,2"
30/07/2014 18.00,"12,2","12,4","79,3","17,8","0,5","10,2"
30/07/2014 19.00,"12,6","12,8","77,7","17,8","0,6","10,2"
30/07/2014 20.00,"14,3","14,3","75,0","17,8","0,6","10,2"
30/07/2014 21.00,"15,3","15,6","71,0","17,8","0,6","10,2"
30/07/2014 22.00,"11,9","12,2","71,1","17,8","0,6","10,2"
30/07/2014 23.00,"9,6","10,1","68,0","17,8","0,5","10,2"
31/07/2014 0.00,"8,4","8,4","72,2","17,8","0,4","10,2"
31/07/2014 1.00,"6,4","6,4","75,2","16,3","0,3","7,0"
31/07/2014 2.00,"5,6","5,7","72,5","16,3","0,3","7,0"
31/07/2014 3.00,"5,1","5,1","64,2","16,3","0,3","7,0"
31/07/2014 4.00,"6,6","6,6","56,6","16,3","0,3","7,0"
31/07/2014 5.00,"9,6","9,7",,"16,3","0,4","7,0"
31/07/2014 6.00,"13,4","13,6","55,9","16,3","0,6","7,0"
31/07/2014 7.00,"16,9","17,3","57,6","16,3","0,5","7,0"
31/07/2014 8.00,"19,2","19,5","66,1","16,3","0,6","7,0"
31/07/2014 9.00,"17,6","17,9","77,7","16,3","0,7","7,0"
31/07/2014 10.00,"13,9","14,2","86,4","16,3","0,7","7,0"
31/07/2014 11.00,"14,5","14,8","91,9","16,3","0,5","7,0"
31/07/2014 12.00,"14,0","14,1","97,1","16,3","0,5","7,0"
31/07/2014 13.00,"15,0","15,2","100,8","16,3","0,5","7,0"
31/07/2014 14.00,"9,7","9,9","107,0","16,3","0,4","7,0"
31/07/2014 15.00,"8,9","9,1","107,7","16,3","0,3","7,0"
31/07/2014 16.00,"10,2","10,3","105,6","16,3","0,4","7,0"
31/07/2014 17.00,"9,0","9,2","101,1","16,3","0,4","7,0"
31/07/2014 18.00,"11,2","11,6","97,0","16,3","0,5","7,0"
31/07/2014 19.00,"13,0","13,3","97,1","16,3","0,5","7,0"
31/07/2014 20.00,"14,5","14,6","92,0","16,3","0,5","7,0"
31/07/2014 21.00,"16,0","16,2","91,1","16,3","0,7","7,0"
31/07/2014 22.00,"12,8","13,1","88,7","16,3","0,5","7,0"
31/07/2014 23.00,"14,1","14,1","73,0","16,3","0,5","7,0"
01/08/2014 0.00,"13,0","13,0","70,4","16,3","0,5","7,0"
01/08/2014 1.00,"10,2","10,3","74,3","15,3","0,4","8,9"
01/08/2014 2.00,"7,8","7,8","77,4","15,3","0,4","8,9"
01/08/2014 3.00,"6,6","6,6","78,6","15,3","0,4","8,9"
01/08/2014 4.00,"7,8","8,1","79,9","15,3","0,4","8,9"
01/08/2014 5.00,"9,6","9,6","75,3","15,3","0,4","8,9"
01/08/2014 6.00,"12,9","13,0","74,3","15,3","0,4","8,9"
01/08/2014 7.00,"15,7","15,8","70,1","15,3","0,6","8,9"
01/08/2014 8.00,"20,4","20,9","73,4","15,3","0,6","8,9"
01/08/2014 9.00,"19,8","20,1","75,7","15,3","0,7","8,9"
01/08/2014 10.00,"21,5","21,8","80,0","15,3","0,8","8,9"
01/08/2014 11.00,"16,7","17,1","90,0","15,3","0,8","8,9"
01/08/2014 12.00,"16,9","17,3","87,0","15,3","0,6","8,9"
01/08/2014 13.00,"16,3","16,6","90,2","15,3","0,6","8,9"
01/08/2014 14.00,"10,2","10,4","94,5","15,3","0,5","8,9"
01/08/2014 15.00,"8,9","9,1","97,3","15,3","0,5","8,9"
01/08/2014 16.00,"9,8","9,9","103,9","15,3","0,4","8,9"
01/08/2014 17.00,"11,4","11,7","100,8","15,3","0,4","8,9"
01/08/2014 18.00,"10,9","11,0","99,1","15,3","0,5","8,9"
01/08/2014 19.00,"11,1","11,1","92,7","15,3","0,5","8,9"
01/08/2014 20.00,"12,8","12,8","87,6","15,3","0,5","8,9"
01/08/2014 21.00,"14,4","14,5","81,6","15,3","0,6","8,9"
01/08/2014 22.00,"17,0","17,3","75,0","15,3","0,5","8,9"
01/08/2014 23.00,"16,8","16,8","67,6","15,3","0,6","8,9"
02/08/2014 0.00,"16,2","16,5","56,7","15,3","0,8","8,9"
02/08/2014 1.00,"13,8","13,8","54,9",,"0,8","13,0"
02/08/2014 2.00,"9,6","9,7","53,8",,"0,5","13,0"
02/08/2014 3.00,"9,2","9,2","54,0",,"0,6","13,0"
02/08/2014 4.00,"10,3","10,3","54,9",,"0,5","13,0"
02/08/2014 5.00,"13,6","13,6",,,"0,5","13,0"
02/08/2014 6.00,"17,5","17,6","49,2",,"0,7","13,0"
02/08/2014 7.00,"21,1","21,2","51,1",,"0,9","13,0"
02/08/2014 8.00,"23,6","23,7","63,5",,"0,9","13,0"
02/08/2014 9.00,"15,9","16,0","91,0",,"0,8","13,0"
02/08/2014 10.00,"11,6","11,6","99,0",,"0,6","13,0"
02/08/2014 11.00,"12,4","12,4","103,9",,"0,7","13,0"
02/08/2014 12.00,"14,5","14,6","106,7",,"0,7","13,0"
02/08/2014 13.00,"13,0","13,2","106,5",,"0,7","13,0"
02/08/2014 14.00,"8,9","9,0","103,2",,"0,4","13,0"
02/08/2014 15.00,"7,3","7,4","95,8",,"0,4","13,0"
02/08/2014 16.00,"9,2","9,3","93,9",,"0,4","13,0"
02/08/2014 17.00,"9,9","10,1","90,3",,"0,7","13,0"
02/08/2014 18.00,"9,8","9,9","88,6",,"0,4","13,0"
02/08/2014 19.00,"8,4","8,5","89,6",,"0,6","13,0"
02/08/2014 20.00,"9,5","9,6","76,6",,"0,5","13,0"
02/08/2014 21.00,"15,4","15,4","58,6",,"0,7","13,0"
02/08/2014 22.00,"25,1","25,1","39,3",,"0,9","13,0"
02/08/2014 23.00,"34,0","34,3","30,5",,"1,4","13,0"
03/08/2014 0.00,"36,8","37,2","21,7",,"1,4","13,0"
03/08/2014 1.00,"21,8","22,0","43,6","19,6","1,0","14,1"
03/08/2014 2.00,"17,5","17,6","35,1","19,6","0,7","14,1"
03/08/2014 3.00,"21,7","21,7","31,5","19,6","0,8","14,1"
03/08/2014 4.00,"18,3","18,7","45,5","19,6","0,8","14,1"
03/08/2014 5.00,"13,7","13,8","51,4","19,6","0,5","14,1"
03/08/2014 6.00,"11,9","11,9","57,0","19,6","0,5","14,1"
03/08/2014 7.00,"12,8","12,9","64,4","19,6","0,7","14,1"
03/08/2014 8.00,"11,7","11,8","78,6","19,6","0,8","14,1"
03/08/2014 9.00,"7,0","7,0","94,7","19,6","0,6","14,1"
03/08/2014 10.00,"9,3","9,4","87,6","19,6","0,5","14,1"
03/08/2014 11.00,"11,4","11,5","87,6","19,6","0,6","14,1"
03/08/2014 12.00,"13,0","13,1","93,9","19,6","0,7","14,1"
03/08/2014 13.00,"10,4","10,4","101,4","19,6","0,6","14,1"
03/08/2014 14.00,"7,7","7,9","108,3","19,6","0,5","14,1"
03/08/2014 15.00,"6,0","6,1","112,2","19,6","0,5","14,1"
03/08/2014 16.00,"6,1","6,2","116,1","19,6","0,5","14,1"
03/08/2014 17.00,"5,8","5,9","112,0","19,6","0,4","14,1"
03/08/2014 18.00,"7,0","7,2","129,5","19,6","0,6","14,1"
03/08/2014 19.00,"7,4","7,4","105,3","19,6","0,5","14,1"
03/08/2014 20.00,"11,3","11,3","93,5","19,6","0,6","14,1"
03/08/2014 21.00,"16,5","16,5","84,6","19,6","0,7","14,1"
03/08/2014 22.00,"28,2","28,2","64,3","19,6","1,0","14,1"
03/08/2014 23.00,"32,3","32,6","46,2","19,6","1,2","14,1"
04/08/2014 0.00,"26,6","26,7","55,7","19,6","1,0","14,1"
04/08/2014 1.00,"20,2","20,2","57,0","16,7","0,8","11,4"
04/08/2014 2.00,"14,8","14,8","58,4","16,7","0,6","11,4"
04/08/2014 3.00,"11,6","11,7","56,5","16,7","0,5","11,4"
04/08/2014 4.00,"11,4","11,4","54,2","16,7","0,5","11,4"
04/08/2014 5.00,"12,3","12,3",,"16,7","0,4","11,4"
04/08/2014 6.00,"13,5","13,5","46,9","16,7","0,5","11,4"
04/08/2014 7.00,"16,3","16,5","54,3","16,7","0,7","11,4"
04/08/2014 8.00,"16,4","16,5","66,7","16,7","0,7","11,4"
04/08/2014 9.00,"6,3","22,7","67,8","16,7","0,6","11,4"
04/08/2014 10.00,"2,2","32,3","32,0","16,7","0,6","11,4"
04/08/2014 11.00,,,,"16,7",,"11,4"
04/08/2014 12.00,,,"85,3","16,7",,"11,4"
04/08/2014 13.00,"16,1","19,7","82,5","16,7",,"11,4"
04/08/2014 14.00,"13,6","17,1","93,5","16,7","1,4","11,4"
04/08/2014 15.00,"12,3","15,9","91,4","16,7","0,3","11,4"
04/08/2014 16.00,"10,5","14,1","91,2","16,7","0,1","11,4"
04/08/2014 17.00,"9,6","12,9","90,1","16,7","0,3","11,4"
04/08/2014 18.00,"8,6","11,9","92,5","16,7","0,4","11,4"
04/08/2014 19.00,"8,6","11,6","89,8","16,7","0,4","11,4"
04/08/2014 20.00,"10,9","14,3","85,8","16,7","0,4","11,4"
04/08/2014 21.00,"15,1","18,6","78,4","16,7","0,5","11,4"
04/08/2014 22.00,"15,4","19,2","72,6","16,7","0,5","11,4"
04/08/2014 23.00,"19,3","23,3","49,9","16,7","0,7","11,4"
05/08/2014 0.00,"14,7","18,9","50,0","16,7","0,6","11,4"
05/08/2014 1.00,"11,3","15,5","57,2","19,8","0,5","12,3"
05/08/2014 2.00,"7,3","11,7","63,6","19,8","0,4","12,3"
05/08/2014 3.00,"5,8","10,0","65,8","19,8","0,5","12,3"
05/08/2014 4.00,"7,3","11,6","62,8","19,8","0,5","12,3"
05/08/2014 5.00,"9,5","13,6","56,2","19,8","0,5","12,3"
05/08/2014 6.00,"13,9","18,6","51,5","19,8","0,5","12,3"
05/08/2014 7.00,"18,9","23,7","53,6","19,8","0,7","12,3"
05/08/2014 8.00,"16,7","21,3","72,8","19,8","0,7","12,3"
05/08/2014 9.00,"16,6","21,6","78,0","19,8","0,7","12,3"
05/08/2014 10.00,"14,6","19,1","90,6","19,8","0,8","12,3"
05/08/2014 11.00,"13,2","17,7","98,1","19,8","0,6","12,3"
05/08/2014 12.00,"13,7","18,5","102,0","19,8","0,6","12,3"
05/08/2014 13.00,"11,9","16,7","93,6","19,8","0,5","12,3"
05/08/2014 14.00,"10,4","15,1","86,3","19,8","0,5","12,3"
05/08/2014 15.00,"11,1","15,4","84,4","19,8","0,4","12,3"
05/08/2014 16.00,"10,0","14,7","80,2","19,8","0,4","12,3"
05/08/2014 17.00,"8,4","13,2","83,7","19,8","0,6","12,3"
05/08/2014 18.00,"9,4","14,1","87,6","19,8","0,6","12,3"
05/08/2014 19.00,"8,5","13,3","90,9","19,8","0,5","12,3"
05/08/2014 20.00,"13,0","18,0","70,8","19,8","0,5","12,3"
05/08/2014 21.00,"16,2","21,1","77,1","19,8","0,6","12,3"
05/08/2014 22.00,"12,5","17,4","77,6","19,8","0,5","12,3"
05/08/2014 23.00,"9,3","14,2","85,2","19,8","0,5","12,3"
06/08/2014 0.00,"7,3","12,2","87,8","19,8","0,4","12,3"
06/08/2014 1.00,"6,4","11,4","79,3","22,6","0,4","7,4"
06/08/2014 2.00,"6,3","11,1","75,4","22,6","0,4","7,4"
06/08/2014 3.00,,,"73,2","22,6","0,4","7,4"
06/08/2014 4.00,,,"73,0","22,6","0,2","7,4"
06/08/2014 5.00,,,,"22,6","0,3","7,4"
06/08/2014 6.00,,,"68,6","22,6","0,4","7,4"
06/08/2014 7.00,,,"70,9","22,6","0,5","7,4"
06/08/2014 8.00,,,"73,7","22,6","0,6","7,4"
06/08/2014 9.00,,,"76,3","22,6","0,7","7,4"
06/08/2014 10.00,,,"81,6","22,6","0,7","7,4"
06/08/2014 11.00,,,"85,3","22,6","0,9","7,4"
06/08/2014 12.00,,,"89,7","22,6","1,0","7,4"
06/08/2014 13.00,,,"94,4","22,6","0,7","7,4"
06/08/2014 14.00,,,"96,3","22,6","0,4","7,4"
06/08/2014 15.00,,,"93,4","22,6","0,4","7,4"
06/08/2014 16.00,,,"96,2","22,6","0,4","7,4"
06/08/2014 17.00,,,"95,6","22,6","0,4","7,4"
06/08/2014 18.00,,,"94,4","22,6","0,5","7,4"
06/08/2014 19.00,,,"93,2","22,6","0,6","7,4"
06/08/2014 20.00,,,"91,4","22,6","0,6","7,4"
06/08/2014 21.00,,,"85,5","22,6","0,6","7,4"
06/08/2014 22.00,,,"73,2","22,6","0,7","7,4"
06/08/2014 23.00,,,"73,8","22,6","0,5","7,4"
07/08/2014 0.00,,,"72,2","22,6","0,5","7,4"
07/08/2014 1.00,,,"76,0",,"0,5","8,9"
07/08/2014 2.00,,,"77,6",,"0,5","8,9"
07/08/2014 3.00,,,"80,8",,"0,4","8,9"
07/08/2014 4.00,,,"75,8",,"0,3","8,9"
07/08/2014 5.00,,,"69,9",,"0,3","8,9"
07/08/2014 6.00,,,"68,0",,"0,5","8,9"
07/08/2014 7.00,,,"66,1",,"0,5","8,9"
07/08/2014 8.00,,,"70,8",,"0,5","8,9"
07/08/2014 9.00,,,"88,6",,"0,6","8,9"
07/08/2014 10.00,,,"97,7",,"0,6","8,9"
07/08/2014 11.00,,,"102,7",,"0,5","8,9"
07/08/2014 12.00,,,"103,8",,"0,4","8,9"
07/08/2014 13.00,,,"96,6",,"0,6","8,9"
07/08/2014 14.00,"7,9","13,6","105,8",,"0,4","8,9"
07/08/2014 15.00,,,"103,4",,"0,4","8,9"
07/08/2014 16.00,"3,9","9,2","107,1",,"0,4","8,9"
07/08/2014 17.00,"6,4","12,0","107,7",,"0,3","8,9"
07/08/2014 18.00,"10,2","15,6","96,6",,"0,5","8,9"
07/08/2014 19.00,"13,2","18,6","95,4",,"0,6","8,9"
07/08/2014 20.00,"13,0","18,5","95,5",,"0,6","8,9"
07/08/2014 21.00,"16,3","21,5","80,1",,"0,7","8,9"
07/08/2014 22.00,"16,6","21,9","78,0",,"0,8","8,9"
07/08/2014 23.00,"11,6","16,8","81,5",,"0,6","8,9"
08/08/2014 0.00,"9,2","14,7","79,5",,"0,5","8,9"
08/08/2014 1.00,"8,2","14,0","79,9",,"0,5","14,9"
08/08/2014 2.00,"7,5","13,0","79,0",,"0,4","14,9"
08/08/2014 3.00,,,"83,6",,"0,4","14,9"
08/08/2014 4.00,"7,8","13,1","86,5",,"0,5","14,9"
08/08/2014 5.00,"10,1","15,5",,,"0,3","14,9"
08/08/2014 6.00,"13,4","18,7","78,8",,"0,5","14,9"
08/08/2014 7.00,"16,0","21,3","81,5",,"0,6","14,9"
08/08/2014 8.00,"17,9","23,5","79,8",,"0,6","14,9"
08/08/2014 9.00,"18,2","23,7","90,1",,"0,7","14,9"
08/08/2014 10.00,"13,1","18,4","99,6",,"0,5","14,9"
08/08/2014 11.00,"10,2","15,3","104,9",,"0,5","14,9"
08/08/2014 12.00,"10,4","16,0","108,7",,"0,5","14,9"
08/08/2014 13.00,"11,4","16,9","108,9",,"0,5","14,9"
08/08/2014 14.00,"9,7","15,2","108,9",,"0,4","14,9"
08/08/2014 15.00,"9,8","15,6","104,5",,"0,4","14,9"
08/08/2014 16.00,"9,7","15,2","100,0",,"0,7","14,9"
08/08/2014 17.00,"9,8","15,5","98,6",,"0,5","14,9"
08/08/2014 18.00,"13,2","18,7","96,2",,"0,4","14,9"
08/08/2014 19.00,"16,6","22,1","94,6",,"0,7","14,9"
08/08/2014 20.00,"13,4","18,9","93,1",,"0,7","14,9"
08/08/2014 21.00,"17,6","23,1","79,2",,"0,5","14,9"
08/08/2014 22.00,"20,1","25,6","76,3",,"0,6","14,9"
08/08/2014 23.00,"25,7","31,2","55,1",,"0,8","14,9"
09/08/2014 0.00,"22,7","28,3","59,1",,"1,6","14,9"
09/08/2014 1.00,"14,7","19,9","62,2",,"0,8","14,3"
09/08/2014 2.00,"13,5","18,9","59,3",,"0,7","14,3"
09/08/2014 3.00,"12,4","17,9","62,0",,"0,7","14,3"
09/08/2014 4.00,"14,6","20,1","57,2",,"0,8","14,3"
09/08/2014 5.00,"17,2","22,5","51,9",,"0,7","14,3"
09/08/2014 6.00,"22,8","28,3","55,7",,"1,3","14,3"
09/08/2014 7.00,"26,1","31,9","61,1",,"1,3","14,3"
09/08/2014 8.00,"32,6","38,4","68,5",,"1,3","14,3"
09/08/2014 9.00,"41,4","47,5","71,4",,"1,2","14,3"
09/08/2014 10.00,"28,4","34,2","104,7",,"1,2","14,3"
09/08/2014 11.00,"15,3","20,9","120,1",,"0,8","14,3"
09/08/2014 12.00,"12,1","17,6","118,5",,"0,7","14,3"
09/08/2014 13.00,"10,9","16,3","116,2",,"0,6","14,3"
09/08/2014 14.00,"7,8","12,9","112,4",,"0,5","14,3"
09/08/2014 15.00,"5,7","10,8","107,5",,"0,4","14,3"
09/08/2014 16.00,"5,1","10,4","107,1",,"0,3","14,3"
09/08/2014 17.00,"6,6","12,1","102,6",,"0,4","14,3"
09/08/2014 18.00,"8,1","13,5","104,5",,"0,4","14,3"
09/08/2014 19.00,"10,1","15,4","97,3",,"0,4","14,3"
09/08/2014 20.00,"9,8","15,3","94,0",,"0,5","14,3"
09/08/2014 21.00,"11,8","17,5","77,6",,"0,5","14,3"
09/08/2014 22.00,"20,6","26,6","59,9",,"0,6","14,3"
09/08/2014 23.00,"24,4","29,8","52,0",,"0,7","14,3"
10/08/2014 0.00,"33,3","39,3","28,9",,"0,9","14,3"
10/08/2014 1.00,"29,0","34,9","41,1",,"1,0","16,8"
10/08/2014 2.00,"18,2","23,9","55,5",,"0,8","16,8"
10/08/2014 3.00,,,"61,4",,"0,6","16,8"
10/08/2014 4.00,"14,1","19,7","52,9",,"0,7","16,8"
10/08/2014 5.00,"15,1","20,6",,,"0,6","16,8"
10/08/2014 6.00,"17,1","22,5","52,4",,"0,7","16,8"
10/08/2014 7.00,"18,6","24,2","64,7",,"0,7","16,8"
10/08/2014 8.00,"15,8","21,2","76,2",,"0,8","16,8"
