Stat,Campi Salentina,,,,,,  ,
Parm,NO2,NOX,CO,O3,PM10,PM2.5,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3,ug/m3,,
Field,,,Aver,Aver,Aver,Aver,,
01/04/2014 9.00,,,"0,57","64,24","38,14","18,75",,
01/04/2014 10.00,,,"0,48","93,80","38,14","18,75",,
01/04/2014 11.00,,,"0,48","92,38","38,14","18,75",,
01/04/2014 12.00,,,"0,42","102,27","38,14","18,75",,
01/04/2014 13.00,,,"0,44","102,54","38,14","18,75",,
01/04/2014 14.00,,,"0,37","109,51","38,14","18,75",,
01/04/2014 15.00,,,"0,44","112,96","38,14","18,75",,
01/04/2014 16.00,,,"0,43","113,84","38,14","18,75",,
01/04/2014 17.00,,,"0,45","110,47","38,14","18,75",,
01/04/2014 18.00,,,"0,48","104,92","38,14","18,75",,
01/04/2014 19.00,,,"0,61","72,04","38,14","18,75",,
01/04/2014 20.00,,,"0,75","29,44","38,14","18,75",,
01/04/2014 21.00,,,"0,81","19,15","38,14","18,75",,
01/04/2014 22.00,,,"0,62","27,28","38,14","18,75",,
01/04/2014 23.00,,,"0,58","14,54","38,14","18,75",,
02/04/2014 0.00,,,"0,55","21,62","38,14","18,75",,
02/04/2014 1.00,,,"0,49","14,04","35,51","15,53",,
02/04/2014 2.00,,,"0,49","17,11","35,51","15,53",,
02/04/2014 3.00,,,,"10,56","35,51","15,53",,
02/04/2014 4.00,,,"0,43","17,91","35,51","15,53",,
02/04/2014 5.00,,,"0,42",,"35,51","15,53",,
02/04/2014 6.00,,,"0,51","2,03","35,51","15,53",,
02/04/2014 7.00,,,"0,73","3,32","35,51","15,53",,
02/04/2014 8.00,,,"0,74","22,43","35,51","15,53",,
02/04/2014 9.00,,,"0,46","59,47","35,51","15,53",,
02/04/2014 10.00,,,"0,45","79,75","35,51","15,53",,
02/04/2014 11.00,,,"0,39","92,51","35,51","15,53",,
02/04/2014 12.00,,,"0,39","99,74","35,51","15,53",,
02/04/2014 13.00,,,"0,36","100,33","35,51","15,53",,
02/04/2014 14.00,,,"0,36","102,89","35,51","15,53",,
02/04/2014 15.00,,,"0,34","104,21","35,51","15,53",,
02/04/2014 16.00,,,"0,37","100,73","35,51","15,53",,
02/04/2014 17.00,,,"0,34","99,01","35,51","15,53",,
02/04/2014 18.00,,,"0,33","99,06","35,51","15,53",,
02/04/2014 19.00,,,"0,39","83,57","35,51","15,53",,
02/04/2014 20.00,,,"0,39","57,59","35,51","15,53",,
02/04/2014 21.00,,,"0,40","50,59","35,51","15,53",,
02/04/2014 22.00,,,"0,41","50,22","35,51","15,53",,
02/04/2014 23.00,,,"0,48","44,56","35,51","15,53",,
03/04/2014 0.00,,,"0,50","38,10","35,51","15,53",,
03/04/2014 1.00,,,"0,50","22,93","29,06","15,43",,
03/04/2014 2.00,,,"0,47","23,74","29,06","15,43",,
03/04/2014 3.00,,,"0,46","18,79","29,06","15,43",,
03/04/2014 4.00,,,"0,45","7,33","29,06","15,43",,
03/04/2014 5.00,,,"0,46","2,90","29,06","15,43",,
03/04/2014 6.00,,,"0,57","2,10","29,06","15,43",,
03/04/2014 7.00,,,"0,57","15,14","29,06","15,43",,
03/04/2014 8.00,,,"0,72","25,13","29,06","15,43",,
03/04/2014 9.00,,,"0,54","65,51","29,06","15,43",,
03/04/2014 10.00,,,"0,45","98,42","29,06","15,43",,
03/04/2014 11.00,,,"0,43","104,22","29,06","15,43",,
03/04/2014 12.00,,,"0,43","110,77","29,06","15,43",,
03/04/2014 13.00,,,"0,42","111,30","29,06","15,43",,
03/04/2014 14.00,,,"0,38","115,12","29,06","15,43",,
03/04/2014 15.00,,,"0,39","111,91","29,06","15,43",,
03/04/2014 16.00,,,"0,40","109,34","29,06","15,43",,
03/04/2014 17.00,,,"0,41","106,24","29,06","15,43",,
03/04/2014 18.00,,,"0,41","97,26","29,06","15,43",,
03/04/2014 19.00,,,"0,48","86,62","29,06","15,43",,
03/04/2014 20.00,,,"0,38","71,89","29,06","15,43",,
03/04/2014 21.00,,,"0,38","63,73","29,06","15,43",,
03/04/2014 22.00,,,"0,43","60,26","29,06","15,43",,
03/04/2014 23.00,,,"0,34","64,50","29,06","15,43",,
04/04/2014 0.00,,,"0,28","73,13","29,06","15,43",,
04/04/2014 1.00,,,"0,26","71,87","27,06","6,15",,
04/04/2014 2.00,,,"0,26","71,39","27,06","6,15",,
04/04/2014 3.00,,,,"65,61","27,06","6,15",,
04/04/2014 4.00,,,"0,26","69,68","27,06","6,15",,
04/04/2014 5.00,,,"0,27",,"27,06","6,15",,
04/04/2014 6.00,,,"0,28","65,90","27,06","6,15",,
04/04/2014 7.00,,,"0,24","69,62","27,06","6,15",,
04/04/2014 8.00,,,"0,31","69,93","27,06","6,15",,
04/04/2014 9.00,,,"0,28","69,49","27,06","6,15",,
04/04/2014 10.00,,,"0,34","71,31","27,06","6,15",,
04/04/2014 11.00,,,"0,29","72,77","27,06","6,15",,
04/04/2014 12.00,,,"0,27","77,63","27,06","6,15",,
04/04/2014 13.00,,,"0,28","86,31","27,06","6,15",,
04/04/2014 14.00,,,"0,25","89,88","27,06","6,15",,
04/04/2014 15.00,,,"0,26","88,25","27,06","6,15",,
04/04/2014 16.00,,,"0,32","88,82","27,06","6,15",,
04/04/2014 17.00,,,"0,27","88,33","27,06","6,15",,
04/04/2014 18.00,,,"0,29","85,44","27,06","6,15",,
04/04/2014 19.00,,,"0,28","78,67","27,06","6,15",,
04/04/2014 20.00,,,"0,30","75,30","27,06","6,15",,
04/04/2014 21.00,,,"0,29","76,63","27,06","6,15",,
04/04/2014 22.00,,,"0,23","86,68","27,06","6,15",,
04/04/2014 23.00,,,"0,31","76,46","27,06","6,15",,
05/04/2014 0.00,,,"0,53","63,20","27,06","6,15",,
05/04/2014 1.00,,,"0,51","49,93","17,63","4,54",,
05/04/2014 2.00,,,"0,49","29,69","17,63","4,54",,
05/04/2014 3.00,,,"0,52","32,88","17,63","4,54",,
05/04/2014 4.00,,,"0,54","18,15","17,63","4,54",,
05/04/2014 5.00,,,"0,52","24,12","17,63","4,54",,
05/04/2014 6.00,,,"0,57","31,90","17,63","4,54",,
05/04/2014 7.00,,,"0,60","37,56","17,63","4,54",,
05/04/2014 8.00,,,"0,78","22,60","17,63","4,54",,
05/04/2014 9.00,,,"0,57","55,41","17,63","4,54",,
05/04/2014 10.00,,,"0,58","71,73","17,63","4,54",,
05/04/2014 11.00,,,"0,55","78,35","17,63","4,54",,
05/04/2014 12.00,,,"0,56","80,78","17,63","4,54",,
05/04/2014 13.00,,,"0,59","85,81","17,63","4,54",,
05/04/2014 14.00,,,"0,49","89,17","17,63","4,54",,
05/04/2014 15.00,,,"0,54","84,82","17,63","4,54",,
05/04/2014 16.00,,,"0,48","88,73","17,63","4,54",,
05/04/2014 17.00,,,"0,53","90,09","17,63","4,54",,
05/04/2014 18.00,,,"0,50","85,41","17,63","4,54",,
05/04/2014 19.00,,,"0,51","79,66","17,63","4,54",,
05/04/2014 20.00,,,"0,50","74,63","17,63","4,54",,
05/04/2014 21.00,,,"0,52","72,23","17,63","4,54",,
05/04/2014 22.00,,,"0,51","75,55","17,63","4,54",,
05/04/2014 23.00,,,"0,51","77,09","17,63","4,54",,
06/04/2014 0.00,,,"0,46","83,05","17,63","4,54",,
06/04/2014 1.00,,,"0,44","76,54","23,15","6,06",,
06/04/2014 2.00,,,"0,45","62,65","23,15","6,06",,
06/04/2014 3.00,,,,"57,46","23,15","6,06",,
06/04/2014 4.00,,,"0,46","76,46","23,15","6,06",,
06/04/2014 5.00,,,"0,46",,"23,15","6,06",,
06/04/2014 6.00,,,"0,43","64,54","23,15","6,06",,
06/04/2014 7.00,,,"0,44","71,94","23,15","6,06",,
06/04/2014 8.00,,,"0,45","67,54","23,15","6,06",,
06/04/2014 9.00,,,"0,49","71,13","23,15","6,06",,
06/04/2014 10.00,,,"0,49","69,89","23,15","6,06",,
06/04/2014 11.00,,,"0,46","73,27","23,15","6,06",,
06/04/2014 12.00,,,"0,52","75,70","23,15","6,06",,
06/04/2014 13.00,,,"0,47","86,25","23,15","6,06",,
06/04/2014 14.00,,,"0,46","87,11","23,15","6,06",,
06/04/2014 15.00,,,"0,45","87,47","23,15","6,06",,
06/04/2014 16.00,,,"0,52","81,79","23,15","6,06",,
06/04/2014 17.00,,,"0,51","77,30","23,15","6,06",,
06/04/2014 18.00,,,"0,48","70,40","23,15","6,06",,
06/04/2014 19.00,,,"0,58","63,32","23,15","6,06",,
06/04/2014 20.00,,,"0,61","51,92","23,15","6,06",,
06/04/2014 21.00,,,"0,59","64,75","23,15","6,06",,
06/04/2014 22.00,,,"0,56","71,18","23,15","6,06",,
06/04/2014 23.00,,,"0,53","70,92","23,15","6,06",,
07/04/2014 0.00,,,"0,57","63,94","23,15","6,06",,
07/04/2014 1.00,,,"0,53","63,31","29,06","13,04",,
07/04/2014 2.00,,,"0,50","66,10","29,06","13,04",,
07/04/2014 3.00,,,"0,53","69,29","29,06","13,04",,
07/04/2014 4.00,,,"0,52","67,28","29,06","13,04",,
07/04/2014 5.00,,,"0,54","61,76","29,06","13,04",,
07/04/2014 6.00,,,"0,53","54,79","29,06","13,04",,
07/04/2014 7.00,,,"0,63","47,95","29,06","13,04",,
07/04/2014 8.00,,,"0,59","56,08","29,06","13,04",,
07/04/2014 9.00,,,"0,59","60,68","29,06","13,04",,
07/04/2014 10.00,,,"0,56","66,78","29,06","13,04",,
07/04/2014 11.00,,,"0,59","69,89","29,06","13,04",,
07/04/2014 12.00,,,"0,57","75,03","29,06","13,04",,
07/04/2014 13.00,,,"0,56","79,31","29,06","13,04",,
07/04/2014 14.00,,,"0,55","83,95","29,06","13,04",,
07/04/2014 15.00,,,"0,55","83,37","29,06","13,04",,
07/04/2014 16.00,,,"0,54","82,34","29,06","13,04",,
07/04/2014 17.00,,,"0,57","81,49","29,06","13,04",,
07/04/2014 18.00,,,"0,54","77,68","29,06","13,04",,
07/04/2014 19.00,,,"0,55","73,96","29,06","13,04",,
07/04/2014 20.00,,,"0,61","69,39","29,06","13,04",,
07/04/2014 21.00,,,"0,55","69,63","29,06","13,04",,
07/04/2014 22.00,,,"0,52","75,47","29,06","13,04",,
07/04/2014 23.00,,,"0,44","78,15","29,06","13,04",,
08/04/2014 0.00,,,"0,20","79,53","29,06","13,04",,
08/04/2014 1.00,,,"0,20","81,86","34,82","16,02",,
08/04/2014 2.00,,,"0,18","66,43","34,82","16,02",,
08/04/2014 3.00,,,,"48,50","34,82","16,02",,
08/04/2014 4.00,,,"0,20","30,01","34,82","16,02",,
08/04/2014 5.00,,,"0,21",,"34,82","16,02",,
08/04/2014 6.00,,,"0,32","4,87","34,82","16,02",,
08/04/2014 7.00,,,"0,40","5,43","34,82","16,02",,
08/04/2014 8.00,,,"0,45","32,55","34,82","16,02",,
08/04/2014 9.00,,,"0,26","75,74","34,82","16,02",,
08/04/2014 10.00,,,"0,20","84,28","34,82","16,02",,
08/04/2014 11.00,,,"0,24","90,47","34,82","16,02",,
08/04/2014 12.00,,,"0,20","94,26","34,82","16,02",,
08/04/2014 13.00,,,"0,20","96,87","34,82","16,02",,
08/04/2014 14.00,,,"0,19","98,88","34,82","16,02",,
08/04/2014 15.00,,,"0,19","98,44","34,82","16,02",,
08/04/2014 16.00,,,"0,20","100,58","34,82","16,02",,
08/04/2014 17.00,,,"0,21","96,90","34,82","16,02",,
08/04/2014 18.00,,,"0,22","89,06","34,82","16,02",,
08/04/2014 19.00,,,"0,23","79,22","34,82","16,02",,
08/04/2014 20.00,,,"0,33","70,00","34,82","16,02",,
08/04/2014 21.00,,,"0,24","65,39","34,82","16,02",,
08/04/2014 22.00,,,"0,24","51,37","34,82","16,02",,
08/04/2014 23.00,,,"0,37","46,46","34,82","16,02",,
09/04/2014 0.00,,,"0,55","40,69","34,82","16,02",,
09/04/2014 1.00,,,"0,55","46,87","32,53","15,09",,
09/04/2014 2.00,,,"0,51","47,30","32,53","15,09",,
09/04/2014 3.00,,,"0,53","45,15","32,53","15,09",,
09/04/2014 4.00,,,"0,56","38,26","32,53","15,09",,
09/04/2014 5.00,,,"0,54","33,86","32,53","15,09",,
09/04/2014 6.00,,,"0,66","21,92","32,53","15,09",,
09/04/2014 7.00,,,"0,58","20,49","32,53","15,09",,
09/04/2014 8.00,,,"0,73","32,31","32,53","15,09",,
09/04/2014 9.00,,,"0,63","60,21","32,53","15,09",,
09/04/2014 10.00,,,"0,64","74,31","32,53","15,09",,
09/04/2014 11.00,,,"0,57","86,10","32,53","15,09",,
09/04/2014 12.00,,,"0,57","92,56","32,53","15,09",,
09/04/2014 13.00,,,"0,56","91,01","32,53","15,09",,
09/04/2014 14.00,,,"0,58","86,80","32,53","15,09",,
09/04/2014 15.00,,,"0,51","87,53","32,53","15,09",,
09/04/2014 16.00,,,"0,57","86,31","32,53","15,09",,
09/04/2014 17.00,,,"0,57","75,96","32,53","15,09",,
09/04/2014 18.00,,,"0,70","60,36","32,53","15,09",,
09/04/2014 19.00,,,"0,68","59,78","32,53","15,09",,
09/04/2014 20.00,,,"0,67","69,42","32,53","15,09",,
09/04/2014 21.00,,,"0,61","71,86","32,53","15,09",,
09/04/2014 22.00,,,"0,54","76,36","32,53","15,09",,
09/04/2014 23.00,,,"0,48","76,11","32,53","15,09",,
10/04/2014 0.00,,,"0,49","77,77","32,53","15,09",,
10/04/2014 1.00,,,"0,47","77,73","15,73","14,85",,
10/04/2014 2.00,,,"0,48","81,34","15,73","14,85",,
10/04/2014 3.00,,,,"82,39","15,73","14,85",,
10/04/2014 4.00,,,"0,49","79,27","15,73","14,85",,
10/04/2014 5.00,,,"0,48",,"15,73","14,85",,
10/04/2014 6.00,,,"0,44","61,49","15,73","14,85",,
10/04/2014 7.00,,,"0,52","58,69","15,73","14,85",,
10/04/2014 8.00,,,"0,51","75,97","15,73","14,85",,
10/04/2014 9.00,,,"0,48","80,10","15,73","14,85",,
10/04/2014 10.00,,,"0,49","82,13","15,73","14,85",,
10/04/2014 11.00,,,"0,46","83,82","15,73","14,85",,
10/04/2014 12.00,,,"0,47","85,14","15,73","14,85",,
10/04/2014 13.00,,,"0,52","86,49","15,73","14,85",,
10/04/2014 14.00,,,"0,41","79,81","15,73","14,85",,
10/04/2014 15.00,,,,,"15,73","14,85",,
10/04/2014 16.00,,,"0,39","95,93","15,73","14,85",,
10/04/2014 17.00,,,"0,41","96,18","15,73","14,85",,
10/04/2014 18.00,,,"0,45","94,08","15,73","14,85",,
10/04/2014 19.00,,,"0,47","76,89","15,73","14,85",,
10/04/2014 20.00,,,"0,57","65,95","15,73","14,85",,
10/04/2014 21.00,,,"0,43","68,03","15,73","14,85",,
10/04/2014 22.00,,,"0,41","73,23","15,73","14,85",,
10/04/2014 23.00,,,"0,39","73,24","15,73","14,85",,
11/04/2014 0.00,,,"0,35","66,17","15,73","14,85",,
11/04/2014 1.00,,,"0,39","54,52","15,04","8,55",,
11/04/2014 2.00,,,"0,47","37,94","15,04","8,55",,
11/04/2014 3.00,,,"0,48","36,31","15,04","8,55",,
11/04/2014 4.00,,,"0,46","45,84","15,04","8,55",,
11/04/2014 5.00,,,"0,48","22,25","15,04","8,55",,
11/04/2014 6.00,,,"0,47","16,39","15,04","8,55",,
11/04/2014 7.00,,,"0,57","27,59","15,04","8,55",,
11/04/2014 8.00,,,"0,72","33,36","15,04","8,55",,
11/04/2014 9.00,,,"0,36","77,08","15,04","8,55",,
11/04/2014 10.00,,,"0,25","94,05","15,04","8,55",,
11/04/2014 11.00,,,"0,18","92,54","15,04","8,55",,
11/04/2014 12.00,,,"0,16","92,67","15,04","8,55",,
11/04/2014 13.00,,,"0,29","98,02","15,04","8,55",,
11/04/2014 14.00,,,"0,23","100,82","15,04","8,55",,
11/04/2014 15.00,,,"0,15","103,81","15,04","8,55",,
11/04/2014 16.00,,,"0,36","108,92","15,04","8,55",,
11/04/2014 17.00,,,"0,31","107,56","15,04","8,55",,
11/04/2014 18.00,,,"0,48","99,14","15,04","8,55",,
11/04/2014 19.00,,,"0,45","70,37","15,04","8,55",,
11/04/2014 20.00,,,"0,60","35,71","15,04","8,55",,
11/04/2014 21.00,,,"0,70","11,08","15,04","8,55",,
11/04/2014 22.00,,,"0,56","18,03","15,04","8,55",,
11/04/2014 23.00,,,"0,46","11,14","15,04","8,55",,
12/04/2014 0.00,,,"0,27","8,56","15,04","8,55",,
12/04/2014 1.00,,,"0,22","5,38","17,44","10,70",,
12/04/2014 2.00,,,"0,28","2,52","17,44","10,70",,
12/04/2014 3.00,,,,"5,00","17,44","10,70",,
12/04/2014 4.00,,,"0,18","3,86","17,44","10,70",,
12/04/2014 5.00,,,"0,16",,"17,44","10,70",,
12/04/2014 6.00,,,"0,18","2,56","17,44","10,70",,
12/04/2014 7.00,,,"0,25","6,55","17,44","10,70",,
12/04/2014 8.00,,,"0,27","41,40","17,44","10,70",,
12/04/2014 9.00,,,"0,22","76,22","17,44","10,70",,
12/04/2014 10.00,,,"0,12","89,26","17,44","10,70",,
12/04/2014 11.00,,,"0,10","104,02","17,44","10,70",,
12/04/2014 12.00,,,"0,11","105,94","17,44","10,70",,
12/04/2014 13.00,,,"0,23","106,37","17,44","10,70",,
12/04/2014 14.00,,,"0,05","112,11","17,44","10,70",,
12/04/2014 15.00,,,"0,08","108,37","17,44","10,70",,
12/04/2014 16.00,,,"0,13","107,91","17,44","10,70",,
12/04/2014 17.00,,,"0,18","107,76","17,44","10,70",,
12/04/2014 18.00,,,"0,16","106,79","17,44","10,70",,
12/04/2014 19.00,,,"0,17","96,75","17,44","10,70",,
12/04/2014 20.00,,,"0,10","76,41","17,44","10,70",,
12/04/2014 21.00,,,"0,09","67,89","17,44","10,70",,
12/04/2014 22.00,,,"0,10","63,28","17,44","10,70",,
12/04/2014 23.00,,,"0,40","52,04","17,44","10,70",,
13/04/2014 0.00,,,"0,99","30,02","17,44","10,70",,
13/04/2014 1.00,,,"0,86","48,94","15,82","8,55",,
13/04/2014 2.00,,,"0,67","33,99","15,82","8,55",,
13/04/2014 3.00,,,"0,79","46,36","15,82","8,55",,
13/04/2014 4.00,,,"0,45","55,70","15,82","8,55",,
13/04/2014 5.00,,,"0,49","58,42","15,82","8,55",,
13/04/2014 6.00,,,"0,55","54,44","15,82","8,55",,
13/04/2014 7.00,,,"0,43","58,23","15,82","8,55",,
13/04/2014 8.00,,,"0,58","70,08","15,82","8,55",,
13/04/2014 9.00,,,"0,57","77,01","15,82","8,55",,
13/04/2014 10.00,,,"0,72","86,01","15,82","8,55",,
13/04/2014 11.00,,,"1,02","94,81","15,82","8,55",,
13/04/2014 12.00,,,"0,89","80,78","15,82","8,55",,
13/04/2014 13.00,,,"0,57","82,80","15,82","8,55",,
13/04/2014 14.00,,,"0,62","91,80","15,82","8,55",,
13/04/2014 15.00,,,"0,64","86,77","15,82","8,55",,
13/04/2014 16.00,,,"0,40","87,85","15,82","8,55",,
13/04/2014 17.00,,,"0,48","91,17","15,82","8,55",,
13/04/2014 18.00,,,"0,12","85,99","15,82","8,55",,
13/04/2014 19.00,,,"0,38","86,42","15,82","8,55",,
13/04/2014 20.00,,,"0,16","89,12","15,82","8,55",,
13/04/2014 21.00,,,"0,06","86,80","15,82","8,55",,
13/04/2014 22.00,,,"0,18","89,38","15,82","8,55",,
13/04/2014 23.00,,,"0,32","90,68","15,82","8,55",,
14/04/2014 0.00,,,"0,05","89,88","15,82","8,55",,
14/04/2014 1.00,,,"0,04","89,85","15,73","7,81",,
14/04/2014 2.00,,,"0,03","90,66","15,73","7,81",,
14/04/2014 3.00,,,,"84,40","15,73","7,81",,
14/04/2014 4.00,,,,"81,68","15,73","7,81",,
14/04/2014 5.00,,,,,"15,73","7,81",,
14/04/2014 6.00,,,,"55,46","15,73","7,81",,
14/04/2014 7.00,,,,"48,48","15,73","7,81",,
14/04/2014 8.00,,,,"63,57","15,73","7,81",,
14/04/2014 9.00,,,,"71,85","15,73","7,81",,
14/04/2014 10.00,,,,"73,91","15,73","7,81",,
14/04/2014 11.00,,,,"82,24","15,73","7,81",,
14/04/2014 12.00,,,,"91,38","15,73","7,81",,
14/04/2014 13.00,,,,"98,20","15,73","7,81",,
14/04/2014 14.00,,,,"102,08","15,73","7,81",,
14/04/2014 15.00,,,,"104,41","15,73","7,81",,
14/04/2014 16.00,,,,"97,78","15,73","7,81",,
14/04/2014 17.00,,,,,"15,73","7,81",,
14/04/2014 18.00,,,"0,14","90,63","15,73","7,81",,
14/04/2014 19.00,,,"0,16","68,53","15,73","7,81",,
14/04/2014 20.00,,,"0,25","57,60","15,73","7,81",,
14/04/2014 21.00,,,"0,16","60,54","15,73","7,81",,
14/04/2014 22.00,,,"0,21","48,78","15,73","7,81",,
14/04/2014 23.00,,,"0,17","48,28","15,73","7,81",,
15/04/2014 0.00,,,"0,24","43,84","15,73","7,81",,
15/04/2014 1.00,,,"0,29","51,90","10,60","2,74",,
15/04/2014 2.00,,,"0,25","52,27","10,60","2,74",,
15/04/2014 3.00,,,"0,26","54,55","10,60","2,74",,
15/04/2014 4.00,,,"0,25","56,33","10,60","2,74",,
15/04/2014 5.00,,,"0,25","50,49","10,60","2,74",,
15/04/2014 6.00,,,"0,26","44,20","10,60","2,74",,
15/04/2014 7.00,,,"0,34","42,88","10,60","2,74",,
15/04/2014 8.00,,,"0,35","68,99","10,60","2,74",,
15/04/2014 9.00,,,"0,28","86,48","10,60","2,74",,
15/04/2014 10.00,,,"0,29","94,48","10,60","2,74",,
15/04/2014 11.00,,,"0,28","98,29","10,60","2,74",,
15/04/2014 12.00,,,"0,29","102,09","10,60","2,74",,
15/04/2014 13.00,,,"0,31","104,65","10,60","2,74",,
15/04/2014 14.00,,,"0,26","108,12","10,60","2,74",,
15/04/2014 15.00,,,"0,23","107,41","10,60","2,74",,
15/04/2014 16.00,,,"0,25","105,58","10,60","2,74",,
15/04/2014 17.00,,,"0,26","101,19","10,60","2,74",,
15/04/2014 18.00,,,"0,30","94,91","10,60","2,74",,
15/04/2014 19.00,,,"0,29","102,56","10,60","2,74",,
15/04/2014 20.00,,,"0,24","103,75","10,60","2,74",,
15/04/2014 21.00,,,"0,23","101,32","10,60","2,74",,
15/04/2014 22.00,,,"0,24","99,58","10,60","2,74",,
15/04/2014 23.00,,,"0,26","97,52","10,60","2,74",,
16/04/2014 0.00,,,"0,23","98,26","10,60","2,74",,
16/04/2014 1.00,,,"0,19","90,53","8,45","3,96",,
16/04/2014 2.00,,,"0,18","88,56","8,45","3,96",,
16/04/2014 3.00,,,,"87,13","8,45","3,96",,
16/04/2014 4.00,,,"0,17","92,63","8,45","3,96",,
16/04/2014 5.00,,,"0,16",,"8,45","3,96",,
16/04/2014 6.00,,,"0,20","84,98","8,45","3,96",,
16/04/2014 7.00,,,"0,27","71,36","8,45","3,96",,
16/04/2014 8.00,,,,,"8,45","3,96",,
16/04/2014 9.00,,,,,"8,45","3,96",,
16/04/2014 10.00,,,,,"8,45","3,96",,
16/04/2014 11.00,,,"0,32",,"8,45","3,96",,
16/04/2014 12.00,,,"0,33","82,18","8,45","3,96",,
16/04/2014 13.00,,,"0,49","84,89","8,45","3,96",,
16/04/2014 14.00,,,"0,28","85,93","8,45","3,96",,
16/04/2014 15.00,,,"0,29","85,39","8,45","3,96",,
16/04/2014 16.00,,,"0,28","87,28","8,45","3,96",,
16/04/2014 17.00,,,"0,31","86,75","8,45","3,96",,
16/04/2014 18.00,,,"0,35","78,77","8,45","3,96",,
16/04/2014 19.00,,,"0,31","76,92","8,45","3,96",,
16/04/2014 20.00,,,"0,36","69,47","8,45","3,96",,
16/04/2014 21.00,,,"0,29","75,55","8,45","3,96",,
16/04/2014 22.00,,,"0,26","76,19","8,45","3,96",,
16/04/2014 23.00,,,"0,23","81,98","8,45","3,96",,
17/04/2014 0.00,,,"0,14","74,58","8,45","3,96",,
17/04/2014 1.00,,,"0,13","72,16","3,47","1,86",,
17/04/2014 2.00,,,"0,13","70,95","3,47","1,86",,
17/04/2014 3.00,,,"0,09","80,54","3,47","1,86",,
17/04/2014 4.00,,,"0,09","78,04","3,47","1,86",,
17/04/2014 5.00,,,"0,12","72,87","3,47","1,86",,
17/04/2014 6.00,,,"0,12","72,40","3,47","1,86",,
17/04/2014 7.00,,,"0,17","59,13","3,47","1,86",,
17/04/2014 8.00,,,"0,18","60,56","3,47","1,86",,
17/04/2014 9.00,,,"0,13","68,62","3,47","1,86",,
17/04/2014 10.00,,,"0,17","72,64","3,47","1,86",,
17/04/2014 11.00,,,"0,16","69,05","3,47","1,86",,
17/04/2014 12.00,,,"0,17","73,52","3,47","1,86",,
17/04/2014 13.00,,,"0,15","76,80","3,47","1,86",,
17/04/2014 14.00,,,"0,11","77,45","3,47","1,86",,
17/04/2014 15.00,,,"0,07","77,81","3,47","1,86",,
17/04/2014 16.00,,,"0,11","75,82","3,47","1,86",,
17/04/2014 17.00,,,"0,06","77,75","3,47","1,86",,
17/04/2014 18.00,,,"0,11","66,68","3,47","1,86",,
17/04/2014 19.00,,,"0,09","59,93","3,47","1,86",,
17/04/2014 20.00,,,"0,09","68,25","3,47","1,86",,
17/04/2014 21.00,,,"0,10","61,75","3,47","1,86",,
17/04/2014 22.00,,,"0,16","56,99","3,47","1,86",,
17/04/2014 23.00,,,"0,26","51,56","3,47","1,86",,
18/04/2014 0.00,,,"0,49","47,19","3,47","1,86",,
18/04/2014 1.00,,,"0,33","47,48","12,89","5,52",,
18/04/2014 2.00,,,"0,07","51,09","12,89","5,52",,
18/04/2014 3.00,,,,"53,51","12,89","5,52",,
18/04/2014 4.00,,,"0,20","47,27","12,89","5,52",,
18/04/2014 5.00,,,"0,21",,"12,89","5,52",,
18/04/2014 6.00,,,"0,01","44,39","12,89","5,52",,
18/04/2014 7.00,,,"0,34","43,92","12,89","5,52",,
18/04/2014 8.00,,,"0,60","50,64","12,89","5,52",,
18/04/2014 9.00,,,"0,64","60,26","12,89","5,52",,
18/04/2014 10.00,,,"0,61","65,39","12,89","5,52",,
18/04/2014 11.00,,,"0,60","72,11","12,89","5,52",,
18/04/2014 12.00,,,"0,60","83,57","12,89","5,52",,
18/04/2014 13.00,,,"0,59","90,05","12,89","5,52",,
18/04/2014 14.00,,,"0,59","79,43","12,89","5,52",,
18/04/2014 15.00,,,"0,65","75,23","12,89","5,52",,
18/04/2014 16.00,,,"0,69","65,27","12,89","5,52",,
18/04/2014 17.00,,,"0,80","52,32","12,89","5,52",,
18/04/2014 18.00,,,"0,75","47,80","12,89","5,52",,
18/04/2014 19.00,,,"0,77","49,88","12,89","5,52",,
18/04/2014 20.00,,,"0,71","56,40","12,89","5,52",,
18/04/2014 21.00,,,"0,69","56,59","12,89","5,52",,
18/04/2014 22.00,,,"0,77","51,63","12,89","5,52",,
18/04/2014 23.00,,,"0,58","52,41","12,89","5,52",,
19/04/2014 0.00,,,"0,36","53,37","12,89","5,52",,
19/04/2014 1.00,,,"0,28","51,12","13,96","6,94",,
19/04/2014 2.00,,,"0,29","46,56","13,96","6,94",,
19/04/2014 3.00,,,"0,25","38,17","13,96","6,94",,
19/04/2014 4.00,,,"0,34","33,52","13,96","6,94",,
19/04/2014 5.00,,,"0,31","23,56","13,96","6,94",,
19/04/2014 6.00,,,"0,33","19,61","13,96","6,94",,
19/04/2014 7.00,,,"0,34","39,33","13,96","6,94",,
19/04/2014 8.00,,,"0,25","71,36","13,96","6,94",,
19/04/2014 9.00,,,"0,26","86,32","13,96","6,94",,
19/04/2014 10.00,,,"0,23","97,66","13,96","6,94",,
19/04/2014 11.00,,,"0,23","100,13","13,96","6,94",,
19/04/2014 12.00,,,"0,21","101,36","13,96","6,94",,
19/04/2014 13.00,,,"0,20","106,71","13,96","6,94",,
