Stat,TA V. Machiavelli,,,,,,,,
Parm,SO2,NOX,NO2,CO,BENZENE,PM10  orario,IPA TOT ,PM10,PM2.5
Unit,ug/m3 293K,,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3,ng/m3,ug/m3,ug/m3
03/03/2014 10.00,"3,6","54,4","39,6","0,4","1,0",,,,"11,0"
03/03/2014 11.00,"3,7","51,5","36,5","0,7","0,9",,,,"11,0"
03/03/2014 12.00,"4,1","40,9","29,2","0,5","1,1",,,,"11,0"
03/03/2014 13.00,"5,9","46,2","32,4","0,5","1,1",,,,"11,0"
03/03/2014 14.00,"6,7","35,4","23,5","0,4","1,0",,,,"11,0"
03/03/2014 15.00,"4,9","25,9","17,8","0,3","0,8",,,,"11,0"
03/03/2014 16.00,"5,3","27,7","19,9","0,4","0,9",,,,"11,0"
03/03/2014 17.00,"4,9","24,1","18,6","0,3","0,9",,,,"11,0"
03/03/2014 18.00,"4,2","33,5","28,7","0,3","0,7",,,,"11,0"
03/03/2014 19.00,"3,8","30,4","25,6","0,4","0,8",,,,"11,0"
03/03/2014 20.00,"3,4","37,5","32,2","0,4","1,1",,,,"11,0"
03/03/2014 21.00,"3,6","46,7","40,7","0,4","1,3",,,,"11,0"
03/03/2014 22.00,"3,5","31,0","26,1","0,4","1,3",,,,"11,0"
03/03/2014 23.00,"3,4","25,2","20,5","0,4","1,2",,,,"11,0"
04/03/2014 0.00,"3,7","24,8","20,0","0,4","3,3",,,,"11,0"
04/03/2014 1.00,"3,3","21,1","16,7","0,3","1,4",,,"15,5","9,5"
04/03/2014 2.00,"3,2","14,6","10,7","0,2","0,8",,,"15,5","9,5"
04/03/2014 3.00,"3,4","15,3","10,7","0,3","0,6",,,"15,5","9,5"
04/03/2014 4.00,"3,3","12,7","8,8","0,3","0,9",,,"15,5","9,5"
04/03/2014 5.00,"3,2","10,2","6,3","0,2","0,5",,,"15,5","9,5"
04/03/2014 6.00,"3,1","13,1","9,1","0,2","0,7",,,"15,5","9,5"
04/03/2014 7.00,"3,2","18,3","14,2","0,2","0,5",,,"15,5","9,5"
04/03/2014 8.00,"3,3","16,0","11,9","0,2","0,6",,,"15,5","9,5"
04/03/2014 9.00,"3,2","14,8","10,4","0,2","9,5",,,"15,5","9,5"
04/03/2014 10.00,"3,1","17,4","13,0","0,2","7,5",,,"15,5","9,5"
04/03/2014 11.00,"2,8","18,6","13,8","0,2","5,3",,,"15,5","9,5"
04/03/2014 12.00,"3,2","33,0","19,3","0,2","4,5",,,"15,5","9,5"
04/03/2014 13.00,"3,0","17,1","11,5","0,2","4,4",,,"15,5","9,5"
04/03/2014 14.00,"3,0","15,1","10,3","0,2","4,0",,,"15,5","9,5"
04/03/2014 15.00,"3,2","15,5","10,5","0,2","3,6",,,"15,5","9,5"
04/03/2014 16.00,"3,3","15,1","10,6","0,2","3,5",,,"15,5","9,5"
04/03/2014 17.00,"3,2","25,0","19,6","0,2","3,5",,,"15,5","9,5"
04/03/2014 18.00,"3,6","30,1","23,9","0,3","3,4",,,"15,5","9,5"
04/03/2014 19.00,"3,4","30,9","25,6","0,3","5,1",,,"15,5","9,5"
04/03/2014 20.00,"3,4","44,8","33,7","0,4","4,8",,,"15,5","9,5"
04/03/2014 21.00,"3,8","50,9","39,8","0,4","6,8",,,"15,5","9,5"
04/03/2014 22.00,"3,6","57,1","47,7","0,4","1,9",,,"15,5","9,5"
04/03/2014 23.00,"3,7","56,8","45,4","0,5","5,5",,,"15,5","9,5"
05/03/2014 0.00,"3,5","35,5","28,8","0,3","3,4",,,"15,5","9,5"
05/03/2014 1.00,,"27,8","23,2","0,3","4,0",,,"19,2","9,2"
05/03/2014 2.00,"3,4",,,"0,3","5,5",,,"19,2","9,2"
05/03/2014 3.00,"3,3","27,9","23,3",,"4,9",,,"19,2","9,2"
05/03/2014 4.00,"3,3","22,1","17,6","0,2","5,4",,,"19,2","9,2"
05/03/2014 5.00,"3,6","15,0","10,7","0,3","3,2",,,"19,2","9,2"
05/03/2014 6.00,"3,3","23,6","18,3","0,3","5,5",,,"19,2","9,2"
05/03/2014 7.00,"3,9","65,1","40,1","0,5","2,9",,,"19,2","9,2"
05/03/2014 8.00,"3,8","83,7","54,7","0,5","3,8",,,"19,2","9,2"
05/03/2014 9.00,"4,4","153,7","67,2","0,8","1,3",,,"19,2","9,2"
05/03/2014 10.00,"3,8","55,2","37,3","0,4","2,0",,,"19,2","9,2"
05/03/2014 11.00,"3,3","27,5","20,6","0,3",,,,"19,2","9,2"
05/03/2014 12.00,"3,6","21,7","15,8","0,3","3,0",,,"19,2","9,2"
05/03/2014 13.00,"3,1","27,8","21,9","0,3","3,8",,,"19,2","9,2"
05/03/2014 14.00,"3,4","30,5","24,3","0,3","3,2",,,"19,2","9,2"
05/03/2014 15.00,"3,6","32,6","26,1","0,3","2,3",,,"19,2","9,2"
05/03/2014 16.00,"3,3","21,2","15,8","0,2","0,7",,,"19,2","9,2"
05/03/2014 17.00,"3,3","23,1","17,5","0,3","2,3",,,"19,2","9,2"
05/03/2014 18.00,"3,4","31,2","24,9","0,3","0,8",,,"19,2","9,2"
05/03/2014 19.00,"3,3","28,2","22,9","0,3","3,1",,,"19,2","9,2"
05/03/2014 20.00,"3,4","27,1","22,1","0,3","0,9",,,"19,2","9,2"
05/03/2014 21.00,"3,2","30,2","24,7","0,3","0,8",,,"19,2","9,2"
05/03/2014 22.00,"3,6","23,5","18,9","0,3","3,1",,,"19,2","9,2"
05/03/2014 23.00,"2,9","25,9","20,8","0,3","4,8",,,"19,2","9,2"
06/03/2014 0.00,"3,6","28,6","23,4","0,3","2,6",,,"19,2","9,2"
06/03/2014 1.00,"3,7","16,6","12,6","0,2","2,3",,,"15,3","10,2"
06/03/2014 2.00,"3,9","10,9","7,4","0,2",,,,"15,3","10,2"
06/03/2014 3.00,"3,3","6,8","3,5","0,2","0,5",,,"15,3","10,2"
06/03/2014 4.00,"3,4","7,9","4,5","0,2","2,6",,,"15,3","10,2"
06/03/2014 5.00,"3,3","9,6","6,0","0,2","3,6",,,"15,3","10,2"
06/03/2014 6.00,"3,6","21,4","17,2","0,2","4,5",,,"15,3","10,2"
06/03/2014 7.00,"3,4","28,2","23,3","0,4","2,5",,,"15,3","10,2"
06/03/2014 8.00,"3,7","58,0","42,6","0,3","2,7",,,"15,3","10,2"
06/03/2014 9.00,"3,2","42,7","31,7","0,3","2,4",,,"15,3","10,2"
06/03/2014 10.00,"3,5","23,6","16,9","0,3","0,8",,,"15,3","10,2"
06/03/2014 11.00,"3,2","15,3","9,9","0,3","0,7",,,"15,3","10,2"
06/03/2014 12.00,"3,5","18,2","11,8","0,3","0,7",,,"15,3","10,2"
06/03/2014 13.00,"3,4","19,2","12,9","0,3","4,7",,,"15,3","10,2"
06/03/2014 14.00,"4,0","18,4","12,4","0,3","4,4",,,"15,3","10,2"
06/03/2014 15.00,"3,9","15,6","10,5","0,3","2,6",,,"15,3","10,2"
06/03/2014 16.00,"3,6","15,2","10,3","0,3","4,4",,,"15,3","10,2"
06/03/2014 17.00,"3,7","17,3","12,3","0,3","2,7",,,"15,3","10,2"
06/03/2014 18.00,"3,7","17,8","13,1","0,3","4,0",,,"15,3","10,2"
06/03/2014 19.00,"3,8","27,2","21,2","0,4","2,8",,,"15,3","10,2"
06/03/2014 20.00,"3,7","31,9","25,9","0,4","1,2",,,"15,3","10,2"
06/03/2014 21.00,"3,8","28,5","23,9","0,4","3,2",,,"15,3","10,2"
06/03/2014 22.00,"3,6","31,5","27,0","0,4","1,2",,,"15,3","10,2"
06/03/2014 23.00,"3,8","30,0","24,6","0,4","1,1",,,"15,3","10,2"
07/03/2014 0.00,"3,6","19,2","14,7","0,3","1,2",,,"15,3","10,2"
07/03/2014 1.00,,"15,4","11,3","0,3","4,8",,,"17,3","7,4"
07/03/2014 2.00,"3,5",,,"0,3","4,9",,,"17,3","7,4"
07/03/2014 3.00,"3,3","13,1","9,4",,"1,1",,,"17,3","7,4"
07/03/2014 4.00,"3,6","10,5","6,9","0,3","1,0",,,"17,3","7,4"
07/03/2014 5.00,"3,5","10,6","6,7","0,3","1,0",,,"17,3","7,4"
07/03/2014 6.00,"3,3","12,9","9,0","0,3","3,0",,,"17,3","7,4"
07/03/2014 7.00,"3,3","27,5","20,9","0,4","2,8",,,"17,3","7,4"
07/03/2014 8.00,"3,6","26,8","19,2","0,3","3,1",,,"17,3","7,4"
07/03/2014 9.00,"3,6","34,4","23,2","0,4","2,9",,,"17,3","7,4"
07/03/2014 10.00,"3,4","28,7","19,7","0,4","3,2",,,"17,3","7,4"
07/03/2014 11.00,"3,6","30,9","22,9","0,4","1,2",,,"17,3","7,4"
07/03/2014 12.00,"3,5","24,5","17,8","0,4","3,4",,,"17,3","7,4"
07/03/2014 13.00,"4,0","21,5","15,0","0,3","3,1",,,"17,3","7,4"
07/03/2014 14.00,"4,0","23,7","17,7","0,3","1,0",,,"17,3","7,4"
07/03/2014 15.00,"3,4","24,3","18,9","0,3","1,1",,,"17,3","7,4"
07/03/2014 16.00,"3,2","22,7","17,8","0,3","1,0",,,"17,3","7,4"
07/03/2014 17.00,"3,5","21,7","16,4","0,2","0,8",,,"17,3","7,4"
07/03/2014 18.00,"3,3","26,3","21,4","0,3","2,5",,,"17,3","7,4"
07/03/2014 19.00,"3,4","33,4","28,1","0,3","2,7",,,"17,3","7,4"
07/03/2014 20.00,"3,7","47,7","41,2","0,5","1,2",,,"17,3","7,4"
07/03/2014 21.00,"3,4","30,5","24,8","0,4","1,5",,,"17,3","7,4"
07/03/2014 22.00,"3,6","22,4","18,1","0,4","3,7",,,"17,3","7,4"
07/03/2014 23.00,"3,2","18,3","14,2","0,4","3,1",,,"17,3","7,4"
08/03/2014 0.00,"3,5","16,7","12,9","0,4","1,2",,,"17,3","7,4"
08/03/2014 1.00,"3,4","16,3","12,6","0,3","1,2",,,"21,2","13,9"
08/03/2014 2.00,"3,2","13,6","9,8","0,3","5,3",,,"21,2","13,9"
08/03/2014 3.00,"3,1","11,2","7,5","0,3","1,0",,,"21,2","13,9"
08/03/2014 4.00,"3,4","9,5","5,9","0,3","1,0",,,"21,2","13,9"
08/03/2014 5.00,"3,5","9,6","6,0","0,3","2,6",,,"21,2","13,9"
08/03/2014 6.00,"3,0","11,1","7,2","0,3","4,5",,,"21,2","13,9"
08/03/2014 7.00,"3,1","20,7","15,5","0,3","2,9",,,"21,2","13,9"
08/03/2014 8.00,"3,2","47,0","27,4","0,9","5,9",,,"21,2","13,9"
08/03/2014 9.00,"3,7","49,9","27,8","0,7","1,8",,,"21,2","13,9"
08/03/2014 10.00,"4,0","20,8","13,8","0,3","3,4",,,"21,2","13,9"
08/03/2014 11.00,"4,0","18,5","11,7","0,3","1,1",,,"21,2","13,9"
08/03/2014 12.00,"4,2","20,2","13,4","0,3","2,7",,,"21,2","13,9"
08/03/2014 13.00,"4,6","20,6","14,0","0,4","1,1",,,"21,2","13,9"
08/03/2014 14.00,"4,4","18,1","12,3","0,3","1,2",,,"21,2","13,9"
08/03/2014 15.00,"4,1","12,8","8,3","0,3","0,9",,,"21,2","13,9"
08/03/2014 16.00,"4,0","11,1","6,9","0,3","2,5",,,"21,2","13,9"
08/03/2014 17.00,"4,1","11,3","7,3","0,2","0,8",,,"21,2","13,9"
08/03/2014 18.00,"3,4","14,7","10,3","0,3","2,4",,,"21,2","13,9"
08/03/2014 19.00,"3,8","25,8","19,4","0,4","3,9",,,"21,2","13,9"
08/03/2014 20.00,"4,0","37,1","27,4","0,4","1,4",,,"21,2","13,9"
08/03/2014 21.00,"4,3","34,2","25,2","0,4","2,3",,,"21,2","13,9"
08/03/2014 22.00,"4,4","37,0","28,4","0,4","3,9",,,"21,2","13,9"
08/03/2014 23.00,"5,4","45,1","34,7","0,7","2,7",,,"21,2","13,9"
09/03/2014 0.00,"5,2","18,3","14,3","0,4","3,1",,,"21,2","13,9"
09/03/2014 1.00,,"13,1","8,8","0,3","2,7",,,"23,9","13,9"
09/03/2014 2.00,"4,4",,,"0,3","4,7",,,"23,9","13,9"
09/03/2014 3.00,"4,1","14,7","11,0",,"2,3",,,"23,9","13,9"
09/03/2014 4.00,"4,0","13,1","9,5","0,2","0,8",,,"23,9","13,9"
09/03/2014 5.00,"3,6","13,3","9,8","0,3","4,2",,,"23,9","13,9"
09/03/2014 6.00,"4,0","33,1","25,4","0,4","2,4",,,"23,9","13,9"
09/03/2014 7.00,"3,8","29,4","23,7","0,4","1,3",,,"23,9","13,9"
09/03/2014 8.00,"3,9","25,3","19,1","0,3","1,4",,,"23,9","13,9"
09/03/2014 9.00,"4,1","17,6","11,8","0,3","4,6",,,"23,9","13,9"
09/03/2014 10.00,"4,9","15,8","10,8","0,3","2,4",,,"23,9","13,9"
09/03/2014 11.00,"4,6","15,9","11,0","0,3","0,8",,,"23,9","13,9"
09/03/2014 12.00,"4,6","15,8","10,9","0,3","0,8",,,"23,9","13,9"
09/03/2014 13.00,"4,6","16,5","11,5","0,3","2,4",,,"23,9","13,9"
09/03/2014 14.00,"4,3","14,3","9,7","0,3","0,4",,,"23,9","13,9"
09/03/2014 15.00,"4,1","9,7","6,0","0,2","0,8",,,"23,9","13,9"
09/03/2014 16.00,"4,4","8,4","4,9","0,2","2,2",,,"23,9","13,9"
09/03/2014 17.00,"4,2","8,1","4,8","0,2","0,5",,,"23,9","13,9"
09/03/2014 18.00,"4,1","10,6","6,9","0,2","1,8",,,"23,9","13,9"
09/03/2014 19.00,"3,7","15,7","12,0","0,3","0,5",,,"23,9","13,9"
09/03/2014 20.00,"4,2","18,9","14,9","0,3","0,7",,,"23,9","13,9"
09/03/2014 21.00,"3,8","21,2","16,8","0,3","1,0",,,"23,9","13,9"
09/03/2014 22.00,"3,9","19,3","15,1","0,3","2,9",,,"23,9","13,9"
09/03/2014 23.00,"3,9","17,3","13,1","0,3","2,9",,,"23,9","13,9"
10/03/2014 0.00,"4,0","12,3","8,6","0,2","2,5",,,"23,9","13,9"
10/03/2014 1.00,"3,8","27,1","23,2","0,3","0,7",,,,"21,1"
10/03/2014 2.00,"3,8","17,2","13,2","0,3","1,1",,,,"21,1"
10/03/2014 3.00,"3,9","7,7","4,3","0,2","0,7",,,,"21,1"
10/03/2014 4.00,"3,9","6,7","3,5","0,2","0,5",,,,"21,1"
10/03/2014 5.00,"3,9","8,3","4,7","0,2","3,7",,,,"21,1"
10/03/2014 6.00,"4,0","14,9","11,0","0,2","0,5",,,,"21,1"
10/03/2014 7.00,"4,3","24,7","19,8","0,3","2,3",,,,"21,1"
10/03/2014 8.00,"3,9","47,0","37,5","0,3","2,5",,,,"21,1"
10/03/2014 9.00,"4,1","39,3","32,9","0,4","2,5",,,,"21,1"
10/03/2014 10.00,"4,1","29,7","23,0","0,4","1,9",,,,"21,1"
10/03/2014 11.00,"3,8","21,9","16,4","0,3","3,9",,,,"21,1"
10/03/2014 12.00,"4,0","20,6","14,8","0,3","1,3",,,,"21,1"
10/03/2014 13.00,"4,3","26,0","20,9","0,4","2,9",,,,"21,1"
10/03/2014 14.00,"3,8","24,2","19,1","0,3","1,2",,,,"21,1"
10/03/2014 15.00,,"24,7","20,0","0,3","0,9",,,,"21,1"
10/03/2014 16.00,"1,6","25,1","19,9","0,3","0,8",,,,"21,1"
10/03/2014 17.00,"1,8","37,2","31,1","0,3","0,8",,,,"21,1"
10/03/2014 18.00,"1,9","40,5","33,8","0,3","1,0",,,,"21,1"
10/03/2014 19.00,"1,5","33,4","27,8","0,4","0,9",,,,"21,1"
10/03/2014 20.00,"1,8","45,0","37,0","0,4","1,3",,,,"21,1"
10/03/2014 21.00,"1,8","76,5","57,2","0,6","1,4",,,,"21,1"
10/03/2014 22.00,"2,0","87,4","55,7","0,6","2,0",,,,"21,1"
10/03/2014 23.00,"1,7","20,7","16,3","0,3","1,8",,,,"21,1"
11/03/2014 0.00,"1,6","20,8","16,4","0,3","1,0",,,,"21,1"
11/03/2014 1.00,,"16,0","12,4","0,3","3,1",,,,"19,1"
11/03/2014 2.00,"1,6",,,"0,2","3,5",,,,"19,1"
11/03/2014 3.00,"1,5","14,1","10,0",,"2,3",,,,"19,1"
11/03/2014 4.00,"1,4","26,3","21,8","0,3","2,3",,,,"19,1"
11/03/2014 5.00,"1,6","30,7","26,0","0,4","1,7",,,,"19,1"
11/03/2014 6.00,"1,6","35,5","28,2","0,4","1,1",,,,"19,1"
11/03/2014 7.00,"1,5","25,8","20,7","0,3","1,4",,,,"19,1"
11/03/2014 8.00,"2,1","60,6","48,0","0,4","0,8",,,,"19,1"
11/03/2014 9.00,"2,2","83,5","55,3","0,6","1,4",,,,"19,1"
11/03/2014 10.00,"1,5","33,3","24,2","0,4","1,7",,,,"19,1"
11/03/2014 11.00,"2,1","36,3","26,0","0,3","1,0",,,,"19,1"
11/03/2014 12.00,"2,0","31,8","24,4","0,3","0,9",,,,"19,1"
11/03/2014 13.00,"1,8","23,6","17,4","0,3","1,0",,,,"19,1"
11/03/2014 14.00,"1,8","19,9","14,7","0,3","0,9",,,,"19,1"
11/03/2014 15.00,"1,6","16,8","12,3","0,2","0,8",,,,"19,1"
11/03/2014 16.00,"1,9","15,7","10,9","0,2","0,7",,,,"19,1"
11/03/2014 17.00,"1,8","17,2","12,4","0,3","0,7",,,,"19,1"
11/03/2014 18.00,"1,9","21,2","16,3","0,3","0,7",,,,"19,1"
11/03/2014 19.00,"2,1","40,4","33,2","0,4","2,8",,,,"19,1"
11/03/2014 20.00,"2,5","42,2","34,2","0,7","2,6",,,,"19,1"
11/03/2014 21.00,"2,3","44,5","33,3","0,5","3,1",,,,"19,1"
11/03/2014 22.00,"2,1","38,1","30,9","0,5","1,6",,,,"19,1"
11/03/2014 23.00,"2,5","35,5","29,3","0,6","1,5",,,,"19,1"
12/03/2014 0.00,"2,4","26,8","21,7","0,3","1,6",,,,"19,1"
12/03/2014 1.00,"2,2","20,4","16,2","0,3","3,0",,,,"23,1"
12/03/2014 2.00,"2,2","24,6","20,3","0,3","3,0",,,,"23,1"
12/03/2014 3.00,"2,3","30,7","26,3","0,5","0,8",,,,"23,1"
12/03/2014 4.00,"2,1","30,6","26,1","0,6","2,7",,,,"23,1"
12/03/2014 5.00,"2,0","15,4","11,7","0,3","1,0",,,,"23,1"
12/03/2014 6.00,"2,0","42,5","36,7","0,5","4,1",,,,"23,1"
12/03/2014 7.00,"2,8","93,3","63,2","0,8","3,2",,,,"23,1"
12/03/2014 8.00,"2,6","96,0","64,6","0,4","2,0",,,,"23,1"
12/03/2014 9.00,"3,0","93,0","59,5","0,5","1,3",,,,"23,1"
12/03/2014 10.00,"3,8","62,5","40,2","0,5","1,5",,,,"23,1"
12/03/2014 11.00,"5,3","22,1","15,8","0,4","3,0",,,,"23,1"
12/03/2014 12.00,"7,7","25,0","18,1","0,4","2,4",,,,"23,1"
12/03/2014 13.00,"5,9","20,0","14,2","0,3","2,4",,,,"23,1"
12/03/2014 14.00,"5,4","19,0","13,7","0,3","2,5",,,,"23,1"
12/03/2014 15.00,"6,1","20,0","15,3","0,4","0,8",,,,"23,1"
12/03/2014 16.00,"5,8","22,6","17,8","0,4","0,8",,,,"23,1"
12/03/2014 17.00,"10,5","36,0","28,9","0,7","2,5",,,,"23,1"
12/03/2014 18.00,"3,9","22,7","18,4","0,3","2,2",,,,"23,1"
12/03/2014 19.00,"2,5","30,2","24,9","0,3","0,8",,,,"23,1"
12/03/2014 20.00,"2,9","31,8","27,6","0,4","1,3",,,,"23,1"
12/03/2014 21.00,"2,1","33,4","28,5","0,6","2,8",,,,"23,1"
12/03/2014 22.00,"3,4","38,8","33,2","0,7","3,1",,,,"23,1"
12/03/2014 23.00,"3,7","24,6","20,4","0,3","3,2",,,,"23,1"
13/03/2014 0.00,"2,5","41,8","36,5","0,4","1,1",,,,"23,1"
13/03/2014 1.00,,"22,8","19,4","0,3","1,3",,,,"31,6"
13/03/2014 2.00,"2,1",,,"0,3","1,1",,,,"31,6"
13/03/2014 3.00,"1,6","27,6","23,8",,"3,1",,,,"31,6"
13/03/2014 4.00,"1,8","19,4","15,5","0,2","0,9",,,,"31,6"
13/03/2014 5.00,"1,7","26,1","21,8","0,3","2,2",,,,"31,6"
13/03/2014 6.00,"1,7","38,4","32,3","0,3","0,7",,,,"31,6"
13/03/2014 7.00,"1,9","75,0","53,3","0,4","2,4",,,,"31,6"
13/03/2014 8.00,"2,3","105,7","65,7","0,5","1,4",,,,"31,6"
13/03/2014 9.00,"2,5","90,2","61,1","0,4","3,7",,,,"31,6"
13/03/2014 10.00,"3,1","54,3","40,4","0,4","1,8",,,,"31,6"
13/03/2014 11.00,"4,2","39,7","31,1","0,3","1,4",,,,"31,6"
13/03/2014 12.00,"6,0","55,7","42,6","0,4","1,0",,,,"31,6"
13/03/2014 13.00,"5,8","29,2","23,2","0,3","1,1",,,,"31,6"
13/03/2014 14.00,"6,6","23,4","18,4","0,3","0,9",,,,"31,6"
13/03/2014 15.00,"8,3","41,1","35,2","0,3","2,6",,,,"31,6"
13/03/2014 16.00,"5,7","41,7","35,4","0,3","0,9",,,,"31,6"
13/03/2014 17.00,"3,8","36,1","31,4","0,3","0,9",,,,"31,6"
13/03/2014 18.00,"2,1","34,0","29,6","0,3","0,9",,,,"31,6"
13/03/2014 19.00,"1,6","54,1","45,7","0,5","0,8",,,,"31,6"
13/03/2014 20.00,"1,6","55,9","50,9","0,5","1,3",,,,"31,6"
13/03/2014 21.00,"1,5","77,2","62,2","0,6","1,4",,,,"31,6"
13/03/2014 22.00,"1,9","117,6","82,0","1,0","2,0",,,,"31,6"
13/03/2014 23.00,"1,6","61,9","51,3","0,6","3,0",,,,"31,6"
14/03/2014 0.00,"1,7","49,9","41,2","0,6","2,1",,,,"31,6"
14/03/2014 1.00,"1,5","38,8","33,2","0,4","2,0",,,,
14/03/2014 2.00,"1,5","34,5","28,3","0,4","1,6",,,,
14/03/2014 3.00,"1,6","17,0","12,6","0,3","1,5",,,,
14/03/2014 4.00,"1,3","13,8","10,0","0,3","0,9",,,,
14/03/2014 5.00,"1,3","15,4","11,4","0,4","3,2",,,,
14/03/2014 6.00,"1,7","55,7","36,7","0,4","1,0",,,,
14/03/2014 7.00,"1,9","86,3","59,6","0,7","1,2",,,,
14/03/2014 8.00,"1,8","86,6","53,4","0,5","1,7",,,,
14/03/2014 9.00,"1,4","54,5","41,8","0,4","3,6",,,,
14/03/2014 10.00,"1,4","50,7","40,6","0,5","1,4",,,,
14/03/2014 11.00,"1,7","53,5","42,6","0,7","3,7",,,,
14/03/2014 12.00,"1,7","45,4","37,3","0,6","1,8",,,,
14/03/2014 13.00,"1,7","41,3","28,5","0,4","1,4",,,,
14/03/2014 14.00,"2,9","30,8","24,8","0,4","2,8",,,,
14/03/2014 15.00,"3,1","35,6","29,5","0,3","1,0",,,,
14/03/2014 16.00,"3,5","30,8","25,2","0,4","0,9",,,,
14/03/2014 17.00,"2,7","27,0","22,7","0,4","0,9",,,,
14/03/2014 18.00,"2,0","34,0","29,7","0,4","0,9",,,,
14/03/2014 19.00,"1,9","42,6","36,6","0,4","1,0",,,,
14/03/2014 20.00,"1,7","76,6","64,2","0,5","1,1",,,,
14/03/2014 21.00,"1,5","68,4","58,8","0,6","1,5",,,,
14/03/2014 22.00,"1,9","83,1","62,8","0,8","1,7",,,,
14/03/2014 23.00,"1,9","80,5","58,5","0,7","2,2",,,,
15/03/2014 0.00,"1,8","65,5","49,7","0,6","2,0",,,,
15/03/2014 1.00,,"43,8","35,9","0,5","2,0",,,,"40,7"
15/03/2014 2.00,"1,3",,,"0,5","1,7",,,,"40,7"
15/03/2014 3.00,"1,6","27,8","22,4",,"1,7",,,,"40,7"
15/03/2014 4.00,"1,6","25,2","20,1","0,4","3,7",,,,"40,7"
15/03/2014 5.00,"1,2","19,7","15,1","0,4","4,3",,,,"40,7"
15/03/2014 6.00,"1,6","39,9","29,0","0,5","1,4",,,,"40,7"
15/03/2014 7.00,"1,7","64,8","40,2","0,7","3,6",,,,"40,7"
15/03/2014 8.00,"2,5","134,8","52,5","0,8","1,9",,,,"40,7"
15/03/2014 9.00,"1,9","97,0","56,2","0,6","2,2",,,,"40,7"
15/03/2014 10.00,"1,8","68,2","44,9","0,5","1,9",,,,"40,7"
15/03/2014 11.00,"1,8","48,3","35,0","0,4","1,7",,,,"40,7"
15/03/2014 12.00,"1,5","55,8","42,6","0,4","1,3",,,,"40,7"
15/03/2014 13.00,"1,5","26,3","19,8","0,4","1,1",,,,"40,7"
15/03/2014 14.00,"1,5","17,8","12,5","0,3","1,1",,,,"40,7"
15/03/2014 15.00,"1,3","27,5","21,8","0,3","0,9",,,,"40,7"
15/03/2014 16.00,"1,5","23,1","18,1","0,4","2,9",,,,"40,7"
15/03/2014 17.00,"1,2","13,0","8,8","0,4","2,6",,,,"40,7"
15/03/2014 18.00,"1,3","16,0","12,1","0,3","1,0",,,,"40,7"
15/03/2014 19.00,"1,4","15,1","11,1","0,3","0,9",,,,"40,7"
15/03/2014 20.00,"1,1","63,3","50,6","0,6","0,9",,,,"40,7"
15/03/2014 21.00,"1,7","81,5","60,0","0,7","1,7",,,,"40,7"
15/03/2014 22.00,"1,3","65,6","48,2","0,6","1,9",,,,"40,7"
15/03/2014 23.00,"1,3","50,3","42,7","0,6","1,8",,,,"40,7"
16/03/2014 0.00,"1,5","35,7","30,0","0,4","2,3",,,,"40,7"
16/03/2014 1.00,"1,6","35,1","28,2","0,4","1,3",,,,"30,6"
16/03/2014 2.00,"1,0","38,3","31,1","0,4","1,2",,,,"30,6"
16/03/2014 3.00,"1,2","28,6","21,5","0,3","1,2",,,,"30,6"
16/03/2014 4.00,"1,3","27,6","22,8","0,3","1,0",,,,"30,6"
16/03/2014 5.00,"1,1","20,9","16,5","0,2","1,3",,,,"30,6"
16/03/2014 6.00,"1,4","28,7","24,1","0,3","3,0",,,,"30,6"
16/03/2014 7.00,"1,4","39,3","30,4","0,3","1,3",,,,"30,6"
16/03/2014 8.00,"1,4","59,4","35,9","0,5","2,7",,,,"30,6"
16/03/2014 9.00,"1,6","45,3","32,9","0,4","1,3",,,,"30,6"
16/03/2014 10.00,"1,5","32,7","24,9","0,4","1,3",,,,"30,6"
16/03/2014 11.00,"1,6","37,2","28,6","0,4","1,7",,,,"30,6"
16/03/2014 12.00,"1,8","16,3","11,7","0,3","1,5",,,,"30,6"
16/03/2014 13.00,"2,0","28,2","22,6","0,4","0,9",,,,"30,6"
16/03/2014 14.00,"9,5","35,5","28,4","0,7","1,1",,,,"30,6"
16/03/2014 15.00,"8,2","19,6","15,0","0,4","1,1",,,,"30,6"
16/03/2014 16.00,"11,9","31,2","25,5","0,6","0,9",,,,"30,6"
16/03/2014 17.00,"7,6","24,3","19,8","0,4","2,4",,,,"30,6"
16/03/2014 18.00,"9,7","36,0","30,9","0,5","2,7",,,,"30,6"
16/03/2014 19.00,"9,2","45,7","40,0","0,5","1,4",,,,"30,6"
16/03/2014 20.00,"9,0","38,2","32,9","0,7","1,7",,,,"30,6"
16/03/2014 21.00,"3,9","35,5","30,6","0,5","1,4",,,,"30,6"
16/03/2014 22.00,"3,0","16,0","12,2","0,4","2,8",,,,"30,6"
16/03/2014 23.00,"2,2","15,8","12,0","0,4","2,8",,,,"30,6"
17/03/2014 0.00,"5,3","74,3","64,7","0,7","1,0",,,,"30,6"
17/03/2014 1.00,,"77,2","70,5","1,3","2,5",,,,"35,8"
17/03/2014 2.00,"10,9",,,"0,6","2,5",,,,"35,8"
17/03/2014 3.00,"6,6","33,3","29,2",,"3,1",,,,"35,8"
17/03/2014 4.00,"3,0","24,0","19,8","0,3","1,2",,,,"35,8"
17/03/2014 5.00,"2,6","35,3","31,0","0,3","0,9",,,,"35,8"
