Stat,COSTA Morena Diga,,  ,
Parm,PM10,,,
Unit,ug/m3,,,
Field,Aver,,,
02/05/2014 10.00,"12,7",,,
02/05/2014 11.00,,,,
02/05/2014 12.00,"17,2",,,
02/05/2014 13.00,,,,
02/05/2014 14.00,"17,9",,,
02/05/2014 15.00,,,,
02/05/2014 16.00,"17,2",,,
02/05/2014 17.00,,,,
02/05/2014 18.00,"19,6",,,
02/05/2014 19.00,,,,
02/05/2014 20.00,"19,6",,,
02/05/2014 21.00,,,,
02/05/2014 22.00,"11,5",,,
02/05/2014 23.00,,,,
03/05/2014 0.00,"28,7",,,
03/05/2014 1.00,,,,
03/05/2014 2.00,"46,6",,,
03/05/2014 3.00,,,,
03/05/2014 4.00,"43,5",,,
03/05/2014 5.00,,,,
03/05/2014 6.00,"32,1",,,
03/05/2014 7.00,,,,
03/05/2014 8.00,"32,1",,,
03/05/2014 9.00,,,,
03/05/2014 10.00,"33,0",,,
03/05/2014 11.00,,,,
03/05/2014 12.00,"20,7",,,
03/05/2014 13.00,,,,
03/05/2014 14.00,"21,4",,,
03/05/2014 15.00,,,,
03/05/2014 16.00,"21,5",,,
03/05/2014 17.00,,,,
03/05/2014 18.00,"13,4",,,
03/05/2014 19.00,,,,
03/05/2014 20.00,"10,7",,,
03/05/2014 21.00,,,,
03/05/2014 22.00,"20,5",,,
03/05/2014 23.00,,,,
04/05/2014 0.00,"24,0",,,
04/05/2014 1.00,,,,
04/05/2014 2.00,"17,9",,,
04/05/2014 3.00,,,,
04/05/2014 4.00,"16,6",,,
04/05/2014 5.00,,,,
04/05/2014 6.00,"15,6",,,
04/05/2014 7.00,,,,
04/05/2014 8.00,"13,2",,,
04/05/2014 9.00,,,,
04/05/2014 10.00,"8,2",,,
04/05/2014 11.00,,,,
04/05/2014 12.00,"5,4",,,
04/05/2014 13.00,,,,
04/05/2014 14.00,"6,8",,,
04/05/2014 15.00,,,,
04/05/2014 16.00,"6,3",,,
04/05/2014 17.00,,,,
04/05/2014 18.00,"4,0",,,
04/05/2014 19.00,,,,
04/05/2014 20.00,"15,2",,,
04/05/2014 21.00,,,,
04/05/2014 22.00,"20,8",,,
04/05/2014 23.00,,,,
05/05/2014 0.00,"19,7",,,
05/05/2014 1.00,,,,
05/05/2014 2.00,"17,9",,,
05/05/2014 3.00,,,,
05/05/2014 4.00,"10,6",,,
05/05/2014 5.00,,,,
05/05/2014 6.00,"7,7",,,
05/05/2014 7.00,,,,
05/05/2014 8.00,"15,8",,,
05/05/2014 9.00,,,,
05/05/2014 10.00,"18,8",,,
05/05/2014 11.00,,,,
05/05/2014 12.00,"11,1",,,
05/05/2014 13.00,,,,
05/05/2014 14.00,"9,1",,,
05/05/2014 15.00,,,,
05/05/2014 16.00,"8,3",,,
05/05/2014 17.00,,,,
05/05/2014 18.00,"7,8",,,
05/05/2014 19.00,,,,
05/05/2014 20.00,"16,9",,,
05/05/2014 21.00,,,,
05/05/2014 22.00,"21,5",,,
05/05/2014 23.00,,,,
06/05/2014 0.00,"23,2",,,
06/05/2014 1.00,,,,
06/05/2014 2.00,"38,0",,,
06/05/2014 3.00,,,,
06/05/2014 4.00,"50,5",,,
06/05/2014 5.00,,,,
06/05/2014 6.00,"40,7",,,
06/05/2014 7.00,,,,
06/05/2014 8.00,"23,7",,,
06/05/2014 9.00,,,,
06/05/2014 10.00,"14,5",,,
06/05/2014 11.00,,,,
06/05/2014 12.00,"8,3",,,
06/05/2014 13.00,,,,
06/05/2014 14.00,"7,1",,,
06/05/2014 15.00,,,,
06/05/2014 16.00,"6,4",,,
06/05/2014 17.00,,,,
06/05/2014 18.00,"5,6",,,
06/05/2014 19.00,,,,
06/05/2014 20.00,"11,3",,,
06/05/2014 21.00,,,,
06/05/2014 22.00,"33,2",,,
06/05/2014 23.00,,,,
07/05/2014 0.00,"54,9",,,
07/05/2014 1.00,,,,
07/05/2014 2.00,"51,5",,,
07/05/2014 3.00,,,,
07/05/2014 4.00,"39,9",,,
07/05/2014 5.00,,,,
07/05/2014 6.00,"29,4",,,
07/05/2014 7.00,,,,
07/05/2014 8.00,"16,2",,,
07/05/2014 9.00,,,,
07/05/2014 10.00,"9,1",,,
07/05/2014 11.00,,,,
07/05/2014 12.00,"8,8",,,
07/05/2014 13.00,,,,
07/05/2014 14.00,"10,0",,,
07/05/2014 15.00,,,,
07/05/2014 16.00,"8,8",,,
07/05/2014 17.00,,,,
07/05/2014 18.00,"7,5",,,
07/05/2014 19.00,,,,
07/05/2014 20.00,"16,1",,,
07/05/2014 21.00,,,,
07/05/2014 22.00,"22,6",,,
07/05/2014 23.00,,,,
08/05/2014 0.00,"35,5",,,
08/05/2014 1.00,,,,
08/05/2014 2.00,"36,3",,,
08/05/2014 3.00,,,,
08/05/2014 4.00,"32,3",,,
08/05/2014 5.00,,,,
08/05/2014 6.00,"31,9",,,
08/05/2014 7.00,,,,
08/05/2014 8.00,"29,3",,,
08/05/2014 9.00,,,,
08/05/2014 10.00,"25,8",,,
08/05/2014 11.00,,,,
08/05/2014 12.00,"14,0",,,
08/05/2014 13.00,,,,
08/05/2014 14.00,"1,9",,,
08/05/2014 15.00,,,,
08/05/2014 16.00,"13,7",,,
08/05/2014 17.00,,,,
08/05/2014 18.00,"33,0",,,
08/05/2014 19.00,,,,
08/05/2014 20.00,"44,3",,,
08/05/2014 21.00,,,,
08/05/2014 22.00,"63,2",,,
08/05/2014 23.00,,,,
09/05/2014 0.00,"38,6",,,
09/05/2014 1.00,,,,
09/05/2014 2.00,"25,2",,,
09/05/2014 3.00,,,,
09/05/2014 4.00,"24,0",,,
09/05/2014 5.00,,,,
09/05/2014 6.00,"42,0",,,
09/05/2014 7.00,,,,
09/05/2014 8.00,"40,1",,,
09/05/2014 9.00,,,,
09/05/2014 10.00,"25,0",,,
09/05/2014 11.00,,,,
09/05/2014 12.00,"28,1",,,
09/05/2014 13.00,,,,
09/05/2014 14.00,"16,0",,,
09/05/2014 15.00,,,,
09/05/2014 16.00,"17,4",,,
09/05/2014 17.00,,,,
09/05/2014 18.00,"19,6",,,
09/05/2014 19.00,,,,
09/05/2014 20.00,"20,4",,,
09/05/2014 21.00,,,,
09/05/2014 22.00,"48,1",,,
09/05/2014 23.00,,,,
10/05/2014 0.00,"53,5",,,
10/05/2014 1.00,,,,
10/05/2014 2.00,"28,2",,,
10/05/2014 3.00,,,,
10/05/2014 4.00,"18,0",,,
10/05/2014 5.00,,,,
10/05/2014 6.00,"13,8",,,
10/05/2014 7.00,,,,
10/05/2014 8.00,"10,5",,,
10/05/2014 9.00,,,,
10/05/2014 10.00,"9,6",,,
10/05/2014 11.00,,,,
10/05/2014 12.00,"10,0",,,
10/05/2014 13.00,,,,
10/05/2014 14.00,"8,7",,,
10/05/2014 15.00,,,,
10/05/2014 16.00,"8,6",,,
10/05/2014 17.00,,,,
10/05/2014 18.00,"15,7",,,
10/05/2014 19.00,,,,
10/05/2014 20.00,"15,2",,,
10/05/2014 21.00,,,,
10/05/2014 22.00,"19,0",,,
10/05/2014 23.00,,,,
11/05/2014 0.00,"44,8",,,
11/05/2014 1.00,,,,
11/05/2014 2.00,"57,6",,,
11/05/2014 3.00,,,,
11/05/2014 4.00,"34,4",,,
11/05/2014 5.00,,,,
11/05/2014 6.00,"20,6",,,
11/05/2014 7.00,,,,
11/05/2014 8.00,"10,7",,,
11/05/2014 9.00,,,,
11/05/2014 10.00,"8,5",,,
11/05/2014 11.00,,,,
11/05/2014 12.00,"10,4",,,
11/05/2014 13.00,,,,
11/05/2014 14.00,"11,0",,,
11/05/2014 15.00,,,,
11/05/2014 16.00,"10,0",,,
11/05/2014 17.00,,,,
11/05/2014 18.00,"10,4",,,
11/05/2014 19.00,,,,
11/05/2014 20.00,"11,1",,,
11/05/2014 21.00,,,,
11/05/2014 22.00,"15,7",,,
11/05/2014 23.00,,,,
12/05/2014 0.00,"34,5",,,
12/05/2014 1.00,,,,
12/05/2014 2.00,"35,7",,,
12/05/2014 3.00,,,,
12/05/2014 4.00,"49,7",,,
12/05/2014 5.00,,,,
12/05/2014 6.00,"62,0",,,
12/05/2014 7.00,,,,
12/05/2014 8.00,"51,5",,,
12/05/2014 9.00,,,,
12/05/2014 10.00,"29,8",,,
12/05/2014 11.00,,,,
12/05/2014 12.00,"19,2",,,
12/05/2014 13.00,,,,
12/05/2014 14.00,"15,2",,,
12/05/2014 15.00,,,,
12/05/2014 16.00,"16,2",,,
12/05/2014 17.00,,,,
12/05/2014 18.00,"34,7",,,
12/05/2014 19.00,,,,
12/05/2014 20.00,"48,3",,,
12/05/2014 21.00,,,,
12/05/2014 22.00,"60,0",,,
12/05/2014 23.00,,,,
13/05/2014 0.00,"85,1",,,
13/05/2014 1.00,,,,
13/05/2014 2.00,"105,5",,,
13/05/2014 3.00,,,,
13/05/2014 4.00,"81,6",,,
13/05/2014 5.00,,,,
13/05/2014 6.00,"73,2",,,
13/05/2014 7.00,,,,
13/05/2014 8.00,"55,0",,,
13/05/2014 9.00,,,,
13/05/2014 10.00,"29,6",,,
13/05/2014 11.00,,,,
13/05/2014 12.00,"15,2",,,
13/05/2014 13.00,,,,
13/05/2014 14.00,"8,2",,,
13/05/2014 15.00,,,,
13/05/2014 16.00,"14,2",,,
13/05/2014 17.00,,,,
13/05/2014 18.00,"49,7",,,
13/05/2014 19.00,,,,
13/05/2014 20.00,"105,6",,,
13/05/2014 21.00,,,,
13/05/2014 22.00,"97,3",,,
13/05/2014 23.00,,,,
14/05/2014 0.00,"114,9",,,
14/05/2014 1.00,,,,
14/05/2014 2.00,"131,1",,,
14/05/2014 3.00,,,,
14/05/2014 4.00,"97,0",,,
14/05/2014 5.00,,,,
14/05/2014 6.00,"53,9",,,
14/05/2014 7.00,,,,
14/05/2014 8.00,"26,5",,,
14/05/2014 9.00,,,,
14/05/2014 10.00,"13,0",,,
14/05/2014 11.00,,,,
14/05/2014 12.00,"6,2",,,
14/05/2014 13.00,,,,
14/05/2014 14.00,"7,4",,,
14/05/2014 15.00,,,,
14/05/2014 16.00,"25,4",,,
14/05/2014 17.00,,,,
14/05/2014 18.00,"30,6",,,
14/05/2014 19.00,,,,
14/05/2014 20.00,"18,3",,,
14/05/2014 21.00,,,,
14/05/2014 22.00,"15,7",,,
14/05/2014 23.00,,,,
15/05/2014 0.00,"23,1",,,
15/05/2014 1.00,,,,
15/05/2014 2.00,"16,3",,,
15/05/2014 3.00,,,,
15/05/2014 4.00,"14,7",,,
15/05/2014 5.00,,,,
15/05/2014 6.00,"11,9",,,
15/05/2014 7.00,,,,
15/05/2014 8.00,"21,6",,,
15/05/2014 9.00,,,,
15/05/2014 10.00,"15,1",,,
15/05/2014 11.00,,,,
15/05/2014 12.00,"14,9",,,
15/05/2014 13.00,,,,
15/05/2014 14.00,"13,4",,,
15/05/2014 15.00,,,,
15/05/2014 16.00,"18,4",,,
15/05/2014 17.00,,,,
15/05/2014 18.00,"21,5",,,
15/05/2014 19.00,,,,
15/05/2014 20.00,"17,2",,,
15/05/2014 21.00,,,,
15/05/2014 22.00,"22,3",,,
15/05/2014 23.00,,,,
16/05/2014 0.00,"30,2",,,
16/05/2014 1.00,,,,
16/05/2014 2.00,"61,0",,,
16/05/2014 3.00,,,,
16/05/2014 4.00,"30,6",,,
16/05/2014 5.00,,,,
16/05/2014 6.00,"17,5",,,
16/05/2014 7.00,,,,
16/05/2014 8.00,"11,2",,,
16/05/2014 9.00,,,,
16/05/2014 10.00,"10,9",,,
16/05/2014 11.00,,,,
16/05/2014 12.00,"8,9",,,
16/05/2014 13.00,,,,
16/05/2014 14.00,"5,6",,,
16/05/2014 15.00,,,,
16/05/2014 16.00,"8,7",,,
16/05/2014 17.00,,,,
16/05/2014 18.00,"17,6",,,
16/05/2014 19.00,,,,
16/05/2014 20.00,"18,4",,,
16/05/2014 21.00,,,,
16/05/2014 22.00,"17,4",,,
16/05/2014 23.00,,,,
17/05/2014 0.00,"16,3",,,
17/05/2014 1.00,,,,
17/05/2014 2.00,"16,7",,,
17/05/2014 3.00,,,,
17/05/2014 4.00,"13,2",,,
17/05/2014 5.00,,,,
17/05/2014 6.00,"9,5",,,
17/05/2014 7.00,,,,
17/05/2014 8.00,"9,1",,,
17/05/2014 9.00,,,,
17/05/2014 10.00,"7,5",,,
17/05/2014 11.00,,,,
17/05/2014 12.00,"7,2",,,
17/05/2014 13.00,,,,
17/05/2014 14.00,"6,5",,,
17/05/2014 15.00,,,,
17/05/2014 16.00,"14,4",,,
17/05/2014 17.00,,,,
17/05/2014 18.00,"36,9",,,
17/05/2014 19.00,,,,
17/05/2014 20.00,"26,9",,,
17/05/2014 21.00,,,,
17/05/2014 22.00,"22,5",,,
17/05/2014 23.00,,,,
18/05/2014 0.00,"30,1",,,
18/05/2014 1.00,,,,
18/05/2014 2.00,"19,8",,,
18/05/2014 3.00,,,,
18/05/2014 4.00,"11,4",,,
18/05/2014 5.00,,,,
18/05/2014 6.00,"9,3",,,
18/05/2014 7.00,,,,
18/05/2014 8.00,"8,9",,,
18/05/2014 9.00,,,,
18/05/2014 10.00,"6,9",,,
18/05/2014 11.00,,,,
18/05/2014 12.00,"4,6",,,
18/05/2014 13.00,,,,
18/05/2014 14.00,"6,2",,,
18/05/2014 15.00,,,,
18/05/2014 16.00,"10,1",,,
18/05/2014 17.00,,,,
18/05/2014 18.00,"17,7",,,
18/05/2014 19.00,,,,
18/05/2014 20.00,"11,1",,,
18/05/2014 21.00,,,,
18/05/2014 22.00,"16,8",,,
18/05/2014 23.00,,,,
19/05/2014 0.00,"46,0",,,
19/05/2014 1.00,,,,
19/05/2014 2.00,"30,4",,,
19/05/2014 3.00,,,,
19/05/2014 4.00,"22,1",,,
19/05/2014 5.00,,,,
19/05/2014 6.00,"42,8",,,
19/05/2014 7.00,,,,
19/05/2014 8.00,"58,8",,,
19/05/2014 9.00,,,,
19/05/2014 10.00,"33,8",,,
19/05/2014 11.00,,,,
19/05/2014 12.00,"20,2",,,
19/05/2014 13.00,,,,
19/05/2014 14.00,"11,4",,,
19/05/2014 15.00,,,,
19/05/2014 16.00,"11,6",,,
19/05/2014 17.00,,,,
19/05/2014 18.00,"21,3",,,
19/05/2014 19.00,,,,
19/05/2014 20.00,"29,2",,,
19/05/2014 21.00,,,,
19/05/2014 22.00,"34,2",,,
19/05/2014 23.00,,,,
20/05/2014 0.00,"22,2",,,
20/05/2014 1.00,,,,
20/05/2014 2.00,"23,6",,,
20/05/2014 3.00,,,,
20/05/2014 4.00,"21,2",,,
20/05/2014 5.00,,,,
20/05/2014 6.00,"14,0",,,
20/05/2014 7.00,,,,
20/05/2014 8.00,"14,0",,,
20/05/2014 9.00,,,,
20/05/2014 10.00,"7,9",,,
20/05/2014 11.00,,,,
20/05/2014 12.00,"5,1",,,
20/05/2014 13.00,,,,
20/05/2014 14.00,"6,6",,,
20/05/2014 15.00,,,,
20/05/2014 16.00,"6,3",,,
20/05/2014 17.00,,,,
20/05/2014 18.00,"10,7",,,
20/05/2014 19.00,,,,
20/05/2014 20.00,"11,0",,,
20/05/2014 21.00,,,,
20/05/2014 22.00,"24,8",,,
20/05/2014 23.00,,,,
21/05/2014 0.00,"33,9",,,
21/05/2014 1.00,,,,
21/05/2014 2.00,"39,2",,,
21/05/2014 3.00,,,,
21/05/2014 4.00,"22,4",,,
21/05/2014 5.00,,,,
21/05/2014 6.00,"14,9",,,
21/05/2014 7.00,,,,
21/05/2014 8.00,"11,0",,,
21/05/2014 9.00,,,,
21/05/2014 10.00,"6,7",,,
21/05/2014 11.00,,,,
21/05/2014 12.00,"3,8",,,
21/05/2014 13.00,,,,
21/05/2014 14.00,"3,9",,,
21/05/2014 15.00,,,,
21/05/2014 16.00,"2,9",,,
21/05/2014 17.00,,,,
21/05/2014 18.00,"8,9",,,
21/05/2014 19.00,,,,
21/05/2014 20.00,"21,1",,,
21/05/2014 21.00,,,,
21/05/2014 22.00,"34,7",,,
21/05/2014 23.00,,,,
22/05/2014 0.00,"65,2",,,
22/05/2014 1.00,,,,
22/05/2014 2.00,"36,0",,,
22/05/2014 3.00,,,,
22/05/2014 4.00,"19,8",,,
22/05/2014 5.00,,,,
22/05/2014 6.00,"11,7",,,
22/05/2014 7.00,,,,
22/05/2014 8.00,"10,1",,,
22/05/2014 9.00,,,,
22/05/2014 10.00,"8,6",,,
22/05/2014 11.00,,,,
22/05/2014 12.00,"9,0",,,
22/05/2014 13.00,,,,
22/05/2014 14.00,"6,9",,,
22/05/2014 15.00,,,,
22/05/2014 16.00,"4,0",,,
22/05/2014 17.00,,,,
22/05/2014 18.00,"3,1",,,
22/05/2014 19.00,,,,
22/05/2014 20.00,"10,9",,,
22/05/2014 21.00,,,,
22/05/2014 22.00,"34,0",,,
22/05/2014 23.00,,,,
23/05/2014 0.00,"42,1",,,
23/05/2014 1.00,,,,
23/05/2014 2.00,"37,4",,,
23/05/2014 3.00,,,,
23/05/2014 4.00,"22,7",,,
23/05/2014 5.00,,,,
23/05/2014 6.00,"17,6",,,
23/05/2014 7.00,,,,
23/05/2014 8.00,"23,1",,,
23/05/2014 9.00,,,,
23/05/2014 10.00,"15,1",,,
23/05/2014 11.00,,,,
23/05/2014 12.00,"13,1",,,
23/05/2014 13.00,,,,
23/05/2014 14.00,"18,7",,,
23/05/2014 15.00,,,,
23/05/2014 16.00,"29,6",,,
23/05/2014 17.00,,,,
23/05/2014 18.00,"43,3",,,
23/05/2014 19.00,,,,
23/05/2014 20.00,"27,9",,,
23/05/2014 21.00,,,,
23/05/2014 22.00,"40,4",,,
23/05/2014 23.00,,,,
24/05/2014 0.00,"50,5",,,
24/05/2014 1.00,,,,
24/05/2014 2.00,"52,5",,,
24/05/2014 3.00,,,,
24/05/2014 4.00,"31,5",,,
24/05/2014 5.00,,,,
24/05/2014 6.00,"26,2",,,
24/05/2014 7.00,,,,
24/05/2014 8.00,"33,8",,,
24/05/2014 9.00,,,,
24/05/2014 10.00,"52,7",,,
24/05/2014 11.00,,,,
24/05/2014 12.00,"31,3",,,
24/05/2014 13.00,,,,
24/05/2014 14.00,"17,0",,,
24/05/2014 15.00,,,,
24/05/2014 16.00,"19,1",,,
24/05/2014 17.00,,,,
24/05/2014 18.00,"33,6",,,
24/05/2014 19.00,,,,
24/05/2014 20.00,"39,1",,,
24/05/2014 21.00,,,,
24/05/2014 22.00,"56,0",,,
24/05/2014 23.00,,,,
25/05/2014 0.00,"68,5",,,
25/05/2014 1.00,,,,
25/05/2014 2.00,"54,5",,,
25/05/2014 3.00,,,,
25/05/2014 4.00,"93,6",,,
25/05/2014 5.00,,,,
25/05/2014 6.00,"159,0",,,
25/05/2014 7.00,,,,
25/05/2014 8.00,"189,2",,,
25/05/2014 9.00,,,,
25/05/2014 10.00,"97,3",,,
25/05/2014 11.00,,,,
25/05/2014 12.00,"48,0",,,
25/05/2014 13.00,,,,
25/05/2014 14.00,"24,0",,,
25/05/2014 15.00,,,,
25/05/2014 16.00,"14,5",,,
25/05/2014 17.00,,,,
25/05/2014 18.00,"14,4",,,
25/05/2014 19.00,,,,
25/05/2014 20.00,"31,2",,,
25/05/2014 21.00,,,,
25/05/2014 22.00,"69,7",,,
25/05/2014 23.00,,,,
26/05/2014 0.00,"66,8",,,
26/05/2014 1.00,,,,
26/05/2014 2.00,"150,0",,,
26/05/2014 3.00,,,,
26/05/2014 4.00,"117,1",,,
26/05/2014 5.00,,,,
26/05/2014 6.00,"102,4",,,
26/05/2014 7.00,,,,
26/05/2014 8.00,"57,7",,,
26/05/2014 9.00,,,,
26/05/2014 10.00,"33,7",,,
26/05/2014 11.00,,,,
26/05/2014 12.00,"18,4",,,
26/05/2014 13.00,,,,
26/05/2014 14.00,"15,5",,,
26/05/2014 15.00,,,,
26/05/2014 16.00,"12,7",,,
26/05/2014 17.00,,,,
26/05/2014 18.00,"8,7",,,
26/05/2014 19.00,,,,
26/05/2014 20.00,"19,2",,,
26/05/2014 21.00,,,,
26/05/2014 22.00,"52,8",,,
26/05/2014 23.00,,,,
27/05/2014 0.00,"106,6",,,
27/05/2014 1.00,,,,
27/05/2014 2.00,"71,6",,,
27/05/2014 3.00,,,,
27/05/2014 4.00,"38,1",,,
27/05/2014 5.00,,,,
27/05/2014 6.00,"23,8",,,
27/05/2014 7.00,,,,
27/05/2014 8.00,"16,0",,,
27/05/2014 9.00,,,,
27/05/2014 10.00,"12,0",,,
27/05/2014 11.00,,,,
27/05/2014 12.00,"12,4",,,
27/05/2014 13.00,,,,
27/05/2014 14.00,"17,0",,,
27/05/2014 15.00,,,,
27/05/2014 16.00,"28,5",,,
27/05/2014 17.00,,,,
27/05/2014 18.00,"17,2",,,
27/05/2014 19.00,,,,
27/05/2014 20.00,"14,9",,,
27/05/2014 21.00,,,,
27/05/2014 22.00,"19,2",,,
27/05/2014 23.00,,,,
28/05/2014 0.00,"23,7",,,
28/05/2014 1.00,,,,
28/05/2014 2.00,"28,6",,,
28/05/2014 3.00,,,,
28/05/2014 4.00,"51,6",,,
28/05/2014 5.00,,,,
28/05/2014 6.00,"37,1",,,
28/05/2014 7.00,,,,
28/05/2014 8.00,"24,7",,,
28/05/2014 9.00,,,,
28/05/2014 10.00,"18,0",,,
28/05/2014 11.00,,,,
28/05/2014 12.00,"12,6",,,
28/05/2014 13.00,,,,
28/05/2014 14.00,"11,4",,,
28/05/2014 15.00,,,,
28/05/2014 16.00,"14,3",,,
28/05/2014 17.00,,,,
28/05/2014 18.00,"11,7",,,
28/05/2014 19.00,,,,
28/05/2014 20.00,"13,5",,,
28/05/2014 21.00,,,,
28/05/2014 22.00,"24,6",,,
28/05/2014 23.00,,,,
29/05/2014 0.00,"22,8",,,
29/05/2014 1.00,,,,
29/05/2014 2.00,"20,0",,,
29/05/2014 3.00,,,,
29/05/2014 4.00,"16,2",,,
29/05/2014 5.00,,,,
29/05/2014 6.00,"25,9",,,
29/05/2014 7.00,,,,
29/05/2014 8.00,"24,5",,,
29/05/2014 9.00,,,,
29/05/2014 10.00,"20,5",,,
29/05/2014 11.00,,,,
29/05/2014 12.00,"37,0",,,
29/05/2014 13.00,,,,
29/05/2014 14.00,"24,2",,,
29/05/2014 15.00,,,,
29/05/2014 16.00,"20,1",,,
29/05/2014 17.00,,,,
29/05/2014 18.00,"28,4",,,
29/05/2014 19.00,,,,
29/05/2014 20.00,"26,2",,,
29/05/2014 21.00,,,,
29/05/2014 22.00,"25,5",,,
29/05/2014 23.00,,,,
30/05/2014 0.00,"31,2",,,
30/05/2014 1.00,,,,
30/05/2014 2.00,"18,0",,,
30/05/2014 3.00,,,,
30/05/2014 4.00,"10,3",,,
30/05/2014 5.00,,,,
30/05/2014 6.00,"8,0",,,
30/05/2014 7.00,,,,
30/05/2014 8.00,"14,0",,,
30/05/2014 9.00,,,,
30/05/2014 10.00,"16,6",,,
30/05/2014 11.00,,,,
30/05/2014 12.00,"13,9",,,
30/05/2014 13.00,,,,
30/05/2014 14.00,"14,8",,,
30/05/2014 15.00,,,,
30/05/2014 16.00,"29,7",,,
30/05/2014 17.00,,,,
30/05/2014 18.00,"17,7",,,
30/05/2014 19.00,,,,
30/05/2014 20.00,"24,4",,,
30/05/2014 21.00,,,,
30/05/2014 22.00,"48,1",,,
30/05/2014 23.00,,,,
31/05/2014 0.00,"59,7",,,
31/05/2014 1.00,,,,
31/05/2014 2.00,"41,2",,,
31/05/2014 3.00,,,,
31/05/2014 4.00,"27,3",,,
31/05/2014 5.00,,,,
31/05/2014 6.00,"19,9",,,
31/05/2014 7.00,,,,
31/05/2014 8.00,"14,6",,,
31/05/2014 9.00,,,,
31/05/2014 10.00,"11,6",,,
31/05/2014 11.00,,,,
31/05/2014 12.00,"10,6",,,
31/05/2014 13.00,,,,
31/05/2014 14.00,"8,6",,,
31/05/2014 15.00,,,,
31/05/2014 16.00,"18,6",,,
31/05/2014 17.00,,,,
31/05/2014 18.00,"12,8",,,
31/05/2014 19.00,,,,
31/05/2014 20.00,"16,1",,,
31/05/2014 21.00,,,,
31/05/2014 22.00,"31,3",,,
31/05/2014 23.00,,,,
01/06/2014 0.00,"20,5",,,
01/06/2014 1.00,,,,
01/06/2014 2.00,"17,6",,,
01/06/2014 3.00,,,,
01/06/2014 4.00,"32,6",,,
01/06/2014 5.00,,,,
01/06/2014 6.00,"34,3",,,
01/06/2014 7.00,,,,
01/06/2014 8.00,"22,7",,,
01/06/2014 9.00,,,,
01/06/2014 10.00,"14,5",,,
01/06/2014 11.00,,,,
01/06/2014 12.00,"10,1",,,
01/06/2014 13.00,,,,
01/06/2014 14.00,"5,6",,,
01/06/2014 15.00,,,,
01/06/2014 16.00,"10,6",,,
01/06/2014 17.00,,,,
01/06/2014 18.00,"30,3",,,
01/06/2014 19.00,,,,
01/06/2014 20.00,"19,7",,,
01/06/2014 21.00,,,,
01/06/2014 22.00,"25,0",,,
01/06/2014 23.00,,,,
02/06/2014 0.00,"46,8",,,
02/06/2014 1.00,,,,
02/06/2014 2.00,"71,2",,,
02/06/2014 3.00,,,,
02/06/2014 4.00,"49,9",,,
02/06/2014 5.00,,,,
02/06/2014 6.00,"29,6",,,
02/06/2014 7.00,,,,
02/06/2014 8.00,"19,5",,,
02/06/2014 9.00,,,,
02/06/2014 10.00,"17,8",,,
02/06/2014 11.00,,,,
02/06/2014 12.00,"28,1",,,
02/06/2014 13.00,,,,
02/06/2014 14.00,"18,9",,,
02/06/2014 15.00,,,,
02/06/2014 16.00,"14,9",,,
02/06/2014 17.00,,,,
02/06/2014 18.00,"11,1",,,
02/06/2014 19.00,,,,
02/06/2014 20.00,"8,6",,,
02/06/2014 21.00,,,,
02/06/2014 22.00,"14,3",,,
02/06/2014 23.00,,,,
03/06/2014 0.00,"22,4",,,
03/06/2014 1.00,,,,
03/06/2014 2.00,"24,5",,,
03/06/2014 3.00,,,,
03/06/2014 4.00,"25,2",,,
03/06/2014 5.00,,,,
03/06/2014 6.00,"21,3",,,
03/06/2014 7.00,,,,
03/06/2014 8.00,"13,3",,,
03/06/2014 9.00,,,,
03/06/2014 10.00,"9,6",,,
03/06/2014 11.00,,,,
03/06/2014 12.00,"14,4",,,
03/06/2014 13.00,,,,
03/06/2014 14.00,"16,1",,,
03/06/2014 15.00,,,,
03/06/2014 16.00,"38,2",,,
03/06/2014 17.00,,,,
03/06/2014 18.00,"23,7",,,
03/06/2014 19.00,,,,
03/06/2014 20.00,"21,4",,,
03/06/2014 21.00,,,,
03/06/2014 22.00,"34,4",,,
03/06/2014 23.00,,,,
04/06/2014 0.00,"56,0",,,
04/06/2014 1.00,,,,
04/06/2014 2.00,"41,5",,,
04/06/2014 3.00,,,,
04/06/2014 4.00,"48,1",,,
04/06/2014 5.00,,,,
04/06/2014 6.00,"33,9",,,
04/06/2014 7.00,,,,
04/06/2014 8.00,"18,8",,,
04/06/2014 9.00,,,,
04/06/2014 10.00,"14,5",,,
04/06/2014 11.00,,,,
04/06/2014 12.00,"13,1",,,
04/06/2014 13.00,,,,
04/06/2014 14.00,"15,7",,,
04/06/2014 15.00,,,,
04/06/2014 16.00,"25,0",,,
04/06/2014 17.00,,,,
04/06/2014 18.00,"18,0",,,
04/06/2014 19.00,,,,
04/06/2014 20.00,"33,2",,,
04/06/2014 21.00,,,,
04/06/2014 22.00,"67,4",,,
04/06/2014 23.00,,,,
05/06/2014 0.00,"79,8",,,
05/06/2014 1.00,,,,
05/06/2014 2.00,"48,8",,,
05/06/2014 3.00,,,,
05/06/2014 4.00,"29,5",,,
05/06/2014 5.00,,,,
05/06/2014 6.00,"19,9",,,
05/06/2014 7.00,,,,
05/06/2014 8.00,"11,1",,,
05/06/2014 9.00,,,,
05/06/2014 10.00,"7,8",,,
05/06/2014 11.00,,,,
05/06/2014 12.00,"8,7",,,
05/06/2014 13.00,,,,
