Stat,Mesagne2_Via_Antonucci,,,,,
Parm,NOX,NO,NO2,CO,O3,BENZENE
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K
Field,Aver,Aver,Aver,Aver,Aver,Aver
16/03/2014 11.00,"25,681391","5,045688","17,94494","0,6","60,7","0,3"
16/03/2014 12.00,"27,265636","5,263503","19,195218","0,6","63,7","0,3"
16/03/2014 13.00,"26,115224","5,107016","18,284748","0,6","72,1","0,3"
16/03/2014 14.00,"24,15095","4,520396","17,219932","0,5","75,3","0,3"
16/03/2014 15.00,"22,056334","4,075462","15,807527","0,5","78,7","0,3"
16/03/2014 16.00,"20,975309","4,202344","14,531951","0,5","79,0","0,2"
16/03/2014 17.00,"22,096544","4,271707","15,546835","0,5","80,1","0,2"
16/03/2014 18.00,"23,368234","4,18881","16,945621","0,6","76,7","0,3"
16/03/2014 19.00,"27,054226","4,187965","20,632908","0,7","70,4","0,3"
16/03/2014 20.00,"27,858355","4,025555","21,686057","0,8","67,5","0,3"
16/03/2014 21.00,"28,184543","4,082229","21,925343","0,9","68,7","0,3"
16/03/2014 22.00,"28,205307","4,166817","21,816397","0,9","67,9","0,3"
16/03/2014 23.00,"26,853199","4,180352","20,443562","0,7","72,0","0,3"
17/03/2014 0.00,"25,47193","4,374904","18,763981","0,7","71,8","0,4"
17/03/2014 1.00,"24,334481","4,782196","17,00204","0,8","73,6","0,3"
17/03/2014 2.00,"23,773539","4,320768","17,148598","0,8","60,9","0,4"
17/03/2014 3.00,"24,945347","5,317218","16,792579",,"63,3","0,4"
17/03/2014 4.00,"25,156106","4,571149","18,14727","0,7",,"0,3"
17/03/2014 5.00,"24,204772","4,752167","16,918385","0,7","42,0","0,3"
17/03/2014 6.00,"33,644814","7,551194","22,624351","0,7","38,1","0,3"
17/03/2014 7.00,"50,823883","12,735598","31,406855","1,1","27,4","0,3"
17/03/2014 8.00,"47,134642","8,531994","34,0527","0,9","31,5","0,3"
17/03/2014 9.00,"58,821014","10,918652","42,079677","1,0","43,2","0,5"
17/03/2014 10.00,"38,36967","6,178749","28,89594","0,8","75,6","0,4"
17/03/2014 11.00,"22,923369","4,632898","15,819848","0,7","107,5","0,3"
17/03/2014 12.00,"20,955864","4,278051","14,396419","0,7","114,0","0,3"
17/03/2014 13.00,"20,933168","4,480217","14,063744","0,6","116,1","0,2"
17/03/2014 14.00,"23,136079","4,564382","16,137607","0,7","113,7","0,2"
17/03/2014 15.00,"20,419567","4,131714","14,084495","0,5","117,4","0,2"
17/03/2014 16.00,"33,04106","9,31359","19,255177","0,5","111,3","0,2"
17/03/2014 17.00,"37,955953","6,943004","27,398576","0,5","94,7","0,2"
17/03/2014 18.00,"68,01724","12,544009","48,827852","0,7","70,9","0,3"
17/03/2014 19.00,"75,720592","11,347091","58,322347","0,9","45,5","0,4"
17/03/2014 20.00,"118,977964","31,806006","70,210398","1,4","19,0","0,7"
17/03/2014 21.00,"101,853346","21,776398","68,464016","1,7","19,9","1,0"
17/03/2014 22.00,"104,254053","27,818538","61,600454","1,8","18,5","1,2"
17/03/2014 23.00,"66,124284","13,124288","46,001095","1,6","31,6","1,0"
18/03/2014 0.00,"49,066488","8,974391","35,306206","1,5","38,1","0,9"
18/03/2014 1.00,"47,704666","9,311898","33,426922","1,2","27,5","0,8"
18/03/2014 2.00,"37,754924","6,724767","27,443968","1,2","29,7","0,8"
18/03/2014 3.00,"31,032695","5,353168","22,824806","0,9","40,9","0,6"
18/03/2014 4.00,"29,631966","4,848599","22,197708","0,8","41,3","0,5"
18/03/2014 5.00,"29,211745","4,796154","21,857907","0,7","35,9","0,5"
18/03/2014 6.00,"34,957345","4,833373","27,546432","0,8","31,3","0,5"
18/03/2014 7.00,"39,996096","5,907221","30,938665","0,7","31,1","0,6"
18/03/2014 8.00,"52,642254","7,911539","40,511648","0,9","31,7","0,6"
18/03/2014 9.00,"51,700611","8,436409","38,765244","1,0","48,9","0,7"
18/03/2014 10.00,"33,964519","5,533341","25,480362","0,7","75,6","0,7"
18/03/2014 11.00,"26,475139","4,845215","19,046072","0,6","101,4","0,4"
18/03/2014 12.00,"32,236951","6,575044","22,155567","0,6","109,2","0,4"
18/03/2014 13.00,"29,682557","6,514563","20,236282","0,6","107,2","0,3"
18/03/2014 14.00,"29,495141","6,017185","20,409834","0,6","108,3","0,3"
18/03/2014 15.00,"26,934266","8,298953","17,759053","0,6","112,3","0,3"
18/03/2014 16.00,"26,504965","4,931917","18,942963","0,6","109,6","0,3"
18/03/2014 17.00,"32,56702","5,462709","24,191158","0,8","98,3","0,3"
18/03/2014 18.00,"55,732945","9,0907","41,794351","0,8","77,9","0,3"
18/03/2014 19.00,"63,485606","12,188321","44,79747","0,8","62,7","0,4"
18/03/2014 20.00,"68,135245","12,705147","48,659882","0,9","50,2","0,4"
18/03/2014 21.00,"46,265006","9,597806","31,586506","0,9","57,8","0,6"
18/03/2014 22.00,"41,75999","7,167162","30,770713","1,0","52,8","0,6"
18/03/2014 23.00,"32,812807","6,231194","23,292367","0,8","59,7","0,6"
19/03/2014 0.00,"32,043704","6,002805","22,839719","0,8","64,4","0,4"
19/03/2014 1.00,"25,833776","5,653455","17,17778","0,7","81,1","0,4"
19/03/2014 2.00,"21,813166","4,633322","14,708989","0,7","76,9","0,3"
19/03/2014 3.00,"20,333316","5,034693","12,90898",,"76,7","0,3"
19/03/2014 4.00,"17,504618","4,423966","10,72144","0,6",,"0,3"
19/03/2014 5.00,"14,28034","4,323728","7,692356","0,6","86,7","0,3"
19/03/2014 6.00,"23,274202","7,601524","12,281446","0,5","74,9","0,2"
19/03/2014 7.00,"28,226703","7,689495","16,584414","0,6","52,4","0,2"
19/03/2014 8.00,"48,261708","13,305303","27,995197","0,7","43,2","0,3"
19/03/2014 9.00,"43,301426","18,304887","19,486854","0,9","63,3","0,3"
19/03/2014 10.00,"41,154919","15,909774","18,762996","0,8","74,8","0,4"
19/03/2014 11.00,"28,842767","9,113961","15,83075","0,8","96,7","0,2"
19/03/2014 12.00,"30,187076","9,693391","16,49665","0,7","103,7","0,2"
19/03/2014 13.00,"36,877528","9,371533","23,163459","0,6","93,6","0,2"
19/03/2014 14.00,"28,996455","8,33025","17,717692","0,5","97,8","0,2"
19/03/2014 15.00,"20,842367","4,380826","14,130538","0,4","108,2","0,2"
19/03/2014 16.00,"20,455226","4,322037","13,890597","0,4","114,9","0,2"
19/03/2014 17.00,"25,392812","5,071489","17,93575","0,5","105,8","0,2"
19/03/2014 18.00,"27,108699","4,604984","20,04797","0,5","97,9","0,2"
19/03/2014 19.00,"32,417233","4,301736","25,821463","0,7","85,5","0,3"
19/03/2014 20.00,"39,361234","4,657429","32,220066","0,8","69,5","0,4"
19/03/2014 21.00,"36,820455","4,720447","29,582693","1,0","68,1","0,4"
19/03/2014 22.00,"31,76937","4,602446","24,729406","0,7","68,3","0,4"
19/03/2014 23.00,"25,423289","4,101685","19,134262","0,6","77,3","0,3"
20/03/2014 0.00,"22,063465","4,100838","15,77575","0,6","77,8","0,3"
20/03/2014 1.00,"20,993472","4,192193","14,565673","0,6","76,8","0,2"
20/03/2014 2.00,"20,016842","4,1499","13,653899","0,5","72,4","0,2"
20/03/2014 3.00,"19,20688","4,176967","12,802436","0,6","70,2","0,2"
20/03/2014 4.00,"19,065526","4,197268","12,629939","0,5","70,0","0,2"
20/03/2014 5.00,"19,182255","4,212494","12,723322","0,5","70,2","0,2"
20/03/2014 6.00,"20,136171","4,151591","13,770627","0,5","67,4","0,2"
20/03/2014 7.00,"23,130878","4,517859","16,203752","0,6","60,6","0,2"
20/03/2014 8.00,"30,444526","5,313411","22,319637","0,5","51,3","0,2"
20/03/2014 9.00,"35,880151","7,762241","23,978448","0,7","50,8","0,2"
20/03/2014 10.00,"28,138502","5,687291","19,41829","0,6","56,7","0,2"
20/03/2014 11.00,"23,169787","4,84733","15,737489","0,6","63,1","0,2"
20/03/2014 12.00,"20,900091","4,511938","13,982035","0,6","68,8","0,2"
20/03/2014 13.00,"21,558296","5,097288","13,742742","0,5","71,3","0,2"
20/03/2014 14.00,"21,178936","5,101094","13,357542","0,5","74,2","0,2"
20/03/2014 15.00,"19,535667","4,659967","12,430854","0,5","76,7","0,2"
20/03/2014 16.00,"20,597249","4,796577","13,327062","0,5","76,4","0,2"
20/03/2014 17.00,"23,859789","5,321446","15,700526","0,6","73,5","0,2"
20/03/2014 18.00,"25,781904","4,508553","18,869036","0,7","72,1","0,2"
20/03/2014 19.00,"33,697336","4,813071","26,317551","0,7","64,7","0,3"
20/03/2014 20.00,"43,226188","5,857736","34,244666","0,8","55,1","0,4"
20/03/2014 21.00,"48,353791","5,383197","40,09986","1,1","47,8","0,5"
20/03/2014 22.00,"44,45704","6,149567","35,028032","0,9","45,4","0,7"
20/03/2014 23.00,"35,214145","4,730175","27,961469","0,9","47,8","0,5"
21/03/2014 0.00,"31,4315","4,735673","24,170413","0,9","48,5","0,4"
21/03/2014 1.00,"29,253906","4,742018","21,983067","0,8","45,8","0,4"
21/03/2014 2.00,"25,601622","4,621902","18,514963","0,7","43,8","0,3"
21/03/2014 3.00,"23,408444","4,540697","16,446287",,"46,4","0,3"
21/03/2014 4.00,"23,103002","4,760627","15,803636","0,6",,"0,3"
21/03/2014 5.00,"22,03624","4,82153","14,643491","0,6","38,1","0,3"
21/03/2014 6.00,"34,89769","8,713014","21,559597","0,7","31,1","0,3"
21/03/2014 7.00,"51,271961","13,274003","30,92438","0,8","23,1","0,4"
21/03/2014 8.00,"76,224003","19,707076","46,066982","1,1","21,1","0,6"
21/03/2014 9.00,"89,516533","28,83231","46,414582","1,0","35,4","0,8"
21/03/2014 10.00,"33,50732","12,04156","16,883784","0,5","82,6","0,5"
21/03/2014 11.00,"28,952995","10,431","15,134487","0,5","97,2","0,3"
21/03/2014 12.00,"29,238992","10,258017","14,218084","0,5","107,6","0,2"
21/03/2014 13.00,"31,967817","9,25184","18,542845","0,4","106,8","0,2"
21/03/2014 14.00,"27,671592","11,203291","13,966322","0,4","115,4","0,2"
21/03/2014 15.00,"25,756609","9,238728","14,447198","0,4","122,5","0,2"
21/03/2014 16.00,"20,794394","7,557537","10,95671","0,4","120,8","0,2"
21/03/2014 17.00,"35,681055","19,415328","15,329115","0,5","109,7","0,2"
21/03/2014 18.00,"27,855754","9,175288","15,019182","0,5","99,4","0,2"
21/03/2014 19.00,"44,048483","10,984207","27,264336","0,6","81,1","0,2"
21/03/2014 20.00,"47,418687","9,518716","32,82382","0,7","67,4","0,4"
21/03/2014 21.00,"42,200956","7,997819","29,938057","0,7","58,6","0,4"
21/03/2014 22.00,"36,381422","6,743376","26,041937","0,7","54,9","0,5"
21/03/2014 23.00,"31,64033","6,270527","22,053103","0,6","52,8","0,4"
22/03/2014 0.00,"27,362917","5,737622","18,565543","0,6","50,7","0,3"
22/03/2014 1.00,"23,742412","5,911874","14,707692","0,5","47,1","0,3"
22/03/2014 2.00,"22,904555","5,688984","14,183066","0,6","42,9","0,3"
22/03/2014 3.00,"29,65466","8,20083","17,16935","0,6","38,9","0,3"
22/03/2014 4.00,"23,810498","7,39978","13,556718","0,5","43,0","0,3"
22/03/2014 5.00,"22,490185","6,061593","13,196069","0,5","45,9","0,2"
22/03/2014 6.00,"25,755958","6,679512","15,514409","0,5","39,9","0,2"
22/03/2014 7.00,"38,682263","10,878049","22,092013","0,6","35,8","0,2"
22/03/2014 8.00,"48,863511","16,691793","24,727187","0,5","39,2","0,2"
22/03/2014 9.00,"30,482785","10,716908","14,594856","0,5","66,6","0,2"
22/03/2014 10.00,"30,610547","11,564905","15,016561","0,5","86,2","0,3"
22/03/2014 11.00,"23,442152","8,846663","10,969163","0,6","97,9","0,2"
22/03/2014 12.00,"26,152183","10,066424","12,646484","0,6","104,8","0,2"
22/03/2014 13.00,"25,038079","10,043586","12,716065","0,5","107,3","0,2"
22/03/2014 14.00,"21,935074","10,080382","10,198212","0,7","109,0","0,2"
22/03/2014 15.00,"14,932718","6,917204","6,400734","0,6","112,4","0,2"
22/03/2014 16.00,"16,710219","6,731533","7,887925","0,6","110,9","0,2"
22/03/2014 17.00,"19,257473","6,707426","9,371939","0,6","106,3","0,2"
22/03/2014 18.00,"21,65816","7,322805","11,091728","0,7","104,4","0,2"
22/03/2014 19.00,"37,239372","10,457223","21,710702","0,8","85,8","0,3"
22/03/2014 20.00,"35,084434","8,748116","21,738578","0,9","70,8","0,4"
22/03/2014 21.00,"30,548292","8,273154","18,161536","0,6","70,2","0,4"
22/03/2014 22.00,"28,439393","7,125292","17,610969","0,6","61,9","0,3"
22/03/2014 23.00,"22,503799","5,692789","13,792677","0,6","64,4","0,3"
23/03/2014 0.00,"17,877497","5,366701","9,699424","0,6","78,5","0,3"
23/03/2014 1.00,"14,658407","4,555078","7,812975","0,7","80,8","0,2"
23/03/2014 2.00,"15,116887","4,629092","8,143055","0,5","86,7","0,2"
23/03/2014 3.00,"13,451571","4,379133","6,790959",,"85,8","0,2"
23/03/2014 4.00,"11,706493","3,870759","5,786452","0,6",,"0,2"
23/03/2014 5.00,"12,62086","4,15286","6,334423","0,5","81,8","0,2"
23/03/2014 6.00,"15,749814","5,263503","7,857071","0,5","72,6","0,2"
23/03/2014 7.00,"17,291266","5,938941","8,735773","0,6","68,8","0,1"
23/03/2014 8.00,"15,382767","5,106169","7,843454","0,6","73,9","0,2"
23/03/2014 9.00,"13,57219","5,601434","5,823344","0,7","90,1","0,2"
23/03/2014 10.00,"13,181452","5,674716","5,45841","1,2","102,3","0,2"
23/03/2014 11.00,"13,55533","6,073013","5,234865","0,5","103,9","0,2"
23/03/2014 12.00,"13,232384","5,942747","5,473161","0,6","106,4","0,2"
23/03/2014 13.00,"14,43468","6,278563","5,782561","0,5","107,8","0,1"
23/03/2014 14.00,"12,970394","5,210635","5,812975","0,5","109,7","0,2"
23/03/2014 15.00,"9,150155","4,219262","2,98823","0,5","109,5","0,2"
23/03/2014 16.00,"10,457506","4,999588","3,580298","0,4","107,9","0,1"
23/03/2014 17.00,"10,09565","5,005086","3,412492","0,3","107,6","0,1"
23/03/2014 18.00,"12,880905","5,414916","5,544567","0,3","109,6","0,1"
23/03/2014 19.00,"15,07279","6,299711","6,402141","0,3","103,0","0,1"
23/03/2014 20.00,"16,227097","7,301235","6,955657","0,3","97,7","0,2"
23/03/2014 21.00,"12,796599","5,270693","5,369475","0,3","100,5","0,1"
23/03/2014 22.00,"14,725201","5,413649","6,89731","0,3","91,8","0,1"
23/03/2014 23.00,"13,509287","4,793616","6,573169","0,3","89,3","0,2"
24/03/2014 0.00,"10,508088","4,483177","4,003112","0,3","87,7","0,1"
24/03/2014 1.00,"15,296519","3,928278","9,274666","0,3","83,2","0,3"
24/03/2014 2.00,"10,100839","3,987067","4,110114","0,3","82,0","0,5"
24/03/2014 3.00,"9,596314","3,975648","3,682759","0,4","82,7","0,3"
24/03/2014 4.00,"8,365488","4,026401","2,575164","0,3","78,7","0,2"
24/03/2014 5.00,"9,283744","3,864414","3,388995","0,4","82,1","0,1"
24/03/2014 6.00,"16,81787","3,869067","10,886157","0,7","66,4","0,1"
24/03/2014 7.00,"19,512322","4,17739","13,107226","0,5","60,8","0,2"
24/03/2014 8.00,"29,955571","7,707258","18,647089","0,4","62,1","0,2"
24/03/2014 9.00,"37,382026","11,662182","20,473637","0,4","69,6","0,2"
24/03/2014 10.00,"32,31798","10,444957","17,180493","0,4","75,2","0,2"
24/03/2014 11.00,"31,233093","11,058222","16,095345","0,5","74,4","0,2"
24/03/2014 12.00,"24,142517","7,49748","13,094255","0,5","78,2","0,2"
24/03/2014 13.00,"23,884436","7,340145","13,077395","0,5","77,1","0,2"
24/03/2014 14.00,"22,060234","5,915256","13,125382","0,5","75,2","0,2"
24/03/2014 15.00,"17,981905","4,118179","11,748645","0,4","71,9","0,2"
24/03/2014 16.00,"19,045423","4,790233","11,743456","0,5","73,6","0,2"
24/03/2014 17.00,"30,049603","7,892506","18,022759","0,6","67,3","0,3"
24/03/2014 18.00,"32,367271","8,846239","19,105629","0,6","65,4","0,3"
24/03/2014 19.00,"36,041619","9,954768","21,078422","0,6","66,2","0,4"
24/03/2014 20.00,"30,185125","8,86231","17,000625","0,6","71,1","0,4"
24/03/2014 21.00,"30,906905","6,009995","21,737278","0,6","56,0","0,3"
24/03/2014 22.00,"31,293398","5,304952","23,159424","0,7","50,8","0,4"
24/03/2014 23.00,"27,986115","4,801229","20,624477","0,8","44,0","0,4"
25/03/2014 0.00,"30,006793","5,290149","21,895515","0,7","40,1","0,4"
25/03/2014 1.00,"29,158573","5,017352","21,465564","0,6","35,6","0,3"
25/03/2014 2.00,"23,822181","4,788118","16,480657","0,6","41,5","0,3"
25/03/2014 3.00,"20,998654","4,594833","13,9535",,"45,8","0,2"
25/03/2014 4.00,"19,505842","4,425658","12,720079","0,5",,"0,2"
25/03/2014 5.00,"19,784687","4,528854","12,840697","0,5","42,8","0,2"
25/03/2014 6.00,"26,757235","6,191437","17,264032","0,5","36,7","0,2"
25/03/2014 7.00,"28,523712","5,681369","19,812584","0,5","31,8","0,2"
25/03/2014 8.00,"29,579442","6,215968","20,048619","0,5","37,5","0,2"
25/03/2014 9.00,"37,048708","8,552718","23,94669","0,6","41,8","0,3"
25/03/2014 10.00,"34,375657","7,099491","23,491443","0,7","50,1","0,3"
25/03/2014 11.00,"35,601936","9,906976","21,074064","0,6","63,8","0,2"
25/03/2014 12.00,"30,222103","8,68256","17,881513","0,5","74,6","0,2"
25/03/2014 13.00,"33,617568","8,027848","21,708102","0,6","74,8","0,2"
25/03/2014 14.00,"33,898365","7,186618","22,894192","0,9","69,9","0,2"
25/03/2014 15.00,"28,60023","6,089509","19,28795","0,6","77,2","0,2"
25/03/2014 16.00,"26,969276","7,797768","15,555914","0,7","81,5","0,2"
25/03/2014 17.00,"44,196356","20,61796","18,733962","0,6","93,0","0,2"
25/03/2014 18.00,"70,335558","29,554697","30,526972","0,5","83,3","0,2"
25/03/2014 19.00,"35,400258","11,064566","18,693943","0,5","76,1","0,2"
25/03/2014 20.00,"29,077522","9,294557","15,157095","0,5","74,8","0,3"
25/03/2014 21.00,"36,419681","11,26504","19,475363","0,5","66,4","0,3"
25/03/2014 22.00,"19,559015","6,187208","10,296682","0,4","77,8","0,3"
25/03/2014 23.00,"23,77289","6,490456","13,845853","0,4","76,5","0,2"
26/03/2014 0.00,"24,399968","6,440972","14,546218","0,5","63,6","0,2"
26/03/2014 1.00,"23,777421","6,776788","13,473621","0,5","58,5","0,2"
26/03/2014 2.00,"29,0185","7,681881","17,312666","0,5","50,5","0,2"
26/03/2014 3.00,"28,790225","7,728829","16,939785","0,5","49,6","0,2"
26/03/2014 4.00,"26,960843","7,184081","15,945655","0,4","50,1","0,2"
26/03/2014 5.00,"28,246797","7,760972","16,347067","0,4","46,0","0,2"
26/03/2014 6.00,"32,533921","9,787706","17,553256","0,4","42,9","0,2"
26/03/2014 7.00,"37,365163","11,534877","19,723083","0,5","36,8","0,2"
26/03/2014 8.00,"66,434274","26,443545","28,524419","0,5","37,3","0,2"
26/03/2014 9.00,"50,788855","17,170566","24,525777","0,6","52,5","0,3"
26/03/2014 10.00,"38,476016","10,310462","22,802109","0,5","61,5","0,3"
26/03/2014 11.00,"31,989881","6,794974","21,673743","0,5","59,9","0,2"
26/03/2014 12.00,"30,829088","8,254122","19,421904","0,6","74,5","0,2"
26/03/2014 13.00,"29,421854","8,89953","16,739667","0,7","87,1","0,3"
26/03/2014 14.00,"34,530623","11,866462","18,942113","0,7","89,9","0,3"
26/03/2014 15.00,"19,910496","9,245074","10,28408","0,5","104,8","0,2"
26/03/2014 16.00,"19,946806","8,959588","9,444635","0,5","107,0","0,2"
26/03/2014 17.00,"18,212765","9,552974","7,920857","0,5","108,3","0,2"
26/03/2014 18.00,"26,39667","11,071334","12,399517","0,5","102,2","0,2"
26/03/2014 19.00,"26,318851","9,196434","14,05073","0,6","87,5","0,2"
26/03/2014 20.00,"24,604897","9,299632","11,800229","0,5","80,7","0,2"
26/03/2014 21.00,"25,85129","8,340402","13,381535","0,5","70,0","0,2"
26/03/2014 22.00,"24,229417","6,007457","15,141529","0,5","64,1","0,3"
26/03/2014 23.00,"17,611618","5,006356","10,043772","0,5","66,3","0,3"
27/03/2014 0.00,"14,368534","4,532661","7,492623","0,5","66,3","0,3"
27/03/2014 1.00,"11,563177","4,039512","5,471287","0,4","75,9","0,2"
27/03/2014 2.00,"9,783078","4,043742","3,706754","0,4","86,3","0,2"
27/03/2014 3.00,"10,204596","3,839461","4,324114",,"76,8","0,1"
27/03/2014 4.00,"11,483414","4,232795","5,086734","0,5",,"0,1"
27/03/2014 5.00,"9,742225","4,137212","3,708624","0,5","83,7","0,1"
27/03/2014 6.00,"10,836871","5,128163","3,974612","0,4","87,4","0,1"
27/03/2014 7.00,"12,177294","5,277884","4,922723","0,5","87,4","0,1"
27/03/2014 8.00,"13,347165","5,95755","5,636935","0,5","95,4","0,1"
27/03/2014 9.00,"14,061798","6,366112","5,769219","0,6","98,7","0,1"
27/03/2014 10.00,"20,339149","5,935135","11,784311","1,2","105,6","0,2"
27/03/2014 11.00,"18,315876","7,229335","8,644354","0,5","114,6","0,2"
27/03/2014 12.00,"31,568994","9,012456","18,53402","0,6","86,5","0,2"
27/03/2014 13.00,"36,54549","12,557116","18,727299","0,6","72,6","0,2"
27/03/2014 14.00,"28,538625","8,043074","17,820871","1,8","81,1","0,2"
27/03/2014 15.00,"24,267027","5,313411","16,21348","0,7","82,3","0,3"
27/03/2014 16.00,"22,932452","5,219095","15,025452","0,6","87,7","0,3"
27/03/2014 17.00,"31,439932","7,717408","19,791169","0,7","83,7","0,3"
27/03/2014 18.00,"30,067097","10,081228","16,108425","0,7","87,3","0,3"
27/03/2014 19.00,"47,521135","15,030901","25,56843","0,7","66,5","0,2"
27/03/2014 20.00,"52,307633","15,864097","28,090511","0,6","53,3","0,3"
27/03/2014 21.00,"42,683431","11,241779","25,490726","0,7","51,5","0,3"
27/03/2014 22.00,"34,81662","9,697621","20,360676","0,8","63,2","0,4"
27/03/2014 23.00,"32,186358","4,900197","24,672982","0,8","58,0","0,3"
28/03/2014 0.00,"29,028231","4,539429","22,068017","0,8","56,0","0,4"
28/03/2014 1.00,"27,189117","4,702684","19,978583","0,9","44,8","0,3"
28/03/2014 2.00,"24,553024","4,855788","17,107744","0,6","42,7","0,4"
28/03/2014 3.00,"21,14976","4,891739","13,64936","0,6","45,8","0,3"
28/03/2014 4.00,"22,300823","4,720025","15,063711","0,5","43,6","0,2"
28/03/2014 5.00,"22,445426","4,878628","14,965142","0,6","39,4","0,2"
28/03/2014 6.00,"30,24543","8,133584","19,555324","0,5","33,4","0,2"
28/03/2014 7.00,"40,457174","10,428885","24,466773","0,6","22,4","0,3"
28/03/2014 8.00,"47,126859","15,427622","23,962886","0,6","32,6","0,3"
28/03/2014 9.00,"38,292521","10,145515","22,736605","0,6","39,2","0,3"
28/03/2014 10.00,"31,610502","6,810624","21,174405","0,5","60,7","0,3"
28/03/2014 11.00,"26,971225","5,313411","18,841799","0,5","68,3","0,3"
28/03/2014 12.00,"29,157273","4,722139","21,916911","0,5","65,4","0,2"
28/03/2014 13.00,"31,948372","4,952643","24,354577","0,6","64,2","0,3"
28/03/2014 14.00,"30,543089","5,000012","22,876678","0,6","69,2","0,3"
28/03/2014 15.00,"26,806506","4,299621","20,213989","0,6","73,3","0,3"
28/03/2014 16.00,"25,814331","4,325843","19,181604","0,5","73,9","0,3"
28/03/2014 17.00,"25,93364","4,550425","18,95658","0,6","70,6","0,3"
