,Regione Puglia,,
23/05/2006 9.00,"2,10087487","40,8310468","1,33207964"
23/05/2006 10.00,"2,53089705","34,42085648","1,37872624"
23/05/2006 11.00,"2,88464423","26,37275136","1,31206611"
23/05/2006 12.00,"2,63007794","23,606986","1,33881567"
23/05/2006 13.00,"3,15078092","11,9637817","1,28395466"
23/05/2006 14.00,"3,21099851","13,89112358","1,3086014"
23/05/2006 15.00,"2,51755502","9,67563776","1,2895618"
23/05/2006 16.00,"2,50255936","8,32974272","1,2613723"
23/05/2006 17.00,"2,49370434","7,67561693","1,25124845"
23/05/2006 18.00,"2,13724177","10,38686161","1,26553717"
23/05/2006 19.00,"1,55254406","11,42775823","1,24260415"
23/05/2006 20.00,"1,37873978","17,63418671","1,27313064"
23/05/2006 21.00,"1,30352755","40,72462488","1,37899885"
23/05/2006 22.00,"1,50106352","47,63837864","1,44238767"
23/05/2006 23.00,"1,55171724","37,20868632","1,38811032"
24/05/2006 0.00,"1,38452549","29,42793616","1,37997279"
24/05/2006 1.00,,"26,99441904","1,33328658"
24/05/2006 2.00,"0,91709806",,"1,29621978"
24/05/2006 3.00,"0,82170041","21,51871872",
24/05/2006 4.00,"0,9479518","27,01648352","1,31871826"
24/05/2006 5.00,"0,7408428","41,49036176","1,36586348"
24/05/2006 6.00,"1,27102931","62,35754736","1,3795266"
24/05/2006 7.00,"1,23450172","63,36471248","1,38116226"
24/05/2006 8.00,"1,69695196","52,83896128","1,34472339"
24/05/2006 9.00,"2,46510223","27,53434872","1,35239258"
24/05/2006 10.00,"3,16090617","16,98135917","1,30956835"
24/05/2006 11.00,"2,71725111","11,8703327","1,21547363"
24/05/2006 12.00,"1,98420971","12,34405746","1,20130257"
24/05/2006 13.00,"1,80901824","11,68863342","1,21450085"
24/05/2006 14.00,"1,8615046","8,9942545","1,16100988"
24/05/2006 15.00,"1,73986326","10,4426748","1,22403871"
24/05/2006 16.00,"1,78348442","10,66200988","1,14131206"
24/05/2006 17.00,"1,41075698","9,91444656","1,15112252"
24/05/2006 18.00,"1,21996066","12,01570014","1,12799611"
24/05/2006 19.00,"1,02455428","12,30642166","1,10950406"
24/05/2006 20.00,"0,92312785","9,83787096","1,11203444"
24/05/2006 21.00,"0,88837289","9,57310485","1,11293149"
24/05/2006 22.00,"0,80077665","13,91318615","1,10954484"
24/05/2006 23.00,"0,84971672","13,0449068","1,08521265"
25/05/2006 0.00,"0,78978288","13,65750586","1,10787073"
25/05/2006 1.00,"0,87064048","13,19286501","1,10097976"
25/05/2006 2.00,"0,85468172","14,09098877","1,10810373"
25/05/2006 3.00,"0,82347405","5,53802005","1,10343208"
25/05/2006 4.00,"0,91603427","5,42899972","1,12900966"
25/05/2006 5.00,"0,91461658","5,26417002","1,14212989"
25/05/2006 6.00,"0,89404673","6,9669781","1,14166156"
25/05/2006 7.00,"1,0437054","13,412202","1,11370855"
25/05/2006 8.00,"1,45189564","11,41997639","1,13371975"
25/05/2006 9.00,"1,9373972","11,97156354","1,16435809"
25/05/2006 10.00,"1,83526091","8,38165734","1,18129253"
25/05/2006 11.00,"1,74872947","9,5147009","1,19145366"
25/05/2006 12.00,"3,07898377","18,35060929","1,18876833"
25/05/2006 13.00,"2,56404616","8,9345523","1,21107459"
25/05/2006 14.00,"1,98208215","8,34401962","1,18939044"
25/05/2006 15.00,"2,36048344","11,22918174","1,16634325"
25/05/2006 16.00,"1,97286203","8,56465869","1,13387586"
25/05/2006 17.00,"1,80121582","6,92285106","1,12375318"
25/05/2006 18.00,"1,74908338","8,10521274","1,16704341"
25/05/2006 19.00,"1,99697713","9,94170021","1,16357987"
25/05/2006 20.00,"1,55828706","6,3582757","1,1536529"
25/05/2006 21.00,"1,25365183","6,56723244","1,17537549"
25/05/2006 22.00,"0,98022426","5,22912689","1,1710149"
25/05/2006 23.00,"1,00327559","4,62561556","1,141467"
26/05/2006 0.00,"1,08023299","4,6178299","1,1817993"
26/05/2006 1.00,,"7,29533925","1,18063197"
26/05/2006 2.00,"0,95879811",,"1,16011516"
26/05/2006 3.00,"0,88201868","7,2512122",
26/05/2006 4.00,"0,8513429","11,91835449","1,17556306"
26/05/2006 5.00,"0,87009232","10,75027162","1,13911137"
26/05/2006 6.00,"0,83787376","13,81195531","1,15797971"
26/05/2006 7.00,"0,89596276","16,74254272","1,13602995"
26/05/2006 8.00,"1,26188343","14,13252123","1,10495823"
26/05/2006 9.00,"2,42509142","16,91905665","1,12877899"
26/05/2006 10.00,"2,82447749","13,53939971","1,09248341"
26/05/2006 11.00,"2,57609965","10,2259343","1,05528962"
26/05/2006 12.00,"2,19581996","8,00916915","1,11677133"
26/05/2006 13.00,"2,19759971","10,42710347","1,15263819"
26/05/2006 14.00,"3,26302416","16,21561082","1,09092464"
26/05/2006 15.00,"2,99554096","17,02288972","1,01724072"
26/05/2006 16.00,"2,68759031","13,12018798","1,01217181"
26/05/2006 17.00,"2,11091164","5,9715106","1,06835044"
26/05/2006 18.00,"1,69473389","6,31933973","1,07571906"
26/05/2006 19.00,"1,3587181","6,56853069","1,09645956"
26/05/2006 20.00,"1,2547624","8,40761657","1,15704422"
26/05/2006 21.00,"1,07723183","10,10004058","1,14374924"
26/05/2006 22.00,"1,23209652","11,16039945","1,12191714"
26/05/2006 23.00,"1,07990145","10,50886442","1,11068887"
27/05/2006 0.00,"0,92313802","10,25318413","1,12413996"
27/05/2006 1.00,"1,05450594","8,39074317","1,13302891"
27/05/2006 2.00,"1,02531296","8,45044728","1,1170055"
27/05/2006 3.00,"1,03545957","6,45821211","1,15747294"
27/05/2006 4.00,"1,02483904","8,34012679","1,15306807"
27/05/2006 5.00,"1,2220689","7,57697876","1,14749238"
27/05/2006 6.00,"1,0497596","11,07213962","1,16488117"
27/05/2006 7.00,"1,20029289","21,88601392","1,18433434"
27/05/2006 8.00,"2,20620353","26,58171384","1,13505601"
27/05/2006 9.00,"2,9537687","20,47650664","1,06281552"
27/05/2006 10.00,"2,69761793","11,07733643","1,07774616"
27/05/2006 11.00,"1,71176253","4,82159556","1,07088548"
27/05/2006 12.00,"2,25752846","10,78531476","1,10090403"
27/05/2006 13.00,"1,96512469","7,06172344","1,1011382"
27/05/2006 14.00,"2,15636239","8,81255331","1,0685846"
27/05/2006 15.00,"1,83019625","8,09872341","1,07396457"
27/05/2006 16.00,"1,46391963","4,71776631","1,11684939"
27/05/2006 17.00,"1,43312487","5,11621182","1,08788283"
27/05/2006 18.00,"1,52408535","7,10455224","1,09606928"
27/05/2006 19.00,"1,36085482","6,73076389","1,12792155"
27/05/2006 20.00,"1,27612346","9,26680627","1,15879871"
27/05/2006 21.00,"1,20954963","36,96597704","1,33002575"
27/05/2006 22.00,"0,93856489","34,24045928","1,36780204"
27/05/2006 23.00,"0,97475992","17,9560547","1,29458761"
28/05/2006 0.00,"0,90622734","29,3565612","1,38815342"
28/05/2006 1.00,,"51,56964184","1,41489833"
28/05/2006 2.00,"0,49330602",,"1,41501483"
28/05/2006 3.00,"0,53671972","42,28854528",
28/05/2006 4.00,"0,574186","53,23350248","1,63547943"
28/05/2006 5.00,"0,52928646","31,71738408","1,63326243"
28/05/2006 6.00,"0,58637779","31,1839552","1,70406531"
28/05/2006 7.00,"0,60570486","30,15734504","1,58860216"
28/05/2006 8.00,"2,63423442","20,96970704","1,44193914"
28/05/2006 9.00,"4,38533451","13,02803149","1,32659249"
28/05/2006 10.00,"4,42458563","12,43360981","1,43334144"
28/05/2006 11.00,"5,05259024","11,78986426","1,38840856"
28/05/2006 12.00,"4,34430059","13,1669077","1,31997995"
28/05/2006 13.00,"2,62620622","9,69250925","1,32099117"
28/05/2006 14.00,"1,72196101","7,94946695","1,34063773"
28/05/2006 15.00,"1,18732411","5,80278616","1,30725815"
28/05/2006 16.00,"1,02794394","7,6834045","1,3289656"
28/05/2006 17.00,"0,7011554","6,57112718","1,34526628"
28/05/2006 18.00,"0,86559006","7,993594","1,31336625"
28/05/2006 19.00,"0,6598235","8,19087034","1,31219892"
28/05/2006 20.00,"0,6708254","12,42193322","1,39650065"
28/05/2006 21.00,"0,46951839","15,90282674","1,38821517"
28/05/2006 22.00,"0,51858152","18,25586969","1,39794059"
28/05/2006 23.00,"0,53642275","20,20397016","1,3552247"
29/05/2006 0.00,"0,54534286","20,17282368","1,35187998"
29/05/2006 1.00,"0,49746962","12,82686423","1,27158469"
29/05/2006 2.00,"0,51858152","14,2649062","1,22879191"
29/05/2006 3.00,"0,48765659","9,29665833","1,17498988"
29/05/2006 4.00,"0,48646771","11,15391012","1,2066173"
29/05/2006 5.00,"0,3496863","9,16167878","1,21540955"
29/05/2006 6.00,"0,33927832","16,31555106","1,24178515"
29/05/2006 7.00,"0,40766954","17,81848057","1,23237079"
29/05/2006 8.00,"0,39518078","18,19097258","1,18969451"
29/05/2006 9.00,"0,36306697","14,97354885","1,23649489"
29/05/2006 10.00,"0,43799953","13,92616481","1,24061782"
29/05/2006 11.00,"0,38625965","11,59128968","1,28695104"
29/05/2006 12.00,"0,41956335","11,69641718","1,30846393"
29/05/2006 13.00,"0,39518078","10,9228889","1,28710715"
29/05/2006 14.00,"0,46149019","12,302525","1,35125671"
29/05/2006 15.00,"0,62176227","10,37908168","1,39973003"
29/05/2006 16.00,"0,44602772","10,72431431","1,37704981"
29/05/2006 17.00,"0,55099229","9,72106306","1,39350543"
29/05/2006 18.00,"0,51917647","12,29863026","1,40393102"
29/05/2006 19.00,"0,34671259","12,60493266","1,34600489"
29/05/2006 20.00,"0,34076517","14,25841687","1,3638224"
29/05/2006 21.00,"0,31727451","13,5419943","1,35324187"
29/05/2006 22.00,"0,32351889","14,8190994","1,38082324"
29/05/2006 23.00,"0,25096509","11,07344169","1,31511608"
30/05/2006 0.00,"0,36336393","12,34405746","1,38265113"
30/05/2006 1.00,,"9,29665833","1,37164188"
30/05/2006 2.00,"0,19436701",,"1,36911383"
30/05/2006 3.00,"0,15549422","6,34399879",
30/05/2006 4.00,"0,16609542","7,56789294","1,13800113"
30/05/2006 5.00,"0,15019259","5,99097858","1,14792227"
30/05/2006 6.00,"0,17139704","9,3044459","1,11784779"
30/05/2006 7.00,"0,19436701","11,68604075","1,08252266"
30/05/2006 8.00,"0,15549422","16,04559004","1,12026051"
30/05/2006 9.00,"0,11308633","15,17341403","1,16469011"
30/05/2006 10.00,"0,21026984","15,13967488","1,15395231"
30/05/2006 11.00,"0,22263859","11,23438046","1,1321272"
30/05/2006 12.00,"0,19083293","12,82557172","1,18336506"
30/05/2006 13.00,"0,30391926","24,9814272","1,6759457"
30/05/2006 14.00,"0,79160127","39,05296328","1,98119667"
30/05/2006 15.00,"0,39403462","16,56084536","1,30163703"
30/05/2006 16.00,"0,37459771","14,47256661","1,21974219"
30/05/2006 17.00,"0,27034708","12,92810272","1,22674384"
30/05/2006 18.00,"0,33219085","14,01441508","1,21098838"
30/05/2006 19.00,"0,25267772","11,68863342","1,16515728"
30/05/2006 20.00,"0,22970674","13,19156485","1,12492866"
30/05/2006 21.00,"0,16432889","10,07148868","1,0858301"
30/05/2006 22.00,"0,21910451","8,06368027","1,00035405"
30/05/2006 23.00,"0,15019361","6,69442442","1,00451659"
31/05/2006 0.00,"0,14489199","5,61848848","0,9920674"
31/05/2006 1.00,"0,24914364","8,96050961","1,00335043"
31/05/2006 2.00,"0,23500734","3,98057368","1,02389171"
31/05/2006 3.00,"0,16432889","3,25246687","0,99549134"
31/05/2006 4.00,"0,27918176","3,98576476","0,99693128"
31/05/2006 5.00,"0,14135792","6,22719089","1,00708542"
31/05/2006 6.00,"0,19260048","6,0597647","1,02101299"
31/05/2006 7.00,"0,32688923","6,73595688","1,02723759"
31/05/2006 8.00,"0,28801643","7,1318078","0,99066707"
31/05/2006 9.00,"0,37459771","5,89882974","0,97386078"
31/05/2006 10.00,"0,36046243","5,87287052","0,98580436"
31/05/2006 11.00,"0,51242155","6,68274401","0,97950055"
31/05/2006 12.00,"0,33219085","4,6606587","1,00319548"
31/05/2006 13.00,"0,37459771","4,66974452","1,01918511"
31/05/2006 14.00,"0,34279205","4,80082933","0,98630997"
31/05/2006 15.00,"0,34102553","4,05455278","0,98879958"
31/05/2006 16.00,"0,2473761","4,2115949","0,98004577"
31/05/2006 17.00,"0,22970674","4,72685022","0,98681558"
31/05/2006 18.00,"0,27034708","4,88519059","1,01140407"
31/05/2006 19.00,"0,28624991","5,18370159","0,97767266"
31/05/2006 20.00,"0,31275394","5,44197838","0,97241968"
31/05/2006 21.00,"0,23324081","9,96376469","0,97992927"
31/05/2006 22.00,"0,17316357","11,25644303","1,01350457"
31/05/2006 23.00,"0,2473761","7,63538271","1,00576198"
01/06/2006 0.00,"0,17493112","9,07472102","1,03540773"
01/06/2006 1.00,,"7,79112658","0,99062863"
01/06/2006 2.00,"0,41527975",,"0,9665073"
01/06/2006 3.00,"0,29149457","5,64963687",
01/06/2006 4.00,"0,24836971","6,61006315","1,08464646"
01/06/2006 5.00,"0,24544176","5,23172338","1,02572076"
01/06/2006 6.00,"0,24624011","10,20256775","1,08331836"
01/06/2006 7.00,"0,40259064","12,99429042","1,10531822"
01/06/2006 8.00,"0,47579735","8,49587258","1,03048677"
01/06/2006 9.00,"0,902079","7,85991461","1,00188253"
01/06/2006 10.00,"0,85362912","9,01631706","1,02775135"
01/06/2006 11.00,"0,89746487","9,15519136","1,11094517"
01/06/2006 12.00,"0,60472854","9,57699959","1,02134269"
01/06/2006 13.00,"0,47144866","6,69442442","1,04139001"
01/06/2006 14.00,"0,4255728","8,56206219","1,03216787"
01/06/2006 15.00,"0,43258298","7,36153078","0,99676468"
01/06/2006 16.00,"0,31864746","18,04950179","1,01618523"
01/06/2006 17.00,"0,38626372","14,41415692","1,0220079"
01/06/2006 18.00,"0,37392954","23,48238096","1,03345752"
01/06/2006 19.00,"0,34100824","23,3863412","1,05010421"
01/06/2006 20.00,"0,31358992","30,57266968","1,10277852"
01/06/2006 21.00,"0,22112834","23,66669776","1,08796904"
01/06/2006 22.00,"0,37543775","26,7452472","1,13380596"
01/06/2006 23.00,"0,27002062","17,79511593","1,03416118"
02/06/2006 0.00,"0,2749012","16,68284626","1,04338216"
02/06/2006 1.00,"0,23009015","10,84501314","1,01192599"
02/06/2006 2.00,"0,28404098","11,10589024","0,99367743"
02/06/2006 3.00,"0,27481272","6,60616841","1,00176603"
02/06/2006 4.00,"0,22591943","8,67497726","1,00258619"
02/06/2006 5.00,"0,27845053","8,24019038","1,02568115"
02/06/2006 6.00,"0,19228928","9,8248923","1,04725112"
02/06/2006 7.00,"0,34988258","13,82232982","1,09500214"
02/06/2006 8.00,"0,44536057","11,7314584","1,00160992"
02/06/2006 9.00,"0,36079702","9,12274281","1,02360978"
02/06/2006 10.00,"0,45982435","8,11818948","1,01985848"
02/06/2006 11.00,"0,31456624","5,31868114","1,01399736"
02/06/2006 12.00,"0,36869403","6,02472347","1,05025915"
02/06/2006 13.00,"0,29690807","7,33427522","1,06999309"
02/06/2006 14.00,"0,34899474","6,83978613","1,04568769"
02/06/2006 15.00,"0,28359757","5,92478706","1,00997229"
02/06/2006 16.00,"0,24845819","7,90274341","1,02861229"
02/06/2006 17.00,"0,23301809","7,39267917","1,04615719"
02/06/2006 18.00,"0,36576608","9,3355943","1,0388107"
02/06/2006 19.00,"0,38830382","7,34855212","1,04678279"
02/06/2006 20.00,"0,23026812","20,46224312","1,1748361"
02/06/2006 21.00,"0,23266316","27,99898384","1,18941025"
02/06/2006 22.00,"0,28111304","22,51936392","1,20390867"
07/06/2006 8.00,"0,29477745",,"1,0744096"
07/06/2006 9.00,"0,38093972",,"1,13048455"
07/06/2006 10.00,"0,67900005",,"1,05834891"
07/06/2006 11.00,"1,12826387",,"1,06886071"
07/06/2006 12.00,"1,1800851",,"1,08535128"
07/06/2006 13.00,"1,49030163",,"1,08378785"
07/06/2006 14.00,"1,84710388",,"1,07655903"
07/06/2006 15.00,"1,24335267",,"1,04615719"
07/06/2006 16.00,"0,84306961",,"1,03818509"
07/06/2006 17.00,,,
07/06/2006 18.00,"0,93162692",,"1,09679974"
07/06/2006 19.00,"1,8178214",,"1,63288963"
07/06/2006 20.00,"11,69878491",,"5,89194789"
07/06/2006 21.00,"6,98874874",,"1,94495469"
07/06/2006 22.00,"3,46952906",,"1,23032388"
07/06/2006 23.00,"2,30355483",,"1,14728734"
08/06/2006 0.00,"1,58267371",,"1,16319192"
08/06/2006 1.00,"1,29313279",,"1,10152847"
08/06/2006 2.00,"1,09489915",,"1,12673208"
08/06/2006 3.00,"0,81272233",,"1,12180879"
08/06/2006 4.00,"0,72780385",,"1,12227712"
08/06/2006 5.00,"0,71484828",,"1,09844122"
08/06/2006 6.00,"0,63427748",,"1,05666898"
08/06/2006 7.00,"0,59621015",,"1,06882226"
08/06/2006 8.00,"0,70357891",,"1,09250205"
08/06/2006 9.00,"1,11335567",,"1,07608953"
08/06/2006 10.00,"1,02080561",,"1,05901296"
08/06/2006 11.00,"0,83819004",,"1,06237399"
08/06/2006 12.00,"0,69985262",,"1,04717307"
08/06/2006 13.00,"0,78530401",,"1,05627754"
08/06/2006 14.00,"0,62531465",,"1,06866499"
08/06/2006 15.00,"0,88255667",,"1,04060829"
08/06/2006 16.00,"1,01122242",,"1,05655132"
08/06/2006 17.00,"1,02657302",,"1,0713608"
08/06/2006 18.00,"0,67296517",,"1,06198371"
08/06/2006 19.00,"1,23492276",,"1,05729342"
08/06/2006 20.00,"2,18083548",,"1,05600377"
08/06/2006 21.00,"1,01432834",,"1,05678665"
08/06/2006 22.00,"0,66187377",,"1,0811701"
08/06/2006 23.00,"0,55663461",,"1,07519015"
09/06/2006 0.00,"0,39966269",,"1,03412157"
09/06/2006 1.00,,,"1,0171615"
09/06/2006 2.00,"0,51036213",,"1,0245476"
09/06/2006 3.00,"0,40528467",,
09/06/2006 4.00,"0,47580955",,"1,24083102"
09/06/2006 5.00,"0,41995795",,"1,23565259"
09/06/2006 6.00,"0,52728399",,"1,26111483"
09/06/2006 7.00,"0,37025817",,"1,17782199"
09/06/2006 8.00,"0,72951139",,"1,20952281"
09/06/2006 9.00,"1,61568959",,"1,21678192"
09/06/2006 10.00,"1,43251366",,"1,18896522"
09/06/2006 11.00,"1,07077693",,"1,22851231"
09/06/2006 12.00,"0,89765912",,"1,20968008"
09/06/2006 13.00,"0,7181515",,"1,19394792"
09/06/2006 14.00,"1,22839362",,"1,21697764"
09/06/2006 15.00,"1,39121634",,"1,25099331"
09/06/2006 16.00,"1,30341568",,"1,23408334"
09/06/2006 17.00,"1,4833962",,"1,2437342"
09/06/2006 18.00,"1,80490041",,"1,25844698"
09/06/2006 19.00,"2,04250924",,"1,27806325"
09/06/2006 20.00,"1,46801306",,"1,27264833"
09/06/2006 21.00,"0,86476324",,"1,32012092"
09/06/2006 22.00,"0,56207251",,"1,29359969"
09/06/2006 23.00,"0,50042299",,"1,30705661"
10/06/2006 0.00,"0,36812858",,"1,31502055"
10/06/2006 1.00,"0,36493418",,"1,27260989"
10/06/2006 2.00,"0,42125869",,"1,23714263"
10/06/2006 3.00,"0,3314464",,"1,24287093"
10/06/2006 4.00,"0,42741256",,"1,23588792"
10/06/2006 5.00,"0,38126313",,"1,22415754"
10/06/2006 6.00,"0,36599898",,"1,34558432"
10/06/2006 7.00,"0,47711131",,"1,35594117"
10/06/2006 8.00,"0,4825543",,"1,30344744"
10/06/2006 9.00,"0,6896338",,"1,35574545"
10/06/2006 10.00,"0,9423878",,"1,25397338"
10/06/2006 11.00,"1,15514623",,"1,21862495"
10/06/2006 12.00,"1,37441346",,"1,25601446"
10/06/2006 13.00,"1,42813547",,"1,22564757"
10/06/2006 14.00,"1,17336985",,"1,24510657"
10/06/2006 15.00,"0,49781947",,"1,2178013"
10/06/2006 16.00,"0,45427356",,"1,22768865"
10/06/2006 17.00,"0,40220825",,"1,22250906"
10/06/2006 18.00,"0,63318929",,"1,2128582"
10/06/2006 19.00,"0,43143581",,"1,21399524"
10/06/2006 20.00,"0,45308977",,"1,20932709"
10/06/2006 21.00,"0,32872491",,"1,27700427"
10/06/2006 22.00,"0,51095402",,"1,51915068"
10/06/2006 23.00,"0,37759481",,"1,43468236"
11/06/2006 0.00,"0,39605438",,"1,31921921"
11/06/2006 1.00,,,"1,27767065"
11/06/2006 2.00,"0,78035325",,"1,32671249"
11/06/2006 3.00,"0,94067924",,
11/06/2006 4.00,"0,72838862",,"1,34570432"
11/06/2006 5.00,"0,76184894",,"1,43371774"
11/06/2006 6.00,"0,76326765",,"1,46518322"
11/06/2006 7.00,"0,66483731",,"1,38003104"
11/06/2006 8.00,"0,84295774",,"1,30988639"
11/06/2006 9.00,"0,93198897",,"1,28425872"
11/06/2006 10.00,"1,01073426",,"1,31172826"
11/06/2006 11.00,"1,20292489",,"1,3085548"
11/06/2006 12.00,"1,11093826",,"1,30103006"
11/06/2006 13.00,"0,74878354",,"1,28562993"
11/06/2006 14.00,"0,82658302",,"1,29566291"
11/06/2006 15.00,"0,69463236",,"1,26803493"
11/06/2006 16.00,"0,64373151",,"1,23311988"
11/06/2006 17.00,"0,60684288",,"1,21572177"
11/06/2006 18.00,"0,98283083",,"1,34997521"
11/06/2006 19.00,"1,54279205",,"1,30526367"
11/06/2006 20.00,"1,36106432",,"1,36678616"
11/06/2006 21.00,"0,85407253",,"1,28927521"
11/06/2006 22.00,"0,82953842",,"1,2737178"
11/06/2006 23.00,"0,65324961",,"1,2599242"
12/06/2006 0.00,"0,88274481",,"1,27074006"
12/06/2006 1.00,"0,77721988",,"1,27301298"
12/06/2006 2.00,"0,73861557",,"1,23476603"
12/06/2006 3.00,"0,70101708",,"1,26725205"
12/06/2006 4.00,"0,69882952",,"1,25134281"
12/06/2006 5.00,"0,63291368",,"1,27312948"
12/06/2006 6.00,"0,62333659",,"1,34405701"
12/06/2006 7.00,"0,70610107",,"1,28132059"
12/06/2006 8.00,"0,77373157","24,20270784","1,31490288"
12/06/2006 9.00,"0,7189295","24,03529312","1,36800125"
12/06/2006 10.00,"0,84278078","22,06121048","1,33892518"
12/06/2006 11.00,"0,94133012","22,38049536","1,31670514"
12/06/2006 12.00,"0,96432652","26,6530888","1,33171383"
12/06/2006 13.00,"1,18980152","17,25779804","1,38336178"
12/06/2006 14.00,"1,10975549","9,93780738","1,3064776"
12/06/2006 15.00,"0,92187999","8,79957274","1,29738594"
12/06/2006 16.00,"0,7254322","12,79571584","1,31752879"
12/06/2006 17.00,"0,93742789","7,15517053","1,24393574"
12/06/2006 18.00,"0,87322671","6,61655248","1,2737178"
12/06/2006 19.00,"0,66188089","6,96308336","1,27701009"
12/06/2006 20.00,"0,73051619","8,26484944","1,25373223"
12/06/2006 21.00,"0,70213985","9,39789108","1,29346805"
12/06/2006 22.00,"0,67163595","8,78659409","1,31643136"
12/06/2006 23.00,"0,69942039","6,6373168","1,25443822"
13/06/2006 0.00,"0,65744677","8,85927494","1,2819462"
13/06/2006 1.00,,"6,7281693","1,29773894"
13/06/2006 2.00,"0,49732419",,"1,28124137"
13/06/2006 3.00,"0,55787535","6,93323322",
13/06/2006 4.00,"0,6162003","7,30572332","1,25368097"
13/06/2006 5.00,"0,53650411","6,23627671","1,22898646"
13/06/2006 6.00,"0,54941594","8,00008333","1,23238477"
13/06/2006 7.00,"0,60328847","8,14804154","1,20171148"
13/06/2006 8.00,"0,78984085","16,22210206","1,21874844"
13/06/2006 9.00,"1,62865634","20,70363312","1,19006731"
13/06/2006 10.00,"2,32588815","20,28442712","1,20960436"
13/06/2006 11.00,"2,43318877","18,68027059","1,18299576"
13/06/2006 12.00,"2,1584808","12,62310048","1,19600648"
13/06/2006 13.00,"2,54137927","20,30131008","1,22515594"
13/06/2006 14.00,"2,71145726","19,46937976","1,17029493"
13/06/2006 15.00,"3,17004595","16,18446625","1,18377631"
13/06/2006 16.00,"2,60014966","7,44719029","1,2075726"
13/06/2006 17.00,"3,64198989","18,31685866","1,23054873"
13/06/2006 18.00,"5,79156482","20,799692","1,24684242"
13/06/2006 19.00,"3,90556679","7,80150874","1,22027226"
13/06/2006 20.00,"3,81652133","24,64009696","1,24082519"
13/06/2006 21.00,"2,65313231","21,59787552","1,33249322"
13/06/2006 22.00,"1,57433736","14,49852392","1,30541512"
13/06/2006 23.00,"0,93365075","12,18182618","1,2736479"
14/06/2006 0.00,"0,87977721","12,24282662","1,26235556"
14/06/2006 1.00,"0,90025755","8,74376529","1,23246282"
14/06/2006 2.00,"0,60284404","8,89821091","1,25305536"
14/06/2006 3.00,"0,77425736","5,58734009","1,22429617"
14/06/2006 4.00,"0,75689411","8,54129596","1,24191913"
14/06/2006 5.00,"0,70168525","9,04097804","1,24387283"
14/06/2006 6.00,"0,51691364","20,93986072","1,24930406"
14/06/2006 7.00,"0,78049055","24,44021648","1,27759492"
14/06/2006 8.00,"1,08992602","14,75550628","1,19409238"
14/06/2006 9.00,"2,34013531","16,32852971","1,20905681"
14/06/2006 10.00,"2,82632741","15,00469533","1,15345369"
14/06/2006 11.00,"3,36238506","20,88794992","1,11910716"
14/06/2006 12.00,"3,18429311","14,74901695","1,14145768"
14/06/2006 13.00,"2,67094202","12,1792335","1,12598532"
14/06/2006 14.00,"2,45500444","12,28046243","1,11762295"
14/06/2006 15.00,"1,90959649","8,69574541","1,1232499"
14/06/2006 16.00,"2,07923006","10,41282083","1,12614143"
14/06/2006 17.00,"2,13889033","8,77491368","1,1897947"
14/06/2006 18.00,"1,87175189","8,79827641","1,18342448"
14/06/2006 19.00,"1,91182271","9,25642411","1,20761221"
14/06/2006 20.00,"1,61218196","14,7983389","1,23000118"
14/06/2006 21.00,"1,19143889","31,65639128","1,37688321"
14/06/2006 22.00,"0,89625057","26,70759992","1,31772451"
14/06/2006 23.00,"0,64425018","27,53044824","1,3559004"
15/06/2006 0.00,"0,6402432","47,51509288","1,4246319"
15/06/2006 1.00,,"58,95583168","1,45206299"
15/06/2006 2.00,"0,87130153",,"1,34441117"
15/06/2006 3.00,"0,78214521","48,34312272",
15/06/2006 4.00,"0,8423333","49,39311664","1,54693593"
15/06/2006 5.00,"0,90287633","39,62013896","1,51600635"
15/06/2006 6.00,"1,1277513","37,50848792","1,4914563"
15/06/2006 7.00,"1,12544068","52,81299632","1,51604479"
15/06/2006 8.00,"1,18385105","31,7718952","1,40209148"
15/06/2006 9.00,"2,53073026","13,97677927","1,32237403"
15/06/2006 10.00,"3,52951477","10,04812595","1,27930631"
15/06/2006 11.00,"4,14797891","20,0521","1,29097844"
15/06/2006 12.00,"3,70545781","18,94763702","1,29117183"
15/06/2006 13.00,"2,33879287","12,65814362","1,32179036"
15/06/2006 14.00,"1,76635713","8,07665893","1,25347243"
15/06/2006 15.00,"1,70160779","8,31546582","1,24997161"
15/06/2006 16.00,"2,26361724","7,00331758","1,22503245"
15/06/2006 17.00,"1,84840462","4,63340314","1,24456368"
15/06/2006 18.00,"1,77737632","4,9591697","1,24456368"
15/06/2006 19.00,"1,96848384","7,26159436","1,27693204"
15/06/2006 20.00,"1,34670123","10,51535374","1,29471227"
15/06/2006 21.00,"1,00571639","26,8309048","1,4136844"
15/06/2006 22.00,"0,95317105","42,67012312","1,56911171"
15/06/2006 23.00,"0,82574603","18,8944165","1,38929163"
16/06/2006 0.00,"0,78866214","26,99701936","1,40131326"
16/06/2006 1.00,"0,73587883","22,87887728","1,39357184"
16/06/2006 2.00,"0,88083896","17,71205291","1,33105095"
16/06/2006 3.00,"0,74020311","10,93716006","1,32358097"
16/06/2006 4.00,"0,86454763","14,21947899","1,29591921"
16/06/2006 5.00,"0,77432549","20,42199552","1,3193392"
16/06/2006 6.00,"0,74369854","15,63416014","1,29218305"
16/06/2006 7.00,"0,70359314","18,85288404","1,32361941"
16/06/2006 8.00,"0,85234465","14,2558242","1,2725761"
