Stat,Via Cappuccini,,,,,,  ,
,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,,,
,,,,,,,,,,
,,,,,,
02/10/2014 13.00,"1,3","14,2","19,9","0,5",,,,
02/10/2014 14.00,"1,6","12,4","16,9","0,5","15,4",,,
02/10/2014 15.00,"1,4","10,2","14,1","0,5",,,,
02/10/2014 16.00,"1,6","9,8","12,3","0,5","15,6",,,
02/10/2014 17.00,"1,7","9,8","12,5","0,5",,,,
02/10/2014 18.00,"1,5","13,6","17,3","0,5","11,0",,,
02/10/2014 19.00,"1,7","15,7","20,0","0,5",,,,
02/10/2014 20.00,"1,6","11,6","14,4","0,5","11,0",,,
02/10/2014 21.00,"1,4","10,2","11,9","0,5",,,,
02/10/2014 22.00,"1,5","9,1","10,8","0,5","23,2",,,
02/10/2014 23.00,"1,4","7,8","8,7","0,5",,,,
03/10/2014 0.00,"1,3","6,3","6,9","0,4","13,9",,,
03/10/2014 1.00,,"5,1","5,7","0,4",,,,
03/10/2014 2.00,"1,5",,,"0,5","14,9",,,
03/10/2014 3.00,"1,7","11,8","12,5","0,4",,,,
03/10/2014 4.00,"1,5","5,4","5,8","0,4","13,2",,,
03/10/2014 5.00,"1,3","8,7","10,4","0,5",,,,
03/10/2014 6.00,"1,5","31,3","39,2","0,6","16,1",,,
03/10/2014 7.00,"1,7","35,5","53,5","0,6",,,,
03/10/2014 8.00,"1,9","49,5","90,0","0,7","16,1",,,
03/10/2014 9.00,"1,5","18,3","29,1","0,5",,,,
03/10/2014 10.00,"1,5","7,4","11,0","0,4","9,3",,,
03/10/2014 11.00,"1,3","9,4","13,9","0,5",,,,
03/10/2014 12.00,"1,2","7,8","11,5","0,5","6,8",,,
03/10/2014 13.00,"1,5","9,0","12,9","0,5",,,,
03/10/2014 14.00,"1,5","9,3","12,3","0,5","3,9",,,
03/10/2014 15.00,"1,5","10,8","14,9","0,5",,,,
03/10/2014 16.00,"1,5","12,9","17,7","0,5","2,9",,,
03/10/2014 17.00,"1,6","16,5","21,6","0,6",,,,
03/10/2014 18.00,"2,2","42,3","67,6","0,9","4,9",,,
03/10/2014 19.00,"2,0","50,6","79,0","0,9",,,,
03/10/2014 20.00,"2,2","61,0","108,2","1,0","15,1",,,
03/10/2014 21.00,"2,4","48,1","103,0","0,9",,,,
03/10/2014 22.00,"2,4","44,5","98,6","0,7","23,9",,,
03/10/2014 23.00,"1,6","29,3","36,5","0,5",,,,
04/10/2014 0.00,"1,7","26,9","36,9","0,5","27,1",,,
04/10/2014 1.00,"1,3","13,1","16,4","0,5",,,,
04/10/2014 2.00,"1,4","16,2","19,9","0,5","28,8",,,
04/10/2014 3.00,"1,4","13,0","15,1","0,5",,,,
04/10/2014 4.00,"1,5","11,4","13,0","0,5","18,8",,,
04/10/2014 5.00,"1,5","12,0","14,3","0,5",,,,
04/10/2014 6.00,"1,6","21,9","27,3","0,5","21,7",,,
04/10/2014 7.00,"1,4","23,1","32,7","0,6",,,,
04/10/2014 8.00,"1,6","31,0","53,6","0,7","31,0",,,
04/10/2014 9.00,"6,0","17,6","26,0","0,6",,,,
04/10/2014 10.00,"2,1","17,8","26,8","0,5","15,6",,,
04/10/2014 11.00,"3,0","29,4","43,6","0,4",,,,
04/10/2014 12.00,"2,9","32,3","48,4","0,4","3,9",,,
04/10/2014 13.00,"2,6","26,2","40,2","0,3",,,,
04/10/2014 14.00,"2,6","12,6","19,2","0,1","2,9",,,
04/10/2014 15.00,"3,4","19,2","29,5","0,2",,,,
04/10/2014 16.00,"2,7","36,3","56,4","0,2","2,2",,,
04/10/2014 17.00,"2,6","29,5","44,0","0,3",,,,
04/10/2014 18.00,"2,5","32,0","51,2","0,3","2,7",,,
04/10/2014 19.00,"2,6","46,3","76,2","0,4",,,,
04/10/2014 20.00,"2,7","50,6","86,0","0,5","7,8",,,
04/10/2014 21.00,"3,1","51,2","106,5","0,6",,,,
04/10/2014 22.00,"2,4","34,5","56,2","0,3","16,4",,,
04/10/2014 23.00,"2,6","36,9","65,6","0,3",,,,
05/10/2014 0.00,"2,9","39,3","70,5","0,4","14,2",,,
05/10/2014 1.00,,"32,0","68,7","0,3",,,,
05/10/2014 2.00,"2,4",,,"0,3","21,5",,,
05/10/2014 3.00,"1,7","7,8","10,9","0,3",,,,
05/10/2014 4.00,"1,4","6,4","9,2","0,3","19,5",,,
05/10/2014 5.00,"1,2","13,1","18,8","0,4",,,,
05/10/2014 6.00,"1,4","11,1","15,0","0,4","35,7",,,
05/10/2014 7.00,"1,5","20,3","28,1","0,5",,,,
05/10/2014 8.00,"1,3","24,0","35,1","0,6","32,5",,,
05/10/2014 9.00,"1,2","23,2","34,8","0,6",,,,
05/10/2014 10.00,"1,4","17,1","26,9","0,5","39,1",,,
05/10/2014 11.00,"1,3","20,7","35,1","0,5",,,,
05/10/2014 12.00,"1,4","18,1","30,5","0,5","21,5",,,
05/10/2014 13.00,"1,4","12,7","20,6","0,5",,,,
05/10/2014 14.00,"1,3","10,5","16,2","0,4","12,0",,,
05/10/2014 15.00,"1,2","9,7","15,4","0,4",,,,
05/10/2014 16.00,"1,4","10,9","17,4","0,4","7,8",,,
05/10/2014 17.00,"1,6","16,4","26,6","0,5",,,,
05/10/2014 18.00,"1,5","23,1","34,9","0,5","11,5",,,
05/10/2014 19.00,"1,6","25,6","36,0","0,6",,,,
05/10/2014 20.00,"2,0","52,8","100,7","0,9","13,7",,,
05/10/2014 21.00,"1,4","47,3","79,6","0,6",,,,
05/10/2014 22.00,"1,4","23,9","34,2","0,5","17,6",,,
05/10/2014 23.00,"1,3","9,9","13,4","0,4",,,,
06/10/2014 0.00,"1,5","7,9","10,9","0,4","17,1",,,
06/10/2014 1.00,"1,2","6,2","8,8","0,4",,,,
06/10/2014 2.00,"1,4","6,7","9,3","0,4","24,2",,,
06/10/2014 3.00,"1,2","4,8","7,2","0,4",,,,
06/10/2014 4.00,"1,2","4,9","7,8","0,4","21,0",,,
06/10/2014 5.00,"1,3","7,9","12,2","0,4",,,,
06/10/2014 6.00,"1,3","16,2","22,5","0,4","12,0",,,
06/10/2014 7.00,"1,4","20,2","30,3","0,5",,,,
06/10/2014 8.00,"1,3","29,1","43,3","0,6","19,3",,,
06/10/2014 9.00,"1,2","28,4","41,1","0,6",,,,
06/10/2014 10.00,"1,4","19,6","29,7","0,5","11,7",,,
06/10/2014 11.00,"1,4","23,7","39,8","0,6",,,,
06/10/2014 12.00,"1,4","20,6","33,6","0,6","17,1",,,
06/10/2014 13.00,"1,5","25,3","43,8","0,6",,,,
06/10/2014 14.00,"1,4","22,2","34,4","0,6","10,7",,,
06/10/2014 15.00,"1,6","26,2","40,2","0,6",,,,
06/10/2014 16.00,"1,5","28,5","47,6","0,7","11,5",,,
06/10/2014 17.00,"1,7","28,3","52,6","0,7",,,,
06/10/2014 18.00,"1,9","35,9","71,6","0,8","7,1",,,
06/10/2014 19.00,"1,5","23,6","42,7","0,6",,,,
06/10/2014 20.00,"1,4","19,1","33,8","0,5","8,1",,,
06/10/2014 21.00,"1,3","9,0","13,8","0,5",,,,
06/10/2014 22.00,"1,3","6,6","10,0","0,4","11,7",,,
06/10/2014 23.00,"1,3","6,7","9,6","0,4",,,,
07/10/2014 0.00,"1,2","6,7","10,0","0,4","12,9",,,
07/10/2014 1.00,,"8,1","11,5","0,4",,,,
07/10/2014 2.00,"1,2",,,"0,4","11,2",,,
07/10/2014 3.00,"1,3","7,2","10,9","0,4",,,,
07/10/2014 4.00,"1,4","8,6","12,8","0,4","7,6",,,
07/10/2014 5.00,"1,2","17,3","27,5","0,5",,,,
07/10/2014 6.00,"1,8","31,1","71,8","0,6","5,1",,,
07/10/2014 7.00,"2,1","39,8","141,7","0,9",,,,
07/10/2014 8.00,"2,6","46,9","176,3","1,2","8,8",,,
07/10/2014 9.00,"2,0","38,5","97,4","0,8",,,,
07/10/2014 10.00,"1,3","19,1","31,9","0,6","20,8",,,
07/10/2014 11.00,"1,4","20,5","35,3","0,6",,,,
07/10/2014 12.00,"1,6","17,8","28,7","0,5","11,7",,,
07/10/2014 13.00,"1,4","23,1","38,0","0,6",,,,
07/10/2014 14.00,"1,3","13,3","22,4","0,5","7,6",,,
07/10/2014 15.00,"1,4","15,0","24,3","0,5",,,,
07/10/2014 16.00,"1,6","19,6","27,9","0,5","5,1",,,
07/10/2014 17.00,"1,6","19,6","27,8","0,5",,,,
07/10/2014 18.00,"1,9","43,1","78,2","0,8","12,9",,,
07/10/2014 19.00,"1,9","43,6","82,5","0,9",,,,
07/10/2014 20.00,"2,1","55,5","106,2","0,9","8,5",,,
07/10/2014 21.00,"1,8","52,2","88,6","0,7",,,,
07/10/2014 22.00,"1,5","41,9","65,9","0,7","15,4",,,
07/10/2014 23.00,"1,7","35,4","49,2","0,6",,,,
08/10/2014 0.00,"1,4","19,8","26,0","0,5","12,7",,,
08/10/2014 1.00,"1,4","17,4","21,9","0,5",,,,
08/10/2014 2.00,"1,3","25,1","34,1","0,5","13,2",,,
08/10/2014 3.00,"1,2","20,1","24,6","0,5",,,,
08/10/2014 4.00,"1,3","19,3","27,7","0,5","8,5",,,
08/10/2014 5.00,"1,4","22,7","47,9","0,6",,,,
08/10/2014 6.00,"1,7","26,7","80,0","0,8","8,8",,,
08/10/2014 7.00,"2,5","39,3","153,5","1,0",,,,
08/10/2014 8.00,"2,9","44,1","173,0","1,2","6,1",,,
08/10/2014 9.00,"2,1","35,6","73,8","0,8",,,,
08/10/2014 10.00,"1,7","17,9","29,2","0,5","11,7",,,
08/10/2014 11.00,"1,7","12,3","19,8","0,5",,,,
08/10/2014 12.00,"1,4","12,7","21,2","0,5","10,3",,,
08/10/2014 13.00,"1,4","10,8","17,9","0,5",,,,
08/10/2014 14.00,"1,2","7,9","12,8","0,5","10,3",,,
08/10/2014 15.00,"1,4","7,9","13,1","0,5",,,,
08/10/2014 16.00,"1,6","8,3","13,5","0,5","6,3",,,
08/10/2014 17.00,"1,4","10,6","17,8","0,5",,,,
08/10/2014 18.00,"1,9","35,0","67,2","0,8","4,9",,,
08/10/2014 19.00,"3,1","66,2","187,0","1,3",,,,
08/10/2014 20.00,"3,9","68,1","267,4","1,6","13,9",,,
08/10/2014 21.00,"2,6","50,2","118,4","0,9",,,,
08/10/2014 22.00,"2,0","41,1","69,7","0,7","22,5",,,
08/10/2014 23.00,"1,4","27,5","42,1","0,6",,,,
09/10/2014 0.00,"1,6","16,8","25,3","0,5","26,9",,,
09/10/2014 1.00,,"17,5","24,9","0,5",,,,
09/10/2014 2.00,"1,4",,,"0,5","18,8",,,
09/10/2014 3.00,"1,4","11,2","14,5","0,5",,,,
09/10/2014 4.00,"1,3","12,8","18,7","0,5","11,0",,,
09/10/2014 5.00,"1,7","18,5","34,5","0,5",,,,
09/10/2014 6.00,"1,7","27,9","63,2","0,6","11,5",,,
09/10/2014 7.00,"2,8","39,7","161,1","1,1",,,,
09/10/2014 8.00,"2,7","40,3","141,3","1,2","6,8",,,
09/10/2014 9.00,"2,3","47,9","119,4","0,9",,,,
09/10/2014 10.00,"1,7","29,2","46,8","0,6","21,0",,,
09/10/2014 11.00,"1,6","25,3","39,8","0,6",,,,
09/10/2014 12.00,"1,5","23,8","35,3","0,5","11,7",,,
09/10/2014 13.00,"1,5","25,1","38,5","0,6",,,,
09/10/2014 14.00,"1,3","25,9","38,3","0,5","9,0",,,
09/10/2014 15.00,"1,3","23,2","32,8","0,5",,,,
09/10/2014 16.00,"1,4","30,7","42,1","0,6","6,6",,,
09/10/2014 17.00,"1,6","33,9","47,0","0,7",,,,
09/10/2014 18.00,"1,8","36,5","52,8","0,7","5,9",,,
09/10/2014 19.00,"1,7","38,4","49,7","0,8",,,,
09/10/2014 20.00,"1,7","42,0","60,8","0,9","10,5",,,
09/10/2014 21.00,"1,5","31,9","43,0","0,7",,,,
09/10/2014 22.00,"1,4","25,5","34,5","0,6","17,3",,,
09/10/2014 23.00,"1,5","21,8","29,8","0,7",,,,
10/10/2014 0.00,"1,5","19,6","27,3","0,6","23,0",,,
10/10/2014 1.00,"1,6","17,6","23,0","0,6",,,,
10/10/2014 2.00,"1,3","13,9","16,8","0,6","21,5",,,
10/10/2014 3.00,"1,4","12,0","15,4","0,6",,,,
10/10/2014 4.00,"1,2","15,1","19,1","0,6","23,2",,,
10/10/2014 5.00,"1,4","26,2","43,2","0,6",,,,
10/10/2014 6.00,"1,9","29,1","61,9","0,8","24,9",,,
10/10/2014 7.00,"2,9","41,5","167,9","1,4",,,,
10/10/2014 8.00,"2,1","42,9","117,6","1,1","13,9",,,
10/10/2014 9.00,"2,1","51,6","115,0","1,1",,,,
10/10/2014 10.00,"1,0","25,9","40,1","0,7","22,5",,,
10/10/2014 11.00,"1,2","17,3","27,2","0,6",,,,
10/10/2014 12.00,"1,3","18,3","29,9","0,6","13,2",,,
10/10/2014 13.00,"1,1","24,2","35,9","0,6",,,,
10/10/2014 14.00,"1,1","21,5","31,6","0,6","8,1",,,
10/10/2014 15.00,"1,6","16,4","25,5","0,6",,,,
10/10/2014 16.00,"1,8","18,5","28,7","0,6","5,1",,,
10/10/2014 17.00,"1,8","26,4","40,4","0,6",,,,
10/10/2014 18.00,"2,0","38,6","58,2","0,8","5,9",,,
10/10/2014 19.00,"1,9","46,5","63,3","0,8",,,,
10/10/2014 20.00,"1,9","43,1","59,8","0,8","17,3",,,
10/10/2014 21.00,"1,7","29,8","37,2","0,7",,,,
10/10/2014 22.00,"2,1","29,0","40,6","0,8","19,3",,,
10/10/2014 23.00,"1,9","26,0","35,1","0,6",,,,
11/10/2014 0.00,"1,6","21,9","28,0","0,6","30,0",,,
11/10/2014 1.00,,"17,0","22,7","0,5",,,,
11/10/2014 2.00,"1,5",,,"0,5","27,8",,,
11/10/2014 3.00,"1,4","8,2","10,8","0,5",,,,
11/10/2014 4.00,"1,5","14,0","17,7","0,5","18,6",,,
11/10/2014 5.00,"1,7","21,1","31,2","0,6",,,,
11/10/2014 6.00,"2,1","39,6","82,3","0,7","13,7",,,
11/10/2014 7.00,"2,2","43,6","92,9","1,0",,,,
11/10/2014 8.00,"2,7","56,1","153,9","1,2","11,0",,,
11/10/2014 9.00,"1,9","39,4","79,5","1,0",,,,
11/10/2014 10.00,"1,6","24,7","43,2","0,7","17,6",,,
11/10/2014 11.00,"1,8","19,3","30,7","0,6",,,,
11/10/2014 12.00,"1,6","19,7","32,4","0,6","13,7",,,
11/10/2014 13.00,"1,5","19,5","31,3","0,6",,,,
11/10/2014 14.00,"1,7","14,3","21,8","0,5","9,8",,,
11/10/2014 15.00,"1,8","15,3","23,6","0,5",,,,
11/10/2014 16.00,"1,6","16,1","24,3","0,6","7,6",,,
11/10/2014 17.00,"1,7","21,2","29,4","0,7",,,,
11/10/2014 18.00,"1,8","30,4","43,4","0,7","10,0",,,
11/10/2014 19.00,"1,9","37,7","56,5","0,8",,,,
11/10/2014 20.00,"2,0","34,2","53,9","0,8","15,1",,,
11/10/2014 21.00,"1,8","22,8","31,1","0,6",,,,
11/10/2014 22.00,"1,6","17,4","24,6","0,6","30,0",,,
11/10/2014 23.00,"1,8","18,2","25,1","0,6",,,,
12/10/2014 0.00,"1,4","15,5","21,3","0,6","33,0",,,
12/10/2014 1.00,"1,5","14,1","19,1","0,6",,,,
12/10/2014 2.00,"1,6","12,0","16,5","0,5","23,7",,,
12/10/2014 3.00,"1,4","8,9","12,3","0,5",,,,
12/10/2014 4.00,"1,4","7,9","11,1","0,5","24,9",,,
12/10/2014 5.00,"1,6","11,9","18,5","0,6",,,,
12/10/2014 6.00,"1,2","15,4","21,1","0,6","18,1",,,
12/10/2014 7.00,"1,7","15,9","23,0","0,6",,,,
12/10/2014 8.00,"1,6","13,8","22,2","0,6","11,5",,,
12/10/2014 9.00,"1,8","13,3","22,3","0,6",,,,
12/10/2014 10.00,"1,6","17,0","28,3","0,7","26,4",,,
12/10/2014 11.00,"1,9","17,6","29,8","0,7",,,,
12/10/2014 12.00,"1,5","14,3","23,7","0,7","14,7",,,
12/10/2014 13.00,"1,5","12,1","18,9","0,6",,,,
12/10/2014 14.00,"1,5","7,5","11,2","0,5","9,3",,,
12/10/2014 15.00,"1,4","8,1","13,1","0,6",,,,
12/10/2014 16.00,"1,5","9,1","14,3","0,6","6,3",,,
12/10/2014 17.00,"1,7","12,6","18,9","0,6",,,,
12/10/2014 18.00,"1,9","24,0","34,6","0,8","12,7",,,
12/10/2014 19.00,"1,9","40,5","58,6","0,9",,,,
12/10/2014 20.00,"2,1","42,2","75,5","0,9","20,3",,,
12/10/2014 21.00,"1,8","31,1","48,1","0,7",,,,
12/10/2014 22.00,"1,6","30,0","39,2","0,7","34,7",,,
12/10/2014 23.00,"1,6","23,6","31,0","0,6",,,,
13/10/2014 0.00,"1,5","18,6","26,7","0,6","42,5",,,
13/10/2014 1.00,,"16,4","22,1","0,7",,,,
13/10/2014 2.00,"1,3",,,"0,6","26,9",,,
13/10/2014 3.00,"1,5","14,4","18,1","0,6",,,,
13/10/2014 4.00,"1,5","13,3","17,3","0,6","23,7",,,
13/10/2014 5.00,"1,6","21,0","33,6","0,6",,,,
13/10/2014 6.00,"1,7","25,6","39,0","0,7","23,2",,,
13/10/2014 7.00,"1,9","34,2","69,4","0,9",,,,
13/10/2014 8.00,"2,9","47,3","147,4","1,2","36,9",,,
13/10/2014 9.00,"1,8","28,8","56,9","0,8",,,,
13/10/2014 10.00,"1,7","31,4","44,8","0,7","53,2",,,
13/10/2014 11.00,"1,5","23,2","33,9","0,7",,,,
13/10/2014 12.00,"1,6","17,4","26,0","0,7","27,1",,,
13/10/2014 13.00,"1,4","21,8","32,6","0,7",,,,
13/10/2014 14.00,"1,6","14,7","21,6","0,7","13,9",,,
13/10/2014 15.00,"1,6","16,3","23,3","0,7",,,,
13/10/2014 16.00,"1,9","22,2","33,8","0,7","7,6",,,
13/10/2014 17.00,"1,9","27,2","41,1","0,8",,,,
13/10/2014 18.00,"2,1","32,5","50,6","0,8","12,7",,,
13/10/2014 19.00,"2,0","32,9","47,2","0,8",,,,
13/10/2014 20.00,"1,6","24,7","35,4","0,7","18,8",,,
13/10/2014 21.00,"1,5","17,7","23,7","0,7",,,,
13/10/2014 22.00,"1,7","13,5","18,0","0,6","34,2",,,
13/10/2014 23.00,"1,4","9,2","12,7","0,6",,,,
14/10/2014 0.00,"1,6","7,5","10,7","0,6","33,7",,,
14/10/2014 1.00,"1,6","5,8","8,6","0,5",,,,
14/10/2014 2.00,"1,5","5,2","7,7","0,5","31,7",,,
14/10/2014 3.00,"1,3","5,1","7,5","0,5",,,,
14/10/2014 4.00,"1,6","5,0","7,5","0,5","23,9",,,
14/10/2014 5.00,"1,6","9,8","15,7","0,6",,,,
14/10/2014 6.00,"1,6","13,3","19,0","0,6","24,9",,,
14/10/2014 7.00,"1,7","22,6","40,5","0,7",,,,
14/10/2014 8.00,"2,2","30,7","62,9","0,9","21,5",,,
14/10/2014 9.00,"1,6","21,7","38,1","0,7",,,,
14/10/2014 10.00,"1,5","16,4","26,7","0,7","65,7",,,
14/10/2014 11.00,"1,6","16,0","25,8","0,6",,,,
14/10/2014 12.00,"1,7","14,7","23,7","0,6","33,2",,,
14/10/2014 13.00,"1,7","17,1","27,8","0,6",,,,
14/10/2014 14.00,"1,7","14,5","22,5","0,6","17,1",,,
14/10/2014 15.00,"1,5","18,8","29,1","0,6",,,,
14/10/2014 16.00,"1,6","21,3","33,6","0,7","9,3",,,
14/10/2014 17.00,"1,9","27,5","43,0","0,7",,,,
14/10/2014 18.00,"1,8","30,3","46,8","0,8","20,0",,,
14/10/2014 19.00,"1,9","25,3","38,4","0,7",,,,
14/10/2014 20.00,"1,7","16,4","23,4","0,7","31,5",,,
14/10/2014 21.00,"1,8","12,8","19,0","0,6",,,,
14/10/2014 22.00,"1,6","7,3","11,2","0,6","39,3",,,
14/10/2014 23.00,"1,6","6,4","9,6","0,6",,,,
15/10/2014 0.00,"1,6","5,6","8,3","0,6","35,9",,,
15/10/2014 1.00,,"5,0","7,6","0,5",,,,
15/10/2014 2.00,"1,4",,,"0,5","32,0",,,
15/10/2014 3.00,"1,4","4,3","6,8","0,5",,,,
15/10/2014 4.00,"1,5","5,5","8,1","0,5","37,6",,,
15/10/2014 5.00,"1,6","10,4","14,8","0,6",,,,
15/10/2014 6.00,"1,2","11,6","17,1","0,6","53,0",,,
15/10/2014 7.00,"1,4","18,8","29,8","0,7",,,,
15/10/2014 8.00,"1,6","22,6","35,3","0,7","29,8",,,
15/10/2014 9.00,"1,6","18,5","29,9","0,7",,,,
15/10/2014 10.00,"1,5","16,0","25,2","0,7","20,5",,,
15/10/2014 11.00,"1,2","14,2","22,9","0,7",,,,
15/10/2014 12.00,"1,3","13,0","22,4","0,7","12,2",,,
15/10/2014 13.00,"1,5","15,3","25,6","0,7",,,,
15/10/2014 14.00,"1,5","17,3","29,0","0,6","8,1",,,
15/10/2014 15.00,"1,5","14,0","22,2","0,6",,,,
15/10/2014 16.00,"2,0","13,0","19,7","0,6","9,5",,,
15/10/2014 17.00,"1,8","15,2","23,1","0,6",,,,
15/10/2014 18.00,"1,7","16,6","24,4","0,7","13,7",,,
15/10/2014 19.00,"1,8","13,4","20,3","0,6",,,,
15/10/2014 20.00,"1,8","15,5","23,9","0,6","26,6",,,
15/10/2014 21.00,"1,8","13,8","19,8","0,6",,,,
15/10/2014 22.00,"1,8","9,2","12,9","0,6","43,2",,,
15/10/2014 23.00,"1,6","8,5","12,7","0,6",,,,
16/10/2014 0.00,"1,6","5,8","9,3","0,5","53,5",,,
16/10/2014 1.00,"1,6","4,9","7,8","0,5",,,,
16/10/2014 2.00,"1,5","4,8","7,3","0,5","79,4",,,
16/10/2014 3.00,"1,5","4,4","6,8","0,5",,,,
16/10/2014 4.00,"1,5","5,5","8,2","0,5","73,0",,,
16/10/2014 5.00,"1,7","8,9","13,5","0,6",,,,
16/10/2014 6.00,"1,7","12,5","19,9","0,6","80,3",,,
16/10/2014 7.00,"1,8","19,1","31,9","0,8",,,,
16/10/2014 8.00,"2,2","21,6","44,9","0,8","40,8",,,
16/10/2014 9.00,"2,0","23,1","48,1","0,8",,,,
16/10/2014 10.00,"1,9","22,6","45,5","0,8","45,4",,,
16/10/2014 11.00,"2,2","22,4","43,1","0,7",,,,
16/10/2014 12.00,"1,9","18,7","35,1","0,7","23,2",,,
16/10/2014 13.00,"2,0","23,1","44,1","0,7",,,,
16/10/2014 14.00,"2,0","25,5","42,6","0,6","12,0",,,
16/10/2014 15.00,"1,9","26,1","45,0","0,7",,,,
16/10/2014 16.00,"2,1","31,5","53,6","0,7","6,6",,,
16/10/2014 17.00,"2,3","37,9","63,1","0,8",,,,
16/10/2014 18.00,"2,1","32,0","49,9","0,9","18,3",,,
16/10/2014 19.00,"2,5","36,2","59,3","0,8",,,,
16/10/2014 20.00,"2,1","34,2","58,5","0,9","36,1",,,
16/10/2014 21.00,"2,0","21,8","34,6","0,7",,,,
16/10/2014 22.00,"1,7","20,2","29,6","0,6","43,2",,,
16/10/2014 23.00,"1,9","18,7","26,7","0,6",,,,
17/10/2014 0.00,"1,7","15,1","20,5","0,6","32,2",,,
17/10/2014 1.00,,"15,1","18,5","0,6",,,,
17/10/2014 2.00,"1,4",,,"0,6","27,6",,,
17/10/2014 3.00,"1,6","17,8","21,4","0,6",,,,
17/10/2014 4.00,"1,7","15,0","18,7","0,6","20,0",,,
17/10/2014 5.00,"1,5","17,2","24,8","0,6",,,,
17/10/2014 6.00,"1,8","32,6","63,4","0,8","23,9",,,
17/10/2014 7.00,"1,8","33,4","60,6","0,9",,,,
17/10/2014 8.00,"2,4","44,1","102,4","1,0","14,2",,,
17/10/2014 9.00,"2,0","30,7","63,1","0,8",,,,
17/10/2014 10.00,"1,7","18,6","32,9","0,7","21,0",,,
17/10/2014 11.00,"1,8","19,1","35,5","0,7",,,,
17/10/2014 12.00,"1,7","20,6","37,5","0,7","12,5",,,
17/10/2014 13.00,"1,8","24,3","43,2","0,7",,,,
17/10/2014 14.00,"1,7","20,5","33,5","0,6","7,8",,,
17/10/2014 15.00,"1,6","21,7","34,9","0,6",,,,
17/10/2014 16.00,"1,9","30,3","46,0","0,7","6,1",,,
17/10/2014 17.00,"2,0","39,5","61,1","0,8",,,,
17/10/2014 18.00,"2,1","49,6","80,3","1,0","16,4",,,
17/10/2014 19.00,"2,2","44,9","67,7","0,8",,,,
17/10/2014 20.00,"1,9","33,6","50,2","0,8","38,6",,,
17/10/2014 21.00,"2,0","36,6","56,1","0,8",,,,
17/10/2014 22.00,"1,6","24,4","35,3","0,7","41,8",,,
17/10/2014 23.00,"1,6","22,8","34,6","0,7",,,,
18/10/2014 0.00,"1,6","15,6","23,1","0,6","43,5",,,
18/10/2014 1.00,"1,6","8,8","13,0","0,6",,,,
18/10/2014 2.00,"1,6","9,0","12,8","0,5","38,6",,,
18/10/2014 3.00,"1,5","9,6","14,7","0,5",,,,
18/10/2014 4.00,"1,4","8,3","12,2","0,5","30,8",,,
18/10/2014 5.00,"1,3","10,5","15,7","0,5",,,,
18/10/2014 6.00,"1,7","18,5","31,5","0,6","17,1",,,
18/10/2014 7.00,"1,7","24,6","45,4","0,7",,,,
18/10/2014 8.00,"1,4","15,7","26,9","0,6","9,8",,,
18/10/2014 9.00,"1,7","12,4","21,4","0,6",,,,
18/10/2014 10.00,"1,5","10,8","19,1","0,6","19,8",,,
18/10/2014 11.00,"1,4","10,8","18,2","0,6",,,,
18/10/2014 12.00,"1,7","10,3","17,3","0,6","13,7",,,
18/10/2014 13.00,"1,7","9,4","15,3","0,6",,,,
18/10/2014 14.00,"1,6","5,7","9,1","0,6","14,7",,,
18/10/2014 15.00,"1,8","4,7","7,7","0,6",,,,
18/10/2014 16.00,"1,9","5,9","9,3","0,6","18,8",,,
18/10/2014 17.00,"1,7","7,2","11,3","0,6",,,,
18/10/2014 18.00,"1,9","11,7","16,4","0,6","17,1",,,
18/10/2014 19.00,"1,7","13,0","17,6","0,6",,,,
18/10/2014 20.00,"1,6","10,6","15,0","0,6","17,6",,,
18/10/2014 21.00,"1,5","8,1","11,2","0,5",,,,
18/10/2014 22.00,"1,7","6,7","9,2","0,5","14,4",,,
18/10/2014 23.00,"1,6","6,5","9,3","0,5",,,,
19/10/2014 0.00,"1,6","6,0","8,8","0,5","14,9",,,
19/10/2014 1.00,,"9,6","13,3","0,6",,,,
19/10/2014 2.00,"1,7",,,"0,5","17,1",,,
19/10/2014 3.00,"1,6","9,1","11,6","0,5",,,,
19/10/2014 4.00,"1,3","5,1","7,5","0,5","10,3",,,
19/10/2014 5.00,"1,1","6,2","9,1","0,5",,,,
19/10/2014 6.00,"1,6","7,2","10,5","0,5","6,1",,,
19/10/2014 7.00,"1,2","8,5","13,0","0,5",,,,
19/10/2014 8.00,"1,5","9,3","13,2","0,5","4,4",,,
19/10/2014 9.00,"1,4","10,7","16,0","0,6",,,,
19/10/2014 10.00,"1,5","10,8","16,5","0,6","9,5",,,
19/10/2014 11.00,"1,7","9,1","14,8","0,6",,,,
19/10/2014 12.00,"1,7","8,3","13,0","0,5","6,1",,,
19/10/2014 13.00,"1,4","7,9","12,3","0,5",,,,
19/10/2014 14.00,"1,3","5,9","9,1","0,5","4,9",,,
19/10/2014 15.00,"1,5","6,3","9,4","0,5",,,,
19/10/2014 16.00,"1,2","6,0","9,6","0,5","4,2",,,
19/10/2014 17.00,"1,7","11,9","17,1","0,5",,,,
19/10/2014 18.00,"1,5","14,2","20,3","0,6","10,3",,,
19/10/2014 19.00,"1,8","23,3","30,5","0,6",,,,
