Stat,TA -S.VITO Colonia Marina,,,,,
Parm,SO2,NOX,NO2,PM10,CO,IPA TOT
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,mg/m3 293K,ng/m3
05/04/2014 0.00,"0,7","21,1","9,0","24,0","0,3","8,3"
05/04/2014 1.00,"0,4","14,6","3,9","14,3","0,3","4,1"
05/04/2014 2.00,"0,7","14,2","1,2","14,3","0,2","2,5"
05/04/2014 3.00,"0,8",,,"14,3","0,2","2,0"
05/04/2014 4.00,"0,9",,,"14,3","0,2","1,6"
05/04/2014 5.00,"0,7","14,4","0,7","14,3","0,2","2,7"
05/04/2014 6.00,"1,0","16,6","2,7","14,3","0,2","3,2"
05/04/2014 7.00,"1,1","30,4","12,1","14,3","0,2","10,7"
05/04/2014 8.00,"1,1","25,3","8,5","14,3","0,3","10,9"
05/04/2014 9.00,"0,9","21,0","5,5","14,3","0,3","7,8"
05/04/2014 10.00,"0,7","14,8","1,5","14,3","0,2","4,2"
05/04/2014 11.00,"0,7","12,2","0,9","14,3","0,2","5,1"
05/04/2014 12.00,"0,5","11,0","0,6","14,3","0,2","4,8"
05/04/2014 13.00,"0,7","11,1","0,8","14,3","0,2","8,4"
05/04/2014 14.00,"0,5",,,"14,3","0,2","4,5"
05/04/2014 15.00,"0,6",,,"14,3","0,2","3,6"
05/04/2014 16.00,"0,5",,,"14,3","0,2","4,5"
05/04/2014 17.00,"0,7","14,8","2,8","14,3","0,2","6,4"
05/04/2014 18.00,"0,4","17,9","5,8","14,3","0,2","8,6"
05/04/2014 19.00,"0,5","24,3","12,4","14,3","0,3","13,6"
05/04/2014 20.00,"0,8","34,2","20,9","14,3","0,3","13,0"
05/04/2014 21.00,,,,"14,3",,
05/04/2014 22.00,"0,7","58,7","10,7","14,3",,"3,0"
05/04/2014 23.00,"0,8","31,1","7,4","14,3","0,2","3,0"
06/04/2014 0.00,"0,9","20,9","2,1","14,3","0,2","2,5"
06/04/2014 1.00,,"15,8",,"12,4","0,1","1,7"
06/04/2014 2.00,"0,6",,,"12,4","0,1","1,7"
06/04/2014 3.00,"0,5","19,6","2,7","12,4",,"2,1"
06/04/2014 4.00,"0,4","17,7","1,5","12,4","0,2","2,1"
06/04/2014 5.00,"0,5","16,8","1,5","12,4","0,2","1,8"
06/04/2014 6.00,"0,5","21,8","6,2","12,4","0,2","2,1"
06/04/2014 7.00,"0,6","21,5","6,1","12,4","0,2","2,9"
06/04/2014 8.00,"0,5","21,2","5,1","12,4","0,2","3,0"
06/04/2014 9.00,"0,7","22,6","5,1","12,4","0,2","5,0"
06/04/2014 10.00,"0,5","15,5","0,9","12,4","0,2","2,9"
06/04/2014 11.00,"0,6","19,6","4,2","12,4","0,2","4,9"
06/04/2014 12.00,"0,5","15,5","0,9","12,4","0,2","5,3"
06/04/2014 13.00,"0,5","11,6",,"12,4","0,2","2,4"
06/04/2014 14.00,"0,6","15,6","2,1","12,4","0,2","2,6"
06/04/2014 15.00,"0,4","16,2","1,5","12,4","0,2","2,0"
06/04/2014 16.00,"0,4","15,4","1,4","12,4","0,2","1,8"
06/04/2014 17.00,"0,5",,,"12,4","0,2","2,1"
06/04/2014 18.00,"0,6","11,8","0,5","12,4","0,2","2,0"
06/04/2014 19.00,"0,4","13,8","0,9","12,4","0,2","2,1"
06/04/2014 20.00,"0,4","14,5","1,1","12,4","0,2","2,0"
06/04/2014 21.00,"0,4","20,2","5,3","12,4","0,2","2,2"
06/04/2014 22.00,"0,7","26,5","13,4","12,4","0,2","2,3"
06/04/2014 23.00,"0,5","9,7","2,9","12,4","0,2","1,7"
07/04/2014 0.00,"0,6","7,6",,"12,4","0,2","1,5"
07/04/2014 1.00,"0,4","13,8","4,4","21,5","0,2","3,5"
07/04/2014 2.00,"0,8","8,5","0,5","21,5","0,2","1,5"
07/04/2014 3.00,"0,7",,,"21,5","0,2","1,5"
07/04/2014 4.00,"0,5","7,5","0,6","21,5","0,2","1,6"
07/04/2014 5.00,"0,7",,,"21,5","0,2","1,6"
07/04/2014 6.00,"0,7","6,8",,"21,5","0,2","1,7"
07/04/2014 7.00,"0,5","11,2","0,7","21,5","0,2","3,0"
07/04/2014 8.00,"0,6","19,6","6,8","21,5","0,2","3,5"
07/04/2014 9.00,"0,6","11,8","2,0","21,5","0,2","2,7"
07/04/2014 10.00,"0,5","13,2","2,8","21,5","0,3","2,4"
07/04/2014 11.00,"0,5","9,8","1,0","21,5","0,3","2,0"
07/04/2014 12.00,"0,4","9,7","0,8","21,5","0,3","1,9"
07/04/2014 13.00,"0,3","10,1","1,2","21,5","0,2","1,9"
07/04/2014 14.00,"0,6","13,9","4,0","21,5","0,2","2,0"
07/04/2014 15.00,"0,4","12,6","2,6","21,5","0,2","2,1"
07/04/2014 16.00,"0,3","14,5","4,1","21,5","0,2","2,1"
07/04/2014 17.00,"0,3","16,5","5,7","21,5","0,2","2,6"
07/04/2014 18.00,"0,4","17,3","6,6","21,5","0,2","2,4"
07/04/2014 19.00,"0,7","27,6","15,2","21,5","0,3","2,6"
07/04/2014 20.00,"0,5","27,6","14,9","21,5","0,3","2,2"
07/04/2014 21.00,"0,8","16,1","4,0","21,5","0,2","2,0"
07/04/2014 22.00,"0,6","18,2","6,8","21,5","0,2","2,5"
07/04/2014 23.00,"0,5","13,0","5,1","21,5","0,2","1,8"
08/04/2014 0.00,"0,4","9,6","1,5","21,5","0,2","1,5"
08/04/2014 1.00,,,,"25,1","0,2","1,5"
08/04/2014 2.00,"0,5",,,"25,1","0,2","1,8"
08/04/2014 3.00,"0,4","11,4","1,9","25,1",,"1,5"
08/04/2014 4.00,"0,5",,,"25,1","0,2","1,4"
08/04/2014 5.00,"0,5",,,"25,1","0,2","1,6"
08/04/2014 6.00,"0,5","11,1","1,2","25,1","0,2","2,7"
08/04/2014 7.00,"0,5","24,3","9,8","25,1","0,2","5,0"
08/04/2014 8.00,"0,4","16,8","3,9","25,1","0,2","4,5"
08/04/2014 9.00,"0,5","13,5","3,4","25,1","0,2","3,0"
08/04/2014 10.00,"0,5","6,2","0,5","25,1","0,2","2,6"
08/04/2014 11.00,"0,3","8,0","2,0","25,1","0,2","3,5"
08/04/2014 12.00,"0,4","9,0","3,2","25,1","0,2","4,1"
08/04/2014 13.00,"0,3","8,0","1,9","25,1","0,2","4,5"
08/04/2014 14.00,"0,4","9,7","3,2","25,1","0,2","4,0"
08/04/2014 15.00,"0,4","15,8","6,8","25,1","0,2","4,9"
08/04/2014 16.00,"0,3","11,9","4,0","25,1","0,2","6,7"
08/04/2014 17.00,"0,3","13,5","4,2","25,1","0,2","5,1"
08/04/2014 18.00,"0,4","13,9","3,6","25,1","0,2","7,6"
08/04/2014 19.00,"0,4","20,8","9,5","25,1","0,3","10,3"
08/04/2014 20.00,"0,4","20,6","9,6","25,1","0,3","10,2"
08/04/2014 21.00,"0,4","34,6","21,4","25,1","0,3","17,5"
08/04/2014 22.00,"0,3","27,8","15,3","25,1","0,3","9,0"
08/04/2014 23.00,"0,5","24,9","15,2","25,1","0,3","10,3"
09/04/2014 0.00,"0,5","19,8","10,9","25,1","0,3","6,6"
09/04/2014 1.00,"0,5","14,4","5,7","25,7","0,3","6,2"
09/04/2014 2.00,"0,5","11,9","2,6","25,7","0,2","2,7"
09/04/2014 3.00,"0,5","10,2","1,8","25,7","0,2","2,2"
09/04/2014 4.00,"0,5","13,5","4,5","25,7","0,2","2,8"
09/04/2014 5.00,"0,5","17,9","7,6","25,7","0,2","8,6"
09/04/2014 6.00,"0,6","34,1","16,8","25,7","0,3","13,7"
09/04/2014 7.00,"0,7","92,2","39,3","25,7","0,5","53,6"
09/04/2014 8.00,"0,5","61,4","32,7","25,7","0,4","22,2"
09/04/2014 9.00,"0,4","24,7","10,6","25,7","0,3","3,2"
09/04/2014 10.00,"0,3","18,9","8,3","25,7","0,3","3,9"
09/04/2014 11.00,"0,3","16,0","7,0","25,7","0,2","5,9"
09/04/2014 12.00,"0,4","14,2","5,1","25,7","0,2","6,1"
09/04/2014 13.00,"0,4","11,3","2,1","25,7","0,2","5,0"
09/04/2014 14.00,"0,2","12,2","1,0","25,7","0,2","3,6"
09/04/2014 15.00,"0,4","23,1","12,9","25,7","0,4","3,8"
09/04/2014 16.00,"0,8","26,8","14,3","25,7","0,4","12,2"
09/04/2014 17.00,"0,7","28,3","16,0","25,7","0,3","14,1"
09/04/2014 18.00,"0,6","17,8","7,4","25,7","0,3","4,5"
09/04/2014 19.00,"0,5","13,1","2,5","25,7","0,2","1,9"
09/04/2014 20.00,"0,5","18,5","8,1","25,7",,"2,1"
09/04/2014 21.00,"0,4","13,6","1,5","25,7",,"1,6"
09/04/2014 22.00,"0,5","14,7","3,9","25,7",,"1,7"
09/04/2014 23.00,"0,5","12,8","5,5","25,7",,"1,7"
10/04/2014 0.00,"0,4","9,8","2,3","25,7",,"1,7"
10/04/2014 1.00,,"7,4","0,9","9,5",,"1,4"
10/04/2014 2.00,"1,3",,,"9,5",,"1,5"
10/04/2014 3.00,"1,5",,,"9,5",,"1,5"
10/04/2014 4.00,"1,5","5,9",,"9,5",,"1,5"
10/04/2014 5.00,"1,4","8,7","0,7","9,5",,"1,5"
10/04/2014 6.00,"1,4",,,"9,5",,"1,4"
10/04/2014 7.00,"1,5","12,0","1,5","9,5",,"1,9"
10/04/2014 8.00,"1,6","12,9","2,7","9,5",,"1,9"
10/04/2014 9.00,"1,5","11,2","2,3","9,5",,"2,0"
10/04/2014 10.00,"2,1","9,9","1,8","9,5",,"1,8"
10/04/2014 11.00,"1,5","9,3","1,5","9,5",,"2,1"
10/04/2014 12.00,"1,8","8,5","0,8","9,5",,"1,6"
10/04/2014 13.00,"2,0",,,"9,5",,"1,4"
10/04/2014 14.00,"1,8",,,"9,5",,"1,6"
10/04/2014 15.00,"2,0",,,"9,5",,"1,5"
10/04/2014 16.00,"1,9",,,"9,5",,"1,4"
10/04/2014 17.00,"1,9",,,"9,5",,"1,7"
10/04/2014 18.00,"2,4","9,3","1,7","9,5",,"1,6"
10/04/2014 19.00,"2,8","17,1","6,9","9,5",,"1,6"
10/04/2014 20.00,"2,8","16,3","6,2","9,5",,"1,4"
10/04/2014 21.00,"2,6","25,0","12,2","9,5",,"1,5"
10/04/2014 22.00,"3,0","36,3","23,9","9,5",,"1,6"
10/04/2014 23.00,"3,2","30,3","23,2","9,5",,"2,2"
11/04/2014 0.00,"2,9","30,9","20,4","9,5",,"5,4"
11/04/2014 1.00,"2,9","10,5","1,8","14,9",,"1,4"
11/04/2014 2.00,"3,1","21,5","8,8","14,9",,"3,1"
11/04/2014 3.00,"3,1","17,3","6,6","14,9",,"3,6"
11/04/2014 4.00,"3,4","19,5","8,8","14,9",,"1,8"
11/04/2014 5.00,"3,2","19,4","6,1","14,9",,"3,1"
11/04/2014 6.00,"2,9","34,4","17,7","14,9",,"8,7"
11/04/2014 7.00,"3,2","101,6","46,5","14,9",,"47,7"
11/04/2014 8.00,"3,5","81,2","44,2","14,9",,"32,6"
11/04/2014 9.00,"3,3","19,1","4,8","14,9",,"2,5"
11/04/2014 10.00,"2,7","19,8","5,0","14,9",,"2,7"
11/04/2014 11.00,"2,6","16,1","3,7","14,9",,"2,3"
11/04/2014 12.00,"3,0","16,5","5,6","14,9",,"2,3"
11/04/2014 13.00,"2,6","16,2","6,4","14,9",,"2,7"
11/04/2014 14.00,"2,6","15,7","5,5","14,9",,"2,8"
11/04/2014 15.00,"2,6","8,8","1,6","14,9",,"1,8"
11/04/2014 16.00,"2,7","10,4","1,1","14,9",,"2,3"
11/04/2014 17.00,"2,8","11,3","1,1","14,9",,"2,8"
11/04/2014 18.00,"2,7","15,6","3,6","14,9",,"3,0"
11/04/2014 19.00,"2,3","14,1","2,9","14,9",,"2,9"
11/04/2014 20.00,"3,0","18,3","8,1","14,9",,"2,6"
11/04/2014 21.00,"2,7","31,7","21,4","14,9",,"10,1"
11/04/2014 22.00,"2,7","33,3","21,0","14,9",,"18,0"
11/04/2014 23.00,"3,1","27,5","16,5","14,9",,"13,2"
12/04/2014 0.00,"2,9","23,9","13,4","14,9",,"7,4"
12/04/2014 1.00,,"20,9","9,2","12,7",,"7,9"
12/04/2014 2.00,"0,7",,,"12,7",,"4,8"
12/04/2014 3.00,"1,0","17,5","5,8","12,7",,"4,3"
12/04/2014 4.00,"0,8","16,3","2,7","12,7",,"2,6"
12/04/2014 5.00,"1,0","19,6","3,6","12,7",,"3,7"
12/04/2014 6.00,"0,9","33,6","11,6","12,7",,"9,7"
12/04/2014 7.00,"1,0","39,8","17,7","12,7",,"18,1"
12/04/2014 8.00,"0,8","35,9","15,7","12,7",,"12,5"
12/04/2014 9.00,"0,8","23,8","8,6","12,7",,"7,4"
12/04/2014 10.00,"0,7","15,1","3,3","12,7",,"4,7"
12/04/2014 11.00,"0,5","12,2","1,7","12,7",,"4,0"
12/04/2014 12.00,"0,5",,,"12,7",,"3,8"
12/04/2014 13.00,"0,5","9,2","0,8","12,7",,"3,4"
12/04/2014 14.00,"0,3",,,"12,7",,"3,1"
12/04/2014 15.00,"0,5",,,"12,7",,"3,2"
12/04/2014 16.00,"0,4",,,"12,7",,"4,0"
12/04/2014 17.00,"0,5","9,2","1,1","12,7",,"4,3"
12/04/2014 18.00,"0,5","10,3","0,9","12,7",,"6,1"
12/04/2014 19.00,"0,4","15,7","3,6","12,7",,"11,1"
12/04/2014 20.00,"0,4","18,3","6,0","12,7",,"8,1"
12/04/2014 21.00,"0,5","23,9","10,0","12,7",,"15,7"
12/04/2014 22.00,"0,5","34,8","20,9","12,7",,"16,2"
12/04/2014 23.00,"0,4","24,4","14,6","12,7",,"13,7"
13/04/2014 0.00,"0,5","21,4","12,0","12,7",,"13,0"
13/04/2014 1.00,"0,4","21,2","11,7","9,5",,"14,7"
13/04/2014 2.00,"0,3","19,1","9,9","9,5",,"8,8"
13/04/2014 3.00,"0,5","11,8","2,5","9,5",,"5,8"
13/04/2014 4.00,"0,6","14,5","4,9","9,5",,"8,2"
13/04/2014 5.00,"0,5","13,3","4,1","9,5",,"9,2"
13/04/2014 6.00,"0,5","10,3","1,3","9,5",,"5,6"
13/04/2014 7.00,"0,5","10,0","1,1","9,5",,"3,4"
13/04/2014 8.00,"0,5","11,9","0,6","9,5",,"5,4"
13/04/2014 9.00,"0,5","15,2","4,8","9,5",,"3,5"
13/04/2014 10.00,"0,5","19,9","8,5","9,5",,"2,3"
13/04/2014 11.00,"0,6","15,5","2,0","9,5",,"1,9"
13/04/2014 12.00,"0,5","23,0","7,1","9,5",,"1,7"
13/04/2014 13.00,"0,3","12,3","0,7","9,5",,"1,9"
13/04/2014 14.00,"0,3",,,"9,5",,"1,6"
13/04/2014 15.00,"0,3","14,1","2,7","9,5",,"1,5"
13/04/2014 16.00,"0,3","11,0",,"9,5",,"1,5"
13/04/2014 17.00,"0,4","9,5",,"9,5",,"1,5"
13/04/2014 18.00,"0,3","9,0",,"9,5",,"1,6"
13/04/2014 19.00,"0,6",,,"9,5",,"1,8"
13/04/2014 20.00,"0,4",,,"9,5",,"1,7"
13/04/2014 21.00,"0,4",,,"9,5",,"1,7"
13/04/2014 22.00,"0,4",,,"9,5",,"1,6"
13/04/2014 23.00,"0,3","18,6","7,5","9,5",,"1,6"
14/04/2014 0.00,"0,5","13,8","3,4","9,5",,"1,6"
14/04/2014 1.00,,"10,1","1,2","12,4",,"1,7"
14/04/2014 2.00,"0,5",,,"12,4",,"2,0"
14/04/2014 3.00,"0,4","18,0","8,7","12,4",,"1,8"
14/04/2014 4.00,"0,5",,,"12,4",,"1,4"
14/04/2014 5.00,"0,3","7,6",,"12,4",,"1,4"
14/04/2014 6.00,"0,7","10,1","0,7","12,4",,"1,6"
14/04/2014 7.00,"0,5","14,5","2,3","12,4",,"1,8"
14/04/2014 8.00,"0,3",,,"12,4",,"1,8"
14/04/2014 9.00,"0,2","11,2","1,7","12,4",,"2,3"
14/04/2014 10.00,"0,4","9,6","2,2","12,4",,"2,4"
14/04/2014 11.00,"0,3",,,"12,4",,"1,9"
14/04/2014 12.00,"0,3","7,0","0,6","12,4",,"2,3"
14/04/2014 13.00,"0,2",,,"12,4",,"2,5"
14/04/2014 14.00,"0,2","7,0","2,1","12,4",,"2,7"
14/04/2014 15.00,"0,2",,,"12,4",,"2,7"
14/04/2014 16.00,"0,3","6,6","1,1","12,4",,"4,0"
14/04/2014 17.00,"0,3","8,2","1,5","12,4",,"3,2"
14/04/2014 18.00,"0,3","12,4","2,5","12,4",,"4,9"
14/04/2014 19.00,"0,4","22,4","11,5","12,4",,"17,5"
14/04/2014 20.00,"0,4","61,0","45,1","12,4",,"34,8"
14/04/2014 21.00,"0,5","60,1","37,3","12,4",,"22,1"
14/04/2014 22.00,"0,4","55,4","39,2","12,4",,"21,6"
14/04/2014 23.00,"0,6","36,1","23,9","12,4",,"24,8"
15/04/2014 0.00,"0,4","35,4","21,8","12,4",,"17,4"
15/04/2014 1.00,"0,4","15,8","6,1","5,8",,"7,2"
15/04/2014 2.00,"0,4","10,7","1,5","5,8",,"3,8"
15/04/2014 3.00,"0,4",,,"5,8",,"1,6"
15/04/2014 4.00,"0,3",,,"5,8",,"1,5"
15/04/2014 5.00,"0,3","11,8","2,0","5,8",,"4,1"
15/04/2014 6.00,"0,4","48,1","26,3","5,8",,"24,3"
15/04/2014 7.00,"0,3","22,2","8,3","5,8",,"5,2"
15/04/2014 8.00,"0,3","15,2","3,7","5,8",,"3,5"
15/04/2014 9.00,"0,5","8,9","0,8","5,8",,"2,8"
15/04/2014 10.00,"0,4",,,"5,8","0,2","4,0"
15/04/2014 11.00,"0,3",,,"5,8","0,2","3,2"
15/04/2014 12.00,"0,3","4,1","0,7","5,8","0,2","3,2"
15/04/2014 13.00,"0,3","4,1","0,5","5,8","0,3","4,1"
15/04/2014 14.00,"0,5",,,"5,8","0,3","3,1"
15/04/2014 15.00,"0,5","6,5","1,0","5,8","0,3","6,8"
15/04/2014 16.00,"0,3","9,8","1,3","5,8","0,3","6,7"
15/04/2014 17.00,"0,7","10,3","2,5","5,8","0,3","2,8"
15/04/2014 18.00,"0,5","18,9","7,2","5,8","0,4","1,9"
15/04/2014 19.00,"0,6","30,1","16,5","5,8","0,5","2,0"
15/04/2014 20.00,"0,5","24,1","11,0","5,8","0,4","1,5"
15/04/2014 21.00,"0,4","14,0","3,9","5,8","0,3","1,5"
15/04/2014 22.00,"0,5",,,"5,8","0,2","1,4"
15/04/2014 23.00,"0,5","6,5",,"5,8","0,2","1,4"
16/04/2014 0.00,"0,4",,,"5,8","0,2","1,4"
16/04/2014 1.00,,"4,9",,"7,0","0,2","1,5"
16/04/2014 2.00,"1,1",,,"7,0","0,2","1,4"
16/04/2014 3.00,"1,0",,,"7,0",,"1,4"
16/04/2014 4.00,"0,9","7,9",,"7,0","0,2","1,3"
16/04/2014 5.00,"1,2",,,"7,0","0,2","1,4"
16/04/2014 6.00,"1,3",,,"7,0","0,2","1,3"
16/04/2014 7.00,"1,1","15,2","3,6","7,0","0,2","1,6"
16/04/2014 8.00,"1,1","14,2","1,1","7,0","0,2","1,7"
16/04/2014 9.00,"1,5","14,2","1,7","7,0","0,2","1,9"
16/04/2014 10.00,"1,9","17,7","5,9","7,0","0,2","1,7"
16/04/2014 11.00,"1,8","10,8","1,3","7,0","0,2","1,5"
16/04/2014 12.00,"1,6",,,"7,0","0,2","1,5"
16/04/2014 13.00,"1,5","11,0","0,6","7,0","0,2","1,6"
16/04/2014 14.00,"1,9","11,3","1,1","7,0","0,2","1,5"
16/04/2014 15.00,"2,1","9,9","1,7","7,0","0,2","1,6"
16/04/2014 16.00,"1,9","10,8","1,9","7,0","0,2","1,7"
16/04/2014 17.00,"1,5","12,7","2,0","7,0","0,2","1,6"
16/04/2014 18.00,"1,9","9,9","2,3","7,0","0,2","1,8"
16/04/2014 19.00,"1,9","8,6",,"7,0","0,2","1,5"
16/04/2014 20.00,"1,9","16,6","7,7","7,0","0,2","6,1"
16/04/2014 21.00,"2,0","10,4","0,6","7,0","0,2","1,5"
16/04/2014 22.00,"1,8","7,5",,"7,0","0,2","1,3"
16/04/2014 23.00,"1,8","4,1",,"7,0","0,2","1,3"
17/04/2014 0.00,"1,9","4,1",,"7,0","0,2","1,2"
17/04/2014 1.00,"1,8","5,9",,"4,6","0,2","1,4"
17/04/2014 2.00,"1,9","6,6",,"4,6","0,2","1,4"
17/04/2014 3.00,"1,8",,,"4,6","0,2","1,8"
17/04/2014 4.00,"1,9","8,3",,"4,6","0,2","1,3"
17/04/2014 5.00,"2,2","12,3","1,7","4,6","0,2","2,4"
17/04/2014 6.00,"2,1","13,2","1,5","4,6","0,2","2,2"
17/04/2014 7.00,"2,0","16,1","3,5","4,6","0,2","1,7"
17/04/2014 8.00,"2,2","22,5","10,3","4,6","0,4","2,3"
17/04/2014 9.00,"2,1","18,5","5,0","4,6","0,3","2,0"
17/04/2014 10.00,"1,8","24,8","7,9","4,6","0,3","2,9"
17/04/2014 11.00,"1,9","16,3","2,1","4,6","0,2","1,7"
17/04/2014 12.00,"1,6","18,6","4,7","4,6","0,3","1,9"
17/04/2014 13.00,"2,0","18,2","1,9","4,6","0,3","1,6"
17/04/2014 14.00,"1,7","14,5","1,4","4,6","0,2","1,6"
17/04/2014 15.00,"1,8","11,7","1,0","4,6","0,2","1,5"
17/04/2014 16.00,"1,8","15,0","3,5","4,6","0,3","1,9"
17/04/2014 17.00,"1,7","18,7","5,2","4,6","0,3","1,9"
17/04/2014 18.00,"1,9","13,1","2,0","4,6","0,2","1,9"
17/04/2014 19.00,"1,8","11,2","1,7","4,6","0,2","1,5"
17/04/2014 20.00,"1,8","11,5","1,7","4,6","0,2","1,5"
17/04/2014 21.00,"1,9","10,9","0,8","4,6","0,2","1,6"
17/04/2014 22.00,"2,1","7,4",,"4,6","0,2","1,4"
17/04/2014 23.00,"2,3",,,"4,6","0,2","1,4"
18/04/2014 0.00,"2,1",,,"4,6","0,2","1,4"
18/04/2014 1.00,,"8,0","0,7","7,6","0,2","1,3"
18/04/2014 2.00,"1,0",,,"7,6","0,2","1,5"
18/04/2014 3.00,"0,9","11,2","1,0","7,6",,"1,4"
18/04/2014 4.00,"0,9",,,"7,6","0,2","1,4"
18/04/2014 5.00,"1,0",,,"7,6","0,2","1,3"
18/04/2014 6.00,"1,0","10,1","0,9","7,6","0,2","1,4"
18/04/2014 7.00,"1,0","13,8","0,8","7,6","0,2","1,7"
18/04/2014 8.00,"0,7","13,2","2,0","7,6","0,2","1,9"
18/04/2014 9.00,"0,8","8,9","0,9","7,6","0,2","1,6"
18/04/2014 10.00,"0,9","8,1","1,1","7,6","0,2","1,6"
18/04/2014 11.00,"0,7","7,0","0,7","7,6","0,2","1,7"
18/04/2014 12.00,"0,8","7,5","0,9","7,6","0,2","1,7"
18/04/2014 13.00,"1,0","7,3","0,6","7,6","0,2","1,6"
18/04/2014 14.00,"0,9",,,"7,6","0,2","1,8"
18/04/2014 15.00,"1,1",,,"7,6","0,2","2,0"
18/04/2014 16.00,"0,8",,,"7,6","0,2","2,3"
18/04/2014 17.00,"0,9",,,"7,6","0,3","2,7"
18/04/2014 18.00,"0,9",,,"7,6","0,3","2,1"
18/04/2014 19.00,"0,8","11,5","0,8","7,6","0,3","2,6"
18/04/2014 20.00,"0,8","12,9","1,3","7,6","0,3","3,2"
18/04/2014 21.00,"0,7","9,8","0,6","7,6","0,3","2,3"
18/04/2014 22.00,"0,7","8,9","2,6","7,6","0,3","2,6"
18/04/2014 23.00,"0,5","7,4","0,8","7,6","0,3","2,3"
19/04/2014 0.00,"0,6","9,2","2,0","7,6","0,3","2,1"
19/04/2014 1.00,"0,6","9,2","2,3","13,2","0,3","1,7"
19/04/2014 2.00,"0,6",,,"13,2","0,3","1,5"
19/04/2014 3.00,"0,6",,,"13,2","0,3","1,3"
19/04/2014 4.00,"0,6","7,3","1,6","13,2","0,3","1,4"
19/04/2014 5.00,"0,9","30,1","13,9","13,2","0,3","17,1"
19/04/2014 6.00,"0,8","47,0","21,1","13,2","0,4","21,7"
19/04/2014 7.00,"0,8","24,9","10,0","13,2","0,3","8,9"
19/04/2014 8.00,"0,5",,,"13,2","0,2","2,4"
19/04/2014 9.00,"0,6","13,6","4,4","13,2","0,2","1,9"
19/04/2014 10.00,"0,5","9,8","3,5","13,2","0,2","1,8"
19/04/2014 11.00,"0,4","7,5","2,3","13,2","0,2","4,0"
19/04/2014 12.00,"0,3","5,8","0,8","13,2","0,2","3,9"
19/04/2014 13.00,"0,6","6,3","0,7","13,2","0,2","3,7"
19/04/2014 14.00,"0,3",,,"13,2","0,2","2,5"
19/04/2014 15.00,"0,3",,,"13,2","0,3","3,6"
19/04/2014 16.00,"0,4","11,6","1,3","13,2","0,3","4,1"
19/04/2014 17.00,"0,5","11,5","1,0","13,2","0,3","3,9"
19/04/2014 18.00,"0,6","14,8","2,7","13,2","0,3","6,3"
19/04/2014 19.00,"0,5","15,9","3,6","13,2","0,3","22,9"
19/04/2014 20.00,"0,5","16,5","5,3","13,2","0,3","10,7"
19/04/2014 21.00,"0,4","17,3","6,9","13,2","0,4","14,2"
19/04/2014 22.00,"0,5","16,8","6,3","13,2","0,3","6,8"
19/04/2014 23.00,"0,6","16,8","10,8","13,2","0,3","9,9"
20/04/2014 0.00,"0,4","20,6","12,6","13,2","0,3","10,9"
20/04/2014 1.00,,"16,4","8,5","24,8","0,3","10,6"
20/04/2014 2.00,"0,8",,,"24,8","0,3","10,1"
20/04/2014 3.00,"1,0","11,5","2,8","24,8",,"4,2"
20/04/2014 4.00,"1,0","8,5","0,6","24,8","0,2","4,0"
20/04/2014 5.00,"1,0","8,6","1,2","24,8","0,2","5,0"
20/04/2014 6.00,"0,8","5,2",,"24,8","0,2","2,4"
20/04/2014 7.00,"0,8",,,"24,8","0,2","3,2"
20/04/2014 8.00,"0,8",,,"24,8","0,3","3,9"
20/04/2014 9.00,"0,4",,,"24,8","0,3","5,4"
20/04/2014 10.00,"0,5",,,"24,8","0,3","3,5"
20/04/2014 11.00,"0,5","9,5","1,9","24,8","0,2","5,3"
20/04/2014 12.00,"0,4","7,7","0,6","24,8","0,3","3,9"
20/04/2014 13.00,"0,4",,,"24,8","0,3","4,2"
20/04/2014 14.00,"0,5","4,0",,"24,8","0,3","2,6"
20/04/2014 15.00,"0,4","6,1",,"24,8","0,2","1,9"
20/04/2014 16.00,"0,4","8,7",,"24,8","0,2","2,4"
20/04/2014 17.00,"0,5","10,3",,"24,8","0,2","3,8"
20/04/2014 18.00,"0,4","11,4","0,6","24,8","0,3","5,3"
20/04/2014 19.00,"0,4","10,8","1,1","24,8","0,3","7,5"
20/04/2014 20.00,"0,4","10,1","1,0","24,8","0,2","5,2"
20/04/2014 21.00,"0,5","9,6","0,7","24,8","0,3","6,7"
20/04/2014 22.00,"0,4",,,"24,8","0,2","3,6"
20/04/2014 23.00,"0,5",,,"24,8","0,2","3,7"
21/04/2014 0.00,"0,5","4,0",,"24,8","0,2","3,5"
21/04/2014 1.00,"0,5","3,0",,"33,7","0,2","2,8"
21/04/2014 2.00,"0,3","2,2",,"33,7","0,2","1,9"
21/04/2014 3.00,"0,4","1,9",,"33,7","0,2","1,6"
21/04/2014 4.00,"0,3","1,4",,"33,7","0,2","1,5"
21/04/2014 5.00,"0,5","2,1",,"33,7","0,2","1,6"
21/04/2014 6.00,"0,3","2,5",,"33,7","0,2","1,8"
21/04/2014 7.00,"0,3","4,7",,"33,7","0,2","2,5"
21/04/2014 8.00,"0,5","5,7",,"33,7","0,2","5,0"
21/04/2014 9.00,"0,6","7,8",,"33,7","0,2","3,4"
21/04/2014 10.00,"0,4","7,4",,"33,7","0,3","3,7"
21/04/2014 11.00,"0,2",,,"33,7","0,3","6,1"
