,Provincia di Lecce,,,,,,
,Campi Salentina,,,,,,
Parm,NOX,NO2,PM10,PM2.5,CO,O3,BENZENE



11/01/2010 12.00,"19,3394976","14,62215193",,,"0,2043911","40,8132312","1,31660617"
11/01/2010 13.00,"15,50208874","12,07020935",,,"0,18750908","52,27699995","1,24900313"
11/01/2010 14.00,"22,51223216","15,89244266",,,"0,34208944","46,18191585","1,14154385"
11/01/2010 15.00,"15,54829414","12,1456454",,,"0,18742171","66,4816992","1,81625216"
11/01/2010 16.00,"18,73966305","15,48847722",,,"0,25311606","51,78371625","1,03969842"
11/01/2010 17.00,"31,42731456","25,5023516",,,"0,46230579","40,8571611","1,71770995"
11/01/2010 18.00,"47,72298464","34,69941576",,,"0,60025344","19,52690439","2,51997243"
11/01/2010 19.00,"34,82457528","28,37146056",,,"0,32189649","20,47713885","2,4787941"
11/01/2010 20.00,"33,62001528","28,0340308",,,"0,49378409","18,16362713","1,85935669"
11/01/2010 21.00,"39,34939976","29,61093368",,,"0,47476663","10,36146941","2,69035655"
11/01/2010 22.00,"51,39748536","30,5811016",,,"0,44642334","4,30862544","2,26370877"
11/01/2010 23.00,"31,3535496","24,79177592",,,"0,35869069","13,36425164","1,9548713"
12/01/2010 0.00,"33,2990096","27,84420744",,,"0,52097985","11,40632273","1,89018603"
12/01/2010 1.00,"16,4983287","15,72615411","20,53404999","16,41024971","0,30828347","20,21359935","2,22407222"
12/01/2010 2.00,,,"20,53404999","16,41024971","0,32365564","22,20109815","1,82302335"
12/01/2010 3.00,"8,61677598","7,66798996","20,53404999","16,41024971",,"38,52167445","1,70108505"
12/01/2010 4.00,"6,70535914","5,56462744","20,53404999","16,41024971","0,05795293","49,14245595","0,94055109"
12/01/2010 5.00,"6,60160064","6,04321634","20,53404999","16,41024971","0,05004724",,"0,65400931"
12/01/2010 6.00,"9,03180809","8,06789814","20,53404999","16,41024971","0,03723457","42,7255584","0,70548171"
12/01/2010 7.00,"13,43260495","11,97611218","20,53404999","16,41024971","0,04359197","38,8443258","0,82416155"
12/01/2010 8.00,"19,73184","15,04233114","20,53404999","16,41024971","0,04066782","36,2968305","0,82879703"
12/01/2010 9.00,"27,60853432","20,25570888","20,53404999","16,41024971","0,05463035","36,47927325","0,78062683"
12/01/2010 10.00,"20,17928624","15,23053121","20,53404999","16,41024971","0,04675262","45,46311735","0,90366654"
12/01/2010 11.00,"20,20280384","13,78908014","20,53404999","16,41024971","0,05595845","47,4995934","0,91137438"
12/01/2010 12.00,"21,35224088","14,51507419","20,53404999","16,41024971","0,06904606","53,56341585","0,96339698"
12/01/2010 13.00,"13,7276667","10,44137273","20,53404999","16,41024971","0,07184672","66,45973425","0,97126958"
12/01/2010 14.00,"16,73340527","12,87163945","20,53404999","16,41024971","0,10494786","65,71727505","0,93141233"
12/01/2010 15.00,"12,44528257","9,72025237","20,53404999","16,41024971","0,06508739","69,1145007","1,24526057"
12/01/2010 16.00,"11,99215195","10,39514248","20,53404999","16,41024971","0,07314802","66,6725808","1,04646961"
12/01/2010 17.00,"21,4065608","17,50667352","20,53404999","16,41024971","0,0874915","47,63303895","1,14947035"
12/01/2010 18.00,"27,3223844","23,90030592","20,53404999","16,41024971","0,17591733","39,2768019","1,296017"
12/01/2010 19.00,"32,76236856","23,50121416","20,53404999","16,41024971","0,23257827","30,34448865","2,08886613"
12/01/2010 20.00,"28,89496616","24,95077784","20,53404999","16,41024971","0,18095479","31,9518801","2,13643021"
12/01/2010 21.00,"31,43622448","23,48092784","20,53404999","16,41024971","0,23078068","38,2657359","1,68853324"
12/01/2010 22.00,"19,72293008","17,82627197","20,53404999","16,41024971","0,13563513","45,5424984","1,43089256"
12/01/2010 23.00,"14,2529409","13,30966909","20,53404999","16,41024971","0,10753183","49,1095185","1,10587055"
13/01/2010 0.00,"10,59304022","9,51340265","20,53404999","16,41024971","0,07250727","50,05385175","1,07019724"
13/01/2010 1.00,"10,69679872","9,2384169","43,9560318","30,32966995","0,09532147","41,5252866","0,99488635"
13/01/2010 2.00,"9,82782531","9,13945369","43,9560318","30,32966995","0,07908486","42,5709858","1,14947035"
13/01/2010 3.00,"9,97454646","9,11187309","43,9560318","30,32966995","0,08025452","31,3183878","1,10190628"
13/01/2010 4.00,"10,00453809","9,40714134","43,9560318","30,32966995","0,09386405","21,5211423","0,98299559"
13/01/2010 5.00,"13,11970998","11,6646187","43,9560318","30,32966995","0,09116242","20,94085665","1,08605125"
13/01/2010 6.00,"14,13702399","11,34015804","43,9560318","30,32966995","0,08393709","24,72832425","1,03055966"
13/01/2010 7.00,"37,8684028","20,844624","43,9560318","30,32966995","0,14345228","12,94867518","1,10449353"
13/01/2010 8.00,"120,722399","26,59014576","43,9560318","30,32966995","0,25812905","7,38319575","1,56169503"
13/01/2010 9.00,"137,8213958","28,8435716","43,9560318","30,32966995","0,43726644","17,26658336","1,95806366"
13/01/2010 10.00,"68,6196724","22,5505104","43,9560318","30,32966995","0,40507982","16,39489803","2,01355525"
13/01/2010 11.00,"40,75904088","23,36087336","43,9560318","30,32966995","0,30251439","23,61758805","2,11314396"
13/01/2010 12.00,"34,1331196","24,65468552","43,9560318","30,32966995","0,25567673","46,75543845","2,41785241"
13/01/2010 13.00,"28,54803376","17,96173143","43,9560318","30,32966995","0,14629022","59,2404078","1,88594717"
13/01/2010 14.00,"30,27300192","18,68449038","43,9560318","30,32966995","0,13143181","59,4067908","1,18910793"
13/01/2010 15.00,"16,52669895","12,84649474","43,9560318","30,32966995","0,10249903","61,55139585","1,31628785"
13/01/2010 16.00,"22,8462012","20,02615416","43,9560318","30,32966995","0,09312078","45,8786958","1,21388103"
13/01/2010 17.00,"36,4863136","31,12051504","43,9560318","30,32966995","0,10590666","28,8857646","1,58156823"
13/01/2010 18.00,"37,90650896","32,66906296","43,9560318","30,32966995","0,10305357","24,74185035","1,32387365"
13/01/2010 19.00,"49,2209984","34,92409488","43,9560318","30,32966995","0,15265578","22,50856755","1,46656587"
13/01/2010 20.00,"90,16079976","45,9600824","43,9560318","30,32966995","0,24329278","10,34204409","1,79533247"
13/01/2010 21.00,"87,874086","42,94090056","43,9560318","30,32966995","0,3629907","5,71667649","2,05732184"
13/01/2010 22.00,"63,0288888","37,08910984","43,9560318","30,32966995","0,4497401","6,33750254","2,2199432"
13/01/2010 23.00,"69,65643528","33,89715968","43,9560318","30,32966995","0,63614709","13,48925235","2,92311327"
14/01/2010 0.00,"42,37296008","28,65862384","43,9560318","30,32966995","0,62478368","11,07943799","3,320804"
14/01/2010 1.00,"19,91260048","17,94956538","47,27648163","33,11354065","0,44654334","22,23656925","2,55195708"
14/01/2010 2.00,,,"47,27648163","33,11354065","0,24808792","34,43012895","1,78635948"
14/01/2010 3.00,"10,15855351","9,1929916","47,27648163","33,11354065",,"50,0977617","1,48203545"
14/01/2010 4.00,"8,61515461","7,87808434","47,27648163","33,11354065",,"50,18815515","0,98250031"
14/01/2010 5.00,"10,61735894","8,93666123","47,27648163","33,11354065",,,"0,93554135"
14/01/2010 6.00,"11,93622022","10,75286621","47,27648163","33,11354065",,"40,2996783","0,86386523"
14/01/2010 7.00,"26,97950544","20,54287216","47,27648163","33,11354065",,"23,1141897","0,83644894"
14/01/2010 8.00,"39,54069536","27,82799368","47,27648163","33,11354065",,"18,72110195","1,06667333"
14/01/2010 9.00,"34,67299192","24,44379192","47,27648163","33,11354065",,"29,6755053","1,17363834"
14/01/2010 10.00,"35,14961528","17,06052553","47,27648163","33,11354065",,"41,8492746","1,28764913"
14/01/2010 11.00,"21,194998","13,79232481","47,27648163","33,11354065",,"51,54974265","1,05037794"
14/01/2010 12.00,"19,58756048","13,95942596","47,27648163","33,11354065",,"52,94935485","0,95868725"
14/01/2010 13.00,"18,3797539","14,23684378","47,27648163","33,11354065",,"55,97493195","0,43600621"
14/01/2010 14.00,"21,11798264","16,42537442","47,27648163","33,11354065",,"60,8511708","0,43600621"
14/01/2010 15.00,"13,36856634","10,94348496","47,27648163","33,11354065",,"72,53538705","0,24029879"
14/01/2010 16.00,"12,55795673","9,31466554","47,27648163","33,11354065",,"75,7974714",
14/01/2010 17.00,"37,10480736","29,26700312","47,27648163","33,11354065",,"34,2983592",
14/01/2010 18.00,"107,3400433","50,44421952","47,27648163","33,11354065",,"11,85483863",
14/01/2010 19.00,"59,77755192","42,39255808","47,27648163","33,11354065",,"12,09049401",
14/01/2010 20.00,"76,65280656","38,53381704","47,27648163","33,11354065",,"6,77926337",
14/01/2010 21.00,"98,19638128","31,89762832","47,27648163","33,11354065",,"4,38717857",
14/01/2010 22.00,"59,77432064","35,28345528","47,27648163","33,11354065",,"11,77290198",
14/01/2010 23.00,"42,35594328","29,26132448","47,27648163","33,11354065",,"5,13723872",
15/01/2010 0.00,"34,51005128","20,924928","47,27648163","33,11354065",,"2,21048195",
15/01/2010 1.00,"28,6234048","15,54282582","47,82743073","33,21081161",,"1,76534558",
15/01/2010 2.00,"25,25614336","15,61907446","47,82743073","33,21081161",,"3,14383472",
15/01/2010 3.00,"17,27813407","11,11058802","47,82743073","33,21081161",,"1,71213095",
15/01/2010 4.00,"13,4617859","9,80136897","47,82743073","33,21081161",,"1,90049087",
15/01/2010 5.00,"19,22277","9,5815425","47,82743073","33,21081161",,"1,68594657",
15/01/2010 6.00,"25,89570736","9,5807299","47,82743073","33,21081161",,"1,19350875",
15/01/2010 7.00,"62,66008312","12,37195737","47,82743073","33,21081161",,"1,65384902",
15/01/2010 8.00,"114,6509194","25,45936984","47,82743073","33,21081161",,"2,71474613",
15/01/2010 9.00,"172,4295136","30,65492392","47,82743073","33,21081161",,"4,15911815",
15/01/2010 10.00,"147,1636382","33,84687408","47,82743073","33,21081161",,"6,94903986",
15/01/2010 11.00,"112,2961194","40,99733344","47,82743073","33,21081161",,"11,28807309",
15/01/2010 12.00,"35,12206336","22,71679704","47,82743073","33,21081161",,"34,3236957",
15/01/2010 13.00,"15,54586207","12,01748022","47,82743073","33,21081161",,"49,5867624",
15/01/2010 14.00,"17,06656554","12,28840679","47,82743073","33,21081161",,"52,5025347",
15/01/2010 15.00,"11,56820419","9,54828326","47,82743073","33,21081161",,"52,95948945",
15/01/2010 16.00,"12,6763057","10,27995595","47,82743073","33,21081161",,"47,76734235",
15/01/2010 17.00,"16,45617674","13,47352749","47,82743073","33,21081161",,"44,23667115",
15/01/2010 18.00,"11,03401242","9,86463896","47,82743073","33,21081161",,"56,205534",
15/01/2010 19.00,"10,42038088","8,55865692","47,82743073","33,21081161",,"62,38929585",
15/01/2010 20.00,"9,77432564","8,14333802","47,82743073","33,21081161",,"62,63256615",
15/01/2010 21.00,"11,95081069","10,08041198","47,82743073","33,21081161",,"61,4500299",
15/01/2010 22.00,"12,7735787","10,75286621","47,82743073","33,21081161",,"61,15271505",
15/01/2010 23.00,"7,88317409","6,56317709","47,82743073","33,21081161",,"62,64860595",
16/01/2010 0.00,"7,24927726","5,78283062","47,82743073","33,21081161",,"58,92110805",
16/01/2010 1.00,"6,67698698","5,52569147","35,89743042","21,24542046",,"56,94629745",
16/01/2010 2.00,,,"35,89743042","21,24542046",,"56,4352782",
16/01/2010 3.00,"7,56946842","6,65159562","35,89743042","21,24542046",,"55,23331065",
16/01/2010 4.00,"5,60049847","4,5101059","35,89743042","21,24542046",,"57,3019062",
16/01/2010 5.00,"5,43108189","5,26692713","35,89743042","21,24542046",,,
16/01/2010 6.00,"6,28708429","5,32289902","35,89743042","21,24542046",,"54,11583135",
16/01/2010 7.00,"10,93349667","9,5636959","35,89743042","21,24542046",,"47,39148435",
16/01/2010 8.00,"13,2737254","10,6433545","35,89743042","21,24542046",,"44,7189624",
16/01/2010 9.00,"13,43746908","10,79504875","35,89743042","21,24542046",,"42,58449195",
16/01/2010 10.00,"16,27378915","12,23405819","35,89743042","21,24542046",,"40,9205223",
16/01/2010 11.00,"12,00431227","9,14432164","35,89743042","21,24542046",,"45,7165023",
16/01/2010 12.00,"13,40180072","9,44039866","35,89743042","21,24542046",,"47,37795825",
16/01/2010 13.00,"12,9875793","9,71132715","35,89743042","21,24542046",,"48,6905685",
16/01/2010 14.00,"20,87074192","11,01893057","35,89743042","21,24542046",,"50,0699115",
16/01/2010 15.00,"9,8999689","7,7012492","35,89743042","21,24542046",,"59,19901155",
16/01/2010 16.00,"9,80512796","8,41913446","35,89743042","21,24542046",,"62,31328635",
16/01/2010 17.00,"10,10343246","8,94396125","35,89743042","21,24542046",,"60,71856315",
16/01/2010 18.00,"11,9175763","10,42271734","35,89743042","21,24542046",,"58,22090295",
16/01/2010 19.00,"15,0773303","12,72238873","35,89743042","21,24542046",,"60,243015",
16/01/2010 20.00,"12,75736686","11,3434027","35,89743042","21,24542046",,"62,69844105",
16/01/2010 21.00,"12,99892894","11,84794509","35,89743042","21,24542046",,"60,7962684",
16/01/2010 22.00,"13,97490169","12,87488602","35,89743042","21,24542046",,"58,42782435",
16/01/2010 23.00,"11,74653834","10,87697222","35,89743042","21,24542046",,"59,6542905",
17/01/2010 0.00,"9,84971198","9,2919529","35,89743042","21,24542046",,"61,803105",
17/01/2010 1.00,"9,52709066","8,77848338","50,20756149","36,58118057",,"60,52512795",
17/01/2010 2.00,"9,37955882","7,71179388","50,20756149","36,58118057",,"61,69499595",
17/01/2010 3.00,"10,14396304","9,09808374","50,20756149","36,58118057",,"54,8794176",
17/01/2010 4.00,"9,30174042","8,15144872","50,20756149","36,58118057",,"53,8995933",
17/01/2010 5.00,"8,17499309","7,35001098","50,20756149","36,58118057",,"52,73397465",
17/01/2010 6.00,"7,47868093","6,8154521","50,20756149","36,58118057",,"53,18249055",
17/01/2010 7.00,"6,96556514","6,51450713","50,20756149","36,58118057",,"53,88101985",
17/01/2010 8.00,"8,72458602","7,41896152","50,20756149","36,58118057",,"51,771048",
17/01/2010 9.00,"11,23909737","9,45013266","50,20756149","36,58118057",,"51,6722157",
17/01/2010 10.00,"11,66790926","9,67644845","50,20756149","36,58118057",,"54,51537",
17/01/2010 11.00,"12,02700962","9,72430772","50,20756149","36,58118057",,"56,9952747",
17/01/2010 12.00,"12,5539052","9,62047656","50,20756149","36,58118057",,"58,22680815",
17/01/2010 13.00,"15,27025683","11,40018146","50,20756149","36,58118057",,"58,3551864",
17/01/2010 14.00,"13,85087981","11,6954497","50,20756149","36,58118057",,"56,7334509",
17/01/2010 15.00,"13,42125532","11,80008773","50,20756149","36,58118057",,"54,86168205",
17/01/2010 16.00,"12,86923224","11,46587969","50,20756149","36,58118057",,"53,57777985",
17/01/2010 17.00,"17,65993179","15,63368023","50,20756149","36,58118057",,"50,34188985",
17/01/2010 18.00,"28,32511368","24,65631072","50,20756149","36,58118057",,"36,0679242",
17/01/2010 19.00,"30,53968768","27,51083112","50,20756149","36,58118057",,"30,6857334",
17/01/2010 20.00,"34,35684272","29,872132","50,20756149","36,58118057",,"26,02826625",
17/01/2010 21.00,"36,92079648","31,22192752","50,20756149","36,58118057",,"21,65291205",
17/01/2010 22.00,"35,0920832","28,19544184","50,20756149","36,58118057",,"15,64736954",
17/01/2010 23.00,"24,22504","21,93239904","50,20756149","36,58118057",,"24,7899897",
18/01/2010 0.00,"18,58645831","17,1448887","50,20756149","36,58118057",,"26,3095413",
18/01/2010 1.00,"15,1746033","13,61629844","44,4444313","31,45298958",,"29,35285395",
18/01/2010 2.00,,,"44,4444313","31,45298958",,"27,44308035",
18/01/2010 3.00,"14,66391957","13,40701474","44,4444313","31,45298958",,"27,3358092",
18/01/2010 4.00,"10,40173697","9,96360217","44,4444313","31,45298958",,"33,0093897",
18/01/2010 5.00,"9,78648405","8,77037077","44,4444313","31,45298958",,,
18/01/2010 6.00,"11,03725518","10,08203336","44,4444313","31,45298958",,"48,5419011",
18/01/2010 7.00,"24,79651768","21,28184104","44,4444313","31,45298958",,"31,11144645",
18/01/2010 8.00,"27,3037424","21,91781048","44,4444313","31,45298958",,"31,65372735",
18/01/2010 9.00,"30,6142748","22,48076064","44,4444313","31,45298958",,"34,1125449",
18/01/2010 10.00,"24,14316816","17,62834938","44,4444313","31,45298958",,"49,02674595",
18/01/2010 11.00,"15,27592974","10,66039424","44,4444313","31,45298958",,"57,8559975",
18/01/2010 12.00,"20,51407744","14,5953801","44,4444313","31,45298958",,"49,53016425",
18/01/2010 13.00,"18,17547774","14,27172248","44,4444313","31,45298958",,"58,2842442",
18/01/2010 14.00,"16,99361126","12,87732574","44,4444313","31,45298958",,"71,8039203",
18/01/2010 15.00,"9,42414284","7,41409548","44,4444313","31,45298958",,"76,9234095",
18/01/2010 16.00,"9,18258076","7,91620962","44,4444313","31,45298958",,"77,5645227",
18/01/2010 17.00,"16,68476782","14,9920398","44,4444313","31,45298958",,"65,7603471",
18/01/2010 18.00,"28,16137","21,7409696","44,4444313","31,45298958",,"53,00848665",
18/01/2010 19.00,"24,70898632","21,112304","44,4444313","31,45298958",,"51,4467009",
18/01/2010 20.00,"31,00984848","26,95354048","44,4444313","31,45298958",,"39,1163241",
18/01/2010 21.00,"38,91489776","32,95458192","44,4444313","31,45298958",,"30,03027615",
18/01/2010 22.00,"23,44767816","20,90789208","44,4444313","31,45298958",,"32,4341913",
18/01/2010 23.00,"17,4191804","15,23700906","44,4444313","31,45298958",,"32,71969575",
19/01/2010 0.00,"13,4617859","12,6720993","44,4444313","31,45298958",,"33,7696044",
19/01/2010 1.00,"10,48928362","9,3909161","23,05249977","15,53112984",,"42,9696666",
19/01/2010 2.00,"7,96261386","7,11477379","23,05249977","15,53112984",,"48,6525438",
19/01/2010 3.00,"6,56025938","5,9377638","23,05249977","15,53112984",,"48,31469055",
19/01/2010 4.00,"7,04338354","5,89396179","23,05249977","15,53112984",,"48,85190415",
19/01/2010 5.00,"5,70668904","5,38454763","23,05249977","15,53112984",,"57,85430175",
19/01/2010 6.00,"11,57306641","9,49474535","23,05249977","15,53112984",,"42,4121838",
19/01/2010 7.00,"12,5790327","10,74070015","23,05249977","15,53112984",,"42,84296415",
19/01/2010 8.00,"22,93132344","19,22877368","23,05249977","15,53112984",,"35,3955693",
19/01/2010 9.00,"35,09856488","23,9586984","23,05249977","15,53112984",,"40,1983323",
19/01/2010 10.00,"13,00622513","9,89708751","23,05249977","15,53112984",,"63,2778888",
19/01/2010 11.00,"11,88677207","8,51079574","23,05249977","15,53112984",,"67,04339145",
19/01/2010 12.00,"16,24055477","11,33691338","23,05249977","15,53112984",,"61,30561185",
19/01/2010 13.00,"12,17372886","9,0210225","23,05249977","15,53112984",,"67,05352605",
19/01/2010 14.00,"17,33649787","11,37828141","23,05249977","15,53112984",,"69,26486385",
19/01/2010 15.00,"11,87785642","9,0656371","23,05249977","15,53112984",,"67,27062195",
19/01/2010 16.00,"9,42738559","7,81075709","23,05249977","15,53112984",,"69,9532785",
19/01/2010 17.00,"11,93540953","10,37485998","23,05249977","15,53112984",,"64,57529715",
