Comune Lecce,,,,,,
,Via_Romagna,,,,,,
Parm,NOX,NO2,PM10,CO,BENZENE,O3



09/12/2010 22.00,"15,66615746","12,45177572",,"0,6052443",,"29,2780215"
09/12/2010 23.00,"6,58863154","5,26027719",,"0,36941102",,"49,27017585"
10/12/2010 0.00,"3,51220634","2,54253171",,"0,24908749",,"58,80607635"
10/12/2010 1.00,"2,68084579","1,71059566",,"0,26864434",,"58,7182365"
10/12/2010 2.00,,,,"0,23604182",,"53,9327103"
10/12/2010 3.00,"3,38380598","2,59185175",,,,"66,4931904"
10/12/2010 4.00,,,,"0,21016367",,"72,5720352"
10/12/2010 5.00,"1,85726709","1,01363724",,"0,19443035",,
10/12/2010 6.00,,,,"0,17292794",,"76,96835685"
10/12/2010 7.00,"2,75866419","1,19793492",,"0,15434852",,"79,3820475"
10/12/2010 8.00,"3,59391757","2,33876605",,"0,15231327",,"78,7563357"
10/12/2010 9.00,"9,0152712","5,46923394",,"0,20213216",,"73,1329095"
10/12/2010 10.00,"8,29415275","4,7203609",,"0,1954206",,"73,0153242"
10/12/2010 11.00,"5,79099103","3,51334015",,"0,17857586",,"72,9747858"
10/12/2010 12.00,"5,93754966","3,64961604",,"0,18154312",,"68,75282715"
10/12/2010 13.00,"6,53804958","3,91048932",,"0,19239043",,"71,6935968"
10/12/2010 14.00,"7,76628397","4,31153132",,"0,21090228",,"74,49922515"
10/12/2010 15.00,"5,30592237","3,07985151",,"0,17079716",,"76,78050765"
10/12/2010 16.00,"5,3811481","3,40691441",,"0,17445176",,"76,1845014"
10/12/2010 17.00,"6,60160064","4,53346863",,"0,2041814",,"70,6786605"
10/12/2010 18.00,"6,93492342","4,90855332",,"0,26190249",,"69,0609549"
10/12/2010 19.00,"7,38627014","5,09414734",,"0,28364255",,"69,4258404"
10/12/2010 20.00,"7,36292462","5,18629618",,"0,28361925",,"69,0785109"
10/12/2010 21.00,"8,46016598","6,03510563",,"0,28692086",,"64,38086445"
10/12/2010 22.00,"4,18014824","2,71904182",,"0,22553002",,"75,0695358"
10/12/2010 23.00,"2,14908609","1,18755276",,"0,19803835",,"77,81435655"
11/12/2010 0.00,,,,"0,14347441",,"78,28737105"
11/12/2010 1.00,"1,08167767","0,54770196",,"0,13008973",,"79,142847"
11/12/2010 2.00,"1,37868393","0,48929801",,"0,13178946",,"76,8994296"
11/12/2010 3.00,"0,81579686","0,34783104",,"0,12136621",,"77,19538785"
11/12/2010 4.00,"0,84043872","0,56457536",,"0,12108078",,"77,460264"
11/12/2010 5.00,"1,29308369","0,55678778",,"0,12836553",,"77,5589367"
11/12/2010 6.00,"1,30216186","0,5373198",,"0,13234167",,"77,56434315"
11/12/2010 7.00,"2,67825312","1,09021284",,"0,13330862",,"75,25740495"
11/12/2010 8.00,"4,14513187","2,83844622",,"0,14423166",,"70,71379245"
11/12/2010 9.00,"12,4353937","7,98321184",,"0,27036621",,"61,65090645"
11/12/2010 10.00,"9,6767276","5,40044782",,"0,18017308",,"69,409641"
11/12/2010 11.00,"4,84809206","2,84753204",,"0,16788466",,"73,10994705"
11/12/2010 12.00,"5,14898923","2,76835994",,"0,16961934",,"74,9560203"
11/12/2010 13.00,"5,90382771","3,1564252",,"0,18071946",,"74,8965693"
11/12/2010 14.00,"9,44457065","5,40563699",,"0,22136748",,"71,3070855"
11/12/2010 15.00,"3,61855942","1,98055285",,"0,15266743",,"77,88194715"
11/12/2010 16.00,"2,9532121","1,399106",,"0,1481414",,"78,65632635"
11/12/2010 17.00,"5,26831142","3,71450932",,"0,1857709",,"72,5842047"
11/12/2010 18.00,"8,83758522","6,33750946",,"0,22287033",,"66,58777335"
11/12/2010 19.00,"10,7143069","8,2778281",,"0,28948619",,"60,0805023"
11/12/2010 20.00,"14,39382471","11,46020487",,"0,46823214",,"45,6874551"
11/12/2010 21.00,"13,93858707","11,17078543",,"0,55047648",,"40,68840405"
11/12/2010 22.00,"14,74400751","11,91186516",,"0,57368561",,"38,01115395"
11/12/2010 23.00,"16,19013533","13,3538057",,"0,64667403",,"34,60006305"
12/12/2010 0.00,"18,95787961","15,47841818",,"0,81760982",,"27,7170936"
12/12/2010 1.00,"14,83220234","11,9469083",,"0,66237706",,"33,797295"
12/12/2010 2.00,,,,"0,51888634",,"39,74373165"
12/12/2010 3.00,"12,4613319","9,64708395",,,,"31,97687745"
12/12/2010 4.00,"9,82588081","8,10131799",,"0,64051001",,"35,3622927"
12/12/2010 5.00,"8,44589863","6,46729602",,"0,48369286",,
12/12/2010 6.00,"8,9179982","6,98774434",,"0,43737246",,"40,2762171"
12/12/2010 7.00,"10,8271455","8,5451907",,"0,42122439",,"37,2840762"
12/12/2010 8.00,"11,45747454","8,70093458",,"0,42450037",,"37,47733185"
12/12/2010 9.00,"15,47550238","11,08901493",,"0,56170941",,"30,11458485"
12/12/2010 10.00,"15,32505284","10,54261313",,"0,55981862",,"41,86553385"
12/12/2010 11.00,"12,55730856","8,79697816",,"0,5030703",,"56,18153415"
12/12/2010 12.00,"6,2371505","4,53995605",,"0,36313866",,"72,62340645"
12/12/2010 13.00,"5,11526729","3,5574672",,"0,34016369",,"75,65608575"
12/12/2010 14.00,"4,95055231","3,36927478",,"0,3594025",,"79,9199394"
12/12/2010 15.00,"5,08673451","3,5120419",,"0,37361201",,"81,5119494"
12/12/2010 16.00,"5,27868593","3,77291518",,"0,4053536",,"80,64837375"
12/12/2010 17.00,"8,81294336","7,49131734",,"0,43077506",,"71,32330485"
12/12/2010 18.00,"19,45461912","16,80484524",,"0,50150221",,"44,9711703"
12/12/2010 19.00,"21,94998944","19,02550131",,"0,55944931",,"36,1164027"
12/12/2010 20.00,"12,5910305","10,74248022",,"0,48253951",,"55,2666072"
12/12/2010 21.00,"11,06708429","9,27070102",,"0,46740732",,"58,41956505"
12/12/2010 22.00,"9,9685466","8,18957209",,"0,41218166",,"62,2509426"
12/12/2010 23.00,"5,56204242","4,23810287",,"0,38539598",,"66,0850134"
13/12/2010 0.00,"10,08916703","8,44655254",,"0,51345162",,"51,25953"
13/12/2010 1.00,"11,13841718","9,22917046",,"0,57061351",,"45,6198645"
13/12/2010 2.00,"7,49132498","5,81706306",,"0,48318608",,"54,45166965"
13/12/2010 3.00,"5,66648159","4,22587181",,"0,45052181",,"51,11491245"
13/12/2010 4.00,"5,6016342","4,03638305",,"0,46436201",,"42,657489"
13/12/2010 5.00,"4,69245334","3,40561616",,"0,36913724",,"54,8138619"
13/12/2010 6.00,"5,17103842","3,65221254",,"0,35995588",,"53,83405755"
13/12/2010 7.00,"7,75201662","6,0117429",,"0,36198647",,"62,3469021"
13/12/2010 8.00,"8,43422587","6,4296583",,"0,38662273",,"66,66753345"
13/12/2010 9.00,"17,94494025","12,86320753",,"0,53065983",,"58,0789986"
13/12/2010 10.00,"16,29908109","11,74833371",,"0,48544618",,"61,56171"
13/12/2010 11.00,"10,08657245","7,42123298",,"0,41702573",,"69,8056086"
13/12/2010 12.00,"9,11773146","6,64510629",,"0,38080938",,"69,6907365"
13/12/2010 13.00,"14,00862363","9,9326163",,"0,42574576",,"60,8481384"
13/12/2010 14.00,"14,22910974","9,34468012",,"0,46680735",,"62,79424095"
13/12/2010 15.00,"10,58850113","7,59385025",,"0,37208935",,"68,3271141"
13/12/2010 16.00,"12,42112636","9,51080806",,"0,44152452",,"63,6997116"
13/12/2010 17.00,"13,12668113","10,27784128",,"0,44913663",,"57,38164635"
13/12/2010 18.00,"18,26140302","15,007288",,"0,60720033",,"44,1021882"
13/12/2010 19.00,"15,6479992","12,00531416",,"0,67917287",,"42,8223558"
13/12/2010 20.00,"22,79951016","17,84703246",,"0,78602434",,"27,63735345"
13/12/2010 21.00,"20,76324928","16,34410104",,"0,76858545",,"25,1006511"
13/12/2010 22.00,"22,78264632","17,79511593",,"0,83368332",,"22,04229615"
13/12/2010 23.00,"14,54816518","11,75741571",,"0,68918488",,"31,3268466"
14/12/2010 0.00,"11,40818891","9,28108509",,"0,68240225",,"29,97808695"
14/12/2010 1.00,"10,39784605","8,46731877",,"0,70510111",,"25,261488"
14/12/2010 2.00,,,,"0,69845828",,"25,1857977"
14/12/2010 3.00,"6,4641221","4,90855332",,,,"36,76376025"
14/12/2010 4.00,"5,97905344","4,42833922",,"0,31384052",,"48,763386"
14/12/2010 5.00,"6,60938248","5,04482921",,"0,29370233",,
14/12/2010 6.00,"6,62364982","5,04093446",,"0,30523583",,"47,69572185"
14/12/2010 7.00,"10,23831833","7,71325465",,"0,2785049",,"48,068727"
14/12/2010 8.00,"14,9800573","11,68343661",,"0,32882009",,"42,38582985"
14/12/2010 9.00,"20,11865672","13,28372134",,"0,44604006",,"40,76002455"
14/12/2010 10.00,"14,99821365","9,47965776",,"0,37104901",,"53,07723435"
14/12/2010 11.00,"9,95427926","6,82940206",,"0,3293257",,"58,3628073"
14/12/2010 12.00,"11,82451735","7,80670174",,"0,33439694",,"57,57895185"
14/12/2010 13.00,"15,414544","8,33493571",,"0,32147243",,"60,681915"
14/12/2010 14.00,"23,17043816","11,12924532",,"0,44075562",,"57,1099872"
14/12/2010 15.00,"10,1112143","6,31674323",,"0,28977977",,"66,9296964"
14/12/2010 16.00,"10,20459638","6,9669781",,"0,32575847",,"64,2754287"
14/12/2010 17.00,"12,38481174","8,98257409",,"0,35450717",,"59,107461"
14/12/2010 18.00,"16,3159411","12,31940031",,"0,4447073",,"49,85670585"
14/12/2010 19.00,"18,34959784","14,17794844",,"0,56073198",,"43,81432965"
14/12/2010 20.00,"14,62079632","11,28628744",,"0,43969896",,"50,42161005"
14/12/2010 21.00,"21,28335152","17,10075401",,"0,55324219",,"33,4013274"
14/12/2010 22.00,"22,17696296","17,75229286",,"0,79494125",,"27,82384605"
14/12/2010 23.00,"19,31064552","15,01637191",,"0,90342954",,"25,54934655"
15/12/2010 0.00,"14,10330205","11,25514096",,"0,73552741",,"28,8158199"
15/12/2010 1.00,"10,51327731","8,07276418",,"0,64468304",,"31,4200929"
15/12/2010 2.00,"7,04905644","5,4796161",,"0,44484477",,"41,28574695"
15/12/2010 3.00,"5,22421305","3,80665816",,"0,34595957",,"48,04169475"
15/12/2010 4.00,"3,67173597","2,12721281",,"0,27576482",,"54,0354129"
15/12/2010 5.00,"5,89734412","4,32710647",,"0,39701103",,"36,677277"
15/12/2010 6.00,"6,00758622","4,41016949",,"0,38713183",,"34,4108772"
15/12/2010 7.00,"9,85700817","7,36672186",,"0,44006594",,"26,2575117"
15/12/2010 8.00,"19,59727344","12,44528639",,"0,50618901",,"17,41761284"
15/12/2010 9.00,"41,97398304","20,83213864",,"0,96417614",,"12,98887842"
15/12/2010 10.00,"41,15428952","19,29286392",,"0,87494063",,"17,28652737"
15/12/2010 11.00,"22,19122648","14,13512538",,"0,57175987",,"33,58648335"
15/12/2010 12.00,"14,65970552","9,59257283",,"0,41562074",,"48,22008765"
15/12/2010 13.00,"15,22259258","10,10393532",,"0,42669523",,"48,53497845"
15/12/2010 14.00,"20,92018624","11,82361489",,"0,54703857",,"50,72704455"
15/12/2010 15.00,"11,9749669","8,03123172",,"0,357189",,"57,10593735"
15/12/2010 16.00,"10,93738759","7,86250919",,"0,36967081",,"52,88938515"
15/12/2010 17.00,"59,22115992","54,209502",,"0,41663196",,"45,38878365"
15/12/2010 18.00,"14,23818791","11,11627431",,"0,44296096",,"46,3780443"
15/12/2010 19.00,"11,07097521","7,93259546",,"0,40293855",,"54,37733595"
15/12/2010 20.00,"11,77004447","8,82033898",,"0,49686085",,"55,3922922"
15/12/2010 21.00,"11,9230886","8,90340199",,"0,51597617",,"56,63699265"
15/12/2010 22.00,"9,53016898","7,45108503",,"0,55475786",,"60,12916035"
15/12/2010 23.00,"5,12045646","3,58602101",,"0,45467853",,"66,33640335"
16/12/2010 0.00,"3,5563047","2,30891399",,"0,37022186",,"69,9231939"
16/12/2010 1.00,"2,28137928","1,45361712",,"0,287056",,"70,4286471"
16/12/2010 2.00,,,,"0,2792738",,"70,93543695"
16/12/2010 3.00,,,,,,"71,60440035"
16/12/2010 4.00,"3,0180595","2,03116922",,"0,27026719",,"69,88399215"
16/12/2010 5.00,"3,78716532","2,64246813",,"0,26874686",,
16/12/2010 6.00,"5,66907618","4,09478509",,"0,2725867",,"64,2281472"
16/12/2010 7.00,"7,12687484","5,56268102",,"0,31626488",,"61,22924325"
16/12/2010 8.00,"10,28890029","8,24148671",,"0,34956291",,"54,7300719"
16/12/2010 9.00,"19,9280112","12,95794904",,"0,53065401",,"47,73087375"
16/12/2010 10.00,"16,88920459","11,48746617",,"0,47506487",,"50,14051455"
16/12/2010 11.00,"17,5571465","13,01894758",,"0,40473731",,"43,5805356"
16/12/2010 12.00,"12,0916945","8,01695482",,"0,38963076",,"55,8653067"
16/12/2010 13.00,"10,60017389","6,68144576",,"0,35536578",,"63,50645595"
16/12/2010 14.00,"14,6493291","8,56595694",,"0,41938369",,"62,3441889"
16/12/2010 15.00,"12,11244543","7,95984911",,"0,36909064",,"57,341088"
16/12/2010 16.00,"10,40173697","7,13829522",,"0,39446667",,"57,86276055"
16/12/2010 17.00,"13,83871949","10,40373692",,"0,45899136",,"47,4875835"
16/12/2010 18.00,"16,85418631","12,78663384",,"0,56049781",,"43,118334"
16/12/2010 19.00,"22,816374","17,4498833",,"0,63828603",,"29,28478455"
16/12/2010 20.00,"29,47632888","20,83341968",,"0,8240744",,"20,3719026"
16/12/2010 21.00,"17,92029839","14,1052695",,"0,59858632",,"31,7430834"
16/12/2010 22.00,"15,95149287","12,52056757",,"0,59434922",,"30,672726"
16/12/2010 23.00,"13,86076867","11,13833688",,"0,61392238",,"29,6334507"
17/12/2010 0.00,"9,94131016","7,5497232",,"0,54843191",,"33,52970565"
17/12/2010 1.00,"7,93878078","6,0169359",,"0,44623345",,"39,0882744"
17/12/2010 2.00,"5,51473571","3,95721286",,"0,36457743",,"45,8847606"
17/12/2010 3.00,"4,40971443","2,84493554",,"0,33353484",,"46,94971155"
17/12/2010 4.00,"4,78583542","3,29659583",,"0,31203943",,"45,5914956"
17/12/2010 5.00,"5,33705164","3,78719018",,"0,30514845",,"46,19288835"
17/12/2010 6.00,"5,26701317","3,76772219",,"0,33549903",,"41,69524065"
17/12/2010 7.00,"10,54181009","7,81059457",,"0,37028826",,"32,0160792"
17/12/2010 8.00,"22,32351776","13,9092895",,"0,50085564",,"18,70150307"
17/12/2010 9.00,"46,17877696","20,49729008",,"0,90319887",,"18,24064809"
17/12/2010 10.00,"25,1898352","12,54263205",,"0,57804504",,"31,1349276"
17/12/2010 11.00,"13,21617229","7,59385025",,"0,46212288",,"44,2278732"
17/12/2010 12.00,"9,2616955","5,6561262",,"0,42645874",,"57,54651315"
17/12/2010 13.00,"6,23455782","3,59251034",,"0,41855421",,"64,08352965"
17/12/2010 14.00,"9,05677307","4,83846705",,"0,49007822",,"64,14569385"
17/12/2010 15.00,"6,78706846","4,17655177",,"0,38042027",,"66,23641395"
17/12/2010 16.00,"8,08663766","5,42510689",,"0,47377521",,"60,5751426"
17/12/2010 17.00,"25,9861832","17,68869592",,"0,82932506",,"32,24313015"
17/12/2010 18.00,"63,0316612","29,372144",,"1,0094026",,"16,07696885"
17/12/2010 19.00,"100,8371592","35,37609168",,"1,37803307",,"19,28803905"
17/12/2010 20.00,"39,15177544","22,60374048",,"1,16286106",,"21,8598534"
17/12/2010 21.00,"13,06961366","10,79569883",,"0,72874012",,"45,61042815"
17/12/2010 22.00,"9,4432724","7,55361603",,"0,55312919",,"56,1761277"
17/12/2010 23.00,"6,81041398","5,14216913",,"0,44964224",,"60,78731085"
18/12/2010 0.00,"4,25537397","3,2901065",,"0,39285548",,"68,4838812"
18/12/2010 1.00,"7,06332378","5,54580762",,"0,34974698",,"62,12256435"
18/12/2010 2.00,,,,"0,32513636",,"57,2708241"
18/12/2010 3.00,"7,10871849","6,12336164",,,,"69,15825105"
18/12/2010 4.00,"6,57177153","5,54321113",,"0,21909689",,"72,9936984"
18/12/2010 5.00,"6,58214604","5,40044782",,"0,22307653",,
18/12/2010 6.00,"6,30718706","5,0357453",,"0,22114147",,"71,42465085"
18/12/2010 7.00,"6,80003756","5,23950905",,"0,23412423",,"70,85164695"
18/12/2010 8.00,"7,64566545","6,25055362",,"0,26187569",,"69,89480505"
18/12/2010 9.00,"10,98018771","7,6691276",,"0,32742791",,"72,2314887"
18/12/2010 10.00,"9,06455682","6,60357382",,"0,28707231",,"76,20882045"
18/12/2010 11.00,"7,94007903","5,56527561",,"0,28003571",,"78,640107"
18/12/2010 12.00,"7,4563067","5,56397927",,"0,2699305",,"79,4915331"
18/12/2010 13.00,"6,99328722","5,17851051",,"0,2706796",,"82,3133808"
18/12/2010 14.00,"10,59109571","8,08833934",,"0,34205565",,"77,1926946"
18/12/2010 15.00,"10,91793299","8,97089177",,"0,34375306",,"65,7917883"
18/12/2010 16.00,"17,57530285","15,1370803",,"0,55130713",,"46,9645743"
18/12/2010 17.00,"13,20968678","11,3434027",,"0,5211779",,"52,0541784"
18/12/2010 18.00,"20,17961128","15,66011746",,"0,81893559",,"31,51874565"
18/12/2010 19.00,"36,36067608","23,62515",,"1,25234122",,"14,72821119"
18/12/2010 20.00,"64,30010112","26,41167968",,"1,58343771",,"12,72939875"
18/12/2010 21.00,"58,89950416","26,81922248",,"1,36148424",,"12,41585657"
18/12/2010 22.00,"66,46085232","25,53171992",,"1,41931135",,"11,86581512"
18/12/2010 23.00,"47,34735312","21,39151336",,"1,25986246",,"11,33333964"
19/12/2010 0.00,"31,76158952","17,4291228",,"1,19905412",,"11,15494674"
19/12/2010 1.00,"53,4029248","19,12673024",,"1,68372907",,"11,93204313"
19/12/2010 2.00,"46,59899632","18,52193405",,"1,37877284",,"10,27784699"
19/12/2010 3.00,"33,41782128","17,34216313",,"1,06056241",,"10,08730055"
19/12/2010 4.00,"28,35186256","14,88009985",,"0,78944827",,"17,87981843"
19/12/2010 5.00,"10,48604087","8,37646818",,"0,44257768",,"30,67948905"
19/12/2010 6.00,"9,27596284","7,16295619",,"0,35833536",,"32,75668305"
19/12/2010 7.00,"14,28747354","10,41282083",,"0,44725515",,"19,49075499"
19/12/2010 8.00,"18,38591246","12,59973584",,"0,74987322",,"12,35775219"
19/12/2010 9.00,"35,665492","12,29863026",,"0,84617562",,"11,62660464"
19/12/2010 10.00,"20,31190256","12,89824875",,"0,5358534",,"30,8835576"
19/12/2010 11.00,"13,19282677","8,96050961",,"0,42666494",,"41,9830992"
19/12/2010 12.00,"3,80402725","2,29723358",,"0,30602104",,"65,7039285"
19/12/2010 13.00,"2,49537988","1,08891459",,"0,27304455",,"72,6477255"
19/12/2010 14.00,"3,90130025","2,39068067",,"0,29558147",,"69,2379912"
19/12/2010 15.00,"3,70026874","2,38159676",,"0,31218156",,"65,97151785"
19/12/2010 16.00,"4,79361918","3,41600023",,"0,28682184",,"61,6022484"
19/12/2010 17.00,"7,18264597","5,57825426",,"0,31674253",,"53,15292465"
19/12/2010 18.00,"10,38098603","8,75414745",,"0,33985497",,"46,075323"
19/12/2010 19.00,"11,92827586","10,1065299",,"0,43244218",,"42,17635485"
19/12/2010 20.00,"20,8021776","17,08777535",,"0,5286071",,"25,09660125"
19/12/2010 21.00,"10,2020018","8,36348761",,"0,40974332",,"41,13979275"
19/12/2010 22.00,"9,24613182","7,69897774",,"0,50705344",,"42,8358819"
19/12/2010 23.00,"7,21766425","5,7327018",,"0,58588433",,"50,18105295"
20/12/2010 0.00,"3,49404998","2,91372357",,"0,40116775",,"64,64843385"
20/12/2010 1.00,"2,82610808","1,82870181",,"0,3411854",,"67,67839995"
20/12/2010 2.00,,,,"0,32650989",,"69,85293"
20/12/2010 3.00,"2,41107598","1,34459488",,,,"72,46663935"
20/12/2010 4.00,"2,36957219","1,33810746",,"0,19397949",,"70,7691936"
20/12/2010 5.00,"2,97007212","1,72357431",,"0,20369909",,
20/12/2010 6.00,"3,22038734","2,35044646",,"0,21459184",,"56,03829315"
20/12/2010 7.00,"3,93502028","2,60742499",,"0,21226417",,"54,3935553"
20/12/2010 8.00,"5,54975399","4,00393641",,"0,20271",,"49,45802505"
20/12/2010 9.00,"12,70386718","9,34078538",,"0,29927336",,"32,33773305"
20/12/2010 10.00,"13,70772454","9,17595568",,"0,28368216",,"32,61072885"
20/12/2010 11.00,"11,9749669","7,73012614",,"0,25653883",,"37,7219388"
20/12/2010 12.00,"10,38228237","6,64121154",,"0,2531312",,"42,0655326"
20/12/2010 13.00,"9,2746665","6,3128504",,"0,26385852",,"42,2858205"
20/12/2010 14.00,"6,60549156","4,15319095",,"0,24919234",,"47,3051607"
20/12/2010 15.00,"5,94403516","4,21289315",,"0,24718504",,"49,37559165"
20/12/2010 16.00,"6,30718706","4,76319161",,"0,27069241",,"45,38607045"
20/12/2010 17.00,"10,15920168","8,16491302",,"0,36272159",,"34,96901835"
20/12/2010 18.00,"30,78235872","18,05339845",,"0,81801291",,"14,62144478"
20/12/2010 19.00,"61,22365488","20,77632736",,"1,52591351",,"10,19135975"
20/12/2010 20.00,"84,6950036","21,8405848",,"1,81383743",,"11,42118747"
20/12/2010 21.00,"70,59951016","21,7211804",,"1,57441945",,"10,71166971"
20/12/2010 22.00,"98,02273344","24,0015272",,"1,84287622",,"12,41856777"
20/12/2010 23.00,"87,02959384","22,06771128",,"1,71677779",,"11,05359276"
21/12/2010 0.00,"13,83482857","10,1091264",,"0,60552856",,"16,62430907"
21/12/2010 1.00,"11,62608043","8,98516867",,"0,43587077",,"18,87989796"
21/12/2010 2.00,"9,70526229","7,65614703",,"0,37472225",,"24,8073861"
21/12/2010 3.00,"8,38753483","6,86574344",,"0,3499427",,"27,398133"
21/12/2010 4.00,"7,61194542","6,00914832",,"0,35942347",,"29,3185599"
21/12/2010 5.00,"6,02704082","4,46987169",,"0,35783907",,"32,0079795"
21/12/2010 6.00,"5,4200573","3,88063726",,"0,36258412",,"33,8648856"
21/12/2010 7.00,"8,86093074","6,51012674",,"0,38534822",,"29,37667425"
21/12/2010 8.00,"12,86209666","9,50042399",,"0,45437563",,"25,1249901"
21/12/2010 9.00,"28,829136","15,16303952",,"0,75118501",,"16,71620675"
21/12/2010 10.00,"37,83144384","17,51867514",,"0,70075449",,"17,77575324"
21/12/2010 11.00,"37,02343264","15,83144222",,"0,59215319",,"18,50419158"
21/12/2010 12.00,"16,31853569","9,93391454",,"0,47466644",,"24,5438466"
21/12/2010 13.00,"8,75847048","5,74827504",,"0,33029265",,"32,3188005"
21/12/2010 14.00,"11,22661201","6,60227558",,"0,39541615",,"36,38670525"
21/12/2010 15.00,"5,9842407","4,1999145",,"0,32359623",,"39,58560795"
21/12/2010 16.00,"14,95152452","8,08314634",,"0,46463579",,"26,97377655"
21/12/2010 17.00,"39,00262032","18,04171039",,"0,72200759",,"11,30495877"
21/12/2010 18.00,"20,76324928","13,87684094",,"0,64895044",,"15,39988181"
21/12/2010 19.00,"14,72455291","11,00725207",,"0,54218168",,"20,7489576"
21/12/2010 20.00,"26,4051024","17,32918447",,"0,59760423",,"13,34296698"
21/12/2010 21.00,"19,18225472","15,84052613",,"0,54657839",,"20,21108565"
21/12/2010 22.00,"23,28198424","17,25130871",,"0,80276073",,"15,30123105"
21/12/2010 23.00,"14,93077167","12,24931786",,"0,55715892",,"26,6575491"
22/12/2010 0.00,"3,92205118","2,61131974",,"0,36333554",,"55,1152266"
22/12/2010 1.00,"2,8689082","2,36731794",,"0,28704435",,"59,5561365"
22/12/2010 2.00,,,,"0,25259996",,"62,51314545"
22/12/2010 3.00,"1,9091473","1,39002018",,,,"58,2573915"
22/12/2010 4.00,,,,"0,16725672",,"53,39483835"
22/12/2010 5.00,,,,"0,16358814",,
22/12/2010 6.00,"2,48370712","1,54576596",,"0,17304095",,"41,75876145"
22/12/2010 7.00,"4,1529118","2,6814041",,"0,19906705",,"42,26960115"
