,Comune Lecce,,,,,
,SAN PIETRO IN LAMA,,,,,
Parm,NOX,NO2,PM10,CO,BENZENE,O3



14/01/2010 4.00,"15,87497081","15,04882046","31,25761986","0,3466108","0,2740215","55,3625268"
14/01/2010 5.00,"13,86465768","12,7515907",,"0,34173877","0,42777257","57,3274821"
14/01/2010 6.00,"23,17303848","21,834084","21,0012207","0,37656295","0,13612952","43,6851135"
14/01/2010 7.00,"58,527276","48,90639792",,"0,45819217","0,48922887","18,95128305"
14/01/2010 8.00,"74,25437464","54,72606704","28,32722092","0,61669392","0,40354255","14,09708097"
14/01/2010 9.00,"134,9216566","73,73729336",,"0,89563686","3,62527142","6,27514283"
14/01/2010 10.00,"89,75840024","60,02397048","21,48962021","0,5944296","4,87885105","18,41403155"
14/01/2010 11.00,"93,71807576","60,2809624",,"0,61360317","1,26018809","25,05861645"
14/01/2010 12.00,"64,18079232","44,6701516","14,65200996","0,56605719","0,42821294","34,6993542"
14/01/2010 13.00,"59,26783184","42,3339744",,"0,55564209","1,13793554","37,4437959"
14/01/2010 14.00,"64,70087544","43,32555672","15,62880993","0,60145805","0,59628236","50,8141662"
14/01/2010 15.00,"47,75589016","33,74207736",,"0,55913826","0,96259762","64,0681482"
14/01/2010 16.00,"50,28888864","36,47927744","25,88521957","0,58081308","0,02907603","63,87732645"
14/01/2010 17.00,"70,63710008","55,37109936",,"0,68451556","0,50134337","47,74898835"
14/01/2010 18.00,"130,052806","96,08276088","36,14162064","0,98737828","1,70360009","19,89316245"
14/01/2010 19.00,"197,444592","116,458008",,"1,46353358","3,01907739","15,92941665"
14/01/2010 20.00,"232,596712","105,0548591","68,86447144","1,5096804","5,0980237","10,20641003"
14/01/2010 21.00,"277,735208","102,9679111",,"1,56528468","6,08749453","6,09380331"
14/01/2010 22.00,"488,385984","127,2018037","97,19168091","2,5970448","6,21393204","10,57179428"
14/01/2010 23.00,"228,3375408","85,22476144",,"1,80205579","8,30719771","9,81395961"
15/01/2010 0.00,"127,0710802","60,78194464","99,63368988","1,66814137","6,5350925","6,73525566"
15/01/2010 1.00,"117,7782631","51,8369968",,"1,62880165","5,70355771","4,46039906"
15/01/2010 2.00,"120,9584162","46,32363008","101,5873032","1,62445969","5,09604157","3,56994278"
15/01/2010 3.00,"107,8343526","42,96604336",,"1,59638086","5,29076351","5,02065491"
15/01/2010 4.00,"84,50565824","33,73687672","95,23809052","1,51085821","4,84977502","3,78782072"
15/01/2010 5.00,"74,24789296","29,84844232",,"1,43037768","3,77087226","2,69302058"
15/01/2010 6.00,"74,79520296","31,74853056","80,58608246","1,37801093","3,70126573","2,71602492"
15/01/2010 7.00,"121,7469824","42,3313932",,"1,49554895","3,31578612","2,99480024"
15/01/2010 8.00,"238,5380608","61,40361232","78,63246155","1,90020121","3,75655494","3,33176571"
15/01/2010 9.00,"510,1571632","102,8173602",,"2,90940227","7,64747591","5,65534221"
15/01/2010 10.00,"738,4130616","144,3675102","110,3785019","3,54427601","11,81747898","3,71068404"
15/01/2010 11.00,"288,407992","124,6008718",,"1,66828816","9,98766817","7,08575522"
15/01/2010 12.00,"70,4334912","40,69865992","71,79486084","0,88110115","4,21142039","31,69642035"
15/01/2010 13.00,"44,22033448","25,33185856",,"0,65831354","2,24128901","47,826135"
15/01/2010 14.00,"56,6116432","32,92831104","49,81684113","0,75252127","1,29014586","44,9504223"
15/01/2010 15.00,"52,3705404","39,09319176",,"0,76050734","1,32935426","50,34727635"
15/01/2010 16.00,"44,72487304","31,81862448","24,90842056","0,70026636","1,05202955","50,3418699"
15/01/2010 17.00,"44,29035192","35,15284656",,"0,78954264","0,79827381","38,9959857"
15/01/2010 18.00,"47,20858016","38,03931648","21,0012207","0,81765758","1,30226036","37,9715532"
15/01/2010 19.00,"48,95817488","40,58185584",,"0,83410738","1,39808007","40,56172155"
15/01/2010 20.00,"65,41938592","53,64752696","18,07081032","0,9420423","1,38442278","34,7142369"
15/01/2010 21.00,"69,19359744","54,40808232",,"0,88544311","1,58553249","38,0798418"
15/01/2010 22.00,"41,82094656","34,91793824","27,35042","0,82361889","1,07185393","50,7695181"
15/01/2010 23.00,"24,4298152","20,35192072",,"0,73463735","1,01282013","56,54258925"
16/01/2010 0.00,"18,32625232","15,09684034","19,53602028","0,723818","0,51500066","54,8631783"
16/01/2010 1.00,"14,37177553","11,86774002",,"0,68757019","0,08458491","54,94299825"
16/01/2010 2.00,,,"21,0012207","0,70129622","0,0343624",
16/01/2010 3.00,"16,14214604","14,97095618",,,"0,31367026","53,20403655"
16/01/2010 4.00,"11,44450544","10,40763358","16,60560989","0,35644224","0,06432017","53,3380008"
16/01/2010 5.00,"11,29535223","9,80672257",,"0,35215387","0,09581971","52,40966745"
16/01/2010 6.00,"12,01906335","10,77882543","29,7924099","0,39049519","0,08700842","49,52449845"
16/01/2010 7.00,"16,43137237","15,06959243",,"0,39153553","0,19251912","43,52948355"
16/01/2010 8.00,"22,78264632","19,49662576","33,21123123","0,4276482","0,13679057","41,75397345"
16/01/2010 9.00,"47,8","29,31763288",,"0,56337653","0,26322706","35,15267805"
16/01/2010 10.00,"32,923684","23,13715024","27,8388195","0,50212083","0,8229442","38,46146535"
16/01/2010 11.00,"27,00170376","18,58422701",,"0,54306708","0,73990106","42,6904464"
16/01/2010 12.00,"31,02103368","20,71273424","20,51280975","0,52943076","0,78219301","44,2358931"
16/01/2010 13.00,"27,04321328","16,74254272",,"0,50372503","1,19256369","49,6151712"
16/01/2010 14.00,"32,16236384","18,73737438","32,23442078","0,53183765","1,09586327","51,45426195"
16/01/2010 15.00,"18,83596284","13,25905462",,"0,47852958","0,81457327","59,5888146"
16/01/2010 16.00,"22,57901832","16,71270022","23,44322014","0,48784725","0,25772102","58,13132745"
16/01/2010 17.00,"24,41425152","19,35903824",,"0,53610388","1,06260228","57,8512095"
16/01/2010 18.00,"35,99879184","28,11838824","32,23442078","0,59415117","1,53729313","51,64777695"
16/01/2010 19.00,"40,3916692","30,994476",,"0,51907507","1,46063777","48,33767295"
16/01/2010 20.00,"50,58459856","36,42736664","29,30401993","0,60045964","1,57936541","40,0664229"
16/01/2010 21.00,"47,06978808","36,07043448",,"0,59590216","1,3767129","45,5472066"
16/01/2010 22.00,"46,46280456","38,23011496","27,8388195","0,62488853","1,76946203","47,145441"
16/01/2010 23.00,"32,28815432","27,47723728",,"0,58777046","1,8998638","50,33103705"
17/01/2010 0.00,"30,96786096","26,5765132","25,88521957","0,52775432","1,6714395","50,3594658"
17/01/2010 1.00,"32,13123648","25,8600868",,"0,48410876","1,11436656","48,2158782"
17/01/2010 2.00,"24,13668648","20,5271364","24,42000961","0,50031741","0,50332652","48,0074805"
17/01/2010 3.00,"30,77461512","26,99701936",,"0,47524777","0,25639892","39,1462092"
17/01/2010 4.00,"17,59994662","15,87167261","24,90842056","0,44505796","0,14427976","49,4487084"
17/01/2010 5.00,"15,16552512","14,05854978",,"0,44750097","0,12731823","45,05733435"
17/01/2010 6.00,"13,77257385","12,45956712","27,8388195","0,44600627","0,15705531","46,04386185"
17/01/2010 7.00,"19,16019024","16,37265485",,"0,45103674","0,13987411","44,6432322"
17/01/2010 8.00,"23,4985756","20,33503776","32,72283173","0,4835251","0,18128534","41,70525555"
17/01/2010 9.00,"25,79291824","19,90026808",,"0,51666935","0,23811631","44,8827519"
17/01/2010 10.00,"35,45408216","25,58623104","27,8388195","0,5699413","0,62712085","44,6472621"
17/01/2010 11.00,"32,53979264","22,56479304",,"0,81248731","1,59280201","51,22012875"
17/01/2010 12.00,"31,26745224","21,29287328","30,76922989","0,59900106","1,63685642","53,416524"
17/01/2010 13.00,"37,77957128","26,23516384",,"0,61854394","1,0255967","51,68432535"
17/01/2010 14.00,"34,8069084","26,53238424","36,14162064","0,60384979","1,07273465","51,17683725"
17/01/2010 15.00,"28,96014624","23,37207768",,"0,61070465","1,42208941","53,4598155"
17/01/2010 16.00,"32,05599928","27,64597128","41,5140419","0,66900824","2,01682999","48,56502315"
17/01/2010 17.00,"46,61586016","38,58312752",,"0,74740226","1,53927527","41,2708443"
17/01/2010 18.00,"55,50272144","47,72793672","45,42124176","0,77854038","2,5520954","34,00647075"
17/01/2010 19.00,"66,74359888","56,48338624",,"0,87323274","2,45495461","29,925"
17/01/2010 20.00,"79,89232728","63,55031032","57,14284134","0,93660408","2,71531881","18,85790508"
17/01/2010 21.00,"94,8723884","68,565276",,"1,14053733","3,49905359","14,67086891"
17/01/2010 22.00,"81,71069664","62,56520968","73,74845886","1,06717495","4,12595375","13,56794912"
17/01/2010 23.00,"59,16408672","49,38401552",,"1,00041346","5,35089872","14,09843358"
18/01/2010 0.00,"49,11771216","42,78304584","74,72527313","1,01806088","4,24336029","11,83981428"
18/01/2010 1.00,"35,76923712","32,20408368",,"0,87538333","3,3197514","19,04736425"
18/01/2010 2.00,,,"67,39926147","0,87738946","2,60143718",
18/01/2010 3.00,"29,81872984","28,64661648",,,"2,70034043","28,9763376"
18/01/2010 4.00,"19,11611099","18,47131002","60,56166077","0,51706894","1,66505172","33,81295575"
18/01/2010 5.00,"17,87879652","16,45571595",,"0,45566878","1,2698801","44,16145965"
18/01/2010 6.00,"18,88913938","17,72763571","48,84004974","0,43857008","0,44649554","47,8924488"
18/01/2010 7.00,"28,15341608","24,3143304",,"0,41473418","0,6520109","40,99343955"
18/01/2010 8.00,"45,58863816","37,07369912","38,0952301","0,45516783","0,45795002","35,31104115"
18/01/2010 9.00,"66,73581704","48,61827864",,"0,55684088","0,56257999","33,3176571"
18/01/2010 10.00,"54,7997364","36,00426016","36,14162064","0,53747275","0,80245877","40,2355989"
18/01/2010 11.00,"64,8785576","43,71751672",,"0,53544682","0,83660149","43,98147075"
18/01/2010 12.00,"52,99046816","36,4286668","23,44322014","0,48971008","0,52028703","46,04657505"
18/01/2010 13.00,"38,67188256","28,1378524",,"0,46127826","0,69937056","54,12834"
18/01/2010 14.00,"51,88934736","36,75573352","26,37360954","0,509105","0,75642121","54,88075425"
18/01/2010 15.00,"39,1258296","29,02689416",,"0,44449061","0,84563245","65,40789045"
18/01/2010 16.00,"34,294588","25,3305584","14,65200996","0,44649557","0,3658749","70,84131285"
18/01/2010 17.00,"43,23334096","35,37349136",,"0,48462486","0,18569098","62,0531184"
18/01/2010 18.00,"79,58105368","64,20832512","19,04759979","0,66910843","0,69298278","37,46815485"
18/01/2010 19.00,"83,52126504","67,72424456",,"0,66823701","1,70998787","35,3042382"
18/01/2010 20.00,"76,75492648","59,87471976","19,53602028","0,68498039","1,70558222","39,3086022"
18/01/2010 21.00,"107,2896047","82,51610752",,"0,91286022","2,0166093","21,44942205"
18/01/2010 22.00,"67,2960904","56,6469196","49,81684113","0,92724331","3,42063679","22,10035065"
18/01/2010 23.00,"43,67560568","38,47930592",,"0,85772543","3,2287777","26,3306883"
19/01/2010 0.00,"32,03267288","28,72189192","47,37483978","0,78493739","3,01379","22,5117396"
19/01/2010 1.00,"28,02632544","25,59531304",,"0,64201403","1,94942628","21,96636645"
19/01/2010 2.00,"22,42858216","20,47132512","41,02563095","0,55026562","1,15357496","29,8532598"
19/01/2010 3.00,"8,4640569","7,6522542",,"0,35956327","0,10771454","52,94692095"
19/01/2010 4.00,"7,94267362","7,10455224","19,53602028","0,3521364","0,00198213","47,84506755"
19/01/2010 5.00,"10,58850113","9,66136086",,"0,39068159","0,00925165","35,98630875"
19/01/2010 6.00,"11,75837171","10,32326849","18,07081032","0,35111935","0,02290894","55,0242147"
19/01/2010 7.00,"23,55823","20,50765312",,"0,37293165","0,00044036","35,0132874"
19/01/2010 8.00,"54,85940992","41,23728944","13,67521","0,50674471","0,09802151","21,05832225"
19/01/2010 9.00,"74,10910088","46,23539128",,"0,55455165","0,17225438","23,9759898"
19/01/2010 10.00,"39,46174888","25,50965544","13,67521","0,46522994","0,15044684","49,74777885"
19/01/2010 11.00,"23,32997544","14,48164861",,"0,4338029","0,05440747","63,28999845"
19/01/2010 12.00,"29,28698352","18,95282428","11,72161007","0,42158088","0,01145447","64,17506025"
19/01/2010 13.00,"29,15079176","16,8009505",,"0,44520825","0,00881129","66,39306135"
19/01/2010 14.00,"31,78753536","18,77371768","11,72161007","0,47533515","0,02819531","66,77606145"
19/01/2010 15.00,"32,74212048","22,63488696",,"0,50381124","0,07158866","63,81779565"
19/01/2010 16.00,"37,36839568","24,20140768","21,48962021","0,51767707","0,06718404","63,26701605"
19/01/2010 17.00,"35,10908088","26,14042424",,,"0,01916435",
19/01/2010 18.00,"40,85079776","31,59797968","15,62880993","0,39533343","0,05000182","54,34757055"
19/01/2010 19.00,"58,2095016","46,393724",,"0,45230776","0,047799","44,59720755"
19/01/2010 20.00,"59,5168316","49,97715616","30,76922989","0,6865811","0,56037717","35,6506899"
19/01/2010 21.00,"51,29534632","41,26711664",,"0,64737885","2,52301937","32,14030785"
19/01/2010 22.00,"44,37725232","37,05295392","32,23442078","0,63602476","2,30142422","35,1012669"
19/01/2010 23.00,"25,05624376","21,81592",,"0,49466832","1,43134106","45,1872288"
20/01/2010 0.00,"15,1421796","13,27333535","25,88521957","0,3727569","0,13194456","50,64906"
20/01/2010 1.00,"13,89967787","12,21037807",,"0,32866165",,"47,36060175"
20/01/2010 2.00,,,"18,55920982","0,29796157",,
20/01/2010 3.00,"19,91374768","18,50895539",,,,"52,91579895"
20/01/2010 4.00,"13,89708329","12,5672892","10,7448101","0,32754208",,"47,8179954"
20/01/2010 5.00,"11,27330496","10,10004058",,"0,30772077",,"45,839514"
20/01/2010 6.00,"13,50669304","12,19739942","6,34920597","0,32367545",,"39,1976403"
20/01/2010 7.00,"25,83572792","22,5595924",,"0,35744647",,"29,95881525"
20/01/2010 8.00,"39,77560368","31,59667952","10,25640965","0,43077623",,"26,87877465"
20/01/2010 9.00,"57,52209936","44,26780944",,"0,50534205","0,00660847","28,16167935"
20/01/2010 10.00,"52,92823256","38,9452412","18,07081032","0,52928746","0,00792955","36,62506785"
20/01/2010 11.00,"36,13370256","24,978846",,"0,46779993","0,1167455","53,416524"
20/01/2010 12.00,"33,84322216","22,72702624","21,48962021","0,41932311","0,40045799","61,81764855"
20/01/2010 13.00,"33,0974848","23,06835648",,"0,39825292","0,00110141","61,4454813"
20/01/2010 14.00,"49,25778528","31,48507608","21,0012207","0,46507033",,"59,4602568"
20/01/2010 15.00,"33,39057528","24,00284648",,"0,41263368","0,04735864","70,1105244"
20/01/2010 16.00,"31,16498816","22,24810848","12,21000957","0,38739396",,"73,63040265"
20/01/2010 17.00,"45,46282856","35,96791304",,"0,42941434",,"63,8732766"
20/01/2010 18.00,"64,76961184","54,81042448","26,86202049","0,64160628","0,00616811","43,11536145"
20/01/2010 19.00,"106,51274","80,60433696",,"0,9109869","1,78466109","24,1681482"
20/01/2010 20.00,"173,0656934","106,4410782","51,77045059","1,03142926","2,8003451","13,94551284"
20/01/2010 21.00,"145,651533","97,26902304",,"1,03855207","3,91537271","20,8228524"
20/01/2010 22.00,"122,186685","90,98861928","78,14408112","1,24116537","5,03722846","21,95691015"
20/01/2010 23.00,"95,02542488","76,9534112",,"1,11313653","4,56936575","18,4559844"
21/01/2010 0.00,"130,533999","85,44668728","70,81806183","1,36168579","3,50434097","10,15904673"
21/01/2010 1.00,"85,62106168","63,24658912",,"0,98799573","4,29270208","7,32934472"
21/01/2010 2.00,"96,35483848","65,80599232","67,88764954","0,98657093","2,25714912","6,65676638"
21/01/2010 3.00,"71,39973952","54,9168464",,"0,99665983","2,04480461","6,88952901"
21/01/2010 4.00,"47,25397104","42,60653","62,51525116","0,92400111","2,28314161","8,49722171"
21/01/2010 5.00,"37,01695096","35,2618688",,"0,76224203","1,78488077","21,26943315"
21/01/2010 6.00,"31,6189352","30,18329088","53,23564148","0,60441016","1,25446136","36,46403145"
21/01/2010 7.00,"49,9516692","42,9738252",,"0,51072901","0,12070976","33,92527425"
21/01/2010 8.00,"110,6332147","78,27596072","37,11843109","0,7206958","0,12423469","13,19985765"
21/01/2010 9.00,"136,6725898","84,02033528",,"0,98961275","0,7859376","17,43967355"
21/01/2010 10.00,"79,21270688","58,23032328","34,67642975","0,68195955","1,38354206","39,0027687"
21/01/2010 11.00,"50,09694296","37,61621",,"0,60194618","0,7110447","54,4138644"
21/01/2010 12.00,"44,17364344","34,44682144","25,39682007","0,53333001",,"58,8255675"
21/01/2010 13.00,"54,70637344","40,46115128",,"0,55281347","0,47248803","50,07663465"
21/01/2010 14.00,"52,92433208","38,66230344","25,88521957","0,65577617","0,9161197","55,22720595"
21/01/2010 15.00,"52,74793096","41,18535952",,"0,66563324","1,09454218","55,8550923"
21/01/2010 16.00,"52,18895776","38,6207748","21,97801971","0,68326784","1,5375128","55,9687674"
21/01/2010 17.00,"94,2887504","72,76779464",,"0,79427836","1,78179722","39,49671075"
21/01/2010 18.00,"87,19687472","71,20903664","24,42000961","0,83979025","1,8606554","33,3501357"
21/01/2010 19.00,"115,7368207","84,52261768",,"0,99927875","1,16899472","29,6110269"
21/01/2010 20.00,"63,965482","50,57027768","22,95482063","0,71049156","2,34393685","48,90469185"
21/01/2010 21.00,"47,62359888","38,09252744",,"0,56640669","0,94651783","61,21679445"
21/01/2010 22.00,"29,94453944","23,7173084","23,44322014","0,50399415","0,00022069","73,85910945"
21/01/2010 23.00,"17,8684201","14,57769028",,"0,41640013",,"81,5998491"
22/01/2010 0.00,"19,03958893","15,13188348","14,16361046","0,39535207",,"79,92718125"
22/01/2010 1.00,"12,53136846","10,48290519",,"0,40519632",,"79,0692315"
22/01/2010 2.00,,,"6,83760691","0,36295342",,
22/01/2010 3.00,"18,24324666","16,89439758",,,,"73,77791295"
22/01/2010 4.00,"13,78295027","12,51407824","2,93040299","0,19734401",,"73,06474035"
22/01/2010 5.00,"11,06449162","9,96376469",,"0,20169995",,"73,2677316"
22/01/2010 6.00,"10,6753977","9,35506228","2,44200301","0,24032785",,"64,31578755"
22/01/2010 7.00,"20,8916592","17,19030826",,"0,2702567",,"48,04672215"
22/01/2010 8.00,"37,83144384","29,50581192","13,18680954","0,34510213",,"44,3590245"
22/01/2010 9.00,"48,01269088","32,61810816",,"0,44089775",,"49,3485594"
22/01/2010 10.00,"31,95355432","21,31233744","15,62880993","0,40415365",,"53,1174336"
22/01/2010 11.00,"30,7084408","20,36360304",,"0,39959617",,"56,6806233"
22/01/2010 12.00,"27,37005056","17,09556675","11,72161007","0,42066869","0,02885636","61,34942205"
22/01/2010 13.00,"28,65015368","19,7769632",,"0,42237075","0,21675016","59,0705136"
22/01/2010 14.00,"26,9978224","18,32595214","18,07081032","0,40448334","0,00660847","66,85590135"
22/01/2010 15.00,"26,08992832","19,01512489",,"0,43511469","0,09009196","69,53538585"
22/01/2010 16.00,"26,23390192","19,6173112","18,55920982","0,48148285","0,05506852","67,9682934"
22/01/2010 17.00,"38,86772872","27,25401128",,"0,55818645","0,12137081","58,5968607"
22/01/2010 18.00,"27,91607952","22,03266432","19,53602028","0,5206851","0,80598267","59,00553645"
22/01/2010 19.00,"28,49063552","20,21305216",,"0,52260502","0,6471649","63,9476901"
22/01/2010 20.00,"27,8149156","19,99890816","19,04759979","0,53711393","0,28084964","65,72860665"
22/01/2010 21.00,"35,33477336","26,58949568",,"0,55726494","0,33988343","58,23283305"
22/01/2010 22.00,"25,0731076","19,5628192","14,65200996","0,55864779","0,37072091","56,4681558"
22/01/2010 23.00,"24,3844052","20,61149384",,"0,6120013","0,40508432","49,38644445"
23/01/2010 0.00,"21,42600584","19,77176256","25,88521957","0,62351732","0,486365","45,6338295"
23/01/2010 1.00,"18,75554986","16,30257049",,"0,63115623","0,28327213","41,2532484"
23/01/2010 2.00,"18,23546291","16,1520177","30,28083038","0,61998504","0,37556691","35,7576219"
23/01/2010 3.00,"14,50536506","13,13445914",,"0,54026176","0,30485897","38,23411515"
23/01/2010 4.00,"8,96079832","7,88587192","23,93161964","0,44287941","0,03105816","45,57292215"
23/01/2010 5.00,"8,91280903","7,5042979",,"0,43000849","0,03876804","46,6569054"
23/01/2010 6.00,"8,42255311","7,15906336","20,51280975","0,43664899",,"47,9722887"
23/01/2010 7.00,"17,43393339","15,31098817",,"0,42959841","0,00330423","44,97342465"
23/01/2010 8.00,"40,81965128","34,67394792","17,58241081","0,51247069","0,00022069","25,44293325"
23/01/2010 9.00,"83,84552112","57,31271624",,"0,76097101","0,15793603","29,75313075"
23/01/2010 10.00,"42,09069152","29,29294896","25,39682007","0,54555785","0,38393784","59,15847315"
23/01/2010 11.00,"23,3338568","15,50178282",,"0,49723249","0,17952389","29,16987255"
23/01/2010 12.00,"23,08613808","14,55174253","22,46640968","0,48287619","0,22732289","0,01488669"
23/01/2010 13.00,"28,24161664","17,91841698",,"0,48643294","0,17687969","0,00676704"
23/01/2010 14.00,"37,80939848","23,02422752","25,88521957","0,51467254","0,17577828","0,01353209"
