 Brindisi,,,,
,Casale,,,,
Parm,SO2,NO2,NOX,PM10



18/01/2010 22.00,"0,53108757","4,18953042","8,43682046","7,32600689"
18/01/2010 23.00,"0,55145503","6,8307003","10,98667322",
19/01/2010 0.00,"2,26643027","5,50297691","9,72082597","5,86080599"
19/01/2010 1.00,"1,67590413","3,63793563","7,46668313",
19/01/2010 2.00,"1,60981032","4,02599898","8,06718306","4,39560509"
19/01/2010 3.00,"1,29968024","2,90074491","7,03349276",
19/01/2010 4.00,"1,64620061","2,76706361","6,64958802","6,34920597"
19/01/2010 5.00,"0,98804093","2,50359574","6,2825452",
19/01/2010 6.00,"0,91969751","1,56653219","5,63665248","3,90720391"
19/01/2010 7.00,"1,22785563","2,42053273","6,20083588",
19/01/2010 8.00,"0,46927736","3,6145729","8,07755757","3,90720391"
19/01/2010 9.00,"0,73660903","3,58731926","8,71048119",
19/01/2010 10.00,"0,94040363","4,10387091","9,2811501","4,88400507"
19/01/2010 11.00,"0,23186583","3,86895686","9,21500446",
19/01/2010 12.00,"0,38290965","4,68791426","10,74024701","4,88400507"
19/01/2010 13.00,"1,4407717","2,8605107","7,91802985",
19/01/2010 14.00,"0,58454821","3,29270109","8,01400651","8,30280876"
19/01/2010 15.00,"0,36586982","3,27842418","7,89468433",
19/01/2010 16.00,"0,19945099","4,23106289","8,85055622","9,76801014"
19/01/2010 17.00,"0,47121881","4,53606322","9,31098112",
19/01/2010 18.00,"0,33804572","3,3355318","7,60805258","8,79120922"
19/01/2010 19.00,"0,07154697","3,38355359","7,29548265",
19/01/2010 20.00,"0,18361325","3,8702551","7,58859798","7,81440783"
19/01/2010 21.00,"0,13116961","4,24144696","8,37456574",
19/01/2010 22.00,"0,19344255","2,89944666","6,75334652","7,32600689"
19/01/2010 23.00,"0,56100669","4,197318","8,3473293",
20/01/2010 0.00,"2,61640132","3,27972243","7,09445114","6,83760691"
20/01/2010 1.00,"0,88530765","2,6333823","6,50043672",
20/01/2010 2.00,"1,31078181",,,"3,90720391"
20/01/2010 3.00,"1,98224182","2,92150923","7,0672147",
20/01/2010 4.00,"0,4279658","2,62689298","6,51729674","7,81440783"
20/01/2010 5.00,"0,66404201","2,50100116","6,56917694",
20/01/2010 6.00,"0,45701132","2,16485053","6,06465368","7,81440783"
20/01/2010 7.00,"0,52468352","3,50295608","7,52375059",
20/01/2010 8.00,"0,01112395","9,08510509","13,38477818","4,88400507"
20/01/2010 9.00,"0,04171531","13,56275479","20,1433024",
20/01/2010 10.00,"0,05098526","11,74443706","17,82561998","9,76801014"
20/01/2010 11.00,"0,01297794","8,9631061","14,38863746",
20/01/2010 12.00,"0,00618031","6,97606393","12,195453","10,25640965"
20/01/2010 13.00,"0,02780987","6,22070156","11,4496927",
20/01/2010 14.00,"0,03368101","5,3290633","10,36931327","8,30280876"
20/01/2010 15.00,"0,00988829","3,37965885","8,1372177",
20/01/2010 16.00,"0,0231754","3,09023367","7,20469515","6,34920597"
20/01/2010 17.00,"0,00030917","5,21355174","9,86868093",
20/01/2010 18.00,"0,00030917","7,75997819","11,92438494","17,58241081"
20/01/2010 19.00,,"20,24679896","25,76957272",
20/01/2010 20.00,"0,00030917","41,9666792","52,1669124","15,62880993"
20/01/2010 21.00,"0,00463549","31,8822176","38,94424696",
20/01/2010 22.00,,"36,31186272","45,22419184","30,76922989"
20/01/2010 23.00,,"36,68954008","44,7287544",
21/01/2010 0.00,,"22,99310016","28,42968096","26,37360954"
21/01/2010 1.00,"0,00679763","18,9255649","23,32737512",
21/01/2010 2.00,,"25,33185856","32,53849248","27,8388195"
21/01/2010 3.00,"0,02441105","23,6004852","28,4374628",
21/01/2010 4.00,"0,01205145","27,31500408","35,22192712","27,8388195"
21/01/2010 5.00,"0,04913127","37,46435896","55,7167316",
21/01/2010 6.00,"0,10289701","42,25999912","75,36459656","22,46640968"
21/01/2010 7.00,"0,33248476","42,63639544","114,72",
21/01/2010 8.00,"0,69926886","47,81359432","153,9716201","29,30401993"
21/01/2010 9.00,"4,36433143","81,73346856","308,487816",
21/01/2010 10.00,"3,00719883","65,57886584","238,6678856","45,42124176"
21/01/2010 11.00,"0,08250311","12,88657217","18,74647168",
21/01/2010 12.00,"0,09640753","9,62372314","14,64284359","23,93161964"
21/01/2010 13.00,"0,0639632","7,57957334","12,10596184",
21/01/2010 14.00,"0,0815756","9,77038118","15,57536806","14,65200996"
21/01/2010 15.00,"0,14152165","23,52002824","31,0197144",
21/01/2010 16.00,"0,09517188","21,0631656","28,31035304","13,18680954"
21/01/2010 17.00,"1,71366127","19,86589032","35,20208056",
21/01/2010 18.00,,"12,25320114","16,88661001","8,79120922"
21/01/2010 19.00,,"4,34527621","9,30838654",
21/01/2010 20.00,,"3,58212818","7,92062443","7,32600689"
21/01/2010 21.00,,"3,19925591","7,15930045",
21/01/2010 22.00,,"3,06167986","7,14762769","5,37240601"
21/01/2010 23.00,,"3,26285094","7,24360435",
22/01/2010 0.00,,"2,96693453","7,28510622","5,37240601"
22/01/2010 1.00,,"1,67555252","5,58347594",
22/01/2010 2.00,,,,"7,81440783"
22/01/2010 3.00,,"1,96108486","5,86232584",
22/01/2010 4.00,,"1,18236168","4,90126669","4,39560509"
22/01/2010 5.00,,"1,67036144","5,72484539",
22/01/2010 6.00,,"4,17914826","8,02438294","3,41880298"
22/01/2010 7.00,,"8,55038178","13,28880343",
22/01/2010 8.00,,"6,86704169","11,09561898","5,86080599"
22/01/2010 9.00,,"10,26746677","16,7244877",
22/01/2010 10.00,,"8,45953119","13,81407763","8,30280876"
22/01/2010 11.00,"0,03742865","10,81256458","16,17846066",
22/01/2010 12.00,"1,02965351","7,88976475","14,05920559","6,83760691"
22/01/2010 13.00,"1,96512571","6,12985097","12,17859107",
22/01/2010 14.00,"2,90150303","5,42251039","8,6196937","12,69841003"
22/01/2010 15.00,"5,53006259","3,46402011","8,00492642",
22/01/2010 16.00,"0,01032357","4,50880766","9,36286133","10,25640965"
22/01/2010 17.00,,"4,22327531","8,8726035",
22/01/2010 18.00,,"5,94684962","10,36671869","13,18680954"
22/01/2010 19.00,,"7,30572332","11,77263906",
22/01/2010 20.00,,"7,19151","12,0657563","12,21000957"
22/01/2010 21.00,,"12,97222977","18,21990114",
22/01/2010 22.00,,"12,66073629","18,14597175","18,07081032"
22/01/2010 23.00,,"6,40370099","10,77267262",
23/01/2010 0.00,,"3,33423355","7,19042781","13,67521"
23/01/2010 1.00,,"3,14733938","7,10352932",
23/01/2010 2.00,,"7,46406178","12,89841318","8,30280876"
23/01/2010 3.00,,"2,95785062","6,85451044",
23/01/2010 4.00,,"2,57887118","6,56398778","15,62880993"
23/01/2010 5.00,,"2,70346666","6,4446675",
23/01/2010 6.00,,"2,15576662","6,4900603","20,51280975"
23/01/2010 7.00,,"4,21678598","9,0217567",
23/01/2010 8.00,,"4,46468061","8,80645786","16,11721039"
23/01/2010 9.00,,"3,21093632","7,99584825",
23/01/2010 10.00,,"3,9156804","8,93874914","21,97801971"
23/01/2010 11.00,,"2,73461697","7,15930045",
23/01/2010 12.00,,"3,80925466","8,9374528","17,09399986"
23/01/2010 13.00,,"3,19925591","7,77017489",
23/01/2010 14.00,,"3,56136194","8,00233375","23,44322014"
23/01/2010 15.00,,"3,00716874","7,30974999",
23/01/2010 16.00,,"3,30178691","7,51726509","21,0012207"
23/01/2010 17.00,,"4,05325454","8,30323093",
23/01/2010 18.00,,"2,86829636","6,76112836","22,95482063"
23/01/2010 19.00,,"3,66129645","8,12165594",
23/01/2010 20.00,,"4,03378655","7,74942395","22,95482063"
23/01/2010 21.00,,"6,93582971","11,34852878",
23/01/2010 22.00,,"8,23759388","12,56249582","17,58241081"
23/01/2010 23.00,,"9,49653116","13,91135063",
24/01/2010 0.00,,"9,58219067","13,82834306","13,67521"
24/01/2010 1.00,,"7,06821086","11,18770281",
24/01/2010 2.00,,,,"14,16361046"
24/01/2010 3.00,,"5,91829773","9,9166683",
24/01/2010 4.00,,"4,94489279","8,94264006","14,65200996"
24/01/2010 5.00,,"4,75929686","8,74550138",
24/01/2010 6.00,,"4,3907015","8,26302539","19,04759979"
24/01/2010 7.00,,"5,53153072","9,43419422",
24/01/2010 8.00,,"8,58672126","13,03070446","16,11721039"
24/01/2010 9.00,,"13,21492949","18,66994962",
24/01/2010 10.00,,"10,48679994","15,13180318","13,67521"
24/01/2010 11.00,,"8,88263576","14,05531467",
24/01/2010 12.00,,"7,5354463","12,26289498","21,0012207"
24/01/2010 13.00,,"10,02735972","15,20962158",
24/01/2010 14.00,,"9,71457182","15,28484539","22,46640968"
24/01/2010 15.00,,"11,22269241","15,93592728",
24/01/2010 16.00,,"9,30833874","13,40423278","29,30401993"
24/01/2010 17.00,,"12,09227383","17,09542335",
24/01/2010 18.00,,"17,50698709","22,35594528","30,76922989"
24/01/2010 19.00,,"24,53885656","29,17025592",
24/01/2010 20.00,,"38,80765368","47,55356232","27,8388195"
24/01/2010 21.00,,"35,92508424","45,82857504",
24/01/2010 22.00,,"57,3205172","75,6953152","35,65322113"
24/01/2010 23.00,,"69,39330584","124,011517",
25/01/2010 0.00,,"31,03340432","37,92612608","52,2588501"
25/01/2010 1.00,,"15,88465126","20,21982064",
25/01/2010 2.00,,"17,84314728","22,27942704","32,23442078"
25/01/2010 3.00,,"12,63218439","16,91125186",
25/01/2010 4.00,,"8,73597771","12,84523664","27,8388195"
25/01/2010 5.00,,"7,60033958","11,53399469",
25/01/2010 6.00,,"11,9936261","16,65185656","27,35042"
25/01/2010 7.00,,"22,030064","27,6203696",
25/01/2010 8.00,,"36,24046864","46,7312876","22,95482063"
25/01/2010 9.00,,"54,52618656","97,34569424",
25/01/2010 10.00,,"68,770338","173,3276756","29,30401993"
25/01/2010 11.00,,"67,53606552","170,0865297",
25/01/2010 12.00,,"42,84663896","71,32322128","33,21123123"
25/01/2010 13.00,,"22,52714576","31,6760084",
25/01/2010 14.00,,"31,3345252","41,97658336","32,72283173"
25/01/2010 15.00,,"29,65248144","37,40084232",
25/01/2010 16.00,,"29,0320948","35,17523608","39,56044006"
25/01/2010 17.00,"1,01937266","24,78674736","33,40357688",
25/01/2010 18.00,"1,2423611","37,61102848","45,83767616","34,67642975"
25/01/2010 19.00,"0,21864381","54,33020656","65,31434064",
25/01/2010 20.00,"0,50461913","51,6137708","61,29371056","37,6068306"
25/01/2010 21.00,"1,6546712","81,5829368","133,5390894",
25/01/2010 22.00,"1,24742881","71,24148328","101,8721439","43,46763992"
25/01/2010 23.00,"0,59620303","44,39111432","54,76864728",
26/01/2010 0.00,"0,17086109","19,4888248","23,99791352","32,72283173"
26/01/2010 1.00,"0,00172687","10,68018726","14,76735303",
26/01/2010 2.00,"0,03064119",,,"17,58241081"
26/01/2010 3.00,"0,06758779","16,22859138","23,20156552",
26/01/2010 4.00,"0,01968912","8,95272203","13,1876376","16,60560989"
26/01/2010 5.00,"0,01891925","4,8397653","8,42774228",
26/01/2010 6.00,"0,00089191","10,5646757","14,67008003","13,18680954"
26/01/2010 7.00,"0,00178382","26,27801176","31,28689728",
26/01/2010 8.00,"0,00446056","58,53790672","83,11790952","13,67521"
26/01/2010 9.00,"0,06491206","69,26221912","117,3541242",
26/01/2010 10.00,"0,10791896","59,84357328","102,8306295","27,35042"
26/01/2010 11.00,"0,00446056","24,73093608","36,17261176",
26/01/2010 12.00,"0,26899853","16,74773954","24,75923368","19,53602028"
26/01/2010 13.00,"0,07924769","14,27269951","21,16920512",
26/01/2010 14.00,"0,0546668","18,04431454","24,49335096","16,11721039"
26/01/2010 15.00,"0,06485002","20,07936512","26,99910344",
26/01/2010 16.00,"0,0062454","18,27922477","27,37653224","18,07081032"
26/01/2010 17.00,"0,07478713","10,88135643","16,31334652",
26/01/2010 18.00,"0,03433189","12,13250231","17,05521782","13,67521"
26/01/2010 19.00,"0,01427461","8,96570069","13,47816026",
26/01/2010 20.00,"0,00713731","7,52376589","12,79724926","12,21000957"
26/01/2010 21.00,"0,04057728","8,83980887","13,90616338",
26/01/2010 22.00,"0,02962521","7,3109144","11,53399469","8,30280876"
26/01/2010 23.00,"0,00356865","5,36150994","9,88683728",
27/01/2010 0.00,"0,00987507","3,97927543","7,84280603","7,81440783"
27/01/2010 1.00,"0,14351294","3,60159616","7,87004247",
27/01/2010 2.00,"0,40983575","8,87744468","12,973637","5,37240601"
27/01/2010 3.00,"0,94441773","8,3063819","12,38870075",
27/01/2010 4.00,"1,61300777","3,46142553","7,47057405","6,34920597"
27/01/2010 5.00,"1,57236845","6,10778649","9,92055922",
27/01/2010 6.00,"0,76321884","4,20770207","7,91413893","9,27960968"
27/01/2010 7.00,"0,33258748","5,93257272","10,5586701",
27/01/2010 8.00,"0,12923833","9,24863654","14,16166585","7,81440783"
27/01/2010 9.00,"1,26116238","13,35250362","20,60891264",
27/01/2010 10.00,"1,36535911","9,99491308","15,95278921","8,30280876"
27/01/2010 11.00,"0,65326893","9,87940342","14,86592237",
27/01/2010 12.00,"0,56386955","14,32331398","20,47143984","4,88400507"
27/01/2010 13.00,"1,32585782","9,65876436","15,3950894",
27/01/2010 14.00,"2,29313363","14,96186079","21,69188856","5,86080599"
27/01/2010 15.00,"4,27678502","14,93850571","21,42990632",
27/01/2010 16.00,"5,59101547","15,78211835","21,7359984","5,37240601"
27/01/2010 17.00,"4,75300849","17,2707767","23,45836624",
27/01/2010 18.00,"3,42770392","18,5751431","24,55690584","7,81440783"
27/01/2010 19.00,"1,65413931","13,97028994","18,76981911",
27/01/2010 20.00,"1,57252303","20,19618832","26,8720128","7,81440783"
27/01/2010 21.00,"2,096276","10,33495654","15,56110262",
27/01/2010 22.00,"1,80017441","7,94687046","12,15784014","6,83760691"
27/01/2010 23.00,"0,97404294","6,34010405","10,38487695",
28/01/2010 0.00,"1,67041335","5,48480718","10,0528505","3,90720391"
28/01/2010 1.00,"0,06759287","3,03312606","7,01792908",
28/01/2010 2.00,"0,05670385",,,"2,44200301"
28/01/2010 3.00,"0,12060908","6,18046734","10,20070546",
28/01/2010 4.00,"0,39377935","4,7203609","8,62099003","2,44200301"
28/01/2010 5.00,"0,13186015","3,76512761","7,62102359",
28/01/2010 6.00,"0,02610232","3,8105529","8,07107206","5,37240601"
28/01/2010 7.00,"0,17911302","5,17851051","9,80642621",
28/01/2010 8.00,"0,14311122","7,00072108","11,46525638","5,37240601"
28/01/2010 9.00,"0,19756445","7,65744528","13,29528702",
28/01/2010 10.00,"0,3213242","12,07539852","19,05125978","6,83760691"
28/01/2010 11.00,"0,65524903","12,8645096","19,54280056",
28/01/2010 12.00,"0,7776582","11,12535822","16,77118066","7,81440783"
28/01/2010 13.00,"2,06700368","7,70676532","13,11111745",
28/01/2010 14.00,"2,01164939","6,97216918","12,41593719","9,76801014"
28/01/2010 15.00,"1,37260219","11,10458817","16,74264597",
28/01/2010 16.00,"1,01797632","11,48097493","17,41188421","14,16361046"
28/01/2010 17.00,"1,43740746","25,98079136","32,33484536",
28/01/2010 18.00,"1,01527619","36,02244328","43,60298792","12,21000957"
28/01/2010 19.00,"0,68720114","38,72071504","47,34735312",
28/01/2010 20.00,"1,46080965","50,35353336","60,63355432","21,48962021"
28/01/2010 21.00,"1,31949851","46,75971904","53,64284256",
28/01/2010 22.00,"0,63769765","27,48113776","32,73041904","30,28083038"
28/01/2010 23.00,"1,35640138","30,84910664","37,1622056",
29/01/2010 0.00,"1,23939248","41,41768664","50,17864272","23,44322014"
29/01/2010 1.00,"0,72725467","21,01773648","25,33899032",
29/01/2010 2.00,"0,46668503","18,10271275","21,95907144","22,46640968"
29/01/2010 3.00,"0,73085485","10,17142318","14,2407825",
29/01/2010 4.00,"1,17053751","8,81125506","12,43798638","24,42000961"
29/01/2010 5.00,"1,33839946","5,13308522","8,73253038",
29/01/2010 6.00,"1,16153706","3,67168052","7,43166485","14,16361046"
29/01/2010 7.00,"1,12553424","3,75863637","7,61713267",
29/01/2010 8.00,"0,91221849","6,53089297","10,22145831","9,76801014"
29/01/2010 9.00,"0,89511764","21,1669872","28,96014624",
29/01/2010 10.00,"1,01032543","21,93272408","29,22342864","8,30280876"
29/01/2010 11.00,"1,8172356","18,46871353","26,114574",
29/01/2010 12.00,"1,66602398","10,59971883","16,98258667","9,27960968"
29/01/2010 13.00,"1,83793664","9,07991401","14,77254029",
29/01/2010 14.00,,"8,79567991","14,00991997","8,79120922"
29/01/2010 15.00,"0,9245964","9,04374853","13,97171438",
29/01/2010 16.00,"0,85215956","14,13641598","20,15756592","8,79120922"
29/01/2010 17.00,"0,45946535","11,65099762","17,40669695",
29/01/2010 18.00,"0,35118637","9,38361609","12,97882617","8,79120922"
29/01/2010 19.00,"0,57424193","52,73642072","78,07007656",
29/01/2010 20.00,"2,49512","83,81397312","182,9940402","29,7924099"
29/01/2010 21.00,"4,78053868","93,51557584","274,691304",
29/01/2010 22.00,"1,76964712","81,01576112","181,9421916","47,86323166"
29/01/2010 23.00,"0,53165201","57,78385216","81,88189712",
30/01/2010 0.00,"0,34541185","43,91867824","51,1669364","42,97924042"
30/01/2010 1.00,,"31,00745848","36,1687304",
30/01/2010 2.00,,,,"33,69963074"
30/01/2010 3.00,,"17,65754179","21,71523408",
30/01/2010 4.00,,"14,68801459","18,54154926","27,8388195"
30/01/2010 5.00,,"8,78270126","12,34849522",
30/01/2010 6.00,,"8,14544504","12,06445806","16,11721039"
30/01/2010 7.00,,"13,3460143","17,96958402",
30/01/2010 8.00,,"16,1039959","20,40530376","7,81440783"
30/01/2010 9.00,,"22,95675304","34,3153332",
30/01/2010 10.00,,"16,30126842","23,93435864","10,25640965"
30/01/2010 11.00,,"13,85867312","21,85920768",
30/01/2010 12.00,,"11,33430923","18,67384054","6,34920597"
30/01/2010 13.00,,"11,4666942","17,63366856",
30/01/2010 14.00,,"19,10078249","26,61909344","7,81440783"
30/01/2010 15.00,,"12,99429042","18,11354806",
30/01/2010 16.00,,"9,85344611","14,45218851","15,14041042"
30/01/2010 17.00,,"13,43166998","18,20174288",
30/01/2010 18.00,,"14,34537654","19,43905544","12,21000957"
30/01/2010 19.00,,"18,50635125","23,956404",
30/01/2010 20.00,,"21,1669872","26,2585476","11,72161007"
30/01/2010 21.00,,"27,47205576","33,87178744",
30/01/2010 22.00,,"27,10086008","32,96519352","11,72161007"
30/01/2010 23.00,,"18,62965422","23,75797664",
31/01/2010 0.00,,"13,1461472","17,7646635","5,86080599"
31/01/2010 1.00,,"10,9890766","15,2264835",
31/01/2010 2.00,,"7,47055302","11,41337617","5,86080599"
31/01/2010 3.00,,"9,4238503","13,28750518",
31/01/2010 4.00,,"10,86448112","14,59874714","6,34920597"
31/01/2010 5.00,,"7,7119564","11,75318446",
31/01/2010 6.00,,"5,97670168","10,0658196","3,90720391"
31/01/2010 7.00,,"8,29859433","12,51580478",
31/01/2010 8.00,,"7,13050955","11,66498963","4,39560509"
31/01/2010 9.00,,"10,36999777","16,51826894",
31/01/2010 10.00,,"9,58089242","15,8490307","5,37240601"
31/01/2010 11.00,,"6,21551048","11,90363209",
31/01/2010 12.00,,"6,44393521","11,85564471","4,88400507"
31/01/2010 13.00,,"6,6139579","12,0203616",
31/01/2010 14.00,,"6,10129716","11,70130616","4,88400507"
31/01/2010 15.00,,"4,3621477","8,98673842",
31/01/2010 16.00,,"5,93387097","10,71690149","7,32600689"
31/01/2010 17.00,,"7,29274275","11,85953563",
31/01/2010 18.00,,"16,9411173","22,33648112","5,86080599"
31/01/2010 19.00,,"19,38110272","24,55042416",
31/01/2010 20.00,,"17,25130871","22,24699952","9,27960968"
31/01/2010 21.00,,"23,40452432","29,3025472",
31/01/2010 22.00,,"14,97095618","20,25354832","7,81440783"
31/01/2010 23.00,,"8,59450883","13,26805058",
01/02/2010 0.00,,"9,9274233","14,09162929","5,37240601"
01/02/2010 1.00,"0,08165798","6,64510629","10,47306986",
01/02/2010 2.00,"0,27824713",,,"2,93040299"
01/02/2010 3.00,"0,25375472","7,64187204","13,98657445",
01/02/2010 4.00,"0,2731601","3,48089351","7,41610117","4,88400507"
01/02/2010 5.00,"0,00447785","2,58795701","6,40316372",
01/02/2010 6.00,"0,27794203","2,70087208","6,40964922","3,41880298"
01/02/2010 7.00,"0,35607916","3,93385014","8,45368047",
01/02/2010 8.00,"0,15076008","7,7859355","12,17988932","4,39560509"
01/02/2010 9.00,"0,07496917","9,14870012","15,3561802",
01/02/2010 10.00,"0,0089557","6,94102079","12,60789052","5,86080599"
01/02/2010 11.00,"0,00149296","5,16423361","9,96076476",
01/02/2010 12.00,,"6,95140295","13,02810988","7,32600689"
01/02/2010 13.00,"0,00149296","6,36606327","11,92179035",
01/02/2010 14.00,"0,00149296","5,5678721","10,57942295","6,34920597"
01/02/2010 15.00,,"3,75863637","8,69621576",
01/02/2010 16.00,,"4,06363861","8,65730656","5,86080599"
01/02/2010 17.00,"0,0021713","3,29140475","7,04905644",
01/02/2010 18.00,"2,37247286","3,19406292","6,70406281","15,14041042"
01/02/2010 19.00,"0,04036168","4,2141914","8,61320819",
01/02/2010 20.00,,"4,197318","8,47183874","9,76801014"
01/02/2010 21.00,,"8,12078598","13,09425552",
01/02/2010 22.00,,"4,7969365","8,76754866","9,27960968"
01/02/2010 23.00,,"2,98770076","7,03349276",
02/02/2010 0.00,,"7,42382947","11,23958302","11,23320961"
02/02/2010 1.00,,"5,72231773","10,15141984",
02/02/2010 2.00,,"4,40368016","8,42644403","9,27960968"
02/02/2010 3.00,"0,00319847","3,46791486","7,24749336",
02/02/2010 4.00,,"2,39327717","6,19045946","7,81440783"
02/02/2010 5.00,,"2,55031929","6,3927873",
