NetC,Provincia Bari,,,,
Stat,Altamura,,,,
Parm,O3,NO2,CO,Benzene,PM10
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3


25/02/2010 9.00,"26,3745384","46,51830992","0,97622107","2,43693642",
25/02/2010 10.00,"37,0545315","43,06728376","1,00893777","4,54660122","4,39560509"
25/02/2010 11.00,"57,38643435","22,65563216","0,66630661","3,26422422",
25/02/2010 12.00,"73,2353328","15,50567757","0,55270047","2,15679665","16,60560989"
25/02/2010 13.00,"69,41269335","19,44729616","0,58054164","1,87809085",
25/02/2010 14.00,"67,33897065","21,73414376","0,6684304","2,36541182","14,16361046"
25/02/2010 15.00,"64,8827067","23,08133896","0,59261337","2,54058194",
25/02/2010 16.00,"64,4545398","23,17089704","1,04539062","5,53504081","13,67521"
25/02/2010 17.00,"58,47765945","26,82700432","0,61337716","2,38693561",
25/02/2010 18.00,"42,5361531","38,57016416","0,74857308","3,09711078","14,65200996"
25/02/2010 19.00,"13,71878708","66,77160968","1,00496628","4,50609207",
25/02/2010 20.00,"13,49195358","69,28560288","1,03921728","5,36461601","16,11721039"
25/02/2010 21.00,"34,52580915","51,37236168","0,82494","5,28017756",
25/02/2010 22.00,"41,3925792","45,16075168","0,80201513","4,42617825","19,04759979"
25/02/2010 23.00,"20,3989947","58,1251824","0,85706837","4,36105567",
26/02/2010 0.00,"16,12672415","56,77280568","0,84275401","4,56602795","26,37360954"
26/02/2010 1.00,"5,7782402","59,77347936","1,01019597","5,26671044",
26/02/2010 2.00,"29,4750477","41,2658356","0,77409474","4,53942628","31,25761986"
26/02/2010 3.00,"51,02298285","15,17861276","0,54864976","2,85781068",
26/02/2010 4.00,"59,81450895","9,97804159","0,49418601","1,8811805","33,21123123"
26/02/2010 5.00,"64,56727725","9,10197658","0,47031633","1,7489471",
26/02/2010 6.00,"64,5887634","9,18244501","0,54105979","1,87124644","24,42000961"
26/02/2010 7.00,"55,8402096","16,77758586","0,53299915","5,28337805",
26/02/2010 8.00,"32,9057694","34,97893104","0,75274145","2,11507321","13,67521"
26/02/2010 9.00,"24,5048244","49,46967312","0,9385473","3,28541647",
26/02/2010 10.00,"24,594759","51,45671912","1,09576522","4,25476086","11,72161007"
26/02/2010 11.00,"38,4960786","37,13341088","0,83654107","4,48390622",
26/02/2010 12.00,"46,40711145","32,45977544","0,72261921","3,54149503","20,51280975"
26/02/2010 13.00,"55,5462663","26,18065272","0,66681804","3,07359977",
26/02/2010 14.00,"55,8052971","26,17417104","0,67546933","2,98971253","22,95482063"
26/02/2010 15.00,"65,45046375","20,56476456","0,59925969","2,33362244",
26/02/2010 16.00,"63,4572792","20,75038152","0,55962057","1,71208085","22,46640968"
26/02/2010 17.00,"56,0751009","26,2857936","0,63351069","1,9382464",
26/02/2010 18.00,"50,5706565","30,7245016","0,6587178","2,44278722","29,7924099"
26/02/2010 19.00,"36,7887975","46,93103424","0,77362291","3,14358056",
26/02/2010 20.00,"18,71451047","60,33417336","0,99757319","4,43843005","21,97801971"
26/02/2010 21.00,"33,46411005","49,52808472","0,83697445","4,49792455",
26/02/2010 22.00,"39,04639935","48,71821888","0,79957678","3,51997124","28,81562042"
26/02/2010 23.00,"56,5744095","30,59083368","0,59536743","2,47071302",
27/02/2010 0.00,"69,3871773","17,2045909","0,5186848","2,15337444","29,7924099"
27/02/2010 1.00,"73,2822951","11,27331834","0,47900723","1,64176954",
27/02/2010 2.00,"72,8742777","10,03774379","0,46536158","1,5062248","15,62880993"
27/02/2010 3.00,,"7,73921196","0,44223866","1,34463062",
27/02/2010 4.00,"74,1695115",,"0,4471538","1,32630835","21,48962021"
27/02/2010 5.00,"75,15334575","12,40375584",,"1,49927157",
27/02/2010 6.00,"74,2849422","10,31548665","0,49241638","2,33472588","17,58241081"
27/02/2010 7.00,"70,10795085","13,01376032","0,5047246","1,40500787",
27/02/2010 8.00,"62,08418055","18,67637394","0,57279439","1,43514158","9,27960968"
27/02/2010 9.00,"59,03602005","20,41551384","0,65038106","2,39984948",
27/02/2010 10.00,"60,77151045","19,14101288","0,63421901","2,46949872","11,72161007"
27/02/2010 11.00,"67,4517081","16,59978133","0,55730105","2,18328645",
27/02/2010 12.00,"72,04880655","16,6140525","0,5659139","1,80115683","13,18680954"
27/02/2010 13.00,"73,5440391","17,0825881","0,58113113","2,35216642",
27/02/2010 14.00,"69,21941775","19,16437752","0,61023166","2,14057041","24,42000961"
27/02/2010 15.00,"68,86239255","17,91322973","0,55655312","2,42534669",
27/02/2010 16.00,"73,66483635","14,15847854","0,47869268","2,13814182","20,02441978"
27/02/2010 17.00,"71,8380747","16,94241938","0,52879117","1,96882149",
27/02/2010 18.00,"67,28394855","23,73417224","0,61471458","1,72753417","21,97801971"
27/02/2010 19.00,"39,02760645","46,38594216","0,81640754","2,6947805",
27/02/2010 20.00,"25,04305545","57,79293416","1,00331548","4,43169751","10,7448101"
27/02/2010 21.00,"12,65574734","78,02676976","1,1008784","4,87354231",
27/02/2010 22.00,"6,97549755","84,4577244","1,19942342","5,93637748","12,69841003"
27/02/2010 23.00,"12,74299467","74,07994288","0,92966068","6,11552203",
28/02/2010 0.00,"33,46546665","51,76172136","0,70582807","4,12859795","21,97801971"
28/02/2010 1.00,"43,4461923","38,7427604","0,6521903","2,82127496",
28/02/2010 2.00,"40,72954095","41,18795984","0,73241104","2,78551215","28,32722092"
28/02/2010 3.00,"19,82050455","61,49447056","0,79953717","3,29866187",
28/02/2010 4.00,"39,7295871","30,45066496","0,60767565","3,08828017","17,09399986"
28/02/2010 5.00,"73,54270245","11,24865163","0,45151905","2,17026275",
28/02/2010 6.00,"68,5885788","8,32584989","0,43158241","1,65766424","22,46640968"
28/02/2010 7.00,"66,1121853","10,13118897","0,47129959","1,66605347",
28/02/2010 8.00,"63,0331422","13,02673898","0,52796519","1,70545815","11,72161007"
28/02/2010 9.00,"65,2813476","11,80673958","0,52517385","1,85314486",
28/02/2010 10.00,"63,1552761","13,61726591","0,58962631","1,97732056","13,18680954"
28/02/2010 11.00,"64,8048618","15,60950299","0,60940568","2,32159133",
28/02/2010 12.00,"66,78866985","17,19810158","0,63099429","2,26386336","12,69841003"
28/02/2010 13.00,"64,6854012","17,38628826","0,62478135","2,48506187",
28/02/2010 14.00,"59,1957597","20,3064916","0,6547067","3,00582791","12,69841003"
28/02/2010 15.00,"71,79915225","11,03580588","0,5650483","2,37015816",
28/02/2010 16.00,"75,34259145","9,26680627","0,52069093","1,89056334","14,16361046"
28/02/2010 17.00,"68,1818781","10,61269749","0,51817336","1,69784184",
28/02/2010 18.00,"54,3986625","19,42913216","0,65148198","1,99144872","18,07081032"
28/02/2010 19.00,"53,32489365","20,95154304","0,68549765","2,69224206",
28/02/2010 20.00,"51,9343587","25,37078688","0,69340218","3,02668963","17,58241081"
28/02/2010 21.00,"50,6310651","29,6745268","0,69635196","2,9379452",
28/02/2010 22.00,"53,16114405","26,51161992","0,65958339","2,71939596","20,51280975"
28/02/2010 23.00,"55,28318565","22,65695144","0,58691186","2,12743586",
01/03/2010 0.00,"45,1212741","26,8918976","0,60087205","2,14244678","26,86202049"
01/03/2010 1.00,"49,49421435","23,14623224","0,59737239","2,80173839",
01/03/2010 2.00,"57,56897685","13,1110945","0,55895302","3,03264925","19,04759979"
01/03/2010 3.00,,"11,32003806","0,5280048","2,54643274",
01/03/2010 4.00,"60,5755416",,"0,48231","1,55059753","20,51280975"
01/03/2010 5.00,"54,3234909","10,8956276",,"1,5243274",
01/03/2010 6.00,"58,5353748","11,48746617","0,98793981","3,72284647","22,95482063"
01/03/2010 7.00,"46,0863354","19,1280304","0,5732266",,
01/03/2010 8.00,"41,53619925","27,74849272","0,73854593","4,03047168","22,46640968"
01/03/2010 9.00,"41,76035745","31,08273392","0,90724608","3,64006267",
01/03/2010 10.00,"22,79886","52,69359192","1,20772172","4,35476349","11,72161007"
01/03/2010 11.00,"33,59833365","38,614274","0,7832563","3,787308",
01/03/2010 12.00,"43,4233695","30,08076944","0,73956763","3,68112405","11,72161007"
01/03/2010 13.00,"48,00702165","27,14108856","0,68325619","3,42162328",
01/03/2010 14.00,"57,62132565","23,28121944","0,60846086","3,12691295","17,09399986"
01/03/2010 15.00,"60,53797575","24,96844472","0,55529492","2,79092056",
01/03/2010 16.00,"54,7342215","21,62772184","0,61247312","1,74916779","29,7924099"
01/03/2010 17.00,"54,3060546","27,08917776","0,687936","2,9019617",
01/03/2010 18.00,"48,50365695","31,69922008","0,71609172","2,71796098","29,30401993"
01/03/2010 19.00,"31,64004165","39,05166312","0,81943537","3,50871204",
01/03/2010 20.00,"29,13815205","40,85441144","0,84998983","3,73101502","30,76922989"
01/03/2010 21.00,"34,1526843","46,12376872","0,87897153","7,85806712",
01/03/2010 22.00,"49,02443175","37,34367352","0,66241434","3,40076156","34,67642975"
01/03/2010 23.00,"56,233464","27,99248304","0,56237346","2,40746579",
02/03/2010 0.00,"73,227273","13,12018798","0,48160285","1,89917224","30,28083038"
02/03/2010 1.00,"80,0484174","8,90210566","0,43150319","1,68051317",
02/03/2010 2.00,"80,8483725","7,30182858","0,41557647","1,07641111","25,88521957"
02/03/2010 3.00,"71,4622566","7,46016894","0,43669326","1,1684669",
02/03/2010 4.00,"64,35253545","7,72363681","0,44424479","1,34485131","21,97801971"
02/03/2010 5.00,"67,5832584","6,98644609","0,51852752","1,17696596",
02/03/2010 6.00,"76,092891","6,74893554","0,43087409","3,3351976","13,67521"
02/03/2010 7.00,"67,95638325","10,80607334","0,49654514","1,24760882",
02/03/2010 8.00,"62,45868195","17,13191005","0,50397784","1,52885305","13,18680954"
02/03/2010 9.00,"58,4467968","22,39347784","0,61152831","2,06915566",
02/03/2010 10.00,"62,28148605","22,00799952","0,67692442","2,30691093","13,18680954"
02/03/2010 11.00,"68,29194225","16,62574055","0,55030173","1,92908526",
02/03/2010 12.00,"71,5105755","16,3765515","0,53811001",,"24,42000961"
02/03/2010 13.00,"76,40967705","16,75552329","0,52682582","1,99752021",
02/03/2010 14.00,"68,09060685","21,79905616","0,61911828","2,04884617","36,63003159"
02/03/2010 15.00,"68,8328466","20,77632736","0,53567283","1,9989552",
02/03/2010 16.00,"71,30790345","20,65692296","0,55863847","1,91241765","41,5140419"
02/03/2010 17.00,"65,27195115","30,18329088","0,72167556","2,27026537",
02/03/2010 18.00,"57,6333954","37,80570832","0,69682262","3,70938038","37,11843109"
02/03/2010 19.00,"30,7649349","58,21215928","0,87956219","3,88995991",
02/03/2010 20.00,"28,905954","62,27318992","0,92639635","4,40443377","30,76922989"
02/03/2010 21.00,"21,77341005","68,73529104","0,98471392","4,48666534",
02/03/2010 22.00,"5,97688833","90,34356784","1,23745135","5,47565716","27,35042"
02/03/2010 23.00,"15,29723108","78,09684456","1,04212745","6,149739",
03/03/2010 0.00,"35,47878075","51,4450368","0,86654564","5,77047834","29,7924099"
03/03/2010 1.00,"55,5945852","21,08911144","0,58954592","3,97351562",
03/03/2010 2.00,"40,95637245","22,83474832","0,61310222","2,91233714","31,74603081"
03/03/2010 3.00,,"18,97747952","0,58785551","3,07205495",
03/03/2010 4.00,"38,1806691",,"0,57189035","2,27832306","26,86202049"
03/03/2010 5.00,"31,85346675","22,95415272",,"2,72491421",
03/03/2010 6.00,"33,20507925","23,26175528","0,75171975","2,78142788","17,09399986"
03/03/2010 7.00,"33,27219105","32,14567208","0,70551352","10,30107096",
03/03/2010 8.00,"6,27083363","58,1070184","1,04063392","5,24562803","21,97801971"
03/03/2010 9.00,"4,34609553","76,89371856","1,62754578","7,31930934",
03/03/2010 10.00,"11,08804841","67,54774784","1,46446908","7,56457109","17,58241081"
03/03/2010 11.00,"32,8601238","49,66307192","1,02474565","6,38031934",
03/03/2010 12.00,"44,87698635","29,65506264","0,66548062","5,10886899","42,97924042"
03/03/2010 13.00,"70,98040425","18,15593136","0,53575088","3,56577794",
03/03/2010 14.00,"72,7360242","18,96709545","0,64365668","2,07820696","46,39804077"
03/03/2010 15.00,"74,72517885","18,4258809","0,56744704","2,8380524",
03/03/2010 16.00,"76,63247865","16,56733469","0,56056422","1,71395722","36,14162064"
03/03/2010 17.00,"69,793878","22,16893256","0,56032889","1,62433003",
03/03/2010 18.00,"70,3240692","23,616068","0,61152831","2,28174425","25,88521957"
03/03/2010 19.00,"63,6169989","31,7018204","0,67350398","2,67215326",
03/03/2010 20.00,"65,10417165","32,76217736","0,69005863","2,52755722","21,0012207"
03/03/2010 21.00,"75,59092905","24,86592328","0,66383098","2,53991987",
03/03/2010 22.00,"75,20569455","23,42917","0,60665278","2,23472326","21,48962021"
03/03/2010 23.00,"82,5986259","16,10269383","0,51601112","1,95215489",
04/03/2010 0.00,"84,09385845","12,08188785","0,50161755","1,48403894","18,55920982"
04/03/2010 1.00,"85,18372695","8,54908354","0,46142971","1,51715246",
04/03/2010 2.00,"87,08699685","6,21940331","0,42332372","1,03788918","19,04759979"
04/03/2010 3.00,"86,7970635","6,58410584","0,42568285","1,06294501",
04/03/2010 4.00,"86,94068355","5,12529764","0,42147603","0,73942612","14,65200996"
04/03/2010 5.00,"85,82396235","5,63016889","0,41966679","0,87475018",
04/03/2010 6.00,"84,5126289","6,18046734","0,72462534","2,06882411","11,23320961"
04/03/2010 7.00,"74,3413209","10,87745978","0,578772",,
04/03/2010 8.00,"65,45046375","15,6640122","0,60224792","2,69621548","16,60560989"
04/03/2010 9.00,"56,98779345","21,0994936","0,68986291","2,11805302",
04/03/2010 10.00,"53,98256535","28,02234848","0,79595829","2,72160285","12,69841003"
04/03/2010 11.00,"61,02786795","21,37983104","0,62945999","2,04851462",
04/03/2010 12.00,"63,4935084","21,80423768","0,67035731","2,59356357","20,51280975"
04/03/2010 13.00,"60,3903258","24,623214","0,64810115","2,44609857",
04/03/2010 14.00,"60,076233","26,12486056","0,61872568","2,31772775","24,90842056"
04/03/2010 15.00,"52,91954955","27,01390232","0,60209064","2,50183932",
04/03/2010 16.00,"55,62947775","22,54272856","0,56496908","1,92246256","17,09399986"
04/03/2010 17.00,"37,3874172","39,55522656","0,77877338","2,63616977",
04/03/2010 18.00,"46,91043","31,46429264","0,71042982","3,0104634","11,72161007"
04/03/2010 19.00,"31,78499835","40,8647936","0,7956053","3,15583236",
04/03/2010 20.00,"38,12698365","37,13211072","0,76906077","4,04106781","13,18680954"
04/03/2010 21.00,"47,07687285","30,64404464","0,74743255","3,47659213",
04/03/2010 22.00,"42,66098025","29,83806016","0,72655109","3,18486161","12,69841003"
04/03/2010 23.00,"40,7080548","25,54730272","0,69697989","3,23232398",
05/03/2010 0.00,"44,6394018","19,24353432","0,63142767","3,0920329","7,32600689"
05/03/2010 1.00,"50,88205605","16,397312","0,56402543","2,58374037",
05/03/2010 2.00,"61,21041045","8,56855343","0,52387604","2,08780947","16,60560989"
05/03/2010 3.00,,"6,71778714","0,51431954","1,88647907",
05/03/2010 4.00,"62,68818675",,"0,49587643","1,88890766","12,69841003"
05/03/2010 5.00,"61,2211635","13,06048004",,"1,76528318",
05/03/2010 6.00,"59,7755865","10,97999269","0,52678504","1,95458247","12,21000957"
05/03/2010 7.00,"58,06692885","12,95145971","0,55993628","2,10271055",
05/03/2010 8.00,"51,33707565","18,49208008","0,61290534","1,99321525","7,81440783"
05/03/2010 9.00,"43,10794005","24,60893136","0,74428705","2,24918296",
05/03/2010 10.00,"43,28645265","24,62711448","0,84181153","3,38806838","4,88400507"
05/03/2010 11.00,"47,36411295","20,94116088","0,72261921","3,26036064",
05/03/2010 12.00,"52,2699177","19,2967644","0,67047614","3,27636517","7,32600689"
05/03/2010 13.00,"51,1411068","21,387632","0,65627945","2,8571476",
05/03/2010 14.00,"45,0004569","28,82313232","0,7608417","4,14714091","24,42000961"
05/03/2010 15.00,"51,71556705","23,1449512","0,66925639","3,88885545",
05/03/2010 16.00,"51,72765675","19,52517192","0,65883546","2,46353809","12,69841003"
05/03/2010 17.00,"41,9321469","28,10670592","0,7427143","3,058478",
05/03/2010 18.00,"33,0909852","36,51302424","0,8326488","3,83035558","12,21000957"
05/03/2010 19.00,"27,4120581","43,31647472","0,88255041","4,11811166",
05/03/2010 20.00,"22,28480835","47,84604096","0,95612599","4,18831212","14,16361046"
05/03/2010 21.00,"23,1022197","48,20425416","0,90799285","4,76691698",
05/03/2010 22.00,"24,21624765","43,68246976","0,82037902","4,27518121","10,7448101"
05/03/2010 23.00,"37,3162755","33,40590952","0,69741211","4,04261365",
06/03/2010 0.00,"56,66835405","19,7432164","0,58160295","2,71498015","12,21000957"
06/03/2010 1.00,"54,30336135","14,1429053","0,54959341","2,08582225",
06/03/2010 2.00,"63,9122988","10,81386666","0,47668655","2,03946434","14,65200996"
06/03/2010 3.00,"69,94823115","9,06044602","0,47798436","1,83669895",
06/03/2010 4.00,"69,41404995","8,05978553","0,44963175","1,92676752","7,81440783"
06/03/2010 5.00,"68,63420445","7,67950976","0,40720012","1,59783921",
06/03/2010 6.00,"71,54143815","6,70610482","0,40381929","1,85744982","5,37240601"
06/03/2010 7.00,"64,4142807","9,27719034","0,41636285","1,61505804",
06/03/2010 8.00,"54,245646","15,1370803","0,44510922","1,85292417","3,41880298"
06/03/2010 9.00,"45,3856914","25,22153616","0,65565035","1,9394607",
06/03/2010 10.00,"49,31434515","23,30328392","0,64585969","2,911013","2,44200301"
06/03/2010 11.00,"54,04433055","22,376614","0,61282612","2,70681262",
06/03/2010 12.00,"53,82284565","23,15531424","0,61105648","2,45857106","1,95360196"
06/03/2010 13.00,"56,55156675","23,74715472","0,59560276","2,86553683",
06/03/2010 14.00,"59,11386495","25,1436604","0,57641288","2,20801175","19,04759979"
06/03/2010 15.00,"63,8961792","22,98399904","0,55214942","2,85140867",
06/03/2010 16.00,"69,07446105","15,84052613","0,45163672","2,15701734","12,69841003"
06/03/2010 17.00,"60,1581078","23,86915944","0,5999284","1,73824115",
06/03/2010 18.00,"51,88067325","34,12363608","0,65238602","2,93419145","18,07081032"
06/03/2010 19.00,"25,42557675","61,66968624","1,12628123","3,99062461",
06/03/2010 20.00,"17,63000253","72,26161176","1,1475949","5,53680734","17,58241081"
06/03/2010 21.00,"31,75950225","57,53336104","0,89430759","5,48360501",
06/03/2010 22.00,"41,16844095","44,04976496","0,70975994","5,03800646","17,58241081"
06/03/2010 23.00,"30,0079122","54,06675208","0,69544675","4,28875714",
07/03/2010 0.00,"39,30008355","36,1132824","0,67755468","3,62405713","23,93161964"
07/03/2010 1.00,"46,6540725","25,23321848","0,57554728","3,25329656",
07/03/2010 2.00,"54,72482505","19,63937568","0,50429122","2,47888055","24,90842056"
07/03/2010 3.00,,"14,07931218","0,48467029","2,13118859",
07/03/2010 4.00,"59,66955225",,"0,48608577","2,03924264","22,95482063"
07/03/2010 5.00,"59,28164445","19,33699288",,"1,80071546",
07/03/2010 6.00,"64,6035264","12,63997579","0,45344596","1,61825955","12,21000957"
07/03/2010 7.00,"68,68252335","10,63735464","0,44467701","1,48039707",
07/03/2010 8.00,"66,08802585","14,44920962","0,58093541","1,53260578","6,83760691"
07/03/2010 9.00,"73,70912535","12,59714126","0,50252275","1,65225583",
07/03/2010 10.00,"80,4389985","10,98778409","0,48266416","1,84508717","17,09399986"
07/03/2010 11.00,"82,1288433","12,15456488","0,83241231","2,46960856",
07/03/2010 12.00,"79,9759191","18,12867198","0,56296412","2,32247408","9,76801014"
