,Provincia di TARANTO,,,,,,
,TA V. Machiavelli,,,,,,
Parm,SO2,NO2,CO,O3,PM10,BENZENE,PM2.5



29/09/2010 9.00,"1,623656","18,366183","0,392993",,"37,900002","2,173837","15,5"
29/09/2010 10.00,"1,97042","19,701687","0,534933",,"37,900002","1,083613","15,5"
29/09/2010 11.00,"1,742856","9,872914","0,508666",,"37,900002","1,517364","15,5"
29/09/2010 12.00,"1,853026","28,532411","0,744584",,"37,900002","1,700424","15,5"
29/09/2010 13.00,"2,299125","53,77083","0,72536",,"37,900002","1,35261","15,5"
29/09/2010 14.00,"2,936667","38,384564","0,533072",,"37,900002","1,923147","15,5"
29/09/2010 15.00,"2,48515","39,827779","0,500167",,"37,900002","1,572282","15,5"
29/09/2010 16.00,"2,611575","29,956163","0,519837",,"37,900002","0,935487","15,5"
29/09/2010 17.00,"2,765091","24,16376","0,41145",,"37,900002","0,586707","15,5"
29/09/2010 18.00,"2,067948","20,697151","0,361223",,"37,900002","0,726189","15,5"
29/09/2010 19.00,"2,190761","29,174844","0,429461",,"37,900002","0,856568","15,5"
29/09/2010 20.00,"2,266616","24,488245","0,419303",,"37,900002","0,98949","15,5"
29/09/2010 21.00,"1,97042","28,603787","0,620818",,"37,900002","0,660999","15,5"
29/09/2010 22.00,"1,999317","53,711138","0,693183",,"37,900002","0,743986","15,5"
29/09/2010 23.00,"1,778977","45,472236","0,604062",,"37,900002","1,538212","15,5"
30/09/2010 0.00,"1,710347","24,431134","0,319414",,"37,900002","1,563485","15,5"
30/09/2010 1.00,"1,536965","25,472027","0,369844",,"25,79999","0,632777","12,4"
30/09/2010 2.00,"1,46111","27,024283","0,375106",,"25,79999","0,987914","12,4"
30/09/2010 3.00,"1,424988","35,237222","0,385264",,"25,79999","1,06846","12,4"
30/09/2010 4.00,"1,611013","35,260566","0,417359",,"25,79999","2,55267","12,4"
30/09/2010 5.00,"1,381642","46,759716","0,373405",,"25,79999","1,322608","12,4"
30/09/2010 6.00,"2,36595","77,963157","0,562577",,"25,79999","1,315998","12,4"
30/09/2010 7.00,"2,524883","82,675741","0,483168",,"25,79999","2,062985","12,4"
30/09/2010 8.00,"2,201598","77,045566","0,5389",,"25,79999","1,790937","12,4"
30/09/2010 9.00,"2,190761","58,614482","0,501948",,"25,79999","1,857042","12,4"
30/09/2010 10.00,"2,250362","49,940809","0,444152",,"25,79999","1,71517","12,4"
30/09/2010 11.00,"1,925268","36,091216","0,411854",,"25,79999","1,335321","12,4"
30/09/2010 12.00,"1,764529","19,549835","0,335523",,"25,79999","0,944234","12,4"
30/09/2010 13.00,"2,017378","18,104014","0,325485",,"25,79999","0,643354","12,4"
30/09/2010 14.00,"1,694092","18,412912","0,314113",,"25,79999","0,625557","12,4"
30/09/2010 15.00,"1,919851","17,413549","0,301849",,"25,79999","0,688051","12,4"
30/09/2010 16.00,"1,540576","13,457629","0,309741",,"25,79999","0,504229","12,4"
30/09/2010 17.00,"1,858444","19,669241","0,35588",,"25,79999","0,430852","12,4"
30/09/2010 18.00,"2,075172","28,162517","0,422904",,"25,79999","0,859162","12,4"
30/09/2010 19.00,"2,156446","36,432547","0,433994",,"25,79999","1,183279","12,4"
30/09/2010 20.00,"1,883729","40,265171","0,421851",,"25,79999","1,244808","12,4"
30/09/2010 21.00,"1,603789","30,654426","0,379031",,"25,79999","1,206162","12,4"
30/09/2010 22.00,,,,,"25,79999","0,959743","12,4"
30/09/2010 23.00,"1,807874","16,402509","0,28238",,"25,79999","0,93686","12,4"
01/10/2010 0.00,"1,600176","12,393379","0,265139",,"25,79999","0,735749","12,4"
01/10/2010 1.00,,"8,464722","0,247454",,"21,6","0,7209","13,1"
01/10/2010 2.00,"2,36595",,"0,255507",,"21,6","0,597182","13,1"
01/10/2010 3.00,"2,001123","26,51552",,,"21,6","0,608827","13,1"
01/10/2010 4.00,"1,583922","21,186451","0,350005",,"21,6","0,579741","13,1"
01/10/2010 5.00,"1,802456","25,037239","0,402739",,"21,6","0,846093","13,1"
01/10/2010 6.00,"2,037245","48,178308","0,583532",,"21,6","0,814363","13,1"
01/10/2010 7.00,"1,899984","62,617116","0,623265",,"21,6","1,661778","13,1"
01/10/2010 8.00,"2,01196","65,854016","0,547942",,"21,6","1,729408","13,1"
01/10/2010 9.00,"1,965003","32,032768","0,426425",,"21,6","1,428376","13,1"
01/10/2010 10.00,"1,874699","23,326649","0,440523",,"21,6","0,93742","13,1"
01/10/2010 11.00,"1,845802","25,706935","0,502805",,"21,6","0,785836","13,1"
01/10/2010 12.00,"1,886632","39,142653","0,59882",,"21,6","0,923995","13,1"
01/10/2010 13.00,"2,118519","25,172205","0,493583",,"21,6","1,440072","13,1"
01/10/2010 14.00,"2,160058","10,442674","0,379947",,"21,6","0,850466","13,1"
01/10/2010 15.00,"2,060724","10,402435","0,414196",,"21,6","0,452565","13,1"
01/10/2010 16.00,"2,244943","17,804208","0,405055",,"21,6","0,584775","13,1"
01/10/2010 17.00,"1,963196","13,776902","0,408305",,"21,6","0,795091","13,1"
01/10/2010 18.00,"2,18173","30,832243","0,520682",,"21,6","0,747749","13,1"
01/10/2010 19.00,"2,49418","42,088684","0,513977",,"21,6","1,199246","13,1"
01/10/2010 20.00,"2,542944","36,497439","0,486351",,"21,6","1,216332","13,1"
01/10/2010 21.00,"2,190761","36,716786","0,46632",,"21,6","1,052239","13,1"
01/10/2010 22.00,"1,936105","32,963338","0,441377",,"21,6","1,017254","13,1"
01/10/2010 23.00,"2,360531","25,093048","0,404811",,"21,6","0,852297","13,1"
02/10/2010 0.00,"3,090183","43,146439","0,490982",,"21,6","0,814617","13,1"
02/10/2010 1.00,"8,821653","28,945557",,,,"1,031238",
02/10/2010 2.00,"14,351018","24,974945","0,493704",,,"3,764934",
02/10/2010 3.00,"2,710909","28,656998","0,509631",,,"1,200823",
02/10/2010 4.00,"2,411102","23,203343","0,540304",,,"1,448208",
02/10/2010 5.00,"2,308156","39,097093","0,555052",,,"1,287522",
02/10/2010 6.00,"2,629635","55,407445","0,579145",,,"1,915011",
02/10/2010 7.00,"2,660339","66,161606","0,724752",,,"1,656693",
02/10/2010 8.00,"2,313573","64,170674","0,648332",,,"2,246553",
02/10/2010 9.00,"1,909015","50,497581","0,591698",,,"1,554993",
02/10/2010 10.00,"1,968615","33,869263","0,538435",,,"1,784326",
02/10/2010 11.00,"2,290095","16,219506","0,487814",,,"1,216739",
02/10/2010 12.00,"2,140191","19,705587","0,513328",,,"0,899842",
02/10/2010 13.00,"1,795232","16,167591","0,496995",,,"1,009372",
02/10/2010 14.00,"2,143803","17,321402","0,54652",,,"0,790412",
02/10/2010 15.00,"2,176313","16,646501","0,494719",,,"0,717697",
02/10/2010 16.00,"2,295513","15,074779","0,481556",,,"0,749173",
02/10/2010 17.00,"2,013767","16,688033","0,484929",,,"0,694153",
02/10/2010 18.00,,,,,,,
02/10/2010 19.00,,,,,,,
02/10/2010 20.00,,,,,,,
02/10/2010 21.00,,,,,,,
02/10/2010 22.00,,,,,,,
02/10/2010 23.00,,,,,,,
03/10/2010 0.00,,,,,,,
03/10/2010 1.00,,,,,,,
03/10/2010 2.00,,,,,,,
03/10/2010 3.00,,,,,,,
03/10/2010 4.00,,,,,,,
03/10/2010 5.00,,,,,,,
03/10/2010 6.00,,,,,,,
03/10/2010 7.00,,,,,,,
03/10/2010 8.00,,,,,,,
03/10/2010 9.00,,,,,,,
03/10/2010 10.00,,,,,,,
03/10/2010 11.00,,,,,,,
03/10/2010 12.00,,,,,,,
03/10/2010 13.00,,,,,,,
03/10/2010 14.00,,,,,,,
03/10/2010 15.00,,,,,,,
03/10/2010 16.00,,,,,,,
03/10/2010 17.00,,,,,,,
03/10/2010 18.00,,,,,,,
03/10/2010 19.00,,,,,,,
03/10/2010 20.00,,,,,,,
03/10/2010 21.00,,,,,,,
03/10/2010 22.00,,,,,,,
03/10/2010 23.00,,,,,,,
04/10/2010 0.00,,,,,,,
04/10/2010 1.00,,,,,"21,4",,"13,1"
04/10/2010 2.00,,,,,"21,4",,"13,1"
04/10/2010 3.00,,,,,"21,4",,"13,1"
04/10/2010 4.00,,,,,"21,4",,"13,1"
04/10/2010 5.00,,,,,"21,4",,"13,1"
04/10/2010 6.00,,,,,"21,4",,"13,1"
04/10/2010 7.00,,,,,"21,4",,"13,1"
04/10/2010 8.00,,,,,"21,4",,"13,1"
04/10/2010 9.00,,,,,"21,4",,"13,1"
04/10/2010 10.00,,,,,"21,4",,"13,1"
04/10/2010 11.00,,,,,"21,4",,"13,1"
04/10/2010 12.00,,,,,"21,4",,"13,1"
04/10/2010 13.00,,,,,"21,4","0,690645","13,1"
04/10/2010 14.00,"1,840383","10,543905","0,621292",,"21,4","0,863738","13,1"
04/10/2010 15.00,"1,834966","7,538041","0,63254",,"21,4","0,457548","13,1"
04/10/2010 16.00,"1,641717","8,820339","0,641932",,"21,4","0,44748","13,1"
04/10/2010 17.00,"1,583922","9,187638","0,664622",,"21,4","0,503262","13,1"
04/10/2010 18.00,"2,078784","13,026739","0,660835",,"21,4","0,531433","13,1"
04/10/2010 19.00,"2,167282","14,87361","0,658388",,"21,4","0,711188","13,1"
04/10/2010 20.00,"1,919851","13,092928","0,619596",,"21,4","0,783395","13,1"
04/10/2010 21.00,"1,878312","13,047501","0,608152",,"21,4","0,645134","13,1"
04/10/2010 22.00,"2,167282","11,290184","0,62666",,"21,4","0,544146","13,1"
04/10/2010 23.00,"1,744662","11,796353","0,591261",,"21,4","0,556807","13,1"
05/10/2010 0.00,"1,486394","5,876765","0,572162",,"21,4","0,459175","13,1"
05/10/2010 1.00,,"4,251829","0,563638",,"27,5","0,329203","13,5"
05/10/2010 2.00,"1,704928",,"0,559219",,"27,5","0,385901","13,5"
05/10/2010 3.00,"1,616431","11,750926",,,"27,5","1,989252","13,5"
05/10/2010 4.00,"1,58031","5,948148","0,366993",,"27,5","0,168263","13,5"
05/10/2010 5.00,"1,387061","5,223936","0,376495",,"27,5","0,3799","13,5"
05/10/2010 6.00,"1,296757","8,669786","0,394325",,"27,5","0,249318","13,5"
05/10/2010 7.00,"1,257023","18,691945","0,413861",,"27,5","0,54018","13,5"
05/10/2010 8.00,"1,547801","23,782201","0,443387",,"27,5","0,425564","13,5"
05/10/2010 9.00,"1,746469","23,745854","0,446311",,"27,5","0,58686","13,5"
05/10/2010 10.00,"1,710917","16,366837","0,461601",,"27,5","0,873094","13,5"
05/10/2010 11.00,"1,797038","18,57384","0,463938",,"27,5","0,681848","13,5"
05/10/2010 12.00,"1,797038","9,643189","0,454273",,"27,5","0,551417","13,5"
05/10/2010 13.00,"1,551413","8,445254","0,475798",,"27,5","0,454802","13,5"
05/10/2010 14.00,"1,724795","8,828126","0,493343",,"27,5","0,538552","13,5"
05/10/2010 15.00,"1,679644","5,887149","0,486764",,"27,5","0,508602","13,5"
05/10/2010 16.00,"1,361775","10,325861","0,516534",,"27,5","0,439852","13,5"
05/10/2010 17.00,"1,712153","10,207757","0,51889",,"27,5","0,567588","13,5"
05/10/2010 18.00,"1,746469","17,207183","0,548214",,"27,5","0,585487","13,5"
05/10/2010 19.00,,,,,"27,5",,"13,5"
05/10/2010 20.00,"1,966809","30,807575","0,652754",,"27,5","1,094597","13,5"
05/10/2010 21.00,"1,247993","28,969781","0,568765",,"27,5","1,296116","13,5"
05/10/2010 22.00,"1,663389","20,824337","0,494196",,"27,5","0,96915","13,5"
05/10/2010 23.00,"1,35997","14,867121","0,461177",,"27,5","0,536925","13,5"
06/10/2010 0.00,"1,52071","17,115036","0,461339",,"27,5","0,625404","13,5"
06/10/2010 1.00,"1,453885","13,78859","0,430553",,"22,700001","0,659779","15,9"
06/10/2010 2.00,"1,630879","15,349926","0,40054",,"22,700001","0,551214","15,9"
06/10/2010 3.00,"1,775366","10,926784","0,401919",,"22,700001","0,484753","15,9"
06/10/2010 4.00,"1,475558","7,327786","0,395463",,"22,700001","0,495279","15,9"
06/10/2010 5.00,"1,578504","13,235699","0,416054",,"22,700001","0,44509","15,9"
06/10/2010 6.00,"1,629073","31,405899","0,492896",,"22,700001","0,514043","15,9"
06/10/2010 7.00,"1,538771","48,130279","1,36233",,"22,700001","2,286826","15,9"
06/10/2010 8.00,"1,49723","29,59537","0,442901",,"22,700001","1,858059","15,9"
06/10/2010 9.00,"1,630879","19,517389","0,363783",,"22,700001","0,535095","15,9"
06/10/2010 10.00,"1,374418","14,599764","0,369591",,"22,700001","0,373951","15,9"
06/10/2010 11.00,"1,83316","17,555019","0,445378",,"22,700001","0,483177","15,9"
06/10/2010 12.00,"1,887341","33,826435","0,49777",,"22,700001","0,80104","15,9"
06/10/2010 13.00,"1,927075","46,688344","0,569414",,"22,700001","1,091292","15,9"
06/10/2010 14.00,"1,600176","13,539399","0,440627",,"22,700001","0,852449","15,9"
06/10/2010 15.00,"1,475558","16,289591","0,449723",,"22,700001","0,477176","15,9"
06/10/2010 16.00,"1,975839","12,055928","0,430472",,"22,700001","0,732189","15,9"
06/10/2010 17.00,"1,414152","11,22789","0,450739",,"22,700001","0,790616","15,9"
06/10/2010 18.00,"1,542382","17,712053","0,488348",,"22,700001","0,536417","15,9"
06/10/2010 19.00,"2,201598","57,763085","0,895264",,"22,700001","1,12287","15,9"
06/10/2010 20.00,,,,,"22,700001",,"15,9"
06/10/2010 21.00,"2,028215","53,661807","0,732278",,"22,700001","1,396849","15,9"
06/10/2010 22.00,"1,80065","44,465089","0,655841",,"22,700001","1,470582","15,9"
06/10/2010 23.00,"2,089621","28,357196","0,47133",,"22,700001","1,139447","15,9"
07/10/2010 0.00,"2,123936","39,895275","0,543948",,"22,700001","0,906655","15,9"
07/10/2010 1.00,,"37,849837","0,458415",,"32,099991","1,79653","11,8"
07/10/2010 2.00,"2,12213",,"0,54208",,"32,099991","2,043153","11,8"
07/10/2010 3.00,"2,055306","53,996658",,,"32,099991","2,649793","11,8"
07/10/2010 4.00,"1,829547","46,391122","0,362732",,"32,099991","2,68488","11,8"
07/10/2010 5.00,"2,01196","25,29681","0,364956",,"32,099991","1,55245","11,8"
07/10/2010 6.00,"2,00293","40,884257","0,450725",,"32,099991","0,780395","11,8"
07/10/2010 7.00,"2,18173","58,129083","0,697803",,"32,099991","1,888569","11,8"
07/10/2010 8.00,"2,183537","61,950019","0,591128",,"32,099991","2,527245","11,8"
07/10/2010 9.00,"2,615187","62,107052","1,117715",,"32,099991","2,943706","11,8"
07/10/2010 10.00,"2,075172","41,029624","0,908122",,"32,099991","3,056085","11,8"
07/10/2010 11.00,"1,999317","28,371459","0,557887",,"32,099991","0,914486","11,8"
07/10/2010 12.00,"1,854804","29,42721","0,525984",,"32,099991","0,782175","11,8"
07/10/2010 13.00,"2,006542","21,667968","0,464475",,"32,099991","0,988219","11,8"
07/10/2010 14.00,"2,028215","23,500545","0,469287",,"32,099991","0,998491","11,8"
07/10/2010 15.00,"1,968615","15,739294","0,424805",,"32,099991","0,830228","11,8"
07/10/2010 16.00,"1,815099","17,560207","0,463221",,"32,099991","0,762496","11,8"
07/10/2010 17.00,"2,037245","21,532982","0,491042",,"32,099991","0,878688","11,8"
07/10/2010 18.00,"1,825935","24,446697","0,494278",,"32,099991","1,081071","11,8"
07/10/2010 19.00,"2,396653","43,437158","1,055763",,"32,099991","1,248622","11,8"
07/10/2010 20.00,"2,114906","47,495607","1,03704",,"32,099991","2,526228","11,8"
07/10/2010 21.00,"2,123936","34,981531","0,913824",,"32,099991","1,208196","11,8"
07/10/2010 22.00,"1,569473","34,118452","0,885518",,"32,099991","1,03673","11,8"
07/10/2010 23.00,"1,715765","41,451434","1,024384",,"32,099991","1,126327","11,8"
08/10/2010 0.00,"1,925268","33,246275","1,030166",,"32,099991","1,34244","11,8"
08/10/2010 1.00,"1,685062","43,862884","1,517407",,"23,5","1,426851","8,7"
08/10/2010 2.00,"1,912626","30,827042","1,027375",,"23,5","1,179211","8,7"
08/10/2010 3.00,"1,829547","20,219534","0,662703",,"23,5","1,007186","8,7"
08/10/2010 4.00,"1,934299","8,71651","0,422944",,"23,5","0,812227","8,7"
08/10/2010 5.00,"1,712153","10,321975","0,398843",,"23,5","0,753953","8,7"
08/10/2010 6.00,"2,105875","26,602478","0,477657",,"23,5","0,776378","8,7"
08/10/2010 7.00,"2,517659","53,631962","0,647457",,"23,5","1,075986","8,7"
08/10/2010 8.00,"5,356799","60,582064","0,764769",,"23,5","2,072137","8,7"
08/10/2010 9.00,"2,199791","38,949122","0,567956",,"23,5","2,253672","8,7"
08/10/2010 10.00,"2,463477","43,855084","1,025677",,"23,5","1,612962","8,7"
08/10/2010 11.00,"2,075172","19,178641","0,479154",,"23,5","1,35922","8,7"
08/10/2010 12.00,"1,867474","20,442759","0,479073",,"23,5","1,104971","8,7"
08/10/2010 13.00,"4,349012","17,111139","0,516113",,"23,5","1,235655","8,7"
08/10/2010 14.00,"2,318992","11,978052","0,396377",,"23,5","1,313354","8,7"
08/10/2010 15.00,"2,869843","12,556912","0,379675",,"23,5","0,847517","8,7"
08/10/2010 16.00,"2,403877","15,011184","0,381495",,"23,5","0,88596","8,7"
08/10/2010 17.00,"2,427356","14,959266","0,385943",,"23,5","0,700764","8,7"
08/10/2010 18.00,"2,474314","18,518038","0,37737",,"23,5","0,900248","8,7"
08/10/2010 19.00,"2,463477","32,418225","0,474098",,"23,5","0,983439","8,7"
08/10/2010 20.00,"2,409295","33,867961","0,449755",,"23,5","1,324642","8,7"
08/10/2010 21.00,"2,01196","30,493492","0,426745",,"23,5","1,158363","8,7"
08/10/2010 22.00,"2,15464","23,303283","0,38481",,"23,5","1,076901","8,7"
08/10/2010 23.00,"2,178119","29,804332","0,371223",,"23,5","1,094292","8,7"
09/10/2010 0.00,"2,390943","25,25792","0,345034",,"23,5","0,781971","8,7"
09/10/2010 1.00,,"14,717868","0,333859",,"25,5","0,750749","11,3"
09/10/2010 2.00,"2,382205",,"0,34595",,"25,5","0,669898","11,3"
09/10/2010 3.00,"2,371367","27,159272",,,"25,5","0,59403","11,3"
09/10/2010 4.00,"2,104069","11,013741","0,280453",,"25,5","0,62576","11,3"
09/10/2010 5.00,"1,997512","12,020887","0,29921",,"25,5","0,555638","11,3"
09/10/2010 6.00,"2,304543","19,185121","0,326757",,"25,5","0,846907","11,3"
09/10/2010 7.00,"2,761478","44,764889","0,408102",,"25,5","0,727562","11,3"
09/10/2010 8.00,"2,712714","57,474947","0,557422",,"25,5","1,323117","11,3"
09/10/2010 9.00,"2,701878","46,681841","0,564512",,"25,5","1,513804","11,3"
09/10/2010 10.00,"2,768703","23,503164","0,439497",,"25,5","1,495498","11,3"
09/10/2010 11.00,"2,436386","17,648457","0,396191",,"25,5","0,988931","11,3"
09/10/2010 12.00,"2,644084","17,529059","0,383147",,"25,5","1,179415","11,3"
09/10/2010 13.00,"2,667562","15,924892","0,352967",,"25,5","0,987812","11,3"
09/10/2010 14.00,"2,602547","13,788275","0,351969",,"25,5","0,826109","11,3"
09/10/2010 15.00,"2,458059","13,403117","0,369617",,"25,5","2,669625","11,3"
09/10/2010 16.00,"2,358725","16,797054","0,414381",,"25,5","0,710171","11,3"
09/10/2010 17.00,"2,149221","15,054016","0,386348",,"25,5","0,747953","11,3"
09/10/2010 18.00,"2,405683","22,581676","0,425683",,"25,5","0,930301","11,3"
09/10/2010 19.00,"2,299125","29,656361","0,491392",,"25,5","1,249893","11,3"
09/10/2010 20.00,"2,718133","38,729796","0,493133",,"25,5","1,402443","11,3"
09/10/2010 21.00,"2,542944","47,84344","0,671703",,"25,5","1,330236","11,3"
09/10/2010 22.00,"2,712714","46,501446","0,640267",,"25,5","1,695339","11,3"
09/10/2010 23.00,"2,48515","35,269668","0,493376",,"25,5","1,114429","11,3"
10/10/2010 0.00,"2,270228","45,808384","0,466072",,"25,5","1,256503","11,3"
10/10/2010 1.00,"2,34247","46,568939","0,50399",,"25,200001","1,761952","14,4"
10/10/2010 2.00,"2,539332","43,491671","0,606846",,"25,200001","2,56945","14,4"
10/10/2010 3.00,"2,626023","30,640163","0,593923",,"25,200001","8,096845","14,4"
10/10/2010 4.00,"2,414714","11,469288","0,31906",,"25,200001","6,596262","14,4"
10/10/2010 5.00,"2,467089","16,126059","0,322098",,"25,200001","0,96198","14,4"
10/10/2010 6.00,"2,151027","22,06251","0,360543",,"25,200001","0,803328","14,4"
10/10/2010 7.00,"2,344276","31,803042","0,378002",,"25,200001","0,809583","14,4"
10/10/2010 8.00,"2,40207","34,912736","0,441401",,"25,200001","0,957353","14,4"
10/10/2010 9.00,"2,398459","40,968612","0,505246",,"25,200001","1,303794","14,4"
10/10/2010 10.00,"2,28287","31,265729","0,406724",,"25,200001","1,875348","14,4"
10/10/2010 11.00,"2,104069","13,461523","0,329917",,"25,200001","1,747206","14,4"
10/10/2010 12.00,"2,432774","12,646467","0,341422",,"25,200001","1,059612","14,4"
10/10/2010 13.00,"2,34247","10,495885","0,382581",,"25,200001","0,66522","14,4"
10/10/2010 14.00,"2,562812","15,159144","0,414948",,"25,200001","0,660135","14,4"
10/10/2010 15.00,"2,88971","14,0248","0,384605",,"25,200001","0,99844","14,4"
10/10/2010 16.00,"2,976401","14,747715","0,405104",,"25,200001","0,74002","14,4"
10/10/2010 17.00,"2,896934","12,934594","0,402754",,"25,200001","0,719731","14,4"
10/10/2010 18.00,"2,813855","14,428441","0,388576",,"25,200001","0,739512","14,4"
10/10/2010 19.00,"2,721745","22,938569","0,392303",,"25,200001","0,800582","14,4"
10/10/2010 20.00,"2,660339","30,654426","0,44525",,"25,200001","1,102225","14,4"
10/10/2010 21.00,"2,445417","29,059339","0,428802",,"25,200001","1,317523","14,4"
10/10/2010 22.00,"2,409295","32,649253","0,434069",,"25,200001","2,571484","14,4"
10/10/2010 23.00,"2,111294","33,430573","0,417541",,"25,200001","1,233621","14,4"
11/10/2010 0.00,"2,243137","25,697853","0,390764",,"25,200001","1,245825","14,4"
11/10/2010 1.00,,"12,341463","0,321086",,"10,1","2,010914","7,2"
11/10/2010 2.00,"2,232301",,"0,304516",,"10,1","0,706408","7,2"
11/10/2010 3.00,"2,320798","25,68359",,,"10,1","0,773886","7,2"
11/10/2010 4.00,"1,887341","9,183743","0,271789",,"10,1","0,483228","7,2"
11/10/2010 5.00,"1,789814","9,597766","0,280737",,"10,1","0,599623","7,2"
11/10/2010 6.00,"1,831353","15,692565","0,340535",,"10,1","2,098173","7,2"
11/10/2010 7.00,"2,384011","43,773325","0,435843",,"10,1","1,12531","7,2"
11/10/2010 8.00,"2,022797","61,243974","0,493253",,"10,1","1,112089","7,2"
11/10/2010 9.00,"2,127549","36,132747","0,438555",,"10,1","1,096682","7,2"
11/10/2010 10.00,"1,946942","31,7109","0,435275",,"10,1","1,005406","7,2"
11/10/2010 11.00,"2,080591","35,304715","0,462482",,"10,1","1,138531","7,2"
11/10/2010 12.00,"1,927075","31,753729","0,443534",,"10,1","1,169601","7,2"
11/10/2010 13.00,"2,026409","32,646653","0,481148",,"10,1","1,242113","7,2"
11/10/2010 14.00,"1,63991","27,896462","0,438515",,"10,1","1,136497","7,2"
11/10/2010 15.00,"1,708541","23,551174","0,418554",,"10,1","0,820261","7,2"
11/10/2010 16.00,"1,571279","21,522599","0,41159",,"10,1","0,955421","7,2"
11/10/2010 17.00,"1,609207","12,490715","0,370375",,"10,1","0,681339","7,2"
11/10/2010 18.00,"1,634492","14,005333","0,360253",,"10,1","0,642744","7,2"
11/10/2010 19.00,"1,415958","18,167606","0,406165",,"10,1","0,762852","7,2"
11/10/2010 20.00,"1,665195","15,652335","0,385435",,"10,1","0,97032","7,2"
11/10/2010 21.00,"1,843996","16,702314","0,450215",,"10,1","0,735901","7,2"
11/10/2010 22.00,"1,634492","16,59199","0,446004",,"10,1","1,543297","7,2"
11/10/2010 23.00,"1,64894","12,655548","0,400214",,"10,1","0,759648","7,2"
12/10/2010 0.00,"1,555025","8,38685","0,384788",,"10,1","0,653778","7,2"
12/10/2010 1.00,"1,825935","10,04034","0,454385",,"13,8","0,653372","6,5"
12/10/2010 2.00,"1,986675","3,82483","0,348958",,"13,8","0,528637","6,5"
12/10/2010 3.00,"1,647134","4,473766","0,349362",,"13,8","0,612997","6,5"
12/10/2010 4.00,"1,614625","5,444573","0,346001",,"13,8","0,556248","6,5"
12/10/2010 5.00,"1,778977","10,678884","0,353168",,"13,8","0,732952","6,5"
12/10/2010 6.00,"1,797038","27,68878","0,546211",,"13,8","0,671525","6,5"
12/10/2010 7.00,"2,943891","72,686019","0,87553",,"13,8","2,200279","6,5"
12/10/2010 8.00,"3,043225","75,877487","0,810185",,"13,8","2,564366","6,5"
12/10/2010 9.00,"2,694654","68,683381","0,754758",,"13,8","1,964335","6,5"
12/10/2010 10.00,"2,989043","41,760315","0,57034",,"13,8","2,547585","6,5"
12/10/2010 11.00,"1,807874","27,660234","0,461146",,"13,8","1,129887","6,5"
12/10/2010 12.00,"2,364144","26,769892","0,482605",,"13,8","1,183788","6,5"
12/10/2010 13.00,"2,146785","25,351493","0,537474",,"13,8",,"6,5"
12/10/2010 14.00,"1,840383","21,373348","0,429486",,"13,8","1,198535","6,5"
12/10/2010 15.00,"1,58934","16,280509","0,420174",,"13,8","0,723951","6,5"
12/10/2010 16.00,"1,84219","19,865221","0,424951",,"13,8","0,718816","6,5"
12/10/2010 17.00,"1,963196","30,815358","0,492564",,"13,8","0,843449","6,5"
12/10/2010 18.00,"1,847608","34,598651","0,516776",,"13,8","1,031441","6,5"
12/10/2010 19.00,"1,977645","37,425431","0,560583",,"13,8","1,407528","6,5"
12/10/2010 20.00,"1,905402","41,947212","0,58532",,"13,8","1,44414","6,5"
12/10/2010 21.00,"1,871087","30,680391","0,507909",,"13,8","1,360746","6,5"
12/10/2010 22.00,"1,719959","21,648715","0,458008",,"13,8","1,400409","6,5"
12/10/2010 23.00,"1,753692","14,392096","0,413818",,"13,8","0,887231","6,5"
13/10/2010 0.00,"1,715765","19,028095","0,452401",,"13,8","0,905994","6,5"
13/10/2010 1.00,,"14,446607","0,425073",,"24,5","1,854652","10,3"
13/10/2010 2.00,"1,665195",,"0,394748",,"24,5","0,711697","10,3"
13/10/2010 3.00,"1,625462","22,464852",,,"24,5","0,870145","10,3"
13/10/2010 4.00,"1,847608","10,754168","0,361574",,"24,5","0,754004","10,3"
13/10/2010 5.00,"1,574892","9,269402","0,371725",,"24,5","0,566622","10,3"
13/10/2010 6.00,"1,596565","16,115671","0,411685",,"24,5","0,763513","10,3"
13/10/2010 7.00,"2,613381","52,581968","0,643876",,"24,5","1,24913","10,3"
13/10/2010 8.00,"2,851782","71,783992","0,850021",,"24,5","1,842804","10,3"
13/10/2010 9.00,"2,299125","73,887845","0,711459",,"24,5","2,675727","10,3"
13/10/2010 10.00,"2,326217","69,680139","0,673603",,"24,5","2,347236","10,3"
13/10/2010 11.00,"2,479732","60,71443","0,614635",,"24,5","2,205873","10,3"
13/10/2010 12.00,"2,250362","47,333395","0,695605",,"24,5","1,782801","10,3"
13/10/2010 13.00,"2,008348","25,78091","0,562825",,"24,5","2,527245","10,3"
13/10/2010 14.00,"1,791619","16,881419","0,479025",,"24,5","1,241248","10,3"
13/10/2010 15.00,"1,786202","13,474504","0,462482",,"24,5","0,859873","10,3"
13/10/2010 16.00,"1,798844","13,070864","0,453706",,"24,5","0,886621","10,3"
13/10/2010 17.00,"1,573085","19,696506","0,479227",,"24,5","0,786751","10,3"
13/10/2010 18.00,"1,804263","24,525874","0,518822",,"24,5","0,87823","10,3"
13/10/2010 19.00,"2,078784","34,74272","0,636111",,"24,5","1,235146","10,3"
13/10/2010 20.00,"2,147416","36,337809","0,567962",,"24,5","2,630979","10,3"
13/10/2010 21.00,"1,965003","41,609765","0,484121",,"24,5","1,461836","10,3"
