,Comune Bari,,NetC,
,Kennedy,,Stat,
Parm,O3,NO2,Parm,PM10



15/01/2010 6.00,"30,84200175","21,851292",16/01/2010 6.00,"21,70000076"
15/01/2010 7.00,"22,52544525","37,69831128",16/01/2010 7.00,"21,70000076"
15/01/2010 8.00,"17,35442919","57,19558712",16/01/2010 8.00,"21,70000076"
15/01/2010 9.00,"16,13473607","87,92433336",16/01/2010 9.00,"21,70000076"
15/01/2010 10.00,"18,70082277","75,13542424",16/01/2010 10.00,"21,70000076"
15/01/2010 11.00,"24,04076745","72,54779992",16/01/2010 11.00,"21,70000076"
15/01/2010 12.00,"39,86806005","52,74712792",16/01/2010 12.00,"21,70000076"
15/01/2010 13.00,"50,4195951","30,17552816",16/01/2010 13.00,"21,70000076"
15/01/2010 14.00,"50,42803395","33,7251944",16/01/2010 14.00,"21,70000076"
15/01/2010 15.00,"63,7264047","31,42796464",16/01/2010 15.00,"21,70000076"
15/01/2010 16.00,"76,4301258","26,14074928",16/01/2010 16.00,"21,70000076"
15/01/2010 17.00,"61,44242895","41,38589008",16/01/2010 17.00,"21,70000076"
15/01/2010 18.00,"49,329966","55,27961016",16/01/2010 18.00,"21,70000076"
15/01/2010 19.00,"50,45169465","56,06320512",16/01/2010 19.00,"21,70000076"
15/01/2010 20.00,"45,47325195","62,76509016",16/01/2010 20.00,"21,70000076"
15/01/2010 21.00,"38,813922","72,36285216",16/01/2010 21.00,"21,70000076"
15/01/2010 22.00,"37,7428863","71,51436392",16/01/2010 22.00,"21,70000076"
15/01/2010 23.00,"21,67234335","85,6790144",16/01/2010 23.00,"21,70000076"
16/01/2010 0.00,"19,13498066","87,7361352",17/01/2010 0.00,"21,70000076"
16/01/2010 1.00,"14,50285001","82,60467136",17/01/2010 1.00,
16/01/2010 2.00,"15,31879902","70,64318024",17/01/2010 2.00,
16/01/2010 3.00,"56,90998845",,17/01/2010 3.00,
16/01/2010 4.00,"43,55585745","26,137518",17/01/2010 4.00,
16/01/2010 5.00,"21,8142477","35,99485312",17/01/2010 5.00,
16/01/2010 6.00,,"40,92188592",17/01/2010 6.00,"25,70000076"
16/01/2010 7.00,"22,2686688","42,6707732",17/01/2010 7.00,"25,70000076"
16/01/2010 8.00,"23,28226845","46,2610312",17/01/2010 8.00,"25,70000076"
16/01/2010 9.00,"22,9055526","50,48882648",17/01/2010 9.00,"25,70000076"
16/01/2010 10.00,"35,63123865","39,89171944",17/01/2010 10.00,"25,70000076"
16/01/2010 11.00,"47,26392405","32,79397392",17/01/2010 11.00,"25,70000076"
16/01/2010 12.00,"59,59769235","24,7195788",17/01/2010 12.00,"25,70000076"
16/01/2010 13.00,"65,9191491","26,58364496",17/01/2010 13.00,"25,70000076"
16/01/2010 14.00,"73,32684345","21,63875408",17/01/2010 14.00,"25,70000076"
16/01/2010 15.00,"80,675406","15,53227731",17/01/2010 15.00,"25,70000076"
16/01/2010 16.00,"82,0809234","16,32884519",17/01/2010 16.00,"25,70000076"
16/01/2010 17.00,"72,70179","28,17679984",17/01/2010 17.00,"25,70000076"
16/01/2010 18.00,"67,169256","32,18234424",17/01/2010 18.00,"25,70000076"
16/01/2010 19.00,"62,65199745","38,6652288",17/01/2010 19.00,"25,70000076"
16/01/2010 20.00,"65,74177365","39,0383556",17/01/2010 20.00,"25,70000076"
16/01/2010 21.00,"63,09628395","40,65097464",17/01/2010 21.00,"25,70000076"
16/01/2010 22.00,"69,17955765","28,1378524",17/01/2010 22.00,"25,70000076"
16/01/2010 23.00,"48,46335795","34,75052352",17/01/2010 23.00,"25,70000076"
17/01/2010 0.00,"32,992512","42,6188624",18/01/2010 0.00,"25,70000076"
17/01/2010 1.00,"25,1236335","50,03944912",18/01/2010 1.00,
17/01/2010 2.00,"41,1316731","30,9623544",18/01/2010 2.00,
17/01/2010 3.00,"48,5174025","22,14654304",18/01/2010 3.00,
17/01/2010 4.00,"50,77604175","17,01348268",18/01/2010 4.00,
17/01/2010 5.00,"52,637676","13,82557449",18/01/2010 5.00,
17/01/2010 6.00,"49,70500605","17,38824233",18/01/2010 6.00,"67,30000305"
17/01/2010 7.00,"45,04077585","22,4499392",18/01/2010 7.00,"67,30000305"
17/01/2010 8.00,"45,98173755","22,72735128",18/01/2010 8.00,"67,30000305"
17/01/2010 9.00,"43,46125455","27,28613288",18/01/2010 9.00,"67,30000305"
17/01/2010 10.00,"42,85816605","36,1149076",18/01/2010 10.00,"67,30000305"
17/01/2010 11.00,"44,4410589","43,25643792",18/01/2010 11.00,"67,30000305"
17/01/2010 12.00,"69,12042585","29,18264568",18/01/2010 12.00,"67,30000305"
17/01/2010 13.00,"68,7251166","36,45883816",18/01/2010 13.00,"67,30000305"
17/01/2010 14.00,"68,4987639","36,53671392",18/01/2010 14.00,"67,30000305"
17/01/2010 15.00,"63,6216672","42,91900816",18/01/2010 15.00,"67,30000305"
17/01/2010 16.00,"67,01721705","34,41144944",18/01/2010 16.00,"67,30000305"
17/01/2010 17.00,"56,53157685","37,27000416",18/01/2010 17.00,"67,30000305"
17/01/2010 18.00,"36,9607266","54,9892156",18/01/2010 18.00,"67,30000305"
17/01/2010 19.00,"18,70758383","90,85915776",18/01/2010 19.00,"67,30000305"
17/01/2010 20.00,"19,22282649","78,029676",18/01/2010 20.00,"67,30000305"
17/01/2010 21.00,"18,17882703","69,53997536",18/01/2010 21.00,"67,30000305"
17/01/2010 22.00,"20,0657898","62,52658728",18/01/2010 22.00,"67,30000305"
17/01/2010 23.00,"17,81055203","65,04123056",18/01/2010 23.00,"67,30000305"
18/01/2010 0.00,"16,43374866","58,512936",19/01/2010 0.00,"67,30000305"
18/01/2010 1.00,"15,39651225","55,02976912",19/01/2010 1.00,
18/01/2010 2.00,"18,93226472","51,83539072",19/01/2010 2.00,
18/01/2010 3.00,"36,08565975",,19/01/2010 3.00,
18/01/2010 4.00,"59,00812995","16,41320837",19/01/2010 4.00,
18/01/2010 5.00,"46,2486486","24,82179432",19/01/2010 5.00,
18/01/2010 6.00,,"42,8849172",19/01/2010 6.00,"25,2999897"
18/01/2010 7.00,"25,8415941","45,86192032",19/01/2010 7.00,"25,2999897"
18/01/2010 8.00,"23,2552362","48,11372096",19/01/2010 8.00,"25,2999897"
18/01/2010 9.00,"18,3950571","65,36244656",19/01/2010 9.00,"25,2999897"
18/01/2010 10.00,"24,33471075","53,74817464",19/01/2010 10.00,"25,2999897"
18/01/2010 11.00,"43,2534753","36,57889264",19/01/2010 11.00,"25,2999897"
18/01/2010 12.00,"63,77877345","22,18711568",19/01/2010 12.00,"25,2999897"
18/01/2010 13.00,"72,8251209","18,78182647",19/01/2010 13.00,"25,2999897"
18/01/2010 14.00,"76,54162635","19,60434784",19/01/2010 14.00,"25,2999897"
18/01/2010 15.00,"80,20069575","17,6932331",19/01/2010 15.00,"25,2999897"
18/01/2010 16.00,"68,32474005","25,65242448",19/01/2010 16.00,"25,2999897"
18/01/2010 17.00,"62,1806787","34,701844",19/01/2010 17.00,"25,2999897"
18/01/2010 18.00,"65,61169965","32,93349256",19/01/2010 18.00,"25,2999897"
18/01/2010 19.00,"44,95630755","35,20152608",19/01/2010 19.00,"25,2999897"
18/01/2010 20.00,"42,750057","38,18501088",19/01/2010 20.00,"25,2999897"
18/01/2010 21.00,"48,5055921","35,37836696",19/01/2010 21.00,"25,2999897"
18/01/2010 22.00,"50,35370025","33,17035112",19/01/2010 22.00,"25,2999897"
18/01/2010 23.00,"59,0435811","22,41586736",19/01/2010 23.00,"25,2999897"
19/01/2010 0.00,"60,84779925","16,78797184",20/01/2010 0.00,"25,2999897"
19/01/2010 1.00,"58,0604052","14,85901431",20/01/2010 1.00,
19/01/2010 2.00,"58,78006155","15,13452778",20/01/2010 2.00,
19/01/2010 3.00,"74,1039159","9,26031886",20/01/2010 3.00,
19/01/2010 4.00,"75,77806005","8,20092937",20/01/2010 4.00,
19/01/2010 5.00,"78,8678163","11,03028211",20/01/2010 5.00,
19/01/2010 6.00,"76,90990335","10,65227589",20/01/2010 6.00,"7,69999981"
19/01/2010 7.00,"72,53287335","15,85187576",20/01/2010 7.00,"7,69999981"
19/01/2010 8.00,"67,76051415","22,24390208",20/01/2010 8.00,"7,69999981"
19/01/2010 9.00,"60,41532315","30,64762008",20/01/2010 9.00,"7,69999981"
19/01/2010 10.00,"64,51700325","27,9220832",20/01/2010 10.00,"7,69999981"
19/01/2010 11.00,"72,0108417","21,82209576",20/01/2010 11.00,"7,69999981"
19/01/2010 12.00,"76,55008515","18,49142809",20/01/2010 12.00,"7,69999981"
19/01/2010 13.00,"80,36456505","16,02385251",20/01/2010 13.00,"7,69999981"
19/01/2010 14.00,"81,2734272","17,36065599",20/01/2010 14.00,"7,69999981"
19/01/2010 15.00,"84,6385533","14,68379481",20/01/2010 15.00,"7,69999981"
19/01/2010 16.00,"86,71812135","13,36645931",20/01/2010 16.00,"7,69999981"
19/01/2010 17.00,"85,8343164","16,75739514",20/01/2010 17.00,"7,69999981"
19/01/2010 18.00,"86,6876976","17,08810039",20/01/2010 18.00,"7,69999981"
19/01/2010 19.00,"85,1115678","17,41419964",20/01/2010 19.00,"7,69999981"
19/01/2010 20.00,"69,22855485","27,3218108",20/01/2010 20.00,"7,69999981"
19/01/2010 21.00,"70,98036435","26,38896512",20/01/2010 21.00,"7,69999981"
19/01/2010 22.00,"74,7120717","21,7409696",20/01/2010 22.00,"7,69999981"
19/01/2010 23.00,"80,0216445","15,19159333",20/01/2010 23.00,"7,69999981"
20/01/2010 0.00,"81,03185265","13,67145199",21/01/2010 0.00,"7,69999981"
20/01/2010 1.00,"78,96918225","13,75257242",21/01/2010 1.00,
20/01/2010 2.00,"78,04681395","12,06372002",21/01/2010 2.00,
20/01/2010 3.00,"71,1577398",,21/01/2010 3.00,
20/01/2010 4.00,"64,4933625","19,39018472",21/01/2010 4.00,
20/01/2010 5.00,"59,98117125","21,3629672",21/01/2010 5.00,
20/01/2010 6.00,,"27,13363176",21/01/2010 6.00,"16,70000076"
20/01/2010 7.00,"44,40221625","36,68921504",21/01/2010 7.00,"16,70000076"
20/01/2010 8.00,"37,11276555","48,2143304",21/01/2010 8.00,"16,70000076"
20/01/2010 9.00,"33,2864553","58,01486",21/01/2010 9.00,"16,70000076"
20/01/2010 10.00,"51,94842345","43,26293872",21/01/2010 10.00,"16,70000076"
20/01/2010 11.00,"75,66486375","21,99568624",21/01/2010 11.00,"16,70000076"
20/01/2010 12.00,"84,06249705","15,36355861",21/01/2010 12.00,"16,70000076"
20/01/2010 13.00,"90,50052165","12,41252427",21/01/2010 13.00,"16,70000076"
20/01/2010 14.00,"89,3331873","15,03746892",21/01/2010 14.00,"16,70000076"
20/01/2010 15.00,"91,1391012","14,95310383",21/01/2010 15.00,"16,70000076"
20/01/2010 16.00,"90,0004749","16,60046391",21/01/2010 16.00,"16,70000076"
20/01/2010 17.00,"75,60405615","31,10187304",21/01/2010 17.00,"16,70000076"
20/01/2010 18.00,"25,3280412","83,48725056",21/01/2010 18.00,"16,70000076"
20/01/2010 19.00,"16,47091352","121,58786576",21/01/2010 19.00,"16,70000076"
20/01/2010 20.00,"17,06724894","120,65825136",21/01/2010 20.00,"16,70000076"
20/01/2010 21.00,"18,36971262","79,6536332",21/01/2010 21.00,"16,70000076"
20/01/2010 22.00,"23,00859435","59,66803256",21/01/2010 22.00,"16,70000076"
20/01/2010 23.00,"29,83009785","50,0491812",21/01/2010 23.00,"16,70000076"
21/01/2010 0.00,"35,51129925","41,45078336",22/01/2010 0.00,"16,70000076"
21/01/2010 1.00,"35,61264525","33,21092376",22/01/2010 1.00,
21/01/2010 2.00,"34,69027695","28,58237328",22/01/2010 2.00,
21/01/2010 3.00,"33,3269937","26,14725008",22/01/2010 3.00,
21/01/2010 4.00,"33,332061","25,27604728",22/01/2010 4.00,
21/01/2010 5.00,"39,0385989","24,25071816",22/01/2010 5.00,
21/01/2010 6.00,"22,69438185","36,74760752",22/01/2010 6.00,"23,20000076"
21/01/2010 7.00,"17,09765075","48,30516952",22/01/2010 7.00,"23,20000076"
21/01/2010 8.00,"15,17351714","66,79009872",22/01/2010 8.00,"23,20000076"
21/01/2010 9.00,"16,59254468","110,66300368",22/01/2010 9.00,"23,20000076"
21/01/2010 10.00,"17,74973645","105,25900336",22/01/2010 10.00,"23,20000076"
21/01/2010 11.00,"18,7531995","110,61438152",22/01/2010 11.00,"23,20000076"
21/01/2010 12.00,"18,54878781","118,8898808",22/01/2010 12.00,"23,20000076"
21/01/2010 13.00,"18,24809343","114,15917216",22/01/2010 13.00,"23,20000076"
21/01/2010 14.00,"20,63171145","101,1334236",22/01/2010 14.00,"23,20000076"
21/01/2010 15.00,"56,5704195","38,47865584",22/01/2010 15.00,"23,20000076"
21/01/2010 16.00,"45,79759905","46,5287112",22/01/2010 16.00,"23,20000076"
21/01/2010 17.00,"53,05999755","47,58159224",22/01/2010 17.00,"23,20000076"
21/01/2010 18.00,"58,408413","45,63479384",22/01/2010 18.00,"23,20000076"
21/01/2010 19.00,"50,52096105","57,23776584",22/01/2010 19.00,"23,20000076"
21/01/2010 20.00,"37,6770114","71,56390384",22/01/2010 20.00,"23,20000076"
21/01/2010 21.00,"54,01616115","56,553136",22/01/2010 21.00,"23,20000076"
21/01/2010 22.00,"69,8231646","40,3978832",22/01/2010 22.00,"23,20000076"
21/01/2010 23.00,"82,54043175","26,04503456",22/01/2010 23.00,"23,20000076"
22/01/2010 0.00,"86,27890215","19,6822236",23/01/2010 0.00,"23,20000076"
22/01/2010 1.00,"84,3615276","14,63188592",23/01/2010 1.00,
22/01/2010 2.00,"81,14504895","12,54879634",23/01/2010 2.00,
22/01/2010 3.00,"78,4336644",,23/01/2010 3.00,
22/01/2010 4.00,"78,77997645","8,58542492",23/01/2010 4.00,
22/01/2010 5.00,"71,12057295","14,68379481",23/01/2010 5.00,
22/01/2010 6.00,,"20,1088864",23/01/2010 6.00,"12,80000019"
22/01/2010 7.00,"54,66824685","25,3750124",23/01/2010 7.00,"12,80000019"
22/01/2010 8.00,"43,21968","35,67363712",23/01/2010 8.00,"12,80000019"
22/01/2010 9.00,"41,70098625","39,2622508",23/01/2010 9.00,"12,80000019"
22/01/2010 10.00,"69,6660783","18,27889973",23/01/2010 10.00,"12,80000019"
22/01/2010 11.00,"73,90120395","15,78050271",23/01/2010 11.00,"12,80000019"
22/01/2010 12.00,"77,60759475","14,32039435",23/01/2010 12.00,"12,80000019"
22/01/2010 13.00,"81,92549295","13,05172117",23/01/2010 13.00,"12,80000019"
22/01/2010 14.00,"82,040385","15,49009477",23/01/2010 14.00,"12,80000019"
22/01/2010 15.00,"86,3211363","13,67469666",23/01/2010 15.00,"12,80000019"
22/01/2010 16.00,"85,6943871","14,39176931",23/01/2010 16.00,"12,80000019"
22/01/2010 17.00,"83,3073696","18,47683188",23/01/2010 17.00,"12,80000019"
22/01/2010 18.00,"65,65730535","26,71020024",23/01/2010 18.00,"12,80000019"
22/01/2010 19.00,"61,03868085","30,86987096",23/01/2010 19.00,"12,80000019"
22/01/2010 20.00,"66,959781","26,56094952",23/01/2010 20.00,"12,80000019"
22/01/2010 21.00,"60,3190245","31,14892736",23/01/2010 21.00,"12,80000019"
22/01/2010 22.00,"61,02854625","29,78452416",23/01/2010 22.00,"12,80000019"
22/01/2010 23.00,"77,49272265","19,65300824",23/01/2010 23.00,"12,80000019"
23/01/2010 0.00,"82,78370205","17,16273149",24/01/2010 0.00,"12,80000019"
23/01/2010 1.00,"68,5697061","25,02458104",24/01/2010 1.00,
23/01/2010 2.00,"73,7829603","17,1432635",24/01/2010 2.00,
23/01/2010 3.00,"87,64388115","10,24507725",24/01/2010 3.00,
23/01/2010 4.00,"89,7943914","9,60587653",24/01/2010 4.00,
23/01/2010 5.00,"90,19811955","8,27231198",24/01/2010 5.00,
23/01/2010 6.00,"77,31365145","12,86190546",24/01/2010 6.00,"22,5"
23/01/2010 7.00,"61,5099996","22,91717464",24/01/2010 7.00,"22,5"
23/01/2010 8.00,"66,97835445","20,13322616",24/01/2010 8.00,"22,5"
23/01/2010 9.00,"62,57766375","25,25333272",24/01/2010 9.00,"22,5"
23/01/2010 10.00,"60,08590875","26,69721776",24/01/2010 10.00,"22,5"
23/01/2010 11.00,"59,52335865","28,43637296",24/01/2010 11.00,"22,5"
23/01/2010 12.00,"64,79913615","27,09630952",24/01/2010 12.00,"22,5"
23/01/2010 13.00,"70,73202675","25,44476216",24/01/2010 13.00,"22,5"
23/01/2010 14.00,"66,14891325","30,26311688",24/01/2010 14.00,"22,5"
23/01/2010 15.00,"81,7160379","18,74289815",24/01/2010 15.00,"22,5"
23/01/2010 16.00,"88,0510008","15,56310831",24/01/2010 16.00,"22,5"
23/01/2010 17.00,"87,65232","18,4622242",24/01/2010 17.00,"22,5"
23/01/2010 18.00,"83,2229013","23,30490912",24/01/2010 18.00,"22,5"
23/01/2010 19.00,"74,8843998","32,35918512",24/01/2010 19.00,"22,5"
23/01/2010 20.00,"59,22773955","37,32030888",24/01/2010 20.00,"22,5"
23/01/2010 21.00,"35,29168965","49,075782",24/01/2010 21.00,"22,5"
23/01/2010 22.00,"48,37043085","35,7369052",24/01/2010 22.00,"22,5"
23/01/2010 23.00,"56,71232385","28,41851488",24/01/2010 23.00,"22,5"
24/01/2010 0.00,"52,3893384","31,20894504",25/01/2010 0.00,"22,5"
24/01/2010 1.00,"58,0587294","23,34546264",25/01/2010 1.00,
24/01/2010 2.00,"56,37951795","23,16701568",25/01/2010 2.00,
24/01/2010 3.00,"53,20527345",,25/01/2010 3.00,
24/01/2010 4.00,"63,88857825","16,70847853",25/01/2010 4.00,
24/01/2010 5.00,"64,150422","17,13515662",25/01/2010 5.00,
24/01/2010 6.00,,"19,21821944",25/01/2010 6.00,"29,7999897"
24/01/2010 7.00,"62,21952135","18,58390197",25/01/2010 7.00,"29,7999897"
24/01/2010 8.00,"61,6941381","18,65365938",25/01/2010 8.00,"29,7999897"
24/01/2010 9.00,"59,4963264","23,46228584",25/01/2010 9.00,"29,7999897"
24/01/2010 10.00,"52,67651865","31,47662504",25/01/2010 10.00,"29,7999897"
24/01/2010 11.00,"61,8867354","26,66639632",25/01/2010 11.00,"29,7999897"
24/01/2010 12.00,"72,73388955","18,61634861",25/01/2010 12.00,"29,7999897"
24/01/2010 13.00,"72,33520875","19,792546",25/01/2010 13.00,"29,7999897"
24/01/2010 14.00,"70,26240375","23,18647984",25/01/2010 14.00,"29,7999897"
24/01/2010 15.00,"74,1089832","18,22699084",25/01/2010 15.00,"29,7999897"
24/01/2010 16.00,"74,22726675","16,59166489",25/01/2010 16.00,"29,7999897"
24/01/2010 17.00,"65,82285045","21,64686096",25/01/2010 17.00,"29,7999897"
24/01/2010 18.00,"48,2065815","36,07758536",25/01/2010 18.00,"29,7999897"
24/01/2010 19.00,"41,01003795","42,46473608",25/01/2010 19.00,"29,7999897"
24/01/2010 20.00,"37,99966275","46,27561976",25/01/2010 20.00,"29,7999897"
24/01/2010 21.00,"29,7490011","59,73131976",25/01/2010 21.00,"29,7999897"
24/01/2010 22.00,"53,92155825","32,68365152",25/01/2010 22.00,"29,7999897"
24/01/2010 23.00,"54,5330856","29,61255888",25/01/2010 23.00,"29,7999897"
25/01/2010 0.00,"44,06941035","35,01820352",26/01/2010 0.00,"29,7999897"
25/01/2010 1.00,"54,6969549","24,0690208",26/01/2010 1.00,
25/01/2010 2.00,"62,8158468","16,77986305",26/01/2010 2.00,
25/01/2010 3.00,"67,91592465","11,94204608",26/01/2010 3.00,
25/01/2010 4.00,"69,3569331","10,4543533",26/01/2010 4.00,
25/01/2010 5.00,"64,3548297","13,95861336",26/01/2010 5.00,
25/01/2010 6.00,"50,33343105","25,22251128",26/01/2010 6.00,"36,5"
25/01/2010 7.00,"24,9698988","49,08876448",26/01/2010 7.00,"36,5"
25/01/2010 8.00,"16,91352023","65,65934192",26/01/2010 8.00,"36,5"
25/01/2010 9.00,"16,61788916","86,717326",26/01/2010 9.00,"36,5"
25/01/2010 10.00,"21,8345169","90,63690688",26/01/2010 10.00,"36,5"
25/01/2010 11.00,"29,64763515","70,14997984",26/01/2010 11.00,"36,5"
25/01/2010 12.00,"60,2278131","37,55229184",26/01/2010 12.00,"36,5"
25/01/2010 13.00,"60,27004725","39,3660724",26/01/2010 13.00,"36,5"
25/01/2010 14.00,"50,564871","48,55501056",26/01/2010 14.00,"36,5"
25/01/2010 15.00,"54,11583135","47,0137856",26/01/2010 15.00,"36,5"
25/01/2010 16.00,"42,66221715","61,42990232",26/01/2010 16.00,"36,5"
25/01/2010 17.00,"37,03843185","60,04928536",26/01/2010 17.00,"36,5"
25/01/2010 18.00,"18,74136915","74,57247408",26/01/2010 18.00,"36,5"
25/01/2010 19.00,"20,23642215","71,6960804",26/01/2010 19.00,"36,5"
25/01/2010 20.00,"21,24493455","77,51703056",26/01/2010 20.00,"36,5"
25/01/2010 21.00,"19,89348365","83,09624656",26/01/2010 21.00,"36,5"
25/01/2010 22.00,"18,34437612","68,23400288",26/01/2010 22.00,"36,5"
25/01/2010 23.00,"33,80337975","46,11988736",26/01/2010 23.00,"36,5"
26/01/2010 0.00,"46,2942543","31,19273128",27/01/2010 0.00,"36,5"
26/01/2010 1.00,"45,56278755","30,98019336",27/01/2010 1.00,
26/01/2010 2.00,"51,23046285","27,87990448",27/01/2010 2.00,
26/01/2010 3.00,"74,4620583",,27/01/2010 3.00,
26/01/2010 4.00,"73,1444007","15,11857978",27/01/2010 4.00,
26/01/2010 5.00,"66,3769617","16,08874006",27/01/2010 5.00,
26/01/2010 6.00,,"22,02163208",27/01/2010 6.00,"19,39999962"
26/01/2010 7.00,"49,7624421","38,77390688",27/01/2010 7.00,"19,39999962"
26/01/2010 8.00,"45,4073571","49,5073204",27/01/2010 8.00,"19,39999962"
26/01/2010 9.00,"26,6051604","74,9439948",27/01/2010 9.00,"19,39999962"
26/01/2010 10.00,"18,47277233","90,7829072",27/01/2010 10.00,"19,39999962"
26/01/2010 11.00,"33,281388","71,41216752",27/01/2010 11.00,"19,39999962"
26/01/2010 12.00,"80,7108771","20,96387544",27/01/2010 12.00,"19,39999962"
26/01/2010 13.00,"86,84312805","19,15820176",27/01/2010 13.00,"19,39999962"
26/01/2010 14.00,"87,1793055","22,0605604",27/01/2010 14.00,"19,39999962"
26/01/2010 15.00,"87,7063845","21,9032028",27/01/2010 15.00,"19,39999962"
26/01/2010 16.00,"85,1909688","22,37206344",27/01/2010 16.00,"19,39999962"
26/01/2010 17.00,"83,4408351","22,58620744",27/01/2010 17.00,"19,39999962"
26/01/2010 18.00,"45,64386435","53,34902552",27/01/2010 18.00,"19,39999962"
26/01/2010 19.00,"38,08752255","55,98370416",27/01/2010 19.00,"19,39999962"
26/01/2010 20.00,"43,88359605","41,98128688",27/01/2010 20.00,"19,39999962"
26/01/2010 21.00,"43,51025175","37,1986292",27/01/2010 21.00,"19,39999962"
26/01/2010 22.00,"49,04785305","34,71157608",27/01/2010 22.00,"19,39999962"
26/01/2010 23.00,"60,31565295","23,51905312",27/01/2010 23.00,"19,39999962"
27/01/2010 0.00,"60,20417235","19,93692112",28/01/2010 0.00,"19,39999962"
27/01/2010 1.00,"67,71997575","13,32264966",28/01/2010 1.00,
27/01/2010 2.00,"70,5732447","11,31906103",28/01/2010 2.00,
27/01/2010 3.00,"64,51193595","14,45017709",28/01/2010 3.00,
27/01/2010 4.00,"74,9519904","11,44722622",28/01/2010 4.00,
27/01/2010 5.00,"90,15083805","7,08800388",28/01/2010 5.00,
27/01/2010 6.00,"81,31733715","11,0254199",28/01/2010 6.00,"7,5999999"
27/01/2010 7.00,"62,1215469","23,29192664",28/01/2010 7.00,"7,5999999"
27/01/2010 8.00,"59,1196305","27,15634632",28/01/2010 8.00,"7,5999999"
27/01/2010 9.00,"60,81739545","32,49707856",28/01/2010 9.00,"7,5999999"
27/01/2010 10.00,"66,63373815","25,7530148",28/01/2010 10.00,"7,5999999"
27/01/2010 11.00,"63,20441295","26,64530696",28/01/2010 11.00,"7,5999999"
27/01/2010 12.00,"65,33463405","26,07424992",28/01/2010 12.00,"7,5999999"
27/01/2010 13.00,"69,632283","21,4732896",28/01/2010 13.00,"7,5999999"
27/01/2010 14.00,"52,69004475","35,97213856",28/01/2010 14.00,"7,5999999"
27/01/2010 15.00,"58,14150195","29,78614936",28/01/2010 15.00,"7,5999999"
27/01/2010 16.00,"33,25435575","47,74870104",28/01/2010 16.00,"7,5999999"
27/01/2010 17.00,"20,1299889","47,55887768",28/01/2010 17.00,"7,5999999"
27/01/2010 18.00,"31,23729105","45,9770992",28/01/2010 18.00,"7,5999999"
27/01/2010 19.00,"44,41235085","39,20869568",28/01/2010 19.00,"7,5999999"
