,TARANTO,,
,TA Carcere,,
,SO2,NO2,PM10



11/04/2010 2.00,"2,282313","17,225349","33,943821"
11/04/2010 3.00,"0,655442","11,891745",
11/04/2010 4.00,"0,648221","12,212972","32,234421"
11/04/2010 5.00,"0,650026","13,959263",
11/04/2010 6.00,"0,574189","15,429093","26,12941"
11/04/2010 7.00,"0,581412","18,831473",
11/04/2010 8.00,"2,121612","16,798356","35,653221"
11/04/2010 9.00,"0,645512","7,592552",
11/04/2010 10.00,"0,913647","4,779413","27,35042"
11/04/2010 11.00,"1,325331","4,972797",
11/04/2010 12.00,"1,950077","4,619776","21,001221"
11/04/2010 13.00,"1,58502","3,778705",
11/04/2010 14.00,"0,814338","3,813147","23,68742"
11/04/2010 15.00,"0,650026","3,586671",
11/04/2010 16.00,"0,648221","5,054563","17,582411"
11/04/2010 17.00,"0,594051","5,026009",
11/04/2010 18.00,"0,650026","7,231094","14,16361"
11/04/2010 19.00,"0,42342","9,489391",
11/04/2010 20.00,"0,451407","9,832679","14,65201"
11/04/2010 21.00,"0,576898","10,233716",
11/04/2010 22.00,"0,411683","10,626969","11,96581"
11/04/2010 23.00,"0,434254","10,650985",
12/04/2010 0.00,"0,464949","8,645775","11,72161"
12/04/2010 1.00,,"6,92804",
12/04/2010 2.00,"0,471269",,"6,593407"
12/04/2010 3.00,"0,650026","4,093488",
12/04/2010 4.00,"0,648221","4,844306","4,395605"
12/04/2010 5.00,"0,653637","13,834658",
12/04/2010 6.00,"0,629262","25,407784","11,23321"
12/04/2010 7.00,"0,902813","35,132733",
12/04/2010 8.00,"0,650026","16,980706","21,48962"
12/04/2010 9.00,"0,713223","8,88653",
12/04/2010 10.00,"0,650026","5,281042","22,22221"
12/04/2010 11.00,"0,651832","4,848849",
12/04/2010 12.00,"0,650026","3,379659","22,954821"
12/04/2010 13.00,"0,650026","4,495829",
12/04/2010 14.00,"1,034625","3,412755","20,26862"
12/04/2010 15.00,"0,713223","3,271935",
12/04/2010 16.00,"0,650026","3,137605","24,17581"
12/04/2010 17.00,"0,650026","3,103212",
12/04/2010 18.00,"0,774614","3,994202","21,73382"
12/04/2010 19.00,"0,650026","2,978617",
12/04/2010 20.00,"0,650026","4,104521","29,79241"
12/04/2010 21.00,"0,655442","4,636648",
12/04/2010 22.00,"0,633775","3,17784","25,39682"
12/04/2010 23.00,"0,644609","3,15967",
13/04/2010 0.00,"0,648221","2,594446","25,88522"
13/04/2010 1.00,"0,648221","2,542532",
13/04/2010 2.00,"0,650026","1,785223","21,001221"
13/04/2010 3.00,"0,640998","1,423117",
13/04/2010 4.00,"0,647317","1,793011","21,73382"
13/04/2010 5.00,"0,569676","1,401702",
13/04/2010 6.00,"0,585023","2,341361","25,39682"
13/04/2010 7.00,"0,649123","4,232361",
13/04/2010 8.00,"0,588635","4,837819","22,710621"
13/04/2010 9.00,"0,588635","3,176543",
13/04/2010 10.00,"0,647317","4,231063","23,68742"
13/04/2010 11.00,"0,649123","2,737862",
13/04/2010 12.00,"0,650026","4,205755","21,73382"
13/04/2010 13.00,"0,595857","4,204457",
13/04/2010 14.00,"0,617524","5,274552","20,02442"
13/04/2010 15.00,"0,650026","3,099319",
13/04/2010 16.00,"0,655442","2,854021","23,19902"
13/04/2010 17.00,"0,623844","2,514628",
13/04/2010 18.00,"0,650026","2,850777","20,02442"
13/04/2010 19.00,"0,644609","2,462063",
13/04/2010 20.00,"0,616621","2,919563","25,39682"
13/04/2010 21.00,"0,649123","2,237531",
13/04/2010 22.00,"0,649123","2,003265","28,327221"
13/04/2010 23.00,"0,510993","2,700872",
14/04/2010 0.00,"0,162506","2,057128","29,30402"
14/04/2010 1.00,,"1,401702",
14/04/2010 2.00,"0,644609",,"26,37361"
14/04/2010 3.00,"0,650026","2,322543",
14/04/2010 4.00,"0,591343","5,173967","27,10622"
14/04/2010 5.00,"0,640998","10,783372",
14/04/2010 6.00,"0,627455","15,752915","21,48962"
14/04/2010 7.00,"0,650026","25,521987",
14/04/2010 8.00,"0,650026","9,503669","26,86202"
14/04/2010 9.00,"0,650026","7,491967",
14/04/2010 10.00,"0,650026","5,841074","27,83882"
14/04/2010 11.00,"0,642803","4,394594",
14/04/2010 12.00,"0,650026","3,710616","25,64102"
14/04/2010 13.00,"0,650026","3,955265",
14/04/2010 14.00,"0,650026","4,072074","29,79241"
14/04/2010 15.00,"0,645512","2,977319",
14/04/2010 16.00,"0,650026","2,645065","29,05983"
14/04/2010 17.00,"0,644609","1,837788",
14/04/2010 18.00,"0,650026","3,094777","33,455421"
14/04/2010 19.00,"0,650026","3,49452",
14/04/2010 20.00,"0,649123","3,187573","38,339432"
14/04/2010 21.00,"0,599469","2,842339",
14/04/2010 22.00,"0,614816","2,861159","40,293041"
14/04/2010 23.00,"0,594954","2,831309",
15/04/2010 0.00,"0,62565","1,582755","36,38583"
15/04/2010 1.00,"0,650026","1,454265",
15/04/2010 2.00,"0,59676","1,728765","35,89743"
15/04/2010 3.00,"0,650026","2,032467",
15/04/2010 4.00,"0,650026","2,26219","31,990231"
15/04/2010 5.00,"0,62565","11,382329",
15/04/2010 6.00,"0,71864","27,29424","34,432232"
15/04/2010 7.00,"1,188103","36,709004",
15/04/2010 8.00,"0,650026","23,617367","39,072041"
15/04/2010 9.00,"0,650026","13,253867",
15/04/2010 10.00,"0,644609","9,643189","40,04884"
15/04/2010 11.00,"0,650026","8,590616",
15/04/2010 12.00,"0,740307","18,294796","30,52503"
15/04/2010 13.00,"0,650026","12,190908",
15/04/2010 14.00,"0,650026","7,408904","22,954821"
15/04/2010 15.00,"0,650026","4,287521",
15/04/2010 16.00,"0,613011","3,289456","16,60561"
15/04/2010 17.00,"0,643706","8,339476",
15/04/2010 18.00,"0,650026","22,555061","17,826611"
15/04/2010 19.00,"0,650026","23,719239",
15/04/2010 20.00,"0,616621","21,688733","14,16361"
15/04/2010 21.00,"0,754752","46,293784",
15/04/2010 22.00,"0,650026","26,522001","22,22221"
15/04/2010 23.00,"0,650026","16,978753",
16/04/2010 0.00,"0,617524","10,433593","16,11721"
16/04/2010 1.00,,"6,565286",
16/04/2010 2.00,"0,650026",,"9,523809"
16/04/2010 3.00,"0,572384","6,134392",
16/04/2010 4.00,"0,650026","5,229127","14,16361"
16/04/2010 5.00,"0,650026","10,382978",
16/04/2010 6.00,"0,650026","18,706879","18,80341"
16/04/2010 7.00,"0,650026","21,557647",
16/04/2010 8.00,"0,650026","12,880723","16,60561"
16/04/2010 9.00,"0,650026","13,547182",
16/04/2010 10.00,"0,650026","14,395341","21,001221"
16/04/2010 11.00,"0,650026","10,956628",
16/04/2010 12.00,"0,655442","11,183113","21,73382"
16/04/2010 13.00,"0,650026","10,824252",
16/04/2010 14.00,"0,643706","8,687956","18,80341"
16/04/2010 15.00,"0,649123","8,326498",
16/04/2010 16.00,"0,650026","7,242775","15,62881"
16/04/2010 17.00,"0,650026","7,672372",
16/04/2010 18.00,"0,650026","10,685374","19,53602"
16/04/2010 19.00,"0,649123","12,059173",
16/04/2010 20.00,"0,650026","15,822999","16,84981"
16/04/2010 21.00,"0,631067","15,383026",
16/04/2010 22.00,"0,640095","10,508212","13,18681"
16/04/2010 23.00,"0,597662","17,006013",
17/04/2010 0.00,"0,59676","15,987833","18,07081"
17/04/2010 1.00,"0,626552","8,406318",
17/04/2010 2.00,"0,610302","5,125946","10,01221"
17/04/2010 3.00,"0,534466","2,251808",
17/04/2010 4.00,"0,363834","3,701532","8,058608"
17/04/2010 5.00,"0,385501","5,332956",
17/04/2010 6.00,"0,390015","25,685521","11,72161"
17/04/2010 7.00,"0,724959","21,13584",
17/04/2010 8.00,"0,700584","18,375267","18,55921"
17/04/2010 9.00,"1,191715","9,127285",
17/04/2010 10.00,"1,787571","10,577656","15,62881"
17/04/2010 11.00,"3,622991","13,520581",
17/04/2010 12.00,"6,546301","15,155899","23,19902"
17/04/2010 13.00,"6,79909","15,556293",
17/04/2010 14.00,"3,791817","9,096137","21,48962"
17/04/2010 15.00,"1,560062","8,552978",
17/04/2010 16.00,"0,725862","5,371894","17,3382"
17/04/2010 17.00,"0,66086","5,446519",
17/04/2010 18.00,"0,650026","5,573063","17,826611"
17/04/2010 19.00,"0,650026","8,717158",
17/04/2010 20.00,"0,650026","33,971134","18,80341"
17/04/2010 21.00,"0,650026","39,790151",
17/04/2010 22.00,"0,624747","43,037416","20,02442"
17/04/2010 23.00,"0,640998","38,900462",
18/04/2010 0.00,"0,575995","18,560221","20,51281"
18/04/2010 1.00,,"15,317479",
18/04/2010 2.00,"0,616621",,"14,16361"
18/04/2010 3.00,"0,529048","8,310274",
18/04/2010 4.00,"0,510993","11,986495","16,84981"
18/04/2010 5.00,"0,473075","13,158476",
18/04/2010 6.00,"0,639192","12,196747","14,40781"
18/04/2010 7.00,"0,529048","11,706151",
18/04/2010 8.00,"0,538979","7,136999","15,87301"
18/04/2010 9.00,"0,706","6,10519",
18/04/2010 10.00,"1,150184","4,278436","25,88522"
18/04/2010 11.00,"1,92841","4,383564",
18/04/2010 12.00,"1,960911","4,810563","21,97802"
18/04/2010 13.00,"2,105362","4,762541",
18/04/2010 14.00,"1,421029","3,778754","16,11721"
18/04/2010 15.00,"0,864895","4,329053",
18/04/2010 16.00,"0,808019","3,109702","11,96581"
18/04/2010 17.00,"0,650026","3,605489",
18/04/2010 18.00,"0,649123","3,706724","16,60561"
18/04/2010 19.00,"0,629262","3,090882",
18/04/2010 20.00,"0,594051","3,053244","13,18681"
18/04/2010 21.00,"0,579607","6,25185",
18/04/2010 22.00,"0,650026","3,376414","12,45421"
18/04/2010 23.00,"0,650026","6,092211",
19/04/2010 0.00,"0,650026","5,341392","12,94261"
19/04/2010 1.00,"0,621136","4,432882",
19/04/2010 2.00,"0,627455","3,457531","11,23321"
19/04/2010 3.00,"0,599469","3,737872",
19/04/2010 4.00,"0,650026","5,255734","13,67521"
19/04/2010 5.00,"0,736696","16,610808",
19/04/2010 6.00,"0,650026","35,819311","20,757021"
19/04/2010 7.00,"0,7701","23,974931",
19/04/2010 8.00,"0,706","17,836656","15,62881"
19/04/2010 9.00,"0,771003","19,057297",
19/04/2010 10.00,"0,664471","16,636766","13,43101"
19/04/2010 11.00,"0,668083","20,954794",
19/04/2010 12.00,"1,718958","19,725052","16,36141"
19/04/2010 13.00,"1,859796","11,512773",
19/04/2010 14.00,"1,672011","10,271352","10,50061"
19/04/2010 15.00,"1,950077","12,876186",
19/04/2010 16.00,"1,096016","8,798277","11,23321"
19/04/2010 17.00,"0,651832","9,020859",
19/04/2010 18.00,"0,650026","7,737266","10,25641"
19/04/2010 19.00,"0,650026","12,028679",
19/04/2010 20.00,"0,650026","11,543267","9,27961"
19/04/2010 21.00,"0,648221","5,957234",
19/04/2010 22.00,"0,516409","4,81251","6,105006"
19/04/2010 23.00,"0,645512","10,736641",
20/04/2010 0.00,"0,758364","27,492169","11,23321"
20/04/2010 1.00,,"26,199484",
20/04/2010 2.00,"0,650026",,"9,035409"
20/04/2010 3.00,"0,650026","7,380998",
20/04/2010 4.00,"0,74753","10,538066","8,302809"
20/04/2010 5.00,"0,639192","9,692509",
20/04/2010 6.00,"0,650026","7,703519","6,105006"
20/04/2010 7.00,"4,243225","37,744064",
20/04/2010 8.00,"7,848159","41,509845","17,094"
20/04/2010 9.00,"4,118636","17,351248",
20/04/2010 10.00,"2,042164","12,343405","19,53602"
20/04/2010 11.00,"1,700901","9,034489",
20/04/2010 12.00,"1,404778","9,689912","17,582411"
20/04/2010 13.00,"0,715931","6,774243",
20/04/2010 14.00,"0,669888","6,261584","19,2918"
20/04/2010 15.00,"4,220655","12,821024",
20/04/2010 16.00,"1,413806","7,396574","18,07081"
20/04/2010 17.00,"0,715028","8,365434",
20/04/2010 18.00,"0,772808","9,207106","20,02442"
20/04/2010 19.00,"0,780031","15,150061",
20/04/2010 20.00,"0,686138","23,09172","18,80341"
20/04/2010 21.00,"0,650026","16,121512",
20/04/2010 22.00,"0,648221","12,039705","26,86202"
20/04/2010 23.00,"0,650026","11,894349",
21/04/2010 0.00,"0,760169","9,944945","21,001221"
21/04/2010 1.00,"0,890174","8,704179",
21/04/2010 2.00,"2,470099","19,159827","21,97802"
21/04/2010 3.00,"2,125224","14,434278",
21/04/2010 4.00,"1,922993","11,634124","23,68742"
21/04/2010 5.00,"0,881146","9,55818",
21/04/2010 6.00,"0,998512","23,448003","18,31501"
21/04/2010 7.00,"2,0855","30,623931",
21/04/2010 8.00,"5,00881","55,633922","33,211231"
21/04/2010 9.00,"3,41083","26,392215",
21/04/2010 10.00,"1,955495","15,750321","33,211231"
21/04/2010 11.00,"1,383111","10,976097",
21/04/2010 12.00,"1,866116","11,628925","24,42001"
21/04/2010 13.00,"1,803821","11,898236",
21/04/2010 14.00,"0,698778","3,967595","22,22221"
21/04/2010 15.00,"0,650026","3,214181",
21/04/2010 16.00,"0,922675","4,104521","25,64102"
21/04/2010 17.00,"0,650026","4,336841",
21/04/2010 18.00,"0,650026","4,47117","24,42001"
21/04/2010 19.00,"0,650026","23,758837",
21/04/2010 20.00,"0,650026","9,919638","22,954821"
21/04/2010 21.00,"0,539883","16,398614",
21/04/2010 22.00,"0,650026","31,318291","24,664221"
21/04/2010 23.00,"0,564258","16,828851",
22/04/2010 0.00,"0,549304","12,151433","22,710621"
22/04/2010 1.00,,"10,256431",
22/04/2010 2.00,"0,657248",,"18,55921"
22/04/2010 3.00,"0,607593","10,031254",
22/04/2010 4.00,"0,630164","7,518573","19,53602"
22/04/2010 5.00,"0,557036","16,372654",
22/04/2010 6.00,"0,928093","23,214375","21,001221"
22/04/2010 7.00,"0,693361","26,780924",
22/04/2010 8.00,"1,112266","23,094321","27,83882"
22/04/2010 9.00,"3,160751","20,041086",
22/04/2010 10.00,"2,703024","22,022931","25,88522"
22/04/2010 11.00,"1,879658","13,347966",
22/04/2010 12.00,"1,085182","6,63602","22,710621"
22/04/2010 13.00,"0,756557","3,096075",
22/04/2010 14.00,"1,070737","3,599648","13,67521"
22/04/2010 15.00,"0,913647","3,984466",
22/04/2010 16.00,"0,649123","3,038319","14,16361"
22/04/2010 17.00,"0,650026","3,426382",
22/04/2010 18.00,"0,650026","3,675573","15,87301"
22/04/2010 19.00,"0,655442","3,560064",
22/04/2010 20.00,"0,650026","10,673698","18,31501"
22/04/2010 21.00,"0,650026","11,556898",
22/04/2010 22.00,"0,650026","5,77618","22,22221"
22/04/2010 23.00,"0,650026","2,597043",
23/04/2010 0.00,"0,650026","4,090244","23,68742"
23/04/2010 1.00,"0,651832","2,312809",
23/04/2010 2.00,"0,650026","1,919552","20,26862"
23/04/2010 3.00,"0,650026","1,401702",
23/04/2010 4.00,"0,649123","1,401702","26,86202"
23/04/2010 5.00,"0,640998","1,94616",
23/04/2010 6.00,"0,678916","2,857266","20,51281"
23/04/2010 7.00,"0,650026","5,642497",
23/04/2010 8.00,"0,650026","4,532819","16,11721"
23/04/2010 9.00,"0,650026","4,923478",
23/04/2010 10.00,"0,650026","3,887126","24,908421"
23/04/2010 11.00,"0,650026","3,425084",
23/04/2010 12.00,"0,736696","3,551628","20,26862"
23/04/2010 13.00,"0,650026","4,281679",
23/04/2010 14.00,"0,650026","3,094127","19,53602"
23/04/2010 15.00,"0,650026","3,013658",
23/04/2010 16.00,"0,650026","2,515926","20,26862"
23/04/2010 17.00,"0,650026","2,327086",
23/04/2010 18.00,"0,650026","3,641828","18,55921"
23/04/2010 19.00,"0,650026","5,68468",
23/04/2010 20.00,"0,647317","4,221329","21,24542"
23/04/2010 21.00,"0,603982","4,097381",
23/04/2010 22.00,"0,635581","2,884522","13,67521"
23/04/2010 23.00,"0,650026","3,674925",
24/04/2010 0.00,"0,378279","3,356946","19,0476"
24/04/2010 1.00,,"3,695691",
24/04/2010 2.00,"0,572384",,"13,91941"
24/04/2010 3.00,"0,642803","3,087637",
24/04/2010 4.00,"0,650026","4,989668","15,14041"
24/04/2010 5.00,"0,550717","8,952072",
24/04/2010 6.00,"0,648221","18,500511","9,035409"
24/04/2010 7.00,"0,650026","22,964535",
24/04/2010 8.00,"0,650026","13,367425","15,14041"
24/04/2010 9.00,"0,704195","7,746349",
24/04/2010 10.00,"0,650026","5,71518","21,97802"
24/04/2010 11.00,"0,801699","4,335542",
24/04/2010 12.00,"1,79028","4,165522","19,0476"
24/04/2010 13.00,"1,711735","2,829362",
24/04/2010 14.00,"1,807433","3,236243","19,53602"
24/04/2010 15.00,"1,950077","2,327734",
24/04/2010 16.00,"1,950077","1,716437","16,36141"
24/04/2010 17.00,"1,950077","2,589255",
24/04/2010 18.00,"1,214285","11,2824","18,31501"
24/04/2010 19.00,"0,700584","23,586221",
24/04/2010 20.00,"0,680722","29,720604","16,60561"
24/04/2010 21.00,"0,650026","18,591367",
24/04/2010 22.00,"0,650026","15,369396","18,55921"
24/04/2010 23.00,"0,650026","6,456266",
25/04/2010 0.00,"0,671693","9,811913","17,582411"
25/04/2010 1.00,"0,650026","4,538009",
25/04/2010 2.00,"0,650026","4,170712","10,50061"
25/04/2010 3.00,"0,650026","3,837158",
25/04/2010 4.00,"0,650026","3,446498","12,94261"
25/04/2010 5.00,"0,631067","3,332935",
25/04/2010 6.00,"0,574189","4,694403","13,18681"
25/04/2010 7.00,"0,552522","5,232372",
25/04/2010 8.00,"0,603982","3,811851","15,87301"
25/04/2010 9.00,"0,647317","4,75735",
25/04/2010 10.00,"0,575995","5,141521","16,36141"
25/04/2010 11.00,"0,62565","4,575649",
25/04/2010 12.00,"0,650026","4,558776","21,73382"
25/04/2010 13.00,"0,808019","4,706734",
25/04/2010 14.00,"0,650026","3,343319","17,094"
25/04/2010 15.00,"0,650026","2,968233",
25/04/2010 16.00,"0,737599","3,095425","20,02442"
25/04/2010 17.00,"0,686138","3,935796",
25/04/2010 18.00,"0,650026","5,454307","18,55921"
25/04/2010 19.00,"1,500477","5,58734",
25/04/2010 20.00,"1,184492","6,268073","14,40781"
25/04/2010 21.00,"1,693678","3,465318",
25/04/2010 22.00,"1,534783","5,091553","15,14041"
25/04/2010 23.00,"0,935315","4,574999",
26/04/2010 0.00,"0,650026","7,151275","15,62881"
26/04/2010 1.00,,"6,076636",
26/04/2010 2.00,"1,163727",,"10,98901"
26/04/2010 3.00,"1,446307","8,515338",
26/04/2010 4.00,"2,228144","15,116962","15,62881"
26/04/2010 5.00,"1,648538","8,141552",
26/04/2010 6.00,"1,399361","11,229833","15,87301"
26/04/2010 7.00,"2,134252","17,362283",
26/04/2010 8.00,"1,897715","10,447221","23,68742"
26/04/2010 9.00,"1,350609","8,938445",
26/04/2010 10.00,"0,919064","7,437456","24,664221"
26/04/2010 11.00,"0,956983","7,463414",
26/04/2010 12.00,"0,84684","7,042255","24,664221"
26/04/2010 13.00,"1,538394","6,287541",
26/04/2010 14.00,"0,947955","5,637308","19,53602"
26/04/2010 15.00,"0,751141","7,521169",
26/04/2010 16.00,"0,899203","7,547127","20,26862"
26/04/2010 17.00,"0,823366","8,508849",
26/04/2010 18.00,"1,796105","16,946316","22,46641"
26/04/2010 19.00,"0,922901","23,139749",
26/04/2010 20.00,"0,848852","43,158123","24,664221"
26/04/2010 21.00,"0,55356","30,011324",
26/04/2010 22.00,"0,792864","34,952334","28,327221"
26/04/2010 23.00,"0,332317","28,262457",
27/04/2010 0.00,"0,083079","11,499794","25,15262"
27/04/2010 1.00,"0,518341","8,966349",
27/04/2010 2.00,"0,509312","8,17984","20,02442"
27/04/2010 3.00,"0,859688","15,961874",
27/04/2010 4.00,"0,971665","21,654336","23,93162"
27/04/2010 5.00,"0,984308","15,666607",
27/04/2010 6.00,"0,968053","16,851564","24,664221"
27/04/2010 7.00,"1,313915","23,889272",
27/04/2010 8.00,"2,432774","35,688874","29,05983"
27/04/2010 9.00,"5,479611","29,25207",
27/04/2010 10.00,"3,655482","17,471304","29,30402"
27/04/2010 11.00,"2,611575","15,417416",
27/04/2010 12.00,"2,80663","10,673048","24,908421"
27/04/2010 13.00,"2,580871","6,075988",
27/04/2010 14.00,"2,167282","4,942296","24,908421"
27/04/2010 15.00,"1,349133","4,471818",
27/04/2010 16.00,"1,504455","4,332947","21,97802"
27/04/2010 17.00,"1,30037","4,351502",
27/04/2010 18.00,"1,30037","4,278436","22,46641"
27/04/2010 19.00,"0,672761","4,302445",
27/04/2010 20.00,"0,96715","21,713399","28,08301"
27/04/2010 21.00,"0,435263","24,934066",
27/04/2010 22.00,"0,21131","24,989228","24,908421"
27/04/2010 23.00,"0,169771","22,641367",
28/04/2010 0.00,"0,278134","16,519312","30,28083"
28/04/2010 1.00,,"7,775551",
28/04/2010 2.00,"0,242013",,"19,2918"
28/04/2010 3.00,"0,025285","4,733339",
28/04/2010 4.00,"0,26188","5,558786","22,710621"
28/04/2010 5.00,"0,140874","5,90986",
28/04/2010 6.00,"1,271473","42,520872","21,48962"
28/04/2010 7.00,"1,990287","41,578617",
28/04/2010 8.00,"1,340103","29,00613","33,211231"
28/04/2010 9.00,"2,570035","16,793808",
28/04/2010 10.00,"7,349794","26,009987","31,990231"
28/04/2010 11.00,"7,624318","18,312322",
28/04/2010 12.00,"5,687309","11,185708","30,52503"
28/04/2010 13.00,"6,155984","9,977391",
28/04/2010 14.00,"3,522736","7,049393","29,79241"
28/04/2010 15.00,"1,285921","6,57502",
28/04/2010 16.00,"1,164914","7,257702","27,35042"
28/04/2010 17.00,"1,038489","11,835943",
28/04/2010 18.00,"6,847708","24,801679","25,64102"
28/04/2010 19.00,"5,96725","17,91258",
28/04/2010 20.00,"2,838236","16,157856","28,08301"
28/04/2010 21.00,"3,332196","12,338868",
28/04/2010 22.00,"2,00022","7,828116","25,88522"
28/04/2010 23.00,"1,242575","7,490669",
29/04/2010 0.00,"1,30037","6,28235","20,26862"
29/04/2010 1.00,"2,160961","8,901455",
29/04/2010 2.00,"7,102364","24,202057","19,78022"
29/04/2010 3.00,"8,998736","20,702333",
29/04/2010 4.00,"6,648138","15,61534","21,48962"
29/04/2010 5.00,"2,715423","9,566615",
29/04/2010 6.00,"1,840383","17,006013","23,19902"
29/04/2010 7.00,"2,044469","14,273992",
29/04/2010 8.00,"2,541138","14,573155","24,908421"
29/04/2010 9.00,"2,631442","9,810615",
29/04/2010 10.00,"2,022797","7,083786","22,22221"
29/04/2010 11.00,"2,263004","7,66783",
29/04/2010 12.00,"1,354551","7,732722","24,17581"
29/04/2010 13.00,"1,399703","6,24536",
29/04/2010 14.00,"1,343715","4,630809","19,53602"
29/04/2010 15.00,"1,863863","6,549062",
29/04/2010 16.00,"2,585387","5,853404","12,69841"
29/04/2010 17.00,"2,172701","6,858606",
29/04/2010 18.00,"1,44937","10,373242","11,47741"
29/04/2010 19.00,"1,383448","21,276008",
29/04/2010 20.00,"1,316623","23,935983","14,89621"
29/04/2010 21.00,"1,247993","48,271748",
29/04/2010 22.00,"1,231738","34,709625","20,26862"
29/04/2010 23.00,"1,038489","30,759546",
30/04/2010 0.00,"1,249799","23,115735","20,51281"
30/04/2010 1.00,,"10,673048",
30/04/2010 2.00,"0,409977",,"11,23321"
30/04/2010 3.00,"0,514729","6,674308",
30/04/2010 4.00,"0,298001","7,632786","12,69841"
30/04/2010 5.00,"0,863301","13,719158",
30/04/2010 6.00,"0,689919","24,84969","11,47741"
30/04/2010 7.00,"1,316623","21,850316",
30/04/2010 8.00,"2,770509","20,277295","27,35042"
30/04/2010 9.00,"3,611234","21,183851",
30/04/2010 10.00,"2,421938","8,636689","27,59462"
30/04/2010 11.00,"2,571841","5,221989",
30/04/2010 12.00,"2,499599","4,295308","21,24542"
30/04/2010 13.00,"1,865669","3,807956",
30/04/2010 14.00,"1,618237","3,027937","14,16361"
30/04/2010 15.00,"1,564055","3,338776",
30/04/2010 16.00,"1,764529","3,298542","15,14041"
