,Provincia di TARANTO,,
,Massafra (TA) Via Frappietro,,
Parm,SO2,O3,BENZENE



23/04/2010 14.00,"0,107911","110,505142","0,143956"
23/04/2010 15.00,"0,064566","106,526063","0,181738"
23/04/2010 16.00,"0,534144","104,573536","0,19562"
23/04/2010 17.00,"0,888585","103,601333","0,188908"
23/04/2010 18.00,"0,060053","92,223773","0,268844"
23/04/2010 19.00,"0,125071","98,575126","0,261572"
23/04/2010 20.00,,"111,384362","0,226181"
23/04/2010 21.00,"0,051022","115,207278","0,163178"
23/04/2010 22.00,"0,00271","129,589902","0,104446"
23/04/2010 23.00,"0,003613","128,716998","0,102717"
24/04/2010 0.00,"0,000453","129,588106","0,08436"
24/04/2010 1.00,"0,000453","122,858512","0,074444"
24/04/2010 2.00,,"127,130063","0,061274"
24/04/2010 3.00,"0,006773","129,60255","0,058783"
24/04/2010 4.00,"0,000903",,"0,060359"
24/04/2010 5.00,"0,000903","122,404807","0,065546"
24/04/2010 6.00,"0,011289","116,322365","0,102666"
24/04/2010 7.00,"0,037025","101,860692","0,181382"
24/04/2010 8.00,"0,001355","83,036274","0,234418"
24/04/2010 9.00,"0,002258","90,772196","0,235842"
24/04/2010 10.00,"0,927417","94,762729","0,185958"
24/04/2010 11.00,"1,621397","99,502163","0,213519"
24/04/2010 12.00,"0,810472","107,16829","0,22791"
24/04/2010 13.00,"0,60097","103,631386","0,22552"
24/04/2010 14.00,"0,667341","109,089295","0,181128"
24/04/2010 15.00,"0,125071","110,961982","0,14238"
24/04/2010 16.00,"0,301161","118,238895","0,163991"
24/04/2010 17.00,"0,283552","111,050566","0,160584"
24/04/2010 18.00,"0,072242","107,372292","0,216672"
24/04/2010 19.00,"0,018512","102,264222","0,165669"
24/04/2010 20.00,,"85,578228","0,172178"
24/04/2010 21.00,"0,002258","99,833219","0,165974"
24/04/2010 22.00,"0,000903","107,999505","0,118633"
24/04/2010 23.00,,"104,036704","0,085886"
25/04/2010 0.00,"0,00316","90,984242","0,08914"
25/04/2010 1.00,,"104,552075","0,078817"
25/04/2010 2.00,,"109,28972","0,063766"
25/04/2010 3.00,,"107,740921","0,062037"
25/04/2010 4.00,"0,000453","117,787055","0,05563"
25/04/2010 5.00,,"121,151273","0,057155"
25/04/2010 6.00,,"117,196532","0,059088"
25/04/2010 7.00,"0,000903","110,833139","0,062444"
25/04/2010 8.00,,"115,075102","0,065342"
25/04/2010 9.00,,"117,698478","0,067478"
25/04/2010 10.00,,"111,70551","0,105412"
25/04/2010 11.00,,"113,671256","0,14599"
25/04/2010 12.00,,"111,759193","0,122701"
25/04/2010 13.00,,"114,017518","0,133634"
25/04/2010 14.00,"0,002258","112,580568","0,094581"
25/04/2010 15.00,,"110,288248","0,086445"
25/04/2010 16.00,,"104,73728","0,084055"
25/04/2010 17.00,"0,001355","108,522927","0,081716"
25/04/2010 18.00,,"110,086034","0,086292"
25/04/2010 19.00,,"110,414404","0,09809"
25/04/2010 20.00,,"112,308567","0,103276"
25/04/2010 21.00,,"115,194995","0,099056"
25/04/2010 22.00,,"110,785719","0,106327"
25/04/2010 23.00,,"103,613486","0,101954"
26/04/2010 0.00,,"97,845997","0,109683"
26/04/2010 1.00,,"103,43007","0,092089"
26/04/2010 2.00,,"106,614441","0,080648"
26/04/2010 3.00,,"104,975285","0,076021"
26/04/2010 4.00,,,"0,076377"
26/04/2010 5.00,,"97,001639","0,079326"
26/04/2010 6.00,,"100,758733","0,088174"
26/04/2010 7.00,,"100,606603","0,094632"
26/04/2010 8.00,,"92,360744","0,125396"
26/04/2010 9.00,,"87,614795","0,120006"
26/04/2010 10.00,,"87,718935","0,113294"
26/04/2010 11.00,,"90,962583","0,118531"
26/04/2010 12.00,,"98,799144","0,111921"
26/04/2010 13.00,"0,000903","101,27399","0,115836"
26/04/2010 14.00,"0,000453","105,394202","0,090564"
26/04/2010 15.00,,"106,540621","0,084564"
26/04/2010 16.00,,"107,389111","0,080343"
26/04/2010 17.00,,"109,150391","0,092496"
26/04/2010 18.00,,"103,854779","0,094886"
26/04/2010 19.00,,"94,443483","0,115684"
26/04/2010 20.00,,"84,679936","0,134295"
26/04/2010 21.00,,"86,803429","0,141516"
26/04/2010 22.00,,"83,630412","0,137193"
26/04/2010 23.00,,"97,807572","0,112887"
27/04/2010 0.00,,"105,254751","0,097734"
27/04/2010 1.00,,"107,525853","0,0718"
27/04/2010 2.00,"0,023478","110,971434","0,068597"
27/04/2010 3.00,,"112,718223","0,07058"
27/04/2010 4.00,,"109,128656","0,071088"
27/04/2010 5.00,,"111,644255","0,072054"
27/04/2010 6.00,,"85,086525","0,145584"
27/04/2010 7.00,,"53,781035","0,205332"
27/04/2010 8.00,,"62,817436","0,215299"
27/04/2010 9.00,,"70,304458","0,201264"
27/04/2010 10.00,,"79,875129","0,197451"
27/04/2010 11.00,,"83,949162","0,189162"
27/04/2010 12.00,"0,185574","90,772417","0,166635"
27/04/2010 13.00,"3,145719","90,862972","0,186162"
27/04/2010 14.00,"4,68178","95,331821","0,196434"
27/04/2010 15.00,"2,033633","104,350112","0,156618"
27/04/2010 16.00,"1,753241","119,804094","0,171212"
27/04/2010 17.00,"3,05677","113,269698","0,194806"
27/04/2010 18.00,"2,707313",,"0,270115"
27/04/2010 19.00,"3,803156",,"0,199535"
27/04/2010 20.00,"3,256455","119,152384","0,148279"
27/04/2010 21.00,"3,287968","97,66376","0,162262"
27/04/2010 22.00,"3,051841","81,753752","0,152092"
27/04/2010 23.00,"3,408087","94,426649","0,123769"
28/04/2010 0.00,"2,99201","100,643848","0,112023"
28/04/2010 1.00,"3,094316","79,709909","0,13521"
28/04/2010 2.00,,"90,253278","0,105717"
28/04/2010 3.00,"0,120441","88,535355","0,084564"
28/04/2010 4.00,"0,02052",,"0,069054"
28/04/2010 5.00,"0,044174","106,637074","0,062952"
28/04/2010 6.00,"0,039048","100,437311","0,104192"
28/04/2010 7.00,"0,087706","97,082446","0,106429"
28/04/2010 8.00,"0,726616","79,33969","0,094784"
28/04/2010 9.00,"1,213557",,"0,098751"
28/04/2010 10.00,,,
28/04/2010 11.00,,,"0,119803"
28/04/2010 12.00,"2,359199",,
28/04/2010 13.00,"1,854379","54,068489","0,05863"
28/04/2010 14.00,"0,265944","93,185139","0,085021"
28/04/2010 15.00,"1,140985","96,042686","0,079377"
28/04/2010 16.00,"1,47014","92,669768","0,073173"
28/04/2010 17.00,"1,406477","91,335771","0,100734"
28/04/2010 18.00,"0,914323","95,404568","0,113192"
28/04/2010 19.00,"1,777622","89,570343","0,121887"
28/04/2010 20.00,"1,534706","88,364503","0,116599"
28/04/2010 21.00,"1,287276","91,546972","0,108361"
28/04/2010 22.00,"1,236255","102,330904","0,087716"
28/04/2010 23.00,"0,983855","111,237483","0,071902"
29/04/2010 0.00,"0,908905","104,363499","0,065902"
29/04/2010 1.00,"1,256572","81,241403","0,081665"
29/04/2010 2.00,"1,028555","101,534834","0,062495"
29/04/2010 3.00,"0,957669","107,519796","0,05146"
29/04/2010 4.00,"1,117957","106,523353","0,050138"
29/04/2010 5.00,"1,275085","112,551633","0,052426"
29/04/2010 6.00,"1,020429","107,521592","0,061783"
29/04/2010 7.00,"0,987468","84,290295","0,135922"
29/04/2010 8.00,"0,810925","91,889954","0,11843"
29/04/2010 9.00,"0,935091","89,144325","0,106683"
29/04/2010 10.00,"1,550058","91,797884","0,103022"
29/04/2010 11.00,"1,77672","101,078131","0,078512"
29/04/2010 12.00,"1,513033","104,061133","0,08019"
29/04/2010 13.00,"1,356808","103,839102","0,088682"
29/04/2010 14.00,"1,39293","103,739818","0,06758"
29/04/2010 15.00,"1,564957","100,960802","0,094428"
29/04/2010 16.00,"1,951004","102,924798","0,082835"
29/04/2010 17.00,"1,927526","103,303876","0,085581"
29/04/2010 18.00,"1,295402","101,56462","0,123413"
29/04/2010 19.00,"1,520709","96,728642","0,096768"
29/04/2010 20.00,"1,774012","89,712946","0,162822"
29/04/2010 21.00,"1,362679","91,583076","0,123871"
29/04/2010 22.00,"0,719718","100,409328","0,104598"
29/04/2010 23.00,"1,163108","105,031396","0,104344"
30/04/2010 0.00,"0,973018","111,00011","0,079885"
30/04/2010 1.00,"1,067838","118,487844","0,064376"
30/04/2010 2.00,,"113,912709","0,055172"
30/04/2010 3.00,"0,652894","117,632208","0,05324"
30/04/2010 4.00,"0,972568",,"0,057206"
30/04/2010 5.00,"1,207809","63,809365","0,098344"
30/04/2010 6.00,"1,417763","28,462839","0,294116"
30/04/2010 7.00,"1,820065","32,306996","0,658863"
30/04/2010 8.00,"2,412457","76,043713","0,123515"
30/04/2010 9.00,"2,513595","69,420222","0,160533"
30/04/2010 10.00,"1,778075","91,634133","0,100785"
30/04/2010 11.00,"1,636749","82,428544","0,143397"
30/04/2010 12.00,"1,806521","86,132655","0,157788"
30/04/2010 13.00,"1,747371","91,178374","0,197654"
30/04/2010 14.00,"1,204648","99,24953","0,111819"
30/04/2010 15.00,"2,487409","97,378411","0,104649"
30/04/2010 16.00,"1,447112","95,280246","0,138668"
30/04/2010 17.00,"2,308156","99,290131","0,150058"
30/04/2010 18.00,"2,441353","92,103987","0,187484"
30/04/2010 19.00,"2,198436","88,414785","0,224604"
30/04/2010 20.00,"2,093686","57,54303","0,244029"
30/04/2010 21.00,"2,146512","36,84723","0,327728"
30/04/2010 22.00,"1,849414","50,86817","0,252623"
30/04/2010 23.00,"1,398801","63,686721","0,185145"
01/05/2010 0.00,"1,183425","60,659624","0,12982"
01/05/2010 1.00,"1,19923","73,196433","0,089242"
01/05/2010 2.00,"1,147306","92,195136","0,092852"
01/05/2010 3.00,"1,127438","116,26773","0,066969"
01/05/2010 4.00,"1,109378","118,822492","0,071495"
01/05/2010 5.00,"0,821761","111,46316","0,077851"
01/05/2010 6.00,"0,887232","102,768018","0,158143"
01/05/2010 7.00,"0,376566","109,778486","0,102971"
01/05/2010 8.00,"1,35726","96,736199","0,104954"
01/05/2010 9.00,"1,579406","97,128983","0,174975"
01/05/2010 10.00,"1,440791","99,210581","0,153516"
01/05/2010 11.00,"1,308949","106,568262","0,183924"
01/05/2010 12.00,"0,470028","113,902739","0,147821"
01/05/2010 13.00,"1,611466","124,468985","0,140346"
01/05/2010 14.00,"2,066594","133,96296","0,086038"
01/05/2010 15.00,"1,518451","128,468932","0,107243"
01/05/2010 16.00,"1,715314","136,188735","0,095344"
01/05/2010 17.00,"2,123937","138,348224","0,092801"
01/05/2010 18.00,"1,797037","131,912024","0,141058"
01/05/2010 19.00,"1,864313","124,311543","0,117108"
01/05/2010 20.00,"1,578957","94,108515","0,18967"
01/05/2010 21.00,"2,441806","75,48768","0,183823"
01/05/2010 22.00,"2,078333","85,892344","0,171415"
01/05/2010 23.00,"1,629526","85,854224","0,139532"
02/05/2010 0.00,"2,004284","90,966236","0,139532"
02/05/2010 1.00,"1,784848","94,923915","0,142227"
02/05/2010 2.00,,"102,497052","0,084716"
02/05/2010 3.00,"1,433115","105,024463","0,075461"
02/05/2010 4.00,"1,308949",,"0,053901"
02/05/2010 5.00,"1,042552","117,864787","0,054969"
02/05/2010 6.00,"1,397446","111,178001","0,0778"
02/05/2010 7.00,"0,677728","103,304385","0,084462"
02/05/2010 8.00,"0,705721","105,126365","0,106988"
02/05/2010 9.00,"2,287385","84,134938","0,1346"
02/05/2010 10.00,"5,583461","78,155927","0,153058"
02/05/2010 11.00,"7,631993","73,203815","0,157025"
02/05/2010 12.00,"8,389189","67,679148","0,268996"
02/05/2010 13.00,"11,098291","67,275801","0,241792"
02/05/2010 14.00,"6,511779","93,639689","0,117209"
02/05/2010 15.00,"6,576347","90,829448","0,113802"
02/05/2010 16.00,"5,938805","86,845498","0,106734"
02/05/2010 17.00,"5,407368","74,883626","0,11248"
02/05/2010 18.00,"4,945466","77,036312","0,141516"
02/05/2010 19.00,"2,350599","72,071065","0,112073"
02/05/2010 20.00,"1,584375","70,079862","0,123108"
02/05/2010 21.00,"1,272827","65,609133","0,121023"
02/05/2010 22.00,"0,992436","66,520119","0,078919"
02/05/2010 23.00,"1,616884","66,168553","0,080851"
03/05/2010 0.00,"1,687321","76,618292","0,085326"
03/05/2010 1.00,"1,643975","84,663452","0,078258"
03/05/2010 2.00,"1,007785","89,917679","0,047646"
03/05/2010 3.00,"0,882717","94,12493","0,041544"
03/05/2010 4.00,"1,010043","93,036221","0,055477"
03/05/2010 5.00,"1,33604","84,329656","0,049935"
03/05/2010 6.00,"1,233544","75,284644","0,108565"
03/05/2010 7.00,"1,091316","66,016331","0,119447"
03/05/2010 8.00,"1,442596","60,775236","0,121481"
03/05/2010 9.00,"1,404219","61,937351","0,151024"
03/05/2010 10.00,"1,91353","60,881096","0,174517"
03/05/2010 11.00,"2,47341","61,098991","0,158042"
03/05/2010 12.00,"3,316393","66,136103",
03/05/2010 13.00,"3,817578","63,536029",
03/05/2010 14.00,"4,831684","68,433278",
03/05/2010 15.00,"5,285008","64,389838",
03/05/2010 16.00,"5,418205","63,638022",
03/05/2010 17.00,"4,954045","53,767793",
03/05/2010 18.00,"3,879436","52,941796",
03/05/2010 19.00,"2,766445","52,329058",
03/05/2010 20.00,"2,116711","55,335565",
03/05/2010 21.00,"1,847156","60,70029",
03/05/2010 22.00,"1,602435","67,842177",
03/05/2010 23.00,"1,482331","69,894422",
04/05/2010 0.00,"1,313915","76,74578",
04/05/2010 1.00,"1,573086","85,053648",
04/05/2010 2.00,,"83,623418",
04/05/2010 3.00,"0,940509","90,558232",
04/05/2010 4.00,"1,292695",,
04/05/2010 5.00,"1,419571","83,948143",
04/05/2010 6.00,"1,829096","76,262685",
04/05/2010 7.00,"1,223161","56,388697",
04/05/2010 8.00,"0,739133","55,466086",
04/05/2010 9.00,"2,332989","54,521771",
04/05/2010 10.00,"5,490899","49,132001",
04/05/2010 11.00,"10,917682","65,863265",
04/05/2010 12.00,"10,648128","67,186951",
04/05/2010 13.00,"11,325403","70,264572",
04/05/2010 14.00,"12,016678","74,827508",
04/05/2010 15.00,"7,103718","78,218659",
04/05/2010 16.00,"12,655122","69,894931",
04/05/2010 17.00,"8,157108","56,488967",
04/05/2010 18.00,"5,014098","59,021103",
04/05/2010 19.00,"6,644526","43,106948",
04/05/2010 20.00,"3,054062","57,728098",
04/05/2010 21.00,"1,993448","54,045125",
04/05/2010 22.00,"1,925269","76,657021",
04/05/2010 23.00,"1,678739","77,796636",
05/05/2010 0.00,"1,908561","90,275493",
05/05/2010 1.00,"1,584825","89,892382",
05/05/2010 2.00,"1,366741","88,677196",
05/05/2010 3.00,"1,372612","88,618079",
05/05/2010 4.00,"1,890052","85,442429",
05/05/2010 5.00,"1,671066","92,899669",
05/05/2010 6.00,"1,888244","82,942469",
05/05/2010 7.00,"2,498245","59,182727",
05/05/2010 8.00,"2,336149","65,855031",
05/05/2010 9.00,"2,660791","64,647326",
05/05/2010 10.00,"3,308265","76,059154",
05/05/2010 11.00,"2,159154","89,118671",
05/05/2010 12.00,"2,086459","89,852724",
05/05/2010 13.00,"1,746468","82,367799",
05/05/2010 14.00,"2,065692","89,486067",
05/05/2010 15.00,"2,464831","84,593894",
05/05/2010 16.00,"3,399022","79,44058",
05/05/2010 17.00,"2,823787","72,778748",
05/05/2010 18.00,"3,52093","74,704045",
05/05/2010 19.00,"3,055867","71,635397",
05/05/2010 20.00,"2,570937","47,761922",
05/05/2010 21.00,"2,363693","52,204386",
05/05/2010 22.00,"2,017378","65,508586",
05/05/2010 23.00,"1,536513","57,188595",
06/05/2010 0.00,"1,840835","55,381532",
06/05/2010 1.00,"1,704025","59,765628",
06/05/2010 2.00,,"40,980373",
06/05/2010 3.00,"1,806068","56,796503",
06/05/2010 4.00,"1,287276",,
06/05/2010 5.00,"1,792524","37,062949",
06/05/2010 6.00,"2,115358","53,996704",
06/05/2010 7.00,"1,648038","62,757379",
06/05/2010 8.00,"2,163669","79,069866",
06/05/2010 9.00,"1,89863","80,05866",
06/05/2010 10.00,"1,348229","81,025749",
06/05/2010 11.00,"1,052486","76,400645",
06/05/2010 12.00,"1,316173","73,866157",
06/05/2010 13.00,"1,2349","72,8332",
06/05/2010 14.00,"1,222258","76,538376",
06/05/2010 15.00,"1,559992","77,291387",
06/05/2010 16.00,"2,118519","81,420215",
06/05/2010 17.00,"2,424273",,
06/05/2010 18.00,"1,685965","60,588171","0,177466"
06/05/2010 19.00,"1,724795","63,79333","0,190942"
06/05/2010 20.00,"1,327462","68,952127","0,116955"
06/05/2010 21.00,"1,287726","66,419138","0,124938"
06/05/2010 22.00,"1,54735","69,993318","0,089852"
06/05/2010 23.00,"0,832598","64,594997","0,108361"
07/05/2010 0.00,"0,791057","65,836789","0,104039"
07/05/2010 1.00,"0,684501","59,516291","0,104344"
07/05/2010 2.00,"1,171686","74,919326","0,075411"
07/05/2010 3.00,"1,126083","76,158127","0,05746"
07/05/2010 4.00,"1,279148","63,082237","0,054054"
07/05/2010 5.00,"1,338748","55,568597","0,09036"
07/05/2010 6.00,"1,295402","46,308663","0,221655"
07/05/2010 7.00,"1,958231","64,803832","0,109683"
07/05/2010 8.00,"0,911613","75,592246","0,091225"
07/05/2010 9.00,"1,21684","71,158016","0,098547"
07/05/2010 10.00,"1,468785","76,264412","0,07658"
07/05/2010 11.00,"1,04436","75,583266","0,092191"
07/05/2010 12.00,"1,00598","73,042789","0,102208"
07/05/2010 13.00,"1,067385","69,85484","0,160584"
07/05/2010 14.00,"0,856978","80,981586","0,078817"
07/05/2010 15.00,"1,12473","80,633521","0,092598"
07/05/2010 16.00,"1,31888","80,745803","0,094276"
07/05/2010 17.00,"1,77988","75,560808","0,150211"
07/05/2010 18.00,"1,359066","68,926678","0,149702"
07/05/2010 19.00,"1,652101","65,251448","0,225927"
07/05/2010 20.00,"1,592953","61,704213","0,21596"
07/05/2010 21.00,"1,094929","71,866865","0,169534"
07/05/2010 22.00,"1,332427","84,085699","0,115226"
07/05/2010 23.00,"1,316173","95,424271","0,086242"
08/05/2010 0.00,"1,204195","97,232696","0,058986"
08/05/2010 1.00,"1,111183","93,487855","0,049121"
08/05/2010 2.00,,"70,03748","0,048816"
08/05/2010 3.00,"1,258377","70,738848","0,047443"
08/05/2010 4.00,"1,242575",,"0,048816"
08/05/2010 5.00,"0,894456","62,803684","0,045612"
08/05/2010 6.00,"1,269666","48,49155","0,05207"
08/05/2010 7.00,"1,233997","36,847721","0,068292"
08/05/2010 8.00,"1,321591","56,016659","0,150262"
08/05/2010 9.00,"1,721635","64,238652","0,126159"
08/05/2010 10.00,"3,403085","51,12232","0,170246"
08/05/2010 11.00,"3,803579","62,231167","0,170398"
08/05/2010 12.00,"3,962514","75,18192","0,129718"
08/05/2010 13.00,"1,68777","79,745115","0,1376"
08/05/2010 14.00,"1,068291","85,003709","0,06702"
08/05/2010 15.00,"0,983405","84,808703","0,060766"
08/05/2010 16.00,"0,646121","84,379686","0,071749"
08/05/2010 17.00,"1,344619","85,582109","0,079123"
08/05/2010 18.00,"1,838577","85,546059","0,052121"
08/05/2010 19.00,"2,033183","86,147267","0,070427"
08/05/2010 20.00,"1,767238","78,476451","0,076885"
08/05/2010 21.00,"1,450272","78,267464","0,084564"
08/05/2010 22.00,"1,548703","82,455355","0,070834"
08/05/2010 23.00,"1,08635","89,682436","0,049375"
09/05/2010 0.00,"0,526018","91,418373","0,076936"
09/05/2010 1.00,"1,002367","85,041244","0,051155"
09/05/2010 2.00,"1,04752","95,258937","0,046477"
09/05/2010 3.00,"1,067385","91,716408","0,040985"
09/05/2010 4.00,"1,050228","86,61161","0,041239"
09/05/2010 5.00,"1,292695","90,446276","0,039612"
09/05/2010 6.00,"0,973923","82,818147","0,046884"
09/05/2010 7.00,"1,002367","66,765659","0,086191"
09/05/2010 8.00,"1,361776","79,740693","0,064122"
09/05/2010 9.00,"1,118407","80,923261","0,063156"
09/05/2010 10.00,"1,246638","82,332472","0,049121"
09/05/2010 11.00,"0,757645","85,218587","0,047901"
09/05/2010 12.00,"0,66057","86,421018","0,057816"
09/05/2010 13.00,"0,75629","90,919448","0,07358"
09/05/2010 14.00,"0,825824","90,934166","0,05863"
09/05/2010 15.00,"0,608646","85,710891","0,063766"
09/05/2010 16.00,"0,378824","86,981754","0,066664"
09/05/2010 17.00,"1,984416","85,499697","0,069359"
09/05/2010 18.00,"2,258037","88,867081","0,085021"
09/05/2010 19.00,"2,075173","87,8707","0,119955"
09/05/2010 20.00,"2,153286","85,684399","0,153669"
09/05/2010 21.00,"1,848511","68,20063","0,157991"
09/05/2010 22.00,"1,697704","70,546611","0,092852"
09/05/2010 23.00,"1,06242","72,298004","0,077292"
10/05/2010 0.00,"1,242575","58,840967","0,142787"
10/05/2010 1.00,"1,216387","65,14893","0,070224"
10/05/2010 2.00,,"69,620138","0,055376"
10/05/2010 3.00,"1,353647","69,761431","0,061732"
10/05/2010 4.00,"1,245283",,"0,061478"
10/05/2010 5.00,"1,062872","53,075582","0,09214"
10/05/2010 6.00,"1,347779","33,955217","0,255572"
10/05/2010 7.00,"1,729761","52,319884","0,211841"
10/05/2010 8.00,"2,492374","45,970677","0,294015"
10/05/2010 9.00,"4,200463","54,510519","0,238436"
10/05/2010 10.00,"3,282076","66,796191","0,197603"
10/05/2010 11.00,"1,714412","69,807847","0,10709"
10/05/2010 12.00,"1,778075","69,603707","0,106632"
10/05/2010 13.00,"1,045263","68,356581","0,121735"
10/05/2010 14.00,"1,192909","74,209907","0,07836"
10/05/2010 15.00,"2,43774","75,370177","0,075563"
10/05/2010 16.00,"2,993559","76,647737","0,10531"
10/05/2010 17.00,"2,211983","72,518118","0,118023"
10/05/2010 18.00,"1,737889","66,503704","0,153821"
10/05/2010 19.00,"1,979451","50,381642","0,278963"
10/05/2010 20.00,"2,016925","47,599362","0,264674"
10/05/2010 21.00,"2,007444","39,746926","0,222011"
10/05/2010 22.00,"1,796134","46,119889","0,152957"
10/05/2010 23.00,"2,832366","39,979281","0,172992"
11/05/2010 0.00,"2,975497","33,163146","0,198671"
11/05/2010 1.00,"2,400718","47,335094","0,112938"
11/05/2010 2.00,"1,559539","41,801717","0,104141"
11/05/2010 3.00,"1,79749","54,424408","0,097073"
11/05/2010 4.00,"1,471495","57,153979","0,062037"
11/05/2010 5.00,"1,140985","68,56518","0,070173"
11/05/2010 6.00,"1,485492","67,222293","0,119701"
11/05/2010 7.00,"1,121117","61,968032","0,159364"
11/05/2010 8.00,"1,266054","66,249831","0,118582"
11/05/2010 9.00,"1,808779","59,810803","0,156313"
11/05/2010 10.00,"2,84546","41,962062","0,201264"
11/05/2010 11.00,"2,781797","58,077446","0,171975"
11/05/2010 12.00,"3,178228","60,85898","0,129922"
11/05/2010 13.00,"3,036452","64,463027","0,131905"
11/05/2010 14.00,"2,104069","59,948135","0,092954"
11/05/2010 15.00,"2,775476","56,380462","0,129871"
11/05/2010 16.00,"3,688444","48,171708","0,163788"
11/05/2010 17.00,"2,608414","49,218401","0,155601"
11/05/2010 18.00,"2,531204","47,122785","0,252674"
11/05/2010 19.00,"1,918045","58,591885","0,15372"
