GROTTAGLIE,,,,,
,,,,,,
,SO2,NO2,CO,O3,PM10
16/01/2011 20.00,,"8,806062","0,270968","51,677604","21,200001"
16/01/2011 21.00,,"8,925466","0,267771","48,893839","21,200001"
16/01/2011 22.00,,"9,120146","0,308041","50,496002","21,200001"
16/01/2011 23.00,,"8,737276","0,282867","48,69771","21,200001"
17/01/2011 0.00,,"8,790489","0,281087","46,922199","21,200001"
17/01/2011 1.00,,"8,828126","0,297883","43,694369","30,6"
17/01/2011 2.00,,"8,254467","0,27198","44,38496","30,6"
17/01/2011 3.00,,"7,927404","0,269956","48,596885","30,6"
17/01/2011 4.00,,"7,068211","0,259797","44,245471","30,6"
17/01/2011 5.00,,"7,464062","0,270037","40,507977","30,6"
17/01/2011 6.00,,"7,835256","0,255993","44,378058","30,6"
17/01/2011 7.00,,"21,717279","0,304805","29,533801","30,6"
17/01/2011 8.00,,"20,189686","0,266476","31,948809","30,6"
17/01/2011 9.00,"0,146256","41,221704","0,52769","17,512694","30,6"
17/01/2011 10.00,,"9,13702","0,264453","47,972587","30,6"
17/01/2011 11.00,,"8,318062","0,267447","54,751439","30,6"
17/01/2011 12.00,"0,496547","8,559465","0,265182","63,402456","30,6"
17/01/2011 13.00,"0,884757","8,564658","0,293472","68,383689","30,6"
17/01/2011 14.00,"0,352098","8,781403","0,284688","70,626732","30,6"
17/01/2011 15.00,"0,460435","8,52053","0,306261","73,284812","30,6"
17/01/2011 16.00,"0,285289","15,536825","0,3352","62,725693","30,6"
17/01/2011 17.00,"0,370153","27,089177","0,41562","44,901545","30,6"
17/01/2011 18.00,,"22,142987","0,432457","39,365759","30,6"
17/01/2011 19.00,,"17,003422","0,353979","38,260809","30,6"
17/01/2011 20.00,,"26,894477","0,408375","29,673989","30,6"
17/01/2011 21.00,"0,15709","48,448244","0,914331","9,783603","30,6"
17/01/2011 22.00,"0,832394","58,853289","1,628927","12,513506","30,6"
17/01/2011 23.00,"0,018056","21,011234","0,485234","40,497642","30,6"
18/01/2011 0.00,,"23,037209","0,549182","37,075738","30,6"
18/01/2011 1.00,,"25,853586","0,633771","18,132159","42,099991"
18/01/2011 2.00,,,"0,619525","31,483335","42,099991"
18/01/2011 3.00,,"32,484419",,"22,91449","42,099991"
18/01/2011 4.00,,"26,751729","0,535417",,"42,099991"
18/01/2011 5.00,,"23,074857","0,385468","27,429635","42,099991"
18/01/2011 6.00,,"31,60578","0,495261","11,29109","42,099991"
18/01/2011 7.00,"0,175146","44,588392","0,612697","0,828174","42,099991"
18/01/2011 8.00,"0,650026","48,581931","0,73721","1,60479","42,099991"
18/01/2011 9.00,"3,7906","75,018296","1,18362","3,204363","42,099991"
18/01/2011 10.00,,"73,902127","0,995859","16,363994","42,099991"
18/01/2011 11.00,"0,133617","16,23508","0,274543","65,900677","42,099991"
18/01/2011 12.00,"2,215505","21,190351","0,287685","67,872078","42,099991"
18/01/2011 13.00,"2,869142","20,437577","0,303094","72,428552","42,099991"
18/01/2011 14.00,"2,406901","17,561509","0,328651","73,376836","42,099991"
18/01/2011 15.00,"1,370472","22,74649","0,387166","77,543335","42,099991"
18/01/2011 16.00,,"21,949607","0,355907","57,186019","42,099991"
18/01/2011 17.00,,"20,489488","0,341308","57,639023","42,099991"
18/01/2011 18.00,"0,003611","18,650415","0,332371","61,49867","42,099991"
18/01/2011 19.00,,"26,188453","0,4012","49,563004","42,099991"
18/01/2011 20.00,,"18,418101","0,371153","42,742817","42,099991"
18/01/2011 21.00,,"13,909289","0,329419","39,964479","42,099991"
18/01/2011 22.00,,"16,723074","0,281175","30,325756","42,099991"
18/01/2011 23.00,,"23,514826","0,536427","25,723549","42,099991"
19/01/2011 0.00,,"35,059405","0,831838","14,979316","42,099991"
19/01/2011 1.00,"0,222092","28,113206","0,651923","19,554503",36
19/01/2011 2.00,"0,534466","34,189829","0,642217","18,232859",36
19/01/2011 3.00,"0,299734","20,94506","0,450939","36,24474",36
19/01/2011 4.00,"0,13181","15,19678","0,404029","46,612159",36
19/01/2011 5.00,"0,736696","21,62644","0,509091","39,035586",36
19/01/2011 6.00,"1,978968","29,180044","0,57161","32,032538",36
19/01/2011 7.00,"2,74636","32,964636","0,61124","28,5601",36
19/01/2011 8.00,"0,803504","36,967277","0,474395","25,569077",36
19/01/2011 9.00,"1,578118","45,955035","0,690583","20,532561",36
19/01/2011 10.00,"1,354221","37,212586","0,609381","30,185128",36
19/01/2011 11.00,"4,100579","35,12948","0,665956","36,461558",36
19/01/2011 12.00,"8,988413","40,241806","0,858366","34,765168",36
19/01/2011 13.00,"4,902278","19,81461","0,428536","59,079113",36
19/01/2011 14.00,"2,504405","16,581604","0,327276","62,591729",36
19/01/2011 15.00,"1,709929","12,604932","0,250036","66,547653",36
19/01/2011 16.00,"0,787254","12,672424","0,260712","64,169656",36
19/01/2011 17.00,"0,621136","30,03664","0,32117","42,914623",36
19/01/2011 18.00,"0,599469","42,668822","0,359304","29,471676",36
19/01/2011 19.00,"0,530855","41,496862","0,354653","28,04198",36
19/01/2011 20.00,"0,213064","37,377398","0,317975","34,297601",36
19/01/2011 21.00,"0,500159","26,96069","0,329743","45,274591",36
19/01/2011 22.00,"0,413489","27,770557","0,433389","41,045049",36
19/01/2011 23.00,"0,252788","28,454536","0,431771","39,87997",36
20/01/2011 0.00,"0,160701","26,952889","0,459755","34,704202",36
20/01/2011 1.00,,"22,096256","0,441315","38,606124","23,9"
20/01/2011 2.00,"0,426128",,"0,382476","51,560017","23,9"
20/01/2011 3.00,"0,180562","19,560218",,"54,796945","23,9"
20/01/2011 4.00,"0,065003","14,495929","0,327979",,"23,9"
20/01/2011 5.00,"0,191396","11,183754","0,228468","65,481889","23,9"
20/01/2011 6.00,"0,332236","23,518727","0,269607","45,050353","23,9"
20/01/2011 7.00,"0,018056","31,512322","0,29319","45,957618","23,9"
20/01/2011 8.00,"0,158895","46,601385","0,373971","26,55315","23,9"
20/01/2011 9.00,"0,431545","55,818868","0,420288","27,9937","23,9"
20/01/2011 10.00,"0,545299","33,398127","0,286758","50,076335","23,9"
20/01/2011 11.00,"0,200424","28,165117","0,281784","51,080559","23,9"
20/01/2011 12.00,"0,458629","27,286457","0,281703","51,465633","23,9"
20/01/2011 13.00,"0,518215","11,95599","0,232716","67,845624","23,9"
20/01/2011 14.00,"0,552522","9,95987","0,23219","70,063226","23,9"
20/01/2011 15.00,"0,572384","12,611423","0,253548","70,642234","23,9"
20/01/2011 16.00,"0,093892","18,421996","0,2779","62,947755","23,9"
20/01/2011 17.00,"0,037918","24,157277","0,281743","48,253484","23,9"
20/01/2011 18.00,"0,303346","34,636298","0,358277","36,607212","23,9"
20/01/2011 19.00,"0,348486","31,822505","0,41325","46,085738","23,9"
20/01/2011 20.00,"0,539883","27,948353","0,375792","46,172997","23,9"
20/01/2011 21.00,"0,59044","18,702331","0,276484","46,95769","23,9"
20/01/2011 22.00,"0,440574","16,519312","0,24829","47,272103","23,9"
20/01/2011 23.00,"0,285289","13,307074","0,22406","54,470005","23,9"
21/01/2011 0.00,"0,164312","12,71006","0,246833","57,215364","23,9"
21/01/2011 1.00,"0,297928","11,691227","0,248088","54,81005","19,6"
21/01/2011 2.00,"0,193203","9,050062","0,219812","52,235783","19,6"
21/01/2011 3.00,"0,476685","9,287575","0,196229","44,582863","19,6"
21/01/2011 4.00,"0,447795","8,141552","0,220055","39,443982","19,6"
21/01/2011 5.00,"0,283484","6,661978","0,192467","41,728775","19,6"
21/01/2011 6.00,"0,315985","7,787234","0,193802","42,939383","19,6"
21/01/2011 7.00,"0,465852","30,171627","0,346708","19,199444","19,6"
21/01/2011 8.00,"1,142963","49,006337","0,584723","3,84654","19,6"
21/01/2011 9.00,"0,765586","49,811021","0,742482","10,96686","19,6"
21/01/2011 10.00,"0,685268","35,259267","0,616301","28,111086","19,6"
21/01/2011 11.00,"1,26755","21,86653","0,458878","48,367061","19,6"
21/01/2011 12.00,"0,780031","19,233152","0,309331","50,457939","19,6"
21/01/2011 13.00,"1,096016","12,638675","0,279761","61,174778","19,6"
21/01/2011 14.00,"2,069249","11,217505","0,281784","65,14944","19,6"
21/01/2011 15.00,"1,919382","9,587381","0,301119","70,730872","19,6"
21/01/2011 16.00,"0,588635","20,184486","0,432748","46,254713","19,6"
21/01/2011 17.00,"0,173341","20,782808","0,437439","42,960152","19,6"
21/01/2011 18.00,"0,270844","15,017674","0,366084","48,280497","19,6"
21/01/2011 19.00,"0,274456","14,514097","0,353341","42,277282","19,6"
21/01/2011 20.00,"0,075837","13,994946","0,324662","39,193271","19,6"
21/01/2011 21.00,"0,079448","8,825531","0,329881","47,227095","19,6"
21/01/2011 22.00,"0,07403","7,059127","0,307794","49,628239","19,6"
21/01/2011 23.00,"0,097504","8,615275","0,356416","44,377856","19,6"
22/01/2011 0.00,"0,10292","7,739212","0,337445","45,447875","19,6"
22/01/2011 1.00,,"6,719083","0,357832","46,131441","6,7"
22/01/2011 2.00,"0,07403",,"0,330203","43,620876","6,7"
22/01/2011 3.00,"0,092087","12,977417",,"47,259656","6,7"
22/01/2011 4.00,"0,187785","9,109764","0,271724",,"6,7"
22/01/2011 5.00,"0,045141","7,841742","0,248785","49,665884","6,7"
22/01/2011 6.00,"0,088476","8,613978","0,231333","48,822698","6,7"
22/01/2011 7.00,"0,355709","10,314184","0,232803","50,018382","6,7"
22/01/2011 8.00,"0,408072","17,225349","0,266118","42,675705","6,7"
22/01/2011 9.00,"0,60308","25,434379","0,284404","34,472582","6,7"
22/01/2011 10.00,"0,650026","20,608894","0,305515","40,641002","6,7"
22/01/2011 11.00,"0,650026","27,409743","0,394605","37,295208","6,7"
22/01/2011 12.00,"0,722251","28,773802","0,361171","41,547772","6,7"
22/01/2011 13.00,"0,650026","22,672515","0,283293","56,101772","6,7"
22/01/2011 14.00,"0,650026","20,296109","0,221712","62,705602","6,7"
22/01/2011 15.00,"1,718958","12,294734","0,332945","60,69231","6,7"
22/01/2011 16.00,"3,011786","13,231805","0,274983","65,585564","6,7"
22/01/2011 17.00,"1,908548","16,253247","0,283729","54,281315","6,7"
22/01/2011 18.00,"0,640998","17,94697","0,318953","49,757813","6,7"
22/01/2011 19.00,"0,610302","6,678851","0,244809","79,14087","6,7"
22/01/2011 20.00,"0,650026","6,48936","0,237495","81,584727","6,7"
22/01/2011 21.00,"0,429739","8,234997","0,237734","78,542334","6,7"
22/01/2011 22.00,"0,460435","6,437446","0,224018","81,296532","6,7"
22/01/2011 23.00,"0,568773","4,268702","0,228073","83,184721","6,7"
23/01/2011 0.00,"0,353903","4,371233","0,212569","78,983984","6,7"
23/01/2011 1.00,"0,308762","4,107765","0,236104","68,499404","9,3"
23/01/2011 2.00,"0,135422","7,177233","0,326864","48,656135","9,3"
23/01/2011 3.00,"0,025279","6,921553","0,349762","44,905335","9,3"
23/01/2011 4.00,"0,07403","4,694403","0,34849","47,956708","9,3"
23/01/2011 5.00,"0,070419","3,737872","0,334973","49,363164","9,3"
23/01/2011 6.00,"0,269038","3,46402","0,329209","47,961556","9,3"
23/01/2011 7.00,"0,211258","7,650956","0,363318","47,138397","9,3"
23/01/2011 8.00,"0,187785","7,222658","0,352982","46,486653","9,3"
23/01/2011 9.00,"0,180562","5,740487","0,347814","49,522125","9,3"
23/01/2011 10.00,"0,5778","2,719044","0,34531","56,081723","9,3"
23/01/2011 11.00,"0,650026","2,81768","0,322133","57,980285","9,3"
23/01/2011 12.00,"0,938926","2,796914","0,316647","59,28033","9,3"
23/01/2011 13.00,"2,150502","2,959149","0,329487","59,70674","9,3"
23/01/2011 14.00,"2,778861","2,920213","0,320025","61,781538","9,3"
23/01/2011 15.00,"3,936268","3,049999","0,312154","65,193009","9,3"
23/01/2011 16.00,"2,513433","3,230402","0,322927","63,099535","9,3"
23/01/2011 17.00,"0,494742","3,684659","0,310086","55,176335","9,3"
23/01/2011 18.00,"0,418905","4,612637","0,314221","47,95116","9,3"
23/01/2011 19.00,"0,241954","8,841105","0,43102","47,893128","9,3"
23/01/2011 20.00,"0,305151","7,879382","0,46191","45,879833","9,3"
23/01/2011 21.00,"0,046947","7,750892","0,399574","35,962686","9,3"
23/01/2011 22.00,"0,077642","7,083786","0,38745","40,025186","9,3"
23/01/2011 23.00,"0,003611","7,862509","0,362324","29,702337","9,3"
24/01/2011 0.00,,"4,463382","0,327459","37,248207","9,3"
24/01/2011 1.00,,"4,307638","0,323325","38,512996","17,5"
24/01/2011 2.00,"0,001805",,"0,321416","41,804886","17,5"
24/01/2011 3.00,,"16,804846",,"25,859629","17,5"
24/01/2011 4.00,,"12,307712","0,285434",,"17,5"
24/01/2011 5.00,,"12,941083","0,280978","16,753262","17,5"
24/01/2011 6.00,,"20,111811","0,330352","17,815509","17,5"
24/01/2011 7.00,"0,068614","25,468127","0,361865","9,491769","17,5"
24/01/2011 8.00,"0,240148","34,127537","0,428738","6,946498","17,5"
24/01/2011 9.00,"0,455018","39,364447","0,568233","6,87568","17,5"
24/01/2011 10.00,"0,283484","31,616162","0,402814","14,102447","17,5"
24/01/2011 11.00,"0,030696","17,05144","0,282435","42,023858","17,5"
24/01/2011 12.00,"0,027085","5,12919","0,250599","67,834551","17,5"
24/01/2011 13.00,,"6,652894","0,26984","63,312403","17,5"
24/01/2011 14.00,"0,362931","5,595127","0,264533","67,563487","17,5"
24/01/2011 15.00,"0,276261","4,102575","0,267327","73,659712","17,5"
24/01/2011 16.00,"0,08667","5,414723","0,279195","74,019086","17,5"
24/01/2011 17.00,"0,016251","5,284934","0,264898","72,514001","17,5"
24/01/2011 18.00,,"5,292722","0,254246","66,692295","17,5"
24/01/2011 19.00,,"6,948808","0,263804","56,974048","17,5"
24/01/2011 20.00,,"13,374566","0,301433","46,259763","17,5"
24/01/2011 21.00,,"21,828902","0,2875","34,561181","17,5"
24/01/2011 22.00,,"12,028679","0,286608","47,920757","17,5"
24/01/2011 23.00,,"5,53802","0,267166","56,36222","17,5"
25/01/2011 0.00,,"6,215511","0,284664","55,506885","17,5"
25/01/2011 1.00,,"2,818978","0,258741","61,020266","21,700001"
25/01/2011 2.00,,"2,894255","0,261172","59,292377","21,700001"
25/01/2011 3.00,,"2,767064","0,290456","60,698833","21,700001"
25/01/2011 4.00,,"2,728127","0,287945","63,809038","21,700001"
25/01/2011 5.00,,"2,337468","0,308359","64,134603","21,700001"
25/01/2011 6.00,,"3,598999","0,34303","63,37722","21,700001"
25/01/2011 7.00,,"3,971489","0,323021","59,573814","21,700001"
25/01/2011 8.00,,"6,308957","0,407593","59,315139","21,700001"
25/01/2011 9.00,,"5,630169","0,332337","60,162876","21,700001"
25/01/2011 10.00,"0,238343","6,359574","0,332782","63,795232","21,700001"
25/01/2011 11.00,"0,745724","5,671701","0,397549","69,096845","21,700001"
25/01/2011 12.00,"2,164947","3,461425","0,338454","75,588319","21,700001"
25/01/2011 13.00,"2,332871","3,700234","0,348984","77,825251","21,700001"
25/01/2011 14.00,"1,30908","3,759935","0,368305","79,24896","21,700001"
25/01/2011 15.00,"0,653637","4,276488","0,33258","77,261022","21,700001"
25/01/2011 16.00,"0,890174","4,048063","0,315042","78,266026","21,700001"
25/01/2011 17.00,"0,756557","5,371894","0,335375","77,350002","21,700001"
25/01/2011 18.00,,"23,540792","0,558026","59,091662","21,700001"
25/01/2011 19.00,"0,014445","41,502045","0,81207","43,632406","21,700001"
25/01/2011 20.00,"0,007223","64,791061","1,079072","23,938644","21,700001"
25/01/2011 21.00,"0,012639","30,150843","0,600394","49,184409","21,700001"
25/01/2011 22.00,"0,019862","27,971719","0,564223","38,310105","21,700001"
25/01/2011 23.00,,"9,475765","0,388354","64,70575","21,700001"
26/01/2011 0.00,,"9,024106","0,351172","56,647086","21,700001"
26/01/2011 1.00,,"12,115627","0,385964","43,528247","25,1"
26/01/2011 2.00,,,"0,364133","46,161129","25,1"
26/01/2011 3.00,,"22,74909",,"32,860202","25,1"
26/01/2011 4.00,,"18,055991","0,28435",,"25,1"
26/01/2011 5.00,,"18,498569","0,305307","31,711683","25,1"
26/01/2011 6.00,"0,249176","25,083968","0,356225","36,740138","25,1"
26/01/2011 7.00,"0,630164","47,594247","0,495923","20,271574","25,1"
26/01/2011 8.00,"0,666276","65,513969","0,759277","8,40684","25,1"
26/01/2011 9.00,"2,314814","82,974258","1,166789","9,314194","25,1"
26/01/2011 10.00,"0,787254","47,117932","0,501122","39,745746","25,1"
26/01/2011 11.00,"0,505576","19,921012","0,234414","65,542376","25,1"
26/01/2011 12.00,"1,222409","12,57508","0,172649","76,648437","25,1"
26/01/2011 13.00,"0,850451","10,641249","0,124841","79,628471","25,1"
26/01/2011 14.00,"0,8342","9,327808","0,123858","84,762067","25,1"
26/01/2011 15.00,"0,301539","10,382978","0,115917","81,094615","25,1"
26/01/2011 16.00,"0,167923","13,109804","0,135565","76,832401","25,1"
26/01/2011 17.00,"0,046947","18,007971","0,145102","66,821785","25,1"
26/01/2011 18.00,,"36,657072","0,349267","47,898794","25,1"
26/01/2011 19.00,"0,043335","43,960204","0,446274","45,864171","25,1"
26/01/2011 20.00,"0,023473","43,40473","0,532926","50,35805","25,1"
26/01/2011 21.00,,"36,135347","0,359173","43,635199","25,1"
26/01/2011 22.00,,"23,769218","0,289958","55,18942","25,1"
26/01/2011 23.00,,"17,39408","0,253325","61,883223","25,1"
27/01/2011 0.00,,"11,957292","0,204493","66,135068","25,1"
27/01/2011 1.00,,"8,903402","0,147026","68,574252","13,9"
27/01/2011 2.00,,"6,963083","0,11616","68,855034","13,9"
27/01/2011 3.00,,"5,53153","0,083033","70,049398","13,9"
27/01/2011 4.00,,"4,746318","0,039796","71,055635","13,9"
27/01/2011 5.00,,"5,146064","0,038023","68,236764","13,9"
27/01/2011 6.00,,"9,360253","0,046984","64,868763","13,9"
27/01/2011 7.00,,"16,602374","0,075128","52,463213","13,9"
27/01/2011 8.00,,"41,125646","0,099307","25,709464","13,9"
27/01/2011 9.00,"0,001805","45,356711","0,248086","26,802147","13,9"
27/01/2011 10.00,"0,019862","28,08464","0,174326","50,42512","13,9"
27/01/2011 11.00,"0,037918","27,047649","0,154639","50,14987","13,9"
27/01/2011 12.00,,"26,634906","0,190413","48,30751","13,9"
27/01/2011 13.00,,"23,937934","0,185992","53,928679","13,9"
27/01/2011 14.00,,"26,939906","0,169859","52,674145","13,9"
27/01/2011 15.00,"0,025279","20,897031","0,153975","62,682002","13,9"
27/01/2011 16.00,,"12,373911","0,068142","71,848889","13,9"
27/01/2011 17.00,,"12,652956","0,090472","72,478232","13,9"
27/01/2011 18.00,,"18,74257","0,154516","65,635739","13,9"
27/01/2011 19.00,"0,019862","22,468753","0,158036","56,902466","13,9"
27/01/2011 20.00,"0,018056","19,593966","0,160328","60,435055","13,9"
27/01/2011 21.00,"0,019862","20,755563","0,134295","58,991035","13,9"
27/01/2011 22.00,,"16,985243","0,140026","62,477973","13,9"
27/01/2011 23.00,"0,005417","10,615292","0,080878","69,760305","13,9"
28/01/2011 0.00,"0,039724","7,976722","0,05904","72,692615","13,9"
28/01/2011 1.00,,"4,935809","0,042422","75,567505","8,4"
28/01/2011 2.00,"0,018056",,"0,027096","76,679563","8,4"
28/01/2011 3.00,"0,025279","10,699657",,"79,299956","8,4"
28/01/2011 4.00,"0,023473","8,301191","0,18727",,"8,4"
28/01/2011 5.00,"0,090281","5,462745","0,172048","80,818345","8,4"
28/01/2011 6.00,"0,236537","7,037062","0,155615","77,616493","8,4"
28/01/2011 7.00,"0,142644","5,798893","0,181833","79,453129","8,4"
28/01/2011 8.00,"0,041529","8,405019","0,179739","78,804334","8,4"
28/01/2011 9.00,"0,158895","11,875522","0,234872","73,982602","8,4"
28/01/2011 10.00,,"9,993615","0,227623","73,157111","8,4"
28/01/2011 11.00,,"9,29536","0,238578","72,548376","8,4"
28/01/2011 12.00,"0,023473","8,71651","0,220615","72,43448","8,4"
28/01/2011 13.00,"0,010834","7,835256","0,243894","73,556067","8,4"
28/01/2011 14.00,"0,018056","8,471212","0,239383","73,783821","8,4"
28/01/2011 15.00,,"7,217467","0,250337","74,145494","8,4"
28/01/2011 16.00,"0,001805","6,847574","0,263829","72,919707","8,4"
28/01/2011 17.00,,"8,524425","0,294718","70,532288","8,4"
28/01/2011 18.00,,"11,41608","0,337246","64,301148","8,4"
28/01/2011 19.00,,"7,984508","0,261855","67,666569","8,4"
28/01/2011 20.00,"0,005417","7,369318","0,251988","68,385067","8,4"
28/01/2011 21.00,,"7,840447","0,285255","66,609875","8,4"
28/01/2011 22.00,,"13,479691","0,383238","61,731545","8,4"
28/01/2011 23.00,,"10,691865","0,33471","52,348959","8,4"
29/01/2011 0.00,,"6,806041","0,292221","52,798273","8,4"
29/01/2011 1.00,,"5,172021","0,275024","49,37695","19,4"
29/01/2011 2.00,,"5,397851","0,289886","46,43945","19,4"
29/01/2011 3.00,,"5,22783","0,285174","47,155197","19,4"
29/01/2011 4.00,,"7,283658","0,319929","46,246194","19,4"
29/01/2011 5.00,,"6,991637","0,282193","48,301604","19,4"
