,Regione Puglia,,,,,,,,
,S.Barbara Galatina,,,,,,,,
Parm,SO2,NOX,NO,NO2,CO,O3,BENZENE,TEMP,PM10


15/03/2007 17.00,"2,66993594",,,"8,60455362",,,,,
15/03/2007 18.00,"2,29662108",,,"9,32468318",,,,,
15/03/2007 19.00,"1,84461701",,,"12,72615003",,,,,
15/03/2007 20.00,"1,76775801",,,"13,71697619",,,,,
15/03/2007 21.00,"1,632339",,,"13,48969684",,,,,
15/03/2007 22.00,"1,81533694",,,"17,92922927",,,,,
15/03/2007 23.00,"1,55730999",,,"20,73825072",,,,,
16/03/2007 0.00,"1,50241101",,,"16,46215273",,,,,
16/03/2007 1.00,"1,27823901",,,"13,90594709",,,,,
16/03/2007 2.00,"1,54999006",,,"11,11862862",,,,,
16/03/2007 3.00,"1,05772603",,,"9,04378028",,,,,
16/03/2007 4.00,"1,23889399",,,"9,14592799",,,,,
16/03/2007 5.00,"1,16752505",,,"8,53688088",,,,,
16/03/2007 6.00,"1,02204204",,,"7,87420646",,,,,
16/03/2007 7.00,"1,16203499",,,"8,32492604",,,,,
16/03/2007 8.00,"1,35601294",,,"14,94400515",,,,,
16/03/2007 9.00,"1,63416898",,,"14,41923061",,,,,
16/03/2007 10.00,"1,66802394",,,"15,39217409",,,,,
16/03/2007 11.00,"1,81533694",,,"11,76852917",,,,,
16/03/2007 12.00,"2,00382495",,,"8,76670898",,,,,
16/03/2007 13.00,"2,02212405",,,"9,2021097",,,,,
16/03/2007 14.00,"1,81304896",,,"8,01848857",,,,,
16/03/2007 15.00,"1,974087",,,"8,00827286",,,,,
16/03/2007 16.00,"1,84644699",,,"8,65945625",,,,,
16/03/2007 17.00,"1,71651804",,,"9,73582276",,,,,
16/03/2007 18.00,"1,57332206",,,"10,63853723",,,,,
16/03/2007 19.00,"1,679919",,,"12,76700911",,,,,
16/03/2007 20.00,"1,65795898",,,"14,38092404",,,,,
16/03/2007 21.00,"1,48777103",,,"15,22235553",,,,,
16/03/2007 22.00,"1,76775801",,,"13,49225123",,,,,
16/03/2007 23.00,"1,42555201",,,"11,67277122",,,,,
17/03/2007 0.00,"1,33405304",,,"11,46975113",,,,,
17/03/2007 1.00,,,,"11,61403135",,,,,
17/03/2007 2.00,"0,985044",,,,,,,,
17/03/2007 3.00,"1,11830997",,,"21,76482528",,,,,
17/03/2007 4.00,"0,87274998",,,"12,65720198",,,,,
17/03/2007 5.00,"0,76783198",,,"11,12118114",,,,,
17/03/2007 6.00,"0,557082",,,"18,31611524",,,,,
17/03/2007 7.00,"0,62968999",,,"15,96418996",,,,,
17/03/2007 8.00,"1,09788704",,,"21,04980075",,,,,
17/03/2007 9.00,"0,95322198",,,"27,89487261",,,,,
17/03/2007 10.00,"1,34570301",,,"20,23771662",,,,,
17/03/2007 11.00,"1,95173895",,,"14,88016025",,,,,
17/03/2007 12.00,"2,011971",,,"9,61452459",,,,,
17/03/2007 13.00,"2,43627501",,,"8,17936862",,,,,
17/03/2007 14.00,"2,56246901",,,"9,25701233",,,,,
17/03/2007 15.00,"1,84962595",,,"7,5141398",,,,,
17/03/2007 16.00,"1,39002299",,,"8,03125679",,,,,
17/03/2007 17.00,"1,65484798",,,"7,08257068",,,,,
17/03/2007 18.00,"1,42879605",,,"6,89615418",,,,,
17/03/2007 19.00,"1,14001298",,,"9,91330263",,,,,
17/03/2007 20.00,"1,06167495",,,"14,25706772",,,,,
17/03/2007 21.00,"1,08008599",,,"13,95574092",,,,,
17/03/2007 22.00,"0,99004298",,,"13,04919297",,,,,
17/03/2007 23.00,"1,01174605",,,"14,38731004",,,,,
18/03/2007 0.00,"1,024122",,,"22,4926218",,,,,
18/03/2007 1.00,"1,01034403",,,"19,85850702",,,,,
18/03/2007 2.00,"1,00296795",,,"19,30820166",,,,,
18/03/2007 3.00,"0,77398998",,,"17,37891827",,,,,
18/03/2007 4.00,"0,83684301",,,"18,66595866",,,,,
18/03/2007 5.00,"0,94072402",,,"17,40317565",,,,,
18/03/2007 6.00,"0,78886497",,,"16,47875444",,,,,
18/03/2007 7.00,"0,53220898",,,"13,57907067",,,,,
18/03/2007 8.00,,,,,,,,,
18/03/2007 9.00,"0,85141301",,,"17,27549713",,,,,
18/03/2007 10.00,"1,101179",,,"10,66534524",,,,,
18/03/2007 11.00,"0,94365001",,,"9,30170112",,,,,
18/03/2007 12.00,"1,39855802",,,"10,21463507",,,,,
18/03/2007 13.00,"1,84907699",,,"10,38189923",,,,,
18/03/2007 14.00,"1,22341096",,,"8,50496031",,,,,
18/03/2007 15.00,"1,12086999",,,"8,1729845",,,,,
18/03/2007 16.00,"1,95210505",,,"9,23785998",,,,,
18/03/2007 17.00,"1,66734505",,,"7,04171348",,,,,
18/03/2007 18.00,"1,12721097",,,"7,23451598",,,,,
18/03/2007 19.00,"1,29077494",,,"12,35076074",,,,,
18/03/2007 20.00,"1,49451399",,,"15,74713008",,,,,
18/03/2007 21.00,"1,15092504",,,"13,2509321",,,,,
18/03/2007 22.00,"1,13025904",,,"12,99556754",,,,,
18/03/2007 23.00,"1,11904204",,,"11,41485226",,,,,
19/03/2007 0.00,"0,87079901",,,"9,49577894",,,,,
19/03/2007 1.00,,,,"7,17322736",,,,,
19/03/2007 2.00,"1,13657701",,,,,,,,
19/03/2007 3.00,"1,11165202",,,"7,06852714",,,,,
19/03/2007 4.00,"1,16213596",,,"6,39308449",,,,,
19/03/2007 5.00,"0,87291598",,,"7,4681738",,,,,
19/03/2007 6.00,"0,888143",,,"11,91536943",,,,,
19/03/2007 7.00,,,,,,,,,
19/03/2007 8.00,"0,98974597",,,,,,,,
19/03/2007 9.00,,,,,,,,,
19/03/2007 10.00,"1,02545702",,,"7,6596991",,,,,
19/03/2007 11.00,"1,21062696",,,"6,73527413",,,,,
19/03/2007 12.00,"1,13911498",,,"6,54502791",,,,,
19/03/2007 13.00,"1,25077903",,,"6,04450886",,,,,
19/03/2007 14.00,"1,12334394",,,"5,66784613",,,,,
19/03/2007 15.00,"0,89412498",,,"6,6778171",,,,,
19/03/2007 16.00,"1,21914697",,,"7,0480976",,,,,
19/03/2007 17.00,"1,43023801",,,"7,15790473",,,,,
19/03/2007 18.00,"1,36135495",,,"7,69034247",,,,,
19/03/2007 19.00,"1,07467198",,,"8,89694566",,,,,
19/03/2007 20.00,"1,24896598",,,"10,31422273",,,,,
19/03/2007 21.00,"1,10159099",,,"10,08184211",,,,,
19/03/2007 22.00,"1,41211104",,,"9,77029772",,,,,
19/03/2007 23.00,"1,43748903",,,"8,78203161",,,,,
20/03/2007 0.00,"1,55350399",,,"7,62266974",,,,,
20/03/2007 1.00,"1,31213903",,,"8,05040914",,,,,
20/03/2007 2.00,"1,31603706",,,"8,29300547",,,,,
20/03/2007 3.00,"1,02962601",,,"7,66480602",,,,,
20/03/2007 4.00,"1,28703296",,,"7,69544939",,,,,
20/03/2007 5.00,"1,05962706",,,"6,95999532",,,,,
20/03/2007 6.00,"1,16503704",,,"7,7069423",,,,,
20/03/2007 7.00,"1,210899",,,"7,37368929",,,,,
20/03/2007 8.00,"1,14536905",,,"8,58539939",,,,,
20/03/2007 9.00,"0,84654099",,,"8,59816762",,,,,
20/03/2007 10.00,"1,31966197",,,"8,65434933",,,,,
20/03/2007 11.00,,,,,,,,,
20/03/2007 12.00,"0,80838299",,,"6,70335356",,,,,
20/03/2007 13.00,"0,819713",,,"7,09023388",,,,,
20/03/2007 14.00,"0,88433701",,,"7,11066154",,,,,
20/03/2007 15.00,"0,67433202",,,"5,96534697",,,,,
20/03/2007 16.00,"0,91460901",,,"6,99191777",,,,,
20/03/2007 17.00,"0,64469397",,,"5,81978767",,,,,
20/03/2007 18.00,"0,86584699",,,"6,29349118",,,,,
20/03/2007 19.00,"0,65783697",,,"14,50478037",,,,,
20/03/2007 20.00,"0,81200898",,,"7,0480976",,,,,
20/03/2007 21.00,"0,79650998",,,"5,92704229",,,,,
20/03/2007 22.00,"0,81635898",,,"5,09710182",,,,,
20/03/2007 23.00,"0,56004",,,"5,87341498",,,,,
21/03/2007 0.00,"0,73478699",,,"4,11521982",,,,,
21/03/2007 1.00,,,,"4,03605794",,,,,
21/03/2007 2.00,"0,373936",,,,,,,,
21/03/2007 3.00,"0,41893199",,,,,,,,
21/03/2007 4.00,"0,55081898",,,,,,,,
21/03/2007 5.00,"0,55416101",,,,,,,,
21/03/2007 6.00,"0,52336699",,,,,,,,
21/03/2007 7.00,"0,41189101",,,,,,,,
21/03/2007 8.00,"0,68998498",,,,,,,,
21/03/2007 9.00,"0,723405",,,,,,,,
21/03/2007 10.00,"0,75837499",,,,,,,,
21/03/2007 11.00,"0,93000603",,,,,,,,
21/03/2007 12.00,"0,95769602",,,,,,,,
21/03/2007 13.00,"0,821275",,,,,,,,
21/03/2007 14.00,"0,87235802",,,,,,,,
21/03/2007 15.00,"1,04064703",,,,,,,,
21/03/2007 16.00,"1,09173095",,,,,,,,
21/03/2007 17.00,"1,08242095",,,,,,,,
21/03/2007 18.00,"1,23328495",,,,,,,,
21/03/2007 19.00,"1,19628501",,,,,,,,
21/03/2007 20.00,"0,91496801",,,,,,,,
21/03/2007 21.00,"0,95351899",,,,,,,,
21/03/2007 22.00,"0,696908",,,,,,,,
21/03/2007 23.00,"0,77281702",,,,,,,,
22/03/2007 0.00,"0,67745298",,,,,,,,
22/03/2007 1.00,"0,69619203",,,,,,,,
22/03/2007 2.00,"0,64773399",,,,,,,,
22/03/2007 3.00,"0,577196",,,,,,,,
22/03/2007 4.00,"0,57409298",,,,,,,,
22/03/2007 5.00,"0,57480901",,,,,,,,
22/03/2007 6.00,"0,453545",,,,,,,,
22/03/2007 7.00,"0,449965",,,,,,,,
22/03/2007 8.00,"0,72949201",,,,,,,,
22/03/2007 9.00,"0,87056798",,,,,,,,
22/03/2007 10.00,"1,04160202",,,,,,,,
22/03/2007 11.00,"0,917593",,,,,,,,
22/03/2007 12.00,"1,10330796",,,,,,,,
22/03/2007 13.00,"0,99278599",,,,,,,,
22/03/2007 14.00,"1,144485",,,,,,,,
22/03/2007 15.00,"0,99266702",,,,,,,,
22/03/2007 16.00,"0,88107097",,,,,,,,
22/03/2007 17.00,"0,85194898",,,,,,,,
22/03/2007 18.00,"0,90470302",,,,,,,,
22/03/2007 19.00,"1,02095401",,,,,,,,
22/03/2007 20.00,"1,03253102",,,,,,,,
22/03/2007 21.00,"0,89073902",,,,,,,,
22/03/2007 22.00,"0,91974199",,,,,,,,
22/03/2007 23.00,"0,75765902",,,,,,,,
23/03/2007 0.00,"0,70884299",,,,,,,,
23/03/2007 1.00,,,,,,,,,
23/03/2007 2.00,"0,52981198",,,,,,,,
23/03/2007 3.00,"0,50450897",,,,,,,,
23/03/2007 4.00,"0,67136598",,,,,,,,
23/03/2007 5.00,"0,53446698",,,,,,,,
23/03/2007 6.00,"0,68067598",,,,,,,,
23/03/2007 7.00,"0,48612899",,,,,,,,
23/03/2007 8.00,"0,63806599",,,,,,,,
23/03/2007 9.00,"0,539599",,,,,,,,
23/03/2007 10.00,"0,74309802",,,,,,,,
23/03/2007 11.00,"1,06571198",,,,,,,,
23/03/2007 12.00,"0,95793498",,,,,,,,
23/03/2007 13.00,"1,05819201",,,,,,,,
23/03/2007 14.00,"1,15642095",,,,,,,,
23/03/2007 15.00,"1,09913099",,,,,,,,
23/03/2007 16.00,"1,12550795",,,,,,,,
23/03/2007 17.00,"0,89658701",,,,,,,,
23/03/2007 18.00,"1,02393794",,,,,,,,
23/03/2007 19.00,"0,78666198",,,,,,,,
23/03/2007 20.00,"0,75097501",,,"12,18987881",,,,,
23/03/2007 21.00,"0,731879",,,"11,55658185",,,,,
23/03/2007 22.00,"0,99970901",,,"8,38110775",,,,,
23/03/2007 23.00,"0,55177301",,,"17,71345036",,,,,
24/03/2007 0.00,"0,77484602",,,"17,31125306",,,,,
24/03/2007 1.00,"0,72352397",,,"19,60570062",,,,,
24/03/2007 2.00,"0,53649598",,,"12,7848899",,,,,
24/03/2007 3.00,"0,56323099",,,"7,4707282",,,,,
24/03/2007 4.00,"0,45509699",,,"7,36985769",,,,,
24/03/2007 5.00,"0,502958",,,"7,24217541",,,,,
24/03/2007 6.00,"0,499019",,,"7,94060012",,,,,
24/03/2007 7.00,"0,53852499",,,"10,69216454",,,,,
24/03/2007 8.00,"0,85624599",,,"12,01240646",,,,,
24/03/2007 9.00,,,,,,,,,
24/03/2007 10.00,"0,89992899",,,"5,81723327",,,,,
24/03/2007 11.00,"0,81638098",,,"6,09558365",,,,,
24/03/2007 12.00,"1,00078297",,,"6,21432742",,,,,
24/03/2007 13.00,"0,98371601",,,"5,37800472",,,,,
24/03/2007 14.00,"1,16477597",,,"6,07132251",,,,,
24/03/2007 15.00,"1,02357996",,,"5,33076152",,,,,
24/03/2007 16.00,"1,03288901",,,"5,420141",,,,,
24/03/2007 17.00,"1,02895105",,,"6,356057",,,,,
24/03/2007 18.00,"0,98466998",,,"7,90740423",,,,,
24/03/2007 19.00,"0,97774798",,,"9,44087631",,,,,
24/03/2007 20.00,"0,861974",,,"11,60126124",,,,,
24/03/2007 21.00,"0,88966501",,,"9,93117777",,,,,
24/03/2007 22.00,"0,8646",,,"9,65282927",,,,,
24/03/2007 23.00,"1,03133798",,,"10,22101918",,,,,
25/03/2007 0.00,"0,79668802",,,"8,03125679",,,,,
25/03/2007 1.00,,,,"8,64413362",,,,,
25/03/2007 2.00,"0,457802",,,"7,4707282",,,,,
25/03/2007 3.00,"0,36073899",,,"6,75187395",,,,,
25/03/2007 4.00,"0,41477299",,,"6,65738756",,,,,
25/03/2007 5.00,"0,36948901",,,"7,05065011",,,,,
25/03/2007 6.00,"0,29542899",,,"5,84404692",,,,,
25/03/2007 7.00,"0,306164",,,"7,35709135",,,,,
25/03/2007 8.00,"0,436333",,,"7,13747707",,,,,
25/03/2007 9.00,"0,48179701",,,"7,53073774",,,,,
25/03/2007 10.00,"0,47990301",,,"7,18088679",,,,,
25/03/2007 11.00,"0,51075399",,,"5,79808093",,,,,
25/03/2007 12.00,"0,42162901",,,"5,98322211",,,,,
25/03/2007 13.00,"0,57570302",,,"6,0215268",,,,,
25/03/2007 14.00,"0,38771099",,,"5,57335974",,,,,
25/03/2007 15.00,"0,395289",,,"6,34839569",,,,,
25/03/2007 16.00,,,,,,,,,
25/03/2007 17.00,"0,44102401",,,"5,9321492",,,,,
25/03/2007 18.00,,,,,,,,,
25/03/2007 19.00,"0,25294101",,,"6,55524174",,,,,
25/03/2007 20.00,"0,311757",,,"7,18216399",,,,,
25/03/2007 21.00,"0,33737499",,,"7,88569749",,,,,
25/03/2007 22.00,"0,35776201",,,"10,16994251",,,,,
25/03/2007 23.00,"0,35722101",,,"8,67605607",,,,,
26/03/2007 0.00,"0,33872899",,,"8,88417743",,,,,
26/03/2007 1.00,"0,424155",,,"8,83948864",,,,,
26/03/2007 2.00,"0,29669201",,,"14,58011254",,,,,
26/03/2007 3.00,"0,28379199",,,"10,04098303",,,,,
26/03/2007 4.00,"0,307787",,,"10,27081301",,,,,
26/03/2007 5.00,"0,26737499",,,"6,81954481",,,,,
26/03/2007 6.00,"0,30841899",,,"7,43497603",,,,,
26/03/2007 7.00,"0,31527501",,,"9,44981294",,,,,
26/03/2007 8.00,"0,34116399",,,"12,14136594",,,,,
26/03/2007 9.00,"0,34765899",,,"11,83747534",,,,,
26/03/2007 10.00,"0,396281",,,"11,16459086",,,,,
26/03/2007 11.00,"0,30174401",,,"8,76670898",,,,,
26/03/2007 12.00,"0,28830299",,,"8,28406884",,,,,
26/03/2007 13.00,"0,330971",,,"9,41023106",,,,,
26/03/2007 14.00,"0,247168",,,"8,3044965",,,,,
26/03/2007 15.00,"0,3003",,,"8,48197637",,,,,
26/03/2007 16.00,"0,24581499",,,"7,63033105",,,,,
26/03/2007 17.00,"0,26115",,,"7,74396978",,,,,
26/03/2007 18.00,"0,26259401",,,"8,20362787",,,,,
26/03/2007 19.00,"0,351448",,,"16,95245231",,,,,
26/03/2007 20.00,"0,333857",,,"18,41697634",,,,,
26/03/2007 21.00,"0,350546",,,"12,38013068",,,,,
26/03/2007 22.00,"0,29993901",,,"10,4533998",,,,,
26/03/2007 23.00,"0,311757",,,"7,91634086",,,,,
27/03/2007 0.00,"0,34224701",,,"7,47966671",,,,,
27/03/2007 1.00,,,,"8,95185017",,,,,
27/03/2007 2.00,"0,650365",,,"7,48860334",,,,,
27/03/2007 3.00,"0,90111399",,,"7,3800734",,,,,
27/03/2007 4.00,"0,59208101",,,"8,5841222",,,,,
27/03/2007 5.00,"0,57739699",,,"11,03691234",,,,,
27/03/2007 6.00,"0,639337",,,"11,13394937",,,,,
27/03/2007 7.00,"0,61827701",,,"15,63222167",,,,,
27/03/2007 8.00,"0,60564798",,,"9,76135921",,,,,
27/03/2007 9.00,"0,54561198",,,"12,82702054",,,,,
27/03/2007 10.00,"0,91175002",,,"12,22946634",,,,,
27/03/2007 11.00,"0,82929498",,,"8,14872524",,,,,
27/03/2007 12.00,"0,81735998",,,"7,50647849",,,,,
27/03/2007 13.00,"0,95480502",,,"7,87165206",,,,,
27/03/2007 14.00,"1,01846695",,,"7,55627608",,,,,
27/03/2007 15.00,"0,875341",,,"7,71715613",,,,,
27/03/2007 16.00,"0,71925402",,,"8,14361645",,,,,
27/03/2007 17.00,"0,694538",,,"13,82039733",,,,,
27/03/2007 18.00,"0,683752",,,"11,30759952",,,,,
27/03/2007 19.00,"0,72351402",,,"11,37654758",,,,,
27/03/2007 20.00,"0,79527301",,,"14,52903586",,,,,
27/03/2007 21.00,"0,68919098",,,"8,46027151",,,,,
27/03/2007 22.00,"0,733455",,,"9,48173351",,,,,
27/03/2007 23.00,"0,65030497",,,"9,04888908",,,,,
28/03/2007 0.00,"0,61755198",,,"6,64334402",,,,,
28/03/2007 1.00,"0,65701199",,,"6,08153822",,,,,
28/03/2007 2.00,"0,626073",,,"5,87086058",,,,,
28/03/2007 3.00,"0,70487201",,,"6,67143299",,,,,
28/03/2007 4.00,"0,661484",,,"8,3070509",,,,,
28/03/2007 5.00,"0,59664398",,,"10,82750625",,,,,
28/03/2007 6.00,"0,79276502",,,"15,59518478",,,,,
28/03/2007 7.00,"0,63782603",,,"35,56478178",,,,,
28/03/2007 8.00,"0,68894899",,,"36,2325744",,,,,
28/03/2007 9.00,"0,57875699",,,"17,22442046",,,,,
28/03/2007 10.00,"0,79083198",,,"10,68067727",,,,,
28/03/2007 11.00,"0,82808602",,,"12,18732818",,,,,
28/03/2007 12.00,"0,73484498",,,"10,31422273",,,,,
28/03/2007 13.00,"0,60105503",,,"9,78434315",,,,,
28/03/2007 14.00,"0,86745501",,,"9,49577894",,,,,
28/03/2007 15.00,"0,82207298",,,"8,70669944",,,,,
28/03/2007 16.00,"0,59286702",,,"6,70590796",,,,,
28/03/2007 17.00,"0,68910003",,,"6,74038292",,,,,
28/03/2007 18.00,"0,73786598",,,"9,28127158",,,,,
28/03/2007 19.00,"0,51548803",,,"13,68377277",,,,,
28/03/2007 20.00,"0,69212103",,,"19,35799173",,,,,
28/03/2007 21.00,"0,63278002",,,"15,96930251",,,,,
28/03/2007 22.00,"0,66876602",,,"12,75041681",,,,,
28/03/2007 23.00,"0,650123",,,"10,50957775",,,,,
29/03/2007 0.00,"0,62238598",,,"8,51645134",,,,,
29/03/2007 1.00,,,,"11,7812974",,,,,
29/03/2007 2.00,"0,71858901",,,,,,,,
29/03/2007 3.00,"0,75022501",,,"10,7815459",,,,,
29/03/2007 4.00,"0,73259598",,,"10,28358124",,,,,
29/03/2007 5.00,"0,64644003",,,"12,39161982",,,,,
29/03/2007 6.00,"0,73905599",,,"13,99021401",,,,,
29/03/2007 7.00,"0,66720903",,,,,,,,
29/03/2007 8.00,"0,57090998",,,"25,74979902",,,,,
29/03/2007 9.00,"0,78693402",,,"30,43576503",,,,,
29/03/2007 10.00,"0,96950901",,,"19,47290202",,,,,
29/03/2007 11.00,"0,98206699",,,"13,65313128",,,,,
29/03/2007 12.00,"1,026564",,,"11,02924726",,,,,
29/03/2007 13.00,"0,92857498",,,"8,87907052",,,,,
29/03/2007 14.00,"0,96063399",,,"9,13315976",,,,,
29/03/2007 15.00,"1,12026703",,,"10,55937158",,,,,
29/03/2007 16.00,"0,95526099",,,"10,92199264",,,,,
29/03/2007 17.00,"0,87260699",,,"13,61227408",,,,,
29/03/2007 18.00,"0,97427899",,,"14,38857971",,,,,
29/03/2007 19.00,"0,97452003",,,"13,66845203",,,,,
29/03/2007 20.00,"0,82382298",,,"19,14220341",,,,,
29/03/2007 21.00,"0,77805901",,,"17,70195181",,,,,
29/03/2007 22.00,"0,93569899",,,"16,36639666",,,,,
29/03/2007 23.00,"0,748052",,,"13,12069354",,,,,
30/03/2007 0.00,"0,735856",,,"16,48002787",,,,,
30/03/2007 1.00,"0,86789697",,,"9,44470603",,,,,
30/03/2007 2.00,"0,92833298",,,"7,49498746",,,,,
30/03/2007 3.00,"0,87164098",,,"6,26284781",,,,,
30/03/2007 4.00,"0,762119",,,"5,81595607",,,,,
30/03/2007 5.00,"0,77691102",,,"6,77613321",,,,,
30/03/2007 6.00,"0,79448098",,,"6,65738756",,,,,
30/03/2007 7.00,"0,802329",,,"8,34152586",,,,,
30/03/2007 8.00,"0,92132902",,,"8,10020485",,,,,
30/03/2007 9.00,"0,86717302",,,"10,21845538",,,,,
30/03/2007 10.00,"0,79218602",,,"9,62857002",,,,,
30/03/2007 11.00,"0,79882801",,,"10,63215123",,,,,
30/03/2007 12.00,"0,634305",,,"9,00036869",,,,,
30/03/2007 13.00,"0,60266799",,,"6,26157061",,,,,
30/03/2007 14.00,"0,551952",,,"5,99854474",,,,,
30/03/2007 15.00,"0,46621901",,,"5,73423979",,,,,
30/03/2007 16.00,"0,57797402",,,"5,930872",,,,,
30/03/2007 17.00,"0,88691598",,,"6,52459649",,,,,
30/03/2007 18.00,"0,807643",,,"6,47097106",,,,,
30/03/2007 19.00,"0,88691598",,,"7,27026627",,,,,
30/03/2007 20.00,"0,94354802",,,"7,59458076",,,,,
30/03/2007 21.00,"0,83601898",,,"7,34304404",,,,,
30/03/2007 22.00,"0,787839",,,"6,31902764",,,,,
30/03/2007 23.00,"0,73730499",,,"5,61804854",,,,,
31/03/2007 0.00,"0,50437701",,,"8,88928435",,,,,
31/03/2007 1.00,,,,"7,43114632",,,,,
31/03/2007 2.00,"0,663872",,,,,,,,
31/03/2007 3.00,"0,40317699",,,"6,49906003",,,,,
31/03/2007 4.00,"0,49071899",,,"6,67271019",,,,,
31/03/2007 5.00,"0,53756899",,,"9,31446935",,,,,
31/03/2007 6.00,"0,51861203",,,"9,18423267",,,,,
31/03/2007 7.00,"0,50279403",,,"7,4273166",,,,,
31/03/2007 8.00,"0,70214897",,,"10,5044746",,,,,
31/03/2007 9.00,"0,67649001",,,"15,3181116",,,,,
31/03/2007 10.00,"0,669366",,,"8,75138824",,,,,
31/03/2007 11.00,"0,71959698",,,"7,09789519",,,,,
31/03/2007 12.00,"0,70287299",,,"7,05575891",,,,,
31/03/2007 13.00,"0,76699001",,,"6,43011197",,,,,
31/03/2007 14.00,"1,06928205",,,"8,69648373",,,,,
31/03/2007 15.00,"0,83249599",,,"9,43704472",,,,,
31/03/2007 16.00,"0,91840798",,,"6,87317212",,,,,
31/03/2007 17.00,"0,73432797",,,"7,77461315",,,,,
31/03/2007 18.00,"0,79126",,,"12,03027972",,,,,
31/03/2007 19.00,"0,84771001",,,"9,76519081",,,,,
31/03/2007 20.00,"0,72346097",,,"7,83462458",,,,,
31/03/2007 21.00,"0,72158903",,,"7,36602798",,,,,
31/03/2007 22.00,"0,61194998",,,"6,41989814",,,,,
31/03/2007 23.00,"0,64437097",,,"6,84635846",,,,,
01/04/2007 0.00,"0,55374998",,,"5,66912333",,,,,
01/04/2007 1.00,"0,52350199",,,"6,76208778",,,,,
01/04/2007 2.00,"0,72140801",,,"5,5529302",,,,,
01/04/2007 3.00,"0,397441",,,"5,63464836",,,,,
01/04/2007 4.00,"0,51124603",,,,,,,,
01/04/2007 5.00,"0,51124603",,,,,,,,
01/04/2007 6.00,"0,34147501",,,,,,,,
01/04/2007 7.00,"0,46397299",,,,,,,,
01/04/2007 8.00,"0,593898",,,"8,43728757",,,,,
01/04/2007 9.00,"0,933743",,,"9,56855859",,,,,
01/04/2007 10.00,"0,82507002",,,"7,85377692",,,,,
01/04/2007 11.00,"0,97763503",,,"6,30753661",,,,,
01/04/2007 12.00,"0,86727101",,,"6,35988484",,,,,
01/04/2007 13.00,"0,85863799",,,"6,38925289",,,,,
01/04/2007 14.00,"0,92480803",,,"5,39077295",,,,,
01/04/2007 15.00,"0,57125801",,,,,,,,
01/04/2007 16.00,"0,71313697",,,,,,,,
01/04/2007 17.00,"0,74525601",,,,,,,,
01/04/2007 18.00,"0,860268",,,,,,,,
01/04/2007 19.00,"0,90373701",,,"9,89031869",,,,,
01/04/2007 20.00,"0,83026201",,,"11,84769482",,,,,
01/04/2007 21.00,"0,69695598",,,"8,58795379",,,,,
01/04/2007 22.00,"0,92372102",,,"9,77285212",,,,,
01/04/2007 23.00,"0,87524098",,,"9,39107872",,,,,
02/04/2007 0.00,"0,794038",,,"10,10865012",,,,,
02/04/2007 1.00,,,,"12,22308222",,,,,
02/04/2007 2.00,"0,57513398",,,,,,,,
02/04/2007 3.00,"0,64060199",,,"10,7304711",,,,,
02/04/2007 4.00,"0,59532499",,,"10,18654421",,,,,
02/04/2007 5.00,"0,60756201",,,"9,11528274",,,,,
02/04/2007 6.00,"0,688326",,,"8,33386455",,,,,
02/04/2007 7.00,"0,70912898",,,"12,74530425",,,,,
02/04/2007 8.00,"0,850465",,,"17,80920643",,,,,
02/04/2007 9.00,"0,79539901",,,"14,3821956",,,,,
02/04/2007 10.00,"0,76725399",,,"13,48969684",,,,,
02/04/2007 11.00,"0,781326",,,"9,98225069",,,,,
02/04/2007 12.00,"0,672418",,,"9,76774333",,,,,
02/04/2007 13.00,"0,77949101",,,"9,62473842",,,,,
02/04/2007 14.00,"0,55555499",,,"9,4293834",,,,,
02/04/2007 15.00,"0,58614802",,,"8,16021439",,,,,
02/04/2007 16.00,"0,62836498",,,"9,89415029",,,,,
02/04/2007 17.00,"0,55861503",,,"11,51699432",,,,,
02/04/2007 18.00,"0,64671999",,,"11,47358461",,,,,
02/04/2007 19.00,"0,71218801",,,"11,38293169",,,,,
02/04/2007 20.00,"0,636931",,,"13,71824586",,,,,
02/04/2007 21.00,"0,78683299",,,"13,21645901",,,,,
02/04/2007 22.00,"0,65773398",,,"18,23695147",,,,,
02/04/2007 23.00,"0,71830601",,,"13,49863535",,,,,
03/04/2007 0.00,"0,50966698",,,"10,68067727",,,,,
03/04/2007 1.00,"0,63203597",,,"9,64899956",,,,,
03/04/2007 2.00,"0,75501698",,,"11,94856344",,,,,
03/04/2007 3.00,"0,51150298",,,"15,48410797",,,,,
03/04/2007 4.00,"0,652839",,,"11,76725761",,,,,
03/04/2007 5.00,"0,449094",,,"11,78768151",,,,,
03/04/2007 6.00,"0,619187",,,"16,31659154",,,,,
03/04/2007 7.00,"0,60572702",,,"27,20921049",,,,,
03/04/2007 8.00,"0,63387197",,,"31,13801757",,,,,
03/04/2007 9.00,"0,86270201",,,"34,37862318",,,,,
03/04/2007 10.00,"0,66385198",,,"15,54922255",,,,,
03/04/2007 11.00,"0,715859",,,"10,40232313",,,,,
03/04/2007 12.00,"0,64794397",,,"8,88673183",,,,,
03/04/2007 13.00,"0,57268697",,,"6,58333259",,,,,
03/04/2007 14.00,"0,51272601",,,"5,56569842",,,,,
03/04/2007 15.00,"0,64977998",,,"5,95385594",,,,,
03/04/2007 16.00,"0,755629",,,"6,07259971",,,,,
03/04/2007 17.00,"0,56228602",,,"6,57567128",,,,,
