,Comune Lecce,,,,,,
,Via Garilliano,,,,,,
Parm,NOX,NO2,CO,Benzene,SO2,PM10,PM2.5



10/02/2010 9.00,"39,33333896","27,80453344","0,30132376",,"2,60499567","17,12960052","6,313797"
10/02/2010 10.00,"23,98104968","15,07992488","0,18287005",,"2,53503014","17,12960052","6,313797"
10/02/2010 11.00,"25,5491","16,2510918","0,18954084",,"2,35861318","17,12960052","6,313797"
10/02/2010 12.00,"31,93280912","21,54533376","0,20213216",,"2,90222002","17,12960052","6,313797"
10/02/2010 13.00,"53,04366","38,53049016","0,36317477",,"2,84307232","17,12960052","6,313797"
10/02/2010 14.00,"61,92533976","39,59662136","0,30080999","0,39087073","2,89499627","17,12960052","6,313797"
10/02/2010 15.00,"40,1971232","28,19752592","0,23714391","1,14832826","2,64978943","17,12960052","6,313797"
10/02/2010 16.00,"52,31086688","38,89755592","0,31411196","0,98404615","2,55372361","17,12960052","6,313797"
10/02/2010 17.00,"69,31808776","53,24985008","0,52923038","1,27986399","2,17686511","17,12960052","6,313797"
10/02/2010 18.00,"74,21158408","58,2938208","0,47708964","1,42469699","2,75401159","17,12960052","6,313797"
10/02/2010 19.00,"94,64283368","72,07027792","0,59052918","1,55996816","2,63875397","17,12960052","6,313797"
10/02/2010 20.00,"72,19608752","57,545464","0,54438819","1,87842341","2,66842189","17,12960052","6,313797"
10/02/2010 21.00,"112,5125386","79,18936136","0,67326166","1,87622567","2,93960392","17,12960052","6,313797"
10/02/2010 22.00,"57,33923568","47,25137072","0,53254597","2,01941012","2,44063931","17,12960052","6,313797"
10/02/2010 23.00,"48,72213848","39,79374856","0,52555946","1,76095381","2,45880293","17,12960052","6,313797"
11/02/2010 0.00,"23,89804976","18,41574348","0,27625878","1,44876227","2,31409807","17,12960052","6,313797"
11/02/2010 1.00,"17,67646677","12,82318746","0,19214578","0,84910347","2,40722273","19,79504013","6,61470699"
11/02/2010 2.00,,,"0,1871724","0,6471293","2,56658968","19,79504013","6,61470699"
11/02/2010 3.00,"16,93330105","12,17859107","0,19258033","0,62888839",,"19,79504013","6,61470699"
11/02/2010 4.00,"12,98530976","8,20206701",,"0,60778971","2,17517689","19,79504013","6,61470699"
11/02/2010 5.00,"13,03070446","8,1787234","0,30719769","0,6250421","2,2987251","19,79504013","6,61470699"
11/02/2010 6.00,"24,57376968","18,62325858","0,3549091","0,74361108","1,94655529","19,79504013","6,61470699"
11/02/2010 7.00,"56,14603296","40,75353432","0,4791447","0,96053006","1,68558699","19,79504013","6,61470699"
11/02/2010 8.00,"120,5810257","68,69944104","0,75192246","1,419971","2,20956268","19,79504013","6,61470699"
11/02/2010 9.00,"68,6579124","44,252762","0,54876976","1,78095311","1,90040078","19,79504013","6,61470699"
11/02/2010 10.00,"58,35607552","38,84308304","0,55418002","1,4426084","1,98409378","19,79504013","6,61470699"
11/02/2010 11.00,"63,2651164","40,58103368","0,75533241","1,50249749","2,13699159","19,79504013","6,61470699"
11/02/2010 12.00,"56,54546888","33,8367596","0,54006604","1,74062398","2,15497418","19,79504013","6,61470699"
11/02/2010 13.00,"49,02433008","30,45295936","0,52524724","1,48502543","2,33280274","19,79504013","6,61470699"
11/02/2010 14.00,"59,5298332","38,19719032","0,53685181","1,502827","2,00281675","19,79504013","6,61470699"
11/02/2010 15.00,"31,98338152","22,29109024","0,41657604","1,30810506","1,72321904","19,79504013","6,61470699"
11/02/2010 16.00,"34,29978864","24,94341664","0,43343359","0,98701274","1,64903906","19,79504013","6,61470699"
11/02/2010 17.00,"48,32524552","37,63949816","0,49843244","1,12096689","1,64950281","19,79504013","6,61470699"
11/02/2010 18.00,"102,000573","76,294536","0,75678284","1,39832313","1,73505082","19,79504013","6,61470699"
11/02/2010 19.00,"93,98914","69,7720348","0,69288142","1,85831427","1,8574549","19,79504013","6,61470699"
11/02/2010 20.00,"59,66342464","47,26045272","0,55551278","1,60645117","1,58063971","19,79504013","6,61470699"
11/02/2010 21.00,"61,42210136","49,68708664","0,56625408","1,22514024","1,56475722","19,79504013","6,61470699"
11/02/2010 22.00,"43,1243952","34,6720168","0,50838969","1,20481041","1,6896977","19,79504013","6,61470699"
11/02/2010 23.00,"25,47906344","19,8112836","0,40540253","1,06580278","1,22265977","19,79504013","6,61470699"
12/02/2010 0.00,"34,68758048","28,98349176","0,47628229","0,80613725","1,36542623","19,79504013","6,61470699"
12/02/2010 1.00,"32,43472824","26,86811232","0,43798059","0,9463541","1,23606892","14,63218021","8,61837006"
12/02/2010 2.00,"27,59182344","22,38707264","0,39791507","0,84602705","1,46364098","14,63218021","8,61837006"
12/02/2010 3.00,"16,55069264","11,98534332","0,36290566","0,76372124","1,30023755","14,63218021","8,61837006"
12/02/2010 4.00,"14,12405298","9,44457065","0,3340521","0,64515226","1,42665879","14,63218021","8,61837006"
12/02/2010 5.00,"17,27829659","12,36924806","0,31848887","0,56735074","1,14758585","14,63218021","8,61837006"
12/02/2010 6.00,"24,37534232","19,06423078","0,34110967","0,54482419","1,67542411","14,63218021","8,61837006"
12/02/2010 7.00,"54,71157408","41,44481792","0,41563472","0,64394304","1,53639614","14,63218021","8,61837006"
12/02/2010 8.00,"62,70094256","42,93244952","0,45605323","0,76536878","1,60099903","14,63218021","8,61837006"
12/02/2010 9.00,"55,5040216","38,74970096","0,4685199","1,0208585","1,62552907","14,63218021","8,61837006"
12/02/2010 10.00,"49,00228472","34,91325384","0,40704984","1,06690114","1,58987508","14,63218021","8,61837006"
12/02/2010 11.00,"57,75685472","41,76647368","0,47361677","0,96723311","1,57863215","14,63218021","8,61837006"
12/02/2010 12.00,"75,27379568","52,77647712","0,50968401","1,28041419","1,60470599","14,63218021","8,61837006"
12/02/2010 13.00,"97,17193168","62,94606096","0,64862074","1,41634539","1,47565886","14,63218021","8,61837006"
12/02/2010 14.00,"69,00161352","47,44203536","0,50035352","1,54469384","1,57359393","14,63218021","8,61837006"
12/02/2010 15.00,"45,7585576","33,12599272","0,42437688","1,22986522","1,24490563","14,63218021","8,61837006"
12/02/2010 16.00,"40,39815088","30,05608552","0,48945495","0,94899219","1,38263387","14,63218021","8,61837006"
12/02/2010 17.00,"53,91392592","44,05303448","0,59863642","1,07975805","1,45211735","14,63218021","8,61837006"
12/02/2010 18.00,"53,55466112","42,34102968","0,5885615","1,4011809","1,40435191","14,63218021","8,61837006"
12/02/2010 19.00,"43,88571536","33,19734856","0,55171022","1,4643661","1,33258425","14,63218021","8,61837006"
12/02/2010 20.00,"52,5196764","42,51223016","0,60914355","1,26140341","1,33857743","14,63218021","8,61837006"
12/02/2010 21.00,"76,02735312","58,66214848","0,78163811","1,30469913","1,37293169","14,63218021","8,61837006"
12/02/2010 22.00,"70,52687328","54,89183744","0,70840621","1,81282081","1,34769179","14,63218021","8,61837006"
12/02/2010 23.00,"22,6996464","17,14341073","0,51454555","1,27349045","1,23131038","14,63218021","8,61837006"
13/02/2010 0.00,"25,30916312","19,2756368","0,49298373","1,06404439","1,2608166","14,63218021","8,61837006"
13/02/2010 1.00,"21,00060496","15,29911274","0,4462917","0,96734294","1,14088077","25,24068069","17,91208076"
13/02/2010 2.00,,,"0,4944726","0,91910256","1,13918238","25,24068069","17,91208076"
13/02/2010 3.00,"22,84360088","18,04221516","0,49345323","1,03964961",,"25,24068069","17,91208076"
13/02/2010 4.00,"14,87240787","10,20978555",,"1,10393316","2,14699989","25,24068069","17,91208076"
13/02/2010 5.00,"10,61314298","5,93625332","0,39229977","1,02283656","2,58868299","25,24068069","17,91208076"
13/02/2010 6.00,"13,88670686","9,2033317","0,41491242","1,16261406","2,3335187","25,24068069","17,91208076"
13/02/2010 7.00,"45,80132904","36,63304048","0,51088046","1,04173751","2,64283519","25,24068069","17,91208076"
13/02/2010 8.00,"60,2003716","40,2749416","0,62701815","1,39744445","1,99060664","25,24068069","17,91208076"
13/02/2010 9.00,"39,60052184","25,07958928","0,56646727","1,59974812","2,24233347","25,24068069","17,91208076"
13/02/2010 10.00,"33,47879496","20,95521408","0,5440119","1,40722392","2,44370354","25,24068069","17,91208076"
13/02/2010 11.00,"32,270258","20,10077952","0,5202424","1,05832071","2,53911746","25,24068069","17,91208076"
13/02/2010 12.00,"29,78630232","19,3742004","0,54806959",,"3,15387972","25,24068069","17,91208076"
13/02/2010 13.00,"48,32138328","32,07544432","0,69217776",,"2,88597039","25,24068069","17,91208076"
13/02/2010 14.00,"39,12452944","26,93556768","0,61342609",,"3,6154411","25,24068069","17,91208076"
13/02/2010 15.00,"18,10576622","11,97107598","0,50926461",,"3,28212647","25,24068069","17,91208076"
13/02/2010 16.00,"18,09150078","12,47041198","0,50993448",,"2,76599185","25,24068069","17,91208076"
13/02/2010 17.00,"23,56861216","17,88528011","0,54960623",,"2,9073396","25,24068069","17,91208076"
13/02/2010 18.00,"52,7985416","44,37339008","0,76844798",,"2,84631248","25,24068069","17,91208076"
13/02/2010 19.00,"102,0472449","79,08043472","0,91732333",,"2,37843044","25,24068069","17,91208076"
13/02/2010 20.00,"136,3392708","97,25361232","1,18883707",,"2,97209707","25,24068069","17,91208076"
13/02/2010 21.00,"99,20037248","78,68612296","0,92031738",,"2,50858915","25,24068069","17,91208076"
13/02/2010 22.00,"67,38431008","56,8320968","0,93012668",,"2,37959592","25,24068069","17,91208076"
13/02/2010 23.00,"66,69430752","55,40155752","0,96298201",,"2,34499657","25,24068069","17,91208076"
14/02/2010 0.00,"54,01769016","45,67293824","0,70222356",,"2,06768406","25,24068069","17,91208076"
14/02/2010 1.00,"39,37872984","32,94831056","0,53219297",,"1,78771311","11,46844959","6,51878977"
14/02/2010 2.00,"24,76053384","19,5298372","0,443632",,"1,91492252","11,46844959","6,51878977"
14/02/2010 3.00,"20,0862292","14,9022389","0,39293004",,"1,80927656","11,46844959","6,51878977"
14/02/2010 4.00,"14,19149687","9,27207192","0,32903095",,"1,9026636","11,46844959","6,51878977"
14/02/2010 5.00,"11,36409246","6,75723744","0,29786953",,"1,91755045","11,46844959","6,51878977"
14/02/2010 6.00,"13,32122713","8,5807845","0,30035098",,"2,27093354","11,46844959","6,51878977"
14/02/2010 7.00,"18,45076176","13,40682737","0,32044257",,"2,09635125","11,46844959","6,51878977"
14/02/2010 8.00,"25,6658276","19,90854704","0,36042887",,"1,96161706","11,46844959","6,51878977"
14/02/2010 9.00,"28,54250808","22,00964384","0,39040898",,"1,92212186","11,46844959","6,51878977"
14/02/2010 10.00,"24,32345064","17,79189994","0,38505114",,"2,1099699","11,46844959","6,51878977"
14/02/2010 11.00,"26,78121192","19,2756368","0,40210907",,"1,79974219","11,46844959","6,51878977"
14/02/2010 12.00,"32,57870184","24,1211228","0,43969314",,"1,90749639","11,46844959","6,51878977"
14/02/2010 13.00,"27,03803176","20,06678416","0,36499916",,"1,21139548","11,46844959","6,51878977"
14/02/2010 14.00,"16,24331187","10,75191977","0,31425759",,"2,12105825","11,46844959","6,51878977"
14/02/2010 15.00,"12,7142417","7,78184765","0,28128343",,"2,37123008","11,46844959","6,51878977"
14/02/2010 16.00,"12,85431673","8,08923033","0,2658798",,"2,42064916","11,46844959","6,51878977"
14/02/2010 17.00,"12,9995771","8,29026183","0,2814407",,"1,89630837","11,46844959","6,51878977"
14/02/2010 18.00,"16,59219642","11,27849222","0,29979994",,"2,31710941","11,46844959","6,51878977"
14/02/2010 19.00,"16,95275756","11,84656654","0,37665965",,"2,3484025","11,46844959","6,51878977"
14/02/2010 20.00,"17,15637982","11,96459047","0,34994969",,"2,43144563","11,46844959","6,51878977"
14/02/2010 21.00,"14,36269735","9,2876356","0,31299706",,"2,04466121","11,46844959","6,51878977"
14/02/2010 22.00,"19,09406181","13,09944469","0,42109741",,"2,21983031","11,46844959","6,51878977"
14/02/2010 23.00,"17,24457656","12,38870075","0,34573472",,"1,83353201","11,46844959","6,51878977"
15/02/2010 0.00,"13,62082797","8,63136646","0,32012802",,"2,05708183","11,46844959","6,51878977"
15/02/2010 1.00,"13,85947042","8,6002391","0,32698172",,"1,71825608","26,42770004","21,3766098"
15/02/2010 2.00,,,"0,28754763",,"1,7343379","26,42770004","21,3766098"
15/02/2010 3.00,"19,56744624","14,63246908","0,30393569",,,"26,42770004","21,3766098"
15/02/2010 4.00,"16,22644994","11,50675825",,,"2,72864863","26,42770004","21,3766098"
15/02/2010 5.00,"15,3821203","10,59109571","0,3526688",,"2,62547805","26,42770004","21,3766098"
15/02/2010 6.00,"33,02226672","27,00560424","0,44350968",,"2,6490816","26,42770004","21,3766098"
15/02/2010 7.00,"48,39774856","37,26252824","0,50595601",,"2,65713014","26,42770004","21,3766098"
15/02/2010 8.00,"97,66086832","58,86447632","0,71936071",,"3,15354411","26,42770004","21,3766098"
15/02/2010 9.00,"92,91782728","51,90232984","0,74352747",,"2,70240088","26,42770004","21,3766098"
15/02/2010 10.00,"37,57982464","24,4116512","0,47880801",,"2,91204424","26,42770004","21,3766098"
15/02/2010 11.00,"26,2611288","16,87104824","0,41581763",,"2,74614611","26,42770004","21,3766098"
15/02/2010 12.00,"18,39758713","12,36924806","0,38685806",,"2,80606572","26,42770004","21,3766098"
15/02/2010 13.00,"17,52991006","11,47692914","0,41185546",,"2,69068097","26,42770004","21,3766098"
15/02/2010 14.00,"16,51178535","10,76229619","0,40385308",,"3,02941011","26,42770004","21,3766098"
15/02/2010 15.00,"22,5530916","16,00855842","0,42088771",,"4,5695366","26,42770004","21,3766098"
15/02/2010 16.00,"19,5596644","13,70383362","0,4589203",,"3,39933572","26,42770004","21,3766098"
15/02/2010 17.00,"29,06001","23,9174948","0,55982444",,"2,73921323","26,42770004","21,3766098"
15/02/2010 18.00,"72,7680432","56,93458","0,8123813",,"2,56076939","26,42770004","21,3766098"
15/02/2010 19.00,"209,3653384","118,9247748","1,49889949",,"3,27734759","26,42770004","21,3766098"
15/02/2010 20.00,"159,8235638","109,1300386","1,22926839",,"2,61029119","26,42770004","21,3766098"
15/02/2010 21.00,"124,6068182","94,03585016","1,05075428",,"2,43762493","26,42770004","21,3766098"
15/02/2010 22.00,"84,69374168","71,7058316","0,89347578",,"2,39767717","26,42770004","21,3766098"
15/02/2010 23.00,"49,51198568","42,59262976","0,75374801",,"2,69959497","26,42770004","21,3766098"
16/02/2010 0.00,"31,28043472","25,40382624","0,64040516",,"2,27849494","26,42770004","21,3766098"
16/02/2010 1.00,"22,780046","17,56492834","0,5252787",,"2,26297857","12,53279972","7,01139593"
16/02/2010 2.00,"17,60253929","12,8569094","0,43059449",,"2,45182225","12,53279972","7,01139593"
16/02/2010 3.00,"15,60779366","10,90885482","0,39957403",,"2,43481902","12,53279972","7,01139593"
16/02/2010 4.00,"12,78687284","8,22281986","0,36126534",,"2,1905102","12,53279972","7,01139593"
16/02/2010 5.00,"15,26928362","10,31094947","0,33115591",,"2,35277662","12,53279972","7,01139593"
16/02/2010 6.00,"28,26236184","22,29629088","0,3448633",,"2,26116221","12,53279972","7,01139593"
16/02/2010 7.00,"60,87869184","47,0905524","0,47302379",,"2,09097234","12,53279972","7,01139593"
16/02/2010 8.00,"84,49009456","60,4156628","0,57424481",,"2,29483813","12,53279972","7,01139593"
16/02/2010 9.00,"64,10555512","45,21252864","0,56988655",,"2,40923232","12,53279972","7,01139593"
16/02/2010 10.00,"46,78446032","32,74990232","0,41977863",,"2,6746683","12,53279972","7,01139593"
16/02/2010 11.00,"36,647304","25,37789952","0,38040046",,"2,45958094","12,53279972","7,01139593"
16/02/2010 12.00,"43,30079632","30,42831368","0,41455011",,"2,48252344","12,53279972","7,01139593"
16/02/2010 13.00,"33,47489448","23,13282912","0,37691362",,"2,25736574","12,53279972","7,01139593"
16/02/2010 14.00,"33,5371492","23,8305944","0,33099747",,"2,1880338","12,53279972","7,01139593"
16/02/2010 15.00,"25,5698452","18,11354806","0,29142126","1,14052685","2,65667554","12,53279972","7,01139593"
16/02/2010 16.00,"27,3985776","19,86055584","0,32608583","1,02239722","2,7923647","12,53279972","7,01139593"
16/02/2010 17.00,"31,16498816","23,12504728","0,33254343","1,10360365","2,65948144","12,53279972","7,01139593"
16/02/2010 18.00,"36,08051072","28,20918912","0,35718434","1,04382541","2,62333218","12,53279972","7,01139593"
16/02/2010 19.00,"42,66526664","33,81989576","0,40741914","1,14437213","2,38249031","12,53279972","7,01139593"
16/02/2010 20.00,"38,3229808","29,98214848","0,35354022","1,16206488","2,37308102","12,53279972","7,01139593"
16/02/2010 21.00,"31,76549","24,51541544","0,33341485","1,04459426","2,67037656","12,53279972","7,01139593"
16/02/2010 22.00,"20,54665792","14,51833415","0,26392726","0,90305837","2,66228735","12,53279972","7,01139593"
16/02/2010 23.00,"16,43396695","10,98407863","0,24637653","0,72537017","2,33610392","12,53279972","7,01139593"
17/02/2010 0.00,"12,85561306","7,5924889","0,21274182","0,64690963","2,2019006","12,53279972","7,01139593"
17/02/2010 1.00,"10,52624641","5,8804841","0,20410567","0,62888839","2,29764403","24,71886063","6,98358393"
17/02/2010 2.00,,,"0,17724543","0,68119474","2,54459197","24,71886063","6,98358393"
17/02/2010 3.00,"13,0968501","8,34473471","0,12629765","0,56757143",,"24,71886063","6,98358393"
17/02/2010 4.00,"9,97762669","5,38244443",,"0,46988044","2,26803204","24,71886063","6,98358393"
17/02/2010 5.00,"10,29927671","5,8480585","0,19691529","0,43229924","2,17768786","24,71886063","6,98358393"
17/02/2010 6.00,"18,44168167","13,30436711","0,21461281","0,47207818","2,33072094","24,71886063","6,98358393"
17/02/2010 7.00,"41,4785456","31,70065408","0,30577173","0,55075838","1,87653687","24,71886063","6,98358393"
17/02/2010 8.00,"75,70829768","49,2694676","0,44833744","0,80844483","2,51321142","24,71886063","6,98358393"
17/02/2010 9.00,"62,25477736","41,96101968","0,48436157","1,2447002","2,41506888","24,71886063","6,98358393"
17/02/2010 10.00,"31,28821656","20,99542344","0,37020671","1,10371349","2,47552648","24,71886063","6,98358393"
17/02/2010 11.00,"27,14955872","17,54936274","0,38190098","0,98800228","2,18004629","24,71886063","6,98358393"
17/02/2010 12.00,"30,5774688","20,20425696","0,34689739","1,08217546","2,21337338","24,71886063","6,98358393"
17/02/2010 13.00,"43,3941784","26,81753992","0,46862591","0,82668676","2,18325797","24,71886063","6,98358393"
