TARANTO - TALSANO,,,,
,,,,,,,
,SO2,NO2,PM10,O3
20/01/2011 2.00,"0,493839",,"38,099991","27,292459"
20/01/2011 3.00,"0,515507","9,593871","38,099991",
20/01/2011 4.00,"0,403558","7,830712","38,099991","70,717965"
20/01/2011 5.00,"0,348486","8,758688","38,099991","55,1421"
20/01/2011 6.00,"0,223898","10,78336","38,099991","44,219653"
20/01/2011 7.00,"0,298831","10,233716","38,099991","39,23834"
20/01/2011 8.00,"0,393627","8,98452","38,099991","34,817858"
20/01/2011 9.00,"1,003928","35,857588","38,099991","14,167096"
20/01/2011 10.00,"0,489325","25,614796","38,099991","40,552806"
20/01/2011 11.00,"0,566967","17,122176","38,099991","52,36821"
20/01/2011 12.00,"0,650026","16,098797","38,099991","45,655157"
20/01/2011 13.00,"0,608497","11,913166","38,099991","51,985411"
20/01/2011 14.00,"0,650026","10,922889","38,099991","59,048211"
20/01/2011 15.00,"0,649123","10,08187","38,099991","65,20466"
20/01/2011 16.00,"0,557036","12,57573","38,099991","63,391303"
20/01/2011 17.00,"0,585926","12,724981","38,099991","61,641249"
20/01/2011 18.00,"0,315082","16,582906","38,099991","58,029284"
20/01/2011 19.00,"0,436962","19,871703","38,099991","53,242183"
20/01/2011 20.00,"0,566967","26,629723","38,099991","39,227784"
20/01/2011 21.00,"0,6094","30,134629","38,099991","38,677505"
20/01/2011 22.00,"0,594051","19,980724","38,099991","51,305676"
20/01/2011 23.00,"0,381891","14,204557","38,099991","51,625831"
21/01/2011 0.00,"0,370153","14,092943","38,099991","43,526531"
21/01/2011 1.00,"0,501965","11,460857","19,5","47,438267"
21/01/2011 2.00,"0,473075","5,682733","19,5","41,241"
21/01/2011 3.00,"0,411683","4,987721","19,5","28,278587"
21/01/2011 4.00,"0,352098","5,994871","19,5","28,078748"
21/01/2011 5.00,"0,568773","3,099968","19,5","51,731386"
21/01/2011 6.00,"0,511896","1,587296","19,5","59,058763"
21/01/2011 7.00,"0,347583","5,146064","19,5","47,576181"
21/01/2011 8.00,"0,420712","19,332441","19,5","21,28266"
21/01/2011 9.00,"0,643706","29,659612","19,5","6,195157"
21/01/2011 10.00,"0,650026","29,759532","19,5","11,34887"
21/01/2011 11.00,"0,592246","18,004076","19,5","40,080627"
21/01/2011 12.00,"0,650026","10,067594","19,5","54,902858"
21/01/2011 13.00,"0,630164","10,65358","19,5","56,232107"
21/01/2011 14.00,"0,650026","7,727529","19,5","63,144303"
21/01/2011 15.00,"0,627455","5,896233","19,5","68,856031"
21/01/2011 16.00,"0,619331","6,614606","19,5","67,32485"
21/01/2011 17.00,"0,499256","12,233092","19,5","56,16737"
21/01/2011 18.00,"0,383696","15,037142","19,5","39,587364"
21/01/2011 19.00,"0,315985","10,477066","19,5","37,035837"
21/01/2011 20.00,"0,171534","10,595172","19,5","34,703844"
21/01/2011 21.00,"0,20223","11,120159","19,5","30,604238"
21/01/2011 22.00,"0,071322","8,545839","19,5","35,703079"
21/01/2011 23.00,"0,107435","8,392041","19,5","36,541855"
22/01/2011 0.00,"0,046947","9,845658","19,5","33,070616"
22/01/2011 1.00,,"11,419976","11,3","31,93981"
22/01/2011 2.00,"0,508284",,"11,3","30,73864"
22/01/2011 3.00,"0,390919","7,438104","11,3",
22/01/2011 4.00,"0,120074","6,475083","11,3","31,75649"
22/01/2011 5.00,"0,037016","5,191489","11,3","34,410158"
22/01/2011 6.00,"0,014445","4,520488","11,3","32,615736"
22/01/2011 7.00,"0,32411","6,155158","11,3","35,738072"
22/01/2011 8.00,"0,436962","7,768413","11,3","32,065357"
22/01/2011 9.00,"0,249176","10,056561","11,3","35,035772"
22/01/2011 10.00,"0,650026","11,113029","11,3","40,138861"
22/01/2011 11.00,"0,650026","9,817106","11,3","45,985806"
22/01/2011 12.00,"0,650026","8,380361","11,3","55,9082"
22/01/2011 13.00,"0,650026","9,684071","11,3","62,430192"
22/01/2011 14.00,"0,595857","10,41217","11,3","66,157351"
22/01/2011 15.00,"0,650026","4,819647","11,3","61,280018"
22/01/2011 16.00,"0,645512","4,124637","11,3","69,357095"
22/01/2011 17.00,"0,638289","7,296637","11,3","57,510565"
22/01/2011 18.00,"0,639192","9,688614","11,3","66,66903"
22/01/2011 19.00,"0,628359","7,201892","11,3","79,679361"
22/01/2011 20.00,"0,587731","8,859925","11,3","78,220318"
22/01/2011 21.00,"0,650026","9,780114","11,3","77,714369"
22/01/2011 22.00,"0,56155","7,467308","11,3","78,359328"
22/01/2011 23.00,"0,557938","4,937107","11,3","79,803334"
23/01/2011 0.00,"0,621136","4,321913","11,3","77,343876"
23/01/2011 1.00,"0,615719","4,732691","10,4","66,073523"
23/01/2011 2.00,"0,650026","6,062361","10,4","50,186658"
23/01/2011 3.00,"0,56155","8,387498","10,4","45,787306"
23/01/2011 4.00,"0,650026","11,676304","10,4","36,271235"
23/01/2011 5.00,"0,650026","8,295349","10,4","36,752809"
23/01/2011 6.00,"0,623844","11,212316","10,4","25,802072"
23/01/2011 7.00,"0,570579","7,928701","10,4","29,851703"
23/01/2011 8.00,"0,650026","2,586659","10,4","57,385877"
23/01/2011 9.00,"0,650026","2,301776","10,4","56,455687"
23/01/2011 10.00,"0,650026","3,128521","10,4","56,013535"
23/01/2011 11.00,"0,777323","3,099968","10,4","57,565028"
23/01/2011 12.00,"0,823366","3,228456","10,4","58,588361"
23/01/2011 13.00,"2,128835","3,684009","10,4","59,896922"
23/01/2011 14.00,"1,235049","3,579532","10,4","59,890479"
23/01/2011 15.00,"1,53027","3,767074","10,4","59,099322"
23/01/2011 16.00,"1,151087","3,740466","10,4","57,923348"
23/01/2011 17.00,"1,627774","3,974084","10,4","56,492235"
23/01/2011 18.00,"1,254008","6,236925","10,4","51,92949"
23/01/2011 19.00,"0,650026","10,629573","10,4","38,451931"
23/01/2011 20.00,"1,059","17,444044","10,4","31,757927"
23/01/2011 21.00,"1,116781","17,88013","10,4","26,235627"
23/01/2011 22.00,"0,650026","17,356445","10,4","26,515106"
23/01/2011 23.00,"2,731914","14,904104","10,4","30,792645"
24/01/2011 0.00,"3,767442","15,08906","10,4","30,081748"
24/01/2011 1.00,,"17,786031","18,6","23,287436"
24/01/2011 2.00,"2,34551",,"18,6","26,519416"
24/01/2011 3.00,"1,405681","10,288877","18,6",
24/01/2011 4.00,"0,650026","6,767753","18,6","37,045255"
24/01/2011 5.00,"0,650026","8,406318","18,6","34,912279"
24/01/2011 6.00,"0,801699","6,91052","18,6","34,01441"
24/01/2011 7.00,"1,695484","15,63611","18,6","23,722606"
24/01/2011 8.00,"1,270258","11,969621","18,6","33,786085"
24/01/2011 9.00,"3,014495","24,06644","18,6","21,021973"
24/01/2011 10.00,"4,35066","16,100099","18,6","34,388872"
24/01/2011 11.00,"7,663985","23,266286","18,6","29,775155"
24/01/2011 12.00,"4,227876","15,927485","18,6","44,146738"
24/01/2011 13.00,"3,424372","13,129924","18,6","51,561554"
24/01/2011 14.00,"2,416832","6,655488","18,6","64,903855"
24/01/2011 15.00,"2,679551","8,565957","18,6","63,816998"
24/01/2011 16.00,"3,065955","12,051381","18,6","60,766484"
24/01/2011 17.00,"2,628994","11,167541","18,6","66,014589"
24/01/2011 18.00,"0,742113","10,940405","18,6","66,382053"
24/01/2011 19.00,"0,845033","9,482254","18,6","62,858699"
24/01/2011 20.00,"0,650026","7,825519","18,6","63,728459"
24/01/2011 21.00,"0,650026","7,479639","18,6","58,943333"
24/01/2011 22.00,"0,619331","6,104541","18,6","60,259934"
24/01/2011 23.00,"0,560648","4,360849","18,6","62,32055"
25/01/2011 0.00,"0,420712","3,725542","18,6","65,567071"
25/01/2011 1.00,"1,551034","9,748319","21,200001","54,35563"
25/01/2011 2.00,"0,793573","7,794371","21,200001","53,670629"
25/01/2011 3.00,"1,229632","5,221989","21,200001","54,19264"
25/01/2011 4.00,"0,922675","5,090254","21,200001","55,311117"
25/01/2011 5.00,"1,5402","6,65484","21,200001","57,525565"
25/01/2011 6.00,"2,076472","6,961137","21,200001","57,529077"
25/01/2011 7.00,"2,375303","9,182445","21,200001","55,710157"
25/01/2011 8.00,"1,137545","14,856735","21,200001","51,1913"
25/01/2011 9.00,"7,000417","28,644016","21,200001","38,875426"
25/01/2011 10.00,"3,414441","10,4589","21,200001","58,161392"
25/01/2011 11.00,"5,902595","13,058537","21,200001","57,327441"
25/01/2011 12.00,"2,870947","4,841714","21,200001","69,762755"
25/01/2011 13.00,"3,180612","5,860542","21,200001","70,319899"
25/01/2011 14.00,"2,638925","7,668477","21,200001","69,228815"
25/01/2011 15.00,"0,682527","4,197968","21,200001","75,563799"
25/01/2011 16.00,"0,650026","5,687277","21,200001","73,463145"
25/01/2011 17.00,"0,650026","5,719075","21,200001","71,188245"
25/01/2011 18.00,"0,265427","12,338218","21,200001","55,356064"
25/01/2011 19.00,,"20,240297","21,200001","39,159953"
25/01/2011 20.00,"0,255496","27,434408","21,200001","31,496442"
25/01/2011 21.00,"0,095699","26,686835","21,200001","25,590722"
25/01/2011 22.00,"0,027085","27,30462","21,200001","18,359285"
25/01/2011 23.00,"0,389112","27,181317","21,200001","23,525898"
26/01/2011 0.00,"0,315082","21,925591","21,200001","28,75224"
26/01/2011 1.00,,"21,886662","37,400002","13,528484"
26/01/2011 2.00,"0,521827",,"37,400002","12,369261"
26/01/2011 3.00,"0,416197","20,827588","37,400002",
26/01/2011 4.00,"0,148061","16,186407","37,400002","21,296724"
26/01/2011 5.00,"0,073128","12,07734","37,400002","26,751734"
26/01/2011 6.00,"0,2889","10,673048","37,400002","27,97028"
26/01/2011 7.00,"0,408072","12,264239","37,400002","20,205321"
26/01/2011 8.00,"0,357514","17,921663","37,400002","17,503457"
26/01/2011 9.00,"0,771906","27,731628","37,400002","17,565266"
26/01/2011 10.00,"0,966914","31,560351","37,400002","27,760286"
26/01/2011 11.00,"0,641901","21,894445","37,400002","44,665359"
26/01/2011 12.00,"1,662983","12,694487","37,400002","63,220912"
26/01/2011 13.00,"2,555865","11,985194","37,400002","63,650035"
26/01/2011 14.00,"1,704512","9,464082","37,400002","74,420964"
26/01/2011 15.00,"0,650026","7,678859","37,400002","78,733277"
26/01/2011 16.00,"0,650026","9,967659","37,400002","77,219766"
26/01/2011 17.00,"0,649123","13,308378","37,400002","73,518487"
26/01/2011 18.00,"0,650026","18,893123","37,400002","70,497753"
26/01/2011 19.00,"0,650026","22,870444","37,400002","64,274412"
26/01/2011 20.00,"0,650026","22,790618","37,400002","64,72881"
26/01/2011 21.00,"0,650026","21,410327","37,400002","64,386071"
26/01/2011 22.00,"0,650026","20,719214","37,400002","60,464979"
26/01/2011 23.00,"0,621136","14,085151","37,400002","34,840461"
27/01/2011 0.00,"0,538077","12,597141","37,400002","28,027875"
27/01/2011 1.00,"0,39453","7,822275","15,1","52,255432"
27/01/2011 2.00,"0,222092","5,62433","15,1","50,870445"
27/01/2011 3.00,"0,234732","3,411457","15,1","58,651565"
27/01/2011 4.00,"0,52634","2,49451","15,1","54,889871"
27/01/2011 5.00,"0,514604","2,781988","15,1","48,088519"
27/01/2011 6.00,"0,488422","3,339425","15,1","53,497859"
27/01/2011 7.00,"0,618427","4,6665","15,1","44,028352"
27/01/2011 8.00,"0,628359","8,66719","15,1","32,368256"
27/01/2011 9.00,"0,436962","15,808728","15,1","46,038417"
27/01/2011 10.00,"0,637386","7,063019","15,1","70,466855"
27/01/2011 11.00,"0,632872","6,574372","15,1","68,126696"
27/01/2011 12.00,"0,438767","5,486755","15,1","75,05447"
27/01/2011 13.00,"0,564258","7,144786","15,1","72,002861"
27/01/2011 14.00,"0,650026","6,614606","15,1","74,386551"
27/01/2011 15.00,"0,650026","4,933212","15,1","76,629807"
27/01/2011 16.00,"0,650026","3,891669","15,1","78,722044"
27/01/2011 17.00,"0,650026","3,770967","15,1","78,479031"
27/01/2011 18.00,"0,650026","4,58019","15,1","76,288484"
27/01/2011 19.00,"0,650026","5,233669","15,1","72,545758"
27/01/2011 20.00,"0,650026","5,406285","15,1","69,966788"
27/01/2011 21.00,"0,650026","4,627564","15,1","73,121654"
27/01/2011 22.00,"0,59044","4,423796","15,1","72,187556"
27/01/2011 23.00,"0,51009","3,43352","15,1","74,708916"
28/01/2011 0.00,"0,650026","2,811191","15,1","75,796134"
28/01/2011 1.00,,"2,454276","8,1","72,092739"
28/01/2011 2.00,"0,663568",,"8,1","68,13372"
28/01/2011 3.00,"0,650026","3,192116","8,1",
28/01/2011 4.00,"0,650026","2,621054","8,1","75,19498"
28/01/2011 5.00,"0,650026","2,558755","8,1","74,730666"
28/01/2011 6.00,"0,650026","2,345255","8,1","73,635374"
28/01/2011 7.00,"0,650026","2,975372","8,1","72,904943"
28/01/2011 8.00,"0,650026","2,72034","8,1","74,955323"
28/01/2011 9.00,"0,650026","3,41535","8,1","75,511904"
28/01/2011 10.00,"0,617524","3,82483","8,1","72,927127"
28/01/2011 11.00,"0,51009","4,067532","8,1","70,948284"
28/01/2011 12.00,"0,650026","4,005883","8,1","72,880605"
28/01/2011 13.00,"0,650026","3,556169","8,1","74,352236"
28/01/2011 14.00,"0,650026","3,330989","8,1","74,478141"
28/01/2011 15.00,"0,645512","2,721638","8,1","74,497448"
28/01/2011 16.00,"0,648221","2,881277","8,1","71,982054"
28/01/2011 17.00,"0,650026","4,437425","8,1","70,47254"
28/01/2011 18.00,"0,629262","5,608754","8,1","67,287521"
28/01/2011 19.00,"0,650026","8,173999","8,1","58,856351"
28/01/2011 20.00,"0,650026","22,939238","8,1","41,943976"
28/01/2011 21.00,"0,641901","16,01184","8,1","53,962934"
28/01/2011 22.00,"0,649123","10,438779","8,1","53,329062"
28/01/2011 23.00,"0,650026","6,69118","8,1","58,179588"
29/01/2011 0.00,"0,650026","6,909872","8,1","54,026617"
29/01/2011 1.00,"0,650026","17,29414","18,79999","40,821492"
29/01/2011 2.00,"0,650026","15,966422","18,79999","38,953554"
29/01/2011 3.00,"0,650026","7,426424","18,79999","49,568867"
29/01/2011 4.00,"0,650026","6,271318","18,79999","45,883044"
29/01/2011 5.00,"0,650026","6,129851","18,79999","43,604457"
29/01/2011 6.00,"0,650026","5,042883","18,79999","43,492136"
29/01/2011 7.00,"0,639192","6,157104","18,79999","39,276205"
29/01/2011 8.00,"0,511896","12,458267","18,79999","37,34243"
29/01/2011 9.00,"0,650026","21,96517","18,79999","33,152252"
29/01/2011 10.00,"0,650026","16,257143","18,79999","46,103393"
29/01/2011 11.00,"0,796282","13,950821","18,79999","57,309626"
29/01/2011 12.00,"1,199839","5,611999","18,79999","74,9732"
29/01/2011 13.00,"2,413221","3,878691","18,79999","82,057244"
29/01/2011 14.00,"2,526975","3,36668","18,79999","86,056377"
29/01/2011 15.00,"2,532393","2,466606","18,79999","87,762664"
29/01/2011 16.00,"2,356344","2,908532","18,79999","82,965802"
29/01/2011 17.00,"0,658152","3,551628","18,79999","72,872743"
29/01/2011 18.00,"0,650026","5,597074","18,79999","66,763832"
29/01/2011 19.00,"0,650026","9,053955","18,79999","60,963968"
29/01/2011 20.00,"0,650026","9,662657","18,79999","56,226502"
29/01/2011 21.00,"0,650026","9,790499","18,79999","48,308305"
29/01/2011 22.00,"0,650026","13,159768","18,79999","38,5987"
29/01/2011 23.00,"0,650026","11,060461","18,79999","40,126114"
30/01/2011 0.00,"0,650026","11,255141","18,79999","34,139539"
30/01/2011 1.00,,"8,436168","30,9","34,376323"
30/01/2011 2.00,"0,650026",,"30,9","32,016898"
30/01/2011 3.00,"0,650026","10,406332","30,9",
30/01/2011 4.00,"0,650026","7,571787","30,9","33,207415"
30/01/2011 5.00,"0,649123","6,86834","30,9","24,291079"
30/01/2011 6.00,"0,634678","8,076011","30,9","24,240408"
30/01/2011 7.00,"0,650026","8,778158","30,9","22,253686"
30/01/2011 8.00,"0,647317","7,326487","30,9","21,803933"
30/01/2011 9.00,"0,650026","9,095487","30,9","22,654162"
30/01/2011 10.00,"0,408974","8,459531","30,9","31,943839"
30/01/2011 11.00,,"8,664595","30,9","40,357613"
30/01/2011 12.00,"0,021667","10,146763","30,9","39,116883"
30/01/2011 13.00,"0,039724","10,336896","30,9","42,435706"
30/01/2011 14.00,"0,069517","9,061744","30,9","57,022366"
30/01/2011 15.00,"0,420712","8,364135","30,9","65,361866"
30/01/2011 16.00,"0,500159","8,903402","30,9","68,111019"
30/01/2011 17.00,"0,650026","8,352457","30,9","63,003219"
30/01/2011 18.00,"0,276261","12,458267","30,9","53,011799"
30/01/2011 19.00,"0,116463","7,197999","30,9","40,868033"
30/01/2011 20.00,"0,2889","12,236337","30,9","36,364161"
30/01/2011 21.00,"0,348486","14,150046","30,9","35,204128"
30/01/2011 22.00,"0,557036","23,906786","30,9","31,802495"
30/01/2011 23.00,"0,444184","17,040405","30,9","29,594469"
31/01/2011 0.00,"0,376473","9,633456","30,9","34,549492"
31/01/2011 1.00,"0,161603","9,373232","34,599991","31,375605"
31/01/2011 2.00,"0,078545","9,268104","34,599991","22,831916"
31/01/2011 3.00,"0,102018","9,339487","34,599991","19,952135"
31/01/2011 4.00,"0,141741","8,355052","34,599991","24,229695"
31/01/2011 5.00,,"6,974116","34,599991","24,396735"
31/01/2011 6.00,"0,072225","6,822914","34,599991","30,396878"
31/01/2011 7.00,"0,010834","5,58085","34,599991","31,268513"
31/01/2011 8.00,,"13,76718","34,599991","29,97284"
31/01/2011 9.00,,"30,144361","34,599991","11,317809"
31/01/2011 10.00,"0,501965","38,296288","34,599991","4,145628"
31/01/2011 11.00,"0,377376","32,82382","34,599991","9,755131"
31/01/2011 12.00,"0,245566","16,522556","34,599991","38,516527"
31/01/2011 13.00,"0,370153","15,226634","34,599991","44,67655"
31/01/2011 14.00,"0,999415","30,04379","34,599991","33,910571"
31/01/2011 15.00,"0,999415","15,944358","34,599991","54,912854"
31/01/2011 16.00,"0,650026","8,700286","34,599991","65,877991"
31/01/2011 17.00,"0,650026","8,764531","34,599991","60,259074"
31/01/2011 18.00,"0,637386","10,113019","34,599991","50,901568"
31/01/2011 19.00,"0,042432","13,993004","34,599991","42,222959"
31/01/2011 20.00,"0,018959","16,65364","34,599991","36,986682"
31/01/2011 21.00,"0,012639","16,91581","34,599991","34,13116"
31/01/2011 22.00,,"17,945028","34,599991","31,132174"
31/01/2011 23.00,,"11,149363","34,599991","38,772805"
01/02/2011 0.00,"0,027085","13,301237","34,599991","40,700971"
01/02/2011 1.00,,"9,014371","24,9","39,658726"
01/02/2011 2.00,"0,170632",,"24,9","46,597593"
01/02/2011 3.00,,"5,462094","24,9",
01/02/2011 4.00,,"6,354383","24,9","44,077671"
01/02/2011 5.00,,"7,693784","24,9","46,889962"
01/02/2011 6.00,,"10,676942","24,9","32,878398"
01/02/2011 7.00,,"7,63084","24,9","36,505588"
01/02/2011 8.00,,"12,942373","24,9","22,920695"
01/02/2011 9.00,"0,107435","17,665333","24,9","26,378349"
01/02/2011 10.00,,"17,418736","24,9","42,878813"
01/02/2011 11.00,,"6,412786","24,9","65,114988"
01/02/2011 12.00,"0,08667","4,91504","24,9","76,104824"
01/02/2011 13.00,"0,258205","4,072722","24,9","84,58658"
01/02/2011 14.00,"0,094796","4,345276","24,9","85,834597"
01/02/2011 15.00,"0,650026","7,970233","24,9","77,477498"
01/02/2011 16.00,"0,650026","7,902095","24,9","74,32187"
01/02/2011 17.00,"0,60669","8,817744","24,9","67,295421"
01/02/2011 18.00,"0,118269","10,905361","24,9","59,262453"
01/02/2011 19.00,"0,071322","14,324606","24,9","50,780012"
01/02/2011 20.00,,"17,872339","24,9","35,83884"
01/02/2011 21.00,"0,015348","17,053384","24,9","34,145623"
01/02/2011 22.00,"0,012639","13,574443","24,9","41,989106"
01/02/2011 23.00,,"12,018292","24,9","41,853783"
02/02/2011 0.00,,"11,316793","24,9","40,174813"
02/02/2011 1.00,"0,018959","10,026711","24,4","37,334728"
02/02/2011 2.00,,"8,842403","24,4","38,727341"
02/02/2011 3.00,"0,029793","6,180467","24,4","40,67416"
02/02/2011 4.00,,"4,385508","24,4","40,756774"
02/02/2011 5.00,"0,017154","3,930606","24,4","41,128622"
02/02/2011 6.00,,"4,390701","24,4","41,596626"
02/02/2011 7.00,,"5,063649","24,4","38,197366"
02/02/2011 8.00,"0,045141","16,187709","24,4","26,837099"
02/02/2011 9.00,"0,03521","25,275396","24,4","19,626883"
02/02/2011 10.00,"0,141741","23,483031","24,4","23,838176"
02/02/2011 11.00,"0,557938","16,85546","24,4","46,087153"
02/02/2011 12.00,"3,378328","14,423252","24,4","56,806347"
02/02/2011 13.00,"3,450554","12,174687","24,4","63,948188"
02/02/2011 14.00,"2,715663","8,485486","24,4","74,432989"
02/02/2011 15.00,"2,600104","7,701572","24,4","74,291947"
02/02/2011 16.00,"1,531172","6,779436","24,4","70,468887"
02/02/2011 17.00,"0,650026","7,705467","24,4","66,13006"
02/02/2011 18.00,"0,525437","10,28369","24,4","55,003428"
02/02/2011 19.00,"0,10924","15,113065","24,4","47,736918"
02/02/2011 20.00,"0,277164","16,703604","24,4","52,803041"
02/02/2011 21.00,"0,278969","17,243527","24,4","70,191764"
02/02/2011 22.00,"0,285289","14,491382","24,4","72,198408"
02/02/2011 23.00,"0,052363","6,05652","24,4","76,280782"
03/02/2011 0.00,"0,157992","5,695712","24,4","76,574982"
03/02/2011 1.00,,"7,438104","20,9","77,255261"
03/02/2011 2.00,"0,533563",,"20,9","77,119919"
03/02/2011 3.00,"0,583218","4,717766","20,9",
03/02/2011 4.00,"0,650026","5,157744","20,9","81,892017"
03/02/2011 5.00,"0,648221","4,56916","20,9","81,50026"
03/02/2011 6.00,"0,595857","5,197328","20,9","76,812668"
03/02/2011 7.00,"0,975039","7,068861","20,9","77,529111"
03/02/2011 8.00,"0,698778","11,824255","20,9","66,694609"
03/02/2011 9.00,"0,63197","9,998158","20,9","65,776926"
03/02/2011 10.00,"0,537174","11,527044","20,9","62,700617"
03/02/2011 11.00,"0,571481","13,468665","20,9","62,837652"
