,SIMAGE Brindisi,,,,
,SISRI.,,,,
Parm,SO2,NO2,PM10,CO,NOX



12/02/2010 8.00,"0,41968946","9,04616912","5,86080599","1,29511536","9,57556368"
12/02/2010 9.00,"0,37437092","13,34731637",,"1,36774262","16,679093"
12/02/2010 10.00,"0,34974122","9,8106154","12,69841003","1,33174878","13,34457265"
12/02/2010 11.00,"0,34777129","8,3686806",,"1,31761617","8,97506375"
12/02/2010 12.00,"0,33003786","7,71065815","8,79120922","1,32940131","9,20462994"
12/02/2010 13.00,"0,38914895","8,63993604",,"1,34139848","11,77523364"
12/02/2010 14.00,"0,52447707","9,72755238","5,86080599","1,32483218","12,80762569"
12/02/2010 15.00,"0,54874879","9,34597646",,"1,31535374","12,01128342"
12/02/2010 16.00,"0,55304765","13,79897666","7,81440783","1,26864423","15,22777984"
12/02/2010 17.00,"0,72151472","19,5563184",,"1,26736273","21,79175232"
12/02/2010 18.00,"0,43643741","26,7906572","4,39560509","1,33589036","30,38552312"
12/02/2010 19.00,"0,62147345","25,99637416",,"1,41509288","26,0160104"
12/02/2010 20.00,"0,57875233","12,65814362","18,55920982","1,35864747","13,46389483"
12/02/2010 21.00,"0,33988954","14,62442147",,"1,32572806","15,98132198"
12/02/2010 22.00,"0,33791859","9,39659474","7,81440783","1,32491839","10,14882717"
12/02/2010 23.00,"0,2758521","7,01370165",,"1,29148638","8,19298883"
13/02/2010 0.00,"0,34383041","6,12595814","10,7448101","1,34861449","6,35906726"
13/02/2010 1.00,,"7,90663815",,"1,3540795","8,30323093"
13/02/2010 2.00,"0,24962367",,"5,86080599","1,39553719",
13/02/2010 3.00,"0,30686246","23,57453936",,,"23,97326784"
13/02/2010 4.00,"0,2408795","13,14484513","3,41880298","0,46021578","14,05790734"
13/02/2010 5.00,"0,16504995","8,26744594",,"0,46779993","9,89851004"
13/02/2010 6.00,"0,29597751","9,12923405","2,44200301","0,44382423","10,44453709"
13/02/2010 7.00,"0,27414659","34,6869304",,"0,53087769","40,48635144"
13/02/2010 8.00,"0,29567139","25,65242448","1,95360196","0,48174731","31,15720632"
13/02/2010 9.00,"0,48665077","17,64456122",,"0,53298517","22,26774472"
13/02/2010 10.00,"0,36483553","10,48939452","6,34920597","0,55059881","14,65192177"
13/02/2010 11.00,"0,40862043","8,47250985",,"0,56576827","10,86994562"
13/02/2010 12.00,"1,21968302","8,58153018","4,39560509","0,59547344","11,60662583"
13/02/2010 13.00,"1,78576962","7,57697876",,"0,62766589","10,34077858"
13/02/2010 14.00,"1,3226024","8,54648895","13,67521","0,63364933","11,45877087"
13/02/2010 15.00,"1,51027856","7,38359526",,"0,58607772","9,0930896"
13/02/2010 16.00,"0,97868147","7,70806357","11,23320961","0,58902633","9,04510031"
13/02/2010 17.00,"0,72520541","9,49393466",,"0,57748118","10,99834598"
13/02/2010 18.00,"0,34171912","10,68278185","17,58241081","0,52990841","11,81673551"
13/02/2010 19.00,"0,12004261","14,01831174",,"0,53884279","14,86073511"
13/02/2010 20.00,"0,2480341","29,20989168","21,48962021","0,55805714","32,36339152"
13/02/2010 21.00,"0,0349787","13,32784647",,"0,530541","14,80885682"
13/02/2010 22.00,"0,10970786","19,83925616","16,60560989","0,59075519","20,96429608"
13/02/2010 23.00,"0,01430919","33,52531392",,"0,76928678","35,19209992"
14/02/2010 0.00,"0,09062792","33,17360152","34,67642975","0,6961807","35,29586416"
14/02/2010 1.00,"0,08347333","22,69197928",,"0,60162581","25,15480736"
14/02/2010 2.00,"0,14786672","8,10521274","18,55920982","0,35167156","8,86871258"
14/02/2010 3.00,"0,12163218","5,25119137",,"0,26550234","5,72484539"
14/02/2010 4.00,"0,22974945","3,77031869","10,25640965","0,2637327","4,37988341"
14/02/2010 5.00,"0,16535606","5,37967968",,"0,24616101","6,22936866"
14/02/2010 6.00,"0,15025158","5,26546827","6,34920597","0,26466004","6,09318646"
14/02/2010 7.00,"0,37920574","5,0357453",,"0,22403999","6,2047268"
14/02/2010 8.00,"0,17648611","5,08246693","7,32600689","0,23259458","5,74948916"
14/02/2010 9.00,"0,15740618","4,69440358",,"0,19428938","4,69115701"
14/02/2010 10.00,"0,22895416","4,2141914","5,86080599","0,1792236","4,35913247"
14/02/2010 11.00,"0,09062792","3,88323376",,"0,20484312","3,83774728"
14/02/2010 12.00,"0,20351492","3,34721221","4,88400507","0,20246652","4,33059778"
14/02/2010 13.00,"0,3537665","3,89621242",,"0,17210545","4,37728882"
14/02/2010 14.00,"0,388195","3,61197832","3,41880298","0,17581365","3,30080032"
14/02/2010 15.00,"0,43265316","3,36927478",,"0,19787292","4,00894776"
14/02/2010 16.00,"0,40403376","3,4523397","1,95360196","0,14356179","3,97263314"
14/02/2010 17.00,"0,42409205","3,7508507",,"0,12606116","4,23981029"
14/02/2010 18.00,"0,53752925","5,23821271","1,95360196","0,12175765","5,5367849"
14/02/2010 19.00,"0,50200035","4,14670162",,"0,08486326","4,24240487"
14/02/2010 20.00,"0,50811557","6,64899912","1,95360196","0,13631432","7,58859798"
14/02/2010 21.00,"0,54462282","4,04287238",,"0,11283608","5,12953463"
14/02/2010 22.00,"0,56853351","7,01110515","1,46520102","0,20474176","7,29159173"
14/02/2010 23.00,"0,55281781","6,45561753",,"0,11659204","6,87915421"
15/02/2010 0.00,"0,56553743","5,73918922","1,95360196","0,14992502","6,33572174"
15/02/2010 1.00,,"9,10197658",,"0,12301701","9,65468033"
15/02/2010 2.00,"0,03023236",,"1,46520102","0,12687316",
15/02/2010 3.00,"0,03481293","14,31163739",,,"15,03971934"
15/02/2010 4.00,"0,03139276","9,67044477","2,44200301","0,43461956","10,39784605"
15/02/2010 5.00,"0,02610944","8,64382887",,"0,39789993","9,43549056"
15/02/2010 6.00,"0,02971267","13,6808705","1,46520102","0,45011872","15,79326149"
15/02/2010 7.00,"0,03630893","12,04035538",,"0,46830903","12,77779466"
15/02/2010 8.00,"0,00561893","26,7997392","5,37240601","0,51151888","31,6604256"
15/02/2010 9.00,"0,01316201","35,87965512",,"0,59123517","46,92065208"
15/02/2010 10.00,"0,0116355","22,90354208","11,23320961","0,53495985","27,40117792"
15/02/2010 11.00,"0,01084122","12,95794904",,"0,51156199","17,40540062"
15/02/2010 12.00,"0,01129887","9,68342342","6,83760691","0,49695871","12,56768498"
15/02/2010 13.00,"0,01349762","9,07342468",,"0,57163638","12,43409546"
15/02/2010 14.00,"0,43840938","7,9961905","11,23320961","0,54768281","10,66761778"
15/02/2010 15.00,"0,19811974","6,70610482",,"0,52014338","8,92967096"
15/02/2010 16.00,"0,02143734","6,25055362","20,02441978","0,48628382","7,40313207"
15/02/2010 17.00,"0,01929961","8,53740313",,"0,49187698","10,23313107"
15/02/2010 18.00,"0,01023","17,0618276","18,07081032","0,48982775","19,25877296"
15/02/2010 19.00,"0,00830584","56,29518808",,"0,68452954","68,48543088"
15/02/2010 20.00,"0,01096326","52,94278288","30,76922989","0,64750933","85,04132416"
15/02/2010 21.00,"0,00448904","42,75708088",,"0,82867615","53,4379144"
15/02/2010 22.00,"0,01013847","39,01013448","43,9560318","1,31431922","46,76629632"
15/02/2010 23.00,"0,0075736","38,58572784",,"1,0551871","41,08423384"
16/02/2010 0.00,"0,00503924","37,010106","54,70085144","0,99143947","39,04152952"
16/02/2010 1.00,,"32,411746",,"0,84631076","33,76284168"
16/02/2010 2.00,,"21,08002944","42,00244141","0,78678974","23,39871184"
16/02/2010 3.00,,"12,88396802",,"0,54473769","13,8750341"
16/02/2010 4.00,,"12,20129416","23,44322014","0,49768334","12,8828495"
16/02/2010 5.00,,"12,04295188",,"0,43432132","13,46000391"
16/02/2010 6.00,,"12,00921082","12,69841003","0,41549143","11,74280803"
16/02/2010 7.00,,"15,85350478",,"0,38820713","16,98388301"
16/02/2010 8.00,,"16,88920077","14,16361046","0,45370576","19,98636544"
16/02/2010 9.00,,"24,83867728",,"0,43940189","36,80164064"
16/02/2010 10.00,,"12,9787191","7,81440783","0,49426873","15,01118466"
16/02/2010 11.00,,"10,19867301",,"0,47740302","12,16043472"
16/02/2010 12.00,,"12,61271641","6,34920597","0,4364556","17,96698943"
16/02/2010 13.00,,"7,99748874",,"0,40520098","9,99967396"
16/02/2010 14.00,,"6,26093578","7,32600689","0,38509075","8,56911174"
16/02/2010 15.00,,"5,4484677",,"0,37851549","6,0944847"
16/02/2010 16.00,"0,01597097","8,98127584","3,90720391","0,41489378","11,43801994"
16/02/2010 17.00,"0,01905553","8,18827575",,"0,35601352","8,26432173"
16/02/2010 18.00,"0,05499733","7,46665827","8,30280876","0,32138622","8,31101468"
16/02/2010 19.00,"0,01166601","8,22850997",,"0,30545951","10,44583342"
16/02/2010 20.00,"0,04922483","7,26159436","7,32600689","0,24060163","7,47316863"
16/02/2010 21.00,"0,01340609","4,06363861",,"0,22950034","5,04652898"
16/02/2010 22.00,"0,01920808","4,25572195","4,88400507","0,25106216","4,50179826"
16/02/2010 23.00,"0,0610739","3,55227612",,"0,26532409","4,03877878"
17/02/2010 0.00,"0,09130423","3,60419074","6,83760691","0,28479357","4,04656062"
17/02/2010 1.00,,"3,78848842",,"0,20909071","4,1788519"
17/02/2010 2.00,"0,6504671",,"4,39560509","0,20607569",
17/02/2010 3.00,"0,68749709","10,8294399",,,"10,93998026"
17/02/2010 4.00,"0,52716093","7,45238328","12,69841003","0,25133943","7,47835589"
17/02/2010 5.00,"0,74491894","5,50297691",,"0,21770472","5,13731647"
17/02/2010 6.00,"0,57385039","6,090915","7,32600689","0,17534881","6,58992788"
17/02/2010 7.00,"0,48845798","8,89561633",,"0,16913936","8,53668804"
17/02/2010 8.00,"0,42929909","9,11884998","28,32722092","0,21280706","9,4497579"
17/02/2010 9.00,"0,29194511","9,7677866",,"0,1625909","10,91404207"
17/02/2010 10.00,"0,26211243","14,6322014","36,14162064","0,18376943","15,77899414"
17/02/2010 11.00,"0,43722254","19,3175096",,"0,21705931","25,42199024"
17/02/2010 12.00,"0,59755767","16,36357094","23,44322014","0,23553155","23,59325784"
17/02/2010 13.00,"0,41843957","15,43039639",,"0,2431623","19,30026336"
17/02/2010 14.00,"1,06634789","28,89580744","10,25640965","0,25958647","35,79260176"
17/02/2010 15.00,"0,9374228","33,12429104",,"0,24876245","41,9156288"
17/02/2010 16.00,"0,51443826","9,45370045","9,76801014","0,18844341","11,59365674"
17/02/2010 17.00,"0,40379171","12,06890919",,"0,19818631","14,76994762"
17/02/2010 18.00,"0,31069655","10,66850112","6,83760691","0,11572062","11,69222607"
17/02/2010 19.00,"0,34851573","14,89437102",,"0,16727303","15,85032704"
17/02/2010 20.00,"0,40139261","12,18442076","16,60560989","0,15915415","12,76352732"
17/02/2010 21.00,"0,26429084","16,24935188",,"0,22388155","18,30161046"
17/02/2010 22.00,"0,26779542","11,97156354","20,02441978","0,35125566","12,44447188"
17/02/2010 23.00,"0,36742481","10,52055056",,"0,27672711","11,38613973"
18/02/2010 0.00,"0,29327026","7,70157233","23,93161964","0,21933688","9,39528502"
18/02/2010 1.00,"0,34851471","7,4134454",,"0,21370993","7,13336034"
18/02/2010 2.00,"0,30684517","8,40631832","12,21000957","0,18552975","9,50552712"
18/02/2010 3.00,"0,25122137","6,12855272",,"0,14524055","7,50429599"
18/02/2010 4.00,"0,26792153","4,7917435","11,72161007","0,10980475","5,47193559"
18/02/2010 5.00,"0,25630434","3,63533914",,"0,06993495","3,76771072"
18/02/2010 6.00,"0,2555782","4,31802065","29,30401993","0,10210293","4,1788519"
18/02/2010 7.00,"0,24613943","5,4315943",,"0,04490609","6,26179426"
18/02/2010 8.00,"0,25339979","7,90663815","37,6068306","0,08885688","9,18258076"
18/02/2010 9.00,"0,20330033","7,54063738",,"0,11435407","10,32262032"
18/02/2010 10.00,"0,23815191","6,29987174","18,07081032","0,14941475","8,04772846"
18/02/2010 11.00,"0,25485206","4,7774666",,"0,17679341","7,5146705"
18/02/2010 12.00,"0,23887805","4,95268037","20,51280975","0,18170622","6,82597766"
18/02/2010 13.00,"0,23669963","4,42574464",,"0,16882248","5,88826594"
18/02/2010 14.00,"0,35893286","5,11231707","13,18680954","0,14583703","6,59641338"
18/02/2010 15.00,"0,27777016","4,9565732",,"0,14202166","6,35517634"
18/02/2010 16.00,"0,34984088","6,7761911","13,18680954","0,2370775","9,25520999"
18/02/2010 17.00,"0,24759068","6,57502002",,"0,13101008","7,64566545"
18/02/2010 18.00,"0,26719539","12,84504162","7,32600689","0,1716546","14,60133981"
18/02/2010 19.00,"0,29914241","11,83529147",,"0,18364012","12,584545"
18/02/2010 20.00,"0,29623786","17,07220402","15,62880993","0,23170802","19,08498363"
18/02/2010 21.00,"0,25339979","17,72503157",,"0,22771323","19,89040216"
18/02/2010 22.00,"0,24617095","16,22599871","16,60560989","0,28793907","17,46506075"
18/02/2010 23.00,"0,2484114","8,25576553",,"0,30825667","9,47699434"
19/02/2010 0.00,"0,01234333","7,58476442","18,07081032","0,26293817","8,85055622"
19/02/2010 1.00,,"11,07993102",,"0,24167459","11,57160755"
19/02/2010 2.00,,,"8,30280876","0,26229276",
19/02/2010 3.00,,"21,3629672",,,"24,56598784"
19/02/2010 4.00,,"15,54850063","9,27960968","0,41791579","16,93978655"
19/02/2010 5.00,,"16,30126842",,"0,34480622","17,8230273"
19/02/2010 6.00,,"11,0539737","15,62880993","0,26338786","12,67663074"
19/02/2010 7.00,,"7,02278556",,"0,230204","8,30971643"
19/02/2010 8.00,,"9,13961621","28,32722092","0,2493834","10,22145831"
19/02/2010 9.00,,"9,73014697",,"0,24033834","10,26296018"
19/02/2010 10.00,,"9,17985042","63,49206161","0,19645395","10,75191977"
19/02/2010 11.00,,"7,9196149",,"0,13387015","8,57300266"
19/02/2010 12.00,,"10,8917405","87,91207123","0,14933553","14,75178935"
19/02/2010 13.00,,"11,40309917",,"0,15961665","14,27190794"
19/02/2010 14.00,,"6,30636107","115,2623978","0,16579115","8,43422587"
19/02/2010 15.00,,"6,30376458",,"0,11139031","7,4563067"
19/02/2010 16.00,,"6,81642531","113,3087997","0,09337592","7,01274182"
19/02/2010 17.00,,"7,62499864",,"0,09603095","8,65600831"
19/02/2010 18.00,,"6,17397802","108,9132996","0,09479023","6,51340773"
19/02/2010 19.00,,"7,11493631",,"0,09335611","8,35511114"
19/02/2010 20.00,,"5,01238066","113,3087997","0,07267503","5,28128051"
19/02/2010 21.00,,"6,3699561",,"0,04840808","6,03482266"
19/02/2010 22.00,,"7,8287643","125,5187988","0,05430065","9,33692122"
19/02/2010 23.00,,"13,45762921",,"0,09096903","15,09808123"
20/02/2010 0.00,,"10,70225174","143,1013031","0,05801467","12,1176346"
20/02/2010 1.00,,"7,38359526",,"0,0562229","8,12295227"
20/02/2010 2.00,,"7,19670108","135,2868042","0,0563895","7,75461121"
20/02/2010 3.00,,"6,54257338",,"0,08987276","6,53156408"
20/02/2010 4.00,,"5,34204196","142,6128998","0,05328477","6,99588181"
20/02/2010 5.00,,"6,21161574",,"0,03751067","8,50685702"
20/02/2010 6.00,,"7,294041","130,4028015","0,04934591","7,68846557"
20/02/2010 7.00,,"8,27652985",,"0,09361707","8,85703982"
20/02/2010 8.00,,"12,16495086","104,0291977","0,10099618","12,87117674"
20/02/2010 9.00,,"12,50889098",,"0,15918327","15,05139019"
20/02/2010 10.00,,"6,80993598","75,70207214","0,20110696","9,61317654"
20/02/2010 11.00,,"12,70875808",,"0,158207","23,23011168"
20/02/2010 12.00,,"5,84561687","107,4479981","0,17697049","7,68327831"
20/02/2010 13.00,,"6,43355305",,"0,10803278","7,39924115"
20/02/2010 14.00,,"3,25765986","126,0073013","0,21037221","4,79232093"
20/02/2010 15.00,,"3,14863762",,"0,17497019","4,72228437"
20/02/2010 16.00,,"3,63923388","71,79486084","0,16676276","4,69504793"
20/02/2010 17.00,,"5,66002094",,"0,14258435","6,66126269"
20/02/2010 18.00,,"12,19480483","43,46763992","0,13330862","13,94247799"
20/02/2010 19.00,,"9,33948713",,"0,17906633","10,48863354"
20/02/2010 20.00,,"14,93850571","23,44322014","0,30666412","16,42488878"
20/02/2010 21.00,,"8,0390193",,"0,22707248","9,91148105"
20/02/2010 22.00,,"7,39787025","18,55920982","0,18229571","9,86089718"
20/02/2010 23.00,,"6,9527012",,"0,22538207","9,21241178"
21/02/2010 0.00,,"11,22789114","15,62880993","0,4731065","13,70383362"
21/02/2010 1.00,,"5,12919047",,"0,22656454","6,31756348"
21/02/2010 2.00,,,"7,32600689","0,2073269",
21/02/2010 3.00,,"10,88654369",,,"11,93476136"
21/02/2010 4.00,,"7,49780858","4,88400507","0,17921079","9,15275165"
21/02/2010 5.00,,"5,61459374",,"0,13872587","7,42647759"
21/02/2010 6.00,,"6,96178702","3,41880298","0,2326074","8,79219051"
21/02/2010 7.00,,"15,43039639",,"0,35666126","17,71148696"
21/02/2010 8.00,,"10,64774062","8,30280876","0,27438779","12,9217587"
21/02/2010 9.00,,"6,84497721",,"0,21683213","9,63133481"
21/02/2010 10.00,,"5,34593479","5,86080599","0,17612004","9,39009777"
21/02/2010 11.00,,"4,93061589",,"0,19417521","8,01141193"
21/02/2010 12.00,,"4,41925531","12,69841003","0,22599486","6,3538781"
21/02/2010 13.00,,"4,52957389",,"0,18648971","7,03997826"
21/02/2010 14.00,,"4,25831845","12,69841003","0,20491069","6,35647268"
21/02/2010 15.00,,"4,18433934",,"0,13642616","6,14376842"
21/02/2010 16.00,,"4,26350953","13,67521","0,21208126","6,54583142"
21/02/2010 17.00,,"5,23691446",,"0,28044346","7,0607292"
21/02/2010 18.00,,"6,48157484","14,16361046","0,27215565","9,40565954"
21/02/2010 19.00,,"9,84306395",,"0,30758097","11,50546191"
21/02/2010 20.00,,"25,08914928","26,37360954","0,37491098","28,21827112"
21/02/2010 21.00,,"21,52129992",,"0,41188342","24,05756792"
21/02/2010 22.00,,"35,64864728","16,60560989","0,42558033","43,22425896"
21/02/2010 23.00,,"33,70312992",,"0,55916738","36,03772016"
22/02/2010 0.00,,"27,17483536","31,74603081","0,70095604","30,76941448"
22/02/2010 1.00,,"19,7159704",,"0,5661236","22,5829188"
22/02/2010 2.00,,"17,10854923","23,93161964","0,49166495","19,63230128"
22/02/2010 3.00,,"11,67824935",,"0,42029938","14,34324275"
22/02/2010 4.00,,"7,59385025","17,58241081","0,383285","9,48607252"
22/02/2010 5.00,,"5,58474359",,"0,31531075","8,15926689"
22/02/2010 6.00,,"11,19414051","15,14041042","0,31728542","13,41460921"
22/02/2010 7.00,,"5,38746726",,"0,25224464","7,29029539"
22/02/2010 8.00,,"6,28429659","9,76801014","0,31526648","8,47832233"
22/02/2010 9.00,,"10,5945201",,"0,29405532","12,50283568"
22/02/2010 10.00,,"12,20388874","17,58241081","0,30062476","15,16811779"
22/02/2010 11.00,,"8,42189347",,"0,36417667","10,54829559"
22/02/2010 12.00,,"7,5951485","8,79120922","0,3452827","8,92967096"
22/02/2010 13.00,,"8,16999512",,"0,3381995","9,4556048"
22/02/2010 14.00,,"7,27197843","7,81440783","0,32497093","9,42511414"
22/02/2010 15.00,,"5,18889267",,"0,36348932","8,04253929"
22/02/2010 16.00,,"6,99553","16,60560989","0,34622752","9,67932218"
22/02/2010 17.00,,"6,78138218",,"0,36460539","8,73123404"
22/02/2010 18.00,"0,41909045","6,96827444","12,69841003","0,25121711","11,49638374"
22/02/2010 19.00,"0,45126222","10,42450889",,"0,04848963","14,71806741"
22/02/2010 20.00,"0,32624445","6,44133871","22,46640968","0,06486254","7,14243852"
22/02/2010 21.00,"0,45285281","6,24925537",,"0,08220823","6,98031813"
22/02/2010 22.00,"0,34924187","5,69246758","26,37360954","0,0790604","7,03219642"
22/02/2010 23.00,"0,28514341","5,19408375",,"0,04385759","6,08670286"
23/02/2010 0.00,"0,32281919","3,83391372","27,8388195","0,03218546","4,40063434"
23/02/2010 1.00,,"4,09478509",,"0,0648707","4,53422387"
23/02/2010 2.00,"0,41236909",,"26,86202049","0,07586946",
23/02/2010 3.00,"0,2598557","10,85280454",,,"11,88028848"
23/02/2010 4.00,"0,35727108","7,75478711","20,51280975","0,25393855","8,56003356"
23/02/2010 5.00,"0,29770539","6,35438286",,"0,22656454","7,70792017"
23/02/2010 6.00,"0,57555488","6,45821211","19,04759979","0,23261322","8,03346111"
23/02/2010 7.00,"0,33034194","10,03644554",,"0,28466426","11,09950798"
23/02/2010 8.00,"0,2710244","21,96387056","19,53602028","0,28448834","25,63340008"
23/02/2010 9.00,"0,35987664","17,01640039",,"0,31047017","23,965486"
23/02/2010 10.00,"0,47441728","11,80414499","16,60560989","0,26373037","15,71025392"
23/02/2010 11.00,"0,48359977","10,44916413",,"0,23126532","13,30306886"
23/02/2010 12.00,"0,30986668","6,26093578","13,18680954","0,20724069","8,52112436"
23/02/2010 13.00,"0,30527492","5,10582966",,"0,16015255","8,1527833"
23/02/2010 14.00,"0,54391092","6,00395533","9,27960968","0,16041584","8,69102659"
