NetC,SIMAGE Brindisi,,,,
04/12/2006 9.00,"0,319156","28,163817",,"0,588984",
04/12/2006 10.00,"0,259479","22,689378","42,002441","0,604549",
04/12/2006 11.00,"0,498809","12,772351",,"0,504222",
04/12/2006 12.00,"0,317284","13,658798","28,81562","0,497674",
04/12/2006 13.00,"0,263759","7,164254",,"0,38982",
04/12/2006 14.00,"0,202538","6,577616","30,28083","0,327444",
04/12/2006 15.00,"0,167617","10,924191",,"0,346185",
04/12/2006 16.00,"0,072634","11,835291","38,58363","0,325288",
04/12/2006 17.00,"0,216892","19,218887",,"0,333914",
04/12/2006 18.00,"0,247443","18,115691","35,164822","0,372294",
04/12/2006 19.00,"0,171629","23,138449",,"0,557344",
04/12/2006 20.00,"0,445582","25,557684","50,793652","0,654575",
04/12/2006 21.00,"0,283196","18,799676",,"0,588748",
04/12/2006 22.00,"0,19166","15,684785","51,770451","0,664141",
04/12/2006 23.00,"0,330538","13,004678",,"0,584005",
05/12/2006 0.00,"0,246611","12,289546","33,211231","0,531744",
05/12/2006 1.00,"0,181585","12,928102",,"0,613487",
05/12/2006 2.00,"0,140067","12,007908","41,514042","0,600079",
05/12/2006 3.00,"0,135876","13,656203",,"0,62125",
05/12/2006 4.00,"0,272913","12,662038","39,56044","0,552522",
05/12/2006 5.00,"0,288129","11,487466",,"0,497438",
05/12/2006 6.00,"0,376633","15,051413","32,234421","0,416754",
05/12/2006 7.00,"0,713561","14,956673",,"0,415067",
05/12/2006 8.00,"2,812249","17,679605","93,772881","0,54719",
05/12/2006 9.00,"5,01106","26,463589",,"0,8882",
05/12/2006 10.00,"0,211453","17,577081","66,42247","0,388644",
05/12/2006 11.00,"0,400884","13,673079",,"0,32125",
05/12/2006 12.00,"0,626245","13,099418","33,699631","0,323132",
05/12/2006 13.00,"0,332945","14,61144",,"0,359279",
05/12/2006 14.00,"0,555186","14,790547","30,76923","0,349164",
05/12/2006 15.00,"0,753296","17,347351",,"0,359514",
05/12/2006 16.00,"0,431168","22,115721","33,211231","0,388369",
05/12/2006 17.00,"0,250801","18,767225",,"0,557933",
05/12/2006 18.00,"0,349796","15,784712","43,956032","0,56299",
05/12/2006 19.00,"1,296148","15,031957",,"0,662298",
05/12/2006 20.00,"2,279649","14,250634","64,468849","0,82794",
05/12/2006 21.00,"3,445062","16,066351",,"1,118728",
05/12/2006 22.00,"2,354304","19,560218","59,58485","1,128332",
05/12/2006 23.00,"0,529568","13,579629",,"0,771603",
06/12/2006 0.00,"0,272289","13,933956","35,164822","0,757489",
06/12/2006 1.00,,"11,762614",,"0,64591",
06/12/2006 2.00,"0,534618",,"38,58363","0,705541",
06/12/2006 3.00,"0,428522","15,129288",,,
06/12/2006 4.00,"0,353161","12,388182","28,327221","0,449547",
06/12/2006 5.00,"0,185003","11,636717",,"0,395728",
06/12/2006 6.00,"0,375326","11,661373","21,97802","0,362344",
06/12/2006 7.00,"0,734989","15,335657",,"0,352891",
06/12/2006 8.00,"0,651353","16,288289","20,51281","0,408986",
06/12/2006 9.00,"1,025201","18,340224",,"0,435935",
06/12/2006 10.00,"0,308831","15,674399","18,07081","0,401611",
06/12/2006 11.00,"0,335134","10,973503",,"0,424088",
06/12/2006 12.00,"0,242337","12,245421","11,72161","0,417929",
06/12/2006 13.00,"0,291099","11,053973",,"0,46308",
06/12/2006 14.00,"0,313559","8,844998","21,97802","0,380154",
06/12/2006 15.00,"0,242337","7,229148",,"0,327196",
06/12/2006 16.00,"0,560624","14,026102","20,51281","0,292715",
06/12/2006 17.00,"1,100267","19,71857",,"0,306915",
06/12/2006 18.00,"0,453051","11,551059","26,86202","0,357833",
06/12/2006 19.00,"0,257409","7,286255",,"0,435268",
06/12/2006 20.00,"0,238199","7,889764","37,606831","0,494384",
06/12/2006 21.00,"0,264501","10,197382",,"0,509762",
06/12/2006 22.00,"0,390694","5,92219","34,67643","0,495325",
06/12/2006 23.00,"0,530184","5,621085",,"0,439504",
07/12/2006 0.00,"0,356412","4,567212","24,42001","0,424166",
07/12/2006 1.00,"0,229038","4,019509",,"0,336259",
07/12/2006 2.00,"0,313559","3,874148","20,02442","0,313545",
07/12/2006 3.00,"0,276618","3,331637",,"0,313781",
07/12/2006 4.00,"0,406062","3,069467","18,55921","0,305189",
07/12/2006 5.00,"0,300261","2,741104",,"0,281027",
07/12/2006 6.00,"0,306172","2,523064",,"0,271493",
07/12/2006 7.00,"0,421134","3,169404",,"0,263609",
07/12/2006 8.00,"0,292577","3,975382","18,07081","0,273376",
07/12/2006 9.00,"0,134468","6,934531",,"0,278279",
07/12/2006 10.00,"0,217512","12,098763","21,48962","0,298443",
07/12/2006 11.00,"0,742377","9,644487",,"0,311466",
07/12/2006 12.00,"0,42143","9,801532","10,25641","0,320449",
07/12/2006 13.00,"0,460735","7,377106",,"0,321234",
07/12/2006 14.00,"0,34991","6,661978","13,18681","0,306288",
07/12/2006 15.00,"0,483787","8,61138",,"0,270709",
07/12/2006 16.00,"0,501518","8,665893","19,53602","0,289303",
07/12/2006 17.00,"0,550576","6,514021",,"0,302092",
07/12/2006 18.00,"0,738831","5,475721","23,93162","0,318331",
07/12/2006 19.00,"0,608501","4,97085",,"0,303935",
07/12/2006 20.00,"0,671745","5,395255","24,42001","0,318135",
07/12/2006 21.00,"0,232289","3,687254",,"0,294834",
07/12/2006 22.00,"0,278096","4,193425","25,39682","0,320253",
07/12/2006 23.00,"0,349319","3,804063",,"0,315977",
08/12/2006 0.00,"0,465168","3,717106","13,18681","0,340847",
08/12/2006 1.00,,"3,970191",,"0,356107",
08/12/2006 2.00,"0,036649",,"16,60561","0,304171",
08/12/2006 3.00,"0,087416","10,9774",,,
08/12/2006 4.00,"0,082064","5,169425","15,14041","0,295476",
08/12/2006 5.00,"0,102712","3,571744",,"0,275356",
08/12/2006 6.00,"0,095123","3,783297","16,60561","0,263212",
08/12/2006 7.00,"0,101241","4,573701",,"0,263448",
08/12/2006 8.00,"0,074534","6,955297","17,582411","0,234408",
08/12/2006 9.00,"0,083298","6,746339",,"0,25449",
08/12/2006 10.00,"0,093006","10,022169","13,67521","0,272685",
08/12/2006 11.00,"0,064063","7,827466",,"0,263842",
08/12/2006 12.00,"0,068063","5,506871",,"0,260855",
08/12/2006 13.00,"0,200952","6,023425",,"0,287656",
08/12/2006 14.00,"0,145126","6,280403","0,976801","0,271701",
08/12/2006 15.00,"0,241484","7,471849",,"0,298502",
08/12/2006 16.00,"0,222601","7,243425","2,930403","0,26734",
08/12/2006 17.00,"0,180422","6,625638",,"0,270995",
08/12/2006 18.00,"0,172303","6,000062","10,25641","0,292805",
08/12/2006 19.00,"0,107595","5,643147",,"0,307227",
08/12/2006 20.00,"0,061474","7,204488","15,62881","0,331473",
08/12/2006 21.00,"0,027178","5,384871",,"0,350532",
08/12/2006 22.00,"0,083887","5,130489","14,65201","0,364758",
08/12/2006 23.00,"0,09777","5,321275",,"0,365505",
09/12/2006 0.00,"0,104241","5,62887","8,302809","0,332297",
09/12/2006 1.00,"0,073121","4,380319",,"0,285416",
09/12/2006 2.00,"0,083181","3,230402","13,18681","0,258537",
09/12/2006 3.00,"0,189069","3,127871",,"0,261877",
09/12/2006 4.00,"0,086358","3,409511","13,18681","0,262742",
09/12/2006 5.00,"0,043238","3,688552",,"0,244508",
09/12/2006 6.00,"0,021825","4,554233","8,791209","0,253782",
09/12/2006 7.00,"0,197893","4,302445",,"0,260031",
09/12/2006 8.00,"0,009883","5,061703","11,72161","0,269541",
09/12/2006 9.00,"0,077239","6,673658",,"0,283372",
09/12/2006 10.00,"0,127537","7,759978","12,21001","0,272723",
09/12/2006 11.00,"0,04912","6,686637",,"0,257319",
09/12/2006 12.00,"0,108829","5,284934","5,860806","0,269147",
09/12/2006 13.00,"0,304017","5,761256",,"0,262663",
09/12/2006 14.00,"0,105947","4,902064","4,884005","0,244546",
09/12/2006 15.00,"0,124301","5,042233",,"0,232444",
09/12/2006 16.00,"0,14489","7,083786","4,884005","0,240893",
09/12/2006 17.00,"0,208835","9,50302",,"0,24553",
09/12/2006 18.00,"0,183481","10,05851","8,302809","0,232129",
09/12/2006 19.00,"0,225483","10,116914",,"0,240263",
09/12/2006 20.00,"0,058473","9,226574","11,23321","0,200023",
09/12/2006 21.00,"0,109947","7,726231",,"0,251227",
09/12/2006 22.00,"0,16295","7,362829","11,23321","0,216803",
09/12/2006 23.00,"0,194658","12,271378",,"0,206783",
10/12/2006 0.00,"0,12583","23,699125","5,860806","0,237985",
10/12/2006 1.00,,"21,635522",,"0,287028",
10/12/2006 2.00,"0,383218",,"6,837607","0,271151",
10/12/2006 3.00,"0,523176","23,477198",,,
10/12/2006 4.00,"0,330656","15,409635","4,395605","0,362223",
10/12/2006 5.00,"0,221123","11,300568",,"0,322526",
10/12/2006 6.00,"0,171502","11,766499","3,907204","0,325074",
10/12/2006 7.00,"0,318016","12,157159",,"0,363713",
10/12/2006 8.00,"0,715373","13,653609","9,27961","0,397762",
10/12/2006 9.00,"0,234234","17,574477",,"0,434675",
10/12/2006 10.00,"0,22418","15,108528","14,65201","0,47096",
10/12/2006 11.00,"0,224004","11,159099",,"0,46539",
10/12/2006 12.00,"0,262102","8,42319","7,326007","0,288671",
10/12/2006 13.00,"0,315693","7,379702",,"0,2933",
10/12/2006 14.00,"0,23494","7,782042","4,884005","0,293261",
10/12/2006 15.00,"0,040979","7,409552",,"0,228616",
10/12/2006 16.00,"0,186817","15,064394","11,72161","0,256545",
10/12/2006 17.00,"0,245876","23,761437",,"0,275806",
10/12/2006 18.00,"0,229002","17,409652","8,791209","0,279611",
10/12/2006 19.00,"0,346531","10,294716",,"0,416434",
10/12/2006 20.00,"0,841603","11,735352","23,93162","0,683217",
10/12/2006 21.00,"0,238467","12,828164",,"0,790111",
10/12/2006 22.00,"0,150013","12,554308","35,653221","0,737194",
10/12/2006 23.00,"0,636354","11,93523",,"0,841382",
11/12/2006 0.00,"0,427078","11,356381","37,118431","0,778775",
11/12/2006 1.00,"0,039774","10,124701",,"0,663291",
11/12/2006 2.00,"0,207219","11,532884","42,002441","0,801762",
11/12/2006 3.00,"0,380484","10,664615",,"0,937252",
11/12/2006 4.00,"0,389303","10,385571","47,37484","0,783285",
11/12/2006 5.00,"0,213891","9,129234",,"0,673412",
11/12/2006 6.00,"0,23541","10,626969","38,58363","0,570243",
11/12/2006 7.00,"0,250608","12,477734",,"0,513678",
11/12/2006 8.00,"1,290904","12,99299",,"0,560515",
11/12/2006 9.00,"2,419803","23,708226",,"0,715816",
11/12/2006 10.00,"0,887433","23,106003","37,118431","0,790073",
11/12/2006 11.00,"0,314488","18,732184",,"0,661329",
11/12/2006 12.00,"0,206572","13,809351","23,44322","0,47908",
11/12/2006 13.00,"0,297849","16,808742",,"0,432125",
11/12/2006 14.00,"0,255341","8,273935","23,93162","0,42228",
11/12/2006 15.00,"0,295909","9,101976",,"0,419651",
11/12/2006 16.00,"0,253783","11,979357","17,582411","0,440598",
11/12/2006 17.00,"0,147043","13,373273",,"0,436793",
11/12/2006 18.00,"0,189786","12,887865","15,14041","0,437108",
11/12/2006 19.00,"0,050621","6,212914",,"0,264979",
11/12/2006 20.00,"0,192579","11,422568","10,74481","0,389132",
11/12/2006 21.00,"0,214451","11,979357",,"0,469587",
11/12/2006 22.00,"0,151776","11,544569","6,349206","0,37658",
11/12/2006 23.00,"0,235587","9,164275",,"0,393054",
12/12/2006 0.00,"0,395006","4,942296","3,907204","0,348925",
12/12/2006 1.00,,"5,965021",,"0,343433",
12/12/2006 2.00,"0,160762",,"3,418803","0,344805",
12/12/2006 3.00,"0,187037","17,932689",,,
12/12/2006 4.00,"0,163342","7,351148","6,837607","0,32949",
12/12/2006 5.00,"0,151436","3,852085",,"0,352292",
12/12/2006 6.00,"0,17478","4,556829","5,860806","0,349074",
12/12/2006 7.00,"0,441114","8,294699",,"0,385963",
12/12/2006 8.00,"0,367507","7,765169","7,814408","0,444043",
12/12/2006 9.00,"0,237946","7,893657",,"0,383452",
12/12/2006 10.00,"0,318592","9,271999","13,18681","0,478775",
12/12/2006 11.00,"0,187155","9,092892",,"0,46037",
12/12/2006 12.00,"0,378591","8,620468","9,76801",,
12/12/2006 13.00,"0,508093","9,741827",,"0,435293",
12/12/2006 14.00,"0,254604","8,809957","10,74481","0,390358",
12/12/2006 15.00,"0,397477","13,374566",,"0,373955",
12/12/2006 16.00,"0,127389","10,634759","10,25641","0,374033",
12/12/2006 17.00,"0,201466","9,105871",,"0,366184",
12/12/2006 18.00,"0,028504","9,656167","16,60561","0,354371",
12/12/2006 19.00,"0,163694","9,889785",,"0,366616",
12/12/2006 20.00,"0,099942","7,909233","11,23321","0,37576",
12/12/2006 21.00,"0,098709","7,351148",,"0,375171",
12/12/2006 22.00,"0,105807","6,321936","6,349206","0,373327",
12/12/2006 23.00,"0,179941","7,04485",,"0,382862",
13/12/2006 0.00,"0,128211","7,247317","3,907204","0,385531",
13/12/2006 1.00,"0,142053","7,898848",,"0,386199",
13/12/2006 2.00,"0,095953","7,470553","2,442003","0,378194",
13/12/2006 3.00,"0,146393","6,722978",,"0,374033",
13/12/2006 4.00,"0,157068","8,720403","7,326007","0,388278",
13/12/2006 5.00,"0,041935","6,345297",,"0,386748",
13/12/2006 6.00,"0,047566","7,330382","6,349206","0,384197",
13/12/2006 7.00,"0,396246","12,532246",,"0,379017",
13/12/2006 8.00,"0,075484","19,982024","16,11721","0,381607",
13/12/2006 9.00,"1,239588","28,009365",,"0,396834",
13/12/2006 10.00,"0,385571","20,44926","31,25762","0,396323",
13/12/2006 11.00,"0,158944","12,813883",,"0,398286",
13/12/2006 12.00,"0,111789","10,205162","20,51281","0,391025",
13/12/2006 13.00,"0,096598","9,340785",,"0,392086",
13/12/2006 14.00,"0,060645","9,275892","15,62881","0,372581",
13/12/2006 15.00,"0,130205","9,397891",,"0,383727",
13/12/2006 16.00,"0,10387","18,445348","21,001221","0,366655",
13/12/2006 17.00,"0,165044","27,630388",,"0,3809",
13/12/2006 18.00,"0,107742","25,457744","24,42001","0,386121",
13/12/2006 19.00,"0,119296","16,490759",,"0,402681",
13/12/2006 20.00,"0,134956","18,824333","19,53602","0,397148",
13/12/2006 21.00,"0,149325","14,877507",,"0,39393",
13/12/2006 22.00,"0,21214","10,713928","16,11721","0,390476",
13/12/2006 23.00,"0,101759","11,702906",,"0,38408",
14/12/2006 0.00,"0,122874","15,095549","7,814408","0,392713",
14/12/2006 1.00,,"15,140967",,"0,399542",
14/12/2006 2.00,"0,239629",,"8,302809","0,404839",
14/12/2006 3.00,"0,040058","12,149378",,,
14/12/2006 4.00,"0,088699","7,243425","7,814408","0,306328",
14/12/2006 5.00,"0,146638","6,508828",,"0,302343",
14/12/2006 6.00,"0,127325","9,994913","10,25641","0,283315",
14/12/2006 7.00,"0,16309","8,071466",,"0,304297",
14/12/2006 8.00,"0,155938","15,098142","19,53602","0,289683",
14/12/2006 9.00,"0,164521","20,389548",,"0,290386",
14/12/2006 10.00,,,,,
14/12/2006 11.00,,,,,
14/12/2006 12.00,,,,,
14/12/2006 13.00,,"16,514122",,"0,231439",
14/12/2006 14.00,,"16,106589",,"0,241817",
14/12/2006 15.00,"0,175729","16,080632",,"0,243124",
14/12/2006 16.00,"0,243901","14,397292","0,976801","0,278812",
14/12/2006 17.00,"0,417616","15,832734",,"0,427032",
14/12/2006 18.00,"0,504622","10,909908","3,418803","0,329631",
14/12/2006 19.00,"0,292231","15,323969",,"0,269187",
14/12/2006 20.00,"0,383856","19,022907","9,27961","0,495517",
14/12/2006 21.00,"0,455225","26,106677",,"0,741453",
14/12/2006 22.00,"0,242064","26,590795","27,35042","0,69202",
14/12/2006 23.00,"0,366147","19,993706",,"0,58044",
15/12/2006 0.00,"0,238985","16,026119","34,67643","0,490447",
15/12/2006 1.00,"0,126867","12,453077",,"0,421921",
15/12/2006 2.00,"0,032635","10,155849","17,094","0,36128",
15/12/2006 3.00,"0,083274","10,122105",,"0,332246",
15/12/2006 4.00,"0,041637","10,068892","18,07081","0,355695",
15/12/2006 5.00,"0,064144","9,722361",,"0,341554",
15/12/2006 6.00,"0,046138","11,157806","20,02442","0,342703",
15/12/2006 7.00,"0,082801","16,371352",,"0,363299",
15/12/2006 8.00,"0,105781","18,81654","26,86202","0,392017",
15/12/2006 9.00,"0,318468","22,415523",,"0,421011",
15/12/2006 10.00,"0,01463","20,35452","23,44322","0,364687",
15/12/2006 11.00,"0,104655","20,150758",,"0,414277",
15/12/2006 12.00,"0,091804","20,192287","25,39682","0,370271",
15/12/2006 13.00,"0,021381","20,331155",,"0,37649",
15/12/2006 14.00,"0,110282","21,051464","16,11721","0,387897",
15/12/2006 15.00,"0,085525","21,625121",,"0,371737",
15/12/2006 16.00,"0,063018","20,952823","21,48962","0,376647",
15/12/2006 17.00,"0,090027","19,317509",,"0,387343",
15/12/2006 18.00,"0,130124","21,095611","24,42001","0,389363",
15/12/2006 19.00,"0,040512","17,97423",,"0,353318",
15/12/2006 20.00,"0,01688","17,79901","23,44322","0,370944",
15/12/2006 21.00,"0,06367","16,684148",,"0,416099",
15/12/2006 22.00,"0,079899","17,260392","24,908421","0,508707",
15/12/2006 23.00,"0,087776","19,156575",,"0,545663",
16/12/2006 0.00,"0,117212","18,285713","30,28083","0,616088",
16/12/2006 1.00,,"17,932689",,"0,622941",
16/12/2006 2.00,"1,497304",,"26,86202","0,513143",
16/12/2006 3.00,"1,541919","32,442892",,,
16/12/2006 4.00,"1,352273","18,109202","30,28083","0,431216",
16/12/2006 5.00,"1,410333","13,207147",,"0,416231",
16/12/2006 6.00,"0,995466","15,401844","28,81562","0,416271",
16/12/2006 7.00,"1,778443","18,299996",,"0,476176",
16/12/2006 8.00,"3,695968","23,394141","28,327221","0,667176",
16/12/2006 9.00,"4,456221","22,495998",,"0,753465",
16/12/2006 10.00,"2,487774","20,882748","40,537231","0,83246",
16/12/2006 11.00,"1,552627","20,823057",,"0,467223",
16/12/2006 12.00,"1,285766","13,091635","19,53602","0,292315",
16/12/2006 13.00,"0,766201","14,33499",,"0,286557",
16/12/2006 14.00,"1,193679","12,809998","9,27961","0,286874",
16/12/2006 15.00,"0,995228","20,357102",,"0,29129",
16/12/2006 16.00,"1,276249","18,684164","5,372406","0,282022",
16/12/2006 17.00,"1,014621","20,366203",,"0,272163",
16/12/2006 18.00,"1,270656","18,643925","8,791209","0,281706",
16/12/2006 19.00,"1,920262","18,739967",,"0,451172",
16/12/2006 20.00,"2,485989","16,920358","22,46641","0,519636",
16/12/2006 21.00,"1,722167","16,240268",,"0,511355",
16/12/2006 22.00,"1,788794","15,882058","27,35042","0,586563",
16/12/2006 23.00,"1,668628","15,553699",,"0,785607",
17/12/2006 0.00,"1,523598","14,950184","47,37484","0,891066",
17/12/2006 1.00,"1,893492","14,437523",,"0,796177",
17/12/2006 2.00,"2,421742","10,545207","35,653221","0,596936",
17/12/2006 3.00,"1,036275","10,547802",,"0,544562",
17/12/2006 4.00,"0,88934","10,459552","34,18803","0,52717",
17/12/2006 5.00,"1,477198","8,506252",,"0,382786",
17/12/2006 6.00,"1,407121","6,64251","29,79241","0,352775",
17/12/2006 7.00,"1,323838","7,332977",,"0,317793",
17/12/2006 8.00,"1,114204","6,096106","21,48962","0,327652",
17/12/2006 9.00,"1,76143","7,029275",,"0,305725",
17/12/2006 10.00,"1,700752","6,594488","14,65201","0,294011",
17/12/2006 11.00,"2,036263","8,323255",,"0,267193",
17/12/2006 12.00,"1,478149","11,038398","18,55921","0,282456",
17/12/2006 13.00,"1,455901","11,9547",,"0,288253",
17/12/2006 14.00,"1,968446","10,242798","11,72161","0,259582",
17/12/2006 15.00,"1,626154","8,798277",,"0,251182",
17/12/2006 16.00,"1,690044","8,092232","15,14041","0,253864",
17/12/2006 17.00,"1,648759","7,383595",,"0,259622",
17/12/2006 18.00,"1,636148","8,027339","13,67521","0,261633",
17/12/2006 19.00,"1,680169","7,636679",,"0,253864",
17/12/2006 20.00,"1,676719","7,055234","18,07081","0,274883",
17/12/2006 21.00,"1,733827","8,247978",,"0,286952",
17/12/2006 22.00,"2,034478","7,418638","19,53602","0,28506",
17/12/2006 23.00,"2,145124","7,065616",,"0,254967",
18/12/2006 0.00,"2,159402","8,719104","22,46641","0,295312",
18/12/2006 1.00,,"11,178567",,"0,290777",
18/12/2006 2.00,"0,052585",,"12,69841","0,256939",
18/12/2006 3.00,"0,177847","28,340331",,,
18/12/2006 4.00,"0,004892","14,454399","11,23321","0,189822",
18/12/2006 5.00,"0,069706","10,556884",,"0,17768",
18/12/2006 6.00,"0,064116","9,05136","23,93162","0,18789",
18/12/2006 7.00,"0,129629","11,330422",,"0,191162",
18/12/2006 8.00,"0,121069","11,930032","17,582411","0,208508",
18/12/2006 9.00,"0,136966","10,821658",,"0,215643",
18/12/2006 10.00,"0,129629","12,590652","14,16361","0,190294",
18/12/2006 11.00,"0,07949","14,344074",,"0,205079",
18/12/2006 12.00,"0,090496","10,1818","12,21001","0,204408",
18/12/2006 13.00,"0,1906","8,911191",,"0,190571",
18/12/2006 14.00,"0,168762","10,730801","6,349206","0,205118",
18/12/2006 15.00,"0,180293","12,903436",,"0,177995",
18/12/2006 16.00,"0,082459","20,880148","7,326007","0,18722",
18/12/2006 17.00,"0,088574","21,501836",,"0,184578",
18/12/2006 18.00,"0,216805","13,531608","42,97924","0,247458",
18/12/2006 19.00,"0,144129","14,726952",,"0,279549",
18/12/2006 20.00,"0,196889","16,124757","59,58485","0,28424",
18/12/2006 21.00,"0,018344","10,825543",,"0,252386",
18/12/2006 22.00,"0,092243","10,633457","38,58363","0,301704",
18/12/2006 23.00,"0,234101","16,285696",,"0,351298",
19/12/2006 0.00,"0,190775","15,661419","33,699631","0,307144",
19/12/2006 1.00,"0,143081","9,4537",,"0,192463",
19/12/2006 2.00,"0,246854","9,70938","17,094","0,203738",
19/12/2006 3.00,"0,202305","9,182445",,"0,178113",
19/12/2006 4.00,"0,203353","13,622464","9,76801","0,171214",
19/12/2006 5.00,"0,224493","14,329803",,"0,169756",
19/12/2006 6.00,"0,332808","12,852821","7,814408","0,173619",
19/12/2006 7.00,"0,313416","19,314927",,"0,176063",
19/12/2006 8.00,"0,140286","19,921012","8,302809","0,217024",
19/12/2006 9.00,"0,162648","24,030092",,"0,311599",
19/12/2006 10.00,"0,13819","22,397358","8,791209","0,332809",
19/12/2006 11.00,"0,055031","18,362286",,"0,335016",
19/12/2006 12.00,"0,234975","15,666607","2,442003","0,394309",
19/12/2006 13.00,"0,230957","16,122163",,"0,372114",
19/12/2006 14.00,"0,518341","16,732157","1,953602","0,353308",
19/12/2006 15.00,"0,42505","16,763313",,"0,354925",
19/12/2006 16.00,"0,245457","15,81716","5,860806","0,333046",
19/12/2006 17.00,"0,258384","15,81716",,"0,33135",
19/12/2006 18.00,"0,291228","13,353805","6,349206","0,330365",
19/12/2006 19.00,"0,019567","12,324587",,"0,290232",
19/12/2006 20.00,"0,121069","17,712053","12,21001","0,320706",
19/12/2006 21.00,"0,135569","14,882694",,"0,342664",
19/12/2006 22.00,"0,100279","14,079312","11,72161","0,341798",
19/12/2006 23.00,"0,124737","12,83725",,"0,351929",
20/12/2006 0.00,"0,064814","11,682144","13,67521","0,325594",
20/12/2006 1.00,,"9,967659",,"0,311048",
20/12/2006 2.00,"0,019224",,"7,326007","0,305685",
20/12/2006 3.00,"0,030758","31,366969",,,
20/12/2006 4.00,"0,026914","15,129288","4,884005","0,324999",
20/12/2006 5.00,"0,043574","10,986482",,"0,326496",
20/12/2006 6.00,"0,008971","10,739885","9,27961","0,334924",
20/12/2006 7.00,"0,058138","14,543951",,"0,346345",
20/12/2006 8.00,"0,020506","24,877605","11,23321","0,380964",
20/12/2006 9.00,"0,006408","23,078738",,"0,432519",
20/12/2006 10.00,"0,121402","19,152695","19,0476","0,403373",
20/12/2006 11.00,"0,030758","14,135125",,"0,356861",
20/12/2006 12.00,"0,061516","16,800951",,"0,373363",
20/12/2006 13.00,"0,06408","18,983968",,"0,387384",
20/12/2006 14.00,"0,070488","12,070209","28,81562","0,359893",
20/12/2006 15.00,"0,105091","13,27593",,"0,352096",
20/12/2006 16.00,,"17,011201","20,51281","0,372142",
20/12/2006 17.00,"0,067924","17,930094",,"0,386596",
20/12/2006 18.00,"0,006408","15,638054","14,16361","0,419127",
20/12/2006 19.00,"0,014098","11,440736",,"0,458393",
20/12/2006 20.00,"0,001281","17,58876","8,302809","0,476982",
20/12/2006 21.00,"0,003845","13,625057",,"0,414795",
20/12/2006 22.00,"0,003845","13,083845","9,76801","0,463159",
20/12/2006 23.00,"0,042293","18,829519",,"0,509081",
21/12/2006 0.00,"0,072235","15,579657","17,094","0,452723",
21/12/2006 1.00,,"14,96835",,"0,449571",
21/12/2006 2.00,,"12,081887","7,814408","0,418183",
21/12/2006 3.00,,"10,33106",,"0,405146",
21/12/2006 4.00,"0,005127","10,759355","7,326007","0,388684",
21/12/2006 5.00,,"10,860586",,"0,387935",
21/12/2006 6.00,"0,09612","14,261011","8,302809","0,413377",
21/12/2006 7.00,"0,060235","20,884048",,"0,468122",
21/12/2006 8.00,"0,555164","28,951618","14,65201","0,607856",
21/12/2006 9.00,"0,210648","25,831539",,"0,553703",
21/12/2006 10.00,"0,176045","25,508355","10,25641","0,580091",
21/12/2006 11.00,"0,055575","22,916524",,"0,531254",
21/12/2006 12.00,"0,002563","20,107911","13,18681","0,493722",
21/12/2006 13.00,"0,069206","17,191611",,"0,449729",
21/12/2006 14.00,"0,180705","18,318161","8,302809","0,454259",
21/12/2006 15.00,"0,053827","16,643906",,"0,442443",
21/12/2006 16.00,"0,115227","24,935997","14,65201","0,540234",
21/12/2006 17.00,"0,11278","23,082638",,"0,580957",
21/12/2006 18.00,"0,062798","15,82365","18,07081","0,608093",
21/12/2006 19.00,"0,035885","8,711318",,"0,397978",
21/12/2006 20.00,"0,006408","8,376468","10,25641","0,386005",
21/12/2006 21.00,"0,006408","7,852127",,"0,356861",
21/12/2006 22.00,"0,041012","8,623063","12,69841","0,356979",
21/12/2006 23.00,"0,010252","13,859975",,"0,36395",
22/12/2006 0.00,"0,047419","14,812609","9,27961","0,357886",
22/12/2006 1.00,,"10,532227",,"0,336539",
22/12/2006 2.00,"0,253591",,"5,860806","0,321809",
22/12/2006 3.00,"0,332622","36,519506",,,
22/12/2006 4.00,"0,506184","18,21693","3,907204",,
22/12/2006 5.00,"0,630484","11,565332",,,
22/12/2006 6.00,"0,580048","10,517946","5,372406",,
22/12/2006 7.00,"0,295866","14,963162",,,
22/12/2006 8.00,"0,358045","18,75555","6,837607","0,302412",
22/12/2006 9.00,"0,143911","27,822468",,"0,292403",
22/12/2006 10.00,"0,199632","18,508955","9,76801","0,281685",
22/12/2006 11.00,"0,394567","17,593947",,"0,246263",
22/12/2006 12.00,"0,617273","26,27411","7,326007","0,241496",
22/12/2006 13.00,"0,345422","14,384314",,"0,221676",
22/12/2006 14.00,"0,171801","10,78401","4,395605","0,228138",
22/12/2006 15.00,"0,285532","16,397312",,"0,235624",
22/12/2006 16.00,"0,36333","18,203951","2,930403","0,271599",
22/12/2006 17.00,"0,433377","18,81654",,"0,286808",
22/12/2006 18.00,"0,228285","17,79252","2,442003","0,292718",
22/12/2006 19.00,"0,444005","18,447952",,,
22/12/2006 20.00,"0,586859","11,466693","8,791209",,
22/12/2006 21.00,"0,252828","8,288212",,,
22/12/2006 22.00,"0,201863","8,263551","10,25641",,
22/12/2006 23.00,"0,29064","8,389445",,,
23/12/2006 0.00,"0,310662","16,418084","12,21001",,
23/12/2006 1.00,"0,126061","18,690654",,"0,284325",
23/12/2006 2.00,"0,098172","17,392778","6,837607","0,269708",
23/12/2006 3.00,"0,548107","15,682179",,"0,267579",
