NetC,SIMAGE Brindisi,
27/07/2006 20.00,"0,337863","10,450457"
27/07/2006 21.00,"0,372056","11,121463"
27/07/2006 22.00,"0,32901","12,109137"
27/07/2006 23.00,"0,154915","10,132487"
28/07/2006 0.00,"0,087047","8,041615"
28/07/2006 1.00,"0,181471","10,833334"
28/07/2006 2.00,"0,081146","10,846315"
28/07/2006 3.00,"0,112129","7,591253"
28/07/2006 4.00,"0,146063","7,464062"
28/07/2006 5.00,"0,122457","9,322615"
28/07/2006 6.00,"0,107702","15,370698"
28/07/2006 7.00,"0,09885","17,068316"
28/07/2006 8.00,"0,175571","15,961223"
28/07/2006 9.00,"0,101802","11,300568"
28/07/2006 10.00,"0,171144","12,59584"
28/07/2006 11.00,"0,975661","9,104573"
28/07/2006 12.00,"1,322202","7,726231"
28/07/2006 13.00,"1,026865","7,390084"
28/07/2006 14.00,"0,932788","8,184383"
28/07/2006 15.00,"0,963858","6,62434"
28/07/2006 16.00,"1,194191","8,51404"
28/07/2006 17.00,"0,823783","8,210338"
28/07/2006 18.00,"0,582862","10,103935"
28/07/2006 19.00,"0,531831","9,60685"
28/07/2006 20.00,"0,332482","9,33819"
28/07/2006 21.00,"0,244913","12,075398"
28/07/2006 22.00,"0,191799","15,429093"
28/07/2006 23.00,"0,216881","16,57123"
29/07/2006 0.00,"0,196226","19,530352"
29/07/2006 1.00,,"18,462224"
29/07/2006 2.00,"0,736021",
29/07/2006 3.00,"0,819891","14,271397"
29/07/2006 4.00,"0,813247","10,65552"
29/07/2006 5.00,"0,722445","18,668592"
29/07/2006 6.00,"0,657501","20,063801"
29/07/2006 7.00,"0,640503","25,98209"
29/07/2006 8.00,"0,712235","22,982698"
29/07/2006 9.00,"0,801829","14,390803"
29/07/2006 10.00,"1,663597","9,939105"
29/07/2006 11.00,"2,638631","11,683436"
29/07/2006 12.00,"4,124478","10,132487"
29/07/2006 13.00,"3,408303","8,184383"
29/07/2006 14.00,"2,811203","6,236277"
29/07/2006 15.00,"2,79222","6,94102"
29/07/2006 16.00,"3,007935","7,10585"
29/07/2006 17.00,"2,070868","5,936467"
29/07/2006 18.00,"1,68258","5,713232"
29/07/2006 19.00,"0,964967","9,866424"
29/07/2006 20.00,"1,074465","10,711333"
29/07/2006 21.00,"0,947825","9,294061"
29/07/2006 22.00,"0,925391","7,822275"
29/07/2006 23.00,"0,891711","6,913765"
30/07/2006 0.00,"0,677749","5,944255"
30/07/2006 1.00,"0,670817","7,042255"
30/07/2006 2.00,"0,730787","7,053936"
30/07/2006 3.00,"0,71258","6,534785"
30/07/2006 4.00,"0,586861","6,430956"
30/07/2006 5.00,"0,621664","6,854063"
30/07/2006 6.00,"0,602652","6,005253"
30/07/2006 7.00,"0,627875","7,675616"
30/07/2006 8.00,"0,498475","8,491978"
30/07/2006 9.00,"0,637598","7,789829"
30/07/2006 10.00,"0,643091","6,578915"
30/07/2006 11.00,"0,568684","7,371913"
30/07/2006 12.00,"0,713299","10,114317"
30/07/2006 13.00,"0,832633","8,293403"
30/07/2006 14.00,"0,844022","9,021508"
30/07/2006 15.00,"0,86499","9,008531"
30/07/2006 16.00,"0,800305","12,245421"
30/07/2006 17.00,"0,686752","15,192883"
30/07/2006 18.00,"0,600753","12,110439"
30/07/2006 19.00,"0,688909","12,995592"
30/07/2006 20.00,"0,515157","13,962508"
30/07/2006 21.00,"0,673751","17,564102"
30/07/2006 22.00,"0,59943","22,467453"
30/07/2006 23.00,"0,656782","16,279207"
31/07/2006 0.00,"0,571042","13,723693"
31/07/2006 1.00,,"14,311637"
31/07/2006 2.00,,
31/07/2006 3.00,,"7,846934"
31/07/2006 4.00,,"7,748295"
31/07/2006 5.00,,"8,693147"
31/07/2006 6.00,,"12,547819"
31/07/2006 7.00,,"12,750288"
31/07/2006 8.00,,"11,025419"
31/07/2006 9.00,,"11,445934"
31/07/2006 10.00,,"11,242162"
31/07/2006 11.00,,"10,913805"
31/07/2006 12.00,,"10,080572"
31/07/2006 13.00,,"9,169466"
31/07/2006 14.00,,"7,961148"
31/07/2006 15.00,,"8,116891"
31/07/2006 16.00,,"7,60553"
31/07/2006 17.00,,"7,789829"
31/07/2006 18.00,,"9,052658"
31/07/2006 19.00,,"10,416717"
31/07/2006 20.00,,"9,636699"
31/07/2006 21.00,,"9,93521"
31/07/2006 22.00,,"10,765844"
31/07/2006 23.00,,"12,55561"
01/08/2006 0.00,,"11,961189"
01/08/2006 1.00,,"15,260375"
01/08/2006 2.00,,"14,46219"
01/08/2006 3.00,,"9,954678"
01/08/2006 4.00,,"8,442659"
01/08/2006 5.00,,"10,437488"
01/08/2006 6.00,,"13,996248"
01/08/2006 7.00,,"18,267546"
01/08/2006 8.00,,"15,82365"
01/08/2006 9.00,,"13,166907"
01/08/2006 10.00,,"10,633457"
01/08/2006 11.00,,"9,399191"
01/08/2006 12.00,,"10,33106"
01/08/2006 13.00,,"12,042951"
01/08/2006 14.00,,"10,390758"
01/08/2006 15.00,,"9,945595"
01/08/2006 16.00,,"8,83851"
01/08/2006 17.00,,"8,928063"
01/08/2006 18.00,,"8,973488"
01/08/2006 19.00,,"12,458267"
01/08/2006 20.00,,"18,445348"
01/08/2006 21.00,,"18,577736"
01/08/2006 22.00,,"20,786709"
01/08/2006 23.00,,"14,628318"
02/08/2006 0.00,,"11,035805"
02/08/2006 1.00,,"10,39206"
02/08/2006 2.00,,
02/08/2006 3.00,,"10,941055"
02/08/2006 4.00,,"11,993626"
02/08/2006 5.00,,"17,134504"
02/08/2006 6.00,,"19,22927"
02/08/2006 7.00,,"19,579683"
02/08/2006 8.00,,"19,984626"
02/08/2006 9.00,,"15,403146"
02/08/2006 10.00,,"10,785314"
02/08/2006 11.00,,"8,80087"
02/08/2006 12.00,,"8,594509"
02/08/2006 13.00,,"8,608785"
02/08/2006 14.00,,"7,900147"
02/08/2006 15.00,,"7,992295"
02/08/2006 16.00,,"7,65355"
02/08/2006 17.00,,"6,773594"
02/08/2006 18.00,,"7,060425"
02/08/2006 19.00,,"9,323914"
02/08/2006 20.00,,"11,183754"
02/08/2006 21.00,,"8,712617"
02/08/2006 22.00,,"7,194105"
02/08/2006 23.00,,"7,118829"
03/08/2006 0.00,,"7,207085"
03/08/2006 1.00,,"8,617871"
03/08/2006 2.00,,"10,447864"
03/08/2006 3.00,,"8,887829"
03/08/2006 4.00,,"9,549744"
03/08/2006 5.00,,"12,189608"
03/08/2006 6.00,,"16,745138"
03/08/2006 7.00,,"17,542029"
03/08/2006 8.00,,"12,90604"
03/08/2006 9.00,,"11,381038"
03/08/2006 10.00,,"8,584126"
03/08/2006 11.00,,"7,448488"
03/08/2006 12.00,,"11,238266"
03/08/2006 13.00,,"7,343361"
03/08/2006 14.00,,"6,128553"
03/08/2006 15.00,,"5,332956"
03/08/2006 16.00,,"5,072085"
03/08/2006 17.00,,"5,640551"
03/08/2006 18.00,,"6,218105"
03/08/2006 19.00,,"7,48353"
03/08/2006 20.00,,"8,857976"
03/08/2006 21.00,,"6,611361"
03/08/2006 22.00,,"6,873531"
03/08/2006 23.00,,"6,867041"
04/08/2006 0.00,,"6,488064"
04/08/2006 1.00,,"6,612659"
04/08/2006 2.00,,
04/08/2006 3.00,,"6,555552"
04/08/2006 4.00,,"6,514021"
04/08/2006 5.00,,"8,798277"
04/08/2006 6.00,,"11,466693"
04/08/2006 7.00,,"11,865145"
04/08/2006 8.00,,"10,222037"
04/08/2006 9.00,,"7,251212"
04/08/2006 10.00,,"8,85668"
04/08/2006 11.00,,"8,237595"
04/08/2006 12.00,,"6,977362"
04/08/2006 13.00,,"6,816425"
04/08/2006 14.00,,"5,77553"
04/08/2006 15.00,,"5,574361"
04/08/2006 16.00,,"5,883255"
04/08/2006 17.00,,"6,562041"
04/08/2006 18.00,,"6,119467"
04/08/2006 19.00,,"8,055893"
04/08/2006 20.00,,"9,5147"
04/08/2006 21.00,,"15,631564"
04/08/2006 22.00,,"10,113019"
04/08/2006 23.00,,"7,743107"
05/08/2006 0.00,,"6,758019"
05/08/2006 1.00,,"5,112317"
05/08/2006 2.00,,"7,49651"
05/08/2006 3.00,,"11,068242"
05/08/2006 4.00,,"11,217505"
05/08/2006 5.00,,"20,063801"
05/08/2006 6.00,,"12,549121"
05/08/2006 7.00,,"12,150669"
05/08/2006 8.00,,"9,261617"
05/08/2006 9.00,,"7,948168"
05/08/2006 10.00,,"7,748295"
05/08/2006 11.00,,"11,069545"
05/08/2006 12.00,,"10,347935"
05/08/2006 13.00,,"8,746362"
05/08/2006 14.00,,"6,964381"
05/08/2006 15.00,,"6,375147"
05/08/2006 16.00,,"7,404361"
05/08/2006 17.00,,"9,078615"
05/08/2006 18.00,,"8,511445"
05/08/2006 19.00,,"9,949488"
05/08/2006 20.00,,"15,693867"
05/08/2006 21.00,,"18,442756"
05/08/2006 22.00,,"13,558869"
05/08/2006 23.00,,"12,346649"
06/08/2006 0.00,,"14,053353"
06/08/2006 1.00,,"18,871051"
06/08/2006 2.00,"0,260314",
06/08/2006 3.00,"0,400391","15,035841"
06/08/2006 4.00,"0,260501","12,77106"
06/08/2006 5.00,"0,228742","13,418691"
06/08/2006 6.00,"0,393406","12,284357"
06/08/2006 7.00,"0,329981","12,565996"
06/08/2006 8.00,"0,339667","9,545849"
06/08/2006 9.00,"0,341995","9,037083"
06/08/2006 10.00,"0,362951","7,55621"
06/08/2006 11.00,"0,367514","8,032532"
06/08/2006 12.00,"0,196983","7,771658"
06/08/2006 13.00,"0,227904","10,917699"
06/08/2006 14.00,"0,439695","9,923531"
06/08/2006 15.00,"0,288721","6,190851"
06/08/2006 16.00,"0,368632","9,238254"
06/08/2006 17.00,"0,399087","11,545862"
06/08/2006 18.00,"0,478532","8,869659"
06/08/2006 19.00,"0,320667","10,98518"
06/08/2006 20.00,"0,593276","9,078615"
06/08/2006 21.00,"0,258359","8,154531"
06/08/2006 22.00,"0,180405","6,040297"
06/08/2006 23.00,"0,301108","8,99036"
07/08/2006 0.00,"0,249697","10,493289"
07/08/2006 1.00,"0,305113","8,869659"
07/08/2006 2.00,"0,357642","10,720417"
07/08/2006 3.00,"0,361274","10,259675"
07/08/2006 4.00,"0,250256","9,519892"
07/08/2006 5.00,"0,254261","12,362225"
07/08/2006 6.00,"0,319828","16,760722"
07/08/2006 7.00,"0,496508","25,407133"
07/08/2006 8.00,"0,456553","21,909359"
07/08/2006 9.00,"0,374593","11,869032"
07/08/2006 10.00,"0,214027","7,806702"
07/08/2006 11.00,"0,399181","9,040978"
07/08/2006 12.00,"0,360064","9,447211"
07/08/2006 13.00,"0,378598","10,346633"
07/08/2006 14.00,"0,328956","7,627593"
07/08/2006 15.00,"0,474527","7,421233"
07/08/2006 16.00,"0,435782","7,705467"
07/08/2006 17.00,"0,482257","7,03836"
07/08/2006 18.00,"0,618422","8,011766"
07/08/2006 19.00,"0,529012","10,764543"
07/08/2006 20.00,"0,325044","13,096823"
07/08/2006 21.00,"0,358853","19,253915"
07/08/2006 22.00,"0,252584","15,436885"
07/08/2006 23.00,"0,396479","16,497248"
08/08/2006 0.00,"0,453479","15,630272"
08/08/2006 1.00,,"14,271397"
08/08/2006 2.00,"0,517997",
08/08/2006 3.00,"0,256108","16,105287"
08/08/2006 4.00,"0,246815","14,454399"
08/08/2006 5.00,"0,340586","18,642632"
08/08/2006 6.00,"0,301175","17,203288"
08/08/2006 7.00,"0,242649","15,273353"
08/08/2006 8.00,"0,334992","13,170804"
08/08/2006 9.00,"0,256201","11,203222"
08/08/2006 10.00,"0,40999","9,153893"
08/08/2006 11.00,"0,389135","6,798255"
08/08/2006 12.00,"0,812583","9,788551"
08/08/2006 13.00,"1,943189","12,567289"
08/08/2006 14.00,"2,26581","11,257735"
08/08/2006 15.00,"1,905891","7,51468"
08/08/2006 16.00,"1,398649","6,192147"
08/08/2006 17.00,"1,154351","6,467296"
08/08/2006 18.00,"0,754617","8,458232"
08/08/2006 19.00,"0,612669","11,125358"
08/08/2006 20.00,"0,538945","13,455034"
08/08/2006 21.00,"0,499472","16,835993"
08/08/2006 22.00,"0,541587","29,767984"
08/08/2006 23.00,"0,563096","13,195461"
09/08/2006 0.00,"0,448127","16,303863"
09/08/2006 1.00,"0,376454","18,543998"
09/08/2006 2.00,"0,307205","19,928814"
09/08/2006 3.00,"0,487941","18,457037"
09/08/2006 4.00,"0,487506","16,349288"
09/08/2006 5.00,"0,493132","15,327864"
09/08/2006 6.00,"0,56322","21,194233"
09/08/2006 7.00,"0,411854","16,512822"
09/08/2006 8.00,"0,282527","15,179905"
09/08/2006 9.00,"0,206875","10,450457"
09/08/2006 10.00,"0,248493","9,364147"
09/08/2006 11.00,"0,547089","7,861213"
09/08/2006 12.00,"0,409959","8,267446"
09/08/2006 13.00,"0,383975","8,19087"
09/08/2006 14.00,"0,318363","7,214872"
09/08/2006 15.00,"0,271679","5,482212"
09/08/2006 16.00,"0,255455","5,423808"
09/08/2006 17.00,"0,303257","6,262234"
09/08/2006 18.00,"0,37462","7,675616"
09/08/2006 19.00,"0,39849","8,210338"
09/08/2006 20.00,"0,372226","19,068334"
09/08/2006 21.00,"0,242431","15,893733"
09/08/2006 22.00,"0,24756","16,233778"
09/08/2006 23.00,"0,274881","16,703604"
10/08/2006 0.00,"0,217505","11,614654"
10/08/2006 1.00,,"5,710637"
10/08/2006 2.00,"0,517303",
10/08/2006 3.00,"0,487071",
10/08/2006 4.00,"0,899123",
10/08/2006 5.00,"2,179691",
10/08/2006 6.00,"2,095714",
10/08/2006 7.00,"2,252472",
10/08/2006 8.00,"2,250606",
10/08/2006 9.00,"2,411097",
10/08/2006 10.00,"2,345781",
10/08/2006 11.00,"2,271134",
10/08/2006 12.00,"2,379372",
10/08/2006 13.00,"2,196487",
10/08/2006 14.00,"2,593422",
10/08/2006 15.00,"1,455616",
10/08/2006 16.00,"1,296991",
10/08/2006 17.00,"0,868704",
10/08/2006 18.00,"0,344122",
10/08/2006 19.00,"0,666597",
10/08/2006 20.00,"0,891658",
10/08/2006 21.00,"0,797976",
10/08/2006 22.00,"0,906214",
10/08/2006 23.00,"0,847989",
11/08/2006 0.00,"0,84407",
11/08/2006 1.00,"0,79331",
11/08/2006 2.00,"1,185767",
11/08/2006 3.00,"1,094884",
11/08/2006 4.00,"0,841458",
11/08/2006 5.00,"1,088912",
11/08/2006 6.00,"2,162895",
11/08/2006 7.00,"2,069587",
11/08/2006 8.00,"2,017334",
11/08/2006 9.00,"2,153565",
11/08/2006 10.00,"1,78033",
11/08/2006 11.00,"1,333194",
11/08/2006 12.00,"1,450017",
11/08/2006 13.00,"0,913492",
11/08/2006 14.00,"1,250336",
11/08/2006 15.00,"1,367906",
11/08/2006 16.00,"1,31192",
11/08/2006 17.00,"1,250336",
11/08/2006 18.00,"1,192485",
11/08/2006 19.00,"1,134633",
11/08/2006 20.00,"1,679556",
11/08/2006 21.00,"1,651564",
11/08/2006 22.00,"1,968813",
11/08/2006 23.00,"2,203952",
12/08/2006 0.00,"1,909096",
12/08/2006 1.00,,
12/08/2006 2.00,,
12/08/2006 3.00,,
12/08/2006 4.00,,
12/08/2006 5.00,,
12/08/2006 6.00,,
12/08/2006 7.00,,
12/08/2006 8.00,,
12/08/2006 9.00,,
12/08/2006 10.00,,
12/08/2006 11.00,,
12/08/2006 12.00,,
12/08/2006 13.00,,
12/08/2006 14.00,,
12/08/2006 15.00,,
12/08/2006 16.00,,
12/08/2006 17.00,,
12/08/2006 18.00,,
12/08/2006 19.00,,
12/08/2006 20.00,,
12/08/2006 21.00,,
12/08/2006 22.00,,
12/08/2006 23.00,,
13/08/2006 0.00,,
13/08/2006 1.00,,
13/08/2006 2.00,,
13/08/2006 3.00,,
13/08/2006 4.00,,
13/08/2006 5.00,,
13/08/2006 6.00,,
13/08/2006 7.00,,
13/08/2006 8.00,,
13/08/2006 9.00,,
13/08/2006 10.00,,
13/08/2006 11.00,,
13/08/2006 12.00,,
13/08/2006 13.00,,
13/08/2006 14.00,,
13/08/2006 15.00,,
13/08/2006 16.00,,
13/08/2006 17.00,,
13/08/2006 18.00,,
13/08/2006 19.00,,
13/08/2006 20.00,,
13/08/2006 21.00,,
13/08/2006 22.00,,
13/08/2006 23.00,,
14/08/2006 0.00,,
14/08/2006 1.00,,
14/08/2006 2.00,"0,377318",
14/08/2006 3.00,"0,498331",
14/08/2006 4.00,"0,422792",
14/08/2006 5.00,"0,40563",
14/08/2006 6.00,"0,507727",
14/08/2006 7.00,"0,717683",
14/08/2006 8.00,"0,693129",
14/08/2006 9.00,"0,431436",
14/08/2006 10.00,"0,432187",
14/08/2006 11.00,"0,410891",
14/08/2006 12.00,"0,507351",
14/08/2006 13.00,"0,458495","6,841084"
14/08/2006 14.00,"0,436823","5,191489"
14/08/2006 15.00,"0,351513","4,811211"
14/08/2006 16.00,"0,374563","4,720361"
14/08/2006 17.00,"0,497329","5,888445"
14/08/2006 18.00,"0,599426","5,701551"
14/08/2006 19.00,"0,556081","7,850828"
14/08/2006 20.00,"0,511735","12,951459"
14/08/2006 21.00,"0,430935","14,105269"
14/08/2006 22.00,"0,480041","16,629635"
14/08/2006 23.00,"0,603685","15,644544"
15/08/2006 0.00,"0,349758","16,445332"
15/08/2006 1.00,"0,266703","14,283073"
15/08/2006 2.00,"0,334976","13,774307"
15/08/2006 3.00,"0,429682","14,207802"
15/08/2006 4.00,"0,469143","12,603632"
15/08/2006 5.00,"0,504971","12,65035"
15/08/2006 6.00,"0,657552","14,081906"
15/08/2006 7.00,"0,598173","15,429093"
15/08/2006 8.00,"0,589655","14,201313"
15/08/2006 9.00,"0,452607","10,468633"
15/08/2006 10.00,"0,579007","8,049403"
15/08/2006 11.00,"0,599426","7,872891"
15/08/2006 12.00,"0,756267","10,049423"
15/08/2006 13.00,"1,010944","5,848211"
15/08/2006 14.00,"2,093294","10,828147"
15/08/2006 15.00,"3,209467","14,074124"
15/08/2006 16.00,"1,800157","7,944275"
15/08/2006 17.00,"1,277773","7,983212"
15/08/2006 18.00,"1,089866","6,751532"
15/08/2006 19.00,"1,217643","8,573745"
15/08/2006 20.00,"0,905716","11,582207"
15/08/2006 21.00,"0,74662","13,382358"
15/08/2006 22.00,"0,61258","22,763373"
15/08/2006 23.00,"0,483675","16,842481"
16/08/2006 0.00,"0,594039","17,47455"
16/08/2006 1.00,,"12,93978"
16/08/2006 2.00,"0,141948",
16/08/2006 3.00,"0,130527","9,975444"
16/08/2006 4.00,"0,233316","9,632806"
16/08/2006 5.00,"0,097895","11,974167"
16/08/2006 6.00,"0,337738","14,482951"
16/08/2006 7.00,"0,392082","18,418101"
16/08/2006 8.00,"0,290422","14,630911"
16/08/2006 9.00,"0,223526","19,103375"
16/08/2006 10.00,"0,16479","13,195461"
16/08/2006 11.00,"0,301843","7,244723"
16/08/2006 12.00,"0,531896","6,630829"
16/08/2006 13.00,"0,82671","6,026022"
16/08/2006 14.00,"1,048856","6,69183"
16/08/2006 15.00,"1,277026","5,878063"
16/08/2006 16.00,"0,994261","5,327765"
16/08/2006 17.00,"1,135456","5,243404"
16/08/2006 18.00,"0,902641","6,099999"
16/08/2006 19.00,"0,651001","9,458894"
16/08/2006 20.00,"0,612471","14,811308"
16/08/2006 21.00,"0,406264","18,005378"
16/08/2006 22.00,"0,417685","16,790565"
16/08/2006 23.00,"0,345895","15,181207"
17/08/2006 0.00,"0,28879","12,646467"
17/08/2006 1.00,"0,32983","12,691882"
17/08/2006 2.00,"0,282263","12,598443"
17/08/2006 3.00,"0,321422","11,924844"
17/08/2006 4.00,"0,249632","17,061826"
17/08/2006 5.00,"0,318158","18,351911"
17/08/2006 6.00,"0,450316","19,388904"
17/08/2006 7.00,"0,295316","18,64782"
17/08/2006 8.00,"0,223526","14,756796"
17/08/2006 9.00,"0,243106","15,275946"
17/08/2006 10.00,"0,610212","12,754185"
17/08/2006 11.00,"1,792482","14,085801"
17/08/2006 12.00,"4,058875","14,366137"
17/08/2006 13.00,"3,441383","8,895616"
17/08/2006 14.00,"2,782475","7,782042"
17/08/2006 15.00,"2,294883","7,304425"
17/08/2006 16.00,"1,634092","7,334275"
17/08/2006 17.00,"1,148759","10,952743"
17/08/2006 18.00,"0,995265","10,179205"
17/08/2006 19.00,"0,93816","10,724314"
17/08/2006 20.00,"0,707479","19,235752"
17/08/2006 21.00,"0,655896","28,135251"
17/08/2006 22.00,"0,244737","22,545327"
17/08/2006 23.00,"0,389948","21,497934"
18/08/2006 0.00,"0,540305","19,478461"
18/08/2006 1.00,,"16,620541"
18/08/2006 2.00,"0,642224",
18/08/2006 3.00,"0,390478","15,780826"
18/08/2006 4.00,"0,457101","18,915187"
18/08/2006 5.00,"0,529274","24,06772"
18/08/2006 6.00,"0,91856","39,361847"
18/08/2006 7.00,"0,882866","40,506578"
18/08/2006 8.00,"0,771735","37,861518"
18/08/2006 9.00,"0,571869","25,635559"
18/08/2006 10.00,"1,824168","12,321993"
18/08/2006 11.00,"2,89448","8,812553"
18/08/2006 12.00,"2,97164","7,970233"
18/08/2006 13.00,"2,216967","6,602275"
18/08/2006 14.00,"1,611316","5,83134"
18/08/2006 15.00,"1,437453","6,022127"
18/08/2006 16.00,"1,364306","7,053936"
18/08/2006 17.00,"1,20161","6,865743"
18/08/2006 18.00,"0,784815","7,613318"
18/08/2006 19.00,"0,533038","9,971552"
18/08/2006 20.00,"0,723682","16,485562"
18/08/2006 21.00,"0,590407","21,690033"
18/08/2006 22.00,"0,78676","25,38767"
18/08/2006 23.00,"0,408985","18,86197"
19/08/2006 0.00,"0,597903","17,451184"
19/08/2006 1.00,"0,566317","16,990439"
19/08/2006 2.00,"0,507067","13,085147"
19/08/2006 3.00,"0,444146","14,424544"
19/08/2006 4.00,"0,619954","16,810033"
19/08/2006 5.00,"0,60515","18,968394"
19/08/2006 6.00,"0,52573","16,706209"
19/08/2006 7.00,"0,388628","15,993673"
19/08/2006 8.00,"0,444178","15,763951"
19/08/2006 9.00,"0,462653","18,959314"
19/08/2006 10.00,"0,466353","18,638737"
19/08/2006 11.00,"1,499495","10,913805"
19/08/2006 12.00,"2,414575","7,140893"
19/08/2006 13.00,"3,088324","7,521169"
19/08/2006 14.00,"3,91263","11,709395"
19/08/2006 15.00,"3,342391","8,088339"
19/08/2006 16.00,"3,174894","9,242147"
19/08/2006 17.00,"3,099615","8,315465"
19/08/2006 18.00,"1,944238","7,488723"
19/08/2006 19.00,"1,259983","13,639328"
19/08/2006 20.00,"1,200042","24,702388"
19/08/2006 21.00,"1,096407","29,146298"
19/08/2006 22.00,"1,032797","33,134652"
19/08/2006 23.00,"0,905356","30,122297"
20/08/2006 0.00,"0,816401","31,422763"
20/08/2006 1.00,,"31,952311"
20/08/2006 2.00,"0,929896",
20/08/2006 3.00,"0,650694","26,331221"
20/08/2006 4.00,"0,732716","26,07293"
20/08/2006 5.00,"0,807557","21,243562"
20/08/2006 6.00,"1,000201","27,662834"
20/08/2006 7.00,"0,621275","26,851669"
20/08/2006 8.00,"0,820408","29,032093"
20/08/2006 9.00,"1,197948","18,972291"
20/08/2006 10.00,"2,740363","16,706209"
20/08/2006 11.00,"4,961004","20,045617"
20/08/2006 12.00,"6,416232","13,129272"
20/08/2006 13.00,"6,397333","10,924179"
20/08/2006 14.00,"4,454508","9,870318"
20/08/2006 15.00,"3,494436","10,672396"
20/08/2006 16.00,"3,093776","7,759978"
20/08/2006 17.00,"1,689072","6,669765"
20/08/2006 18.00,"0,873578","8,833317"
20/08/2006 19.00,"0,518968","11,205826"
20/08/2006 20.00,"0,867782","8,382955"
20/08/2006 21.00,"0,590092","8,294699"
20/08/2006 22.00,"0,551727","9,900168"
20/08/2006 23.00,"0,398266","10,768439"
21/08/2006 0.00,"0,703359","12,564695"
21/08/2006 1.00,"0,517204","12,843737"
21/08/2006 2.00,"0,429323","10,989076"
21/08/2006 3.00,"0,540765","11,108483"
21/08/2006 4.00,"0,412882","12,784039"
21/08/2006 5.00,"0,70525","19,200704"
21/08/2006 6.00,"0,688996","25,922378"
21/08/2006 7.00,"0,445765","26,880215"
21/08/2006 8.00,"0,37817","16,816523"
21/08/2006 9.00,"0,394612","10,161041"
21/08/2006 10.00,"0,456728","6,813829"
21/08/2006 11.00,"0,412882","6,573721"
21/08/2006 12.00,"0,717408","9,121446"
21/08/2006 13.00,"3,322454","16,507635"
21/08/2006 14.00,"2,004875","5,929978"
21/08/2006 15.00,"1,209413","9,458892"
21/08/2006 16.00,"0,982436","13,64712"
21/08/2006 17.00,"1,06597","11,404401"
21/08/2006 18.00,"0,957867","13,436868"
21/08/2006 19.00,"1,173253","24,092385"
21/08/2006 20.00,"0,899469","21,13714"
21/08/2006 21.00,"0,477075","9,162977"
21/08/2006 22.00,"0,590154","6,129851"
21/08/2006 23.00,"0,674381","5,688574"
22/08/2006 0.00,"0,495092","6,516618"
22/08/2006 1.00,,"7,561403"
22/08/2006 2.00,"0,49067",
22/08/2006 3.00,"0,444523","7,248615"
22/08/2006 4.00,"0,257762","8,538701"
22/08/2006 5.00,"0,3785","8,595807"
22/08/2006 6.00,"0,612763","10,364799"
22/08/2006 7.00,"0,401305","12,068909"
22/08/2006 8.00,"0,237696","10,362206"
22/08/2006 9.00,"0,371979","9,162977"
22/08/2006 10.00,"0,242327","7,801508"
22/08/2006 11.00,"0,319501","7,414744"
22/08/2006 12.00,"0,421906","6,092211"
22/08/2006 13.00,"0,546392","6,225893"
22/08/2006 14.00,"0,42808","6,903381"
22/08/2006 15.00,"0,551023","7,342063"
22/08/2006 16.00,"0,52239","6,730764"
22/08/2006 17.00,"0,480023","8,154531"
22/08/2006 18.00,"0,498545","8,615275"
22/08/2006 19.00,"0,569923","10,876169"
22/08/2006 20.00,"0,362718","12,830759"
22/08/2006 21.00,"0,461501","13,880737"
22/08/2006 22.00,"0,401652","14,026102"
22/08/2006 23.00,"0,506263","11,13314"
23/08/2006 0.00,"0,456871","10,128594"
23/08/2006 1.00,"0,373523","12,729528"
23/08/2006 2.00,"0,485","13,728892"
23/08/2006 3.00,"0,31487","9,958571"
23/08/2006 4.00,"0,561324","8,138955"
23/08/2006 5.00,"0,447956","12,715247"
23/08/2006 6.00,"0,434065","17,699083"
