NetC,SIMAGE Brindisi,
02/07/2006 7.00,"0,292547","7,207085"
02/07/2006 8.00,"0,213403","7,018893"
02/07/2006 9.00,"0,154046","6,356977"
02/07/2006 10.00,"0,172419","5,880658"
02/07/2006 11.00,"0,315794","6,041595"
02/07/2006 12.00,"0,128608","5,453659"
02/07/2006 13.00,"0,356779","4,67753"
02/07/2006 14.00,"0,467793","4,547743"
02/07/2006 15.00,"0,38441","4,729447"
02/07/2006 16.00,"0,308266","4,825488"
02/07/2006 17.00,"0,209164","4,895574"
02/07/2006 18.00,"0,110235","6,547764"
02/07/2006 19.00,"0,227536","5,992277"
02/07/2006 20.00,"0,279828","5,849509"
02/07/2006 21.00,"0,268522","6,2817"
02/07/2006 22.00,"0,254388","9,718466"
02/07/2006 23.00,"0,28548","8,808658"
03/07/2006 0.00,"0,270251","7,608127"
03/07/2006 1.00,,"8,048105"
03/07/2006 2.00,"0,336442",
03/07/2006 3.00,"0,20673","8,106511"
03/07/2006 4.00,"0,25402","7,296637"
03/07/2006 5.00,"0,210783","7,985808"
03/07/2006 6.00,"0,35671","9,112361"
03/07/2006 7.00,"0,288173","8,781403"
03/07/2006 8.00,"0,255515","9,238254"
03/07/2006 9.00,"0,194568","7,924806"
03/07/2006 10.00,"0,140522","6,964381"
03/07/2006 11.00,"0,087826","6,450424"
03/07/2006 12.00,"0,182782","6,47768"
03/07/2006 13.00,"0,193218","6,351786"
03/07/2006 14.00,"0,256722","5,765148"
03/07/2006 15.00,"0,238554","6,938424"
03/07/2006 16.00,"0,290502","8,363487"
03/07/2006 17.00,"0,247264","6,681445"
03/07/2006 18.00,"0,194722",
03/07/2006 19.00,"0,328335","7,53285"
03/07/2006 20.00,"0,2878","8,638638"
03/07/2006 21.00,"0,209432","8,007873"
03/07/2006 22.00,"0,297028","9,578298"
03/07/2006 23.00,"0,248616","8,933254"
04/07/2006 0.00,"0,309418","8,184383"
04/07/2006 1.00,"0,220242","8,220722"
04/07/2006 2.00,"0,255372","8,724297"
04/07/2006 3.00,"0,207103","8,236297"
04/07/2006 4.00,"0,128362","6,599679"
04/07/2006 5.00,"0,298609","9,177254"
04/07/2006 6.00,"0,304014","10,821658"
04/07/2006 7.00,"0,247264","13,953416"
04/07/2006 8.00,"0,242607","15,814567"
04/07/2006 9.00,"0,20673","10,80997"
04/07/2006 10.00,"0,405122","10,658127"
04/07/2006 11.00,"1,09974","17,841844"
04/07/2006 12.00,"1,526222","16,66597"
04/07/2006 13.00,"1,144961","21,988535"
04/07/2006 14.00,"1,561467","22,964535"
04/07/2006 15.00,"1,478011","13,930059"
04/07/2006 16.00,"1,143926","9,787254"
04/07/2006 17.00,"1,220943","19,03199"
04/07/2006 18.00,"0,96192","8,870957"
04/07/2006 19.00,"0,95755","6,268723"
04/07/2006 20.00,"0,758352","10,588042"
04/07/2006 21.00,"0,69433","14,194823"
04/07/2006 22.00,"0,584224","10,000106"
04/07/2006 23.00,"0,418864","8,717808"
05/07/2006 0.00,"0,49933","9,522488"
05/07/2006 1.00,,"9,814508"
05/07/2006 2.00,"0,409039",
05/07/2006 3.00,"0,364323","7,771658"
05/07/2006 4.00,"0,406767","7,319998"
05/07/2006 5.00,"0,443318","8,257061"
05/07/2006 6.00,"0,455109","11,814521"
05/07/2006 7.00,"0,357249","13,897613"
05/07/2006 8.00,"0,368779","9,030594"
05/07/2006 9.00,"0,404151","7,195403"
05/07/2006 10.00,"0,91131","7,260296"
05/07/2006 11.00,"1,330127","5,94036"
05/07/2006 12.00,"1,509657","5,488702"
05/07/2006 13.00,"1,035971","5,92219"
05/07/2006 14.00,"0,721139","5,10583"
05/07/2006 15.00,"1,09777","9,296658"
05/07/2006 16.00,"1,739685","20,579046"
05/07/2006 17.00,"1,071487","8,245381"
05/07/2006 18.00,"0,582617","9,548446"
05/07/2006 19.00,"0,749638","8,876146"
05/07/2006 20.00,"0,799847","8,98387"
05/07/2006 21.00,"0,790674","12,768456"
05/07/2006 22.00,"0,622935","12,712655"
05/07/2006 23.00,"0,584831","10,878762"
06/07/2006 0.00,"0,479149","9,680829"
06/07/2006 1.00,"0,458646","8,38685"
06/07/2006 2.00,"0,361965","7,621106"
06/07/2006 3.00,"0,360613","7,482233"
06/07/2006 4.00,"0,307729","7,439403"
06/07/2006 5.00,"0,389629","10,219442"
06/07/2006 6.00,"0,244061","12,588059"
06/07/2006 7.00,"0,358427","13,68735"
06/07/2006 8.00,"0,353712","16,889201"
06/07/2006 9.00,"0,298296","13,204544"
06/07/2006 10.00,"0,388449","10,687969"
06/07/2006 11.00,"0,352532","13,806756"
06/07/2006 12.00,"0,744922","14,717868"
06/07/2006 13.00,"1,431409","18,279224"
06/07/2006 14.00,"1,472877","6,170085"
06/07/2006 15.00,"1,198592","5,359533"
06/07/2006 16.00,"1,177111","4,920234"
06/07/2006 17.00,"1,441647","5,059106"
06/07/2006 18.00,"1,019609","5,593829"
06/07/2006 19.00,"0,732528","7,121424"
06/07/2006 20.00,"0,647033","11,042295"
06/07/2006 21.00,"0,748258","15,369396"
06/07/2006 22.00,"0,580661","19,159176"
06/07/2006 23.00,"0,548166","24,485645"
07/07/2006 0.00,"0,439781","22,272773"
07/07/2006 1.00,,"22,203979"
07/07/2006 2.00,"0,691583",
07/07/2006 3.00,"0,616233","18,257162"
07/07/2006 4.00,"0,603529","15,226634"
07/07/2006 5.00,"0,780793","15,343438"
07/07/2006 6.00,"0,685954","16,606271"
07/07/2006 7.00,"0,834347","27,556412"
07/07/2006 8.00,"0,742828","29,901652"
07/07/2006 9.00,"0,541459","19,012521"
07/07/2006 10.00,"0,521395","11,715883"
07/07/2006 11.00,"0,616088","12,47385"
07/07/2006 12.00,"0,826551","10,660719"
07/07/2006 13.00,"1,131131","8,921573"
07/07/2006 14.00,"1,055347","7,362829"
07/07/2006 15.00,"0,577114","6,694424"
07/07/2006 16.00,"0,787288","6,73336"
07/07/2006 17.00,"0,626193","7,749594"
07/07/2006 18.00,"0,496999","8,650318"
07/07/2006 19.00,"0,458891","11,100691"
07/07/2006 20.00,"0,576825","12,362225"
07/07/2006 21.00,"0,708906","12,55561"
07/07/2006 22.00,"0,654196","12,146785"
07/07/2006 23.00,"0,481409","11,857353"
08/07/2006 0.00,"0,420782","9,109764"
08/07/2006 1.00,"0,404903","9,549744"
08/07/2006 2.00,"0,730702","9,892382"
08/07/2006 3.00,"0,465242","8,921573"
08/07/2006 4.00,"0,379931","11,321328"
08/07/2006 5.00,"0,439836","17,564102"
08/07/2006 6.00,"0,546367","18,874947"
08/07/2006 7.00,"0,504938","18,850289"
08/07/2006 8.00,"0,392201","19,542055"
08/07/2006 9.00,"0,479533","14,340189"
08/07/2006 10.00,"0,403316","9,852148"
08/07/2006 11.00,"0,417895","11,945615"
08/07/2006 12.00,"0,539871","9,658764"
08/07/2006 13.00,"0,825396","9,1487"
08/07/2006 14.00,"0,863938","7,156467"
08/07/2006 15.00,"0,73027","6,539977"
08/07/2006 16.00,"0,632544","7,016298"
08/07/2006 17.00,"0,519374","11,767801"
08/07/2006 18.00,"0,723918","17,996294"
08/07/2006 19.00,"0,408079","17,721146"
08/07/2006 20.00,"0,381085","12,594549"
08/07/2006 21.00,"0,438249","20,520634"
08/07/2006 22.00,"0,473182","22,781536"
08/07/2006 23.00,"0,543335","17,090379"
09/07/2006 0.00,"0,599199","16,122163"
09/07/2006 1.00,,"13,98976"
09/07/2006 2.00,"0,415051",
09/07/2006 3.00,"0,687378","10,571165"
09/07/2006 4.00,"0,406849","11,16689"
09/07/2006 5.00,"0,545171","12,802207"
09/07/2006 6.00,"0,648091","12,281765"
09/07/2006 7.00,"0,60915","11,320038"
09/07/2006 8.00,"0,401928","10,758053"
09/07/2006 9.00,"0,459345","9,399191"
09/07/2006 10.00,"0,595595","8,717808"
09/07/2006 11.00,"0,469189","8,184383"
09/07/2006 12.00,"0,37093","7,639275"
09/07/2006 13.00,"0,29892","6,530893"
09/07/2006 14.00,"0,357633","7,238231"
09/07/2006 15.00,"0,44294","6,577616"
09/07/2006 16.00,"0,35297","5,155148"
09/07/2006 17.00,"0,594041","6,249255"
09/07/2006 18.00,"0,465993","7,264191"
09/07/2006 19.00,"0,63678","10,998158"
09/07/2006 20.00,"0,569519","9,004636"
09/07/2006 21.00,"0,615194","6,730764"
09/07/2006 22.00,"0,531701","8,628253"
09/07/2006 23.00,"0,526607","9,076019"
10/07/2006 0.00,"0,594472","11,988438"
10/07/2006 1.00,"0,396228","15,564074"
10/07/2006 2.00,"0,705682","12,002719"
10/07/2006 3.00,"0,50528","11,034503"
10/07/2006 4.00,"0,570038","8,24019"
10/07/2006 5.00,"0,494919","8,970891"
10/07/2006 6.00,"0,693163","11,971563"
10/07/2006 7.00,"0,572628","13,178583"
10/07/2006 8.00,"0,588947","12,970925"
10/07/2006 9.00,"0,423254","9,209701"
10/07/2006 10.00,"0,359706","8,115594"
10/07/2006 11.00,"0,4021","11,147421"
10/07/2006 12.00,"0,562784","12,942373"
10/07/2006 13.00,"0,820001","8,302489"
10/07/2006 14.00,"1,088873","12,536142"
10/07/2006 15.00,"0,911006","8,538701"
10/07/2006 16.00,"0,976109","12,016992"
10/07/2006 17.00,"1,437699","19,740615"
10/07/2006 18.00,"1,288931","10,577656"
10/07/2006 19.00,"0,863604","9,159084"
10/07/2006 20.00,"0,483954","9,736636"
10/07/2006 21.00,"0,826045","9,522488"
10/07/2006 22.00,"0,753084","11,571821"
10/07/2006 23.00,"0,753084","9,013722"
11/07/2006 0.00,"0,698861","7,28236"
11/07/2006 1.00,,"7,6237"
11/07/2006 2.00,"0,666555",
11/07/2006 3.00,"0,375595","8,197361"
11/07/2006 4.00,"0,537809","7,660042"
11/07/2006 5.00,"0,365675","7,238231"
11/07/2006 6.00,"0,546689","11,560143"
11/07/2006 7.00,"0,436571","15,275946"
11/07/2006 8.00,"0,379356","13,042313"
11/07/2006 9.00,"0,558663","8,894318"
11/07/2006 10.00,"0,856016","6,059764"
11/07/2006 11.00,"1,092278","6,325829"
11/07/2006 12.00,"0,754055","5,091553"
11/07/2006 13.00,"1,171418","9,300551"
11/07/2006 14.00,"1,015626","9,898871"
11/07/2006 15.00,"1,277313","12,808696"
11/07/2006 16.00,"1,238467","24,885387"
11/07/2006 17.00,"1,366722","16,299965"
11/07/2006 18.00,"0,999573","8,28951"
11/07/2006 19.00,"0,774418","7,609425"
11/07/2006 20.00,"0,807942","8,32585"
11/07/2006 21.00,"0,673353","8,672383"
11/07/2006 22.00,"0,645671","9,43034"
11/07/2006 23.00,"0,6258","11,239568"
12/07/2006 0.00,"0,510937","7,776849"
12/07/2006 1.00,"0,410451","8,380361"
12/07/2006 2.00,"0,483573","7,083786"
12/07/2006 3.00,"0,500726","7,022786"
12/07/2006 4.00,"0,490053","7,416042"
12/07/2006 5.00,"0,594242","8,843702"
12/07/2006 6.00,"0,483573","10,150656"
12/07/2006 7.00,"0,490053","11,688634"
12/07/2006 8.00,"0,449674","13,108499"
12/07/2006 9.00,"0,426851","13,854778"
12/07/2006 10.00,"1,008077","10,395945"
12/07/2006 11.00,"3,104843","7,235637"
12/07/2006 12.00,"4,533174","10,541311"
12/07/2006 13.00,"2,868812","5,844319"
12/07/2006 14.00,"1,850063","5,392658"
12/07/2006 15.00,"1,332619","5,722318"
12/07/2006 16.00,"2,396752","12,660736"
12/07/2006 17.00,"3,995164","24,420751"
12/07/2006 18.00,"2,539065","18,293505"
12/07/2006 19.00,"1,133786","9,322615"
12/07/2006 20.00,"0,652845","7,713255"
12/07/2006 21.00,"0,522044","9,138318"
12/07/2006 22.00,"0,593287","8,070169"
12/07/2006 23.00,"0,753332","9,192828"
13/07/2006 0.00,"0,671848","8,138955"
13/07/2006 1.00,,"8,234999"
13/07/2006 2.00,"0,369942",
13/07/2006 3.00,"0,350048","6,937126"
13/07/2006 4.00,"0,330212","7,034468"
13/07/2006 5.00,"0,256999","9,366742"
13/07/2006 6.00,"0,285394","11,99623"
13/07/2006 7.00,"0,311418","11,981949"
13/07/2006 8.00,"0,251331","12,812593"
13/07/2006 9.00,"0,242772","12,486819"
13/07/2006 10.00,"0,241095","12,655548"
13/07/2006 11.00,"0,390587","10,729501"
13/07/2006 12.00,"0,63041","7,900147"
13/07/2006 13.00,"0,558469","10,610103"
13/07/2006 14.00,"1,27279","21,656287"
13/07/2006 15.00,"2,184255","17,531654"
13/07/2006 16.00,"1,243239","6,42836"
13/07/2006 17.00,"0,690322","6,458212"
13/07/2006 18.00,"0,554941","6,854063"
13/07/2006 19.00,"0,398799","6,828106"
13/07/2006 20.00,"0,312979","7,675616"
13/07/2006 21.00,"0,287187","7,719743"
13/07/2006 22.00,"0,439396","8,284317"
13/07/2006 23.00,"0,379946","7,779446"
14/07/2006 0.00,"0,376071","7,676915"
14/07/2006 1.00,"0,286087","7,45887"
14/07/2006 2.00,"0,260758","6,658085"
14/07/2006 3.00,"0,28684","6,228489"
14/07/2006 4.00,"0,21247","7,251212"
14/07/2006 5.00,"0,228835","8,902105"
14/07/2006 6.00,"0,262088","10,851502"
14/07/2006 7.00,"0,219236","12,271378"
14/07/2006 8.00,"0,296728","10,796991"
14/07/2006 9.00,"0,202118","10,041637"
14/07/2006 10.00,"0,274927","8,366084"
14/07/2006 11.00,"0,241732","7,172042"
14/07/2006 12.00,"0,284758","7,505596"
14/07/2006 13.00,"0,317547","7,865106"
14/07/2006 14.00,"0,377922","8,708722"
14/07/2006 15.00,"0,527703","9,384914"
14/07/2006 16.00,"0,448476","7,197999"
14/07/2006 17.00,"0,358954","6,183062"
14/07/2006 18.00,"0,357798","6,667169"
14/07/2006 19.00,"0,302107","6,560745"
14/07/2006 20.00,"0,243929","7,10585"
14/07/2006 21.00,"0,343571","7,711956"
14/07/2006 22.00,"0,3124","9,135723"
14/07/2006 23.00,"0,289731","8,463424"
15/07/2006 0.00,"0,271573","7,454977"
15/07/2006 1.00,,"6,538678"
15/07/2006 2.00,"0,715343",
15/07/2006 3.00,"0,744818","9,140915"
15/07/2006 4.00,"0,746551","7,71715"
15/07/2006 5.00,"0,798546","8,359594"
15/07/2006 6.00,"0,646054","8,902105"
15/07/2006 7.00,"0,666869","8,737276"
15/07/2006 8.00,"0,623535","9,230467"
15/07/2006 9.00,"0,60962","8,626955"
15/07/2006 10.00,"0,742683","8,837212"
15/07/2006 11.00,"1,075671","12,268784"
15/07/2006 12.00,"1,368442","9,24085"
15/07/2006 13.00,"1,209079","9,614637"
15/07/2006 14.00,"1,252385","5,993573"
15/07/2006 15.00,"0,848636","5,09934"
15/07/2006 16.00,"0,935361","5,135679"
15/07/2006 17.00,"0,978696","5,161639"
15/07/2006 18.00,"0,921533","5,660021"
15/07/2006 19.00,"0,833161","6,550361"
15/07/2006 20.00,"0,60962","6,116872"
15/07/2006 21.00,"0,697962","7,147381"
15/07/2006 22.00,"0,87303","6,787871"
15/07/2006 23.00,"0,758705","5,933871"
16/07/2006 0.00,"0,781224","6,234978"
16/07/2006 1.00,"0,805475","7,865106"
16/07/2006 2.00,"0,685952","6,756723"
16/07/2006 3.00,"0,77776","5,338147"
16/07/2006 4.00,"0,613171","6,445233"
16/07/2006 5.00,"0,796813","9,170764"
16/07/2006 6.00,"0,561233","11,493956"
16/07/2006 7.00,"0,654773","10,912503"
16/07/2006 8.00,"0,79843","8,987765"
16/07/2006 9.00,"0,996017","9,530274"
16/07/2006 10.00,"1,553788","13,99106"
16/07/2006 11.00,"2,288244","12,659443"
16/07/2006 12.00,"1,60229","6,97736"
16/07/2006 13.00,"1,255849","4,717766"
16/07/2006 14.00,"0,99775","4,689212"
16/07/2006 15.00,"0,928404","4,450403"
16/07/2006 16.00,"0,938855","4,498425"
16/07/2006 17.00,"0,899014","4,214191"
16/07/2006 18.00,"0,768781","5,182403"
16/07/2006 19.00,"0,937123","5,120106"
16/07/2006 20.00,"0,897282","5,416021"
16/07/2006 21.00,"0,850512","6,194744"
16/07/2006 22.00,"0,930194","6,27521"
16/07/2006 23.00,"0,826262","5,779425"
17/07/2006 0.00,"0,933658","6,761914"
17/07/2006 1.00,,"6,658085"
17/07/2006 2.00,"0,371633",
17/07/2006 3.00,"0,381458","9,75351"
17/07/2006 4.00,"0,347589","6,781382"
17/07/2006 5.00,"0,373251","7,775551"
17/07/2006 6.00,"0,371517","9,483553"
17/07/2006 7.00,"0,431394","11,36935"
17/07/2006 8.00,"0,447347","9,043572"
17/07/2006 9.00,"0,432781","9,300551"
17/07/2006 10.00,"0,692983","12,075398"
17/07/2006 11.00,"0,915731","7,295339"
17/07/2006 12.00,"0,563056","7,070807"
17/07/2006 13.00,"0,552074","5,835232"
17/07/2006 14.00,"0,488382","5,256382"
17/07/2006 15.00,"0,453126","4,838467"
17/07/2006 16.00,"0,264478","4,698298"
17/07/2006 17.00,"0,413362","5,033149"
17/07/2006 18.00,"0,579008","6,093509"
17/07/2006 19.00,"0,41105","6,224596"
17/07/2006 20.00,"0,465957","6,503637"
17/07/2006 21.00,"0,340885","8,268744"
17/07/2006 22.00,"0,485723","8,987765"
17/07/2006 23.00,"0,497282","6,603574"
18/07/2006 0.00,"0,471622","5,852106"
18/07/2006 1.00,"0,409548","5,748275"
18/07/2006 2.00,"0,448387","4,939701"
18/07/2006 3.00,"0,491041","4,795638"
18/07/2006 4.00,"0,530111","5,814466"
18/07/2006 5.00,"0,34782","8,562062"
18/07/2006 6.00,"0,483874","12,49461"
18/07/2006 7.00,"0,398797","15,660117"
18/07/2006 8.00,"0,444456","12,711351"
18/07/2006 9.00,"0,427348","9,405679"
18/07/2006 10.00,"0,711131","15,229227"
18/07/2006 11.00,"0,782798","8,891722"
18/07/2006 12.00,"0,827302","9,904062"
18/07/2006 13.00,"0,577967","6,44004"
18/07/2006 14.00,"0,570338","10,063701"
18/07/2006 15.00,"0,62328","10,920294"
18/07/2006 16.00,"0,750779","9,640594"
18/07/2006 17.00,"0,665009","7,862509"
18/07/2006 18.00,"0,359034","6,155808"
18/07/2006 19.00,"0,399144","6,887808"
18/07/2006 20.00,"0,398681","7,255107"
18/07/2006 21.00,"0,399722","7,915724"
18/07/2006 22.00,"0,590914","8,802169"
18/07/2006 23.00,"0,527684","8,253169"
19/07/2006 0.00,"0,510345","8,057191"
19/07/2006 1.00,,"7,416042"
19/07/2006 2.00,"0,304844",
19/07/2006 3.00,"0,238837","6,552957"
19/07/2006 4.00,"0,255339","7,218765"
19/07/2006 5.00,"0,227547","9,536765"
19/07/2006 6.00,"0,216257","13,338232"
19/07/2006 7.00,"0,227548","16,490759"
19/07/2006 8.00,"0,234061","15,115017"
19/07/2006 9.00,"0,361296","13,166907"
19/07/2006 10.00,"0,308752","10,107828"
19/07/2006 11.00,"0,381706","8,894318"
19/07/2006 12.00,"0,392128","8,706125"
19/07/2006 13.00,"0,330464","6,876127"
19/07/2006 14.00,"0,361731","7,959851"
19/07/2006 15.00,"0,449883","9,841765"
19/07/2006 16.00,"0,475938","7,056532"
19/07/2006 17.00,"0,562787","11,654885"
19/07/2006 18.00,"0,379968","10,626969"
19/07/2006 19.00,"0,323082","10,247996"
19/07/2006 20.00,"0,416445","9,800233"
19/07/2006 21.00,"0,329161","10,815166"
19/07/2006 22.00,"0,260985","8,308978"
19/07/2006 23.00,"0,278354","7,142192"
20/07/2006 0.00,"0,252299","6,376445"
20/07/2006 1.00,"0,234061","7,891062"
20/07/2006 2.00,"0,246654","7,608127"
20/07/2006 3.00,"0,217125","7,539339"
20/07/2006 4.00,"0,151988","8,665893"
20/07/2006 5.00,"0,221034","9,183743"
20/07/2006 6.00,"0,199321","12,079293"
20/07/2006 7.00,"0,244048","14,502418"
20/07/2006 8.00,"0,254471","13,846996"
20/07/2006 9.00,"0,232758","12,059825"
20/07/2006 10.00,"0,341755","10,157146"
20/07/2006 11.00,"0,461607","8,467319"
20/07/2006 12.00,"0,444672","9,383616"
20/07/2006 13.00,"0,43425","11,871634"
20/07/2006 14.00,"0,37606","12,094868"
20/07/2006 15.00,"0,478543","12,174035"
20/07/2006 16.00,"0,487228","12,241526"
20/07/2006 17.00,"0,587106","8,877444"
20/07/2006 18.00,"0,422091","7,970233"
20/07/2006 19.00,"0,343926","8,340126"
20/07/2006 20.00,"0,369113","8,625659"
20/07/2006 21.00,"0,260116","9,744424"
20/07/2006 22.00,"0,410367","10,65423"
20/07/2006 23.00,"0,348703","8,843702"
21/07/2006 0.00,"0,293987","7,047446"
21/07/2006 1.00,,"7,626296"
21/07/2006 2.00,"0,027829",
21/07/2006 3.00,"0,00348","8,181787"
21/07/2006 4.00,"0,027829","7,637977"
21/07/2006 5.00,"0,043482","8,373872"
21/07/2006 6.00,"0,010437","12,780144"
21/07/2006 7.00,"0,031308","12,982615"
21/07/2006 8.00,"0,038265","12,205181"
21/07/2006 9.00,"0,076527","11,536779"
21/07/2006 10.00,"0,37915","18,551778"
21/07/2006 11.00,"3,876696","29,9406"
21/07/2006 12.00,"3,374065","16,363571"
21/07/2006 13.00,"2,678382","17,898948"
21/07/2006 14.00,"1,798344","9,652275"
21/07/2006 15.00,"1,078311","6,943615"
21/07/2006 16.00,"0,921782","7,027976"
21/07/2006 17.00,"0,433065","6,686637"
21/07/2006 18.00,"0,281755","7,277169"
21/07/2006 19.00,"0,173923","7,983212"
21/07/2006 20.00,"0,163488","9,81321"
21/07/2006 21.00,"0,090442","11,396609"
21/07/2006 22.00,"0,146096","10,259675"
21/07/2006 23.00,"0,090442","11,19285"
22/07/2006 0.00,"0,154791","12,202586"
22/07/2006 1.00,"0,151313","10,634759"
22/07/2006 2.00,"0,057396","11,451122"
22/07/2006 3.00,"0,046961","8,946232"
22/07/2006 4.00,"0,041744","8,502362"
22/07/2006 5.00,"0,081745","11,035805"
22/07/2006 6.00,"0,012177","13,584828"
22/07/2006 7.00,"0,09392","15,501782"
22/07/2006 8.00,"0,043483","15,806785"
22/07/2006 9.00,"0,252188","13,509545"
22/07/2006 10.00,"1,54094","20,527137"
22/07/2006 11.00,"5,575902","26,743926"
22/07/2006 12.00,"6,485507","16,599781"
22/07/2006 13.00,"3,988005","10,624376"
22/07/2006 14.00,"2,167055","8,432275"
22/07/2006 15.00,"3,09927","17,46806"
22/07/2006 16.00,"5,066313","19,584863"
22/07/2006 17.00,"4,062791","14,56342"
22/07/2006 18.00,"3,387979","20,331155"
22/07/2006 19.00,"2,123575","27,05803"
22/07/2006 20.00,"1,200056","15,834034"
22/07/2006 21.00,"0,786125","25,735481"
22/07/2006 22.00,"0,504373","24,250717"
22/07/2006 23.00,"0,521765","23,033327"
23/07/2006 0.00,"0,206969","22,386976"
23/07/2006 1.00,,"21,305856"
23/07/2006 2.00,"0,632069",
23/07/2006 3.00,"0,463362","18,625758"
23/07/2006 4.00,"0,501495","17,745802"
23/07/2006 5.00,"0,50034","15,481012"
23/07/2006 6.00,"0,422919","16,628333"
23/07/2006 7.00,"0,576603","20,380466"
23/07/2006 8.00,"1,82514","21,730262"
23/07/2006 9.00,"5,296892","13,381055"
23/07/2006 10.00,"4,771709","9,85604"
23/07/2006 11.00,"5,279559","9,425148"
23/07/2006 12.00,"4,43892","8,646425"
23/07/2006 13.00,"3,704012","9,117551"
23/07/2006 14.00,"3,818408","9,474466"
23/07/2006 15.00,"4,038533","8,16102"
23/07/2006 16.00,"4,087064","8,103914"
23/07/2006 17.00,"3,56015","9,195423"
23/07/2006 18.00,"4,139064","15,699055"
23/07/2006 19.00,"2,903238","17,763967"
23/07/2006 20.00,"1,544349","19,582283"
23/07/2006 21.00,"1,109297","23,103421"
23/07/2006 22.00,"0,491673","18,723102"
23/07/2006 23.00,"0,624558","17,225349"
24/07/2006 0.00,"0,46914","15,840525"
24/07/2006 1.00,"0,386521","12,5608"
24/07/2006 2.00,"0,563315","9,95987"
24/07/2006 3.00,"0,380166","8,634743"
24/07/2006 4.00,"0,474918","8,700934"
24/07/2006 5.00,"0,463362","11,65229"
24/07/2006 6.00,"0,461052","15,468032"
24/07/2006 7.00,"0,483007","19,11246"
24/07/2006 8.00,"0,357633","18,708821"
24/07/2006 9.00,"0,464519","15,831441"
24/07/2006 10.00,"0,633224","13,076053"
24/07/2006 11.00,"1,696878","9,406977"
24/07/2006 12.00,"2,859906","10,469926"
24/07/2006 13.00,"2,43352","10,194776"
24/07/2006 14.00,"2,672713","8,434872"
24/07/2006 15.00,"2,078198","8,123382"
24/07/2006 16.00,"1,934336","8,65421"
24/07/2006 17.00,"1,507951","9,985829"
24/07/2006 18.00,"1,033611","11,795051"
24/07/2006 19.00,"0,642468","12,568591"
24/07/2006 20.00,"0,582959","11,040993"
24/07/2006 21.00,"0,492251","17,5628"
24/07/2006 22.00,"0,571981","12,70357"
24/07/2006 23.00,"0,656912","13,291503"
25/07/2006 0.00,"0,429853","8,951423"
25/07/2006 1.00,,"8,184383"
25/07/2006 2.00,"0,315149",
25/07/2006 3.00,"0,249917","7,016298"
25/07/2006 4.00,"0,418387","7,013701"
25/07/2006 5.00,"0,350959","13,178583"
25/07/2006 6.00,"0,393647","16,168882"
25/07/2006 7.00,"0,391392","16,7075"
25/07/2006 8.00,"0,302836","16,052079"
25/07/2006 9.00,"0,277287","13,749652"
25/07/2006 10.00,"0,27064","11,185058"
25/07/2006 11.00,"0,545845","9,510807"
25/07/2006 12.00,"1,607533","9,038382"
25/07/2006 13.00,"2,138175","8,857976"
25/07/2006 14.00,"2,027191","9,111062"
25/07/2006 15.00,"1,493081","6,964381"
25/07/2006 16.00,"1,250304","7,431615"
25/07/2006 17.00,"1,095215","9,832679"
25/07/2006 18.00,"0,843854","7,236935"
25/07/2006 19.00,"0,338184","5,378381"
25/07/2006 20.00,"0,348068","6,08702"
25/07/2006 21.00,"0,388097","11,45631"
25/07/2006 22.00,"0,425063","8,742467"
25/07/2006 23.00,"0,302345","7,120127"
26/07/2006 0.00,"0,395237","7,063019"
26/07/2006 1.00,"0,361363","6,320638"
26/07/2006 2.00,"0,359686","5,287531"
26/07/2006 3.00,"0,274166","6,950107"
26/07/2006 4.00,"0,288009","9,061744"
26/07/2006 5.00,"0,29009","10,828147"
26/07/2006 6.00,"0,356421","12,976124"
26/07/2006 7.00,"0,359572","15,906712"
26/07/2006 8.00,"0,312778","19,442115"
26/07/2006 9.00,"0,241535","21,286391"
26/07/2006 10.00,"0,392982","28,032731"
26/07/2006 11.00,"2,08962","10,242798"
26/07/2006 12.00,"6,535912","20,013171"
26/07/2006 13.00,"6,145735","12,848926"
26/07/2006 14.00,"3,773453","11,356381"
26/07/2006 15.00,"11,620354","33,758939"
26/07/2006 16.00,"8,719173","16,020933"
26/07/2006 17.00,"3,908715","7,208381"
26/07/2006 18.00,"2,198869","7,151275"
26/07/2006 19.00,"1,347414","9,00204"
26/07/2006 20.00,"0,798623","13,279826"
26/07/2006 21.00,"0,948191","12,611423"
26/07/2006 22.00,"0,814143","8,323255"
26/07/2006 23.00,"0,670442","9,17985"
27/07/2006 0.00,"0,534891","9,323914"
27/07/2006 1.00,,"7,867702"
27/07/2006 2.00,"0,335692",
27/07/2006 3.00,"0,255241","7,401765"
27/07/2006 4.00,"0,149014","7,937787"
27/07/2006 5.00,"0,162292","9,270701"
27/07/2006 6.00,"0,162292","10,798293"
27/07/2006 7.00,"0,215406","14,469971"
27/07/2006 8.00,"0,061966","15,066997"
27/07/2006 9.00,"0,103276","15,440781"
27/07/2006 10.00,"0,150489","12,212972"
27/07/2006 11.00,"0,371796","11,286287"
27/07/2006 12.00,"0,993973","10,464737"
27/07/2006 13.00,"1,359086","11,571821"
27/07/2006 14.00,"1,367764","9,910551"
27/07/2006 15.00,"1,060191","6,615254"
27/07/2006 16.00,"0,929923","5,854703"
27/07/2006 17.00,"0,562467","6,416679"
27/07/2006 18.00,"0,3871","7,41635"
27/07/2006 19.00,"0,175571","9,684721"
