NetC,SIMAGE Brindisi,,
11/08/2006 7.00,"0,075032","16,520614",
11/08/2006 8.00,"0,144413","8,523126","18,55921"
11/08/2006 9.00,"0,256128","3,175893",
11/08/2006 10.00,"0,296331","2,735915",
11/08/2006 11.00,"0,540977","1,985744",
11/08/2006 12.00,"0,33598","1,981851","13,18681"
11/08/2006 13.00,,,
11/08/2006 14.00,"0,216389","3,656105","19,53602"
11/08/2006 15.00,"0,783215","3,261553",
11/08/2006 16.00,"1,241474","5,281042","11,72161"
11/08/2006 17.00,"0,926148","5,45885",
11/08/2006 18.00,"1,148655","6,173978","21,97802"
11/08/2006 19.00,"0,941155","12,03646",
11/08/2006 20.00,"0,470112","25,973009",
11/08/2006 21.00,"0,173685","20,001489",
11/08/2006 22.00,"0,098653","12,344057","19,53602"
11/08/2006 23.00,"0,09115","8,985169",
12/08/2006 0.00,"0,09115","10,128594","15,14041"
12/08/2006 1.00,,"16,810033",
12/08/2006 2.00,"0,988498",,"8,791209"
12/08/2006 3.00,"1,109379","21,836684",
12/08/2006 4.00,"1,268605","11,5238","10,25641"
12/08/2006 5.00,"1,462553","11,050076",
12/08/2006 6.00,"2,365635","25,87825","12,69841"
12/08/2006 7.00,"2,282078","20,246798",
12/08/2006 8.00,"1,517888","7,994892","20,51281"
12/08/2006 9.00,"0,854246","8,349213",
12/08/2006 10.00,"0,462635","9,573105","12,69841"
12/08/2006 11.00,"0,423734","9,103275",
12/08/2006 12.00,"0,369143","7,626296","18,55921"
12/08/2006 13.00,"0,309352","7,188915",
12/08/2006 14.00,"0,404145","6,185658","14,16361"
12/08/2006 15.00,"0,427356","7,305723",
12/08/2006 16.00,"0,49643","7,950765","13,67521"
12/08/2006 17.00,"0,411943","9,030594",
12/08/2006 18.00,"0,349646","10,794397","22,46641"
12/08/2006 19.00,"0,417885","14,027395",
12/08/2006 20.00,"0,392446","22,486916",
12/08/2006 21.00,"0,291805","20,795791",
12/08/2006 22.00,"0,398296","25,841922","23,93162"
12/08/2006 23.00,"0,310559","19,508307",
13/08/2006 0.00,"0,19692","16,126059","30,76923"
13/08/2006 1.00,"0,369143","17,079995",
13/08/2006 2.00,"0,342497","11,731458","29,30402"
13/08/2006 3.00,"0,295611","12,925509",
13/08/2006 4.00,"0,406187","32,250813","23,44322"
13/08/2006 5.00,"0,373043","24,686807",
13/08/2006 6.00,"0,425591","10,686676","25,39682"
13/08/2006 7.00,"0,207317","17,34606",
13/08/2006 8.00,"0,627988","9,262914","27,83882"
13/08/2006 9.00,"0,905589","6,305063",
13/08/2006 10.00,"1,34947","6,446532","16,11721"
13/08/2006 11.00,"0,95331","5,896233",
13/08/2006 12.00,"0,424106","5,813168","21,97802"
13/08/2006 13.00,"0,438961","8,071466",
13/08/2006 14.00,"0,527347","5,334254","35,164822"
13/08/2006 15.00,"0,187821","2,782639",
13/08/2006 16.00,"0,133879","5,876765","21,48962"
13/08/2006 17.00,"0,031195","10,502375",
13/08/2006 18.00,"0,174173","10,397247","13,18681"
13/08/2006 19.00,"0,167674","13,488785",
13/08/2006 20.00,"0,201469","10,075381","8,791209"
13/08/2006 21.00,"0,057191","8,956615",
13/08/2006 22.00,"0,115682","10,155849","15,14041"
13/08/2006 23.00,"0,135828","8,512744",
14/08/2006 0.00,"0,045493","11,911865","12,21001"
14/08/2006 1.00,,"15,603013",
14/08/2006 2.00,"3,6221",,"13,18681"
14/08/2006 3.00,"2,085777","7,788532",
14/08/2006 4.00,"1,415652","6,209021","13,67521"
14/08/2006 5.00,"1,371213","6,931935",
14/08/2006 6.00,"0,808746","16,730866","9,27961"
14/08/2006 7.00,"1,247005","29,740738",
14/08/2006 8.00,"1,143715","23,959997","16,60561"
14/08/2006 9.00,"4,38817","10,007891",
14/08/2006 10.00,"4,259872","7,007212","9,76801"
14/08/2006 11.00,"1,816817","2,981213",
14/08/2006 12.00,"1,866834","2,364723","11,23321"
14/08/2006 13.00,"2,454402","2,521765",
14/08/2006 14.00,"3,339473","2,667127","8,302809"
14/08/2006 15.00,"3,445459","2,565894",
14/08/2006 16.00,"4,854878","4,465979","23,44322"
14/08/2006 17.00,"7,238619","12,159763",
14/08/2006 18.00,"5,330882","9,348573","22,46641"
14/08/2006 19.00,"4,438374","11,5848",
14/08/2006 20.00,"2,283338","19,751018","18,55921"
14/08/2006 21.00,"2,093679","34,410474",
14/08/2006 22.00,"1,833365","40,674013","23,44322"
14/08/2006 23.00,"1,92838","37,425431",
15/08/2006 0.00,"1,857537","31,444826","21,48962"
15/08/2006 1.00,"1,25091","20,764645",
15/08/2006 2.00,"1,493746","38,095128","18,55921"
15/08/2006 3.00,"0,99264","16,785377",
15/08/2006 4.00,"0,782528","10,220735","17,582411"
15/08/2006 5.00,"0,538482","7,722338",
15/08/2006 6.00,"1,051676","21,76919","16,60561"
15/08/2006 7.00,"1,39994","17,534247",
15/08/2006 8.00,"1,867763","8,184383","16,11721"
15/08/2006 9.00,"3,333895","3,127871",
15/08/2006 10.00,"1,594153","2,041551","17,094"
15/08/2006 11.00,"2,195947","2,673616",
15/08/2006 12.00,"1,873621","1,736553","8,791209"
15/08/2006 13.00,"1,885893","1,365361",
15/08/2006 14.00,"2,158758","2,52436","7,814408"
15/08/2006 15.00,"1,844242","2,044148",
15/08/2006 16.00,"1,963523","1,374447","11,72161"
15/08/2006 17.00,"2,023023","1,232978",
15/08/2006 18.00,"1,827787","0,966916","14,16361"
15/08/2006 19.00,"1,913319","2,891659",
15/08/2006 20.00,"1,712411","5,885851","17,094"
15/08/2006 21.00,"1,757781","6,442637",
15/08/2006 22.00,"0,799635","8,473808","22,954821"
15/08/2006 23.00,"1,374559","15,69646",
16/08/2006 0.00,"1,256023","19,76528","26,86202"
16/08/2006 1.00,,"15,399249",
16/08/2006 2.00,"1,301077",,"12,69841"
16/08/2006 3.00,"0,575732","8,527018",
16/08/2006 4.00,"0,685443","8,146743","14,16361"
16/08/2006 5.00,"0,693075","8,050701",
16/08/2006 6.00,"0,66813","11,048784","18,55921"
16/08/2006 7.00,"0,633753","14,603649",
16/08/2006 8.00,"2,036415","9,024106","19,0476"
16/08/2006 9.00,"4,48276","7,6237",
16/08/2006 10.00,"1,658073","1,582107","11,72161"
16/08/2006 11.00,"2,252548","1,902681",
16/08/2006 12.00,"2,68258","2,860511","9,27961"
16/08/2006 13.00,"1,365055","1,652192",
16/08/2006 14.00,"0,688608","1,493851","5,372406"
16/08/2006 15.00,"1,080415","2,119425",
16/08/2006 16.00,"1,704985","4,865722","11,72161"
16/08/2006 17.00,"2,478424","7,22136",
16/08/2006 18.00,"4,775034","15,018976","10,74481"
16/08/2006 19.00,"3,45788","13,974184",
16/08/2006 20.00,"0,651685","15,522544","16,60561"
16/08/2006 21.00,"1,13043","33,64992",
16/08/2006 22.00,"1,36189","31,204717","18,55921"
16/08/2006 23.00,"0,892826","32,256013",
17/08/2006 0.00,"0,877561","40,890738","23,44322"
17/08/2006 1.00,"1,095556","49,12964",
17/08/2006 2.00,"1,568219","36,917964","23,44322"
17/08/2006 3.00,"0,829097","22,441487",
17/08/2006 4.00,"0,794657","18,266244","33,699631"
17/08/2006 5.00,"0,612902","21,157905",
17/08/2006 6.00,"0,876258","30,803695","25,88522"
17/08/2006 7.00,"1,78007","40,810281",
17/08/2006 8.00,"6,48958","32,960756","38,58363"
17/08/2006 9.00,"7,742444","25,513556",
17/08/2006 10.00,"4,989119","12,479036","24,908421"
17/08/2006 11.00,"6,033484","9,678232",
17/08/2006 12.00,"6,469101","12,590652","21,48962"
17/08/2006 13.00,"6,984768","11,211016",
17/08/2006 14.00,"4,179318","6,785275","14,65201"
17/08/2006 15.00,"6,87121","14,932016",
17/08/2006 16.00,"7,593516","15,950839","17,094"
17/08/2006 17.00,"6,556598","12,5608",
17/08/2006 18.00,"7,47065","24,427234","22,46641"
17/08/2006 19.00,"8,853827","23,87046",
17/08/2006 20.00,"2,701197","15,962525","27,35042"
17/08/2006 21.00,"2,807308","21,886013",
17/08/2006 22.00,"3,010224","30,241701","28,81562"
17/08/2006 23.00,"2,623009","50,039449",
18/08/2006 0.00,"2,742152","46,863557","27,83882"
18/08/2006 1.00,,"34,563623",
18/08/2006 2.00,"2,282667",,"18,07081"
18/08/2006 3.00,"0,915399","23,623849",
18/08/2006 4.00,"1,99682","23,648514","26,86202"
18/08/2006 5.00,"1,211511","23,375958",
18/08/2006 6.00,"1,478974","34,391011","32,722832"
18/08/2006 7.00,"1,613824","52,574185",
18/08/2006 8.00,"4,602667","54,187435","38,09523"
18/08/2006 9.00,"24,98057","41,39432",
18/08/2006 10.00,"22,912552","32,576579","30,28083"
18/08/2006 11.00,"28,101285","32,985401",
18/08/2006 12.00,"16,129874","19,660158","44,932831"
18/08/2006 13.00,"14,461262","23,906786",
18/08/2006 14.00,"7,742039","18,920374","34,67643"
18/08/2006 15.00,"9,957518","22,25589",
18/08/2006 16.00,"4,789313","9,440721","33,211231"
18/08/2006 17.00,"4,813577","12,998187",
18/08/2006 18.00,"8,651002","28,454536","44,444431"
18/08/2006 19.00,"11,913554","41,88492",
18/08/2006 20.00,"6,284341","43,98617","51,770451"
18/08/2006 21.00,"3,012451","50,870096",
18/08/2006 22.00,"1,107923","44,735043","57,142841"
18/08/2006 23.00,"0,47333","32,92831",
19/08/2006 0.00,"0,5604","33,111309","62,515251"
19/08/2006 1.00,"0,635898","24,685505",
19/08/2006 2.00,"1,153651","31,443546","58,119652"
19/08/2006 3.00,"1,714426","16,472592",
19/08/2006 4.00,"1,057995","17,811989","63,003651"
19/08/2006 5.00,"0,649989","8,116891",
19/08/2006 6.00,"0,232838","10,765844","72,283272"
19/08/2006 7.00,"0,715595","15,793806",
19/08/2006 8.00,"1,351775","8,01436","60,561661"
19/08/2006 9.00,"1,799257","6,450424",
19/08/2006 10.00,"2,732483","4,854042","50,793652"
19/08/2006 11.00,"2,564502","5,77553",
19/08/2006 12.00,"3,31295","6,694424","49,328442"
19/08/2006 13.00,"3,585452","5,223936",
19/08/2006 14.00,"1,933641","2,842339","48,35165"
19/08/2006 15.00,"3,62278","6,225893",
19/08/2006 16.00,"6,98426","7,375808","53,235641"
19/08/2006 17.00,"8,139594","6,210317",
19/08/2006 18.00,"6,125692","8,107807","44,932831"
19/08/2006 19.00,"3,652644","12,297338",
19/08/2006 20.00,"4,63253","11,565332","56,16605"
19/08/2006 21.00,"3,158033","19,658858",
19/08/2006 22.00,"3,663842","20,113112","51,770451"
19/08/2006 23.00,"3,387608","47,602047",
20/08/2006 0.00,"3,19163","58,850688","64,95726"
20/08/2006 1.00,,"45,561791",
20/08/2006 2.00,"4,413326",,"57,142841"
20/08/2006 3.00,"2,75318","42,810308",
20/08/2006 4.00,"3,013338","23,500545","60,561661"
20/08/2006 5.00,"3,653439","19,871703",
20/08/2006 6.00,"3,262266","18,628351","67,88765"
20/08/2006 7.00,"4,287926","24,176742",
20/08/2006 8.00,"6,073472","18,694551","69,84127"
20/08/2006 9.00,"3,752636","13,353805",
20/08/2006 10.00,"8,639492","13,662693","75,702072"
20/08/2006 11.00,"12,631699","13,477099",
20/08/2006 12.00,"12,504421","12,821674","75,213661"
20/08/2006 13.00,"8,542167","8,80736",
20/08/2006 14.00,"7,381749","8,467319","73,748459"
20/08/2006 15.00,"2,764409","4,846254",
20/08/2006 16.00,"1,472791","2,097361","74,725273"
20/08/2006 17.00,"0,958463","2,328384",
20/08/2006 18.00,"1,440786","6,629531","69,84127"
20/08/2006 19.00,"1,339904","4,049362",
20/08/2006 20.00,"0,813786","2,778744","67,88765"
20/08/2006 21.00,"0,352801","2,271276",
20/08/2006 22.00,"1,358059","6,199935","57,142841"
20/08/2006 23.00,"1,991422","8,398531",
21/08/2006 0.00,"2,109335","7,443297","47,863232"
21/08/2006 1.00,"1,554955","10,390758",
21/08/2006 2.00,"1,484208","16,802253","45,421242"
21/08/2006 3.00,"1,469234","16,044288",
21/08/2006 4.00,"1,40878","12,951459","45,909641"
21/08/2006 5.00,"0,566168","10,555594",
21/08/2006 6.00,"0,122963","9,927423","48,35165"
21/08/2006 7.00,"0,668359","10,950138",
21/08/2006 8.00,"1,478032","9,223977","54,21244"
21/08/2006 9.00,"1,553271","4,896873",
21/08/2006 10.00,"0,404832","1,979254","49,816841"
21/08/2006 11.00,"0,438897","1,783276",
21/08/2006 12.00,"0,264273","1,792362","31,746031"
21/08/2006 13.00,"0,182107","2,158361",
21/08/2006 14.00,"0,098446","1,131745","26,86202"
21/08/2006 15.00,"0,088526","1,891",
21/08/2006 16.00,"0,12446","2,908532","29,79241"
21/08/2006 17.00,"2,416846","27,542129",
21/08/2006 18.00,"4,113863","41,500761","45,421242"
21/08/2006 19.00,"1,609608","24,087185",
21/08/2006 20.00,"0,753706","6,956594","44,932831"
21/08/2006 21.00,"0,131573","3,243383",
21/08/2006 22.00,"0,149166","1,252446","44,444431"
21/08/2006 23.00,"0,145049","3,014956",
22/08/2006 0.00,"0,120905","2,478935","31,746031"
22/08/2006 1.00,,"1,92734",
22/08/2006 2.00,"1,986284",,"29,30402"
22/08/2006 3.00,"1,952191","4,765786",
22/08/2006 4.00,"1,063273","3,101914","27,83882"
22/08/2006 5.00,"0,138239","3,37836",
22/08/2006 6.00,"0,124539","2,545128",
22/08/2006 7.00,"0,335015","3,700234",
22/08/2006 8.00,"0,928924","8,175297","24,42001"
22/08/2006 9.00,"1,625269","6,475083",
22/08/2006 10.00,"1,447796","4,607445","19,0476"
22/08/2006 11.00,"0,920984","2,669722",
22/08/2006 12.00,"1,403895","2,434808","16,11721"
22/08/2006 13.00,"0,749116","1,674256",
22/08/2006 14.00,"0,807495","1,107084","8,302809"
22/08/2006 15.00,"1,052999","1,297871",
22/08/2006 16.00,"1,341158","2,133702","17,094"
22/08/2006 17.00,"1,435342","3,003276",
22/08/2006 18.00,"1,420708","2,672318","12,69841"
22/08/2006 19.00,"0,647303","3,458829",
22/08/2006 20.00,"0,295316","15,949546","28,327221"
22/08/2006 21.00,"0,323961","16,176674",
22/08/2006 22.00,"0,28691","10,241508","42,490841"
22/08/2006 23.00,"0,110683","14,061144",
23/08/2006 0.00,"0,230555","9,989722","36,630032"
23/08/2006 1.00,"1,109821","1,942915",
23/08/2006 2.00,"0,962239","1,924743","19,0476"
23/08/2006 3.00,"0,424374","7,408254",
23/08/2006 4.00,"0,100408","9,496531","10,74481"
23/08/2006 5.00,"0,177002","9,822298",
23/08/2006 6.00,"0,298119","17,595249","17,582411"
23/08/2006 7.00,"0,143531","14,303844",
23/08/2006 8.00,"2,513252","9,534168","14,16361"
23/08/2006 9.00,"4,268671","12,101358",
23/08/2006 10.00,"2,820871","4,994213","11,23321"
23/08/2006 11.00,"2,914277","4,09219",
23/08/2006 12.00,"2,261678","3,371873","13,18681"
23/08/2006 13.00,"1,574051","2,772255",
23/08/2006 14.00,"1,542759","4,886489","7,326007"
23/08/2006 15.00,,,
23/08/2006 16.00,,,
23/08/2006 17.00,,,
23/08/2006 18.00,,,
23/08/2006 19.00,,,
23/08/2006 20.00,,,
23/08/2006 21.00,,,
23/08/2006 22.00,,,
23/08/2006 23.00,,,
24/08/2006 0.00,,,
24/08/2006 1.00,,,
24/08/2006 2.00,,,
24/08/2006 3.00,,,
24/08/2006 4.00,,,
24/08/2006 5.00,,,
24/08/2006 6.00,,,
24/08/2006 7.00,"1,114025",,
24/08/2006 8.00,"1,902063","22,996981","22,46641"
24/08/2006 9.00,"4,476034","10,991669",
24/08/2006 10.00,"4,147243","9,04487","12,21001"
24/08/2006 11.00,"3,917463","13,343419",
24/08/2006 12.00,"9,407895","10,381676","11,23321"
24/08/2006 13.00,"4,076254","4,637298",
24/08/2006 14.00,"3,089882","4,868319","7,326007"
24/08/2006 15.00,"1,967914","4,29336",
24/08/2006 16.00,"4,455484","10,266162","12,21001"
24/08/2006 17.00,"1,711202","8,637339",
24/08/2006 18.00,"2,503288","8,819043","13,67521"
24/08/2006 19.00,"1,940982","18,85807",
24/08/2006 20.00,"1,195599","16,38304",
24/08/2006 21.00,"1,037898","18,401225",
24/08/2006 22.00,"1,244481","14,107864","17,094"
24/08/2006 23.00,"0,870234","18,634841",
25/08/2006 0.00,"0,867587","23,674478","22,954821"
25/08/2006 1.00,"1,185791","35,1282",
25/08/2006 2.00,"0,645903","19,612129","23,44322"
25/08/2006 3.00,"0,8419","18,152036",
25/08/2006 4.00,"0,211252","14,142905","25,39682"
25/08/2006 5.00,"0,173579","17,3201",
25/08/2006 6.00,"0,699923","19,124129","25,88522"
25/08/2006 7.00,"2,867575","30,084669",
25/08/2006 8.00,"5,18779","21,538164","30,28083"
25/08/2006 9.00,"3,962298","10,773636",
25/08/2006 10.00,"2,649003","11,233078","24,908421"
25/08/2006 11.00,"3,663397","10,943659",
25/08/2006 12.00,"9,29207","12,492017","24,42001"
25/08/2006 13.00,"4,384495","12,373911",
25/08/2006 14.00,"3,508343","8,207744","11,72161"
25/08/2006 15.00,"2,932959","6,337509",
25/08/2006 16.00,"2,447245","9,086403","15,14041"
25/08/2006 17.00,"3,329002","12,70357",
25/08/2006 18.00,"1,845707","10,588042","21,001221"
25/08/2006 19.00,"1,909224","13,70682",
25/08/2006 20.00,"1,58417","19,351255","29,30402"
25/08/2006 21.00,"1,213035","16,620541",
25/08/2006 22.00,"1,26939","14,423252","31,25762"
25/08/2006 23.00,"1,275306","13,308378",
26/08/2006 0.00,"0,893118","6,929338","34,67643"
26/08/2006 1.00,,"12,258399",
26/08/2006 2.00,"1,679658",,"19,53602"
26/08/2006 3.00,"0,672508","8,066274",
26/08/2006 4.00,"0,279171","8,151934","16,60561"
26/08/2006 5.00,"0,052691","5,993573",
26/08/2006 6.00,"0,034665","8,098723","25,39682"
26/08/2006 7.00,"0,123408","12,547819",
26/08/2006 8.00,"0,181184","5,981892","14,16361"
26/08/2006 9.00,"0,4109","4,539956",
26/08/2006 10.00,"0,275012","6,337509","8,302809"
26/08/2006 11.00,"3,62925","7,927404",
26/08/2006 12.00,"0,424304","4,325808","20,51281"
26/08/2006 13.00,"0,452037","2,503596",
26/08/2006 14.00,"0,4488","1,800148","21,001221"
26/08/2006 15.00,"0,213537","1,269319",
26/08/2006 16.00,"0,428463","1,888404","18,07081"
26/08/2006 17.00,"0,589775","2,481531",
26/08/2006 18.00,"0,188578","3,22002","26,86202"
26/08/2006 19.00,"7,604698","23,065775",
26/08/2006 20.00,"1,180475","15,41223","20,02442"
26/08/2006 21.00,"1,066771","15,148758",
26/08/2006 22.00,"3,285367","18,083253","22,46641"
26/08/2006 23.00,"2,629032","15,172123",
27/08/2006 0.00,"0,913781","14,360949","24,42001"
27/08/2006 1.00,"2,330447","12,597141",
27/08/2006 2.00,"0,965085","13,273335","19,53602"
27/08/2006 3.00,"0,361905","3,173299",
27/08/2006 4.00,"0,288414","3,070765","19,0476"
27/08/2006 5.00,"0,344341","4,299851",
27/08/2006 6.00,"0,292574","5,210955","21,97802"
27/08/2006 7.00,"0,183956","8,876146",
27/08/2006 8.00,"0,520443","6,506234","17,094"
27/08/2006 9.00,"1,660245","4,516595",
27/08/2006 10.00,"1,613562","4,282977","16,11721"
27/08/2006 11.00,"1,691676","3,30568",
27/08/2006 12.00,"1,791513","3,035722","19,0476"
27/08/2006 13.00,"2,562475","2,870893",
27/08/2006 14.00,"1,580284","1,526298","9,27961"
27/08/2006 15.00,"1,641296","3,052596",
27/08/2006 16.00,"2,972916","6,318041","19,53602"
27/08/2006 17.00,"7,667096","14,96186",
27/08/2006 18.00,"2,209348","5,858596","15,62881"
27/08/2006 19.00,"0,452035","11,554955",
27/08/2006 20.00,"0,232487","24,654359","22,46641"
27/08/2006 21.00,"0,27085","28,515528",
27/08/2006 22.00,"0,172402","13,334335","21,97802"
27/08/2006 23.00,"0,117399","4,023402",
28/08/2006 0.00,"0,078574","2,603532","18,55921"
28/08/2006 1.00,,"2,669722",
28/08/2006 2.00,"0,984467",,"19,53602"
28/08/2006 3.00,"0,656312","4,864424",
28/08/2006 4.00,"0,985299","1,880616","13,67521"
28/08/2006 5.00,"0,487948","5,165532",
28/08/2006 6.00,"0,193366","3,111","11,72161"
28/08/2006 7.00,"0,116322","14,828182",
28/08/2006 8.00,"0,859913","9,419955","15,14041"
28/08/2006 9.00,"0,764402","7,271978",
28/08/2006 10.00,"0,804357","13,846996","15,14041"
28/08/2006 11.00,"0,727314","35,26837",
28/08/2006 12.00,"0,735699","32,263796","11,23321"
28/08/2006 13.00,"0,864446","3,094127",
28/08/2006 14.00,"0,197898","1,492553","6,349206"
28/08/2006 15.00,"0,679803","1,723574",
28/08/2006 16.00,"0,820297","1,204424","8,302809"
28/08/2006 17.00,"0,61688","2,028574",
28/08/2006 18.00,"0,371626","3,517233","20,02442"
28/08/2006 19.00,"0,833893","3,435468",
28/08/2006 20.00,"0,464116","1,397808","7,326007"
28/08/2006 21.00,"0,509098","21,394113",
28/08/2006 22.00,"0,465288","21,291573","25,88522"
28/08/2006 23.00,"0,909457","25,608295",
29/08/2006 0.00,"0,846317","16,656887","16,60561"
29/08/2006 1.00,"0,995874","21,505716",
29/08/2006 2.00,"1,102423","11,057868","0,976801"
29/08/2006 3.00,"1,428083","10,301206",
29/08/2006 4.00,"0,780156","4,895574","4,884005"
29/08/2006 5.00,"1,312655","17,567998",
29/08/2006 6.00,"1,548967","25,382468","14,16361"
29/08/2006 7.00,"4,190159","28,71671",
29/08/2006 8.00,"8,988229","25,847122","23,93162"
29/08/2006 9.00,"2,826878","9,460189",
29/08/2006 10.00,"0,675611","6,536084",
29/08/2006 11.00,"0,477374","7,43551",
29/08/2006 12.00,"0,463777","6,244062","19,53602"
29/08/2006 13.00,"0,772295","6,490659",
29/08/2006 14.00,"0,540821","4,292063","9,27961"
29/08/2006 15.00,"0,94334","4,254425",
29/08/2006 16.00,"0,811232","5,386169","9,76801"
29/08/2006 17.00,"0,629951","6,769701",
29/08/2006 18.00,"0,927062","9,64968","24,908421"
29/08/2006 19.00,"0,954253","9,466679",
29/08/2006 20.00,"0,968034","10,634759","18,07081"
29/08/2006 21.00,"1,001639","7,18502",
29/08/2006 22.00,"0,833184","9,064339","17,094"
29/08/2006 23.00,"1,317926","6,510126",
30/08/2006 0.00,"1,283551","5,671701",
30/08/2006 1.00,,"6,216808",
30/08/2006 2.00,"1,07303",,"8,302809"
30/08/2006 3.00,"1,039917","2,032467",
30/08/2006 4.00,"0,685245","2,894255","4,884005"
30/08/2006 5.00,"0,703274","5,087658",
30/08/2006 6.00,"0,988961","7,188915","9,27961"
30/08/2006 7.00,"0,403697","11,566632",
30/08/2006 8.00,"1,120768","9,479658","22,46641"
30/08/2006 9.00,"1,136036","5,632765",
30/08/2006 10.00,"1,034674","4,253127","28,327221"
30/08/2006 11.00,"0,559326","3,901403",
30/08/2006 12.00,"0,442144","4,676232","32,722832"
30/08/2006 13.00,"0,498068","2,321892",
30/08/2006 14.00,"0,241169","2,111638",
30/08/2006 15.00,"0,297093","1,321234",
30/08/2006 16.00,"0,321559","1,573021","26,37361"
30/08/2006 17.00,"0,519039","2,076594",
30/08/2006 18.00,"0,139808","3,936446","23,44322"
30/08/2006 19.00,"0,206217","2,721638",
30/08/2006 20.00,"0,005243","2,815085","20,02442"
30/08/2006 21.00,"0,024467","3,923468",
30/08/2006 22.00,"0,019223","3,165511","17,094"
30/08/2006 23.00,"0,456217","1,505532",
31/08/2006 0.00,"0,611662","1,510723","14,16361"
31/08/2006 1.00,"0,186994","0,764446",
31/08/2006 2.00,"1,021522","1,774193","6,837607"
31/08/2006 3.00,"1,7947","2,076594",
31/08/2006 4.00,"0,601176","0,549","4,395605"
31/08/2006 5.00,"0,744112","2,635979",
31/08/2006 6.00,"0,585815","2,098659","15,62881"
31/08/2006 7.00,"0,45447","2,246617",
31/08/2006 8.00,"0,45962","3,349807","13,67521"
31/08/2006 9.00,"0,110099","4,549042",
31/08/2006 10.00,"0,662434","5,854703","23,44322"
31/08/2006 11.00,"0,389808","4,416659",
31/08/2006 12.00,"0,512048","5,317383","36,630032"
31/08/2006 13.00,"0,538262","19,11246",
31/08/2006 14.00,"0,027961","2,852723","24,908421"
31/08/2006 15.00,"0,270879","2,511383",
31/08/2006 16.00,"0,120585","1,81832","21,97802"
31/08/2006 17.00,"0,038448","2,140191",
31/08/2006 18.00,"0,117089","2,613914","16,11721"
31/08/2006 19.00,"0,02971","4,506213",
31/08/2006 20.00,,"1,578213","20,02442"
31/08/2006 21.00,"0,024467","3,15253",
31/08/2006 22.00,"0,08039","2,696977","15,14041"
31/08/2006 23.00,"0,305923","3,271935",
01/09/2006 0.00,"0,270879","3,737872","26,37361"
01/09/2006 1.00,,"0,826745",
01/09/2006 2.00,"1,147181",,"15,14041"
01/09/2006 3.00,"4,834182","1,696319",
01/09/2006 4.00,"5,083","1,96498","10,25641"
01/09/2006 5.00,"3,225281","1,423765",
01/09/2006 6.00,"1,887836","3,085041","12,69841"
01/09/2006 7.00,"0,385947","2,385489",
01/09/2006 8.00,"0,496887","3,438063","10,74481"
01/09/2006 9.00,"0,579389","2,687893",
01/09/2006 10.00,"0,864688","1,696319","11,72161"
01/09/2006 11.00,"0,313921","2,320596",
01/09/2006 12.00,"0,358634","1,597681","8,302809"
01/09/2006 13.00,"0,4967","1,131745",
01/09/2006 14.00,"0,971699","1,876724","10,74481"
01/09/2006 15.00,"0,712217","1,876724",
01/09/2006 16.00,"0,944011","2,854021","7,326007"
01/09/2006 17.00,"0,684716","3,192767",
01/09/2006 18.00,"1,45362","2,340062","8,302809"
01/09/2006 19.00,"0,852902","3,345916",
01/09/2006 20.00,"0,471256","1,265427","16,60561"
01/09/2006 21.00,"0,615684","1,527596",
01/09/2006 22.00,"1,319109","1,15251","14,65201"
01/09/2006 23.00,"0,78125","4,441318",
02/09/2006 0.00,"0,878158","3,393936","12,69841"
02/09/2006 1.00,"1,145871","1,204424",
02/09/2006 2.00,"1,419384","2,343957","6,837607"
02/09/2006 3.00,"0,741214","2,439999",
02/09/2006 4.00,"0,840742","5,005893","11,23321"
02/09/2006 5.00,"0,739718","4,826787",
02/09/2006 6.00,"0,404655","6,654192","9,27961"
02/09/2006 7.00,"0,524762","6,915063",
02/09/2006 8.00,"0,396049","7,641872","9,27961"
02/09/2006 9.00,"1,723018","5,265468",
02/09/2006 10.00,"1,818429","1,323829","9,76801"
02/09/2006 11.00,"1,527143","1,684638",
02/09/2006 12.00,"1,812817","2,097361","14,16361"
02/09/2006 13.00,"1,643133","1,731362",
02/09/2006 14.00,"1,61133","1,11617","5,860806"
02/09/2006 15.00,"2,244975","2,290744",
02/09/2006 16.00,"1,686911","1,033105","9,76801"
02/09/2006 17.00,"1,451002","1,885807",
02/09/2006 18.00,"1,069355","1,390022","11,72161"
02/09/2006 19.00,"0,301574","3,482192",
02/09/2006 20.00,"0,331881","4,064937","14,65201"
02/09/2006 21.00,"0,554881","6,902083",
02/09/2006 22.00,"0,286233","4,604851","9,27961"
02/09/2006 23.00,"0,290723","10,255779",
03/09/2006 0.00,"0,307186","14,447907","15,62881"
03/09/2006 1.00,,"11,711988",
03/09/2006 2.00,"1,082031",,"10,25641"
03/09/2006 3.00,"0,434288","6,058466",
03/09/2006 4.00,"0,712721","7,332977","18,55921"
03/09/2006 5.00,"0,566399","6,913765",
03/09/2006 6.00,"0,392495","14,395991","9,76801"
03/09/2006 7.00,"0,090317","15,503073",
03/09/2006 8.00,"2,060377","7,567893","12,69841"
03/09/2006 9.00,"2,277568","2,038957",
03/09/2006 10.00,"2,179491","1,855957","9,27961"
03/09/2006 11.00,"4,246604","3,530211",
03/09/2006 12.00,"3,26489","1,701512","13,18681"
03/09/2006 13.00,"3,335948","2,005212",
03/09/2006 14.00,"3,085378","1,287489","7,814408"
03/09/2006 15.00,"3,177004","2,841043",
