NetC,SIMAGE Brindisi,,
19/03/2006 1.00,,"14,289563",
19/03/2006 2.00,"1,036026",,"40,04884"
19/03/2006 3.00,"1,565212","13,978081",
19/03/2006 4.00,"1,579148","13,017656","36,630032"
19/03/2006 5.00,"1,78926","8,615275",
19/03/2006 6.00,"1,815209","10,015681","31,25762"
19/03/2006 7.00,"1,792023","12,822967",
19/03/2006 8.00,"1,899302","15,27855","36,630032"
19/03/2006 9.00,"2,993112","12,416734",
19/03/2006 10.00,"3,602187","12,436204","33,211231"
19/03/2006 11.00,"3,01834","11,805438",
19/03/2006 12.00,"3,301253","12,929395","30,28083"
19/03/2006 13.00,"8,049509","25,58753",
19/03/2006 14.00,"7,881924","13,266845","32,722832"
19/03/2006 15.00,"5,160912","11,871634",
19/03/2006 16.00,"2,984103","12,21167","29,79241"
19/03/2006 17.00,"1,721865","23,653715",
19/03/2006 18.00,"1,52761","23,270837","31,25762"
19/03/2006 19.00,"0,934754","22,965835",
19/03/2006 20.00,"0,897153","33,81475","30,76923"
19/03/2006 21.00,"0,54228","29,771884",
19/03/2006 22.00,"0,709145","25,677088","23,93162"
19/03/2006 23.00,"0,473444","22,218261",
20/03/2006 0.00,"0,35247","15,46674","14,16361"
20/03/2006 1.00,"0,926946","9,848255",
20/03/2006 2.00,"0,952053","14,795735","10,25641"
20/03/2006 3.00,"1,11123","22,318202",
20/03/2006 4.00,"0,700975","10,363508","17,094"
20/03/2006 5.00,"2,317245","15,4927",
20/03/2006 6.00,"2,65614","16,407696","16,60561"
20/03/2006 7.00,"3,074203","29,124233",
20/03/2006 8.00,"3,209352","45,467054","12,21001"
20/03/2006 9.00,"4,894217","44,053666",
20/03/2006 10.00,"4,164409","17,255202","18,07081"
20/03/2006 11.00,"3,665257","9,23436",
20/03/2006 12.00,"3,292243","7,785936","11,23321"
20/03/2006 13.00,"2,730021","8,499765",
20/03/2006 14.00,"1,949037","6,367359","6,349206"
20/03/2006 15.00,"2,232671","6,196042",
20/03/2006 16.00,"2,751645","13,846996","11,72161"
20/03/2006 17.00,"4,130171","26,551867",
20/03/2006 18.00,"2,55703","20,224734","10,25641"
20/03/2006 19.00,"1,633567","23,63425",
20/03/2006 20.00,"0,696891","25,735481","22,954821"
20/03/2006 21.00,"0,959021","34,345578",
20/03/2006 22.00,"0,571112","33,975686","20,02442"
20/03/2006 23.00,"1,176823","63,029844",
21/03/2006 0.00,"1,103782","57,864307","27,35042"
21/03/2006 1.00,,"33,061978",
21/03/2006 2.00,"0,5227",,"36,630032"
21/03/2006 3.00,"0,228316","11,039691",
21/03/2006 4.00,"0,218428","6,809936","30,28083"
21/03/2006 5.00,"0,284946","3,918277",
21/03/2006 6.00,"0,229215","5,401744","21,97802"
21/03/2006 7.00,"0,263822","9,732743",
21/03/2006 8.00,"0,234159","20,414214","20,02442"
21/03/2006 9.00,"0,469666","20,490789",
21/03/2006 10.00,"0,95731","14,190926","21,48962"
21/03/2006 11.00,"0,893489","10,468633",
21/03/2006 12.00,"1,143379","12,847634","19,0476"
21/03/2006 13.00,"1,965857","19,76528",
21/03/2006 14.00,"3,160472","16,152017","26,37361"
21/03/2006 15.00,"1,816193","8,963106",
21/03/2006 16.00,"0,593263","9,177254","33,699631"
21/03/2006 17.00,"0,903826","11,08642",
21/03/2006 18.00,"0,777085","16,380436","42,97924"
21/03/2006 19.00,"0,368092","14,672443",
21/03/2006 20.00,"0,395059","13,531608","37,118431"
21/03/2006 21.00,"0,307867","18,131274",
21/03/2006 22.00,"0,27326","13,577035","37,118431"
21/03/2006 23.00,"0,28944","10,747679",
22/03/2006 0.00,"0,248541","13,056594","34,67643"
22/03/2006 1.00,"0,619331","6,974766",
22/03/2006 2.00,"0,492138","4,137618","22,46641"
22/03/2006 3.00,"0,245395","6,402402",
22/03/2006 4.00,"0,441801","6,127254","22,46641"
22/03/2006 5.00,"0,290789","5,963723",
22/03/2006 6.00,"0,23371","6,713892","20,51281"
22/03/2006 7.00,"0,542026","17,94048",
22/03/2006 8.00,"0,384722","19,635494","21,97802"
22/03/2006 9.00,"1,194615","19,919732",
22/03/2006 10.00,"1,388325","17,155266","21,001221"
22/03/2006 11.00,"1,065626","17,771761",
22/03/2006 12.00,"0,733488","13,622464","22,46641"
22/03/2006 13.00,"0,719556","16,081934",
22/03/2006 14.00,"1,067423","15,13708","23,93162"
22/03/2006 15.00,"1,462483","11,527696",
22/03/2006 16.00,"0,911017","10,0027","24,908421"
22/03/2006 17.00,"1,578438","11,361568",
22/03/2006 18.00,"1,598213","14,364846","26,86202"
22/03/2006 19.00,"1,751024","23,208544",
22/03/2006 20.00,"2,000913","26,562229","21,97802"
22/03/2006 21.00,"3,424743","27,363032",
22/03/2006 22.00,"2,279567","29,509712","23,93162"
22/03/2006 23.00,"1,968553","37,190523",
23/03/2006 0.00,"1,596416","11,229181","38,58363"
23/03/2006 1.00,,"5,113615",
23/03/2006 2.00,"0,201515",,"40,537231"
23/03/2006 3.00,"0,15948","5,883255",
23/03/2006 4.00,"0,143673","6,831998","21,001221"
23/03/2006 5.00,"0,166036","7,012403",
23/03/2006 6.00,"0,17681","10,355717","21,48962"
23/03/2006 7.00,"0,138052","17,684801",
23/03/2006 8.00,"0,165686","30,969809","10,74481"
23/03/2006 9.00,"0,244723","25,444761",
23/03/2006 10.00,"0,240156","18,563454","8,302809"
23/03/2006 11.00,"0,216269","24,07422",
23/03/2006 12.00,"0,239337","8,38685","3,418803"
23/03/2006 13.00,"0,199525","11,518612",
23/03/2006 14.00,"0,09988","13,052698","12,69841"
23/03/2006 15.00,"0,054799","14,501118",
23/03/2006 16.00,"0,142267","37,487723","14,65201"
23/03/2006 17.00,"0,13934","53,049224",
23/03/2006 18.00,"0,16311","56,239376","20,51281"
23/03/2006 19.00,"0,093674","14,407679",
23/03/2006 20.00,"0,032317","6,290786","21,97802"
23/03/2006 21.00,"0,097187","6,223298",
23/03/2006 22.00,"0,012178","9,888487","16,11721"
23/03/2006 23.00,"0,007025","10,668501",
24/03/2006 0.00,"0,016979","8,88653","12,21001"
24/03/2006 1.00,"0,005386","7,314807",
24/03/2006 2.00,"0,02295","6,277807","14,65201"
24/03/2006 3.00,"0,019437","6,227191",
24/03/2006 4.00,"0,000234","4,650275","13,67521"
24/03/2006 5.00,,"4,892978",
24/03/2006 6.00,,"5,033149","7,326007"
24/03/2006 7.00,"0,000234","7,617213",
24/03/2006 8.00,"0,018969","7,687297","16,11721"
24/03/2006 9.00,"0,058664","6,593192",
24/03/2006 10.00,"0,155498","10,760657","17,582411"
24/03/2006 11.00,"0,098592","11,474485",
24/03/2006 12.00,"0,149409","9,440721","16,11721"
24/03/2006 13.00,"0,709463","7,75868",
24/03/2006 14.00,"1,024325","4,455595","16,60561"
24/03/2006 15.00,"0,708527","4,902064",
24/03/2006 16.00,"1,081232","6,822914","32,234421"
24/03/2006 17.00,"0,655718","7,02668",
24/03/2006 18.00,"0,392728","7,217467","20,02442"
24/03/2006 19.00,"0,23278","13,279826",
24/03/2006 20.00,"0,279031","34,960765","19,0476"
24/03/2006 21.00,"0,24929","26,032701",
24/03/2006 22.00,"0,154679","38,198968","25,88522"
24/03/2006 23.00,"0,171189","44,466387",
25/03/2006 0.00,"0,154562","35,579851","35,164822"
25/03/2006 1.00,,"23,948335",
25/03/2006 2.00,"0,092268",,"31,746031"
25/03/2006 3.00,"0,174951","13,426483",
25/03/2006 4.00,"0,075493","9,466679","20,02442"
25/03/2006 5.00,"0,052725","6,254446",
25/03/2006 6.00,,"9,6977","17,094"
25/03/2006 7.00,"0,055121","20,070283",
25/03/2006 8.00,"0,357092","45,44627","21,48962"
25/03/2006 9.00,"0,826824","53,783813",
25/03/2006 10.00,"1,795047","34,274206",
25/03/2006 11.00,"3,787213","17,486227",
25/03/2006 12.00,"7,46658","16,248059",
25/03/2006 13.00,"8,582793","21,556345",
25/03/2006 14.00,"2,697963","13,401827",
25/03/2006 15.00,"1,07487","12,398566",
25/03/2006 16.00,"0,708792","13,204544",
25/03/2006 17.00,"1,515844","13,579629",
25/03/2006 18.00,"1,760296","18,852884",
25/03/2006 19.00,"0,712386","21,377249",
25/03/2006 20.00,"0,077889","22,981418",
25/03/2006 21.00,,"17,786031",
25/03/2006 22.00,"0,023966","31,839386",
25/03/2006 23.00,,"49,06345",
26/03/2006 0.00,,"39,347584",
26/03/2006 1.00,,"23,704326",
26/03/2006 2.00,,"12,379098",
26/03/2006 3.00,,"9,892382",
26/03/2006 4.00,"0,075493","12,423223",
26/03/2006 5.00,,"10,357019",
26/03/2006 6.00,"0,001198","10,238913",
26/03/2006 7.00,"0,082682","8,058487",
26/03/2006 8.00,"0,149787","6,220701",
26/03/2006 9.00,"0,699205","6,170085",
26/03/2006 10.00,"0,752529","6,427063",
26/03/2006 11.00,"0,797465","5,19668",
26/03/2006 12.00,"0,814242","5,292722",
26/03/2006 13.00,"0,601544","4,872212",
26/03/2006 14.00,"0,777095","4,886489",
26/03/2006 15.00,"0,733357","4,504915",
26/03/2006 16.00,"1,011961","4,76449",
26/03/2006 17.00,"0,221685","3,467915",
26/03/2006 18.00,"0,351101","4,390701",
26/03/2006 19.00,"0,00719","7,238231",
26/03/2006 20.00,,"13,078657",
26/03/2006 21.00,,"24,518091",
26/03/2006 22.00,,"34,603852",
26/03/2006 23.00,,"28,982764",
27/03/2006 0.00,,"24,695888",
27/03/2006 1.00,,"29,01521",
27/03/2006 2.00,"0,298028",,
27/03/2006 3.00,"0,424182","27,778339",
27/03/2006 4.00,"0,78701","24,749119",
27/03/2006 5.00,"0,415321","27,032066",
27/03/2006 6.00,"0,311393","33,46172",
27/03/2006 7.00,"1,84447","56,195245",
27/03/2006 8.00,"4,729859","70,66392",
27/03/2006 9.00,"10,550103","80,342158",
27/03/2006 10.00,"11,729396","55,168635",
27/03/2006 11.00,"8,527173","32,640172",
27/03/2006 12.00,"5,961764","16,274017",
27/03/2006 13.00,"12,46963","24,707591",
27/03/2006 14.00,"8,514473","19,42005",
27/03/2006 15.00,"6,948739","17,965137",
27/03/2006 16.00,"6,232094","16,292186",
27/03/2006 17.00,"13,833976","32,367618",
27/03/2006 18.00,"11,096202","32,959436",
27/03/2006 19.00,"6,139565","32,43771",
27/03/2006 20.00,"2,88291","31,621344",
27/03/2006 21.00,"2,842996","56,292587",
27/03/2006 22.00,"1,76712","69,292085",
27/03/2006 23.00,"1,734463","65,378999",
28/03/2006 0.00,"1,40792","28,675162",
28/03/2006 1.00,"1,234626","36,607782",
28/03/2006 2.00,"0,965143","18,406422",
28/03/2006 3.00,"1,330088","11,565332",
28/03/2006 4.00,"0,618825","19,299344",
28/03/2006 5.00,"0,871827","15,570564",
28/03/2006 6.00,"0,663245","25,182587",
28/03/2006 7.00,"1,574109","62,505515",
28/03/2006 8.00,"2,67971","64,77678",
28/03/2006 9.00,"2,951852","36,459811",
28/03/2006 10.00,"4,071272","20,74388",
28/03/2006 11.00,"4,171058","17,094263",
28/03/2006 12.00,"3,401798","12,83855",
28/03/2006 13.00,"3,064339","12,351849",
28/03/2006 14.00,"4,047122",,
28/03/2006 15.00,"3,911614","9,391401",
28/03/2006 16.00,"2,445665","10,615292","6,837607"
28/03/2006 17.00,"1,943107","12,128607",
28/03/2006 18.00,"1,284338","13,195461","10,74481"
28/03/2006 19.00,"1,437131","17,47455",
28/03/2006 20.00,"1,710878","23,604386","18,55921"
28/03/2006 21.00,"1,665308","31,294277",
28/03/2006 22.00,"0,860731","25,735481","23,44322"
28/03/2006 23.00,"0,733578","13,135761",
29/03/2006 0.00,"1,67822","8,097423","29,79241"
29/03/2006 1.00,,"5,352424",
29/03/2006 2.00,"0,2078",,"28,81562"
29/03/2006 3.00,"0,309462","7,579573",
29/03/2006 4.00,"0,298186","8,141552","22,954821"
29/03/2006 5.00,"0,331119","7,27068",
29/03/2006 6.00,"0,352776","19,259116","28,81562"
29/03/2006 7.00,"0,337921","38,391048",
29/03/2006 8.00,"0,360831","33,712211","29,79241"
29/03/2006 9.00,"0,379087","17,657541",
29/03/2006 10.00,"2,428449","11,9547","26,86202"
29/03/2006 11.00,"2,256625","10,538718",
29/03/2006 12.00,"0,395195","8,494572","26,86202"
29/03/2006 13.00,"0,804351","10,044233",
29/03/2006 14.00,"10,484853","15,518656","32,722832"
29/03/2006 15.00,"6,498358","12,617913",
29/03/2006 16.00,"10,647736","15,889849","24,908421"
29/03/2006 17.00,"3,944799","13,521224",
29/03/2006 18.00,"13,559793","25,943162","31,746031"
29/03/2006 19.00,"24,622769","66,835223",
29/03/2006 20.00,"15,310253","49,12704","36,630032"
29/03/2006 21.00,"6,498896","43,225615",
29/03/2006 22.00,"3,449014","36,162592","40,537231"
29/03/2006 23.00,"1,753502","26,248146",
30/03/2006 0.00,"0,710028","12,68929","40,537231"
30/03/2006 1.00,"0,713966","12,681506",
30/03/2006 2.00,"0,616419","17,901543","33,211231"
30/03/2006 3.00,"0,396448","11,32263",
30/03/2006 4.00,"0,329687","16,263633","38,09523"
30/03/2006 5.00,"0,091282","13,850881",
30/03/2006 6.00,"0,235363","13,94304","32,234421"
30/03/2006 7.00,"0,105242","15,425209",
30/03/2006 8.00,"0,282973","14,571201","32,722832"
30/03/2006 9.00,"1,029155","13,491379",
30/03/2006 10.00,"1,771937","12,530953","27,83882"
30/03/2006 11.00,"1,96166","13,230503",
30/03/2006 12.00,"1,677076","10,188286","25,39682"
30/03/2006 13.00,"1,601366","6,96568",
30/03/2006 14.00,"1,328416","7,078595","22,46641"
30/03/2006 15.00,"1,938392","34,398789",
30/03/2006 16.00,"2,706232","8,46602","13,18681"
30/03/2006 17.00,"2,713392","9,588679",
30/03/2006 18.00,"1,191673","9,149998","20,02442"
30/03/2006 19.00,"0,479317","15,583543",
30/03/2006 20.00,"0,265253","31,895197","36,630032"
30/03/2006 21.00,"0,379266","54,051167",
30/03/2006 22.00,"0,328076","57,617736","34,18803"
30/03/2006 23.00,"0,363515","41,382639",
31/03/2006 0.00,"0,245722","21,318532","28,327221"
31/03/2006 1.00,,"20,296109",
31/03/2006 2.00,"1,258584",,"29,30402"
31/03/2006 3.00,"1,524459","21,930124",
31/03/2006 4.00,"1,021146","14,197416","24,908421"
31/03/2006 5.00,"0,504216","19,160476",
31/03/2006 6.00,"0,854861","24,440216","27,35042"
31/03/2006 7.00,"0,697613","42,736314",
31/03/2006 8.00,"3,761292","52,723436","35,653221"
31/03/2006 9.00,"24,510757","39,407275",
31/03/2006 10.00,"11,855027","19,993706","45,421242"
31/03/2006 11.00,"11,401352","21,216297",
31/03/2006 12.00,"7,795509","22,745189","49,816841"
31/03/2006 13.00,"13,788994","22,371413",
31/03/2006 14.00,"9,669829","18,318161","41,025631"
31/03/2006 15.00,"12,720788","23,813348",
31/03/2006 16.00,"5,201826","13,797675","31,25762"
31/03/2006 17.00,"10,734415","21,456405",
31/03/2006 18.00,"2,873837","23,616066","27,83882"
31/03/2006 19.00,"1,948425","24,219589",
31/03/2006 20.00,"1,627122","25,377267","34,67643"
31/03/2006 21.00,"1,358054","23,009964",
31/03/2006 22.00,"1,127424","17,382392","27,83882"
31/03/2006 23.00,"0,583202","16,093609",
01/04/2006 0.00,"0,706108","14,986527","25,39682"
01/04/2006 1.00,"0,342872","12,340161",
01/04/2006 2.00,"0,784671","11,589999","27,83882"
01/04/2006 3.00,"2,642062","21,927542",
01/04/2006 4.00,"2,700322","22,412941","20,02442"
01/04/2006 5.00,"3,09073","23,786083",
01/04/2006 6.00,"2,647906","29,625215","27,83882"
01/04/2006 7.00,"1,821905","31,787477",
01/04/2006 8.00,"2,593683","28,001583","36,141621"
01/04/2006 9.00,"11,177237","19,902849",
01/04/2006 10.00,"12,323151","16,128652","25,39682"
01/04/2006 11.00,"6,718272","10,874867",
01/04/2006 12.00,"3,694417","9,178552","22,954821"
01/04/2006 13.00,"4,280029","7,453679",
01/04/2006 14.00,"6,22484","9,405679","22,46641"
01/04/2006 15.00,"5,928418","9,689912",
01/04/2006 16.00,"5,874196","10,305102","21,48962"
01/04/2006 17.00,"7,157481","18,876249",
01/04/2006 18.00,"18,358212","30,4299","25,39682"
01/04/2006 19.00,"11,28749","32,223545",
01/04/2006 20.00,"8,082893","39,686311","35,653221"
01/04/2006 21.00,"8,94143","56,576844",
01/04/2006 22.00,"8,310632","54,65727","40,04884"
01/04/2006 23.00,"5,758519","34,660965",
02/04/2006 0.00,"3,137724","21,190351","40,04884"
02/04/2006 1.00,,"18,158526",
02/04/2006 2.00,"2,554096",,"31,25762"
02/04/2006 3.00,"1,903439","13,352504",
02/04/2006 4.00,"1,774027","15,160435","30,28083"
02/04/2006 5.00,"1,766478","20,241597",
02/04/2006 6.00,"1,09641","24,412951","22,954821"
02/04/2006 7.00,"1,697817","21,263026",
02/04/2006 8.00,"2,036447","19,427832","28,327221"
02/04/2006 9.00,"2,796744","17,481039",
02/04/2006 10.00,"2,487592","10,49978","21,001221"
02/04/2006 11.00,"2,492984","9,599064",
02/04/2006 12.00,"1,786969","8,469913","19,53602"
02/04/2006 13.00,"1,872884","8,772316",
02/04/2006 14.00,"3,328772","5,800191","19,53602"
02/04/2006 15.00,"3,997403","7,939085",
02/04/2006 16.00,"3,377302","8,464722","28,327221"
02/04/2006 17.00,"7,822256","16,649105",
02/04/2006 18.00,"7,96425","16,823012","37,118431"
02/04/2006 19.00,"4,371261","15,262968",
02/04/2006 20.00,"2,892006","12,323297","34,18803"
02/04/2006 21.00,"1,826152","6,347893",
02/04/2006 22.00,"1,932198","7,257702","38,58363"
02/04/2006 23.00,"1,649647","6,931935",
03/04/2006 0.00,"1,471346","6,026022","32,234421"
03/04/2006 1.00,"1,044645","5,544509",
03/04/2006 2.00,"1,526346","5,52634","23,44322"
03/04/2006 3.00,"1,384712","4,829383",
03/04/2006 4.00,"1,497588","6,559446","19,53602"
03/04/2006 5.00,"1,162194","5,332956",
03/04/2006 6.00,"1,629517","8,297298","19,53602"
03/04/2006 7.00,"1,644615","7,39917",
03/04/2006 8.00,"1,899844","7,961148","19,53602"
03/04/2006 9.00,"2,658344","8,546489",
03/04/2006 10.00,"3,312596","8,498467","19,0476"
03/04/2006 11.00,"3,443806","8,661998",
03/04/2006 12.00,"2,927954","5,608106","20,51281"
03/04/2006 13.00,"2,514554","4,79434",
03/04/2006 14.00,"2,153277","6,38034","16,60561"
03/04/2006 15.00,"2,304259","9,008531",
03/04/2006 16.00,"2,1371","7,210978","21,97802"
03/04/2006 17.00,"1,793799","4,163573",
03/04/2006 18.00,"1,464157","4,316722","26,86202"
03/04/2006 19.00,"1,001148","4,852744",
03/04/2006 20.00,"1,425693","7,470553","34,67643"
03/04/2006 21.00,"0,606081","10,979992",
03/04/2006 22.00,"0,747356","9,870318","32,234421"
03/04/2006 23.00,"1,169384","6,485467",
04/04/2006 0.00,"1,674092","9,918339","27,83882"
04/04/2006 1.00,,"7,283658",
04/04/2006 2.00,"0,029266",,"26,86202"
04/04/2006 3.00,"0,039181","11,61076",
04/04/2006 4.00,"0,042108","9,095487","25,88522"
04/04/2006 5.00,"0,041511","7,898848",
04/04/2006 6.00,"0,551174","11,856051","33,699631"
04/04/2006 7.00,"1,521045","14,418053",
04/04/2006 8.00,"0,327192","10,659417","29,30402"
04/04/2006 9.00,"0,653251","13,595203",
04/04/2006 10.00,"0,296671","10,235018","24,42001"
04/04/2006 11.00,"0,04832","9,696404",
04/04/2006 12.00,"0,122861","8,815148","19,53602"
04/04/2006 13.00,"0,176497","4,681425",
04/04/2006 14.00,"0,039958","5,222637","20,51281"
04/04/2006 15.00,"0,035657","3,954616",
04/04/2006 16.00,"0,022875","2,835852","12,69841"
04/04/2006 17.00,"0,018158","2,598339",
04/04/2006 18.00,"0,015769","2,960447","21,97802"
04/04/2006 19.00,"0,003882","2,85532",
04/04/2006 20.00,"0,003703","3,432872","13,18681"
04/04/2006 21.00,"0,122324","4,307638",
04/04/2006 22.00,"0,070897","3,161616","23,93162"
04/04/2006 23.00,"0,033806","5,815765",
05/04/2006 0.00,"0,026817","8,206446","20,02442"
05/04/2006 1.00,"0,012245","7,739212",
05/04/2006 2.00,"0,02622","10,424508","13,67521"
05/04/2006 3.00,"0,02174","11,696417",
05/04/2006 4.00,"0,031596","9,169466","7,814408"
05/04/2006 5.00,"0,016067","7,36802",
05/04/2006 6.00,"0,014693","19,641995","4,395605"
05/04/2006 7.00,"0,298104","49,232182",
05/04/2006 8.00,"2,759458","72,484851","19,53602"
05/04/2006 9.00,"1,404814","35,1308",
05/04/2006 10.00,"1,567873","17,800312","23,44322"
05/04/2006 11.00,"0,997823","12,170138",
05/04/2006 12.00,"0,138748","8,613978","14,65201"
05/04/2006 13.00,"0,043243","9,320019",
05/04/2006 14.00,"0,042407","7,168147","10,74481"
05/04/2006 15.00,"0,045513","8,128574",
05/04/2006 16.00,"0,599256","8,75804","16,11721"
05/04/2006 17.00,"0,449038","9,365446",
05/04/2006 18.00,"0,590834","10,517946","21,48962"
05/04/2006 19.00,"0,23754","14,30774",
05/04/2006 20.00,"0,151471","13,551078","17,094"
05/04/2006 21.00,"0,037808","12,704861",
05/04/2006 22.00,"0,03518","8,489381","17,582411"
05/04/2006 23.00,"0,031954","4,702191",
06/04/2006 0.00,"0,028191","3,702829","15,62881"
06/04/2006 1.00,,"5,883255",
06/04/2006 2.00,"0,264162",,"17,094"
06/04/2006 3.00,"0,207255","4,307638",
06/04/2006 4.00,"0,163529","3,574341","20,02442"
06/04/2006 5.00,"0,212048","6,194744",
06/04/2006 6.00,"0,208154","6,793062","22,46641"
06/04/2006 7.00,"0,21115","10,952743",
06/04/2006 8.00,"0,202763","14,983932","24,42001"
06/04/2006 9.00,"0,187489","17,811989",
06/04/2006 10.00,"0,259669","17,407059","21,97802"
06/04/2006 11.00,"0,202164","13,87684",
06/04/2006 12.00,"0,166823","14,437523","28,327221"
06/04/2006 13.00,"0,194976","15,725013",
06/04/2006 14.00,"0,212048","10,296016","25,88522"
06/04/2006 15.00,"0,211749","12,037762",
06/04/2006 16.00,"0,282431","12,196097","27,35042"
06/04/2006 17.00,"0,205758","12,64386",
06/04/2006 18.00,"0,215043","13,160418","29,30402"
06/04/2006 19.00,"0,211449","19,484943",
06/04/2006 20.00,"0,239902","21,508316","29,79241"
06/04/2006 21.00,"0,195875","14,652973",
06/04/2006 22.00,"0,20426","11,676947","28,81562"
06/04/2006 23.00,"0,210251","12,479036",
07/04/2006 0.00,"0,205758","9,155191","34,18803"
07/04/2006 1.00,"0,214744","10,132487",
07/04/2006 2.00,"0,18689","7,33817","26,37361"
07/04/2006 3.00,"0,191981","5,957234",
07/04/2006 4.00,"0,209052","4,424446","17,094"
07/04/2006 5.00,"0,13268","4,392",
07/04/2006 6.00,"0,126989","6,972169","18,55921"
07/04/2006 7.00,"0,136573","4,364744",
07/04/2006 8.00,"0,214145","4,56851","15,62881"
07/04/2006 9.00,"0,569954","4,979936",
07/04/2006 10.00,"0,66879","3,867659","18,55921"
07/04/2006 11.00,"0,22882","4,358255",
07/04/2006 12.00,"0,248287","3,984466","16,11721"
07/04/2006 13.00,"0,124593","3,416",
07/04/2006 14.00,"0,31328","3,965","19,0476"
07/04/2006 15.00,"0,334245","4,613935",
07/04/2006 16.00,"0,184793","2,985106","19,53602"
07/04/2006 17.00,"0,169519","2,764469",
07/04/2006 18.00,"0,209651","3,212233","18,55921"
