,Provincia di TARANTO,,,,,,,
07/08/2006 15.00,"8,905029","3,131473","4,106467","0,387889","144,050775",0,0,0
07/08/2006 16.00,"8,879089","3,617012","3,428977","0,371032","145,834147",0,0,0
07/08/2006 17.00,"10,134559","3,573025","4,661957","0,375683","147,637778",0,0,0
07/08/2006 18.00,"15,92166","3,716827","10,229819","0,459305","144,085965",0,0,0
07/08/2006 19.00,"21,311879","4,298795","14,730849","0,439625","131,403243",0,0,0
07/08/2006 20.00,"37,026032","6,217267","27,512283","0,52275","105,954071",0,0,0
07/08/2006 21.00,"36,764031","6,291706","27,135906","0,508881","102,012168",0,"0,079934","0,002991"
07/08/2006 22.00,"41,6225","7,614672","29,967846","0,433314","77,211646",0,"0,189975",0
07/08/2006 23.00,"27,384313","3,972284","21,308456","0,442781","70,852706",0,"0,077858",0
08/08/2006 0.00,"22,697046","3,241438","17,739313","0,326273","75,823684",0,"0,001038",0
08/08/2006 1.00,"14,054018","2,469989","10,273955","0,282592","79,636865",0,0,0
08/08/2006 2.00,"7,90117","2,317729","4,350467","0,231771","85,775069",0,0,0
08/08/2006 3.00,"7,379784","2,297429","3,859871",,"74,335493",0,0,0
08/08/2006 4.00,"8,069775","2,244983","4,630809","0,238743",,0,0,0
08/08/2006 5.00,"9,88554","2,979214","5,321275","0,294518","72,661808",0,0,0
08/08/2006 6.00,"18,44298","3,518889","13,056594","0,307098","59,503868",0,0,0
08/08/2006 7.00,"29,213046","5,153143","21,326619","0,445295","51,548445","0,038292","0,22527","0,075961"
08/08/2006 8.00,"49,578141","12,573251","30,320878","0,669723","58,677878","0,042693","0,776506","0,083138"
08/08/2006 9.00,"40,802805","10,966073","24,005426","0,701498","78,246193","0,000881","0,099659",0
08/08/2006 10.00,"69,367377","21,76803","36,015942","0,904659","69,717969","0,241194","1,066138","0,539498"
08/08/2006 11.00,"57,331432","16,696108","31,753729","0,819009","80,498087","0,280366","1,386914","0,928272"
08/08/2006 12.00,"54,65708","15,330842","31,172271","0,756862","87,764262","0,136001","0,882393","0,450379"
08/08/2006 13.00,"50,38745","13,615382","29,531776","0,698935","95,360839","0,143044","0,92288","0,553255"
08/08/2006 14.00,"18,302906","5,290175","10,227227","0,412855","111,530313","0,038731","0,271984","0,133978"
08/08/2006 15.00,"11,439316","4,420604","4,822892","0,385134","123,107978",0,0,0
08/08/2006 16.00,"8,204661","3,425841","2,961743","0,402926","138,38244",0,0,0
08/08/2006 17.00,"11,755778","3,884313","5,82485","0,423282","132,913146",0,0,0
08/08/2006 18.00,"58,138181","12,80164","38,536397","0,759841","81,295672","0,00044","0,071629","0,004187"
08/08/2006 19.00,"41,37086","9,413028","26,956789","0,6372","100,121932","0,002641","0,261604",0
08/08/2006 20.00,"15,880158","3,449526","10,598417","0,430482","107,310854",0,"0,004152",0
08/08/2006 21.00,"20,237983","3,564567","14,782755","0,494615","84,984265",0,0,0
08/08/2006 22.00,"18,199148","3,818333","12,353139","0,394485","78,351809",0,0,0
08/08/2006 23.00,"14,733631","3,493512","9,383616","0,329193","74,74852",0,0,0
09/08/2006 0.00,"12,910086","3,021507","8,283021","0,346819","75,899498",0,0,0
09/08/2006 1.00,"14,321193","2,73729","10,131189","0,327786","66,710484",0,0,0
09/08/2006 2.00,"11,281084","2,596872","7,304425","0,278464","64,939288",0,0,0
09/08/2006 3.00,"8,323984","2,277127","4,835872","0,279541","63,356334",0,0,0
09/08/2006 4.00,"7,794816","2,272051","4,314126","0,263983","62,094295",0,0,0
09/08/2006 5.00,"16,297784","3,596711","10,790502","0,404332","52,014258",0,0,0
09/08/2006 6.00,"47,92839","11,463453","30,372789","0,503139","33,657885","0,078784","0,004152",0
09/08/2006 7.00,"54,044916","13,566325","33,26704","0,623216","34,868471","0,000881","0,289632","0,052036"
09/08/2006 8.00,"45,77022","13,813318","24,607649","0,536986","57,516048","0,019366","0,117307","0,025121"
09/08/2006 9.00,"39,63811","9,775067","24,667342","0,65102","86,613262","0,021126","0,262642","0,029906"
09/08/2006 10.00,"47,871316","13,840391","26,66867","0,632565","98,468552","0,036971","0,002077","0,000598"
09/08/2006 11.00,"35,199882","11,099718","18,193566","0,52838","109,115908","0,038292","0,17025","0,051438"
09/08/2006 12.00,"29,384246","9,448555","14,907349","0,461349","104,816564",0,0,0
09/08/2006 13.00,"47,793478","13,931745","26,450627","0,644483","89,115672",0,"0,004152","0,000598"
09/08/2006 14.00,"9,493854","4,828321","2,484128","0,252894","105,947267",0,0,0
09/08/2006 15.00,"2,596544","3,145006","0,015573","0,245861","112,566177",0,0,0
09/08/2006 16.00,"5,66778","3,703292","1,020128","0,26779","106,752972",0,0,0
09/08/2006 17.00,"6,492655","3,928298","1,001959","0,253474","96,350721",0,0,0
09/08/2006 18.00,"21,586842","6,01933","12,420631","0,471114","90,255836",0,0,0
09/08/2006 19.00,"62,345556","14,056932","40,820663","0,962586","45,339827","0,018925","0,126649","0,051438"
09/08/2006 20.00,"75,25823","18,49614","46,931034","1,038553","28,869724","0,570414","2,15304","1,244675"
09/08/2006 21.00,"50,843999","13,400524","30,318277","0,626607","40,056069","0,234591","1,124273","0,761996"
09/08/2006 22.00,"14,803669","4,577939","7,857318","0,347812","77,982138",0,"0,003114",0
09/08/2006 23.00,"4,55238","3,077337","0,786511","0,228316","92,556489",0,0,0
10/08/2006 0.00,"4,152912","2,573188","1,007148","0,226827","89,85366",0,0,0
10/08/2006 1.00,"9,086604","3,05196","4,760595","0,289636","82,779753",0,0,0
10/08/2006 2.00,"3,862391","2,222991","1,207021","0,248508","83,148092",0,0,0
10/08/2006 3.00,"1,206187","2,077498","0,005191",,"78,259717",0,0,0
10/08/2006 4.00,"0,50582","1,93708",0,"0,124788",,0,0,0
10/08/2006 5.00,"3,104958","2,561344","1,056468","0,157851","81,425648",0,0,0
10/08/2006 6.00,"13,452219","4,356317","6,777489","0,212455","76,062008",0,0,0
10/08/2006 7.00,"40,763897","9,162646","26,733564","0,455569","52,577585","0,018486","0,128726","0,053232"
10/08/2006 8.00,"60,392296","17,249314","33,967885","0,758673","44,826614","0,177374","0,397596","0,168668"
10/08/2006 9.00,"47,850551","11,977754","29,50581","0,701913","58,58443","0,436613","1,508374","1,134621"
10/08/2006 10.00,"24,720324","6,692655","14,46867","0,403615","75,933371","0,040053","0,168174","0,112446"
10/08/2006 11.00,"15,898315","4,873999","8,430979","0,307662","86,999196",0,0,0
10/08/2006 12.00,"16,89958","5,346004","8,708722","0,247339","86,366824",0,"0,004152",0
10/08/2006 13.00,"38,434525","9,059448","24,56092","0,723209","78,403263",0,0,0
10/08/2006 14.00,"11,208455","3,804799","5,378381","0,366162","105,148351","0,078344",0,0
10/08/2006 15.00,"20,186111","5,261416","12,127315","0,280566","90,106886",0,0,0
10/08/2006 16.00,"26,930366","7,190038","15,917098","0,337078","83,589544",0,0,0
10/08/2006 17.00,"38,335962","8,534998","25,266965","0,584583","67,907504",0,0,0
10/08/2006 18.00,"51,360182","12,510652","32,200184","0,711194","58,954106","0,00044","0,088239","0,003589"
10/08/2006 19.00,"64,822782","14,525555","42,580582","0,663466","51,640534","0,043133","0,19205","0,10467"
10/08/2006 20.00,"51,041126","10,37564","35,156747","0,563288","52,016971","0,081865","0,436006","0,210536"
10/08/2006 21.00,"18,201743","4,183756","11,795051","0,29109","68,512806","0,00176","0,262642","0,047849"
10/08/2006 22.00,"10,100839","2,69838","5,967616","0,161579","80,098614",0,0,0
10/08/2006 23.00,"11,517134","2,781276","7,257702","0,149895","73,024722",0,0,0
11/08/2006 0.00,"7,963424","2,666236","3,909191","0,130009","68,656352",0,0,0
11/08/2006 1.00,"5,709282","2,312655","2,515276","0,111365","67,805959",0,0,0
11/08/2006 2.00,"3,348788","2,321113","0,282936","0,075097","68,622493",0,0,0
11/08/2006 3.00,"2,596544","2,026745","0,192085","0,072073","61,785567",0,0,0
11/08/2006 4.00,"1,538212","2,39386",0,"0,071725","60,505915",0,0,0
11/08/2006 5.00,"4,088064","2,336339","1,266723","0,094843","58,1985",0,0,0
11/08/2006 6.00,"7,958237","2,630707","3,932552","0,121639","56,6819",0,0,0
11/08/2006 7.00,"13,086473","3,916455","7,086383","0,224304","54,918839",0,0,0
11/08/2006 8.00,"18,89692","5,557476","10,382978","0,322743","59,266901",0,0,0
11/08/2006 9.00,"20,276893","6,797545","9,861231","0,361936","66,212175",0,"0,002077","0,049045"
11/08/2006 10.00,"17,994226","6,083618","8,672383","0,322245","78,254314",0,0,0
11/08/2006 11.00,"20,47662","6,893977","9,913146","0,314788","89,32421",0,0,0
11/08/2006 12.00,"16,554584","5,349388","8,360892","0,567597","98,330417",0,"0,094468","0,055625"
11/08/2006 13.00,"15,213512","5,124383","7,361531","0,326058","110,323818",0,0,0
11/08/2006 14.00,"10,233131","4,49335","3,470509","0,235076","109,806552",0,0,0
11/08/2006 15.00,"4,887001","3,3108","0,532127","0,21403","112,5269",0,0,0
11/08/2006 16.00,"6,368145","3,551033","1,230383","0,197788","116,516124",0,0,0
11/08/2006 17.00,"9,317466","3,605169","3,844298","0,232756","112,01646",0,0,0
11/08/2006 18.00,"14,92299","5,241115","6,8917","0,279075","109,539788",0,0,0
11/08/2006 19.00,"15,140881","4,777569","7,820976","0,283052","110,661016",0,0,0
11/08/2006 20.00,"19,942275","5,655599","11,278505","0,300371","95,480001",0,0,0
11/08/2006 21.00,"28,694262","7,903966","16,5868","0,358042","84,082427",0,0,0
11/08/2006 22.00,"10,879024","3,645772","5,292722","0,170941","96,189565",0,0,0
11/08/2006 23.00,"9,073635","2,992747","4,488041","0,104065","89,89159",0,0,0
12/08/2006 0.00,"15,760836","4,209132","9,313532","0,121308","86,152876",0,0,0
12/08/2006 1.00,"9,825881","2,996131","5,271957","0,14619","88,870567",0,0,0
12/08/2006 2.00,"10,378391","2,640858","6,372553","0,120695","80,565781",0,0,0
12/08/2006 3.00,"20,453275","3,425841","15,211061",,"56,744182",0,0,0
12/08/2006 4.00,"13,537822","2,750823","9,32651","0,28388",,0,"0,001038",0
12/08/2006 5.00,"8,233196","2,994439","3,70932","0,217167","70,357129",0,0,0
12/08/2006 6.00,"9,545732","2,848947","5,217446","0,29709","80,913786",0,0,0
12/08/2006 7.00,"4,34746","2,710221","0,659319","0,280723","99,549126",0,0,0
12/08/2006 8.00,"10,103432","4,105934","3,813147","0,384156","97,641188",0,0,0
12/08/2006 9.00,"21,555714","7,2797","10,401144","0,452613","100,314207","0,00176",0,0
12/08/2006 10.00,"21,462333","7,276319","10,312882","0,525557","99,163214",0,"0,001038",0
12/08/2006 11.00,"20,051219","6,626676","9,897573","0,437493","102,129999",0,0,0
12/08/2006 12.00,"15,87497","6,031173","6,632125","0,384572","107,029219",0,"0,001038",0
12/08/2006 13.00,"13,371809","5,24619","5,331658","0,387811","106,941221","0,00044","0,350881","0,1585"
12/08/2006 14.00,"4,871437","3,452909","0,285532","0,277815","111,052316",0,0,0
12/08/2006 15.00,"1,14912","2,476756",0,"0,253556","112,631199",0,0,0
12/08/2006 16.00,"1,841703","2,713604","0,007788","0,242839","113,390816",0,0,0
12/08/2006 17.00,"5,763755","3,346328","1,178467","0,288366","110,648787",0,0,0
12/08/2006 18.00,"10,62741","3,836943","4,747616","0,339211","109,178168",0,0,0
12/08/2006 19.00,"22,271644","5,396758","14,006633","0,486095","93,282293",0,0,0
12/08/2006 20.00,"25,311744","6,6013","15,200675","0,494484","82,733726",0,0,0
12/08/2006 21.00,"44,071178","9,355507","29,747221","0,589195","64,686078",0,"0,075782",0
12/08/2006 22.00,"45,464147","9,851199","30,380589","0,509108","57,143663",0,"0,001038",0
12/08/2006 23.00,"31,827745","6,503177","21,87173","0,490165","62,342095",0,0,0
13/08/2006 0.00,"30,618938","6,953188","19,971643","0,36239","63,341448",0,"0,005191",0
13/08/2006 1.00,"57,839873","10,126956","42,341776","0,526054","30,536647",0,0,0
13/08/2006 2.00,"85,525099","23,307553","49,822702","0,698111","10,705629","0,00044","0,036333",0
13/08/2006 3.00,"21,509024","4,031496","15,33825","0,323592","57,349488","0,00176","0,420435","0,107063"
13/08/2006 4.00,"13,441845","2,887857","9,020211","0,280058","63,761218",0,0,0
13/08/2006 5.00,"6,036121","2,426004","2,432211","0,229463","78,510256",0,0,0
13/08/2006 6.00,"45,464147","12,774567","25,895133","0,496811","41,220611","0,020687","0,090316","0,051438"
13/08/2006 7.00,"26,204074","5,670825","17,521268","0,407585","32,176476","0,062499","0,712143","0,218311"
13/08/2006 8.00,"50,460088","15,782543","26,27931","0,630984","37,124417","0,002201","0,140145","0,022728"
13/08/2006 9.00,"10,015237","4,459515","3,192767","0,312543","89,769711","0,000881","0,122497","0,027513"
13/08/2006 10.00,"12,214907","5,298634","4,093488","0,316613","103,707542",0,0,0
13/08/2006 11.00,"11,81025","5,048251","4,077914","0,326582","107,466622",0,0,0
13/08/2006 12.00,"8,63785","4,574556","1,674256","0,275406","107,212057",0,0,0
13/08/2006 13.00,"7,83632","3,66438","2,362127","0,241012","99,61548",0,0,0
13/08/2006 14.00,"3,70416","2,782967","0,737191","0,192992","93,883523",0,0,0
13/08/2006 15.00,"5,390226","2,397243","2,478935","0,313788","102,334404",0,0,0
13/08/2006 16.00,"3,971337","2,669619","1,549659","0,234116","106,070463",0,0,0
13/08/2006 17.00,"15,00081","3,823408","9,144807","0,347601","87,71688",0,0,0
13/08/2006 18.00,"17,423558","5,087164","9,630213","0,377759","97,612741",0,0,0
13/08/2006 19.00,"10,214972","3,776038","4,428339","0,340125","113,908097",0,0,0
13/08/2006 20.00,"15,654483","3,845401","9,76519","0,409911","106,287198",0,0,0
13/08/2006 21.00,"18,920265","4,220975","12,456974","0,454275","91,790053","0,00132","0,066439","0,001196"
13/08/2006 22.00,"19,594692","4,452748","12,776247","0,375434","82,897576",0,0,0
13/08/2006 23.00,"29,143009","6,592842","19,047564","0,42445","61,040795",0,0,0
14/08/2006 0.00,"23,031664","4,720047","15,805483","0,374769","61,076008",0,0,0
14/08/2006 1.00,"17,589569","3,666073","11,976762","0,367209","67,169538",0,0,0
14/08/2006 2.00,"24,442778","5,389991","16,189653","0,437659","53,876172","0,00176",0,0
14/08/2006 3.00,"15,133101","3,407232","9,915744",,"52,775271",0,0,0
14/08/2006 4.00,"6,241041","2,385401","2,632084","0,226246",,0,0,0
14/08/2006 5.00,"4,536818","2,667927","1,321234","0,215025","68,511451",0,0,0
14/08/2006 6.00,"26,901839","5,420442","18,603695","0,579246","39,816389","0,077024","0,521131","0,30743"
14/08/2006 7.00,"42,203538","9,480699","27,6862","0,693284","32,774997","0,26276","1,344352","0,786519"
14/08/2006 8.00,"35,975483","7,959794","23,787383","0,680734","52,765796","0,059418","0,581342","0,23446"
14/08/2006 9.00,"23,999214","6,555622","13,957311","0,470862","75,330778","0,076583","0,002077","0,001196"
14/08/2006 10.00,"26,198874","8,122204","13,75484","0,449667","84,090547",0,0,"0,049644"
14/08/2006 11.00,"29,093718","9,392727","14,702285","0,489065","89,345877","0,233271","1,945418","1,372072"
14/08/2006 12.00,"22,383172","7,92765","10,235018","0,407609","99,211951","0,036532","0,836716","1,381044"
14/08/2006 13.00,"26,289675","8,49947","13,266845","0,445261","101,148336",0,0,0
14/08/2006 14.00,"11,473038","3,931681","5,448468","0,414508","118,773444",0,0,0
14/08/2006 15.00,"7,582114","3,408924","2,455574","0,350259","122,123507",0,0,0
14/08/2006 16.00,"8,658602","3,552726","3,265446","0,355744","118,539228",0,0,0
14/08/2006 17.00,"10,941278","4,242967","4,495829","0,36256","110,494449",0,0,0
14/08/2006 18.00,"20,302839","5,853537","11,335611","0,430882","98,590408",0,0,0
14/08/2006 19.00,"32,305038","8,768462","18,873655","0,492472","87,547619",0,0,0
14/08/2006 20.00,"76,656381","20,338495","45,50338","0,837992","51,773243","0,00176","0,080973","0,005981"
14/08/2006 21.00,"45,331836","10,842572","28,727091","0,671923","68,775514","0,102111","0,426663","0,135772"
14/08/2006 22.00,"39,417618","6,958265","28,768619","0,461054","60,050935","0,018925","0,089277","0,026915"
14/08/2006 23.00,"25,029017","4,706513","17,82497","0,296066","66,251437",0,0,0
15/08/2006 0.00,"19,153707","3,48167","13,824934","0,320087","72,537242",0,0,0
15/08/2006 1.00,"18,684217","3,715135","12,996885","0,361894","65,861454",0,0,0
15/08/2006 2.00,"39,370927","9,171105","25,326656","0,352087","15,706376","0,00044","0,001038",0
15/08/2006 3.00,"28,7617","5,163293","20,859385","0,309696","35,782482",0,0,0
15/08/2006 4.00,"36,164828","6,975182","25,48761","0,345853","21,239289",0,0,0
15/08/2006 5.00,"23,052409","4,033188","16,880117","0,228075","10,621679","0,00044","0,106925","0,003589"
15/08/2006 6.00,"21,994079","4,643918","14,883996","0,230236","16,321148",0,"0,120421",0
15/08/2006 7.00,"16,660935","3,989202","10,551697","0,355994","32,519058","0,036971","0,329081","0,10168"
15/08/2006 8.00,"29,975667","7,685727","18,203951","0,577751","50,635773","0,037411","0,279252","0,030504"
15/08/2006 9.00,"17,19529","4,74035","9,933914","0,336211","73,512201","0,082305","0,489988","0,134576"
15/08/2006 10.00,"19,231526","6,173282","9,775574","0,445427","82,697158","0,000881","0,033219",0
15/08/2006 11.00,"10,68707","4,248043","4,181743","0,266642","87,922701","0,000881","0,037372",0
15/08/2006 12.00,"12,191562","4,999191","4,672341","0,297977","95,401478",0,0,0
15/08/2006 13.00,"14,596153","5,684359","5,897531","0,332804","95,241676",0,0,0
15/08/2006 14.00,"3,330631","2,779584","0,298511","0,296149","103,266189",0,0,0
15/08/2006 15.00,"7,405724","3,877545","1,770298","0,294071","102,327783",0,0,0
15/08/2006 16.00,"11,268115","4,200674","4,835872","0,322745","104,028454","0,018486",0,0
15/08/2006 17.00,"9,561298","4,094092","3,286212","0,327151","96,218012","0,020246",0,0
15/08/2006 18.00,"19,843711","6,16313","10,401144","0,450249","86,190783",0,"0,003114","0,003589"
15/08/2006 19.00,"34,247897","9,543295","19,629012","0,537522","76,189291",0,0,0
15/08/2006 20.00,"45,988112","10,634483","29,703092","0,666853","62,606154","0,040932","0,266795","0,105866"
15/08/2006 21.00,"52,602674","12,036964","34,170365","0,609003","54,943219","0,040932","0,329081","0,218311"
15/08/2006 22.00,"40,831352","9,130501","26,850369","0,517658","61,891183",0,0,0
15/08/2006 23.00,"29,002935","6,379678","19,234452","0,485573","66,768703","0,13336","1,446088","1,026363"
16/08/2006 0.00,"17,542879","3,840326","11,662676","0,277281","63,440283","0,064259","1,271684","0,88461"
16/08/2006 1.00,"14,676565","3,649156","9,0877","0,351754","60,801115",0,0,0
16/08/2006 2.00,"11,36928","3,320952","6,2817","0,242787","52,941834","0,393921",0,0
16/08/2006 3.00,"11,613111","3,063802","6,920254",,"44,261947",0,0,0
16/08/2006 4.00,"11,045035","3,038426","6,390722","0,260992",,0,0,0
16/08/2006 5.00,"10,214972","2,867556","5,822254","0,251303","55,624331",0,0,0
16/08/2006 6.00,"19,088872","4,028113","12,921613","0,37973","46,753524",0,0,0
16/08/2006 7.00,"23,39481","4,914601","15,870378","0,379233","50,661508","0,078784","0,360224","0,102876"
16/08/2006 8.00,"27,303895","6,863526","16,791866","0,534403","54,081997",0,0,0
16/08/2006 9.00,"29,482809","8,260929","16,8282","0,571582","64,940643","0,117515","0,458845","0,238647"
16/08/2006 10.00,"31,716217","9,379193","17,347351","0,533907","77,039661","0,041373","0,283404","0,109455"
16/08/2006 11.00,"39,503239","12,043732","21,051464","0,690899","79,646348","0,002641","0,134954","0,027513"
16/08/2006 12.00,"34,369804","10,583729","18,154629","0,582594","87,542193","0,00044","0,209698","0,002991"
16/08/2006 13.00,"16,331504","5,261416","8,272639","0,441914","101,106357","0,000881","0,094468","0,003589"
16/08/2006 14.00,"17,280889","5,378148","9,048765","0,451353","107,657482",0,0,0
16/08/2006 15.00,"4,783243","2,884474","1,37834","0,342302","117,791705",0,0,0
16/08/2006 16.00,"5,016698","2,662851","1,557446","0,340151","121,282673",0,0,0
16/08/2006 17.00,"15,101972","4,474741","8,24668","0,417322","116,662432",0,0,0
16/08/2006 18.00,"33,830278","7,843063","21,819801","0,564129","94,463072","0,018486","0,046715","0,001196"
16/08/2006 19.00,"34,546206","7,939494","22,388276","0,627639","83,87796","0,020687","0,050867","0,002392"
16/08/2006 20.00,"17,475436","3,699909","11,810636","0,457895","94,308697",0,0,0
16/08/2006 21.00,"24,870778","4,29372","18,299996","0,486792","75,742428",0,0,0
16/08/2006 22.00,"32,115671","5,422134","23,818529","0,506003","63,285927","0,000881",0,0
16/08/2006 23.00,"16,777664","3,119631","12,002719","0,353481","70,546695",0,0,0
17/08/2006 0.00,"9,148858","2,358333","5,536724","0,281195","78,070159",0,0,0
17/08/2006 1.00,"10,344669","2,469989","6,562041","0,262399","76,078249",0,0,0
17/08/2006 2.00,"20,370275","4,533954","13,427785","0,318456","35,475108",0,0,0
17/08/2006 3.00,"13,561165","2,848947","9,199316","0,232425","36,363404",0,0,0
17/08/2006 4.00,"17,037059","3,469827","11,724969","0,272584","31,642954",0,0,0
17/08/2006 5.00,"14,139616","3,227903","9,196721","0,305291","40,138664",0,0,0
17/08/2006 6.00,"37,303579","7,914117","25,186488","0,551295","29,759375","0,037852","0,129764","0,049644"
17/08/2006 7.00,"61,295008","23,481809","25,308493","0,704478","14,509345","0,221828","1,243656","0,535311"
17/08/2006 8.00,"70,998986","27,848278","28,319548","0,720709","15,705021","0,49295","2,542331","1,387025"
17/08/2006 9.00,"38,032471","9,340282","23,727671","0,616129","61,444324","0,36091","1,241579","0,359466"
17/08/2006 10.00,"26,336365","7,714488","14,517991","0,63062","85,895586",0,"0,002077","0,000598"
17/08/2006 11.00,"32,359511","9,731082","17,451184","0,630039","94,203081",0,0,0
17/08/2006 12.00,"27,864188","9,226932","13,728892","0,530843","96,215303",0,"0,03841","0,052634"
17/08/2006 13.00,"18,121329","5,684359","9,414764","0,437939","103,671013","0,000881","0,03841","0,058017"
17/08/2006 14.00,"16,66353","4,627001","9,575701","0,407717","107,63857","0,077024","0,096544",0
17/08/2006 15.00,"7,104827","3,46306","1,913063","0,354889","113,050985",0,0,0
17/08/2006 16.00,"8,023085","3,549341","2,694383","0,408214","112,874988",0,0,0
17/08/2006 17.00,"12,147466","3,957059","6,118168","0,448538","110,196536",0,0,0
17/08/2006 18.00,"9,167017","3,009666","4,555531","0,456818","110,900612",0,0,0
17/08/2006 19.00,"23,150993","4,670986","16,000163","0,535231","95,332414",0,0,0
17/08/2006 20.00,"61,927941","12,251821","43,172404","0,772791","50,375786","0,019806","0,148449","0,030504"
17/08/2006 21.00,"47,012713","11,375481","29,591469","0,689574","42,039859","0,019806","0,05502","0,110053"
17/08/2006 22.00,"24,411651","4,094092","18,146848","0,492257","57,18428","0,040492","0,193089","0,298459"
17/08/2006 23.00,"19,065526","3,351403","13,936548","0,403162","63,406448",0,0,0
18/08/2006 0.00,"26,082145","3,657614","20,488188","0,449945","53,92898",0,0,0
18/08/2006 1.00,"46,831151","10,644636","30,53114","0,542517","22,141129","0,00132","0,043601",0
18/08/2006 2.00,"36,582447","6,723107","26,292293","0,461538","18,789696","0,002201","0,3405","0,125006"
18/08/2006 3.00,"31,679869","5,166676","23,7744",,"19,730808",0,"0,098621","0,004187"
18/08/2006 4.00,"29,430937","5,232655","21,422659","0,424972",,0,"0,004152",0
18/08/2006 5.00,"24,294922","4,61685","17,227955","0,30096","7,661584",0,"0,085125",0
18/08/2006 6.00,"88,259106","43,64606","21,352565","0,892275","4,677116","0,269363","1,458545","0,828985"
18/08/2006 7.00,"52,198038","15,144752","28,997047","0,519907","15,780853","0,568654","2,955499","1,854152"
18/08/2006 8.00,"83,488836","24,302322","46,258734","0,79734","19,313745","0,151846","0,901079","0,317"
18/08/2006 9.00,"60,955209","15,159978","37,736912","0,960535","51,079919","0,496472","1,952685","0,971935"
18/08/2006 10.00,"56,532524","14,302242","34,627217","0,809187","72,912325","0,321298","1,738834","0,879825"
18/08/2006 11.00,"56,983869","14,297167","35,086673","0,828073","94,312768","0,022447","0,297937","0,059812"
18/08/2006 12.00,"37,837904","9,164338","23,805546","0,576818","111,268929","0,116636","0,54397","0,26616"
18/08/2006 13.00,"24,276759","7,059771","13,464118","0,505989","115,258153",0,0,"0,051438"
18/08/2006 14.00,"12,772605","4,077175","6,528298","0,452143","115,671241",0,0,0
18/08/2006 15.00,"5,28128","3,172076","0,854001","0,400617",,0,0,0
18/08/2006 16.00,"4,145132","3,136548","0,373788","0,403267","97,940456",0,0,0
18/08/2006 17.00,"12,456144","4,498426","5,583445","0,516511","81,765533",0,0,0
18/08/2006 18.00,"30,626721","9,402877","16,220799","0,667447","63,581127","0,436173","13,553558","10,349755"
18/08/2006 19.00,"42,615975","10,976226","25,804275","0,753518","52,795602","0,018925","0,083049","0,026317"
18/08/2006 20.00,"82,051794","22,081015","48,228919","0,974287","45,112336","0,176054","0,589646","0,268553"
18/08/2006 21.00,"45,98553","7,99363","33,75244","0,69876","49,694674","0,124558","0,703838","0,354682"
18/08/2006 22.00,"33,197349","4,55933","26,224801","0,574002","56,467958","0,038731","0,178555","0,058017"
18/08/2006 23.00,"20,518131","3,603478","15,003393","0,419671","66,764647",0,0,0
19/08/2006 0.00,"26,585385","3,686375","20,947642","0,442285","60,12541","0,00044","0,089277","0,005981"
19/08/2006 1.00,"29,804465","5,026259","22,113139","0,416108","45,075787",0,0,0
19/08/2006 2.00,"45,505637","7,843063","33,503247","0,515185","21,606249","0,000881","0,044639",0
19/08/2006 3.00,"31,542416","5,736803","22,762073","0,373693","26,317223","0,042693","0,603142","0,11424"
19/08/2006 4.00,"23,309211","2,923384","18,839905","0,335836","37,988333",0,0,0
19/08/2006 5.00,"23,493394","4,195599","17,072204","0,518499","38,179272",0,0,0
19/08/2006 6.00,"35,967701","7,663734","24,233854","0,618239","21,982705","0,159328","0,222155","0,081344"
19/08/2006 7.00,"57,673853","15,396821","34,089887","0,816724","18,862822","0,231511","1,202132","0,739866"
19/08/2006 8.00,"37,041596","7,54531","25,49019","0,657008","45,376395","0,441015","2,172764","0,951599"
19/08/2006 9.00,"34,133769","7,007327","23,405805","0,652369","59,640644","0,004402","0,590685","0,000598"
19/08/2006 10.00,"47,858334","11,471908","30,289732","0,719884","73,248138","0,095069","0,221117","0,004187"
19/08/2006 11.00,"47,790918","10,642939","31,494157","0,618239","92,354716","0,121037","0,612485","0,217713"
19/08/2006 12.00,"40,683498","9,798753","25,677088","0,574334","109,607436","0,022447","0,139106","0,055027"
19/08/2006 13.00,"42,296919","8,587443","29,150198","0,653942","117,11326","0,038292","0,003114",0
19/08/2006 14.00,"17,171943","4,036571","10,990378","0,437398","132,011262",0,0,0
19/08/2006 15.00,"12,471708","3,364937","7,317404","0,42547","130,783124",0,0,0
19/08/2006 16.00,"17,031871","3,955367","10,974805","0,465315","123,053854","0,002201",0,0
19/08/2006 17.00,"34,310131","6,557314","24,272782","0,597694","107,504468",0,0,0
19/08/2006 18.00,"42,901301","7,849829","30,886752","0,724772","95,073778",0,"0,002077","0,000598"
19/08/2006 19.00,"57,961761","9,30983","43,717517","0,801482","75,768166","0,077464","0,19205","0,107063"
19/08/2006 20.00,"77,730277","13,952047","56,376964","0,940157","47,793478","0,137321","0,535665","0,183022"
19/08/2006 21.00,"66,552935","11,857637","48,405434","0,971304","45,537532","0,142604","1,330857","0,401933"
19/08/2006 22.00,"45,835075","7,612981","34,185948","0,659824","51,580945","0,039172","0,142221","0,052036"
19/08/2006 23.00,"36,42681","4,547487","29,474664","0,594629","45,476604","0,039612",0,0
20/08/2006 0.00,"59,961694","12,300878","41,129548","0,641765","30,898181","0,00044",0,0
20/08/2006 1.00,"40,616042","5,921207","31,559031","0,577233","25,072781","0,157568","0,555389","0,109455"
