NetC,SIMAGE Brindisi,,
23/07/2006 14.00,"3,726632","4,428339","35,164822"
23/07/2006 15.00,"4,30484","5,496489",
23/07/2006 16.00,"3,219113","3,597701","32,722832"
23/07/2006 17.00,"2,776848","2,863107",
23/07/2006 18.00,"1,948507","2,994192","35,653221"
23/07/2006 19.00,"3,713943","5,017573",
23/07/2006 20.00,"2,724284","4,014319","33,699631"
23/07/2006 21.00,"1,435551","3,42768",
23/07/2006 22.00,"1,495365","1,569127","52,25885"
23/07/2006 23.00,"1,46999","7,480935",
24/07/2006 0.00,"1,473615","6,534785","37,118431"
24/07/2006 1.00,"1,372927","6,050681",
24/07/2006 2.00,"1,445791","6,25185","63,492062"
24/07/2006 3.00,"1,423588","6,811232",
24/07/2006 4.00,"1,301331","5,579552","32,722832"
24/07/2006 5.00,"1,339394","6,529595",
24/07/2006 6.00,"1,660308","13,187678","34,18803"
24/07/2006 7.00,"1,536238","15,875568",
24/07/2006 8.00,"1,486303","2,628191","35,653221"
24/07/2006 9.00,"1,513491","2,325787",
24/07/2006 10.00,"1,423679","0,523043","39,072041"
24/07/2006 11.00,"1,489384","5,701551",
24/07/2006 12.00,"1,493553","0,95783","36,630032"
24/07/2006 13.00,"1,598681","3,509447",
24/07/2006 14.00,"1,464371","5,574361","37,118431"
24/07/2006 15.00,"1,498991","5,479616",
24/07/2006 16.00,"1,48449","6,198637","37,606831"
24/07/2006 17.00,"1,481409","3,789786",
24/07/2006 18.00,"1,066422","1,78068","33,699631"
24/07/2006 19.00,"1,287373","2,839744",
24/07/2006 20.00,"1,501166","3,214829","63,003651"
24/07/2006 21.00,"1,500803","3,82483",
24/07/2006 22.00,"1,508053","1,403001","65,445663"
24/07/2006 23.00,"1,464914","5,58085",
25/07/2006 0.00,"1,488115","7,539339","62,515251"
25/07/2006 1.00,,"6,951403",
25/07/2006 2.00,,,"58,119652"
25/07/2006 3.00,"0,26236","6,415383",
25/07/2006 4.00,"0,31987","6,29468","38,09523"
25/07/2006 5.00,"0,283748","3,295298",
25/07/2006 6.00,"0,275192","4,82419","36,141621"
25/07/2006 7.00,"0,303235","6,351786",
25/07/2006 8.00,"0,273291","1,174574","31,746031"
25/07/2006 9.00,"0,260934","0,526936",
25/07/2006 10.00,"0,27947","1,388724","35,653221"
25/07/2006 11.00,"0,278995","1,891",
25/07/2006 12.00,"0,27947","2,401065","32,234421"
25/07/2006 13.00,"0,281846","4,305042",
25/07/2006 14.00,"0,278995","7,214872","35,164822"
25/07/2006 15.00,"0,272816","6,153211",
25/07/2006 16.00,"0,284698","6,754127","36,141621"
25/07/2006 17.00,"0,268063","6,325829",
25/07/2006 18.00,"0,278044","5,766446","56,654442"
25/07/2006 19.00,"0,278995","6,78917",
25/07/2006 20.00,"0,278995","5,235616","65,445663"
25/07/2006 21.00,"0,273291","7,439403",
25/07/2006 22.00,"0,277094","6,460809","58,608051"
25/07/2006 23.00,"0,278995","5,375787",
26/07/2006 0.00,"0,276618","3,99485","39,072041"
26/07/2006 1.00,"0,285174","2,508787",
26/07/2006 2.00,"0,278044","5,174616","56,16605"
26/07/2006 3.00,"0,262834","6,776191",
26/07/2006 4.00,"0,28042","6,394617","36,141621"
26/07/2006 5.00,"0,27234","5,704148",
26/07/2006 6.00,"0,274717","3,701532","60,561661"
26/07/2006 7.00,"0,274242","0,647638",
26/07/2006 8.00,"0,277569","2,294637","38,09523"
26/07/2006 9.00,"0,27852","0,397149",
26/07/2006 10.00,"0,282797","0,201171","37,606831"
26/07/2006 11.00,"0,295155",,
26/07/2006 12.00,"0,281371","4,793041","33,211231"
26/07/2006 13.00,"0,256656","4,655468",
26/07/2006 14.00,"0,257131","6,148021","37,606831"
26/07/2006 15.00,"0,275192","5,731403",
26/07/2006 16.00,"0,277569","5,576956","33,211231"
26/07/2006 17.00,"0,27852","5,087658",
26/07/2006 18.00,"0,273766","5,805383","31,746031"
26/07/2006 19.00,"0,269489","3,832616",
26/07/2006 20.00,"0,278044","2,067511","59,58485"
26/07/2006 21.00,"0,278995","3,330339",
26/07/2006 22.00,"0,273291","3,251169","39,072041"
26/07/2006 23.00,"0,281371","4,219382",
27/07/2006 0.00,"0,284698","7,351148","31,746031"
27/07/2006 1.00,,"8,128574",
27/07/2006 2.00,,,"38,09523"
27/07/2006 3.00,"1,027528","7,096765",
27/07/2006 4.00,"0,395493","8,589318","33,699631"
27/07/2006 5.00,"0,382626","8,819043",
27/07/2006 6.00,"0,390753","8,001381","37,118431"
27/07/2006 7.00,"0,382626","5,144766",
27/07/2006 8.00,"0,392785","4,56202","31,746031"
27/07/2006 9.00,"0,408554","5,039636",
27/07/2006 10.00,"0,400234","6,364765","37,606831"
27/07/2006 11.00,"0,406329","4,538658",
27/07/2006 12.00,"1,763273","57,537261","67,88765"
27/07/2006 13.00,"0,475598","12,425828",
27/07/2006 14.00,"0,400911","4,961766","57,142841"
27/07/2006 15.00,"0,414746","4,922828",
27/07/2006 16.00,"0,390753","4,996807","61,53846"
27/07/2006 17.00,"0,394429","5,034447",
27/07/2006 18.00,"0,479855","4,473766","39,072041"
27/07/2006 19.00,"0,386012","5,079872",
27/07/2006 20.00,"0,397428","4,050658","63,492062"
27/07/2006 21.00,"0,565183","5,262872",
27/07/2006 22.00,"0,395493","7,474446","56,16605"
27/07/2006 23.00,"0,383981","6,244062",
28/07/2006 0.00,"0,396848","7,011105","35,164822"
28/07/2006 1.00,"0,385335","5,815765",
28/07/2006 2.00,"0,383981","8,32585","37,118431"
28/07/2006 3.00,"0,247183","6,036404",
28/07/2006 4.00,"0,352151","6,671063","32,722832"
28/07/2006 5.00,"0,502687","7,613318",
28/07/2006 6.00,"0,400234","5,077276","35,164822"
28/07/2006 7.00,"1,40193","5,255084",
28/07/2006 8.00,"1,400963","32,261195","61,05006"
28/07/2006 9.00,"1,44624","26,281892",
28/07/2006 10.00,"1,515993","23,762737","34,18803"
28/07/2006 11.00,"0,809175","9,788551",
28/07/2006 12.00,"1,3315","27,30462","31,746031"
28/07/2006 13.00,"1,238335","9,061744",
28/07/2006 14.00,"2,027774","21,995036","34,18803"
28/07/2006 15.00,"1,779139","6,735957",
28/07/2006 16.00,"1,733765","6,318041","36,141621"
28/07/2006 17.00,"1,195767","5,62887",
28/07/2006 18.00,"1,781171","3,497765","36,141621"
28/07/2006 19.00,"1,449626","2,075298",
28/07/2006 20.00,"1,073772","3,024042","36,630032"
28/07/2006 21.00,"1,811645","4,192127",
28/07/2006 22.00,"1,388967","3,663893","38,09523"
28/07/2006 23.00,"1,178256","2,660638",
29/07/2006 0.00,"1,229144","21,481071","33,699631"
29/07/2006 1.00,,"42,71165",
29/07/2006 2.00,,,"32,234421"
29/07/2006 3.00,"1,326378","8,816446",
29/07/2006 4.00,"0,810395","2,542532","37,118431"
29/07/2006 5.00,"0,808144","15,856097",
29/07/2006 6.00,"0,769875","20,597211","31,746031"
29/07/2006 7.00,"0,751866","21,883413",
29/07/2006 8.00,"0,792065","32,776441","69,84127"
29/07/2006 9.00,"0,757976","3,849489",
29/07/2006 10.00,"0,427708","3,292701","56,16605"
29/07/2006 11.00,"0,28814","2,155767",
29/07/2006 12.00,"0,413076","6,842382","34,18803"
29/07/2006 13.00,"0,606671","19,178641",
29/07/2006 14.00,"0,733858","4,133723","33,211231"
29/07/2006 15.00,"0,527561","5,540616",
29/07/2006 16.00,"0,260002","3,317362","31,746031"
29/07/2006 17.00,"0,440089","6,661978",
29/07/2006 18.00,"0,413076","5,113615","34,67643"
29/07/2006 19.00,"0,085542","3,14085",
29/07/2006 20.00,"0,068659","6,972169","32,234421"
29/07/2006 21.00,"0,167706","17,128015",
29/07/2006 22.00,"0,049202","7,048742","37,606831"
29/07/2006 23.00,"0,006753","5,203169",
30/07/2006 0.00,"0,121559","4,889083","32,234421"
30/07/2006 1.00,"0,096797","4,815106",
30/07/2006 2.00,"0,103551","3,880637","36,630032"
30/07/2006 3.00,"0,27576","5,140871",
30/07/2006 4.00,"0,356799","4,205105","38,09523"
30/07/2006 5.00,"0,082165","2,35953",
30/07/2006 6.00,"0,189092","4,494531","32,722832"
30/07/2006 7.00,"0,109178","4,825488",
30/07/2006 8.00,"0,368054","5,679489","31,746031"
30/07/2006 9.00,"0,347151","4,019509",
30/07/2006 10.00,"0,285889","4,859233","32,722832"
30/07/2006 11.00,"0,364678","5,62368",
30/07/2006 12.00,"0,203724","5,098042","34,18803"
30/07/2006 13.00,"0,300521","5,68468",
30/07/2006 14.00,"0,300521","4,546445","32,722832"
30/07/2006 15.00,"0,11368","6,125958",
30/07/2006 16.00,"0,147447","2,353043","36,630032"
30/07/2006 17.00,"0,075412","4,918935",
30/07/2006 18.00,"0,253248","3,62236","38,58363"
30/07/2006 19.00,"0,131689","1,933829",
30/07/2006 20.00,"0,027014","3,475702","26,37361"
30/07/2006 21.00,"0,01013","5,545807",
30/07/2006 22.00,,"5,740487","32,234421"
30/07/2006 23.00,"0,082165","6,510126",
31/07/2006 0.00,"0,086668","6,089617","24,908421"
31/07/2006 1.00,,"5,047424",
31/07/2006 2.00,,,"25,88522"
31/07/2006 3.00,"1,608445","3,656105",
31/07/2006 4.00,"0,89865","2,137597","27,83882"
31/07/2006 5.00,"0,653921","4,912446",
31/07/2006 6.00,"0,580431","6,804743","6,837607"
31/07/2006 7.00,"0,783221","6,899488",
31/07/2006 8.00,"0,428291","4,268702","6,349206"
31/07/2006 9.00,"0,376932","0,160935",
31/07/2006 10.00,"0,926393","1,174574","38,09523"
31/07/2006 11.00,"0,463261","4,019509",
31/07/2006 12.00,"0,575851","2,903339","38,09523"
31/07/2006 13.00,"0,394546","6,349192",
31/07/2006 14.00,"0,299184","4,868319","30,76923"
31/07/2006 15.00,"0,414418","4,669744",
31/07/2006 16.00,"0,264665","5,17851","31,25762"
31/07/2006 17.00,"0,571012","5,685978",
31/07/2006 18.00,"0,441517","5,306998","25,39682"
31/07/2006 19.00,"0,549784","4,144107",
31/07/2006 20.00,"0,266924","1,557446","32,234421"
31/07/2006 21.00,"0,643275","5,086359",
31/07/2006 22.00,"0,39532","6,726873","31,746031"
31/07/2006 23.00,"0,551268","5,009786",
01/08/2006 0.00,"0,379513","7,560105","29,30402"
01/08/2006 1.00,"0,497199","7,441999",
01/08/2006 2.00,"0,302991","6,198637","19,53602"
01/08/2006 3.00,"0,282409","4,830679",
01/08/2006 4.00,"0,299506","4,133723","32,722832"
01/08/2006 5.00,"0,447195","7,685999",
01/08/2006 6.00,"0,267182","2,952659","6,349206"
01/08/2006 7.00,"0,337574","0,667106",
01/08/2006 8.00,"0,376222","1,837788","30,76923"
01/08/2006 9.00,"0,558817","1,499042",
01/08/2006 10.00,"0,394288","0,451658","2,442003"
01/08/2006 11.00,"0,672955","1,626234",
01/08/2006 12.00,"0,513201","2,382893","6,349206"
01/08/2006 13.00,"0,387965","4,006531",
01/08/2006 14.00,"0,390417","5,426405","3,907204"
01/08/2006 15.00,"0,396805","4,355658",
01/08/2006 16.00,"0,28357","6,763212","6,349206"
01/08/2006 17.00,"0,402483","3,316064",
01/08/2006 18.00,"0,364221","7,383595","23,93162"
01/08/2006 19.00,"1,053113","33,504549",
01/08/2006 20.00,"0,856647","31,766712","36,141621"
01/08/2006 21.00,"1,469338","45,0063",
01/08/2006 22.00,"1,437917","21,930124","32,722832"
01/08/2006 23.00,"1,01453","30,776431",
02/08/2006 0.00,"0,785996","5,349829","34,67643"
02/08/2006 1.00,,"5,435489",
02/08/2006 2.00,,,"31,746031"
02/08/2006 3.00,"1,432136","4,844956",
02/08/2006 4.00,"1,399214","7,708063","29,79241"
02/08/2006 5.00,"1,334344","2,770956",
02/08/2006 6.00,"1,863058","43,958924","30,76923"
02/08/2006 7.00,"2,099735","53,833122",
02/08/2006 8.00,"1,149611","10,706146","36,141621"
02/08/2006 9.00,"0,991216","2,64117",
02/08/2006 10.00,"0,799899","5,615892","32,234421"
02/08/2006 11.00,"0,463112","6,314148",
02/08/2006 12.00,"0,332519","5,225234","32,234421"
02/08/2006 13.00,"0,421532","2,390681",
02/08/2006 14.00,"0,988168","4,79434","35,164822"
02/08/2006 15.00,"0,586146","3,701532",
02/08/2006 16.00,"0,720153","5,931276","36,141621"
02/08/2006 17.00,"0,771244","5,665212",
02/08/2006 18.00,"0,634554","5,820956","33,699631"
02/08/2006 19.00,"1,113274","3,761233",
02/08/2006 20.00,"0,788559","2,890361","32,234421"
02/08/2006 21.00,"0,516276","5,077276",
02/08/2006 22.00,"1,192776","7,286255","32,234421"
02/08/2006 23.00,"1,007312","6,040297",
03/08/2006 0.00,"0,356541","6,349189","30,76923"
03/08/2006 1.00,"0,106938","7,818382",
03/08/2006 2.00,"0,490548","6,756723","25,88522"
03/08/2006 3.00,"0,483964","4,267404",
03/08/2006 4.00,"0,953294","20,000207","3,418803"
03/08/2006 5.00,"1,809284","40,245705",
03/08/2006 6.00,"1,631258","28,904889","24,42001"
03/08/2006 7.00,"1,437502","36,834907",
03/08/2006 8.00,"1,027675","2,074","29,79241"
03/08/2006 9.00,"1,337515","1,205723",
03/08/2006 10.00,"1,23582","5,923489","30,28083"
03/08/2006 11.00,"1,289959","13,355097",
03/08/2006 12.00,"1,23082","6,57502","26,86202"
03/08/2006 13.00,"1,11998","6,199935",
03/08/2006 14.00,"1,314346","5,168126","6,349206"
03/08/2006 15.00,"1,095959","4,057147",
03/08/2006 16.00,"1,260939","4,493234","24,42001"
03/08/2006 17.00,"0,958904","5,870276",
03/08/2006 18.00,"0,84087","5,299213","20,51281"
03/08/2006 19.00,"1,323126","5,814466",
03/08/2006 20.00,"1,002923","5,534127","27,35042"
03/08/2006 21.00,"0,930127","2,355639",
03/08/2006 22.00,"1,081936","3,58083","34,18803"
03/08/2006 23.00,"1,347879","5,885851",
04/08/2006 0.00,"1,369462","2,32968","28,81562"
04/08/2006 1.00,,"7,116232",
04/08/2006 2.00,,,"5,372406"
04/08/2006 3.00,,"5,82485",
04/08/2006 4.00,,"3,743063","4,884005"
04/08/2006 5.00,,"0,786511",
04/08/2006 6.00,,"3,101914","3,907204"
04/08/2006 7.00,,"5,430296",
04/08/2006 8.00,,"5,647042","28,81562"
04/08/2006 9.00,,"4,757998",
04/08/2006 10.00,,"5,423808","30,76923"
04/08/2006 11.00,,"5,67819",
04/08/2006 12.00,,"5,17851","26,86202"
04/08/2006 13.00,,"5,497788",
04/08/2006 14.00,,"5,291426","4,884005"
04/08/2006 15.00,,"4,687914",
04/08/2006 16.00,,"5,75217","23,93162"
04/08/2006 17.00,,"5,718425",
04/08/2006 18.00,,"5,425107","27,35042"
04/08/2006 19.00,,"0,186894",
04/08/2006 20.00,,"10,611395","25,39682"
04/08/2006 21.00,,"29,856242",
04/08/2006 22.00,,"2,203786","31,25762"
04/08/2006 23.00,,"4,560722",
05/08/2006 0.00,,"4,171361","24,908421"
05/08/2006 1.00,,"5,252488",
05/08/2006 2.00,,"4,00134","26,86202"
05/08/2006 3.00,,"4,937107",
05/08/2006 4.00,,"7,566594","25,88522"
05/08/2006 5.00,,"5,692467",
05/08/2006 6.00,,"6,298573","25,39682"
05/08/2006 7.00,,"6,777489",
05/08/2006 8.00,,"5,827445","7,814408"
05/08/2006 9.00,,"2,602234",
05/08/2006 10.00,,"4,288168","24,908421"
05/08/2006 11.00,,"3,844298",
05/08/2006 12.00,,"3,252467","4,395605"
05/08/2006 13.00,,"4,366042",
05/08/2006 14.00,,"4,238851","6,349206"
05/08/2006 15.00,,"5,358913",
05/08/2006 16.00,,"5,344638","3,907204"
05/08/2006 17.00,,"2,821573",
05/08/2006 18.00,,"2,208979","4,884005"
05/08/2006 19.00,,"2,977319",
05/08/2006 20.00,,"18,089742","2,930403"
05/08/2006 21.00,,"15,871671",
05/08/2006 22.00,,"5,791106","1,953602"
05/08/2006 23.00,,"2,093468",
06/08/2006 0.00,,"5,283638","2,930403"
06/08/2006 1.00,,"4,725552",
06/08/2006 2.00,,,"0,976801"
06/08/2006 3.00,,"3,722297",
06/08/2006 4.00,,"7,644466","3,418803"
06/08/2006 5.00,,"7,730126",
06/08/2006 6.00,,"7,957255","6,837607"
06/08/2006 7.00,,"8,040319",
06/08/2006 8.00,,"6,090915","0,976801"
06/08/2006 9.00,,"5,514659",
06/08/2006 10.00,,"5,431594","5,860806"
06/08/2006 11.00,,"4,598362",
06/08/2006 12.00,,"4,772275","0,4884"
06/08/2006 13.00,,"2,950063",
06/08/2006 14.00,,"2,868296","0,976801"
06/08/2006 15.00,,"2,491915",
06/08/2006 16.00,,"4,295956","6,349206"
06/08/2006 17.00,,"4,216786",
06/08/2006 18.00,,"5,893637","2,930403"
06/08/2006 19.00,,"1,870234",
06/08/2006 20.00,,"0,948744","4,395605"
06/08/2006 21.00,,"5,765148",
06/08/2006 22.00,,"5,443276","5,860806"
06/08/2006 23.00,,"6,920254",
07/08/2006 0.00,,"6,885211",
07/08/2006 1.00,,"5,787213",
07/08/2006 2.00,,"6,730764","0,976801"
07/08/2006 3.00,,"6,035105",
07/08/2006 4.00,,"7,309616","6,349206"
07/08/2006 5.00,,"17,982012",
07/08/2006 6.00,,"30,344243","6,837607"
07/08/2006 7.00,,"51,869442",
07/08/2006 8.00,,"12,093566","1,465201"
07/08/2006 9.00,,"3,033126",
07/08/2006 10.00,,"4,233659","6,349206"
07/08/2006 11.00,,"3,728786",
07/08/2006 12.00,,"3,766424","4,884005"
07/08/2006 13.00,,"5,318681",
07/08/2006 14.00,,"6,746339","0,4884"
07/08/2006 15.00,,"5,258979",
07/08/2006 16.00,,"6,011743","3,907204"
07/08/2006 17.00,,"5,473127",
07/08/2006 18.00,,"5,740487","4,395605"
07/08/2006 19.00,,"4,885191",
07/08/2006 20.00,,"34,15348","5,860806"
07/08/2006 21.00,,"38,545477",
07/08/2006 22.00,,"13,728892","4,395605"
07/08/2006 23.00,,"2,660638",
08/08/2006 0.00,,"2,556808","1,465201"
08/08/2006 1.00,,"1,979254",
08/08/2006 2.00,,,"1,953602"
08/08/2006 3.00,,"2,429617",
08/08/2006 4.00,,"8,925466","3,418803"
08/08/2006 5.00,,"4,539956",
08/08/2006 6.00,,"3,04351","4,884005"
08/08/2006 7.00,,"0,358213",
08/08/2006 8.00,,"3,805362","18,07081"
08/08/2006 9.00,,"1,13434",
08/08/2006 10.00,,"0,956531","28,327221"
08/08/2006 11.00,,"4,164871",
08/08/2006 12.00,,"5,650935","0,4884"
08/08/2006 13.00,,"4,164871",
08/08/2006 14.00,,"5,087658",
08/08/2006 15.00,,"3,822233",
08/08/2006 16.00,,"4,633403","4,395605"
08/08/2006 17.00,,"4,573701",
08/08/2006 18.00,,"5,700255","1,465201"
08/08/2006 19.00,,"5,660021",
08/08/2006 20.00,,"19,177341","6,837607"
08/08/2006 21.00,,"28,91269",
08/08/2006 22.00,,"12,590652","28,327221"
08/08/2006 23.00,,"3,169404",
09/08/2006 0.00,,"5,258979","3,418803"
09/08/2006 1.00,,"11,680842",
09/08/2006 2.00,,"56,431474","3,418803"
09/08/2006 3.00,,"30,679089",
09/08/2006 4.00,,"31,978258","1,953602"
09/08/2006 5.00,,"46,513127",
09/08/2006 6.00,,"55,432109","26,86202"
09/08/2006 7.00,,"35,386473",
09/08/2006 8.00,,"6,508828","32,234421"
09/08/2006 9.00,,"2,782639",
09/08/2006 10.00,,"4,943594","25,88522"
09/08/2006 11.00,,"1,810532",
09/08/2006 12.00,,,
09/08/2006 13.00,,,
09/08/2006 14.00,,,
09/08/2006 15.00,,,
09/08/2006 16.00,,,
09/08/2006 17.00,,,
09/08/2006 18.00,,,
09/08/2006 19.00,,,
09/08/2006 20.00,,,
09/08/2006 21.00,,,
09/08/2006 22.00,,,
09/08/2006 23.00,,,
10/08/2006 0.00,,,
10/08/2006 1.00,,,
10/08/2006 2.00,,,
10/08/2006 3.00,,,
10/08/2006 4.00,,,
10/08/2006 5.00,,,
10/08/2006 6.00,,,
10/08/2006 7.00,,,
10/08/2006 8.00,,,
10/08/2006 9.00,,,
10/08/2006 10.00,,,
10/08/2006 11.00,,,
10/08/2006 12.00,,,
10/08/2006 13.00,,"11,609467",
10/08/2006 14.00,,"7,795019",
10/08/2006 15.00,,"4,166169",
10/08/2006 16.00,,"4,693105",
10/08/2006 17.00,,"1,256341",
10/08/2006 18.00,,"1,710596",
10/08/2006 19.00,,"6,414085",
10/08/2006 20.00,,"8,270042",
10/08/2006 21.00,,"4,857935",
10/08/2006 22.00,,"6,36217",
10/08/2006 23.00,,"7,186319",
11/08/2006 0.00,,"6,578915",
11/08/2006 1.00,,"6,554256",
11/08/2006 2.00,,"6,476382","1,953602"
11/08/2006 3.00,,"4,842361",
11/08/2006 4.00,,"4,741127","5,860806"
11/08/2006 5.00,,"8,349213",
11/08/2006 6.00,,"3,370573","2,930403"
11/08/2006 7.00,,"3,334234",
11/08/2006 8.00,,"7,037062","2,930403"
11/08/2006 9.00,,"1,693724",
11/08/2006 10.00,,"3,900105","4,395605"
11/08/2006 11.00,,"1,55615",
11/08/2006 12.00,,"1,528894","1,953602"
11/08/2006 13.00,,"5,918298",
11/08/2006 14.00,,"5,101935","0,976801"
11/08/2006 15.00,,"4,694403",
11/08/2006 16.00,,"6,135042","4,884005"
11/08/2006 17.00,,"4,911148",
11/08/2006 18.00,,"3,316064","6,837607"
11/08/2006 19.00,,"5,033149",
11/08/2006 20.00,,"3,748254","26,86202"
11/08/2006 21.00,,"16,052079",
11/08/2006 22.00,,"9,998808","24,42001"
11/08/2006 23.00,,"6,47768",
12/08/2006 0.00,,,"30,76923"
12/08/2006 1.00,,"6,512723",
12/08/2006 2.00,,"5,229127","0,976801"
12/08/2006 3.00,,"4,902064",
12/08/2006 4.00,,"4,135021","0,976801"
12/08/2006 5.00,,"2,818978",
12/08/2006 6.00,,"15,016372","0,4884"
12/08/2006 7.00,,"26,290975",
12/08/2006 8.00,,"6,240169","26,37361"
12/08/2006 9.00,,"5,814466",
12/08/2006 10.00,,"5,805383","3,907204"
12/08/2006 11.00,,"6,519212",
12/08/2006 12.00,,"5,37319","3,907204"
12/08/2006 13.00,,"4,831978",
12/08/2006 14.00,,"3,950723","6,349206"
12/08/2006 15.00,,"3,56266",
12/08/2006 16.00,,"4,799533","5,372406"
12/08/2006 17.00,,"5,876765",
12/08/2006 18.00,,"5,483509","23,93162"
12/08/2006 19.00,,"6,209021",
12/08/2006 20.00,,"13,74835","26,86202"
12/08/2006 21.00,,"6,266127",
12/08/2006 22.00,,"8,532211","29,30402"
12/08/2006 23.00,,"4,467275",
13/08/2006 0.00,,"6,001361","35,653221"
13/08/2006 1.00,,"4,50102",
13/08/2006 2.00,,"4,03119","31,25762"
13/08/2006 3.00,,"4,839765",
13/08/2006 4.00,,"4,221977","34,18803"
13/08/2006 5.00,,"7,004616",
13/08/2006 6.00,,"2,824169","30,28083"
13/08/2006 7.00,,"2,350446",
13/08/2006 8.00,,"4,423148","35,164822"
13/08/2006 9.00,,"5,395255",
13/08/2006 10.00,,"5,793702","6,837607"
13/08/2006 11.00,,"5,704148",
13/08/2006 12.00,,"5,630169","23,93162"
13/08/2006 13.00,,"3,868957",
13/08/2006 14.00,,"2,61132","30,76923"
13/08/2006 15.00,,"3,310873",
13/08/2006 16.00,,"5,271957","5,372406"
13/08/2006 17.00,,"6,476382",
13/08/2006 18.00,,"4,192127","3,418803"
13/08/2006 19.00,,"5,574361",
13/08/2006 20.00,,"6,419276","5,372406"
13/08/2006 21.00,,"7,702872",
13/08/2006 22.00,,"6,024723","4,884005"
13/08/2006 23.00,,"7,178531",
14/08/2006 0.00,,"6,820318","6,837607"
14/08/2006 1.00,,"3,959807",
14/08/2006 2.00,,"5,797595","5,372406"
14/08/2006 3.00,,"3,639234",
14/08/2006 4.00,,"6,514021","1,953602"
14/08/2006 5.00,,"6,502339",
14/08/2006 6.00,,"44,973854","22,954821"
14/08/2006 7.00,,"48,238",
14/08/2006 8.00,,"47,743498","24,908421"
14/08/2006 9.00,,"3,042212",
14/08/2006 10.00,,"4,308937","0,976801"
14/08/2006 11.00,,"3,911785",
14/08/2006 12.00,,"5,691169","2,930403"
14/08/2006 13.00,,"4,767084",
14/08/2006 14.00,,"6,168787","2,930403"
14/08/2006 15.00,,"6,907276",
14/08/2006 16.00,,"4,603553","2,442003"
14/08/2006 17.00,,"6,167488",
14/08/2006 18.00,,"7,429018","6,837607"
14/08/2006 19.00,,"6,303764",
14/08/2006 20.00,,"19,891166","6,349206"
14/08/2006 21.00,,"29,368242",
14/08/2006 22.00,,"13,124075","30,28083"
14/08/2006 23.00,,"20,511554",
15/08/2006 0.00,,"23,298101","29,79241"
15/08/2006 1.00,,"24,672524",
15/08/2006 2.00,,"11,326527","9,76801"
15/08/2006 3.00,,"5,235616",
15/08/2006 4.00,,"5,169425","6,349206"
15/08/2006 5.00,,"5,682085",
15/08/2006 6.00,,"13,591316","25,88522"
15/08/2006 7.00,,"7,192806",
15/08/2006 8.00,,"1,731362","31,746031"
15/08/2006 9.00,,"6,591893",
15/08/2006 10.00,,"4,598362","5,860806"
15/08/2006 11.00,,"4,456893",
15/08/2006 12.00,,"3,807956","5,860806"
15/08/2006 13.00,,"2,658041",
15/08/2006 14.00,,"3,377062",
15/08/2006 15.00,,"3,796276",
15/08/2006 16.00,,"2,818978","0,4884"
15/08/2006 17.00,,"2,722935",
15/08/2006 18.00,,"3,589914","3,907204"
15/08/2006 19.00,,"5,567872",
15/08/2006 20.00,,"5,064297","23,93162"
15/08/2006 21.00,,"2,160958",
15/08/2006 22.00,,"6,939722","12,21001"
15/08/2006 23.00,,"24,533674",
16/08/2006 0.00,,"6,447828","25,88522"
16/08/2006 1.00,,"3,944234",
16/08/2006 2.00,,"5,571765","16,11721"
16/08/2006 3.00,,"6,2817",
16/08/2006 4.00,,"11,344693","3,907204"
16/08/2006 5.00,,"13,545891",
16/08/2006 6.00,,"39,910858","6,837607"
16/08/2006 7.00,,"4,420552",
16/08/2006 8.00,,"2,546426","31,746031"
16/08/2006 9.00,,"2,084382",
16/08/2006 10.00,,"4,423148","13,18681"
16/08/2006 11.00,,"0,625574",
16/08/2006 12.00,,,"1,953602"
16/08/2006 13.00,,"1,030847",
16/08/2006 14.00,,"2,131106","5,372406"
16/08/2006 15.00,,"0,356915",
16/08/2006 16.00,,"3,090234","1,953602"
16/08/2006 17.00,,"4,565915",
16/08/2006 18.00,,"4,401085","3,907204"
16/08/2006 19.00,,"2,743703",
16/08/2006 20.00,,"24,703689","3,907204"
16/08/2006 21.00,,"44,212016",
16/08/2006 22.00,,"40,158749","30,76923"
16/08/2006 23.00,,"65,373799",
17/08/2006 0.00,,"49,743529","37,118431"
17/08/2006 1.00,,"26,942526",
17/08/2006 2.00,,"8,177894","27,35042"
17/08/2006 3.00,,"16,677658",
17/08/2006 4.00,,"7,763871","32,722832"
17/08/2006 5.00,,"15,578357",
17/08/2006 6.00,,"55,548914","35,164822"
17/08/2006 7.00,,"34,619435",
17/08/2006 8.00,,"1,497744","32,234421"
17/08/2006 9.00,,"2,048043",
17/08/2006 10.00,,"2,933191","27,83882"
17/08/2006 11.00,,"3,608085",
17/08/2006 12.00,,"3,780703","32,234421"
17/08/2006 13.00,,"4,563319",
17/08/2006 14.00,,"6,38683","25,39682"
17/08/2006 15.00,,"5,565275",
17/08/2006 16.00,,"4,990318","30,76923"
17/08/2006 17.00,,"2,245319",
17/08/2006 18.00,,"5,936467","30,28083"
17/08/2006 19.00,,"5,107128",
17/08/2006 20.00,,"8,564658","34,67643"
17/08/2006 21.00,,"3,868957",
17/08/2006 22.00,,"36,44813","29,79241"
17/08/2006 23.00,,"55,38408",
18/08/2006 0.00,,"35,428","37,606831"
18/08/2006 1.00,,"27,636889",
18/08/2006 2.00,,"11,471893","26,86202"
18/08/2006 3.00,,"33,155436",
