SIMAGE Brindisi,,,,,,,
,Via Taranto,,,,,,,
Parm,SO2,NOX,NO2,CO,O3,BENZENE,PM10



28/11/2010 1.00,,"13,16169941","9,97804159","0,2300211","55,1186181","0,41732595","27,20000076"
28/11/2010 2.00,"0,10902545",,,"0,24556802","51,5399472","0,638676","27,20000076"
28/11/2010 3.00,"0,11943241","14,72585116","13,74186139",,"47,01662385","0,49319415","27,20000076"
28/11/2010 4.00,"0,13083095","15,58315181","14,35316794","0,23589386","34,35950595","0,61848855","27,20000076"
28/11/2010 5.00,"0,12240612","9,34859207","8,50625282","0,23550592","37,2381114","0,5551803","27,20000076"
28/11/2010 6.00,"0,12851829","9,30190294","7,68210626","0,24845373","34,31693265","0,5570109","27,20000076"
28/11/2010 7.00,"0,13396941","14,85165694","13,52642106","0,2744775","23,71338795","0,56906235","27,20000076"
28/11/2010 8.00,"0,12537983","17,92808214","15,97679819","0,27873674","25,5439401","0,31664295","27,20000076"
28/11/2010 9.00,"0,12471878","18,0889062","13,46931535","0,31559967","31,61470515","0,6149799","27,20000076"
28/11/2010 10.00,"0,11513762","10,40822247","7,65744528","0,29529721","41,41211025","0,7411896","27,20000076"
28/11/2010 11.00,"0,14140266","12,39518626","8,5477872","0,28389769","47,16189975","0,7754625","27,20000076"
28/11/2010 12.00,"0,12438825","13,28880343","9,10716957","0,28617759","44,8968366","0,2225196","27,20000076"
28/11/2010 13.00,"0,11943241","12,80762378","8,8268283","0,26961712","43,6190391","0,63282825","27,20000076"
28/11/2010 14.00,"0,10192272","13,03589172","9,60036041","0,28153274","41,34048975","0,57699495","27,20000076"
28/11/2010 15.00,"0,11199916","8,14370321","6,43874222","0,27963961","41,91552855","0,6448797","27,20000076"
28/11/2010 16.00,"0,12471878","5,61719788","4,33878688","0,26561651","43,6305303","0,60262335","27,20000076"
28/11/2010 17.00,"0,11992871","8,1761269","6,21161574","0,26785331","41,0904564","0,4822614","27,20000076"
28/11/2010 18.00,"0,11678923","10,01523764","7,2512122","0,25980898","38,82136335","0,23375745","27,20000076"
28/11/2010 19.00,"0,11332024","9,70007312","7,05653236","0,24548531","38,5706517","0,45892125","27,20000076"
28/11/2010 20.00,"0,12356245","14,928179","10,71392833","0,29000578","34,65209265","0,40125735","27,20000076"
28/11/2010 21.00,"0,13760315","18,90081214","13,66140061","0,29546847","29,5091223","0,54017955","27,20000076"
28/11/2010 22.00,"0,1233977","13,05923724","9,55493511","0,26841251","37,77331005","0,5242635","27,20000076"
28/11/2010 23.00,"0,11761605","12,16043472","9,05655128","0,25507792","38,2409181","0,3818835","27,20000076"
29/11/2010 0.00,"0,13677735","10,11769981","7,8884665","0,26127222","38,71866075","0,36952695","27,20000076"
29/11/2010 1.00,"0,13479521","6,21510322","4,9734466","0,25116352","40,62691815","0,43675065","29,70000076"
29/11/2010 2.00,"0,1233977","4,74044263","4,05714737","0,24337782","42,30203985","0,2246553","29,70000076"
29/11/2010 3.00,"0,13991683","2,38124495","1,88840401","0,20806318","52,50016065","0,37654425","29,70000076"
29/11/2010 4.00,"0,12306717","1,68347394","1,40429708","0,20487923","55,72272405","0,34694955","29,70000076"
29/11/2010 5.00,"0,12686668","1,77555777","1,58600018","0,20836375","57,9952086","0,3842226","29,70000076"
29/11/2010 6.00,"0,12240612","3,44087344","2,97082927","0,21860177","61,6583478","0,32386365","29,70000076"
29/11/2010 7.00,"0,10869493","20,02397448","17,85092912","0,32493365","42,3709671","0,39739275","29,70000076"
29/11/2010 8.00,"0,11001703","74,10001888","53,84350696","0,44060067","13,10577744","0,6038946","29,70000076"
29/11/2010 9.00,"0,11811133","132,108531","72,22008312","0,59201223","3,74827383","1,2195864","29,70000076"
29/11/2010 10.00,"0,14041211","109,3972023","59,16219384","0,56263326","8,75205702","1,812294","29,70000076"
29/11/2010 11.00,"0,1242235","56,98647168","38,24957912","0,37336852","26,0007153","1,5270255","29,70000076"
29/11/2010 12.00,"0,12042399","61,14583648","42,41445048","0,42545917","25,9216734","1,167516","29,70000076"
29/11/2010 13.00,"0,11266021","50,89327184","35,67589328","0,37663868","28,60365165","1,4771925","29,70000076"
29/11/2010 14.00,"0,11199916","71,07810288","49,61894296","0,48705621","16,93041788","1,331253","29,70000076"
29/11/2010 15.00,"0,11034755","57,73352832","43,36060368","0,3927681","24,1999086","1,5534675","29,70000076"
29/11/2010 16.00,"0,12653616","56,88010712","44,00823632","0,35904485","20,2050009","1,2687075","29,70000076"
29/11/2010 17.00,"0,12587511","64,78127504","48,38855184","0,41879304","17,99739774","0,54719685","29,70000076"
29/11/2010 18.00,"0,12042399","47,18133416","38,15872088","0,36304546","26,300085","1,00474515","29,70000076"
29/11/2010 19.00,"0,1237272","44,05173432","34,03927864","0,40971652","34,08718845","1,242774","29,70000076"
29/11/2010 20.00,"0,16799823","124,1814173","72,35247","0,68320377","10,04878308","1,5900795","29,70000076"
29/11/2010 21.00,"1,15567202","216,956552","89,2546456","0,8341435",,"2,8114965","29,70000076"
29/11/2010 22.00,"0,48566021","160,2010117","81,27145288","0,77848213",,"3,0881205","29,70000076"
29/11/2010 23.00,"0,58758294","177,8242981","80,84574608","0,8235187",,"1,96011495","29,70000076"
30/11/2010 0.00,"0,12851829","61,03951016","47,8538228","0,46292557","7,75940886","2,5633485","29,70000076"
30/11/2010 1.00,,"50,63258976","40,10423824","0,40610269","10,35217869","1,5239745","62,40000153"
30/11/2010 2.00,,,,"0,37014264","21,543606","1,25091","62,40000153"
30/11/2010 3.00,,"16,23682637","15,19159333",,"32,51409105","0,8846883","62,40000153"
30/11/2010 4.00,,"10,52105724","10,0520207","0,27267757","31,7153928","0,4167666","62,40000153"
30/11/2010 5.00,,"9,75973517","8,99685099","0,25157709","35,07443415","0,65794815","62,40000153"
30/11/2010 6.00,,"12,68052166","12,09356634","0,24607596","42,85816605","0,5925042","62,40000153"
30/11/2010 7.00,,"22,33778128","20,015772","0,26567359","41,59792455","0,34969545","62,40000153"
30/11/2010 8.00,,"24,73848848","19,33957408","0,2767609","45,09416205","0,5091102","62,40000153"
30/11/2010 9.00,,"30,93413328","24,4947276","0,2975177","46,4834601","0,6524055","62,40000153"
30/11/2010 10.00,,"19,64266432","15,42909432","0,27663275","54,0887991","0,28806525","62,40000153"
30/11/2010 11.00,,"17,27700026","12,84763429","0,2762448","52,9988508","0,7476984","62,40000153"
30/11/2010 12.00,,"18,52468924","13,31616033","0,26803738","50,9216568","0,15544845","62,40000153"
30/11/2010 13.00,,"17,64015215","13,14743971","0,26691898","49,73169915","0,5692149","62,40000153"
30/11/2010 14.00,,"18,90340673","13,97677927","0,27744941","48,152517","0,57018105","62,40000153"
30/11/2010 15.00,"0,35379193","12,98271518","10,00529715","0,24667827","50,29728165","0,5255856","62,40000153"
30/11/2010 16.00,"0,20422987","16,06043672","12,49461026","0,25656329",,"0,43878465","62,40000153"
30/11/2010 17.00,"0,33119012","16,80619702","13,25776211","0,26386784",,"0,37227285","62,40000153"
30/11/2010 18.00,"0,60322643","17,80746171","14,08580151","0,28887923","46,8186201","0,60252165","62,40000153"
30/11/2010 19.00,"0,4110714","19,5116732","15,42260499","0,31526648","46,0084107","0,3026592","62,40000153"
30/11/2010 20.00,"0,46704505","16,57792908","13,22531547","0,30546883","47,6707245","0,56011275","62,40000153"
30/11/2010 21.00,"0,49193104","18,01368047","14,22337565","0,31311822","47,4152847","0,4318182","62,40000153"
30/11/2010 22.00,"0,45203209","14,45089218","11,44463163","0,29850679","48,84986925","0,56082465","62,40000153"
30/11/2010 23.00,"0,35403702","11,72854069","9,8560407","0,29438036","48,87081675","0,45271755","62,40000153"
01/12/2010 0.00,"0,43554957","7,04905644","5,9260853","0,26949712","50,8155627","0,47153205","62,40000153"
01/12/2010 1.00,"0,45227617","6,15025392","5,24470204","0,25153399","51,46359855","0,1658727",73
01/12/2010 2.00,"0,30654923","3,78068173","3,15901978","0,24663516","52,30014195","0,1612962",73
01/12/2010 3.00,"0,3805553","2,95839936","2,70606316","0,2458185","50,9182653","0,2845566",73
01/12/2010 4.00,"0,37688291","2,70938048","2,55291387","0,2458616","50,1472776","0,30932055",73
01/12/2010 5.00,"0,402014","4,0815789","3,74176488","0,2483116","46,67535915","0,29111625","73,30000305"
01/12/2010 6.00,"0,43946604","5,8869677","5,46014811","0,24788171","45,6002736","0,29264175","73,30000305"
01/12/2010 7.00,"0,47283788","10,84659818","9,19802016","0,27469768","44,5528986","0,3390678","73,30000305"
01/12/2010 8.00,"0,43342811","33,5229048","27,27995712","0,29927918","29,37938745","0,41437665","73,30000305"
01/12/2010 9.00,"0,6329269","34,29588816","26,8555696","0,36468811","28,94826795","0,52716195","73,30000305"
01/12/2010 10.00,"0,64720558","39,28794808","28,7686212","0,37453003","24,2755989","0,83561805","73,30000305"
01/12/2010 11.00,"0,53289173","30,93543344","23,06317496","0,36026227","28,9617741","0,81405765","73,30000305"
01/12/2010 12.00,"0,51224866","29,7720388","21,35256592","0,32867563","32,87426835","0,7577667","73,30000305"
01/12/2010 13.00,"0,69265429","39,30091144","27,30592208","0,35931746","27,892095","0,6666435","73,30000305"
01/12/2010 14.00,"0,33429095","28,26496216","20,3155736","0,32347507","37,7449212","0,84192345","73,30000305"
01/12/2010 15.00,"0,39630253","20,45327584","15,44986629","0,31200098","38,7429798","0,57241845","73,30000305"
01/12/2010 16.00,"0,52595681","29,10540088","22,3363664","0,31642682",,"0,58930065","73,30000305"
01/12/2010 17.00,"0,27350384","31,37769816","23,82893096","0,35312781","48,79041825","0,8151255","73,30000305"
01/12/2010 18.00,"0,52530389","50,12677016","39,12303808","0,42047064",,"0,81843075","73,30000305"
01/12/2010 19.00,"0,58258337","38,53829112","31,43574648","0,36271227",,"1,1110725","73,30000305"
01/12/2010 20.00,"0,48254819","29,27011968","23,43827112","0,36627833","43,4751198","0,9779472","73,30000305"
01/12/2010 21.00,"0,54757924","26,77733056","21,97945336","0,40242013","45,27187665","0,97006545","73,30000305"
01/12/2010 22.00,"0,54398923","29,30124704","22,823066","0,35493356","42,58652685","1,351593","73,30000305"
01/12/2010 23.00,"0,36545997","12,7401818","10,90211693","0,29304876","53,91042615","0,8047521","73,30000305"
02/12/2010 0.00,"0,33510659","11,16046637","9,61593556","0,27946836","55,6950135","0,6343029","73,30000305"
02/12/2010 1.00,,"9,03083488","7,90404166","0,26945518","56,9025471","0,57119805",23
02/12/2010 2.00,"0,15749262",,,"0,2607305","60,1764618","0,6365403",23
02/12/2010 3.00,"0,11937953","9,95168658","9,7535097",,"64,53559665","0,25684335",23
02/12/2010 4.00,"0,07996569","5,79877287","5,70933907","0,21462912",,"0,49187205",23
02/12/2010 5.00,"0,11591054","5,8415749","5,68078718","0,21887904","55,71123285","0,4381236","22,60000038"
02/12/2010 6.00,"0,20043036","12,78687284","11,58610242","0,250129","48,7708074","0,43553025","22,60000038"
02/12/2010 7.00,"0,20487567","43,63797752","39,13342024","0,30820774","23,7938064","0,60130125","22,60000038"
02/12/2010 8.00,"1,47723216","139,8644443","70,0837864","0,52803159","16,13643182","0,9270972","22,60000038"
02/12/2010 9.00,"1,53518693","121,4616738","68,8469136","0,57039798","18,85218741","1,701441","22,60000038"
02/12/2010 10.00,"0,65929974","54,06698152","37,75637872","0,39191299","35,1521394","1,870263","22,60000038"
02/12/2010 11.00,"0,53330565","30,829088","21,97555288","0,33834163","52,65557115","1,2259935","22,60000038"
02/12/2010 12.00,"0,26445763","26,7851124","20,35062056","0,31438923","56,22546405","1,050561","22,60000038"
02/12/2010 13.00,"0,44889363","24,05626776","18,16242069","0,30335668","58,4540187","0,8710605","22,60000038"
02/12/2010 14.00,"0,43376779","34,25957928","26,1573072","0,35830158","51,56562285","0,8165493","22,60000038"
02/12/2010 15.00,"0,21636878","26,3661932","21,61603952","0,29022247","53,92594725","1,04705235","22,60000038"
02/12/2010 16.00,"0,20704391","41,9713636","34,0924896","0,34860179","45,03335445","0,79392105","22,60000038"
02/12/2010 17.00,"0,9691349","113,044285","76,09163456","0,59375041","13,29363462","1,48482","22,60000038"
02/12/2010 18.00,"0,96631577","92,080008","62,64568576","0,54640364","12,98347596","2,198754","22,60000038"
02/12/2010 19.00,"0,7310257","61,33260064","46,21202664","0,46913618","22,908585","1,816362","22,60000038"
02/12/2010 20.00,"0,53916052","41,26451632","34,27678728","0,45763297","33,85744425","1,7019495","22,60000038"
02/12/2010 21.00,"0,38671018","50,17214192","40,76485336","0,50476538","31,77079395","1,7782245","22,60000038"
02/12/2010 22.00,"0,4998016","39,40855704","34,51299576","0,50214646","32,154612","1,9704375","22,60000038"
02/12/2010 23.00,"0,57618949","37,52923312","33,76542288","0,52502589","30,72274065","2,0009475","22,60000038"
03/12/2010 0.00,"0,33325463","29,19230128","26,91396208","0,45063482","36,9995892","1,862127","22,60000038"
03/12/2010 1.00,"0,15499894","30,00031248","27,47723728","0,48802433","30,9220611","1,612962",34
03/12/2010 2.00,"0,17061192","23,26642056","21,64590496","0,44054825","34,46560005","1,721781",34
03/12/2010 3.00,"0,16470315","8,08663766","7,28495709","0,31250077","48,87217335","1,318032",34
03/12/2010 4.00,"0,11753672","4,20349567","3,87933902","0,27803075","52,45016595","0,75639375",34
03/12/2010 5.00,"0,08370724","4,85198106","4,69440358","0,28695931","44,7867126","0,53702685","34,40000153"
03/12/2010 6.00,"0,33173726","25,78643656","20,8022732","0,32404825","26,75484525","0,58319865","34,40000153"
03/12/2010 7.00,"0,46597211","54,8931376","41,4371508","0,4295588","12,79832799","0,7856325","34,40000153"
03/12/2010 8.00,"0,38882453","81,20357688","54,32502504","0,44265107","6,98975183","1,065816","34,40000153"
03/12/2010 9.00,"0,47806119","83,47067352","54,12124408","0,46656153","8,015511","1,0101861","34,40000153"
03/12/2010 10.00,"0,71411096","82,86629032","53,37109","0,50128785","12,63074799","1,16955","34,40000153"
03/12/2010 11.00,"0,77813721","61,89551256","43,23859896","0,52815974","16,89460164","0,8557038","34,40000153"
03/12/2010 12.00,"1,32759994","82,58356288","48,36000568","0,59426534","12,15637689","1,590588","34,40000153"
03/12/2010 13.00,"0,75932576","58,91114824","39,46178712","0,51699904","22,5078693","1,580418","34,40000153"
03/12/2010 14.00,"0,40443853","60,22371712","46,3353124","0,52923271","27,3575946","1,4538015","34,40000153"
03/12/2010 15.00,"0,44607451","86,49780928","64,4289508","0,55537531","13,74164379","1,722798","34,40000153"
03/12/2010 16.00,"0,40216146","83,48105568","60,00450632","0,53447055","16,70607414","1,7589015","34,40000153"
03/12/2010 17.00,"0,31769555","61,7593208","49,5164024","0,53489927","26,02978245","1,714662","34,40000153"
03/12/2010 18.00,"0,6849434","100,824215","66,8871136","0,70351205","12,20165741","1,875348","34,40000153"
03/12/2010 19.00,"1,26644671","136,2354874","80,89247536","0,79880788","3,09889934","2,7301365","34,40000153"
03/12/2010 20.00,"0,68564818","104,9498903","68,55229352","0,72334384","6,03697374","2,683863","34,40000153"
03/12/2010 21.00,"1,03744475","109,6825301","71,07925008","0,67921597","3,35770271","2,428596","34,40000153"
03/12/2010 22.00,"0,1574377","47,73124448","40,13926608","0,44393956","20,6023251","2,178414","34,40000153"
03/12/2010 23.00,"0,11195238","36,10905688","30,77513136","0,42560945","24,64724745","1,3602375","34,40000153"
04/12/2010 0.00,"0,04104002","29,19878296","24,94249888","0,41002758","26,6000931","1,5493995","34,40000153"
04/12/2010 1.00,,"30,589132","24,96586352","0,37740408","29,85982335","1,2198915",21
04/12/2010 2.00,"0,05445832",,,"0,33211704","34,85143305","1,12841235",21
04/12/2010 3.00,"0,06101085","21,33004256","19,73023392",,"38,22940695","0,9541494",21
04/12/2010 4.00,"0,04542837","12,68311625","10,83074197","0,31819762",,"0,8460423",21
04/12/2010 5.00,"0,04344624","11,63256594","10,8294399","0,32901231","35,8765239","0,96386175","20,5"
04/12/2010 6.00,"0,07331858","14,68434738","12,77365518","0,3389253","33,118197","0,84965265","20,5"
04/12/2010 7.00,"0,06219565","41,2956628","35,12948192","0,46079711","15,13905351","0,434259","20,5"
04/12/2010 8.00,"0,10630193","50,92309904","37,22294984","0,46607456","19,29344151","1,2697245","20,5"
04/12/2010 9.00,"0,27815764","80,19581904","53,90840024","0,65158683","11,59958436","1,3195575","20,5"
04/12/2010 10.00,"0,08113728","47,80126192","34,87120896","0,46118273","28,461069","2,045187","20,5"
04/12/2010 11.00,"0,0465847","31,96909888","22,7529912","0,38303919","36,63807525","1,3510845","20,5"
04/12/2010 12.00,"0,08457881","26,11847448","18,32595214","0,36806195","46,1138265","1,2056535","20,5"
04/12/2010 13.00,"0,04694269","28,94068208","21,04368232","0,37514282","48,5498412","1,1283615","20,5"
04/12/2010 14.00,"0,07461221","34,32311504","25,28252896","0,32686755","46,54089615","1,2859965","20,5"
04/12/2010 15.00,"0,04862175","21,19255064","17,73541755","0,27507048","51,1446579","0,48566835","20,5"
04/12/2010 16.00,"0,01580316","35,56562824","28,6582988","0,317812","42,507465","0,52146675","20,5"
04/12/2010 17.00,"0,02037356","41,75739168","35,40075648","0,3902051","34,8885999","1,164465","20,5"
04/12/2010 18.00,"0,09253581","62,52064096","48,0381396","0,55919651","26,895393","1,4324445","20,5"
04/12/2010 19.00,"0,16194403","58,2185836","45,51896488","0,50328117","29,81860665","2,1357","20,5"
04/12/2010 20.00,"0,12182948","65,76308704","50,1834992","0,52362207","24,7378005","1,796022","20,5"
04/12/2010 21.00,"0,23564805","85,69888008","59,4360496","0,56018326","21,45508785","2,2012965","20,5"
04/12/2010 22.00,"0,21227333","70,79793752","51,84217832","0,51109133","24,7127832","2,1951945","20,5"
04/12/2010 23.00,"0,08620295","46,33441376","36,73885056","0,41848548","31,49711985","1,7334765","20,5"
05/12/2010 0.00,"0,02656811","33,08322128","26,4661908","0,38870342","38,705793","1,41363","20,5"
05/12/2010 1.00,"0,03714084","24,70736112","19,35645704","0,35501744","41,1046608","1,276335",28
