SIMAGE Brindisi,,,,,,,
,Torchiarolo,,,,,,,
Parm,SO2,NO2,CO,PM10,O3,BENZENE,NOX



26/11/2010 23.00,"8,13400261","21,03069984","1,53451703","65,90000153","5,51195757","5,67686146","49,47753144"
27/11/2010 0.00,"7,59448716","30,77125","1,11469647","65,90000153","16,88479223","3,68603819","60,24612576"
27/11/2010 1.00,"7,05540597","23,89510528","0,64899704","42,20000076","27,5685459","1,69936632","42,104152"
27/11/2010 2.00,"6,82871159","12,66203836","0,59502958","42,20000076","26,7181572","1,12651056","22,25225752"
27/11/2010 3.00,"6,90766842","12,10264834","0,50357941","42,20000076","43,53682515","0,99293575","20,54363696"
27/11/2010 4.00,"6,59184517","7,46536002","0,50384969","42,20000076","25,05789825","0,69604192","12,61971815"
27/11/2010 5.00,"7,60492158","8,49976541","0,52756093","42,20000076","13,48461198","0,8884634","12,66764817"
27/11/2010 6.00,"7,36909759","10,39075826","0,70399086","42,20000076","14,29855004","0,84037456","15,95017359"
27/11/2010 7.00,"7,59166092","36,20932216","1,38980073","42,20000076","2,89737242","1,52973275","93,43798688"
27/11/2010 8.00,"8,53556405","28,25077512","1,41549947","42,20000076","1,30999281","3,29468134","74,28557848"
27/11/2010 9.00,"11,11383702","46,43135216","2,19043067","42,20000076","3,49466345","5,52138351","270,220092"
27/11/2010 10.00,"10,09846117","45,64875144","1,8656543","42,20000076","5,95942011","7,09817082","268,9518624"
27/11/2010 11.00,"9,39551179","47,44241776","1,79574964","42,20000076","2,44248449","7,99862873","194,2012664"
27/11/2010 12.00,"7,67174662","37,05423496","0,96262902","42,20000076","4,57383675","4,67630024","95,29167088"
27/11/2010 13.00,"6,91988564","22,91002376","0,55974056","42,20000076","17,70278213","1,73322835","41,10926192"
27/11/2010 14.00,"6,75379937","20,92687824","0,65200274","42,20000076","25,76520555","1,7197409","35,67252816"
27/11/2010 15.00,"6,97401546","15,75097187","0,48971474","42,20000076","26,49138555","1,44468816","24,46866704"
27/11/2010 16.00,"7,14666545","23,88472312","0,68429071","42,20000076","20,7749325","1,34495199","37,69334008"
27/11/2010 17.00,"7,6486597","32,05613312","1,19109833","42,20000076","8,63812257","4,2017233","66,93552544"
27/11/2010 18.00,"7,14401312","25,34744136","0,91470441","42,20000076","5,9823666","2,70791708","43,44486552"
27/11/2010 19.00,"6,75019105","28,65699864","0,70484947","42,20000076","8,21023098","2,62506413","63,86674632"
27/11/2010 20.00,"7,27627295","24,8256948","0,83717017","42,20000076","14,39507013","2,01612317","40,82299728"
27/11/2010 21.00,"7,15627407","24,81399336","0,87179863","42,20000076","15,74285223","2,41884602","44,95916952"
27/11/2010 22.00,"7,23175174","31,83808864","0,80525499","42,20000076","8,56523325","2,25384692","60,69821816"
27/11/2010 23.00,"7,23144766","38,60389184","1,28723879","42,20000076","3,82874216","3,2515107","67,47442264"
28/11/2010 0.00,"8,04822171","35,35920872","1,91688401","42,20000076","3,92795351","9,23393083","92,12834336"
28/11/2010 1.00,,"22,21178048","1,00250231","44,90000153","7,37199981","5,85852206","46,1354128"
28/11/2010 2.00,"0,53477725",,"0,71575736","44,90000153","10,40097041","2,15527725",
28/11/2010 3.00,"5,61032728","19,65885896",,"44,90000153","14,6535543","1,12053874","27,33666704"
28/11/2010 4.00,"6,51488369","10,41022625","0,51007195","44,90000153",,"0,86969772","16,86472143"
28/11/2010 5.00,"6,08830813","8,85588114","0,4586139","44,90000153","12,47044775","0,71854304","13,83697192"
28/11/2010 6.00,"6,65574023","12,6412683","0,50334874","44,90000153","12,21309075","0,63835768","17,84533461"
28/11/2010 7.00,"6,50318209","13,97028994","0,50282798","44,90000153","19,59926703","1,14673869","20,86877256"
28/11/2010 8.00,"6,98131346","15,68737875","0,72375043","44,90000153","23,2936998","1,2469854","23,24840952"
28/11/2010 9.00,"6,75191283","14,55562771","0,57712469","44,90000153","22,0478223","1,20523043","23,55930072"
28/11/2010 10.00,"6,54474587","15,53162723","0,30963137","44,90000153","26,33617455","0,99328865","24,90391472"
28/11/2010 11.00,"7,20429986","16,3414969","0,35552655","44,90000153","38,07818595","1,02689338","27,37681904"
28/11/2010 12.00,"6,84604839","18,54139438","0,45186506","44,90000153","38,8367847","1,15208608","29,73314872"
28/11/2010 13.00,"5,5574087","20,82173736","0,55750959","44,90000153","36,44356275","1,3338911","33,19054184"
28/11/2010 14.00,"5,9794576","17,74190879","0,39456337","44,90000153","40,9357242","1,62382966","26,638462"
28/11/2010 15.00,"6,83954671","15,09943493","0,35535296","44,90000153","42,28284795","1,04287553","22,16157136"
28/11/2010 16.00,"6,42256959","15,76654511","0,27036388","44,90000153","43,18857795","1,05953704","23,45955168"
28/11/2010 17.00,"5,99124565","14,27010493","0,34614364","44,90000153","43,15889235","0,97675019","20,325994"
28/11/2010 18.00,"5,90460844","17,27467335","0,43799224","44,90000153","39,37266165","1,12380737","24,8184292"
28/11/2010 19.00,"5,60170211","15,44207489","0,4589168","44,90000153","37,72722555","1,63942129","22,11105632"
28/11/2010 20.00,"6,06345062","17,29803799","0,47367619","44,90000153","34,83459525","1,49327941","25,34306288"
28/11/2010 21.00,"6,50014838","18,54528913","0,54265467","44,90000153","32,01889215","1,6612634","27,1682772"
28/11/2010 22.00,"6,84427169","14,49852392","0,59658485","44,90000153","39,3348564","1,4462818","21,8234724"
28/11/2010 23.00,"6,43882226","12,8567182","0,40650928","44,90000153","42,5109762","0,83138936","18,24301914"
29/11/2010 0.00,"6,15758617","10,90601358","0,46922472","44,90000153","42,47317095","0,60798701","15,27786468"
29/11/2010 1.00,"6,37693171","9,13701971","0,38086413","59,5","48,43395165","0,43407086","12,87879798"
29/11/2010 2.00,"5,9601702","7,49391383","0,26388998","59,5","52,78708155","0,36490774","10,51211482"
29/11/2010 3.00,"6,21813326","6,43744588","0,29342739","59,5","62,09403585","0,32452063","9,31257955"
29/11/2010 4.00,"6,37853552","5,54840412","0,35388856","59,5","73,62549495","0,3037118","7,96407654"
29/11/2010 5.00,"6,20547772","5,59382942","0,25487288","59,5","75,39105","0,26350063","8,15967988"
29/11/2010 6.00,"6,10731077","7,36282902","0,12337117","59,5","70,26312195","0,28193681","10,28153335"
29/11/2010 7.00,"5,80232468","13,92226815","0,18853428","59,5","62,76220125","0,40645829","19,07984226"
29/11/2010 8.00,"6,70809539","33,67976528","0,46991906","59,5","31,00247955","0,62930129","45,04339312"
29/11/2010 9.00,"6,59658134","48,33664104","0,58814443","59,5","15,66456245","1,75198895","74,14567744"
29/11/2010 10.00,"6,99830244","48,45214496","0,72523464","59,5","14,33769593","2,53239","84,39613888"
29/11/2010 11.00,"6,25029182","22,4804356","0,31608664","59,5","39,4320528","2,20068325","33,78383544"
29/11/2010 12.00,"6,38863331","22,67121496","0,35015124","59,5","45,2321961","1,22935875","31,03891088"
29/11/2010 13.00,"6,77535977","26,50381896","0,40795388","59,5","44,18069145","1,90548374","36,53914216"
29/11/2010 14.00,"6,49564104","33,6758648","0,98320874","59,5","39,7573575","4,50268919","48,8246408"
29/11/2010 15.00,"6,77761344","25,51875656","0,71195946","59,5","34,44449295","4,44617247","37,54433792"
29/11/2010 16.00,"6,09032179","33,5110504","0,6949458","59,5","32,8679043","3,98233199","47,17299784"
29/11/2010 17.00,"6,81493022","41,54099152","0,65352073","59,5","22,6282476","4,40560332","60,94953144"
29/11/2010 18.00,"6,96974203","40,0289628","1,02028021","59,5","23,9334963","5,50580307","57,74473264"
29/11/2010 19.00,"7,4969772","43,82003816","0,89095589","59,5","24,08198415","4,95152485","65,04685184"
29/11/2010 20.00,"7,65009977","41,25545344","0,96396061","59,5","25,5775758","5,44883582","62,83690488"
29/11/2010 21.00,"6,25367233","44,70649872","1,47518941","59,5","15,35343621","5,74518047","70,55874632"
29/11/2010 22.00,"6,84717522","44,0238","1,15469092","59,5","4,11490296","6,98546688","72,58732096"
29/11/2010 23.00,"6,58739274","31,10867976","0,81968468","59,5","4,19588999","3,1576955","52,56315528"
30/11/2010 0.00,"6,43206023","27,86269648","0,67550545","59,5","8,9418294","3,64728846","44,08739312"
30/11/2010 1.00,,"20,25588096","0,49725928","76,69998169","13,10532059","1,8964477","30,10751832"
30/11/2010 2.00,,,"0,26757021","76,69998169","22,52161485","1,25846123",
30/11/2010 3.00,,"22,74519024",,"76,69998169","33,228321","0,77135179","29,51034336"
30/11/2010 4.00,,"15,39794975","0,13548717","76,69998169",,"0,55653189","21,22629744"
30/11/2010 5.00,,"14,0300801","0,03505951","76,69998169","51,50270055","0,46131934","18,97129229"
30/11/2010 6.00,,"12,6412683","0,06774009","76,69998169","55,89704715","0,42419273","17,05643958"
30/11/2010 7.00,,"20,32595576","0,29210162","76,69998169","54,5931351","1,19147042","27,34572992"
30/11/2010 8.00,,"24,0664396","0,22279926","76,69998169","56,93640225","1,06605194","31,71638984"
30/11/2010 9.00,,"24,9632632","0,2729595","76,69998169","59,932992","0,75935017","32,23714216"
30/11/2010 10.00,,"24,23645464","0,23641695","76,69998169","59,9950764","0,85841004","31,84592784"
30/11/2010 11.00,,"19,89116696","0,23727555","76,69998169","59,44302","0,90672262","26,95711592"
30/11/2010 12.00,,"17,07999542","0,25934415","76,69998169","58,3955652","0,96812603","23,6953204"
30/11/2010 13.00,"0,77480348","17,69518716","0,35268395","76,69998169","58,075647","1,08415353","23,073538"
30/11/2010 14.00,"0,95811977","18,54788371","0,41815345","76,69998169","55,6891881","0,99916385","24,59044232"
30/11/2010 15.00,"0,70707535","19,43303264","0,35338062","76,69998169","52,14728505","1,47553174","25,48814544"
30/11/2010 16.00,"0,51111776","21,94310624","0,634812","76,69998169","46,36872765","1,55798603","29,26809296"
30/11/2010 17.00,"1,09086573","25,85748648","0,73849117","76,69998169","42,74449095","2,27557208","34,90176272"
30/11/2010 18.00,"1,21277453","29,10346976","0,72351859","76,69998169","40,5564348","2,36677766","40,5859284"
30/11/2010 19.00,"0,65289366","24,7672832","0,66622389","76,69998169","45,67897635","2,06699046","34,2631356"
30/11/2010 20.00,"0,90122777","24,70238992","0,71925469","76,69998169","45,40226985","1,65569126","33,90561072"
30/11/2010 21.00,"0,82898518","25,55898504","0,55521337","76,69998169","46,08256485","1,82961961","36,2152876"
30/11/2010 22.00,"1,53515845","19,72893376","0,614188","76,69998169","50,40736575","1,38147958","27,55299072"
30/11/2010 23.00,"1,58211639","16,72048015","0,47963982","76,69998169","49,01437695","0,83618249","22,6382712"
01/12/2010 0.00,"1,76994714","14,19352168","0,47907713","76,69998169","48,58106295","0,54404008","19,70809296"
01/12/2010 1.00,"1,85302587","12,34665014","0,28757676","91,30000305","49,65688665","0,41809684","16,63154921"
01/12/2010 2.00,"1,60198247","11,25903762","0,29366621","91,30000305","53,61991425","0,34261001","15,30377419"
01/12/2010 3.00,"1,42498786","11,5315913","0,49210532","91,30000305","52,52521785","0,2887263","15,55766867"
01/12/2010 4.00,"1,27869647","10,62696866","0,2303205","91,30000305","54,04915845","0,36310358","14,17419136"
01/12/2010 5.00,"1,71666854","11,0617651","0,33996797","91,30000305","51,269904","0,25565143","15,14055249"
01/12/2010 6.00,"1,5243213","11,94561578","0,28075335","91,30000305","51,06471825","0,25432424","16,01623893"
01/12/2010 7.00,"1,89546833","17,9560547","0,29804428","91,30000305","49,70005845","0,40018645","24,33006616"
01/12/2010 8.00,"1,91352923","23,215026","0,40902917","91,30000305","43,8135516","0,85165919","31,52727392"
01/12/2010 9.00,"1,62365576","28,62585216","0,42305344","91,30000305","35,80240965","0,8350943","40,05873264"
01/12/2010 10.00,"2,31628259","29,48894808","0,53668754","91,30000305","35,7011634","1,11406248","41,19866704"
01/12/2010 11.00,"2,16186334","26,1482252","0,47679606","91,30000305","39,02170125","1,1049644","36,0572608"
01/12/2010 12.00,"1,61281962","22,10145808","0,49018191","91,30000305","44,6139855","0,95605933","30,69044888"
01/12/2010 13.00,"1,39247843","23,82243016","0,35980559","91,30000305","39,9638799","1,01040272","34,84864736"
01/12/2010 14.00,"1,61552789","21,9106596","0,38353548","91,30000305","47,0180004","1,19323491","30,02201368"
01/12/2010 15.00,"1,39157534","20,85808448","0,33575999","91,30000305","45,0270303","1,15051278","28,26417824"
01/12/2010 16.00,"1,75008004","25,30719376","0,48480077","91,30000305","44,6598705","1,118999","34,76184256"
01/12/2010 17.00,"1,58211639","31,83420728","0,54493225","91,30000305","38,3427429","1,28628228","42,65725536"
01/12/2010 18.00,"2,16186334","31,1320444","0,79313317","91,30000305","35,3610159","1,93350616","44,0044888"
01/12/2010 19.00,"2,04808138","32,73751256","0,98568786","91,30000305","38,18348205","3,11188576","45,60041608"
01/12/2010 20.00,"2,03092358","31,45002912","1,18858892","91,30000305","36,1871055","3,73240932","44,6430968"
01/12/2010 21.00,"2,24042761","35,92248392","1,11471744","91,30000305","31,2170817","5,51714262","54,67723456"
01/12/2010 22.00,"1,89817762","25,0852488","0,66864826","91,30000305","43,44098535","2,87017333","36,67902408"
01/12/2010 23.00,"2,18624592","16,62443848","0,51962961","91,30000305","52,70879775","1,68489848","23,05539312"
02/12/2010 0.00,"2,44541718","14,20780241","0,56932152","91,30000305","57,38048925","1,28876071","19,23009296"
02/12/2010 1.00,,"10,45694597","0,23990146","50,09999084","70,94206035","0,67991738","15,1625749"
02/12/2010 2.00,"2,36956118",,"0,47119241","50,09999084","73,81174815","0,40465718",
02/12/2010 3.00,"2,25668232","22,09107592",,"50,09999084","64,02966465","1,46892429","25,93893768"
02/12/2010 4.00,"2,39574995","13,70552766","0,26008742","50,09999084",,"0,44107087","17,11602898"
02/12/2010 5.00,"2,46271025","15,17857261","0,20491535","50,09999084","46,2626535","1,15351191","19,01839441"
02/12/2010 6.00,"2,36143434","17,57577894","0,30054204","50,09999084","46,44298155","0,61252079","22,70823128"
02/12/2010 7.00,"2,80933944","30,59731536","0,46517635","50,09999084","44,0268171","1,43464427","37,58062768"
02/12/2010 8.00,"3,0134249","49,49303776","0,52251765","50,09999084","27,24190455","1,39668068","62,6257436"
02/12/2010 9.00,"3,15881319","54,91554624","0,48906118","50,09999084","23,41381875","1,93407568","77,21317552"
02/12/2010 10.00,"3,11546763","48,08484976","0,43950674","50,09999084","28,7847378","2,13229203","67,20366432"
02/12/2010 11.00,"2,71181118","26,98793736","0,22666939","50,09999084","54,23948145","1,67378572","35,64400112"
02/12/2010 12.00,"2,57364766","20,36618424","0,23781262","50,09999084","61,3300506","1,1800373","26,26927392"
02/12/2010 13.00,"2,64047168","17,58616492","0,26676753","50,09999084","69,54635835","1,10342059","22,108456"
02/12/2010 14.00,"2,65943568","20,94506136","0,50537933","50,09999084","63,38041185","3,2792209","27,08925424"
02/12/2010 15.00,"2,40839228","20,89183128","0,41531318","50,09999084","59,56449555","3,54007123","26,94805304"
02/12/2010 16.00,"2,72535762","26,76859272","0,45708892","50,09999084","49,66901625","2,68091167","33,85117608"
02/12/2010 17.00,"3,96973848","48,54948488","0,74304749","50,09999084","26,0621613","3,59278133","62,33689776"
02/12/2010 18.00,"4,14763619","66,38615048","1,07397156","50,09999084","9,57489278","6,92043177","94,19576984"
02/12/2010 19.00,"4,26141916","69,02991112","1,55628506","50,09999084","5,47618722","6,18662254","116,6060924"
02/12/2010 20.00,"4,85922702","67,88647776","1,49262014","50,09999084","2,11650548","10,09828116","130,0937037"
02/12/2010 21.00,"4,26683672","60,77284352","1,38346779","50,09999084","4,01636592","6,52747721","103,5938426"
02/12/2010 22.00,"4,49440166","66,52891952","1,10446893","50,09999084","2,4991764","4,88441912","106,3983833"
02/12/2010 23.00,"5,15000461","58,14724688","1,17367692","50,09999084","4,39363838","3,43218177","88,61265336"
03/12/2010 0.00,"4,70751808","52,74292152","0,95721526","50,09999084","6,39676002","3,94765331","75,74680536"
03/12/2010 1.00,"4,61450529","35,13468256","0,32517014","54,40000153","25,6734156","2,77370987","50,828608"
03/12/2010 2.00,"4,64881989","24,9995912","0,33278458","54,40000153","46,0717719","1,34899253","35,04166376"
03/12/2010 3.00,"4,37339493","19,33827392","0,15672978","54,40000153","46,2620949","0,86195123","27,3496304"
03/12/2010 4.00,"4,592832","18,03262839","0,22564769","54,40000153","36,227604","0,80290828","24,78992128"
03/12/2010 5.00,"4,16479399","15,8509102","0,16772738","54,40000153","21,60507195","0,63612028","22,01778896"
03/12/2010 6.00,"4,29483066","15,91060858","0,29545216","54,40000153","25,4979354","0,74777874","21,82219136"
03/12/2010 7.00,"4,37700731","23,54597408","0,40773719","54,40000153","26,4023088","0,97707156","30,98709568"
03/12/2010 8.00,"4,94140367","39,87451144","0,71951915","54,40000153","16,02226595","1,3855669","57,6151564"
03/12/2010 9.00,"4,74363887","42,3430564","0,47214538","54,40000153","18,66114821","1,84392677","60,87825208"
03/12/2010 10.00,"5,04976705","41,43975112","0,46932025","54,40000153","25,58972535","1,61629776","62,04413232"
03/12/2010 11.00,"5,36312001","37,84983728","0,53335215","54,40000153","32,04586455","1,45934517","56,12547896"
03/12/2010 12.00,"4,81768765","34,66614696","0,54364609","54,40000153","38,938011","1,91188576","48,39457464"
03/12/2010 13.00,"5,10214357","36,226186","0,49479647","54,40000153","38,1200211","2,34353209","50,31305632"
03/12/2010 14.00,"5,17890063","32,12750808","0,72602451","54,40000153","39,0041652","3,01573044","43,4630104"
03/12/2010 15.00,"5,21953791","32,215766","1,04748296","54,40000153","39,32406345","2,65792035","43,19745272"
03/12/2010 16.00,"4,97842755","31,82640632","0,85925507","54,40000153","36,1600932","3,64359878","42,7310968"
03/12/2010 17.00,"5,22044101","47,90055208","1,55799062","54,40000153","18,68679992","3,28146644","68,02626408"
03/12/2010 18.00,"6,57589454","60,06291792","1,92781754","54,40000153","6,24895446","10,03911515","95,54298416"
03/12/2010 19.00,"6,32756043","54,1394272","1,58233912","54,40000153","1,15476386","9,83066981","99,15974248"
03/12/2010 20.00,"5,50309073","40,12890304","1,26536242","54,40000153","4,66022624","4,5530551","65,71138656"
03/12/2010 21.00,"5,27101032","28,01714784","1,00284598","54,40000153","9,16454921","3,45426491","48,16400656"
03/12/2010 22.00,"4,84297231","31,29297744","0,97254084","54,40000153","16,74981851","3,3424783","51,76908256"
03/12/2010 23.00,"2,42374389","29,26312176","0,60652114","54,40000153","18,72863706","2,18935997","43,44746584"
04/12/2010 0.00,"1,93249323","28,81275016","0,48140829","54,40000153","16,59323495","2,04710608","40,152"
