"NetC","SIMAGE Brindisi","","",""
"Stat","S. Pancrazio S.","","",""
"Parm","SO2","NOX","NO2","PM10"
"PtId","1","2","4","6"
"Unit","ug/m3 293K","ug/m3 293K","ug/m3 293K","ug/m3"
"Field","Aver","Aver","Aver","Aver"
"2013-01-11 02:00:00","0.02675219","9.42122322","5.092851","26"
"2013-01-11 03:00:00","0.00656168","10.00226854","5.18889267","26"
"2013-01-11 04:00:00","0.00656168","11.36279421","5.98968034","26"
"2013-01-11 05:00:00","0.0121145","11.20067382","5.36670102","26"
"2013-01-11 06:00:00","0.02449546","10.63000491","4.71906265","26"
"2013-01-11 07:00:00","0.02927536","12.39778084","5.86248836","26"
"2013-01-11 08:00:00","0.02802852","17.46895167","10.41152832","26"
"2013-01-11 09:00:00","0.0282665","45.63014768","28.51034824","26"
"2013-01-11 10:00:00","0.01362882","34.69146184","23.18776088","26"
"2013-01-11 11:00:00","2.13257679","35.64864728","21.76660952","26"
"2013-01-11 12:00:00","0.01463768","25.94337352","17.0462448","26"
"2013-01-11 13:00:00","0.01060019","19.20169976","13.00727099","26"
"2013-01-11 14:00:00","0.02779156","14.88667522","10.3609043","26"
"2013-01-11 15:00:00","0.00050443","11.6701788","7.78463726","26"
"2013-01-11 16:00:00","0.01716188","9.82069164","6.8021465","26"
"2013-01-11 17:00:00","","8.20725618","7.20189216","26"
"2013-01-11 18:00:00","0.78870282","9.95687575","9.61853014","26"
"2013-01-11 19:00:00","0.86235396","16.46379606","13.53809764","26"
"2013-01-11 20:00:00","0.67492493","16.31464286","12.27137852","26"
"2013-01-11 21:00:00","0.85485155","12.54693214","8.96959352","26"
"2013-01-11 22:00:00","0.41183822","9.70136946","6.95919053","26"
"2013-01-11 23:00:00","0.50827728","9.98670486","7.39917041","26"
"2013-01-12 00:00:00","0.33496115","11.20197015","7.65355054","26"
"2013-01-12 01:00:00","","12.0398162","7.60553066","27.20000076"
"2013-01-12 02:00:00","0.51577969","12.55601222","","27.20000076"
"2013-01-12 03:00:00","0.50051553","","","27.20000076"
"2013-01-12 04:00:00","0.30798828","","","27.20000076"
"2013-01-12 05:00:00","0.4039107","","","27.20000076"
"2013-01-12 06:00:00","0.58072734","","","27.20000076"
"2013-01-12 07:00:00","0.56935321","","","27.20000076"
"2013-01-12 08:00:00","0.47960805","","","27.20000076"
"2013-01-12 09:00:00","0.60403901","","","27.20000076"
