"NetC","ARPA Puglia","","",""
"Stat","ASM","","",""
"Parm","SO2","NOX","NO2","PM10"
"PtId","1","2","4","7"
"Unit","ug/m3 293K","ug/m3 293K","ug/m3 293K","ug/m3"
"Field","Aver","Aver","Aver","Aver"
"2013-01-15 23:00:00","5.25024114","41.71976352","29.38900784","10.69999981"
"2013-01-16 00:00:00","5.05518563","13.65584625","10.72690698","10.69999981"
"2013-01-16 01:00:00","","6.42391466","4.24793438","7.69999981"
"2013-01-16 02:00:00","5.01364626","","","7.69999981"
"2013-01-16 03:00:00","5.19967082","5.46674834","3.33683005","7.69999981"
"2013-01-16 04:00:00","5.48141745","4.59388401","2.5308513","7.69999981"
"2013-01-16 05:00:00","5.54282391","6.86488686","4.36344594","7.69999981"
"2013-01-16 06:00:00","6.6047926","22.45450888","13.72369357","7.69999981"
"2013-01-16 07:00:00","8.32055804","42.9830028","25.72769992","7.69999981"
"2013-01-16 08:00:00","9.22359099","85.87138072","36.82192696","7.69999981"
"2013-01-16 09:00:00","10.16635914","53.3938428","30.4675288","7.69999981"
"2013-01-16 10:00:00","11.08925613","45.5756748","28.90488944","7.69999981"
"2013-01-16 11:00:00","13.32517131","60.79957328","33.28392392","7.69999981"
"2013-01-16 12:00:00","13.11565914","57.6971812","34.17166552","7.69999981"
"2013-01-16 13:00:00","26.24034924","38.18160752","24.33509472","7.69999981"
"2013-01-16 14:00:00","40.13806104","18.39888346","11.28889158","7.69999981"
"2013-01-16 15:00:00","31.53214602","6.15414484","3.11359449","7.69999981"
"2013-01-16 16:00:00","18.7108677","10.0658196","6.36865786","7.69999981"
"2013-01-16 17:00:00","16.84158102","5.59644503","2.60872324","7.69999981"
"2013-01-16 18:00:00","13.36851585","7.53153243","4.49063792","7.69999981"
"2013-01-16 19:00:00","10.57994253","11.20326649","8.48938134","7.69999981"
"2013-01-16 20:00:00","9.72387261","13.4275783","10.39335094","7.69999981"
"2013-01-16 21:00:00","9.97310982","20.2029568","14.32460649","7.69999981"
"2013-01-16 22:00:00","8.67815863","8.8272107","6.3414023","7.69999981"
"2013-01-16 23:00:00","8.34584168","14.23559333","10.78531476","7.69999981"
"2013-01-17 00:00:00","8.26276295","10.51457365","7.69248842","7.69999981"
"2013-01-17 01:00:00","8.13995003","5.23329314","3.11878748","6.80000019"
"2013-01-17 02:00:00","8.07854357","15.14736686","12.19870149","6.80000019"
"2013-01-17 03:00:00","9.57396884","59.43253152","28.19496384","6.80000019"
"2013-01-17 04:00:00","9.44212598","12.23565854","6.8955955","6.80000019"
"2013-01-17 05:00:00","9.7076179","5.33186247","2.96823278","6.80000019"
"2013-01-17 06:00:00","11.75027562","25.48684528","15.84960813","6.80000019"
"2013-01-17 07:00:00","9.97491601","23.78520352","18.72180114","6.80000019"
"2013-01-17 08:00:00","13.70986173","138.138176","48.92586208","6.80000019"
"2013-01-17 09:00:00","11.67080724","91.06446832","43.39823184","6.80000019"
"2013-01-17 10:00:00","12.16205892","109.18709264","51.41260928","6.80000019"
"2013-01-17 11:00:00","11.60398017","64.92134816","33.83939816","6.80000019"
"2013-01-17 12:00:00","10.65760065","14.02937457","9.56791377","6.80000019"
"2013-01-17 13:00:00","12.12052464","9.99708129","6.11167932","6.80000019"
"2013-01-17 14:00:00","12.73096872","11.69871158","7.77555143","6.80000019"
"2013-01-17 15:00:00","13.64484492","27.51790552","17.81978073","6.80000019"
"2013-01-17 16:00:00","12.61357641","10.16049993","6.3725526","6.80000019"
"2013-01-17 17:00:00","15.21250974","19.5415004","12.65424696","6.80000019"
"2013-01-17 18:00:00","16.35394986","17.84507458","11.7678017","6.80000019"
"2013-01-17 19:00:00","14.22639603","20.98244096","13.4770991","6.80000019"
"2013-01-17 20:00:00","13.63581396","28.06133416","18.21822241","6.80000019"
"2013-01-17 21:00:00","16.62124797","29.39072864","18.14424522","6.80000019"
"2013-01-17 22:00:00","12.44019825","8.99970752","6.73725513","6.80000019"
"2013-01-17 23:00:00","12.00854277","11.09561898","8.80606207","6.80000019"
"2013-01-18 00:00:00","12.07175949","20.13033904","16.98784658","6.80000019"
"2013-01-18 01:00:00","","10.15660901","7.9676386","13.60000038"
"2013-01-18 02:00:00","11.61482139","","","13.60000038"
"2013-01-18 03:00:00","13.14095193","30.02753936","16.58680076","13.60000038"
"2013-01-18 04:00:00","11.64010401","5.61589963","3.48089351","13.60000038"
"2013-01-18 05:00:00","11.24458254","5.00632153","2.97602035","13.60000038"
"2013-01-18 06:00:00","11.04952194","4.81307378","2.60742499","13.60000038"
"2013-01-18 07:00:00","11.2752756","12.39778084","8.5140404","13.60000038"
"2013-01-18 08:00:00","12.02660469","37.63429752","19.52517192","13.60000038"
"2013-01-18 09:00:00","14.97049425","92.6843912","40.33006456","13.60000038"
"2013-01-18 10:00:00","15.00842835","69.62417984","33.65640064","13.60000038"
"2013-01-18 11:00:00","38.96953821","85.49525208","36.54547088","13.60000038"
"2013-01-18 12:00:00","56.19580965","26.82920312","16.37394736","13.60000038"
"2013-01-18 13:00:00","56.64010644","20.40918512","12.57767327","13.60000038"
"2013-01-18 14:00:00","30.76094475","23.20934736","16.20522674","13.60000038"
"2013-01-18 15:00:00","19.71323307","18.69588972","12.62958981","13.60000038"
"2013-01-18 16:00:00","16.12637577","16.01893294","10.28693475","13.60000038"
"2013-01-18 17:00:00","14.66888256","19.17575392","12.51407824","13.60000038"
"2013-01-18 18:00:00","12.60274536","19.73994688","14.11694799","13.60000038"
"2013-01-18 19:00:00","11.88572985","22.09136272","15.41741582","13.60000038"
"2013-01-18 20:00:00","11.29695804","21.78787096","15.26686494","13.60000038"
"2013-01-18 21:00:00","11.09467674","15.95149287","11.7600103","13.60000038"
"2013-01-18 22:00:00","11.45949498","15.51311334","11.40440124","13.60000038"
"2013-01-18 23:00:00","11.14163163","13.91264697","10.02995622","13.60000038"
"2013-01-19 00:00:00","10.38669219","11.42893985","7.82746606","13.60000038"
"2013-01-19 01:00:00","10.36321983","9.87516452","6.9098724","28.39999962"
"2013-01-19 02:00:00","9.92434568","10.49511905","7.22136014","28.39999962"
"2013-01-19 03:00:00","10.67386248","9.30190294","6.17397802","28.39999962"
"2013-01-19 04:00:00","11.84599566","9.22148996","6.03770213","28.39999962"
"2013-01-19 05:00:00","10.44629856","8.06718306","5.33944546","28.39999962"
"2013-01-19 06:00:00","8.97977236","7.2033969","4.59057434","28.39999962"
"2013-01-19 07:00:00","9.27957989","7.85836971","4.77876485","28.39999962"
"2013-01-19 08:00:00","9.24165291","12.56768498","8.66848794","28.39999962"
"2013-01-19 09:00:00","9.01769934","23.63216704","16.55305205","28.39999962"
"2013-01-19 10:00:00","9.44393217","35.17265488","24.33119424","28.39999962"
"2013-01-19 11:00:00","10.57633218","34.84321728","24.58168536","28.39999962"
"2013-01-19 12:00:00","13.72069278","20.33654824","14.36484644","28.39999962"
"2013-01-19 13:00:00","21.08583729","18.66994962","12.64386098","28.39999962"
"2013-01-19 14:00:00","16.00176276","23.38054784","12.32458757","28.39999962"
"2013-01-19 15:00:00","21.10751973","38.99740056","25.26176464","28.39999962"
"2013-01-19 16:00:00","38.45300391","30.43739568","20.52583624","28.39999962"
"2013-01-19 17:00:00","28.43291988","30.8225872","22.44020712","28.39999962"
"2013-01-19 18:00:00","18.27740196","42.58096656","26.74912856","28.39999962"
"2013-01-19 19:00:00","16.37742222","33.49693984","22.94377056","28.39999962"
"2013-01-19 20:00:00","14.21014437","25.80848192","19.03718937","28.39999962"
"2013-01-19 21:00:00","14.22820629","17.69851595","13.00727099","28.39999962"
"2013-01-19 22:00:00","15.03551106","21.36895176","15.48490942","28.39999962"
"2013-01-19 23:00:00","14.66888256","16.25627906","11.28109827","28.39999962"
"2013-01-20 00:00:00","16.07942088","20.26393048","14.17405178","28.39999962"
"2013-01-20 01:00:00","","21.50252408","15.38496918","23.7999897"
"2013-01-20 02:00:00","14.02050438","","","23.7999897"
"2013-01-20 03:00:00","15.49786977","46.71702408","31.43444632","23.7999897"
"2013-01-20 04:00:00","14.76641286","30.93283312","23.11898624","23.7999897"
"2013-01-20 05:00:00","15.21069948","37.85738968","21.41617816","23.7999897"
"2013-01-20 06:00:00","14.8621329","15.02804658","11.16169196","23.7999897"
"2013-01-20 07:00:00","15.27210594","27.51790552","14.76069162","23.7999897"
"2013-01-20 08:00:00","17.37978759","82.30081632","31.2579496","23.7999897"
"2013-01-20 09:00:00","15.68208915","53.14870528","29.29294896","23.7999897"
"2013-01-20 10:00:00","14.83504002","31.49958816","21.3473844","23.7999897"
"2013-01-20 11:00:00","15.69112011","55.78414872","28.15213504","23.7999897"
"2013-01-20 12:00:00","15.97828023","34.86266232","22.35973104","23.7999897"
"2013-01-20 13:00:00","16.23293703","48.52759248","23.61476784","23.7999897"
"2013-01-20 14:00:00","15.59540007","23.31441176","13.42389006","23.7999897"
"2013-01-20 15:00:00","15.56288658","30.23764904","21.48755312","23.7999897"
"2013-01-20 16:00:00","15.39853938","12.1500583","9.09419091","23.7999897"
"2013-01-20 17:00:00","15.1619445","12.10725818","8.77231718","23.7999897"
"2013-01-20 18:00:00","15.0644142","5.50047028","3.30308516","23.7999897"
"2013-01-20 19:00:00","14.6002554","5.15677107","2.94357371","23.7999897"
"2013-01-20 20:00:00","14.66888256","5.47712476","3.16810561","23.7999897"
"2013-01-20 21:00:00","14.78627487","5.64443432","3.37316952","23.7999897"
"2013-01-20 22:00:00","14.65805151","5.03615255","2.90463774","23.7999897"
"2013-01-20 23:00:00","15.16374459","4.90775219","2.81378715","23.7999897"
"2013-01-21 00:00:00","15.34616388","3.88184565","1.91825606","23.7999897"
"2013-01-21 01:00:00","15.14026206","3.16202354","1.3108519","32.09999084"
"2013-01-21 02:00:00","15.51593169","14.35102459","9.86123178","32.09999084"
"2013-01-21 03:00:00","16.33768803","60.49996288","32.73751256","32.09999084"
"2013-01-21 04:00:00","14.82058845","10.94127851","6.82810572","32.09999084"
"2013-01-21 05:00:00","15.31004004","5.36039716","2.60223391","32.09999084"
"2013-01-21 06:00:00","17.6326443","68.19232128","27.12292456","32.09999084"
"2013-01-21 07:00:00","16.46231121","16.02671669","11.20582666","32.09999084"
"2013-01-21 08:00:00","16.52732802","44.5004616","26.27801176","32.09999084"
"2013-01-21 09:00:00","16.6663926","47.16447032","31.0736328","32.09999084"
"2013-01-21 10:00:00","17.430363","59.68156952","34.36114472","32.09999084"
"2013-01-21 11:00:00","16.73502993","32.32058184","20.62447632","32.09999084"
"2013-01-21 12:00:00","17.31476061","43.890916","29.20341","32.09999084"
"2013-01-21 13:00:00","17.33464296","47.772754","25.14236024","32.09999084"
"2013-01-21 14:00:00","17.30573982","19.08368538","13.10331458","32.09999084"
"2013-01-21 15:00:00","18.67653378","6.34998718","3.02793689","32.09999084"
"2013-01-21 16:00:00","18.68558508","7.56784705","3.92476622","32.09999084"
"2013-01-21 17:00:00","17.40688047","5.73651815","2.89814842","32.09999084"
"2013-01-21 18:00:00","17.05288311","8.85574348","5.36410644","32.09999084"
"2013-01-21 19:00:00","17.62903395","17.82043272","14.18573984","32.09999084"
"2013-01-21 20:00:00","16.37923248","9.16312616","6.58929692","32.09999084"
"2013-01-21 21:00:00","16.00537311","7.58600531","5.35502062","32.09999084"
"2013-01-21 22:00:00","16.07581053","4.66132598","2.70346666","32.09999084"
"2013-01-21 23:00:00","16.03065573","5.81174388","3.50814907","32.09999084"
"2013-01-22 00:00:00","15.36241554","4.58869675","2.65544678","32.09999084"
"2013-01-22 01:00:00","","13.53133681","8.39982899","11.60000038"
"2013-01-22 02:00:00","15.80670216","","","11.60000038"
"2013-01-22 03:00:00","15.1763859","9.01267662","6.68404226","11.60000038"
"2013-01-22 04:00:00","16.33407768","26.31560168","13.9832686","11.60000038"
"2013-01-22 05:00:00","16.51468671","14.92298983","9.20580774","11.60000038"
"2013-01-22 06:00:00","16.57970352","6.85969961","4.0493617","11.60000038"
"2013-01-22 07:00:00","16.16430987","6.47449853","3.52502056","11.60000038"
"2013-01-22 08:00:00","16.82713962","16.0824859","10.69576242","11.60000038"
"2013-01-22 09:00:00","16.08484149","17.13692714","13.04620887","11.60000038"
"2013-01-22 10:00:00","18.45982125","58.76591272","30.54022304","11.60000038"
"2013-01-22 11:00:00","30.89640915","25.04976208","15.8431188","11.60000038"
"2013-01-22 12:00:00","29.58340113","12.79595102","7.07080735","11.60000038"
"2013-01-22 13:00:00","24.35843142","15.68950298","9.47187018","11.60000038"
"2013-01-22 14:00:00","20.91787974","12.876364","7.62240214","11.60000038"
"2013-01-22 15:00:00","19.40078016","7.10093665","3.36538194","11.60000038"
"2013-01-22 16:00:00","18.81922905","18.35608143","10.9319709","11.60000038"
"2013-01-22 17:00:00","18.14374782","14.57929254","9.95208428","11.60000038"
"2013-01-22 18:00:00","18.0444276","17.68814144","13.07735535","11.60000038"
"2013-01-22 19:00:00","17.23711266","27.20921312","21.3564664","11.60000038"
"2013-01-22 20:00:00","16.47856287","9.47829068","6.98904258","11.60000038"
"2013-01-22 21:00:00","16.7711436","5.50565754","3.37057302","11.60000038"
"2013-01-22 22:00:00","16.88492556","4.81047919","2.83065864","11.60000038"
"2013-01-22 23:00:00","16.79461596","4.97389783","2.98899901","11.60000038"
"2013-01-23 00:00:00","16.70973714","4.77416458","2.78912618","11.60000038"
"2013-01-23 01:00:00","16.60317588","4.74044263","2.72682939","17.7999897"
"2013-01-23 02:00:00","16.52913828","4.79880643","2.74110438","17.7999897"
"2013-01-23 03:00:00","16.17514092","4.37080523","2.42702014","17.7999897"
"2013-01-23 04:00:00","16.30336428","4.57832033","2.52306373","17.7999897"
"2013-01-23 05:00:00","15.85907766","5.24885682","3.2589562","17.7999897"
"2013-01-23 06:00:00","15.74710596","4.21516843","2.11942523","17.7999897"
"2013-01-23 07:00:00","15.98370084","7.37589563","4.73593605","17.7999897"
"2013-01-23 08:00:00","15.9855111","7.74812762","5.05391503","17.7999897"
"2013-01-23 09:00:00","15.6856995","20.88517752","16.00405758","17.7999897"
"2013-01-23 10:00:00","16.23654738","35.13112624","24.75690104","17.7999897"
"2013-01-23 11:00:00","25.31746242","37.2724324","24.75560088","17.7999897"
"2013-01-23 12:00:00","66.68364249","36.24392936","22.22864432","17.7999897"
"2013-01-23 13:00:00","67.06112238","32.78232984","20.44796048","17.7999897"
"2013-01-23 14:00:00","66.26645892","58.19135672","34.02629616","17.7999897"
"2013-01-23 15:00:00","39.4210557","31.67987064","22.03396448","17.7999897"
"2013-01-23 16:00:00","40.75933617","24.91487048","17.18122435","17.7999897"
"2013-01-23 17:00:00","35.81793657","43.59908744","29.1359164","17.7999897"
"2013-01-23 18:00:00","26.41193748","34.93789952","25.19038968","17.7999897"
"2013-01-23 19:00:00","22.75465293","43.03101312","30.1002336","17.7999897"
"2013-01-23 20:00:00","22.47290325","49.37579392","31.9951212","17.7999897"
"2013-01-23 21:00:00","21.48678954","26.66448432","19.63419416","17.7999897"
"2013-01-23 22:00:00","20.96482446","30.75513184","21.41747832","17.7999897"
"2013-01-23 23:00:00","20.51873775","22.36502728","16.686741","17.7999897"
"2013-01-24 00:00:00","19.74754665","12.86988041","10.27784128","17.7999897"
"2013-01-24 01:00:00","","8.33306195","5.9715106",""
"2013-01-24 02:00:00","","","",""
"2013-01-24 03:00:00","","6.82857225","4.92412656",""
"2013-01-24 04:00:00","","19.51557368","14.60754616",""
"2013-01-24 05:00:00","","26.25464712","18.8489893",""
"2013-01-24 06:00:00","","38.57978152","24.89706976",""
"2013-01-24 07:00:00","","19.03439976","13.40960742",""
"2013-01-24 08:00:00","","52.1669124","28.45583712",""
"2013-01-24 09:00:00","","32.72135616","22.96583504",""
"2013-01-24 10:00:00","","29.49449288","22.36621272",""
"2013-01-24 11:00:00","","27.08082232","20.47132512",""
"2013-01-24 12:00:00","","10.22664557","6.22329614",""
"2013-01-24 13:00:00","","13.79073211","8.96050961",""
"2013-01-24 14:00:00","","14.2057623","9.10587132",""
"2013-01-24 15:00:00","","10.81547274","6.56723244",""
"2013-01-24 16:00:00","","26.4051024","18.66210277",""
"2013-01-24 17:00:00","","19.47406416","13.08125201",""
"2013-01-24 18:00:00","","18.40925798","13.07605328",""
"2013-01-24 19:00:00","","12.97752792","9.37842501",""
"2013-01-24 20:00:00","","17.82172906","13.95601878",""
"2013-01-24 21:00:00","","8.53149887","5.66131919",""
"2013-01-24 22:00:00","","7.53801602","4.89038167",""
"2013-01-24 23:00:00","","12.37313898","8.9773811",""
"2013-01-25 00:00:00","","11.48082006","8.26614769",""
"2013-01-25 01:00:00","","8.39920759","5.66651027",""
"2013-01-25 02:00:00","","8.5029661","5.61329549",""
"2013-01-25 03:00:00","","9.57167276","6.58410584",""
"2013-01-25 04:00:00","","8.6067246","5.05391503",""
"2013-01-25 05:00:00","","8.02567927","4.17136069",""
"2013-01-25 06:00:00","","8.22281986","4.12593539",""
"2013-01-25 07:00:00","","10.91015115","6.62044531",""
"2013-01-25 08:00:00","","41.98174576","21.5680292",""
"2013-01-25 09:00:00","","73.01836224","32.48442112",""
"2013-01-25 10:00:00","","52.90748736","30.60771664",""
"2013-01-25 11:00:00","","38.56033648","23.91846992",""
"2013-01-25 12:00:00","","31.17797064","19.28378192",""
"2013-01-25 13:00:00","","29.69552056","18.9255649",""
"2013-01-25 14:00:00","","29.49189256","18.19356717",""
"2013-01-25 15:00:00","","31.98468168","21.67575128",""
"2013-01-25 16:00:00","","36.45793952","25.66540696",""
"2013-01-25 17:00:00","","25.65544544","19.2383528",""
"2013-01-25 18:00:00","","18.07204427","13.47969178",""
"2013-01-25 19:00:00","","21.95388992","15.97810026",""
"2013-01-25 20:00:00","","21.86178888","16.31814564",""
"2013-01-25 21:00:00","","20.51294936","15.48101277",""
"2013-01-25 22:00:00","","18.51561106","14.13771805",""
"2013-01-25 23:00:00","","11.76615355","7.73661546",""
"2013-01-26 00:00:00","","9.9555775","6.11038298",""
"2013-01-26 01:00:00","","8.74290489","5.41472282","28.7999897"
"2013-01-26 02:00:00","","","","28.7999897"
"2013-01-26 03:00:00","","8.15926689","5.32517047","28.7999897"
"2013-01-26 04:00:00","","6.86748145","4.47895751","28.7999897"
"2013-01-26 05:00:00","","5.80396204","3.53410638","28.7999897"
"2013-01-26 06:00:00","","5.24755857","3.0396173","28.7999897"
"2013-01-26 07:00:00","","6.22677598","3.64053022","28.7999897"
"2013-01-26 08:00:00","","11.20197015","7.45108503","28.7999897"
"2013-01-26 09:00:00","","16.03968578","11.04878454","28.7999897"
"2013-01-26 10:00:00","","16.89179726","12.37520203","28.7999897"
"2013-01-26 11:00:00","","22.43376368","16.08581852","28.7999897"
"2013-01-26 12:00:00","","21.13807776","15.08646583","28.7999897"
"2013-01-26 13:00:00","","19.7723744","12.93718663","28.7999897"
"2013-01-26 14:00:00","","13.66622076","9.32131739","28.7999897"
"2013-01-26 15:00:00","","13.43146922","9.27848859","28.7999897"
