,TARANTO,,,,
27/07/2010 17.00,"1,195563","23,196843","18,700001","9,3",
27/07/2010 18.00,"1,757411","26,049584","18,700001","9,3","0,201151"
27/07/2010 19.00,"1,386268","39,129539","18,700001","9,3","0,540638"
27/07/2010 20.00,"1,347442","47,596847","18,700001","9,3","0,411467"
27/07/2010 21.00,"1,822887","37,775861","18,700001","9,3","0,48309"
27/07/2010 22.00,"1,14965","28,980182","18,700001","9,3","0,245731"
27/07/2010 23.00,"1,126058","40,65843","18,700001","9,3","0,470173"
28/07/2010 0.00,"1,218276","32,580459","18,700001","9,3","0,404575"
28/07/2010 1.00,"1,362766","42,548136","18,6","10,4","0,423965"
28/07/2010 2.00,"1,215066","23,457735","18,6","10,4","0,214722"
28/07/2010 3.00,"1,220396","15,745784","18,6","10,4","0,247661"
28/07/2010 4.00,"1,419611","17,552415","18,6","10,4","0,325826"
28/07/2010 5.00,"1,224697","9,909253","18,6","10,4",
28/07/2010 6.00,"1,032962","10,197382","18,6","10,4",
28/07/2010 7.00,"1,189142","28,91657","18,6","10,4","0,14613"
28/07/2010 8.00,"1,475003","54,241967","18,6","10,4","1,329363"
28/07/2010 9.00,"1,405377","57,751404","18,6","10,4","1,657272"
28/07/2010 10.00,"1,206889","45,652631","18,6","10,4","1,589082"
28/07/2010 11.00,"1,364099","32,034066","18,6","10,4","0,47811"
28/07/2010 12.00,"1,26337","24,307828","18,6","10,4","0,355018"
28/07/2010 13.00,"1,437419","28,345514","18,6","10,4","0,349409"
28/07/2010 14.00,"1,258858","24,943799","18,6","10,4","0,644126"
28/07/2010 15.00,"1,094168","16,880117","18,6","10,4","0,322388"
28/07/2010 16.00,"0,962034","19,195524","18,6","10,4","0,262907"
28/07/2010 17.00,"0,87978","22,072893","18,6","10,4","0,215637"
28/07/2010 18.00,"1,021666","23,242272","18,6","10,4","0,215375"
28/07/2010 19.00,"1,272001","37,391683","18,6","10,4","0,532195"
28/07/2010 20.00,"1,06031","40,183413","18,6","10,4","0,614932"
28/07/2010 21.00,"0,974058","45,197077","18,6","10,4","0,355886"
28/07/2010 22.00,"0,898285","32,349453","18,6","10,4","0,532885"
28/07/2010 23.00,"0,871331","31,666773","18,6","10,4","0,306928"
29/07/2010 0.00,"0,765757","33,448737","18,6","10,4","0,165465"
29/07/2010 1.00,,"31,321541","20,29999","11,6","0,42978"
29/07/2010 2.00,"0,520026",,"20,29999","11,6","0,207428"
29/07/2010 3.00,"0,705853","32,025445","20,29999","11,6","0,26237"
29/07/2010 4.00,"0,616407","19,601747","20,29999","11,6","0,137763"
29/07/2010 5.00,"0,821465","26,673852","20,29999","11,6","0,259855"
29/07/2010 6.00,"0,76459","32,699864","20,29999","11,6","0,455202"
29/07/2010 7.00,"1,41712","61,445142","20,29999","11,6","0,281938"
29/07/2010 8.00,"0,902013","74,90407","20,29999","11,6","0,6251"
29/07/2010 9.00,"0,888486","92,211205","20,29999","11,6","1,155838"
29/07/2010 10.00,"0,70218","41,931651","20,29999","11,6","1,074732"
29/07/2010 11.00,"0,862047","30,053523","20,29999","11,6","0,803204"
29/07/2010 12.00,"0,892636","34,161281","20,29999","11,6","0,607793"
29/07/2010 13.00,"0,981024","28,436371","20,29999","11,6","0,661611"
29/07/2010 14.00,"1,116295","22,990498","20,29999","11,6","0,380019"
29/07/2010 15.00,"0,801482","14,577689","20,29999","11,6","0,180925"
29/07/2010 16.00,"0,687424","16,284394","20,29999","11,6","0,093572"
29/07/2010 17.00,"0,856974","15,615991","20,29999","11,6",
29/07/2010 18.00,"0,835915","22,989198","20,29999","11,6",
29/07/2010 19.00,"0,979794","23,544692","20,29999","11,6","0,20183"
29/07/2010 20.00,"1,117679","27,845831","20,29999","11,6","0,317685"
29/07/2010 21.00,"1,041127","31,551248","20,29999","11,6","0,570831"
29/07/2010 22.00,"1,089395","25,48629","20,29999","11,6","0,391812"
29/07/2010 23.00,"1,027139","21,657567","20,29999","11,6","0,087602"
30/07/2010 0.00,"1,019761","23,564157","20,29999","11,6","0,189686"
30/07/2010 1.00,"1,047737","25,989873","22,79999",13,"0,147739"
30/07/2010 2.00,"0,81009","19,969061","22,79999",13,"0,18636"
30/07/2010 3.00,"0,921074","14,553035","22,79999",13,"0,158642"
30/07/2010 4.00,"0,805018","8,782701","22,79999",13,"0,085427"
30/07/2010 5.00,"0,653452","7,876786","22,79999",13,
30/07/2010 6.00,"0,517412","14,800933","22,79999",13,
30/07/2010 7.00,"0,851594","36,063971","22,79999",13,"0,239745"
30/07/2010 8.00,"0,955507","41,560456","22,79999",13,"0,228139"
30/07/2010 9.00,"0,779346","33,251476","22,79999",13,"0,870155"
30/07/2010 10.00,"0,856513","25,38897","22,79999",13,"0,819795"
30/07/2010 11.00,"0,713886","38,226673","22,79999",13,"0,39865"
30/07/2010 12.00,"0,624246","30,749164","22,79999",13,"0,495431"
30/07/2010 13.00,"0,640387","29,102169","22,79999",13,"0,168979"
30/07/2010 14.00,"0,655297","23,296783","22,79999",13,"0,126749"
30/07/2010 15.00,"0,672821","10,99946","22,79999",13,"0,205364"
30/07/2010 16.00,"0,620249","9,383616","22,79999",13,
30/07/2010 17.00,"0,81009","14,342781","22,79999",13,
30/07/2010 18.00,"1,047276","20,026154","22,79999",13,"0,166517"
30/07/2010 19.00,"1,301063","21,791255","22,79999",13,"0,293065"
30/07/2010 20.00,"1,331961","24,551839","22,79999",13,"0,281974"
30/07/2010 21.00,"1,967275","32,73103","22,79999",13,"0,417466"
30/07/2010 22.00,"1,492441","25,943162","22,79999",13,"0,289101"
30/07/2010 23.00,"1,231276","17,222756","22,79999",13,"0,235034"
31/07/2010 0.00,"0,961502","20,224734","22,79999",13,"0,141986"
31/07/2010 1.00,,"23,549874","18,29999","8,3","0,24259"
31/07/2010 2.00,"1,191809",,"18,29999","8,3","0,187072"
31/07/2010 3.00,"1,254226","18,065941","18,29999","8,3",
31/07/2010 4.00,"1,146227","9,819701","18,29999","8,3",
31/07/2010 5.00,"0,816104","10,965721","18,29999","8,3","0,127665"
31/07/2010 6.00,"0,430612","9,117551","18,29999","8,3",
31/07/2010 7.00,"0,495677","11,680842","18,29999","8,3",
31/07/2010 8.00,"0,38503","21,129339","18,29999","8,3",
31/07/2010 9.00,"0,585855","29,870506","18,29999","8,3","0,091554"
31/07/2010 10.00,"0,664924","37,125627","18,29999","8,3","0,517451"
31/07/2010 11.00,"0,470439","32,781641","18,29999","8,3","0,642203"
31/07/2010 12.00,"0,626821","26,27411","18,29999","8,3","0,33204"
31/07/2010 13.00,"0,753533","25,29681","18,29999","8,3","0,33336"
31/07/2010 14.00,"0,551938","15,666607","18,29999","8,3","0,296192"
31/07/2010 15.00,"0,571113","11,004648","18,29999","8,3","0,094124"
31/07/2010 16.00,"0,509034","11,201931","18,29999","8,3",
31/07/2010 17.00,"0,735805","12,664633","18,29999","8,3",
31/07/2010 18.00,"0,855499","21,063165","18,29999","8,3","0,362251"
31/07/2010 19.00,"1,188054","27,407143","18,29999","8,3","0,490629"
31/07/2010 20.00,"0,741529","50,755873","18,29999","8,3","0,540815"
31/07/2010 21.00,"0,956112","49,677353","18,29999","8,3","0,896936"
31/07/2010 22.00,"0,683913","26,438944","18,29999","8,3","0,772643"
31/07/2010 23.00,"0,556247","23,748454","18,29999","8,3","0,33621"
01/08/2010 0.00,"0,642241","25,756264","18,29999","8,3","0,588646"
01/08/2010 1.00,"0,515005","24,693308","15,5","7,5","0,290191"
01/08/2010 2.00,"0,626667","24,801028","15,5","7,5",
01/08/2010 3.00,"0,865164","38,118489","15,5","7,5","0,73922"
01/08/2010 4.00,"1,298977","37,459175","15,5","7,5","2,255012"
01/08/2010 5.00,"1,160661","25,479808","15,5","7,5","1,704288"
01/08/2010 6.00,"1,017975","25,100831","15,5","7,5","0,533183"
01/08/2010 7.00,"1,200303","31,225501","15,5","7,5","0,715985"
01/08/2010 8.00,"1,124375","38,671385","15,5","7,5","1,314469"
01/08/2010 9.00,"0,874613","27,583659","15,5","7,5","1,449248"
01/08/2010 10.00,"0,546921","10,395945","15,5","7,5","0,231644"
01/08/2010 11.00,"0,374996","10,981294","15,5","7,5",
01/08/2010 12.00,"0,331785","10,922889","15,5","7,5","0,315728"
01/08/2010 13.00,"0,28925","10,17531","15,5","7,5","0,138906"
01/08/2010 14.00,"0,407221","8,480297","15,5","7,5","0,130486"
01/08/2010 15.00,"0,275462","5,994871","15,5","7,5",
01/08/2010 16.00,"0,505495","5,42251","15,5","7,5",
01/08/2010 17.00,"0,427412","5,578254","15,5","7,5",
01/08/2010 18.00,"0,692962","7,798914","15,5","7,5",
01/08/2010 19.00,"0,586502","11,406995","15,5","7,5","0,08598"
01/08/2010 20.00,"0,720632","17,941782","15,5","7,5",
01/08/2010 21.00,"0,971809","20,357102","15,5","7,5","0,087487"
01/08/2010 22.00,"0,731927","15,201967","15,5","7,5","0,060761"
01/08/2010 23.00,"0,685606","13,414805","15,5","7,5",
02/08/2010 0.00,"0,424179","30,811477","15,5","7,5","0,279717"
02/08/2010 1.00,,"16,080632","21,700001","12,1","0,415299"
02/08/2010 2.00,"1,2079",,"21,700001","12,1","0,164135"
02/08/2010 3.00,"1,330125","51,990853","21,700001","12,1","0,742542"
02/08/2010 4.00,"1,353334","32,554515","21,700001","12,1","0,641255"
02/08/2010 5.00,"1,343749","40,65843","21,700001","12,1","0,80626"
02/08/2010 6.00,"1,512962","53,691653","21,700001","12,1","0,779998"
02/08/2010 7.00,"1,953505","66,779412","21,700001","12,1","1,308939"
02/08/2010 8.00,"2,180689","68,279733","21,700001","12,1","2,302982"
02/08/2010 9.00,"1,698119","41,648692","21,700001","12,1","1,019161"
02/08/2010 10.00,"1,467894","34,060041","21,700001","12,1","0,578161"
02/08/2010 11.00,"1,563837","33,906891","21,700001","12,1","0,507617"
02/08/2010 12.00,"1,952676","38,932259","21,700001","12,1","0,557444"
02/08/2010 13.00,"1,928806","33,177481","21,700001","12,1","0,667482"
02/08/2010 14.00,"1,817195","30,096332","21,700001","12,1","0,328829"
02/08/2010 15.00,"1,867516","18,750353","21,700001","12,1","0,351349"
02/08/2010 16.00,"1,881249","32,270276","21,700001","12,1","0,239895"
02/08/2010 17.00,"1,895074","25,58105","21,700001","12,1","0,148044"
02/08/2010 18.00,"2,086497","32,062613","21,700001","12,1","0,169371"
02/08/2010 19.00,"2,389624","41,294382","21,700001","12,1","0,359452"
02/08/2010 20.00,"2,678466","63,472433","21,700001","12,1","0,859987"
02/08/2010 21.00,"2,824822","52,068021","21,700001","12,1","1,23107"
02/08/2010 22.00,"2,190367","34,05096","21,700001","12,1","0,727001"
02/08/2010 23.00,"2,025393","41,570835","21,700001","12,1","0,29265"
03/08/2010 0.00,"1,950003","42,746696","21,700001","12,1","0,446162"
03/08/2010 1.00,"1,829176","46,459916","23,700001","15,8","0,478342"
03/08/2010 2.00,"1,620333","36,952992","23,700001","15,8","0,363266"
03/08/2010 3.00,"2,733396","48,764926","23,700001","15,8","0,658091"
03/08/2010 4.00,"1,732128","33,890028","23,700001","15,8","0,696254"
03/08/2010 5.00,"1,511948","26,489555","23,700001","15,8","0,401709"
03/08/2010 6.00,"1,812126","65,115529","23,700001","15,8","0,201624"
03/08/2010 7.00,"2,49976","91,488283","23,700001","15,8","1,088246"
03/08/2010 8.00,"2,303544","71,094832","23,700001","15,8","1,849331"
03/08/2010 9.00,"1,793601","39,736943","23,700001","15,8","0,601962"
03/08/2010 10.00,"1,757749","36,174273","23,700001","15,8","0,767044"
03/08/2010 11.00,"1,922814","28,268939","23,700001","15,8","0,614225"
03/08/2010 12.00,"1,825029","25,404533","23,700001","15,8","0,268685"
03/08/2010 13.00,"2,186219","38,3625","23,700001","15,8","0,341192"
03/08/2010 14.00,"2,088618","28,165117","23,700001","15,8","0,589251"
03/08/2010 15.00,"1,986961","12,529651","23,700001","15,8","0,215082"
03/08/2010 16.00,"1,785122","11,915761","23,700001","15,8",
03/08/2010 17.00,"1,94134","19,187741","23,700001","15,8",
03/08/2010 18.00,"2,262899","35,897816","23,700001","15,8","0,139553"
03/08/2010 19.00,"3,002791","42,41185","23,700001","15,8","1,050556"
03/08/2010 20.00,"2,99846","44,214597","23,700001","15,8","0,689741"
03/08/2010 21.00,"2,744916","43,834318","23,700001","15,8","0,662194"
03/08/2010 22.00,"2,40345","51,4697","23,700001","15,8","0,605895"
03/08/2010 23.00,"2,36345","58,968792","23,700001","15,8","1,160801"
04/08/2010 0.00,"2,017652","38,789488","23,700001","15,8","0,770754"
04/08/2010 1.00,,"38,584426",20,12,"0,57208"
04/08/2010 2.00,"1,40883",,20,12,"0,512101"
04/08/2010 3.00,"1,183502","36,968882",20,12,"0,238673"
04/08/2010 4.00,"1,378581","27,58884",20,12,"0,11605"
04/08/2010 5.00,"1,068767","22,589458",20,12,"0,264787"
04/08/2010 6.00,"1,215883","35,95493",20,12,"0,472621"
04/08/2010 7.00,"1,094891","34,028897",20,12,"0,255351"
04/08/2010 8.00,"0,875821","46,62863",20,12,"0,704799"
04/08/2010 9.00,"0,506885","48,543001",20,12,"1,474827"
04/08/2010 10.00,"0,626045","36,075633",20,12,"0,819775"
04/08/2010 11.00,"0,582047","35,95493",20,12,"0,693139"
04/08/2010 12.00,"0,702581","38,664904",20,12,"0,446669"
04/08/2010 13.00,"0,930817","42,0822",20,12,"0,591945"
04/08/2010 14.00,"1,181052","21,57581",20,12,"0,536854"
04/08/2010 15.00,"1,03302","18,336328",20,12,"0,351278"
04/08/2010 16.00,"1,234674","15,248696",20,12,"0,18489"
04/08/2010 17.00,"1,223674","20,437577",20,12,"0,136128"
04/08/2010 18.00,"0,96244","35,922484",20,12,"0,303289"
04/08/2010 19.00,"1,142096","45,063409",20,12,"0,480964"
04/08/2010 20.00,"1,160886","45,132185",20,12,"0,691565"
04/08/2010 21.00,"1,092141","41,993943",20,12,"0,430529"
04/08/2010 22.00,"0,807991","30,562286",20,12,"0,311576"
04/08/2010 23.00,"0,835949","19,118949",20,12,"0,205186"
05/08/2010 0.00,"0,535759","19,988506",20,12,"0,232403"
05/08/2010 1.00,"0,610462","32,036648","20,29999","9,8","0,154096"
05/08/2010 2.00,"0,623295","14,898265","20,29999","9,8","0,382683"
05/08/2010 3.00,"0,587089","23,617367","20,29999","9,8","0,18684"
05/08/2010 4.00,"0,723664","27,543429","20,29999","9,8","0,094346"
05/08/2010 5.00,"0,862071","40,972515","20,29999","9,8","0,585428"
05/08/2010 6.00,"0,913401","63,124604","20,29999","9,8","1,862006"
05/08/2010 7.00,"0,935859","70,422535","20,29999","9,8","1,03919"
05/08/2010 8.00,"0,785535","89,063864","20,29999","9,8","1,773036"
05/08/2010 9.00,"0,670959","51,120569","20,29999","9,8","1,905466"
05/08/2010 10.00,"0,825407","32,662236","20,29999","9,8","0,58713"
05/08/2010 11.00,"0,717706","33,873143","20,29999","9,8","0,407478"
05/08/2010 12.00,"0,638877","25,67839","20,29999","9,8","0,572712"
05/08/2010 13.00,"0,666834","28,162517","20,29999","9,8","0,375414"
05/08/2010 14.00,"0,981231","22,523264","20,29999","9,8","0,354192"
05/08/2010 15.00,"0,945025","13,721101","20,29999","9,8","0,138302"
05/08/2010 16.00,"0,91111","12,181825","20,29999","9,8","0,092332"
05/08/2010 17.00,"0,778201","16,227288","20,29999","9,8","0,067619"
05/08/2010 18.00,"0,96519","23,701725","20,29999","9,8","0,199562"
05/08/2010 19.00,"1,228715","31,174872","20,29999","9,8","0,532593"
05/08/2010 20.00,"1,27088","29,318913","20,29999","9,8","0,307964"
05/08/2010 21.00,"1,287837","37,878381","20,29999","9,8","0,511779"
05/08/2010 22.00,"1,337334","21,248744","20,29999","9,8","0,29412"
05/08/2010 23.00,"1,253922","14,543951","20,29999","9,8","0,208873"
06/08/2010 0.00,"0,850614","15,125393","20,29999","9,8",
06/08/2010 1.00,,"14,514097","21,4","10,5","0,071098"
06/08/2010 2.00,"0,410412",,"21,4","10,5",
06/08/2010 3.00,"0,3544","44,070281","21,4","10,5","0,977181"
06/08/2010 4.00,"0,345958","33,052897","21,4","10,5","2,921136"
06/08/2010 5.00,"0,274178","42,127611","21,4","10,5","0,428372"
06/08/2010 6.00,"0,406506","35,277451","21,4","10,5","1,320933"
06/08/2010 7.00,"0,458265","59,711203","21,4","10,5","1,080304"
06/08/2010 8.00,"0,481216","68,434185","21,4","10,5","1,139405"
06/08/2010 9.00,"0,254281","48,497572","21,4","10,5","2,890116"
06/08/2010 10.00,"0,350352","31,887397","21,4","10,5","0,581503"
06/08/2010 11.00,"0,446986","35,87149","21,4","10,5","0,688361"
06/08/2010 12.00,"0,521378","37,322889","21,4","10,5","0,56066"
06/08/2010 13.00,"0,573259","29,141116","21,4","10,5","0,59167"
06/08/2010 14.00,"0,492691","22,224744","21,4","10,5","0,270783"
06/08/2010 15.00,"0,50441","15,644544","21,4","10,5","0,325934"
06/08/2010 16.00,"0,639545","10,991669","21,4","10,5",
06/08/2010 17.00,"0,52504","13,883332","21,4","10,5",
06/08/2010 18.00,"0,713156","19,443415","21,4","10,5","0,087271"
06/08/2010 19.00,"0,736839","24,80361","21,4","10,5","0,191111"
06/08/2010 20.00,"0,822656","41,459212","21,4","10,5","0,269802"
06/08/2010 21.00,"0,761619","23,985963","21,4","10,5","0,41351"
06/08/2010 22.00,"0,834863","25,740681","21,4","10,5","0,385937"
06/08/2010 23.00,"0,746238","17,939178","21,4","10,5","0,289141"
07/08/2010 0.00,"0,558611","30,095052","21,4","10,5","0,413572"
07/08/2010 1.00,"0,323863","29,20989","19,5","8,2","0,271698"
07/08/2010 2.00,"0,337778","16,110485","19,5","8,2","0,447653"
07/08/2010 3.00,"0,335459","18,555675","19,5","8,2","0,068632"
07/08/2010 4.00,"0,337534","20,834719","19,5","8,2",
07/08/2010 5.00,"0,406872","17,129306","19,5","8,2","0,158163"
07/08/2010 6.00,"0,392223","37,938094","19,5","8,2","0,348809"
07/08/2010 7.00,"0,539323","48,265264","19,5","8,2","1,042449"
07/08/2010 8.00,"0,486221","51,936935","19,5","8,2","1,027659"
07/08/2010 9.00,"0,378796","42,659741","19,5","8,2","0,575962"
07/08/2010 10.00,"0,399914","32,901046","19,5","8,2","0,412092"
07/08/2010 11.00,"0,431653","26,47399","19,5","8,2","0,433162"
07/08/2010 12.00,"0,555559","21,754927","19,5","8,2","0,402131"
07/08/2010 13.00,"0,471694","20,508972","19,5","8,2","0,379637"
07/08/2010 14.00,"0,462539","15,298009","19,5","8,2","0,160991"
07/08/2010 15.00,"0,573015","8,460829","19,5","8,2",
07/08/2010 16.00,"0,471816","7,880681","19,5","8,2",
07/08/2010 17.00,"0,523331","12,511485","19,5","8,2","0,089548"
07/08/2010 18.00,"0,533097","14,697098","19,5","8,2",
07/08/2010 19.00,"0,652852","21,639404","19,5","8,2","0,079371"
07/08/2010 20.00,"0,552751","32,411745","19,5","8,2","0,239921"
07/08/2010 21.00,"0,671163","36,64669","19,5","8,2","0,206361"
07/08/2010 22.00,"0,683248","37,202185","19,5","8,2","0,419108"
07/08/2010 23.00,"0,50209","38,292408","19,5","8,2","0,531701"
08/08/2010 0.00,"0,487197","39,030899","19,5","8,2","0,300256"
08/08/2010 1.00,,"55,794205","11,2","5,6","0,626209"
08/08/2010 2.00,"1,201949",,"11,2","5,6","0,513278"
08/08/2010 3.00,"1,218396","32,124774","11,2","5,6",
08/08/2010 4.00,"0,979018","20,458342","11,2","5,6","0,161555"
08/08/2010 5.00,"1,318484","15,717231","11,2","5,6","0,139948"
08/08/2010 6.00,"1,218966","16,96838","11,2","5,6",
08/08/2010 7.00,"1,035043","18,855479","11,2","5,6","0,085958"
08/08/2010 8.00,"1,096842","11,806739","11,2","5,6","0,566203"
08/08/2010 9.00,"1,004143","13,857373","11,2","5,6","0,105027"
08/08/2010 10.00,"0,826917","12,297338","11,2","5,6","0,174126"
08/08/2010 11.00,"0,778509","12,568591","11,2","5,6",
08/08/2010 12.00,"0,973858","13,235699","11,2","5,6",
08/08/2010 13.00,"0,908864","11,057868","11,2","5,6","0,10452"
08/08/2010 14.00,"1,152007","8,390743","11,2","5,6","0,059648"
08/08/2010 15.00,"1,15133","9,138318","11,2","5,6",
08/08/2010 16.00,"1,306811","5,064297","11,2","5,6",
08/08/2010 17.00,"1,050523","5,518552","11,2","5,6",
08/08/2010 18.00,"1,334824","7,845637","11,2","5,6",
08/08/2010 19.00,"1,242862","11,739249","11,2","5,6",
08/08/2010 20.00,"1,450436","21,256525","11,2","5,6","0,063051"
08/08/2010 21.00,"1,180449","32,702464","11,2","5,6","0,25125"
08/08/2010 22.00,"1,182538","22,941169","11,2","5,6","0,076896"
08/08/2010 23.00,"1,07528","21,956088","11,2","5,6","0,074833"
09/08/2010 0.00,"1,11048","45,716243","11,2","5,6","0,732901"
09/08/2010 1.00,"1,425311","52,929819","18,9","7,9","2,430985"
09/08/2010 2.00,"1,425863","52,367825","18,9","7,9","1,388201"
09/08/2010 3.00,"1,440362","42,86352","18,9","7,9","1,122974"
09/08/2010 4.00,"1,259756","18,08844","18,9","7,9","1,19358"
09/08/2010 5.00,"1,417878","29,909453","18,9","7,9","0,927806"
09/08/2010 6.00,"0,983625","15,164332","18,9","7,9","1,139942"
09/08/2010 7.00,"1,094323","18,253265","18,9","7,9","0,075105"
09/08/2010 8.00,"1,062319","21,667968","18,9","7,9","0,24075"
09/08/2010 9.00,"0,911445","25,418816","18,9","7,9","0,199585"
09/08/2010 10.00,"1,166995","29,000927","18,9","7,9","0,342598"
09/08/2010 11.00,"1,213744","32,63239","18,9","7,9","0,34446"
09/08/2010 12.00,"1,206188","33,207349","18,9","7,9","0,286016"
09/08/2010 13.00,"1,559291","30,249503","18,9","7,9","0,258308"
09/08/2010 14.00,"1,390541","19,745815","18,9","7,9","0,41908"
09/08/2010 15.00,"1,420826","13,666589","18,9","7,9",
09/08/2010 16.00,"1,640809","12,917716","18,9","7,9","0,067844"
09/08/2010 17.00,"1,679387","15,185102","18,9","7,9",
09/08/2010 18.00,"1,717966","23,095621","18,9","7,9","0,286007"
09/08/2010 19.00,"1,808699","33,204749","18,9","7,9","0,29279"
09/08/2010 20.00,"1,654017","35,339743","18,9","7,9","0,478832"
09/08/2010 21.00,"1,686083","33,996447","18,9","7,9","0,410332"
09/08/2010 22.00,"1,43084","24,884087","18,9","7,9","0,060482"
09/08/2010 23.00,"1,556957","42,967342","18,9","7,9","0,342909"
10/08/2010 0.00,"1,669497","41,526708","18,9","7,9","0,514958"
10/08/2010 1.00,,"54,367852","23,200001","11,6","0,295449"
10/08/2010 2.00,"0,481054",,"23,200001","11,6","1,305883"
10/08/2010 3.00,"0,43558","36,414174","23,200001","11,6","0,411772"
10/08/2010 4.00,"0,433415","35,553907","23,200001","11,6",
10/08/2010 5.00,"0,585786","55,502183","23,200001","11,6","1,78904"
10/08/2010 6.00,"0,78776","57,159582","23,200001","11,6","2,271645"
10/08/2010 7.00,"0,749943","44,71818","23,200001","11,6","2,754502"
10/08/2010 8.00,"0,627654","61,320551","23,200001","11,6","1,498715"
10/08/2010 9.00,"0,592416","61,053197","23,200001","11,6","0,894249"
10/08/2010 10.00,"0,564422","35,813479","23,200001","11,6","0,440392"
10/08/2010 11.00,"0,454902","36,320942","23,200001","11,6","0,55219"
10/08/2010 12.00,"0,585786","33,725194","23,200001","11,6","0,403284"
10/08/2010 13.00,"0,862533","46,462516","23,200001","11,6","0,538982"
10/08/2010 14.00,"0,816735","28,145652","23,200001","11,6","1,101843"
10/08/2010 15.00,"0,765905","22,505081","23,200001","11,6","0,091685"
10/08/2010 16.00,"0,726492","26,638806","23,200001","11,6","0,230276"
10/08/2010 17.00,"0,667926","20,736098","23,200001","11,6","0,126004"
10/08/2010 18.00,"0,559757","28,146934","23,200001","11,6","0,093046"
10/08/2010 19.00,"0,784936","37,765478","23,200001","11,6","0,427825"
10/08/2010 20.00,"0,838959","48,890833","23,200001","11,6","0,475896"
10/08/2010 21.00,"0,775727","52,688408","23,200001","11,6","0,99949"
10/08/2010 22.00,"0,745891","50,988181","23,200001","11,6","1,011127"
10/08/2010 23.00,"0,667558","58,41462","23,200001","11,6","0,782198"
11/08/2010 0.00,"0,543304","31,395517","23,200001","11,6","0,871393"
11/08/2010 1.00,"0,619796","51,175078","22,9","12,2","0,433934"
11/08/2010 2.00,"0,596099","53,794195","22,9","12,2","1,222068"
11/08/2010 3.00,"0,705865","45,317784","22,9","12,2","2,343564"
11/08/2010 4.00,"0,572648","32,954257","22,9","12,2","0,977739"
11/08/2010 5.00,"0,609973","21,783473","22,9","12,2","0,261684"
11/08/2010 6.00,"0,514204","25,266965","22,9","12,2","0,331917"
11/08/2010 7.00,"0,56651","56,165399","22,9","12,2","0,812947"
11/08/2010 8.00,"0,429118","47,032275","22,9","12,2","1,815225"
11/08/2010 9.00,"0,329911","32,285859","22,9","12,2","0,353359"
11/08/2010 10.00,"0,413893","45,977098","22,9","12,2","0,668971"
11/08/2010 11.00,"0,48658","53,882453","22,9","12,2","0,694471"
11/08/2010 12.00,"0,519239","36,991941","22,9","12,2","0,893326"
11/08/2010 13.00,"0,721581","33,294304","22,9","12,2","0,636696"
11/08/2010 14.00,"0,706479","24,005426","22,9","12,2","0,35639"
11/08/2010 15.00,"0,643984","13,055293","22,9","12,2","0,09099"
11/08/2010 16.00,"0,616972","12,063719","22,9","12,2",
11/08/2010 17.00,"0,76529","15,473229","22,9","12,2",
11/08/2010 18.00,"0,737297","27,456472","22,9","12,2","0,258705"
11/08/2010 19.00,"0,712373","29,719955","22,9","12,2","0,151546"
11/08/2010 20.00,"0,917661","62,308235","22,9","12,2","0,845564"
11/08/2010 21.00,"0,886352","55,929193","22,9","12,2","0,650624"
11/08/2010 22.00,"0,861797","67,822885","22,9","12,2","0,903416"
11/08/2010 23.00,"0,666207","32,73103","22,9","12,2","0,696174"
12/08/2010 0.00,"0,725633","30,890636","22,9","12,2","0,179805"
12/08/2010 1.00,,"35,56557",25,"16,29999","0,5953"
12/08/2010 2.00,"0,452046",,25,"16,29999","0,375456"
12/08/2010 3.00,"0,407086","30,939238",25,"16,29999","0,297075"
12/08/2010 4.00,"0,223639","15,961223",25,"16,29999",
12/08/2010 5.00,"0,216395","15,02286",25,"16,29999",
12/08/2010 6.00,"0,186319","34,174264",25,"16,29999","0,066122"
12/08/2010 7.00,"0,221347","66,771608",25,"16,29999","0,381543"
12/08/2010 8.00,"0,316615","40,40404",25,"16,29999","1,882163"
12/08/2010 9.00,"0,173574","40,457251",25,"16,29999","0,506873"
12/08/2010 10.00,"0,210893","44,036781",25,"16,29999","1,192493"
12/08/2010 11.00,"0,292775","33,195664",25,"16,29999","0,946582"
12/08/2010 12.00,"0,520816","28,313068",25,"16,29999","0,473491"
12/08/2010 13.00,"0,654412","24,964562",25,"16,29999","0,904059"
12/08/2010 14.00,"0,544564","21,696516",25,"16,29999","0,328397"
12/08/2010 15.00,"0,440035","13,383648",25,"16,29999","0,165917"
12/08/2010 16.00,"0,43114","12,870999",25,"16,29999","0,159417"
12/08/2010 17.00,"0,582067","17,042358",25,"16,29999",
12/08/2010 18.00,"0,573814","22,576475",25,"16,29999","0,198501"
12/08/2010 19.00,"0,576473","30,82314",25,"16,29999","0,151076"
12/08/2010 20.00,"0,769303","44,956969",25,"16,29999","0,652187"
12/08/2010 21.00,"0,701084","41,718788",25,"16,29999","0,41289"
12/08/2010 22.00,"0,575373","37,574682",25,"16,29999","0,655506"
12/08/2010 23.00,"0,505962","41,472195",25,"16,29999","0,714351"
13/08/2010 0.00,"0,319182","37,547415",25,"16,29999","0,565346"
13/08/2010 1.00,"0,361453","58,064187",28,"17,6","0,570296"
13/08/2010 2.00,"0,312031","29,819895",28,"17,6","0,278941"
13/08/2010 3.00,"0,241978","19,198104",28,"17,6","0,416326"
