"NetC","SIMAGE Brindisi","","","","","","","","","","",""
"Stat","valzani_sanpietrovernotico","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3
08/03/2012 15.00,"1,143818","12,601177","16,287569","0,149885","62,450443"
08/03/2012 16.00,"1,25288","15,999763","20,822099","0,15459","59,712904"
08/03/2012 17.00,"1,184251","17,065101","20,932346","0,157176","59,383411"
08/03/2012 18.00,"0,955112","15,688937","19,392191","0,1572","59,488407"
08/03/2012 19.00,"0,936866","15,24853","18,117925","0,173455","60,331752"
08/03/2012 20.00,"1,003898","15,11321","18,531338","0,177469","63,031746"
08/03/2012 21.00,"0,803331","19,559089","22,696243","0,240492","55,672729"
08/03/2012 22.00,"1,028904","19,9921","23,663293","0,247856","50,188275"
08/03/2012 23.00,"0,985598","14,877835","18,064426","0,205323","56,779875"
09/03/2012 0.00,"1,178931","12,894782","15,959272","0,17742","57,154615"
09/03/2012 1.00,"0,868238","11,662957","14,259426","0,177518","52,50413"
09/03/2012 2.00,"0,576661","11,80812","14,92899","0,177469","45,764841"
09/03/2012 3.00,"0,467102","12,168973","15,314839",,"42,21807"
09/03/2012 4.00,"0,588382","11,864707","15,56856","0,177494","38,164249"
09/03/2012 5.00,"0,449546","11,497291","14,560163","0,167618","34,251277"
09/03/2012 6.00,"0,381058","11,457927","15,066793","0,162593","33,858623"
09/03/2012 7.00,"0,391913","14,074937","17,663983","0,181434","29,158622"
09/03/2012 8.00,"0,605515","27,399838","31,81803","0,272982","20,46118"
09/03/2012 9.00,"1,021172","38,105317","48,370654","0,242389","22,713833"
09/03/2012 10.00,"0,686024","26,3743","30,053332","0,165672","41,146776"
09/03/2012 11.00,"0,943781","22,20807","29,175437","0,156978","49,391851"
09/03/2012 12.00,"0,950166","22,129353","27,262405","0,164022","49,45246"
09/03/2012 13.00,"1,065613","25,938","31,052811","0,187739","44,176262"
09/03/2012 14.00,"1,306611","28,935538","35,35309","0,195151","48,215379"
09/03/2012 15.00,"0,883664","24,568396","29,437266","0,173282","54,377814"
09/03/2012 16.00,"0,72291","25,205628","29,352143","0,278025","46,697843"
09/03/2012 17.00,"0,651744","27,225579","31,229498","0,332846","43,12033"
09/03/2012 18.00,"1,208722","30,997325","35,352288","0,500341","39,687931"
09/03/2012 19.00,"0,801204","33,264152","37,6455","0,491992","35,169775"
09/03/2012 20.00,"0,700122","41,358738","46,092047","0,658773","26,479117"
09/03/2012 21.00,"0,870365","43,100685","48,169607","0,749749","22,625894"
09/03/2012 22.00,"0,989534","29,217654","32,055538","0,48293","34,247845"
09/03/2012 23.00,"0,667669","26,27589","29,392678","0,543145","32,567935"
10/03/2012 0.00,"0,51126","25,169548","28,54073","0,555853","26,567035"
10/03/2012 1.00,"1,056035","18,911197","22,662189","0,335161","29,330191"
10/03/2012 2.00,"1,29278",,,"0,229385","32,599537"
10/03/2012 3.00,"1,216701",,,"0,20089","33,037439"
10/03/2012 4.00,,"15,266574","18,379753","0,180178","35,3516"
10/03/2012 5.00,"0,563472","13,784613","17,086831","0,179464",
10/03/2012 6.00,"0,859761","14,471056","18,127653","0,20749","59,308278"
10/03/2012 7.00,"0,92852","13,378651","16,533994","0,21414","70,439419"
10/03/2012 8.00,"1,022865","14,462035","17,839076","0,226651","67,809414"
10/03/2012 9.00,"1,21955","17,705618","22,194477","0,250096","62,797013"
10/03/2012 10.00,"1,176375","16,764118","20,318728","0,247191","59,903246"
10/03/2012 11.00,"1,425828","15,418297","19,080117","0,237881","62,237038"
10/03/2012 12.00,"1,724318","18,109939","23,214222","0,236674","57,291193"
10/03/2012 13.00,"1,595328","16,863352","20,821297","0,230986","58,61771"
10/03/2012 14.00,"1,658225","18,32645","22,971035","0,243127","59,811058"
10/03/2012 15.00,"1,930599","16,498397","20,504344","0,234408","60,730415"
10/03/2012 16.00,"1,906613","15,742245","19,196842","0,224557","61,90156"
10/03/2012 17.00,"1,286709","13,837922","17,713431","0,231035","62,941252"
10/03/2012 18.00,"1,379988","14,473514","17,147626","0,241034","64,354854"
10/03/2012 19.00,"1,803206","15,536394","18,672381","0,264578","62,897743"
10/03/2012 20.00,"1,512178","15,904628","19,035535","0,266007","60,419694"
10/03/2012 21.00,"1,682211","16,887956","20,625126","0,266179","58,991571"
10/03/2012 22.00,"1,169977","15,726662","19,064719","0,266597","58,588681"
10/03/2012 23.00,"0,964232","14,49648","18,079825","0,260047","57,423503"
11/03/2012 0.00,"0,997814","13,147378","15,831197","0,231897","57,874212"
11/03/2012 1.00,"0,971943","12,472419","15,67637","0,217144","57,73935"
11/03/2012 2.00,"1,25846","11,997568","15,261339","0,214682","55,035947"
11/03/2012 3.00,"1,114544","11,67854","14,740927","0,210125","55,109341"
11/03/2012 4.00,"1,524436","10,157212","13,112413","0,207514","55,6847"
11/03/2012 5.00,"1,273919","9,658579","12,335851","0,204092","57,315931"
11/03/2012 6.00,"1,660357","9,788157","12,242629","0,190818","57,575443"
11/03/2012 7.00,"1,102286","10,459019","13,316688","0,194561","56,358191"
11/03/2012 8.00,"1,12947","11,184007","14,242403","0,212811","56,808882"
11/03/2012 9.00,"1,365064","12,058257","14,908724","0,212785","53,443955"
11/03/2012 10.00,"1,932732","11,791716","15,155959","0,212785","60,382106"
11/03/2012 11.00,"2,052659","12,027091","15,517491","0,212785","66,684373"
11/03/2012 12.00,"2,299982","11,60883","14,567456","0,211924","72,746739"
11/03/2012 13.00,"3,341504","13,23021","16,826625","0,212811","74,603346"
11/03/2012 14.00,"3,057936","11,846663","14,919261","0,212785","77,392117"
11/03/2012 15.00,"2,781299","10,513145","13,393696","0,21217","77,73013"
11/03/2012 16.00,"2,710407","11,024901","14,38588","0,213056","77,956362"
11/03/2012 17.00,"2,131014","12,530648","15,547483","0,235074","74,74591"
11/03/2012 18.00,"1,65556","15,165698","18,44298","0,274724","71,565321"
11/03/2012 19.00,"1,840519","18,795559","21,615694","0,356391","68,284024"
11/03/2012 20.00,"1,633173","20,019174","23,732202","0,35676","65,167476"
11/03/2012 21.00,"1,738712","21,030375","23,642223","0,400204","71,201692"
11/03/2012 22.00,"1,699268","22,326175","24,894603","0,389097","68,923383"
11/03/2012 23.00,"1,870368","17,279974","20,987469","0,282285","67,835906"
12/03/2012 0.00,"1,447682","14,888497","17,997957","0,218597","65,891362"
12/03/2012 1.00,"0,983421","12,95465","15,919553","0,191802","64,63569"
12/03/2012 2.00,"0,867577",,,"0,159885","65,657467"
12/03/2012 3.00,"1,282446",,,,"69,150452"
12/03/2012 4.00,,"11,331628","14,442625","0,154146","74,299466"
12/03/2012 5.00,"0,589415","9,751253","12,956777","0,139296",
12/03/2012 6.00,"0,609517","9,156664","12,380433","0,140675","78,972157"
12/03/2012 7.00,"0,780312","9,184548","11,582795","0,140995","79,454446"
12/03/2012 8.00,"0,921749","11,791716","16,088971","0,143852","78,164641"
12/03/2012 9.00,"1,056783","16,276607","21,790796","0,159885","73,319523"
12/03/2012 10.00,"1,562758","14,738414","18,973928","0,159909","70,657097"
12/03/2012 11.00,"1,451401","13,303637","16,737197","0,148985","71,544354"
12/03/2012 12.00,"2,194206","14,110005","18,424005","0,141291","71,636424"
12/03/2012 13.00,"2,290229","13,446723","17,72559","0,141044","72,497463"
12/03/2012 14.00,"3,043318","18,014803","23,375518","0,141241","70,733924"
12/03/2012 15.00,"2,396974","15,857062","20,110396","0,141192","72,982347"
12/03/2012 16.00,"1,664165","11,364432","14,954928","0,141389","76,830445"
12/03/2012 17.00,"1,301763","12,763561","16,836353","0,147816","75,217948"
12/03/2012 18.00,"1,221172","14,287349","17,137898","0,145625","73,118907"
12/03/2012 19.00,"1,168332","15,300199","18,251677","0,159885","70,172252"
12/03/2012 20.00,"1,009282","15,129614","18,125221","0,170622","69,873478"
12/03/2012 21.00,"1,089873","15,51343","19,101194","0,201752","68,976328"
12/03/2012 22.00,"1,132039","13,402437","16,42375","0,17966","69,036061"
12/03/2012 23.00,"0,797391","8,942611","11,72303","0,164589","74,004109"
13/03/2012 0.00,"1,132039","7,819866","10,64735","0,172026","75,968287"
13/03/2012 1.00,"2,137582","7,440148","9,823774","0,160278","75,741233"
13/03/2012 2.00,"2,170675","7,057152","9,823774","0,16013","76,133888"
13/03/2012 3.00,"2,831964","8,876181","11,47012","0,154023","74,434328"
13/03/2012 4.00,"2,855447","7,92484","11,074543","0,148384","74,262761"
13/03/2012 5.00,"2,648896","6,731563","10,07506","0,157693","76,287525"
13/03/2012 6.00,"2,514928","6,919371","9,950227","0,160747","77,605503"
13/03/2012 7.00,"2,45355","8,132331","11,220451","0,160181","74,435188"
13/03/2012 8.00,"2,553356","10,259728","14,013811","0,159909","71,64045"
13/03/2012 9.00,"2,844773","12,155852","16,076812","0,159663","73,060871"
13/03/2012 10.00,"3,269621","10,377825","13,171588","0,159639","77,190642"
13/03/2012 11.00,"3,546626","9,847207","13,765765","0,159613","78,780955"
13/03/2012 12.00,"3,659241","11,170064","14,743359","0,143408","75,124919"
13/03/2012 13.00,"2,855447","11,296364","14,363993","0,140306","75,736964"
13/03/2012 14.00,"3,549293","13,281878","17,816378","0,140306","73,653288"
13/03/2012 15.00,"3,211978","13,771491","18,61645","0,139419","74,684441"
13/03/2012 16.00,"2,841037","11,771215","14,889269","0,139886","76,687021"
13/03/2012 17.00,"2,796204","12,834912","15,956842","0,163652","74,953329"
13/03/2012 18.00,"2,598723","17,214363","20,595949","0,20919","71,433891"
13/03/2012 19.00,"2,596055","27,736522","32,607533","0,369395","60,250676"
13/03/2012 20.00,"2,533608","40,117908","44,70426","0,683991","46,333336"
13/03/2012 21.00,"2,582713","46,08591","52,339412","0,999721","37,429294"
13/03/2012 22.00,"2,498916","41,394838","44,488644","0,870105","33,657166"
13/03/2012 23.00,"2,003618","28,930623","32,207123","0,596045","38,831777"
14/03/2012 0.00,"2,229383","20,83273","24,15615","0,45606","41,168123"
14/03/2012 1.00,"0,887813","17,271772","20,30089","0,299624","46,994041"
14/03/2012 2.00,"0,933046",,,"0,22042","61,091468"
14/03/2012 3.00,"1,109088","17,795602","20,538513","0,204682","63,383446"
14/03/2012 4.00,,"11,74333","14,946823","0,193453","63,874277"
14/03/2012 5.00,"0,112821","11,329167","14,107032","0,185793",
14/03/2012 6.00,"0,100427","12,656944","15,72825","0,176484","60,882333"
14/03/2012 7.00,"0,24577","23,243896","28,257008","0,567132","45,261205"
14/03/2012 8.00,"0,521234","49,598523","64,86332","0,758516","25,659651"
14/03/2012 9.00,"1,04494","58,192578","69,387318","0,524279","21,518769"
14/03/2012 10.00,"0,741396","40,222055","45,605674","0,30253","34,561999"
14/03/2012 11.00,"0,983157","23,134817","28,237563","0,180991","48,469085"
14/03/2012 12.00,"1,134124","17,776968","21,841865","0,159589","53,643696"
14/03/2012 13.00,"1,258225","15,982541","20,42167","0,157225","56,394899"
14/03/2012 14.00,"0,83058","16,775598","21,25903","0,148974","57,199862"
14/03/2012 15.00,"0,895049","15,231309","18,858821","0,143335","58,813159"
14/03/2012 16.00,"0,545159","14,184013","17,676953","0,159589","61,137552"
14/03/2012 17.00,"0,311529","14,468595","18,406502","0,168233","60,284831"
14/03/2012 18.00,"0,180942","17,222565","21,211193","0,202122","57,984338"
14/03/2012 19.00,"0,099245","24,606941","29,173008","0,320262","48,580066"
14/03/2012 20.00,"0,126357","32,513732","38,071055","0,381437","36,169329"
14/03/2012 21.00,"0,204616","39,82019","47,275538","0,519921","27,091162"
14/03/2012 22.00,"0,204689","41,1775","46,517602","0,613088","23,282328"
14/03/2012 23.00,"0,093372","28,846151","32,4892","0,478177","30,273427"
15/03/2012 0.00,"0,027794","18,401081","22,052605","0,321715","38,317027"
15/03/2012 1.00,"0,171771","13,738687","16,48779","0,238965","41,97137"
15/03/2012 2.00,"0,165326","12,665968","15,608279","0,212785","40,944482"
15/03/2012 3.00,"0,168585","11,091332","13,741446",,"44,090897"
15/03/2012 4.00,"0,139179","10,061259","13,794137","0,17141","45,197183"
15/03/2012 5.00,"0,121631","9,781597","12,685223","0,15954","44,493807"
15/03/2012 6.00,"0,092655","10,036656","13,883303","0,159589","44,187354"
15/03/2012 7.00,"0,155512","14,092159","17,648583","0,184168","41,618833"
15/03/2012 8.00,"0,311026","20,492967","27,004629","0,199412","38,959817"
15/03/2012 9.00,"0,490431","24,320716","31,656715","0,20456","38,693464"
15/03/2012 10.00,"0,505546","23,964778","27,855754","0,177173","43,29192"
15/03/2012 11.00,"0,484592","17,480084","22,52682","0,15917","50,91637"
15/03/2012 12.00,"0,719907","15,97516","20,638109","0,158752","52,83532"
15/03/2012 13.00,"0,890214","15,200143","19,916654","0,159219","56,773889"
15/03/2012 14.00,"0,942863","17,226666","22,288509","0,16114","58,023599"
15/03/2012 15.00,"0,882155","14,206976","18,339221","0,159294","62,470074"
15/03/2012 16.00,"0,939569","12,74855","16,944128","0,164472","64,624114"
15/03/2012 17.00,"0,928357","13,541856","17,475111","0,191532","64,101308"
15/03/2012 18.00,"0,961023","17,662151","21,046645","0,224336","61,740244"
15/03/2012 19.00,"0,529184","22,900253","26,617964","0,316568","58,822576"
15/03/2012 20.00,"0,436779","27,720939","32,060396","0,451086","51,186114"
15/03/2012 21.00,"0,444836","28,707551","32,632678","0,478546","48,917241"
15/03/2012 22.00,"0,576355","26,689225","29,849054","0,474138","47,787032"
15/03/2012 23.00,"0,387637","21,034485","24,030493","0,380772","46,023474"
16/03/2012 0.00,"0,289571","16,689487","20,139573","0,290635","48,260805"
16/03/2012 1.00,"0,015687","14,078216","16,750427","0,228399","49,60354"
16/03/2012 2.00,"0,034418",,,"0,212663","46,382852"
16/03/2012 3.00,"0,045555",,,"0,184414","51,646241"
16/03/2012 4.00,,"18,395469","21,238916","0,184241","53,461033"
16/03/2012 5.00,"0,423977","14,365259","17,15411","0,183947",
16/03/2012 6.00,"0,56066","14,357059","17,4054","0,183774","48,713212"
16/03/2012 7.00,"0,522812","18,812781","22,043696","0,205027","41,847599"
16/03/2012 8.00,"0,873861","34,638672","51,626887","0,293812","30,320389"
16/03/2012 9.00,"0,864241","39,977643","48,78812","0,296963","25,684407"
16/03/2012 10.00,"1,251732","31,505801","37,441222","0,196358","35,489872"
16/03/2012 11.00,"3,219656","24,403544","30,711517","0,159515","44,89925"
16/03/2012 12.00,"6,905374","24,717647","30,7245","0,141832","44,933425"
16/03/2012 13.00,"3,837483","31,553984","44,431494","0,163205",
16/03/2012 14.00,"2,939596","26,600662","34,844843","0,128188",
16/03/2012 15.00,"3,037937","22,399997","27,781187","0,211997","59,218663"
16/03/2012 16.00,"1,982891","15,022178","19,350052","0,228326","60,608319"
16/03/2012 17.00,"1,423299","13,238412","16,823384","0,214903","64,085106"
16/03/2012 18.00,"1,455366","13,879747","17,574818","0,180744","63,940829"
16/03/2012 19.00,"1,472469","23,79419","26,42099","0,189389","51,779407"
16/03/2012 20.00,"1,041152","31,579625","35,105848","0,20456","40,576565"
16/03/2012 21.00,"0,795828","31,051433","36,885117","0,189709","34,261532"
16/03/2012 22.00,"1,037943","38,635113","42,744231","0,21845","19,863613"
16/03/2012 23.00,"0,772311","32,781907","36,851103","0,189093","21,460713"
17/03/2012 0.00,"0,731691","29,894273","33,192014","0,287359","21,579375"
17/03/2012 1.00,"0,333788","23,736792","27,218619","0,254677","24,499577"
17/03/2012 2.00,"0,178167","20,510425","23,105602","0,260613","23,683523"
17/03/2012 3.00,"0,327427","18,088614","20,878848","0,256795","23,824371"
17/03/2012 4.00,"0,247541","15,076305","18,117114","0,221282","29,602488"
17/03/2012 5.00,"0,186051","12,581493","15,664211","0,201161","34,655903"
17/03/2012 6.00,"0,125085","12,42075","14,865761","0,18732","34,473221"
17/03/2012 7.00,"0,325324","12,551149","16,109236","0,181114","48,362392"
17/03/2012 8.00,"0,36369","20,057721","25,181575","0,166682","46,986339"
17/03/2012 9.00,"0,427284","21,738139","26,823867","0,146684","49,967169"
17/03/2012 10.00,"0,703365","18,813602","23,644652","0,180005","57,914311"
17/03/2012 11.00,"0,581558","16,744434","22,330648","0,276301","66,219139"
17/03/2012 12.00,"0,745097","16,485276","21,835364","0,332724","70,26528"
17/03/2012 13.00,"0,664527","14,864714","19,853423","0,385328","71,422795"
17/03/2012 14.00,"0,832893","19,955199","26,832778","0,524058","68,335257"
17/03/2012 15.00,"0,539727","16,016165","20,433008","0,450372","71,58924"
17/03/2012 16.00,"0,441882","13,282698","16,480495","0,438869","75,297346"
17/03/2012 17.00,"0,305397","14,184013","18,635094","0,407765","74,84578"
17/03/2012 18.00,"0,441902","15,668434","20,074718","0,30711","70,402715"
17/03/2012 19.00,"0,199775","19,128528","23,615474","0,275931","56,635617"
17/03/2012 20.00,"0,182976","18,953023","23,260416","0,238029","47,494267"
17/03/2012 21.00,"0,290139","17,898346","21,135822","0,220887","46,146384"
17/03/2012 22.00,"0,192882","18,40272","21,170676","0,22633","39,031518"
17/03/2012 23.00,"0,218163","17,4522","20,544879","0,228178","32,646458"
18/03/2012 0.00,"0,320523","18,154224","21,896166","0,210446","29,682727"
18/03/2012 1.00,"0,535326","14,844211","18,103334","0,189217","46,645773"
18/03/2012 2.00,"0,730088",,,"0,178281","53,222849"
18/03/2012 3.00,"0,691098",,,,"60,365908"
18/03/2012 4.00,,"15,671215","19,250876","0,15656","68,920848"
18/03/2012 5.00,"0,11161","11,093793","13,775491","0,156387",
18/03/2012 6.00,"0,185121","9,681542","12,707109","0,156856","75,311851"
18/03/2012 7.00,"0,097122","9,744691","12,851399","0,157101","74,010091"
18/03/2012 8.00,"0,250587","9,574107","13,139164","0,156929","73,351943"
18/03/2012 9.00,"0,177611","9,903795","13,195907","0,157225","71,928112"
18/03/2012 10.00,"0,077269","10,450818","14,399662","0,158407","69,817999"
18/03/2012 11.00,"0,137366","10,497564","14,339677","0,176287","69,269097"
18/03/2012 12.00,"0,303172","11,220092","15,164066","0,211505","70,715971"
18/03/2012 13.00,"0,422292","11,431683","15,241073","0,273592","70,723688"
18/03/2012 14.00,"0,478634","11,823701","14,977625","0,319868","72,516276"
18/03/2012 15.00,"0,32678","10,536928","13,704969","0,341762","73,582406"
18/03/2012 16.00,"0,372392","10,113748","13,353975","0,338191","74,607615"
18/03/2012 17.00,"0,275806","10,835453","14,406145","0,324892","71,249492"
18/03/2012 18.00,"0,269904","12,286249","16,54048","0,249112","70,609297"
18/03/2012 19.00,"0,222684","14,324254","18,731557","0,211579","60,921594"
18/03/2012 20.00,"0,188404","15,886611","20,785656","0,211807","53,165353"
18/03/2012 21.00,"0,247903","17,535029","21,603534","0,180202","50,302628"
18/03/2012 22.00,"0,325172","15,373189","18,434873","0,177789","47,104166"
18/03/2012 23.00,"0,244684","16,233497","20,134717","0,178848","38,435691"
19/03/2012 0.00,"0,050976","15,109111","19,037156","0,172396","39,566737"
19/03/2012 1.00,"0,001611","12,532286","14,924936","0,156338","42,625229"
19/03/2012 2.00,"0,061172","10,217081","12,931647","0,156806","55,739323"
