"NetC","SIMAGE Brindisi","","","",""
"Stat","Via Dei Mille","","","",""
Parm,SO2,NOX,NO2,PM10
12/04/2011 8.00,"0,5","32,4","20,5","28,3"
12/04/2011 9.00,"0,5","23,4","14,8",
12/04/2011 10.00,"0,6","21,9","12,8","38,3"
12/04/2011 11.00,"1,7",23,"14,3",
12/04/2011 12.00,"1,9","34,1","19,9",42
12/04/2011 13.00,2,"36,6","22,5",
12/04/2011 14.00,2,"24,5","16,5","41,3"
12/04/2011 15.00,"2,1","28,4","19,1",
12/04/2011 16.00,"3,6","48,9","36,4","46,2"
12/04/2011 17.00,"3,7",42,"30,3",
12/04/2011 18.00,"2,9","72,9","48,9","45,4"
12/04/2011 19.00,"2,2","70,7","51,9",
12/04/2011 20.00,"1,7","57,9","44,1","52,3"
12/04/2011 21.00,"0,6","37,7","29,5",
12/04/2011 22.00,"0,5","28,6","21,9","55,2"
12/04/2011 23.00,"0,5","25,3","18,4",
13/04/2011 0.00,"0,5","17,9","13,3",52
13/04/2011 1.00,"0,5","13,4","9,3",
13/04/2011 2.00,"0,5","10,2","6,4",43
13/04/2011 3.00,"0,5",9,"5,1",
13/04/2011 4.00,"0,5","9,5","5,8","35,4"
13/04/2011 5.00,"0,5","14,9","10,3",
13/04/2011 6.00,"0,5","32,4","22,8","29,3"
13/04/2011 7.00,"0,9","71,4","47,6",
13/04/2011 8.00,"1,3","69,4","45,8","36,1"
13/04/2011 9.00,"1,6","58,5","40,1",
13/04/2011 10.00,"1,8","29,4",21,"47,9"
13/04/2011 11.00,"1,2","30,6","21,3",
13/04/2011 12.00,"1,2","29,4","17,4",
13/04/2011 13.00,"0,9","22,4","11,9",
13/04/2011 14.00,"0,5","15,3","9,2",
13/04/2011 15.00,"0,5","11,7","5,6",
13/04/2011 16.00,"0,5","11,2","5,4",
13/04/2011 17.00,"0,5","12,9","6,8",
13/04/2011 18.00,"0,5","12,6","6,3",
13/04/2011 19.00,"0,5",14,7,
13/04/2011 20.00,"0,5","12,1","6,4",
13/04/2011 21.00,"0,5",11,"4,7",
13/04/2011 22.00,"0,5","12,4","5,2",
13/04/2011 23.00,"0,5","11,8","6,1",
14/04/2011 0.00,"0,5","10,3","4,8",
14/04/2011 1.00,,"8,8","3,6",
14/04/2011 2.00,"0,5",,,
14/04/2011 3.00,"0,5","6,6","2,9",
14/04/2011 4.00,"0,5","5,9","2,4","25,4"
14/04/2011 5.00,"0,5","7,5","2,5",
14/04/2011 6.00,"0,5","12,5","6,3","26,6"
14/04/2011 7.00,"0,5","24,4",15,
14/04/2011 8.00,"0,5","36,9","19,7","24,4"
14/04/2011 9.00,"0,5","23,5","12,1",
14/04/2011 10.00,"0,7","45,2","22,2","24,4"
14/04/2011 11.00,"0,5","36,5","18,1",
14/04/2011 12.00,"0,7","29,5","15,2","24,9"
14/04/2011 13.00,"1,2","32,7","17,7",
14/04/2011 14.00,"0,7","26,9","15,2",
14/04/2011 15.00,"0,7","40,6","21,7",
14/04/2011 16.00,"0,5","23,5","12,6",
14/04/2011 17.00,"0,5","26,8","14,5",
14/04/2011 18.00,"0,4","31,8","19,8",
14/04/2011 19.00,"0,4","40,7","29,8",
14/04/2011 20.00,"0,5","58,8","44,4",
14/04/2011 21.00,"0,8","130,6","95,9",
14/04/2011 22.00,"1,4","151,4","92,7",
14/04/2011 23.00,"2,1","148,4","85,3",
15/04/2011 0.00,"0,6","50,5","35,8",
15/04/2011 1.00,"0,5","37,1","25,4",
15/04/2011 2.00,"0,5","34,7","21,4",
15/04/2011 3.00,"0,5","22,1","16,6",
15/04/2011 4.00,"0,5","23,9","16,6","2,4"
15/04/2011 5.00,"0,5","35,8","27,9",
15/04/2011 6.00,"0,5","59,9","42,4","8,3"
15/04/2011 7.00,"0,8","102,9","62,4",
15/04/2011 8.00,"1,6","111,9",61,"10,5"
15/04/2011 9.00,"0,6","31,3","19,7",
15/04/2011 10.00,2,"23,8","15,5","14,4"
15/04/2011 11.00,"2,1",46,"29,1",
15/04/2011 12.00,"2,9","43,5",26,"11,2"
15/04/2011 13.00,"2,7",44,"26,4",
15/04/2011 14.00,2,"39,9","23,9","5,9"
15/04/2011 15.00,"1,8","26,3","16,3",
15/04/2011 16.00,"1,2","26,5","16,9","11,7"
15/04/2011 17.00,1,"39,2","26,4",
15/04/2011 18.00,"1,8",66,"44,8","10,7"
15/04/2011 19.00,"1,5","53,3","36,4",
15/04/2011 20.00,"0,9","65,5","48,6","12,9"
15/04/2011 21.00,"0,8","72,1","53,3",
15/04/2011 22.00,1,"93,7","61,8","14,9"
15/04/2011 23.00,"0,7","69,4","51,2",
16/04/2011 0.00,"0,5","51,7","41,7",19
16/04/2011 1.00,,"44,6","35,1",
16/04/2011 2.00,"0,5",,,"16,8"
16/04/2011 3.00,"0,5","18,8","14,1",
16/04/2011 4.00,"0,5","18,1","13,8",9
16/04/2011 5.00,"0,5","29,8","23,4",
16/04/2011 6.00,"0,5","47,4","37,3","6,1"
16/04/2011 7.00,"0,6","81,2","60,1",
16/04/2011 8.00,"0,9","86,6","58,7","12,5"
16/04/2011 9.00,"0,5","41,2","28,7",
16/04/2011 10.00,"0,5","38,8","24,5","15,4"
16/04/2011 11.00,"0,5","38,4","23,8",
16/04/2011 12.00,"0,5","45,1","30,7","10,7"
16/04/2011 13.00,"0,7","46,8","30,3",
16/04/2011 14.00,"0,6","45,6","31,6","8,8"
16/04/2011 15.00,"0,7","32,4","19,8",
16/04/2011 16.00,"0,5",47,"32,3","11,2"
16/04/2011 17.00,"0,8","53,8","39,6",
16/04/2011 18.00,"0,5","33,4","23,1","8,3"
16/04/2011 19.00,"0,5","41,6","30,4",
16/04/2011 20.00,"0,5","46,5","31,5","10,7"
16/04/2011 21.00,"0,5","40,3",28,
16/04/2011 22.00,"0,6","66,6","47,1","7,6"
16/04/2011 23.00,"0,5","74,7","51,5",
17/04/2011 0.00,"0,9","94,4","58,2","5,9"
17/04/2011 1.00,"0,6","65,7","40,9",
17/04/2011 2.00,"0,5","38,2","26,5","11,7"
17/04/2011 3.00,"0,6",40,"24,6",
17/04/2011 4.00,"0,5","21,6","14,6","6,8"
17/04/2011 5.00,"0,5","19,7","11,2",
17/04/2011 6.00,"0,7","20,6","14,3","4,9"
17/04/2011 7.00,"0,5","18,3","11,3",
17/04/2011 8.00,"1,4","30,9","20,5","9,3"
17/04/2011 9.00,2,40,"27,1",
17/04/2011 10.00,"1,6","29,1","18,9","9,5"
17/04/2011 11.00,"1,8","32,5",18,
17/04/2011 12.00,"2,1","31,6","16,7","13,2"
17/04/2011 13.00,"1,9","22,9","13,5",
17/04/2011 14.00,2,"20,5","12,1","13,9"
17/04/2011 15.00,2,"24,7","14,1",
17/04/2011 16.00,2,"19,4","10,5","7,8"
17/04/2011 17.00,"1,7","18,5","11,2",
17/04/2011 18.00,"1,7","15,9","10,3","19,3"
17/04/2011 19.00,"0,7","15,2","9,6",
17/04/2011 20.00,"0,6","14,6","8,7","14,4"
17/04/2011 21.00,"0,9","17,6","10,2",
17/04/2011 22.00,"1,7","21,9","11,8","22,7"
17/04/2011 23.00,1,"19,8","11,6",
18/04/2011 0.00,"0,6","17,8","10,4",30
18/04/2011 1.00,,"18,3","9,8",
18/04/2011 2.00,"1,6",,,"22,5"
18/04/2011 3.00,1,"13,6","8,6",
18/04/2011 4.00,"0,5","11,6","7,5","17,3"
18/04/2011 5.00,"0,5","10,9","6,7",
18/04/2011 6.00,"0,5","14,5","9,7","21,2"
18/04/2011 7.00,"1,2","71,3","40,1",
18/04/2011 8.00,"1,3","48,3","29,6","24,4"
18/04/2011 9.00,"0,5","33,3","20,7",
18/04/2011 10.00,1,"42,6","26,9","26,4"
18/04/2011 11.00,"1,2","37,6","23,6",
18/04/2011 12.00,"0,6","50,8","28,7","28,1"
18/04/2011 13.00,"0,8","46,2",27,
18/04/2011 14.00,"1,2",45,25,"36,6"
18/04/2011 15.00,"0,9","70,1","39,1",
18/04/2011 16.00,"0,6","19,3","11,2","35,9"
18/04/2011 17.00,"1,5","18,3","10,2",
18/04/2011 18.00,"0,9","18,9","9,8","65,2"
18/04/2011 19.00,"0,5","27,6","15,5",
18/04/2011 20.00,"0,8","22,5","13,4","50,3"
18/04/2011 21.00,"0,5","14,9","9,8",
18/04/2011 22.00,"0,5","13,2","7,9","43,2"
18/04/2011 23.00,"0,5","15,9","10,5",
19/04/2011 0.00,"0,5","14,4","9,2","37,6"
19/04/2011 1.00,"0,5","12,3","7,1",
19/04/2011 2.00,"0,5","11,1","6,2","36,9"
19/04/2011 3.00,"0,5","9,1","4,9",
19/04/2011 4.00,"0,5","9,8","5,3",30
19/04/2011 5.00,"0,5",13,"8,4",
19/04/2011 6.00,"0,5","25,4","18,8","28,1"
19/04/2011 7.00,"1,2",83,"55,1",
19/04/2011 8.00,"1,7",85,"45,4","32,5"
19/04/2011 9.00,"1,9",54,"35,5",
19/04/2011 10.00,2,"36,1","21,6","36,6"
19/04/2011 11.00,2,41,25,
19/04/2011 12.00,2,59,"34,3","47,4"
19/04/2011 13.00,2,"38,5","21,7",
19/04/2011 14.00,"2,3","69,3","49,1","47,1"
19/04/2011 15.00,2,"18,1","11,1",
19/04/2011 16.00,2,"20,4",12,"48,1"
19/04/2011 17.00,2,"19,6","11,3",
19/04/2011 18.00,2,"40,9","24,1","47,9"
19/04/2011 19.00,"1,5","25,8","16,8",
19/04/2011 20.00,"0,9","24,2","16,1","37,1"
19/04/2011 21.00,"0,5","17,9","11,2",
19/04/2011 22.00,"0,5","16,5","10,2","41,5"
19/04/2011 23.00,"0,5",25,"17,7",
20/04/2011 0.00,"0,5","24,4","15,5","34,2"
20/04/2011 1.00,,"14,6","9,7",
20/04/2011 2.00,"0,6",,,"29,3"
20/04/2011 3.00,"0,5",12,"7,6",
20/04/2011 4.00,"0,5","11,7","7,4",21
20/04/2011 5.00,"0,5","13,4","9,2",
20/04/2011 6.00,"0,5","16,2","10,4","27,4"
20/04/2011 7.00,"0,7","40,8",22,
20/04/2011 8.00,"0,5","32,8","18,7","24,9"
20/04/2011 9.00,2,"189,1","81,4",
20/04/2011 10.00,"1,1","31,3","19,7","29,5"
20/04/2011 11.00,"1,5","25,6",16,
20/04/2011 12.00,2,"32,5","20,2","34,4"
20/04/2011 13.00,"2,4","49,4","28,2",
20/04/2011 14.00,2,"36,4","23,9","34,7"
20/04/2011 15.00,2,38,"24,1",
20/04/2011 16.00,"2,1","19,2","12,7",43
20/04/2011 17.00,2,"21,2","13,5",
20/04/2011 18.00,2,"26,6","16,9","44,9"
20/04/2011 19.00,"1,1","35,2","24,3",
20/04/2011 20.00,"0,7","72,9","57,6","38,6"
20/04/2011 21.00,"0,5",47,"38,1",
20/04/2011 22.00,"0,5","39,6","30,2","41,3"
20/04/2011 23.00,"0,5","46,2","35,1",
21/04/2011 0.00,"0,5",35,"26,9","37,1"
21/04/2011 1.00,"0,5","23,9","17,7",
21/04/2011 2.00,"0,5","28,4","21,5","35,9"
21/04/2011 3.00,"0,5","17,2","11,7",
21/04/2011 4.00,"0,5","15,9","10,5","23,7"
21/04/2011 5.00,"0,5","25,9","19,9",
21/04/2011 6.00,"0,5",49,"39,2","22,7"
21/04/2011 7.00,1,"113,6","66,5",
21/04/2011 8.00,"1,6",134,"81,8","25,4"
21/04/2011 9.00,2,"55,2","36,9",
21/04/2011 10.00,"2,9","42,3","29,4","45,9"
21/04/2011 11.00,"2,7","41,7","26,3",
21/04/2011 12.00,"2,7","41,1","26,7","50,8"
21/04/2011 13.00,"2,7","44,7","29,4",
21/04/2011 14.00,"2,2","27,6","19,3","54,2"
21/04/2011 15.00,2,"33,6","23,1",
21/04/2011 16.00,"3,2","59,8","41,3","35,9"
21/04/2011 17.00,5,"60,7",45,
21/04/2011 18.00,"4,2","80,4","60,9","37,1"
21/04/2011 19.00,"2,4","78,5","62,5",
21/04/2011 20.00,"1,9","92,2","82,3",33
21/04/2011 21.00,2,"130,4","105,1",
21/04/2011 22.00,"2,4","180,2","119,1","37,4"
21/04/2011 23.00,2,"132,6","101,3",
22/04/2011 0.00,"1,8","56,2","44,6","39,6"
22/04/2011 1.00,,"68,9","46,8",
22/04/2011 2.00,"1,8",,,"40,3"
22/04/2011 3.00,"0,9","48,1","34,9",
22/04/2011 4.00,"0,5","37,9","27,6","34,4"
22/04/2011 5.00,"0,5","52,1","37,9",
22/04/2011 6.00,"0,5",76,"56,7","35,2"
22/04/2011 7.00,"1,5","134,9",81,
22/04/2011 8.00,2,"135,9","88,6","33,2"
22/04/2011 9.00,"2,4","82,8","52,2",
22/04/2011 10.00,"5,8","93,6","67,9","51,8"
22/04/2011 11.00,"8,6","99,7","68,4",
22/04/2011 12.00,"3,2","81,1","50,2","44,4"
22/04/2011 13.00,3,"51,4","32,1",
22/04/2011 14.00,"3,6","35,6",25,"41,5"
22/04/2011 15.00,"5,4","183,2","115,7",
22/04/2011 16.00,"3,9","35,2","23,8","50,1"
22/04/2011 17.00,"2,6","41,8","29,2",
22/04/2011 18.00,2,"77,7","55,5","51,5"
22/04/2011 19.00,"1,9","82,9","61,7",
22/04/2011 20.00,2,"111,9","83,3","38,3"
22/04/2011 21.00,"1,7","78,1",62,
22/04/2011 22.00,"0,9","56,1","44,7","35,7"
22/04/2011 23.00,"0,7","59,1",46,
23/04/2011 0.00,"0,5","59,2",46,"34,7"
23/04/2011 1.00,"0,6","53,2",38,
23/04/2011 2.00,"0,5","37,3","26,6","34,4"
23/04/2011 3.00,"0,5","29,8","20,8",
23/04/2011 4.00,"0,5","25,9",18,"19,5"
23/04/2011 5.00,"0,5","26,2","18,4",
23/04/2011 6.00,"0,8","51,5","36,9","20,3"
23/04/2011 7.00,"0,6","44,4","32,8",
23/04/2011 8.00,"0,7","64,5","44,1","25,4"
23/04/2011 9.00,"1,6","50,3","32,4",
23/04/2011 10.00,2,"35,9","23,2","26,4"
23/04/2011 11.00,2,"30,4","19,2",
23/04/2011 12.00,2,"23,1","14,3","24,4"
23/04/2011 13.00,"2,4","18,5","12,2",
23/04/2011 14.00,"3,2",19,"12,3","13,2"
23/04/2011 15.00,"2,8","14,7","7,9",
23/04/2011 16.00,"3,9","23,3","14,4","16,6"
23/04/2011 17.00,"2,6","22,2","13,2",
23/04/2011 18.00,2,"42,2","29,6","20,5"
23/04/2011 19.00,"2,2","78,1","60,6",
23/04/2011 20.00,"1,8","69,6","53,8","20,5"
23/04/2011 21.00,1,"60,9","47,4",
23/04/2011 22.00,"0,6","53,6","42,1","26,6"
23/04/2011 23.00,"0,5","43,6","33,4",
24/04/2011 0.00,"0,5","39,4","28,9","25,9"
24/04/2011 1.00,,"26,2","18,1",
24/04/2011 2.00,"0,5",,,23
24/04/2011 3.00,"0,5","13,6","8,1",
24/04/2011 4.00,"0,5","12,1",7,"17,8"
24/04/2011 5.00,"0,5","11,7","6,5",
24/04/2011 6.00,"0,5","18,6","12,5","15,9"
24/04/2011 7.00,"0,5","16,1","10,4",
24/04/2011 8.00,"0,5","17,7","10,5",23
24/04/2011 9.00,"0,5","17,1",10,
24/04/2011 10.00,"1,1","19,1","11,7","20,8"
24/04/2011 11.00,"0,8","27,8","17,5",
24/04/2011 12.00,"0,7","32,1","19,2","15,9"
24/04/2011 13.00,"0,6","21,8","13,5",
24/04/2011 14.00,"0,6",11,"4,8","19,3"
24/04/2011 15.00,"0,7","11,1","4,7",
24/04/2011 16.00,"0,7","14,5","7,3","13,2"
24/04/2011 17.00,"0,5",22,"13,5",
24/04/2011 18.00,"0,8",29,"19,8","19,3"
24/04/2011 19.00,"0,5",38,"28,6",
24/04/2011 20.00,"0,6","51,9","39,4","12,9"
24/04/2011 21.00,"0,5","55,1","41,3",
24/04/2011 22.00,"0,5","39,4","30,1","17,3"
24/04/2011 23.00,"0,5","44,9","32,1",
25/04/2011 0.00,"0,5","58,8",42,"22,7"
25/04/2011 1.00,"0,5","46,8","33,9",
25/04/2011 2.00,"0,5","51,4","37,7","23,2"
25/04/2011 3.00,"0,5","27,3","21,8",
25/04/2011 4.00,"0,5","21,5",16,"17,6"
25/04/2011 5.00,"0,5","23,5","17,5",
25/04/2011 6.00,"0,5","26,6","18,5","19,3"
25/04/2011 7.00,"0,5","29,8","19,3",
25/04/2011 8.00,"0,5","27,8",16,"24,2"
25/04/2011 9.00,"0,7","31,8","20,5",
25/04/2011 10.00,1,"28,4",18,"17,8"
25/04/2011 11.00,"0,5","13,8","7,9",
25/04/2011 12.00,"0,9","12,5","7,1","11,5"
25/04/2011 13.00,"1,6","14,2","7,7",
25/04/2011 14.00,"1,9",14,"9,1","11,7"
25/04/2011 15.00,"2,1","22,3",15,
25/04/2011 16.00,"1,9","18,6",12,"18,1"
25/04/2011 17.00,1,"26,1","17,6",
25/04/2011 18.00,"0,8","34,5",25,"23,9"
25/04/2011 19.00,"1,6","69,3","52,4",
25/04/2011 20.00,"1,4",59,"43,7","24,9"
25/04/2011 21.00,"0,7","40,9","31,6",
25/04/2011 22.00,"0,7","70,4","53,4","35,4"
25/04/2011 23.00,"0,9","67,3","50,2",
26/04/2011 0.00,"0,5","25,9","18,9","27,6"
26/04/2011 1.00,,"16,1","10,4",
26/04/2011 2.00,"0,5",,,"29,3"
26/04/2011 3.00,"0,5","9,4","4,4",
26/04/2011 4.00,"0,5",12,"4,7","19,3"
26/04/2011 5.00,"0,8","56,9","31,8",
26/04/2011 6.00,"0,6","37,7",27,"13,9"
26/04/2011 7.00,"0,5","29,3","20,3",
26/04/2011 8.00,"0,6","44,5","30,1","11,2"
26/04/2011 9.00,"0,5","42,1","30,8",
26/04/2011 10.00,"0,5","45,2","29,4","15,6"
26/04/2011 11.00,"0,5",42,"25,8",
26/04/2011 12.00,"0,6","39,7","24,2","11,5"
26/04/2011 13.00,"0,5","28,9","17,9",
26/04/2011 14.00,"0,6","20,5","13,5","14,4"
26/04/2011 15.00,"1,3",23,"14,7",
26/04/2011 16.00,"1,9","43,7","30,4","12,5"
26/04/2011 17.00,"1,8","48,9","35,2",
26/04/2011 18.00,"1,9","73,2",50,"15,9"
26/04/2011 19.00,"1,9",80,"54,3",
26/04/2011 20.00,"1,8","59,3","39,9","20,3"
26/04/2011 21.00,"1,4","47,8","31,8",
26/04/2011 22.00,"0,6",36,"25,6","19,5"
26/04/2011 23.00,"0,7","36,5","22,9",
27/04/2011 0.00,"0,5","29,4","18,5",23
27/04/2011 1.00,"0,8","25,9","16,6",
27/04/2011 2.00,"0,6","20,8","12,7","22,5"
27/04/2011 3.00,"0,6","16,6","10,9",
27/04/2011 4.00,"0,6","13,4","8,4","16,4"
27/04/2011 5.00,"0,6","16,6","11,8",
27/04/2011 6.00,"0,5","26,1","17,7","15,1"
27/04/2011 7.00,"0,5","28,7","19,8",
27/04/2011 8.00,"0,7","31,6","19,7","52,5"
27/04/2011 9.00,"0,6","28,1","16,1",
27/04/2011 10.00,"0,8","24,1","13,3","31,3"
27/04/2011 11.00,"1,4","20,8","11,1",
27/04/2011 12.00,2,26,"12,8","20,3"
27/04/2011 13.00,2,"30,8","14,8",
27/04/2011 14.00,2,"23,3","12,8","13,4"
27/04/2011 15.00,2,"23,3",14,
27/04/2011 16.00,2,"25,9","15,6","12,2"
27/04/2011 17.00,"1,9",25,"14,7",
27/04/2011 18.00,"1,9","29,9","17,4","13,4"
27/04/2011 19.00,"1,9","29,9",18,
27/04/2011 20.00,"1,3","47,6","30,7","17,8"
27/04/2011 21.00,"0,8","25,6","15,9",
27/04/2011 22.00,"0,6","26,1","15,9","13,4"
27/04/2011 23.00,"0,5","21,6","15,3",
28/04/2011 0.00,"0,6","15,8","9,5","13,4"
28/04/2011 1.00,,"11,5","6,4",
28/04/2011 2.00,"0,6",,,"11,7"
28/04/2011 3.00,"0,6","10,8","6,1",
28/04/2011 4.00,"0,6","10,4","5,9","7,1"
28/04/2011 5.00,"0,6","12,8","7,5",
28/04/2011 6.00,"0,5","16,4","10,7","5,1"
28/04/2011 7.00,"0,6",18,"10,4",
28/04/2011 8.00,"0,6","24,3","13,8","6,6"
28/04/2011 9.00,"0,6","20,2","12,4",
28/04/2011 10.00,"1,6","18,8","10,8","6,6"
28/04/2011 11.00,"1,5",18,"10,3",
28/04/2011 12.00,"1,2","27,2",15,"12,7"
28/04/2011 13.00,"1,9","30,9","18,2",
28/04/2011 14.00,"1,8","21,5","12,6","10,3"
28/04/2011 15.00,"1,9",21,"11,6",
28/04/2011 16.00,2,"25,9","16,9","10,7"
28/04/2011 17.00,2,27,"16,3",
28/04/2011 18.00,2,"32,8","20,7","13,9"
28/04/2011 19.00,"1,9","50,5","35,8",
28/04/2011 20.00,"1,9","83,2","60,1","14,9"
28/04/2011 21.00,"1,5","67,3","54,2",
28/04/2011 22.00,"0,8","59,1","49,1","22,5"
28/04/2011 23.00,"0,8","56,3","43,8",
29/04/2011 0.00,"0,6","47,5","37,9","19,5"
29/04/2011 1.00,"0,5",41,"32,2",
29/04/2011 2.00,"0,5",37,"28,2","18,8"
29/04/2011 3.00,"0,6","29,5","20,7",
29/04/2011 4.00,"0,6","25,5","17,7",11
29/04/2011 5.00,"0,5","29,3","19,7",
29/04/2011 6.00,"0,6","36,2","25,5","14,2"
29/04/2011 7.00,"1,7","90,6","51,9",
29/04/2011 8.00,2,"88,6","48,4","16,4"
29/04/2011 9.00,"1,2","57,7","33,8",
29/04/2011 10.00,"1,8","32,8","21,5","21,2"
29/04/2011 11.00,2,"32,7","20,1",
29/04/2011 12.00,2,"26,7","17,8","12,2"
29/04/2011 13.00,"2,1","30,6","20,8",
29/04/2011 14.00,2,"30,4","19,9","13,9"
29/04/2011 15.00,2,"30,5","20,2",
29/04/2011 16.00,2,"24,9","17,2","17,3"
29/04/2011 17.00,2,"42,1","30,5",
29/04/2011 18.00,"1,9","55,2","40,9","12,9"
29/04/2011 19.00,"1,4","33,5",24,
29/04/2011 20.00,2,"88,2","57,3","12,9"
29/04/2011 21.00,"1,7","77,7","60,9",
29/04/2011 22.00,"1,5","64,4",48,21
29/04/2011 23.00,"1,6",65,"49,4",
30/04/2011 0.00,"1,2",47,36,"18,1"
30/04/2011 1.00,,28,"21,1",
30/04/2011 2.00,1,,,"17,8"
30/04/2011 3.00,"0,6","20,2","14,2",
30/04/2011 4.00,"0,6","19,1","13,5","10,3"
30/04/2011 5.00,"0,6","29,1","19,6",
30/04/2011 6.00,"0,7","51,9","36,5","12,9"
30/04/2011 7.00,"1,7","93,1","56,8",
30/04/2011 8.00,2,"80,3","47,1","14,4"
30/04/2011 9.00,2,"40,5","26,5",
30/04/2011 10.00,"1,8","38,4","25,4","16,1"
30/04/2011 11.00,"1,5","33,2","21,1",
30/04/2011 12.00,2,"61,1","41,3","12,7"
30/04/2011 13.00,"1,8","73,8","46,2",
30/04/2011 14.00,"0,9","32,3","22,3","16,1"
30/04/2011 15.00,"0,6","23,7","14,3",
30/04/2011 16.00,"1,4","28,3","20,1","10,3"
30/04/2011 17.00,"1,3","35,5","24,2",
30/04/2011 18.00,"1,2",30,"19,4","12,2"
30/04/2011 19.00,"1,6","46,2","30,8",
30/04/2011 20.00,"1,7","52,7","37,6","9,8"
30/04/2011 21.00,"0,8","42,6",31,
30/04/2011 22.00,"1,6","50,7","34,6","5,4"
30/04/2011 23.00,"1,3",38,"25,2",
01/05/2011 0.00,"1,1","30,8","20,1",10
01/05/2011 1.00,"0,8","26,2",16,
01/05/2011 2.00,"0,6","20,2","13,2",
01/05/2011 3.00,"0,5","12,8","6,4",
01/05/2011 4.00,"0,7","12,3","6,9",
01/05/2011 5.00,"1,1","17,4","11,2",
01/05/2011 6.00,"0,9","19,5","12,7",
01/05/2011 7.00,"0,7","16,7",10,
01/05/2011 8.00,"1,1","20,3","12,8",
01/05/2011 9.00,"0,9","17,6","10,7",
01/05/2011 10.00,"0,6","19,1",12,
01/05/2011 11.00,"1,7","25,9","16,6",
01/05/2011 12.00,"1,6","41,2","27,5",
01/05/2011 13.00,"1,4",29,"19,5",
01/05/2011 14.00,"0,8","16,5","9,2",
01/05/2011 15.00,"0,6","17,4","9,6",
01/05/2011 16.00,"0,7","27,1","16,4",
01/05/2011 17.00,"1,4","28,3","16,8",
01/05/2011 18.00,1,"19,3","10,1",
01/05/2011 19.00,"0,6","15,7",9,
01/05/2011 20.00,"1,1","46,5","32,8",
01/05/2011 21.00,"0,6","48,2","34,9",
01/05/2011 22.00,"0,6","47,6","34,1",
01/05/2011 23.00,"1,1","59,8","39,3",
02/05/2011 0.00,1,"41,8","25,3",
02/05/2011 1.00,,"20,1","11,5",
02/05/2011 2.00,"0,6",,,
02/05/2011 3.00,"0,6","12,3","6,8",
02/05/2011 4.00,"0,5","13,3",8,
02/05/2011 5.00,"0,5","18,8","12,5",
02/05/2011 6.00,"0,6","47,8","32,9",
02/05/2011 7.00,1,79,"47,7",
02/05/2011 8.00,"1,2","55,7","33,8",
02/05/2011 9.00,"0,7","32,8","19,6",
02/05/2011 10.00,"1,3","43,1","26,7",
02/05/2011 11.00,"1,3","35,7","23,8",
02/05/2011 12.00,"2,3","62,7","41,6",
02/05/2011 13.00,"2,2","68,1","45,4",
02/05/2011 14.00,2,"52,5","34,9",
02/05/2011 15.00,"1,1","30,5","20,4",
02/05/2011 16.00,"0,8","43,7","31,2",
02/05/2011 17.00,"1,8","63,3","46,1",
02/05/2011 18.00,"1,6","95,2","68,3",
02/05/2011 19.00,"1,7","79,6","56,8",
02/05/2011 20.00,"1,9","88,7","57,6",
02/05/2011 21.00,"0,7","44,5","30,6",
02/05/2011 22.00,"0,6","33,5","24,8",
02/05/2011 23.00,"0,7","16,4","9,4",
03/05/2011 0.00,"0,6","12,8",7,
03/05/2011 1.00,"0,6","10,2","4,2",
03/05/2011 2.00,"0,6","8,8","3,6",
03/05/2011 3.00,"0,6","8,6","2,8",
03/05/2011 4.00,"0,6","8,7",3,
03/05/2011 5.00,"0,8","10,9","5,5",
03/05/2011 6.00,"1,2","25,8","17,9",
03/05/2011 7.00,"1,4","48,9","33,7",
03/05/2011 8.00,"1,8","62,4","38,8",
03/05/2011 9.00,"1,6","45,5","30,3",
03/05/2011 10.00,"1,3","56,9",34,
03/05/2011 11.00,"1,7","50,4",30,
03/05/2011 12.00,"1,5","48,5","30,1",
03/05/2011 13.00,"1,9","58,5","33,5",
03/05/2011 14.00,"1,5","37,9","22,8",
03/05/2011 15.00,"1,9","32,1","20,8",
03/05/2011 16.00,"1,9","31,1","18,9",
03/05/2011 17.00,"1,9","42,3","29,4",
03/05/2011 18.00,2,"63,8","45,9",
03/05/2011 19.00,2,"117,9","78,5",
03/05/2011 20.00,2,81,"59,2",
03/05/2011 21.00,"1,3",33,"23,5",
03/05/2011 22.00,"0,7","34,1","24,6",
03/05/2011 23.00,"0,9",24,"15,3",
04/05/2011 0.00,"0,6","13,5","7,8",
04/05/2011 1.00,,"11,6","6,3",
04/05/2011 2.00,"1,2",,,
04/05/2011 3.00,"0,7","8,7","3,9",
04/05/2011 4.00,"0,9","8,4","3,5",
04/05/2011 5.00,"0,8","10,1","4,6",
04/05/2011 6.00,"0,9","12,6","6,5",
04/05/2011 7.00,"0,6","21,8","13,7",
04/05/2011 8.00,"0,8","25,6","15,3",
04/05/2011 9.00,"0,6","25,2","14,2",
04/05/2011 10.00,"0,7","27,9","17,5",
04/05/2011 11.00,"0,6","28,3",17,
04/05/2011 12.00,"0,7","30,2","17,9",
04/05/2011 13.00,"0,6","26,5","14,3",
04/05/2011 14.00,"0,6","18,3","9,8",
04/05/2011 15.00,"0,6","18,8","10,5",
04/05/2011 16.00,"0,5","15,3","7,4",
04/05/2011 17.00,"0,5","14,6","6,7",
04/05/2011 18.00,"0,5","18,5","9,5",
04/05/2011 19.00,"0,7","21,2","11,3",
04/05/2011 20.00,1,"21,8","11,2",
