,Provincia di TARANTO
18/07/2014 02.00.00,2
18/07/2014 03.00.00,2
18/07/2014 04.00.00,2
18/07/2014 05.00.00,2
18/07/2014 06.00.00,4
18/07/2014 07.00.00,14
18/07/2014 08.00.00,14
18/07/2014 09.00.00,13
18/07/2014 10.00.00,10
18/07/2014 11.00.00,10
18/07/2014 12.00.00,11
18/07/2014 13.00.00,11
18/07/2014 14.00.00,6
18/07/2014 15.00.00,7
18/07/2014 16.00.00,7
18/07/2014 17.00.00,8
18/07/2014 18.00.00,11
18/07/2014 19.00.00,11
18/07/2014 20.00.00,10
18/07/2014 21.00.00,6
18/07/2014 22.00.00,3
18/07/2014 23.00.00,3
19/07/2014 00.00.00,3
19/07/2014 01.00.00,2
19/07/2014 02.00.00,2
19/07/2014 03.00.00,2
19/07/2014 04.00.00,1
19/07/2014 05.00.00,2
19/07/2014 06.00.00,4
19/07/2014 07.00.00,5
19/07/2014 08.00.00,7
19/07/2014 09.00.00,10
19/07/2014 10.00.00,9
19/07/2014 11.00.00,11
19/07/2014 12.00.00,11
19/07/2014 13.00.00,9
19/07/2014 14.00.00,5
19/07/2014 15.00.00,4
19/07/2014 16.00.00,4
19/07/2014 17.00.00,8
19/07/2014 18.00.00,10
19/07/2014 19.00.00,12
19/07/2014 20.00.00,11
19/07/2014 21.00.00,6
19/07/2014 22.00.00,4
19/07/2014 23.00.00,4
20/07/2014 00.00.00,5
20/07/2014 01.00.00,4
20/07/2014 02.00.00,4
20/07/2014 03.00.00,3
20/07/2014 04.00.00,2
20/07/2014 05.00.00,2
20/07/2014 06.00.00,3
20/07/2014 07.00.00,3
20/07/2014 08.00.00,5
20/07/2014 09.00.00,5
20/07/2014 10.00.00,6
20/07/2014 11.00.00,5
20/07/2014 12.00.00,5
20/07/2014 13.00.00,4
20/07/2014 14.00.00,2
20/07/2014 15.00.00,2
20/07/2014 16.00.00,2
20/07/2014 17.00.00,4
20/07/2014 18.00.00,6
20/07/2014 19.00.00,13
20/07/2014 20.00.00,9
20/07/2014 21.00.00,11
20/07/2014 22.00.00,6
20/07/2014 23.00.00,4
21/07/2014 00.00.00,6
21/07/2014 01.00.00,6
21/07/2014 02.00.00,7
21/07/2014 03.00.00,17
21/07/2014 04.00.00,28
21/07/2014 05.00.00,3
21/07/2014 06.00.00,13
21/07/2014 07.00.00,17
21/07/2014 08.00.00,17
21/07/2014 09.00.00,15
21/07/2014 10.00.00,12
21/07/2014 11.00.00,14
21/07/2014 12.00.00,10
21/07/2014 13.00.00,9
21/07/2014 14.00.00,6
21/07/2014 15.00.00,14
21/07/2014 16.00.00,13
21/07/2014 17.00.00,14
21/07/2014 18.00.00,30
21/07/2014 19.00.00,20
21/07/2014 20.00.00,17
21/07/2014 21.00.00,9
21/07/2014 22.00.00,8
21/07/2014 23.00.00,4
22/07/2014 00.00.00,3
22/07/2014 01.00.00,2
22/07/2014 02.00.00,1
22/07/2014 03.00.00,2
22/07/2014 04.00.00,2
22/07/2014 05.00.00,3
22/07/2014 06.00.00,13
22/07/2014 07.00.00,21
22/07/2014 08.00.00,16
22/07/2014 09.00.00,16
22/07/2014 10.00.00,15
22/07/2014 11.00.00,18
22/07/2014 12.00.00,10
22/07/2014 13.00.00,8
22/07/2014 14.00.00,5
22/07/2014 15.00.00,9
22/07/2014 16.00.00,10
22/07/2014 17.00.00,10
22/07/2014 18.00.00,15
22/07/2014 19.00.00,14
22/07/2014 20.00.00,18
22/07/2014 21.00.00,12
22/07/2014 22.00.00,9
22/07/2014 23.00.00,6
23/07/2014 00.00.00,3
23/07/2014 01.00.00,3
23/07/2014 02.00.00,2
23/07/2014 03.00.00,2
23/07/2014 04.00.00,2
23/07/2014 05.00.00,2
23/07/2014 06.00.00,6
23/07/2014 07.00.00,12
23/07/2014 08.00.00,12
23/07/2014 09.00.00,15
23/07/2014 10.00.00,9
23/07/2014 11.00.00,19
23/07/2014 12.00.00,25
23/07/2014 13.00.00,15
23/07/2014 14.00.00,11
23/07/2014 15.00.00,9
23/07/2014 16.00.00,13
23/07/2014 17.00.00,10
23/07/2014 18.00.00,15
23/07/2014 19.00.00,18
23/07/2014 20.00.00,16
23/07/2014 21.00.00,14
23/07/2014 22.00.00,13
23/07/2014 23.00.00,5
24/07/2014 00.00.00,9
24/07/2014 01.00.00,15
24/07/2014 02.00.00,2
24/07/2014 03.00.00,1
24/07/2014 04.00.00,3
24/07/2014 05.00.00,2
24/07/2014 06.00.00,8
24/07/2014 07.00.00,15
24/07/2014 08.00.00,14
24/07/2014 09.00.00,13
24/07/2014 10.00.00,10
24/07/2014 11.00.00,14
24/07/2014 12.00.00,10
24/07/2014 13.00.00,9
24/07/2014 14.00.00,7
24/07/2014 15.00.00,5
24/07/2014 16.00.00,6
24/07/2014 17.00.00,12
24/07/2014 18.00.00,15
24/07/2014 19.00.00,15
24/07/2014 20.00.00,14
24/07/2014 21.00.00,6
24/07/2014 22.00.00,10
24/07/2014 23.00.00,4
25/07/2014 00.00.00,4
25/07/2014 01.00.00,6
25/07/2014 02.00.00,7
25/07/2014 03.00.00,4
25/07/2014 04.00.00,2
25/07/2014 05.00.00,4
25/07/2014 06.00.00,9
25/07/2014 07.00.00,13
25/07/2014 08.00.00,11
25/07/2014 09.00.00,12
25/07/2014 10.00.00,12
25/07/2014 11.00.00,11
25/07/2014 12.00.00,11
25/07/2014 13.00.00,11
25/07/2014 14.00.00,6
25/07/2014 15.00.00,8
25/07/2014 16.00.00,18
25/07/2014 17.00.00,24
25/07/2014 18.00.00,23
25/07/2014 19.00.00,24
25/07/2014 20.00.00,19
25/07/2014 21.00.00,10
25/07/2014 22.00.00,8
25/07/2014 23.00.00,9
26/07/2014 00.00.00,4
26/07/2014 01.00.00,9
26/07/2014 02.00.00,3
26/07/2014 03.00.00,4
26/07/2014 04.00.00,2
26/07/2014 05.00.00,6
26/07/2014 06.00.00,22
26/07/2014 07.00.00,16
26/07/2014 08.00.00,8
26/07/2014 09.00.00,15
26/07/2014 10.00.00,13
26/07/2014 11.00.00,11
26/07/2014 12.00.00,11
26/07/2014 13.00.00,10
26/07/2014 14.00.00,5
26/07/2014 15.00.00,6
26/07/2014 16.00.00,6
26/07/2014 17.00.00,8
26/07/2014 18.00.00,14
26/07/2014 19.00.00,17
26/07/2014 20.00.00,24
26/07/2014 21.00.00,19
26/07/2014 22.00.00,12
26/07/2014 23.00.00,9
27/07/2014 00.00.00,10
27/07/2014 01.00.00,12
27/07/2014 02.00.00,6
27/07/2014 03.00.00,6
27/07/2014 04.00.00,3
27/07/2014 05.00.00,4
27/07/2014 06.00.00,9
27/07/2014 07.00.00,4
27/07/2014 08.00.00,6
27/07/2014 09.00.00,6
27/07/2014 10.00.00,7
27/07/2014 11.00.00,8
27/07/2014 12.00.00,7
27/07/2014 13.00.00,3
27/07/2014 14.00.00,3
27/07/2014 15.00.00,2
27/07/2014 16.00.00,4
27/07/2014 17.00.00,4
27/07/2014 18.00.00,11
27/07/2014 19.00.00,15
27/07/2014 20.00.00,18
27/07/2014 21.00.00,
27/07/2014 22.00.00,
27/07/2014 23.00.00,
28/07/2014 00.00.00,
28/07/2014 01.00.00,
28/07/2014 02.00.00,
28/07/2014 03.00.00,
28/07/2014 04.00.00,
28/07/2014 05.00.00,
28/07/2014 06.00.00,
28/07/2014 07.00.00,
28/07/2014 08.00.00,
28/07/2014 09.00.00,
28/07/2014 10.00.00,
28/07/2014 11.00.00,
28/07/2014 12.00.00,12
28/07/2014 13.00.00,11
28/07/2014 14.00.00,7
28/07/2014 15.00.00,7
28/07/2014 16.00.00,9
28/07/2014 17.00.00,14
28/07/2014 18.00.00,20
28/07/2014 19.00.00,18
28/07/2014 20.00.00,14
28/07/2014 21.00.00,16
28/07/2014 22.00.00,6
28/07/2014 23.00.00,8
29/07/2014 00.00.00,6
29/07/2014 01.00.00,5
29/07/2014 02.00.00,2
29/07/2014 03.00.00,2
29/07/2014 04.00.00,2
29/07/2014 05.00.00,3
29/07/2014 06.00.00,9
29/07/2014 07.00.00,22
29/07/2014 08.00.00,18
29/07/2014 09.00.00,
29/07/2014 10.00.00,17
29/07/2014 11.00.00,13
29/07/2014 12.00.00,11
29/07/2014 13.00.00,12
29/07/2014 14.00.00,7
29/07/2014 15.00.00,7
29/07/2014 16.00.00,7
29/07/2014 17.00.00,12
29/07/2014 18.00.00,12
29/07/2014 19.00.00,12
29/07/2014 20.00.00,16
29/07/2014 21.00.00,18
29/07/2014 22.00.00,11
29/07/2014 23.00.00,13
30/07/2014 00.00.00,8
30/07/2014 01.00.00,7
30/07/2014 02.00.00,5
30/07/2014 03.00.00,2
30/07/2014 04.00.00,2
30/07/2014 05.00.00,3
30/07/2014 06.00.00,6
30/07/2014 07.00.00,14
30/07/2014 08.00.00,17
30/07/2014 09.00.00,25
30/07/2014 10.00.00,18
30/07/2014 11.00.00,13
30/07/2014 12.00.00,16
30/07/2014 13.00.00,9
30/07/2014 14.00.00,6
30/07/2014 15.00.00,7
30/07/2014 16.00.00,11
30/07/2014 17.00.00,14
30/07/2014 18.00.00,15
30/07/2014 19.00.00,14
30/07/2014 20.00.00,11
30/07/2014 21.00.00,7
30/07/2014 22.00.00,4
30/07/2014 23.00.00,5
31/07/2014 00.00.00,4
31/07/2014 01.00.00,
31/07/2014 02.00.00,
31/07/2014 03.00.00,2
31/07/2014 04.00.00,2
31/07/2014 05.00.00,3
31/07/2014 06.00.00,10
31/07/2014 07.00.00,23
31/07/2014 08.00.00,17
31/07/2014 09.00.00,10
31/07/2014 10.00.00,14
31/07/2014 11.00.00,13
31/07/2014 12.00.00,11
31/07/2014 13.00.00,11
31/07/2014 14.00.00,6
31/07/2014 15.00.00,11
31/07/2014 16.00.00,12
31/07/2014 17.00.00,17
31/07/2014 18.00.00,32
31/07/2014 19.00.00,20
31/07/2014 20.00.00,23
31/07/2014 21.00.00,10
31/07/2014 22.00.00,6
31/07/2014 23.00.00,6
01/08/2014 00.00.00,4
01/08/2014 01.00.00,3
01/08/2014 02.00.00,2
01/08/2014 03.00.00,4
01/08/2014 04.00.00,1
01/08/2014 05.00.00,2
01/08/2014 06.00.00,8
01/08/2014 07.00.00,13
01/08/2014 08.00.00,16
01/08/2014 09.00.00,18
01/08/2014 10.00.00,21
01/08/2014 11.00.00,14
01/08/2014 12.00.00,16
01/08/2014 13.00.00,18
01/08/2014 14.00.00,11
01/08/2014 15.00.00,10
01/08/2014 16.00.00,16
01/08/2014 17.00.00,13
01/08/2014 18.00.00,16
01/08/2014 19.00.00,17
01/08/2014 20.00.00,13
01/08/2014 21.00.00,24
01/08/2014 22.00.00,22
01/08/2014 23.00.00,10
02/08/2014 00.00.00,7
02/08/2014 01.00.00,15
02/08/2014 02.00.00,3
02/08/2014 03.00.00,2
02/08/2014 04.00.00,4
02/08/2014 05.00.00,6
02/08/2014 06.00.00,36
02/08/2014 07.00.00,28
02/08/2014 08.00.00,10
02/08/2014 09.00.00,8
02/08/2014 10.00.00,8
02/08/2014 11.00.00,10
02/08/2014 12.00.00,10
02/08/2014 13.00.00,7
02/08/2014 14.00.00,5
02/08/2014 15.00.00,5
02/08/2014 16.00.00,5
02/08/2014 17.00.00,6
02/08/2014 18.00.00,9
02/08/2014 19.00.00,13
02/08/2014 20.00.00,19
02/08/2014 21.00.00,13
02/08/2014 22.00.00,7
02/08/2014 23.00.00,9
03/08/2014 00.00.00,10
03/08/2014 01.00.00,16
03/08/2014 02.00.00,8
03/08/2014 03.00.00,5
03/08/2014 04.00.00,5
03/08/2014 05.00.00,7
03/08/2014 06.00.00,23
03/08/2014 07.00.00,16
03/08/2014 08.00.00,8
03/08/2014 09.00.00,16
03/08/2014 10.00.00,8
03/08/2014 11.00.00,8
03/08/2014 12.00.00,10
03/08/2014 13.00.00,5
03/08/2014 14.00.00,3
03/08/2014 15.00.00,3
03/08/2014 16.00.00,2
03/08/2014 17.00.00,5
03/08/2014 18.00.00,6
03/08/2014 19.00.00,14
03/08/2014 20.00.00,12
03/08/2014 21.00.00,17
03/08/2014 22.00.00,15
03/08/2014 23.00.00,12
04/08/2014 00.00.00,9
04/08/2014 01.00.00,7
04/08/2014 02.00.00,4
04/08/2014 03.00.00,2
04/08/2014 04.00.00,2
04/08/2014 05.00.00,3
04/08/2014 06.00.00,6
04/08/2014 07.00.00,11
04/08/2014 08.00.00,17
04/08/2014 09.00.00,17
04/08/2014 10.00.00,18
04/08/2014 11.00.00,17
04/08/2014 12.00.00,23
04/08/2014 13.00.00,15
04/08/2014 14.00.00,12
04/08/2014 15.00.00,11
04/08/2014 16.00.00,15
04/08/2014 17.00.00,27
04/08/2014 18.00.00,23
04/08/2014 19.00.00,25
04/08/2014 20.00.00,19
04/08/2014 21.00.00,12
04/08/2014 22.00.00,6
04/08/2014 23.00.00,7
05/08/2014 00.00.00,3
05/08/2014 01.00.00,3
05/08/2014 02.00.00,3
05/08/2014 03.00.00,2
05/08/2014 04.00.00,2
05/08/2014 05.00.00,3
05/08/2014 06.00.00,8
05/08/2014 07.00.00,18
05/08/2014 08.00.00,20
05/08/2014 09.00.00,13
05/08/2014 10.00.00,17
05/08/2014 11.00.00,14
05/08/2014 12.00.00,13
05/08/2014 13.00.00,12
05/08/2014 14.00.00,8
05/08/2014 15.00.00,9
05/08/2014 16.00.00,10
05/08/2014 17.00.00,17
05/08/2014 18.00.00,19
05/08/2014 19.00.00,29
05/08/2014 20.00.00,15
05/08/2014 21.00.00,8
05/08/2014 22.00.00,4
05/08/2014 23.00.00,5
06/08/2014 00.00.00,3
06/08/2014 01.00.00,5
06/08/2014 02.00.00,3
06/08/2014 03.00.00,2
06/08/2014 04.00.00,3
06/08/2014 05.00.00,3
06/08/2014 06.00.00,7
06/08/2014 07.00.00,12
06/08/2014 08.00.00,20
06/08/2014 09.00.00,13
06/08/2014 10.00.00,15
06/08/2014 11.00.00,13
06/08/2014 12.00.00,13
06/08/2014 13.00.00,14
06/08/2014 14.00.00,10
06/08/2014 15.00.00,7
06/08/2014 16.00.00,7
06/08/2014 17.00.00,10
06/08/2014 18.00.00,9
06/08/2014 19.00.00,13
06/08/2014 20.00.00,17
06/08/2014 21.00.00,9
06/08/2014 22.00.00,5
06/08/2014 23.00.00,5
07/08/2014 00.00.00,4
07/08/2014 01.00.00,4
07/08/2014 02.00.00,2
07/08/2014 03.00.00,2
07/08/2014 04.00.00,2
07/08/2014 05.00.00,2
07/08/2014 06.00.00,5
07/08/2014 07.00.00,14
07/08/2014 08.00.00,12
07/08/2014 09.00.00,12
07/08/2014 10.00.00,12
07/08/2014 11.00.00,12
07/08/2014 12.00.00,9
07/08/2014 13.00.00,9
07/08/2014 14.00.00,5
07/08/2014 15.00.00,8
07/08/2014 16.00.00,12
07/08/2014 17.00.00,14
07/08/2014 18.00.00,11
07/08/2014 19.00.00,24
07/08/2014 20.00.00,24
07/08/2014 21.00.00,16
07/08/2014 22.00.00,9
07/08/2014 23.00.00,5
08/08/2014 00.00.00,5
08/08/2014 01.00.00,3
08/08/2014 02.00.00,3
08/08/2014 03.00.00,3
08/08/2014 04.00.00,2
08/08/2014 05.00.00,3
08/08/2014 06.00.00,8
08/08/2014 07.00.00,17
08/08/2014 08.00.00,11
08/08/2014 09.00.00,10
08/08/2014 10.00.00,16
08/08/2014 11.00.00,16
08/08/2014 12.00.00,12
08/08/2014 13.00.00,13
08/08/2014 14.00.00,6
08/08/2014 15.00.00,6
08/08/2014 16.00.00,9
08/08/2014 17.00.00,9
08/08/2014 18.00.00,17
08/08/2014 19.00.00,20
08/08/2014 20.00.00,31
08/08/2014 21.00.00,17
08/08/2014 22.00.00,10
08/08/2014 23.00.00,9
09/08/2014 00.00.00,8
09/08/2014 01.00.00,6
09/08/2014 02.00.00,4
09/08/2014 03.00.00,2
09/08/2014 04.00.00,4
09/08/2014 05.00.00,5
09/08/2014 06.00.00,22
09/08/2014 07.00.00,40
09/08/2014 08.00.00,22
09/08/2014 09.00.00,12
09/08/2014 10.00.00,11
09/08/2014 11.00.00,12
09/08/2014 12.00.00,9
09/08/2014 13.00.00,10
09/08/2014 14.00.00,6
09/08/2014 15.00.00,4
09/08/2014 16.00.00,5
09/08/2014 17.00.00,5
09/08/2014 18.00.00,12
09/08/2014 19.00.00,10
09/08/2014 20.00.00,30
09/08/2014 21.00.00,12
09/08/2014 22.00.00,21
09/08/2014 23.00.00,12
10/08/2014 00.00.00,7
10/08/2014 01.00.00,14
10/08/2014 02.00.00,8
10/08/2014 03.00.00,3
10/08/2014 04.00.00,3
10/08/2014 05.00.00,8
10/08/2014 06.00.00,9
10/08/2014 07.00.00,8
10/08/2014 08.00.00,10
10/08/2014 09.00.00,9
10/08/2014 10.00.00,8
10/08/2014 11.00.00,6
10/08/2014 12.00.00,5
10/08/2014 13.00.00,6
10/08/2014 14.00.00,4
10/08/2014 15.00.00,3
10/08/2014 16.00.00,3
10/08/2014 17.00.00,6
10/08/2014 18.00.00,7
10/08/2014 19.00.00,10
10/08/2014 20.00.00,8
10/08/2014 21.00.00,13
10/08/2014 22.00.00,11
10/08/2014 23.00.00,18
11/08/2014 00.00.00,16
11/08/2014 01.00.00,18
11/08/2014 02.00.00,29
11/08/2014 03.00.00,10
11/08/2014 04.00.00,5
11/08/2014 05.00.00,9
11/08/2014 06.00.00,19
11/08/2014 07.00.00,23
11/08/2014 08.00.00,21
11/08/2014 09.00.00,15
11/08/2014 10.00.00,19
11/08/2014 11.00.00,24
11/08/2014 12.00.00,16
11/08/2014 13.00.00,11
11/08/2014 14.00.00,7
11/08/2014 15.00.00,6
11/08/2014 16.00.00,9
11/08/2014 17.00.00,9
11/08/2014 18.00.00,14
11/08/2014 19.00.00,23
11/08/2014 20.00.00,23
11/08/2014 21.00.00,12
11/08/2014 22.00.00,8
11/08/2014 23.00.00,10
12/08/2014 00.00.00,6
12/08/2014 01.00.00,10
12/08/2014 02.00.00,2
12/08/2014 03.00.00,6
12/08/2014 04.00.00,4
12/08/2014 05.00.00,6
12/08/2014 06.00.00,21
12/08/2014 07.00.00,29
12/08/2014 08.00.00,35
12/08/2014 09.00.00,21
12/08/2014 10.00.00,19
12/08/2014 11.00.00,13
12/08/2014 12.00.00,13
12/08/2014 13.00.00,13
12/08/2014 14.00.00,6
12/08/2014 15.00.00,4
12/08/2014 16.00.00,9
12/08/2014 17.00.00,7
12/08/2014 18.00.00,11
12/08/2014 19.00.00,17
12/08/2014 20.00.00,17
12/08/2014 21.00.00,13
12/08/2014 22.00.00,9
12/08/2014 23.00.00,12
13/08/2014 00.00.00,18
13/08/2014 01.00.00,7
13/08/2014 02.00.00,5
13/08/2014 03.00.00,5
13/08/2014 04.00.00,4
13/08/2014 05.00.00,4
13/08/2014 06.00.00,15
13/08/2014 07.00.00,18
13/08/2014 08.00.00,33
13/08/2014 09.00.00,21
13/08/2014 10.00.00,18
13/08/2014 11.00.00,19
13/08/2014 12.00.00,12
13/08/2014 13.00.00,10
13/08/2014 14.00.00,6
13/08/2014 15.00.00,6
13/08/2014 16.00.00,6
13/08/2014 17.00.00,12
13/08/2014 18.00.00,16
13/08/2014 19.00.00,15
13/08/2014 20.00.00,23
13/08/2014 21.00.00,22
13/08/2014 22.00.00,11
13/08/2014 23.00.00,9
14/08/2014 00.00.00,9
14/08/2014 01.00.00,11
14/08/2014 02.00.00,8
14/08/2014 03.00.00,6
14/08/2014 04.00.00,4
14/08/2014 05.00.00,5
14/08/2014 06.00.00,11
14/08/2014 07.00.00,15
14/08/2014 08.00.00,19
14/08/2014 09.00.00,14
14/08/2014 10.00.00,19
14/08/2014 11.00.00,12
14/08/2014 12.00.00,12
14/08/2014 13.00.00,9
14/08/2014 14.00.00,6
14/08/2014 15.00.00,4
14/08/2014 16.00.00,6
14/08/2014 17.00.00,11
14/08/2014 18.00.00,14
14/08/2014 19.00.00,15
14/08/2014 20.00.00,12
14/08/2014 21.00.00,9
14/08/2014 22.00.00,4
14/08/2014 23.00.00,3
15/08/2014 00.00.00,4
15/08/2014 01.00.00,3
15/08/2014 02.00.00,4
15/08/2014 03.00.00,2
15/08/2014 04.00.00,2
15/08/2014 05.00.00,2
15/08/2014 06.00.00,2
15/08/2014 07.00.00,4
15/08/2014 08.00.00,4
15/08/2014 09.00.00,5
15/08/2014 10.00.00,4
15/08/2014 11.00.00,4
15/08/2014 12.00.00,6
15/08/2014 13.00.00,5
15/08/2014 14.00.00,4
15/08/2014 15.00.00,2
15/08/2014 16.00.00,2
15/08/2014 17.00.00,3
15/08/2014 18.00.00,5
15/08/2014 19.00.00,12
15/08/2014 20.00.00,8
15/08/2014 21.00.00,7
15/08/2014 22.00.00,7
15/08/2014 23.00.00,4
16/08/2014 00.00.00,9
16/08/2014 01.00.00,2
16/08/2014 02.00.00,2
16/08/2014 03.00.00,2
16/08/2014 04.00.00,1
16/08/2014 05.00.00,2
16/08/2014 06.00.00,4
16/08/2014 07.00.00,7
16/08/2014 08.00.00,5
16/08/2014 09.00.00,6
16/08/2014 10.00.00,8
16/08/2014 11.00.00,6
16/08/2014 12.00.00,8
16/08/2014 13.00.00,4
16/08/2014 14.00.00,4
16/08/2014 15.00.00,3
16/08/2014 16.00.00,3
16/08/2014 17.00.00,5
16/08/2014 18.00.00,8
16/08/2014 19.00.00,12
16/08/2014 20.00.00,9
16/08/2014 21.00.00,7
16/08/2014 22.00.00,5
16/08/2014 23.00.00,4
17/08/2014 00.00.00,4
17/08/2014 01.00.00,4
17/08/2014 02.00.00,3
17/08/2014 03.00.00,3
17/08/2014 04.00.00,2
17/08/2014 05.00.00,2
17/08/2014 06.00.00,2
17/08/2014 07.00.00,3
17/08/2014 08.00.00,3
17/08/2014 09.00.00,4
17/08/2014 10.00.00,7
17/08/2014 11.00.00,5
17/08/2014 12.00.00,6
17/08/2014 13.00.00,4
17/08/2014 14.00.00,3
17/08/2014 15.00.00,2
17/08/2014 16.00.00,3
17/08/2014 17.00.00,4
17/08/2014 18.00.00,5
17/08/2014 19.00.00,8
17/08/2014 20.00.00,8
17/08/2014 21.00.00,7
17/08/2014 22.00.00,6
17/08/2014 23.00.00,4
18/08/2014 00.00.00,5
18/08/2014 01.00.00,7
18/08/2014 02.00.00,3
18/08/2014 03.00.00,2
18/08/2014 04.00.00,2
18/08/2014 05.00.00,2
18/08/2014 06.00.00,6
18/08/2014 07.00.00,13
18/08/2014 08.00.00,13
18/08/2014 09.00.00,14
18/08/2014 10.00.00,13
18/08/2014 11.00.00,14
18/08/2014 12.00.00,14
18/08/2014 13.00.00,10
18/08/2014 14.00.00,4
18/08/2014 15.00.00,6
18/08/2014 16.00.00,6
18/08/2014 17.00.00,10
18/08/2014 18.00.00,14
18/08/2014 19.00.00,21
18/08/2014 20.00.00,17
18/08/2014 21.00.00,12
18/08/2014 22.00.00,8
18/08/2014 23.00.00,7
19/08/2014 00.00.00,6
19/08/2014 01.00.00,5
19/08/2014 02.00.00,8
19/08/2014 03.00.00,3
19/08/2014 04.00.00,3
19/08/2014 05.00.00,8
19/08/2014 06.00.00,26
19/08/2014 07.00.00,24
19/08/2014 08.00.00,19
19/08/2014 09.00.00,17
19/08/2014 10.00.00,9
19/08/2014 11.00.00,11
19/08/2014 12.00.00,12
19/08/2014 13.00.00,8
19/08/2014 14.00.00,6
19/08/2014 15.00.00,6
19/08/2014 16.00.00,5
19/08/2014 17.00.00,8
19/08/2014 18.00.00,11
19/08/2014 19.00.00,13
19/08/2014 20.00.00,12
19/08/2014 21.00.00,8
19/08/2014 22.00.00,6
19/08/2014 23.00.00,7
20/08/2014 00.00.00,11
20/08/2014 01.00.00,8
20/08/2014 02.00.00,3
20/08/2014 03.00.00,3
20/08/2014 04.00.00,3
20/08/2014 05.00.00,3
20/08/2014 06.00.00,9
20/08/2014 07.00.00,23
20/08/2014 08.00.00,23
20/08/2014 09.00.00,17
20/08/2014 10.00.00,29
20/08/2014 11.00.00,22
20/08/2014 12.00.00,13
20/08/2014 13.00.00,14
20/08/2014 14.00.00,6
20/08/2014 15.00.00,12
20/08/2014 16.00.00,6
20/08/2014 17.00.00,11
20/08/2014 18.00.00,21
20/08/2014 19.00.00,20
20/08/2014 20.00.00,20
20/08/2014 21.00.00,11
20/08/2014 22.00.00,11
20/08/2014 23.00.00,7
21/08/2014 00.00.00,7
21/08/2014 01.00.00,7
21/08/2014 02.00.00,5
21/08/2014 03.00.00,4
21/08/2014 04.00.00,2
21/08/2014 05.00.00,4
21/08/2014 06.00.00,7
21/08/2014 07.00.00,15
21/08/2014 08.00.00,14
21/08/2014 09.00.00,17
21/08/2014 10.00.00,17
21/08/2014 11.00.00,16
21/08/2014 12.00.00,14
21/08/2014 13.00.00,9
21/08/2014 14.00.00,7
21/08/2014 15.00.00,6
21/08/2014 16.00.00,8
21/08/2014 17.00.00,12
21/08/2014 18.00.00,14
21/08/2014 19.00.00,22
21/08/2014 20.00.00,22
21/08/2014 21.00.00,15
21/08/2014 22.00.00,14
21/08/2014 23.00.00,12
22/08/2014 00.00.00,9
22/08/2014 01.00.00,7
22/08/2014 02.00.00,5
22/08/2014 03.00.00,3
22/08/2014 04.00.00,2
22/08/2014 05.00.00,3
22/08/2014 06.00.00,11
22/08/2014 07.00.00,29
22/08/2014 08.00.00,23
22/08/2014 09.00.00,17
22/08/2014 10.00.00,18
22/08/2014 11.00.00,13
22/08/2014 12.00.00,15
22/08/2014 13.00.00,14
22/08/2014 14.00.00,8
22/08/2014 15.00.00,6
22/08/2014 16.00.00,7
22/08/2014 17.00.00,13
22/08/2014 18.00.00,16
22/08/2014 19.00.00,21
22/08/2014 20.00.00,31
22/08/2014 21.00.00,18
22/08/2014 22.00.00,14
22/08/2014 23.00.00,9
23/08/2014 00.00.00,8
23/08/2014 01.00.00,8
23/08/2014 02.00.00,4
23/08/2014 03.00.00,5
23/08/2014 04.00.00,3
23/08/2014 05.00.00,5
23/08/2014 06.00.00,8
23/08/2014 07.00.00,13
23/08/2014 08.00.00,11
23/08/2014 09.00.00,11
23/08/2014 10.00.00,17
23/08/2014 11.00.00,18
23/08/2014 12.00.00,16
23/08/2014 13.00.00,10
23/08/2014 14.00.00,6
23/08/2014 15.00.00,4
23/08/2014 16.00.00,5
23/08/2014 17.00.00,7
23/08/2014 18.00.00,14
23/08/2014 19.00.00,16
23/08/2014 20.00.00,21
23/08/2014 21.00.00,29
23/08/2014 22.00.00,16
23/08/2014 23.00.00,17
24/08/2014 00.00.00,22
24/08/2014 01.00.00,14
24/08/2014 02.00.00,11
24/08/2014 03.00.00,6
24/08/2014 04.00.00,3
24/08/2014 05.00.00,5
24/08/2014 06.00.00,8
24/08/2014 07.00.00,8
24/08/2014 08.00.00,7
24/08/2014 09.00.00,7
24/08/2014 10.00.00,7
24/08/2014 11.00.00,7
24/08/2014 12.00.00,10
24/08/2014 13.00.00,5
24/08/2014 14.00.00,3
24/08/2014 15.00.00,3
24/08/2014 16.00.00,5
24/08/2014 17.00.00,7
24/08/2014 18.00.00,11
24/08/2014 19.00.00,13
24/08/2014 20.00.00,20
24/08/2014 21.00.00,11
24/08/2014 22.00.00,7
24/08/2014 23.00.00,8
25/08/2014 00.00.00,5
25/08/2014 01.00.00,3
25/08/2014 02.00.00,3
25/08/2014 03.00.00,3
25/08/2014 04.00.00,2
25/08/2014 05.00.00,2
25/08/2014 06.00.00,6
25/08/2014 07.00.00,14
25/08/2014 08.00.00,11
25/08/2014 09.00.00,13
25/08/2014 10.00.00,15
25/08/2014 11.00.00,12
25/08/2014 12.00.00,13
25/08/2014 13.00.00,9
25/08/2014 14.00.00,6
25/08/2014 15.00.00,6
25/08/2014 16.00.00,13
25/08/2014 17.00.00,27
25/08/2014 18.00.00,25
25/08/2014 19.00.00,23
25/08/2014 20.00.00,22
25/08/2014 21.00.00,13
25/08/2014 22.00.00,6
