,Provincia di TARANTO
25/08/2014 23.00.00,4
26/08/2014 00.00.00,4
26/08/2014 01.00.00,8
26/08/2014 02.00.00,5
26/08/2014 03.00.00,2
26/08/2014 04.00.00,2
26/08/2014 05.00.00,6
26/08/2014 06.00.00,30
26/08/2014 07.00.00,35
26/08/2014 08.00.00,25
26/08/2014 09.00.00,14
26/08/2014 10.00.00,11
26/08/2014 11.00.00,15
26/08/2014 12.00.00,12
26/08/2014 13.00.00,12
26/08/2014 14.00.00,6
26/08/2014 15.00.00,5
26/08/2014 16.00.00,6
26/08/2014 17.00.00,10
26/08/2014 18.00.00,14
26/08/2014 19.00.00,16
26/08/2014 20.00.00,15
26/08/2014 21.00.00,17
26/08/2014 22.00.00,9
26/08/2014 23.00.00,8
27/08/2014 00.00.00,9
27/08/2014 01.00.00,5
27/08/2014 02.00.00,3
27/08/2014 03.00.00,3
27/08/2014 04.00.00,3
27/08/2014 05.00.00,11
27/08/2014 06.00.00,33
27/08/2014 07.00.00,49
27/08/2014 08.00.00,25
27/08/2014 09.00.00,17
27/08/2014 10.00.00,15
27/08/2014 11.00.00,13
27/08/2014 12.00.00,19
27/08/2014 13.00.00,11
27/08/2014 14.00.00,7
27/08/2014 15.00.00,6
27/08/2014 16.00.00,11
27/08/2014 17.00.00,12
27/08/2014 18.00.00,16
27/08/2014 19.00.00,19
27/08/2014 20.00.00,20
27/08/2014 21.00.00,20
27/08/2014 22.00.00,9
27/08/2014 23.00.00,12
28/08/2014 00.00.00,10
28/08/2014 01.00.00,13
28/08/2014 02.00.00,19
28/08/2014 03.00.00,9
28/08/2014 04.00.00,4
28/08/2014 05.00.00,1
28/08/2014 06.00.00,15
28/08/2014 07.00.00,20
28/08/2014 08.00.00,18
28/08/2014 09.00.00,20
28/08/2014 10.00.00,16
28/08/2014 11.00.00,20
28/08/2014 12.00.00,22
28/08/2014 13.00.00,12
28/08/2014 14.00.00,10
28/08/2014 15.00.00,10
28/08/2014 16.00.00,24
28/08/2014 17.00.00,24
28/08/2014 18.00.00,21
28/08/2014 19.00.00,26
28/08/2014 20.00.00,31
28/08/2014 21.00.00,32
28/08/2014 22.00.00,8
28/08/2014 23.00.00,5
29/08/2014 00.00.00,5
29/08/2014 01.00.00,4
29/08/2014 02.00.00,3
29/08/2014 03.00.00,1
29/08/2014 04.00.00,2
29/08/2014 05.00.00,2
29/08/2014 06.00.00,5
29/08/2014 07.00.00,14
29/08/2014 08.00.00,14
29/08/2014 09.00.00,18
29/08/2014 10.00.00,19
29/08/2014 11.00.00,17
29/08/2014 12.00.00,14
29/08/2014 13.00.00,16
29/08/2014 14.00.00,10
29/08/2014 15.00.00,8
29/08/2014 16.00.00,17
29/08/2014 17.00.00,17
29/08/2014 18.00.00,26
29/08/2014 19.00.00,26
29/08/2014 20.00.00,26
29/08/2014 21.00.00,12
29/08/2014 22.00.00,9
29/08/2014 23.00.00,8
30/08/2014 00.00.00,4
30/08/2014 01.00.00,8
30/08/2014 02.00.00,2
30/08/2014 03.00.00,3
30/08/2014 04.00.00,3
30/08/2014 05.00.00,2
30/08/2014 06.00.00,8
30/08/2014 07.00.00,32
30/08/2014 08.00.00,11
30/08/2014 09.00.00,11
30/08/2014 10.00.00,10
30/08/2014 11.00.00,15
30/08/2014 12.00.00,10
30/08/2014 13.00.00,9
30/08/2014 14.00.00,6
30/08/2014 15.00.00,3
30/08/2014 16.00.00,5
30/08/2014 17.00.00,12
30/08/2014 18.00.00,11
30/08/2014 19.00.00,15
30/08/2014 20.00.00,15
30/08/2014 21.00.00,14
30/08/2014 22.00.00,12
30/08/2014 23.00.00,25
31/08/2014 00.00.00,8
31/08/2014 01.00.00,7
31/08/2014 02.00.00,7
31/08/2014 03.00.00,5
31/08/2014 04.00.00,3
31/08/2014 05.00.00,3
31/08/2014 06.00.00,5
31/08/2014 07.00.00,9
31/08/2014 08.00.00,8
31/08/2014 09.00.00,7
31/08/2014 10.00.00,6
31/08/2014 11.00.00,8
31/08/2014 12.00.00,8
31/08/2014 13.00.00,6
31/08/2014 14.00.00,3
31/08/2014 15.00.00,3
31/08/2014 16.00.00,4
31/08/2014 17.00.00,6
31/08/2014 18.00.00,7
31/08/2014 19.00.00,15
31/08/2014 20.00.00,13
31/08/2014 21.00.00,12
31/08/2014 22.00.00,12
31/08/2014 23.00.00,12
01/09/2014 00.00.00,7
01/09/2014 01.00.00,6
01/09/2014 02.00.00,4
01/09/2014 03.00.00,4
01/09/2014 04.00.00,2
01/09/2014 05.00.00,23
01/09/2014 06.00.00,18
01/09/2014 07.00.00,48
01/09/2014 08.00.00,39
01/09/2014 09.00.00,23
01/09/2014 10.00.00,16
01/09/2014 11.00.00,19
01/09/2014 12.00.00,18
01/09/2014 13.00.00,13
01/09/2014 14.00.00,9
01/09/2014 15.00.00,8
01/09/2014 16.00.00,12
01/09/2014 17.00.00,14
01/09/2014 18.00.00,18
01/09/2014 19.00.00,19
01/09/2014 20.00.00,16
01/09/2014 21.00.00,9
01/09/2014 22.00.00,5
01/09/2014 23.00.00,5
02/09/2014 00.00.00,5
02/09/2014 01.00.00,3
02/09/2014 02.00.00,2
02/09/2014 03.00.00,1
02/09/2014 04.00.00,5
02/09/2014 05.00.00,7
02/09/2014 06.00.00,7
02/09/2014 07.00.00,20
02/09/2014 08.00.00,30
02/09/2014 09.00.00,40
02/09/2014 10.00.00,36
02/09/2014 11.00.00,20
02/09/2014 12.00.00,13
02/09/2014 13.00.00,13
02/09/2014 14.00.00,7
02/09/2014 15.00.00,7
02/09/2014 16.00.00,23
02/09/2014 17.00.00,17
02/09/2014 18.00.00,27
02/09/2014 19.00.00,69
02/09/2014 20.00.00,19
02/09/2014 21.00.00,14
02/09/2014 22.00.00,10
02/09/2014 23.00.00,7
03/09/2014 00.00.00,4
03/09/2014 01.00.00,6
03/09/2014 02.00.00,2
03/09/2014 03.00.00,2
03/09/2014 04.00.00,1
03/09/2014 05.00.00,3
03/09/2014 06.00.00,7
03/09/2014 07.00.00,13
03/09/2014 08.00.00,18
03/09/2014 09.00.00,16
03/09/2014 10.00.00,15
03/09/2014 11.00.00,9
03/09/2014 12.00.00,12
03/09/2014 13.00.00,14
03/09/2014 14.00.00,15
03/09/2014 15.00.00,15
03/09/2014 16.00.00,14
03/09/2014 17.00.00,20
03/09/2014 18.00.00,33
03/09/2014 19.00.00,23
03/09/2014 20.00.00,18
03/09/2014 21.00.00,9
03/09/2014 22.00.00,5
03/09/2014 23.00.00,6
04/09/2014 00.00.00,5
04/09/2014 01.00.00,3
04/09/2014 02.00.00,4
04/09/2014 03.00.00,3
04/09/2014 04.00.00,3
04/09/2014 05.00.00,3
04/09/2014 06.00.00,8
04/09/2014 07.00.00,21
04/09/2014 08.00.00,19
04/09/2014 09.00.00,14
04/09/2014 10.00.00,13
04/09/2014 11.00.00,15
04/09/2014 12.00.00,16
04/09/2014 13.00.00,11
04/09/2014 14.00.00,14
04/09/2014 15.00.00,24
04/09/2014 16.00.00,22
04/09/2014 17.00.00,22
04/09/2014 18.00.00,24
04/09/2014 19.00.00,34
04/09/2014 20.00.00,18
04/09/2014 21.00.00,18
04/09/2014 22.00.00,15
04/09/2014 23.00.00,19
05/09/2014 00.00.00,7
05/09/2014 01.00.00,5
05/09/2014 02.00.00,3
05/09/2014 03.00.00,2
05/09/2014 04.00.00,2
05/09/2014 05.00.00,5
05/09/2014 06.00.00,11
05/09/2014 07.00.00,17
05/09/2014 08.00.00,20
05/09/2014 09.00.00,27
05/09/2014 10.00.00,18
05/09/2014 11.00.00,17
05/09/2014 12.00.00,16
05/09/2014 13.00.00,34
05/09/2014 14.00.00,34
05/09/2014 15.00.00,27
05/09/2014 16.00.00,14
05/09/2014 17.00.00,22
05/09/2014 18.00.00,29
05/09/2014 19.00.00,28
05/09/2014 20.00.00,40
05/09/2014 21.00.00,15
05/09/2014 22.00.00,18
05/09/2014 23.00.00,27
06/09/2014 00.00.00,23
06/09/2014 01.00.00,8
06/09/2014 02.00.00,13
06/09/2014 03.00.00,5
06/09/2014 04.00.00,5
06/09/2014 05.00.00,6
06/09/2014 06.00.00,10
06/09/2014 07.00.00,22
06/09/2014 08.00.00,21
06/09/2014 09.00.00,18
06/09/2014 10.00.00,19
06/09/2014 11.00.00,19
06/09/2014 12.00.00,13
06/09/2014 13.00.00,12
06/09/2014 14.00.00,6
06/09/2014 15.00.00,6
06/09/2014 16.00.00,12
06/09/2014 17.00.00,19
06/09/2014 18.00.00,24
06/09/2014 19.00.00,30
06/09/2014 20.00.00,30
06/09/2014 21.00.00,18
06/09/2014 22.00.00,12
06/09/2014 23.00.00,8
07/09/2014 00.00.00,13
07/09/2014 01.00.00,10
07/09/2014 02.00.00,8
07/09/2014 03.00.00,4
07/09/2014 04.00.00,5
07/09/2014 05.00.00,3
07/09/2014 06.00.00,4
07/09/2014 07.00.00,8
07/09/2014 08.00.00,10
07/09/2014 09.00.00,8
07/09/2014 10.00.00,8
07/09/2014 11.00.00,9
07/09/2014 12.00.00,9
07/09/2014 13.00.00,7
07/09/2014 14.00.00,3
07/09/2014 15.00.00,3
07/09/2014 16.00.00,4
07/09/2014 17.00.00,10
07/09/2014 18.00.00,10
07/09/2014 19.00.00,21
07/09/2014 20.00.00,17
07/09/2014 21.00.00,13
07/09/2014 22.00.00,10
07/09/2014 23.00.00,9
08/09/2014 00.00.00,7
08/09/2014 01.00.00,18
08/09/2014 02.00.00,3
08/09/2014 03.00.00,3
08/09/2014 04.00.00,3
08/09/2014 05.00.00,3
08/09/2014 06.00.00,25
08/09/2014 07.00.00,29
08/09/2014 08.00.00,28
08/09/2014 09.00.00,21
08/09/2014 10.00.00,24
08/09/2014 11.00.00,21
08/09/2014 12.00.00,21
08/09/2014 13.00.00,15
08/09/2014 14.00.00,8
08/09/2014 15.00.00,10
08/09/2014 16.00.00,10
08/09/2014 17.00.00,17
08/09/2014 18.00.00,26
08/09/2014 19.00.00,22
08/09/2014 20.00.00,22
08/09/2014 21.00.00,13
08/09/2014 22.00.00,8
08/09/2014 23.00.00,8
09/09/2014 00.00.00,7
09/09/2014 01.00.00,4
09/09/2014 02.00.00,3
09/09/2014 03.00.00,3
09/09/2014 04.00.00,3
09/09/2014 05.00.00,7
09/09/2014 06.00.00,10
09/09/2014 07.00.00,22
09/09/2014 08.00.00,21
09/09/2014 09.00.00,20
09/09/2014 10.00.00,14
09/09/2014 11.00.00,15
09/09/2014 12.00.00,14
09/09/2014 13.00.00,13
09/09/2014 14.00.00,6
09/09/2014 15.00.00,12
09/09/2014 16.00.00,15
09/09/2014 17.00.00,28
09/09/2014 18.00.00,23
09/09/2014 19.00.00,23
09/09/2014 20.00.00,18
09/09/2014 21.00.00,12
09/09/2014 22.00.00,18
09/09/2014 23.00.00,17
10/09/2014 00.00.00,16
10/09/2014 01.00.00,7
10/09/2014 02.00.00,7
10/09/2014 03.00.00,4
10/09/2014 04.00.00,4
10/09/2014 05.00.00,6
10/09/2014 06.00.00,12
10/09/2014 07.00.00,26
10/09/2014 08.00.00,32
10/09/2014 09.00.00,16
10/09/2014 10.00.00,14
10/09/2014 11.00.00,23
10/09/2014 12.00.00,15
10/09/2014 13.00.00,10
10/09/2014 14.00.00,11
10/09/2014 15.00.00,9
10/09/2014 16.00.00,13
10/09/2014 17.00.00,18
10/09/2014 18.00.00,22
10/09/2014 19.00.00,27
10/09/2014 20.00.00,35
10/09/2014 21.00.00,19
10/09/2014 22.00.00,12
10/09/2014 23.00.00,15
11/09/2014 00.00.00,9
11/09/2014 01.00.00,6
11/09/2014 02.00.00,3
11/09/2014 03.00.00,1
11/09/2014 04.00.00,2
11/09/2014 05.00.00,3
11/09/2014 06.00.00,10
11/09/2014 07.00.00,21
11/09/2014 08.00.00,24
11/09/2014 09.00.00,32
11/09/2014 10.00.00,32
11/09/2014 11.00.00,18
11/09/2014 12.00.00,17
11/09/2014 13.00.00,18
11/09/2014 14.00.00,9
11/09/2014 15.00.00,13
11/09/2014 16.00.00,22
11/09/2014 17.00.00,20
11/09/2014 18.00.00,21
11/09/2014 19.00.00,22
11/09/2014 20.00.00,17
11/09/2014 21.00.00,9
11/09/2014 22.00.00,8
11/09/2014 23.00.00,4
12/09/2014 00.00.00,19
12/09/2014 01.00.00,6
12/09/2014 02.00.00,3
12/09/2014 03.00.00,3
12/09/2014 04.00.00,4
12/09/2014 05.00.00,5
12/09/2014 06.00.00,24
12/09/2014 07.00.00,36
12/09/2014 08.00.00,29
12/09/2014 09.00.00,18
12/09/2014 10.00.00,18
12/09/2014 11.00.00,19
12/09/2014 12.00.00,26
12/09/2014 13.00.00,18
12/09/2014 14.00.00,9
12/09/2014 15.00.00,11
12/09/2014 16.00.00,11
12/09/2014 17.00.00,20
12/09/2014 18.00.00,22
12/09/2014 19.00.00,28
12/09/2014 20.00.00,24
12/09/2014 21.00.00,12
12/09/2014 22.00.00,13
12/09/2014 23.00.00,14
13/09/2014 00.00.00,17
13/09/2014 01.00.00,17
13/09/2014 02.00.00,7
13/09/2014 03.00.00,6
13/09/2014 04.00.00,4
13/09/2014 05.00.00,8
13/09/2014 06.00.00,14
13/09/2014 07.00.00,39
13/09/2014 08.00.00,60
13/09/2014 09.00.00,36
13/09/2014 10.00.00,16
13/09/2014 11.00.00,18
13/09/2014 12.00.00,11
13/09/2014 13.00.00,8
13/09/2014 14.00.00,5
13/09/2014 15.00.00,6
13/09/2014 16.00.00,8
13/09/2014 17.00.00,14
13/09/2014 18.00.00,22
13/09/2014 19.00.00,15
13/09/2014 20.00.00,18
13/09/2014 21.00.00,24
13/09/2014 22.00.00,11
13/09/2014 23.00.00,9
14/09/2014 00.00.00,11
14/09/2014 01.00.00,11
14/09/2014 02.00.00,5
14/09/2014 03.00.00,4
14/09/2014 04.00.00,2
14/09/2014 05.00.00,3
14/09/2014 06.00.00,2
14/09/2014 07.00.00,3
14/09/2014 08.00.00,4
14/09/2014 09.00.00,8
14/09/2014 10.00.00,10
14/09/2014 11.00.00,9
14/09/2014 12.00.00,14
14/09/2014 13.00.00,7
14/09/2014 14.00.00,4
14/09/2014 15.00.00,4
14/09/2014 16.00.00,4
14/09/2014 17.00.00,8
14/09/2014 18.00.00,15
14/09/2014 19.00.00,17
14/09/2014 20.00.00,20
14/09/2014 21.00.00,11
14/09/2014 22.00.00,14
14/09/2014 23.00.00,12
15/09/2014 00.00.00,5
15/09/2014 01.00.00,5
15/09/2014 02.00.00,3
15/09/2014 03.00.00,2
15/09/2014 04.00.00,2
15/09/2014 05.00.00,4
15/09/2014 06.00.00,19
15/09/2014 07.00.00,47
15/09/2014 08.00.00,39
15/09/2014 09.00.00,18
15/09/2014 10.00.00,14
15/09/2014 11.00.00,16
15/09/2014 12.00.00,16
15/09/2014 13.00.00,14
15/09/2014 14.00.00,7
15/09/2014 15.00.00,8
15/09/2014 16.00.00,18
15/09/2014 17.00.00,25
15/09/2014 18.00.00,26
15/09/2014 19.00.00,27
15/09/2014 20.00.00,17
15/09/2014 21.00.00,13
15/09/2014 22.00.00,6
15/09/2014 23.00.00,8
16/09/2014 00.00.00,10
16/09/2014 01.00.00,4
16/09/2014 02.00.00,4
16/09/2014 03.00.00,2
16/09/2014 04.00.00,4
16/09/2014 05.00.00,5
16/09/2014 06.00.00,16
16/09/2014 07.00.00,54
16/09/2014 08.00.00,
16/09/2014 09.00.00,
16/09/2014 10.00.00,
16/09/2014 11.00.00,
16/09/2014 12.00.00,
16/09/2014 13.00.00,
16/09/2014 14.00.00,
16/09/2014 15.00.00,
16/09/2014 16.00.00,
16/09/2014 17.00.00,
16/09/2014 18.00.00,
16/09/2014 19.00.00,
16/09/2014 20.00.00,
16/09/2014 21.00.00,
16/09/2014 22.00.00,
16/09/2014 23.00.00,
17/09/2014 00.00.00,
17/09/2014 01.00.00,
17/09/2014 02.00.00,
17/09/2014 03.00.00,
17/09/2014 04.00.00,
17/09/2014 05.00.00,
17/09/2014 06.00.00,
17/09/2014 07.00.00,
17/09/2014 08.00.00,
17/09/2014 09.00.00,
17/09/2014 10.00.00,
17/09/2014 11.00.00,
17/09/2014 12.00.00,
17/09/2014 13.00.00,
17/09/2014 14.00.00,
17/09/2014 15.00.00,
17/09/2014 16.00.00,
17/09/2014 17.00.00,
17/09/2014 18.00.00,
17/09/2014 19.00.00,
17/09/2014 20.00.00,
17/09/2014 21.00.00,
17/09/2014 22.00.00,
17/09/2014 23.00.00,
18/09/2014 00.00.00,
18/09/2014 01.00.00,
18/09/2014 02.00.00,
18/09/2014 03.00.00,
18/09/2014 04.00.00,
18/09/2014 05.00.00,
18/09/2014 06.00.00,
18/09/2014 07.00.00,
18/09/2014 08.00.00,
18/09/2014 09.00.00,
18/09/2014 10.00.00,
18/09/2014 11.00.00,
18/09/2014 12.00.00,
18/09/2014 13.00.00,
18/09/2014 14.00.00,
18/09/2014 15.00.00,
18/09/2014 16.00.00,
18/09/2014 17.00.00,
18/09/2014 18.00.00,
18/09/2014 19.00.00,
18/09/2014 20.00.00,
18/09/2014 21.00.00,
18/09/2014 22.00.00,
18/09/2014 23.00.00,
19/09/2014 00.00.00,
19/09/2014 01.00.00,
19/09/2014 02.00.00,
19/09/2014 03.00.00,
19/09/2014 04.00.00,
19/09/2014 05.00.00,
19/09/2014 06.00.00,
19/09/2014 07.00.00,
19/09/2014 08.00.00,
19/09/2014 09.00.00,
19/09/2014 10.00.00,
19/09/2014 11.00.00,
19/09/2014 12.00.00,24
19/09/2014 13.00.00,16
19/09/2014 14.00.00,8
19/09/2014 15.00.00,11
19/09/2014 16.00.00,16
19/09/2014 17.00.00,15
19/09/2014 18.00.00,17
19/09/2014 19.00.00,22
19/09/2014 20.00.00,22
19/09/2014 21.00.00,15
19/09/2014 22.00.00,8
19/09/2014 23.00.00,10
20/09/2014 00.00.00,7
20/09/2014 01.00.00,6
20/09/2014 02.00.00,5
20/09/2014 03.00.00,3
20/09/2014 04.00.00,3
20/09/2014 05.00.00,6
20/09/2014 06.00.00,9
20/09/2014 07.00.00,22
20/09/2014 08.00.00,20
20/09/2014 09.00.00,14
20/09/2014 10.00.00,19
20/09/2014 11.00.00,22
20/09/2014 12.00.00,18
20/09/2014 13.00.00,16
20/09/2014 14.00.00,11
20/09/2014 15.00.00,11
20/09/2014 16.00.00,8
20/09/2014 17.00.00,11
20/09/2014 18.00.00,28
20/09/2014 19.00.00,34
20/09/2014 20.00.00,36
20/09/2014 21.00.00,27
20/09/2014 22.00.00,21
20/09/2014 23.00.00,18
21/09/2014 00.00.00,24
21/09/2014 01.00.00,20
21/09/2014 02.00.00,17
21/09/2014 03.00.00,26
21/09/2014 04.00.00,12
21/09/2014 05.00.00,10
21/09/2014 06.00.00,13
21/09/2014 07.00.00,12
21/09/2014 08.00.00,16
21/09/2014 09.00.00,11
21/09/2014 10.00.00,13
21/09/2014 11.00.00,11
21/09/2014 12.00.00,13
21/09/2014 13.00.00,12
21/09/2014 14.00.00,5
21/09/2014 15.00.00,5
21/09/2014 16.00.00,4
21/09/2014 17.00.00,9
21/09/2014 18.00.00,24
21/09/2014 19.00.00,34
21/09/2014 20.00.00,13
21/09/2014 21.00.00,13
21/09/2014 22.00.00,18
21/09/2014 23.00.00,31
22/09/2014 00.00.00,11
22/09/2014 01.00.00,15
22/09/2014 02.00.00,5
22/09/2014 03.00.00,4
22/09/2014 04.00.00,4
22/09/2014 05.00.00,16
22/09/2014 06.00.00,20
22/09/2014 07.00.00,91
22/09/2014 08.00.00,65
22/09/2014 09.00.00,34
22/09/2014 10.00.00,20
22/09/2014 11.00.00,21
22/09/2014 12.00.00,26
22/09/2014 13.00.00,20
22/09/2014 14.00.00,10
22/09/2014 15.00.00,13
22/09/2014 16.00.00,19
22/09/2014 17.00.00,22
22/09/2014 18.00.00,44
22/09/2014 19.00.00,27
22/09/2014 20.00.00,22
22/09/2014 21.00.00,13
22/09/2014 22.00.00,6
22/09/2014 23.00.00,5
23/09/2014 00.00.00,6
23/09/2014 01.00.00,6
23/09/2014 02.00.00,4
23/09/2014 03.00.00,2
23/09/2014 04.00.00,2
23/09/2014 05.00.00,4
23/09/2014 06.00.00,5
23/09/2014 07.00.00,9
23/09/2014 08.00.00,16
23/09/2014 09.00.00,10
23/09/2014 10.00.00,8
23/09/2014 11.00.00,8
23/09/2014 12.00.00,12
23/09/2014 13.00.00,15
23/09/2014 14.00.00,6
23/09/2014 15.00.00,11
23/09/2014 16.00.00,11
23/09/2014 17.00.00,12
23/09/2014 18.00.00,19
23/09/2014 19.00.00,17
23/09/2014 20.00.00,11
23/09/2014 21.00.00,7
23/09/2014 22.00.00,6
23/09/2014 23.00.00,6
24/09/2014 00.00.00,3
24/09/2014 01.00.00,2
24/09/2014 02.00.00,2
24/09/2014 03.00.00,2
24/09/2014 04.00.00,1
24/09/2014 05.00.00,5
24/09/2014 06.00.00,10
24/09/2014 07.00.00,21
24/09/2014 08.00.00,23
24/09/2014 09.00.00,15
24/09/2014 10.00.00,11
24/09/2014 11.00.00,13
24/09/2014 12.00.00,15
24/09/2014 13.00.00,20
24/09/2014 14.00.00,7
24/09/2014 15.00.00,8
24/09/2014 16.00.00,13
24/09/2014 17.00.00,17
24/09/2014 18.00.00,19
24/09/2014 19.00.00,19
24/09/2014 20.00.00,25
24/09/2014 21.00.00,20
24/09/2014 22.00.00,10
24/09/2014 23.00.00,6
25/09/2014 00.00.00,13
25/09/2014 01.00.00,5
25/09/2014 02.00.00,2
25/09/2014 03.00.00,2
25/09/2014 04.00.00,4
25/09/2014 05.00.00,6
25/09/2014 06.00.00,14
25/09/2014 07.00.00,55
25/09/2014 08.00.00,99
25/09/2014 09.00.00,82
25/09/2014 10.00.00,45
25/09/2014 11.00.00,36
25/09/2014 12.00.00,27
25/09/2014 13.00.00,19
25/09/2014 14.00.00,8
25/09/2014 15.00.00,11
25/09/2014 16.00.00,15
25/09/2014 17.00.00,19
25/09/2014 18.00.00,37
25/09/2014 19.00.00,28
25/09/2014 20.00.00,21
25/09/2014 21.00.00,17
25/09/2014 22.00.00,20
25/09/2014 23.00.00,25
26/09/2014 00.00.00,7
26/09/2014 01.00.00,8
26/09/2014 02.00.00,1
26/09/2014 03.00.00,2
26/09/2014 04.00.00,2
26/09/2014 05.00.00,2
26/09/2014 06.00.00,3
26/09/2014 07.00.00,10
26/09/2014 08.00.00,18
26/09/2014 09.00.00,24
26/09/2014 10.00.00,13
26/09/2014 11.00.00,11
26/09/2014 12.00.00,15
26/09/2014 13.00.00,18
26/09/2014 14.00.00,7
26/09/2014 15.00.00,7
26/09/2014 16.00.00,11
26/09/2014 17.00.00,10
26/09/2014 18.00.00,11
26/09/2014 19.00.00,11
26/09/2014 20.00.00,10
26/09/2014 21.00.00,9
26/09/2014 22.00.00,6
26/09/2014 23.00.00,8
27/09/2014 00.00.00,5
27/09/2014 01.00.00,3
27/09/2014 02.00.00,3
27/09/2014 03.00.00,2
27/09/2014 04.00.00,2
27/09/2014 05.00.00,2
27/09/2014 06.00.00,4
27/09/2014 07.00.00,15
27/09/2014 08.00.00,14
27/09/2014 09.00.00,10
27/09/2014 10.00.00,15
27/09/2014 11.00.00,12
27/09/2014 12.00.00,14
27/09/2014 13.00.00,9
27/09/2014 14.00.00,5
27/09/2014 15.00.00,5
27/09/2014 16.00.00,6
27/09/2014 17.00.00,9
27/09/2014 18.00.00,13
27/09/2014 19.00.00,12
27/09/2014 20.00.00,18
27/09/2014 21.00.00,9
27/09/2014 22.00.00,6
27/09/2014 23.00.00,8
28/09/2014 00.00.00,6
28/09/2014 01.00.00,5
28/09/2014 02.00.00,4
28/09/2014 03.00.00,4
28/09/2014 04.00.00,2
28/09/2014 05.00.00,2
28/09/2014 06.00.00,4
28/09/2014 07.00.00,5
28/09/2014 08.00.00,5
28/09/2014 09.00.00,6
28/09/2014 10.00.00,9
28/09/2014 11.00.00,11
28/09/2014 12.00.00,14
28/09/2014 13.00.00,10
28/09/2014 14.00.00,5
28/09/2014 15.00.00,4
28/09/2014 16.00.00,5
28/09/2014 17.00.00,11
28/09/2014 18.00.00,12
28/09/2014 19.00.00,13
28/09/2014 20.00.00,7
28/09/2014 21.00.00,8
28/09/2014 22.00.00,6
28/09/2014 23.00.00,4
29/09/2014 00.00.00,6
29/09/2014 01.00.00,7
29/09/2014 02.00.00,1
29/09/2014 03.00.00,1
29/09/2014 04.00.00,1
29/09/2014 05.00.00,2
29/09/2014 06.00.00,15
29/09/2014 07.00.00,27
29/09/2014 08.00.00,36
29/09/2014 09.00.00,23
29/09/2014 10.00.00,17
29/09/2014 11.00.00,22
29/09/2014 12.00.00,16
29/09/2014 13.00.00,17
29/09/2014 14.00.00,7
29/09/2014 15.00.00,9
29/09/2014 16.00.00,15
29/09/2014 17.00.00,25
29/09/2014 18.00.00,26
29/09/2014 19.00.00,22
29/09/2014 20.00.00,17
29/09/2014 21.00.00,16
29/09/2014 22.00.00,8
29/09/2014 23.00.00,10
30/09/2014 00.00.00,19
30/09/2014 01.00.00,9
30/09/2014 02.00.00,4
30/09/2014 03.00.00,2
30/09/2014 04.00.00,4
30/09/2014 05.00.00,7
30/09/2014 06.00.00,35
30/09/2014 07.00.00,72
30/09/2014 08.00.00,75
30/09/2014 09.00.00,30
30/09/2014 10.00.00,15
30/09/2014 11.00.00,10
30/09/2014 12.00.00,16
30/09/2014 13.00.00,16
30/09/2014 14.00.00,10
30/09/2014 15.00.00,8
30/09/2014 16.00.00,19
30/09/2014 17.00.00,20
30/09/2014 18.00.00,24
30/09/2014 19.00.00,24
30/09/2014 20.00.00,22
30/09/2014 21.00.00,14
30/09/2014 22.00.00,17
30/09/2014 23.00.00,23
01/10/2014 00.00.00,12
01/10/2014 01.00.00,7
01/10/2014 02.00.00,6
01/10/2014 03.00.00,5
01/10/2014 04.00.00,3
01/10/2014 05.00.00,9
01/10/2014 06.00.00,57
01/10/2014 07.00.00,131
01/10/2014 08.00.00,113
01/10/2014 09.00.00,26
01/10/2014 10.00.00,17
01/10/2014 11.00.00,15
01/10/2014 12.00.00,20
01/10/2014 13.00.00,15
01/10/2014 14.00.00,11
01/10/2014 15.00.00,12
01/10/2014 16.00.00,14
01/10/2014 17.00.00,28
01/10/2014 18.00.00,19
01/10/2014 19.00.00,29
01/10/2014 20.00.00,38
01/10/2014 21.00.00,33
01/10/2014 22.00.00,11
01/10/2014 23.00.00,17
02/10/2014 00.00.00,20
02/10/2014 01.00.00,6
02/10/2014 02.00.00,6
02/10/2014 03.00.00,5
02/10/2014 04.00.00,5
02/10/2014 05.00.00,16
02/10/2014 06.00.00,19
02/10/2014 07.00.00,50
02/10/2014 08.00.00,66
02/10/2014 09.00.00,28
02/10/2014 10.00.00,15
02/10/2014 11.00.00,18
02/10/2014 12.00.00,22
02/10/2014 13.00.00,18
02/10/2014 14.00.00,10
02/10/2014 15.00.00,11
02/10/2014 16.00.00,18
02/10/2014 17.00.00,31
02/10/2014 18.00.00,21
02/10/2014 19.00.00,19
02/10/2014 20.00.00,22
02/10/2014 21.00.00,19
02/10/2014 22.00.00,10
02/10/2014 23.00.00,7
03/10/2014 00.00.00,7
03/10/2014 01.00.00,11
03/10/2014 02.00.00,11
03/10/2014 03.00.00,3
03/10/2014 04.00.00,2
03/10/2014 05.00.00,6
03/10/2014 06.00.00,28
03/10/2014 07.00.00,48
03/10/2014 08.00.00,71
03/10/2014 09.00.00,31
03/10/2014 10.00.00,21
03/10/2014 11.00.00,20
03/10/2014 12.00.00,22
03/10/2014 13.00.00,19
03/10/2014 14.00.00,10
03/10/2014 15.00.00,12
03/10/2014 16.00.00,19
03/10/2014 17.00.00,26
03/10/2014 18.00.00,43
03/10/2014 19.00.00,26
03/10/2014 20.00.00,24
03/10/2014 21.00.00,25
03/10/2014 22.00.00,15
03/10/2014 23.00.00,8
