TARANTO -  V. Machiavelli,,,,,,
,SO2,NO2,CO,PM10,BENZENE,PM2.5
04/07/2011 15.00,"3,866792","11,17338",,"25,6","0,350611","14,9"
04/07/2011 16.00,"4,321922","10,847605",,"25,6","0,318779","14,9"
04/07/2011 17.00,"5,421044","15,973003",,"25,6",,"14,9"
04/07/2011 18.00,"4,811366","16,755522",,"25,6","0,502906","14,9"
04/07/2011 19.00,"4,567547","10,105231",,"25,6","0,463345","14,9"
04/07/2011 20.00,"4,451959","12,196097",,"25,6","0,576995","14,9"
04/07/2011 21.00,"4,298443","10,743782",,"25,6","0,623421","14,9"
04/07/2011 22.00,"3,928199","6,92804",,"25,6","0,634252","14,9"
04/07/2011 23.00,"4,218975","3,862467",,"25,6","0,424445","14,9"
05/07/2011 0.00,"4,451959","5,710637",,"25,6","0,341559","14,9"
05/07/2011 1.00,,"1,87802",,"57,599991","0,358492","21,9"
05/07/2011 2.00,"4,914311",,,"57,599991","0,268081","21,9"
05/07/2011 3.00,"5,028095","0,922787",,"57,599991","0,294116","21,9"
05/07/2011 4.00,"4,569352","2,162254",,"57,599991","0,267573","21,9"
05/07/2011 5.00,"4,374298","10,645146",,"57,599991","0,2961","21,9"
05/07/2011 6.00,"4,618117","25,111213",,"57,599991","0,631608","21,9"
05/07/2011 7.00,"4,269546","24,315629",,"57,599991","1,00561","21,9"
05/07/2011 8.00,"4,804142","20,054718",,"57,599991","1,362068","21,9"
05/07/2011 9.00,"4,937791","30,61938",,"57,599991","1,44414","21,9"
05/07/2011 10.00,"11,083835","18,36489",,"57,599991","0,689984","21,9"
05/07/2011 11.00,"24,466792","15,321374",,"57,599991","1,42441","21,9"
05/07/2011 12.00,"6,684259","18,538799",,"57,599991","2,060391","21,9"
05/07/2011 13.00,"5,940159","26,46879",,"57,599991","0,476363","21,9"
05/07/2011 14.00,"6,057553","31,686237",,"57,599991","0,49116","21,9"
05/07/2011 15.00,"6,344718","36,296279",,"57,599991","1,512991","21,9"
05/07/2011 16.00,"6,258027","36,235267",,"57,599991","2,311641","21,9"
05/07/2011 17.00,"5,938352","21,714679",,"57,599991","0,742105","21,9"
05/07/2011 18.00,"6,299566","31,901682",,"57,599991","0,958675","21,9"
05/07/2011 19.00,"6,510876","15,510865",,"57,599991","0,526806","21,9"
05/07/2011 20.00,"6,612016","16,364862",,"57,599991","0,774852","21,9"
05/07/2011 21.00,"6,230936","12,630882",,"57,599991","0,816804","21,9"
05/07/2011 22.00,"6,239966","8,588019",,"57,599991","0,65449","21,9"
05/07/2011 23.00,"5,734267","13,871654",,"57,599991","0,51028","21,9"
06/07/2011 0.00,"5,822764","13,730182",,"57,599991","0,626828","21,9"
06/07/2011 1.00,"5,701759","7,952063",,"24,5","0,581165","9,4"
06/07/2011 2.00,"5,46155","6,700914",,"24,5","0,438937","9,4"
06/07/2011 3.00,"5,528375","5,362808",,"24,5","0,396071","9,4"
06/07/2011 4.00,"5,36041","4,597063",,"24,5","0,342373","9,4"
06/07/2011 5.00,"5,317065","8,024744",,"24,5","0,321779","9,4"
06/07/2011 6.00,"5,600618","20,027454",,"24,5","0,572673","9,4"
06/07/2011 7.00,"5,454326","23,032027",,"24,5","1,052544","9,4"
06/07/2011 8.00,"6,209263","13,340825",,"24,5","0,540942","9,4"
06/07/2011 9.00,"5,685504","14,861931",,"24,5","1,196958","9,4"
06/07/2011 10.00,"5,336932","12,138991",,"24,5","0,24347","9,4"
06/07/2011 11.00,"5,425804","13,86498",,"24,5","0,40858","9,4"
06/07/2011 12.00,"5,250241","17,335674",,"24,5","0,258572","9,4"
06/07/2011 13.00,"5,432654","19,208487",,"24,5",,"9,4"
06/07/2011 14.00,"5,270108","19,021606",,"24,5","0,581368","9,4"
06/07/2011 15.00,"5,14007","13,131866",,"24,5","0,500313","9,4"
06/07/2011 16.00,"4,544068","7,693784",,"24,5","0,435022","9,4"
06/07/2011 17.00,"4,549486","9,717168",,"24,5","0,472549","9,4"
06/07/2011 18.00,"4,672299","5,510764",,"24,5","0,391392","9,4"
06/07/2011 19.00,"4,742735","6,702212",,"24,5","0,302608","9,4"
06/07/2011 20.00,"4,621729","8,684061",,"24,5","0,310287","9,4"
06/07/2011 21.00,"4,627147","6,31934",,"24,5","0,350916","9,4"
06/07/2011 22.00,"4,334564","15,017674",,"24,5","0,324474","9,4"
06/07/2011 23.00,"4,719256","8,957913",,"24,5","0,378578","9,4"
07/07/2011 0.00,"4,533232","17,730228",,"24,5","0,686221","9,4"
07/07/2011 1.00,,"7,683404",,"30,5","0,503669","12,8"
07/07/2011 2.00,"4,975718",,,"30,5","0,504788","12,8"
07/07/2011 3.00,"5,192447","8,138955",,"30,5","0,447938","12,8"
07/07/2011 4.00,"4,751766","8,769723",,"30,5","0,477329","12,8"
07/07/2011 5.00,"5,019064","32,501304",,"30,5","0,59825","12,8"
07/07/2011 6.00,"5,302616","43,49557",,"30,5","1,1127","12,8"
07/07/2011 7.00,"5,047962","35,857588",,"30,5","1,114123","12,8"
07/07/2011 8.00,"4,69939","46,283401",,"30,5","0,890994","12,8"
07/07/2011 9.00,"4,746348","33,446156",,"30,5","0,830431","12,8"
07/07/2011 10.00,"5,100337","18,507653",,"30,5","0,603284","12,8"
07/07/2011 11.00,"5,028095","17,298037",,"30,5","0,529043","12,8"
07/07/2011 12.00,"4,948627","12,601037",,"30,5","0,516077","12,8"
07/07/2011 13.00,"5,434459","15,259081",,"30,5","0,463752","12,8"
07/07/2011 14.00,"5,34235","22,124804",,"30,5","0,40802","12,8"
07/07/2011 15.00,"5,280944","25,041119",,"30,5","0,358594","12,8"
07/07/2011 16.00,"5,74691","30,287131",,"30,5","0,431361","12,8"
07/07/2011 17.00,"5,958219","24,07292",,"30,5","0,431971","12,8"
07/07/2011 18.00,"5,564497","16,246757",,"30,5","0,49894","12,8"
07/07/2011 19.00,"5,421817","29,949681",,"30,5","0,381324","12,8"
07/07/2011 20.00,"5,624097","51,13485",,"30,5","0,780192","12,8"
07/07/2011 21.00,"5,475999","31,736848",,"30,5","1,217857","12,8"
07/07/2011 22.00,"5,568108","37,821289",,"30,5","1,075681","12,8"
07/07/2011 23.00,"5,456133","28,629751",,"30,5","0,764733","12,8"
08/07/2011 0.00,"5,311647","33,033431",,"30,5","1,147227","12,8"
08/07/2011 1.00,"5,114786","17,539436",,"31,1","0,714595","17,4"
08/07/2011 2.00,"5,387502","13,07346",,"31,1","0,610912","17,4"
08/07/2011 3.00,"5,300811","10,981294",,"31,1","0,712917","17,4"
08/07/2011 4.00,"5,367635","11,500444",,"31,1","0,89857","17,4"
08/07/2011 5.00,"5,409175","19,12673",,"31,1","0,87762","17,4"
08/07/2011 6.00,"5,716207","45,543626",,"31,1","0,874722","17,4"
08/07/2011 7.00,"5,895007","58,484712",,"31,1","1,951114","17,4"
08/07/2011 8.00,"5,593394","51,007666",,"31,1","2,085358","17,4"
08/07/2011 9.00,"5,114786","33,372161",,"31,1","1,106699","17,4"
08/07/2011 10.00,"5,692727","33,56296",,"31,1","0,825753","17,4"
08/07/2011 11.00,"5,817347","20,672506",,"31,1","0,689933","17,4"
08/07/2011 12.00,"5,829989","19,896366",,"31,1","0,574147","17,4"
08/07/2011 13.00,"5,858886","15,84442",,"31,1","0,530823","17,4"
08/07/2011 14.00,"5,923905","8,231107",,"31,1","0,416665","17,4"
08/07/2011 15.00,"6,075614","9,105871",,"31,1","0,374968","17,4"
08/07/2011 16.00,"6,292341","23,147532",,"31,1","0,325847","17,4"
08/07/2011 17.00,"6,232742","10,04034",,"31,1","0,36373","17,4"
08/07/2011 18.00,"6,133408","12,612716",,"31,1","0,463498","17,4"
08/07/2011 19.00,"5,958219","10,453061",,"31,1","0,58747","17,4"
08/07/2011 20.00,"5,801092","8,720403",,"31,1","2,120445","17,4"
08/07/2011 21.00,"5,703563","19,051461",,"31,1","0,762547","17,4"
08/07/2011 22.00,"5,611454","30,91918",,"31,1","1,931283","17,4"
08/07/2011 23.00,"5,396532","29,638198",,"31,1","1,508719","17,4"
09/07/2011 0.00,"5,606037","26,036601",,"31,1","1,517872","17,4"
09/07/2011 1.00,,"27,546031",,"31,1","1,259046","15,4"
09/07/2011 2.00,"5,16355",,,"31,1","0,734121","15,4"
09/07/2011 3.00,"5,436266","10,443976",,"31,1","0,566876","15,4"
09/07/2011 4.00,"5,550047","14,11825",,"31,1","0,462582","15,4"
09/07/2011 5.00,"6,043105","31,35787",,"31,1","0,603945","15,4"
09/07/2011 6.00,"5,5952","35,82256",,"31,1","1,163245","15,4"
09/07/2011 7.00,"5,970862","48,413216",,"31,1","1,026509","15,4"
09/07/2011 8.00,"5,719818","77,006639",,"31,1","1,27125","15,4"
09/07/2011 9.00,"6,016014","17,072204",,"31,1","2,504871","15,4"
09/07/2011 10.00,"5,891395","8,036425",,"31,1","0,970116","15,4"
09/07/2011 11.00,"5,889589","16,694523",,"31,1","0,594182","15,4"
09/07/2011 12.00,"5,92571","17,445995",,"31,1","0,918554","15,4"
09/07/2011 13.00,"5,770389","9,249934",,"31,1","0,474685","15,4"
09/07/2011 14.00,"6,44044","14,049456",,"31,1","0,439649","15,4"
09/07/2011 15.00,"6,350137","14,554337",,"31,1","0,464718","15,4"
09/07/2011 16.00,"7,713718","17,675717",,"31,1","0,361594","15,4"
09/07/2011 17.00,"8,569794","19,653658",,"31,1","0,392308","15,4"
09/07/2011 18.00,"10,292782","21,898976",,"31,1","0,565757","15,4"
09/07/2011 19.00,"7,388626","18,55957",,"31,1","0,402427","15,4"
09/07/2011 20.00,"5,643963","34,233959",,"31,1","0,425004","15,4"
09/07/2011 21.00,"5,676473","35,196976",,"31,1","0,849246","15,4"
09/07/2011 22.00,"5,159938","26,938626",,"31,1","0,601149","15,4"
09/07/2011 23.00,"5,609649","29,971746",,"31,1","1,165126","15,4"
10/07/2011 0.00,"5,492253","23,638132",,"31,1","1,205653","15,4"
10/07/2011 1.00,"5,587975","35,771931",,30,"1,231434",11
10/07/2011 2.00,"5,261077","31,60318",,30,"0,92486",11
10/07/2011 3.00,"5,308035","16,209122",,30,"0,81599",11
10/07/2011 4.00,"5,734267","16,588093",,30,"0,575215",11
10/07/2011 5.00,"6,034074","21,97037",,30,"0,536823",11
10/07/2011 6.00,"5,811928","29,771884",,30,"0,890587",11
10/07/2011 7.00,"5,589782","31,818625",,30,"1,218874",11
10/07/2011 8.00,"5,858886","54,173172",,30,"1,104462",11
10/07/2011 9.00,"5,580751","32,586961",,30,"4,889736",11
10/07/2011 10.00,"5,911261","46,147133",,30,"2,855736",11
10/07/2011 11.00,"6,129796","34,566205",,30,"4,341064",11
10/07/2011 12.00,"6,707738","21,840585",,30,"3,554923",11
10/07/2011 13.00,"7,000321","15,17082",,30,"1,644997",11
10/07/2011 14.00,"7,06534","5,861192",,30,"1,11453",11
10/07/2011 15.00,"7,12494","11,971563",,30,"1,052748",11
10/07/2011 16.00,"7,854592","16,296081",,30,"1,683643",11
10/07/2011 17.00,"8,105635","17,691291",,30,"1,009983",11
10/07/2011 18.00,"8,08035","29,350079",,30,"2,462157",11
10/07/2011 19.00,"7,915998","31,01394",,30,"2,580129",11
10/07/2011 20.00,"6,931691","15,878161",,30,"3,215245",11
10/07/2011 21.00,"6,521712","24,198806",,30,"2,395035",11
10/07/2011 22.00,"6,216488","52,363922",,30,"2,026372",11
10/07/2011 23.00,"6,472948","58,357507",,30,"2,035525",11
11/07/2011 0.00,"5,914874","40,553291",,30,"2,068578",11
11/07/2011 1.00,,"34,740142",,"40,900002","1,319049","20,200001"
11/07/2011 2.00,"6,034074",,,"40,900002","1,212264","20,200001"
11/07/2011 3.00,"6,050329","18,924271",,"40,900002","0,832109","20,200001"
11/07/2011 4.00,"5,318871","16,733459",,"40,900002","0,715002","20,200001"
11/07/2011 5.00,"5,145489","18,140357",,"40,900002","0,778259","20,200001"
11/07/2011 6.00,"6,469337","64,061655",,"40,900002","0,955827","20,200001"
11/07/2011 7.00,"6,079226","100,067228",,"40,900002","2,51199","20,200001"
11/07/2011 8.00,,,,"40,900002","3,61035","20,200001"
11/07/2011 9.00,"6,124378","36,345588",,"40,900002","2,356389","20,200001"
11/07/2011 10.00,"5,599172","40,735083",,"40,900002",,"20,200001"
11/07/2011 11.00,"5,81554","19,121529",,"40,900002","0,970371","20,200001"
11/07/2011 12.00,"5,763164","26,137842",,"40,900002","0,821024","20,200001"
11/07/2011 13.00,"5,963638","22,894459",,"40,900002","0,835567","20,200001"
11/07/2011 14.00,"6,109929","20,671185",,"40,900002","0,726087","20,200001"
11/07/2011 15.00,"7,138236","23,698722",,"40,900002","0,631964","20,200001"
11/07/2011 16.00,"6,785399","11,980659",,"40,900002","0,560774","20,200001"
11/07/2011 17.00,"7,641475","22,886658",,"40,900002","0,686933","20,200001"
11/07/2011 18.00,"8,19052","17,932689",,"40,900002","0,705442","20,200001"
11/07/2011 19.00,"7,74984","35,583753",,"40,900002","0,509161","20,200001"
11/07/2011 20.00,"6,211069","33,816052",,"40,900002","1,406257","20,200001"
11/07/2011 21.00,"5,869722","84,33182",,"40,900002","1,614996","20,200001"
11/07/2011 22.00,"6,153275","86,046328",,"40,900002","1,250198","20,200001"
11/07/2011 23.00,"5,932935","49,469673",,"40,900002","2,039593","20,200001"
12/07/2011 0.00,"5,340545","31,572032",,"40,900002","1,37956","20,200001"
12/07/2011 1.00,"4,963076","22,771155",,"41,400002","1,103445","20,79999"
12/07/2011 2.00,"5,143683","25,97819",,"41,400002","1,064799","20,79999"
12/07/2011 3.00,"5,168967","25,836721",,"41,400002","1,084122","20,79999"
12/07/2011 4.00,"5,051573","18,2364",,"41,400002","0,808667","20,79999"
12/07/2011 5.00,"5,318871","26,557049",,"41,400002","0,686627","20,79999"
12/07/2011 6.00,"14,249878","61,255659",,"41,400002","0,965896","20,79999"
12/07/2011 7.00,"6,126184","73,776237",,"41,400002","3,678489","20,79999"
12/07/2011 8.00,"6,364585","43,282725",,"41,400002","2,839972","20,79999"
12/07/2011 9.00,"6,202039","47,190606",,"41,400002","2,911162","20,79999"
12/07/2011 10.00,"6,277894","38,768723",,"41,400002","1,58296","20,79999"
12/07/2011 11.00,"6,487397","20,188386",,"41,400002","0,933708","20,79999"
12/07/2011 12.00,"6,832356","14,555627",,"41,400002","0,873349","20,79999"
12/07/2011 13.00,"8,239284","15,269457",,"41,400002","0,856568","20,79999"
12/07/2011 14.00,"7,056309","26,026219",,"41,400002","0,847873","20,79999"
12/07/2011 15.00,"10,859882","27,626488",,"41,400002","0,728477","20,79999"
12/07/2011 16.00,"11,89115","27,449991",,"41,400002","0,589962","20,79999"
12/07/2011 17.00,"7,5891","27,259192",,"41,400002","0,614471","20,79999"
12/07/2011 18.00,"6,754696","11,076034",,"41,400002","0,841313","20,79999"
12/07/2011 19.00,"5,784837","34,559725",,"41,400002","0,73102","20,79999"
12/07/2011 20.00,"5,410981","64,750837",,"41,400002","0,807701","20,79999"
12/07/2011 21.00,"5,136459","52,070621",,"41,400002","0,761835","20,79999"
12/07/2011 22.00,"5,313454","56,543078",,"41,400002","0,815685","20,79999"
12/07/2011 23.00,"5,107561","11,952105",,"41,400002","1,153532","20,79999"
13/07/2011 0.00,"5,420012","17,177339",,"41,400002","0,67483","20,79999"
13/07/2011 1.00,,"23,911988",,"51,400002","0,547146","31,200001"
13/07/2011 2.00,"5,401951",,,"51,400002","0,889977","31,200001"
13/07/2011 3.00,"5,788448","37,490323",,"51,400002","1,229553","31,200001"
13/07/2011 4.00,"5,61326","35,03864",,"51,400002","1,214044","31,200001"
13/07/2011 5.00,"6,048523","21,117657",,"51,400002","1,770088","31,200001"
13/07/2011 6.00,"6,019626","39,43842",,"51,400002","1,169296","31,200001"
13/07/2011 7.00,"6,258027","59,490558",,"51,400002","1,357695","31,200001"
13/07/2011 8.00,"6,241772","30,067786",,"51,400002","1,274809","31,200001"
13/07/2011 9.00,"6,579507","58,521042",,"51,400002","1,058341","31,200001"
13/07/2011 10.00,"6,328463","31,764111",,"51,400002","1,333287","31,200001"
13/07/2011 11.00,"6,586731","24,024909",,"51,400002","1,260877","31,200001"
13/07/2011 12.00,"6,444053","15,567971",,"51,400002","0,797582","31,200001"
13/07/2011 13.00,"7,179122","14,127332",,"51,400002","0,87045","31,200001"
13/07/2011 14.00,"8,22303","17,989804",,"51,400002","0,699594","31,200001"
13/07/2011 15.00,"10,249437","19,486243",,"51,400002","0,83511","31,200001"
13/07/2011 16.00,"8,609527","23,150132",,"51,400002","0,752682","31,200001"
13/07/2011 17.00,"10,534788","59,637208",,"51,400002","0,669339","31,200001"
13/07/2011 18.00,"10,885164","38,69215",,"51,400002","0,668271","31,200001"
13/07/2011 19.00,"6,574089","20,538818",,"51,400002","0,694255","31,200001"
13/07/2011 20.00,"5,75594","19,939195",,"51,400002","0,748461","31,200001"
13/07/2011 21.00,"5,60423","11,391424",,"51,400002","0,864145","31,200001"
13/07/2011 22.00,"5,268302","42,886867",,"51,400002","8,738572","31,200001"
13/07/2011 23.00,"5,70537","31,442226",,"51,400002","1,157651","31,200001"
14/07/2011 0.00,"5,678279","29,003548",,"51,400002","1,038357","31,200001"
14/07/2011 1.00,"5,479611","17,901543",,"42,400002","1,000931","27,200001"
14/07/2011 2.00,"5,524763","16,078037",,"42,400002","0,868976","27,200001"
14/07/2011 3.00,"5,280944","20,213052",,"42,400002","1,042934","27,200001"
14/07/2011 4.00,"5,196058","18,433671",,"42,400002","1,226502","27,200001"
14/07/2011 5.00,"5,600618","13,863862",,"42,400002","1,355661","27,200001"
14/07/2011 6.00,"5,253852","23,478498",,"42,400002","1,217349","27,200001"
14/07/2011 7.00,"5,578946","44,283373",,"42,400002","1,019187","27,200001"
14/07/2011 8.00,"5,483224","21,544664",,"42,400002","1,100394","27,200001"
14/07/2011 9.00,"5,513927","32,581761",,"42,400002","0,995084","27,200001"
14/07/2011 10.00,"5,694534","29,050258",,"42,400002","1,267182","27,200001"
14/07/2011 11.00,"5,600618","11,757415",,"42,400002","1,015119","27,200001"
14/07/2011 12.00,"5,723431","7,798914",,"42,400002","1,143566","27,200001"
14/07/2011 13.00,"5,829989","32,522069",,"42,400002","0,881739","27,200001"
14/07/2011 14.00,"5,568108","33,037333",,"42,400002","0,731325","27,200001"
14/07/2011 15.00,"6,523519","24,90227",,"42,400002","0,733054","27,200001"
14/07/2011 16.00,"6,528938","25,102131",,"42,400002","0,682712","27,200001"
14/07/2011 17.00,"6,723993","22,528444",,"42,400002","0,70829","27,200001"
14/07/2011 18.00,"6,158694","16,128652",,"42,400002","0,805006","27,200001"
14/07/2011 19.00,"5,54463","15,427802",,"42,400002","0,856416","27,200001"
14/07/2011 20.00,"5,201477","11,875522",,"42,400002","0,808769","27,200001"
14/07/2011 21.00,"5,116592","8,632146",,"42,400002","0,771598","27,200001"
14/07/2011 22.00,"4,377909","11,724969",,"42,400002","0,659067","27,200001"
14/07/2011 23.00,"4,793305","12,179233",,"42,400002","0,590419","27,200001"
15/07/2011 0.00,"4,679523","7,708063",,"42,400002","0,550299","27,200001"
15/07/2011 1.00,,"8,186977",,"50,400002","0,511246","24,29999"
15/07/2011 2.00,"4,491692",,,"50,400002","0,520501","24,29999"
15/07/2011 3.00,"4,621729","8,189572",,"50,400002","0,572622","24,29999"
15/07/2011 4.00,"4,858324","9,477063",,"50,400002","0,527772","24,29999"
15/07/2011 5.00,"5,056991","21,191651",,"50,400002","0,531586","24,29999"
15/07/2011 6.00,"5,022676","18,85807",,"50,400002","0,704171","24,29999"
15/07/2011 7.00,"4,849294","34,04836",,"50,400002","0,814668","24,29999"
15/07/2011 8.00,"4,963076","36,197639",,"50,400002","3,075103","24,29999"
15/07/2011 9.00,"5,033452","23,910285",,"50,400002","1,312947","24,29999"
15/07/2011 10.00,"4,358043","20,040435",,"50,400002","1,177177","24,29999"
15/07/2011 11.00,"3,590464","18,468714",,"50,400002","0,929182","24,29999"
15/07/2011 12.00,"3,758428","13,300585",,"50,400002","0,938081","24,29999"
15/07/2011 13.00,"4,087133","14,96057",,"50,400002","0,833381","24,29999"
15/07/2011 14.00,"4,161181","22,344147",,"50,400002","0,635574","24,29999"
15/07/2011 15.00,"4,312891","33,603189",,"50,400002","0,6491","24,29999"
15/07/2011 16.00,"4,594638","33,407207",,"50,400002","0,773225","24,29999"
15/07/2011 17.00,"3,953484","17,883376",,"50,400002","0,615743","24,29999"
15/07/2011 18.00,"3,745786","23,533009",,"50,400002","0,472447","24,29999"
15/07/2011 19.00,"3,590464","24,672524",,"50,400002","0,704781","24,29999"
15/07/2011 20.00,"3,191322","18,104014",,"50,400002","0,614878","24,29999"
15/07/2011 21.00,"3,359287","11,796353",,"50,400002","0,689831","24,29999"
15/07/2011 22.00,"2,828303","14,193521",,"50,400002","0,835567","24,29999"
15/07/2011 23.00,"2,895127","18,368774",,"50,400002","0,913215","24,29999"
16/07/2011 0.00,"3,05045","24,872405",,"50,400002","0,828448","24,29999"
16/07/2011 1.00,"3,832477","48,828538",,"36,400002","1,351847","10,9"
16/07/2011 2.00,"7,679402","27,29554",,"36,400002","3,909348","10,9"
16/07/2011 3.00,"4,733706","14,610138",,"36,400002","1,101309","10,9"
16/07/2011 4.00,"4,222588","24,144296",,"36,400002","0,523602","10,9"
16/07/2011 5.00,"4,650626","31,329323",,"36,400002","0,548671","10,9"
16/07/2011 6.00,"4,567547","38,109409",,"36,400002","0,704323","10,9"
16/07/2011 7.00,"4,657851","38,808951",,"36,400002","0,831855","10,9"
16/07/2011 8.00,"4,719256","20,93986",,"36,400002","1,276182","10,9"
16/07/2011 9.00,"4,562129","23,352594",,"36,400002","0,731121","10,9"
16/07/2011 10.00,"5,831795","19,939195",,"36,400002","1,060222","10,9"
16/07/2011 11.00,"5,638545","14,283073",,"36,400002","1,093326","10,9"
16/07/2011 12.00,"4,914311","14,136416",,"36,400002","0,861399","10,9"
16/07/2011 13.00,"4,86916","10,347935",,"36,400002","0,869535","10,9"
16/07/2011 14.00,"4,507947","8,992956",,"36,400002","0,46604","10,9"
16/07/2011 15.00,"4,430286","11,565332",,"36,400002","0,397393","10,9"
16/07/2011 16.00,"4,661462","17,578374",,"36,400002","0,407919","10,9"
16/07/2011 17.00,"4,439316","18,751655",,"36,400002","0,344814","10,9"
16/07/2011 18.00,"4,103388","13,239584",,"36,400002","0,432123","10,9"
16/07/2011 19.00,"3,933616","13,648422",,"36,400002","0,345983","10,9"
16/07/2011 20.00,"3,668125","8,201254",,"36,400002","0,586656","10,9"
16/07/2011 21.00,"3,698828","11,983252",,"36,400002","0,732901","10,9"
16/07/2011 22.00,"3,025165","9,105871",,"36,400002","0,68017","10,9"
16/07/2011 23.00,"3,158813","12,085782",,"36,400002","0,619251","10,9"
17/07/2011 0.00,"3,101019","13,174699",,"36,400002","0,725629","10,9"
17/07/2011 1.00,,"7,885872",,33,"0,87401","14,2"
17/07/2011 2.00,"3,133529",,,33,"0,596165","14,2"
17/07/2011 3.00,"3,243699","38,418293",,33,"0,908537","14,2"
17/07/2011 4.00,"4,23523","40,631166",,33,"4,207329","14,2"
17/07/2011 5.00,"4,619923","19,355156",,33,"2,811496","14,2"
17/07/2011 6.00,"4,347206","26,599878",,33,"0,530823","14,2"
