,Provincia Bari,,,,,
,Monopoli,,,,,
Parm,O3,NO2,CO,Benzene,PM10,BENZENE
,,,,,,
,,,,,,,
,,,,,,,,,
,,,,,,,,
,,,,,,,,
16/01/2010 9.00,"56,97682095","2,02727639","0,34119355",,,
16/01/2010 10.00,"60,916128","0,08046843","0,33770554",,"23,44322014",
16/01/2010 11.00,"64,4123655","0,08955234","0,32912648",,,
16/01/2010 12.00,"67,3372749",,"0,32118934",,"21,0012207",
16/01/2010 13.00,"71,82225435",,"0,3061154",,,
16/01/2010 14.00,"74,4807714",,"0,29922093",,"63,49206161",
16/01/2010 15.00,"75,54644055",,"0,2959333",,,
16/01/2010 16.00,"76,4667939",,"0,30868073",,"46,39804077",
16/01/2010 17.00,"76,0336794",,"0,30615618",,,
16/01/2010 18.00,"74,2299999",,"0,3363821",,"25,39682007",
16/01/2010 19.00,"73,2483801",,"0,31758017",,,
16/01/2010 20.00,"68,7064434","2,17133986","0,32435581",,"32,23442078",
16/01/2010 21.00,"47,0480451","23,20464384","0,46566681",,,
16/01/2010 22.00,"48,72206955","20,11181176","0,41768163",,"33,69963074",
16/01/2010 23.00,"48,2775636","16,33630964","0,45380129",,,
17/01/2010 0.00,"46,28725185","12,04684662","0,46093691",,"44,93283081",
17/01/2010 1.00,"47,1349473","11,64839538","0,43439938",,,
17/01/2010 2.00,"53,1586104","3,0344243","0,41391402",,"39,07204056",
17/01/2010 3.00,"54,55197825","0,68138326","0,36504576",,,
17/01/2010 4.00,"56,784483","0,3984455","0,37009604",,"39,56044006",
17/01/2010 5.00,"55,14038355","6,68274401","0,38007892",,,
17/01/2010 6.00,"57,6492756","0,05710762","0,3415547",,"31,25761986",
17/01/2010 7.00,"50,21660385","6,68663684","0,36969644",,,
17/01/2010 8.00,"43,00615515","14,2765847","0,418002",,"25,39682007",
17/01/2010 9.00,"37,981209","22,8386488","0,53959072",,,
17/01/2010 10.00,"49,4458356","12,75677987","0,48438953",,"31,25761986",
17/01/2010 11.00,"53,9179872","8,59580708","0,46230113",,,
17/01/2010 12.00,"54,22998525","9,12144647","0,49168476",,"29,7924099",
17/01/2010 13.00,"53,35665405","13,9625081","0,4857118",,,
17/01/2010 14.00,"51,7481454","15,84831753","0,45688854",,"41,5140419",
17/01/2010 15.00,"57,13211175","7,04225546","0,45512473",,,
17/01/2010 16.00,"47,84730195","17,6367813","0,55506542",,"53,72404099",
17/01/2010 17.00,"40,9901877","29,5097124","0,57246353",,,
17/01/2010 18.00,"34,423725","40,33786552","0,64442208",,"69,35285187",
17/01/2010 19.00,"22,87792185","48,54690368","0,78404966",,,
17/01/2010 20.00,"29,82906045","44,2872736","0,83620555",,"70,32967377",
17/01/2010 21.00,"25,1603016","46,58580352","0,85933662",,,
17/01/2010 22.00,"29,52985035","35,20735768","0,7394721",,"66,91085052",
17/01/2010 23.00,"28,3388154","29,50191144","0,84915452",,,
18/01/2010 0.00,"22,8508497","30,16902736","0,89722009",,"63,49206161",
18/01/2010 1.00,"28,2604518",,"0,7661308",,,
18/01/2010 2.00,,,"0,57086049",,"74,23686981",
18/01/2010 3.00,"43,48168335",,"0,50559486",,,
18/01/2010 4.00,"40,55037",,,,"69,35285187",
18/01/2010 5.00,"52,32563805",,"0,37284427",,,
18/01/2010 6.00,"41,5646679",,"0,39529615",,"61,53845978",
18/01/2010 7.00,"40,82075235",,"0,43057119",,,
18/01/2010 8.00,"22,75798245",,"0,60327195",,"43,9560318",
18/01/2010 9.00,"23,31877695",,"0,64901335",,,
18/01/2010 10.00,"28,4918319",,"0,54011148",,"31,74603081",
18/01/2010 11.00,"24,52762725",,"0,60810554",,,
18/01/2010 12.00,"23,85239955",,"0,65192934",,"39,56044006",
18/01/2010 13.00,"48,74485245",,"0,50507643",,,
18/01/2010 14.00,"66,7017477",,"0,36853028",,"31,74603081",
18/01/2010 15.00,"69,9177276",,"0,33796883",,,
18/01/2010 16.00,"71,66592615",,"0,34799599",,"20,51280975",
18/01/2010 17.00,"70,3912608",,"0,3620587",,,
18/01/2010 18.00,"62,7661713",,"0,37671906",,"15,62880993",
18/01/2010 19.00,"64,00077705",,"0,36829029",,,
18/01/2010 20.00,"32,5504599",,"0,51242642",,"21,97801971",
18/01/2010 21.00,"19,30595216",,"0,599276",,,
18/01/2010 22.00,"35,68203135",,"0,48773774",,"22,46640968",
18/01/2010 23.00,"32,94385395",,"0,42985238",,,
19/01/2010 0.00,"31,5618975",,"0,45961347",,"33,69963074",
19/01/2010 1.00,"37,12122435",,"0,4075205",,,
19/01/2010 2.00,"62,8920558",,"0,29059061",,"21,48962021",
19/01/2010 3.00,"66,30404445",,"0,26833795",,,
19/01/2010 4.00,"75,53570745",,"0,24964203",,"15,14041042",
19/01/2010 5.00,"72,9806511",,"0,26594154",,,
19/01/2010 6.00,"73,71311535",,"0,26937713",,"7,81440783",
19/01/2010 7.00,"61,73469645",,"0,3185145",,,
19/01/2010 8.00,"42,5274549",,"0,43152998",,"10,7448101",
19/01/2010 9.00,"47,1554559",,"0,45422185",,,
19/01/2010 10.00,"46,7019525",,"0,40644171",,"8,79120922",
19/01/2010 11.00,"32,84945055",,"0,47671218",,,
19/01/2010 12.00,"53,8263369",,"0,382353",,"14,16361046",
19/01/2010 13.00,"61,22684925",,"0,31987289",,,
19/01/2010 14.00,"64,6059204",,"0,28655389",,"8,79120922",
19/01/2010 15.00,"61,88491995",,"0,30860734",,,
19/01/2010 16.00,"67,5887247",,"0,29546381",,"5,37240601",
19/01/2010 17.00,"69,07940865",,"0,27257272",,,
19/01/2010 18.00,"67,59157755",,"0,32562566",,"6,34920597",
19/01/2010 19.00,"67,27828275",,"0,34236438",,,
19/01/2010 20.00,"66,80331315",,"0,34931477",,"7,81440783",
19/01/2010 21.00,"43,93087755",,"0,3847098",,,
19/01/2010 22.00,"27,694989",,"0,38451058",,"25,39682007",
19/01/2010 23.00,"28,70499765",,"0,39094138",,,
20/01/2010 0.00,"25,19144355",,"0,37216508",,"14,65200996",
20/01/2010 1.00,"44,84646285",,"0,35071277",,,
20/01/2010 2.00,,,"0,35203155",,"16,11721039",
20/01/2010 3.00,"31,8376464",,"0,36849067",,,
20/01/2010 4.00,"41,31447495",,,,"12,21000957",
20/01/2010 5.00,"57,48841875",,"0,30198198",,,
20/01/2010 6.00,"56,1892947",,"0,32772499",,"14,65200996",
20/01/2010 7.00,"54,1956114",,"0,34143354",,,
20/01/2010 8.00,"45,4776609",,"0,38809762",,"8,30280876",
20/01/2010 9.00,"47,2141089",,"0,4342421",,,
20/01/2010 10.00,"44,2128309",,"0,40818105",,"18,07081032",
20/01/2010 11.00,"45,03746415",,"0,42535665",,,
20/01/2010 12.00,"55,76198565",,"0,38367295",,"25,39682007",
20/01/2010 13.00,"62,0446197",,"0,37869257",,,
20/01/2010 14.00,"63,94970505",,"0,39554896",,"30,28083038",
20/01/2010 15.00,"69,9565104",,"0,35278996",,,
20/01/2010 16.00,"62,5419732",,"0,40320068",,"42,49084091",
20/01/2010 17.00,"42,64075095",,"0,50166881",,,
20/01/2010 18.00,"35,562072",,"0,57116688",,"42,97924042",
20/01/2010 19.00,"26,04949305",,"0,70438347",,,
20/01/2010 20.00,"23,1039753",,"0,80345157",,"57,63124084",
20/01/2010 21.00,"23,6184858",,"0,76742628",,,
20/01/2010 22.00,"20,7058257",,"0,90415068",,"51,77045059",
20/01/2010 23.00,"28,00746585",,"0,73395233",,,
21/01/2010 0.00,"35,1333066",,"0,57774214",,"62,51525116",
21/01/2010 1.00,"38,0388246",,"0,51234836",,,
21/01/2010 2.00,"41,8261326",,"0,45054162",,"49,32844162",
21/01/2010 3.00,"39,9467628",,"0,47249837",,,
21/01/2010 4.00,"39,26505135",,"0,39375486",,"30,28083038",
21/01/2010 5.00,"22,8267102",,"0,4119673",,,
21/01/2010 6.00,"6,94148679",,"0,51944205",,"27,35042",
21/01/2010 7.00,"2,89473902",,"0,75029146",,,
21/01/2010 8.00,"2,22798408",,"1,38545645",,"34,67642975",
21/01/2010 9.00,"3,59736804",,"2,89616204",,,
21/01/2010 10.00,"6,2640606",,"1,49978489",,"63,98046112",
21/01/2010 11.00,"7,39453334",,"1,02605162",,,
21/01/2010 12.00,"37,78871145",,"0,79544103",,"84,49327087",
21/01/2010 13.00,"52,39055535",,"0,49704609",,,
21/01/2010 14.00,"54,1012878",,"0,51282718",,"73,2600708",
21/01/2010 15.00,"61,35289335",,"0,36833106",,,
21/01/2010 16.00,"67,3839978",,"0,38989055",,"42,49084091",
21/01/2010 17.00,"69,5806524",,"0,32800342",,,
21/01/2010 18.00,"72,07454205",,"0,36107894",,"23,93161964",
21/01/2010 19.00,"75,37878075",,"0,32545324",,,
21/01/2010 20.00,"74,15827965",,"0,33322379",,"19,53602028",
21/01/2010 21.00,"78,19855365",,"0,29401105",,,
21/01/2010 22.00,"80,66385495",,"0,25021637",,"13,67521",
21/01/2010 23.00,"83,6193876",,"0,24391955",,,
22/01/2010 0.00,"83,72087325",,"0,24144975",,"11,72161007",
22/01/2010 1.00,"82,4131707",,"0,24599325",,,
22/01/2010 2.00,,,"0,26687354",,"9,76801014",
22/01/2010 3.00,"58,98415005",,"0,32122895",,,
22/01/2010 4.00,"58,5437937",,,,"15,14041042",
22/01/2010 5.00,"59,9176305",,"0,15912735",,,
22/01/2010 6.00,"56,4858714",,"0,20469516",,"8,30280876",
22/01/2010 7.00,"52,9201281",,"0,23408112",,,
22/01/2010 8.00,"35,06441925",,"0,33359193",,"6,34920597",
22/01/2010 9.00,"37,223508",,"0,42621758",,,
22/01/2010 10.00,"35,2995699",,"0,39385272",,"19,04759979",
22/01/2010 11.00,"60,4492182",,"0,2821863",,,
22/01/2010 12.00,"62,08386135",,"0,28669485",,"23,44322014",
22/01/2010 13.00,"66,28521165",,"0,29687812",,,
22/01/2010 14.00,"66,129861",,"0,33705314",,"13,67521",
22/01/2010 15.00,"64,8529413",,"0,33226266",,,
22/01/2010 16.00,"63,8410773",,"0,32497675",,"12,21000957",
22/01/2010 17.00,"60,9138138",,"0,37259846",,,
22/01/2010 18.00,"62,0909835",,"0,41257194",,"9,76801014",
22/01/2010 19.00,"48,88980915",,"0,44159442",,,
22/01/2010 20.00,"52,78903665",,"0,48345986",,"19,04759979",
22/01/2010 21.00,"49,5852861",,"0,48523066",,,
22/01/2010 22.00,"43,50131415",,"0,49078654",,"24,90842056",
22/01/2010 23.00,"69,0628302",,"0,26954605",,,
23/01/2010 0.00,"60,77414385",,"0,30271593",,"30,28083038",
23/01/2010 1.00,"46,24044915",,"0,2722838",,,
23/01/2010 2.00,"70,04474925",,"0,22631174",,"18,07081032",
23/01/2010 3.00,"54,73719405",,"0,22268859",,,
23/01/2010 4.00,"62,62542405",,"0,19781234",,"19,04759979",
23/01/2010 5.00,"74,0465796",,"0,21455805",,,
23/01/2010 6.00,"72,12405795",,"0,21894544",,"15,62880993",
23/01/2010 7.00,"71,0936604",,"0,22631174",,,
23/01/2010 8.00,"68,58823965",,"0,24644061",,"16,11721039",
23/01/2010 9.00,"65,63105115",,"0,33351038",,,
23/01/2010 10.00,"70,09606065",,"0,29490694",,"10,25640965",
23/01/2010 11.00,"66,4433952",,"0,33190035",,,
23/01/2010 12.00,"49,66793895",,"0,38914262",,"21,48962021",
23/01/2010 13.00,"58,63642155",,"0,35234959",,,
23/01/2010 14.00,"62,50855695",,"0,30573445",,"32,72283173",
23/01/2010 15.00,"43,7920455",,"0,38572102",,,
23/01/2010 16.00,"60,0430362",,"0,30980146",,"46,88644028",
23/01/2010 17.00,"69,74406285",,"0,25674503",,,
23/01/2010 18.00,"64,5237264",,"0,28291093",,"44,4444313",
23/01/2010 19.00,"48,94538985",,"0,32988723",,,
23/01/2010 20.00,"49,72351965",,"0,29627581",,"44,4444313",
23/01/2010 21.00,"53,64126075",,"0,33685276",,,
23/01/2010 22.00,"52,6579053",,"0,30823104",,"42,49084091",
23/01/2010 23.00,"52,14058185",,"0,28379633",,,
24/01/2010 0.00,"52,49401605",,"0,29885163",,"40,53723145",
24/01/2010 1.00,"55,70772165",,"0,26040779",,,
24/01/2010 2.00,,,"0,2177385",,"28,32722092",
24/01/2010 3.00,"57,85023195",,"0,20900333",,,
24/01/2010 4.00,"57,3431229",,,,"33,69963074",
24/01/2010 5.00,"61,1765952",,"0,30229653",,,
24/01/2010 6.00,"56,7457401",,"0,29576904",,"27,35042",
24/01/2010 7.00,"53,24605125",,"0,45886321",,,
24/01/2010 8.00,"52,00691685",,"0,92187615",,"26,37360954",
24/01/2010 9.00,"50,78493945",,"0,84802564",,,
24/01/2010 10.00,"43,29706605",,"0,65983037",,"63,49206161",
24/01/2010 11.00,"40,90043265",,"0,45773549",,,
24/01/2010 12.00,"41,8229805",,"0,45837974",,"96,21488953",
24/01/2010 13.00,"33,5729772",,"0,54355289",,,
24/01/2010 14.00,"39,05816985",,"0,46257024",,"69,84127045",
24/01/2010 15.00,"48,0158595",,"0,34585006",,,
24/01/2010 16.00,"36,8176851",,"0,40410938",,"77,16725922",
24/01/2010 17.00,"29,77962435",,"0,47199859",,,
24/01/2010 18.00,"35,0427735",,"0,49685736",,"56,65444183",
24/01/2010 19.00,"28,62356175",,"0,45596236",,,
24/01/2010 20.00,"26,3042745",,"0,461926",,"59,58485031",
24/01/2010 21.00,"26,22549195",,"0,52751783",,,
24/01/2010 22.00,"27,21824385",,"0,48098307",,"56,16604996",
24/01/2010 23.00,"35,56995225",,"0,41599471",,,
25/01/2010 0.00,"37,68868215",,"0,36148203",,"58,11965179",
25/01/2010 1.00,"50,49414825",,"0,25672872",,,
25/01/2010 2.00,"56,01802395",,"0,21724338",,"54,21244049",
25/01/2010 3.00,"57,5622936",,"0,239524",,,
25/01/2010 4.00,"57,91183755",,"0,19488353",,"38,0952301",
25/01/2010 5.00,"57,75283605",,"0,20817851",,,
25/01/2010 6.00,"51,2877792",,"0,20902547",,"28,81562042",
25/01/2010 7.00,"47,68207605",,"0,25846108",,,
25/01/2010 8.00,"40,80730605",,"0,32618835",,"22,46640968",
25/01/2010 9.00,"32,45990685",,"0,46301294",,,
25/01/2010 10.00,"25,08088065",,"0,48146654",,"22,95482063",
25/01/2010 11.00,"22,93924815",,"0,53404416",,,
25/01/2010 12.00,"29,2066005",,"0,46438298",,"45,42124176",
25/01/2010 13.00,"36,48677445",,"0,37904906",,,
25/01/2010 14.00,"40,70847375",,"0,30616433",,"61,53845978",
25/01/2010 15.00,"33,2076927","50,01478432","0,38025833",,,
25/01/2010 16.00,"31,64335335","43,02055448","0,47240168",,"52,2588501",
25/01/2010 17.00,"20,55693885","58,11870072","0,63581739",,,
25/01/2010 18.00,"5,09697563","78,24481424","1,16051475","7,90739976","49,32844162",
25/01/2010 19.00,"3,58504892","76,80157928","1,29645278","8,60559263",,
25/01/2010 20.00,"3,1537359","76,06826992","1,31833031","9,13515775","68,86447144",
25/01/2010 21.00,"4,94799102","72,95079216","1,136461","8,69455471",,
25/01/2010 22.00,"5,90492868","63,4036408","0,95588134","8,53577355","89,86569214",
25/01/2010 23.00,"10,63803825","54,09271704","0,74899132","8,30031364",,
26/01/2010 0.00,"23,3747367","41,04909128","0,52921057","7,58187128","92,30769348",
26/01/2010 1.00,"41,54792985","28,91917208","0,30841977",,,
26/01/2010 2.00,,"20,0767648","0,22103079",,"73,2600708",
26/01/2010 3.00,"59,86590015",,"0,21877419",,,
26/01/2010 4.00,"57,4184541","27,73551024",,,"50,30524063",
26/01/2010 5.00,"52,90323045","23,91456944","0,21218029",,,
26/01/2010 6.00,"34,1105499","42,59874816","0,24755668",,"33,21123123",
26/01/2010 7.00,"11,55034377","65,43479664","0,52907194",,,
26/01/2010 8.00,"3,80790039","87,24425408","1,26813512",,"29,30401993",
26/01/2010 9.00,"4,05361058","96,52533152","1,91869675",,,
26/01/2010 10.00,"16,83501498","71,79567648","0,74404822",,"60,56166077",
26/01/2010 11.00,"45,1500819",,,,,
26/01/2010 12.00,"58,70520915","23,65111496","0,23204587",,"68,86447144",
26/01/2010 13.00,"59,0225538","26,88671608","0,06444664",,,
26/01/2010 14.00,"57,7198587","31,36825288","0,15605525",,"60,07326126",
26/01/2010 15.00,"60,15425745","31,19563752","0,11576722",,,
26/01/2010 16.00,"52,9655343","34,43902048","0,22158184",,"31,74603081",
26/01/2010 17.00,"43,10187525","38,9815692","0,2948883",,,
26/01/2010 18.00,"38,69966835","37,25151512","0,21732609",,"28,81562042",
26/01/2010 19.00,"38,9025399","34,54156104","0,2574452",,,
26/01/2010 20.00,"34,45251285","37,33847288","0,26044274",,"30,76922989",
26/01/2010 21.00,"41,61081225","31,60318032","0,1223052",,,
26/01/2010 22.00,"50,27030925","21,26042664","0,06663334",,"32,23442078",
26/01/2010 23.00,"52,3801215","17,33048654",,,,
27/01/2010 0.00,"55,8781146","14,23765829","0,07121296",,"22,95482063",
27/01/2010 1.00,"59,10660315","11,59259175",,,,
27/01/2010 2.00,"57,94299945","11,46928878","0,09421938",,"21,48962021",
27/01/2010 3.00,"58,49074665","11,87812601","0,12777021",,,
27/01/2010 4.00,"62,31767535","12,6036325","0,08547955",,"19,53602028",
27/01/2010 5.00,"63,92612415","11,4498208","0,05665395",,,
27/01/2010 6.00,"60,37306905","13,20065641","0,12298789",,"21,48962021",
27/01/2010 7.00,"54,49571925","17,8055","0,18397564",,,
27/01/2010 8.00,"47,6475426","26,21309936","0,2916461","3,87381199","11,72161007",
27/01/2010 9.00,"39,62706405","36,180776","0,50941722","5,30129048",,
27/01/2010 10.00,"46,15502325","29,47466544","0,35810469","5,57780159","6,34920597",
27/01/2010 11.00,"43,0207386","32,44809312","0,35927901","5,38073648",,
27/01/2010 12.00,"42,6468756","32,81408816","0,39603476","5,62327878","4,39560509",
27/01/2010 13.00,"40,96163925","34,5882712","0,40146483","5,49747079",,
27/01/2010 14.00,"40,40519385","34,89327344","0,44223051","6,1352498","4,88400507",
27/01/2010 15.00,"43,79741205","31,1320444","0,35822585","5,39368289",,
27/01/2010 16.00,"40,7935605","33,66808296","0,41013592","5,21830429","11,72161007",
27/01/2010 17.00,"23,8513023","51,74613856","0,66883582","6,43942331",,
27/01/2010 18.00,"12,4038327","62,66384976","0,47651296","6,12064466","11,72161007",
27/01/2010 19.00,"22,24574625","41,0179448","0,50650123","6,44672639",,
27/01/2010 20.00,"30,70674075","33,48248512","0,45207709","6,54487197","21,0012207",
27/01/2010 21.00,"34,05981705","34,15218224","0,38634895","6,25806984",,
27/01/2010 22.00,"45,39137715","23,61996848","0,34643256","6,50459572","19,53602028",
27/01/2010 23.00,"49,9660119","18,51284058","0,31336636","5,56452465",,
28/01/2010 0.00,"52,00771485","15,16173745","0,31032688","5,29974158","15,14041042",
28/01/2010 1.00,"57,02721465","12,03256398","0,1763577",,,
28/01/2010 2.00,,"16,16759094","0,19463306",,"16,60560989",
28/01/2010 3.00,"63,31832745",,"0,14957202",,,
28/01/2010 4.00,"63,3821076","17,47973726",,,"9,76801014",
28/01/2010 5.00,"64,46365695","12,70097624","0,14695543",,,
28/01/2010 6.00,"62,1947235","11,9261478","0,12826534","4,60121615","4,88400507",
28/01/2010 7.00,"58,74858045","14,85414062","0,17911293","4,77416005",,
28/01/2010 8.00,"46,79501925","25,60051368","0,25645029","5,07479339","19,53602028",
28/01/2010 9.00,"39,61272","40,62208432","0,42149467","5,90432673",,
28/01/2010 10.00,"45,21039075","32,23653032","0,31019174","5,76944507","14,65200996",
28/01/2010 11.00,"53,5133613","30,37927088","0,29182318","5,59406749",,
28/01/2010 12.00,"58,4368617","28,93863624","0,26513303","5,59948911","21,0012207",
28/01/2010 13.00,"70,88480385","17,53943755","0,25299257","5,23921686",,
28/01/2010 14.00,"66,14252925","25,6459428","0,30311786","5,23910601","13,67521",
28/01/2010 15.00,"50,59637205","42,45207864","0,47025225","5,34012869",,
28/01/2010 16.00,"35,4909702","59,29976224","0,63895474","6,64578278","20,02441978",
28/01/2010 17.00,"24,55080915","73,3167872","0,83237852","7,18331508",,
28/01/2010 18.00,"13,46713578","84,38763048","0,92876713","7,85196512","32,72283173",
28/01/2010 19.00,"10,11666894","81,76723448","0,92317979","8,11807538",,
28/01/2010 20.00,"7,32726393","85,90095936","1,0431643","8,08432725","49,81684113",
28/01/2010 21.00,"8,38126433","74,5199132","0,88696343","8,24034217",,
28/01/2010 22.00,"5,55271343","83,15075768","1,19048321","8,34169639","53,72404099",
28/01/2010 23.00,"16,85965922","52,27826728","0,66222911","8,07226664",,
29/01/2010 0.00,"27,0328485","34,9036556","0,48247194","6,90005414","49,81684113",
29/01/2010 1.00,"32,16947475","29,02689416","0,42647854","6,2693565",,
29/01/2010 2.00,"34,9125","31,75633152","0,44649674","5,87998382","43,9560318",
29/01/2010 3.00,"36,9639585","25,92888056","0,39556876","5,73514471",,
29/01/2010 4.00,"37,40323755","27,40066168","0,3800929","5,65204666","42,49084091",
29/01/2010 5.00,"58,6354839","24,09758608","0,26312224","5,01316115",,
29/01/2010 6.00,"50,65291035","27,795222","0,2870793","4,36796924","45,42124176",
29/01/2010 7.00,"41,0117736","34,35078168","0,32980684","3,99884502",,
29/01/2010 8.00,"23,39821785","49,04008496","0,48178808","5,109647","23,44322014",
29/01/2010 9.00,"25,2177177","46,46251776","0,55357888","6,09298226",,
29/01/2010 10.00,"25,4163399","46,71298976","0,40417112","5,40762393","12,69841003",
29/01/2010 11.00,"34,1658513","42,85702112","0,43692976","5,74067719",,
29/01/2010 12.00,"49,7946414","32,06781544","0,36268897","5,83727287","13,18680954",
29/01/2010 13.00,"49,2930186","32,15217288","0,39355914","5,49171762",,
29/01/2010 14.00,"45,7961028","36,226186","0,28374391","5,61885279","16,11721039",
29/01/2010 15.00,"58,85295885","24,78674736","0,09711324","5,29088962",,
29/01/2010 16.00,"60,05773935","28,5726412","0,12770264","4,90450487","19,04759979",
29/01/2010 17.00,"58,90079895","31,01394016","0,15065431","4,72901542",,
29/01/2010 18.00,"13,34680536","79,01055112","0,93793218","5,26101422","24,42000961",
29/01/2010 19.00,"5,20911258","82,63551192","1,30170576","8,68326804",,
29/01/2010 20.00,"6,39649469","88,9029332","1,2492097","8,81892465","28,81562042",
29/01/2010 21.00,"6,03549545","81,92038568","1,24386351","8,89704246",,
29/01/2010 22.00,"25,6410567","52,75458472","0,53557031","8,23525208","47,37483978",
29/01/2010 23.00,"39,36771405","41,8109468","0,37856559","6,81640385",,
30/01/2010 0.00,"38,92841505","44,89597792","0,40051186","6,26504137","57,14284134",
30/01/2010 1.00,"61,6844025","20,58942936","0,23116746","5,47700062",,
30/01/2010 2.00,,"20,51415392","0,22047509","6,2546395","43,46763992",
30/01/2010 3.00,"54,72035625",,"0,20230691","5,69165982",,
30/01/2010 4.00,"52,9937436","29,30593144",,"5,15302103","27,8388195",
30/01/2010 5.00,"59,17140075","17,50439442","0,06172636","4,20785987",,
30/01/2010 6.00,"55,1756352","19,3058464","0,09833066","4,06999129","18,55920982",
30/01/2010 7.00,"33,93129915","37,7693612","0,24270329","3,96919133",,
30/01/2010 8.00,"17,83185464","61,22451528","0,56357807","6,13237271","12,69841003",
