Stat,Maglie,,,,,,,  ,
,,,,,,,
Parm,SO2,NO2,NOX,CO,O3,PM2.5,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,Aver,,,
,,,,
,,,,
,,,,
23/03/2014 5.00,,"4,8","10,5","0,2","79,4","11,7",,,
23/03/2014 6.00,"9,4","4,6","11,0","0,2","86,8","11,7",,,
23/03/2014 7.00,"10,6","5,1","11,0","0,2","90,8","11,7",,,
23/03/2014 8.00,"11,3","5,6","11,8","0,2","91,1","11,7",,,
23/03/2014 9.00,"10,8","5,2","10,9","0,2","94,6","11,7",,,
23/03/2014 10.00,"3,5","5,5","11,0","0,2","95,1","11,7",,,
23/03/2014 11.00,"3,5","5,7","11,8","0,2","93,9","11,7",,,
23/03/2014 12.00,"3,6","6,4","11,6","0,2","94,1","11,7",,,
23/03/2014 13.00,"3,0","5,5","11,9","0,2","97,1","11,7",,,
23/03/2014 14.00,"2,0","4,6","9,4","0,2","95,9","11,7",,,
23/03/2014 15.00,"2,5","4,5","10,0","0,2","93,9","11,7",,,
23/03/2014 16.00,"3,1","5,2","9,7","0,2","94,3","11,7",,,
23/03/2014 17.00,"3,3","4,6","9,3","0,2","98,1","11,7",,,
23/03/2014 18.00,"2,9","6,1","11,6","0,2","97,1","11,7",,,
23/03/2014 19.00,"2,9","7,5","12,6","0,3","92,2","11,7",,,
23/03/2014 20.00,"2,7","8,1","14,3","0,3","93,2","11,7",,,
23/03/2014 21.00,"2,7","6,8","13,1","0,3","98,8","11,7",,,
23/03/2014 22.00,"1,8","6,2","12,2","0,2","95,6","11,7",,,
23/03/2014 23.00,"1,9","5,6","10,6","0,2","90,6","11,7",,,
24/03/2014 0.00,"1,8","6,2","11,0","0,2","87,7","11,7",,,
24/03/2014 1.00,"1,9","4,8","9,9","0,2","89,0","4,5",,,
24/03/2014 2.00,"2,0","4,8","9,1","0,2","87,1","4,5",,,
24/03/2014 3.00,"1,4","4,4","8,7","0,2","85,0","4,5",,,
24/03/2014 4.00,"1,0","4,2","11,0","0,2","80,9","4,5",,,
24/03/2014 5.00,,"5,0","10,6","0,2","76,5","4,5",,,
24/03/2014 6.00,"0,2","5,4","11,4","0,2","79,9","4,5",,,
24/03/2014 7.00,"0,4","5,4","10,9","0,2","86,7","4,5",,,
24/03/2014 8.00,"0,2","12,1","20,4","0,2","79,6","4,5",,,
24/03/2014 9.00,"0,4","11,8","19,6","0,2","83,7","4,5",,,
24/03/2014 10.00,"0,3","11,2","18,9","0,2","78,5","4,5",,,
24/03/2014 11.00,,"8,9","19,9","0,2","83,9","4,5",,,
24/03/2014 12.00,,"8,0","15,3","0,2","86,5","4,5",,,
24/03/2014 13.00,,"6,5","12,3","0,2","88,2","4,5",,,
24/03/2014 14.00,"1,2","7,9","16,0","0,2","87,3","4,5",,,
24/03/2014 15.00,"5,1","6,0","12,1","0,2","89,5","4,5",,,
24/03/2014 16.00,"4,5","5,5","10,5","0,2","90,0","4,5",,,
24/03/2014 17.00,"4,9","7,0","14,0","0,2","88,3","4,5",,,
24/03/2014 18.00,"4,6","8,6","14,8","0,2","84,5","4,5",,,
24/03/2014 19.00,"3,6","12,0","19,6","0,3","79,7","4,5",,,
24/03/2014 20.00,"0,5","9,5","16,6","0,3","83,9","4,5",,,
24/03/2014 21.00,"0,3","13,2","21,7","0,3","74,5","4,5",,,
24/03/2014 22.00,"1,7","8,0","13,1","0,3","82,9","4,5",,,
24/03/2014 23.00,"1,7","6,5","12,6","0,2","85,4","4,5",,,
25/03/2014 0.00,"3,9","4,8","9,6","0,2","86,0","4,5",,,
25/03/2014 1.00,"10,4","5,6","11,5","0,2",,"6,0",,,
25/03/2014 2.00,"10,3",,,"0,2","75,9","6,0",,,
25/03/2014 3.00,"9,7","4,8","10,8",,"69,4","6,0",,,
25/03/2014 4.00,"8,6","4,7","10,1","0,1","68,2","6,0",,,
25/03/2014 5.00,,"5,4","11,1","0,1","66,0","6,0",,,
25/03/2014 6.00,"7,2","12,9","20,9","0,2","53,5","6,0",,,
25/03/2014 7.00,"7,1","12,4","22,0","0,2","50,6","6,0",,,
25/03/2014 8.00,"7,5","16,1","31,7","0,3","59,2","6,0",,,
25/03/2014 9.00,"6,3","9,2","17,4","0,2","74,7","6,0",,,
25/03/2014 10.00,"2,3","7,5","15,3","0,1","86,5","6,0",,,
25/03/2014 11.00,"6,9","7,0","13,0","0,1","90,5","6,0",,,
25/03/2014 12.00,,"7,1","13,2","0,1","93,5","6,0",,,
25/03/2014 13.00,"0,3","6,5","12,1",,"94,0","6,0",,,
25/03/2014 14.00,"0,3","7,5","17,1",,"95,1","6,0",,,
25/03/2014 15.00,,"7,0","13,6",,"95,3","6,0",,,
25/03/2014 16.00,,"6,3","13,3",,"96,4","6,0",,,
25/03/2014 17.00,"0,1","7,5","13,6","0,1","94,2","6,0",,,
25/03/2014 18.00,"0,1","13,2","21,0","0,1","84,1","6,0",,,
25/03/2014 19.00,,"14,5","22,5","0,1","79,2","6,0",,,
25/03/2014 20.00,"0,1","12,3","19,2","0,1","80,4","6,0",,,
25/03/2014 21.00,"0,4","16,9","26,4","0,2","69,6","6,0",,,
25/03/2014 22.00,"2,7","16,6","25,3","0,3","56,8","6,0",,,
25/03/2014 23.00,"2,8","9,2","17,0","0,2","75,9","6,0",,,
26/03/2014 0.00,"4,9","7,0","13,1","0,1","78,4","6,0",,,
26/03/2014 1.00,"14,8","5,0","11,1","0,1","90,3","5,3",,,
26/03/2014 2.00,"15,1","4,9","10,4","0,1","96,4","5,3",,,
26/03/2014 3.00,"15,4","4,8","11,4","0,1","98,0","5,3",,,
26/03/2014 4.00,"14,0","5,2","13,5",,"96,7","5,3",,,
26/03/2014 5.00,"12,7","5,3","12,6",,"89,4","5,3",,,
26/03/2014 6.00,"12,8","10,0","19,9",,"79,4","5,3",,,
26/03/2014 7.00,"13,8","8,9","16,1",,"76,0","5,3",,,
26/03/2014 8.00,"15,5","13,0","20,9","0,1","71,0","5,3",,,
26/03/2014 9.00,"16,0","8,4","15,2","0,1","82,1","5,3",,,
26/03/2014 10.00,"1,1","6,7","13,5","0,1","89,4","5,3",,,
26/03/2014 11.00,"1,9","6,9","13,8","0,1","91,4","5,3",,,
26/03/2014 12.00,"1,7","6,5","14,2","0,1","89,7","5,3",,,
26/03/2014 13.00,"1,7","7,5","15,8","0,1","92,7","5,3",,,
26/03/2014 14.00,"1,7","8,1","15,5","0,1","95,1","5,3",,,
26/03/2014 15.00,"1,7","7,0","13,4","0,1","100,5","5,3",,,
26/03/2014 16.00,"1,3","7,9","15,3","0,1","96,4","5,3",,,
26/03/2014 17.00,"1,1","7,6","14,6","0,1","92,6","5,3",,,
26/03/2014 18.00,"1,3","11,5","18,5","0,2","84,0","5,3",,,
26/03/2014 19.00,"1,3","17,2","26,2","0,2","72,9","5,3",,,
26/03/2014 20.00,"0,7","14,0","21,6","0,2","76,9","5,3",,,
26/03/2014 21.00,"0,9","15,5","23,8","0,2","66,8","5,3",,,
26/03/2014 22.00,"1,6","13,0","20,4","0,3","70,0","5,3",,,
26/03/2014 23.00,"0,4","10,6","16,6","0,3","69,3","5,3",,,
27/03/2014 0.00,,"8,5","16,0","0,2","73,1","5,3",,,
27/03/2014 1.00,,"8,0","17,1","0,1",,"8,8",,,
27/03/2014 2.00,,,,"0,1","87,0","8,8",,,
27/03/2014 3.00,,"4,6","9,5",,"92,1","8,8",,,
27/03/2014 4.00,"1,4","4,4","10,4","0,2","95,5","8,8",,,
27/03/2014 5.00,,"4,2","8,7","0,2","96,3","8,8",,,
27/03/2014 6.00,"1,2","4,9","10,6","0,2","91,6","8,8",,,
27/03/2014 7.00,"1,9","4,9","10,6","0,2","90,0","8,8",,,
27/03/2014 8.00,"1,9","6,6","12,4","0,2","90,2","8,8",,,
27/03/2014 9.00,"1,4","7,0","13,0","0,2","90,0","8,8",,,
27/03/2014 10.00,"1,5","6,0","11,1","0,2","90,1","8,8",,,
27/03/2014 11.00,"0,8","6,8","11,2","0,2","92,1","8,8",,,
27/03/2014 12.00,,"13,9","24,5","0,2","88,0","8,8",,,
27/03/2014 13.00,,"12,7","24,4","0,3","82,5","8,8",,,
27/03/2014 14.00,,"8,7","14,1","0,2","94,7","8,8",,,
27/03/2014 15.00,,"6,0","12,5","0,2","102,9","8,8",,,
27/03/2014 16.00,,"6,4","13,1","0,2","103,7","8,8",,,
27/03/2014 17.00,"1,2","7,4","14,3","0,2","101,2","8,8",,,
27/03/2014 18.00,"1,6","11,8","19,1","0,3","91,7","8,8",,,
27/03/2014 19.00,"1,9","21,0","30,4","0,3","71,8","8,8",,,
27/03/2014 20.00,"2,9","27,0","37,8","0,4","59,3","8,8",,,
27/03/2014 21.00,"2,5","16,0","24,4","0,4","73,4","8,8",,,
27/03/2014 22.00,"1,3","12,0","18,8","0,3","77,6","8,8",,,
27/03/2014 23.00,"1,4","12,1","19,7","0,4","70,3","8,8",,,
28/03/2014 0.00,"1,3","8,0","13,7","0,3","70,6","8,8",,,
28/03/2014 1.00,"1,7","5,8","10,9","0,2","73,8","7,2",,,
28/03/2014 2.00,"1,8","4,9","9,9","0,2","74,7","7,2",,,
28/03/2014 3.00,"1,5","5,0","10,3","0,2","81,9","7,2",,,
28/03/2014 4.00,"1,2","5,0","10,7","0,2","74,5","7,2",,,
28/03/2014 5.00,"1,3","5,0","9,9","0,2","71,5","7,2",,,
28/03/2014 6.00,"1,0","10,2","18,4","0,2","52,2","7,2",,,
28/03/2014 7.00,"1,2","25,3","44,6","0,3","24,9","7,2",,,
28/03/2014 8.00,"0,7","24,0","45,2","0,3","50,3","7,2",,,
28/03/2014 9.00,"0,4","9,9","17,5","0,2","84,9","7,2",,,
28/03/2014 10.00,"1,0","7,6","14,9","0,2","89,9","7,2",,,
28/03/2014 11.00,"0,2","8,7","15,8","0,2","91,1","7,2",,,
28/03/2014 12.00,,"8,2","15,4","0,2","90,1","7,2",,,
28/03/2014 13.00,,"8,6","15,2","0,2","92,7","7,2",,,
28/03/2014 14.00,"0,4","10,2","17,7","0,2","95,0","7,2",,,
28/03/2014 15.00,"5,3","11,6","18,9","0,2","91,2","7,2",,,
28/03/2014 16.00,"4,4","13,4","22,2","0,2","86,1","7,2",,,
28/03/2014 17.00,"4,0","14,7","24,1","0,3","74,2","7,2",,,
28/03/2014 18.00,"3,3","14,3","24,1","0,3","72,7","7,2",,,
28/03/2014 19.00,"1,7","12,5","21,0","0,3","76,4","7,2",,,
28/03/2014 20.00,"3,0","11,7","19,2","0,3","77,0","7,2",,,
28/03/2014 21.00,"3,6","9,6","16,4","0,2","85,3","7,2",,,
28/03/2014 22.00,"0,1","10,3","18,1","0,2","80,3","7,2",,,
28/03/2014 23.00,,"7,1","13,3","0,2","91,9","7,2",,,
29/03/2014 0.00,,"8,2","14,6","0,2","84,3","7,2",,,
29/03/2014 1.00,,"6,3","13,3","0,2",,"10,5",,,
29/03/2014 2.00,,,,"0,2","71,6","10,5",,,
29/03/2014 3.00,,"5,4","11,5",,"83,6","10,5",,,
29/03/2014 4.00,"1,1","5,2","9,2","0,2","84,2","10,5",,,
29/03/2014 5.00,,"5,1","10,0","0,2","75,2","10,5",,,
29/03/2014 6.00,,"5,6","11,8","0,2","66,5","10,5",,,
29/03/2014 7.00,,"6,4","12,1","0,2","71,5","10,5",,,
29/03/2014 8.00,,"13,2","23,7","0,3","66,9","10,5",,,
29/03/2014 9.00,"0,2","8,2","14,7","0,3","79,8","10,5",,,
29/03/2014 10.00,"1,7","8,3","15,5","0,2","89,0","10,5",,,
29/03/2014 11.00,"2,9","7,6","14,0","0,2","97,8","10,5",,,
29/03/2014 12.00,"2,7","7,0","13,6","0,2","100,4","10,5",,,
29/03/2014 13.00,"2,2","8,6","18,9","0,2","100,9","10,5",,,
29/03/2014 14.00,"3,0","7,2","14,8","0,2","104,2","10,5",,,
29/03/2014 15.00,"10,0","5,6","11,0","0,2","108,1","10,5",,,
29/03/2014 16.00,"10,8","5,9","11,2","0,2","107,4","10,5",,,
29/03/2014 17.00,"10,5","6,8","11,8","0,2","105,9","10,5",,,
29/03/2014 18.00,"10,9","13,3","21,3","0,3","92,7","10,5",,,
29/03/2014 19.00,"10,0","24,5","36,4","0,3","70,6","10,5",,,
29/03/2014 20.00,"9,9","26,1","38,5","0,4","61,3","10,5",,,
29/03/2014 21.00,"8,5","22,1","32,3","0,4","63,6","10,5",,,
29/03/2014 22.00,"2,2","14,2","21,6","0,4","73,5","10,5",,,
29/03/2014 23.00,"1,5","10,3","16,5","0,3","71,6","10,5",,,
30/03/2014 0.00,"1,4","9,7","15,9","0,3","70,5","10,5",,,
30/03/2014 1.00,"1,2","9,6","16,6","0,3","68,5","14,7",,,
30/03/2014 2.00,"0,9","8,1","14,4","0,3","61,3","14,7",,,
30/03/2014 3.00,"0,8","9,2","15,6","0,3","50,4","14,7",,,
30/03/2014 4.00,"0,6","8,0","13,8","0,2","56,7","14,7",,,
30/03/2014 5.00,"0,4","8,4","15,0","0,2","56,2","14,7",,,
30/03/2014 6.00,"0,2","6,8","12,4","0,2","63,0","14,7",,,
30/03/2014 7.00,"1,7","9,2","16,7","0,3","63,7","14,7",,,
30/03/2014 8.00,"4,7","8,6","14,6","0,3","74,6","14,7",,,
30/03/2014 9.00,"5,2","7,6","12,7","0,3","87,4","14,7",,,
30/03/2014 10.00,"4,1","6,0","11,2","0,3","94,2","14,7",,,
30/03/2014 11.00,"4,8","6,2","11,6","0,3","98,0","14,7",,,
30/03/2014 12.00,"5,7","6,0","11,6","0,3","102,4","14,7",,,
30/03/2014 13.00,"9,4","4,9","10,7","0,2","106,6","14,7",,,
30/03/2014 14.00,"10,4","6,1","11,8","0,3","108,6","14,7",,,
30/03/2014 15.00,"10,0","7,0","14,1","0,3","109,7","14,7",,,
30/03/2014 16.00,"9,8","6,3","11,6","0,3","109,9","14,7",,,
30/03/2014 17.00,"9,5","7,6","12,7","0,3","108,5","14,7",,,
30/03/2014 18.00,"8,8","9,8","17,5","0,3","95,9","14,7",,,
30/03/2014 19.00,"8,2","12,4","19,8","0,3","73,9","14,7",,,
30/03/2014 20.00,"8,2","18,3","28,6","0,3","62,8","14,7",,,
30/03/2014 21.00,"7,3","30,4","46,3","0,4","36,9","14,7",,,
30/03/2014 22.00,"1,6","31,1","43,2","0,4","36,1","14,7",,,
30/03/2014 23.00,"1,4","14,4","22,2","0,3","56,9","14,7",,,
31/03/2014 0.00,"0,5","9,2","15,3","0,3","61,4","14,7",,,
31/03/2014 1.00,,"8,1","14,8","0,3",,"18,7",,,
31/03/2014 2.00,,,,"0,3","55,6","18,7",,,
31/03/2014 3.00,"1,2","7,8","13,2",,"50,4","18,7",,,
31/03/2014 4.00,"3,5","9,5","17,4","0,3","45,1","18,7",,,
31/03/2014 5.00,,"10,2","16,3","0,3","44,6","18,7",,,
31/03/2014 6.00,"1,6","15,4","24,9","0,3","34,8","18,7",,,
31/03/2014 7.00,"1,8","27,8","51,9","0,4","26,8","18,7",,,
31/03/2014 8.00,"2,0","18,6","30,6","0,4","58,2","18,7",,,
31/03/2014 9.00,"2,4","14,5","25,3","0,4","74,6","18,7",,,
31/03/2014 10.00,"3,2","9,4","15,8","0,3","95,1","18,7",,,
31/03/2014 11.00,"4,0","9,3","16,3","0,3","104,7","18,7",,,
31/03/2014 12.00,"4,5","8,5","15,9","0,3","107,4","18,7",,,
31/03/2014 13.00,"6,2","9,6","16,8","0,3","108,2","18,7",,,
31/03/2014 14.00,"5,4","7,7","15,6","0,3","109,7","18,7",,,
31/03/2014 15.00,"5,4","6,7","13,7","0,3","110,9","18,7",,,
31/03/2014 16.00,"5,0","9,6","16,0","0,3","108,3","18,7",,,
31/03/2014 17.00,"4,0","12,0","20,0","0,3","108,5","18,7",,,
31/03/2014 18.00,"3,7","17,0","25,6","0,4","94,4","18,7",,,
31/03/2014 19.00,"6,1","27,0","38,4","0,4","77,8","18,7",,,
31/03/2014 20.00,"5,4","22,6","33,0","0,5","77,4","18,7",,,
31/03/2014 21.00,"4,8","16,3","24,3","0,4","75,6","18,7",,,
31/03/2014 22.00,"2,2","18,1","28,1","0,5","61,2","18,7",,,
31/03/2014 23.00,"2,3","14,0","21,5","0,4","65,0","18,7",,,
01/04/2014 0.00,"1,9","11,1","18,1","0,4","68,5","18,7",,,
01/04/2014 1.00,"1,5","19,8","29,5","0,4","57,6","24,4",,,
01/04/2014 2.00,"1,7","8,2","13,4","0,3","65,1","24,4",,,
01/04/2014 3.00,"1,8","7,5","12,4","0,4","56,0","24,4",,,
01/04/2014 4.00,"1,6","9,2","14,9","0,4","47,1","24,4",,,
01/04/2014 5.00,"1,0","16,8","25,4","0,4","32,6","24,4",,,
01/04/2014 6.00,"0,2","11,9","18,6","0,4","54,1","24,4",,,
01/04/2014 7.00,,"18,5","33,6","0,4","53,3","24,4",,,
01/04/2014 8.00,,"20,5","34,5","0,4","52,3","24,4",,,
01/04/2014 9.00,"0,4","19,4","32,5","0,4","68,6","24,4",,,
01/04/2014 10.00,"3,0","17,2","27,6","0,3","91,1","24,4",,,
01/04/2014 11.00,,"11,2","18,4","0,2","106,1","24,4",,,
01/04/2014 12.00,"0,4","13,2","21,7","0,2","108,9","24,4",,,
01/04/2014 13.00,"1,6","15,2","26,0","0,2","107,0","24,4",,,
01/04/2014 14.00,"1,4","10,2","16,9","0,2","119,8","24,4",,,
01/04/2014 15.00,"0,5","10,0","16,6","0,2","123,3","24,4",,,
01/04/2014 16.00,"2,1","14,3","22,2","0,2","118,5","24,4",,,
01/04/2014 17.00,"0,8","15,0","22,6","0,2","115,5","24,4",,,
01/04/2014 18.00,"0,1","22,0","33,0","0,3","96,6","24,4",,,
01/04/2014 19.00,"0,6","31,5","44,5","0,4","76,8","24,4",,,
01/04/2014 20.00,"0,5","26,8","38,8","0,4","75,2","24,4",,,
01/04/2014 21.00,"0,7","25,8","36,4","0,5","63,6","24,4",,,
01/04/2014 22.00,"3,2","38,6","53,4","0,5","30,8","24,4",,,
01/04/2014 23.00,"3,7","41,6","59,7","0,7","15,2","24,4",,,
02/04/2014 0.00,"3,7","27,5","41,7","0,5","31,5","24,4",,,
02/04/2014 1.00,"3,1","26,3","39,0","0,5",,"22,4",,,
02/04/2014 2.00,"2,6",,,"0,5","15,7","22,4",,,
02/04/2014 3.00,"1,7","16,5","24,8",,"15,1","22,4",,,
02/04/2014 4.00,"0,5","9,1","14,9","0,3","43,8","22,4",,,
02/04/2014 5.00,,"8,8","14,5","0,3","51,7","22,4",,,
02/04/2014 6.00,,"17,0","33,9","0,4","31,6","22,4",,,
02/04/2014 7.00,,"26,0","52,2","0,4","29,6","22,4",,,
02/04/2014 8.00,,"24,6","40,7","0,4","52,7","22,4",,,
02/04/2014 9.00,"0,7","15,1","24,3","0,3","76,5","22,4",,,
02/04/2014 10.00,"4,5","14,1","23,0","0,3","82,8","22,4",,,
02/04/2014 11.00,"5,8","10,1","17,0","0,3","100,9","22,4",,,
02/04/2014 12.00,"7,5","9,9","17,4","0,2","111,0","22,4",,,
02/04/2014 13.00,"5,2","14,1","24,7","0,2","110,5","22,4",,,
02/04/2014 14.00,"4,9","9,1","15,1","0,2","117,5","22,4",,,
02/04/2014 15.00,"4,8","9,1","16,9","0,2","114,8","22,4",,,
02/04/2014 16.00,"4,6","10,4","18,4","0,2","106,7","22,4",,,
02/04/2014 17.00,"4,6","13,8","22,2","0,2","102,2","22,4",,,
02/04/2014 18.00,"4,4","16,6","25,7","0,2","96,3","22,4",,,
02/04/2014 19.00,"4,5","25,0","34,6","0,3","77,2","22,4",,,
02/04/2014 20.00,"5,3","18,6","27,8","0,3","75,5","22,4",,,
02/04/2014 21.00,"9,9","14,6","22,0","0,3","86,9","22,4",,,
02/04/2014 22.00,"2,1","10,9","18,1","0,3","93,0","22,4",,,
02/04/2014 23.00,"1,4","18,8","26,9","0,4","69,3","22,4",,,
03/04/2014 0.00,"1,1","18,1","25,8","0,4","53,0","22,4",,,
03/04/2014 1.00,"0,7","13,4","20,6","0,4","59,5","17,6",,,
03/04/2014 2.00,"0,3","11,8","18,7","0,4","43,4","17,6",,,
03/04/2014 3.00,"0,3","9,6","16,1","0,3","50,9","17,6",,,
03/04/2014 4.00,"0,5","9,8","18,8","0,3","42,5","17,6",,,
03/04/2014 5.00,"1,2","17,7","36,7","0,3","23,8","17,6",,,
03/04/2014 6.00,"0,4","24,0","36,4","0,3","33,3","17,6",,,
03/04/2014 7.00,"1,0","30,8","50,5","0,4","40,6","17,6",,,
03/04/2014 8.00,"1,7","24,2","38,8","0,3","69,9","17,6",,,
03/04/2014 9.00,"2,4","13,1","21,5","0,3","109,0","17,6",,,
03/04/2014 10.00,"2,9","9,0","15,4","0,2","119,7","17,6",,,
03/04/2014 11.00,"3,1","7,5","13,3","0,2","123,5","17,6",,,
03/04/2014 12.00,"2,5","8,7","15,6","0,2","120,4","17,6",,,
03/04/2014 13.00,"1,8","10,0","16,9","0,2","113,8","17,6",,,
03/04/2014 14.00,"1,6","6,7","12,1","0,2","119,6","17,6",,,
03/04/2014 15.00,"1,4","7,3","12,7","0,2","113,3","17,6",,,
03/04/2014 16.00,"4,6","7,2","14,6","0,2","109,2","17,6",,,
03/04/2014 17.00,"4,5","7,3","12,7","0,2","105,6","17,6",,,
03/04/2014 18.00,"4,3","8,7","14,5","0,2","98,0","17,6",,,
03/04/2014 19.00,"4,1","11,5","19,0","0,3","82,9","17,6",,,
03/04/2014 20.00,"4,1","11,5","18,6","0,3","78,1","17,6",,,
03/04/2014 21.00,"3,6","7,5","13,2","0,3","82,3","17,6",,,
03/04/2014 22.00,"2,2","6,2","12,1","0,2","86,1","17,6",,,
03/04/2014 23.00,"2,4","4,8","9,5","0,2","90,3","17,6",,,
04/04/2014 0.00,"2,5","4,5","10,0","0,2","93,5","17,6",,,
04/04/2014 1.00,"2,1","4,7","10,3","0,2",,"10,3",,,
04/04/2014 2.00,"1,7",,,"0,2","92,6","10,3",,,
04/04/2014 3.00,"1,5","4,3","9,8",,"91,5","10,3",,,
04/04/2014 4.00,"1,4","4,3","8,7","0,2","93,2","10,3",,,
04/04/2014 5.00,,"4,4","9,0","0,2","91,3","10,3",,,
04/04/2014 6.00,"0,6","5,2","9,8","0,2","88,2","10,3",,,
04/04/2014 7.00,"0,7","7,8","13,7","0,2","83,9","10,3",,,
04/04/2014 8.00,"1,3","8,5","16,2","0,2","82,7","10,3",,,
04/04/2014 9.00,"1,4","6,8","12,9","0,2","85,2","10,3",,,
04/04/2014 10.00,"1,9","6,7","12,7","0,2","86,2","10,3",,,
04/04/2014 11.00,"1,9","6,3","12,8","0,3","88,2","10,3",,,
04/04/2014 12.00,"1,8","7,1","14,1","0,2","99,2","10,3",,,
04/04/2014 13.00,"1,5","7,1","14,1","0,2","103,6","10,3",,,
04/04/2014 14.00,"1,4","5,5","11,3","0,2","108,4","10,3",,,
04/04/2014 15.00,"1,3","5,4","11,1","0,3","105,3","10,3",,,
04/04/2014 16.00,"1,2","6,2","11,7","0,3","103,8","10,3",,,
04/04/2014 17.00,"1,3","6,4","12,3","0,2","103,6","10,3",,,
04/04/2014 18.00,"1,3","7,3","13,5","0,3","101,6","10,3",,,
04/04/2014 19.00,"1,5","7,8","12,8","0,3","96,0","10,3",,,
04/04/2014 20.00,"4,2","6,4","11,6","0,3","92,9","10,3",,,
04/04/2014 21.00,"1,8","4,0","8,3","0,3","86,5","10,3",,,
04/04/2014 22.00,"1,4","5,3","10,9","0,3","72,9","10,3",,,
04/04/2014 23.00,"1,3","6,4","12,8","0,2","82,9","10,3",,,
05/04/2014 0.00,"1,2","5,6","11,5","0,2","72,2","10,3",,,
05/04/2014 1.00,"1,2","7,8","13,8","0,2","65,5","4,0",,,
05/04/2014 2.00,"1,4","6,4","12,7","0,2","64,2","4,0",,,
05/04/2014 3.00,"1,3","5,8","10,6","0,2","58,8","4,0",,,
05/04/2014 4.00,"1,4","7,0","12,5","0,2","47,8","4,0",,,
05/04/2014 5.00,"1,9","7,9","12,8","0,2","57,9","4,0",,,
05/04/2014 6.00,"2,6","11,0","17,5","0,3","54,3","4,0",,,
05/04/2014 7.00,"3,4","28,7","49,0","0,4","30,9","4,0",,,
05/04/2014 8.00,"3,9","17,5","29,7","0,4","56,5","4,0",,,
05/04/2014 9.00,"2,5","8,1","15,1","0,3","81,3","4,0",,,
05/04/2014 10.00,"2,5","7,4","14,5","0,3","90,3","4,0",,,
05/04/2014 11.00,"2,5","6,4","12,4","0,3","93,4","4,0",,,
05/04/2014 12.00,"3,2","7,9","15,2","0,3","94,5","4,0",,,
05/04/2014 13.00,"3,0","7,5","14,1","0,3","97,5","4,0",,,
05/04/2014 14.00,"2,7","5,2","10,5","0,3","103,9","4,0",,,
05/04/2014 15.00,"2,7","6,0","12,4","0,3","104,2","4,0",,,
05/04/2014 16.00,"2,7","5,8","11,5","0,3","103,8","4,0",,,
05/04/2014 17.00,"2,6","7,2","13,0","0,3","97,3","4,0",,,
05/04/2014 18.00,"2,8","8,4","14,8","0,3","91,0","4,0",,,
05/04/2014 19.00,"2,8","10,5","16,8","0,3","86,0","4,0",,,
05/04/2014 20.00,"3,1","9,9","16,2","0,3","88,6","4,0",,,
05/04/2014 21.00,"12,3","8,8","15,2","0,3","87,2","4,0",,,
05/04/2014 22.00,"15,5","7,6","13,4","0,3","87,2","4,0",,,
05/04/2014 23.00,"16,3","6,1","10,8","0,3","96,1","4,0",,,
06/04/2014 0.00,"16,7","6,1","12,1","0,3","96,7","4,0",,,
06/04/2014 1.00,"15,6","6,4","11,7","0,3",,"4,4",,,
06/04/2014 2.00,"15,3",,,"0,3","89,1","4,4",,,
06/04/2014 3.00,"15,0","4,9","10,7",,"83,3","4,4",,,
06/04/2014 4.00,"14,5","5,0","9,7","0,2","76,6","4,4",,,
06/04/2014 5.00,,"5,2","10,3","0,2","75,1","4,4",,,
06/04/2014 6.00,"11,8","4,3","9,1","0,2","93,4","4,4",,,
06/04/2014 7.00,"11,4","5,5","11,0","0,2","92,9","4,4",,,
06/04/2014 8.00,"11,2","7,1","13,1","0,2","84,1","4,4",,,
06/04/2014 9.00,"1,8","6,5","12,5","0,2","90,3","4,4",,,
06/04/2014 10.00,"0,5","6,5","12,9","0,2","92,1","4,4",,,
06/04/2014 11.00,"0,1","7,3","16,8","0,1","93,1","4,4",,,
06/04/2014 12.00,,"6,8","12,4","0,1","90,2","4,4",,,
06/04/2014 13.00,,"4,7","8,2","0,1","93,7","4,4",,,
06/04/2014 14.00,,"4,2","9,6","0,1","96,5","4,4",,,
06/04/2014 15.00,,"5,3","10,5","0,1","96,0","4,4",,,
06/04/2014 16.00,,"5,6","10,4","0,1","97,5","4,4",,,
06/04/2014 17.00,,"8,8","15,6","0,2","89,6","4,4",,,
06/04/2014 18.00,,"10,5","16,5","0,2","77,7","4,4",,,
06/04/2014 19.00,,"12,3","19,9","0,2","72,2","4,4",,,
06/04/2014 20.00,,"11,2","17,1","0,2","74,9","4,4",,,
06/04/2014 21.00,"2,3","13,1","20,5","0,2","62,4","4,4",,,
06/04/2014 22.00,"2,3","9,6","16,3","0,2","65,2","4,4",,,
06/04/2014 23.00,"2,2","6,3","11,4","0,2","75,5","4,4",,,
07/04/2014 0.00,"2,1","6,1","12,6","0,2","75,1","4,4",,,
07/04/2014 1.00,"2,2","5,1","10,1","0,2","83,0","12,2",,,
07/04/2014 2.00,"2,4","4,9","9,6","0,2","78,9","12,2",,,
07/04/2014 3.00,"2,9","6,1","13,0","0,2","73,2","12,2",,,
07/04/2014 4.00,"11,7","6,9","12,6","0,2","70,5","12,2",,,
