,TA - v.Alto Adige,,,,,,,
Parm,SO2,NOX,NO2,PM10,PM2.5,BENZENE,CO,IPA TOT
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,ug/m3 293K,mg/m3 293K,ng/m3 293K
15/01/2014 15.00,"1,1","49,3","32,3","24,7","10,0","0,9","0,3",
15/01/2014 16.00,"1,2","61,6","42,0","24,7","10,0","0,8","0,3",
15/01/2014 17.00,"1,5","84,9","51,6","24,7","10,0","1,1","0,4",
15/01/2014 18.00,"1,6","115,2","63,0","24,7","10,0","1,3","0,6",
15/01/2014 19.00,"1,7","116,4","66,7","24,7","10,0","1,9","0,6",
15/01/2014 20.00,"1,2","58,4","42,3","24,7","10,0","1,5","0,4",
15/01/2014 21.00,"1,2","49,2","35,8","24,7","10,0","1,1","0,4",
15/01/2014 22.00,"1,2","49,2","41,2","24,7","10,0","1,2","0,4",
15/01/2014 23.00,"1,2","29,2","25,5","24,7","10,0","1,1","0,4",
16/01/2014 0.00,"1,2","34,9","28,9","24,7","10,0","1,0","0,4",
16/01/2014 1.00,,"35,0","30,9","25,7","16,4","1,0","0,5",
16/01/2014 2.00,"0,7",,,"25,7","16,4","0,9","0,5",
16/01/2014 3.00,"0,7","31,1","28,7","25,7","16,4","0,9",,
16/01/2014 4.00,"0,7","25,1","22,9","25,7","16,4","0,9","0,4",
16/01/2014 5.00,"0,6","22,2","19,7","25,7","16,4",,"0,4",
16/01/2014 6.00,"0,8","23,3","18,9","25,7","16,4",,"0,4",
16/01/2014 7.00,"0,6","58,1","41,7","25,7","16,4",,"0,4",
16/01/2014 8.00,"0,8","104,1","56,2","25,7","16,4",,"0,7",
16/01/2014 9.00,"1,1","117,8","56,7","25,7","16,4",,"0,7",
16/01/2014 10.00,"1,1","72,7","39,8","25,7","16,4",,"0,5",
16/01/2014 11.00,"1,0","53,6","30,3","25,7","16,4",,"0,4",
16/01/2014 12.00,"1,2","43,6","26,4","25,7","16,4",,"0,4",
16/01/2014 13.00,"1,0","50,4","29,6","25,7","16,4",,"0,4",
16/01/2014 14.00,"1,4","49,3","30,3","25,7","16,4",,"0,4",
16/01/2014 15.00,"1,2","23,5","17,4","25,7","16,4",,"0,2",
16/01/2014 16.00,"1,5","30,2","22,4","25,7","16,4",,"0,3",
16/01/2014 17.00,"1,4","75,6","56,5","25,7","16,4",,"0,4",
16/01/2014 18.00,"1,5","163,7","89,4","25,7","16,4",,"0,8",
16/01/2014 19.00,"1,4","200,6","93,1","25,7","16,4",,"1,0",
16/01/2014 20.00,"0,9","124,0","73,0","25,7","16,4",,"0,8",
16/01/2014 21.00,"1,4","145,0","76,2","25,7","16,4",,"0,9",
16/01/2014 22.00,"1,1","126,9","66,9","25,7","16,4",,"0,8",
16/01/2014 23.00,"1,1","72,1","53,0","25,7","16,4",,"0,7",
17/01/2014 0.00,"1,2","65,4","50,3","25,7","16,4",,"0,6",
17/01/2014 1.00,"1,1","44,7","37,3","23,2","10,6",,"0,5",
17/01/2014 2.00,"0,9","25,5","22,2","23,2","10,6",,"0,4",
17/01/2014 3.00,"1,4","20,3","16,5","23,2","10,6",,"0,3",
17/01/2014 4.00,"1,1","21,4","19,0","23,2","10,6",,"0,3",
17/01/2014 5.00,"1,1","40,0","33,5","23,2","10,6",,"0,3",
17/01/2014 6.00,"0,8","20,0","16,0","23,2","10,6",,"0,3",
17/01/2014 7.00,"1,2","88,9","44,0","23,2","10,6",,"0,6",
17/01/2014 8.00,"2,6","283,7","76,7","23,2","10,6",,"1,6",
17/01/2014 9.00,"1,8","184,4","72,0","23,2","10,6",,"1,0",
17/01/2014 10.00,"1,2","52,6","31,5","23,2","10,6",,"0,4",
17/01/2014 11.00,"0,8","28,0","18,0","23,2","10,6",,"0,3",
17/01/2014 12.00,"0,7","28,3","18,0","23,2","10,6",,"0,3",
17/01/2014 13.00,"0,6","27,9","17,7","23,2","10,6",,"0,3",
17/01/2014 14.00,"0,9","22,7","15,4","23,2","10,6",,"0,3",
17/01/2014 15.00,"0,8","15,5","11,4","23,2","10,6",,"0,2",
17/01/2014 16.00,"1,0","17,8","13,0","23,2","10,6",,"0,2",
17/01/2014 17.00,"0,7","21,1","15,7","23,2","10,6",,"0,3",
17/01/2014 18.00,"0,8","26,1","19,2","23,2","10,6",,"0,3",
17/01/2014 19.00,"0,8","28,9","21,1","23,2","10,6",,"0,3",
17/01/2014 20.00,"0,6","26,9","19,7","23,2","10,6",,"0,3",
17/01/2014 21.00,"0,4","23,6","17,7","23,2","10,6",,"0,3",
17/01/2014 22.00,"0,7","16,1","12,2","23,2","10,6",,"0,2",
17/01/2014 23.00,"0,4","10,0","8,2","23,2","10,6",,"0,2",
18/01/2014 0.00,"0,4","9,2","6,8","23,2","10,6",,"0,2",
18/01/2014 1.00,,"7,7","5,6","26,0","6,4",,"0,2",
18/01/2014 2.00,"0,5",,,"26,0","6,4",,"0,2",
18/01/2014 3.00,"0,2","6,6","5,4","26,0","6,4",,,
18/01/2014 4.00,"0,3","6,2","4,8","26,0","6,4",,"0,2",
18/01/2014 5.00,"0,4","8,5","6,4","26,0","6,4","0,4","0,2",
18/01/2014 6.00,"0,6","18,3","15,4","26,0","6,4","0,3","0,2",
18/01/2014 7.00,"0,3","30,5","25,5","26,0","6,4","0,6","0,3",
18/01/2014 8.00,"0,6","26,9","22,6","26,0","6,4","0,6","0,3",
18/01/2014 9.00,"0,5","28,1","21,5","26,0","6,4","0,6","0,3",
18/01/2014 10.00,"0,6","29,3","21,5","26,0","6,4","0,6","0,3",
18/01/2014 11.00,"0,6","23,2","17,2","26,0","6,4","0,7","0,3",
18/01/2014 12.00,"0,5","27,3","19,4","26,0","6,4","0,7","0,3",
18/01/2014 13.00,"0,3","24,9","17,6","26,0","6,4","0,6","0,3",
18/01/2014 14.00,"0,6","23,9","16,5","26,0","6,4","0,6","0,3",
18/01/2014 15.00,"0,5","10,5","8,0","26,0","6,4","0,4","0,2",
18/01/2014 16.00,"0,5","10,2","7,4","26,0","6,4","0,4","0,2",
18/01/2014 17.00,"0,4","11,6","8,4","26,0","6,4","0,3","0,2",
18/01/2014 18.00,"0,3","15,9","11,9","26,0","6,4","0,4","0,2",
18/01/2014 19.00,"0,3","16,7","13,2","26,0","6,4","0,4","0,2",
18/01/2014 20.00,"0,4","19,2","14,4","26,0","6,4","0,4","0,3",
18/01/2014 21.00,"0,3","21,5","15,3","26,0","6,4","0,4","0,3",
18/01/2014 22.00,"0,4","11,9","9,1","26,0","6,4","0,4","0,2",
18/01/2014 23.00,,"7,2","5,3","26,0","6,4","0,3","0,2",
19/01/2014 0.00,"0,1","8,5","6,0","26,0","6,4","0,3","0,2",
19/01/2014 1.00,"0,1","9,8","6,8","35,2","10,3","0,3","0,2",
19/01/2014 2.00,,"7,6","5,0","35,2","10,3","0,3","0,2",
19/01/2014 3.00,"0,2","4,5","3,0","35,2","10,3","0,3","0,2",
19/01/2014 4.00,"0,1","3,3","2,0","35,2","10,3","0,2","0,2",
19/01/2014 5.00,"0,1","2,8","1,6","35,2","10,3","0,2","0,2",
19/01/2014 6.00,"0,1","3,3","1,9","35,2","10,3","0,2","0,2",
19/01/2014 7.00,"0,1","3,9","2,3","35,2","10,3","0,3","0,2",
19/01/2014 8.00,"0,1","4,7","3,1","35,2","10,3","0,3","0,2",
19/01/2014 9.00,"0,1","6,0","4,3","35,2","10,3","0,3","0,2",
19/01/2014 10.00,,"10,0","7,1","35,2","10,3","0,3","0,2",
19/01/2014 11.00,"0,1","15,7","11,6","35,2","10,3","0,4","0,3",
19/01/2014 12.00,,"17,8","13,1","35,2","10,3","0,5","0,3",
19/01/2014 13.00,"0,1","17,2","12,9","35,2","10,3","0,5","0,3",
19/01/2014 14.00,"0,1","10,4","8,4","35,2","10,3","0,4","0,2",
19/01/2014 15.00,"0,1","6,5","4,7","35,2","10,3","0,4","0,2",
19/01/2014 16.00,"0,1","7,2","5,0","35,2","10,3","0,4","0,2",
19/01/2014 17.00,"0,1","7,0","5,1","35,2","10,3","0,4","0,2",
19/01/2014 18.00,,"10,9","7,9","35,2","10,3","0,4","0,2",
19/01/2014 19.00,,"10,6","7,7","35,2","10,3","0,4","0,2",
19/01/2014 20.00,,"11,2","8,4","35,2","10,3","0,4","0,2",
19/01/2014 21.00,,"11,5","8,4","35,2","10,3","0,4","0,2",
19/01/2014 22.00,,"8,7","6,5","35,2","10,3","0,4","0,2",
19/01/2014 23.00,,"6,5","5,1","35,2","10,3","0,3","0,2",
20/01/2014 0.00,,"6,9","4,8","35,2","10,3","0,3","0,2",
20/01/2014 1.00,,"6,5","4,6","58,1","13,2","0,3","0,2",
20/01/2014 2.00,"0,5",,,"58,1","13,2","0,3","0,2",
20/01/2014 3.00,"0,4","5,5","4,3","58,1","13,2","0,3",,
20/01/2014 4.00,"0,3","6,5","5,2","58,1","13,2","0,4","0,2",
20/01/2014 5.00,"0,5","11,0","8,8","58,1","13,2","0,5","0,2",
20/01/2014 6.00,"0,6","28,9","25,7","58,1","13,2","0,5","0,3",
20/01/2014 7.00,"0,7","56,5","44,3","58,1","13,2","0,6","0,4",
20/01/2014 8.00,"0,8","114,5","57,2","58,1","13,2","1,2","0,7",
20/01/2014 9.00,"0,8","96,1","51,3","58,1","13,2","1,7","0,6",
20/01/2014 10.00,"0,5","62,7","36,1","58,1","13,2","1,4","0,5",
20/01/2014 11.00,"0,7","33,8","20,9","58,1","13,2","1,0","0,3",
20/01/2014 12.00,"0,4","31,9","22,0","58,1","13,2","0,7","0,3",
20/01/2014 13.00,"0,5","41,7","28,5","58,1","13,2","1,0","0,3",
20/01/2014 14.00,"0,6","35,8","24,9","58,1","13,2","0,8","0,3",
20/01/2014 15.00,"0,6","20,5","14,4","58,1","13,2","0,6","0,2",
20/01/2014 16.00,"0,7","30,2","21,7","58,1","13,2","0,5","0,3",
20/01/2014 17.00,"1,0","82,3","46,2","58,1","13,2","0,9","0,7",
20/01/2014 18.00,"1,5","131,6","60,1","58,1","13,2","4,5","0,9",
20/01/2014 19.00,"1,3","152,6","71,4","58,1","13,2","1,3","0,8",
20/01/2014 20.00,"0,9","29,7","23,3","58,1","13,2","2,1","0,3",
20/01/2014 21.00,"0,8","21,4","15,9","58,1","13,2","0,7","0,2",
20/01/2014 22.00,"0,9","13,9","11,2","58,1","13,2","0,6","0,2",
20/01/2014 23.00,"0,7","8,9","6,9","58,1","13,2","0,4","0,2",
21/01/2014 0.00,"0,9","7,1","5,1","58,1","13,2","0,4","0,1",
21/01/2014 1.00,"1,0","5,0","3,6","11,6","4,1","0,3","0,1",
21/01/2014 2.00,"1,3","3,3","2,0","11,6","4,1","0,3","0,1",
21/01/2014 3.00,"1,3","2,7","1,4","11,6","4,1","0,3","0,1",
21/01/2014 4.00,"1,3","2,6","1,4","11,6","4,1","0,3","0,1",
21/01/2014 5.00,"1,6","2,7","1,5","11,6","4,1","0,3","0,1",
21/01/2014 6.00,"1,4","4,3","2,8","11,6","4,1","0,3","0,1",
21/01/2014 7.00,"1,6","9,6","7,5","11,6","4,1","0,3","0,1",
21/01/2014 8.00,"1,6","21,6","15,8","11,6","4,1","0,4","0,2",
21/01/2014 9.00,"1,8","36,9","25,9","11,6","4,1","0,7","0,3",
21/01/2014 10.00,"1,7","31,2","21,9","11,6","4,1","0,7","0,3",
21/01/2014 11.00,"2,0","36,0","25,5","11,6","4,1","0,6","0,2",
21/01/2014 12.00,"2,2","36,9","25,2","11,6","4,1","0,7","0,3",
21/01/2014 13.00,"2,2","46,7","31,5","11,6","4,1","0,7","0,3",
21/01/2014 14.00,"2,1","57,2","39,3","11,6","4,1","1,1","0,4",
21/01/2014 15.00,"2,2","45,3","34,4","11,6","4,1","0,9","0,3",
21/01/2014 16.00,"2,3","32,9","24,9","11,6","4,1","0,6","0,2",
21/01/2014 17.00,"2,0","36,4","27,0","11,6","4,1","0,6","0,2",
21/01/2014 18.00,"2,2","53,4","39,3","11,6","4,1","0,7","0,4",
21/01/2014 19.00,"2,1","49,3","35,8","11,6","4,1","1,5","0,4",
21/01/2014 20.00,"2,4","35,7","25,8","11,6","4,1","0,9","0,3",
21/01/2014 21.00,"2,4","32,0","24,2","11,6","4,1","0,7","0,3",
21/01/2014 22.00,"2,4","27,7","23,1","11,6","4,1","0,8","0,2",
21/01/2014 23.00,"2,3","17,3","14,5","11,6","4,1","0,6","0,2",
22/01/2014 0.00,"2,1","15,8","12,7","11,6","4,1","0,4","0,2",
22/01/2014 1.00,,"19,5","16,7","11,4","5,0","0,5","0,2",
22/01/2014 2.00,"0,6",,,"11,4","5,0","0,6","0,2",
22/01/2014 3.00,"0,7","13,7","12,0","11,4","5,0","0,5",,
22/01/2014 4.00,"0,8","12,2","10,8","11,4","5,0","0,4","0,2",
22/01/2014 5.00,"0,6","46,5","38,9","11,4","5,0","0,7","0,3",
22/01/2014 6.00,"0,7","40,9","32,1","11,4","5,0","0,7","0,2",
22/01/2014 7.00,"0,6","36,8","28,4","11,4","5,0","0,5","0,3",
22/01/2014 8.00,"0,4","77,2","48,1","11,4","5,0","0,9","0,4",
22/01/2014 9.00,"1,0","135,4","62,0","11,4","5,0","1,8","0,7",
22/01/2014 10.00,"0,7","74,5","43,3","11,4","5,0","1,6","0,4",
22/01/2014 11.00,"0,9","55,0","33,7","11,4","5,0","1,2","0,4",
22/01/2014 12.00,"1,0","39,1","23,5","11,4","5,0","0,8","0,3",
22/01/2014 13.00,"0,8","31,6","20,7","11,4","5,0","0,8","0,3",
22/01/2014 14.00,"0,8","50,5","33,4","11,4","5,0","0,9","0,4",
22/01/2014 15.00,"1,0","40,3","29,4","11,4","5,0","1,0","0,3",
22/01/2014 16.00,"1,0","46,8","35,0","11,4","5,0","0,8","0,3",
22/01/2014 17.00,"1,0","45,6","34,4","11,4","5,0","0,9","0,3",
22/01/2014 18.00,"0,6","46,7","35,0","11,4","5,0","0,9","0,3",
22/01/2014 19.00,"0,7","52,7","39,3","11,4","5,0","1,0","0,3",
22/01/2014 20.00,"0,4","59,7","44,0","11,4","5,0","1,0","0,4",
22/01/2014 21.00,"0,6","56,3","42,0","11,4","5,0","1,1","0,3",
22/01/2014 22.00,"0,6","31,4","25,6","11,4","5,0","1,0","0,2",
22/01/2014 23.00,"0,6","30,0","22,9","11,4","5,0","0,5","0,2",
23/01/2014 0.00,"0,7","54,4","42,9","11,4","5,0","0,6","0,2",
23/01/2014 1.00,"1,0","34,6","27,4","25,8","14,8","0,8","0,2",
23/01/2014 2.00,"0,9","29,9","25,8","25,8","14,8","0,6","0,2",
23/01/2014 3.00,"1,0","40,7","35,1","25,8","14,8","0,7","0,3",
23/01/2014 4.00,"1,1","19,3","16,9","25,8","14,8","0,8","0,2",
23/01/2014 5.00,"1,2","34,8","27,9","25,8","14,8","0,7","0,4",
23/01/2014 6.00,"1,4","76,9","41,7","25,8","14,8","0,9","0,3",
23/01/2014 7.00,"1,8","166,0","54,8","25,8","14,8","1,0","0,6",
23/01/2014 8.00,"2,1","184,7","59,3","25,8","14,8","2,0","0,8",
23/01/2014 9.00,"2,2","180,5","67,5","25,8","14,8","2,3","0,8",
23/01/2014 10.00,"1,7","118,8","60,0","25,8","14,8","1,6","0,6",
23/01/2014 11.00,"2,1","161,4","71,8","25,8","14,8","2,2","0,8",
23/01/2014 12.00,"1,8","101,1","59,9","25,8","14,8","2,1","0,5",
23/01/2014 13.00,"1,4","67,1","43,2","25,8","14,8","1,3","0,4",
23/01/2014 14.00,"1,7","53,7","37,3","25,8","14,8","1,2","0,4",
23/01/2014 15.00,"1,9","48,8","35,8","25,8","14,8","1,1","0,4",
23/01/2014 16.00,"1,5","51,2","39,0","25,8","14,8","0,9","0,4",
23/01/2014 17.00,"1,5","76,7","53,0","25,8","14,8","1,2","0,6",
23/01/2014 18.00,"1,6","110,7","71,1","25,8","14,8","2,0","0,7",
23/01/2014 19.00,"2,0","174,0","81,0","25,8","14,8","2,9","1,1",
23/01/2014 20.00,"1,6","96,6","64,1","25,8","14,8","2,6","0,8",
23/01/2014 21.00,"1,6","135,2","73,6","25,8","14,8","2,9","0,8",
23/01/2014 22.00,"1,5","116,9","63,3","25,8","14,8","2,9","0,8",
23/01/2014 23.00,"1,2","53,5","42,1","25,8","14,8","2,9","0,6",
24/01/2014 0.00,"1,2","41,4","33,0","25,8","14,8","1,8","0,5",
24/01/2014 1.00,,"29,1","24,8","18,6","9,4","1,5","0,5",
24/01/2014 2.00,"0,3",,,"18,6","9,4","1,4","0,5",
24/01/2014 3.00,"0,3","25,4","22,8","18,6","9,4","1,6",,
24/01/2014 4.00,"0,2","26,0","22,8","18,6","9,4","1,4","0,4",
24/01/2014 5.00,"0,2","16,5","14,2","18,6","9,4","1,2","0,4",
24/01/2014 6.00,"0,1","20,4","17,3","18,6","9,4","0,9","0,3",
24/01/2014 7.00,"0,2","55,4","41,5","18,6","9,4","0,7","0,4",
24/01/2014 8.00,"0,2","66,5","46,0","18,6","9,4","1,2","0,4",
24/01/2014 9.00,"0,2","82,5","54,7","18,6","9,4","1,7","0,5",
24/01/2014 10.00,"0,1","40,3","29,3","18,6","9,4","1,2","0,4",
24/01/2014 11.00,"0,1","34,9","25,1","18,6","9,4","0,9","0,3",
24/01/2014 12.00,"0,1","30,8","22,6","18,6","9,4","0,7","0,3",
24/01/2014 13.00,"0,1","46,2","33,1","18,6","9,4","0,8","0,3",
24/01/2014 14.00,"0,1","48,5","33,7","18,6","9,4","1,1","0,4",
24/01/2014 15.00,"0,1","31,0","23,8","18,6","9,4","0,8","0,3",
24/01/2014 16.00,"0,1","50,3","36,7","18,6","9,4","0,7","0,3",
24/01/2014 17.00,"0,2","111,0","68,3","18,6","9,4","1,5","0,6",
24/01/2014 18.00,"0,1","133,4","70,1","18,6","9,4","1,2","0,6",
24/01/2014 19.00,"0,1","102,7","64,7","18,6","9,4","1,8","0,6",
24/01/2014 20.00,"0,1","86,8","55,9","18,6","9,4","1,6","0,5",
24/01/2014 21.00,"0,2","159,5","79,6","18,6","9,4","1,6","0,8",
24/01/2014 22.00,"0,1","27,5","21,0","18,6","9,4","1,7","0,3",
24/01/2014 23.00,"0,1","31,2","22,8","18,6","9,4","0,5","0,3",
25/01/2014 0.00,"0,1","38,1","28,5","18,6","9,4","0,8","0,3",
25/01/2014 1.00,"0,1","43,3","35,8","12,5","6,5","0,8","0,3",
25/01/2014 2.00,"0,1","34,2","29,2","12,5","6,5","1,0","0,3",
25/01/2014 3.00,"0,2","16,2","12,2","12,5","6,5","0,7","0,2",
25/01/2014 4.00,"0,2","17,2","13,4","12,5","6,5","0,5","0,2",
25/01/2014 5.00,"0,2","27,7","22,9","12,5","6,5","0,6","0,2",
25/01/2014 6.00,"0,2","41,1","35,2","12,5","6,5","0,6","0,3",
25/01/2014 7.00,"0,2","49,7","37,9","12,5","6,5","0,7","0,4",
25/01/2014 8.00,"0,5","69,1","42,6","12,5","6,5","1,2","0,6",
25/01/2014 9.00,"0,6","68,3","34,8","12,5","6,5","2,0","0,5",
25/01/2014 10.00,"0,4","61,1","28,9","12,5","6,5","2,1","0,7",
25/01/2014 11.00,"0,3","40,4","20,2","12,5","6,5","2,0","0,5",
25/01/2014 12.00,"0,4","43,9","23,3","12,5","6,5","1,6","0,4",
25/01/2014 13.00,"0,4","38,2","24,6","12,5","6,5","1,4","0,4",
25/01/2014 14.00,"0,3","35,4","22,1","12,5","6,5","1,6","0,5",
25/01/2014 15.00,"0,4","29,9","21,6","12,5","6,5","1,3","0,6",
25/01/2014 16.00,"0,3","14,6","11,3","12,5","6,5","1,2","0,4",
25/01/2014 17.00,"0,3","14,3","10,7","12,5","6,5","1,3","0,3",
25/01/2014 18.00,"0,5","18,7","13,7","12,5","6,5","1,4","0,4",
25/01/2014 19.00,"0,4","23,4","16,4","12,5","6,5","1,5","0,4",
25/01/2014 20.00,"0,2","36,8","26,9","12,5","6,5","1,5","0,7",
25/01/2014 21.00,"0,6","49,0","36,1","12,5","6,5","1,8","0,9",
25/01/2014 22.00,"1,0","20,5","15,8","12,5","6,5","1,7","0,4",
25/01/2014 23.00,"1,3","35,1","29,6","12,5","6,5","1,4","0,7",
26/01/2014 0.00,"3,2","45,3","37,9","12,5","6,5","1,6","0,9",
26/01/2014 1.00,,"28,4","24,3","13,2","6,2","1,2","0,5",
26/01/2014 2.00,"3,0",,,"13,2","6,2","0,9","0,3",
26/01/2014 3.00,"2,3","25,6","22,9","13,2","6,2","0,7",,
26/01/2014 4.00,"1,8","17,9","15,6","13,2","6,2","0,7","0,2",
26/01/2014 5.00,"1,8","16,0","14,4","13,2","6,2","0,9","0,2",
26/01/2014 6.00,"1,7","18,2","16,0","13,2","6,2","0,7","0,2",
26/01/2014 7.00,"2,7","30,6","27,2","13,2","6,2","0,8","0,5",
26/01/2014 8.00,"2,4","19,7","16,7","13,2","6,2","1,0","0,2",
26/01/2014 9.00,"1,8","20,6","15,9","13,2","6,2","0,8","0,2",
26/01/2014 10.00,"1,3","19,3","13,7","13,2","6,2","0,9","0,3",
26/01/2014 11.00,"2,1","25,1","16,8","13,2","6,2","1,1","0,4",
26/01/2014 12.00,"3,5","33,1","22,0","13,2","6,2","1,1","0,5",
26/01/2014 13.00,"2,3","32,5","21,2","13,2","6,2","1,0","0,5",
26/01/2014 14.00,"0,7","24,0","16,7","13,2","6,2","1,1","0,3",
26/01/2014 15.00,"0,7","18,3","14,6","13,2","6,2","0,9","0,3",
26/01/2014 16.00,"1,2","16,2","12,9","13,2","6,2","0,8","0,2",
26/01/2014 17.00,"0,8","18,1","15,2","13,2","6,2","0,9","0,3",
26/01/2014 18.00,"0,8","26,1","20,8","13,2","6,2","0,9","0,3",
26/01/2014 19.00,"0,8","30,9","25,3","13,2","6,2","1,0","0,3",
26/01/2014 20.00,"0,4","26,9","22,2","13,2","6,2","0,9","0,3",
26/01/2014 21.00,"0,2","34,3","27,9","13,2","6,2","0,9","0,3",
26/01/2014 22.00,"0,2","32,1","27,3","13,2","6,2","1,1","0,3",
26/01/2014 23.00,"0,3","38,2","33,7","13,2","6,2","1,1","0,5",
27/01/2014 0.00,"0,1","37,7","32,9","13,2","6,2","1,1","0,6",
27/01/2014 1.00,"1,9","37,6","33,5","17,9","10,6","1,0","0,8",
27/01/2014 2.00,"3,9","20,6","18,2","17,9","10,6","1,0","0,5",
27/01/2014 3.00,"1,1","11,5","10,0","17,9","10,6","0,6","0,2",
27/01/2014 4.00,"0,8","10,6","9,3","17,9","10,6","0,7","0,2",
27/01/2014 5.00,"1,0","14,5","12,8","17,9","10,6","0,7","0,2",
27/01/2014 6.00,"0,5","18,4","15,6","17,9","10,6","0,7","0,2",
27/01/2014 7.00,"0,2","29,3","24,8","17,9","10,6","0,8","0,3",
27/01/2014 8.00,,"61,0","38,6","17,9","10,6","1,0","0,5",
27/01/2014 9.00,"0,4","81,3","47,5","17,9","10,6","2,1","0,6",
27/01/2014 10.00,"1,3","66,9","39,8","17,9","10,6","1,6","0,5",
27/01/2014 11.00,"1,2","51,5","30,4","17,9","10,6","2,1","0,5",
27/01/2014 12.00,"0,2","45,5","27,3","17,9","10,6","1,1","0,4",
27/01/2014 13.00,"0,4","38,9","25,3","17,9","10,6","1,0","0,4",
27/01/2014 14.00,"0,5","48,2","31,3","17,9","10,6","1,1","0,4",
27/01/2014 15.00,"0,6","37,9","28,8","17,9","10,6","1,0","0,3",
27/01/2014 16.00,,"38,3","29,1","17,9","10,6","0,7","0,3",
27/01/2014 17.00,,"98,5","60,9","17,9","10,6","1,1","0,6",
27/01/2014 18.00,"0,2","159,8","88,3","17,9","10,6","1,8","0,7",
27/01/2014 19.00,"0,1","202,1","96,3","17,9","10,6","2,8","1,0",
27/01/2014 20.00,,"110,2","73,4","17,9","10,6","2,4","0,6",
27/01/2014 21.00,"0,1","123,1","71,8","17,9","10,6","2,4","0,8",
27/01/2014 22.00,,"105,1","67,9","17,9","10,6","3,0","0,7",
27/01/2014 23.00,,"43,6","36,4","17,9","10,6","1,9","0,4",
28/01/2014 0.00,,"43,5","36,5","17,9","10,6","1,5","0,5",
28/01/2014 1.00,,"28,7","23,4","17,5","12,4","2,0","0,5",
28/01/2014 2.00,"0,1",,,"17,5","12,4","1,6","0,4",
28/01/2014 3.00,"0,4","20,6","18,8","17,5","12,4","1,1",,
28/01/2014 4.00,"0,4","13,1","11,4","17,5","12,4","1,1","0,3",
28/01/2014 5.00,"0,3","21,8","17,2","17,5","12,4","1,0","0,4",
28/01/2014 6.00,"0,1","40,1","36,4","17,5","12,4","0,8","0,3",
28/01/2014 7.00,,"64,4","52,3","17,5","12,4","0,8","0,5",
28/01/2014 8.00,"0,1","111,0","61,6","17,5","12,4","1,2","0,9",
28/01/2014 9.00,"0,1","161,4","73,9","17,5","12,4","3,4","1,2",
28/01/2014 10.00,"0,1","142,9","69,1","17,5","12,4","3,7","0,9",
28/01/2014 11.00,,"108,8","59,1","17,5","12,4","2,1","0,7",
28/01/2014 12.00,,"75,8","46,8","17,5","12,4","1,8","0,5",
28/01/2014 13.00,,"41,1","26,6","17,5","12,4","1,2","0,4",
28/01/2014 14.00,,"49,9","32,4","17,5","12,4","1,3","0,5",
28/01/2014 15.00,,"28,4","20,5","17,5","12,4","1,2","0,3",
28/01/2014 16.00,,"47,1","34,3","17,5","12,4","0,8","0,4",
28/01/2014 17.00,,"87,8","56,4","17,5","12,4","1,1","0,5",
28/01/2014 18.00,"0,1","107,6","66,9","17,5","12,4","1,5","0,6",
28/01/2014 19.00,"0,1","125,9","68,8","17,5","12,4","2,0","0,8",
28/01/2014 20.00,,"75,1","54,5","17,5","12,4","1,7","0,7",
28/01/2014 21.00,,"69,3","50,6","17,5","12,4","1,7","0,7",
28/01/2014 22.00,,"49,8","41,2","17,5","12,4","1,3","0,5",
28/01/2014 23.00,,"49,5","41,0","17,5","12,4","1,3","0,4",
29/01/2014 0.00,,"78,8","52,5","17,5","12,4","1,4","0,8",
29/01/2014 1.00,"0,1","106,9","61,9","17,6","9,2","2,1","0,8",
29/01/2014 2.00,"0,2","49,2","41,8","17,6","9,2","2,1","0,5",
29/01/2014 3.00,"0,4","50,1","40,1","17,6","9,2","1,3","0,4",
29/01/2014 4.00,"0,2","26,2","22,9","17,6","9,2","1,1","0,4",
29/01/2014 5.00,,"20,7","17,8","17,6","9,2","0,9","0,3",
29/01/2014 6.00,,"31,5","23,4","17,6","9,2","0,9","0,4",
29/01/2014 7.00,"0,1","123,4","53,1","17,6","9,2","1,2","0,6",
29/01/2014 8.00,"0,1","134,8","56,2","17,6","9,2","1,6","0,8",
29/01/2014 9.00,"0,2","254,0","87,2","17,6","9,2","3,5","1,3",
29/01/2014 10.00,"0,1","55,0","35,3","17,6","9,2","2,6","0,5",
29/01/2014 11.00,"0,7","45,0","28,9","17,6","9,2","1,1","0,4",
29/01/2014 12.00,"1,7","37,5","23,6","17,6","9,2","1,1","0,3",
29/01/2014 13.00,"1,9","51,9","33,0","17,6","9,2","1,0","0,4",
29/01/2014 14.00,"1,5","33,6","22,2","17,6","9,2","1,1","0,3",
29/01/2014 15.00,"2,2","21,6","15,7","17,6","9,2","0,8","0,3",
29/01/2014 16.00,"2,6","28,4","21,3","17,6","9,2","0,5","0,3",
29/01/2014 17.00,"2,4","61,1","44,7","17,6","9,2","0,8","0,5",
29/01/2014 18.00,"2,5","84,0","60,9","17,6","9,2","1,3","0,5",
29/01/2014 19.00,"2,2","95,1","62,5","17,6","9,2","1,3","0,6",
29/01/2014 20.00,"2,6","113,1","69,8","17,6","9,2","1,9","0,6",
29/01/2014 21.00,"2,3","116,6","64,1","17,6","9,2","2,8","0,8",
29/01/2014 22.00,"1,9","31,8","27,0","17,6","9,2","1,5","0,3",
