,Comune Bari,,,,,
,Stadio S.Nicola,,,,,
Parm,SO2,NO2,CO,O3,PM10,BENZENE



12/10/2009 6.00,"4,15621458","11,84470042",,"31,28253765","7,81440783",
12/10/2009 7.00,"4,17653322","13,78014728",,"27,04308285",,
12/10/2009 8.00,"4,23071492","21,0871612",,"25,4665341","4,39560509",
12/10/2009 9.00,"4,22394271","12,75320826",,"42,54028275",,
12/10/2009 10.00,"4,03204702","6,37904193",,"58,01593665","6,34920597",
12/10/2009 11.00,"4,21039729","4,64476042",,"65,19817605",,
12/10/2009 12.00,"4,21039729","3,50100966",,"69,23725305","3,41880298",
12/10/2009 13.00,"4,25554802","3,86603723",,"68,65930155",,
12/10/2009 14.00,"3,96206216","2,59574458",,"68,5930476","1,95360196",
12/10/2009 15.00,"4,19685187","4,40465337",,"66,83599125",,
12/10/2009 16.00,"4,33004836","4,83457422",,"66,00467475","2,44200301",
12/10/2009 17.00,"4,47679129","2,88614297",,"67,82962095",,
12/10/2009 18.00,"4,20362407","1,83324472",,"67,7170032","2,44200301",
12/10/2009 19.00,"4,35488248","4,15319095",,"63,9230319",,
12/10/2009 20.00,"4,13815469","4,10938703",,"62,59490055","1,46520102",
12/10/2009 21.00,"4,32779163","4,00231312",,"62,2785933",,
12/10/2009 22.00,"4,14041142","2,14960042",,"65,8821219","3,90720391",
12/10/2009 23.00,"4,16073006","1,33680922",,"67,3907808",,
13/10/2009 0.00,"4,05913888","0,15574578",,"70,94130225","4,88400507",
13/10/2009 1.00,"4,26909344","0,16710115",,"69,07661565",,
13/10/2009 2.00,"4,15395684",,,"67,73026995","3,90720391",
13/10/2009 3.00,"3,8672442",,,"64,0836693",,
13/10/2009 4.00,"4,16750226","1,8900273",,,"2,93040299",
13/10/2009 5.00,"4,4587314","3,18952001",,"56,00122605",,
13/10/2009 6.00,"4,37520011","4,57824576",,"53,8905759","5,37240601",
13/10/2009 7.00,"4,28715435","5,68792467",,"50,53943475",,
13/10/2009 8.00,"4,16073006","8,10521274","1,46194685","48,9651603","5,37240601",
13/10/2009 9.00,"4,31876067","7,84725908","1,43677819","49,42183575",,
13/10/2009 10.00,"4,57838348","9,15811098","1,4521725","45,7136694","7,81440783",
13/10/2009 11.00,"4,87412708","8,28529063","1,42822476","47,5934781",,
13/10/2009 12.00,"4,71383873","7,69475987","1,43081572","47,86417965","11,72161007",
13/10/2009 13.00,"4,73189963","7,40436149","1,41669243","51,3232503",,
13/10/2009 14.00,"4,81317217","8,72656876","1,42006394","52,5753522","6,83760691",
13/10/2009 15.00,"4,68448913","6,16489219","1,41317296","55,31706075",,
13/10/2009 16.00,"4,5851567","6,1097329","1,41063093","56,4844749","8,79120922",
13/10/2009 17.00,"4,84252076","8,52215302","1,40618529","55,73054445",,
13/10/2009 18.00,"4,71609545","8,30962657","1,40628199","55,79697795","10,7448101",
13/10/2009 19.00,"4,84026302","8,5059297","1,40618529","55,86672315",,
13/10/2009 20.00,"5,29629599","9,44688799","1,39812116","53,98523865","7,81440783",
13/10/2009 21.00,"4,90121793","7,09287183","1,3966055","54,84544275",,
13/10/2009 22.00,"5,02764323","5,043856","1,3904974","55,9215258","8,30280876",
13/10/2009 23.00,"5,05247634","4,0672064","1,37891381","55,69567185",,
14/10/2009 0.00,"5,06150628","4,393298","1,38360526","54,39373485","6,83760691",
14/10/2009 1.00,"4,87412708","3,04351013","1,37319599","56,27689515",,
14/10/2009 2.00,"4,97571827","3,79303134","1,38228648","53,88724425","8,79120922",
14/10/2009 3.00,"5,22405238","1,74563879","1,39406463","43,8869676",,
14/10/2009 4.00,"5,15406752","0,81765915","1,40872499","42,1632477","5,37240601",
14/10/2009 5.00,"5,02538448","1,95654195","1,40882402","55,2655698",,
14/10/2009 6.00,"4,53548948","6,53316442","1,43252594","44,25562365","2,93040299",
14/10/2009 7.00,"5,0321577","21,86427448","1,47817181","27,5663514",,
14/10/2009 8.00,"4,97120279","14,62864126","1,4912699","44,47483425","4,88400507",
14/10/2009 9.00,"5,04570312","11,79927322","1,48643166","46,93255455",,
14/10/2009 10.00,"5,10891577","11,77655866","1,48046919","48,8356449","5,86080599",
14/10/2009 11.00,"5,20373475","23,94410984","1,49713451","37,7776392",,
14/10/2009 12.00,"5,29855271","16,03683308","1,50241196","43,19615895","7,81440783",
14/10/2009 13.00,"5,13600662","10,60037082","1,49420221","52,05559485",,
14/10/2009 14.00,"5,16566132","8,89922427","1,48200466","55,3180383","4,39560509",
14/10/2009 15.00,"5,03441544","6,27845543","1,46429316","59,90368545",,
14/10/2009 16.00,"4,91702109","8,51229092","1,48702464","58,48551975","2,93040299",
14/10/2009 17.00,"4,76802042",,,"54,8238369",,
14/10/2009 18.00,"5,09311261","26,82700432","0,49365244","39,7138266","1,95360196",
14/10/2009 19.00,"5,14503758","22,73708336","0,49550945",,,
14/10/2009 20.00,"5,15406752","15,4868501","0,48554055",,"1,95360196",
14/10/2009 21.00,"5,16761294","13,96347366","0,48324317",,,
14/10/2009 22.00,"4,88993025","11,20225886","0,47938236",,"6,83760691",
14/10/2009 23.00,"4,97797601","6,73433359","0,45709707",,,
15/10/2009 0.00,"5,16084074","3,72975943","0,44551464",,"8,30280876",
15/10/2009 1.00,"5,16309746","1,74077084","0,43745051",,,
15/10/2009 2.00,"5,14503656","0,64731334","0,44043175",,"4,39560509",
15/10/2009 3.00,"4,82220212",,"0,42244648",,,
15/10/2009 4.00,"4,89218697","0,352047","0,41487165",,"2,93040299",
15/10/2009 5.00,"5,20599147","2,90561095",,,,
15/10/2009 6.00,"5,05473408","5,9199191","0,42146904",,"5,86080599",
15/10/2009 7.00,"5,00055239","17,35741133","0,45284482",,,
15/10/2009 8.00,"5,42046254","22,73870856","0,51105055",,"3,90720391",
15/10/2009 9.00,"5,41143259","24,54275704","0,56959879",,,
15/10/2009 10.00,"6,0458138","20,30033496","0,513885",,"10,25640965",
15/10/2009 11.00,"5,50399383","10,44949108","0,49199115",,,
15/10/2009 12.00,"5,49947835","5,9653444","0,49243036",,"11,72161007",
15/10/2009 13.00,"5,49722061","3,29659583","0,46257024",,,
15/10/2009 14.00,"5,51979598","4,86864414","0,47073223",,"5,86080599",
15/10/2009 15.00,"5,43852344","4,45656799","0,47684033",,,
15/10/2009 16.00,"5,30532593","11,81225378","0,51222371",,"4,39560509",
15/10/2009 17.00,"5,44078118","15,79348137","0,52395293",,,
15/10/2009 18.00,"5,19470379","14,71299678","0,52400186",,"3,90720391",
15/10/2009 19.00,"5,07956719","21,02226792","0,53783274",,,
15/10/2009 20.00,"5,15632526","28,81762576","0,57824892",,"6,34920597",
15/10/2009 21.00,"5,31661361","27,109292","0,57438811",,,
15/10/2009 22.00,"5,37305305","16,58031334","0,52722774",,"6,83760691",
15/10/2009 23.00,"5,3459622","18,96839561","0,49164864",,,
16/10/2009 0.00,"5,13600662","13,36158754","0,48505125",,"9,76801014",
16/10/2009 1.00,"5,06602176","9,93196622","0,46550255",,,
16/10/2009 2.00,"5,562691","3,13436072","0,44316833",,"8,79120922",
16/10/2009 3.00,"5,28049283","1,46984044","0,43974673",,,
16/10/2009 4.00,"5,66653891","2,31183362","0,44908187",,"6,34920597",
16/10/2009 5.00,"5,37531079","3,11651602","0,45108567",,,
16/10/2009 6.00,"5,27146187","10,19640538","0,47591182",,"3,41880298",
16/10/2009 7.00,"5,48367519","28,11353176","0,52815625",,,
16/10/2009 8.00,"5,82005506","36,51237416","0,58958786",,"5,37240601",
16/10/2009 9.00,"5,50625055","28,14920968","0,56974558",,,
16/10/2009 10.00,"5,53108468","18,24321607","0,55664749",,"17,58241081",
16/10/2009 11.00,"7,23781916","6,66457427","0,48808141",,,
16/10/2009 12.00,"7,21298504","5,50297691","0,4997617",,"20,51280975",
16/10/2009 13.00,"6,73437772","5,55975949","0,49462988",,,
16/10/2009 14.00,"6,87886291","6,06917556","0,49614554",,"11,72161007",
16/10/2009 15.00,"6,52667988","4,54579721","0,49409281",,,
16/10/2009 16.00,"6,70051365","7,01986785","0,49047665",,"9,27960968",
16/10/2009 17.00,"6,0390416","10,04552946","0,50288856",,,
16/10/2009 18.00,"5,62816038","18,61634861","0,53817408",,"5,86080599",
16/10/2009 19.00,"5,6597667","20,66698008","0,55005009",,,
16/10/2009 20.00,"5,79973743","12,53906234","0,53255412",,"12,69841003",
16/10/2009 21.00,"5,53785688","21,21532256","0,58313726",,,
16/10/2009 22.00,"5,44078016","9,41281806","0,55767385",,"11,72161007",
16/10/2009 23.00,"5,16987068","7,29890895","0,53812515",,,
17/10/2009 0.00,"5,5514023","4,74210034","0,52273201",,"8,79120922",
17/10/2009 1.00,"5,19921927","2,46920269","0,50064128",,,
17/10/2009 2.00,"5,39788717","2,97212752","0,51828404",,"9,27960968",
17/10/2009 3.00,"5,38659847",,"0,50332893",,,
17/10/2009 4.00,"5,26920413","0,65867062","0,5017655",,"12,21000957",
17/10/2009 5.00,"5,4723875","2,34914821",,"44,0411013",,
17/10/2009 6.00,"5,51302377","6,16002615","0,52879117","37,99563285","8,79120922",
17/10/2009 7.00,"5,41143259","9,0834818","0,53548643","36,21697065",,
17/10/2009 8.00,"5,56946321","20,61667536","0,60576389","26,0754879","11,72161007",
17/10/2009 9.00,"5,58300863","12,40765058","0,61138501","39,4950948",,
17/10/2009 10.00,"5,63719134","5,93451914","0,56353963","52,8276399","18,07081032",
17/10/2009 11.00,"5,50399383","3,39393575","0,53582894","63,0085239",,
17/10/2009 12.00,"5,94196488","5,67007806","0,55782064","57,95668515","15,14041042",
17/10/2009 13.00,"6,20610215","4,59446717","0,56266005","59,92092225",,
17/10/2009 14.00,"6,009692","10,05688674","0,57341067","59,18843805","7,81440783",
17/10/2009 15.00,"6,62601332","11,5315913","0,59672232","57,62986425",,
17/10/2009 16.00,"5,91713177","7,74829587","0,59559926","65,6609163","5,86080599",
17/10/2009 17.00,"5,8584346","10,64903122","0,61798241","65,54267265",,
17/10/2009 18.00,"5,41594807","43,24184936","0,71553019","34,8817371","12,21000957",
17/10/2009 19.00,"5,35273542","35,1350076","0,70565798","42,15405075",,
17/10/2009 20.00,"5,41143259","15,36517616","0,64007197","63,18426345","14,16361046",
17/10/2009 21.00,"5,41594807","8,24959933","0,63826389","70,91149695",,
17/10/2009 22.00,"5,1653552","13,62603434","0,6983278","48,40151295","19,53602028",
17/10/2009 23.00,"5,15406752","9,7437757","0,70580477","41,9159076",,
18/10/2009 0.00,"5,02764323","17,381753","0,7614207","32,592315","19,04759979",
18/10/2009 1.00,"5,18567385","34,73914712","0,76459766","26,8506651",,
18/10/2009 2.00,"4,87864155","17,51153382","0,71557912","36,91988895","19,04759979",
18/10/2009 3.00,"5,01183905","13,36645931","0,69998792","36,4074732",,
18/10/2009 4.00,"4,97346053","7,83103576","0,66944395","43,85387055","15,14041042",
18/10/2009 5.00,"5,07053724","5,01140936","0,6742822","48,33088995",,
18/10/2009 6.00,"4,99603691","5,84366854","0,67648172","50,98821","13,18680954",
18/10/2009 7.00,"5,06376402","4,08505301","0,63450094","66,07972665",,
18/10/2009 8.00,"5,12020447","5,56949539","0,64838075","61,35632475","12,69841003",
18/10/2009 9.00,"4,98700595","3,25116862","0,65810501","60,66162585",,
18/10/2009 10.00,"4,96217284","12,03451805","0,67530856","59,56617135","7,32600689",
18/10/2009 11.00,"5,02764323","10,57278258","0,67174133","63,31729005",,
18/10/2009 12.00,"4,80865669","13,59195868","0,68200382","60,43662975","8,79120922",
18/10/2009 13.00,"5,00732459","8,3339625","0,67956081","64,4899311",,
18/10/2009 14.00,"5,03441544","3,65513216","0,66245512","57,63150015","5,37240601",
18/10/2009 15.00,"4,96217284","2,0068352","0,67086176","58,5544869",,
18/10/2009 16.00,"5,02989996","2,84071767","0,67535749","56,64772575","2,93040299",
18/10/2009 17.00,"4,80865669","4,67720706","0,69490619","53,78182845",,
18/10/2009 18.00,"4,75899048","5,79986654","0,69251095","55,2566721","7,32600689",
18/10/2009 19.00,"4,92605205","4,4289893","0,6807829","57,89918925",,
18/10/2009 20.00,"4,95539962","6,77651614","0,69094752","56,2864113","8,79120922",
18/10/2009 21.00,"4,78156585","7,61039861","0,69505298","53,8507158",,
18/10/2009 22.00,"4,95088516","5,72523926","0,67144775","53,06905485","5,86080599",
18/10/2009 23.00,"4,935082","3,29497254","0,64852638","52,54680375",,
19/10/2009 0.00,"5,02538448","2,09768579","0,64354251","53,61432825","10,25640965",
19/10/2009 1.00,"5,07730945","1,90300404","0,63190998","54,04297395",,
19/10/2009 2.00,"4,93056652","0,34880425","0,63650474","54,5553897","7,32600689",
19/10/2009 3.00,"4,37971559",,"0,63611447","54,39772485",,
19/10/2009 4.00,"4,44518598","0,12005257","0,64603444",,"5,37240601",
19/10/2009 5.00,"4,93733872","0,5337501",,"52,9419135",,
19/10/2009 6.00,"5,02087001","1,96789923","0,64999311","51,2906121","9,27960968",
19/10/2009 7.00,"4,76576268","9,51502594","0,67149668","43,3839882",,
19/10/2009 8.00,"4,92605205","19,36261368","0,71640976","35,63387205","8,79120922",
19/10/2009 9.00,"4,87864155","18,65365938","0,72764968","34,4609916",,
19/10/2009 10.00,"5,05247634","12,20811044","0,71958672","38,92821555","14,16361046",
19/10/2009 11.00,"4,93959748","12,06372002","0,71782757","42,2934813",,
19/10/2009 12.00,"4,8696116","10,33430455","0,72129694","45,9243414","16,60560989",
19/10/2009 13.00,"5,22405238","9,32683351","0,72349646","48,28827675",,
19/10/2009 14.00,"5,81553958","9,00074191","0,7098613","50,5713747","12,21000957",
19/10/2009 15.00,"5,99614657","6,7602909","0,69368527","53,55886725",,
19/10/2009 16.00,"6,0458138","12,21297266","0,70771071","48,01607895","13,18680954",
19/10/2009 17.00,"5,7500702","14,48262373","0,72628197","46,81844055",,
19/10/2009 18.00,"5,85166138","18,64555441","0,74382687","44,25985305","7,32600689",
19/10/2009 19.00,"5,58075089","26,35814368","0,76190884","35,99185485",,
19/10/2009 20.00,"5,38434175","19,8444568","0,74167628","40,32710955","13,67521",
19/10/2009 21.00,"5,38208401","13,62603434","0,74905539","42,8098272",,
19/10/2009 22.00,"5,41368932","7,34920029","0,69026367","47,46015225","11,23320961",
19/10/2009 23.00,"5,15180978","5,89720646","0,67843659","48,5159262",,
20/10/2009 0.00,"5,22856786","2,64279317","0,66592565","49,2747444","14,16361046",
20/10/2009 1.00,"5,22856786","0,99773896","0,65815394","50,125971",,
20/10/2009 2.00,"5,21050695","0,57268606","0,65512494","48,92009325","12,69841003",
20/10/2009 3.00,"5,04570312","0,18819051","0,64378599","46,7623611",,
20/10/2009 4.00,"5,22856786","0,4428995","0,64544845","44,6607084","7,32600689",
20/10/2009 5.00,"5,36853858","3,85305858","0,64329669","38,36897715",,
20/10/2009 6.00,"4,82897534","9,60263186","0,66162447","31,8034122","11,72161007",
20/10/2009 7.00,"5,44078016","21,80586288","0,70546226","20,53966215",,
20/10/2009 8.00,"5,3459622","23,54824936","0,73273258","19,21666394","6,83760691",
20/10/2009 9.00,"5,63493258","23,17674776","0,78375492","20,16188895",,
20/10/2009 10.00,"5,26920413","8,88393592","0,72941","42,66959865","22,95482063",
20/10/2009 11.00,"5,11343125","4,59609046","0,75545823","53,79643185",,
20/10/2009 12.00,"5,81553958","2,86829636","0,76469435","60,37023615","21,0012207",
20/10/2009 13.00,"5,85617686","1,02694094","0,70081973","65,9476776",,
20/10/2009 14.00,"5,44078016","2,3329268","0,7163119","60,1953744","17,09399986",
20/10/2009 15.00,"5,55817552","7,83752509","0,74309409","59,35406295",,
20/10/2009 16.00,"5,38885621","9,72430772","0,7538948","57,4553217","13,67521",
20/10/2009 17.00,"5,47690197","2,5032707","0,74206772","57,2788041",,
20/10/2009 18.00,"5,28726503","10,30022889","0,78751787","49,0866957","13,18680954",
20/10/2009 19.00,"5,33693226","8,41670048","0,7770585","48,8969712",,
20/10/2009 20.00,"5,19696153","15,2337644","0,80867893","44,1047817","12,69841003",
20/10/2009 21.00,"5,16309746","34,07725096","0,91864095","24,06163515",,
20/10/2009 22.00,"5,32790231","10,32457056","0,80848321","34,77606195","14,65200996",
20/10/2009 23.00,"4,89444573","8,46699373","0,77525042","40,2776136",,
21/10/2009 0.00,"5,09988583","7,46763148","0,7579991","44,21696055","20,02441978",
21/10/2009 1.00,"4,68448913","7,3037769","0,75130501","43,18758045",,
21/10/2009 2.00,"4,9418542","3,95688782","0,74558602","46,68976305","14,16361046",
21/10/2009 3.00,"4,99152143",,"0,72320288","49,6525176",,
21/10/2009 4.00,"5,06376402","1,64992025","0,70262781",,"13,18680954",
21/10/2009 5.00,"5,10891577","3,76545074",,"47,30821305",,
21/10/2009 6.00,"5,22179565","14,52805285","0,73024064","32,57605575","10,25640965",
21/10/2009 7.00,"5,29403825","24,21827152","0,75824375","19,82712396",,
21/10/2009 8.00,"5,37079531","27,56679536","0,76322878","15,59005718","12,69841003",
21/10/2009 9.00,"5,48593293","16,6273581","0,78820172","27,335091",,
21/10/2009 10.00,"5,42272028","15,33435472","0,84479509","32,4333534","19,53602028",
21/10/2009 11.00,"5,32564356","3,90659458","0,74123708","57,71305575",,
21/10/2009 12.00,"5,29855271","1,0577662","0,7007708","65,409666","26,37360954",
21/10/2009 13.00,"5,26243192","2,13986642","0,74196986","62,70797715",,
21/10/2009 14.00,"5,28500729","0,69111726","0,74089457","69,8288304","17,58241081",
21/10/2009 15.00,"5,41594807","1,21026541","0,76146963","72,8159439",,
21/10/2009 16.00,"5,28500729","0,80954654","0,75858626","73,80835665","15,14041042",
21/10/2009 17.00,"4,98023375","0,72031923","0,77612999","71,03941635",,
21/10/2009 18.00,"5,38885621","3,14085005","0,79685301","66,00184185","12,69841003",
21/10/2009 19.00,"5,12471894","10,7966663","0,88956255","55,42638675",,
21/10/2009 20.00,"5,12923442","9,68212709","0,89772337","52,69846365","12,21000957",
21/10/2009 21.00,"4,87638482","9,9709041","0,91649036","46,6996383",,
21/10/2009 22.00,"4,89218697","4,09965495","0,88506565","53,93201205","17,09399986",
21/10/2009 23.00,"4,79511127","2,31994623","0,84064187","60,4295076",,
22/10/2009 0.00,"4,8447785","2,28425493","0,8722122","62,45700615","24,90842056",
22/10/2009 1.00,"4,92166166","1,72454752","0,87206658","61,15455045",,
22/10/2009 2.00,"4,91476335","0,68787259","0,85857704","64,75680225","15,14041042",
22/10/2009 3.00,"4,79285455",,"0,86278036","65,217747",,
22/10/2009 4.00,"4,73867184",,"0,84719033","62,8556271","28,81562042",
22/10/2009 5.00,"4,75899048",,"0,87206658","59,09589",,
22/10/2009 6.00,"4,71791385",,"0,84401454","61,71885615","28,32722092",
22/10/2009 7.00,"4,79736901","0,4250529","0,85378773","59,84555115",,
22/10/2009 8.00,"4,64385286","1,19242071","0,88340436","61,46293755","20,02441978",
22/10/2009 9.00,"4,71158099","1,11779344","0,8922502","60,4721607",,
22/10/2009 10.00,"4,79736901","0,62784535","0,88550602","59,05325685","24,42000961",
22/10/2009 11.00,"4,63708066","1,32058398","0,87895639","54,5389509",,
22/10/2009 12.00,"4,59644337","2,18853638","0,85105114","49,2668043","22,46640968",
22/10/2009 13.00,"4,7725359","3,86441394","0,86654331","44,3129001",,
22/10/2009 14.00,"4,27360892","3,81736727","0,88394259","48,4417122","18,07081032",
22/10/2009 15.00,"4,36253642","1,01938854","0,85644742","55,55721885",,
22/10/2009 16.00,"4,56032258","0,17521377","0,86146042","57,6753303","26,86202049",
22/10/2009 17.00,"4,43615502","0,41369753","0,86121693","60,2523516",,
22/10/2009 18.00,"4,47679129","0,5000683","0,88154735","60,26055105","27,8388195",
22/10/2009 19.00,"2,91454301",,"0,89537823","47,64612615",,
22/10/2009 20.00,"1,41324863","7,15452045","0,89366684","42,53964435","27,8388195",
22/10/2009 21.00,"1,65255279","15,55823654","0,96340724","29,5364538",,
22/10/2009 22.00,"1,54870387","7,85861636","0,93432884","36,02740575","27,8388195",
22/10/2009 23.00,"1,68415912",,"0,87866397","46,63402275",,
23/10/2009 0.00,"1,51709755",,"0,86278036","47,96927625","34,18803024",
23/10/2009 1.00,"1,82864431",,"0,86351431","49,67033295",,
23/10/2009 2.00,"1,7857503",,"0,8797882","49,75400325","29,30401993",
23/10/2009 3.00,"1,30714196",,"0,87514451","53,17087965",,
23/10/2009 4.00,"1,55321834",,"0,86844925",,"34,67642975",
23/10/2009 5.00,"1,77446262",,,"62,4916194",,
23/10/2009 6.00,"1,71576443",,"0,86243785","63,1146978","29,7924099",
23/10/2009 7.00,"1,4719458",,"0,90691173","60,23728935",,
23/10/2009 8.00,"1,44259721","0,79007855","0,9765531","58,660581","30,76922989",
23/10/2009 9.00,"1,28682332","1,75861745","0,90681387","55,8806682",,
23/10/2009 10.00,"1,67287042","0,31148966","0,88042312","54,7650642","31,74603081",
23/10/2009 11.00,"1,37486908","5,87287052","0,8862388","44,3330097",,
23/10/2009 12.00,"1,65481053","26,44900192","0,98681675","23,13499755","18,55920982",
23/10/2009 13.00,"1,74511403","12,64938474","0,94312575","31,6168398",,
23/10/2009 14.00,"1,72027991","2,36699482","0,87006278","50,7935379","12,69841003",
23/10/2009 15.00,"1,20780852","0,63109002","0,86434379","59,49024165",,
23/10/2009 16.00,"1,51935529","1,30760724","0,84880386","64,21376325","6,34920597",
23/10/2009 17.00,"1,42928468","1,39154404","0,86996375","60,63680805",,
23/10/2009 18.00,"1,52499862","7,47087614","0,93017445","49,0069356","5,86080599",
23/10/2009 19.00,"1,57805246","22,42559944","1,05313554","28,94272185",,
23/10/2009 20.00,"2,02505447","37,93516984","1,19711206","15,23657709","19,04759979",
23/10/2009 21.00,"1,54418839","9,37712676","0,97117779","49,96387725",,
23/10/2009 22.00,"1,55096161","5,46079819","0,9178103","51,59842065","11,72161007",
23/10/2009 23.00,"1,85573516","11,39530777","0,93569655","49,28956725",,
24/10/2009 0.00,"1,65255279","21,73611312","0,97171485","29,57900715","7,81440783",
24/10/2009 1.00,"1,44485495","15,56635298","1,23576909","25,8752298",,
24/10/2009 2.00,"1,57579472","9,3284568","0,94908822","29,2517673","8,30280876",
24/10/2009 3.00,"1,42453631","6,89007938","0,91267848","26,71977315",,
24/10/2009 4.00,"1,68190138","9,55720466","0,94933171","24,908373","7,81440783",
24/10/2009 5.00,"1,84896295","11,97611218","1,4201618","17,09095154",,
24/10/2009 6.00,"1,64577957","12,97384732","0,94033907","25,1744661","9,76801014",
24/10/2009 7.00,"1,72931087","14,1889845","0,92611792","27,69488925",,
24/10/2009 8.00,"1,7676894","15,89568542","0,94728014","24,0737448","10,7448101",
24/10/2009 9.00,"1,52838523","16,1974449","0,98417686","27,36104595",,
24/10/2009 10.00,"1,62546195","11,70031192","0,96438467","37,36505325","13,18680954",
24/10/2009 11.00,"1,62771867","16,23151101","0,96115995","39,9582141",,
24/10/2009 12.00,"1,39292998","20,47230024","0,92841413","52,96028745","9,76801014",
24/10/2009 13.00,"1,50806659","9,01209919","0,94405426","56,88221805",,
24/10/2009 14.00,"2,09278158","33,7251944","0,98891841","48,36731865","19,04759979",
24/10/2009 15.00,"6,04129832",,"1,09037593","36,1403826",,
24/10/2009 16.00,"1,5622493","10,6295728","0,89703952","50,4530712","24,90842056",
24/10/2009 17.00,"1,78349256","22,30229456","0,90999082","47,2633056",,
24/10/2009 18.00,"1,81284115","22,32338392","0,95988777","42,7827351","13,67521",
24/10/2009 19.00,"1,80155346","26,573932","1,06393625","27,1792416",,
24/10/2009 20.00,"2,04311435","43,06986496","1,21499831","13,62846146","16,11721039",
24/10/2009 21.00,"1,89862916","36,86118032","1,24192728","13,33097504",,
24/10/2009 22.00,"1,74962849","38,32615472","1,16583298","14,38706819","11,23320961",
24/10/2009 23.00,"1,97200063","34,94357816","1,08411988","21,76155975",,
25/10/2009 0.00,"1,85234855","30,34424304","1,05812057","16,60713611","17,58241081",
25/10/2009 1.00,"1,80832567","36,02079896","1,04174766","24,50675955",,
25/10/2009 2.00,"1,93475097","42,35278848","1,10430467","15,11757734","19,53602028",
25/10/2009 3.00,"1,7857503",,"0,95285117","34,96694355",,
25/10/2009 4.00,"1,72479539","7,01662127","0,93784714",,"12,69841003",
25/10/2009 5.00,"1,86025064","1,84946804",,"41,3111034",,
25/10/2009 6.00,"1,8071968","5,84529183","0,95412102","42,88693395","15,14041042",
25/10/2009 7.00,"1,67174155","5,68305863","0,98515429","39,3083628",,
25/10/2009 8.00,"1,74059855","6,60292566","0,98867376","34,5149364","10,25640965",
25/10/2009 9.00,"1,64352183","9,71619702","1,03554171","28,06655775",,
25/10/2009 10.00,"2,0814939","8,13765746","1,04052674","29,8698582","12,21000957",
25/10/2009 11.00,"1,42453631","5,62789743","1,04516927","36,78307185",,
25/10/2009 12.00,"1,85573516","3,25441329","1,03984172","46,0468344","15,14041042",
25/10/2009 13.00,"1,81622776","2,1609577","1,04634242","55,0732518",,
25/10/2009 14.00,"1,64916618","2,50489208","1,04898115","57,1650093","9,27960968",
25/10/2009 15.00,"1,47420354","3,96662182","1,08382746","58,58259645",,
25/10/2009 16.00,"1,92346227","1,98736722","1,0742966","62,85512835","15,62880993",
25/10/2009 17.00,"1,95958408","1,01883023","1,03803364","62,23204995",,
25/10/2009 18.00,"2,37272202","16,36616552","1,49136776","48,0265128","18,07081032",
25/10/2009 19.00,"1,82074222","11,03839855","1,10713911","54,329835",,
25/10/2009 20.00,"1,64126409","14,0802873","1,07776713","48,08255235","18,55920982",
25/10/2009 21.00,"2,06117526","16,85935636","1,09492176","33,6858144",,
25/10/2009 22.00,"1,8941147","18,91648098","1,1002959","30,70721955","21,48962021",
25/10/2009 23.00,"1,77897708","8,08411955","1,05465004","39,18968025",,
26/10/2009 0.00,"1,3816423","6,81382882","1,03886429","40,7078154","20,02441978",
26/10/2009 1.00,"1,61643099","6,17624947","1,02503341","42,4204431",,
26/10/2009 2.00,"1,59385562","2,90561095","1,01873076","45,39409035","14,65200996",
26/10/2009 3.00,"1,46743032","1,00747295","1,01066663","45,28859475",,
26/10/2009 4.00,"1,85121968","0,48345685","0,99766639","46,6320078","12,69841003",
26/10/2009 5.00,"1,56676478","0,24659638","0,99287708","45,83091555",,
26/10/2009 6.00,"1,55773382","1,40007921","0,99395237","40,4341812","14,16361046",
26/10/2009 7.00,"1,6773859","8,21877598","1,00392244","25,287423",,
26/10/2009 8.00,"2,2801618","29,80561352","1,12575931","13,62695922","12,69841003",
26/10/2009 9.00,"1,84444747","23,73969792","1,13284484","20,8319097",,
26/10/2009 10.00,"2,16953966","23,97330608","1,1047928","33,79954935","22,46640968",
26/10/2009 11.00,"1,69093132","10,69284279","1,04776023","49,59081225",,
26/10/2009 12.00,"1,80155346","8,42967914","1,04526713","55,7556615","19,53602028",
26/10/2009 13.00,"1,66722709","5,3504777","1,04350798","62,0375574",,
26/10/2009 14.00,"1,96184182","8,09385546","1,04878543","63,08754585","17,09399986",
26/10/2009 15.00,"1,91894781","9,96441477","1,03998968","61,5380892",,
26/10/2009 16.00,"1,93926543","11,11952089","1,0386208","61,86281535","18,55920982",
26/10/2009 17.00,"1,82187109","21,8496668","1,0632524","53,20730835",,
26/10/2009 18.00,"2,02279673","44,10817656","1,12971798","29,4313971","21,48962021",
26/10/2009 19.00,"2,2621009","63,73688328","1,25873823","13,06323008",,
26/10/2009 20.00,"2,64814799","60,4662352","1,35863232","13,17366929","30,28083038",
26/10/2009 21.00,"1,92346227","34,9176132","1,24134012","16,23795737",,
26/10/2009 22.00,"2,40658609","32,02011104","1,26382113","15,83905712","33,21123123",
26/10/2009 23.00,"1,94152317","23,39574824","1,20150994","15,88356557",,
27/10/2009 0.00,"2,09278158","28,17354944","1,17682941","18,28027278","27,8388195",
27/10/2009 1.00,"1,89637142","14,16140008","1,06530513","28,0368921",,
27/10/2009 2.00,"1,75640171","10,59712425","1,05807164","29,49733185","25,88521957",
