,TARANTO,,,
,S.VITO Colonia Marina,,,
Parm,SO2,NOX,NO2,PM10
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3


19/10/2009 4.00,"0,742371","12,234362","5,120106","8,8"
19/10/2009 5.00,"0,452439","11,816736","4,887787","8,8"
19/10/2009 6.00,"0,4366","9,362861","4,66585","8,8"
19/10/2009 7.00,"0,59957","12,501539","6,455617","8,8"
19/10/2009 8.00,"0,564489","12,794654","5,818361","8,8"
19/10/2009 9.00,"0,443529","12,204531","6,022127","8,8"
19/10/2009 10.00,"0,463112","13,915241","8,956615","8,8"
19/10/2009 11.00,"0,522355","13,296583","7,872891","8,8"
19/10/2009 12.00,"0,497018","12,84394","7,387488","8,8"
19/10/2009 13.00,"0,344565","10,951652","6,023425","8,8"
19/10/2009 14.00,"0,312422","10,387469","5,839125","8,8"
19/10/2009 15.00,"0,268432","10,239614","6,99553","8,8"
19/10/2009 16.00,"0,494141","11,060598","7,1357","8,8"
19/10/2009 17.00,"0,424534","12,908789","8,883936","8,8"
19/10/2009 18.00,"0,506298","12,470412","8,745064","8,8"
19/10/2009 19.00,"0,541843","17,926783","15,282436","8,8"
19/10/2009 20.00,"0,478672","14,891862","10,909908","8,8"
19/10/2009 21.00,"0,499462","16,238123","10,878762","8,8"
19/10/2009 22.00,"0,381843","10,44324","6,803444","8,8"
19/10/2009 23.00,"0,469392","11,37317","6,009148","8,8"
20/10/2009 0.00,"0,490676","12,345902","5,823552","8,8"
20/10/2009 1.00,"0,58667","29,807066","22,35843","23,4"
20/10/2009 2.00,"0,539245","23,115965","15,259081","23,4"
20/10/2009 3.00,"0,699989","36,443655","27,49152","23,4"
20/10/2009 4.00,"0,601426","43,446049","35,065886","23,4"
20/10/2009 5.00,"0,57807","56,458566","46,2899","23,4"
20/10/2009 6.00,"1,078738","63,493388","39,010133","23,4"
20/10/2009 7.00,"1,542963","148,904362","54,680635","23,4"
20/10/2009 8.00,"1,902625","145,409016","50,762375","23,4"
20/10/2009 9.00,"1,167895","131,399086","49,252926","23,4"
20/10/2009 10.00,"0,687243","51,519698","27,061912","23,4"
20/10/2009 11.00,"0,649222","18,143378","11,312245","23,4"
20/10/2009 12.00,"0,633879","15,786774","10,987784","23,4"
20/10/2009 13.00,"0,460111","16,024121","12,257097","23,4"
20/10/2009 14.00,"0,474373","11,572903","6,301168","23,4"
20/10/2009 15.00,"0,433258","12,092993","6,73336","23,4"
20/10/2009 16.00,"0,320373","15,131803","9,974147","23,4"
20/10/2009 17.00,"0,386205","27,296112","20,311672","23,4"
20/10/2009 18.00,"0,796973","107,582731","66,87935","23,4"
20/10/2009 19.00,"0,749982","55,823077","41,866737","23,4"
20/10/2009 20.00,"0,561581","52,360137","38,463722","23,4"
20/10/2009 21.00,"0,706083","47,875197","39,703195","23,4"
20/10/2009 22.00,"0,769378","36,052002","27,438309","23,4"
20/10/2009 23.00,"0,578132","43,075121","29,864024","23,4"
21/10/2009 0.00,"0,791899","41,658808","25,413615","23,4"
21/10/2009 1.00,,"33,996298","19,299344","16,79999"
21/10/2009 2.00,"0,395365",,,"16,79999"
21/10/2009 3.00,"0,408169","19,785336","10,441372","16,79999"
21/10/2009 4.00,"0,488428","18,440385","8,852785","16,79999"
21/10/2009 5.00,"0,418162","20,598549","10,371288","16,79999"
21/10/2009 6.00,"0,366946","35,44242","20,102729","16,79999"
21/10/2009 7.00,"0,530588","86,294197","43,938141","16,79999"
21/10/2009 8.00,"0,440022","67,913473","34,747902","16,79999"
21/10/2009 9.00,"0,20424","44,977752","27,124224","16,79999"
21/10/2009 10.00,"0,228287","47,838907","30,156044","16,79999"
21/10/2009 11.00,"0,259517","19,758111","12,882677","16,79999"
21/10/2009 12.00,"0,221417","13,143541","8,642531","16,79999"
21/10/2009 13.00,"0,123668","10,812878","6,791766","16,79999"
21/10/2009 14.00,"0,098685","10,435459","6,646402","16,79999"
21/10/2009 15.00,"0,17551","10,544404","6,379042","16,79999"
21/10/2009 16.00,"0,173635","13,877628","8,285615","16,79999"
21/10/2009 17.00,"0,153962","12,685709","7,552317","16,79999"
21/10/2009 18.00,"0,1143","9,732498","5,680787","16,79999"
21/10/2009 19.00,"0,104307","7,771473","4,343978","16,79999"
21/10/2009 20.00,,,,"16,79999"
21/10/2009 21.00,,"7,705327","4,028595","16,79999"
21/10/2009 22.00,"0,132412","6,260496","3,508149","16,79999"
21/10/2009 23.00,"0,125855","5,244966","2,940977","16,79999"
22/10/2009 0.00,"0,197058","5,098407","2,463362","16,79999"
22/10/2009 1.00,"0,120234","4,434356","2,319298","39,299992"
22/10/2009 2.00,,"10,380986","7,448488","39,299992"
22/10/2009 3.00,,"9,844036","7,264191","39,299992"
22/10/2009 4.00,,"4,982976","2,458168","39,299992"
22/10/2009 5.00,,"11,120261","7,480935","39,299992"
22/10/2009 6.00,,"5,98424","3,34851","39,299992"
22/10/2009 7.00,,"15,891829","10,538718","39,299992"
22/10/2009 8.00,"0,066831","9,579455","4,632105","39,299992"
22/10/2009 9.00,"0,094938","10,213674","4,85534","39,299992"
22/10/2009 10.00,"0,063083","15,917769","10,102636","39,299992"
22/10/2009 11.00,"0,039973","21,69837","14,188334","39,299992"
22/10/2009 12.00,"0,030605","12,412047","6,3427","39,299992"
22/10/2009 13.00,"0,049967","10,920527","4,802128","39,299992"
22/10/2009 14.00,,,,"39,299992"
22/10/2009 15.00,,"10,819499","4,893661","39,299992"
22/10/2009 16.00,"0,034977","10,205894","4,894276","39,299992"
22/10/2009 17.00,"0,052153","11,004829","6,111679","39,299992"
22/10/2009 18.00,"0,052778","9,923153","5,61719","39,299992"
22/10/2009 19.00,"0,079635","10,237022","6,08702","39,299992"
22/10/2009 20.00,"0,033416","12,070943","7,358934","39,299992"
22/10/2009 21.00,"0,017488","9,129404","5,018872","39,299992"
22/10/2009 22.00,"0,029356","8,783112","4,310235","39,299992"
22/10/2009 23.00,"0,023735","7,250088","3,537999","39,299992"
23/10/2009 0.00,"0,036227","6,661262","3,047405","39,299992"
23/10/2009 1.00,,"5,383741","2,118127","21,700001"
23/10/2009 2.00,"0,303891",,,"21,700001"
23/10/2009 3.00,"0,319142","5,006322","2,149275","21,700001"
23/10/2009 4.00,"0,31133","5,063389","1,896192","21,700001"
23/10/2009 5.00,"0,411202","5,286468","2,25051","21,700001"
23/10/2009 6.00,"0,372146","6,379818","2,887764","21,700001"
23/10/2009 7.00,"0,391859","8,45887","4,438723","21,700001"
23/10/2009 8.00,"0,362846","10,309651","5,116212","21,700001"
23/10/2009 9.00,,"14,856844","9,94819","21,700001"
23/10/2009 10.00,"0,394278","14,086441","8,851487","21,700001"
23/10/2009 11.00,"0,341831","15,011184","9,66136","21,700001"
23/10/2009 12.00,"0,262231","18,996787","12,089679","21,700001"
23/10/2009 13.00,"0,415107","13,585809","7,172042","21,700001"
23/10/2009 14.00,"0,359127","11,128042","5,260275","21,700001"
23/10/2009 15.00,"0,293104","12,871177","6,297275","21,700001"
23/10/2009 16.00,"0,318397","15,151257","8,462125","21,700001"
23/10/2009 17.00,"0,34927","15,856812","9,582188","21,700001"
23/10/2009 18.00,"0,342389","12,178591","7,388786","21,700001"
23/10/2009 19.00,"0,432032","9,705262","5,479616","21,700001"
23/10/2009 20.00,"0,387024","14,469048","8,99036","21,700001"
23/10/2009 21.00,"0,329557","53,396441","40,230122","21,700001"
23/10/2009 22.00,"0,400229","32,280392","25,411033","21,700001"
23/10/2009 23.00,"0,292732","25,13018","18,8438","21,700001"
24/10/2009 0.00,"0,46216","26,873313","19,600446","21,700001"
24/10/2009 1.00,"0,439285","23,837095","17,953459","5,1"
24/10/2009 2.00,"0,388512","16,60387","11,902783","5,1"
24/10/2009 3.00,"0,380701","8,885572","5,179809","5,1"
24/10/2009 4.00,"0,454907","7,033495","2,860511","5,1"
24/10/2009 5.00,"0,371587","8,333062","3,265446","5,1"
24/10/2009 6.00,"0,637353","8,753281","4,503616","5,1"
24/10/2009 7.00,"0,466438","13,862064","9,705487","5,1"
24/10/2009 8.00,,"16,277031","11,23438","5,1"
24/10/2009 9.00,,,,"5,1"
24/10/2009 10.00,,"24,265096","6,838488","5,1"
24/10/2009 11.00,,"15,548132","5,492594","5,1"
24/10/2009 12.00,,,,"5,1"
24/10/2009 13.00,,"23,894148","11,268119","5,1"
24/10/2009 14.00,"0,291803","14,733631","6,258339","5,1"
24/10/2009 15.00,"0,415479","13,03719","5,766446","5,1"
24/10/2009 16.00,"0,393347","14,239484","7,425128","5,1"
24/10/2009 17.00,"0,48206","24,37144","16,915159","5,1"
24/10/2009 18.00,"0,421244","14,353619","9,187638","5,1"
24/10/2009 19.00,"0,327697","13,947665","9,469275","5,1"
24/10/2009 20.00,"0,432032","16,064327","11,448528","5,1"
24/10/2009 21.00,"0,423476","14,906129","9,657465","5,1"
24/10/2009 22.00,"0,347224","13,963229","7,728828","5,1"
24/10/2009 23.00,"0,550315","13,156512","7,109743","5,1"
25/10/2009 0.00,"0,563147","15,252421","9,09419","5,1"
25/10/2009 1.00,,"16,38857","10,283038","18,5"
25/10/2009 2.00,"0,565002",,,"18,5"
25/10/2009 3.00,"0,508567","10,692257","5,004595","18,5"
25/10/2009 4.00,"0,572317","9,951686","3,794978","18,5"
25/10/2009 5.00,"0,662966","11,262928","5,156446","18,5"
25/10/2009 6.00,"0,613938","11,348528","5,743084","18,5"
25/10/2009 7.00,"0,608639","13,983979","8,460829","18,5"
25/10/2009 8.00,"0,665105","25,12368","17,469353","18,5"
25/10/2009 9.00,"0,443579","20,623175","12,96574","18,5"
25/10/2009 10.00,"0,59116","12,820594","7,095466","18,5"
25/10/2009 11.00,"0,629558","12,736291","6,032509","18,5"
25/10/2009 12.00,"0,509745","13,74404","5,980595","18,5"
25/10/2009 13.00,"0,440108","19,472763","9,889785","18,5"
25/10/2009 14.00,"0,559486","14,806262","6,612659","18,5"
25/10/2009 15.00,"0,569342","26,869411","15,156549","18,5"
25/10/2009 16.00,"0,597884","16,771178","8,498467","18,5"
25/10/2009 17.00,"0,539466","16,651857","9,027999","18,5"
25/10/2009 18.00,"0,522979","14,396419","6,38683","18,5"
25/10/2009 19.00,"0,490438","11,406892","5,107128","18,5"
25/10/2009 20.00,"0,608855","18,2199","12,314201","18,5"
25/10/2009 21.00,"0,578081","22,003161","16,794461","18,5"
25/10/2009 22.00,"0,542906","12,8608","8,567255","18,5"
25/10/2009 23.00,"0,640249","16,947569","12,957949","18,5"
26/10/2009 0.00,"0,689494","17,078562","13,663995","18,5"
26/10/2009 1.00,"0,506274","17,503971","14,148103","17,4"
26/10/2009 2.00,"0,513744","15,992995","12,869696","17,4"
26/10/2009 3.00,"0,627791","20,531093","17,152671","17,4"
26/10/2009 4.00,"0,716953","16,531239","12,900843","17,4"
26/10/2009 5.00,"0,810516","19,761991","15,99238","17,4"
26/10/2009 6.00,"0,754081","21,428605","17,728927","17,4"
26/10/2009 7.00,"0,758606","18,976038","15,000798","17,4"
26/10/2009 8.00,"0,718813","18,042215","12,721736","17,4"
26/10/2009 9.00,"0,843831","22,090062","14,752911","17,4"
26/10/2009 10.00,"0,706912","16,990368","10,864481","17,4"
26/10/2009 11.00,"0,663462","18,079825","11,784677","17,4"
26/10/2009 12.00,"0,573618","13,178559","8,279126","17,4"
26/10/2009 13.00,"0,662285","13,331603","8,469913","17,4"
26/10/2009 14.00,"0,487184","11,121556","6,241467","17,4"
26/10/2009 15.00,"0,604548","13,646768","7,765169","17,4"
26/10/2009 16.00,"0,585178","15,712847","9,84436","17,4"
26/10/2009 17.00,"0,488857","21,780089","16,280509","17,4"
26/10/2009 18.00,"0,877457","24,11204","19,37072","17,4"
26/10/2009 19.00,"0,563918","23,003137","19,638095","17,4"
26/10/2009 20.00,"0,517153","19,225045","16,691928","17,4"
26/10/2009 21.00,"0,611583","25,779954","22,817884","17,4"
26/10/2009 22.00,"0,635477","14,779026","11,203222","17,4"
26/10/2009 23.00,"0,59119","12,389999","8,58153","17,4"
27/10/2009 0.00,"0,669319","13,833532","10,663311","17,4"
27/10/2009 1.00,,"12,803735","10,780127",
27/10/2009 2.00,"0,344988",,,
27/10/2009 3.00,"0,316489","12,847831","9,644487",
27/10/2009 4.00,"0,384737","14,51185","14,293458",
27/10/2009 5.00,"0,3568","8,755876","7,377106",
27/10/2009 6.00,"0,329051","8,336953","5,425107",
27/10/2009 7.00,"0,421673","10,833628","7,151275",
27/10/2009 8.00,"0,341426","8,917998","7,850828",
27/10/2009 9.00,"0,295302","14,99173","10,821658",
27/10/2009 10.00,"0,277303","8,405693","6,882615",
27/10/2009 11.00,"0,264741","9,88165","8,27653",
27/10/2009 12.00,"0,401987","12,67274","10,676292",
27/10/2009 13.00,"0,379675","13,891896","11,926147",
27/10/2009 14.00,"0,256116","9,25132","8,299893",
27/10/2009 15.00,"0,185994","13,20839","12,033865",
27/10/2009 16.00,"0,397486","18,701077","17,309716",
27/10/2009 17.00,,"16,26017","15,731503",
27/10/2009 18.00,,"13,712914","13,573141",
27/10/2009 19.00,"1,728666","17,146005","15,482313",
27/10/2009 20.00,"1,356531","7,911544","7,867702",
27/10/2009 21.00,"1,382308","8,780517","6,964381",
27/10/2009 22.00,"1,301538","7,508187","6,044191",
27/10/2009 23.00,"1,268886","5,138612","5,109723",
28/10/2009 0.00,"1,744601","4,99854","4,719062",
28/10/2009 1.00,"1,638834","5,713172","4,793041","16,5"
28/10/2009 2.00,"1,432613","5,649621","4,477659","16,5"
28/10/2009 3.00,"1,346063","5,99721","4,462084","16,5"
28/10/2009 4.00,"1,542286","6,277358","4,453","16,5"
28/10/2009 5.00,"1,678673","7,265651","5,187594","16,5"
28/10/2009 6.00,"1,670236","7,809084","5,794999","16,5"
28/10/2009 7.00,"1,661644","10,051554","7,892359","16,5"
28/10/2009 8.00,"1,552597","12,091694","8,58153","16,5"
28/10/2009 9.00,"1,63821","19,012352","12,754185","16,5"
28/10/2009 10.00,"1,282165","9,844036","7,194105","16,5"
28/10/2009 11.00,"1,791782","8,487402","6,806041","16,5"
28/10/2009 12.00,"1,31966","9,116435","7,304425","16,5"
28/10/2009 13.00,"1,489324","11,688334","9,432934","16,5"
28/10/2009 14.00,"1,374184","9,786971","7,832659","16,5"
28/10/2009 15.00,"1,55619","13,157808","10,321975","16,5"
28/10/2009 16.00,"1,716168","12,928242","10,020872","16,5"
28/10/2009 17.00,"1,780534","16,599978","13,64712","16,5"
28/10/2009 18.00,"1,87927","17,699812","15,320082","16,5"
28/10/2009 19.00,"1,698514","19,387164","16,54527","16,5"
28/10/2009 20.00,"1,823965","26,030272","22,592038","16,5"
28/10/2009 21.00,"1,751944","16,898282","14,345376","16,5"
28/10/2009 22.00,"1,84865","12,97234","10,273955","16,5"
28/10/2009 23.00,"1,679923","12,458739","9,361551","16,5"
29/10/2009 0.00,"1,940824","9,663758","6,619149","16,5"
29/10/2009 1.00,,"6,801336","5,042233","21,9"
29/10/2009 2.00,"0,577644",,,"21,9"
29/10/2009 3.00,"0,531642","7,689762","4,682723","21,9"
29/10/2009 4.00,"0,694519","7,544501","5,283638","21,9"
29/10/2009 5.00,"0,532577","10,364124","6,135042","21,9"
29/10/2009 6.00,"0,630004","9,951686","7,522467","21,9"
29/10/2009 7.00,"0,637297","11,408189","6,597084","21,9"
29/10/2009 8.00,"0,628041","12,872472","8,816446","21,9"
29/10/2009 9.00,"0,558944","19,411809","12,033865","21,9"
29/10/2009 10.00,"0,543984","15,873672","10,886543","21,9"
29/10/2009 11.00,"0,480778","12,596217","9,439425","21,9"
29/10/2009 12.00,"0,5639","10,903665","8,588019","21,9"
29/10/2009 13.00,"0,464135","9,867383","7,904041","21,9"
29/10/2009 14.00,"0,469184","12,746667","9,971552","21,9"
29/10/2009 15.00,"0,431223","13,518365","10,401144","21,9"
29/10/2009 16.00,"0,598494","18,965659","15,391458","21,9"
29/10/2009 17.00,"0,628321","51,137107","40,881657","21,9"
29/10/2009 18.00,"0,800736","36,215421","29,774466","21,9"
29/10/2009 19.00,"0,772125","42,235944","34,828377","21,9"
29/10/2009 20.00,"0,818874","45,477112","39,08931","21,9"
29/10/2009 21.00,"0,880491","84,631467","56,615771","21,9"
29/10/2009 22.00,"0,832338","39,616065","29,517493","21,9"
29/10/2009 23.00,"0,551745","16,39376","12,180523","21,9"
30/10/2009 0.00,"0,662262","13,746633","10,209059","21,9"
30/10/2009 1.00,"0,691808","12,192858","9,378425",19
30/10/2009 2.00,"0,694894","11,336856","9,043572",19
30/10/2009 3.00,"0,687227","11,914008","9,418657",19
30/10/2009 4.00,"0,65207","14,994324","12,423223",19
30/10/2009 5.00,"0,688816","12,159138","9,490041",19
30/10/2009 6.00,"0,703776","7,208584","5,818361",19
30/10/2009 7.00,"0,617942","8,997113","7,040957",19
30/10/2009 8.00,"0,708358","19,749028","14,942393",19
30/10/2009 9.00,"0,450297","24,281959","17,429123",19
30/10/2009 10.00,"0,55296","18,655682","13,056594",19
30/10/2009 11.00,"0,536691","12,618267","8,713915",19
30/10/2009 12.00,"0,570819","14,083847","9,444614",19
30/10/2009 13.00,"0,427202","10,754514","6,267425",19
30/10/2009 14.00,"0,56951","12,764825","8,541296",19
30/10/2009 15.00,"0,551464","12,854316","8,468615",19
30/10/2009 16.00,"0,460395","15,074735","9,286274",19
30/10/2009 17.00,"0,49686","21,602407","15,314885",19
30/10/2009 18.00,"0,386437","27,499742","23,006063",19
30/10/2009 19.00,"0,496205","30,009393","26,586895",19
30/10/2009 20.00,"0,382977","24,161331","21,13324",19
30/10/2009 21.00,"0,654502","26,597048","23,016446",19
30/10/2009 22.00,"0,588303","29,547665","25,320176",19
30/10/2009 23.00,"0,656839","12,548228","7,233042",19
31/10/2009 0.00,"0,636175","13,318633","5,395255",19
31/10/2009 1.00,,"14,482017","4,97085","17,700001"
31/10/2009 2.00,"0,322304",,,"17,700001"
31/10/2009 3.00,"0,398523","16,815274","5,288829","17,700001"
31/10/2009 4.00,"0,310445","22,119889","13,531608","17,700001"
31/10/2009 5.00,"0,378591","29,030182","22,941169","17,700001"
31/10/2009 6.00,"0,32853","37,037694","29,282566","17,700001"
31/10/2009 7.00,"0,323211","20,496086","15,976797","17,700001"
31/10/2009 8.00,"0,391263","33,218092","22,834747","17,700001"
31/10/2009 9.00,"0,656184","25,624318","16,641314","17,700001"
31/10/2009 10.00,"1,012779","14,038454","8,629551","17,700001"
31/10/2009 11.00,"1,07667","13,715506","9,645785","17,700001"
31/10/2009 12.00,"0,763065","9,631335","6,053277","17,700001"
31/10/2009 13.00,"0,661972","10,875132","6,094808","17,700001"
31/10/2009 14.00,"0,504779","19,026618","12,331076","17,700001"
31/10/2009 15.00,"0,537256","15,676532","8,89821","17,700001"
31/10/2009 16.00,"0,576178","14,149992","9,079914","17,700001"
31/10/2009 17.00,"0,654745","13,66622","9,561424","17,700001"
31/10/2009 18.00,"0,513289","15,865891","10,488101","17,700001"
31/10/2009 19.00,"0,536755","20,594649","15,715929","17,700001"
31/10/2009 20.00,"0,459034","14,827013","8,999445","17,700001"
31/10/2009 21.00,"0,354405","14,185011","10,617886","17,700001"
31/10/2009 22.00,"0,553057","13,178559","8,08704","17,700001"
31/10/2009 23.00,"0,507939","19,20688","13,419993","17,700001"
01/11/2009 0.00,"0,645326","16,305564","9,90017","17,700001"
01/11/2009 1.00,"0,46864","12,707758","6,587998","16,6"
01/11/2009 2.00,"0,555341","11,450988","5,432892","16,6"
01/11/2009 3.00,"0,4871","11,117666","5,565275","16,6"
01/11/2009 4.00,"0,574145","9,732498","6,678851","16,6"
01/11/2009 5.00,"0,612004","17,860638","13,224013","16,6"
01/11/2009 6.00,"0,49874","15,169416","9,436828","16,6"
01/11/2009 7.00,"0,530841","14,825716","8,329743","16,6"
01/11/2009 8.00,"0,77605","18,736095","10,745084","16,6"
01/11/2009 9.00,"0,55653","20,210738","11,682144","16,6"
01/11/2009 10.00,"0,579433","24,380523","16,57772","16,6"
01/11/2009 11.00,"0,395175","16,257577","10,031254","16,6"
01/11/2009 12.00,"0,652116","13,917834","8,268744","16,6"
01/11/2009 13.00,"0,549802","12,120229","6,864445","16,6"
01/11/2009 14.00,"0,838721","10,251287","6,308957","16,6"
01/11/2009 15.00,"0,631872","9,824582","6,578915","16,6"
01/11/2009 16.00,"0,462445","9,997081","6,106488","16,6"
01/11/2009 17.00,"0,464979","15,480689","11,579613","16,6"
01/11/2009 18.00,"0,478527","17,978663","13,394036","16,6"
01/11/2009 19.00,"0,504809","26,083445","18,738676","16,6"
01/11/2009 20.00,"0,50991","27,908296","22,394778","16,6"
01/11/2009 21.00,"0,529277","15,81012","8,742467","16,6"
01/11/2009 22.00,"0,484347","19,214663","14,495929","16,6"
01/11/2009 23.00,"0,568607","15,855516","9,74702","16,6"
02/11/2009 0.00,"0,493139","22,817674","15,300615","16,6"
02/11/2009 1.00,,"71,701931","52,827277","18,200001"
02/11/2009 2.00,"0,476229",,,"18,200001"
02/11/2009 3.00,"0,442522","21,169205","11,985844","18,200001"
02/11/2009 4.00,"0,464742","27,467314","17,070911","18,200001"
02/11/2009 5.00,"0,539217","25,481644","15,84442","18,200001"
02/11/2009 6.00,"0,45881","25,864255","15,800295","18,200001"
02/11/2009 7.00,"0,484702","26,708594","16,050777","18,200001"
02/11/2009 8.00,"0,542701","50,829696","29,974347","18,200001"
02/11/2009 9.00,"0,450148","37,996163","24,027491","18,200001"
02/11/2009 10.00,"0,423032","28,707226","17,867804","18,200001"
02/11/2009 11.00,"0,309389","24,511514","16,097506","18,200001"
02/11/2009 12.00,"0,320876","11,735026","7,534148","18,200001"
02/11/2009 13.00,"0,316073","10,282414","6,671063","18,200001"
02/11/2009 14.00,,"9,512013","6,160999","18,200001"
02/11/2009 15.00,"0,254497","11,619597","7,207085","18,200001"
02/11/2009 16.00,"0,373413","12,064458","8,042914","18,200001"
02/11/2009 17.00,"0,215423","26,121055","19,695186","18,200001"
02/11/2009 18.00,"0,26589","21,786571","16,615353","18,200001"
02/11/2009 19.00,"0,487527","23,214548","18,808759","18,200001"
02/11/2009 20.00,"0,258075","17,138222","12,347952","18,200001"
02/11/2009 21.00,"0,332268","14,318601","8,926764","18,200001"
02/11/2009 22.00,"0,196404","11,032065","6,598382","18,200001"
02/11/2009 23.00,"0,261653","9,299308","5,571765","18,200001"
03/11/2009 0.00,"0,235572","9,434194","6,081829","18,200001"
03/11/2009 1.00,"0,347709","9,841444","6,555552","12,6"
03/11/2009 2.00,"0,328219","8,98544","5,060404","12,6"
03/11/2009 3.00,"0,47444","8,774034","4,944893","12,6"
03/11/2009 4.00,"0,351758","7,180051","3,598999","12,6"
03/11/2009 5.00,"0,283308","9,024349","3,941638","12,6"
03/11/2009 6.00,"0,347992","8,827209","4,162277","12,6"
03/11/2009 7.00,"0,252708","10,984078","6,719083","12,6"
03/11/2009 8.00,"0,323324","13,54301","8,595807","12,6"
03/11/2009 9.00,"0,278506","12,449659","7,017594","12,6"
03/11/2009 10.00,"0,215894","9,727309","6,090915","12,6"
03/11/2009 11.00,"0,135769","7,078887","4,687914","12,6"
03/11/2009 12.00,"0,221731","8,701403","5,987084","12,6"
03/11/2009 13.00,"0,127672","8,041242","5,220041","12,6"
03/11/2009 14.00,"0,116185","7,850588","5,380978","12,6"
03/11/2009 15.00,"0,159213","14,404201","10,003998","12,6"
03/11/2009 16.00,"0,209304","36,109057","27,975619","12,6"
03/11/2009 17.00,"0,168064","12,488568","8,64902","12,6"
03/11/2009 18.00,"0,365693","10,73506","7,220064","12,6"
03/11/2009 19.00,"0,20742","16,18365","11,835291","12,6"
03/11/2009 20.00,"0,299126","30,772015","24,716671","12,6"
03/11/2009 21.00,"0,422843","40,093357","32,535048","12,6"
03/11/2009 22.00,"0,31758","18,53247","11,819718","12,6"
03/11/2009 23.00,"0,283214","14,478129","9,61853","12,6"
04/11/2009 0.00,"0,227475","11,431534","5,236914","12,6"
04/11/2009 1.00,,"11,853052","5,146064","8,6"
04/11/2009 2.00,"0,346747",,,"8,6"
04/11/2009 3.00,"0,463197","10,62741","4,672341","8,6"
04/11/2009 4.00,"0,383335","10,338186","4,360849","8,6"
04/11/2009 5.00,"0,406489","10,693556","4,488041","8,6"
04/11/2009 6.00,"0,467221","11,196783","4,759297","8,6"
04/11/2009 7.00,"0,486907","12,190263","5,583445","8,6"
04/11/2009 8.00,"0,366434","15,349694","6,81253","8,6"
04/11/2009 9.00,"0,434099","16,026715","7,101955","8,6"
04/11/2009 10.00,"0,34941","13,213578","6,525702","8,6"
04/11/2009 11.00,"0,399741","13,218764","7,579573","8,6"
04/11/2009 12.00,"0,32638","9,83366","5,891042","8,6"
04/11/2009 13.00,"0,48765","15,603899","10,298611","8,6"
04/11/2009 14.00,"0,303969","18,049995","12,715247","8,6"
04/11/2009 15.00,"0,407479","12,588436","8,092232","8,6"
04/11/2009 16.00,"0,479355","15,426216","9,869019","8,6"
04/11/2009 17.00,"0,48214","18,136892","11,880719","8,6"
04/11/2009 18.00,"0,508761","12,897117","8,028637","8,6"
04/11/2009 19.00,"0,575065","12,552121","8,042914","8,6"
04/11/2009 20.00,"0,555378","12,174699","8,061083","8,6"
04/11/2009 21.00,"0,620381","14,611715","9,802827","8,6"
04/11/2009 22.00,"0,694423","14,928178","10,271352","8,6"
04/11/2009 23.00,"0,605462","10,418597","6,303764","8,6"
05/11/2009 0.00,"0,37764","9,144968","5,405637","8,6"
05/11/2009 1.00,"0,284035","5,981648","2,868296","20,6"
05/11/2009 2.00,"0,401412","6,701468","3,38485","20,6"
05/11/2009 3.00,"0,291525","6,251418","2,451681","20,6"
05/11/2009 4.00,"0,322851","5,562725","2,898148","20,6"
05/11/2009 5.00,"0,251966","4,613338","2,572382","20,6"
05/11/2009 6.00,"0,231289","6,510813","3,880637","20,6"
05/11/2009 7.00,"0,256981","6,759832","4,462084","20,6"
05/11/2009 8.00,"0,256052","10,785641","6,404999","20,6"
05/11/2009 9.00,"0,341237","10,480851","6,512723","20,6"
05/11/2009 10.00,"0,302668","11,189","6,516616","20,6"
05/11/2009 11.00,"0,297035","14,387338","9,135723","20,6"
05/11/2009 12.00,"0,403579","11,902335","7,802807","20,6"
05/11/2009 13.00,"0,282054","26,464756","18,640039","20,6"
05/11/2009 14.00,"0,289359","18,719234","13,390139","20,6"
05/11/2009 15.00,"0,259643","24,36626","15,020268","20,6"
05/11/2009 16.00,"0,268743","12,172107","8,429678","20,6"
05/11/2009 17.00,"0,246147","20,733421","16,495946","20,6"
05/11/2009 18.00,"0,211478","15,360071","11,125358","20,6"
05/11/2009 19.00,"0,240575","19,497408","16,097506","20,6"
05/11/2009 20.00,"0,26509","24,647706","21,460307","20,6"
05/11/2009 21.00,"0,271653","21,249623","17,506987","20,6"
05/11/2009 22.00,"0,37473","52,318647","42,287263","20,6"
05/11/2009 23.00,"0,362101","54,832162","45,411242","20,6"
06/11/2009 0.00,"0,307559","31,135161","25,638159","20,6"
06/11/2009 1.00,,"15,286143","10,921584","18,6"
06/11/2009 2.00,"0,807381",,,"18,6"
06/11/2009 3.00,"0,72339","7,679387","3,863766","18,6"
06/11/2009 4.00,"0,857102","6,471904","2,760574","18,6"
06/11/2009 5.00,"0,932619","7,132064","3,227808","18,6"
06/11/2009 6.00,"0,748937","6,120423","2,800809","18,6"
06/11/2009 7.00,"0,800652","6,586037","3,589914","18,6"
06/11/2009 8.00,"0,740961","10,362827","5,297915","18,6"
06/11/2009 9.00,,"13,094255","7,675615","18,6"
06/11/2009 10.00,,"13,930803","8,925466","18,6"
06/11/2009 11.00,"0,645132","10,14364","7,170744","18,6"
06/11/2009 12.00,"0,671925","8,953016","5,859894","18,6"
06/11/2009 13.00,"0,559024","24,453161","16,969669","18,6"
06/11/2009 14.00,"0,530361","28,370006","21,239662","18,6"
