,,,Provincia di Lecce,,,
01/08/2009 18.00,,"19,9","23,9","0,2","97,8","27,3"
01/08/2009 19.00,,"34,4","38,5","0,3","77,6","27,3"
01/08/2009 20.00,,"30,2","33,6","0,3","73,3","27,3"
01/08/2009 21.00,,"41,1","45,4","0,3","66,6","27,3"
01/08/2009 22.00,,"34,6","38,6","0,4","65,4","27,3"
01/08/2009 23.00,,"24,9","28,6","0,4","64,6","27,3"
02/08/2009 0.00,,"24,5","29,2","0,3","50,8","27,3"
02/08/2009 1.00,,"18,5","23,1","0,3","60,6","27,0"
02/08/2009 2.00,,,,"0,3","53,5","27,0"
02/08/2009 3.00,,"26,8","31,1",,"38,3","27,0"
02/08/2009 4.00,,"16,6","22,2","0,2","48,1","27,0"
02/08/2009 5.00,,"17,2","21,8","0,1",,"27,0"
02/08/2009 6.00,,"14,5","19,5","0,1","60,9","27,0"
02/08/2009 7.00,,"15,5","19,4","0,1","78,7","27,0"
02/08/2009 8.00,,"10,1","13,5","0,1","96,5","27,0"
02/08/2009 9.00,,"8,5","11,4","0,1","103,1","27,0"
02/08/2009 10.00,,"6,4","9,8","0,1","105,5","27,0"
02/08/2009 11.00,,"5,2","8,5","0,1","109,4","27,0"
02/08/2009 12.00,,"5,4","8,2","0,1","114,4","27,0"
02/08/2009 13.00,,"4,3","7,1","0,1","115,7","27,0"
02/08/2009 14.00,,"4,0","7,0","0,1","115,7","27,0"
02/08/2009 15.00,,"3,1","5,9","0,1","107,2","27,0"
02/08/2009 16.00,,"3,6","6,3","0,1","108,2","27,0"
02/08/2009 17.00,,"3,5","6,6","0,1","105,7","27,0"
02/08/2009 18.00,,"7,0","10,4","0,1","94,0","27,0"
02/08/2009 19.00,,"10,8","14,0","0,1","86,6","27,0"
02/08/2009 20.00,,"14,2","17,9","0,1","79,9","27,0"
02/08/2009 21.00,,"14,3","17,6","0,1","76,0","27,0"
02/08/2009 22.00,,"14,4","17,1","0,1","74,0","27,0"
02/08/2009 23.00,,"22,4","25,7","0,2","70,5","27,0"
03/08/2009 0.00,,"18,5","22,7","0,1","73,0","27,0"
03/08/2009 1.00,,"15,3","18,6","0,1","73,2","18,1"
03/08/2009 2.00,,"12,5","16,3","0,1","71,5","18,1"
03/08/2009 3.00,,"11,4","14,8","0,1","62,9","18,1"
03/08/2009 4.00,,"10,4","13,5","0,1","64,6","18,1"
03/08/2009 5.00,,"12,4","15,3","0,1","61,9","18,1"
03/08/2009 6.00,,"15,7","20,4","0,2","53,7","18,1"
03/08/2009 7.00,,"13,4","17,5","0,2","64,1","18,1"
03/08/2009 8.00,,"17,4","28,8","0,1","72,4","18,1"
03/08/2009 9.00,,"17,0","26,5","0,2","72,0","18,1"
03/08/2009 10.00,,"14,9","23,5","0,1","77,3","18,1"
03/08/2009 11.00,,"14,1","20,1","0,1","93,7","18,1"
03/08/2009 12.00,,"33,9","64,7","0,1","82,2","18,1"
03/08/2009 13.00,,"10,7","15,3","0,1","96,3","18,1"
03/08/2009 14.00,,"8,1","11,2","0,1","95,7","18,1"
03/08/2009 15.00,,"5,8","8,4","0,1","95,8","18,1"
03/08/2009 16.00,,"7,2","9,9","0,1","95,4","18,1"
03/08/2009 17.00,,"9,2","12,2","0,1","92,0","18,1"
03/08/2009 18.00,,"10,2","13,5","0,1","91,0","18,1"
03/08/2009 19.00,,"17,1","20,6","0,1","77,7","18,1"
03/08/2009 20.00,,"13,0","16,6","0,1","72,3","18,1"
03/08/2009 21.00,,"17,8","21,3","0,1","62,8","18,1"
03/08/2009 22.00,,"13,1","16,9","0,1","64,7","18,1"
03/08/2009 23.00,,"14,9","18,0","0,1","58,3","18,1"
04/08/2009 0.00,,"13,2","18,2","0,1","55,8","18,1"
04/08/2009 1.00,,"10,0","13,3","0,1","58,7","13,1"
04/08/2009 2.00,,,,"0,1","53,7","13,1"
04/08/2009 3.00,,"8,8","13,4",,"48,5","13,1"
04/08/2009 4.00,,"8,1","12,2","0,2","46,7","13,1"
04/08/2009 5.00,,"13,7","21,0","0,2",,"13,1"
04/08/2009 6.00,,"14,4","19,9","0,3","39,2","13,1"
04/08/2009 7.00,,"13,5","19,2","0,3","49,7","13,1"
04/08/2009 8.00,,"23,5","44,3","0,2","60,6","13,1"
04/08/2009 9.00,,"12,3","18,4","0,2","77,7","13,1"
04/08/2009 10.00,,"12,4","16,8","0,2","83,1","13,1"
04/08/2009 11.00,,"12,7","18,5","0,2","84,3","13,1"
04/08/2009 12.00,,"10,2","14,3","0,2","80,6","13,1"
04/08/2009 13.00,,"8,1","11,6","0,2","77,9","13,1"
04/08/2009 14.00,,"6,8","9,7","0,2","78,4","13,1"
04/08/2009 15.00,,"6,8","9,3","0,2","73,3","13,1"
04/08/2009 16.00,,"7,6","11,3","0,2","63,1","13,1"
04/08/2009 17.00,,"9,1","13,2","0,2","58,3","13,1"
04/08/2009 18.00,,"14,2","17,7","0,2","54,3","13,1"
04/08/2009 19.00,,"16,1","20,3","0,3","51,3","13,1"
04/08/2009 20.00,,"15,3","20,5","0,3","53,6","13,1"
04/08/2009 21.00,,"10,7","15,2","0,2","64,9","13,1"
04/08/2009 22.00,,"9,4","15,4","0,2","71,7","13,1"
04/08/2009 23.00,,"9,0","14,8","0,2","73,4","13,1"
05/08/2009 0.00,,"9,5","14,2","0,1","73,2","13,1"
05/08/2009 1.00,,"8,6","13,9","0,1","73,6","5,4"
05/08/2009 2.00,,"7,9","12,6","0,2","73,9","5,4"
05/08/2009 3.00,,"8,8","13,0","0,2","72,9","5,4"
05/08/2009 4.00,,"10,4","14,3","0,2","67,1","5,4"
05/08/2009 5.00,,"17,3","21,5","0,2","57,3","5,4"
05/08/2009 6.00,,"15,0","19,3","0,2","54,1","5,4"
05/08/2009 7.00,,"16,3","22,2","0,2","58,9","5,4"
05/08/2009 8.00,,"16,0","22,3","0,2","63,9","5,4"
05/08/2009 9.00,,"12,9","19,0","0,2","69,9","5,4"
05/08/2009 10.00,,"16,1","24,5","0,2","71,4","5,4"
05/08/2009 11.00,,"15,8","22,8","0,1","71,7","5,4"
05/08/2009 12.00,,"12,4","17,9","0,2","74,9","5,4"
05/08/2009 13.00,,"11,1","16,6","0,1","75,3","5,4"
05/08/2009 14.00,,"10,3","15,1","0,1","74,9","5,4"
05/08/2009 15.00,,"10,5","14,5","0,1","75,7","5,4"
05/08/2009 16.00,,"12,4","16,2","0,2","73,8","5,4"
05/08/2009 17.00,,"14,7","19,8","0,2","73,5","5,4"
05/08/2009 18.00,,"15,3","19,9","0,2","75,3","5,4"
05/08/2009 19.00,,"19,6","25,1","0,2","70,8","5,4"
05/08/2009 20.00,,"15,8","19,1","0,2","70,5","5,4"
05/08/2009 21.00,,"13,5","17,1","0,2","68,7","5,4"
05/08/2009 22.00,,"11,8","15,5","0,2","65,2","5,4"
05/08/2009 23.00,,"10,8","14,2","0,2","59,8","5,4"
06/08/2009 0.00,,"9,3","12,9","0,2","59,4","5,4"
06/08/2009 1.00,,"11,2","16,0","0,2","58,3","8,1"
06/08/2009 2.00,,,,"0,2","58,2","8,1"
06/08/2009 3.00,,"8,8","13,5",,"56,9","8,1"
06/08/2009 4.00,,"9,0","14,1","0,1","52,3","8,1"
06/08/2009 5.00,,"11,0","16,8","0,2",,"8,1"
06/08/2009 6.00,,"14,2","18,5","0,2","48,5","8,1"
06/08/2009 7.00,,"17,7","26,9","0,2","47,1","8,1"
06/08/2009 8.00,,"15,3","23,6","0,2","58,8","8,1"
06/08/2009 9.00,,"13,7","23,0","0,2","69,3","8,1"
06/08/2009 10.00,,"14,8","24,2","0,1","74,6","8,1"
06/08/2009 11.00,,"14,8","23,3","0,2","73,7","8,1"
06/08/2009 12.00,,"13,8","20,6","0,1","71,7","8,1"
06/08/2009 13.00,,"11,0","15,9","0,1","75,1","8,1"
06/08/2009 14.00,,"10,2","15,3","0,1","75,1","8,1"
06/08/2009 15.00,,"11,2","16,4","0,1","79,5","8,1"
06/08/2009 16.00,,"13,1","17,0","0,1","79,7","8,1"
06/08/2009 17.00,,"12,2","16,7","0,2","79,4","8,1"
06/08/2009 18.00,,"17,7","22,7","0,2","75,9","8,1"
06/08/2009 19.00,,"20,4","24,6","0,2","69,1","8,1"
06/08/2009 20.00,,"21,7","25,7","0,2","64,2","8,1"
06/08/2009 21.00,,"17,3","21,3","0,2","66,4","8,1"
06/08/2009 22.00,,"15,5","19,5","0,2","66,7","8,1"
06/08/2009 23.00,,"13,0","16,4","0,2","68,4","8,1"
07/08/2009 0.00,,"10,8","14,7","0,2","68,3","8,1"
07/08/2009 1.00,,"9,0","13,8","0,2","66,2","10,8"
07/08/2009 2.00,,"8,1","12,3","0,2","68,3","10,8"
07/08/2009 3.00,,"7,0","11,2","0,2","66,5","10,8"
07/08/2009 4.00,,"8,5","12,8","0,2","60,7","10,8"
07/08/2009 5.00,,"10,4","14,3","0,2","59,1","10,8"
07/08/2009 6.00,,"12,0","17,5","0,2","57,6","10,8"
07/08/2009 7.00,,"13,7","19,3","0,2","57,9","10,8"
07/08/2009 8.00,,"14,5","20,5","0,2","61,1","10,8"
07/08/2009 9.00,,"12,7","19,1","0,2","72,9","10,8"
07/08/2009 10.00,,"15,6","22,2","0,2","75,4","10,8"
07/08/2009 11.00,,"13,0","20,0","0,2","77,8","10,8"
07/08/2009 12.00,,"12,7","19,1","0,2","82,2","10,8"
07/08/2009 13.00,,"9,2","12,9","0,2","83,5","10,8"
07/08/2009 14.00,,"9,0","12,6","0,2","82,9","10,8"
07/08/2009 15.00,,"8,2","11,6","0,1","81,5","10,8"
07/08/2009 16.00,,"9,0","13,3","0,1","76,7","10,8"
07/08/2009 17.00,,"12,9","16,6","0,1","76,4","10,8"
07/08/2009 18.00,,"15,4","19,4","0,2","74,0","10,8"
07/08/2009 19.00,,"14,8","18,6","0,2","74,8","10,8"
07/08/2009 20.00,,"14,1","18,3","0,2","73,7","10,8"
07/08/2009 21.00,,"12,0","15,6","0,2","71,1","10,8"
07/08/2009 22.00,,"13,7","17,1","0,2","70,1","10,8"
07/08/2009 23.00,,"12,6","15,9","0,2","65,9","10,8"
08/08/2009 0.00,,"12,4","16,2","0,1","58,6","10,8"
08/08/2009 1.00,,"11,1","14,4","0,2","56,2","14,7"
08/08/2009 2.00,,,,"0,2","57,6","14,7"
08/08/2009 3.00,,"10,3","14,4",,"51,9","14,7"
08/08/2009 4.00,,"10,0","14,0","0,2","53,8","14,7"
08/08/2009 5.00,,"10,9","14,7","0,2",,"14,7"
08/08/2009 6.00,,"12,1","16,6","0,2","52,8","14,7"
08/08/2009 7.00,,"14,9","20,2","0,2","57,8","14,7"
08/08/2009 8.00,,"11,6","18,6","0,2","68,3","14,7"
08/08/2009 9.00,,"12,9","18,6","0,2","73,3","14,7"
08/08/2009 10.00,,"12,2","17,0","0,2","76,7","14,7"
08/08/2009 11.00,,"12,1","17,9","0,2","79,2","14,7"
08/08/2009 12.00,,"11,2","15,5","0,2","83,2","14,7"
08/08/2009 13.00,,"8,8","12,6","0,2","80,6","14,7"
08/08/2009 14.00,,"7,6","10,8","0,2","83,3","14,7"
08/08/2009 15.00,,"7,6","11,1","0,2","84,3","14,7"
08/08/2009 16.00,,"8,4","12,2","0,2","83,7","14,7"
08/08/2009 17.00,,"10,7","14,1","0,2","82,2","14,7"
08/08/2009 18.00,,"17,0","20,9","0,2","74,7","14,7"
08/08/2009 19.00,,"19,8","23,5","0,2","68,1","14,7"
08/08/2009 20.00,,"18,3","22,5","0,2","64,5","14,7"
08/08/2009 21.00,,"14,6","17,2","0,2","62,5","14,7"
08/08/2009 22.00,,"16,6","20,5","0,2","51,5","14,7"
08/08/2009 23.00,,"14,7","17,8","0,2","51,3","14,7"
09/08/2009 0.00,,"14,7","19,0","0,2","45,4","14,7"
09/08/2009 1.00,,"15,8","19,7","0,3","39,4","19,5"
09/08/2009 2.00,,"18,2","22,8","0,2","32,8","19,5"
09/08/2009 3.00,,"17,2","22,0","0,2","31,2","19,5"
09/08/2009 4.00,,"12,8","17,6","0,2","33,2","19,5"
09/08/2009 5.00,,"13,0","17,8","0,2","29,9","19,5"
09/08/2009 6.00,,"13,0","18,2","0,3","37,1","19,5"
09/08/2009 7.00,,"10,4","17,6","0,2","53,2","19,5"
09/08/2009 8.00,,"8,9","14,9","0,2","68,0","19,5"
09/08/2009 9.00,,"8,1","13,0","0,2","77,7","19,5"
09/08/2009 10.00,,"7,4","11,0","0,2","85,7","19,5"
09/08/2009 11.00,,"6,5","9,5","0,2","90,8","19,5"
09/08/2009 12.00,,"6,5","10,1","0,2","87,1","19,5"
09/08/2009 13.00,,"7,3","11,0","0,2","84,3","19,5"
09/08/2009 14.00,,"6,7","9,7","0,3","74,4","19,5"
09/08/2009 15.00,,"7,5","11,1","0,2","73,6","19,5"
09/08/2009 16.00,,"7,3","10,7","0,2","82,8","19,5"
09/08/2009 17.00,,"8,5","11,8","0,2","83,7","19,5"
09/08/2009 18.00,,"20,2","23,7","0,2","69,7","19,5"
09/08/2009 19.00,,"30,0","34,2","0,3","49,2","19,5"
09/08/2009 20.00,,"32,9","38,3","0,3","40,9","19,5"
09/08/2009 21.00,,"24,4","28,8","0,2","48,5","19,5"
09/08/2009 22.00,,"28,6","33,4","0,3","37,9","19,5"
09/08/2009 23.00,,"33,3","38,0","0,2","25,9","19,5"
10/08/2009 0.00,,"32,5","38,5","0,3","29,0","19,5"
10/08/2009 1.00,,"23,5","28,7","0,3","25,8","18,3"
10/08/2009 2.00,,,,"0,2","24,0","18,3"
10/08/2009 3.00,,"19,4","26,0",,"21,9","18,3"
10/08/2009 4.00,,"18,6","25,5","0,1","21,0","18,3"
10/08/2009 5.00,,"19,7","26,0","0,1",,"18,3"
10/08/2009 6.00,,"25,4","39,2","0,1","12,0","18,3"
10/08/2009 7.00,,"19,4","29,3","0,1","37,0","18,3"
10/08/2009 8.00,,"12,6","21,2","0,1","61,6","18,3"
10/08/2009 9.00,,"12,7","17,8","0,1","75,2","18,3"
10/08/2009 10.00,,"11,6","15,1","0,1","87,9","18,3"
10/08/2009 11.00,,"12,4","16,4","0,1","93,5","18,3"
10/08/2009 12.00,,"9,1","12,4","0,1","84,3","18,3"
10/08/2009 13.00,,"7,9","12,2","0,1","76,2","18,3"
10/08/2009 14.00,,"7,4","10,6","0,1","84,4","18,3"
10/08/2009 15.00,,"6,5","10,3","0,1","87,6","18,3"
10/08/2009 16.00,,"8,5","12,2","0,1","82,0","18,3"
10/08/2009 17.00,,"9,8","13,2","0,1","82,8","18,3"
10/08/2009 18.00,,"14,5","17,7","0,1","74,4","18,3"
10/08/2009 19.00,,"17,3","20,4","0,1","74,0","18,3"
10/08/2009 20.00,,"15,8","19,4","0,1","76,1","18,3"
10/08/2009 21.00,,"10,6","13,1","0,1","74,2","18,3"
10/08/2009 22.00,,"11,2","15,2","0,1","66,2","18,3"
10/08/2009 23.00,,"12,5","15,6","0,1","54,2","18,3"
11/08/2009 0.00,,"19,4","23,6","0,1","39,5","18,3"
11/08/2009 1.00,,"14,7","18,5","0,1","38,6","14,9"
11/08/2009 2.00,,"11,1","14,2","0,1","40,8","14,9"
11/08/2009 3.00,,"8,4","12,2","0,1","40,7","14,9"
11/08/2009 4.00,,"8,9","13,1","0,1","33,9","14,9"
11/08/2009 5.00,,"11,5","15,6","0,1","32,4","14,9"
11/08/2009 6.00,,"11,6","17,6","0,1","33,4","14,9"
11/08/2009 7.00,,"9,4","15,1","0,2","46,9","14,9"
11/08/2009 8.00,,"9,7","15,0","0,1","58,6","14,9"
11/08/2009 9.00,,"7,9","11,7","0,1","71,1","14,9"
11/08/2009 10.00,,"9,0","12,4","0,1","78,0","14,9"
11/08/2009 11.00,,"8,0","10,9","0,1","81,0","14,9"
11/08/2009 12.00,,"6,7","10,5","0,1","82,5","14,9"
11/08/2009 13.00,,"5,1","8,0","0,0","84,0","14,9"
11/08/2009 14.00,,"4,3","7,0","0,0","79,8","14,9"
11/08/2009 15.00,,"5,8","9,4","0,1","76,6","14,9"
11/08/2009 16.00,,"8,9","12,1","0,1","65,8","14,9"
11/08/2009 17.00,,"13,5","17,1","0,1","70,0","14,9"
11/08/2009 18.00,,"11,5","15,0","0,1","64,9","14,9"
11/08/2009 19.00,,"21,1","25,3","0,1","56,5","14,9"
11/08/2009 20.00,,"22,5","26,1","0,1","59,4","14,9"
11/08/2009 21.00,,"17,1","20,7","0,1","63,1","14,9"
11/08/2009 22.00,,"19,1","23,0","0,1","52,0","14,9"
11/08/2009 23.00,,"23,7","28,0","0,1","40,4","14,9"
12/08/2009 0.00,,"22,8","27,5","0,1","34,3","14,9"
12/08/2009 1.00,,"15,4","20,1","0,1","31,5","9,8"
12/08/2009 2.00,,,,"0,1","36,8","9,8"
12/08/2009 3.00,,"10,3","14,8",,"35,8","9,8"
12/08/2009 4.00,,"9,3","14,3","0,2","35,1","9,8"
12/08/2009 5.00,,"9,9","14,6","0,2",,"9,8"
12/08/2009 6.00,,"9,5","13,7","0,2","51,1","9,8"
12/08/2009 7.00,,"12,6","18,6","0,2","56,7","9,8"
12/08/2009 8.00,,"11,7","17,9","0,2","63,6","9,8"
12/08/2009 9.00,,"11,6","18,9","0,2","68,7","9,8"
12/08/2009 10.00,,"12,1","18,8","0,2","71,5","9,8"
12/08/2009 11.00,,"12,5","20,2","0,2","73,1","9,8"
12/08/2009 12.00,,"10,0","15,3","0,1","75,2","9,8"
12/08/2009 13.00,,"8,0","13,4","0,1","77,6","9,8"
12/08/2009 14.00,,"8,1","11,7","0,1","77,0","9,8"
12/08/2009 15.00,,"9,1","12,4","0,1","77,2","9,8"
12/08/2009 16.00,,"9,6","13,3","0,1","78,4","9,8"
12/08/2009 17.00,,"12,2","16,1","0,1","75,8","9,8"
12/08/2009 18.00,,"13,5","17,1","0,1","75,4","9,8"
12/08/2009 19.00,,"22,1","25,8","0,2","65,8","9,8"
12/08/2009 20.00,,"21,0","25,3","0,2","60,6","9,8"
12/08/2009 21.00,,"16,4","20,1","0,2","64,7","9,8"
12/08/2009 22.00,,"13,8","17,8","0,2","65,8","9,8"
12/08/2009 23.00,,"12,5","15,4","0,2","64,1","9,8"
13/08/2009 0.00,,"19,6","23,8","0,2","55,9","9,8"
13/08/2009 1.00,,"15,0","19,0","0,2","54,8","13,4"
13/08/2009 2.00,,"13,7","17,7","0,2","43,7","13,4"
13/08/2009 3.00,,"10,4","16,0","0,2","43,5","13,4"
13/08/2009 4.00,,"10,3","14,8","0,1","41,4","13,4"
13/08/2009 5.00,,"12,3","17,7","0,1","42,6","13,4"
13/08/2009 6.00,,"13,8","19,5","0,2","45,6","13,4"
13/08/2009 7.00,,"15,8","22,9","0,2","56,4","13,4"
13/08/2009 8.00,,"15,1","21,0","0,2","66,3","13,4"
13/08/2009 9.00,,"14,6","20,4","0,2","74,9","13,4"
13/08/2009 10.00,,"13,5","20,3","0,2","79,2","13,4"
13/08/2009 11.00,,"12,7","17,4","0,2","85,6","13,4"
13/08/2009 12.00,,"11,1","14,7","0,2","84,0","13,4"
13/08/2009 13.00,,"9,0","12,4","0,2","86,1","13,4"
13/08/2009 14.00,,"10,2","14,2","0,2","74,0","13,4"
13/08/2009 15.00,,"10,2","14,0","0,2","78,1","13,4"
13/08/2009 16.00,,"9,0","12,3","0,2","90,4","13,4"
13/08/2009 17.00,,"11,6","15,2","0,2","90,0","13,4"
13/08/2009 18.00,,"18,7","22,6","0,2","77,2","13,4"
13/08/2009 19.00,,"24,7","28,6","0,2","60,7","13,4"
13/08/2009 20.00,,"27,3","30,9","0,2","53,3","13,4"
13/08/2009 21.00,,"24,4","27,9","0,2","52,8","13,4"
13/08/2009 22.00,,"35,6","39,5","0,3","39,6","13,4"
13/08/2009 23.00,,"65,3","88,8","0,4","10,7","13,4"
14/08/2009 0.00,,"39,0","45,4","0,3","32,6","13,4"
14/08/2009 1.00,,"29,1","34,4","0,3","37,6","13,4"
14/08/2009 2.00,,,,"0,2","41,5","13,4"
14/08/2009 3.00,,"16,4","21,2",,"45,0","13,4"
14/08/2009 4.00,,"20,7","25,1","0,2","38,9","13,4"
14/08/2009 5.00,,"20,7","25,5","0,2",,"13,4"
14/08/2009 6.00,,"19,6","24,2","0,2","40,3","13,4"
14/08/2009 7.00,,"18,4","25,1","0,2","47,0","13,4"
14/08/2009 8.00,,"12,1","18,1","0,2","67,5","13,4"
14/08/2009 9.00,,"13,9","18,4","0,1","72,3","13,4"
14/08/2009 10.00,,"11,7","15,1","0,2","78,0","13,4"
14/08/2009 11.00,,"10,6","14,6","0,1","79,0","13,4"
14/08/2009 12.00,,"9,3","12,8","0,1","78,2","13,4"
14/08/2009 13.00,,"5,9","8,6","0,1","77,8","13,4"
14/08/2009 14.00,,"5,6","8,6","0,1","75,7","13,4"
14/08/2009 15.00,,"5,2","8,7","0,1","73,6","13,4"
14/08/2009 16.00,,"5,1","9,6","0,1","70,6","13,4"
14/08/2009 17.00,,"8,1","12,2","0,1","67,5","13,4"
14/08/2009 18.00,,"10,4","14,3","0,2","61,6","13,4"
14/08/2009 19.00,,"16,4","20,1","0,2","54,6","13,4"
14/08/2009 20.00,,"18,7","23,0","0,1","51,7","13,4"
14/08/2009 21.00,,"21,6","26,6","0,2","41,8","13,4"
14/08/2009 22.00,,"26,4","31,6","0,2","40,8","13,4"
14/08/2009 23.00,,"42,2","49,2","0,2","19,2","13,4"
15/08/2009 0.00,,"50,5","61,7","0,2","10,4","13,4"
15/08/2009 1.00,,"26,0","31,4","0,2","25,4","8,5"
15/08/2009 2.00,,"35,2","42,4","0,2","16,3","8,5"
15/08/2009 3.00,,"23,2","30,3","0,2","14,0","8,5"
15/08/2009 4.00,,"19,3","28,5","0,2","16,1","8,5"
15/08/2009 5.00,,"16,6","24,2","0,2","20,7","8,5"
15/08/2009 6.00,,"20,9","32,6","0,2","22,9","8,5"
15/08/2009 7.00,,"11,1","18,3","0,2","56,5","8,5"
15/08/2009 8.00,,"8,7","15,9","0,1","69,8","8,5"
15/08/2009 9.00,,"11,1","17,5","0,1","74,9","8,5"
15/08/2009 10.00,,"8,7","13,6","0,1","79,0","8,5"
15/08/2009 11.00,,"8,1","12,0","0,1","81,1","8,5"
15/08/2009 12.00,,"8,6","13,1","0,1","81,9","8,5"
15/08/2009 13.00,,"7,5","11,3","0,1","80,4","8,5"
15/08/2009 14.00,,"7,2","10,6","0,1","78,6","8,5"
15/08/2009 15.00,,"6,9","9,8","0,1","76,3","8,5"
15/08/2009 16.00,,"6,6","9,8","0,1","77,9","8,5"
15/08/2009 17.00,,"7,1","10,9","0,1","78,9","8,5"
15/08/2009 18.00,,"9,4","12,8","0,1","73,2","8,5"
15/08/2009 19.00,,"12,1","15,6","0,1","65,9","8,5"
15/08/2009 20.00,,"12,5","17,1","0,1","59,0","8,5"
15/08/2009 21.00,,"12,9","16,9","0,1","55,7","8,5"
15/08/2009 22.00,,"17,3","20,9","0,2","47,9","8,5"
15/08/2009 23.00,,"16,3","20,8","0,2","44,0","8,5"
16/08/2009 0.00,,"11,3","15,4","0,1","43,3","8,5"
16/08/2009 1.00,,"11,3","16,5","0,1","39,0","12,8"
16/08/2009 2.00,,,,"0,1","39,4","12,8"
16/08/2009 3.00,,"9,3","14,8",,"35,7","12,8"
16/08/2009 4.00,,"8,4","13,7","0,1","34,2","12,8"
16/08/2009 5.00,,"7,8","12,3","0,1",,"12,8"
16/08/2009 6.00,,"8,5","13,9","0,1","32,3","12,8"
16/08/2009 7.00,,"9,2","15,5","0,1","47,6","12,8"
16/08/2009 8.00,,"8,1","14,5","0,1","62,7","12,8"
16/08/2009 9.00,,"8,5","15,2","0,1","66,7","12,8"
16/08/2009 10.00,,"9,6","16,5","0,1","67,4","12,8"
16/08/2009 11.00,,"8,7","13,4","0,1","72,2","12,8"
16/08/2009 12.00,,"7,9","12,0","0,1","74,0","12,8"
16/08/2009 13.00,,"7,4","10,9","0,1","74,9","12,8"
16/08/2009 14.00,,"7,1","11,0","0,1","74,9","12,8"
16/08/2009 15.00,,"5,8","9,2","0,1","75,1","12,8"
16/08/2009 16.00,,"6,6","10,4","0,1","75,5","12,8"
16/08/2009 17.00,,"8,0","11,2","0,1","75,3","12,8"
16/08/2009 18.00,,"10,6","13,7","0,1","73,1","12,8"
16/08/2009 19.00,,"16,6","19,9","0,1","62,4","12,8"
16/08/2009 20.00,,"22,2","26,1","0,1","54,6","12,8"
16/08/2009 21.00,,"24,0","27,7","0,2","49,2","12,8"
16/08/2009 22.00,,"20,3","23,8","0,1","48,1","12,8"
16/08/2009 23.00,,"21,9","26,1","0,2","39,5","12,8"
17/08/2009 0.00,,"15,2","19,2","0,1","36,1","12,8"
17/08/2009 1.00,,"14,2","19,3","0,1","35,9","10,4"
17/08/2009 2.00,,"10,8","16,8","0,1","33,1","10,4"
17/08/2009 3.00,,"9,6","15,3","0,1","34,1","10,4"
17/08/2009 4.00,,"8,5","15,2","0,1","37,4","10,4"
17/08/2009 5.00,,"9,6","15,7","0,1","34,5","10,4"
17/08/2009 6.00,,"13,0","21,9","0,1","33,0","10,4"
17/08/2009 7.00,,"12,9","20,7","0,1","43,6","10,4"
17/08/2009 8.00,,"10,5","20,3","0,1","57,4","10,4"
17/08/2009 9.00,,"12,1","20,2","0,1","65,3","10,4"
17/08/2009 10.00,,"13,7","21,1","0,1","67,3","10,4"
17/08/2009 11.00,,"12,4","19,0","0,1","67,7","10,4"
17/08/2009 12.00,,"9,9","16,0","0,1","70,7","10,4"
17/08/2009 13.00,,"7,2","11,0","0,1","75,8","10,4"
17/08/2009 14.00,,"7,2","11,8","0,1","76,2","10,4"
17/08/2009 15.00,,"7,2","10,9","0,1","75,3","10,4"
17/08/2009 16.00,,"8,6","13,4","0,1","72,5","10,4"
17/08/2009 17.00,,"11,4","14,7","0,1","69,6","10,4"
17/08/2009 18.00,,"15,8","20,0","0,1","62,6","10,4"
17/08/2009 19.00,,"23,2","27,4","0,2","53,3","10,4"
17/08/2009 20.00,,"19,0","23,0","0,1","53,5","10,4"
17/08/2009 21.00,,"15,0","18,1","0,1","53,0","10,4"
17/08/2009 22.00,,"11,4","14,7","0,2","52,2","10,4"
17/08/2009 23.00,,"12,9","15,9","0,1","46,2","10,4"
18/08/2009 0.00,,"10,9","14,4","0,1","38,1","10,4"
18/08/2009 1.00,,"9,3","13,9","0,1","41,2","13,3"
18/08/2009 2.00,,,,"0,1","40,7","13,3"
18/08/2009 3.00,,"6,6","11,5",,"40,9","13,3"
18/08/2009 4.00,,"10,2","14,2","0,2","37,8","13,3"
18/08/2009 5.00,,"9,9","14,6","0,2",,"13,3"
18/08/2009 6.00,,"8,3","12,9","0,2","38,0","13,3"
18/08/2009 7.00,,"12,7","19,9","0,3","45,0","13,3"
18/08/2009 8.00,,"10,4","15,6","0,2","66,1","13,3"
18/08/2009 9.00,,"11,9","18,0","0,2","70,4","13,3"
18/08/2009 10.00,,"11,8","16,2","0,3","73,6","13,3"
18/08/2009 11.00,,"11,0","15,3","0,3","77,1","13,3"
18/08/2009 12.00,,"9,1","13,0","0,3","80,8","13,3"
18/08/2009 13.00,,"7,1","10,0","0,2","84,6","13,3"
18/08/2009 14.00,,"5,9","9,2","0,2","85,1","13,3"
18/08/2009 15.00,,"6,3","9,8","0,2","82,7","13,3"
18/08/2009 16.00,,"8,2","11,4","0,2","85,8","13,3"
18/08/2009 17.00,,"11,0","14,4","0,2","85,5","13,3"
18/08/2009 18.00,,"13,4","17,2","0,2","80,6","13,3"
18/08/2009 19.00,,"16,4","20,2","0,3","74,4","13,3"
18/08/2009 20.00,,"14,7","17,5","0,3","72,8","13,3"
18/08/2009 21.00,,"11,8","15,2","0,3","72,1","13,3"
18/08/2009 22.00,,"10,0","13,4","0,3","69,2","13,3"
