NetC,Foggia,,,
,Stat,Manfredonia - Zona 167 - Viale Michelangelo,,,
Parm,SO2,NO2,CO,PM10



18/01/2009 12.00,"2,1528334","14,71007716","0,33739565","27,70479012"
18/01/2009 13.00,"2,25397303","17,67312459","0,16897859","27,70479012"
18/01/2009 14.00,"2,15644578","15,93397513","0,19760497","27,70479012"
18/01/2009 15.00,"2,30815574","11,8417808","0,06435577","27,70479012"
18/01/2009 16.00,"2,02460292","19,1890232","0,19475888","27,70479012"
18/01/2009 17.00,"2,17811907","16,46998903","0,80018608","27,70479012"
18/01/2009 18.00,"2,41290776","28,2663388","0,60014859","27,70479012"
18/01/2009 19.00,"2,32621664","20,53881872","0,43031023","27,70479012"
18/01/2009 20.00,"2,62782935","27,02556552","0,3115909","27,70479012"
18/01/2009 21.00,"2,56642289","25,72511872","0,59779296","27,70479012"
18/01/2009 22.00,"2,34788891","32,43901112","0,27798531","27,70479012"
18/01/2009 23.00,"2,30815574","15,48880417","0,09095505","27,70479012"
19/01/2009 0.00,"2,16728192","17,59784342","0,22841223","27,70479012"
19/01/2009 1.00,"2,34969511","5,15125495","0,05624038","24,79717064"
19/01/2009 2.00,"2,53210829","4,24533979","0,10977562","24,79717064"
19/01/2009 3.00,"2,20882128","3,17200035","0,07433632","24,79717064"
19/01/2009 4.00,"2,26661638","3,74955246","0,09424384","24,79717064"
19/01/2009 5.00,"1,86386302","4,82029731","0,0435978","24,79717064"
19/01/2009 6.00,"2,16547573","6,6399133","0,14872623","24,79717064"
19/01/2009 7.00,"2,42555009","17,15007978","0,08877184","24,79717064"
19/01/2009 8.00,"2,67659348","37,01270632","0,13009322","24,79717064"
19/01/2009 9.00,"2,49959887","37,64458408","0,12801486","24,79717064"
19/01/2009 10.00,"2,52849591","22,56997456","0,10297319","24,79717064"
19/01/2009 11.00,"2,36053124","14,48554526","0,11284307","24,79717064"
19/01/2009 12.00,"2,40207061","15,8431188","0,21078695","24,79717064"
19/01/2009 13.00,"2,54836199","23,5823212","0,1644747","24,79717064"
19/01/2009 14.00,"2,27745251","12,05723261","0,1862835","24,79717064"
19/01/2009 15.00,"2,05169377","9,26810452","0,25279918","24,79717064"
19/01/2009 16.00,"2,23771832","8,20514724","0,22590515","24,79717064"
19/01/2009 17.00,"2,14380346","16,99303384","0,26799427","24,79717064"
19/01/2009 18.00,"2,31176711","15,64195154","0,28717716","24,79717064"
19/01/2009 19.00,"2,29009484","25,46034496","0,40888588","24,79717064"
19/01/2009 20.00,"2,41471395","17,91582431","0,21216281","24,79717064"
19/01/2009 21.00,"2,16366953","14,83597471","0,12338748","24,79717064"
19/01/2009 22.00,"2,15825198","21,58231184","0,31889662","24,79717064"
19/01/2009 23.00,"2,20520992","14,30384408","0,30521136","24,79717064"
20/01/2009 0.00,"2,08600938","8,41929698","0,08286063","24,79717064"
20/01/2009 1.00,,"5,10323316","0,1055292","40,23579025"
20/01/2009 2.00,"2,05349996",,"0,20957185","40,23579025"
20/01/2009 3.00,"2,19256657","3,51463649",,"40,23579025"
20/01/2009 4.00,"2,28106388","6,78397676","0,42427553","40,23579025"
20/01/2009 5.00,"2,12032398","4,17525543","0,40821367","40,23579025"
20/01/2009 6.00,"2,38762209","8,35570194","0,46906395","40,23579025"
20/01/2009 7.00,"2,24855547","28,03013032","0,67240888","40,23579025"
20/01/2009 8.00,"3,31955411","48,4054348","1,81330852","40,23579025"
20/01/2009 9.00,"2,95292154","44,54556568","2,02344423","40,23579025"
20/01/2009 10.00,"2,48153797","36,50394224","1,0103113","40,23579025"
20/01/2009 11.00,"2,25939161","14,02349899","0,53521848","40,23579025"
20/01/2009 12.00,"2,35872505","11,22658906","0,68190712","40,23579025"
20/01/2009 13.00,"2,25216684","10,30769525","0,5795875","40,23579025"
20/01/2009 14.00,"2,46708945","9,6341053","0,58908691","40,23579025"
20/01/2009 15.00,"2,19256657","11,92484382","0,50061448","40,23579025"
20/01/2009 16.00,"2,34969511","14,59197292","0,67931383","40,23579025"
20/01/2009 17.00,"2,41110157","17,13320256","0,87346341","40,23579025"
20/01/2009 18.00,"2,20520992","33,06327912","0,92874266","40,23579025"
20/01/2009 19.00,"2,3515013","26,7140816","0,93484843","40,23579025"
20/01/2009 20.00,"2,23771832","24,93729824","0,76404661","40,23579025"
20/01/2009 21.00,"2,34427653","26,54536672","0,67359135","40,23579025"
20/01/2009 22.00,"2,07517223","19,48234312","0,56444134","40,23579025"
20/01/2009 23.00,"2,24855547","12,13121171","0,56657795","40,23579025"
21/01/2009 0.00,"2,32621664","9,08899983","0,49805847","40,23579025"
21/01/2009 1.00,"1,92707465","5,81187007","0,46109069","30,67724991"
21/01/2009 2.00,"1,97583879","5,0902545","0,58553949","30,67724991"
21/01/2009 3.00,"1,75369243","3,49387217","0,50778739","30,67724991"
21/01/2009 4.00,"1,62907331","3,04480838","0,5300284","30,67724991"
21/01/2009 5.00,"1,66338893","3,94033946","0,47673198","30,67724991"
21/01/2009 6.00,"1,66338893","12,53095355","0,62681777","30,67724991"
21/01/2009 7.00,"1,56586168","16,29218642","0,63151039","30,67724991"
21/01/2009 8.00,"1,89095387","29,7511024","0,92134258","30,67724991"
21/01/2009 9.00,"1,65435899","24,08590376","0,96307987","30,67724991"
21/01/2009 10.00,"1,78078327","23,420088","0,77469122","30,67724991"
21/01/2009 11.00,"1,46652722","23,64201384","0,74478101","30,67724991"
21/01/2009 12.00,"1,34552151","21,37074904","0,75313522","30,67724991"
21/01/2009 13.00,"1,30398113","27,25271112","0,73344905","30,67724991"
21/01/2009 14.00,"1,49542426","26,00545616","0,86033852","30,67724991"
21/01/2009 15.00,"1,27508409","12,3297863","0,5090852","30,67724991"
21/01/2009 16.00,"1,10892561","12,77624786","0,72555268","30,67724991"
21/01/2009 17.00,"1,17033207","16,05726662","0,62685621","30,67724991"
21/01/2009 18.00,"0,63934824","31,30856024","1,11026481","30,67724991"
21/01/2009 19.00,"0,90664635","26,0469848","0,89669701","30,67724991"
21/01/2009 20.00,"1,150466","29,91723608","0,78861646","30,67724991"
21/01/2009 21.00,"1,15407736","32,38838136","0,78094727","30,67724991"
21/01/2009 22.00,"1,16130213","23,20334368","0,69472678","30,67724991"
21/01/2009 23.00,"0,75493639","16,99562842","0,59503773","30,67724991"
22/01/2009 0.00,"0,7910582","21,63162232","0,85156491","30,67724991"
22/01/2009 1.00,,,"0,69621449","18,37265968"
22/01/2009 2.00,"1,07280482",,"0,74985458","18,37265968"
22/01/2009 3.00,"1,10531425",,,"18,37265968"
22/01/2009 4.00,"1,07099863",,"0,46636931","18,37265968"
22/01/2009 5.00,"0,82356762",,"0,49212513","18,37265968"
22/01/2009 6.00,"0,86330079",,"0,56809827","18,37265968"
22/01/2009 7.00,"0,73687549",,"0,38522356","18,37265968"
22/01/2009 8.00,"0,92470725",,"0,64323262","18,37265968"
22/01/2009 9.00,"0,97347138",,"0,63843864","18,37265968"
22/01/2009 10.00,"0,83982131",,"0,56543392","18,37265968"
22/01/2009 11.00,"0,78744581",,"0,51719593","18,37265968"
22/01/2009 12.00,"1,07461102",,"0,51738582","18,37265968"
22/01/2009 13.00,"0,89400402",,"0,34843636","18,37265968"
22/01/2009 14.00,"0,77480348",,"0,4311432","18,37265968"
22/01/2009 15.00,"0,71520322",,"0,36437589","18,37265968"
22/01/2009 16.00,"1,04752017",,"0,67024314","18,37265968"
22/01/2009 17.00,"1,2028415",,"0,53956509","18,37265968"
22/01/2009 18.00,"1,01862212",,"0,60420046","18,37265968"
22/01/2009 19.00,"1,12698652",,"0,34708496","18,37265968"
22/01/2009 20.00,"1,00236842",,"0,38377896","18,37265968"
22/01/2009 21.00,"0,90664635",,"0,23883549","18,37265968"
22/01/2009 22.00,"0,83801614",,"0,25709453","18,37265968"
22/01/2009 23.00,"1,19200536",,"0,32241492","18,37265968"
23/01/2009 0.00,"1,24257467",,"0,38031658","18,37265968"
23/01/2009 1.00,"1,20645388",,"0,22007899","8,78591824"
23/01/2009 2.00,"0,94457333",,"0,39926298","8,78591824"
23/01/2009 3.00,"0,89219783",,"0,345659","8,78591824"
23/01/2009 4.00,"1,47736437",,"0,26869793","8,78591824"
23/01/2009 5.00,"1,39609082",,"0,17403003","8,78591824"
23/01/2009 6.00,"1,64171666",,"0,26166017","8,78591824"
23/01/2009 7.00,"1,67964364",,"0,15205813","8,78591824"
23/01/2009 8.00,"1,26605415",,"0,35730084","8,78591824"
23/01/2009 9.00,"1,37261236",,"0,77798118","8,78591824"
23/01/2009 10.00,"1,75369243","11,03580588","0,45522375","8,78591824"
23/01/2009 11.00,"1,75369243",,"0,15684861","8,78591824"
23/01/2009 12.00,"1,85844444",,"0,26911733","8,78591824"
23/01/2009 13.00,"1,99389969","11,1188689","0,13063262","8,78591824"
23/01/2009 14.00,"1,80968031","12,16625294","0,09863822","8,78591824"
23/01/2009 15.00,"1,79703798","12,83725022","0,12421114","8,78591824"
23/01/2009 16.00,"1,99570588","16,38304083","0,27185508","8,78591824"
23/01/2009 17.00,"1,99931725","22,20397952","0,4406531","8,78591824"
23/01/2009 18.00,"2,02460292","25,69657256","0,14675272","8,78591824"
23/01/2009 19.00,"2,13116113","13,10071999","0,01298276","8,78591824"
23/01/2009 20.00,"2,25036065","18,6127789","0,14195176","8,78591824"
23/01/2009 21.00,"2,09142694","22,25200896","0,07802937","8,78591824"
23/01/2009 22.00,"2,13657869","16,92295139","0,10555949","8,78591824"
23/01/2009 23.00,"1,88553529","7,84823229","0,05423658","8,78591824"
24/01/2009 0.00,"2,31537949","5,7898075","0,00959378","8,78591824"
24/01/2009 1.00,,"6,91116874","0,09776098","15,16007996"
24/01/2009 2.00,"2,00292963",,"0,06248944","15,16007996"
24/01/2009 3.00,"1,71215306","3,81314749",,"15,16007996"
24/01/2009 4.00,"2,02099054","3,0941265","0,38311375","15,16007996"
24/01/2009 5.00,"1,87650535","4,87351018","0,28735424","15,16007996"
24/01/2009 6.00,"2,01737815","5,08895626","0,21903631","15,16007996"
24/01/2009 7.00,"2,18173044","10,59971883","0,25450124","15,16007996"
24/01/2009 8.00,"2,51043501","14,28307402","0,30430033","15,16007996"
24/01/2009 9.00,"2,38401072","19,42005016","0,94973014","15,16007996"
24/01/2009 10.00,"2,96014631","16,6049705","0,38952591","15,16007996"
24/01/2009 11.00,"2,50501643","25,53302008","0,50119931","15,16007996"
24/01/2009 12.00,"2,74161233","18,75035304","0,54180888","15,16007996"
24/01/2009 13.00,"2,39484686","21,1760692","0,49108595","15,16007996"
24/01/2009 14.00,"2,12935494","21,35906672","0,69939727","15,16007996"
24/01/2009 15.00,"2,28648245","18,81394807","0,38891428","15,16007996"
24/01/2009 16.00,"2,0805908","17,36681837","0,4633007","15,16007996"
24/01/2009 17.00,"1,93971698","15,40443908","0,42372215","15,16007996"
24/01/2009 18.00,"2,17631288","15,03324722","0,38502085","15,16007996"
24/01/2009 19.00,"2,03002048","17,88337576","0,40540253","15,16007996"
24/01/2009 20.00,"2,1185188","24,39218704","0,41982989","15,16007996"
24/01/2009 21.00,"1,89276006","19,71660136","0,34433672","15,16007996"
24/01/2009 22.00,"2,08962075","34,38971","0,73096061","15,16007996"
24/01/2009 23.00,"1,71215306","17,67571726","0,51722971","15,16007996"
25/01/2009 0.00,"1,48639432","6,46599969","0,402158","15,16007996"
25/01/2009 1.00,"1,58753395","6,98644609","0,3991057","7,01532984"
25/01/2009 2.00,"1,40873315","3,9585092","0,44047718","7,01532984"
25/01/2009 3.00,"1,42137547","3,43157347","0,55127334","7,01532984"
25/01/2009 4.00,"1,61643099","3,23040239","0,27716282","7,01532984"
25/01/2009 5.00,"1,5243213","2,32578739","0,41689059","7,01532984"
25/01/2009 6.00,"1,68325602","2,17782918","0,31742988","7,01532984"
25/01/2009 7.00,"1,77175333","3,64572321","0,26418705","7,01532984"
25/01/2009 8.00,"1,66338893","9,46797735","0,27865169","7,01532984"
25/01/2009 9.00,"1,83496598","7,51468006","0,24674584","7,01532984"
25/01/2009 10.00,"1,99570588","8,36738044","0,31052143","7,01532984"
25/01/2009 11.00,"2,1708943","7,64836137","0,53093128","7,01532984"
25/01/2009 12.00,"2,20520992","8,37906276","0,57291438","7,01532984"
25/01/2009 13.00,"1,98667492","11,3278199","0,51868014","7,01532984"
25/01/2009 14.00,"1,83315979","8,15582911","0,27483515","7,01532984"
25/01/2009 15.00,"1,65435899","8,68276484","0,30048263","7,01532984"
25/01/2009 16.00,"1,64532803","8,71910431","0,30449023","7,01532984"
25/01/2009 17.00,"1,77536571","14,13040465","0,37952555","7,01532984"
25/01/2009 18.00,"1,43582399","6,88391509","0,33651258","7,01532984"
25/01/2009 19.00,"1,74646868","12,09876316","0,32693279","7,01532984"
25/01/2009 20.00,"2,12754875","7,07080735","0,33548156","7,01532984"
25/01/2009 21.00,"2,16366953","7,26938194","0,30246779","7,01532984"
25/01/2009 22.00,"2,38581691","5,68987109","0,20006778","7,01532984"
25/01/2009 23.00,"2,28828865","5,51206274","0,37128201","7,01532984"
26/01/2009 0.00,"2,33524659","5,29921316","0,42017356","7,01532984"
26/01/2009 1.00,,"3,90010525","0,39215881","19,82838058"
26/01/2009 2.00,"2,04627519",,"0,47032332","19,82838058"
26/01/2009 3.00,"2,18895521","3,78589193",,"19,82838058"
26/01/2009 4.00,"2,02460292","3,86376578","0,34103162","19,82838058"
26/01/2009 5.00,"2,03724525","4,35825486","0,34464195","19,82838058"
26/01/2009 6.00,"2,29912478","9,83787096","0,27896741","19,82838058"
26/01/2009 7.00,"2,48695655","24,71277208","0,40545262","19,82838058"
26/01/2009 8.00,"3,69882798","32,36761704","0,44076028","19,82838058"
26/01/2009 9.00,,,,"19,82838058"
26/01/2009 10.00,,,,"19,82838058"
26/01/2009 11.00,,,,"19,82838058"
26/01/2009 12.00,,,,"19,82838058"
26/01/2009 13.00,"3,70244037","34,52467808","1,06642236","19,82838058"
26/01/2009 14.00,"0,21672779","16,81523314","0,51369394","19,82838058"
26/01/2009 15.00,"0,24381965","13,18637568","0,53828476","19,82838058"
26/01/2009 16.00,"0,1083644","21,91325992","0,71178471","19,82838058"
26/01/2009 17.00,"0,21131023","33,45003848","0,69110946","19,82838058"
26/01/2009 18.00,"0,22214636","23,67577976","0,53300265","19,82838058"
26/01/2009 19.00,"0,28355282","33,15023688","0,67457578","19,82838058"
26/01/2009 20.00,"0,24562482","32,598644","0,63326255","19,82838058"
26/01/2009 21.00,"0,21492261","13,98716526","0,26646346","19,82838058"
26/01/2009 22.00,"0,23478869","7,12272198","0,23195267","19,82838058"
26/01/2009 23.00,"0,17699461","14,0883961","0,42399942","19,82838058"
27/01/2009 0.00,"0,06863021","11,56403986","0,19109612","19,82838058"
27/01/2009 1.00,"0,13726144","19,96256104","0,66370633","18,57916069"
27/01/2009 2.00,"0,05418169","7,44070096","0,25049947","18,57916069"
27/01/2009 3.00,"0,07404879","7,52506222","0,27607937","18,57916069"
27/01/2009 4.00,"0,05418169","3,40301966","0,22872329","18,57916069"
27/01/2009 5.00,"0,08127356","3,7080219","0,21450796","18,57916069"
27/01/2009 6.00,"0,94276815","6,24146779","0,19755721","18,57916069"
27/01/2009 7.00,"0,50389299","37,6564576","0,4746245","18,57916069"
27/01/2009 8.00,"0,26368573","37,97572336","0,39135146","18,57916069"
27/01/2009 9.00,"0,39552859","22,98269888","0,26174987","18,57916069"
27/01/2009 10.00,"0,32689838","28,75823904","0,25221085","18,57916069"
27/01/2009 11.00,"0,33954071","22,34804872","0,50331845","18,57916069"
27/01/2009 12.00,"0,23659488","18,31297348","0,28865904","18,57916069"
27/01/2009 13.00,"0,53640241","20,28572728","0,34023359","18,57916069"
27/01/2009 14.00,"0,42623182","19,2993456","0,36090885","18,57916069"
27/01/2009 15.00,"0,40275336","18,83471813","0,29485335","18,57916069"
27/01/2009 16.00,"0,45332267","23,79518416","0,28672048","18,57916069"
27/01/2009 17.00,"0,7188156","47,3152124","0,42559547","18,57916069"
27/01/2009 18.00,"1,25341182","50,64165264","1,13954708","18,57916069"
27/01/2009 19.00,"1,08544715","43,61497616","0,7130767","18,57916069"
27/01/2009 20.00,"0,87233073","35,63178344","0,47397909","18,57916069"
27/01/2009 21.00,"1,06196869","43,55788384","0,70570341","18,57916069"
27/01/2009 22.00,"1,01681694","46,21980848","0,7277091","18,57916069"
27/01/2009 23.00,"0,80731291","29,85104264","0,54086989","18,57916069"
28/01/2009 0.00,"0,86691317","24,17156136","0,40841755","18,57916069"
28/01/2009 1.00,,"8,79827641","0,27664789","14,00895023"
28/01/2009 2.00,"0,67005147",,"0,30819376","14,00895023"
28/01/2009 3.00,"0,52737247","6,3582757",,"14,00895023"
28/01/2009 4.00,"0,65921533","5,34463846","0,27609918","14,00895023"
28/01/2009 5.00,"0,69172374","6,14672246","0,34994154","14,00895023"
28/01/2009 6.00,"0,7188156","16,5076344","0,31664234","14,00895023"
28/01/2009 7.00,"1,65977654","31,09181592","0,58162975","14,00895023"
28/01/2009 8.00,"1,52251612","45,73180872","0,50536069","14,00895023"
28/01/2009 9.00,"1,07822238","29,78096784","0,38244387","14,00895023"
28/01/2009 10.00,"0,93915577","27,3357684","0,51821763","14,00895023"
28/01/2009 11.00,"0,86691317","19,4680796","0,28103062","14,00895023"
28/01/2009 12.00,"0,92651344","21,40839632","0,35399807","14,00895023"
28/01/2009 13.00,"0,789252","14,61273342","0,27647897","14,00895023"
28/01/2009 14.00,"0,74410025","15,72241998","0,34694516","14,00895023"
28/01/2009 15.00,"0,73868168","18,0975255","0,30446809","14,00895023"
28/01/2009 16.00,"0,789252","22,59203904","0,34732378","14,00895023"
28/01/2009 17.00,"0,95902185","24,99570984","0,42677911","14,00895023"
28/01/2009 18.00,"0,99694985","30,07946928","0,47096174","14,00895023"
28/01/2009 19.00,"0,75674258","23,05927448","0,39033209","14,00895023"
28/01/2009 20.00,"0,62128733","13,33174313","0,29836233","14,00895023"
28/01/2009 21.00,"0,64296062","11,36805794","0,26957634","14,00895023"
28/01/2009 22.00,"0,53459622","11,72108198","0,32828535","14,00895023"
28/01/2009 23.00,"0,6285121","10,13378546","0,25091654","14,00895023"
29/01/2009 0.00,"0,70617226","5,9260853","0,19766905","14,00895023"
29/01/2009 1.00,"0,63212347","3,06038162","0,27200304","13,22655964"
29/01/2009 2.00,"0,63212347","3,68985026","0,31046085","13,22655964"
29/01/2009 3.00,"0,84885227","4,04676521","0,34254495","13,22655964"
29/01/2009 4.00,"0,83259756","3,54189205","0,33143318","13,22655964"
29/01/2009 5.00,"0,70978464","3,24597946","0,3221027","13,22655964"
29/01/2009 6.00,"0,73507031","5,0331488","0,35999199","13,22655964"
29/01/2009 7.00,"1,14324123","17,13839938","0,39256889","13,22655964"
29/01/2009 8.00,"1,07641721","13,8690591","0,38456767","13,22655964"
29/01/2009 9.00,"1,26966653","16,40769607","0,44433799","13,22655964"
29/01/2009 10.00,"1,28772642","10,4141229","0,36241869","13,22655964"
29/01/2009 11.00,"1,40873315","12,15586695","0,35418913","13,22655964"
29/01/2009 12.00,"1,31842965","15,11761231","0,44574182","13,22655964"
29/01/2009 13.00,"1,31842965","14,7243598","0,38479484","13,22655964"
29/01/2009 14.00,"1,62365576","13,62375524","0,41255679","13,22655964"
29/01/2009 15.00,"1,3093997","14,28307402","0,35737424","13,22655964"
29/01/2009 16.00,"1,44846734","13,56732256","0,45825741","13,22655964"
29/01/2009 17.00,"1,38886707","13,30317976","0,37072397","13,22655964"
29/01/2009 18.00,"1,62726814","19,17604072","0,39510975","13,22655964"
29/01/2009 19.00,"1,5604431","13,44724322","0,30826017","13,22655964"
29/01/2009 20.00,"1,30759351","8,79567991","0,30822289","13,22655964"
29/01/2009 21.00,"1,57850401","10,97609794","0,35452931","13,22655964"
29/01/2009 22.00,"1,31662346","13,59520334","0,35525044","13,22655964"
29/01/2009 23.00,"1,3112059","8,53221205","0,34167237","13,22655964"
30/01/2009 0.00,"1,2028415","6,12595814","0,25857758","13,22655964"
30/01/2009 1.00,,"7,53804088","0,29259674","14,87518024"
30/01/2009 2.00,"1,21367763",,"0,3514572","14,87518024"
30/01/2009 3.00,"1,10531425","6,09999891",,"14,87518024"
30/01/2009 4.00,"1,24438086","6,97865851","0,34722126","14,87518024"
30/01/2009 5.00,"1,32204203","6,17267977","0,33937499","14,87518024"
30/01/2009 6.00,"1,24257467","7,83655188","0,33682247","14,87518024"
30/01/2009 7.00,"1,10170186","11,60297582","0,3983368","14,87518024"
30/01/2009 8.00,"1,35093907","10,90211693","0,37232235","14,87518024"
30/01/2009 9.00,"1,29495119","18,63355087","0,52574586","14,87518024"
30/01/2009 10.00,"1,29314499","16,11567249","0,43021703","14,87518024"
30/01/2009 11.00,"1,24076949","17,89764693","0,5818511","14,87518024"
30/01/2009 12.00,"1,59475872","16,64780312","0,51675672","14,87518024"
30/01/2009 13.00,"1,33468436","15,6640122","0,39083304","14,87518024"
30/01/2009 14.00,"1,55321935","11,1642961","0,45745123","14,87518024"
30/01/2009 15.00,"1,70673449","11,56403986","0,33187122","14,87518024"
30/01/2009 16.00,"1,45749728","11,26681754","0,50548185","14,87518024"
30/01/2009 17.00,"1,21909621","12,17662745","0,66960822","14,87518024"
30/01/2009 18.00,"1,67783745","21,48365264","0,78757146","14,87518024"
30/01/2009 19.00,"1,76994714","17,66403112","0,64382211","14,87518024"
30/01/2009 20.00,"1,59295253","10,2830381","0,55972076","14,87518024"
30/01/2009 21.00,"1,64352183","11,30575734","0,4752769","14,87518024"
30/01/2009 22.00,"1,49181289","13,7665281","0,33811795","14,87518024"
30/01/2009 23.00,"1,44124257","6,65938128","0,34261252","14,87518024"
31/01/2009 0.00,"1,60198247","5,82744522","0,33061419","14,87518024"
31/01/2009 1.00,"1,75008004","4,78655242","0,33324243","18,73192024"
31/01/2009 2.00,"1,68686841","3,48478634","0,31701631","18,73192024"
31/01/2009 3.00,"1,60920724","3,12268031","0,33446102","18,73192024"
31/01/2009 4.00,"1,51890374","5,60680807","0,34695448","18,73192024"
31/01/2009 5.00,"1,78078327","4,96306444","0,29976266","18,73192024"
31/01/2009 6.00,"1,57850401","3,80276533","0,27858412","18,73192024"
31/01/2009 7.00,"1,95597169","6,92544564","0,28265929","18,73192024"
31/01/2009 8.00,"1,67422506","12,52446422","0,38908204","18,73192024"
31/01/2009 9.00,"1,75369243","17,21756956","0,48666594","18,73192024"
