,ARPA Puglia,,
08/10/2009 10.00,,"44,37683168","38,20000076"
08/10/2009 11.00,,"33,34621688","38,20000076"
08/10/2009 12.00,,"23,72120888","38,20000076"
08/10/2009 13.00,"2,62421697","32,19630184","38,20000076"
08/10/2009 14.00,"2,47611939","24,05345712","38,20000076"
08/10/2009 15.00,"2,32441045","27,4460908","38,20000076"
08/10/2009 16.00,"2,4923741","39,24634296","38,20000076"
08/10/2009 17.00,"2,52127114","60,04603496","38,20000076"
08/10/2009 18.00,"2,27384013","80,70557736","38,20000076"
08/10/2009 19.00,"2,24674928","81,60240096","38,20000076"
08/10/2009 20.00,"2,27564632","102,2826312","38,20000076"
08/10/2009 21.00,"2,17450669","55,33607152","38,20000076"
08/10/2009 22.00,"2,31537949","53,9525292","38,20000076"
08/10/2009 23.00,"2,47973178","54,75851368","38,20000076"
09/10/2009 0.00,"2,57726004","55,32698952","38,20000076"
09/10/2009 1.00,,"56,0498976","48,70000076"
09/10/2009 2.00,,,"48,70000076"
09/10/2009 3.00,,"57,69559424","48,70000076"
09/10/2009 4.00,,"52,77146768","48,70000076"
09/10/2009 5.00,,"63,06489176","48,70000076"
09/10/2009 6.00,,"70,55880368","48,70000076"
09/10/2009 7.00,,"99,7622328","48,70000076"
09/10/2009 8.00,,"103,2378664","48,70000076"
09/10/2009 9.00,,"140,55194216","48,70000076"
09/10/2009 10.00,,"83,10662872","48,70000076"
09/10/2009 11.00,,"86,78480048","48,70000076"
09/10/2009 12.00,,"56,60929144","48,70000076"
09/10/2009 13.00,,"43,17370568","48,70000076"
09/10/2009 14.00,,"37,79272584","48,70000076"
09/10/2009 15.00,,"28,70502808","48,70000076"
09/10/2009 16.00,,"41,982262","48,70000076"
09/10/2009 17.00,,"35,95234936","48,70000076"
09/10/2009 18.00,,"60,41463032","48,70000076"
09/10/2009 19.00,,"71,6879544","48,70000076"
09/10/2009 20.00,,"82,4771792","48,70000076"
09/10/2009 21.00,,"58,06028912","48,70000076"
09/10/2009 22.00,,"56,76372368","48,70000076"
09/10/2009 23.00,,"64,16679648","48,70000076"
10/10/2009 0.00,,"63,89682208","48,70000076"
10/10/2009 1.00,,"67,334904",35
10/10/2009 2.00,,"46,71040856",35
10/10/2009 3.00,,"51,16859984",35
10/10/2009 4.00,,"53,30489656",35
10/10/2009 5.00,,"58,32376272",35
10/10/2009 6.00,,"75,78015064",35
10/10/2009 7.00,,"70,78593016",35
10/10/2009 8.00,,"65,41015096",35
10/10/2009 9.00,,"54,52878688",35
10/10/2009 10.00,,"32,85691696",35
10/10/2009 11.00,,"17,51347642",35
10/10/2009 12.00,,"19,37462104",35
10/10/2009 13.00,,"25,8756696",35
10/10/2009 14.00,,"35,39555584",35
10/10/2009 15.00,,"17,82886464",35
10/10/2009 16.00,,"20,9463424",35
10/10/2009 17.00,,"38,65840296",35
10/10/2009 18.00,,"74,3239332",35
10/10/2009 19.00,,"38,00556968",35
10/10/2009 20.00,,"22,33376608",35
10/10/2009 21.00,,"19,98072504",35
10/10/2009 22.00,,"22,94507072",35
10/10/2009 23.00,,"17,67571726",35
11/10/2009 0.00,,"23,64201384",35
11/10/2009 1.00,,"19,11764824","24,60000038"
11/10/2009 2.00,,,"24,60000038"
11/10/2009 3.00,,"19,40446736","24,60000038"
11/10/2009 4.00,,"31,22550296","24,60000038"
11/10/2009 5.00,,"35,2502056","24,60000038"
11/10/2009 6.00,,"38,23401544","24,60000038"
11/10/2009 7.00,,"36,16389304","24,60000038"
11/10/2009 8.00,,"33,14245504","24,60000038"
11/10/2009 9.00,,"25,6978536","24,60000038"
11/10/2009 10.00,,"22,31300176","24,60000038"
11/10/2009 11.00,,"26,65827032","24,60000038"
11/10/2009 12.00,,"30,09245176","24,60000038"
11/10/2009 13.00,,"25,1099136","24,60000038"
11/10/2009 14.00,,"13,47060978","24,60000038"
11/10/2009 15.00,,"20,55178208","24,60000038"
11/10/2009 16.00,,"22,5479292","24,60000038"
11/10/2009 17.00,,"21,93792472","24,60000038"
11/10/2009 18.00,,"41,54617304","24,60000038"
11/10/2009 19.00,,"55,83963496","24,60000038"
11/10/2009 20.00,,"40,64284864","24,60000038"
11/10/2009 21.00,,"39,6188388","24,60000038"
11/10/2009 22.00,,"25,75106456","24,60000038"
11/10/2009 23.00,,"16,68025167","24,60000038"
12/10/2009 0.00,,"13,80416391","24,60000038"
12/10/2009 1.00,,"14,03388498","11,39999962"
12/10/2009 2.00,,"11,64450829","11,39999962"
12/10/2009 3.00,,"17,50049776","11,39999962"
12/10/2009 4.00,,"30,33644208","11,39999962"
12/10/2009 5.00,,"45,03096512","11,39999962"
12/10/2009 6.00,,"47,58906816","11,39999962"
12/10/2009 7.00,,"59,63201048","11,39999962"
12/10/2009 8.00,,"56,11479088","11,39999962"
12/10/2009 9.00,,"51,44893728","11,39999962"
12/10/2009 10.00,,"33,74075808","11,39999962"
12/10/2009 11.00,,"22,52974608","11,39999962"
12/10/2009 12.00,,"24,42333352","11,39999962"
12/10/2009 13.00,,"20,48040712","11,39999962"
12/10/2009 14.00,,"15,76654511","11,39999962"
12/10/2009 15.00,,"20,02355384","11,39999962"
12/10/2009 16.00,,"30,18329088","11,39999962"
12/10/2009 17.00,,"23,95741736","11,39999962"
12/10/2009 18.00,,"24,68422592","11,39999962"
12/10/2009 19.00,,"15,28373834","11,39999962"
12/10/2009 20.00,,"8,66329686","11,39999962"
12/10/2009 21.00,,"9,96636118","11,39999962"
12/10/2009 22.00,,"8,17789359","11,39999962"
12/10/2009 23.00,,"8,83980696","11,39999962"
13/10/2009 0.00,,"4,63080855","11,39999962"
13/10/2009 1.00,"1,22451478","3,89751066","18,60000038"
13/10/2009 2.00,"1,35093907",,"18,60000038"
13/10/2009 3.00,"1,42137547","4,91633898","18,60000038"
13/10/2009 4.00,"1,3635814","6,14023313","18,60000038"
13/10/2009 5.00,"1,19200536","11,46539213","18,60000038"
13/10/2009 6.00,"1,07641721","12,81259306","18,60000038"
13/10/2009 7.00,"0,78563962","14,85285002","18,60000038"
13/10/2009 8.00,"1,25160563","17,78733409","18,60000038"
13/10/2009 9.00,"1,44304876","14,85285002","18,60000038"
13/10/2009 10.00,"1,56586168","16,71270022","18,60000038"
13/10/2009 11.00,"1,53335226","19,71337008","18,60000038"
13/10/2009 12.00,"1,5080676","15,42650165","18,60000038"
13/10/2009 13.00,"1,48278193","14,36743911","18,60000038"
13/10/2009 14.00,"1,5604431","19,26041728","18,60000038"
13/10/2009 15.00,"1,5243213","15,45765769","18,60000038"
13/10/2009 16.00,"1,48639432","14,05075838","18,60000038"
13/10/2009 17.00,"1,41415172","16,72566741","18,60000038"
13/10/2009 18.00,"1,47736437","12,95406194","18,60000038"
13/10/2009 19.00,"1,51348516","11,24346438","18,60000038"
13/10/2009 20.00,"1,72840777","11,02023264","18,60000038"
13/10/2009 21.00,"1,71576545","8,58153018","18,60000038"
13/10/2009 22.00,"1,62004337","8,64253062","18,60000038"
13/10/2009 23.00,"1,58753395","8,48938134","18,60000038"
14/10/2009 0.00,"1,66158274","8,52961555","18,60000038"
14/10/2009 1.00,"1,63449189","10,11691398",11
14/10/2009 2.00,"1,71576545","9,08510509",11
14/10/2009 3.00,"1,66519512","15,14616612",11
14/10/2009 4.00,"1,5803102","9,21099882",11
14/10/2009 5.00,"1,7410501","34,58308968",11
14/10/2009 6.00,"1,60740104","36,012042",11
14/10/2009 7.00,"1,64894041","36,72586808",11
14/10/2009 8.00,"1,62365576","26,55314856",11
14/10/2009 9.00,"1,58392157","19,14359408",11
14/10/2009 10.00,"1,67964364","26,54016608",11
14/10/2009 11.00,"1,82232264","41,6733784",11
14/10/2009 12.00,"1,77536571","30,5259404",11
14/10/2009 13.00,"1,72840777","29,85494312",11
14/10/2009 14.00,"1,60017628","20,40903216",11
14/10/2009 15.00,"1,53154607","24,50510976",11
14/10/2009 16.00,"1,5604431","24,85812232",11
14/10/2009 17.00,"1,59656491","40,26387112",11
14/10/2009 18.00,"1,58572776","41,58122",11
14/10/2009 19.00,"1,30398113","31,79656",11
14/10/2009 20.00,"1,37802992","35,9082204",11
14/10/2009 21.00,"1,62546195","35,69017592",11
14/10/2009 22.00,"1,61823718","29,1605812",11
14/10/2009 23.00,"1,56947305","21,39541384",11
15/10/2009 0.00,"1,45930347","12,70097624",11
15/10/2009 1.00,"1,50626141","12,95016529",18
15/10/2009 2.00,"1,38344849",,18
15/10/2009 3.00,"1,49903664","16,53488614",18
15/10/2009 4.00,"1,67783745","31,21122032",18
15/10/2009 5.00,"1,89817762","46,18996216",18
15/10/2009 6.00,"2,14019107","63,54769088",18
15/10/2009 7.00,"2,1907614","65,73071688",18
15/10/2009 8.00,"2,13657869","61,84748312",18
15/10/2009 9.00,"2,01196059","52,37690736",18
15/10/2009 10.00,"1,81871127","37,97572336",18
15/10/2009 11.00,"1,83857735","32,88288192",18
15/10/2009 12.00,"1,77355952","32,04575096",18
15/10/2009 13.00,"1,75008004","32,35463456",18
15/10/2009 14.00,"1,60559485","28,83741496",18
15/10/2009 15.00,"1,77717089","29,60055152",18
15/10/2009 16.00,"1,60740104","32,57267904",18
15/10/2009 17.00,"1,52973987","35,5409252",18
15/10/2009 18.00,"1,45027251","38,31317224",18
15/10/2009 19.00,"1,58934014","39,33330072",18
15/10/2009 20.00,"1,55321935","36,53768904",18
15/10/2009 21.00,"1,6688075","32,2001832",18
15/10/2009 22.00,"1,73202016","25,67188864",18
15/10/2009 23.00,"1,54057601","20,88404944",18
16/10/2009 0.00,"1,6146248","12,01439807",18
16/10/2009 1.00,"1,59295253","8,56336044","16,70000076"
16/10/2009 2.00,"1,64894041","4,81899906","16,70000076"
16/10/2009 3.00,"1,64352183","5,35631886","16,70000076"
16/10/2009 4.00,"1,41053934","10,09225491","16,70000076"
16/10/2009 5.00,"1,52793368","17,52645507","16,70000076"
16/10/2009 6.00,"1,52612749","35,43708448","16,70000076"
16/10/2009 7.00,"1,50264903","37,81609048","16,70000076"
16/10/2009 8.00,"1,65255279","44,91026056","16,70000076"
16/10/2009 9.00,"1,80065037","39,31383656","16,70000076"
16/10/2009 10.00,"2,44902855","27,76277536","16,70000076"
16/10/2009 11.00,"2,64227787","22,66471416","16,70000076"
16/10/2009 12.00,"2,24674928","23,45643512","16,70000076"
16/10/2009 13.00,"2,15644578","22,8905596","16,70000076"
16/10/2009 14.00,"2,14019107","24,88278712","16,70000076"
16/10/2009 15.00,"2,01196059","19,0527607","16,70000076"
16/10/2009 16.00,"1,96500265","22,6789968","16,70000076"
16/10/2009 17.00,"1,71757062","23,22930864","16,70000076"
16/10/2009 18.00,"1,54960697","27,60702384","16,70000076"
16/10/2009 19.00,"1,45749728","28,43377264","16,70000076"
16/10/2009 20.00,"1,38525468","28,49866592","16,70000076"
16/10/2009 21.00,"1,39789701","18,58812175","16,70000076"
16/10/2009 22.00,"1,42679405","15,44467903","16,70000076"
16/10/2009 23.00,"1,54418839","15,38108209","16,70000076"
17/10/2009 0.00,"1,44304876","13,16950228","16,70000076"
17/10/2009 1.00,"1,44666114","8,71780798","15,10000038"
17/10/2009 2.00,"1,18116923",,"15,10000038"
17/10/2009 3.00,"1,13962884","7,91182923","15,10000038"
17/10/2009 4.00,"1,42137547","12,16884752","15,10000038"
17/10/2009 5.00,"1,65797035","38,19376784","15,10000038"
17/10/2009 6.00,"1,59295253","35,1308012","15,10000038"
17/10/2009 7.00,"1,52793368","47,91483472","15,10000038"
17/10/2009 8.00,"1,58934014","50,80258568","15,10000038"
17/10/2009 9.00,"1,64532803","42,91543272","15,10000038"
17/10/2009 10.00,"1,67422506","32,45717512","15,10000038"
17/10/2009 11.00,"1,67603126","23,98856384","15,10000038"
17/10/2009 12.00,"1,721183","22,01578136","15,10000038"
17/10/2009 13.00,"1,41415172","21,50443608","15,10000038"
17/10/2009 14.00,"1,57669781","28,40910784","15,10000038"
17/10/2009 15.00,"1,52973987","19,36813936","15,10000038"
17/10/2009 16.00,"1,38886707","22,82176584","15,10000038"
17/10/2009 17.00,"1,39609082","28,22999168","15,10000038"
17/10/2009 18.00,"1,34732669","43,1607232","15,10000038"
17/10/2009 19.00,"1,3617752","23,26175528","15,10000038"
17/10/2009 20.00,"1,28050267","18,39344382","15,10000038"
17/10/2009 21.00,"1,3635814","14,13122872","15,10000038"
17/10/2009 22.00,"1,32023584","25,12031488","15,10000038"
17/10/2009 23.00,"1,37261236","40,20547864","15,10000038"
18/10/2009 0.00,"1,42679405","35,23202248","15,10000038"
18/10/2009 1.00,"1,54599458","38,3326364","5,30000019"
18/10/2009 2.00,"1,5622493","29,9198364","5,30000019"
18/10/2009 3.00,"1,52973987","18,22471365","5,30000019"
18/10/2009 4.00,"1,81690508","17,72763571","5,30000019"
18/10/2009 5.00,"1,63629808","17,47065526","5,30000019"
18/10/2009 6.00,"1,60378866","12,8567182","5,30000019"
18/10/2009 7.00,"1,54057601","11,44203896","5,30000019"
18/10/2009 8.00,"1,59114633","12,66593502","5,30000019"
18/10/2009 9.00,"1,41234553","21,8224208","5,30000019"
18/10/2009 10.00,"1,3635814","15,73929529","5,30000019"
18/10/2009 11.00,"1,150466","12,98390635","5,30000019"
18/10/2009 12.00,"1,09808948","13,33823246","5,30000019"
18/10/2009 13.00,"1,16130213","16,47778043","5,30000019"
18/10/2009 14.00,"1,04210159","11,50433192","5,30000019"
18/10/2009 15.00,"1,04752017","8,26225486","5,30000019"
18/10/2009 16.00,"1,02945927","8,13376463","5,30000019"
18/10/2009 17.00,"1,17394446","10,34403854","5,30000019"
18/10/2009 18.00,"1,19019917","12,46865103","5,30000019"
18/10/2009 19.00,"1,17213827","13,44724322","5,30000019"
18/10/2009 20.00,"1,26063557","11,08252369","5,30000019"
18/10/2009 21.00,"1,05474392","12,93847914","5,30000019"
18/10/2009 22.00,"1,09086573","8,12597897","5,30000019"
18/10/2009 23.00,"1,02765308","7,592552","5,30000019"
19/10/2009 0.00,"0,94818571","7,95206345","5,30000019"
19/10/2009 1.00,"1,02042831","5,88974392",10
19/10/2009 2.00,"0,94276815",,10
19/10/2009 3.00,"1,01862212","5,7781271",10
19/10/2009 4.00,"0,96263423","6,55555203",10
19/10/2009 5.00,"1,00236842","12,45567238",10
19/10/2009 6.00,"1,11073181","15,48360544",10
19/10/2009 7.00,"1,04571398","21,35776656",10
19/10/2009 8.00,"1,2028415","23,616068",10
19/10/2009 9.00,"1,13962884","26,08591312",10
19/10/2009 10.00,"1,08183477","24,43503496",10
19/10/2009 11.00,"1,27147272","19,65365832",10
19/10/2009 12.00,"1,56947305","18,12607548",10
19/10/2009 13.00,"1,98486873","29,1787452",10
19/10/2009 14.00,"2,17631288","23,76011808",10
19/10/2009 15.00,"2,19437276","32,1054436",10
19/10/2009 16.00,"1,99389969","26,53238424",10
19/10/2009 17.00,"1,80968031","28,21832848",10
19/10/2009 18.00,"1,5803102","22,83604848",10
19/10/2009 19.00,"1,49903664","21,71339856",10
19/10/2009 20.00,"1,38706088","19,9820252",10
19/10/2009 21.00,"1,34190913","17,04495229",10
19/10/2009 22.00,"1,57850401","17,41873682",10
19/10/2009 23.00,"1,12698652","12,76975853",10
20/10/2009 0.00,"0,89581021","10,95793012",10
20/10/2009 1.00,"1,01862212","10,60490609","20,10000038"
20/10/2009 2.00,"0,86510698","7,5951485","20,10000038"
20/10/2009 3.00,"1,01681694","10,69965716","20,10000038"
20/10/2009 4.00,"0,96805281","21,10339408","20,10000038"
20/10/2009 5.00,"1,11434419","38,15093904","20,10000038"
20/10/2009 6.00,"1,3093997","48,13157904","20,10000038"
20/10/2009 7.00,"1,57489162","56,81045296","20,10000038"
20/10/2009 8.00,"1,65435899","61,78389","20,10000038"
20/10/2009 9.00,"2,082397","59,50872472","20,10000038"
20/10/2009 10.00,"1,58753395","25,07228544","20,10000038"
20/10/2009 11.00,"1,73202016","25,96780888","20,10000038"
20/10/2009 12.00,"2,10226307","13,87814302","20,10000038"
20/10/2009 13.00,"1,93610561","18,39473634","20,10000038"
20/10/2009 14.00,"1,59656491","31,4993396","20,10000038"
20/10/2009 15.00,"1,83677116","35,97051336","20,10000038"
20/10/2009 16.00,"2,30634955","44,34958568","20,10000038"
20/10/2009 17.00,"1,69951073","45,60462248","20,10000038"
20/10/2009 18.00,"1,24979944","73,13637088","20,10000038"
20/10/2009 19.00,"1,18478059","60,65343912","20,10000038"
20/10/2009 20.00,"1,28772642","34,19761136","20,10000038"
20/10/2009 21.00,"1,08905954","38,4520408","20,10000038"
20/10/2009 22.00,"1,09086573","36,0795356","20,10000038"
20/10/2009 23.00,"1,21909621","29,94578224","20,10000038"
21/10/2009 0.00,"1,15407736","26,27281112","20,10000038"
21/10/2009 1.00,"1,1305989","22,52974608","21,20000076"
21/10/2009 2.00,"1,11795657",,"21,20000076"
21/10/2009 3.00,"1,11073181","22,19101616","21,20000076"
21/10/2009 4.00,"1,11976277","32,03664984","21,20000076"
21/10/2009 5.00,"1,22632097","61,94484216","21,20000076"
21/10/2009 6.00,"1,74646868","63,8228468","21,20000076"
21/10/2009 7.00,"2,50682262","78,83793576","21,20000076"
21/10/2009 8.00,"1,94332937","77,26881472","21,20000076"
21/10/2009 9.00,"1,58934014","68,84821376","21,20000076"
21/10/2009 10.00,"1,73811707","54,71327576","21,20000076"
21/10/2009 11.00,"2,04627519","41,95111552","21,20000076"
21/10/2009 12.00,"1,36899997","35,15414672","21,20000076"
21/10/2009 13.00,"1,33829674","16,19614283","21,20000076"
21/10/2009 14.00,"1,34010293","16,15071371","21,20000076"
21/10/2009 15.00,"1,63449189","20,62575736","21,20000076"
21/10/2009 16.00,"1,44666114","22,98789952","21,20000076"
21/10/2009 17.00,"1,46833341","24,16247936","21,20000076"
21/10/2009 18.00,"1,28230886","42,76488184","21,20000076"
21/10/2009 19.00,"1,35635765","61,69433192","21,20000076"
21/10/2009 20.00,"1,2389633","41,70710608","21,20000076"
21/10/2009 21.00,"1,19742394","57,800716","21,20000076"
21/10/2009 22.00,"1,10350805","44,05236528","21,20000076"
21/10/2009 23.00,"1,07461102","27,1307064","21,20000076"
22/10/2009 0.00,"1,17213827","16,5660307","21,20000076"
22/10/2009 1.00,"1,20464769","23,77960136","25,39999962"
22/10/2009 2.00,"1,18478059","25,14886104","25,39999962"
22/10/2009 3.00,"1,21548382","22,27667376","25,39999962"
22/10/2009 4.00,"1,05835631","11,99103343","25,39999962"
22/10/2009 5.00,"1,17755684","19,78864552","25,39999962"
22/10/2009 6.00,"1,14324123","20,52323592","25,39999962"
22/10/2009 7.00,"1,21367763","38,17950432","25,39999962"
22/10/2009 8.00,"1,32746061","36,96597704","25,39999962"
22/10/2009 9.00,"1,32565442","35,08537208","25,39999962"
22/10/2009 10.00,"1,36719378","33,05549728","25,39999962"
22/10/2009 11.00,"1,37080616","48,36390616","25,39999962"
22/10/2009 12.00,"1,24076949","42,66624176","25,39999962"
22/10/2009 13.00,"1,07099863","34,94260304","25,39999962"
22/10/2009 14.00,"1,03307165","23,34741288","25,39999962"
22/10/2009 15.00,"1,00959217","26,2702108","25,39999962"
22/10/2009 16.00,"1,21006626","18,07156436","25,39999962"
22/10/2009 17.00,"1,12698652","26,10019576","25,39999962"
22/10/2009 18.00,"0,95360429","35,54870704","25,39999962"
22/10/2009 19.00,"1,02765308","29,47206512","25,39999962"
22/10/2009 20.00,"0,95902185","47,62799648","25,39999962"
22/10/2009 21.00,"1,16852588","49,0387848","25,39999962"
22/10/2009 22.00,"1,2209024","36,43904896","25,39999962"
22/10/2009 23.00,"1,36538759","29,2280748","25,39999962"
23/10/2009 0.00,"1,37983611","19,72765272","25,39999962"
23/10/2009 1.00,"1,19561774","20,3493204","17,7999897"
23/10/2009 2.00,"1,19561774",,"17,7999897"
23/10/2009 3.00,"1,24438086","20,238998","17,7999897"
23/10/2009 4.00,"1,18116923","10,4621447","17,7999897"
23/10/2009 5.00,"1,07461102","14,47905594","17,7999897"
23/10/2009 6.00,"0,99875604","22,21436168","17,7999897"
23/10/2009 7.00,"1,06377386","17,48363392","17,7999897"
23/10/2009 8.00,"1,1305989","20,62965784","17,7999897"
23/10/2009 9.00,"1,3112059","21,72506176","17,7999897"
23/10/2009 10.00,"1,19742394","39,61623848","17,7999897"
23/10/2009 11.00,"1,44304876","52,49891208","17,7999897"
23/10/2009 12.00,"1,45749728","53,8668716","17,7999897"
23/10/2009 13.00,"1,37622372","47,55922184","17,7999897"
23/10/2009 14.00,"1,27689028","37,588964","17,7999897"
23/10/2009 15.00,"1,32204203","17,66403112","17,7999897"
23/10/2009 16.00,"1,34732669","17,74061437","17,7999897"
23/10/2009 17.00,"1,53515845","26,64270664","17,7999897"
23/10/2009 18.00,"1,49181289","35,57077152","17,7999897"
23/10/2009 19.00,"1,5983711","46,62735128","17,7999897"
23/10/2009 20.00,"1,69228597","61,29200888","17,7999897"
23/10/2009 21.00,"1,5423822","36,70770408","17,7999897"
23/10/2009 22.00,"1,40692695","48,48589176","17,7999897"
23/10/2009 23.00,"1,35816384","37,29952544","17,7999897"
24/10/2009 0.00,"1,29314499","39,36574736","17,7999897"
24/10/2009 1.00,"1,81329269","49,779876",
24/10/2009 2.00,"1,3617752","28,58432352",
24/10/2009 3.00,"1,37441855","28,60378768",
24/10/2009 4.00,"1,47013961","32,03926928",
24/10/2009 5.00,"1,47917057","31,7381484",
24/10/2009 6.00,"1,53515845","35,15674704",
24/10/2009 7.00,"1,44304876","28,19236352",
24/10/2009 8.00,"1,35635765","28,01974816",
24/10/2009 9.00,"1,48820051","31,07623312",
24/10/2009 10.00,"1,42137547","36,7038036",
24/10/2009 11.00,"23,61073302","26,41039864",
24/10/2009 12.00,"1,61638115","17,40445609",
24/10/2009 13.00,,,
24/10/2009 14.00,,,
24/10/2009 15.00,,,
24/10/2009 16.00,,,
24/10/2009 17.00,,,
24/10/2009 18.00,,,
24/10/2009 19.00,,,
24/10/2009 20.00,,,
24/10/2009 21.00,,,
24/10/2009 22.00,,,
24/10/2009 23.00,,,
25/10/2009 0.00,,,
25/10/2009 1.00,,,
25/10/2009 2.00,,,
25/10/2009 3.00,,,
25/10/2009 4.00,,,
25/10/2009 5.00,,,
25/10/2009 6.00,,,
25/10/2009 7.00,,,
25/10/2009 8.00,,,
25/10/2009 9.00,,,
25/10/2009 10.00,,,
25/10/2009 11.00,,,
25/10/2009 12.00,,,
25/10/2009 13.00,,,
25/10/2009 14.00,,,
25/10/2009 15.00,,,
25/10/2009 16.00,,,
25/10/2009 17.00,,,
25/10/2009 18.00,,,
25/10/2009 19.00,,,
25/10/2009 20.00,,,
25/10/2009 21.00,,,
25/10/2009 22.00,,,
25/10/2009 23.00,,,
26/10/2009 0.00,,,
26/10/2009 1.00,,,"30,5"
26/10/2009 2.00,,,"30,5"
26/10/2009 3.00,,,"30,5"
26/10/2009 4.00,,,"30,5"
26/10/2009 5.00,,,"30,5"
26/10/2009 6.00,,,"30,5"
26/10/2009 7.00,,,"30,5"
26/10/2009 8.00,,,"30,5"
26/10/2009 9.00,,,"30,5"
26/10/2009 10.00,,,"30,5"
26/10/2009 11.00,,,"30,5"
26/10/2009 12.00,,,"30,5"
26/10/2009 13.00,,,"30,5"
26/10/2009 14.00,,,"30,5"
26/10/2009 15.00,,,"30,5"
26/10/2009 16.00,,,"30,5"
26/10/2009 17.00,,,"30,5"
26/10/2009 18.00,,,"30,5"
26/10/2009 19.00,,,"30,5"
26/10/2009 20.00,,,"30,5"
26/10/2009 21.00,,,"30,5"
26/10/2009 22.00,,,"30,5"
26/10/2009 23.00,,,"30,5"
27/10/2009 0.00,,,"30,5"
27/10/2009 1.00,,,31
27/10/2009 2.00,,,31
27/10/2009 3.00,,,31
27/10/2009 4.00,,,31
27/10/2009 5.00,,,31
27/10/2009 6.00,,,31
27/10/2009 7.00,,,31
27/10/2009 8.00,,,31
27/10/2009 9.00,,,31
27/10/2009 10.00,,,31
27/10/2009 11.00,"3,70244037","36,48317792",31
27/10/2009 12.00,"3,66451237","33,6823656",31
27/10/2009 13.00,"3,66270618","33,65640064",31
27/10/2009 14.00,"3,59407597","33,90171024",31
27/10/2009 15.00,"3,5001611","31,86533464",31
27/10/2009 16.00,"3,22925061","32,03926928",31
27/10/2009 17.00,"3,21841346","33,60318968",31
27/10/2009 18.00,"3,50738485","45,67341624",31
27/10/2009 19.00,"3,40443903","52,05115992",31
27/10/2009 20.00,"3,47126305","30,90101744",31
27/10/2009 21.00,"3,52725195","25,25528296",31
27/10/2009 22.00,"3,48571157","16,79964842",31
27/10/2009 23.00,"3,47848781","15,42131248",31
28/10/2009 0.00,"3,00710425","13,69773434",31
28/10/2009 1.00,"2,93305546","10,77492878","20,89999962"
28/10/2009 2.00,"2,88429133","9,50172224","20,89999962"
28/10/2009 3.00,"3,07392827","9,65746611","20,89999962"
28/10/2009 4.00,"3,23828055","10,97480543","20,89999962"
28/10/2009 5.00,"3,24189293","10,69446034","20,89999962"
28/10/2009 6.00,"3,11005007","13,22921022","20,89999962"
28/10/2009 7.00,"3,1407533","17,3927795","20,89999962"
28/10/2009 8.00,"3,09740774","25,77572936","20,89999962"
28/10/2009 9.00,"3,20215976","42,17434152","20,89999962"
28/10/2009 10.00,"3,42430612","48,13416024","20,89999962"
28/10/2009 11.00,"3,50196628","35,2437048","20,89999962"
28/10/2009 12.00,"3,44056083","24,80621152","20,89999962"
28/10/2009 13.00,"3,33219643","24,13261392","20,89999962"
28/10/2009 14.00,"3,24911669","24,49732792","20,89999962"
28/10/2009 15.00,"3,14436569","19,57578256","20,89999962"
28/10/2009 16.00,"3,2129959","22,35973104","20,89999962"
28/10/2009 17.00,"3,27259616","30,16902736","20,89999962"
28/10/2009 18.00,"3,3538687","30,5596872","20,89999962"
28/10/2009 19.00,"3,09921292","23,71210776","20,89999962"
28/10/2009 20.00,"3,16965034","18,15333869","20,89999962"
28/10/2009 21.00,"3,09921292","26,41818048","20,89999962"
28/10/2009 22.00,"3,05586736","28,8451968","20,89999962"
28/10/2009 23.00,"3,02697032","27,74071088","20,89999962"
29/10/2009 0.00,"3,12449859","16,44792455","20,89999962"
29/10/2009 1.00,"2,94027921","10,74767895","27,70000076"
29/10/2009 2.00,"2,84997571",,"27,70000076"
29/10/2009 3.00,"2,86803662","7,78463726","27,70000076"
29/10/2009 4.00,"2,95472773","6,98125501","27,70000076"
29/10/2009 5.00,"2,92041313","17,88597226","27,70000076"
29/10/2009 6.00,"3,06851071","37,72523224","27,70000076"
29/10/2009 7.00,"3,27981992","44,81810216","27,70000076"
29/10/2009 8.00,"2,94750398","33,62135368","27,70000076"
29/10/2009 9.00,"3,1046315","41,42028696","27,70000076"
29/10/2009 10.00,"3,08295923","37,45269576","27,70000076"
29/10/2009 11.00,"3,20396595","39,24114232","27,70000076"
29/10/2009 12.00,"3,4640393","35,12948192","27,70000076"
29/10/2009 13.00,"3,31955411","32,02498664","27,70000076"
29/10/2009 14.00,"3,52002718","37,84203632","27,70000076"
29/10/2009 15.00,"3,14978324","37,33717272","27,70000076"
29/10/2009 16.00,"3,59226977","50,45995528","27,70000076"
29/10/2009 17.00,"4,11964224","68,957236","27,70000076"
29/10/2009 18.00,"4,19369103","78,0189688","27,70000076"
29/10/2009 19.00,"3,72772502","81,79578064","27,70000076"
29/10/2009 20.00,"3,68257327","76,71980304","27,70000076"
29/10/2009 21.00,"3,04683742","25,40843416","27,70000076"
29/10/2009 22.00,"3,07392827","12,65424696","27,70000076"
29/10/2009 23.00,"3,01071561","23,52002824","27,70000076"
30/10/2009 0.00,"2,94027921","25,74328272","27,70000076"
30/10/2009 1.00,"3,11366246","11,65747738","24,7999897"
30/10/2009 2.00,"3,29065707","12,52705881","24,7999897"
30/10/2009 3.00,"3,1407533","10,44526938","24,7999897"
30/10/2009 4.00,"3,26176003","9,55493511","24,7999897"
