MASSAFRA,,,,
,SO2,NO2,O3,BENZENE
12/07/2011 16.00,"22,585689","4,262211","81,048671","0,512568"
12/07/2011 17.00,"22,127956","6,0072","78,69381","0,574656"
12/07/2011 18.00,"22,230877","7,002019","74,86874","0,599318"
12/07/2011 19.00,"21,08069","8,03837","70,150562","0,667457"
12/07/2011 20.00,"21,710864","14,296702","61,297251","0,669949"
12/07/2011 21.00,"21,781282","14,143556","56,075502","0,828194"
12/07/2011 22.00,"21,049997","8,637987","61,924201","0,782226"
12/07/2011 23.00,"20,866723","7,006562","71,042827","0,599979"
13/07/2011 0.00,"24,58813","6,466648","69,224508","0,537383"
13/07/2011 1.00,"25,128004","3,59186","70,137061","0,481549"
13/07/2011 2.00,,,"65,521128","0,558282"
13/07/2011 3.00,,"4,847553","68,152274","0,598759"
13/07/2011 4.00,,"4,45235",,"0,591589"
13/07/2011 5.00,,"4,710627","73,16533","0,589707"
13/07/2011 6.00,,"5,641849","75,951963","0,622353"
13/07/2011 7.00,,"11,142874","70,226635","0,768547"
13/07/2011 8.00,,"10,238913","70,743741","0,735342"
13/07/2011 9.00,,"44,446256","52,291863","1,775072"
13/07/2011 10.00,,"65,042205","44,405987","2,62025"
13/07/2011 11.00,,"52,644912","58,651744","3,061882"
13/07/2011 12.00,,"43,016651","82,340577","2,444054"
13/07/2011 13.00,,"38,144455","80,542539","2,009389"
13/07/2011 14.00,,"19,210438","91,722839","1,266521"
13/07/2011 15.00,,"14,731489","96,161338",
13/07/2011 16.00,,"16,847671","98,71559",
13/07/2011 17.00,,"21,576461","96,099649",
13/07/2011 18.00,,"25,692671","87,57755",
13/07/2011 19.00,,"26,469441","87,802306",
13/07/2011 20.00,,"39,04193","82,92527",
13/07/2011 21.00,,"37,62789","73,803273",
13/07/2011 22.00,,"43,34242","51,722348",
13/07/2011 23.00,,"49,486554","42,886796",
14/07/2011 0.00,,"35,070437","47,010959",
14/07/2011 1.00,,"22,763373","55,335333",
14/07/2011 2.00,,"10,944951","62,178545",
14/07/2011 3.00,,"7,357636","59,648783",
14/07/2011 4.00,,"16,856111","51,749403",
14/07/2011 5.00,,"35,36441","29,044067",
14/07/2011 6.00,,"44,493633","23,577288",
14/07/2011 7.00,,"62,547694","17,510611",
14/07/2011 8.00,,,,"1,230265"
14/07/2011 9.00,,"23,359726","45,1749","2,714576"
14/07/2011 10.00,"6,377476","42,797957","48,039242","3,655861"
14/07/2011 11.00,"9,106682","26,642055","61,603125","2,094715"
14/07/2011 12.00,"8,006152","24,883436","65,694354","1,236265"
14/07/2011 13.00,"7,636901","23,547274","62,243602","1,505312"
14/07/2011 14.00,"6,392824","12,697081","70,437867","0,912351"
14/07/2011 15.00,"7,478006","13,129924","74,502897","0,835415"
14/07/2011 16.00,"6,967013","14,403784","70,767379","0,869281"
14/07/2011 17.00,"7,900522","24,823094","62,29176","1,081173"
14/07/2011 18.00,"7,164729","25,456462","60,695659","1,248215"
14/07/2011 19.00,"6,873121","27,24816","70,933824","1,541874"
14/07/2011 20.00,"6,453312","38,283323","65,538023","1,701746"
14/07/2011 21.00,"6,203233","41,984191","49,538183","2,36061"
14/07/2011 22.00,"6,430742","35,853059","43,096331","1,896959"
14/07/2011 23.00,"5,306738","29,585638","49,301597","1,546298"
15/07/2011 0.00,"3,788206","28,865961","48,786169","1,406663"
15/07/2011 1.00,"3,457776","37,17494","35,866987","1,473023"
15/07/2011 2.00,,,"21,170043","1,843007"
15/07/2011 3.00,"6,279069","20,978139","37,692931","1,863246"
15/07/2011 4.00,"7,050975","22,182564",,"1,63976"
15/07/2011 5.00,"7,728085","23,123517","32,710279","2,131479"
15/07/2011 6.00,"7,563773","26,777693","35,945571","1,904739"
15/07/2011 7.00,"7,272164","22,799701","43,228138","2,043153"
15/07/2011 8.00,"7,542105","24,729654","37,838246","1,352966"
15/07/2011 9.00,"8,507213","35,964032","30,95027","1,955182"
15/07/2011 10.00,"9,105779","31,877667","48,44652","1,795412"
15/07/2011 11.00,"9,317941","34,529879","63,975723","1,731036"
15/07/2011 12.00,"9,822613","33,342315","68,256209","1,984523"
15/07/2011 13.00,"10,747991","28,560959","68,530827","1,645252"
15/07/2011 14.00,"10,851816","17,569942","78,991229","1,201992"
15/07/2011 15.00,"10,871679","13,656853","84,561086","0,958268"
15/07/2011 16.00,"10,681184","15,916447","82,92527","0,985219"
15/07/2011 17.00,"10,339015","20,481057","76,612706","1,219434"
15/07/2011 18.00,"10,097971","26,322772","75,328389","1,220603"
15/07/2011 19.00,"10,385959","41,4339","65,465367","1,832583"
15/07/2011 20.00,"9,43982","30,231969","65,783067","2,104376"
15/07/2011 21.00,"9,103973","34,115203","61,552433","1,807717"
15/07/2011 22.00,"7,991707","19,437564","65,535511","1,445665"
15/07/2011 23.00,"6,839716","11,016338","66,853604","1,032357"
16/07/2011 0.00,"2,094528","6,539329","68,544328","0,645541"
16/07/2011 1.00,"21,977176","3,597701","69,05046","0,448395"
16/07/2011 2.00,"2,846572","2,370564","68,105806","0,370391"
16/07/2011 3.00,"2,69219","1,902031","65,320033","0,329457"
16/07/2011 4.00,"2,60552","2,874788","62,584944","0,351221"
16/07/2011 5.00,"3,823416","3,606137","60,241916","0,390935"
16/07/2011 6.00,"5,592028","4,552286","59,988455","0,41814"
16/07/2011 7.00,"7,199037","6,643808","57,94621","0,416767"
16/07/2011 8.00,"9,783792","11,594534","55,619244","0,537586"
16/07/2011 9.00,"14,639124","8,206446","62,594244","0,502398"
16/07/2011 10.00,"24,384089","6,010444","70,773307","0,583453"
16/07/2011 11.00,"22,103579","6,266775","76,092237","0,457752"
16/07/2011 12.00,"25,694961","6,452371","76,18009","0,522484"
16/07/2011 13.00,"24,813833","5,234968","75,455991","0,534433"
16/07/2011 14.00,"20,838746","2,876084","76,171635","0,405274"
16/07/2011 15.00,"20,819779","11,532243","72,202944","0,526704"
16/07/2011 16.00,"19,242565","10,353774","71,006503","0,750292"
16/07/2011 17.00,"22,898964","16,522556","67,943592","0,820922"
16/07/2011 18.00,"16,367099","24,910051","64,501284","1,286912"
16/07/2011 19.00,"6,895691","28,799116","61,293024","1,534806"
16/07/2011 20.00,"5,979335","33,691446","54,520816","1,719645"
16/07/2011 21.00,"5,197498","42,997188","39,048215","1,971099"
16/07/2011 22.00,"4,25135","20,2085","51,528875","1,328304"
16/07/2011 23.00,"5,60557","10,611395","62,068698","0,899028"
17/07/2011 0.00,"1,948272","10,893685","61,426528","0,87101"
17/07/2011 1.00,"2,208282","6,795009","58,198001","0,738647"
17/07/2011 2.00,,,"54,85035","0,675644"
17/07/2011 3.00,"2,858308","5,025361","59,119832","0,541959"
17/07/2011 4.00,"2,60552","3,617169",,"0,446921"
17/07/2011 5.00,"2,955812","3,593807","51,201875","0,371663"
17/07/2011 6.00,"2,725594","4,089596","47,650576","0,478448"
17/07/2011 7.00,"2,298563","5,199925","45,853379","0,39307"
17/07/2011 8.00,"3,065955","6,470541","46,350215","0,450887"
17/07/2011 9.00,"2,40329","6,15386","56,034105","0,562096"
17/07/2011 10.00,"1,839032","3,932552","71,973957","0,475244"
17/07/2011 11.00,"2,166753","5,331009","72,545979","0,588029"
17/07/2011 12.00,"2,708441","11,75937","72,15901","0,64849"
17/07/2011 13.00,"3,646465","14,171457","70,928771","0,796464"
17/07/2011 14.00,"3,500209","5,83134","78,67352","0,588741"
17/07/2011 15.00,"4,05905","7,031871","81,798136","0,643405"
17/07/2011 16.00,"3,364787","7,056532","85,067218","0,669898"
17/07/2011 17.00,"3,071372","6,826807","88,62865","0,616607"
17/07/2011 18.00,"3,353953","11,795703","87,854696","0,722985"
17/07/2011 19.00,"3,074081","15,310348","81,776149","0,943725"
17/07/2011 20.00,"2,111682","22,957403","75,222773","0,976523"
17/07/2011 21.00,"2,060221","24,647879","73,930852","1,086868"
17/07/2011 22.00,"1,869727","20,829537","66,94909","1,300133"
17/07/2011 23.00,"1,987093","17,109197","57,881994","1,022187"
18/07/2011 0.00,"3,854111","15,481012","54,503917","0,753648"
18/07/2011 1.00,"4,032869","11,657477","56,973691","0,74841"
18/07/2011 2.00,"3,802651","7,475096","59,647927","0,606183"
18/07/2011 3.00,"4,062662","11,918354","52,485336","1,142345"
18/07/2011 4.00,"4,398509","18,35904","48,789559","1,273386"
18/07/2011 5.00,"5,228193","33,138555","39,414077","1,931944"
18/07/2011 6.00,"5,776202","46,818781","26,801587","3,485005"
18/07/2011 7.00,"5,8719","40,008849","33,313568","2,859448"
18/07/2011 8.00,"5,121662","35,341694","48,805621","2,490023"
18/07/2011 9.00,"4,720813","25,479808","59,483179","2,25235"
18/07/2011 10.00,"5,392506","20,531017","67,16708","1,519449"
18/07/2011 11.00,"5,61189","22,348047","62,067842","1,316354"
18/07/2011 12.00,"5,768077","20,898313","59,24743","1,185974"
18/07/2011 13.00,"6,354905","20,129325","59,390234","1,409511"
18/07/2011 14.00,"6,785548","14,110459","58,918733","1,096733"
18/07/2011 15.00,"6,354002","16,277261","58,771724","0,84289"
18/07/2011 16.00,"6,526441","13,838555","68,698962","0,940318"
18/07/2011 17.00,"5,998294","17,301282","67,64618","0,988727"
18/07/2011 18.00,"5,663351","27,979499","54,680515","1,260775"
18/07/2011 19.00,"5,952251","34,83748","43,717371","1,698898"
18/07/2011 20.00,"5,8719","31,757631","42,744829","2,198144"
18/07/2011 21.00,"5,174928","38,024401","36,311433","2,073104"
18/07/2011 22.00,"4,332603","22,633567","39,3566","1,266928"
18/07/2011 23.00,"3,597713","24,256568","32,960392","1,547162"
19/07/2011 0.00,"2,563991","28,829613","25,674432","1,768766"
19/07/2011 1.00,"2,571214","26,12161","23,529967","1,650845"
19/07/2011 2.00,,,"26,888609","1,27303"
19/07/2011 3.00,"3,283534","13,117585","29,302639","1,234994"
19/07/2011 4.00,"3,596809","16,797054",,"1,324897"
19/07/2011 5.00,"4,197181","24,897068","28,902962","1,564044"
19/07/2011 6.00,"4,286559","37,083429","16,088559","2,697898"
19/07/2011 7.00,"4,066273","34,865375","21,641521","2,738578"
19/07/2011 8.00,"6,07052","57,731288","8,161309","5,522259"
19/07/2011 9.00,"5,155066","36,916017","22,856555","3,796308"
19/07/2011 10.00,"4,909501","32,224216","39,621078","2,60474"
19/07/2011 11.00,"4,64588","27,558363","49,157119","1,167567"
19/07/2011 12.00,"4,969989","27,108641","47,576223","1,210027"
19/07/2011 13.00,"6,083159","28,819881","48,652684","1,417647"
19/07/2011 14.00,"5,376255","13,669184","53,462947","0,944183"
19/07/2011 15.00,"5,348269","13,966392","58,109284","0,719019"
19/07/2011 16.00,"7,322722","17,23249","56,844414","1,179974"
19/07/2011 17.00,"6,874926","22,107939","52,108504","1,736477"
19/07/2011 18.00,"5,841204","23,101452","52,789517","1,403307"
19/07/2011 19.00,"5,659739","32,019785","52,28426","1,475057"
19/07/2011 20.00,"5,421396","40,868692","34,564092","2,502328"
19/07/2011 21.00,"4,792135","27,351351","32,597901","2,181668"
19/07/2011 22.00,"4,435524","17,325288","36,108641","1,155414"
19/07/2011 23.00,"3,816194","16,558251","32,413704","1,158363"
20/07/2011 0.00,"3,627506","17,473248","25,065239","1,494583"
20/07/2011 1.00,"3,5616","13,821689","25,006946","1,254164"
20/07/2011 2.00,"3,373815","5,867031","35,310185","0,978456"
20/07/2011 3.00,"3,310618","18,473901","37,762196","0,647524"
20/07/2011 4.00,"3,548961","15,778874","37,890636","0,526959"
20/07/2011 5.00,"3,742163","15,48685","38,652767","0,597132"
20/07/2011 6.00,"4,100579","9,42385","43,009307","0,645642"
20/07/2011 7.00,"5,025964","20,510254","36,430576",
20/07/2011 8.00,"4,654004","10,040988","45,35824",
20/07/2011 9.00,"4,522194","13,954716","48,419488",
20/07/2011 10.00,"5,34556","18,120888","48,238659",
20/07/2011 11.00,"4,677478","9,74637","53,053991",
20/07/2011 12.00,"5,204721","9,347924","54,030745",
20/07/2011 13.00,"4,976309","12,366772","53,833022",
20/07/2011 14.00,"5,120759","15,659476","57,517825",
20/07/2011 15.00,"5,017838","2,455574","60,808897",
20/07/2011 16.00,"5,434035","2,173936","59,732436",
20/07/2011 17.00,"5,205624","3,865064","59,500078",
20/07/2011 18.00,"5,148747","6,637317","58,623015",
20/07/2011 19.00,"5,055757","10,450457","56,463327",
20/07/2011 20.00,"5,033187","12,686045","49,509457",
20/07/2011 21.00,"5,370839","17,288954","42,983112",
20/07/2011 22.00,"5,948639","14,808713","37,042302",
20/07/2011 23.00,"5,957667","7,005914","38,580108",
21/07/2011 0.00,"4,441843","4,853392","37,316913",
21/07/2011 1.00,"4,538109","3,357984","39,261281","1,263317"
21/07/2011 2.00,,,"40,152549","0,395766"
21/07/2011 3.00,"4,774078","2,468553","41,324489","0,373086"
21/07/2011 4.00,"4,657616","3,346564",,"0,345526"
21/07/2011 5.00,"5,004297","6,24536","35,482551","0,398969"
21/07/2011 6.00,"4,863458","10,683432","29,955784","0,601301"
21/07/2011 7.00,"4,396702","8,600997","33,358355","0,608878"
21/07/2011 8.00,"4,076204","15,644544","31,346557","0,683983"
21/07/2011 9.00,"4,469831","13,151334","33,564518","0,702747"
21/07/2011 10.00,"4,811094","11,859948","42,408552","0,746529"
21/07/2011 11.00,"4,282045","17,789927","47,339633","0,855653"
21/07/2011 12.00,"4,294046","19,307778","53,049684","1,143616"
21/07/2011 13.00,,,,"1,143108"
21/07/2011 14.00,"1,30908","10,745725","78,21302","0,71312"
21/07/2011 15.00,"1,203451","10,275898","77,560732","0,627591"
21/07/2011 16.00,"1,694581","11,643857","79,503266","0,601505"
21/07/2011 17.00,"1,55916","15,239613","77,000536","0,799159"
21/07/2011 18.00,"1,813752","23,808146","71,543038","0,990202"
21/07/2011 19.00,"2,527878","23,7796","61,906465","1,482277"
21/07/2011 20.00,"1,30908","26,226732","56,511508","1,566688"
21/07/2011 21.00,"0,935315","19,453796","60,348392","1,408647"
21/07/2011 22.00,"0,656345","11,592591","65,649567","0,782327"
21/07/2011 23.00,"0,936218","7,289498","67,047104","0,574605"
22/07/2011 0.00,"0,664471","7,051339","66,36184","0,534789"
22/07/2011 1.00,"0,687041","3,67103","66,639008","0,44387"
22/07/2011 2.00,"0,653637","3,297894","63,331874","0,417784"
22/07/2011 3.00,"0,682527","3,869607","62,75478","0,386002"
22/07/2011 4.00,"0,670791","6,059116","57,107176","0,426276"
22/07/2011 5.00,"0,913647","5,336851","52,421121","0,48216"
22/07/2011 6.00,"0,8342","6,128553","47,456242","0,521772"
22/07/2011 7.00,"0,953371","10,793095","42,694974","0,621641"
22/07/2011 8.00,"0,74121","15,72891","39,561927","0,67839"
22/07/2011 9.00,"1,371374","21,270808","41,648936","0,95537"
22/07/2011 10.00,"1,060806","17,175384","57,6319","1,117835"
22/07/2011 11.00,"2,129737","22,292887","62,68298","1,33766"
22/07/2011 12.00,"2,232659","21,189702","67,434073","1,110208"
22/07/2011 13.00,"2,229949","20,011871","66,644069","1,341169"
22/07/2011 14.00,"1,940147","11,354429","71,925791","0,848737"
22/07/2011 15.00,"2,173976","13,265544","70,995506","0,633337"
22/07/2011 16.00,"2,834834","11,926147","74,756359","0,736918"
22/07/2011 17.00,"3,166168","18,569945","71,329271","0,970065"
22/07/2011 18.00,"3,916406","24,654359","64,02643","1,342745"
22/07/2011 19.00,"4,35066","35,973113","57,008321","1,719391"
22/07/2011 20.00,"3,487569","42,293094","48,378073","2,004049"
22/07/2011 21.00,"2,735526","30,715438","51,906549","1,661778"
22/07/2011 22.00,"2,868239","18,261708","59,145185","1,191263"
22/07/2011 23.00,"1,786669","14,349923","60,492871","0,807956"
23/07/2011 0.00,"0,650026","10,93197","60,560458","0,663542"
23/07/2011 1.00,"0,650026","7,430967","59,281224","0,602115"
23/07/2011 2.00,,,"51,707988","0,526552"
23/07/2011 3.00,"0,678014","17,508288","38,052869","0,499194"
23/07/2011 4.00,"1,104142","5,972158",,"0,403088"
23/07/2011 5.00,"1,640413","9,871616","38,062146","0,64193"
23/07/2011 6.00,"1,806531","15,188346","35,12006","0,912046"
23/07/2011 7.00,"1,576312","15,922937","39,340562","0,929843"
23/07/2011 8.00,"2,025011","13,03388","40,567429","1,041713"
23/07/2011 9.00,"2,413221","12,408302","38,677265","1,047103"
23/07/2011 10.00,"2,654272","27,004169","27,510512","1,533992"
23/07/2011 11.00,"2,31662","21,121557","49,219641","1,287878"
23/07/2011 12.00,"3,130957","19,947628","72,549373","0,943623"
23/07/2011 13.00,"3,563405","24,814662","69,285352","1,339541"
23/07/2011 14.00,"2,665106","13,3233","81,362985","0,945912"
23/07/2011 15.00,"3,067761","18,536855","84,079474","1,052239"
23/07/2011 16.00,"3,562503","16,356431","80,285683","1,122921"
23/07/2011 17.00,"3,002758","12,032563","85,057925","0,714595"
23/07/2011 18.00,"3,161654","18,650415","83,120459","0,710069"
23/07/2011 19.00,"2,760804","30,67324","60,576519","1,615657"
23/07/2011 20.00,"3,749385","34,508465","46,937443","1,66549"
23/07/2011 21.00,"3,343119","15,040388","50,660271","1,181347"
23/07/2011 22.00,"3,013592","13,083195","46,508217","0,925368"
23/07/2011 23.00,"2,498989","12,774305","44,618076","1,338016"
24/07/2011 0.00,"0,713223","21,543364","36,671371","1,226604"
24/07/2011 1.00,"0,847742","17,490773","36,551413","1,414647"
24/07/2011 2.00,"0,780934","29,301399","41,528118","0,814159"
24/07/2011 3.00,"0,865798","20,779559","53,897237","0,616353"
24/07/2011 4.00,"0,853159","5,125946","57,543182","0,503974"
24/07/2011 5.00,"0,774614","3,67103","61,122351","0,411682"
24/07/2011 6.00,"0,705097","5,739189","61,177274","0,483228"
24/07/2011 7.00,"0,901008","7,759328","57,154497","0,642134"
24/07/2011 8.00,"0,939829","14,946289","55,691062","0,773174"
24/07/2011 9.00,"1,242272","13,287606","62,393145","0,784005"
24/07/2011 10.00,"1,528463","10,221387","77,612284","0,713629"
24/07/2011 11.00,"1,775834","10,385571","79,555656","0,674983"
24/07/2011 12.00,"1,603397","9,554935","81,936704","0,69039"
24/07/2011 13.00,"1,866116","9,29536","82,378598","0,634099"
24/07/2011 14.00,"1,937438","5,952042","85,514179","0,46543"
24/07/2011 15.00,"2,255229","4,574999","86,949745","0,449209"
24/07/2011 16.00,"2,404193","2,265435","88,783269","0,410665"
24/07/2011 17.00,"1,58805","1,456214","90,787485","0,332966"
24/07/2011 18.00,"2,099944","3,598999","90,604122","0,38229"
24/07/2011 19.00,"2,552254","5,375787","87,03339","0,434259"
24/07/2011 20.00,"2,736429","6,050681","80,692105","0,416258"
24/07/2011 21.00,"2,352733","9,944945","79,650275","0,556197"
24/07/2011 22.00,"2,841155","7,104552","78,478354","0,474786"
24/07/2011 23.00,"3,024426","3,77616","78,837432","0,346797"
25/07/2011 0.00,"0,894688","4,012372","72,607668","0,356458"
25/07/2011 1.00,"0,706903","2,963692","69,949467","0,305964"
25/07/2011 2.00,,,"67,505055","0,322338"
25/07/2011 3.00,"1,254008","1,591191","73,047043","0,299812"
25/07/2011 4.00,"0,926287","2,158361",,"0,27398"
25/07/2011 5.00,"1,350609","2,993542","73,299675","0,35656"
25/07/2011 6.00,"1,491448","4,349169","84,97597","0,402885"
25/07/2011 7.00,"1,676525","6,472489","86,105638","0,461057"
25/07/2011 8.00,"1,50499","5,939062","89,324028","0,489635"
25/07/2011 9.00,"1,51131","6,014989","78,411581","0,462582"
25/07/2011 10.00,"1,731597","11,906678","79,660412","0,713527"
25/07/2011 11.00,"1,946467","11,474485","84,529822","0,879247"
25/07/2011 12.00,"2,049387","14,066334","86,410675","0,576842"
25/07/2011 13.00,"2,901643","17,525164","79,631683","0,967167"
25/07/2011 14.00,"3,421664","9,243445","88,868611","0,70712"
25/07/2011 15.00,"4,406633","9,713923","89,193914","0,563621"
25/07/2011 16.00,"4,971796","12,420631","86,893984","0,663847"
25/07/2011 17.00,"5,328406","21,1858","80,07952","0,859162"
25/07/2011 18.00,"5,297711","22,148167","72,017907","2,198856"
25/07/2011 19.00,"4,291976","12,708106","83,023283","0,936911"
25/07/2011 20.00,"4,843595","13,591958","82,882195","0,697255"
25/07/2011 21.00,"5,14965","11,306407","86,615142","0,61559"
25/07/2011 22.00,"5,099091","8,680816","87,06635","2,185329"
25/07/2011 23.00,"4,18093","7,173338","82,153842","0,931165"
26/07/2011 0.00,"0,650026","7,407606","67,415496","0,435835"
26/07/2011 1.00,"0,666276","6,057818","53,283815","0,489787"
26/07/2011 2.00,"0,695166","5,325818","54,041716","0,467159"
26/07/2011 3.00,"0,790865","5,89234","60,703262","0,462481"
26/07/2011 4.00,"1,231437","5,669105","62,723517","0,375375"
26/07/2011 5.00,"1,269356","5,162935","63,649598","0,390426"
26/07/2011 6.00,"1,307274","5,033149","71,498266","0,454802"
26/07/2011 7.00,"1,495059","12,013096","56,634856","0,545417"
26/07/2011 8.00,"1,842642","16,408347","49,450306","0,936352"
26/07/2011 9.00,"2,022302","15,120857","56,178602","0,606437"
26/07/2011 10.00,"2,155017","14,595867","69,164538","0,927911"
26/07/2011 11.00,"2,013275","14,976141","88,369245","0,867348"
26/07/2011 12.00,"2,009663","12,660086","93,63325","0,885909"
