, Brindisi,,,,,
,Via Taranto,,,,,
Parm,SO2,NOX,NO2,CO,O3,BENZENE
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,
,,,,,,,,
01/03/2007 23.00,"0,91123607","22,38317216","11,06046112","0,33616091","60,37905405","1,2666735"
02/03/2007 0.00,"0,25423068","18,84763751","8,52572272","0,31753949","57,72311055",0
02/03/2007 1.00,"2,12865422","19,3949456","9,35895702","0,36030347","53,15771265","0,24728355"
02/03/2007 2.00,"4,10383094","15,74916312","6,37384894","0,31274602","56,87092635","0,8259057"
02/03/2007 3.00,"1,99758632","13,56116592","5,73140355","0,3100491","49,1159823","0,37481535"
02/03/2007 4.00,"0,93037601","14,3964193","6,97606393","0,3037127","41,28443025","0,5472477"
02/03/2007 5.00,"1,4636247","13,07869184","6,49455158","0,28697526","43,76509305","0,7174935"
02/03/2007 6.00,"2,53969105","18,36516152","10,88654369","0,34142626","40,2023223","0,91616445"
02/03/2007 7.00,"0,51606953","21,13679672","12,7710606","0,37554237","49,46225445","0,5519259"
02/03/2007 8.00,"2,9699868","31,78625432","17,40316358","0,47934837","50,3272266","0,308151"
02/03/2007 9.00,"4,4188711",,,"0,53529674","57,2462856","1,2266037"
02/03/2007 10.00,"3,08464948",,,"0,41214282","69,14939325","1,162431"
02/03/2007 11.00,"4,4616685","39,46174888","12,12601298","0,3946345","72,93283095","0,45953145"
02/03/2007 12.00,"3,99297286","45,71834824","12,42971315","0,39763042","77,08881495","0,47590515"
02/03/2007 13.00,"4,30658617","51,82969296","12,57248602","0,4012699","80,28544335","0,73879965"
02/03/2007 14.00,"2,96231963","52,78035848","9,99880782","0,35563731","85,150989","0,56204505"
02/03/2007 15.00,"2,45219345","55,36913","10,85280454","0,35580901","80,30886465","0,8639415"
02/03/2007 16.00,"2,68663026","57,81004656","12,19609734","0,37661342","76,0783674","0,25460595"
02/03/2007 17.00,"2,99715188","59,83330584","15,61209566","0,41548096","69,9575877","0,7263414"
02/03/2007 18.00,"2,93075602","64,27157408","22,3026196","0,52206914","55,25166465","0,43400475"
02/03/2007 19.00,"4,35342512","66,55813488","29,35526104","0,72634182","40,69973565","0,92887695"
02/03/2007 20.00,"2,6536998","54,980038","25,9366624","0,65609714","44,248302","1,22695965"
02/03/2007 21.00,"4,68992296","57,48320928","29,94320104","0,73995486","33,3166197","0,7510545"
02/03/2007 22.00,"4,40133497","44,55367256","23,20854432","0,55541554","45,24171225","1,2249765"
02/03/2007 23.00,"3,69570681","32,24018224","15,46284494","0,46111355","60,83742525","1,007847"
03/03/2007 0.00,"3,45633654","35,68105568","18,42848696","0,45349352","52,54109805","0,59357205"
03/03/2007 1.00,,"36,85741368","20,09752912","0,45636096","44,67333675","0,9090963"
03/03/2007 2.00,"0,03167955",,,"0,3829907","54,3512214","1,1480913"
03/03/2007 3.00,"0,05661131","23,35850248","11,37583978",,"49,47218955","0,5175513"
03/03/2007 4.00,"0,05309147","22,79432864","11,19933924","0,38151669",,"0,8600769"
03/03/2007 5.00,"2,20198298","25,19761704","13,20714765","0,4331271","38,19281865","0,80002305"
03/03/2007 6.00,"1,79250318","32,4360284","17,5887595","0,45354024","34,62260655","1,3195575"
03/03/2007 7.00,"1,60272183","53,02679616","28,01584768","0,6277159","16,42928984","2,5541955"
03/03/2007 8.00,"2,12102571","84,076376","33,67716496","0,89047619","12,71617788","0,99915165"
03/03/2007 9.00,"1,64232076","72,22201424","33,03733328","0,92329933","26,48404395","1,5585525"
03/03/2007 10.00,"0,71600461","41,66789096","17,36812235","0,60435006","56,7426678","1,644489"
03/03/2007 11.00,"1,68133288","45,56271144","14,12863414","0,68326248","64,818348","1,9358595"
03/03/2007 12.00,"1,24398728","48,33174632","11,63282214","0,4670213","79,66795095","1,457361"
03/03/2007 13.00,"0,50334381","51,5884368","10,42320682","0,40372738","79,90372005","0,3546279"
03/03/2007 14.00,"0,14020871","53,44701552","10,28693475","0,35044789","79,2871254","0,60343695"
03/03/2007 15.00,"1,87903361","48,72341952","6,5970845","0,2821047","90,54149895","1,49961735"
03/03/2007 16.00,"1,82682185","48,20335552","6,5205089","0,29087755","89,2768884","0,1267182"
03/03/2007 17.00,"1,12724483","46,04648568","8,44914903","0,36611077","82,5308358","0,92602935"
03/03/2007 18.00,"1,14249678","42,60561224","10,12729614","0,34869355","73,8671493","0,3313386"
03/03/2007 19.00,"2,76809806","38,38395448","11,88850052","0,40043245","70,2561993","0,2648268"
03/03/2007 20.00,"0,29860442","35,82502928","13,3992329","0,4157531","64,05172935","1,0825965"
03/03/2007 21.00,"0,9395168","34,24789696","13,82752855","0,4058251","60,4964997","0,49878765"
03/03/2007 22.00,"0,71864373","30,5385596","12,19739942","0,40449826","61,8504264","0,613251"
03/03/2007 23.00,"0,92631716","31,51388992","12,93459396","0,41780762","50,2988577","0,86358555"
04/03/2007 0.00,"1,468967","35,7731376","16,54786479","0,52825954","38,2635414","0,87385725"
04/03/2007 1.00,"2,74815164","43,91036104","22,1922972","0,5537231","27,5464812","1,0866645"
04/03/2007 2.00,"2,14449197","36,18945648","18,25586969","0,50279714","29,99424645","0,43593705"
04/03/2007 3.00,"1,14983037","25,01733456","12,7061635","0,3948681","41,47583055","0,5228397"
04/03/2007 4.00,"2,30142015","20,27041216","9,40308407","0,32746632","48,07397385","1,0304244"
04/03/2007 5.00,"2,1940636","16,53253629","6,16099936","0,28373173","55,6666845","1,21506075"
04/03/2007 6.00,"1,16273712","17,72575239","7,39138092","0,29840998","54,14699325","0,20406105"
04/03/2007 7.00,"2,17206385","22,37669048","10,91899224","0,28895269","52,97596815","1,41347745"
04/03/2007 8.00,"2,98603811","20,57520408","9,33040322","0,30358773","61,33745205","1,0679517"
04/03/2007 9.00,"2,07409421","20,6789492","6,05197903","0,29365856","70,5027015","0,6736608"
04/03/2007 10.00,"2,15387786","28,20788896","6,11557406","0,33970696","74,59949385","0,2833362"
04/03/2007 11.00,"3,52164726","36,12592072","6,64380804","0,3768517","76,0398639","1,814328"
04/03/2007 12.00,"3,6554031","42,61727544","7,65614703","0,41553936","81,9656922","1,4138334"
04/03/2007 13.00,"3,5251671","48,82458344","9,33948713","0,4519576","81,3898155","1,33760925"
04/03/2007 14.00,"3,51079384","49,1825672","7,08119142","0,33393003","86,2703835","1,519398"
04/03/2007 15.00,"3,30928037","47,34345264","5,97670168","0,31437187","87,6836016","0,61279335"
04/03/2007 16.00,"3,60817769","50,20456944","8,18957209","0,35703774","84,1755537","1,4238"
04/03/2007 17.00,"3,10747401","50,60016224","10,22981949","0,36598229","79,2942675","0,4316148"
04/03/2007 18.00,"3,79942454","52,1876576","15,52384539","0,54751869","66,1365642","1,3333887"
04/03/2007 19.00,"2,97870452","46,85707808","17,3278824","0,6006697","65,2384551","1,23438375"
04/03/2007 20.00,"2,78921708","38,167344","14,7827561","0,52988656","68,62291275","0,7519698"
04/03/2007 21.00,"1,82740865","33,0105844","14,08580151","0,50724722","65,3477811","0,5631129"
04/03/2007 22.00,"2,91857338","30,47500472","14,00143642","0,45520931","58,61315985","1,06505325"
04/03/2007 23.00,"2,14713108","23,31441176","9,88718909","0,36183122","72,3060219","1,369899"
05/03/2007 0.00,"2,23424832","22,14193512","9,19802016","0,35224544","70,70345835","0,99650745"
05/03/2007 1.00,,"20,13292024","8,74246704","0,35691043","65,1477225",
05/03/2007 2.00,"0,00177568",,,"0,32455683","67,7248236","0,36108585"
05/03/2007 3.00,0,"15,23685802","6,27261618",,"70,6941816","0,98267625"
05/03/2007 4.00,0,"13,86855051","5,40044782","0,3056037",,"0,6111153"
05/03/2007 5.00,"0,00355136","14,00732538","5,73789288","0,30568896","63,31529505","0,6373539"
05/03/2007 6.00,"0,02663218","16,16419522","7,98710467","0,34199741","55,7328786","1,0552392"
05/03/2007 7.00,"0,05148868","25,79941904","15,3161869","0,46896835","42,1769733","0,60435225"
05/03/2007 8.00,"0,07634416","36,14926624","20,25848128","0,61441355","35,8719354","0,645795"
05/03/2007 9.00,"0,10830236","37,22316016","18,59461108","0,57870546","42,6619179","0,85270365"
05/03/2007 10.00,"0,11895544","37,68486992","14,18703235","0,43107843","69,35663385","1,412613"
05/03/2007 11.00,"0,06036505","43,71581504","13,3460143","0,38322314","70,34914635","0,89236665"
05/03/2007 12.00,"0,04616163","49,78565024","12,25839986","0,36491941","73,96081455","0,4111731"
05/03/2007 13.00,"0,01065308","56,03578704","14,25063503","0,36423496","73,00999755","1,05986655"
05/03/2007 14.00,"0,04438595","63,0938968","17,51088374","0,42145528","71,59685925","0,39322305"
05/03/2007 15.00,"0,14026057","66,40119792","18,11699348","0,34144144","68,16901035","0,7257312"
05/03/2007 16.00,"0,72083231","67,93812088","18,39863108","0,34755709","72,831864","0,6487443"
05/03/2007 17.00,,"59,5894876","12,63997579","0,37368642","79,53628095","1,0642905"
05/03/2007 18.00,,"56,94496216","14,59197292","0,35444245","67,0775259","0,1746189"
05/03/2007 19.00,"0,05418169","71,61763104","31,80304168","0,77901862","33,17152335","0,80632845"
05/03/2007 20.00,"1,96680884","99,44290968","44,6429056","0,91672349","17,85538566","0,7268499"
05/03/2007 21.00,"0,00180619","58,84503128","29,586288","0,74566171","34,33652355","1,2239595"
05/03/2007 22.00,"1,23715711","62,7320508","32,75569568","0,75207637","24,2749206","1,5703497"
05/03/2007 23.00,"0,97166519","47,53799864","23,93923424","0,62848328","39,78474885","1,6144875"
06/03/2007 0.00,"0,99514365","40,74705264","22,88017744","0,69955958","25,58342115","1,1551086"
06/03/2007 1.00,"4,12867219","40,67051528","25,17610704","0,75412854","24,7768227","1,284471"
06/03/2007 2.00,"4,67771693","35,34901776","21,16438688","0,76131291","29,14629165","1,817379"
06/03/2007 3.00,"1,48639432","26,97705808","13,67826636","0,59435666","48,97894575","2,158074"
06/03/2007 4.00,"3,19132261","25,65284512","11,82750007","0,55103554","51,04740165","1,1731095"
06/03/2007 5.00,"4,63437137","24,80722488","11,31095415","0,53469989","52,4697369","0,9828288"
06/03/2007 6.00,"4,58380206","29,6851384","15,74188987","0,59820522","36,36890985","0,71825625"
06/03/2007 7.00,"4,72648106","60,89943704","29,27220376","0,76533317","12,47360583","0,9872019"
06/03/2007 8.00,"4,02030779","65,02123104","31,61484352","0,70665869","22,00004205","1,76556285"
06/03/2007 9.00,"3,61755545","45,71442864","20,6647048","0,47465651","51,1131369","2,2674015"
06/03/2007 10.00,"6,03768695","44,32669904","16,59847926","0,42521974","73,45181025","1,12271715"
06/03/2007 11.00,"5,48502983","42,99210392","12,21815991","0,41384342","85,34576085","0,4457511"
06/03/2007 12.00,"4,92514896","47,66248896","12,15067014","0,40781304","86,0618661",
06/03/2007 13.00,"4,96668832","50,4665708","11,50044482","0,37800685","86,84512305","1,1151405"
06/03/2007 14.00,"5,98169907","55,10454744","11,7600103","0,37599672","87,1625475","0,5759271"
06/03/2007 15.00,"2,48695655","54,55073664","10,19867301","0,32377894","89,0479023","0,1402443"
06/03/2007 16.00,"2,7434175","55,63501272","10,94754414","0,3416984","87,68848935","0,46746405"
06/03/2007 17.00,"3,35206353","57,46374512","13,63803788","0,3587185","81,9942606","0,5189751"
06/03/2007 18.00,"2,46889564","56,81005144","16,34410104","0,39288834","73,9084857","1,252944"
06/03/2007 19.00,"2,60615708","57,27439976","23,4784996","0,52007302","57,20608635","1,364814"
06/03/2007 20.00,"3,61574925","47,96599984","20,70233296","0,52601698","60,1383972","0,5108391"
06/03/2007 21.00,"3,58865841","47,50429008","23,606986","0,57400075","45,6868167","0,60008085"
06/03/2007 22.00,"2,00654202","51,00351776","27,36173336","0,45836174","32,79897705","0,64137105"
06/03/2007 23.00,"0,7910582","34,6629348","15,76135786","0,43137744","46,0650288","0,5690115"
07/03/2007 0.00,"1,20826007","26,02119192","9,33819079","0,39306003","52,38277485","0,39861315"
07/03/2007 1.00,,"21,8462252","6,96048878","0,35850475","54,65763345","0,3476106"
07/03/2007 2.00,"2,04085763",,,"0,349524","56,6447931","0,77724225"
07/03/2007 3.00,"1,55321935","19,40142728","4,55682945",,"56,65821945","0,66496545"
07/03/2007 4.00,"2,11671261","19,21078176","4,0376813","0,3037349",,"0,26345385"
07/03/2007 5.00,"2,20340372","22,67110024","6,82291464","0,31363486","59,6702904","0,36393345"
07/03/2007 6.00,"0,74590645","26,98355888","10,6879691","0,31914432","55,2381186","0,1081071"
07/03/2007 7.00,"1,14504742","27,31815888","11,66137404","0,35116504","59,52631125","0,17375445"
07/03/2007 8.00,"1,69228597","32,96779384","15,9196944","0,40513832","57,65883165","0,5012793"
07/03/2007 9.00,"0,92651344","30,71104112","13,83012314","0,42321546","75,1776249","1,293624"
07/03/2007 10.00,"1,39067224","30,97434264","11,38881844","0,40836667","84,63139125","1,0968345"
07/03/2007 11.00,"2,88429133","29,50745624","8,62955197","0,38202477","87,1230465","0,61208145"
07/03/2007 12.00,"3,41527516","34,00537888","8,38944492","0,34892832","87,2230359","0,4594806"
07/03/2007 13.00,"3,50557866","35,19209992","7,99229575","0,35069317","89,1990435","0,8821458"
07/03/2007 14.00,"2,5303021","35,34641744","8,08055367","0,3538783","92,69218875","0,2627928"
07/03/2007 15.00,"0,44248653","33,8640056","6,86055236","0,32404992","97,2392526","0,39271455"
07/03/2007 16.00,"0,66643908","34,01186056","7,82616781","0,35417848","94,44192345","0,73615545"
07/03/2007 17.00,"0,76577252","31,59688984","8,24408321","0,35981758","91,0452564","0,44244585"
07/03/2007 18.00,"0,64296062","31,29467912","9,2161899","0,39984494","85,33143675","0,23823225"
07/03/2007 19.00,"0,72423316","28,3025712","10,18569435","0,41258432","83,3540127","0,23721525"
07/03/2007 20.00,"0,18783075","24,28454144","9,13053038","0,41021678","85,16477445","0,79493805"
07/03/2007 21.00,"3,12630478","22,1160084","8,38036101","0,40694522","88,60966065","0,84822885"
07/03/2007 22.00,"1,88553529","20,91888608","7,79242292","0,39450835","85,8676329","0,4795155"
07/03/2007 23.00,"0,16796467","20,5894676","8,02344606","0,3906341","84,47606055","0,6406083"
08/03/2007 0.00,"0,86871937","16,7244877","5,62887064","0,35800952","91,1913702","0,80287065"
08/03/2007 1.00,"1,94152317","14,8438751","3,98317018","0,33218621","95,7774762","0,75741075"
08/03/2007 2.00,"0,01083614","13,25508149","3,09542475","0,32082274","94,83058935","0,7071201"
08/03/2007 3.00,"0,47138357","12,52747754","2,82157282","0,32852686","95,47744815","0,4405644"
08/03/2007 4.00,"0,96263423","13,02421896","2,56589444","0,31557141","97,2272028","0,8193969"
08/03/2007 5.00,"0,33773451","14,19798238","3,62755347","0,32194168","92,79572925","0,57628305"
08/03/2007 6.00,"0,19324932","18,44297992","7,42253122","0,52474736","86,5456935","0,3830022"
08/03/2007 7.00,"0,08849731","19,68935536","9,23955262","0,35310275","82,7057574","0,50641515"
08/03/2007 8.00,"0,79828195","23,3611028","11,19933924","0,41077626","81,07869525","0,75547845"
08/03/2007 9.00,"1,25160563","26,56592072","12,98649902","0,46285504","74,54638695","0,6324723"
08/03/2007 10.00,"0,85607602","23,65291224","10,93456548","0,42334394","78,28561545","0,63842175"
08/03/2007 11.00,"0,13545525","21,71523408","10,28822535","0,48463357","80,7510165","0,31003245"
08/03/2007 12.00,"0,21492261","19,86963784","8,18048818","0,38236933","89,3423244","0,9146898"
08/03/2007 13.00,"0,64476681","20,69323184","7,66523286","0,42975742","91,34245155","0,42597045"
08/03/2007 14.00,"0,34676547","24,32735112","8,64123429","0,41013152","91,3679676","0,52828065"
08/03/2007 15.00,"0,39011103","24,05108624","7,47184935","0,39334502","91,12256265","0,98277795"
08/03/2007 16.00,"2,77412073","24,6087784","7,4134454","0,39140848","94,54263105","0,68449185"
08/03/2007 17.00,"2,63505412","26,68394848","8,92027539","0,43483589","95,54978685","0,57841875"
08/03/2007 18.00,"2,76509079","29,89524808","11,7678017","0,53055699","81,30780105","0,6459984"
08/03/2007 19.00,"3,48390639","28,84860016","13,40182749","0,58388437","70,29292725","1,09210545"
08/03/2007 20.00,"2,66033877","32,59556568","17,88337576","0,67723794","58,35249315","1,8575505"
08/03/2007 21.00,"2,25216684","36,60321328","20,00020832","0,68959187","52,0825872","2,3284215"
08/03/2007 22.00,"1,89637142","30,73958728","13,86516436","0,45446179","67,3977234","1,8717885"
08/03/2007 23.00,"2,4219377","28,43486248","15,77174193","0,42338715","69,8921916","1,02905145"
09/03/2007 0.00,"3,50196628","21,81121648","9,99491308","0,42119248","72,20936415","0,7018317"
09/03/2007 1.00,,"63,09521608","32,02888712","0,89846531","19,05789785","0,98613405"
09/03/2007 2.00,"2,55378056",,,"0,78406438","23,94045885","1,6379802"
09/03/2007 3.00,"2,31899188","56,50917912","29,51231272",,"6,29967534","1,63660725"
09/03/2007 4.00,"2,50862882","45,6807392","25,9184984",,,"1,8433125"
09/03/2007 5.00,"1,40150939","31,78495416","18,52712322",,"20,84114655","1,408545"
09/03/2007 6.00,"1,38706088","27,8447428","14,87230845",,"30,4016055","1,536687"
09/03/2007 7.00,"1,90179","49,00228472","27,42402632",,"15,4174797","0,77012325"
09/03/2007 8.00,"1,15227219","57,05260776","27,96133656",,"14,28989972","1,1272428"
09/03/2007 9.00,"1,38344849","52,66621208","29,93670024",,"30,7403565","0,81924435"
09/03/2007 10.00,"1,84218973","37,61613352","16,53488614",,"46,36792965",
09/03/2007 11.00,"1,2028415","37,97411728","12,83465563",,"59,0829624","1,27719945"
09/03/2007 12.00,"1,721183","41,81832712","12,20258667",,"66,6053094","0,96050565"
09/03/2007 13.00,"1,16852588","42,62245696","10,70354234",,"78,23937135","1,55351835"
09/03/2007 14.00,"0,05598788","46,44205936","10,45175871",,"82,39563465","1,508211"
09/03/2007 15.00,"0,21492261","43,41880496","9,0967855",,"84,83791365","0,6628806"
09/03/2007 16.00,"0,53098384","46,67551456","13,04880154",,"73,83963825","0,83988945"
09/03/2007 17.00,"0,72603935","40,8585796","12,45567238",,"77,93676975","0,9690993"
09/03/2007 18.00,"0,40455955","36,55780328","14,34147989",,"72,14025735","1,2110436"
09/03/2007 19.00,"2,23230076","31,0651244","15,57964902",,"66,74789205","0,96498045"
09/03/2007 20.00,"2,98723715","31,43993376","17,60174007","0,49755632","58,79011635","1,12363245"
09/03/2007 21.00,"2,60976845","28,9912736","16,49855049","0,5154933","61,37152665","1,19238165"
09/03/2007 22.00,"1,34190913","23,11078376","11,98843885","0,41223158","60,5771376","1,21617945"
09/03/2007 23.00,"0,67908141","25,8305464","15,01377924","0,40680856","44,4529092","0,84558465"
10/03/2007 0.00,"0,84704608","24,92265232","14,5660137","0,38003216","48,954906","0,9013671"
10/03/2007 1.00,"2,99446192","39,70816744","24,45968064","0,35154814","36,18489105","1,389222"
