,ARPA Puglia,,,,,
,S.Maria Cerrate,,,,,
Parm,SO2,NO2,CO,O3,,BENZENE
21/02/2008 11.00,"2,68816805","12,22436318",,"66,77358966",,0
21/02/2008 12.00,"3,37976789","6,97914766",,"79,45686018",,"0,91299999"
21/02/2008 13.00,"3,36636305","5,84149253",,"84,49074396",,"3,648"
21/02/2008 14.00,,"5,28734993",,"84,00732678",,"5,26599979"
21/02/2008 15.00,,"8,94163634",,"81,59159466",,"6,54850006"
21/02/2008 16.00,"5,77193022","22,44537108",,"70,07624388",,
21/02/2008 17.00,"6,49336481","25,22501883",,"67,41280926",,
21/02/2008 18.00,"4,60898876","15,06913115",,"82,20685824",,"1,59850001"
21/02/2008 19.00,"2,6725111","16,97671909",,"77,47392564",,"1,42649996"
21/02/2008 20.00,"1,83807802","14,6184097",,"73,59063714",,"1,36899996"
21/02/2008 21.00,"2,00240302","10,16100588",,"74,74123242",,"1,62699997"
21/02/2008 22.00,"2,00806403","10,43551526",,"68,47686072",,"1,19000006"
21/02/2008 23.00,"1,67998302","11,20289742",,"57,94696368",,"1,06200004"
22/02/2008 0.00,"2,0540359","9,3438374",,"67,10516766",,"1,1135"
22/02/2008 1.00,"2,07749104","8,75777235",,"60,08570064",,"1,00635004"
22/02/2008 2.00,"1,53357399","8,05040914",,"59,05761264",,"0,95144999"
22/02/2008 3.00,"1,91408205","7,12470696",,"64,05023556",,"0,79430002"
22/02/2008 4.00,"2,30322194","5,95513314",,"49,00314744",,"0,58784997"
22/02/2008 5.00,"2,42633891","5,82489458",,"43,78283442",,"0,53415"
22/02/2008 6.00,"3,00588608","5,71891716",,"52,6493871",,"0,53834999"
22/02/2008 7.00,"3,020504","5,17881999",,"49,32277686",,"0,5316"
22/02/2008 8.00,"2,91786909","9,00803",,"52,8970896",,"0,66014999"
22/02/2008 9.00,"3,62969494","11,80300226",,"50,37348672",,"0,77310002"
22/02/2008 10.00,"2,22571206","16,38426992",,"46,5008715",,"0,74739999"
22/02/2008 11.00,"2,77076888","16,11358274",,"43,27810992",,"1,00520003"
22/02/2008 12.00,"2,64298892","4,56338876",,"65,24744796",,"1,06900001"
22/02/2008 13.00,"3,06979489","3,54192488",,"79,28106498",,"0,48855001"
22/02/2008 14.00,"2,92139196","3,6887595",,"86,37510762",,"0,442"
22/02/2008 15.00,"2,97339106","3,62747088","0,1886253","91,12000842",,"0,45635"
22/02/2008 16.00,"2,95573902","3,84580984","0,5688383","92,1707379",,"0,48554999"
22/02/2008 17.00,"2,9045341","4,20970622","0,73191635","94,24822122",,"0,46384999"
22/02/2008 18.00,"3,32547593","4,92983766","0,6418909","96,00476058",,"0,47815001"
22/02/2008 19.00,"2,86340594","6,51310546","0,371036","92,51032086",,"0,46855"
22/02/2008 20.00,"2,995013","9,91457795","0,1901686","77,02113528",,"0,4989"
22/02/2008 21.00,"2,82388806","7,29707992",,"73,60794198",,"0,67989999"
22/02/2008 22.00,"2,61179805","7,33027769",,"69,31583154",,"0,55059999"
22/02/2008 23.00,"3,02435207","11,16459086",,"60,83679348",,"0,65750003"
23/02/2008 0.00,"3,11283588","23,79496977",,"51,229782",,"0,84334999"
23/02/2008 1.00,,"20,20837302",,"53,01561402",,"1,49450004"
23/02/2008 2.00,,,,"58,2692418",,"1,99699998"
23/02/2008 3.00,,"9,99885051",,"58,44770532",,"1,84150004"
23/02/2008 4.00,,"10,00140303","0,80926075","56,48741226",,"1,70050001"
23/02/2008 5.00,,"8,10275925","0,6466818","60,25749336",,"1,74600005"
23/02/2008 6.00,,"7,86782235","0,59065265","64,80797958",,"1,49199998"
23/02/2008 7.00,,"7,45795997","0,6209632","66,78155538",,"1,21650004"
23/02/2008 8.00,,"6,96765851","0,65372325","65,3273406",,"1,17349994"
23/02/2008 9.00,,"10,03459892","0,53164845","63,8384769",,"1,15550005"
23/02/2008 10.00,,"10,70493277","0,4761874","66,72030174",,"1,08700001"
23/02/2008 11.00,,"10,54660335","0,5518114","71,80480512",,"1,13900006"
23/02/2008 12.00,,"9,87116635","0,8656832","83,33612658",,"1,26250005"
23/02/2008 13.00,,"6,46458694","0,97923075","95,58261666",,"0,99785"
23/02/2008 14.00,,"5,6538007","1,2449877","100,64045646",,"0,81230003"
23/02/2008 15.00,,"6,50672322","1,4227869","103,43297106",,"0,76980001"
23/02/2008 16.00,,"6,87444932","1,68049845","108,08605026",,"0,85304999"
23/02/2008 17.00,,"6,70718516","1,82024415","112,03861698",,"0,85170001"
23/02/2008 18.00,,"6,32413455","1,762858","113,13988758",,"0,87674999"
23/02/2008 19.00,,"6,58077819","1,40100475","112,64848506",,"0,77939999"
23/02/2008 20.00,,"6,38287066","1,0379716","106,71971346",,"0,76599997"
23/02/2008 21.00,,"7,43753043","0,7089658","97,18998516",,"0,77770001"
23/02/2008 22.00,,"10,83261128","0,4556737","74,36835432",,"0,96829998"
23/02/2008 23.00,,"16,62813969","0,49547635","63,29380608",,"1,00800002"
24/02/2008 0.00,,"16,14805771","0,5541735","68,17320198",,"1,57749999"
24/02/2008 1.00,,"11,60126124","0,52810645","74,4096348",,"1,46350002"
24/02/2008 2.00,,"12,21541715","0,5688268","67,589919",,"1,13300002"
24/02/2008 3.00,,"11,62169643","0,5154645","62,0300034",,"1,24950004"
24/02/2008 4.00,,"9,77923624","0,4742186","66,87478962",,"1,28849995"
24/02/2008 5.00,,"10,3525293","0,5275372","68,93096562",,"1,125"
24/02/2008 6.00,,"9,31191495","0,5853592","71,47720998",,"1,00899994"
24/02/2008 7.00,,"8,70925196","0,57792445","67,00797018",,"1,0029"
24/02/2008 8.00,,"6,54630511","0,64751325","85,29110262",,"1,00549996"
24/02/2008 9.00,,"8,9212068","0,6777364","82,15890696",,"0,6785"
24/02/2008 10.00,,"10,81984118","0,6021124","72,87949062",,"0,89410001"
24/02/2008 11.00,,"15,52623673","0,69982445","73,38688344",,"1,04700005"
24/02/2008 12.00,,"13,92126783","0,9458566","86,35246614",,"0,93355"
24/02/2008 13.00,,"12,57038254","1,0729638","95,34156534",,"0,89684999"
24/02/2008 14.00,,"11,07393794","1,1803416","103,43838618",,"0,93014997"
24/02/2008 15.00,,"9,26211924","1,3638701","109,71607986",,"0,95824999"
24/02/2008 16.00,,"10,54021924","1,59446235","113,46489288",,"1,06149995"
24/02/2008 17.00,"4,61780787","21,9984831","1,75481145","98,95450986",,"1,11500001"
24/02/2008 18.00,"10,4655304","26,68954662","1,6825098","92,06288676",,"0,97984999"
24/02/2008 19.00,"5,9360218","15,75989831","1,4274674","105,27211062",,"0,93279999"
24/02/2008 20.00,"2,24843192","20,93870889","1,1618404","95,92086546",,"0,96820003"
24/02/2008 21.00,"0,65730703","20,05514676","0,97192595","82,87803882",,"1,06400001"
24/02/2008 22.00,"0,391624","14,16131353","0,77466185","77,89073292",,"1,01250005"
24/02/2008 23.00,"0,34229201","13,33008834","0,62848765","57,40894404",,"0,97500002"
25/02/2008 0.00,"0,34661999","11,18884823","0,53925915","57,0280806",,"0,972"
25/02/2008 1.00,,"9,42427649","0,60613625","69,99766578",,
25/02/2008 2.00,"1,78783405",,"0,7090969","87,55368102",,
25/02/2008 3.00,"1,33013904","5,79552841",,"96,98889978",,
25/02/2008 4.00,"1,67272103","6,08919953","0,95457475","93,3932601",,
25/02/2008 5.00,"1,58740795","7,88442029","0,41737525","73,60529328",,
25/02/2008 6.00,"1,06276798","8,04657754","0,2818098","63,37903536",,
25/02/2008 7.00,"1,13164496","6,86168109","0,42247665","64,02890862",,
25/02/2008 8.00,"1,36442304","7,69417219","0,4854633","64,11814038",,
25/02/2008 9.00,"1,363886","16,09442852","0,52364905","40,304385",,
25/02/2008 10.00,"1,14182305","21,79162953","0,51545415","32,27015196",,
25/02/2008 11.00,"1,85078299","22,16446254","0,7282605","45,40886154",,"1,653"
25/02/2008 12.00,"1,59033","11,09053965","0,86352005","89,29423008",,"2,33699989"
25/02/2008 13.00,"1,83367896","6,01131297","1,1891391","110,79213876",,"1,27199996"
25/02/2008 14.00,"3,065418","9,01824571","1,9935526","106,3961208",,"0,98989999"
25/02/2008 15.00,"4,56635809","9,50982437","2,70999915","102,12127596",,"0,94035"
25/02/2008 16.00,"4,42286205","7,77589035","3,19668375","108,2378502",,"0,92624998"
25/02/2008 17.00,"4,60774612","8,41813523","3,3586647","106,00326954",,"0,92145002"
25/02/2008 18.00,"4,83363199","7,81930195","2,92585875","101,4434442",,"0,87919998"
25/02/2008 19.00,"3,52765203","8,67733139","2,1505207","94,71831642",,"0,78729999"
25/02/2008 20.00,"2,13013291","14,40773393","1,6189378","74,00612988",,"0,82534999"
25/02/2008 21.00,"1,905581","16,30510616","1,23800375","49,75290612",,"1,00794995"
25/02/2008 22.00,"1,506688","10,36018497","0,93631735","48,92458896",,"0,91799998"
25/02/2008 23.00,"1,23700595","17,47595342","0,69691955","43,56175626",,"0,8678"
26/02/2008 0.00,"1,101336","25,36291494","0,70398055","34,64458398",,"0,99785"
26/02/2008 1.00,"1,10087502","27,95487651","0,849528","42,67483416",,"1,42700005"
26/02/2008 2.00,"1,22280395","18,18332416","1,0267223","46,7765325",,"3,93449998"
26/02/2008 3.00,"1,16418195","14,67203701","1,25164735","55,45930464",,"3,79099989"
26/02/2008 4.00,"1,05009997","14,27494098","1,17981145","46,86042762",,"3,45350003"
26/02/2008 5.00,"1,57859004","13,8076291","1,0641226","45,02931264",,"3,38899994"
26/02/2008 6.00,"0,61303002","11,19012919","1,04171715","54,87735582",,"2,98650002"
26/02/2008 7.00,"1,02256298","13,21134646","1,0040558","61,33884966",,"2,13499999"
26/02/2008 8.00,"1,09987199","17,21293507","0,95619395","68,64064848",,"1,63600004"
26/02/2008 9.00,"1,14818501","10,31294177","0,98971415","79,19049906",,"1,39199996"
26/02/2008 10.00,"1,12151504","8,32109632","0,92066815","76,54305474",,"1,31949997"
26/02/2008 11.00,"0,94843203","8,91099109","0,92323955","85,32172944",,"1,171"
26/02/2008 12.00,"1,63343799","7,64054488","1,0213173","93,12958692",,"1,00035"
26/02/2008 13.00,"2,09951496","8,46537843","1,12048525","96,42025332",,"0,71359998"
26/02/2008 14.00,"1,19469702","13,57779911","1,0670873","95,4587556",,"0,58934999"
26/02/2008 15.00,"1,97491801","14,31836198","1,27161135","93,90997242",,"0,54255003"
26/02/2008 16.00,"4,04883814","15,40111073","1,58036105","97,05015342",,"0,48809999"
26/02/2008 17.00,"5,47849321","12,98662903","1,85066395","102,00808818",,"0,46235001"
26/02/2008 18.00,"4,53404808","11,4199573","1,89617175","98,37787806",,"0,4276"
26/02/2008 19.00,"3,50885606","8,90460698","1,77363925","93,9952017",,"0,41055"
26/02/2008 20.00,"2,00789499","9,63878385","1,33560195","66,52321884",,"0,40310001"
26/02/2008 21.00,"1,71941805","14,29282364","0,88583925","49,2961329",,"0,41264999"
26/02/2008 22.00,"1,63279796","9,04888908","0,6870238","52,1140554",,"0,81465"
26/02/2008 23.00,"1,46160698","11,21821628","0,81927725","45,29965662",,"0,83655"
27/02/2008 0.00,"1,34291005","20,79187803","0,93784225","24,94435788",,"1,43575001"
27/02/2008 1.00,,"23,50130805","0,90942115","20,00237418",,"1,67299998"
27/02/2008 2.00,"2,07414508",,"0,9901937","20,97984258",,
27/02/2008 3.00,"2,56067109",,,"28,0406097",,
27/02/2008 4.00,"1,94365394",,"1,03599015","35,43428898",,
27/02/2008 5.00,"2,16954994",,"1,0584324","39,05523846",,
27/02/2008 6.00,"1,86535895",,"0,93679575","43,37666118",,
27/02/2008 7.00,"2,31230307",,"0,83251835","56,62722438",,
27/02/2008 8.00,"2,24871206",,"0,7504624","48,5410572",,
27/02/2008 9.00,"2,89105701",,"0,80170295","39,95548254",,
27/02/2008 10.00,"2,12017894",,"0,70912795","40,52944602",,
27/02/2008 11.00,"1,836532",,"0,73709365","52,77324816",,
27/02/2008 12.00,"2,30745697",,"0,92780965","68,54876802",,
27/02/2008 13.00,"3,18365908",,"0,9347361","90,05731074",,
27/02/2008 14.00,"3,56929111",,"1,05979055","95,94750942",,
27/02/2008 15.00,"3,91932297",,"1,138339","98,43381468",,
27/02/2008 16.00,"4,9353919",,"1,37095985","98,3166048",,
27/02/2008 17.00,"4,92964602",,"1,6492978","107,22043548",,
27/02/2008 18.00,"4,61893797",,"1,6862059","107,6825061",,
27/02/2008 19.00,,,"1,13505","107,30036736",,
27/02/2008 20.00,"3,64543509",,"0,49802935","82,20817278",,
27/02/2008 21.00,"3,25264502","13,63014546","0,4755871","64,48303314",,
27/02/2008 22.00,"2,47826695","9,0118616","0,47602525","57,8684052",,
27/02/2008 23.00,"2,15545702","8,24065724","0,35903575","55,45665594",,
28/02/2008 0.00,"2,72676301","16,29872204","0,3299304","49,84614036",,
28/02/2008 1.00,"2,71819091","27,14920659","0,4072955","39,22169454",,
28/02/2008 2.00,"2,833884","13,5037385","0,44306395","57,8084661",,
28/02/2008 3.00,"3,09509206","9,14848239","0,41159075","65,43521136",,
28/02/2008 4.00,"2,97667003","7,27409598","0,3959657","61,58922048",,
28/02/2008 5.00,"3,47118902","6,09941336","0,30793205","42,2540244",,
28/02/2008 6.00,"2,78781891","6,09941336","0,30052375","50,74505028",,
28/02/2008 7.00,"2,87121797","7,58308973","0,3611391","56,17445364",,
28/02/2008 8.00,"2,71738911","8,497299","0,4514348","48,35861082",,
28/02/2008 9.00,"2,57065392","16,23232463","0,35710605","38,19894318",,
28/02/2008 10.00,"3,10407996","21,28217949","0,36070095","41,80657068",,
28/02/2008 11.00,"3,0520761","14,48945022","0,63557625","60,03510066",,
28/02/2008 12.00,"3,19264698","8,31598941","0,88345185","92,3278941",,
28/02/2008 13.00,"3,349334","5,67295304","0,78741305","99,91734174",,
28/02/2008 14.00,"3,65310693","5,91427218","0,74625455","103,63140774",,
28/02/2008 15.00,"4,17693615","5,00644703","1,02253285","104,99244714",,
28/02/2008 16.00,"3,79916811","5,03198348","1,27518555","104,81133492",,
28/02/2008 17.00,"4,06763077","5,99471314","1,4820326","104,75679132",,
28/02/2008 18.00,"4,84399986","8,42196683","1,6004251","104,10289596",,
28/02/2008 19.00,"4,62118483","8,41430552","1,36644495","103,20533982",,
28/02/2008 20.00,"3,77900791","9,1944465","0,8991436","88,14096648",,
28/02/2008 21.00,"3,18603396","10,55426843","0,5736844","58,16137104",,
28/02/2008 22.00,"3,57834411","13,42202222","0,43118445","43,7335686",,
28/02/2008 23.00,"3,03072906","16,25275981","0,3070937","30,97837116",,
29/02/2008 0.00,"2,28232193","21,80184336","0,31365675","31,32462492",,
29/02/2008 1.00,,"18,91238283","0,41088925","47,8485693",,
29/02/2008 2.00,"1,65896904",,"0,48229275","44,65243206",,
29/02/2008 3.00,"1,74370599","9,22381456",,"61,48399842",,
29/02/2008 4.00,"1,75650799","7,86399075","0,72856755","68,342346",,
29/02/2008 5.00,"1,99584103","7,41454837","0,7102239","74,63071296",,
29/02/2008 6.00,"1,21283102","7,80781092","0,732297","71,81810748",,
29/02/2008 7.00,"1,28016102","7,64693087","0,71641205","67,0985361",,
29/02/2008 8.00,"1,70874703","7,53329214","0,6868352","65,89198458",,
29/02/2008 9.00,"1,95102203","9,90947291","0,670818","64,5149745",,
29/02/2008 10.00,"1,92787302","16,06250795","0,678454","55,51924374",,
29/02/2008 11.00,"1,89899099","15,09722013","0,85661315","56,70580248",,
29/02/2008 12.00,"2,08256197","11,20161646","0,99326075","68,875029",,
29/02/2008 13.00,"1,26321495","7,93038629","1,0578551","81,59824584",,
29/02/2008 14.00,"1,40520298","5,76871475","1,0474982","91,28514996",,
29/02/2008 15.00,"2,178756","4,48550032","1,2303091","98,74143666",,
29/02/2008 16.00,"2,24744701","4,8034307","1,7178769","92,9484747",,
29/02/2008 17.00,,"5,6358127","2,11966045","93,96728244",,
29/02/2008 18.00,"1,73619604","6,64816878","2,28988575","92,35294884",,
29/02/2008 19.00,"1,84129596","5,52423366","2,1314606","92,46011328",,
29/02/2008 20.00,"0,95582902","6,70973767","1,7715888","70,91123184",,
29/02/2008 21.00,"0,66271698","14,52010111","1,3393107","40,76115822",,
29/02/2008 22.00,"0,77883202","10,40487565","0,97105655","30,49338438",,
29/02/2008 23.00,"0,95069301","24,10014321","0,84805715","22,04921106",,
01/03/2008 0.00,"1,37334502","31,70621124","0,8673645","14,86863245",,
01/03/2008 1.00,"0,89894801","35,15365161","0,79206365","16,98737663",,
01/03/2008 2.00,"0,97279203","26,66018421","0,831381","24,70332618",,
01/03/2008 3.00,"1,03628004","29,82415788","1,1258707","23,9881968",,
01/03/2008 4.00,"1,16980302","21,22855218","1,2508895","40,77981684",,
01/03/2008 5.00,"1,13054001","9,96054583","1,2086753","59,3599176",,
01/03/2008 6.00,"1,03380001","8,10148205","1,2090134","64,74937464",,
01/03/2008 7.00,"1,03727102","6,70463076","1,20226865","69,80189742",,
01/03/2008 8.00,"1,09884298","6,12367262","1,0446899","64,42311366",,
01/03/2008 9.00,"0,96978301","8,18447553","1,00954015","49,54915242",,
01/03/2008 10.00,"1,27863896","13,35435512","0,949555","46,73389824",,
01/03/2008 11.00,"1,37582505","12,40566901","1,0762413","51,77046996",,
01/03/2008 12.00,"1,37141204","7,41965529","1,17054245","66,95601642",,
01/03/2008 13.00,"1,10196102","4,5263594","1,2141171","74,24317872",,
01/03/2008 14.00,"1,03759098","4,16246302","1,71853585","78,86822094",,
01/03/2008 15.00,"1,07629895","4,46379546","2,09166025","79,98022368",,
01/03/2008 16.00,"0,98072702","4,58381642","2,129179","81,73009224",,
01/03/2008 17.00,"1,37099195","4,37441598","2,042952","82,23748506",,
01/03/2008 18.00,"1,01191199","4,20842902","1,93368705","83,25489978",,
01/03/2008 19.00,"1,04936695","5,17498839","1,83135545","79,60866012",,
01/03/2008 20.00,"0,82193601","6,39563701","1,63485265","77,53119642",,
01/03/2008 21.00,"0,78678399","6,74293544","1,59693945","72,91011744",,
01/03/2008 22.00,"0,968404","5,85809235","1,5550323","68,2198191",,
01/03/2008 23.00,"1,01418102","6,18240685","1,5310732","65,88664794",,
02/03/2008 0.00,"0,98108","5,85043104","1,3030213","67,41280926",,
02/03/2008 1.00,,"5,72274876","0,9445525","63,33642072",,
02/03/2008 2.00,"1,82307804",,"0,9045762","55,3168242",,
02/03/2008 3.00,"2,06118107","9,02079823",,"47,74201308",,
02/03/2008 4.00,"1,84813499","6,07259971","0,53591035","55,1916486",,
02/03/2008 5.00,"1,55827296","5,92065817","0,460621","53,44176042",,
02/03/2008 6.00,"1,37968194","6,54119631","0,46014375","42,9997806",,
02/03/2008 7.00,"2,04401112","6,38287066","0,37483675","37,93660416",,
02/03/2008 8.00,"1,43124902","6,10069056","0,31229285","28,85028786",,
02/03/2008 9.00,"1,58682001","8,18064393","0,3069994","35,38902564",,
02/03/2008 10.00,"1,24108803","13,15133503","0,41347905","43,33004406",,
02/03/2008 11.00,"0,87635797","8,01976388","0,7241734","56,36755368",,
02/03/2008 12.00,"1,98941195","8,63008819","1,1188327","61,91548146",,
02/03/2008 13.00,"2,403126","6,93062915","1,5075488","70,71546348",,
02/03/2008 14.00,"3,76862907","12,42098976","1,83671905","74,05408116",,
02/03/2008 15.00,"3,29445601","10,68449946","2,07685285","80,3837286",,
02/03/2008 16.00,"2,87135506","7,34943003","2,1944254","82,55709486",,
02/03/2008 17.00,"2,95197392","6,36882335","2,29139915","80,0134992",,
02/03/2008 18.00,"3,44240093","9,50471745","2,29230995","76,11690834",,
02/03/2008 19.00,"3,19919801","9,0527188","2,0622375","72,64112724",,
02/03/2008 20.00,"2,01454711","12,2000964","1,63561625","61,79962536",,
02/03/2008 21.00,"1,44562197","15,30534337","1,18549015","46,08535914",,
02/03/2008 22.00,"1,97143996","13,03514378","0,53035815","42,34723902",,
02/03/2008 23.00,"2,27395511","11,26546136","0,5558157","49,19093046",,
03/03/2008 0.00,"2,04956889","9,10506891","0,72439075","52,81052616",,
03/03/2008 1.00,"2,11953497","6,62802139","0,71485035","58,8112443",,
03/03/2008 2.00,"2,53305101","6,20666798","0,7079538","55,81754622",,
03/03/2008 3.00,"2,71440911","6,27689324","0,64060175","50,6278404",,
03/03/2008 4.00,"2,50305104","6,19134536","0,50086755","47,61152046",,
03/03/2008 5.00,"2,21540308","5,25032244","0,5176518","44,98138098",,
03/03/2008 6.00,"2,02194405","5,87341498","0,53126895","44,692398",,
03/03/2008 7.00,"0,89371002","7,49754185","0,51986325","39,76371666",,
03/03/2008 8.00,"1,36251199","8,39642849","0,4368988","36,35452584",,
03/03/2008 9.00,"2,19486809","12,22818538","0,3099572","38,89543356",,
03/03/2008 10.00,"1,62007594","15,51858106","0,44080075","41,43767544",,
03/03/2008 11.00,"1,91614795","13,31094541","0,80358205","45,89759574",,
03/03/2008 12.00,"1,68149996","8,66073344","1,28523885","57,47820264",,
03/03/2008 13.00,"1,21572399","6,73655133","1,63119335","66,0571065",,
03/03/2008 14.00,"2,31028008","5,6984895","1,7564433","71,71425882",,
03/03/2008 15.00,"2,25030994","6,84763566","1,9480034","72,91945656",,
03/03/2008 16.00,"2,17589998","7,11832285","2,0145746","72,8555346",,
03/03/2008 17.00,"1,29400396","7,20259353","2,13223455","70,26133896",,
03/03/2008 18.00,"1,42447197","7,54733757","2,0601123","71,76352464",,
03/03/2008 19.00,"1,27438605","7,10555462","1,77699955","70,1508195",,
03/03/2008 20.00,,,,,,
03/03/2008 21.00,,,,,,
03/03/2008 22.00,,"7,67960761","1,06349355","66,96047016",,
03/03/2008 23.00,"1,40163398","7,62905573","0,8094804","73,40819076",,
04/03/2008 0.00,"1,12928104","6,3011525","0,9279212","75,87719118",,
04/03/2008 1.00,,"5,87596749","1,17889835","68,40893628",,
