Stat,TA-Paolo VI -CISI,,,,,,,
,,,,,
Parm,SO2,NOX,NO2,PM10 biorario,IPA TOT,PM10,PM2.5,CO
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ng/m3,ug/m3,ug/m3,mg/m3 293K
,,,,,,
,,,,
,,,,
,,,,
10/04/2014 5.00,"1,6","3,3","3,1",,"1,3","8,4","4,3","0,2"
10/04/2014 6.00,"1,2","7,2","6,8","8,5","2,2","8,4","4,3","0,2"
10/04/2014 7.00,"1,6","33,1","27,9",,"6,0","8,4","4,3","0,3"
10/04/2014 8.00,"2,9","14,5","11,4","16,1","3,2","8,4","4,3","0,2"
10/04/2014 9.00,"3,6","4,5","3,6",,"1,6","8,4","4,3","0,2"
10/04/2014 10.00,"2,9","6,3","5,1","9,0","1,9","8,4","4,3","0,2"
10/04/2014 11.00,"2,9","4,0","3,0",,"1,6","8,4","4,3","0,2"
10/04/2014 12.00,"1,0",,,"6,6","1,6","8,4","4,3","0,1"
10/04/2014 13.00,"4,4","2,1","0,8",,"1,4","8,4","4,3","0,2"
10/04/2014 14.00,"3,9","1,8","0,9","9,0","1,6","8,4","4,3","0,2"
10/04/2014 15.00,"3,6","2,3","1,3",,"1,4","8,4","4,3","0,2"
10/04/2014 16.00,"3,3","1,9","0,9","5,9","1,5","8,4","4,3","0,2"
10/04/2014 17.00,"3,7","1,8","0,9",,"1,6","8,4","4,3","0,2"
10/04/2014 18.00,"3,3","2,1","1,2","6,3","1,5","8,4","4,3","0,2"
10/04/2014 19.00,"3,3","2,8","1,9",,"2,3","8,4","4,3","0,2"
10/04/2014 20.00,"3,3","5,4","4,4","8,1","2,1","8,4","4,3","0,2"
10/04/2014 21.00,"3,3","8,0","7,1",,"2,6","8,4","4,3","0,2"
10/04/2014 22.00,"3,3","5,2","4,3","14,2","1,8","8,4","4,3","0,2"
10/04/2014 23.00,"3,3","3,1","2,1",,"1,5","8,4","4,3","0,2"
11/04/2014 0.00,"3,3","5,5","4,6","12,2","1,7","8,4","4,3","0,2"
11/04/2014 1.00,"3,8","6,5","5,5",,"1,4","10,8","6,5","0,2"
11/04/2014 2.00,"3,9","5,3","3,9","8,8","1,4","10,8","6,5","0,1"
11/04/2014 3.00,"4,0","2,6","1,6",,"1,5","10,8","6,5","0,1"
11/04/2014 4.00,"3,8","8,5","7,4","4,9","2,0","10,8","6,5","0,1"
11/04/2014 5.00,"3,9","7,1","5,2",,"1,6","10,8","6,5","0,1"
11/04/2014 6.00,"3,3","15,3","13,9","4,4","3,2","10,8","6,5","0,1"
11/04/2014 7.00,"3,8","48,9","29,9",,"19,5","10,8","6,5","0,2"
11/04/2014 8.00,"4,5","132,1","72,5","18,1","45,8","10,8","6,5","0,3"
11/04/2014 9.00,"4,3","97,4","59,1",,"24,8","10,8","6,5","0,4"
11/04/2014 10.00,"4,3","21,7","16,0","17,6","4,1","10,8","6,5","0,3"
11/04/2014 11.00,"3,3","10,2","7,2",,"3,0","10,8","6,5","0,2"
11/04/2014 12.00,"4,0","8,0","5,6","12,2","2,0","10,8","6,5","0,2"
11/04/2014 13.00,"3,4","3,4","1,9",,"1,7","10,8","6,5","0,2"
11/04/2014 14.00,"3,6","4,1","3,0","8,8","1,7","10,8","6,5","0,2"
11/04/2014 15.00,"4,1","9,6","7,7",,"2,4","10,8","6,5","0,2"
11/04/2014 16.00,"3,9","9,4","7,7","9,5","2,5","10,8","6,5","0,2"
11/04/2014 17.00,"3,7","14,0","11,8",,"2,8","10,8","6,5","0,5"
11/04/2014 18.00,"3,3","13,0","11,2","8,5","3,2","10,8","6,5","0,3"
11/04/2014 19.00,"3,3","15,8","13,8",,"6,7","10,8","6,5","0,2"
11/04/2014 20.00,"3,3","34,4","30,9","20,5","14,0","10,8","6,5","0,3"
11/04/2014 21.00,"3,3","28,2","25,4",,"11,1","10,8","6,5","0,2"
11/04/2014 22.00,"3,2","15,6","14,6","18,3","5,2","10,8","6,5","0,2"
11/04/2014 23.00,"3,3","15,1","14,2",,"3,5","10,8","6,5","0,2"
12/04/2014 0.00,"3,2","13,5","12,4","18,8","3,3","10,8","6,5","0,2"
12/04/2014 1.00,,"14,3","13,4",,"3,8","8,2","5,2","0,2"
12/04/2014 2.00,"3,4",,,"16,6","2,1","8,2","5,2","0,2"
12/04/2014 3.00,"3,8","6,3","5,4",,"1,8","8,2","5,2",
12/04/2014 4.00,"3,7","6,4","5,5","11,5","1,6","8,2","5,2","0,2"
12/04/2014 5.00,"3,3","8,5","7,5",,"2,0","8,2","5,2","0,2"
12/04/2014 6.00,"3,3","18,3","15,8","14,9","4,4","8,2","5,2","0,2"
12/04/2014 7.00,"3,7","33,6","26,6",,"10,5","8,2","5,2","0,2"
12/04/2014 8.00,"3,8","22,2","15,6","8,3","9,7","8,2","5,2","0,2"
12/04/2014 9.00,"4,2","14,8","10,6",,"6,6","8,2","5,2","0,2"
12/04/2014 10.00,"4,6","14,1","10,3","4,6","4,3","8,2","5,2","0,2"
12/04/2014 11.00,"4,4","12,4","9,1",,"3,2","8,2","5,2","0,2"
12/04/2014 12.00,"4,5","11,3","8,1","5,1","3,6","8,2","5,2","0,2"
12/04/2014 13.00,"4,6","10,0","7,5",,"3,4","8,2","5,2","0,2"
12/04/2014 14.00,"4,6","6,8","4,9","5,1","2,7","8,2","5,2","0,2"
12/04/2014 15.00,"4,5","9,0","6,6",,"3,0","8,2","5,2","0,2"
12/04/2014 16.00,"4,4","9,3","6,7","3,2","2,3","8,2","5,2","0,2"
12/04/2014 17.00,"4,6","6,8","5,3",,"1,9","8,2","5,2","0,2"
12/04/2014 18.00,"3,9","11,8","10,1","2,4","3,5","8,2","5,2","0,2"
12/04/2014 19.00,"3,3","14,7","13,7",,"6,0","8,2","5,2","0,2"
12/04/2014 20.00,"3,3","19,0","17,7","11,7","6,2","8,2","5,2","0,3"
12/04/2014 21.00,"3,3","33,3","31,2",,"11,5","8,2","5,2","0,3"
12/04/2014 22.00,"3,3","36,2","34,7","14,9","8,1","8,2","5,2","0,3"
12/04/2014 23.00,"3,3","33,4","32,4",,"6,7","8,2","5,2","0,3"
13/04/2014 0.00,"3,3","22,4","21,5","12,9","5,7","8,2","5,2","0,3"
13/04/2014 1.00,"3,3","11,5","10,6",,"3,3","7,4","4,3","0,2"
13/04/2014 2.00,"3,5","10,3","9,3","13,7","2,7","7,4","4,3","0,2"
13/04/2014 3.00,"3,4","7,7","6,7",,"2,7","7,4","4,3","0,2"
13/04/2014 4.00,"3,3","7,4","6,5","20,3","2,3","7,4","4,3","0,2"
13/04/2014 5.00,"3,3","5,2","4,3",,"2,3","7,4","4,3","0,2"
13/04/2014 6.00,"3,4","8,2","7,3","15,1","3,0","7,4","4,3","0,2"
13/04/2014 7.00,"3,5","11,4","9,8",,"4,5","7,4","4,3","0,2"
13/04/2014 8.00,"4,3","8,5","6,4","11,7","3,7","7,4","4,3","0,2"
13/04/2014 9.00,"3,5","5,6","4,4",,"2,6","7,4","4,3","0,2"
13/04/2014 10.00,"3,3","2,8","1,8","12,5","1,6","7,4","4,3","0,2"
13/04/2014 11.00,"3,3","5,2","4,2",,"2,1","7,4","4,3","0,2"
13/04/2014 12.00,"3,3","4,6","3,7","7,3","1,8","7,4","4,3","0,2"
13/04/2014 13.00,"3,5","2,8","1,9",,"1,5","7,4","4,3","0,2"
13/04/2014 14.00,"3,7","2,9","2,0","4,6","1,3","7,4","4,3","0,2"
13/04/2014 15.00,"4,1","2,8","1,8",,"1,3","7,4","4,3","0,2"
13/04/2014 16.00,"3,8","2,6","1,7","3,4","1,3","7,4","4,3","0,2"
13/04/2014 17.00,"4,0","2,3","1,4",,"1,3","7,4","4,3","0,2"
13/04/2014 18.00,"3,3","2,3","1,4","6,3","1,4","7,4","4,3","0,2"
13/04/2014 19.00,"3,5","2,9","2,0",,"1,6","7,4","4,3","0,2"
13/04/2014 20.00,"3,3","2,5","1,6","3,7","1,7","7,4","4,3","0,2"
13/04/2014 21.00,"3,3","2,4","1,5",,"1,6","7,4","4,3","0,2"
13/04/2014 22.00,"3,3","1,9","1,0","11,5","1,5","7,4","4,3","0,2"
13/04/2014 23.00,"3,3","2,4","1,5",,"1,9","7,4","4,3","0,2"
14/04/2014 0.00,"3,3","3,5","2,5","7,8","1,7","7,4","4,3","0,2"
14/04/2014 1.00,,"10,1","9,0",,"1,7","9,5","7,4","0,2"
14/04/2014 2.00,"3,3",,,"9,0","1,7","9,5","7,4","0,2"
14/04/2014 3.00,"3,3","2,9","2,0",,"1,4","9,5","7,4",
14/04/2014 4.00,"3,3","3,5","2,5","9,5","1,5","9,5","7,4","0,2"
14/04/2014 5.00,"3,3","9,6","8,6",,"1,8","9,5","7,4","0,2"
14/04/2014 6.00,"3,1","8,1","6,9","10,3","2,1","9,5","7,4","0,2"
14/04/2014 7.00,"3,4","20,8","15,6",,"5,2","9,5","7,4","0,2"
14/04/2014 8.00,"4,4","11,4","8,5","8,8","3,1","9,5","7,4","0,2"
14/04/2014 9.00,"3,4","5,4","3,6",,"2,0","9,5","7,4","0,2"
14/04/2014 10.00,"3,3","4,6","3,3","5,9","2,3","9,5","7,4","0,2"
14/04/2014 11.00,"3,5","10,3","6,1",,"3,9","9,5","7,4","0,2"
14/04/2014 12.00,"3,0",,,"7,3","6,6","9,5","7,4","0,2"
14/04/2014 13.00,"4,0","28,8","20,7",,"7,2","9,5","7,4","0,3"
14/04/2014 14.00,"4,1","19,1","13,5","5,1","6,3","9,5","7,4","0,2"
14/04/2014 15.00,"2,8","25,1","18,0",,"9,5","9,5","7,4","0,2"
14/04/2014 16.00,"2,6","15,0","10,7","4,2","4,8","9,5","7,4","0,2"
14/04/2014 17.00,"2,6","17,2","12,8",,"5,4","9,5","7,4","0,2"
14/04/2014 18.00,"2,6","17,6","15,1","9,3","5,1","9,5","7,4","0,2"
14/04/2014 19.00,"2,4","15,0","13,7",,"3,1","9,5","7,4","0,2"
14/04/2014 20.00,"2,4","14,6","13,0","13,2","6,7","9,5","7,4","0,2"
14/04/2014 21.00,"2,7","29,1","20,9",,"12,3","9,5","7,4","0,3"
14/04/2014 22.00,"2,6","23,5","20,4","16,1","7,7","9,5","7,4","0,2"
14/04/2014 23.00,"1,5","10,0","9,1",,"3,0","9,5","7,4","0,2"
15/04/2014 0.00,"1,9","14,1","13,1","15,1","3,3","9,5","7,4","0,2"
15/04/2014 1.00,"2,6","10,8","9,7",,"2,4","9,1","5,6","0,2"
15/04/2014 2.00,"2,3","9,5","8,2","12,9","2,2","9,1","5,6","0,2"
15/04/2014 3.00,"2,0","7,4","6,3",,"1,9","9,1","5,6","0,2"
15/04/2014 4.00,"1,6","8,4","7,2","16,1","2,6","9,1","5,6","0,2"
15/04/2014 5.00,"2,4","12,2","10,6",,"2,2","9,1","5,6","0,2"
15/04/2014 6.00,"1,7","12,7","10,9","11,0","3,8","9,1","5,6","0,2"
15/04/2014 7.00,"2,6","24,2","17,3",,"7,9","9,1","5,6","0,3"
15/04/2014 8.00,"3,2","40,6","30,1","13,4","11,4","9,1","5,6","0,3"
15/04/2014 9.00,"15,8","72,1","50,7",,"6,0","9,1","5,6","0,4"
15/04/2014 10.00,"11,9","30,8","22,4","12,2","4,8","9,1","5,6","0,4"
15/04/2014 11.00,"4,7","16,5","10,7",,"3,7","9,1","5,6","0,2"
15/04/2014 12.00,"2,9","14,6","9,1","6,8","4,2","9,1","5,6","0,2"
15/04/2014 13.00,"2,8","14,8","10,0",,"4,8","9,1","5,6","0,2"
15/04/2014 14.00,"2,6","16,2","11,7","7,8","5,4","9,1","5,6","0,2"
15/04/2014 15.00,"2,7","18,5","13,0",,"7,9","9,1","5,6","0,2"
15/04/2014 16.00,"2,6","16,2","11,9","11,0","5,9","9,1","5,6","0,2"
15/04/2014 17.00,"1,9","4,5","3,5",,"2,0","9,1","5,6","0,2"
15/04/2014 18.00,"1,9","2,8","1,8","22,0","1,5","9,1","5,6","0,2"
15/04/2014 19.00,"2,5","3,1","2,1",,"1,5","9,1","5,6","0,2"
15/04/2014 20.00,"2,4","2,6","1,5","12,7","1,5","9,1","5,6","0,2"
15/04/2014 21.00,"2,6","3,0","2,0",,"1,4","9,1","5,6","0,2"
15/04/2014 22.00,"2,6","6,4","5,2","9,0","1,7","9,1","5,6","0,2"
15/04/2014 23.00,"2,6","10,0","8,9",,"1,5","9,1","5,6","0,2"
16/04/2014 0.00,"2,4","7,1","6,0","6,3","1,5","9,1","5,6","0,2"
16/04/2014 1.00,,"6,9","6,0",,"1,4","6,7","4,3","0,2"
16/04/2014 2.00,"2,4",,,"5,9","1,3","6,7","4,3","0,2"
16/04/2014 3.00,"2,6","6,9","5,7",,"1,3","6,7","4,3",
16/04/2014 4.00,"2,6","6,0","4,9","4,4","1,3","6,7","4,3","0,2"
16/04/2014 5.00,"2,5","7,2","6,1",,"1,4","6,7","4,3","0,2"
16/04/2014 6.00,"2,5","6,3","5,3","4,4","1,5","6,7","4,3","0,3"
16/04/2014 7.00,"2,2","8,7","7,0",,"2,1","6,7","4,3","0,2"
16/04/2014 8.00,"2,0","23,8","16,9","3,7","4,9","6,7","4,3","0,2"
16/04/2014 9.00,"2,6","3,9","1,6",,"1,5","6,7","4,3","0,2"
16/04/2014 10.00,"2,7","3,3","1,4","5,4","1,4","6,7","4,3","0,2"
16/04/2014 11.00,"2,8","3,7","1,5",,"2,1","6,7","4,3","0,2"
16/04/2014 12.00,"2,6","3,2","1,8","7,6","1,7","6,7","4,3","0,2"
16/04/2014 13.00,"2,6","2,6","1,3",,"1,9","6,7","4,3","0,2"
16/04/2014 14.00,"2,8","3,5","2,2","4,6","1,6","6,7","4,3","0,2"
16/04/2014 15.00,"2,7","2,9","1,5",,"1,5","6,7","4,3","0,2"
16/04/2014 16.00,"2,8","2,9","1,1","8,5","1,7","6,7","4,3","0,2"
16/04/2014 17.00,"2,4","2,4","1,4",,"1,7","6,7","4,3","0,2"
16/04/2014 18.00,"1,3","4,9","3,3","8,5","5,4","6,7","4,3","0,2"
16/04/2014 19.00,"2,6","4,5","3,4",,"1,9","6,7","4,3","0,2"
16/04/2014 20.00,"1,8","5,7","4,3","9,0","2,0","6,7","4,3","0,2"
16/04/2014 21.00,"0,7","8,4","7,1",,"2,1","6,7","4,3","0,2"
16/04/2014 22.00,"1,2","9,6","8,5","14,4","1,9","6,7","4,3","0,2"
16/04/2014 23.00,"0,7","8,2","7,1",,"1,6","6,7","4,3","0,2"
17/04/2014 0.00,"1,8","8,8","7,7","8,5","1,4","6,7","4,3","0,2"
17/04/2014 1.00,"2,5","8,3","7,1",,"1,5","5,1","3,2","0,2"
17/04/2014 2.00,"2,2","7,9","6,9","7,3","1,5","5,1","3,2","0,2"
17/04/2014 3.00,"2,2","7,5","6,4",,"1,5","5,1","3,2","0,3"
17/04/2014 4.00,"1,3","15,3","14,0","4,4","1,7","5,1","3,2","0,3"
17/04/2014 5.00,"2,5","6,2","5,0",,"1,3","5,1","3,2","0,2"
17/04/2014 6.00,"2,4","10,6","9,3","5,6","1,9","5,1","3,2","0,2"
17/04/2014 7.00,"1,2","5,9","4,6",,"1,7","5,1","3,2","0,2"
17/04/2014 8.00,"1,0","7,0","4,9","6,8","1,6","5,1","3,2","0,2"
17/04/2014 9.00,"0,9","5,7","3,7",,"1,9","5,1","3,2","0,2"
17/04/2014 10.00,"1,3","13,8","8,6","4,2","12,2","5,1","3,2","0,2"
17/04/2014 11.00,"1,6","7,9","5,3",,"14,5","5,1","3,2","0,2"
17/04/2014 12.00,"1,1","4,5","2,5","5,1","2,1","5,1","3,2","0,2"
17/04/2014 13.00,"1,1","3,6","1,6",,"1,4","5,1","3,2","0,2"
17/04/2014 14.00,"1,8","2,9","1,4","3,9","1,6","5,1","3,2","0,2"
17/04/2014 15.00,"2,0","2,8","1,8",,"1,4","5,1","3,2","0,2"
17/04/2014 16.00,"2,2","3,4","1,7","3,7","1,8","5,1","3,2","0,2"
17/04/2014 17.00,"2,3","4,1","2,0",,"2,9","5,1","3,2","0,2"
17/04/2014 18.00,"2,4","2,9","1,9","2,9","1,5","5,1","3,2","0,2"
17/04/2014 19.00,"1,8","4,3","3,0",,"1,8","5,1","3,2","0,2"
17/04/2014 20.00,"1,1","7,1","5,9","2,2","1,6","5,1","3,2","0,2"
17/04/2014 21.00,"1,7","11,2","10,0",,"1,8","5,1","3,2","0,2"
17/04/2014 22.00,"1,0","10,1","8,7","4,4","1,6","5,1","3,2","0,2"
17/04/2014 23.00,"0,7","7,4","6,3",,"1,7","5,1","3,2","0,2"
18/04/2014 0.00,"2,0","3,4","2,3","3,9","1,4","5,1","3,2","0,2"
18/04/2014 1.00,,"2,6","1,6",,"1,3","7,7","5,4","0,2"
18/04/2014 2.00,"1,9",,,"6,6","1,4","7,7","5,4","0,2"
18/04/2014 3.00,"2,6","3,6","2,5",,"1,4","7,7","5,4",
18/04/2014 4.00,"2,5","4,7","3,7","4,2","1,3","7,7","5,4","0,2"
18/04/2014 5.00,"2,1","5,1","4,2",,"1,3","7,7","5,4","0,2"
18/04/2014 6.00,"1,4","10,0","8,6","3,7","2,4","7,7","5,4","0,2"
18/04/2014 7.00,"2,3","7,8","5,5",,"1,7","7,7","5,4","0,2"
18/04/2014 8.00,"2,4","7,3","4,8","2,7","1,7","7,7","5,4","0,2"
18/04/2014 9.00,"3,0","6,6","4,1",,"1,7","7,7","5,4","0,2"
18/04/2014 10.00,"2,7","6,4","4,4","2,0","3,1","7,7","5,4","0,2"
18/04/2014 11.00,"2,6","4,9","3,3",,"2,0","7,7","5,4","0,2"
18/04/2014 12.00,"2,7","9,7","7,7","3,4","5,9","7,7","5,4","0,3"
18/04/2014 13.00,"2,6","11,2","8,9",,"6,0","7,7","5,4","0,3"
18/04/2014 14.00,"2,6","12,2","9,9","8,8","3,1","7,7","5,4","0,2"
18/04/2014 15.00,"1,9","12,0","9,2",,"4,9","7,7","5,4","0,2"
18/04/2014 16.00,"2,2","11,9","9,7","8,3","2,5","7,7","5,4","0,2"
18/04/2014 17.00,"1,2","14,6","12,3",,"3,3","7,7","5,4","0,2"
18/04/2014 18.00,"1,4","13,8","12,4","14,2","3,0","7,7","5,4","0,2"
18/04/2014 19.00,"1,7","15,6","14,4",,"2,6","7,7","5,4","0,3"
18/04/2014 20.00,"2,5","17,8","16,5","8,5","2,0","7,7","5,4","0,7"
18/04/2014 21.00,"2,5","11,5","10,6",,"2,4","7,7","5,4","0,2"
18/04/2014 22.00,"2,4","10,7","9,7","10,0","3,0","7,7","5,4","0,2"
18/04/2014 23.00,"1,5","15,5","14,5",,"3,0","7,7","5,4","0,3"
19/04/2014 0.00,"2,4","17,1","15,7","19,5","2,3","7,7","5,4","0,3"
19/04/2014 1.00,"2,0","17,6","16,5",,"2,0","12,0","6,8","0,3"
19/04/2014 2.00,"2,9","14,5","13,4","12,0","1,8","12,0","6,8","0,3"
19/04/2014 3.00,"3,1","15,1","13,8",,"1,7","12,0","6,8","0,2"
19/04/2014 4.00,"2,6","10,7","9,7","17,8","1,5","12,0","6,8","0,2"
19/04/2014 5.00,"2,8","5,1","4,2",,"1,4","12,0","6,8","0,2"
19/04/2014 6.00,"2,6","4,0","3,0","18,8","1,7","12,0","6,8","0,2"
19/04/2014 7.00,"2,6","5,6","4,3",,"2,0","12,0","6,8","0,2"
19/04/2014 8.00,"2,6","9,9","7,3","10,0","2,2","12,0","6,8","0,2"
19/04/2014 9.00,"4,0","34,2","24,7",,"6,7","12,0","6,8","0,4"
19/04/2014 10.00,"8,0","35,3","26,3","8,3","2,8","12,0","6,8","0,4"
19/04/2014 11.00,"6,2","18,5","13,8",,"2,7","12,0","6,8","0,2"
19/04/2014 12.00,"3,7","10,3","7,2","7,3","3,5","12,0","6,8","0,2"
19/04/2014 13.00,"2,8","7,9","5,3",,"2,7","12,0","6,8","0,2"
19/04/2014 14.00,"3,0","7,7","5,3","5,1","2,8","12,0","6,8","0,2"
19/04/2014 15.00,"2,7","6,8","4,4",,"2,8","12,0","6,8","0,2"
19/04/2014 16.00,"2,9","8,6","6,2","5,9","3,2","12,0","6,8","0,2"
19/04/2014 17.00,"2,6","9,6","7,5",,"4,2","12,0","6,8","0,2"
19/04/2014 18.00,"2,6","13,6","11,3","7,1","5,9","12,0","6,8","0,2"
19/04/2014 19.00,"2,6","19,6","18,0",,"6,3","12,0","6,8","0,2"
19/04/2014 20.00,"2,6","15,7","14,3","16,4","5,4","12,0","6,8","0,2"
19/04/2014 21.00,"2,6","20,3","19,3",,"7,2","12,0","6,8","0,2"
19/04/2014 22.00,"2,4","17,6","16,7","22,5","6,1","12,0","6,8","0,2"
19/04/2014 23.00,"2,5","15,3","14,2",,"3,8","12,0","6,8","0,2"
20/04/2014 0.00,"2,5","11,9","11,0","25,6","3,6","12,0","6,8","0,2"
20/04/2014 1.00,,"9,5","8,5",,"2,9","17,0","6,2","0,2"
20/04/2014 2.00,"2,7",,,"17,8","2,8","17,0","6,2","0,2"
20/04/2014 3.00,"2,6","6,7","5,8",,"2,2","17,0","6,2",
20/04/2014 4.00,"2,6","6,2","5,2","22,5","1,9","17,0","6,2","0,2"
20/04/2014 5.00,"2,6","7,2","6,2",,"2,1","17,0","6,2","0,2"
20/04/2014 6.00,"2,6","7,3","6,4","20,3","1,8","17,0","6,2","0,2"
20/04/2014 7.00,"2,6","7,8","6,8",,"2,0","17,0","6,2","0,2"
20/04/2014 8.00,"2,6","8,3","6,7","20,0","2,3","17,0","6,2","0,2"
20/04/2014 9.00,"3,5","7,6","6,3",,"2,1","17,0","6,2","0,2"
20/04/2014 10.00,"3,1","8,1","6,1","11,7","2,5","17,0","6,2","0,2"
20/04/2014 11.00,"3,6","9,1","6,8",,"2,6","17,0","6,2","0,2"
20/04/2014 12.00,"3,9","9,6","7,3","12,7","2,6","17,0","6,2","0,2"
20/04/2014 13.00,"3,4","7,3","5,4",,"2,6","17,0","6,2","0,2"
20/04/2014 14.00,"3,0","5,2","4,3","19,3","1,9","17,0","6,2","0,2"
20/04/2014 15.00,"2,9","4,2","3,3",,"1,5","17,0","6,2","0,2"
20/04/2014 16.00,"2,6","4,5","3,6","20,0","1,8","17,0","6,2","0,2"
20/04/2014 17.00,"2,9","4,6","3,7",,"1,9","17,0","6,2","0,2"
20/04/2014 18.00,"2,6","6,0","5,0","23,2","2,4","17,0","6,2","0,2"
20/04/2014 19.00,"2,6","7,6","6,7",,"3,4","17,0","6,2","0,2"
20/04/2014 20.00,"2,6","7,6","6,7","26,1","3,0","17,0","6,2","0,2"
20/04/2014 21.00,"2,6","7,5","6,6",,"3,1","17,0","6,2","0,2"
20/04/2014 22.00,"2,6","6,3","5,4","39,8","2,5","17,0","6,2","0,2"
20/04/2014 23.00,"2,6","5,3","4,4",,"2,1","17,0","6,2","0,2"
21/04/2014 0.00,"2,6","5,6","4,7","29,8","2,0","17,0","6,2","0,2"
21/04/2014 1.00,"2,6","5,3","4,2",,"1,9","25,6","7,7","0,2"
21/04/2014 2.00,"2,6","5,2","4,0","36,1","1,8","25,6","7,7","0,2"
21/04/2014 3.00,"2,6","4,3","3,4",,"1,4","25,6","7,7","0,2"
21/04/2014 4.00,"2,6","3,8","2,8","35,4","1,5","25,6","7,7","0,2"
21/04/2014 5.00,"2,6","4,8","3,9",,"1,8","25,6","7,7","0,2"
21/04/2014 6.00,"2,6","7,5","6,3","30,5","2,7","25,6","7,7","0,2"
21/04/2014 7.00,"2,6","7,6","6,4",,"2,4","25,6","7,7","0,2"
21/04/2014 8.00,"2,6","6,7","5,7","29,1","2,3","25,6","7,7","0,2"
21/04/2014 9.00,"2,6","6,3","4,9",,"2,6","25,6","7,7","0,2"
21/04/2014 10.00,"2,7","7,1","5,3","24,4","3,3","25,6","7,7","0,2"
21/04/2014 11.00,"2,9","6,2","4,2",,"2,5","25,6","7,7","0,2"
21/04/2014 12.00,"2,8","6,6","4,5","16,8","3,1","25,6","7,7","0,2"
21/04/2014 13.00,"2,7","5,7","3,6",,"2,6","25,6","7,7","0,2"
21/04/2014 14.00,"3,2","4,2","2,9","22,5","2,2","25,6","7,7","0,2"
21/04/2014 15.00,"3,1","3,4","2,5",,"1,9","25,6","7,7","0,2"
21/04/2014 16.00,"3,5","4,2","3,1","22,7","2,0","25,6","7,7","0,2"
21/04/2014 17.00,"3,0","7,0","5,3",,"3,7","25,6","7,7","0,2"
21/04/2014 18.00,"2,8","11,7","9,4","33,7","6,5","25,6","7,7","0,2"
21/04/2014 19.00,"2,9","17,0","15,0",,"8,1","25,6","7,7","0,2"
21/04/2014 20.00,"2,6","13,3","11,9","40,8","6,3","25,6","7,7","0,2"
21/04/2014 21.00,"2,6","17,6","16,4",,"6,4","25,6","7,7","0,2"
21/04/2014 22.00,"2,6","16,5","15,6","45,4","6,5","25,6","7,7","0,2"
21/04/2014 23.00,"2,6","13,0","11,9",,"4,2","25,6","7,7","0,2"
22/04/2014 0.00,"2,6","17,1","16,1","58,6","3,2","25,6","7,7","0,2"
22/04/2014 1.00,,"8,0","7,0",,"1,8","21,7","8,9","0,2"
22/04/2014 2.00,"2,6",,,"43,2","2,4","21,7","8,9","0,1"
22/04/2014 3.00,"2,6","7,1","6,1",,"1,8","21,7","8,9",
22/04/2014 4.00,"2,6","6,1","4,7","37,6","2,5","21,7","8,9","0,2"
22/04/2014 5.00,"2,6","9,2","8,3",,"2,1","21,7","8,9","0,2"
22/04/2014 6.00,"2,6","23,3","19,6","21,0","8,4","21,7","8,9","0,3"
22/04/2014 7.00,"2,6","46,1","30,7",,"19,7","21,7","8,9","0,3"
22/04/2014 8.00,"2,7","42,6","27,5","20,8","18,6","21,7","8,9","0,3"
22/04/2014 9.00,"2,6","38,5","26,2",,"16,3","21,7","8,9","0,3"
22/04/2014 10.00,"2,6","26,2","19,7","11,7","6,6","21,7","8,9","0,3"
22/04/2014 11.00,"2,1","19,7","14,5",,"7,1","21,7","8,9","0,2"
22/04/2014 12.00,"1,8","16,7","11,9","12,9","5,2","21,7","8,9","0,2"
22/04/2014 13.00,"2,0","18,7","13,2",,"5,6","21,7","8,9","0,2"
22/04/2014 14.00,"2,0","12,3","8,8","16,6","5,0","21,7","8,9","0,2"
22/04/2014 15.00,"2,0","16,4","11,9",,"6,9","21,7","8,9","0,2"
22/04/2014 16.00,"2,0","30,5","24,6","19,5","9,9","21,7","8,9","0,2"
22/04/2014 17.00,"3,3","42,1","37,7",,"7,3","21,7","8,9","0,2"
22/04/2014 18.00,"1,9","12,7","11,7","29,8","3,1","21,7","8,9","0,2"
22/04/2014 19.00,"1,9","42,3","38,8",,"11,9","21,7","8,9","0,2"
22/04/2014 20.00,"1,4","19,0","17,2","38,6","5,5","21,7","8,9","0,2"
22/04/2014 21.00,"1,9","17,4","16,1",,"2,5","21,7","8,9","0,2"
22/04/2014 22.00,"1,8","5,7","4,7","37,9","1,8","21,7","8,9","0,2"
22/04/2014 23.00,"1,0","6,3","5,3",,"1,7","21,7","8,9","0,2"
23/04/2014 0.00,"1,3","5,9","4,8","32,5","1,8","21,7","8,9","0,2"
23/04/2014 1.00,"0,3","15,2","14,3",,"3,1","17,9","9,9","0,2"
23/04/2014 2.00,"0,1","7,8","6,8","33,2","1,9","17,9","9,9","0,2"
23/04/2014 3.00,,"7,4","6,0",,"2,5","17,9","9,9","0,2"
23/04/2014 4.00,"0,2","12,3","11,4","22,5","3,3","17,9","9,9","0,2"
23/04/2014 5.00,"0,1","7,0","6,0",,"1,8","17,9","9,9","0,2"
23/04/2014 6.00,"1,0","7,5","6,5","33,2","1,7","17,9","9,9","0,2"
23/04/2014 7.00,"0,7","15,0","11,5",,"4,6","17,9","9,9","0,2"
23/04/2014 8.00,"1,6","21,8","18,5","26,1","8,5","17,9","9,9","0,2"
