"NetC","Comune Bari","","","","","","","","","","","","","",""
"Stat","Carbonara","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,PM10,BENZENE
13/01/2012 10.00,"7,26862002","64,26476736","152,73558856","2,00527256","23,93161964","10,77570486"
13/01/2012 11.00,"7,22071119","50,073846","111,53980864","1,20329122",,"9,66456219"
13/01/2012 12.00,"5,8327045","38,77260672","69,18646568","0,62242106","54,45664978","2,94186776"
13/01/2012 13.00,"6,06501781","37,74729672","62,58159552","0,51975776",,"4,42837395"
13/01/2012 14.00,"6,17168382","41,02182616","66,62945248","0,69138673","36,63003159","3,22752272"
13/01/2012 15.00,"5,78660288","36,1775256","53,58576936","0,52862458",,"1,76615881"
13/01/2012 16.00,"5,93846538","42,90698168","64,93366144","0,54478779","19,29179955","3,44861649"
13/01/2012 17.00,"6,49574782","62,487984","92,39063152","0,82641489",,"3,63029337"
13/01/2012 18.00,"7,99222874","78,97097272","137,48511328","1,52066402","17,82661057","5,27998433"
13/01/2012 19.00,"8,53323918","78,26362832","166,86744824","1,46820057",,"7,4941713"
13/01/2012 20.00,"8,17708578","67,91114256","130,60598584","1,12768505","25,39682007","5,74553133"
13/01/2012 21.00,"7,25958093","55,54696512","97,25816288","1,11987256",,"5,96776109"
13/01/2012 22.00,"6,74162079","49,10757856","77,88461256","1,41704659","44,68864059","12,01987215"
13/01/2012 23.00,"6,70636649","39,77652144","53,58320728","0,57685441",,"7,17137042"
14/01/2012 0.00,"6,4555214","33,70378","45,96411672","0,84148533","38,58362961","6,35220234"
14/01/2012 1.00,"5,84626315","21,51221792","28,24484792","0,47685547",,"7,45361843"
14/01/2012 2.00,,"13,21817415","17,4812726","0,24119112","35,40903091","2,30713467"
14/01/2012 3.00,"7,94431889",,,"0,19457131",,"2,26982603"
14/01/2012 4.00,"6,47766861","32,86081744","35,60453744","0,19570486","22,71062088","0,84528362"
14/01/2012 5.00,"5,65101135","20,06638264","22,8520328","0,17333919",,"0,93969173"
14/01/2012 6.00,"5,55564523","15,44402704","18,07528702",,"17,58241081","0,63002947"
14/01/2012 7.00,"5,36400887","16,74643746","19,81776528","0,27355482",,"0,72962733"
14/01/2012 8.00,"5,65327112","35,85954088","54,15646312","0,71884927","12,94260979","1,54911983"
14/01/2012 9.00,"7,36669849","49,30355856","82,77097712","0,68331211",,"3,16588235"
14/01/2012 10.00,"7,88149473","35,80309864","57,67320472","0,45737201","9,03540897","1,88376164"
14/01/2012 11.00,"5,81507684","40,83882864","67,48998632","0,63750082",,"2,53374363"
14/01/2012 12.00,"6,09439589","35,72975432","60,08104368","0,59480473","12,21000957","3,63515972"
14/01/2012 13.00,"5,96377648","32,87054952","54,12468568","0,47922625",,"2,00201433"
14/01/2012 14.00,"6,79992439","50,2055828","102,90324728","0,78641578","6,83760691","3,67895682"
14/01/2012 15.00,"5,65101135","38,25671088","57,20501328","0,58962747",,"2,20121006"
14/01/2012 16.00,"6,27834882","38,41311248","64,35067352","0,6478332","9,03540897","6,08293125"
14/01/2012 17.00,"6,96082701","53,53980488","111,95222704","1,11728277",,"4,0228452"
14/01/2012 18.00,"7,20263198","61,83712008","130,50740312","1,25298896","16,11721039","5,40326507"
14/01/2012 19.00,"8,16216944","68,6048544","159,30479992","2,00894464",,"5,82339285"
14/01/2012 20.00,"7,14749227","59,63397984","131,39518296","1,49330632","8,05860806","4,95556133"
14/01/2012 21.00,"7,55833485","55,93502464","101,020042","0,79091734",,"3,80872602"
14/01/2012 22.00,"6,58704595","47,195808","75,87817888","0,69148226","15,87300968","3,28478288"
14/01/2012 23.00,"7,30522999","44,504668","66,3421936","0,62855711",,"2,61387611"
15/01/2012 0.00,"7,48782725","35,73625512","49,61186856","0,44406538","15,38461018","2,17801432"
15/01/2012 1.00,"6,89483896","26,74004656","34,8516492","0,38597848",,"1,48747946"
15/01/2012 2.00,"5,34095754","26,7601608","33,1571392","0,38484843","17,82661057","1,31310158"
15/01/2012 3.00,"4,7556537","19,68935536","23,40779384","0,33772884",,"1,23670048"
15/01/2012 4.00,"5,41463004","17,46545654","20,3410988","0,27980155","18,07081032","1,09087285"
15/01/2012 5.00,"5,19587537","12,42128123","13,57737968","0,25745219",,"0,35735244"
15/01/2012 6.00,"4,90887289","11,3829811","12,89711685","0,25370438","9,76801014","1,08357282"
15/01/2012 7.00,"4,70051298","12,62115789","13,85428317","0,26530545",,"2,74753839"
15/01/2012 8.00,"5,34999766","17,41094542","21,12251408","0,26707043","7,81440783","0,89410979"
15/01/2012 9.00,"4,7154283","20,20655136","28,43033104","0,37088824",,"1,66315502"
15/01/2012 10.00,"5,16920862","22,17998392","29,7869524","0,35240435","9,03540897","2,91607664"
15/01/2012 11.00,"5,65327112","18,18123859","25,18788496","0,3687458",,"0,74649732"
15/01/2012 12.00,"5,99179788","20,88079904","29,050928","0,37554824","6,59340715","1,69997652"
15/01/2012 13.00,"5,52943103","24,86462312","37,49420528","0,51539833",,"2,15838622"
15/01/2012 14.00,"5,55067311","23,1598648","32,36211048","0,36271693","4,39560509","0,91033094"
15/01/2012 15.00,"5,35722954","22,99243096","31,12089744","0,39010375",,"0,54713888"
15/01/2012 16.00,"4,98254437","20,91649608","27,46666392","0,31851333","3,17460299","3,27359079"
15/01/2012 17.00,"5,221637","29,41820408","46,00497616","0,49576575",,"1,09736131"
15/01/2012 18.00,"5,86117847","45,60462248","71,35953016","0,62714979","1,46520102","2,87487391"
15/01/2012 19.00,"5,46389454","52,41455464","80,45650112","0,64803125",,"2,77560047"
15/01/2012 20.00,"5,10322057","34,37867776","50,67733056","0,58954825","9,03540897","2,35887963"
15/01/2012 21.00,"5,35316154","34,55972504","50,31546544","0,56130865",,"3,68317432"
15/01/2012 22.00,"5,28400961","30,112566","37,95400304","0,47984137","13,91940975","0,86701996"
15/01/2012 23.00,"6,20241756","24,53300584","30,21042216","0,39373389",,"1,59616116"
16/01/2012 0.00,"5,99676999","24,27798328","31,33100712","0,3381063","8,54700947","2,0973947"
16/01/2012 1.00,"4,72175608","19,53167272","23,27615264","0,31309841",,"1,59453905"
16/01/2012 2.00,,"9,91574481","12,05667622","0,24811122","12,69841003","0,9802446"
16/01/2012 3.00,"4,46639144",,,"0,25094683",,"1,04464206"
16/01/2012 4.00,"5,22480191","32,28065928","33,85362344","0,26952858","9,03540897","1,25584143"
16/01/2012 5.00,"5,74230947","23,88019168","26,89923968","0,37639985",,"0,49734046"
16/01/2012 6.00,"4,85056828","23,14558216","27,31427752",,"8,79120922","4,76252964"
16/01/2012 7.00,"4,43204125","27,216364","33,71873184","0,60814398",,"2,78517146"
16/01/2012 8.00,"5,20446191","44,53063296","77,67970352","0,72106627","10,50061035","3,02037813"
16/01/2012 9.00,"6,32218965","53,5119088","119,70102768","1,06792754",,"5,52330158"
16/01/2012 10.00,"7,06839713","51,55925968","108,2934812","0,81368959","12,69841003","4,24669707"
16/01/2012 11.00,"5,84445492","35,52014176","67,26240096","0,62717309",,"3,66760202"
16/01/2012 12.00,"5,39022306","27,08852768","45,62236584","0,46145068","27,35042","2,26479696"
16/01/2012 13.00,"5,12581933","28,624552","43,98817944","0,46357331",,"1,43281469"
16/01/2012 14.00,"5,48558918","35,96531272","66,96214048","0,7594402","15,87300968","2,93602815"
16/01/2012 15.00,"5,14299443","26,33575416","39,66860816","0,42144807",,"4,63194989"
16/01/2012 16.00,"5,43361235","30,00614408","47,71244952","0,51839821","9,03540897","1,51976005"
16/01/2012 17.00,"5,58140787","35,9633816","61,05960528","0,67588524",,"4,92490284"
16/01/2012 18.00,"6,20241756","43,98552176","74,43465712","0,608363","5,61660624","2,25068507"
16/01/2012 19.00,"6,76286287","61,09342856","127,050966","0,9916946",,"2,5431519"
16/01/2012 20.00,"7,19088156","68,38357864","150,26681416","1,1352925","13,43101025","3,34025921"
16/01/2012 21.00,"7,35675426","73,35246512","164,95701608","1,22611008",,"5,2232103"
16/01/2012 22.00,"5,63925992","63,9182556","108,65469624","0,78426402","13,67521","2,41046289"
16/01/2012 23.00,"5,11225967","47,23928688","68,4465408","0,61082348",,"2,65118476"
17/01/2012 0.00,"6,05688283","40,0964564","61,49731944","0,79612955","13,67521","3,65803103"
17/01/2012 1.00,"4,40311574","23,69004328","31,7239996","0,62046619",,"4,63194989"
17/01/2012 2.00,"4,61915807","15,13578014","18,98835689","0,40019847","25,88521957","3,12370635"
17/01/2012 3.00,"4,30910528","9,98453092","12,47495107","0,33067127",,"1,55641985"
17/01/2012 4.00,"6,17801058","12,22400872","15,08900306","0,26036935","20,51280975","0,62094562"
17/01/2012 5.00,"5,45711522","11,93976698","14,19798238","0,22673696",,"0,53286427"
17/01/2012 6.00,"4,52017651","13,28436186","15,55526529","0,25346439","14,16361046","0,91892866"
17/01/2012 7.00,"5,48875307","20,1105116","24,4771372","0,29215637",,"1,54733601"
17/01/2012 8.00,"4,56492146","32,3351704","40,98306992","0,39315372","11,96580982","1,32851219"
17/01/2012 9.00,"4,41803106","46,6325328","73,57928568","0,68531009",,"2,61241672"
17/01/2012 10.00,"7,23427085","48,34249176","79,90269032","0,63764994","6,83760691","1,85407745"
17/01/2012 11.00,"6,65664943","42,27103136","70,47758192","0,63626009",,"3,73410873"
17/01/2012 12.00,"5,08875782","42,16525952","69,73052528","0,65963465","24,42000961","4,08124134"
17/01/2012 13.00,"4,58209655","33,2014976","48,66894664","0,40869016",,"3,06174257"
17/01/2012 14.00,"4,48401809","41,0698556","64,6360204","0,53367602","23,19902039","2,41273385"
17/01/2012 15.00,"4,67881834","32,12492688","61,86631632","0,47214538",,"2,10323431"
17/01/2012 16.00,"4,66164324","33,06002872","53,67006944","0,50800058","24,66422081","2,78452261"
17/01/2012 17.00,"4,56627712","37,22294984","60,45004056","0,59748889",,"3,27148153"
17/01/2012 18.00,"4,85101983","41,75318528","66,76824456","0,59683416","15,38461018","1,86089033"
17/01/2012 19.00,"5,24830376","49,61829288","88,35833824","0,79837101",,"3,88496543"
17/01/2012 20.00,"5,14480265","49,58129568","80,60307504","0,63917725","13,18680954","2,70228087"
17/01/2012 21.00,"6,14320884","60,73521536","113,28617208","0,6927323",,"5,61916806"
17/01/2012 22.00,"6,46094507","42,48452528","64,30656368","0,5770711","17,82661057","2,39537671"
17/01/2012 23.00,"6,39450547","27,02818496","37,61808376","0,36864794",,"3,71415722"
18/01/2012 0.00,"6,24671096","23,93015224","34,77318072","0,31082783","19,29179955","1,78237996"
18/01/2012 1.00,"5,72377872","13,83401788","18,58045846","0,26614309",,"1,77799974"
18/01/2012 2.00,,"11,14028138","14,6966683","0,28400137","17,09399986","1,20815125"
18/01/2012 3.00,"3,83182209",,,"0,32186038",,"4,75604118"
18/01/2012 4.00,"3,97374139","32,91337832","35,95083888","0,37460109","9,27960968","6,19972353"
18/01/2012 5.00,"5,19180737","21,85096696","24,65158808","0,23128163",,"1,8123896"
18/01/2012 6.00,"4,3872963","19,57968304","22,6334912",,"9,52380943","1,40637371"
18/01/2012 7.00,"5,44762355","27,42985792","33,7284448","0,22317206",,"3,72275393"
18/01/2012 8.00,"4,80943877","37,45592704","49,62160064","0,41547046","13,18680954","4,20663134"
18/01/2012 9.00,"4,49576952","51,990148","83,31438664","0,65824597",,"4,06177596"
18/01/2012 10.00,"4,60288708","42,91153224","59,20815832","0,54241468","6,59340715","5,10479591"
18/01/2012 11.00,"4,57305644","36,64994256","56,34446032","0,44961777",,"5,71146692"
18/01/2012 12.00,"4,65079592","32,52336856","47,987376","0,35535296","27,10622025","1,39988525"
18/01/2012 13.00,"4,75791348","37,03347064","55,78869928","0,42481725",,"4,27703011"
18/01/2012 14.00,"4,57622033","37,81220912","66,03092","0,61032952","23,19902039","7,81210584"
18/01/2012 15.00,"4,39859517","33,06522936","51,6850884","0,43132378",,"2,59700612"
18/01/2012 16.00,"4,98661135","47,49237832","87,32465368","0,74836455","13,18680954","2,31443368"
18/01/2012 17.00,"6,12603476","56,98176816","141,98561712","1,1814533",,"4,96529402"
18/01/2012 18.00,"7,67991516","68,41019368","224,1468192","1,64626966","9,76801014","5,5362785"
18/01/2012 19.00,"6,6268198","65,25699976","134,80299792","0,81268769",,"5,34973527"
18/01/2012 20.00,"7,95109923","63,05971024","115,90542088","0,75995164","28,08300972","3,30587037"
18/01/2012 21.00,"6,46320586","53,43273288","93,46127504","0,63638125",,"3,05768678"
18/01/2012 22.00,"5,40649404","42,6311948","62,06996344","0,45031211","31,50181961","2,41176058"
18/01/2012 23.00,"4,53961036","31,04833704","42,33259776","0,33779292",,"1,46979891"
19/01/2012 0.00,"4,98299592","26,55639896","35,91449176","0,31013465","30,52503014","1,94767399"
19/01/2012 1.00,"5,84626315","21,11312616","27,25332296","0,26152503",,"3,50879747"
19/01/2012 2.00,"4,34435856","15,30385832","18,7133979","0,21273483","20,26861954","1,03296283"
19/01/2012 3.00,"3,38030155","13,93654888","17,11552421","0,18356905",,"2,83318606"
19/01/2012 4.00,"4,67972245","14,94499695","17,98255311","0,18426456","22,95482063","2,60495499"
19/01/2012 5.00,"5,16333341","14,29670276","17,09607152","0,174284",,"1,05405033"
19/01/2012 6.00,"4,80989031","16,24481662","19,21338208","0,19339","12,94260979","3,56540877"
19/01/2012 7.00,"5,26050674","21,10727544","25,32017624","0,2765244",,"1,79162653"
19/01/2012 8.00,"3,78707714","34,28391904","45,07505584","0,40874491","8,05860806","2,79928335"
19/01/2012 9.00,"4,24402134","42,38848552","69,87254864","0,58404013",,"2,93813741"
19/01/2012 10.00,"4,91113266","34,64473256","51,56446032","0,45019328","13,18680954","3,33133707"
19/01/2012 11.00,"4,94864573","24,34222648","35,69986976","0,32753509",,"1,97735819"
19/01/2012 12.00,"4,46322756","24,49927816","34,2822556","0,28283404","23,93161964","3,12143539"
19/01/2012 13.00,"4,39181585","22,96583504","32,55145584","0,25303218",,"1,67726691"
19/01/2012 14.00,"4,09938971","26,619342","41,121862","0,36426172","12,69841003","1,71684652"
19/01/2012 15.00,"4,23859768","23,54922448","33,64934536","0,29203987",,"0,72394942"
19/01/2012 16.00,"4,59746342","26,92952576","37,536384","0,34725738","7,81440783","1,49559003"
19/01/2012 17.00,"4,49983752","34,54284208","43,42270544","0,47166074",,"2,18644932"
19/01/2012 18.00,"5,18096005","42,02769112","53,92495816","0,53727587","9,27960968","7,94998562"
19/01/2012 19.00,"4,5947521","30,88350352","40,91238328","0,4001542",,"2,51638751"
19/01/2012 20.00,"4,76017427","33,329984","41,24897176","0,4653709","12,21000957","2,36942389"
19/01/2012 21.00,"5,18050749","38,62595632","47,54188","0,47991476",,"2,45198903"
19/01/2012 22.00,"4,90299666","34,69664336","41,77618664","0,63314721","17,33819962","3,48754725"
19/01/2012 23.00,"5,15474586","26,53886592","31,86533464","0,76951512",,"8,30198457"
20/01/2012 0.00,"5,46615431","26,51745152","31,86990432","0,66026958","20,51280975","7,6563828"
20/01/2012 1.00,"5,344574","42,45597912","61,95126648","0,74957498",,"4,46081625"
20/01/2012 2.00,,"26,96912328","34,82635344","0,51921953","23,93161964","2,41078731"
20/01/2012 3.00,"4,70910053",,,"0,39376534",,"1,93258781"
20/01/2012 4.00,"5,12717499","40,9076224","47,08990232","0,58592627","25,39682007","2,70520169"
20/01/2012 5.00,"5,4815222","34,38515944","43,68080632","0,78991194",,"7,42279824"
20/01/2012 6.00,"4,91248832","33,53699624","43,0978184",,"20,02441978","4,38944319"
20/01/2012 7.00,"7,22116274","43,66365568","119,44678904","2,11131086",,"12,54543741"
20/01/2012 8.00,"10,31310207","53,41261864","234,6601424","3,32227477","19,53602028","14,03615601"
20/01/2012 9.00,"12,52957221","86,85749472","358,2910184","3,26191263",,"16,40607111"
20/01/2012 10.00,"8,38906011","63,40884144","161,47981464","1,51532832","38,0952301","8,72211236"
20/01/2012 11.00,"6,58523772","30,3052956","59,25681872","0,51555211",,"3,71139912"
20/01/2012 12.00,"6,89303074","23,99114504","35,12336352","0,30428519","39,56044006","1,40896909"
20/01/2012 13.00,"6,42659589","23,8055472","30,17669448","0,31920651",,"1,17619508"
20/01/2012 14.00,"6,2372193","21,3357212","27,01403616","0,30097892","20,51280975","1,30645142"
20/01/2012 15.00,"6,30094757","21,92819264","27,81361544","0,28520715",,"2,07273855"
20/01/2012 16.00,"6,66026588","20,52908664","25,45829912","0,25540179","11,72161007","1,09898342"
20/01/2012 17.00,"7,05754879","22,9852992","29,4905924","0,31190429",,"1,05697013"
20/01/2012 18.00,"7,97640931","39,53123096","52,01840736","0,57367862","6,83760691","1,81887704"
20/01/2012 19.00,"8,48804167","50,42360816","73,93468824","0,79325899",,"4,12828268"
20/01/2012 20.00,"8,13866759","39,87321128","60,02397048","0,52530899","13,91940975","3,1256539"
20/01/2012 21.00,"8,04194479","26,4785232","37,27566368","0,54555552",,"2,15579084"
20/01/2012 22.00,"7,97595674","27,00156992","37,07465512","0,85660819","11,72161007","6,671759"
20/01/2012 23.00,"7,55336273","14,78470826","18,36970061","0,27634033",,"4,61443105"
21/01/2012 0.00,"7,7549423","13,9930045","17,97541944","0,18617283","19,53602028","0,84090442"
21/01/2012 1.00,"7,12760484","13,1098039","13,84779766","0,1768505",,"0,56692868"
21/01/2012 2.00,"7,19540111","13,94238813","15,05528111","0,17140878","5,61660624","0,75671716"
21/01/2012 3.00,"6,78726986","12,34275539","13,35883808","0,17546531",,"0,65549718"
21/01/2012 4.00,"8,2331296","16,38238884","18,40796164","0,17659303","11,72161007","0,6897233"
21/01/2012 5.00,"7,14432737","13,13576122","14,99497281","0,18884534",,"1,4357345"
21/01/2012 6.00,"7,00376475","14,86712119","18,65438594","0,2291788","9,03540897","0,81495058"
21/01/2012 7.00,"6,48173661","22,65628224","26,67551656","0,23359182",,"1,28877088"
21/01/2012 8.00,"6,74116823","26,5369348","35,79325184","0,2900151","5,61660624","1,04593975"
21/01/2012 9.00,"7,33008852","41,25285312","62,87797464","0,52918727",,"2,48978381"
21/01/2012 10.00,"6,86274956","30,64144432","42,23726544","0,42109042","3,41880298","3,19507941"
21/01/2012 11.00,"7,04353758","32,45977544","45,17880096","0,45922786",,"2,89125778"
21/01/2012 12.00,"7,00783173","31,10089792","50,709108","0,40513924","18,07081032","2,34136079"
21/01/2012 13.00,"7,32104942","30,92503216","50,75449888","0,40688091",,"1,57458754"
21/01/2012 14.00,"7,83584567","36,54937136","67,34538176","0,597645","17,33819962","2,53163539"
21/01/2012 15.00,"6,76421853","28,45388688","42,1095056","0,42388059",,"0,83003574"
21/01/2012 16.00,"6,83517869","24,8380272","32,59879696","0,30614453","10,98900986","1,09395436"
21/01/2012 17.00,"7,25325315","24,65501056","28,74483592","0,27727",,"0,95526403"
21/01/2012 18.00,"7,56827806","48,18674024","62,87797464","0,45370576","8,54700947","1,97119415"
21/01/2012 19.00,"7,72511268","55,55281584","79,82682216","0,74023751",,"3,14868794"
21/01/2012 20.00,"7,1813899","46,36645888","71,9185416","0,72098239","9,03540897","3,41617419"
21/01/2012 21.00,"7,46432438","48,59556408","67,7669204","0,77435803",,"3,40676592"
21/01/2012 22.00,"7,21799885","48,20555432","69,8135252","0,80210483","28,57142067","4,03257789"
21/01/2012 23.00,"6,60060561","33,19371576","43,07638488","0,50484576",,"2,44371676"
22/01/2012 0.00,"6,27518493","27,40456216","33,45544944","0,46872727","19,04759979","1,80200806"
22/01/2012 1.00,"6,20919689","21,78347336","25,75335896","0,35855089",,"1,20766411"
22/01/2012 2.00,,"18,91063982","21,72043472","0,34792376","26,86202049","1,39534332"
22/01/2012 3.00,"6,44512665",,,"0,24073677",,"0,86539886"
22/01/2012 4.00,"6,44196276","27,8808796","28,5632724","0,20780455","14,89620972","0,64284367"
