
Stat, Viale Romagna,,,,,
,NO2,NOX,CO,O3
12/08/2012 0.00,"16,83858439","20,66858616","0,32517597","111,69943155"
12/08/2012 1.00,"13,84569446","17,58697752","0,29325031","101,40950085"
12/08/2012 2.00,"12,04554455","15,80623058","0,27289892","96,5496609"
12/08/2012 3.00,"11,06954503","14,91131707","0,26258634","93,9805398"
12/08/2012 4.00,"9,44331638","13,30695978","0,24897215","92,660169"
12/08/2012 5.00,"9,06693535","12,98141884","0,24052241","89,16391155"
12/08/2012 6.00,"9,47706318","13,45092382","0,23472653","87,62596605"
12/08/2012 7.00,"10,17791251","14,47942495","0,24046765","84,46895835"
12/08/2012 8.00,"10,3323524","15,03193559","0,27281854","94,86574125"
12/08/2012 9.00,"10,00270066","14,49498863","0,28655272","107,36537385"
12/08/2012 10.00,"6,96567986","11,20845566","0,26448995","118,91626425"
12/08/2012 11.00,"6,91116874","11,30572866","0,28552403","129,1049487"
12/08/2012 12.00,"7,68210626","11,61570592","0,30538611","130,82126715"
12/08/2012 13.00,"5,85340445","10,09305604","0,25722967","131,81326095"
12/08/2012 14.00,"5,61459374","9,38620494","0,23137366","127,06153005"
12/08/2012 15.00,"8,64901995","12,6753325","0,25122526","135,34461045"
12/08/2012 16.00,"7,80150874","11,95810688","0,23485002","136,0622319"
12/08/2012 17.00,"9,81710664","13,81018671","0,25542159","138,55029615"
12/08/2012 18.00,"8,32974272","12,29531867","0,22808836","131,6389179"
12/08/2012 19.00,"9,91444656","13,70642821","0,22868018","121,95704325"
12/08/2012 20.00,"16,9320353","20,68933136","0,28037706","113,03739825"
12/08/2012 21.00,"18,31426408","22,06671704","0,28780277","105,80308935"
12/08/2012 22.00,"21,77957288","25,6865728","0,3017152","89,40853845"
12/08/2012 23.00,"22,0949764","26,34284768","0,3129458","84,86763915"
13/08/2012 0.00,"40,8128828","45,09580104","0,36379339","58,4776794"
13/08/2012 1.00,"71,80995912","77,443648","0,43101272","24,83713155"
13/08/2012 2.00,,,"0,35407263","54,6976332"
13/08/2012 3.00,"41,00756264","47,28249808",,"56,82212865"
13/08/2012 4.00,"43,91219656","48,13331896","0,28743579","46,39833345"
13/08/2012 5.00,"44,55464768","48,68971096","0,30053272",
13/08/2012 6.00,"40,47673408","47,06978808","0,29982673","34,910904"
13/08/2012 7.00,"60,19010416","78,9338608","0,31342694","40,0734852"
13/08/2012 8.00,"27,56809552","34,78226272","0,21372391","86,9394267"
13/08/2012 9.00,"15,89503534","20,7243592","0,18710017","103,38255585"
13/08/2012 10.00,"13,74056888","18,50782922","0,18836652","112,7982576"
13/08/2012 11.00,"12,34016081","16,52734903","0,18810789","117,0283359"
13/08/2012 12.00,"11,10329566","15,5247861","0,20958001","119,5852476"
13/08/2012 13.00,"9,63021246","14,07476927","0,21373906","122,13679275"
13/08/2012 14.00,"9,17465934","13,56505875","0,20416858","123,0760986"
13/08/2012 15.00,"8,48808309","12,72332178","0,17416284","123,1355895"
13/08/2012 16.00,"11,58739302","15,64929554","0,18625205","127,4210091"
13/08/2012 17.00,"13,26554395","17,28089118","0,20270068","129,0738666"
13/08/2012 18.00,"13,2330954","17,53250464","0,19762012","125,85060495"
13/08/2012 19.00,"20,62317616","24,7138428","0,25085363","115,4727546"
13/08/2012 20.00,"23,5239096","27,45045016","0,30161151","101,3959947"
13/08/2012 21.00,"27,57327704","31,774572","0,2938398","86,9097012"
13/08/2012 22.00,"25,64464264","29,87840336","0,26639589","87,1813404"
13/08/2012 23.00,"31,83420728","40,90268944","0,24719786","78,84824535"
14/08/2012 0.00,"25,79389336","29,80188512","0,31453486","79,52395185"
14/08/2012 1.00,"22,38957736","26,03415528","0,26761914","78,97796025"
14/08/2012 2.00,"19,16305824","23,0978204","0,26379095","79,33610265"
14/08/2012 3.00,"12,81259306","16,59349467","0,2530846","73,70728995"
14/08/2012 4.00,"11,14482812","15,00988641","0,2493135","65,62554495"
14/08/2012 5.00,"13,37976492","17,18231993","0,24853644","57,56003925"
14/08/2012 6.00,"21,69781576","25,89408216","0,27147646","49,08097005"
14/08/2012 7.00,"9,55493511","14,36269735","0,26668365","65,3349732"
14/08/2012 8.00,"4,63210489","8,85444714","0,24796093","83,46212175"
14/08/2012 9.00,"4,02210614","8,01271018","0,24843625","89,73288555"
14/08/2012 10.00,"4,17395718","8,16056514","0,24336967","94,62382755"
14/08/2012 11.00,"3,92606256","7,92321902","0,24786074","95,4820167"
14/08/2012 12.00,"11,16558862","19,57134672","0,25945948","87,61515315"
14/08/2012 13.00,"6,79176625","11,39392348","0,21746589","96,24827625"
14/08/2012 14.00,"18,97878159","24,07703208","0,25039345","64,2578727"
14/08/2012 15.00,"15,16043538","20,1134752","0,27008079","60,17105535"
14/08/2012 16.00,"9,85863719","15,74267953","0,28756511","58,37767005"
14/08/2012 17.00,"5,81576482","10,5353265","0,27396606","62,1887784"
14/08/2012 18.00,"4,68531776","9,48996344","0,24594665","65,51202945"
14/08/2012 19.00,"9,8274888","14,33156999","0,26279837","52,60017"
14/08/2012 20.00,"45,1594324","56,01370344","0,38329665","16,7945903"
14/08/2012 21.00,"52,41067328","65,929106","0,41364723","9,58320395"
14/08/2012 22.00,"38,48060608","46,27215904","0,33994933","13,41999992"
14/08/2012 23.00,"26,6868356","33,19216704","0,36727907","12,41585657"
15/08/2012 0.00,"23,45643512","30,08201224","0,36480344","11,58471563"
15/08/2012 1.00,"24,10406776","30,55152296","0,39663707","9,89809475"
15/08/2012 2.00,,,"0,44663188","8,09659778"
15/08/2012 3.00,"33,62525416","69,58527064",,"10,44678758"
15/08/2012 4.00,"19,37980256","25,51797264","0,33175239","17,67033744"
15/08/2012 5.00,"30,20925584","48,0840276","0,35510948",
15/08/2012 6.00,"20,78540936","29,10928224","0,29803962","16,14318689"
15/08/2012 7.00,"10,35961178","16,68817309","0,2715848","34,55816805"
15/08/2012 8.00,"6,97995676","12,04240887","0,25608564","49,8553692"
15/08/2012 9.00,"5,00978607","9,56907818","0,49146923","67,27433265"
15/08/2012 10.00,"5,03704163","9,78697161","0,22645503","82,35932565"
15/08/2012 11.00,"5,08246693","9,26299374","0,21516036","88,78011345"
15/08/2012 12.00,"3,59770142","8,03735203","0,21858196","82,4998734"
15/08/2012 13.00,"3,02793689","7,10482757","0,21465358","86,5812843"
15/08/2012 14.00,"2,89425558","6,75334652","0,19679646","97,0037628"
15/08/2012 15.00,"3,27453135","7,26565162","0,19562797","106,6991436"
15/08/2012 16.00,"4,91504074","8,64044654","0,19240441","104,95296"
15/08/2012 17.00,"5,8806581","9,97114118","0,18851914","110,25748545"
15/08/2012 18.00,"7,17982959","11,0022369","0,26861172","101,86627605"
15/08/2012 19.00,"9,89238208","13,81018671","0,21721192","86,31640815"
15/08/2012 20.00,"26,35976888","30,54244096","0,28918912","56,8586172"
15/08/2012 21.00,"42,42225144","46,66901376","0,35139662","36,72186525"
15/08/2012 22.00,"30,7063376","36,77051328","0,31184371","37,532733"
15/08/2012 23.00,"54,02780464","64,67232928","0,38895156","13,01320944"
16/08/2012 0.00,"41,0724368","47,36031648","0,37759631","22,7639874"
16/08/2012 1.00,"62,83776528","83,37210992","0,46964296","8,32229213"
16/08/2012 2.00,"51,07384112","57,31849048","0,38169827","22,6355892"
16/08/2012 3.00,"11,80025025","16,07470406","0,24648138","59,45884035"
16/08/2012 4.00,"10,47902001","14,98264997","0,27347909","37,22596185"
16/08/2012 5.00,"19,96256104","24,52967896","0,29377106","24,8533509"
16/08/2012 6.00,"19,409668","24,6865968","0,30275671","35,98666785"
16/08/2012 7.00,"16,94631603","23,33645712","0,30636588","48,6241749"
16/08/2012 8.00,"11,13573465","17,61161938","0,25130565","88,26656055"
16/08/2012 9.00,"8,1584237","13,31863254","0,25277937","103,1123331"
16/08/2012 10.00,"9,60684974","14,31989723","0,27107337","117,3486132"
16/08/2012 11.00,"5,89104217","9,77789152","0,26251877","125,5924719"
16/08/2012 12.00,"5,51595557","10,21237822","0,25432766","130,0333818"
16/08/2012 13.00,"6,97216918","11,6701788","0,24433662","131,2740324"
16/08/2012 14.00,"10,17271378","15,01118466","0,23964866","132,81602775"
16/08/2012 15.00,"7,71585114","12,000907","0,24351995","139,3030695"
16/08/2012 16.00,"8,62565914","13,16429208","0,21520346","130,74286365"
16/08/2012 17.00,"7,54063738","11,51583834","0,2373338","130,65372705"
16/08/2012 18.00,"9,00074191","12,87376942","0,26358125","125,6397933"
16/08/2012 19.00,"17,78084285","21,7749076","0,30181888","108,3829635"
16/08/2012 20.00,"25,01129264","29,07687384","0,36982576","95,55904365"
16/08/2012 21.00,"21,09429296","25,29488048","0,38580024","85,332534"
16/08/2012 22.00,"16,1039959","20,05510184","0,34487728","79,40233665"
16/08/2012 23.00,"29,92243672","34,61364344","0,39685259","54,7219722"
17/08/2012 0.00,"34,71935792","38,84176376","0,39642038","45,8766609"
17/08/2012 1.00,"41,07375608","51,876384","0,39590195","47,00513265"
17/08/2012 2.00,,,"0,26282051","73,2504948"
17/08/2012 3.00,"28,43895416","34,65515296",,"36,0042438"
17/08/2012 4.00,"25,0982504","29,52432008","0,30378424","34,97173155"
17/08/2012 5.00,"20,5180544","24,974544","0,32600079",
17/08/2012 6.00,"15,72371249","19,77625576","0,30611307","65,13900435"
17/08/2012 7.00,"11,99882483","16,50400351","0,24378674","87,84761055"
17/08/2012 8.00,"11,81582349","16,98777393","0,23923042","106,80717285"
17/08/2012 9.00,"13,1746991","18,64919868","0,22880251","113,5103928"
17/08/2012 10.00,"10,54520771","15,37433846","0,22220395","119,8515003"
17/08/2012 11.00,"10,30120592","15,2783618","0,23012595","121,9205946"
17/08/2012 12.00,"9,23435963","14,00213813","0,23027041","116,88770835"
17/08/2012 13.00,"7,69638125","11,91400851","0,2197423","117,6755937"
17/08/2012 14.00,"8,35050895","12,48597566","0,21538404","125,5451505"
17/08/2012 15.00,"9,5432547","14,32508449","0,20932604","127,4886396"
17/08/2012 16.00,"9,13961621","13,2265468","0,20424897","130,2901782"
17/08/2012 17.00,"14,35835711","19,278218","0,22316391","128,33593605"
17/08/2012 18.00,"23,1566144","28,25718032","0,27216264","110,1979746"
17/08/2012 19.00,"23,82633064","28,15341608","0,29368951","107,94915075"
17/08/2012 20.00,"21,7120984","26,00044672","0,30098008","106,16661825"
17/08/2012 21.00,"18,25456762","22,69834624","0,28297268","111,42779235"
17/08/2012 22.00,"14,91384091","19,03699434","0,27955107","110,7845046"
17/08/2012 23.00,"13,91967548","17,52082997","0,27121433","101,19463935"
18/08/2012 0.00,"14,46866995","18,05258967","0,28091762","93,8737674"
18/08/2012 1.00,"11,20452458","15,03453018","0,2793239","100,37429535"
18/08/2012 2.00,"8,89561633","12,5910305","0,25553693","105,59493105"
18/08/2012 3.00,"7,63927554","11,61311134","0,25154098","110,94404475"
18/08/2012 4.00,"8,79697816","12,64550338","0,24821607","112,1387106"
18/08/2012 5.00,"8,38555209","11,9944215","0,22325478","120,9759222"
18/08/2012 6.00,"10,25058954","13,97230902","0,25105051","104,76377415"
18/08/2012 7.00,"10,44397687","14,37955737","0,26177783","103,39340865"
18/08/2012 8.00,"13,69124693","19,35215504","0,26928393","109,5614898"
18/08/2012 9.00,"7,39527566","11,97367056","0,28205349","114,63216135"
18/08/2012 10.00,"6,6567867","11,06578795","0,26045206","117,0296526"
18/08/2012 11.00,"7,4731476","12,12671278","0,26413696","128,2210839"
18/08/2012 12.00,"8,32844447","12,90749136","0,27142753","135,9865815"
18/08/2012 13.00,"8,38555209","12,83226754","0,26308846","139,77474735"
18/08/2012 14.00,"6,05587186","10,42637882","0,23478711","140,6382831"
18/08/2012 15.00,"6,5373823","10,43156799","0,24171653","147,1253049"
18/08/2012 16.00,"6,37644543","10,44972434","0,22283538","147,86455215"
18/08/2012 17.00,"7,56399819","11,76226263","0,23800601","149,4930507"
18/08/2012 18.00,"9,25382953","13,38218551","0,25372652","146,029212"
18/08/2012 19.00,"12,96055127","17,20177453","0,27467671","138,5421765"
18/08/2012 20.00,"16,70101217","20,61799464","0,30366774","129,08868945"
18/08/2012 21.00,"21,66796944","25,58540888","0,29170319","118,0324194"
18/08/2012 22.00,"14,35705313","18,13040807","0,28098868","127,83459255"
18/08/2012 23.00,"13,34211764","17,22382371","0,26609416","124,6370265"
19/08/2012 0.00,"16,46869652","20,2120388","0,27795735","113,23470375"
19/08/2012 1.00,"14,2558242","18,26269935","0,27351404","114,9835008"
19/08/2012 2.00,,,"0,25113672","122,1016608"
19/08/2012 3.00,"8,889127","13,45222016",,"123,40042575"
19/08/2012 4.00,"7,62110581","11,64942595","0,23429898","114,7362405"
19/08/2012 5.00,"8,24278496","11,98274874","0,24606315",
19/08/2012 6.00,"10,11172098","13,96711985","0,25991267","103,57184145"
19/08/2012 7.00,"12,31550366","16,85937357","0,26163803","104,64487215"
19/08/2012 8.00,"9,79244566","14,52611599","0,26148076","113,88072465"
19/08/2012 9.00,"8,32584989","12,47041198","0,26846377","118,8378807"
19/08/2012 10.00,"11,65488471","16,16419522","0,26774846","124,48969575"
19/08/2012 11.00,"11,93782438","16,26276456","0,28881632","134,2053657"
19/08/2012 12.00,"11,27720353","15,79715241","0,32865815","140,2166598"
19/08/2012 13.00,"10,96052279","15,05398478","0,31989386","144,70618785"
19/08/2012 14.00,"10,29601675","14,39382471","0,31084647","146,11980495"
19/08/2012 15.00,"9,40827515","13,24211048","0,27462312","143,3047602"
19/08/2012 16.00,"8,90340199","12,74407272","0,24890691","137,6002173"
19/08/2012 17.00,"9,2616171","13,23821956","0,25579789","145,88738745"
19/08/2012 18.00,"14,77497426","19,0810908","0,25569187","140,87882025"
19/08/2012 19.00,"13,75484005","17,67776502","0,25782266","126,210084"
19/08/2012 20.00,"21,44992496","25,71251864","0,26811893","109,4884728"
19/08/2012 21.00,"17,2045909","21,11863272","0,28985084","111,79000455"
19/08/2012 22.00,"13,86775894","17,84118366","0,28791228","114,7200012"
19/08/2012 23.00,"13,12407507","17,05392148","0,29517139","112,31034045"
20/08/2012 0.00,"13,89241418","17,79319628","0,29135485","106,73020575"
20/08/2012 1.00,"15,8418282","20,074566","0,28149429","94,59410205"
20/08/2012 2.00,"17,93788688","21,8734712","0,28797519","89,51666745"
20/08/2012 3.00,"7,44848854","11,19029739","0,27120035","97,82544345"
20/08/2012 4.00,"8,78919058","12,5586049","0,27636946","100,5148431"
20/08/2012 5.00,"7,62370039","11,81154826","0,27849908","96,1820622"
20/08/2012 6.00,"16,96707844","21,14715976","0,31209535","79,74559635"
20/08/2012 7.00,"25,594032","31,53723544","0,34319386","72,80989905"
20/08/2012 8.00,"17,01899306","22,96032848","0,32562333","96,4739706"
20/08/2012 9.00,"10,30639318","15,06695578","0,30546533","119,31087525"
20/08/2012 10.00,"9,52378672","14,6752692","0,29417765","124,4586336"
20/08/2012 11.00,"10,04552946","14,99173006","0,32361836","131,6862393"
20/08/2012 12.00,"11,52639449","16,80619702","0,31304599","136,67312085"
20/08/2012 13.00,"14,97224678","20,65950416","0,32146544","132,4768578"
20/08/2012 14.00,"10,20775692","14,70898923","0,29548944","129,72385755"
20/08/2012 15.00,"7,41085082","11,53658927","0,27141238","118,52033655"
20/08/2012 16.00,"7,39787025","11,31091591","0,2880812","122,00436465"
20/08/2012 17.00,"9,35376594","13,34586898","0,29868037","133,95261915"
20/08/2012 18.00,"11,33042214","15,15385236","0,31787025","130,18478235"
20/08/2012 19.00,"14,6023589","18,59861672","0,31412245","118,5500022"
20/08/2012 20.00,"17,35644577","21,5232884","0,31610411","114,93212955"
20/08/2012 21.00,"13,96380062","17,67127951","0,32850903","108,1478727"
20/08/2012 22.00,"12,99039568","17,89435829","0,2880812","105,2110731"
20/08/2012 23.00,"10,49328926","14,40031022","0,30653946","103,83402435"
21/08/2012 0.00,"12,59844333","16,4650924","0,30983292","84,4230135"
21/08/2012 1.00,"18,01835722","22,28720888","0,35952017","62,7334134"
21/08/2012 2.00,,,"0,32816419","71,37194295"
21/08/2012 3.00,"11,17078543","15,22129434",,"80,0348115"
21/08/2012 4.00,"6,34399879","10,15271809","0,27481535","94,6076082"
21/08/2012 5.00,"8,25706186","11,99831242","0,27779076",
21/08/2012 6.00,"15,56666846","19,46888264","0,31172371","71,54897925"
21/08/2012 7.00,"23,88084176","29,28308304","0,36693656","65,0146959"
21/08/2012 8.00,"20,47132512","27,105468","0,36564457","87,4651491"
21/08/2012 9.00,"11,90537583","17,64663766","0,32782984","120,8096988"
21/08/2012 10.00,"13,29021066","18,35737968","0,312453","126,04659375"
21/08/2012 11.00,"11,91576182","17,17194542","0,28971919","129,533355"
21/08/2012 12.00,"11,27331834","15,35228928","0,27519514","129,6090054"
21/08/2012 13.00,"10,25708078","14,69083097","0,28140575","130,8172173"
21/08/2012 14.00,"11,74833371","16,24590454","0,27563667","134,8770024"
21/08/2012 15.00,"11,63671689","15,83995062","0,27946486","138,9260145"
21/08/2012 16.00,"11,05266972","15,16293054","0,28505803","139,361124"
21/08/2012 17.00,"10,65292788","15,15644503","0,29345768","134,8405338"
21/08/2012 18.00,"14,32590856","18,43390174","0,30969894","132,0253893"
21/08/2012 19.00,"17,98850326","21,92794408","0,33704382","119,62313265"
21/08/2012 20.00,"20,94374208","24,83317072","0,36637736","117,3539997"
21/08/2012 21.00,"16,08842458","20,18481192","0,34458254","111,56975655"
21/08/2012 22.00,"26,52200208","30,48408672","0,40225703","81,6376344"
21/08/2012 23.00,"11,12535822","14,89834798","0,31921233","101,24463405"
22/08/2012 0.00,"12,12082573","16,00207483","0,3325644","85,692033"
22/08/2012 1.00,"18,34411996","22,20939048","0,39385738","66,43507605"
22/08/2012 2.00,"15,1656341","19,12128104","0,38903311","72,74234835"
22/08/2012 3.00,"12,14029371","15,92425643","0,33480469","80,49296325"
22/08/2012 4.00,"9,90665707","13,80499754","0,30530223","89,5301736"
22/08/2012 5.00,"12,77624786","16,53901988","0,28962949","85,64201835"
22/08/2012 6.00,"37,3501552","43,37079464","0,36482907","37,08946395"
22/08/2012 7.00,"39,43842248","49,50552312","0,40135182","51,1230321"
22/08/2012 8.00,"22,85421248","30,58783184","0,35673116","90,3680736"
22/08/2012 9.00,"12,78663384","18,42482357","0,29061741","114,148314"
22/08/2012 10.00,"11,64450829","17,01890129","0,25883621","122,62197675"
22/08/2012 11.00,"7,56659469","11,97237422","0,25539596","131,13484125"
22/08/2012 12.00,"6,35697745","11,0022369","0,2522458","131,2659327"
22/08/2012 13.00,"6,66067953","11,11247899","0,24759046","131,59301295"
22/08/2012 14.00,"5,54970046","9,49515261","0,23739671","133,3039449"
22/08/2012 15.00,"6,67235994","10,75710702","0,25129516","135,275763"
22/08/2012 16.00,"6,79306258","10,73635609","0,23847084","134,10667305"
22/08/2012 17.00,"8,75414745","13,06313007","0,23829609","133,02286935"
22/08/2012 18.00,"11,63801896","15,88015806","0,27042563","123,31938885"
22/08/2012 19.00,"33,14763656","37,66154352","0,32434066","92,97910965"
22/08/2012 20.00,"39,1256384","43,59520608","0,35160283","77,38323705"
