"NetC","Provincia di TARANTO","","","","","",""
"Stat","MANDURIA","","","","","",""
,NO2,NOX,CO,O3,PM10
19/11/2012 2.00,"0,086957","6,799674","1,045506","41,664776","22,954823"
19/11/2012 3.00,,"3,367699",,"44,470131",
19/11/2012 4.00,,"3,371311","0,201814","49,83957","13,919414"
19/11/2012 5.00,,"3,137913","0,172928","50,767816",
19/11/2012 6.00,"3,831318","17,052348","0,169401","48,677737","14,407814"
19/11/2012 7.00,"12,40636","37,369682","0,202246","45,556504",
19/11/2012 8.00,"27,353953","60,924769","0,300547","37,471082","8,547009"
19/11/2012 9.00,"66,579535","154,732788","0,77508","19,858102",
19/11/2012 10.00,"33,93157","76,974802","0,448155","36,980213","5,860806"
19/11/2012 11.00,"44,870035","90,814031","0,495542","31,024813",
19/11/2012 12.00,"43,203567","92,957409","0,467047","29,621272","3,907204"
19/11/2012 13.00,"48,109521","95,007428","0,540459","31,022106",
19/11/2012 14.00,"40,201585","91,684089","0,493661","28,717402","4,395605"
19/11/2012 15.00,"18,868465","39,133138","0,290121","34,9768",
19/11/2012 16.00,"34,136632","61,422684","0,430204","29,577943","8,302809"
19/11/2012 17.00,"56,563865","103,512204","0,509025","23,334116",
19/11/2012 18.00,"45,272374","87,591834","0,540499","27,061993","4,884005"
19/11/2012 19.00,"44,949204","83,86654","0,523527","29,783768",
19/11/2012 20.00,"49,233481","91,243229","0,543947","26,910335","10,01221"
19/11/2012 21.00,"53,107628","98,67826","0,587376","22,476282",
19/11/2012 22.00,"20,181911","40,263822","0,353617","39,422361","14,163614"
19/11/2012 23.00,"5,492595","17,43227","0,257237","42,662756",
20/11/2012 0.00,"5,42251","17,468576","0,245203","41,437962","13,186813"
20/11/2012 1.00,"3,051298","12,113379","0,206675","40,557783",
20/11/2012 2.00,"4,407574","13,651215","0,22784","31,292929","10,256411"
20/11/2012 3.00,"0,748872","8,238965","0,20158","35,02081",
20/11/2012 4.00,"0,005192","4,83783","0,173046","41,94914","8,302809"
20/11/2012 5.00,"0,114212","3,392058","0,11967","53,486881",
20/11/2012 6.00,"5,66002","18,75875","0,14312","52,227552","9,76801"
20/11/2012 7.00,"16,856764","38,810268","0,186294","47,125924",
20/11/2012 8.00,"48,613097","92,788844","0,373763","33,561748","8,791209"
20/11/2012 9.00,"113,780553","270,121077","1,086053","10,471374",
20/11/2012 10.00,"96,398147","206,499261","0,951614","6,504494","5,616606"
20/11/2012 11.00,"77,887901","158,288219","0,90117","12,296044",
20/11/2012 12.00,"54,622246","112,770339","0,49758","25,416069","8,058608"
20/11/2012 13.00,"53,642355","115,747467","0,542184","26,271192",
20/11/2012 14.00,"40,886865","91,923972","0,403786","33,775701","16,361416"
20/11/2012 15.00,"18,250678","43,077571","0,207263","44,479979",
20/11/2012 16.00,"44,040694","84,959625","0,472064","25,381538","9,27961"
20/11/2012 17.00,"58,588542","111,672076","0,534933","15,61972",
20/11/2012 18.00,"61,687862","115,812301","0,583339","16,187771","15,384615"
20/11/2012 19.00,"60,639181","116,180553","0,713661","19,424108",
20/11/2012 20.00,"100,5176","204,65022","1,00876","3,345342","28,327229"
20/11/2012 21.00,"102,137341","236,895512","1,156643",,
20/11/2012 22.00,"78,421326","145,514848","0,722324","0,636434","29,304029"
20/11/2012 23.00,"66,384859","118,575476","0,691712","1,788109",
21/11/2012 0.00,"49,199736","81,435309","0,500951","5,958108","31,746033"
21/11/2012 1.00,"37,111357","59,231336","0,534815","5,941181",
21/11/2012 2.00,"16,961892","30,061718","0,279656","16,880402","29,548229"
21/11/2012 3.00,"5,568852","15,788718",,"15,882066",
21/11/2012 4.00,"0,691765","7,999083","0,20601","31,647029","21,001221"
21/11/2012 5.00,"0,070085","5,96722","0,158243","36,614602",
21/11/2012 6.00,"21,002166","43,390066","0,207226","20,483025","12,454212"
21/11/2012 7.00,"59,786481","106,904263","0,319859","3,995318",
21/11/2012 8.00,"91,990585","197,092006","0,619284",,"11,233212"
21/11/2012 9.00,"113,058936","315,576734","1,360966",,
21/11/2012 10.00,"70,695094","159,656196","0,582891","11,484929","17,582418"
21/11/2012 11.00,"30,616805","75,26451","0,32127","33,813615",
21/11/2012 12.00,"27,287761","66,072499","0,378292","40,377011","9,76801"
21/11/2012 13.00,"29,64859","68,10696","0,351153","41,956587",
21/11/2012 14.00,"32,96076","74,5695","0,308446","44,420398","6,349206"
21/11/2012 15.00,"24,667357","52,194373","0,261032","44,989128",
21/11/2012 16.00,"34,744037","63,051288","0,263228","39,840103","4,639805"
21/11/2012 17.00,"68,710645","128,371733","0,598695","14,029312",
21/11/2012 18.00,"83,32728","168,065017","0,737486","8,111828","4,884005"
21/11/2012 19.00,"85,934713","137,714147","0,885101","12,908105",
21/11/2012 20.00,"91,830941","219,137786","1,10668","0,129318","25,396826"
21/11/2012 21.00,"89,213129","199,152404","1,153427","0,077861",
21/11/2012 22.00,"62,60546","115,026529","0,785998","1,540983","36,874237"
21/11/2012 23.00,"32,71676","55,872991","0,498024","9,147726",
22/11/2012 0.00,"25,778335","49,278187","0,397312","13,168095","45,665447"
22/11/2012 1.00,"14,349274","26,865456","0,287582","16,335372",
22/11/2012 2.00,"5,653531","15,229248","0,280209","18,041556","32,478634"
22/11/2012 3.00,"8,634744","19,417453","0,342604","14,095664",
22/11/2012 4.00,"8,273934","17,674745","0,286524","12,861387","21,733822"
22/11/2012 5.00,"8,597104","19,823307","0,287034","13,920305",
22/11/2012 6.00,"19,290275","34,111181","0,221148","14,394247","18,070818"
22/11/2012 7.00,"38,422206","66,05824","0,318446","10,311588",
22/11/2012 8.00,"55,816286","107,425515","0,506103","3,481431","14,163614"
22/11/2012 9.00,"86,863981","210,603179","0,92322","1,649989",
22/11/2012 10.00,"65,721643","147,446862","0,633207","9,605418","19,53602"
22/11/2012 11.00,"53,959033","133,750269","0,656383","13,868172",
22/11/2012 12.00,"53,886351","136,193177","0,640305","16,560154","10,989011"
22/11/2012 13.00,"70,567899","158,355642","0,765604","15,480924",
22/11/2012 14.00,"60,436711","134,769447","0,631088","18,577108","2,686203"
22/11/2012 15.00,"41,729181","82,420768","0,361351","24,831768",
22/11/2012 16.00,"76,90541","160,211159","0,657718","12,352917","2,442003"
22/11/2012 17.00,"82,365562","176,40513","0,759958","2,404232",
22/11/2012 18.00,"85,528476","189,636225","0,932044","0,28301","12,210012"
22/11/2012 19.00,"91,812772","204,35589","1,038951","0,04604",
22/11/2012 20.00,"88,565492","204,363666","1,146289",,"25,641026"
22/11/2012 21.00,"82,961282","171,696959","1,153741",,
22/11/2012 22.00,"61,851394","112,247789","0,728466","0,388631","52,503052"
22/11/2012 23.00,"53,364611","91,340476","0,748585","0,017604",
23/11/2012 0.00,"44,016034","70,2257","0,704778","0,252542","55,189255"
23/11/2012 1.00,"33,783613","54,261244","0,55485","0,959391",
23/11/2012 2.00,"27,656356","42,635409","0,541437","0,070414","53,724052"
23/11/2012 3.00,"24,021552","38,616711",,"0,020368",
23/11/2012 4.00,"15,418722","27,076811","0,420155","0,808407","44,444443"
23/11/2012 5.00,"22,736125","38,987909","0,47777",,
23/11/2012 6.00,"42,751908","160,395296","0,550865",,"30,28083"
23/11/2012 7.00,"45,217864","204,894005","1,014604",,
23/11/2012 8.00,"67,181754","268,294092","1,121877",,"22,466423"
23/11/2012 9.00,"107,711705","312,108171","1,416652",,
23/11/2012 10.00,"93,597351","231,96303","1,008176","3,260033","31,990232"
23/11/2012 11.00,"54,117376","123,439237","0,538755","13,002893",
23/11/2012 12.00,"50,687097","107,639469","0,393542","20,1946","28,815628"
23/11/2012 13.00,"68,854718","144,953393","0,47193","18,768039",
23/11/2012 14.00,"57,354265","137,169556","0,510496","21,083574","21,001221"
23/11/2012 15.00,"43,053014","86,034549","0,324483","25,633403",
23/11/2012 16.00,"51,82533","90,518395","0,389741","19,643475","28,083029"
23/11/2012 17.00,"84,784795","155,618403","0,773603","4,04542",
23/11/2012 18.00,"65,472454","112,176471","0,932415","4,68727","16,849817"
23/11/2012 19.00,"88,899048","176,28194","1,236439","0,40962",
23/11/2012 20.00,"93,664832","269,441625","1,550067",,"26,373627"
23/11/2012 21.00,"66,505563","156,380843","0,953266",,
23/11/2012 22.00,"65,71386","127,322739","0,949112",,"61,782661"
23/11/2012 23.00,"50,976522","95,915085","0,82914",,
24/11/2012 0.00,"33,402036","58,383319","0,581554","1,463122","63,980465"
24/11/2012 1.00,"21,8964","37,020882","0,413414","9,854574",
24/11/2012 2.00,"11,209722","21,630849","0,344668","16,23178","59,34066"
24/11/2012 3.00,"7,571787","16,481819","0,283566","15,102449",
24/11/2012 4.00,"4,706084","13,098838","0,265654","18,157334","46,398045"
24/11/2012 5.00,"5,64185","13,813297","0,264087","17,848594",
24/11/2012 6.00,"13,477104","25,002158","0,303044","11,289937","24,420025"
24/11/2012 7.00,"29,803038","49,040901","0,355368","4,985853",
24/11/2012 8.00,"48,106928","93,727624","0,684672","1,712956","20,757021"
24/11/2012 9.00,"70,404367","169,189224","0,961653","2,11716",
24/11/2012 10.00,"48,202972","104,410788","0,513436","8,544468","26,617826"
24/11/2012 11.00,"49,938224","111,430895","0,531739","17,066594",
24/11/2012 12.00,"67,9462","158,713529","0,640697","17,853334","17,094017"
24/11/2012 13.00,"65,218078","156,811332","0,731979","20,502662",
24/11/2012 14.00,"56,962309","126,641988","0,503206","24,680783","9,035409"
24/11/2012 15.00,"38,230123","76,243485","0,394914","30,05933",
24/11/2012 16.00,"52,409373","102,905368","0,484433","23,547391","7,570208"
24/11/2012 17.00,"69,873546","134,617738","0,799627","9,938529",
24/11/2012 18.00,"91,535028","193,030873","1,215275","1,480726","6,349206"
24/11/2012 19.00,"81,952833","135,789908","0,961104","0,901841",
24/11/2012 20.00,"95,381923","180,927867","1,217665","0,059581","25,885225"
24/11/2012 21.00,"94,56036","180,117463","1,080292",,
24/11/2012 22.00,"88,190414","158,41529","1,086877","0,002708","49,084248"
24/11/2012 23.00,"69,6555","104,758289","0,881385","0,126609",
25/11/2012 0.00,"49,913567","77,090203","0,748793","2,350744","71,794868"
25/11/2012 1.00,"41,43976","64,646179","0,605383","1,785401",
25/11/2012 2.00,"32,644082","49,479169","0,458565","5,2973","59,34066"
25/11/2012 3.00,"18,618882","31,002875",,"14,916526",
25/11/2012 4.00,"13,501764","24,932138","0,352087","16,355004","35,164837"
25/11/2012 5.00,"11,696423","21,445426","0,281568","13,21752",
25/11/2012 6.00,"33,02955","48,719329","0,368852","3,889696","25,396826"
25/11/2012 7.00,"39,300864","65,841697","0,748644","0,928246",
25/11/2012 8.00,"46,993355","91,333992","0,627319","1,997997","20,757021"
25/11/2012 9.00,"65,57369","110,079773","0,574548","1,633063",
25/11/2012 10.00,"43,281438","76,231815","0,476953","12,016419","23,687424"
25/11/2012 11.00,"37,085399","77,82411","0,402144","26,967209",
25/11/2012 12.00,"31,556463","61,558836","0,365979","38,959931","21,001221"
25/11/2012 13.00,"37,348865","74,369813","0,390968","42,05205",
25/11/2012 14.00,"22,449295","42,408495","0,31427","49,429275","13,919414"
25/11/2012 15.00,"14,664657","27,756259","0,296324","51,687261",
25/11/2012 16.00,"33,822547","53,672562","0,465344","39,756827","7,570208"
25/11/2012 17.00,"62,89618","103,326783","0,611539","22,598156",
25/11/2012 18.00,"100,734347","184,305667","1,097111","2,306059","13,186813"
25/11/2012 19.00,"88,74979","144,892447","1,146499","0,229522",
25/11/2012 20.00,"102,190556","179,4782","1,44727","0,043332","25,885225"
25/11/2012 21.00,"116,821465","315,386106","2,419555","2,580944",
25/11/2012 22.00,"94,553876","237,564592","2,23995","1,222766","65,201462"
25/11/2012 23.00,"81,994371","193,369301","1,777635","0,454982",
26/11/2012 0.00,"58,504183","94,199606","0,995738","0,067029","121,611725"
26/11/2012 1.00,"58,209565","88,512467","0,935844",,
26/11/2012 2.00,"57,068735","109,775064","0,954969",,"101,343102"
26/11/2012 3.00,"38,427396","58,037113","0,802478","0,096142",
26/11/2012 4.00,"23,470719","37,932431","0,801534","0,217335","59,34066"
26/11/2012 5.00,"16,393423","35,36116","0,716177",,
26/11/2012 6.00,"24,323422","103,19193","0,822115",,"33,943832"
26/11/2012 7.00,"35,054227","166,32102","0,794095",,
26/11/2012 8.00,"55,559307","262,569354","1,172746",,"25,396826"
26/11/2012 9.00,"121,824769","384,771579","1,661151",,
26/11/2012 10.00,"109,845412","266,332232","1,196279","0,694661","31,013432"
26/11/2012 11.00,"68,948157","143,414262","0,678478","16,638015",
26/11/2012 12.00,"90,159283","180,877307","0,675369","12,602075","40,537239"
26/11/2012 13.00,"47,785057","105,142105","0,447085","34,915864",
26/11/2012 14.00,"37,851142","85,034831","0,338944","44,882831","37,118439"
26/11/2012 15.00,"23,004783","46,360707","0,295459","51,528152",
26/11/2012 16.00,"25,965229","51,176497","0,26382","48,25458","21,24542"
26/11/2012 17.00,"74,704222","156,794469","0,771154","16,767333",
26/11/2012 18.00,"83,608919","171,169216","0,953749","13,01034","19,291819"
26/11/2012 19.00,"97,169091","206,899933","1,005812","9,036688",
26/11/2012 20.00,"111,953153","233,197445","1,111553","8,608789","22,466423"
26/11/2012 21.00,"99,982877","207,029601","1,087902","5,910036",
26/11/2012 22.00,"101,912812","208,287356","1,160783","1,430623","41,758244"
26/11/2012 23.00,"91,751767","221,767413","1,819349","0,616123",
27/11/2012 0.00,"54,848077","133,03321","1,593229",,"48,35165"
27/11/2012 1.00,"38,127592","72,304237","1,027496","0,151661",
27/11/2012 2.00,"19,717273","36,093769","0,720782","0,380506","62,759464"
27/11/2012 3.00,"14,133499","27,384109",,"1,352523",
27/11/2012 4.00,"10,154552","21,677528","0,670323","1,637126","55,433456"
27/11/2012 5.00,"10,820359","22,4257","0,564539","1,950603",
27/11/2012 6.00,"50,754589","162,139293","0,707636","1,869357","35,897434"
27/11/2012 7.00,"70,9365","246,357236","0,940543",,
27/11/2012 8.00,"85,967155","403,370837","1,528234",,"34,920635"
27/11/2012 9.00,"116,312707","448,207959","2,100307",,
27/11/2012 10.00,"108,3269","371,69088","1,826932",,"40,537239"
27/11/2012 11.00,"126,507492","352,947703","1,481022","0,981733",
27/11/2012 12.00,"42,222374","91,912302","0,44629","38,206365","45,909645"
27/11/2012 13.00,"40,392374","91,808571","0,488455","41,620092",
27/11/2012 14.00,"34,523399","74,424275","0,3452","46,184813","24,420025"
27/11/2012 15.00,"28,688164","59,416756","0,238627","49,025068",
27/11/2012 16.00,"30,403953","60,52929","0,328358","46,733227","13,431013"
27/11/2012 17.00,"60,330289","101,39606","0,583984","30,206251",
27/11/2012 18.00,"95,614242","188,158039","0,864616","13,867496","10,50061"
27/11/2012 19.00,"90,303348","189,231672","0,850023","13,928431",
27/11/2012 20.00,"109,397644","246,121241","1,298995","5,914099","26,129427"
27/11/2012 21.00,"72,965068","144,611071","0,67687","20,131634",
27/11/2012 22.00,"31,203441","65,872819","0,340466","37,752737","39,56044"
27/11/2012 23.00,"9,052658","25,797011","0,19737","48,989185",
28/11/2012 0.00,"5,883254","17,616396","0,195634","44,316132","43,956043"
28/11/2012 1.00,"1,414681","10,194325","0,149132","50,173359",
28/11/2012 2.00,"0,122","5,049187","0,0787","52,023082","30,036631"
28/11/2012 3.00,,"3,840701","0,088978","50,925571",
28/11/2012 4.00,"0,049319","4,533117","0,083255","49,426566","16,605618"
28/11/2012 5.00,,"3,458187","0,111622","50,681827",
28/11/2012 6.00,"0,981191","10,693538","0,093529","48,405561","9,523809"
28/11/2012 7.00,"7,788531","25,052729","0,146884","48,247807",
28/11/2012 8.00,"12,177934","36,399783","0,164029","38,260531","6,349206"
28/11/2012 9.00,"27,348762","73,25988","0,333209","36,99917",
28/11/2012 10.00,"16,040402","45,363578","0,231684","43,634335","4,151404"
28/11/2012 11.00,"14,137722","45,354501","0,213186","34,241513",
28/11/2012 12.00,"14,20521","45,405072","0,18392","26,546754","17,826618"
28/11/2012 13.00,,,"0,090525","33,090517",
28/11/2012 14.00,,,"0,118926","23,292816","17,094017"
28/11/2012 15.00,,,"0,141243","16,812697",
28/11/2012 16.00,"11,361573","25,598622","0,208887","20,434954","9,27961"
28/11/2012 17.00,"13,378465","28,911581","0,204548","17,62652",
28/11/2012 18.00,"14,669849","29,974843","0,22001","11,241866","5,860806"
28/11/2012 19.00,"14,702295","32,438491","0,226991","12,323127",
28/11/2012 20.00,"14,140317","30,758022","0,21717","11,014374","15,628816"
28/11/2012 21.00,"12,733423","26,228798","0,216184","11,975119",
28/11/2012 22.00,"10,028658","21,088845","0,206047","14,971776","22,466423"
28/11/2012 23.00,"7,627594","16,306772","0,174019","21,816152",
29/11/2012 0.00,"4,438723","8,976763","0,255035","41,728422","27,838827"
29/11/2012 1.00,"2,43351","4,431978","0,301458","56,174124",
29/11/2012 2.00,,,"0,353719","59,036046","18,070818"
29/11/2012 3.00,"2,050055","3,448527",,"60,099215",
29/11/2012 4.00,"0,895532","2,297677","0,244368","62,447741","9,27961"
29/11/2012 5.00,"1,022724","2,528482","0,189598","60,799102",
29/11/2012 6.00,"12,863211","19,117924","0,191793","54,661576","5,372406"
29/11/2012 7.00,"18,454442","23,863693","0,268362","45,119801",
29/11/2012 8.00,"21,795167","31,648827","0,289258","48,05823","7,814408"
29/11/2012 9.00,"39,202228","61,053138","0,412638","42,679008",
29/11/2012 10.00,"34,876417","65,845585","0,37798","45,036522","5,616606"
29/11/2012 11.00,"22,54274","41,75887","0,247387","48,050783",
29/11/2012 12.00,"19,477168","35,349491","0,255855","56,090167","3,418803"
29/11/2012 13.00,"27,060633","49,298934","0,341715","53,947953",
29/11/2012 14.00,"28,593421","50,551507","0,317643","55,090833","2,442003"
29/11/2012 15.00,"19,446017","34,623359","0,211435","58,901986",
29/11/2012 16.00,"25,286442","43,244838","0,304666","54,946617","1,953602"
29/11/2012 17.00,"61,785203","106,714948","0,596473","33,204942",
29/11/2012 18.00,"111,944065","236,47929","0,914626","11,619665","5,128205"
29/11/2012 19.00,"106,913512","240,889222","1,337223","12,813317",
29/11/2012 20.00,"73,07928","154,802807","0,830922","22,489148","19,047619"
29/11/2012 21.00,"27,979527","46,430727","0,26699","41,941693",
29/11/2012 22.00,"18,466125","28,689853","0,164938","47,856465","26,373627"
29/11/2012 23.00,"9,776871","16,218598","0,096484","52,077922",
30/11/2012 0.00,"5,896233","9,501909","0,101393","54,921564","17,826618"
30/11/2012 1.00,"4,992915","8,231185","0,046427","54,498403",
30/11/2012 2.00,"2,650254","4,680935","0,031388","55,887051","11,477411"
30/11/2012 3.00,"1,775489","3,589149","0,050152","54,855891",
30/11/2012 4.00,"1,072043","2,484397","0,036446","57,44902","6,105006"
30/11/2012 5.00,"1,78068","3,236458","0,033709","54,773965",
30/11/2012 6.00,"28,585633","58,033221","0,04765","46,231528","3,907204"
30/11/2012 7.00,"26,072951","42,203622","0,074961","43,635012",
30/11/2012 8.00,"25,965229","48,697284","0,113045","41,161046","3,663004"
30/11/2012 9.00,"34,635018","61,540682","0,192703","41,520565",
30/11/2012 10.00,"25,802995","47,232064","0,172935","46,073101","3,418803"
30/11/2012 11.00,"20,684188","38,947714","0,194185","48,283012",
30/11/2012 12.00,"20,959338","39,599935","0,160938","48,303328","5,616606"
30/11/2012 13.00,"21,399316","40,08618","0,169525","52,620922",
30/11/2012 14.00,"34,541571","61,76241","0,183482","48,953299","4,639805"
30/11/2012 15.00,"35,926397","52,344784","0,209357","42,234181",
30/11/2012 16.00,"41,308674","58,241985","0,379509","33,447327","8,302809"
30/11/2012 17.00,"53,984991","91,781336","0,46486","31,380268",
30/11/2012 18.00,"103,039368","179,001031","0,874597","16,185741","8,547009"
30/11/2012 19.00,"81,580351","138,49733","0,724205","18,617733",
30/11/2012 20.00,"58,90782","107,697818","0,498695","28,136485","23,931623"
30/11/2012 21.00,"63,212858","99,19822","0,553621","24,523029",
30/11/2012 22.00,"45,129607","64,880876","0,365592","28,776306","30,036631"
30/11/2012 23.00,"28,733591","36,96642","0,358879","27,476355",
01/12/2012 0.00,"36,893315","50,477596","0,269734","24,179759","27,594627"
01/12/2012 1.00,"26,226103","36,786186","0,160907","24,07211",
01/12/2012 2.00,,,"0,196521","23,872377","31,013432"
01/12/2012 3.00,"24,088069","31,293697",,"10,876164",
01/12/2012 4.00,"12,57638","14,877853","0,360868","13,220906","15,384615"
01/12/2012 5.00,"17,497913","20,97863","0,418495","3,930997",
01/12/2012 6.00,"26,424676","41,63828","0,328219","2,582298","9,76801"
01/12/2012 7.00,"39,073738","60,744534","0,416803","7,216081",
01/12/2012 8.00,"82,069649","187,744399","1,120129","1,587024","8,791209"
01/12/2012 9.00,"115,514514","334,740029","1,624259",,
01/12/2012 10.00,"80,009923","179,925552","0,92345","12,523536","17,094017"
01/12/2012 11.00,"69,935841","145,510953","0,900163","20,001638",
01/12/2012 12.00,"31,838102","68,331278","0,468255","45,478639","11,477411"
01/12/2012 13.00,"34,511718","67,185036","0,400715","50,137476",
01/12/2012 14.00,"35,324185","65,23616","0,397214","50,872759","13,186813"
01/12/2012 15.00,"27,692696","46,656346","0,30324","53,465215",
01/12/2012 16.00,"48,575458","81,440495","0,506332","37,000525","8,058608"
01/12/2012 17.00,"113,493728","229,715928","1,012034","7,450343",
01/12/2012 18.00,"127,362781","304,363223","1,62005","7,701532","10,989011"
01/12/2012 19.00,"136,926792","374,688767","2,160052","2,190282",
01/12/2012 20.00,"149,688785","543,976528","3,103996","3,681162","17,582418"
01/12/2012 21.00,"166,518285","689,232041","3,793436","6,121956",
01/12/2012 22.00,"130,745031","429,866752","3,014349","2,508499","71,062271"
01/12/2012 23.00,"102,786284","263,898412","1,980523",,
02/12/2012 0.00,"80,852243","198,845091","1,855986","0,012187","127,96093"
02/12/2012 1.00,"70,013716","274,612713","2,489963",,
02/12/2012 2.00,"55,624203","306,946156","2,596721",,"110,866913"
02/12/2012 3.00,"45,58516","154,779467","1,521317",,
02/12/2012 4.00,"33,016567","70,022126","1,056523",,"111,111115"
02/12/2012 5.00,"26,64791","45,377841","0,68059",,
02/12/2012 6.00,"24,997017","46,499451","0,743763",,"74,725273"
02/12/2012 7.00,"22,52457","37,164809","0,451576","10,139615",
02/12/2012 8.00,"47,787654","76,791971","0,558295","2,861245","53,479855"
02/12/2012 9.00,"21,919763","33,639198","0,388363","13,092265",
02/12/2012 10.00,"35,553911","59,943201","0,52124","16,154596","34,188034"
02/12/2012 11.00,"33,732995","55,104071","0,475375","23,955654",
02/12/2012 12.00,"20,878868","34,647997","0,368106","36,52523","20,02442"
02/12/2012 13.00,"24,878911","43,142402","0,45492","42,007366",
02/12/2012 14.00,"13,674381","19,595095","0,43238","51,977039","13,919414"
02/12/2012 15.00,"18,6024","24,903613","0,408936","46,359492",
02/12/2012 16.00,"33,96791","45,830375","0,608015","33,711378","8,302809"
02/12/2012 17.00,"29,674548","40,973094","0,505113","35,718855",
02/12/2012 18.00,"52,279589","72,205692","0,863069","26,638833","8,302809"
02/12/2012 19.00,"37,594163","51,466947","0,709148","37,069585",
02/12/2012 20.00,"37,526675","54,208084","0,672526","33,086453","23,931623"
02/12/2012 21.00,"33,055501","46,718587","0,646682","32,395854",
02/12/2012 22.00,"29,446122","38,925672","0,657893","35,17721","21,733822"
02/12/2012 23.00,"23,115102","30,472758","0,556013","35,747969",
03/12/2012 0.00,"16,268826","20,707627","0,530642","32,789905","19,78022"
03/12/2012 1.00,"18,959316","23,018271","0,408228","25,757307",
03/12/2012 2.00,,,"0,349421","33,800073","17,826618"
03/12/2012 3.00,"9,870808","12,032114",,"28,407064",
03/12/2012 4.00,"9,811912","12,226188","0,250424","19,885185","9,76801"
03/12/2012 5.00,"8,31936","10,578136","0,262471","23,78639",
03/12/2012 6.00,"10,072785","14,040211","0,250856","45,950552","9,27961"
03/12/2012 7.00,"6,061063","9,452637","0,186346","52,769875",
03/12/2012 8.00,"32,962058","50,246791","0,308812","35,496779","5,372406"
03/12/2012 9.00,"16,671167","30,927885","0,313247","45,749464",
03/12/2012 10.00,"17,849635","34,496288","0,30273","34,111518","3,174603"
03/12/2012 11.00,"19,995017","36,825086","0,39043","30,242813",
03/12/2012 12.00,"12,48553","31,412836","0,312383","19,982003","3,174603"
03/12/2012 13.00,"18,083253","38,502962","0,361864","21,007068",
03/12/2012 14.00,"27,315016","51,170013","0,439479","26,896117","1,953602"
03/12/2012 15.00,"21,610868","35,282064","0,388625","33,191399",
03/12/2012 16.00,"19,095591","34,39515","0,384465","34,510306","6,105006"
03/12/2012 17.00,"21,016444","35,91872","0,420879","31,450006",
03/12/2012 18.00,"19,168273","33,425248","0,432416","23,087665","5,128205"
03/12/2012 19.00,"23,34223","39,006064","0,507794","27,533904",
03/12/2012 20.00,"22,246825","40,831757","0,424214","18,455238","10,50061"
03/12/2012 21.00,"30,332569","45,179452","0,55857","21,576474",
03/12/2012 22.00,"28,377974","38,688383","0,561748","22,280613","18,803419"
03/12/2012 23.00,"13,805466","20,781537","0,365631","32,653818",
04/12/2012 0.00,"8,128573","11,287408","0,37289","36,746629","16,605618"
04/12/2012 1.00,"6,759318","9,297036","0,310774","34,63556",
04/12/2012 2.00,"5,583446","7,603601","0,248737","32,917192","11,965812"
04/12/2012 3.00,"14,425848","16,929167","0,405223","26,082294",
04/12/2012 4.00,"9,687318","12,009647","0,280678","29,439144","9,27961"
04/12/2012 5.00,"21,381145","24,305854","0,491667","21,702406",
04/12/2012 6.00,"28,431187","42,018202","0,474363","18,869597","4,884005"
04/12/2012 7.00,"27,234548","38,502962","0,350013","24,362567",
04/12/2012 8.00,"82,421366","155,002494","0,94845","4,050835","8,547009"
04/12/2012 9.00,"83,442798","176,106891","1,312944","8,409057",
04/12/2012 10.00,"87,577816","181,700678","1,208528","11,518105","12,454212"
04/12/2012 11.00,"49,561843","104,771257","0,566064","31,681559",
04/12/2012 12.00,"37,063335","74,008046","0,468634","41,827268","13,186813"
04/12/2012 13.00,"33,033441","67,309511","0,421665","43,719643",
04/12/2012 14.00,"34,459805","67,546804","0,363668","45,875396","8,302809"
04/12/2012 15.00,"24,93991","42,243818","0,255878","50,983797",
04/12/2012 16.00,"24,968463","41,989676","0,293823","50,461109","8,302809"
04/12/2012 17.00,"30,666121","56,299593","0,345894","48,414363",
04/12/2012 18.00,"32,344271","64,555409","0,335456","49,222092","7,570208"
04/12/2012 19.00,"37,311226","65,562917","0,423391","44,762314",
04/12/2012 20.00,"44,476781","75,941365","0,506813","36,288937","12,942613"
04/12/2012 21.00,"34,027609","55,41138","0,46883","39,001906",
04/12/2012 22.00,"13,754849","20,635014","0,264668","45,79212","17,826618"
04/12/2012 23.00,"10,140275","15,238324","0,217345","45,9668",
05/12/2012 0.00,"6,32453","10,323991","0,16504","45,782641","12,942613"
05/12/2012 1.00,"3,085042","5,915353","0,078214","54,636527",
05/12/2012 2.00,,,"0,102245","54,200501","15,873016"
05/12/2012 3.00,"1,356149","2,872296",,"50,548711",
05/12/2012 4.00,"1,082425","2,577756","0,193284","47,666892","8,302809"
05/12/2012 5.00,"1,663872","3,379091","0,231736","49,419793",
05/12/2012 6.00,"9,461487","12,41939","0,246475","42,245691","4,884005"
05/12/2012 7.00,"20,678997","27,002902","0,303743","33,749297",
05/12/2012 8.00,"39,418971","52,803802","0,526268","20,82291","2,686203"
05/12/2012 9.00,"50,581969","88,99612","0,774468","22,697004",
05/12/2012 10.00,"26,071655","43,56641","0,505258","42,385166","7,081807"
05/12/2012 11.00,"16,47389","30,070795","0,443679","48,805027",
05/12/2012 12.00,"20,427209","33,104974","0,472725","48,672999","4,884005"
05/12/2012 13.00,"19,849656","32,918256","0,645587","50,884269",
05/12/2012 14.00,"34,084715","57,37452","0,616031","44,99522","2,930403"
05/12/2012 15.00,"46,469011","73,173004","0,673691","35,615264",
05/12/2012 16.00,"78,605623","129,057662","1,0514","19,49249","10,256411"
